wavelength,Back_WetStem,Belly_WetStem,Breast_WetStem,Crissum_WetStem,Crown_WetStem,DorTail_WetStem,Patch10_WetStem,Rump_WetStem,Throat_WetStem,WingTip_WetStem
328.78,3.31216666667,5.58133333333,2.15783333333,4.505,2.81266666666,4.432,51.377,3.03583333333,3.28766666667,4.32066666667
329.14,3.4735,5.66666666666,2.38433333333,4.4895,2.91933333333,4.60733333334,51.5405,3.1595,3.3755,4.445
329.51,3.24483333333,5.44916666667,2.23466666666,4.29466666666,2.76183333333,4.30466666667,51.249,2.77716666667,3.02083333334,4.34966666666
329.88,3.4775,5.63383333333,2.59183333333,4.528,3.02233333334,4.73333333333,50.9906666667,3.01216666667,3.3425,4.66333333334
330.24,3.22316666667,5.31316666666,2.40083333334,4.21533333333,2.75683333333,4.52133333333,50.8923333333,2.7265,3.26316666667,4.42616666666
330.61,3.14483333333,4.994,2.15316666667,4.00216666666,2.48683333333,4.336,50.3291666666,2.45216666667,3.10516666667,4.2415
330.98,3.24266666666,5.272,2.24816666666,4.12316666666,2.437,4.28233333333,50.547,2.611,3.1135,4.41666666666
331.34,3.26283333333,5.5275,2.22983333333,4.37566666667,2.4325,4.25183333334,50.9395,2.73416666666,3.23833333333,4.6275
331.71,3.60016666666,5.94983333334,2.4525,4.64483333333,2.64866666667,4.375,51.4958333333,2.92333333333,3.37466666667,4.77233333334
332.08,3.928,6.34283333333,2.7495,5.05766666667,3.00183333334,4.728,52.3375,3.22966666667,3.5595,4.951
332.44,3.88583333333,6.24783333334,2.68566666666,5.2475,3.2,4.58083333333,52.3571666667,3.18083333333,3.62366666667,5.01433333333
332.81,4.07033333333,6.41083333334,2.60833333334,5.50383333334,3.23366666667,4.61066666667,52.8013333333,3.34666666667,3.7835,5.00566666667
333.18,4.05433333333,6.27366666666,2.31683333333,5.32866666667,2.85416666666,4.323,53.0211666667,3.021,3.63733333333,4.79566666667
333.54,4.02633333333,6.52133333333,2.39016666666,5.23266666667,2.85166666667,4.07166666667,52.8928333333,2.7375,3.455,4.67516666667
333.91,3.79716666667,6.496,2.37333333334,5.0175,2.5765,3.85133333333,53.1778333334,2.74383333333,3.34066666667,4.47066666667
334.28,3.73983333333,6.42533333333,2.38166666666,4.85716666667,2.50683333333,3.905,53.235,2.632,3.33333333334,4.47716666667
334.64,4.13266666667,6.56516666667,2.76966666667,4.97416666667,2.682,4.115,53.3481666667,2.82233333334,3.49733333333,4.60616666666
335.01,4.05,6.44633333333,2.772,4.93966666666,2.47833333333,3.981,53.1216666667,2.84516666667,3.4455,4.5725
335.38,3.77916666667,6.14916666667,2.61333333334,4.77416666667,2.20766666667,3.71516666667,53.1001666666,2.79283333333,3.31366666667,4.552
335.74,3.83933333334,6.15816666667,2.568,4.58283333333,2.129,3.72533333333,53.1805,2.74116666667,3.24816666666,4.52766666667
336.11,4.01566666667,6.24216666667,2.86733333333,4.54416666667,2.20966666667,3.949,53.2791666667,2.9005,3.34183333333,4.76933333334
336.47,4.07916666667,6.446,3.042,4.70083333333,2.42433333333,4.13666666667,53.4286666667,3.17783333333,3.49883333333,5.04233333333
336.84,4.05516666667,6.36066666666,3.08083333333,4.68816666666,2.35833333333,4.3145,53.369,3.31216666667,3.5925,5.16316666667
337.21,4.1415,6.46983333333,3.23683333334,4.93766666666,2.55316666666,4.4875,53.5625,3.3615,3.75516666666,5.3195
337.57,4.26,6.55716666667,3.31833333334,5.33683333333,2.80533333333,4.46266666667,53.6083333334,3.58033333334,3.95416666666,5.44016666667
337.94,3.88166666666,6.3195,3.04533333333,5.16766666667,2.72583333333,4.205,53.1991666667,3.3455,3.80283333334,5.207
338.31,3.9005,6.33583333333,2.99333333333,5.12616666667,2.85583333333,4.14783333333,53.3386666666,3.24833333334,3.82183333333,5.20066666666
338.67,4.226,6.50683333334,3.14616666667,5.2905,3.01366666667,4.44066666666,53.2085,3.34116666667,4.05083333334,5.28283333333
339.04,4.078,6.417,3.1345,5.2905,2.89283333334,4.48316666667,53.337,3.39183333334,4.086,5.18883333333
339.40,3.951,6.29333333334,2.92416666667,5.13383333333,2.77983333334,4.287,53.5018333333,3.24416666666,3.95483333333,4.89583333334
339.77,3.69983333333,5.98733333334,2.64133333333,4.98366666667,2.6105,4.015,53.5831666667,3.015,3.70366666667,4.58683333333
340.14,3.663,5.90933333333,2.53583333333,4.979,2.6595,3.9255,53.7826666667,3.0915,3.7015,4.45433333333
340.50,3.76316666667,6.03766666667,2.60683333334,5.14866666667,2.85866666667,4.05333333333,54.019,3.332,3.78983333333,4.48816666667
340.87,3.76333333333,5.9285,2.57683333333,4.97616666666,2.78466666667,3.96716666667,54.0691666667,3.28366666666,3.68016666667,4.40583333333
341.23,3.95433333333,6.11,2.59133333334,5.111,2.86533333334,4.01466666667,54.499,3.40983333333,3.74783333334,4.54033333333
341.60,3.92316666667,5.9275,2.52716666666,5.02433333333,2.74733333333,3.99033333334,54.8076666667,3.35216666667,3.673,4.44183333333
341.96,3.77866666666,5.82833333333,2.47,4.92533333333,2.835,3.9445,54.9325,3.39166666667,3.539,4.41266666667
342.33,3.81466666666,6.03316666667,2.61116666666,5.07683333333,2.99666666666,3.9785,55.015,3.35666666667,3.593,4.49116666667
342.70,3.5465,5.80966666667,2.55216666667,4.92933333333,2.90133333333,3.97433333333,54.6798333334,3.18283333334,3.43233333334,4.44433333333
343.06,3.50216666666,5.7815,2.72583333333,4.928,2.92933333334,3.98316666666,54.6506666667,3.1295,3.45266666666,4.41866666667
343.43,3.5105,5.80466666666,2.85016666666,5.08183333334,2.93016666667,3.9625,54.8208333333,3.12833333333,3.34733333333,4.45616666667
343.79,3.40783333334,5.65716666666,2.76183333333,4.97683333333,2.70016666666,3.8895,54.6348333334,2.97033333333,3.21983333333,4.3205
344.16,3.39283333334,5.7245,2.72016666666,5.03516666666,2.69983333333,3.95383333333,54.9201666666,2.91966666666,3.217,4.22766666666
344.52,3.4195,5.66266666667,2.67733333334,4.9935,2.674,4.09883333333,54.7583333333,2.88266666667,3.25383333333,4.22783333333
344.89,3.50433333334,5.8155,2.70783333333,5.045,2.6495,4.09933333334,54.6778333333,2.83466666667,3.26383333333,4.3625
345.25,3.31383333333,5.68766666667,2.554,4.90166666667,2.4285,3.76816666666,54.6923333333,2.641,3.07566666666,4.21283333334
345.62,3.1945,5.37733333333,2.30133333334,4.69583333333,2.1445,3.44733333334,54.8588333334,2.59916666666,2.89683333334,4.0585
345.99,3.2065,5.33216666666,2.174,4.6845,2.04866666666,3.3315,55.2553333334,2.578,2.82483333333,3.992
346.35,3.2775,5.41766666667,2.1945,4.69366666667,2.12416666667,3.44116666666,55.4593333334,2.6655,2.89966666667,4.162
346.72,3.3925,5.564,2.16516666666,4.76116666666,2.23283333333,3.61416666666,55.6251666667,2.77883333334,2.99733333333,4.37883333333
347.08,3.392,5.53933333333,2.063,4.6005,2.193,3.5025,55.8998333333,2.67066666666,2.81016666667,4.24616666667
347.45,3.381,5.58183333334,2.07966666667,4.48633333333,2.13216666666,3.492,55.948,2.55716666667,2.75966666666,4.29316666666
347.81,3.35433333333,5.628,2.10533333333,4.53116666666,2.10866666667,3.4005,56.3058333333,2.55133333333,2.68016666667,4.23683333333
348.18,3.05516666667,5.44133333333,2.0035,4.39966666667,1.99683333334,3.33466666667,56.3998333334,2.45266666667,2.506,3.97366666667
348.54,3.03,5.51666666667,2.12333333333,4.42666666666,2.07,3.52,56.5433333334,2.44333333334,2.65666666667,4.01
348.91,3.19133333333,5.80316666666,2.34533333333,4.6405,2.352,3.7745,56.8956666667,2.55183333333,2.80833333333,4.21416666667
349.27,3.38666666667,6.15716666666,2.629,4.94166666667,2.66883333333,3.91716666666,56.925,2.87266666667,3.08366666666,4.44416666666
349.64,3.3005,6.0285,2.51716666667,4.86683333334,2.50733333333,3.761,56.999,2.8005,2.87933333333,4.22183333334
350.00,3.12,5.845,2.38883333334,4.73183333334,2.40183333333,3.69416666667,56.9545,2.6565,2.82616666667,4.01416666666
350.37,3.0905,5.77083333334,2.42516666667,4.71816666667,2.4835,3.7365,56.8818333333,2.68683333333,2.90316666667,4.11433333333
350.73,3.02733333333,5.66683333334,2.38616666666,4.74616666667,2.463,3.72983333333,57.0841666667,2.7965,2.92483333334,4.08583333333
351.10,2.99183333333,5.59266666667,2.40683333334,4.79133333334,2.4895,3.77716666666,57.1318333334,2.76316666667,2.9155,4.127
351.46,3.0825,5.635,2.4285,4.85716666667,2.67316666667,3.80983333333,57.4475,2.81916666667,3.01583333333,4.31416666666
351.83,3.0855,5.71883333334,2.3805,4.90966666667,2.76616666666,3.73366666667,57.7233333333,2.921,2.99683333334,4.36916666667
352.19,3.018,5.6185,2.17333333334,4.84283333333,2.67566666667,3.63983333333,57.6911666667,2.861,2.93966666667,4.2335
352.55,2.86233333333,5.3895,1.9565,4.59,2.47366666667,3.47983333333,57.954,2.577,2.70583333334,3.98166666667
352.92,3.04316666667,5.64833333333,2.114,4.79033333333,2.682,3.65166666667,58.0743333333,2.80883333333,2.95983333334,4.13266666667
353.28,3.18983333333,5.76233333333,2.27633333333,4.79983333334,2.759,3.6725,58.3378333333,2.89933333333,3.0645,4.26833333333
353.65,3.19433333333,5.9575,2.3655,4.89366666667,2.8325,3.863,58.597,2.98333333333,3.23933333333,4.31816666667
354.01,3.171,5.9685,2.38566666667,4.92233333334,2.857,3.85533333333,58.3985,2.96666666666,3.23616666666,4.386
354.38,3.0285,5.96933333333,2.24433333334,4.71033333333,2.699,3.73083333333,58.4586666667,2.912,3.17716666666,4.174
354.74,2.93983333333,5.96266666667,2.26783333334,4.78433333333,2.62516666666,3.626,58.4306666666,2.89683333334,3.19733333334,4.02933333333
355.11,2.98483333333,5.9445,2.26666666667,4.88116666666,2.61466666667,3.759,58.5646666666,2.85033333334,3.22633333333,3.96383333333
355.47,3.01616666666,6.00816666667,2.32783333333,4.918,2.582,3.7595,58.3851666666,2.77033333333,3.13933333334,3.97266666667
355.83,2.97383333333,5.9525,2.3355,4.98883333334,2.52766666667,3.77433333333,58.3385,2.72533333334,3.139,4.02783333333
356.20,2.8835,5.8905,2.2505,4.904,2.4335,3.82583333333,58.5125,2.5855,2.99633333333,3.97233333333
356.56,2.8745,5.93133333334,2.17366666667,4.989,2.40733333333,3.83716666667,58.6618333334,2.57433333333,2.90533333333,3.93933333334
356.93,2.89266666666,5.92466666667,2.053,4.98883333334,2.3305,3.67716666667,58.7418333334,2.487,2.75683333333,3.95716666667
357.29,2.84366666666,5.8585,2.00833333333,4.93416666666,2.26183333333,3.60683333334,58.9633333334,2.41116666667,2.71683333333,3.87283333334
357.66,2.916,5.903,2.05783333334,5.05483333333,2.30116666666,3.58933333334,59.1508333333,2.36266666667,2.69716666667,3.9435
358.02,2.97016666667,5.84316666667,2.00033333333,4.98266666667,2.2525,3.5885,59.2813333334,2.3615,2.713,3.98583333334
358.38,3.13616666667,6.01633333333,2.15066666667,5.05,2.35866666667,3.6675,59.387,2.4855,2.763,4.15066666667
358.75,3.119,5.98566666667,2.2465,4.97583333334,2.3845,3.7985,59.756,2.6055,2.73866666666,4.19833333334
359.11,3.27666666667,6.13183333333,2.33283333334,5.038,2.47783333333,3.92583333333,60.0781666666,2.78716666667,2.80366666666,4.26033333333
359.48,3.224,6.036,2.28566666667,5.0335,2.4165,3.79166666667,60.318,2.72266666666,2.794,4.17583333333
359.84,3.178,6.043,2.35283333333,5.0345,2.44433333333,3.78633333333,60.5945,2.7195,2.845,4.17333333333
360.20,3.1895,6.004,2.40183333333,5.02766666667,2.42366666666,3.79283333333,60.7993333334,2.77516666667,2.94666666667,4.166
360.57,3.2025,5.97666666667,2.4175,5.06166666666,2.426,3.80666666666,61.0341666667,2.8455,2.896,4.153
360.93,3.271,5.98466666667,2.444,5.05633333334,2.48883333334,3.9155,61.2375,2.87583333333,2.91816666666,4.21966666666
361.29,3.35583333334,6.08883333333,2.48683333333,5.1075,2.61683333334,4.08116666667,61.4211666666,2.91633333333,2.93616666667,4.31333333334
361.66,3.267,5.97366666667,2.347,4.95883333333,2.49416666667,4.03066666666,61.6151666666,2.83983333334,2.87083333333,4.2105
362.02,3.32416666667,6.02716666667,2.27316666667,5.06516666667,2.58683333333,4.04633333333,61.628,2.868,2.99166666667,4.24983333334
362.39,3.289,6.02216666667,2.2515,5.09466666666,2.60116666666,4.0275,61.6626666666,2.82983333334,3.01116666667,4.2615
362.75,3.28616666667,5.99316666667,2.20383333333,5.06066666666,2.55583333333,3.97683333333,61.5416666667,2.81333333333,2.96816666667,4.24916666666
363.11,3.23233333334,5.89166666667,2.0395,4.91316666667,2.43566666666,3.80883333333,61.4871666666,2.7055,2.87416666667,4.13233333333
363.48,3.294,5.986,2.0765,5.0355,2.56533333334,3.92316666666,61.75,2.735,2.92183333333,4.22316666667
363.84,3.35633333333,6.12233333333,2.1195,5.09633333334,2.6425,4.0265,61.9343333333,2.75383333333,3.02633333333,4.32083333333
364.20,3.33766666667,6.1715,2.18916666666,5.22433333334,2.76666666666,4.10216666667,62.0035,2.866,3.13233333333,4.36033333333
364.57,3.23766666667,6.102,2.1335,5.14933333333,2.61733333333,3.97266666666,62.0465,2.78333333333,3.06966666667,4.20716666666
364.93,3.24766666667,6.18483333333,2.25233333333,5.24216666666,2.69133333333,3.89666666667,61.96,2.83833333333,3.12816666666,4.25316666666
365.29,3.14166666666,6.20633333333,2.25633333333,5.17483333333,2.57466666667,3.8055,62.152,2.76366666667,3.15416666666,4.2175
365.66,3.09983333333,6.168,2.23916666667,5.09116666666,2.49116666667,3.69616666667,62.103,2.75616666666,3.17266666667,4.17883333333
366.02,3.16416666666,6.21,2.3065,5.17883333333,2.5615,3.74883333333,62.3193333334,2.823,3.30983333333,4.25716666667
366.38,3.2125,6.30316666666,2.44416666667,5.32283333333,2.714,3.863,62.2576666666,2.87016666666,3.37533333333,4.35333333333
366.75,3.17316666666,6.25,2.351,5.27083333334,2.62566666667,3.74,62.2483333333,2.8295,3.29333333333,4.27016666667
367.11,3.19733333333,6.2315,2.30066666667,5.2445,2.58666666667,3.679,62.147,2.8125,3.23616666666,4.182
367.47,3.204,6.20466666667,2.27366666667,5.15316666666,2.4165,3.51333333333,62.277,2.74516666667,3.14333333333,4.10816666666
367.84,3.31383333334,6.389,2.359,5.319,2.50866666667,3.63966666667,62.3698333333,2.934,3.20966666667,4.27283333333
368.20,3.42183333333,6.43833333334,2.343,5.37466666667,2.51966666666,3.631,62.4273333333,2.96183333333,3.182,4.33716666666
368.56,3.46516666667,6.35433333333,2.31933333333,5.351,2.45766666667,3.57683333333,62.461,2.88916666666,2.99866666667,4.34783333333
368.93,3.592,6.52866666666,2.4545,5.544,2.60266666666,3.76016666666,62.5595,2.98683333334,3.11583333333,4.544
369.29,3.6435,6.68566666666,2.5675,5.575,2.69183333333,3.80916666667,62.6398333333,3.08166666666,3.077,4.66916666667
369.65,3.57216666667,6.57333333334,2.44316666667,5.44416666666,2.50383333333,3.67216666666,62.8578333333,3.038,2.9795,4.532
370.01,3.50916666667,6.50116666667,2.4165,5.32216666667,2.4205,3.6495,62.929,2.93583333334,2.94433333333,4.45766666667
370.38,3.51016666666,6.50133333333,2.44833333333,5.2515,2.45916666667,3.63416666667,63.2056666667,2.944,3.03166666667,4.4845
370.74,3.5255,6.53366666666,2.38966666667,5.21066666667,2.4885,3.69183333333,63.2485,2.95766666667,3.107,4.49333333334
371.10,3.44933333333,6.408,2.301,5.10966666666,2.45716666667,3.65766666667,63.5146666667,2.83583333334,3.06866666666,4.38133333334
371.46,3.31683333333,6.30483333333,2.19683333333,5.01766666667,2.391,3.7115,63.7568333334,2.7155,3.0875,4.24883333333
371.83,3.41783333334,6.411,2.295,5.137,2.56033333334,3.7975,63.6836666666,2.85866666667,3.27083333334,4.2345
372.19,3.34583333334,6.28366666667,2.1835,5.062,2.54733333333,3.7035,64.0338333334,2.7515,3.20316666667,4.106
372.55,3.2735,6.14616666666,2.08066666666,4.97783333333,2.5125,3.6155,64.3056666666,2.63533333333,3.13466666666,3.92416666667
372.92,3.3295,6.318,2.25933333333,5.1455,2.72233333334,3.87033333334,64.5508333333,2.80866666667,3.3355,4.13083333333
373.28,3.29633333333,6.3195,2.2975,5.19533333333,2.768,3.92316666666,64.7533333333,2.86483333334,3.3455,4.1285
373.64,3.22083333333,6.30016666666,2.24183333333,5.25133333333,2.759,3.927,64.8131666667,2.79783333333,3.29666666666,4.17333333333
374.00,3.1935,6.23966666667,2.255,5.268,2.7315,3.93533333333,64.8633333333,2.779,3.28816666667,4.19183333333
374.37,3.14416666666,6.23533333333,2.2145,5.183,2.664,3.812,64.691,2.73566666666,3.2095,4.15966666667
374.73,3.24866666667,6.349,2.3685,5.35183333333,2.76916666667,3.8795,64.8281666666,2.88033333333,3.28683333333,4.2435
375.09,3.16883333333,6.2935,2.3315,5.30066666667,2.689,3.828,65.162,2.76516666667,3.2385,4.25766666667
375.45,3.289,6.44883333334,2.509,5.402,2.75216666666,3.9455,65.3203333333,2.81083333333,3.3105,4.34733333333
375.81,3.37333333334,6.66416666667,2.585,5.52683333334,2.817,4.09066666667,65.4665,2.87866666666,3.45,4.50833333333
376.18,3.417,6.651,2.541,5.54883333333,2.73316666667,3.99216666667,65.37,2.82116666666,3.36666666667,4.4595
376.54,3.47133333333,6.68783333333,2.54816666667,5.61866666666,2.71383333333,3.963,65.2898333333,2.82316666667,3.37116666667,4.42766666667
376.90,3.62133333334,6.8,2.63666666666,5.7225,2.7635,4.085,65.3303333333,2.95583333333,3.4535,4.465
377.26,3.584,6.868,2.60616666667,5.75183333334,2.762,4.07133333333,65.4295,2.932,3.39483333333,4.49533333334
377.63,3.69666666667,7.0535,2.72766666667,5.91116666667,2.87683333334,4.17816666666,65.8123333333,3.02933333333,3.54766666667,4.61333333333
377.99,3.6015,6.9885,2.62633333333,5.82966666667,2.74666666666,4.06283333333,65.8958333333,2.89616666666,3.40733333333,4.56133333333
378.35,3.59783333333,7.0575,2.59433333333,5.8455,2.7325,4.08266666667,65.9531666667,2.91166666667,3.352,4.55366666667
378.71,3.59883333333,7.11483333333,2.5305,5.87483333333,2.74416666667,4.02466666666,65.8781666667,3.01883333334,3.33766666667,4.5775
379.07,3.59433333334,7.069,2.4965,5.86466666667,2.679,3.94233333333,65.8813333333,3.04216666667,3.3055,4.53033333333
379.44,3.604,7.06616666666,2.47183333333,5.82783333334,2.6625,3.92083333334,65.9748333333,3.0775,3.30516666666,4.5
379.80,3.61033333334,7.16016666666,2.51716666667,5.881,2.679,3.91916666666,66.1571666666,3.14616666666,3.31333333333,4.53833333333
380.16,3.58366666667,7.1975,2.58866666667,5.89566666666,2.72,3.90216666667,66.5368333333,3.115,3.30866666667,4.52633333333
380.52,3.7935,7.345,2.8305,6.06516666667,2.913,4.02266666667,66.6851666666,3.30533333334,3.44016666667,4.62383333333
380.88,3.813,7.327,2.85616666667,6.131,2.99283333333,4.10516666667,66.6116666666,3.36883333333,3.44566666666,4.66816666667
381.24,3.88016666667,7.41233333334,2.82816666667,6.23383333334,3.05083333333,4.22566666667,66.8443333333,3.49033333333,3.55316666666,4.70016666666
381.61,3.90683333333,7.44033333333,2.84533333333,6.31166666667,3.1,4.28966666667,66.8981666666,3.54516666667,3.61783333333,4.70533333334
381.97,3.88466666667,7.4745,2.82,6.34283333334,3.089,4.33583333333,67.1313333333,3.5475,3.66783333333,4.698
382.33,3.844,7.4895,2.78983333334,6.37266666667,3.12016666666,4.408,67.1338333333,3.5135,3.64566666667,4.661
382.69,3.845,7.54216666667,2.777,6.42033333333,3.142,4.41466666667,67.2506666667,3.50366666667,3.60516666666,4.68433333334
383.05,3.87816666666,7.58116666667,2.80516666667,6.42866666667,3.18783333333,4.47166666667,67.4305,3.50783333334,3.60466666666,4.72783333333
383.41,3.73316666666,7.46916666667,2.64283333333,6.32533333334,3.00583333334,4.37266666667,67.3016666667,3.37766666667,3.47933333333,4.6035
383.77,3.54933333333,7.36583333333,2.40783333333,6.17416666667,2.82783333333,4.2805,67.4718333333,3.19466666667,3.36916666667,4.45333333333
384.14,3.4525,7.28816666667,2.28333333333,6.12783333333,2.66466666667,4.11966666667,67.6176666666,3.05933333334,3.25083333333,4.31833333333
384.50,3.34316666667,7.21733333334,2.22733333334,6.0075,2.5905,3.9845,67.5533333333,2.89033333334,3.13766666667,4.28866666666
384.86,3.32683333334,7.2445,2.212,5.998,2.55133333334,3.92983333333,67.6205,2.86433333333,3.15266666666,4.28066666666
385.22,3.34366666667,7.2595,2.24183333334,6.0025,2.51233333333,3.94016666667,67.5648333333,2.83816666666,3.12416666667,4.25733333333
385.58,3.42716666667,7.3585,2.32816666667,6.0875,2.5955,3.993,67.7913333333,2.9375,3.19366666666,4.3465
385.94,3.49766666667,7.47216666667,2.38633333334,6.19016666667,2.66016666667,4.06966666667,68.0573333333,2.95516666667,3.29366666667,4.3825
386.30,3.40716666666,7.41916666667,2.308,6.13933333333,2.56683333333,3.99833333333,68.062,2.8895,3.24716666667,4.321
386.66,3.41783333333,7.46883333333,2.307,6.165,2.60783333333,3.96283333333,68.1085,2.86166666667,3.25233333333,4.32716666666
387.03,3.484,7.55283333334,2.409,6.30383333333,2.6555,3.96033333333,68.0866666667,2.8825,3.27333333334,4.39466666667
387.39,3.5085,7.59883333333,2.46983333333,6.33566666667,2.71583333333,3.987,68.0328333333,2.897,3.32366666667,4.42866666667
387.75,3.53966666667,7.65516666667,2.52616666667,6.45383333333,2.759,3.99166666667,68.0061666666,2.96583333333,3.41616666667,4.42566666667
388.11,3.56133333333,7.739,2.589,6.56416666666,2.792,4.0155,68.1606666667,2.965,3.4045,4.47283333333
388.47,3.47616666667,7.67383333334,2.528,6.4825,2.739,3.98016666667,68.2023333333,2.88733333333,3.3465,4.42966666666
388.83,3.4295,7.65316666666,2.48433333333,6.44866666666,2.6565,3.92383333333,68.0835,2.8365,3.318,4.38666666667
389.19,3.2985,7.582,2.38916666666,6.3935,2.551,3.7715,68.1078333334,2.74083333333,3.19816666667,4.2675
389.55,3.35066666667,7.714,2.42483333334,6.53316666667,2.62683333333,3.87483333334,68.1853333334,2.81966666667,3.27783333333,4.369
389.91,3.37383333333,7.80683333333,2.4745,6.64233333333,2.64,3.95283333333,68.2755,2.90466666667,3.31666666667,4.39733333334
390.27,3.29916666667,7.81966666667,2.4315,6.637,2.63533333333,3.9275,68.3791666667,2.96066666666,3.308,4.409
390.63,3.28283333334,7.8605,2.40333333333,6.63883333334,2.5955,3.91966666667,68.552,2.99833333333,3.289,4.42866666667
391.00,3.3025,7.92783333334,2.41433333333,6.65783333334,2.589,3.96783333333,68.849,3.00666666666,3.26766666667,4.49033333333
391.36,3.30566666667,7.94433333333,2.388,6.66883333333,2.5655,3.98583333333,68.9383333333,3.02766666667,3.24933333333,4.50883333333
391.72,3.34466666667,8.103,2.43733333333,6.84583333333,2.63233333334,3.9855,69.1826666667,3.1085,3.3,4.55
392.08,3.358,8.18483333333,2.47983333333,6.94733333333,2.66833333333,3.97466666667,69.2705,3.1205,3.2855,4.57866666667
392.44,3.3535,8.19466666667,2.43816666667,6.95833333334,2.6345,3.99333333333,69.2915,3.0725,3.26366666666,4.61216666667
392.80,3.33716666667,8.17466666667,2.39716666667,6.94966666667,2.57116666666,3.89883333333,69.3533333334,2.9845,3.21566666667,4.53283333334
393.16,3.31566666667,8.15483333334,2.33433333333,6.9525,2.53816666667,3.84383333333,69.3735,2.91533333333,3.147,4.52833333334
393.52,3.311,8.22083333334,2.30916666667,6.95766666667,2.50766666667,3.8335,69.3971666667,2.871,3.12533333333,4.45466666667
393.88,3.34633333334,8.31483333334,2.3205,7.0395,2.54933333333,3.87766666667,69.4943333333,2.859,3.1095,4.42983333333
394.24,3.31633333333,8.36233333333,2.29416666667,7.09966666666,2.58116666667,3.89016666667,69.3791666666,2.87016666667,3.08533333333,4.37466666667
394.60,3.26716666667,8.38866666666,2.3125,7.10883333333,2.57483333333,3.856,69.295,2.8345,3.05983333333,4.34083333334
394.96,3.19233333334,8.33666666666,2.25216666667,7.06016666666,2.5335,3.7985,69.1625,2.75983333334,3.00716666667,4.27216666667
395.32,3.19233333334,8.3825,2.23166666667,7.09016666667,2.53216666666,3.822,69.1728333333,2.75233333334,3.0375,4.267
395.68,3.27033333333,8.552,2.32583333333,7.24383333334,2.63566666667,3.91533333333,69.1925,2.8575,3.15216666666,4.323
396.04,3.381,8.73733333333,2.42616666667,7.43016666667,2.76733333334,4.00916666667,69.2085,2.99533333334,3.22666666667,4.44216666667
396.40,3.44533333334,8.94333333333,2.52283333333,7.5485,2.86816666667,4.05683333333,69.2081666667,3.05633333334,3.33233333333,4.49533333334
396.76,3.40916666667,8.92466666667,2.47366666667,7.5875,2.82016666667,3.99116666666,69.1733333334,2.99416666666,3.28933333334,4.45383333333
397.12,3.42683333333,9.00716666667,2.529,7.69283333333,2.835,4.05716666667,69.048,3.07083333333,3.33966666666,4.47466666666
397.48,3.405,9.06500000002,2.5325,7.75883333333,2.8145,4.02833333333,69.0051666666,3.049,3.30433333334,4.48266666667
397.84,3.36316666667,9.12416666665,2.45766666667,7.81033333333,2.77966666667,4.04266666667,69.1575,3.00833333333,3.26983333333,4.46066666667
398.20,3.43916666667,9.24983333335,2.478,7.92733333333,2.78083333333,4.10566666667,69.1383333334,2.993,3.2865,4.5285
398.56,3.419,9.3395,2.483,7.99683333333,2.73966666667,4.11416666666,69.3066666667,2.93183333333,3.26716666667,4.5315
398.92,3.37666666666,9.36833333332,2.4495,8.039,2.69516666667,4.04733333333,69.1826666667,2.8895,3.211,4.5115
399.28,3.27383333334,9.38233333331,2.37983333334,7.9885,2.60116666666,3.97916666666,69.1003333333,2.772,3.1475,4.427
399.64,3.3435,9.50966666667,2.425,8.11516666667,2.60033333333,3.998,69.1171666667,2.839,3.165,4.48016666667
400.00,3.41666666666,9.61399999999,2.48616666667,8.23766666667,2.64683333334,4.064,69.0811666667,2.88166666667,3.2415,4.51433333334
400.36,3.4525,9.70100000002,2.49683333333,8.2995,2.648,4.02583333334,69.0598333333,2.859,3.28433333333,4.54666666666
400.72,3.57983333334,9.84733333335,2.56916666666,8.4105,2.69366666666,4.09016666666,69.0505,2.92733333333,3.3615,4.56833333333
401.08,3.615,9.95533333332,2.59033333333,8.521,2.69983333333,4.06116666666,68.9821666667,2.96166666667,3.35716666667,4.54716666666
401.44,3.60816666667,10.0596666667,2.6165,8.59533333333,2.729,4.05733333333,68.9411666667,3.03733333333,3.35283333333,4.54266666667
401.80,3.62183333334,10.1166666667,2.57766666666,8.65716666666,2.74883333333,4.02533333333,68.8858333334,3.08883333333,3.32933333333,4.50683333333
402.16,3.6695,10.2451666667,2.6455,8.7675,2.80083333333,4.071,68.9583333333,3.17283333334,3.369,4.51766666667
402.52,3.63433333334,10.2893333333,2.64216666667,8.871,2.785,4.02633333333,68.9876666667,3.16166666666,3.30766666666,4.49816666666
402.88,3.596,10.3243333333,2.605,8.96133333333,2.78533333334,4.01016666667,69.0,3.16033333334,3.30083333333,4.47583333334
403.24,3.61683333334,10.5326666667,2.64133333333,9.0925,2.85616666667,4.074,69.0638333334,3.22083333333,3.3335,4.55366666667
403.60,3.52133333333,10.589,2.60416666666,9.14583333333,2.8205,4.0035,68.9648333334,3.156,3.266,4.49933333334
403.95,3.53683333334,10.6628333333,2.62233333333,9.258,2.8275,4.01533333333,69.0418333333,3.16833333334,3.28883333333,4.5295
404.31,3.58916666667,10.8115,2.69966666667,9.3775,2.88933333334,4.10733333333,68.9891666666,3.21766666667,3.3435,4.59916666666
404.67,3.58916666667,10.9191666666,2.7365,9.508,2.9005,4.15966666667,68.9823333333,3.21283333333,3.36916666667,4.637
