wavelength,Back_WetStem,Belly_WetStem,Breast_WetStem,Crissum_WetStem,Crown_WetStem,DorTail_WetStem,Patch10_WetStem,Rump_WetStem,Throat_WetStem,WingTip_WetStem
187.53,145.238166666,19.0476666665,4.762,131.746,119.047833333,-40.4764999998,-88.8889999999,46.8255,22.2221666666,65.873
187.91,134.057833333,18.1156666665,12.319,111.594166667,110.144833333,-10.8695,-96.377,41.3045,26.087,73.913
188.29,135.294333333,-17.647166667,-34.313833333,95.0980000002,122.548833333,-34.3135,-156.862666666,23.5293333333,10.7843333333,78.4313333331
188.67,308.333166667,-275.0,-202.777666667,108.333333333,294.444333333,-236.111,-519.444333334,11.111166667,-116.666666667,119.444666667
189.05,1175.0,-966.666666665,-258.333333335,525.0,1266.66666666,-500.0,-1316.66666667,316.666666667,8.3333333335,641.666666666
189.43,-1900.0,2250.0,683.33333333,-699.999999999,-1733.33333333,1250.0,3266.66666666,-466.666666668,716.666666665,-1083.33333334
189.81,204.166666666,-184.722166667,-22.222166667,20.8334999999,152.777833334,-45.8331666665,-244.4445,86.1109999998,2.7778333335,120.833333333
190.19,218.5185,-266.666833333,-88.8888333335,-75.9256666665,157.407333333,-148.148166667,-335.185,72.222333333,-53.7038333335,131.4815
190.57,-33.3331666667,214.705833333,113.725666666,136.274166667,-25.4903333333,155.882333333,252.941166667,9.804,105.8825,17.6468333333
190.95,7.57566666665,169.697,100.0,130.303166667,-8.33333333335,145.454833333,202.272833333,12.1211666667,115.151333333,55.3031666667
191.33,6.20183333333,73.2558333333,36.8216666666,56.9766666668,-2.71333333335,81.0078333333,96.1238333332,-3.1008333333,54.2635,19.3798333333
191.71,2.89850000002,63.0435,42.0289999999,53.2609999998,13.768,82.6088333334,92.7538333331,-3.26066666665,67.029,22.826
192.09,9.836,55.738,35.5191666667,50.2733333333,25.683,67.213,81.9671666667,6.55733333335,62.0218333334,26.2295
192.47,10.1991666667,49.0051666667,42.5373333333,61.4426666666,34.5771666667,59.7015,83.3333333335,19.1541666667,65.423,28.1095
192.85,14.3191666667,54.9296666667,56.3378333333,68.0751666667,37.7936666667,65.9621666667,83.0985,27.4646666667,63.8498333333,27.4645
193.23,8.23749999999,38.3143333333,45.7855,50.5746666667,30.0766666667,50.7663333333,58.6208333333,23.7548333333,54.0226666666,17.6243333334
193.61,8.70366666665,42.5926666667,52.4075,52.2221666667,31.6665,45.7405,60.5556666666,22.4073333333,50.5556666666,20.741
193.99,2.283,44.2923333333,56.3926666667,52.5115,32.42,43.6075,55.9361666666,14.612,46.1188333333,10.0456666666
194.37,10.5263333333,51.9736666667,65.7893333335,53.2895,41.4473333333,40.3508333333,57.8946666667,26.0965,57.0176666667,13.3773333334
194.75,12.9628333333,58.5648333333,77.5461666667,58.3333333333,44.213,36.3426666667,59.0278333334,33.1018333334,61.574,21.065
195.13,15.0901666667,58.108,70.2703333332,43.9188333334,28.829,17.5676666667,54.0541666666,26.3515,49.5496666667,18.018
195.51,20.0451666666,41.8916666666,73.4233333334,32.2071666667,15.5405,9.90999999998,46.1711666667,24.775,41.8918333334,10.3603333333
195.89,29.9143333334,45.7265,65.3846666667,22.8635,12.1796666667,2.564,40.171,26.923,45.5126666666,9.82883333333
196.27,23.4178333333,31.2236666666,54.4303333333,9.49383333335,4.21933333335,-15.4006666667,35.232,14.9788333333,43.882,2.1095
196.65,24.7125,24.138,56.3218333333,-11.4943333333,-15.2296666667,-40.8045,35.6321666667,-3.73566666666,41.092,-13.5056666667
197.03,18.116,5.07233333333,42.3915,-39.1305,-41.3043333333,-89.8551666667,28.2606666667,-21.7391666667,31.884,-50.0
197.40,4.27366666667,-15.3845,26.4958333333,-60.684,-70.5128333334,-139.7435,29.4873333333,-33.333,32.4786666666,-76.9231666665
197.78,-28.7356666667,-54.023,13.793,-91.3794999998,-124.712666667,-217.241333333,17.816,-61.4943333333,16.0918333333,-122.413666667
198.16,-30.6666666667,-65.3333333333,5.33333333335,-120.0,-168.666666667,-274.666666666,12.6666666667,-69.3333333333,18.0,-154.666666667
198.54,-21.717,-46.9695,13.1313333333,-70.707,-107.070833334,-167.677,28.2828333333,-24.7475,21.7171666667,-115.656666667
198.92,-44.4443333333,-40.404,5.05033333335,-65.6563333333,-112.1215,-185.353333334,26.7676666667,-23.2323333333,15.1513333333,-118.686833333
199.30,-48.276,-48.2760000002,29.3105,-44.8275,-120.114833334,-183.907833333,43.6783333333,-21.839,17.816,-98.8506666669
199.68,-34.8958333333,-21.3541666667,33.3333333333,-13.5416666667,-99.9999999999,-138.020833333,38.5416666667,2.08333333335,19.7916666667,-62.5
200.06,-12.6666666667,-7.6666666667,24.6666666666,6.6666666667,-64.0,-80.3333333333,28.0,10.6666666667,8.0,-39.6666666667
200.44,6.01866666667,-0.2316666667,26.852,9.49083333334,-33.3333333333,-33.7963333333,27.3148333333,15.0461666667,18.287,-15.2778333333
200.82,17.177,11.9048333333,34.864,15.306,-10.3741666667,-6.46266666667,24.8298333333,21.5986666666,25.17,1.70083333334
201.19,24.0413333334,18.7316666666,35.6933333333,21.9763333333,-1.9173333333,0.88516666665,29.056,22.8615,29.4985,6.34233333335
201.57,28.9061666667,21.8751666667,39.0625,28.7758333334,5.33883333333,10.2865,30.7291666666,26.6926666667,35.6771666666,10.8073333333
201.95,26.7808333334,20.3703333333,36.7521666666,30.1995,3.41883333335,5.413,27.2078333333,22.2225,41.0255,8.97433333332
202.33,19.7246666667,17.1255,29.5108333333,24.9236666666,0.7645,-0.7643333333,25.688,14.0671666666,38.5321666666,-2.14066666665
202.71,7.83333333334,8.99999999999,18.3333333333,13.6666666667,-9.49999999999,-12.8333333333,23.1666666667,2.66666666667,34.0,-21.3333333334
203.09,7.42583333335,2.4751666667,13.5313333334,3.96033333333,-9.406,-20.792,23.4321666667,0.825,30.5281666667,-26.8978333333
203.47,15.1815,13.8611666667,20.462,12.7063333333,2.31016666666,-17.4915,31.8483333333,5.94050000001,38.2838333334,-20.627
203.85,-6.621,-2.05483333335,-0.68483333335,0.456666666665,-24.429,-57.991,16.4385,-16.2098333333,21.4613333333,-53.6528333334
204.22,-6.1905,-1.90466666665,-3.8095,6.42866666667,-30.238,-62.619,24.5236666666,-14.0478333334,18.5715,-55.7143333333
204.60,-41.111,-33.3335,-37.5001666667,-23.611,-64.7221666666,-108.888833333,-6.6665,-45.8331666667,-20.5556666667,-99.7221666669
204.98,-101.162666667,-79.845,-85.2711666667,-65.1163333333,-112.403,-191.860666666,-26.3563333333,-90.3101666666,-73.6436666667,-175.193833334
205.36,-100.0,-88.768,-93.1160000001,-77.8984999999,-120.652,-207.971,-39.1305,-97.4638333334,-93.1156666669,-174.275166667
205.74,-62.4998333333,-65.3846666665,-62.8205,-46.1538333334,-97.1153333335,-180.448833333,-30.1281666666,-73.7178333334,-80.4486666667,-127.564166667
206.12,-32.1428333333,-50.2975,-43.4523333333,-30.0595,-86.9046666667,-158.333166667,-27.0833333333,-56.8453333333,-76.488,-101.785833333
206.50,-22.5643333333,-35.8975,-33.8461666667,-18.4615,-77.1795,-136.154,-23.846,-52.8205,-67.436,-84.6151666666
206.87,-67.3913333335,-82.2465,-74.2755,-70.2898333333,-147.463833334,-211.9565,-70.6523333334,-106.884,-126.449333333,-140.217166667
207.25,-72.9558333334,-76.7294999998,-65.7233333333,-77.3585,-130.817666667,-185.534666667,-58.176,-100.000166667,-111.949833334,-120.440166667
207.63,-138.288166667,-126.576833333,-127.477666667,-136.936833333,-203.6035,-293.2435,-113.5135,-169.82,-177.026833334,-182.4325
208.01,-164.815,-137.654333333,-157.4075,-171.605,-244.444333333,-368.518666667,-124.074,-208.642166667,-202.469,-214.1975
208.39,-74.5615,-57.4561666667,-83.3333333333,-85.0876666666,-139.473833333,-225.438666667,-73.2455,-114.473666667,-109.2105,-103.9475
208.77,-56.5891666665,-44.1860000001,-63.5658333333,-55.4265,-114.341166667,-182.9455,-63.9535,-81.3953333333,-80.6199999998,-83.7211666667
209.14,-75.5813333332,-54.2634999998,-79.4573333332,-65.8913333335,-113.178166667,-171.318,-67.0543333333,-82.1706666667,-83.3331666668,-96.124
209.52,-83.3333333331,-52.1738333332,-74.9998333333,-65.9420000002,-89.1303333331,-168.116,-61.5943333334,-80.0725,-68.8406666667,-105.434833333
209.90,-145.4545,-100.505,-133.8385,-107.5755,-144.4445,-251.010333334,-113.636166667,-128.787833334,-105.555666667,-182.323
210.28,-81.4396666665,-55.3031666665,-71.591,-34.8485,-80.303,-163.2575,-61.7423333334,-64.015,-42.803,-117.045333333
210.66,-27.2725,-10.3028333333,-24.5456666666,13.0303333333,-25.4545,-93.9391666666,-25.1515,-18.4846666666,7.87883333335,-64.8483333332
211.03,-60.569,-47.9675,-48.7805,-3.6585,-62.6016666667,-153.251833333,-56.504,-44.309,-15.4471666667,-115.447166667
211.41,-51.1361666667,-37.8788333334,-40.9091666666,12.8786666667,-59.8485,-129.9245,-43.5605,-35.6061666666,-0.37866666665,-97.7273333335
211.79,-100.555666667,-68.8888333334,-80.5555,-3.88900000002,-112.777666667,-216.111166667,-77.2221666666,-91.111,-26.111,-182.222333334
212.17,-106.111166666,-59.4445,-83.3333333333,-18.3333333333,-102.777666667,-220.555333334,-69.4443333333,-108.333333333,-32.7778333333,-182.222333333
212.55,-165.0,-105.833333333,-120.833333333,-36.6666666667,-143.333333333,-345.833333334,-126.666666667,-190.833333333,-57.5,-290.833333333
212.92,-153.333333333,-93.9999999999,-109.333333333,-51.3333333333,-134.666666667,-284.666666667,-119.333333334,-171.333333333,-76.0,-225.333333333
213.30,-118.229166667,-58.3333333333,-76.0416666667,-41.1458333333,-100.520833333,-232.8125,-85.4166666667,-130.208333333,-66.6666666667,-156.770833333
213.68,-97.3683333332,-22.807,-56.5786666667,-35.0878333333,-76.3156666667,-198.684166667,-54.8246666667,-104.824666667,-49.5613333333,-125.877333333
214.06,-82.9061666665,-11.111,-36.7523333334,-28.205,-73.0768333333,-191.025833334,-36.7521666667,-82.0511666667,-36.7521666666,-118.376
214.44,-20.8335,21.0936666667,4.94783333331,7.031,-19.271,-88.8025,5.46850000002,-26.042,-2.344,-52.344
214.81,-19.9073333333,15.0461666667,3.93516666667,-2.0831666667,-15.7408333334,-84.0276666666,1.38883333333,-28.0091666667,-11.5741666667,-49.7686666666
215.19,-22.6028333333,4.56633333335,-4.1095,-11.8721666667,-31.0501666667,-91.5526666666,-10.7306666667,-28.5388333333,-20.548,-56.8493333334
215.57,-15.1515,6.277,3.896,-9.95683333334,-31.8181666667,-85.2813333333,-10.1731666667,-23.3765,-19.4803333333,-49.7836666666
215.95,5.43483333335,21.7391666667,19.203,8.33316666665,-15.942,-56.522,7.24666666666,-1.6303333333,-4.34783333335,-26.9926666667
216.32,12.1005,23.2875,19.8626666667,11.872,-24.4291666666,-66.6665,4.7945,5.2511666667,-3.6528333333,-36.5295
216.70,20.3123333333,24.7396666667,26.823,17.7083333333,-25.7808333333,-67.1871666667,4.42733333335,8.33366666665,-1.5625,-41.6663333333
217.08,21.9298333333,8.77200000001,18.1286666667,17.2513333333,-36.2575,-76.9008333333,-5.55550000001,7.89466666666,-13.4503333334,-57.0175
217.46,9.2591666667,-9.87666666667,-5.247,5.864,-57.716,-101.234666667,-27.1605,-17.901,-41.6666666667,-73.4568333333
217.83,2.381,-6.74616666666,-8.73033333335,-1.98416666665,-76.5873333333,-131.349333333,-48.4126666666,-34.1268333333,-58.3333333333,-99.6033333332
218.21,11.5383333333,-9.82916666668,-8.547,14.53,-87.6068333333,-155.555333333,-49.5726666667,-30.3418333333,-50.0001666667,-111.538333333
218.59,21.212,10.606,2.0201666667,43.9393333333,-67.6765,-157.070833333,-34.3433333333,-23.7373333333,-25.7575,-102.525333333
218.97,33.3333333335,-3.0303333333,-21.2121666668,137.878666667,-224.2425,-459.090833333,-124.2425,-130.303,-104.545333333,-371.212
219.34,10.0,243.333333333,233.333333333,-116.666666667,640.0,1270.0,443.333333333,420.0,293.333333333,933.333333331
219.72,64.7058333335,-2.94116666667,-7.84316666665,86.2743333334,-95.0978333335,-313.725333333,-58.8235000001,-58.8236666665,-29.4116666667,-204.901833334
220.10,46.6666666667,-1.33333333334,-19.3333333334,49.3333333333,-71.3333333331,-211.333333333,-44.0,-37.3333333333,-16.0,-136.666666667
220.47,61.9791666667,13.0208333333,0.0,47.9166666667,-32.2916666667,-155.729166667,-18.2291666666,-26.0416666665,-4.16666666666,-77.0833333335
220.85,74.7618333333,45.238,30.0001666667,65.7141666667,16.1906666667,-102.857333333,15.7141666666,14.2858333334,22.857,-37.1426666667
221.23,69.1490000001,33.6881666666,35.1063333333,67.7303333334,42.5531666667,-49.9998333333,28.3688333334,30.4965,41.4893333333,-10.993
221.61,76.0163333332,30.8945,41.0568333333,61.7886666667,45.5285,-38.6178333333,27.2358333334,25.2035,39.0243333333,-15.447
221.98,56.4516666666,18.8171666666,34.9463333333,48.3873333333,37.0968333333,-18.0106666667,30.6453333333,16.1291666667,29.301,-6.72066666665
222.36,48.8506666667,24.9045,38.314,45.7855,36.7816666666,-2.4905,40.9961666667,28.1611666667,34.0995,13.2185
222.74,49.042,31.4176666666,48.4673333333,42.1456666667,36.3986666667,-1.14966666665,43.4866666666,27.9693333333,34.4828333333,19.732
223.11,50.0,34.1363333333,62.249,51.8071666667,40.9638333333,0.80316666667,53.2128333333,30.3211666667,43.3735,23.2933333333
223.49,47.9425,39.7118333334,72.6336666667,64.1973333334,45.8846666667,7.819,66.2551666666,30.4526666667,47.7365,32.0986666667
223.87,34.3255,37.1028333333,71.8255,68.2538333333,43.4525,16.0715,73.0158333334,28.9683333333,44.8415,31.1508333334
224.24,26.7855,31.1506666667,65.0793333333,63.8888333333,34.127,12.8971666666,74.4048333333,22.8175,44.4443333334,28.9683333334
224.62,23.1706666666,31.0975,61.5853333334,58.943,27.2358333333,4.26833333333,81.0973333334,17.683,42.8863333334,29.2683333334
225.00,28.0701666667,36.6666666667,59.4738333334,65.4386666667,34.0353333333,9.82433333331,84.2105,22.8073333334,48.421,36.3156666667
225.38,25.181,40.0361666667,64.1303333333,64.1305,32.9708333333,8.69566666666,87.8621666666,24.0941666667,47.1015,43.4781666666
225.75,27.957,41.0396666666,63.2616666667,63.4408333333,38.1721666667,10.036,83.5126666667,24.552,49.4623333334,43.5483333333
226.13,17.687,34.5238333333,46.9388333333,54.5918333333,28.0611666667,6.63266666667,73.8096666667,13.2651666666,42.5171666667,31.8028333334
226.51,5.4421666667,27.7211666666,29.9318333333,46.4285,10.2041666666,-6.46266666665,60.8845,0.680166666669,31.4626666667,21.4286666667
226.88,5.873,26.8255,27.7778333333,39.8413333334,7.77766666667,-5.079,59.3651666666,8.09516666666,32.5396666667,20.0
227.26,1.86883333335,20.405,22.8971666667,23.5201666666,-4.04983333334,-16.8225,49.3771666667,8.41133333331,28.0371666667,12.1495
227.64,0.7245,14.2028333334,20.4348333333,20.145,-4.638,-18.4056666667,40.8695,7.971,25.5073333333,5.65216666665
228.01,0.38766666665,11.757,15.504,22.2223333334,-9.68966666668,-17.8295,35.0126666667,8.52716666668,17.4418333333,4.13416666667
228.39,1.43883333332,12.1103333333,16.1868333334,18.2255,-10.4318333333,-14.5081666667,31.8943333333,10.7913333333,13.4291666667,5.15566666667
228.76,5.62500000001,10.8333333333,15.2083333333,19.4791666667,-5.41666666666,-12.7083333333,29.0625,11.7708333333,10.625,5.10416666666
229.14,7.34116666668,12.2023333334,14.5833333333,20.3371666666,-2.87716666667,-12.7978333333,31.1505,12.3015,8.8295,6.0515
229.52,11.5383333333,11.7356666667,15.1875,23.6688333334,0.98616666667,-9.46733333335,33.8266666667,16.075,8.87583333334,7.1005
229.89,16.1016666666,12.712,17.8908333333,23.6348333334,7.53283333332,-6.12033333331,37.0056666667,19.0206666667,10.7345,10.2636666666
230.27,20.0175,14.0213333334,20.0176666667,27.1603333333,12.8748333334,-4.23266666668,36.6843333333,19.0475,12.2575,10.9346666667
230.65,25.7573333334,18.4345,23.0638333334,31.9866666667,20.3705,2.441,39.8991666667,21.8013333333,18.0135,16.2458333333
231.02,30.7426666667,24.2658333333,25.216,33.7651666667,23.5751666666,5.69966666669,44.646,24.8705,19.8618333333,21.157
231.40,30.1318333334,24.0111666666,24.2936666667,30.3201666667,24.7646666667,2.82483333333,45.0095,21.1863333333,18.8323333334,17.7025
231.78,27.3255,24.2246666667,22.8681666666,31.0078333333,25.1938333333,1.64733333331,45.8333333333,19.4768333333,18.6046666667,16.8606666666
232.15,28.2051666667,25.0,19.9786666667,30.4488333334,26.1753333334,1.6025,48.3973333333,22.2221666667,23.3975,18.2691666667
232.53,23.2683333333,22.0778333334,17.2076666667,24.5668333333,21.8613333333,2.1645,44.9133333333,19.1558333333,23.0521666667,17.316
232.90,19.0908333334,21.9191666667,19.091,24.0401666667,18.485,4.44433333333,44.2425,20.5051666667,23.6365,19.495
233.28,12.6016666667,17.2763333333,15.8536666667,19.0041666667,13.11,5.28483333335,38.9226666667,17.3776666667,16.5651666667,15.4471666667
233.66,5.08983333334,12.9738333334,11.078,12.0758333333,6.98599999999,2.39533333333,33.5328333333,12.7743333334,9.58066666666,11.5768333333
234.03,-1.06583333333,8.72083333333,5.81400000002,8.72100000001,2.13166666666,-3.68216666667,28.9728333334,5.81383333333,3.3915,7.84866666669
234.41,-6.2015,2.42266666667,2.03483333333,6.78283333334,-3.39133333333,-5.62,23.7405,1.5505,-2.13183333333,5.23233333333
234.78,-2.8795,7.50433333335,6.80633333332,11.9546666666,-0.436333333335,0.43616666667,26.6145,7.5915,4.5375,11.2566666667
235.16,2.0935,9.42033333335,10.95,14.5733333333,4.99183333333,4.67,26.6506666667,9.42033333331,8.3735,13.5266666666
235.54,2.403,12.5581666667,13.6431666666,16.0465,4.72883333333,6.74416666665,27.4418333333,8.99216666666,7.59716666667,13.1008333333
235.91,3.5875,12.1076666667,12.855,17.8625,6.0535,9.04333333331,28.6248333333,8.59500000002,7.99700000002,12.93
236.29,5.26316666667,13.3043333333,11.0378333334,16.4475,8.5525,8.04099999999,27.8508333333,6.06733333333,7.96783333334,12.9385
236.66,11.2996666666,18.997,13.9831666667,20.198,12.288,11.5821666667,31.2146666666,9.18083333332,15.7485,18.5026666667
237.04,15.774,22.9165,17.113,23.5861666667,16.2201666667,15.1783333334,35.1191666667,9.82166666665,20.5356666667,21.7261666667
237.41,21.0331666667,28.457,22.198,26.3461666666,19.2868333333,20.597,40.5386666667,13.9738333333,24.8181666667,22.4161666666
237.79,22.8,31.0666666667,25.9333333333,28.1333333333,21.8,22.5333333334,43.2,15.3333333333,28.1333333334,21.9333333333
238.17,26.7413333333,31.7785,27.4876666667,29.1045,24.0051666666,25.3731666667,44.4653333333,17.4751666667,28.6691666666,23.3208333334
238.54,26.7836666666,32.4561666667,27.193,28.4795,22.6898333334,25.9063333333,45.6725,18.6551666667,27.4268333334,23.4503333333
238.92,27.4701666667,30.5646666666,28.2301666666,27.09,22.0955,25.8415,45.2226666666,18.3495,26.9813333334,22.1498333333
239.29,25.2046666666,27.6073333333,25.5623333334,23.5175,19.5806666666,22.4438333333,42.3311666666,16.82,22.546,19.4785
239.67,22.995,25.0725,23.8165,21.5458333334,17.6328333333,21.7876666667,42.3673333334,17.1015,20.2413333333,17.7778333333
240.04,21.5391666666,23.5426666666,22.632,20.1275,15.847,20.3093333334,43.1693333333,17.4408333333,16.7576666667,15.847
240.42,18.9156666667,20.3616666667,19.7185,17.8315,13.2126666667,18.6345,40.8433333333,16.4658333333,14.3775,14.3371666666
240.79,15.158,16.1866666667,15.3978333333,15.1233333333,10.4251666667,15.6378333333,36.5913333333,14.4376666666,11.66,13.1688333333
241.17,12.1711666667,13.0581666666,11.0091666667,12.0795,7.70633333334,12.1405,33.4556666667,12.2323333334,8.53199999999,10.8255
241.54,8.79483333333,9.63633333332,7.65466666667,9.22916666666,5.59183333333,10.179,30.5103333333,9.31066666666,6.21583333333,8.87633333334
241.92,6.3375,6.612,5.36433333333,6.88616666666,3.71766666667,8.1335,28.3933333334,6.86133333334,4.14166666666,7.31016666667
242.29,5.0755,4.984,2.972,5.60133333333,2.92633333334,7.70466666667,26.772,5.48716666666,4.0695,6.5615
242.67,6.17833333333,6.30566666666,3.9915,6.136,4.0765,9.002,26.7726666667,6.68783333333,5.54116666667,7.66433333333
243.05,6.96116666665,6.477,4.92333333333,6.4165,5.125,9.64483333334,26.5335,6.96116666667,6.35616666667,8.414
243.42,5.93433333334,5.22916666666,3.6035,5.11166666667,4.34783333334,8.95016666667,25.5776666667,5.425,5.81666666667,7.2465
243.80,6.84316666668,5.62733333334,3.84316666666,5.31366666667,5.13733333333,8.82350000001,26.1961666667,5.58833333334,6.68616666666,7.68633333333
244.17,7.07916666666,6.412,4.51033333333,5.56216666667,6.04783333333,9.24366666665,26.7396666666,5.96683333333,6.99816666666,8.15133333333
244.55,7.23049999998,6.25,4.759,5.33083333334,6.39283333334,9.74283333331,27.267,5.535,6.59733333333,8.33333333334
244.92,7.31216666667,6.6995,4.8,5.16733333333,5.96416666667,10.151,27.982,5.24916666666,7.10783333333,8.45583333334
245.30,6.81183333334,6.7545,4.70716666666,5.12816666666,5.66383333333,9.52900000001,27.6503333333,4.82183333334,6.85033333333,8.209
245.67,6.70166666666,6.73683333333,4.91216666667,5.22816666667,5.71933333334,8.29816666667,28.0353333333,4.66683333333,6.263,8.5265
246.05,5.56083333333,5.703,3.77566666666,4.61283333334,4.42333333333,6.87183333333,28.12,3.61766666666,5.27633333333,7.3145
246.42,4.26716666667,4.77966666667,2.49383333333,4.25333333334,2.97866666667,5.86016666667,27.2511666667,2.57683333333,3.9485,6.24816666666
246.79,4.33783333334,4.93633333333,2.98133333333,5.16866666667,3.55566666667,5.792,27.5171666666,2.89583333334,4.191,6.96466666666
247.17,3.81783333333,4.932,2.98516666667,5.07233333334,3.34183333333,5.5485,27.2875,3.104,3.85016666667,6.81366666667
247.54,3.53716666666,4.62633333333,2.558,4.61633333333,3.00766666667,5.076,27.2781666666,2.89766666666,3.50733333334,6.7345
247.92,3.792,4.82566666667,3.08116666667,4.66433333333,3.07183333333,5.29966666667,27.4933333333,3.22316666667,4.01983333333,6.78816666667
248.29,3.966,5.00816666666,3.468,4.81466666666,3.256,5.10083333334,27.5411666666,3.63383333333,3.84616666666,6.80683333333
248.67,4.39516666667,5.571,3.75116666667,5.11366666666,3.35016666667,5.62733333333,28.4436666666,4.24583333333,4.15266666666,7.0735
249.04,4.34483333333,6.12183333333,3.7005,5.37016666666,3.17316666666,5.88733333333,28.8321666667,4.4815,4.13,7.02
249.42,4.05416666667,6.23316666667,3.59316666666,5.636,3.017,5.657,28.9128333334,4.48383333334,4.33683333333,6.9245
249.79,4.91666666667,7.4265,4.41466666667,6.685,3.78733333333,6.0345,30.276,5.60116666667,5.50983333334,7.76866666667
250.17,5.24533333333,8.28933333333,4.83,6.77983333333,4.0755,6.21366666667,31.0566666666,6.05033333333,5.5975,7.786
250.54,5.56033333334,9.1695,4.91916666667,7.358,4.2085,6.71683333333,31.9396666667,6.229,5.67183333333,7.92933333334
250.92,5.75766666667,9.11783333333,4.8255,7.312,3.99633333333,6.73483333333,31.779,5.99483333333,5.65433333333,7.2675
251.29,5.70516666666,8.64266666667,4.23616666667,7.375,3.83416666667,5.767,31.478,5.53483333333,4.83933333333,7.0655
251.66,5.74683333333,8.4965,3.82083333333,7.23833333333,4.00733333333,5.6695,31.718,5.60716666666,4.90816666667,7.254
252.04,5.73666666667,8.28683333333,3.49816666666,6.84066666667,4.38416666667,5.1305,31.4831666666,5.53483333333,5.115,7.183
252.41,6.62983333334,8.65566666667,4.09766666666,7.39716666667,5.172,6.1235,32.2283333334,6.4305,5.67816666667,7.827
252.79,7.0795,8.83783333333,4.38833333333,7.69116666666,5.61166666667,7.06433333334,33.0731666667,6.69733333334,5.67283333334,8.27233333333
253.16,6.61766666667,8.4405,4.38133333333,7.261,5.622,7.61333333333,32.5671666666,6.46466666666,5.33083333334,8.27216666667
253.54,6.88466666667,8.86266666667,4.784,7.69733333333,5.81133333333,8.61733333331,32.6586666666,7.16066666667,6.22533333333,8.93933333334
253.91,7.3085,8.936,5.54,7.79333333334,6.38483333334,9.3115,32.7231666667,7.54316666666,7.19883333334,9.31116666666
254.28,7.04683333333,9.06483333333,5.28083333333,8.03916666667,6.54216666667,10.0068333334,33.821,7.82033333333,7.56816666667,9.8385
