wavelength,Back_NeoFasf,Belly_NeoFasf,Breast_NeoFasf,Crissum_NeoFasf,Crown_NeoFasf,DorTail_NeoFasf,Patch10_NeoFasf,Rump_NeoFasf,Throat_NeoFasf,WingTip_NeoFasf
563.64,13.2044444444,59.3625555556,35.8484444444,56.9543333333,13.4702222222,7.36322222222,5.60488888889,14.1891111111,57.5415555555,12.0735555556
563.99,13.215,59.3331111111,35.8576666667,56.9406666667,13.5038888889,7.40633333333,5.65722222222,14.2348888889,57.521,12.117
564.33,13.2438888889,59.3421111111,35.866,56.9305555556,13.5196666667,7.41755555556,5.68222222222,14.2717777778,57.5383333333,12.1553333333
564.67,13.2463333333,59.315,35.8287777778,56.9062222222,13.5127777778,7.41955555556,5.68411111111,14.2662222222,57.495,12.1612222222
565.01,13.2752222222,59.3106666666,35.8414444445,56.8994444445,13.5508888889,7.46255555556,5.70455555556,14.2868888889,57.4511111111,12.2051111111
565.35,13.2446666666,59.3191111111,35.8766666667,56.9205555556,13.5273333333,7.43788888889,5.68066666667,14.2517777778,57.4415555556,12.1965555555
565.69,13.2546666667,59.3488888889,35.9034444444,56.9684444444,13.5321111111,7.45433333333,5.70855555556,14.2648888889,57.4426666666,12.2005555556
566.03,13.2603333333,59.3371111111,35.9118888889,56.9692222222,13.5311111111,7.482,5.72022222222,14.2666666667,57.3901111111,12.2265555556
566.37,13.2354444445,59.3578888889,35.9166666667,56.9585555556,13.5161111111,7.46322222222,5.70111111111,14.2411111111,57.3505555556,12.1974444445
566.71,13.2241111111,59.4015555556,35.9642222222,57.0213333334,13.5118888889,7.45877777778,5.69555555555,14.2385555556,57.3861111111,12.2063333333
567.05,13.2185555555,59.3577777778,35.9623333333,56.9904444444,13.5191111111,7.45533333333,5.705,14.2167777778,57.3382222222,12.201
567.39,13.2211111111,59.3913333333,35.9867777778,57.0255555555,13.5094444445,7.44333333333,5.69255555556,14.2243333333,57.4002222222,12.2091111111
567.73,13.2434444445,59.3508888889,35.9641111111,57.009,13.4823333334,7.41922222222,5.68833333333,14.1982222222,57.3695555556,12.1973333333
568.07,13.2305555556,59.3696666667,35.9945555556,57.0825555555,13.496,7.41311111111,5.66911111111,14.1795555556,57.3805555555,12.2258888889
568.41,13.2658888889,59.4262222222,36.0397777778,57.1366666667,13.5043333333,7.44277777778,5.68344444444,14.2044444444,57.4285555556,12.2635555556
568.75,13.2758888889,59.4584444445,36.0474444444,57.2016666667,13.5332222222,7.43733333333,5.69855555556,14.2097777778,57.4675555555,12.2724444445
569.09,13.3066666667,59.5123333333,36.0515555556,57.1754444444,13.5508888889,7.46411111111,5.721,14.2162222222,57.4972222222,12.2872222222
569.43,13.2992222222,59.4246666667,36.0267777778,57.0981111111,13.5368888889,7.44066666667,5.69944444445,14.2003333333,57.4414444444,12.2768888889
569.77,13.2806666667,59.3698888889,35.9933333333,57.0592222222,13.5163333333,7.40711111111,5.67677777778,14.1871111111,57.3998888889,12.2545555556
570.11,13.3356666667,59.3972222222,36.0231111111,57.1462222222,13.561,7.46766666667,5.72977777778,14.2446666667,57.5032222222,12.3154444445
570.45,13.3323333334,59.3798888889,35.9776666667,57.1291111111,13.5394444445,7.47833333333,5.72277777778,14.2621111111,57.4596666667,12.3188888889
570.79,13.3515555556,59.425,35.9948888889,57.1786666667,13.5545555555,7.49688888889,5.73088888889,14.274,57.5166666667,12.343
571.13,13.3462222222,59.4102222222,35.9615555555,57.1616666667,13.5502222222,7.51733333333,5.73666666667,14.2691111111,57.4901111111,12.3528888889
571.47,13.3303333333,59.4358888889,35.9867777778,57.184,13.5633333333,7.51511111111,5.73,14.2691111111,57.503,12.3471111111
571.81,13.3505555556,59.4112222222,35.9501111111,57.1117777778,13.5588888889,7.54955555555,5.75344444444,14.279,57.4562222222,12.3458888889
572.15,13.3426666666,59.3898888889,35.9552222222,57.1056666666,13.5713333333,7.54188888889,5.75177777778,14.263,57.4387777778,12.3421111111
572.49,13.3263333333,59.4073333333,35.9926666667,57.1055555556,13.5652222222,7.54955555556,5.74011111111,14.2762222222,57.4231111111,12.345
572.83,13.3534444444,59.4641111111,36.0401111111,57.2046666667,13.6162222222,7.59,5.77633333333,14.342,57.4785555555,12.4027777778
573.17,13.407,59.5371111111,36.0723333333,57.2286666667,13.6846666667,7.65011111111,5.83222222222,14.3965555555,57.509,12.4775555556
573.51,13.4463333333,59.6454444445,36.1273333334,57.3135555555,13.6974444445,7.66744444444,5.85811111111,14.4032222222,57.5883333333,12.5012222222
573.85,13.4305555556,59.6794444444,36.1641111111,57.2976666667,13.7027777778,7.66388888889,5.85788888889,14.4125555556,57.559,12.5168888889
574.19,13.453,59.6834444445,36.1937777778,57.2853333333,13.7345555556,7.66966666667,5.87922222222,14.4193333333,57.5694444445,12.5392222222
574.53,13.4941111111,59.7274444444,36.2284444445,57.3131111111,13.7733333333,7.69944444445,5.899,14.4552222222,57.5716666667,12.5763333333
574.87,13.4992222222,59.7238888889,36.2636666667,57.3275555556,13.7878888889,7.70766666667,5.89977777778,14.4613333333,57.5663333333,12.575
575.21,13.51,59.8203333333,36.3008888889,57.4194444444,13.7791111111,7.70555555555,5.88588888889,14.4785555556,57.6432222222,12.6075555555
575.55,13.5568888889,59.9294444444,36.4048888889,57.5045555555,13.8457777778,7.74244444444,5.945,14.5464444444,57.7213333333,12.6756666667
575.89,13.5955555556,60.0286666667,36.4514444445,57.5796666667,13.8865555556,7.79533333333,6.00411111111,14.6152222222,57.8016666667,12.7206666666
576.22,13.6145555556,60.0294444444,36.445,57.5865555555,13.8893333333,7.80788888889,6.01311111111,14.6108888889,57.8416666667,12.7306666667
576.56,13.6072222222,59.9864444444,36.4161111111,57.5147777778,13.8406666667,7.79166666667,5.99788888889,14.5671111111,57.821,12.7195555556
576.90,13.5772222222,59.9983333333,36.4256666667,57.5378888889,13.8011111111,7.77,5.95766666666,14.5432222222,57.8527777778,12.6938888889
577.24,13.5638888889,60.0187777778,36.4195555555,57.5231111111,13.8375555555,7.78611111111,5.94133333333,14.5663333333,57.8842222222,12.7007777778
577.58,13.589,60.0455555556,36.4216666667,57.5473333333,13.8527777778,7.80666666667,5.94888888889,14.5673333333,57.9192222222,12.7014444444
577.92,13.5561111111,60.1017777778,36.4397777778,57.5658888889,13.8597777778,7.821,5.96177777778,14.5622222222,57.9905555556,12.7063333333
578.26,13.557,60.1382222222,36.4413333333,57.5614444445,13.8644444445,7.82544444445,5.99144444444,14.564,58.0198888889,12.7345555555
578.60,13.5315555556,60.2468888889,36.4732222222,57.654,13.8394444445,7.82466666667,5.98966666667,14.5578888889,58.103,12.7464444444
578.94,13.5874444444,60.2226666667,36.5111111111,57.5872222222,13.8931111111,7.91144444445,6.04611111111,14.6147777778,58.0746666667,12.7752222222
579.28,13.5431111111,60.1151111111,36.4225555556,57.5387777778,13.8202222222,7.88866666667,5.99533333334,14.562,58.048,12.7264444445
579.61,13.533,60.0241111111,36.3892222222,57.4808888889,13.7697777778,7.84633333333,5.96555555555,14.4994444444,58.0252222222,12.6927777778
579.95,13.5351111111,60.0694444445,36.403,57.5142222222,13.7592222222,7.85322222222,5.96211111111,14.5282222222,58.0556666667,12.6955555556
580.29,13.5164444445,60.0452222222,36.3794444445,57.5183333333,13.7648888889,7.85355555556,5.94533333333,14.5286666667,58.0295555556,12.6714444445
580.63,13.5335555556,60.0804444445,36.3931111111,57.558,13.7798888889,7.87177777778,5.98022222222,14.5478888889,58.0506666666,12.6803333333
580.97,13.5501111111,59.9918888889,36.387,57.5155555556,13.7918888889,7.93177777778,6.02622222222,14.5544444444,57.9938888889,12.7127777778
581.31,13.5512222222,60.0442222222,36.4002222222,57.5575555556,13.7833333333,7.93177777778,6.03333333333,14.573,58.0382222222,12.7294444444
581.65,13.5827777778,60.1123333333,36.4535555555,57.6443333333,13.7947777778,7.93977777778,6.03466666667,14.6091111111,58.0243333333,12.7634444445
581.98,13.5736666667,60.1371111111,36.4651111111,57.6663333333,13.7983333333,7.947,6.03255555555,14.6044444444,58.0795555556,12.7672222222
582.32,13.6317777778,60.1534444444,36.4894444444,57.6755555556,13.8857777778,8.00744444445,6.10322222222,14.6724444444,58.119,12.8491111111
582.66,13.5912222222,60.1957777778,36.4786666667,57.7277777778,13.8701111111,7.95244444445,6.072,14.6412222222,58.176,12.8408888889
583.00,13.5826666667,60.329,36.5026666667,57.8053333333,13.8772222222,7.93644444444,6.04211111111,14.6382222222,58.2302222222,12.8485555555
583.34,13.5638888889,60.4007777778,36.5371111111,57.8543333333,13.8886666667,7.93188888889,6.01377777778,14.6582222222,58.2401111111,12.8492222222
583.68,13.5703333334,60.364,36.5343333333,57.8452222222,13.9126666667,7.91688888889,6.01477777778,14.616,58.1922222222,12.8548888889
584.01,13.6385555556,60.4684444444,36.6371111111,57.9431111111,13.9676666667,7.96677777778,6.06277777778,14.6851111111,58.2664444445,12.9273333333
584.35,13.6904444444,60.552,36.7118888889,57.9795555556,13.9882222222,7.99,6.09544444445,14.727,58.3255555556,12.968
584.69,13.6815555556,60.6753333333,36.7694444444,58.0645555556,13.9512222222,7.96388888889,6.09544444444,14.712,58.4208888889,12.9724444445
585.03,13.6598888889,60.5233333333,36.7323333333,57.9443333333,13.9224444444,7.97477777778,6.09044444444,14.6882222222,58.3027777778,12.9587777778
585.37,13.7298888889,60.5464444444,36.7724444444,57.9573333333,13.9561111111,8.02466666667,6.14011111111,14.7077777778,58.3512222222,13.0066666667
585.70,13.693,60.4667777778,36.7562222222,57.9023333333,13.8955555556,8.01255555556,6.07866666667,14.6935555556,58.2756666667,12.995
586.04,13.6908888889,60.3631111111,36.7355555555,57.8714444444,13.8482222222,8.016,6.06022222222,14.6525555555,58.1606666667,12.9547777778
586.38,13.6691111111,60.3105555555,36.7141111111,57.7544444445,13.8297777778,8.02966666667,6.06366666667,14.6363333333,58.0787777778,12.9617777778
586.72,13.724,60.2904444444,36.7628888889,57.7507777778,13.8881111111,8.085,6.13544444444,14.6898888889,58.0481111111,13.0372222222
587.06,13.7136666667,60.2593333333,36.7351111111,57.6824444444,13.8722222222,8.10233333333,6.17055555555,14.652,57.9616666667,13.0571111111
587.39,13.7452222222,60.2993333333,36.7585555555,57.7086666666,13.8744444444,8.14988888889,6.21266666667,14.7003333333,58.0244444445,13.1096666667
587.73,13.7086666667,60.3186666667,36.7378888889,57.7353333333,13.8357777778,8.11277777778,6.19655555556,14.6692222222,58.0036666667,13.1052222222
588.07,13.6076666667,60.3158888889,36.681,57.7253333333,13.8334444444,8.057,6.11077777778,14.6033333333,57.9828888889,13.082
588.41,13.6073333333,60.2625555556,36.6301111111,57.6916666666,13.8418888889,8.05266666667,6.08944444444,14.6065555556,57.9477777778,13.073
588.74,13.6153333333,60.3228888889,36.6381111111,57.7385555556,13.8576666667,8.04466666667,6.09288888889,14.6173333333,57.9446666666,13.0812222222
589.08,13.5824444445,60.3173333333,36.614,57.7155555556,13.8301111111,8.01466666667,6.06666666667,14.5917777778,57.9276666667,13.0355555556
589.42,13.5875555556,60.4047777778,36.6322222222,57.8471111111,13.8417777778,7.99588888889,6.06866666667,14.5802222222,57.9765555555,13.0295555556
589.76,13.6014444444,60.46,36.6607777778,57.8646666667,13.8498888889,7.98,6.07244444445,14.6018888889,58.0396666667,13.0434444445
590.09,13.6883333333,60.5373333333,36.7578888889,57.9998888889,13.9287777778,8.033,6.11677777778,14.6531111111,58.1333333333,13.0957777778
590.43,13.6384444444,60.5346666667,36.7414444444,58.0145555555,13.8713333333,7.97833333333,6.04988888889,14.6115555555,58.1165555555,13.0246666667
590.77,13.6546666666,60.5454444444,36.744,58.0651111111,13.9022222222,7.941,6.03422222222,14.6191111111,58.1436666666,13.024
591.11,13.6197777778,60.5373333333,36.7084444445,58.0462222222,13.8832222222,7.90766666667,5.98877777778,14.605,58.0898888889,13.0084444445
591.44,13.5906666667,60.418,36.6638888889,57.9527777778,13.8898888889,7.91566666667,5.993,14.5972222222,58.007,12.9932222222
591.78,13.6733333333,60.3972222222,36.7152222222,57.9504444444,13.8865555556,7.95411111111,6.07088888889,14.6346666666,58.0066666667,13.0237777778
592.12,13.6617777778,60.4108888889,36.732,57.9584444445,13.8811111111,7.92655555556,6.06377777778,14.6317777778,57.9676666666,13.0402222222
592.46,13.6432222222,60.4042222222,36.7306666667,57.9925555556,13.8862222222,7.88755555556,6.04455555556,14.6201111111,57.9418888889,13.0393333333
592.79,13.612,60.4466666667,36.7691111111,58.0454444444,13.8618888889,7.85288888889,6.00844444445,14.6146666667,58.0218888889,13.0624444444
593.13,13.6413333333,60.4184444444,36.814,57.996,13.9053333333,7.88433333333,6.05844444445,14.6523333333,58.0212222222,13.0974444445
593.47,13.6344444444,60.4841111111,36.8453333333,58.0477777778,13.9433333333,7.90311111111,6.06355555555,14.6777777778,58.0882222222,13.1415555555
593.80,13.6193333333,60.5757777778,36.8457777778,58.121,13.9214444444,7.89077777778,6.07755555556,14.7075555555,58.0826666667,13.1835555556
594.14,13.667,60.5711111111,36.8434444444,58.0894444445,13.9568888889,7.921,6.12711111111,14.731,58.0602222222,13.196
594.48,13.6803333334,60.6246666667,36.8522222222,58.1227777778,13.9644444445,7.98611111111,6.13877777778,14.7801111111,58.0695555556,13.2437777778
594.81,13.7364444444,60.6821111111,36.9151111111,58.1534444445,14.0084444445,8.02155555555,6.199,14.8165555556,58.0984444444,13.3014444445
595.15,13.7552222222,60.8288888889,37.0104444444,58.2783333334,14.02,7.99977777778,6.17377777778,14.8132222222,58.2162222222,13.3241111111
595.49,13.7168888889,60.8007777778,36.9667777778,58.2644444444,13.9738888889,7.977,6.12755555556,14.7896666667,58.1573333334,13.2864444445
595.82,13.7472222222,60.7778888889,36.9923333333,58.2737777778,14.0045555555,7.99488888889,6.14633333333,14.8156666667,58.1238888889,13.3004444445
596.16,13.7951111111,60.8647777778,37.0911111111,58.3548888889,14.043,8.05511111111,6.18477777778,14.8794444444,58.2618888889,13.3622222222
596.50,13.8382222222,60.7757777778,37.0634444445,58.3208888889,14.0398888889,8.10322222222,6.22422222222,14.8951111111,58.1587777778,13.3822222222
596.83,13.8635555556,60.7824444444,37.084,58.3531111111,14.038,8.13722222222,6.23433333333,14.9101111111,58.1613333333,13.4103333333
597.17,13.876,60.7627777778,37.0931111111,58.3514444444,14.0117777778,8.14733333333,6.25022222222,14.892,58.1333333333,13.4077777778
597.51,13.9005555555,60.6887777778,37.0767777778,58.3085555555,14.0302222222,8.17588888889,6.27144444445,14.8566666667,58.1265555556,13.4167777778
597.84,13.8421111111,60.6283333333,37.0507777778,58.2824444445,13.9722222222,8.15133333333,6.21711111111,14.8062222222,58.118,13.3996666667
598.18,13.8576666667,60.6061111111,37.1198888889,58.3224444444,13.97,8.14188888889,6.19788888889,14.8043333333,58.1658888889,13.3991111111
598.52,13.8291111111,60.5608888889,37.1027777778,58.3274444444,13.9443333333,8.13644444445,6.15933333333,14.7756666667,58.1338888889,13.3641111111
598.85,13.8083333333,60.4957777778,37.038,58.2668888889,13.9018888889,8.13622222222,6.153,14.7514444444,58.101,13.3354444444
599.19,13.8267777778,60.5055555556,37.103,58.3172222222,13.9641111111,8.16611111111,6.17833333333,14.7783333333,58.1342222222,13.3735555556
599.53,13.8616666667,60.605,37.1822222222,58.3688888889,14.0037777778,8.22533333334,6.23188888889,14.7994444444,58.2497777778,13.4164444444
599.86,13.8598888889,60.5524444444,37.148,58.2983333333,13.9498888889,8.21555555556,6.21366666667,14.7681111111,58.1954444445,13.4057777778
600.20,13.8063333333,60.6201111111,37.1627777778,58.3158888889,13.9762222222,8.20222222222,6.19522222222,14.7501111111,58.2338888889,13.4222222222
600.53,13.8093333333,60.6647777778,37.1477777778,58.3125555556,13.9864444444,8.16355555556,6.17233333333,14.74,58.2461111111,13.4302222222
600.87,13.8094444445,60.6912222222,37.1147777778,58.3426666667,13.9703333334,8.15322222222,6.15022222222,14.7447777778,58.2584444444,13.442
601.21,13.748,60.6876666667,37.1375555556,58.3305555556,13.9136666667,8.12233333333,6.08977777778,14.74,58.1932222222,13.408
601.54,13.7843333333,60.8201111111,37.2231111111,58.4184444445,13.9523333333,8.14433333333,6.13233333333,14.7786666667,58.234,13.4802222222
601.88,13.7848888889,60.9055555556,37.2282222222,58.4293333333,13.9577777778,8.132,6.15155555556,14.7858888889,58.2466666667,13.4883333333
602.21,13.7625555555,60.9305555555,37.2646666667,58.4403333333,13.9572222222,8.10511111111,6.15644444444,14.784,58.2756666667,13.5055555556
602.55,13.8275555556,61.0056666667,37.3393333334,58.5144444444,14.0278888889,8.15188888889,6.20833333333,14.8342222222,58.3268888889,13.5844444444
602.88,13.8468888889,61.1032222222,37.3648888889,58.5853333333,14.036,8.16011111111,6.233,14.8348888889,58.401,13.6008888889
603.22,13.8288888889,61.1264444444,37.3568888889,58.6445555556,14.0152222222,8.12688888889,6.19322222222,14.8407777778,58.4366666667,13.6133333334
603.56,13.8617777778,61.1653333334,37.3663333333,58.7182222222,14.0348888889,8.13488888889,6.21777777778,14.8644444444,58.4684444444,13.6206666667
603.89,13.898,61.159,37.3674444445,58.7264444445,14.03,8.14066666666,6.22188888889,14.8913333333,58.4583333334,13.6121111111
604.23,13.9374444444,61.1814444444,37.4031111111,58.7472222222,14.0602222222,8.20511111111,6.26877777778,14.9233333333,58.4266666667,13.6342222222
604.56,13.9632222222,61.1734444444,37.4474444444,58.6974444444,14.1058888889,8.25333333333,6.31511111111,14.9347777778,58.3692222222,13.6401111111
604.90,13.9967777778,61.141,37.395,58.6582222222,14.1222222222,8.26033333333,6.34688888889,14.9396666667,58.3574444444,13.647
605.23,14.0148888889,61.1278888889,37.4157777778,58.6686666666,14.1512222222,8.287,6.36922222222,14.9498888889,58.3546666667,13.6665555555
605.57,14.0012222222,61.0992222222,37.4038888889,58.6362222222,14.1424444444,8.31988888889,6.38677777778,14.9381111111,58.312,13.7035555556
605.90,14.022,61.1451111111,37.4226666666,58.6474444445,14.1526666667,8.35644444444,6.38488888889,14.929,58.3167777778,13.7223333333
606.24,14.0282222222,61.1528888889,37.4167777778,58.6322222222,14.1444444444,8.38944444444,6.39622222222,14.9292222222,58.2675555556,13.7268888889
606.58,14.0242222222,61.1471111111,37.4198888889,58.5911111111,14.1422222222,8.41911111111,6.39377777778,14.9403333333,58.2213333333,13.7484444444
606.91,14.0362222222,61.1128888889,37.39,58.5538888889,14.1275555556,8.41177777778,6.38155555556,14.9122222222,58.1711111111,13.7081111111
607.25,14.0147777778,61.1163333333,37.3882222222,58.5043333333,14.1524444444,8.43288888889,6.38888888889,14.889,58.1147777778,13.7186666667
607.58,14.0437777778,61.1375555556,37.4242222222,58.5194444444,14.1954444444,8.44522222222,6.411,14.9,58.1496666667,13.7504444444
607.92,14.0155555556,61.088,37.3911111111,58.487,14.1674444444,8.42322222222,6.40811111111,14.8856666667,58.1462222222,13.7437777778
608.25,13.9977777778,61.1035555555,37.3818888889,58.495,14.147,8.40033333333,6.373,14.8751111111,58.2021111111,13.7427777778
608.59,13.9983333333,61.1335555555,37.4314444445,58.537,14.1422222222,8.42588888889,6.372,14.8768888889,58.2887777778,13.7645555556
608.92,14.0085555556,61.0966666667,37.4251111111,58.488,14.1475555556,8.42622222222,6.373,14.878,58.3154444444,13.7401111111
609.26,14.0455555555,61.143,37.4508888889,58.5181111111,14.1781111111,8.46011111111,6.381,14.8977777778,58.4175555556,13.7445555556
609.59,14.0391111111,61.0867777778,37.4097777778,58.489,14.1606666667,8.48277777778,6.41533333333,14.913,58.4558888889,13.7542222222
609.93,14.0253333333,61.0495555555,37.414,58.498,14.1418888889,8.49866666667,6.42433333333,14.9118888889,58.5284444444,13.769
610.26,13.9884444444,60.9511111111,37.3614444444,58.4312222222,14.0956666667,8.47233333333,6.406,14.8681111111,58.5121111111,13.7347777778
610.60,13.9522222222,60.904,37.3663333333,58.3634444445,14.0547777778,8.47533333333,6.41155555556,14.8611111111,58.4558888889,13.7345555556
610.93,13.9626666667,60.9277777778,37.3794444444,58.3997777778,14.053,8.48255555555,6.41344444444,14.8706666667,58.5363333333,13.7676666666
611.27,13.9277777778,60.9068888889,37.3416666667,58.3436666667,14.021,8.50466666666,6.40511111111,14.8408888889,58.5231111111,13.786
611.60,13.9286666667,60.9561111111,37.3893333333,58.3822222222,14.0468888889,8.544,6.40877777778,14.8612222222,58.6156666667,13.8054444444
611.93,13.9217777778,60.9264444445,37.3723333333,58.3822222222,14.0333333333,8.52855555555,6.40111111111,14.842,58.6144444444,13.7998888889
612.27,13.8888888889,60.9297777778,37.3444444445,58.3598888889,14.0262222222,8.49066666667,6.387,14.8393333333,58.5735555556,13.7907777778
612.60,13.8586666667,60.9076666667,37.2727777778,58.3667777778,13.9757777778,8.48822222222,6.36433333333,14.8312222222,58.5246666667,13.8065555555
612.94,13.8648888889,60.9032222222,37.2853333333,58.3866666667,13.9648888889,8.46722222222,6.35966666666,14.8355555556,58.4627777778,13.8084444444
613.27,13.9034444444,61.0377777778,37.3776666667,58.4794444444,13.993,8.47044444445,6.33877777778,14.8688888889,58.5196666666,13.8294444445
613.61,13.9025555556,61.0215555555,37.3632222222,58.4166666667,14.003,8.43255555556,6.309,14.8436666667,58.4245555556,13.805
613.94,13.9457777778,61.1267777778,37.4281111111,58.5763333333,14.0617777778,8.45755555556,6.34011111111,14.8676666667,58.4916666667,13.8633333334
614.28,14.0414444444,61.2735555556,37.498,58.72,14.1778888889,8.55588888889,6.41966666667,14.9403333333,58.6035555555,13.9807777778
614.61,14.0518888889,61.2731111111,37.5152222222,58.6962222222,14.1963333333,8.58622222222,6.44455555555,14.9677777778,58.5402222222,13.995
614.94,14.078,61.3256666667,37.5662222222,58.7551111111,14.2024444445,8.58222222222,6.45411111111,14.9746666667,58.5135555556,14.0026666667
615.28,14.107,61.3937777778,37.6262222222,58.8038888889,14.208,8.55466666666,6.44044444445,14.9506666667,58.5526666667,14.0302222222
615.61,14.0636666667,61.4071111111,37.6364444445,58.8392222222,14.178,8.51611111111,6.42944444444,14.9565555556,58.491,14.0187777778
615.95,14.0924444444,61.4425555556,37.692,58.8672222222,14.2083333333,8.51188888889,6.43922222222,14.9473333334,58.479,14.023
616.28,14.1445555556,61.552,37.8278888889,58.9605555556,14.2482222222,8.50677777778,6.44522222222,14.9667777778,58.5782222222,14.0284444444
616.61,14.1625555556,61.5668888889,37.8681111111,58.9666666667,14.2616666667,8.49822222222,6.46722222222,14.9703333333,58.6296666667,14.0678888889
616.95,14.1691111111,61.4733333333,37.8356666667,58.8652222222,14.2522222222,8.47988888889,6.48933333334,14.9593333334,58.5442222222,14.0996666667
617.28,14.2142222222,61.4305555556,37.8683333333,58.8836666667,14.2826666667,8.52022222222,6.54711111111,15.0381111111,58.5368888889,14.1572222222
617.62,14.2541111111,61.4045555556,37.8566666667,58.7901111111,14.2855555556,8.557,6.57322222222,15.1114444444,58.4747777778,14.1944444444
617.95,14.249,61.3627777778,37.8434444445,58.7048888889,14.2452222222,8.54022222222,6.57488888889,15.1101111111,58.4482222222,14.1901111111
618.28,14.2151111111,61.2626666667,37.8125555556,58.672,14.2193333333,8.50233333333,6.53288888889,15.0613333333,58.3475555556,14.1117777778
618.62,14.2322222222,61.2046666667,37.7763333333,58.6277777778,14.2246666667,8.53422222222,6.56177777778,15.1076666667,58.3367777778,14.156
618.95,14.2352222222,61.1757777778,37.7725555555,58.6434444445,14.2475555556,8.57444444444,6.60277777778,15.154,58.3118888889,14.1728888889
619.28,14.3457777778,61.3102222222,37.8727777778,58.6972222222,14.3135555556,8.688,6.70544444444,15.2138888889,58.4545555556,14.3025555556
619.62,14.322,61.239,37.7914444444,58.6134444445,14.2853333333,8.71955555555,6.69677777778,15.2313333333,58.3764444444,14.3133333333
619.95,14.3337777778,61.2845555556,37.79,58.6067777778,14.3185555556,8.76833333333,6.74255555555,15.2391111111,58.3656666667,14.3725555556
620.28,14.3198888889,61.2734444445,37.7853333333,58.6426666666,14.32,8.75677777778,6.737,15.2336666667,58.3788888889,14.36
620.62,14.2984444444,61.2552222222,37.7714444444,58.6611111111,14.319,8.73444444445,6.73222222222,15.2276666667,58.3395555555,14.3226666667
620.95,14.2255555556,61.3337777778,37.7563333333,58.6997777778,14.2374444445,8.66066666667,6.644,15.1515555555,58.344,14.2402222222
621.28,14.2464444444,61.3268888889,37.7652222222,58.6953333333,14.2152222222,8.619,6.63366666667,15.1188888889,58.3746666666,14.2464444444
621.62,14.2433333333,61.2978888889,37.7165555556,58.7085555556,14.2152222222,8.59033333333,6.61477777778,15.0721111111,58.3217777778,14.224
621.95,14.2884444444,61.3534444445,37.7737777778,58.7635555556,14.2178888889,8.62233333333,6.63544444444,15.0924444444,58.4272222222,14.2734444445
622.28,14.3041111111,61.4646666667,37.8315555556,58.8422222222,14.2298888889,8.61211111111,6.606,15.0872222222,58.5251111111,14.2462222222
622.62,14.3914444444,61.4994444444,37.8941111111,58.8055555556,14.2566666667,8.66488888889,6.65166666667,15.1236666667,58.5335555556,14.3296666667
622.95,14.4292222222,61.4503333333,37.9205555556,58.8104444445,14.3017777778,8.68433333333,6.64366666667,15.1721111111,58.4558888889,14.3212222222
623.28,14.4774444444,61.5511111111,38.0382222222,58.923,14.3712222222,8.71933333333,6.67944444444,15.2014444444,58.5805555556,14.3693333333
623.62,14.4786666667,61.4651111111,38.0091111111,58.8437777778,14.3723333333,8.71311111111,6.67422222222,15.2395555556,58.5137777778,14.3636666667
623.95,14.5065555556,61.506,38.01,58.8627777778,14.4036666667,8.76566666667,6.71066666667,15.2764444444,58.4866666667,14.4155555556
624.28,14.592,61.6893333333,38.1421111111,58.99,14.4746666667,8.86955555556,6.77444444444,15.3338888889,58.6318888889,14.4866666666
624.62,14.6388888889,61.6801111111,38.123,58.9604444444,14.5261111111,8.90822222222,6.80222222222,15.3397777778,58.6174444444,14.5365555556
624.95,14.669,61.7156666667,38.1756666666,59.0531111111,14.5764444445,8.95588888889,6.83222222222,15.4086666667,58.6443333333,14.5897777778
625.28,14.6453333333,61.6734444445,38.1906666667,59.0638888889,14.598,8.95666666667,6.81288888889,15.4505555555,58.6391111111,14.5934444444
625.61,14.6245555556,61.6964444445,38.1578888889,59.0721111111,14.5953333333,8.93488888889,6.79455555556,15.4186666667,58.6113333333,14.6015555556
625.95,14.6003333333,61.6551111111,38.1678888889,59.0491111111,14.5615555556,8.91411111111,6.79144444444,15.4243333333,58.613,14.5861111111
626.28,14.5121111111,61.5856666667,38.0756666666,58.9952222222,14.493,8.827,6.711,15.3465555556,58.54,14.4732222222
626.61,14.4248888889,61.5206666667,37.9744444445,58.9505555556,14.4026666667,8.73211111111,6.61466666667,15.2575555556,58.4565555555,14.4295555556
626.94,14.4108888889,61.4932222222,37.9815555556,58.919,14.3556666667,8.71577777778,6.61577777778,15.2546666667,58.4334444445,14.4177777778
627.28,14.4235555555,61.6257777778,38.0547777778,59.0593333333,14.378,8.73055555555,6.61633333333,15.2426666667,58.5826666667,14.3981111111
627.61,14.4202222222,61.5865555555,38.0524444444,59.0183333333,14.3726666667,8.72711111111,6.62633333333,15.2517777778,58.5496666666,14.3903333333
627.94,14.3601111111,61.456,37.9797777778,58.8964444444,14.3046666667,8.67477777778,6.55811111111,15.2134444444,58.4245555556,14.3562222222
628.27,14.3788888889,61.5254444445,38.0395555556,58.9478888889,14.3124444444,8.66811111111,6.56944444444,15.2541111111,58.5074444444,14.379
628.61,14.304,61.5174444444,38.0123333333,58.8977777778,14.239,8.62177777778,6.51155555555,15.1694444444,58.479,14.2912222222
628.94,14.2744444444,61.512,38.0144444445,58.8464444444,14.1906666667,8.58422222222,6.49622222222,15.1082222222,58.4501111111,14.265
629.27,14.2475555555,61.5448888889,38.0534444444,58.8976666667,14.1874444445,8.58988888889,6.50211111111,15.1605555556,58.5316666667,14.276
