wavelength,Back_PooAltf,Belly_PooAltf,Breast_PooAltf,Crissum_PooAltf,Crown_PooAltf,DorTail_PooAltf,Patch10_PooAltf,Patch11_PooAltf,Patch12_PooAltf,Patch13_PooAltf,Rump_PooAltf,Throat_PooAltf,WingTip_PooAltf
567.39,9.119,45.48,39.5626666667,21.4173333333,8.44,11.3183333333,41.4556666667,6.214,13.9226666667,21.7273333333,13.638,31.5033333333,10.992
567.73,9.11333333333,45.5126666667,39.6003333333,21.4236666667,8.44466666667,11.3073333333,41.4686666667,6.221,13.94,21.7546666667,13.655,31.4826666667,10.971
568.07,9.107,45.5276666667,39.6036666667,21.4196666667,8.41966666667,11.261,41.4986666667,6.218,13.9803333333,21.752,13.6263333333,31.5063333333,10.9233333333
568.41,9.066,45.5283333333,39.609,21.463,8.43233333333,11.247,41.4736666667,6.20933333333,14.0183333333,21.7656666667,13.618,31.473,10.891
568.75,9.09466666667,45.5736666667,39.6613333333,21.5063333333,8.46433333333,11.2513333333,41.5183333333,6.21866666667,14.082,21.774,13.624,31.51,10.918
569.09,9.076,45.5926666667,39.6806666667,21.5266666667,8.47833333333,11.2436666667,41.5446666667,6.21866666667,14.1216666667,21.8286666667,13.654,31.5466666667,10.942
569.43,9.108,45.6526666667,39.786,21.5783333333,8.507,11.247,41.6366666667,6.244,14.1563333333,21.8706666667,13.7223333333,31.6196666667,10.944
569.77,9.11366666667,45.726,39.8006666667,21.634,8.513,11.2333333333,41.6573333333,6.271,14.2016666667,21.8666666667,13.758,31.5966666667,11.0066666667
570.11,9.13866666667,45.6853333333,39.7726666667,21.6586666667,8.54066666667,11.2666666667,41.6876666667,6.30533333333,14.2403333333,21.901,13.7876666667,31.596,11.0443333333
570.45,9.18233333333,45.738,39.8133333333,21.704,8.58366666667,11.31,41.728,6.30866666667,14.2903333333,21.9646666667,13.838,31.6553333333,11.1096666667
570.79,9.214,45.7476666667,39.8246666667,21.7483333333,8.617,11.3216666667,41.7033333333,6.34033333333,14.3246666667,21.9983333333,13.8746666667,31.676,11.155
571.13,9.215,45.7403333333,39.8063333333,21.7863333333,8.628,11.3213333333,41.7036666667,6.36133333333,14.3716666667,22.025,13.8993333333,31.6676666667,11.1886666667
571.47,9.20166666667,45.7496666667,39.786,21.816,8.62533333333,11.3376666667,41.7293333333,6.336,14.3893333333,22.0153333333,13.9186666667,31.6986666667,11.163
571.81,9.22033333333,45.7826666667,39.82,21.832,8.658,11.3543333333,41.8013333333,6.34033333333,14.4406666667,22.0696666667,13.9603333333,31.6943333333,11.1833333333
572.15,9.25566666667,45.7446666667,39.835,21.8403333333,8.64133333333,11.3463333333,41.847,6.34166666667,14.455,22.0953333333,14.0166666667,31.7346666667,11.1916666667
572.49,9.257,45.766,39.8506666667,21.8403333333,8.61966666667,11.4033333333,41.8356666667,6.34733333333,14.4963333333,22.122,14.0126666667,31.7213333333,11.1736666667
572.83,9.26966666667,45.8326666667,39.875,21.878,8.63933333333,11.3973333333,41.892,6.361,14.5626666667,22.13,14.051,31.7326666667,11.189
573.17,9.24433333333,45.7696666667,39.791,21.8626666667,8.60266666667,11.3796666667,41.846,6.35333333333,14.576,22.104,13.982,31.684,11.168
573.51,9.22166666667,45.7203333333,39.8193333333,21.8483333333,8.59833333333,11.3676666667,41.8693333333,6.31466666667,14.6056666667,22.107,13.9573333333,31.709,11.149
573.85,9.22433333333,45.81,39.8693333333,21.847,8.58266666667,11.3553333333,41.8646666667,6.263,14.636,22.1183333333,13.9476666667,31.7053333333,11.127
574.19,9.23133333333,45.8383333333,39.9,21.9036666667,8.581,11.4046666667,41.941,6.31433333333,14.696,22.1483333333,13.9796666667,31.7603333333,11.1366666667
574.53,9.20233333333,45.8746666667,39.918,21.9543333333,8.571,11.396,42.002,6.309,14.7556666667,22.147,13.9396666667,31.8,11.1023333333
574.87,9.19833333333,45.9183333333,39.9433333333,21.9996666667,8.55766666667,11.3856666667,42.0443333333,6.272,14.7653333333,22.183,13.95,31.8416666667,11.0643333333
575.21,9.21966666667,45.9536666667,39.9876666667,22.0643333333,8.58166666667,11.3926666667,42.0796666667,6.31433333333,14.8326666667,22.2093333333,13.9486666667,31.8753333333,11.099
575.55,9.209,45.9226666667,39.9416666667,22.0623333333,8.53266666667,11.411,42.038,6.297,14.8156666667,22.1836666667,13.8913333333,31.9006666667,11.0933333333
575.89,9.17233333333,46.0036666667,39.9873333333,22.0966666667,8.51733333333,11.4196666667,42.0733333333,6.29366666667,14.8626666667,22.1983333333,13.8743333333,31.9323333333,11.115
576.22,9.18266666667,45.9873333333,40.031,22.1403333333,8.559,11.3703333333,42.0723333333,6.28966666667,14.892,22.1903333333,13.865,31.9726666667,11.1146666667
576.56,9.19066666667,46.003,40.0836666667,22.1366666667,8.54266666667,11.384,42.077,6.28966666667,14.9006666667,22.2116666667,13.821,32.0333333333,11.1013333333
576.90,9.22433333333,46.0853333333,40.156,22.21,8.593,11.447,42.1853333333,6.32766666667,14.9846666667,22.2643333333,13.871,32.1186666667,11.1566666667
577.24,9.24366666667,46.1636666667,40.186,22.2766666667,8.61866666667,11.474,42.238,6.38033333333,15.03,22.2896666667,13.908,32.18,11.166
577.58,9.28066666667,46.1593333333,40.2463333333,22.3473333333,8.662,11.5483333333,42.323,6.44433333333,15.1116666667,22.337,13.96,32.2586666667,11.1973333333
577.92,9.26333333333,46.132,40.238,22.3343333333,8.64766666667,11.53,42.2656666667,6.429,15.1386666667,22.3333333333,13.9556666667,32.2593333333,11.1923333333
578.26,9.26566666667,46.108,40.2533333333,22.3503333333,8.61666666667,11.5483333333,42.28,6.43033333333,15.1203333333,22.3503333333,13.9926666667,32.2373333333,11.1923333333
578.60,9.27866666667,46.0906666667,40.2536666667,22.3396666667,8.60766666667,11.5813333333,42.272,6.447,15.1743333333,22.3353333333,13.979,32.2146666667,11.2213333333
578.94,9.28766666667,46.0383333333,40.242,22.314,8.61033333333,11.587,42.243,6.412,15.206,22.3743333333,13.9993333333,32.1796666667,11.225
579.28,9.30366666667,46.092,40.296,22.3373333333,8.63533333333,11.58,42.2973333333,6.44233333333,15.274,22.3983333333,14.053,32.1723333333,11.2723333333
579.61,9.347,46.124,40.3283333333,22.4036666667,8.67433333333,11.5986666667,42.307,6.49366666667,15.3946666667,22.435,14.0486666667,32.22,11.2933333333
579.95,9.37633333333,46.2243333333,40.3356666667,22.4856666667,8.682,11.68,42.4276666667,6.51666666667,15.4783333333,22.5486666667,14.117,32.332,11.3483333333
580.29,9.40466666667,46.239,40.326,22.529,8.70066666667,11.7233333333,42.4826666667,6.524,15.492,22.5683333333,14.0936666667,32.2626666667,11.347
580.63,9.44366666667,46.342,40.4383333333,22.5956666667,8.747,11.743,42.5403333333,6.56966666667,15.5483333333,22.647,14.1553333333,32.309,11.363
580.97,9.43533333333,46.3386666667,40.449,22.597,8.72833333333,11.7443333333,42.523,6.52366666667,15.5416666667,22.6373333333,14.1343333333,32.2913333333,11.3166666667
581.31,9.40633333333,46.349,40.495,22.6293333333,8.731,11.7056666667,42.4973333333,6.5,15.5746666667,22.633,14.1393333333,32.2363333333,11.308
581.65,9.41866666667,46.3503333333,40.513,22.6463333333,8.72866666667,11.6803333333,42.5466666667,6.49366666667,15.6156666667,22.6376666667,14.1253333333,32.2363333333,11.286
581.98,9.446,46.3913333333,40.534,22.6656666667,8.81133333333,11.693,42.5906666667,6.49,15.6616666667,22.686,14.1223333333,32.3443333333,11.2833333333
582.32,9.47266666667,46.4163333333,40.6063333333,22.6886666667,8.82666666667,11.6863333333,42.645,6.51466666667,15.715,22.7386666667,14.1616666667,32.445,11.2713333333
582.66,9.48633333333,46.459,40.7033333333,22.7566666667,8.845,11.7076666667,42.731,6.588,15.7586666667,22.807,14.2013333333,32.578,11.3283333333
583.00,9.50566666667,46.496,40.7616666667,22.823,8.869,11.7543333333,42.767,6.60433333333,15.785,22.815,14.226,32.606,11.307
583.34,9.49733333333,46.4556666667,40.7833333333,22.8196666667,8.875,11.763,42.789,6.6,15.7583333333,22.8533333333,14.261,32.6426666667,11.286
583.68,9.43233333333,46.3906666667,40.7666666667,22.7606666667,8.82433333333,11.7063333333,42.764,6.59866666667,15.698,22.82,14.2196666667,32.5446666667,11.2243333333
584.01,9.43666666667,46.3713333333,40.808,22.8106666667,8.83033333333,11.7213333333,42.7646666667,6.59633333333,15.7263333333,22.8503333333,14.276,32.651,11.2506666667
584.35,9.361,46.2356666667,40.679,22.7336666667,8.75,11.6623333333,42.6586666667,6.51966666667,15.6873333333,22.742,14.1893333333,32.6136666667,11.163
584.69,9.40533333333,46.1853333333,40.6513333333,22.754,8.76766666667,11.6863333333,42.6716666667,6.56333333333,15.7783333333,22.8346666667,14.213,32.6073333333,11.2096666667
585.03,9.385,46.201,40.6336666667,22.718,8.69633333333,11.6686666667,42.699,6.53733333333,15.7716666667,22.836,14.168,32.6626666667,11.164
585.37,9.38566666667,46.2616666667,40.653,22.774,8.73066666667,11.6993333333,42.727,6.52533333333,15.8243333333,22.8426666667,14.185,32.7113333333,11.1696666667
585.70,9.40866666667,46.271,40.673,22.827,8.705,11.738,42.735,6.54266666667,15.8423333333,22.8226666667,14.2116666667,32.7133333333,11.2033333333
586.04,9.39033333333,46.3113333333,40.751,22.8766666667,8.69833333333,11.7556666667,42.808,6.52966666667,15.8506666667,22.8666666667,14.207,32.75,11.2026666667
586.38,9.34566666667,46.3403333333,40.74,22.866,8.67433333333,11.7613333333,42.8253333333,6.44833333333,15.8823333333,22.81,14.148,32.6996666667,11.1823333333
586.72,9.395,46.38,40.8223333333,22.9376666667,8.72866666667,11.858,42.8913333333,6.48866666667,15.9983333333,22.8996666667,14.2356666667,32.807,11.27
587.06,9.33,46.3596666667,40.828,22.932,8.67266666667,11.8386666667,42.8713333333,6.41233333333,16.0016666667,22.842,14.195,32.7503333333,11.2473333333
587.39,9.32866666667,46.3773333333,40.887,22.971,8.73033333333,11.8686666667,42.895,6.40566666667,16.049,22.8086666667,14.1806666667,32.7646666667,11.28
587.73,9.267,46.3766666667,40.8373333333,22.9793333333,8.72,11.838,42.8616666667,6.43033333333,16.1346666667,22.7746666667,14.1873333333,32.7266666667,11.2843333333
588.07,9.292,46.3753333333,40.8896666667,23.0136666667,8.788,11.8636666667,42.8603333333,6.48233333333,16.214,22.8213333333,14.2373333333,32.742,11.3516666667
588.41,9.27166666667,46.4666666667,40.956,23.0986666667,8.78666666667,11.8743333333,42.8936666667,6.542,16.2956666667,22.8053333333,14.2686666667,32.7683333333,11.3693333333
588.74,9.325,46.4983333333,40.9726666667,23.1553333333,8.871,11.883,42.9453333333,6.62633333333,16.3593333333,22.8633333333,14.3546666667,32.81,11.469
589.08,9.284,46.5673333333,41.0576666667,23.152,8.877,11.889,42.9603333333,6.67333333333,16.3743333333,22.9296666667,14.3686666667,32.784,11.521
589.42,9.25733333333,46.563,41.0183333333,23.1363333333,8.82466666667,11.855,42.9143333333,6.638,16.4226666667,22.9353333333,14.342,32.695,11.486
589.76,9.237,46.537,40.9503333333,23.112,8.83166666667,11.8493333333,42.858,6.63533333333,16.462,22.8866666667,14.3343333333,32.679,11.4493333333
590.09,9.28333333333,46.5056666667,40.9176666667,23.122,8.854,11.868,42.854,6.688,16.532,22.924,14.3883333333,32.6616666667,11.4996666667
590.43,9.25533333333,46.43,40.8786666667,23.0446666667,8.819,11.785,42.8213333333,6.63766666667,16.5076666667,22.8723333333,14.3623333333,32.5776666667,11.4306666667
590.77,9.33266666667,46.4393333333,40.911,23.1343333333,8.89766666667,11.874,42.851,6.73566666667,16.5783333333,22.9666666667,14.4576666667,32.6323333333,11.4893333333
591.11,9.395,46.476,40.9306666667,23.199,8.90366666667,11.8876666667,42.879,6.757,16.6666666667,23.056,14.5106666667,32.6686666667,11.5066666667
591.44,9.50966666667,46.5046666667,40.994,23.202,8.94433333333,11.948,42.9006666667,6.80033333333,16.6986666667,23.1093333333,14.5543333333,32.7073333333,11.5466666667
591.78,9.55,46.5626666667,41.0333333333,23.2463333333,8.93466666667,11.9366666667,42.9683333333,6.78233333333,16.7646666667,23.2016666667,14.5716666667,32.7423333333,11.5713333333
592.12,9.566,46.5496666667,41.0483333333,23.2186666667,8.95633333333,11.9253333333,43.0213333333,6.74233333333,16.7256666667,23.2103333333,14.608,32.7943333333,11.578
592.46,9.57933333333,46.5756666667,41.1246666667,23.2496666667,8.93966666667,11.9826666667,43.064,6.69933333333,16.772,23.225,14.6023333333,32.8266666667,11.589
592.79,9.59933333333,46.5116666667,41.101,23.287,8.93266666667,11.9823333333,43.0546666667,6.65166666667,16.7886666667,23.1596666667,14.6016666667,32.8416666667,11.5506666667
593.13,9.651,46.5786666667,41.1966666667,23.3406666667,9.00566666667,12.0393333333,43.1363333333,6.71166666667,16.8976666667,23.2226666667,14.6466666667,32.966,11.5853333333
593.47,9.69166666667,46.595,41.2123333333,23.3966666667,9.03366666667,12.0603333333,43.1973333333,6.75766666667,16.9393333333,23.232,14.6526666667,32.9696666667,11.674
593.80,9.699,46.5826666667,41.2563333333,23.481,9.031,12.0786666667,43.175,6.755,16.944,23.252,14.6236666667,32.9806666667,11.6463333333
594.14,9.65466666667,46.5736666667,41.233,23.5136666667,8.99933333333,12.0693333333,43.1633333333,6.75066666667,16.9343333333,23.239,14.5873333333,32.9826666667,11.634
594.48,9.63233333333,46.54,41.169,23.448,8.95866666667,11.963,43.1763333333,6.703,16.98,23.1586666667,14.506,32.9503333333,11.6033333333
594.81,9.60866666667,46.5316666667,41.1926666667,23.4703333333,8.92,11.9726666667,43.2023333333,6.71866666667,17.031,23.1336666667,14.503,32.9553333333,11.642
595.15,9.523,46.531,41.213,23.5133333333,8.892,11.9516666667,43.2256666667,6.696,17.057,23.135,14.4583333333,32.974,11.647
595.49,9.51333333333,46.574,41.228,23.5486666667,8.88066666667,11.9613333333,43.208,6.68866666667,17.0673333333,23.0623333333,14.4146666667,32.9033333333,11.6446666667
595.82,9.53466666667,46.571,41.2496666667,23.5493333333,8.85866666667,11.9773333333,43.217,6.69933333333,17.0986666667,23.0946666667,14.3826666667,32.888,11.709
596.16,9.46333333333,46.495,41.1716666667,23.5436666667,8.849,11.9683333333,43.123,6.67933333333,17.0893333333,23.0666666667,14.3453333333,32.8776666667,11.6343333333
596.50,9.47,46.4593333333,41.0926666667,23.4993333333,8.81533333333,11.9516666667,43.0616666667,6.65933333333,17.1283333333,23.065,14.2826666667,32.8686666667,11.6186666667
596.83,9.434,46.4173333333,41.0253333333,23.4913333333,8.78266666667,11.9096666667,43.0633333333,6.64566666667,17.093,23.0533333333,14.2816666667,32.8233333333,11.658
597.17,9.41633333333,46.365,41.0013333333,23.4523333333,8.74366666667,11.9363333333,43.0393333333,6.62233333333,17.1256666667,23.0493333333,14.3063333333,32.7883333333,11.6396666667
597.51,9.404,46.404,40.9986666667,23.4333333333,8.7,11.8823333333,43.045,6.58933333333,17.0953333333,23.0223333333,14.2813333333,32.8116666667,11.594
597.84,9.41033333333,46.3993333333,41.0256666667,23.442,8.69666666667,11.8306666667,43.0573333333,6.561,17.1376666667,23.034,14.2616666667,32.8306666667,11.5896666667
598.18,9.402,46.4406666667,41.0553333333,23.523,8.659,11.8666666667,43.0676666667,6.55,17.1583333333,23.0703333333,14.259,32.8713333333,11.5836666667
598.52,9.40566666667,46.47,41.0123333333,23.525,8.66766666667,11.8636666667,43.0296666667,6.544,17.174,23.0853333333,14.247,32.8866666667,11.5513333333
598.85,9.40433333333,46.418,40.9273333333,23.4806666667,8.65333333333,11.8116666667,43.0203333333,6.48833333333,17.1316666667,23.052,14.248,32.847,11.504
599.19,9.361,46.4096666667,40.9243333333,23.4873333333,8.632,11.7856666667,43.06,6.459,17.141,23.054,14.2443333333,32.925,11.462
599.53,9.346,46.3983333333,40.836,23.5026666667,8.64133333333,11.7646666667,43.0093333333,6.435,17.2106666667,23.018,14.2433333333,32.953,11.42
599.86,9.41366666667,46.452,40.9416666667,23.57,8.64166666667,11.8113333333,43.1556666667,6.44266666667,17.3323333333,23.045,14.2613333333,32.981,11.494
600.20,9.44366666667,46.467,41.0963333333,23.6526666667,8.72533333333,11.8623333333,43.264,6.48733333333,17.3663333333,23.0866666667,14.349,32.9963333333,11.5486666667
600.53,9.502,46.495,41.212,23.6823333333,8.766,11.9053333333,43.3613333333,6.49566666667,17.4433333333,23.135,14.3756666667,33.0553333333,11.559
600.87,9.55533333333,46.5736666667,41.324,23.814,8.83566666667,11.921,43.465,6.54566666667,17.5333333333,23.2103333333,14.394,33.063,11.596
601.21,9.58166666667,46.6496666667,41.3423333333,23.8403333333,8.89533333333,11.9636666667,43.5623333333,6.62566666667,17.682,23.2426666667,14.429,33.133,11.6883333333
601.54,9.64066666667,46.7603333333,41.369,23.948,8.925,12.095,43.6,6.69633333333,17.7823333333,23.319,14.477,33.2393333333,11.7633333333
601.88,9.62533333333,46.8803333333,41.4433333333,23.9493333333,8.95833333333,12.1483333333,43.6853333333,6.73366666667,17.8386666667,23.334,14.5146666667,33.2776666667,11.7823333333
602.21,9.68633333333,46.8763333333,41.506,24.0216666667,9.02233333333,12.1993333333,43.8393333333,6.756,17.926,23.3396666667,14.5583333333,33.322,11.8286666667
602.55,9.76233333333,46.9556666667,41.6016666667,24.1356666667,9.08066666667,12.299,43.939,6.86133333333,18.0593333333,23.4193333333,14.6093333333,33.4116666667,11.9263333333
602.88,9.827,46.9776666667,41.667,24.2226666667,9.125,12.3656666667,44.0083333333,6.946,18.132,23.5446666667,14.7203333333,33.454,11.9993333333
603.22,9.84733333333,46.957,41.7133333333,24.2516666667,9.106,12.3746666667,44.0383333333,6.95,18.1256666667,23.5046666667,14.7283333333,33.483,11.9756666667
603.56,9.856,46.949,41.6893333333,24.2553333333,9.112,12.3273333333,43.9816666667,6.948,18.1273333333,23.514,14.7443333333,33.4516666667,11.969
603.89,9.86133333333,46.9613333333,41.6406666667,24.268,9.102,12.3366666667,44.0056666667,6.95633333333,18.142,23.5633333333,14.782,33.465,11.9586666667
604.23,9.861,47.002,41.607,24.3163333333,9.09833333333,12.3783333333,43.9426666667,6.98633333333,18.1933333333,23.5513333333,14.7863333333,33.4676666667,11.9316666667
604.56,9.86233333333,47.0253333333,41.5863333333,24.332,9.093,12.4,43.9243333333,6.995,18.2433333333,23.6033333333,14.8173333333,33.524,11.9286666667
604.90,9.89933333333,47.031,41.6113333333,24.404,9.08966666667,12.4446666667,43.9176666667,6.97466666667,18.2593333333,23.6376666667,14.8246666667,33.5253333333,11.9416666667
605.23,9.869,46.9783333333,41.5883333333,24.3773333333,9.065,12.4293333333,43.9256666667,6.968,18.2736666667,23.6106666667,14.8176666667,33.482,11.9323333333
605.57,9.87066666667,46.8843333333,41.53,24.3753333333,9.05866666667,12.409,43.844,6.97566666667,18.2896666667,23.6033333333,14.8456666667,33.4506666667,11.9523333333
605.90,9.784,46.8983333333,41.537,24.3746666667,9.005,12.3753333333,43.7923333333,6.95066666667,18.272,23.6076666667,14.7993333333,33.4736666667,11.9276666667
606.24,9.759,46.9333333333,41.5656666667,24.3806666667,8.94766666667,12.3223333333,43.7563333333,6.902,18.2856666667,23.6156666667,14.778,33.4306666667,11.8986666667
606.58,9.74966666667,46.9446666667,41.605,24.378,8.93133333333,12.3583333333,43.7596666667,6.87133333333,18.3,23.5893333333,14.7406666667,33.4136666667,11.9123333333
606.91,9.75066666667,47.049,41.673,24.423,8.96966666667,12.4173333333,43.7983333333,6.88966666667,18.4073333333,23.6786666667,14.78,33.4593333333,11.9513333333
607.25,9.703,47.0596666667,41.6473333333,24.4413333333,8.93233333333,12.4576666667,43.8496666667,6.91266666667,18.4243333333,23.7116666667,14.7693333333,33.488,11.9406666667
607.58,9.688,47.0493333333,41.649,24.4286666667,8.918,12.4633333333,43.838,6.89833333333,18.473,23.6603333333,14.678,33.5106666667,11.9296666667
607.92,9.63266666667,47.0363333333,41.712,24.4286666667,8.92066666667,12.4546666667,43.9066666667,6.87166666667,18.4636666667,23.661,14.66,33.5293333333,11.9626666667
608.25,9.56633333333,47.0226666667,41.724,24.439,8.88433333333,12.4303333333,43.9233333333,6.823,18.4423333333,23.618,14.601,33.5163333333,11.9643333333
608.59,9.49766666667,46.9083333333,41.6513333333,24.3626666667,8.87066666667,12.4216666667,43.8783333333,6.79233333333,18.4073333333,23.5376666667,14.5463333333,33.4406666667,11.902
608.92,9.52066666667,46.8973333333,41.6936666667,24.3746666667,8.90166666667,12.4353333333,43.844,6.807,18.4316666667,23.5653333333,14.5666666667,33.485,11.8966666667
609.26,9.55733333333,46.9303333333,41.761,24.4496666667,8.961,12.5243333333,43.8713333333,6.824,18.4796666667,23.6476666667,14.5753333333,33.5303333333,11.9326666667
609.59,9.58933333333,46.867,41.737,24.4273333333,8.981,12.6303333333,43.8533333333,6.884,18.5143333333,23.674,14.623,33.4736666667,11.975
609.93,9.65166666667,46.8143333333,41.737,24.441,9.033,12.7326666667,43.9143333333,6.91033333333,18.5413333333,23.6796666667,14.662,33.5143333333,11.9936666667
610.26,9.66366666667,46.747,41.5906666667,24.3923333333,9.04266666667,12.7513333333,43.8986666667,6.925,18.5516666667,23.6476666667,14.642,33.516,11.9806666667
610.60,9.64966666667,46.6703333333,41.514,24.3976666667,9.09266666667,12.774,43.8996666667,6.929,18.5553333333,23.644,14.601,33.4916666667,11.9666666667
610.93,9.72033333333,46.6836666667,41.5873333333,24.407,9.138,12.8203333333,43.935,6.94566666667,18.587,23.6513333333,14.6176666667,33.556,12.0296666667
611.27,9.705,46.6906666667,41.6176666667,24.4563333333,9.10966666667,12.8773333333,43.9706666667,6.95,18.6156666667,23.6873333333,14.6743333333,33.565,12.0566666667
611.60,9.754,46.6676666667,41.6003333333,24.501,9.119,12.9306666667,43.959,6.93766666667,18.6693333333,23.745,14.7186666667,33.589,12.0573333333
611.93,9.83666666667,46.623,41.6166666667,24.5143333333,9.17833333333,13.0036666667,43.9443333333,7.017,18.727,23.79,14.7693333333,33.6143333333,12.0923333333
612.27,9.87833333333,46.6706666667,41.6956666667,24.5833333333,9.19466666667,13.004,43.988,7.04066666667,18.801,23.8723333333,14.8403333333,33.6483333333,12.1276666667
612.60,9.96966666667,46.7476666667,41.7553333333,24.684,9.267,13.059,44.133,7.07666666667,18.9013333333,23.945,14.8903333333,33.72,12.17
612.94,9.99466666667,46.72,41.7586666667,24.66,9.24533333333,13.011,44.194,7.07233333333,18.9556666667,23.8926666667,14.8593333333,33.7313333333,12.1626666667
613.27,10.05,46.78,41.8033333333,24.733,9.272,12.9863333333,44.244,7.02333333333,19.0153333333,23.8983333333,14.8503333333,33.8103333333,12.1423333333
613.61,9.994,46.7886666667,41.789,24.7673333333,9.262,12.9536666667,44.2103333333,7.023,19.0776666667,23.8976666667,14.8513333333,33.8166666667,12.1543333333
613.94,10.0156666667,46.729,41.873,24.7806666667,9.291,12.9603333333,44.1446666667,7.01666666667,19.1403333333,23.931,14.856,33.8573333333,12.16
614.28,10.0593333333,46.7333333333,41.998,24.8443333333,9.245,12.9856666667,44.173,7.054,19.1676666667,23.995,14.8963333333,33.904,12.199
614.61,10.0586666667,46.7123333333,42.0333333333,24.8876666667,9.25766666667,12.9953333333,44.182,7.07333333333,19.1783333333,23.997,14.8926666667,33.9046666667,12.1943333333
614.94,10.034,46.728,42.0206666667,24.8743333333,9.28933333333,12.911,44.1523333333,7.067,19.1806666667,24.0013333333,14.888,33.876,12.179
615.28,9.98866666667,46.737,41.9563333333,24.798,9.21233333333,12.8276666667,44.1496666667,7.07166666667,19.1513333333,23.894,14.798,33.7786666667,12.134
615.61,9.90533333333,46.7683333333,41.9136666667,24.7596666667,9.134,12.763,44.1263333333,7.00566666667,19.1173333333,23.839,14.74,33.7486666667,12.0383333333
615.95,9.86766666667,46.7813333333,41.8983333333,24.718,9.11733333333,12.736,44.1346666667,7.03433333333,19.138,23.8426666667,14.732,33.8103333333,11.989
616.28,9.73966666667,46.711,41.8653333333,24.646,9.03733333333,12.7283333333,44.0196666667,6.995,19.121,23.7253333333,14.641,33.6923333333,11.9206666667
616.61,9.717,46.7423333333,41.8413333333,24.6486666667,9.02333333333,12.7336666667,44.0273333333,7.00866666667,19.117,23.7763333333,14.6763333333,33.6753333333,11.943
616.95,9.71233333333,46.715,41.8263333333,24.6483333333,9.06033333333,12.698,44.0133333333,7.04866666667,19.1226666667,23.8043333333,14.726,33.6136666667,11.9706666667
617.28,9.68533333333,46.7466666667,41.8723333333,24.617,9.02166666667,12.6956666667,43.9953333333,7.01466666667,19.171,23.8096666667,14.6796666667,33.622,11.948
617.62,9.687,46.9303333333,41.948,24.735,9.019,12.6533333333,44.1323333333,7.02166666667,19.2556666667,23.8486666667,14.7076666667,33.6656666667,11.9853333333
617.95,9.624,46.916,41.8993333333,24.694,8.99666666667,12.591,44.0953333333,6.959,19.245,23.8273333333,14.6606666667,33.627,11.9253333333
618.28,9.63966666667,46.967,41.8566666667,24.638,8.994,12.5226666667,44.0673333333,6.972,19.2843333333,23.8456666667,14.7116666667,33.5983333333,11.9236666667
618.62,9.70733333333,47.006,41.9713333333,24.7136666667,9.049,12.6066666667,44.1253333333,7.02366666667,19.47,23.88,14.7173333333,33.6773333333,11.9736666667
618.95,9.75166666667,47.0123333333,42.034,24.8073333333,9.17266666667,12.6763333333,44.135,7.08,19.5753333333,24.0033333333,14.811,33.7433333333,12.0183333333
619.28,9.78066666667,47.023,42.1023333333,24.8996666667,9.289,12.7366666667,44.1776666667,7.105,19.6673333333,24.0323333333,14.874,33.7846666667,12.1326666667
619.62,9.853,47.0956666667,42.182,25.0363333333,9.36166666667,12.8606666667,44.2326666667,7.15433333333,19.756,24.0593333333,14.9616666667,33.8296666667,12.1996666667
619.95,9.89133333333,47.2036666667,42.214,25.113,9.381,12.836,44.321,7.17266666667,19.8093333333,24.1536666667,15.0263333333,33.8706666667,12.2666666667
620.28,9.90666666667,47.2083333333,42.1813333333,25.109,9.429,12.8483333333,44.2583333333,7.223,19.8086666667,24.1433333333,15.051,33.867,12.2433333333
620.62,9.92133333333,47.306,42.26,25.1983333333,9.42433333333,12.9046666667,44.4143333333,7.22566666667,19.9053333333,24.1886666667,15.078,33.9753333333,12.2543333333
620.95,9.914,47.392,42.1976666667,25.1993333333,9.426,12.8503333333,44.4516666667,7.23366666667,19.8956666667,24.2203333333,15.128,34.0006666667,12.2753333333
621.28,9.89933333333,47.374,42.17,25.12,9.42233333333,12.8613333333,44.3986666667,7.204,19.899,24.208,15.1446666667,33.9736666667,12.2086666667
621.62,9.94133333333,47.4373333333,42.1806666667,25.1493333333,9.438,12.898,44.4236666667,7.207,19.993,24.1726666667,15.139,34.0003333333,12.2173333333
621.95,9.92366666667,47.4183333333,42.1703333333,25.2263333333,9.468,12.96,44.4076666667,7.241,20.021,24.2,15.1423333333,33.9956666667,12.2183333333
622.28,9.97766666667,47.506,42.113,25.228,9.468,12.971,44.501,7.234,20.039,24.2146666667,15.1493333333,34.0193333333,12.215
622.62,10.0273333333,47.4716666667,42.1316666667,25.21,9.494,13.0036666667,44.474,7.28033333333,20.105,24.176,15.1516666667,34.129,12.26
622.95,10.046,47.4946666667,42.2073333333,25.1753333333,9.45566666667,13.0236666667,44.5153333333,7.26533333333,20.106,24.1953333333,15.1293333333,34.1826666667,12.2363333333
623.28,10.029,47.4296666667,42.205,25.1366666667,9.392,12.9216666667,44.516,7.22133333333,20.092,24.1683333333,15.0443333333,34.094,12.2593333333
623.62,10.056,47.398,42.195,25.1706666667,9.443,12.9433333333,44.5773333333,7.23766666667,20.109,24.1583333333,15.034,34.119,12.2596666667
623.95,10.0566666667,47.475,42.3143333333,25.308,9.43633333333,12.9466666667,44.7153333333,7.162,20.1913333333,24.219,15.0773333333,34.173,12.2926666667
