wavelength,Back_SicTacm,Belly_SicTacm,Breast_SicTacm,Crissum_SicTacm,Crown_SicTacm,DorTail_SicTacm,Patch10_SicTacm,Rump_SicTacm,Throat_SicTacm,WingTip_SicTacm
576.22,17.5154166667,62.2988,38.3632,46.4715833333,14.3004666667,17.9376098684,13.6926666667,20.0746666667,58.6240666667,13.9240333333
576.56,17.5327333333,62.3142,38.3736,46.4911666667,14.2908666667,17.9462401316,13.7001333333,20.0837333333,58.6504,13.9380222222
576.90,17.5788666667,62.3562,38.405,46.5289166666,14.347,17.9701916667,13.7407333333,20.1108666667,58.6501333333,13.9957777778
577.24,17.6019833333,62.2766666667,38.3896,46.50925,14.3615333333,17.9892361842,13.7524,20.1356666667,58.5502666667,14.0087
577.58,17.6573,62.3191333333,38.4632,46.5849166667,14.4126666667,18.0271638158,13.7889333333,20.1878,58.6222666666,14.03
577.92,17.6811833333,62.2925333333,38.4556,46.5485,14.4365333333,18.0436578947,13.8250666667,20.2177333333,58.6054,14.0390444444
578.26,17.7099833333,62.3204666667,38.4704,46.5841666666,14.4537333333,18.128535307,13.8615333333,20.2756,58.6496,14.1040666667
578.60,17.6959166667,62.2282666667,38.4094,46.5475833333,14.471,18.1384469298,13.8424,20.2677333333,58.564,14.1001
578.94,17.7455333333,62.2612,38.4614,46.5828333333,14.5165333333,18.1736315789,13.8594666667,20.2918666667,58.6091333333,14.1162444445
579.28,17.7986333333,62.1745333333,38.4684,46.6085833333,14.5876,18.2585844298,13.9028666667,20.3193333333,58.5688666667,14.186
579.61,17.8672,62.1371333333,38.4511333333,46.6263333333,14.6363333333,18.2993969298,13.9716,20.3353333333,58.5296666667,14.2373
579.95,17.92005,62.1474666667,38.5109333333,46.6245,14.693,18.3862675439,14.0341333333,20.3807333333,58.5850666667,14.3101333333
580.29,17.9520166666,62.1536,38.5349333333,46.63475,14.7130666667,18.4200995614,14.0404,20.3718666667,58.6222666667,14.3196
580.63,17.9217,62.1348,38.5332,46.6193333333,14.7131333333,18.4354921053,14.0298666667,20.3683333333,58.6300666667,14.3074888889
580.97,17.9200333333,62.1516666667,38.5514666667,46.6214166667,14.6808666667,18.4380313596,14.0138666667,20.3253333333,58.6644,14.2979333333
581.31,17.9130333334,62.1760666667,38.543,46.59975,14.6430666667,18.4165383772,13.985,20.3212,58.6652,14.2756444444
581.65,17.9409666667,62.3126,38.6378,46.7206666667,14.6952,18.4533302632,14.02,20.3632666667,58.7765333333,14.3089666667
581.98,17.945,62.3598666667,38.6668666667,46.7535833334,14.6948666667,18.4311379386,14.0228666667,20.3507333333,58.8315333333,14.2829888889
582.32,17.9167166667,62.4168,38.6936666667,46.7323333333,14.6472,18.365879386,13.9789333333,20.3061333333,58.8626666667,14.2387444445
582.66,17.8845166667,62.2952666666,38.6645333333,46.6675,14.6153333333,18.3530355263,13.9928666667,20.3191333333,58.8102666667,14.2391555556
583.00,17.86235,62.2510666667,38.5697333333,46.6090833334,14.5537333333,18.2855004386,13.9468,20.2784,58.7595333333,14.1822333333
583.34,17.8487,62.2558,38.5834,46.58,14.5324666667,18.2674524123,13.9127333333,20.2628,58.7738666667,14.1628333333
583.68,17.7828333333,62.1482,38.5102,46.50475,14.4917333333,18.2053289474,13.8825333333,20.1974666667,58.6405333333,14.1083111111
584.01,17.8073333333,62.2970666667,38.5962,46.5591666667,14.5175333333,18.2324120614,13.936,20.2661333333,58.7158666667,14.1595111111
584.35,17.8106166667,62.3332666667,38.5898666667,46.613,14.5071333333,18.2420072368,13.9443333333,20.2523333333,58.7912,14.1652888889
584.69,17.8245166667,62.2855333333,38.5648666667,46.5913333333,14.5366,18.2423491228,13.9503333333,20.2691333333,58.7425333333,14.1606888889
585.03,17.8301166667,62.2809333333,38.5927333333,46.65675,14.5730666667,18.2625260965,13.9780666667,20.2446666667,58.7964666667,14.1726555556
585.37,17.85855,62.2175333333,38.5681333333,46.6261666667,14.5682666666,18.2595905702,13.9905333333,20.2574,58.7002,14.2117777778
585.70,17.8689833333,62.2014,38.5884666667,46.6421666667,14.5937333333,18.2808315789,13.9935333333,20.2758666667,58.6762666667,14.2581555556
586.04,17.9343,62.2068666666,38.6752,46.6951666667,14.674,18.3951576755,14.0664666667,20.3573333333,58.7248666667,14.3461888889
586.38,18.0029,62.2656666667,38.6996,46.73775,14.7130666667,18.4297182017,14.0973333333,20.3646666667,58.736,14.4022555555
586.72,18.0697833333,62.2920666667,38.7555333333,46.7461666667,14.7610666667,18.5113894737,14.171,20.4280666667,58.7699333333,14.4749555556
587.06,17.9993333333,62.3018666667,38.7302666667,46.6925,14.661,18.4295070175,14.0921333333,20.3468,58.7914666667,14.3993888889
587.39,18.0271833333,62.4319333333,38.7756666667,46.7319166667,14.6652,18.4485105263,14.0743333333,20.3541333333,58.9182666666,14.4167
587.73,17.9988,62.3390666667,38.733,46.697,14.6468666667,18.4281357456,14.0373333333,20.3140666667,58.8641333333,14.4073444444
588.07,18.0403833333,62.3556666667,38.7854,46.6498333333,14.6448666667,18.4331410088,14.0675333333,20.3406,58.8355333333,14.4028444444
588.41,18.1033666667,62.4729333333,38.8691333333,46.7395833333,14.6992,18.5002006579,14.1304,20.3944,58.944,14.4942
588.74,18.1472666667,62.4414,38.8507333333,46.71425,14.7579333333,18.5371471491,14.1973333333,20.468,58.9088,14.5586444444
589.08,18.1539666667,62.4546,38.8639333333,46.7008333333,14.7755333334,18.5680828947,14.1908,20.4982,58.9276666667,14.5675222222
589.42,18.1843166667,62.413,38.829,46.678,14.7966,18.5847519737,14.2231333334,20.472,58.8774666667,14.5935777778
589.76,18.2437,62.38,38.8115333333,46.679,14.8304666667,18.5876208333,14.2851333333,20.521,58.8130666666,14.6039
590.09,18.2819833333,62.4497333333,38.8571333333,46.7505833334,14.8842,18.6370517544,14.3129333333,20.5616,58.9050666667,14.6315111111
590.43,18.2500333333,62.5118,38.9112,46.7959166667,14.8817333333,18.6134916667,14.2982,20.5506666667,58.9493333333,14.6073666667
590.77,18.3253166667,62.5074666667,38.9829333333,46.8529166667,14.972,18.6928094298,14.3562666667,20.6521333333,58.9642,14.6776222222
591.11,18.3261166667,62.4098666667,38.9558,46.8191666667,14.9597333333,18.682422807,14.3672666667,20.7014,58.8636,14.6671
591.44,18.33815,62.3808666667,38.9512666667,46.807,14.9534,18.6729684211,14.3672,20.7032666667,58.8803333333,14.6463777778
591.78,18.3333166667,62.36,38.9282666667,46.8165833333,14.9702,18.6523815789,14.3442,20.6899333333,58.8895333333,14.6676
592.12,18.2769666667,62.2185333333,38.8182666667,46.7001666667,14.9140666667,18.6045276316,14.2867333333,20.6572666667,58.7552,14.6083555555
592.46,18.2873,62.2501333333,38.8342666666,46.7154166667,14.8958,18.6173980263,14.2565333333,20.653,58.7414,14.6137555556
592.79,18.3030833333,62.2924,38.8616666667,46.7570833334,14.9140666667,18.6474649123,14.2940666667,20.656,58.7534,14.6357444444
593.13,18.3534833333,62.3346666667,38.9042666667,46.7415,14.9484,18.6648565789,14.3355333333,20.7418666667,58.8168,14.6744222222
593.47,18.3312833333,62.4396,38.9645333333,46.8358333333,14.9418666666,18.6832778509,14.3157333333,20.7462,58.9330666667,14.6819555555
593.80,18.26915,62.3734666667,38.9207333333,46.7634166667,14.8737333333,18.6391234649,14.2982,20.6880666667,58.8928,14.6344555556
594.14,18.3030166667,62.455,38.9813333333,46.8265,14.8849333333,18.6653004386,14.3262666667,20.7107333333,58.9776,14.6692222222
594.48,18.3399166667,62.4874,38.9979333333,46.8251666667,14.9178,18.7254653509,14.3891333333,20.7534,58.9927333333,14.7502444445
594.81,18.4132666667,62.6124,39.0815333333,46.92775,15.0042666667,18.8215767544,14.4588,20.8318666666,59.1624,14.8413222222
595.15,18.4478333333,62.6408666667,39.0981333333,46.9218333333,15.0286666667,18.8460997807,14.4953333333,20.8706,59.1680666667,14.8820333333
595.49,18.4331333334,62.6151333333,39.0847333334,46.8948333334,15.0040666666,18.8429548246,14.4938666667,20.8415333333,59.1822666667,14.8530777778
595.82,18.4953,62.6871333333,39.1606,46.9724166667,15.0402666667,18.8621006579,14.5185333333,20.8481333333,59.2960666667,14.9133777778
596.16,18.4556666667,62.6836,39.1468666666,46.9339166666,15.0007333333,18.8131929825,14.4960666667,20.8282666667,59.2937333333,14.8786111111
596.50,18.42025,62.6176666667,39.1022666667,46.8714166667,14.9507333333,18.7571203948,14.4366,20.7888666667,59.2948666667,14.8309555556
596.83,18.39765,62.6385333333,39.1408,46.9373333333,14.9523333333,18.7620510965,14.4411333333,20.7736666666,59.3296,14.8320333333
597.17,18.381,62.6430666667,39.1334,46.93575,14.9278,18.7494120614,14.4247333333,20.7302666667,59.3352666667,14.8099111111
597.51,18.3828666667,62.6666,39.1494666667,46.9833333333,14.9200666667,18.7353350877,14.3963333333,20.7141333333,59.3374666667,14.7903111111
597.84,18.3891166667,62.6158,39.0967333333,46.9743333333,14.9262666667,18.7223732456,14.3827333333,20.7038666667,59.2954,14.7707222222
598.18,18.4479833333,62.7186666667,39.1705333333,47.1001666667,14.9824,18.7710232456,14.431,20.7511333333,59.4373333333,14.7986222222
598.52,18.4759666667,62.6754,39.1882666667,47.079,14.9925333333,18.8048971491,14.4624666667,20.7352666667,59.4062666667,14.8192777778
598.85,18.4858833333,62.7335333333,39.2355333333,47.1715,15.0031333333,18.8345835526,14.4662,20.7340666667,59.4552,14.8195333333
599.19,18.5318333333,62.7963333333,39.3104666667,47.2145,15.0418666667,18.8930217105,14.5106,20.7977333333,59.4538,14.8788777778
599.53,18.50595,62.8202,39.3073333333,47.20075,15.0451333333,18.9137342105,14.5285333333,20.8054,59.4626,14.8510333333
599.86,18.5792833333,62.8812666667,39.3985333333,47.277,15.1017333333,18.9853179825,14.5910666667,20.8667333333,59.5458,14.9076111111
600.20,18.6297333333,62.9087333333,39.4342666667,47.32475,15.1234,19.0443298245,14.642,20.9105333334,59.5336,14.9466111111
600.53,18.6318166667,62.889,39.4079333333,47.2255,15.0924666667,19.0444824561,14.6101333333,20.9021333333,59.5020666667,14.9288222222
600.87,18.66885,62.8526666667,39.3895333333,47.1661666667,15.1072666667,19.056897807,14.6323333333,20.9096,59.4643333333,14.9504777778
601.21,18.7307666667,62.7998,39.4162666667,47.0949166667,15.142,19.0874730263,14.6814666667,21.0024,59.4648,15.0332777778
601.54,18.75985,62.8382666667,39.4660666667,47.0320833333,15.1594666667,19.1067682018,14.7144666667,21.0328,59.4749333333,15.0838888889
601.88,18.72525,62.8385333334,39.4242,46.9880833333,15.1073333333,19.0815894737,14.6778666667,21.0090666667,59.4206666667,15.0775888889
602.21,18.6545666667,62.8608,39.4144,46.9626666666,15.0533333333,19.0300274123,14.6244666667,20.9743333333,59.4451333333,15.0212444444
602.55,18.6734,62.8374666667,39.4162666667,46.9200833333,15.062,19.0357206141,14.633,21.0271333333,59.4546,15.0658
602.88,18.7466166667,62.9562666667,39.4933333333,47.0230833334,15.108,19.0881743421,14.6919333333,21.0871333334,59.5827333333,15.1046111111
603.22,18.7526833333,62.9868666667,39.5288,47.0196666667,15.1046666667,19.1062991228,14.6995333333,21.1155333333,59.5866666667,15.1379777778
603.56,18.7392666666,63.0172666667,39.5256666667,47.0565,15.0939333333,19.1068765351,14.6934666666,21.1042,59.5994666667,15.1404222222
603.89,18.7502666667,63.1125333333,39.5608666667,47.1254166667,15.1200666667,19.1324888158,14.7149333333,21.1378,59.7282,15.1578333333
604.23,18.76515,63.1936,39.6030666667,47.22175,15.1332666667,19.1527442982,14.7268,21.1672666667,59.7802,15.1695444444
604.56,18.7618166667,63.16,39.6042666667,47.2069166667,15.1148666667,19.1533447368,14.7360666667,21.1622,59.7642666667,15.1635111111
604.90,18.7770666667,63.2726666667,39.6519333333,47.2819166667,15.1518,19.1960355263,14.7888666667,21.2009333333,59.8367333333,15.1765111111
605.23,18.7924833333,63.2934666667,39.6677333334,47.3448333333,15.1607333333,19.2337175439,14.7814,21.2364666667,59.8741333333,15.2068444444
605.57,18.8034833333,63.2127333333,39.6576666667,47.3025833334,15.1854,19.2319741228,14.801,21.2458666667,59.7729333333,15.2268666667
605.90,18.8305833333,63.2566,39.6996,47.37425,15.2104666667,19.2346539474,14.8173333333,21.2545333333,59.8106,15.2411888889
606.24,18.8191166667,63.1873333333,39.6668,47.34925,15.2285333333,19.2333368421,14.8289333333,21.22,59.7524,15.2273888889
606.58,18.7578,63.0254,39.5664,47.2701666667,15.183,19.1743607456,14.7652666667,21.139,59.599,15.1826111111
606.91,18.7677166667,62.9822666667,39.5629333333,47.2808333333,15.1906,19.1541649123,14.763,21.1256,59.6256666667,15.1588555556
607.25,18.81495,62.9655333333,39.5576,47.2601666667,15.2312,19.1915567983,14.7958666667,21.185,59.6448666667,15.1975555555
607.58,18.88005,62.9823333333,39.6121333333,47.2939166667,15.2697333333,19.2394769737,14.8255333333,21.2068,59.6203333333,15.2432333333
607.92,18.9389833333,62.9741333333,39.6444,47.3264166667,15.3313333333,19.296947807,14.8894,21.269,59.6545333333,15.3153666667
608.25,18.9943,63.0736666667,39.712,47.439,15.4118,19.3417885965,14.9398666667,21.343,59.7536666667,15.3945777778
608.59,19.0059833333,63.0078,39.7109333333,47.4835,15.4428666667,19.3812969298,14.9274666667,21.3282,59.7283333333,15.4191333333
608.92,18.9933,62.9287333333,39.6962666667,47.481,15.4486666667,19.4037526316,14.956,21.2980666667,59.6593333333,15.4053333333
609.26,19.0138166667,62.9278666667,39.733,47.5690833334,15.4866,19.4361221491,14.9838666667,21.3098,59.7304,15.4215222222
609.59,19.0426,62.8902,39.7194666667,47.5964166667,15.5203333333,19.4669344298,15.0292666667,21.3402,59.6828,15.4717555556
609.93,19.1350333333,63.0418666667,39.8384666667,47.79025,15.5871333333,19.5452309211,15.1046,21.4393333333,59.7888,15.5613444445
610.26,19.1570333333,63.0512666666,39.8414666667,47.8446666667,15.6478,19.5680964912,15.1445333333,21.4772666667,59.8293333333,15.6014777778
610.60,19.1908333333,63.1058,39.8625333333,47.9399166666,15.682,19.618902193,15.1783333333,21.5188,59.8206666667,15.6411666667
610.93,19.2085666667,63.1038666667,39.9218,48.0235833333,15.7002666667,19.635929386,15.1849333333,21.4955333333,59.8252,15.6299333333
611.27,19.1780333333,62.9921333333,39.8856,47.9915,15.6999333333,19.6104719298,15.1836666667,21.4753333333,59.7466666666,15.6493777778
611.60,19.1299,62.9441333333,39.8361333333,48.0114166666,15.6624666667,19.5596037281,15.1313333333,21.4081333333,59.6904666667,15.5865444445
611.93,19.1073166667,62.9131333333,39.8340666667,48.0210833333,15.6491333333,19.5754032895,15.1141333333,21.4016,59.6799333333,15.5478
612.27,19.05685,62.8954,39.7629333333,47.99025,15.5575333333,19.4892453947,15.0945333333,21.3439333333,59.6154666667,15.5004777778
612.60,19.0315166667,62.8364666667,39.7022,47.9405,15.5276666667,19.4106282895,15.0676,21.3271333333,59.5790666667,15.4745666667
612.94,18.9918833333,62.878,39.6779333333,47.87125,15.4454666667,19.3695927632,15.0073333333,21.293,59.5660666667,15.4123777778
613.27,18.9825,62.8349333333,39.6506666667,47.8305,15.4367333333,19.3778142544,15.0067333333,21.2971333334,59.5216666667,15.3838777778
613.61,18.92215,62.7678,39.5764666667,47.7209166667,15.3812666667,19.3369464912,14.9250666667,21.2245333333,59.4991333334,15.2749777778
613.94,18.9650666667,62.8529333333,39.6361333333,47.69725,15.3824666667,19.4034302632,14.935,21.3027333333,59.4931333333,15.2925222222
614.28,18.9954833333,62.7908,39.5954,47.625,15.3729333333,19.4302346491,14.9328,21.2924,59.4720666667,15.3054111111
614.61,19.01695,62.8518666667,39.6269333334,47.61575,15.3887333333,19.4583138158,14.9565333333,21.3466666667,59.4901333334,15.3879888889
614.94,18.94095,62.7894666667,39.5538666667,47.5596666667,15.2994666667,19.3511951755,14.8749333333,21.2731333333,59.4528666667,15.2648222222
615.28,18.9751666667,62.7878666667,39.6027333333,47.5019166667,15.3295333333,19.4036160088,14.9058666667,21.3014,59.4566666667,15.2859111111
615.61,19.0041666667,62.7792666667,39.5928666667,47.4488333333,15.312,19.4098815789,14.9157333333,21.3003333333,59.4043333333,15.3141333333
615.95,19.0410166667,62.8398,39.6573333333,47.4364166667,15.334,19.4606747807,14.8992666667,21.3446666667,59.4623333333,15.3334777778
616.28,19.0917166667,63.0063333333,39.7362666667,47.555,15.3782,19.5387449561,14.932,21.3910666667,59.5615333333,15.3895111111
616.61,19.1301166667,62.9907333333,39.7624666667,47.546,15.4077333333,19.541431579,14.9488666667,21.4134,59.6081333333,15.4415111111
616.95,19.1560833333,62.9226666667,39.7352666667,47.4566666667,15.3968,19.5184967105,14.9276666667,21.4132666667,59.5769333333,15.4557333333
617.28,19.1392333333,62.8022,39.6916,47.3815,15.3836666666,19.526870614,14.9605333333,21.4096,59.4771333334,15.5130777778
617.62,19.1082666667,62.7946,39.6958666667,47.3746666667,15.3578,19.4695030702,14.9479333333,21.3643333333,59.514,15.5096111111
617.95,19.1014333333,62.8335333333,39.7718666667,47.39725,15.3917333333,19.472955921,14.9852666667,21.4278666667,59.5404666667,15.5215888889
618.28,19.08885,62.7438666667,39.6771333333,47.35,15.4086,19.4627065789,14.9980666667,21.4099333333,59.4738666667,15.5379555556
618.62,19.1428666667,62.7466,39.7028,47.3075833333,15.4628,19.5258486842,15.0278,21.4428666667,59.4598666667,15.6094666667
618.95,19.0607166667,62.7091333333,39.6199333333,47.2759166667,15.3898,19.4272594299,14.9612,21.3798666667,59.4581333333,15.5329555555
619.28,19.0413166667,62.7106666667,39.6126,47.3301666667,15.3851333333,19.4078609649,14.9247333333,21.3500666667,59.4648,15.5270222222
619.62,19.06915,62.583,39.5616666667,47.3151666667,15.4313333333,19.4146734649,14.9769333333,21.3687333333,59.389,15.5727666667
619.95,19.1286,62.6005333333,39.6300666667,47.3720833333,15.5152,19.4699412281,15.0042666667,21.4417333333,59.4677333333,15.6252222222
620.28,19.2232833333,62.7257333333,39.7072666667,47.5266666667,15.6233333333,19.556089693,15.0702,21.5252,59.5393333333,15.6981222222
620.62,19.29495,62.849,39.8233333333,47.6346666666,15.6706,19.6361982456,15.0993333333,21.5911333333,59.6507333333,15.7376111111
620.95,19.3146666667,62.9366666667,39.9014666667,47.6841666667,15.6547333333,19.6146114035,15.0834666667,21.5862666666,59.7441333333,15.7164111111
621.28,19.3515,62.9968,39.9398666667,47.7529166667,15.7180666667,19.6714410088,15.1141333333,21.6286,59.8249333333,15.7777444445
621.62,19.3052333333,62.9127333333,39.8945333333,47.6975833333,15.6711333333,19.6264828947,15.0693333333,21.5698,59.7320666667,15.7538555555
621.95,19.29915,62.9186,39.9319333333,47.7204166667,15.6424666667,19.6173230263,15.0392,21.5587333333,59.7655333333,15.6994111111
622.28,19.3777833333,63.029,40.0195333333,47.8648333333,15.7406,19.7231539474,15.1680666667,21.6727333333,59.8697333333,15.7584888889
622.62,19.5019333333,63.1500666667,40.1677333333,47.9646666667,15.8406,19.8399379386,15.2808666667,21.8123333333,59.9739333333,15.8898333333
622.95,19.55885,63.1810666667,40.2122666667,47.8911666667,15.8883333333,19.8937399123,15.3312,21.8967333333,59.9873333333,15.9437666667
623.28,19.5909333333,63.3029333333,40.3054666667,47.9366666667,15.8691333333,19.8960348684,15.3445333333,21.9068666667,60.0832666666,15.9308222222
623.62,19.5873,63.3045333333,40.3329333333,47.89625,15.8351333333,19.8873605263,15.3932666667,21.9097333333,60.0522,15.9207666667
623.95,19.56045,63.2710666667,40.3484666667,47.7915,15.801,19.9136864035,15.3959333333,21.8844666667,60.0288666667,15.9176333333
624.28,19.5007833333,63.3028,40.3398666667,47.8033333333,15.7625333333,19.8754660088,15.3568,21.8458,60.0058666667,15.9141333333
624.62,19.5463166667,63.3034666667,40.3534,47.7810833333,15.8306666667,19.9345791667,15.4144666667,21.9047333333,59.992,15.9859777778
624.95,19.5394833333,63.1993333333,40.304,47.695,15.7965333333,19.9006493421,15.4468,21.8837333333,59.8870666667,15.9515222222
625.28,19.6411333333,63.3074,40.3585333333,47.7714166666,15.8622,19.9750208334,15.4893333333,21.9533333333,60.011,16.0302777778
625.61,19.7033,63.3894666666,40.4351333333,47.8141666667,15.9048666667,20.0318489035,15.5446666667,22.0054,60.0968666667,16.0764777778
625.95,19.74375,63.4288666667,40.4638,47.8085,15.9284,20.0371004386,15.5478,21.9874666667,60.1249333333,16.1248
626.28,19.7891833333,63.4384666667,40.4902,47.8035,15.9643333333,20.0829824561,15.5859333333,21.9842666667,60.1292666667,16.1666
626.61,19.8382,63.5388,40.5812666667,47.9415,16.0139333333,20.1205098684,15.6471333333,22.0260666667,60.2801333333,16.2177333333
626.94,19.8954166667,63.5682,40.5944666667,47.982,16.0800666667,20.1941276316,15.6812,22.087,60.2986,16.2922666667
627.28,19.91225,63.5808666667,40.5907333333,47.9669166667,16.1102,20.2297114035,15.6934666667,22.1016666667,60.2962,16.3358777778
627.61,19.92485,63.5784,40.5977333333,48.0105,16.1583333333,20.2440997807,15.7328666666,22.1358,60.3072,16.3625555556
627.94,19.9392666667,63.5051333334,40.5518,47.9241666667,16.1696666666,20.2177932018,15.723,22.1412,60.272,16.3395555555
628.27,19.9287,63.5838666667,40.6264666667,48.0215,16.1511333333,20.2326960527,15.7292,22.1468,60.3641333333,16.3244444445
628.61,19.90255,63.5796,40.6426,48.0408333333,16.1554,20.2403107456,15.6882666666,22.1213333333,60.408,16.2892777778
628.94,19.8669833333,63.5997333333,40.6727333333,48.1046666666,16.1486,20.2392122807,15.6874666667,22.0729333333,60.4462,16.2750555555
629.27,19.8533333333,63.6194,40.6738,48.14575,16.1387333333,20.2099780702,15.6762,22.0728,60.4463333333,16.2998555556
629.60,19.83265,63.6523333333,40.7287333333,48.1625833333,16.1062666667,20.2475905702,15.6924,22.131,60.4754666667,16.3133222222
629.94,19.78875,63.5975333333,40.6504666667,48.1096666666,16.0580666667,20.211841886,15.6346,22.1044666667,60.4239333333,16.2840333333
630.27,19.74395,63.4997333333,40.5747333333,48.0180833333,16.0026666667,20.1766971491,15.5568,22.029,60.3424666667,16.2191666667
630.60,19.6586333333,63.4062,40.5827333333,47.9280833333,15.9808,20.1552927632,15.5406666667,21.9938,60.3122666666,16.1976777778
630.93,19.63595,63.3458,40.5862666667,47.938,15.9401333333,20.1011076754,15.5117333333,21.9495333333,60.3099333334,16.1560666667
631.26,19.6442166667,63.3504,40.5900666667,47.9748333333,15.9057333333,20.0967945176,15.482,21.9616666667,60.3282666667,16.1306777778
631.60,19.7172833333,63.5406666666,40.7076666667,48.1460833333,15.9777333333,20.1877973684,15.6010666667,22.0562666667,60.4971333333,16.2213888889
631.93,19.7346,63.5042,40.6720666667,48.0859166667,16.0120666667,20.1786524123,15.5918666667,22.0466,60.4588,16.2412444444
632.26,19.7847666667,63.5671333334,40.7277333333,48.135,16.0262,20.2396475877,15.6056,22.1190666667,60.4857333333,16.2861333333
632.59,19.8664666667,63.6060666667,40.8004666667,48.1319166666,16.0501333333,20.2904559211,15.6756666667,22.231,60.5258,16.3699888889
632.92,19.8874833333,63.5491333333,40.7836666666,48.0365833333,16.0490666667,20.3206855263,15.6814666667,22.2312666667,60.4713333333,16.3625666667
633.26,19.8927166666,63.5512666667,40.7746,48.0493333333,16.0170666667,20.2817346491,15.6669333333,22.1686666667,60.4612666667,16.3088888889
633.59,19.9158,63.6232666667,40.8402,48.1650833333,16.0138,20.2947019737,15.6864,22.1894,60.5054666667,16.3438888889
633.92,19.8903166667,63.5615333333,40.798,48.1104166666,16.0058666667,20.2829451754,15.7262666667,22.2092,60.3683333333,16.3593888889
634.25,19.9994666667,63.636,40.8396,48.1715833334,16.0434666667,20.3118118421,15.7614666667,22.2399333333,60.4162,16.3790555556
634.58,19.99315,63.6096,40.7964,48.0959166666,16.0168,20.3168932017,15.7342,22.2386,60.3708,16.3982333333
634.91,19.9974,63.5718666667,40.8006666667,48.1289166667,16.0258,20.3237291667,15.7724666667,22.2519333334,60.3389333333,16.4398777778
635.25,19.9923,63.5227333333,40.8296666667,48.1125,15.9874,20.3653850877,15.7680666667,22.2191333333,60.2738666667,16.4731
635.58,19.9909833333,63.4898,40.7744,48.0946666666,15.9372,20.329889693,15.7240666666,22.2070666667,60.2256666666,16.4482111111
635.91,19.9892166667,63.4895333333,40.7572666667,48.1218333333,15.9296666667,20.3089074561,15.7250666667,22.2042666667,60.2312,16.4551888889
636.24,19.9558,63.4426,40.7196,48.0654166667,15.9265333333,20.2699046053,15.7047333333,22.1642666667,60.1569333333,16.3978444444
636.57,20.0203166667,63.5686,40.8178,48.2174166667,16.0068666667,20.3255596491,15.7642666667,22.2782,60.313,16.5000111111
636.90,20.03625,63.5638,40.8172666667,48.2619166667,16.0700666667,20.3591157895,15.7837333333,22.3362666667,60.3616666667,16.5672222222
637.23,20.0874333333,63.6369333333,40.8502,48.314,16.1438666666,20.3910489035,15.8262666666,22.3904,60.4444,16.6191333333
637.56,20.1051166667,63.6016666667,40.87,48.34225,16.1332,20.3853458333,15.8108666667,22.4019333333,60.4777333333,16.6494888889
637.90,20.1076666667,63.6987333333,40.9352,48.4034166667,16.147,20.4094730263,15.8336666666,22.4772666667,60.5471333333,16.6875888889
638.23,20.2176166667,63.8090666667,41.0264666667,48.5154166667,16.2126,20.4909923246,15.9057333333,22.5325333333,60.6604,16.7116333333
638.56,20.1724833333,63.7962666666,40.9694666667,48.3541666667,16.1578666667,20.4193546053,15.8295333333,22.4371333333,60.6706,16.6615
638.89,20.2365333333,63.8342666667,40.9691333333,48.3289166667,16.245,20.4355010965,15.8477333333,22.4782666667,60.7148,16.661
639.22,20.30825,63.9500666667,41.0695333333,48.3686666667,16.3155333333,20.5258333333,15.9322666667,22.5590666667,60.782,16.7663555556
639.55,20.3912333333,64.0210666667,41.1554,48.3359166667,16.3426,20.5776844298,16.0185333333,22.6088,60.7875333334,16.8559333333
639.88,20.4614833333,64.2245333333,41.2733333333,48.4825,16.4121333333,20.6816377193,16.0773333333,22.7146,61.0063333333,16.9511
640.21,20.3868666667,64.1007333333,41.1927333333,48.4178333333,16.3336666667,20.6513800439,16.0472,22.5998666667,60.8967333333,16.8587444445
640.54,20.4367,64.1244,41.1908666667,48.3991666667,16.3228,20.6728302632,16.0655333333,22.6482666666,60.8096666667,16.8660777778
640.87,20.4656333333,63.9946,41.1799333333,48.3375833333,16.3224,20.7114947368,16.0858,22.6383333333,60.7062666667,16.8414222222
641.20,20.5204,64.0668,41.2053333333,48.3680833333,16.3828,20.7493655702,16.1351333333,22.6684666667,60.7748666667,16.8540777778
641.53,20.5142333333,64.0335333333,41.1548666667,48.3456666666,16.3831333333,20.7539429825,16.1246666667,22.6732,60.7222,16.8470222222
641.87,20.5170833333,64.0855333333,41.1983333334,48.39775,16.42,20.7820537281,16.1822666667,22.7452,60.7280666667,16.9096333333
642.20,20.56155,64.1586,41.2735333333,48.528,16.462,20.8361462719,16.2033333333,22.8615333333,60.7534,16.9575222222
642.53,20.4905833333,64.1015333333,41.2516666667,48.57675,16.3974666667,20.7615388158,16.1859333333,22.8172666666,60.7682666667,16.9453777778
642.86,20.50185,64.092,41.2738666667,48.6451666666,16.4167333333,20.7439846491,16.2129333333,22.8324666667,60.7994,16.9619333333
643.19,20.5066,64.1169333333,41.2845333333,48.74325,16.4486,20.7789967105,16.1928,22.8396,60.895,16.9712111111
643.52,20.5011833333,63.9788666667,41.2018,48.70325,16.4644666667,20.7787190789,16.2102,22.8488666667,60.7427333333,16.9636888889
