wavelength,Back_CamParf,Belly_CamParf,Breast_CamParf,Crissum_CamParf,Crown_CamParf,DorTail_CamParf,Rump_CamParf,Throat_CamParf,WingTip_CamParf
346.35,6.86775555555,13.6450666667,9.17399999999,12.3707333333,4.95086666667,5.5978,7.01247916667,9.47979466666,6.7558
346.72,6.8234,13.7254,9.17580000001,12.4276,4.8474,5.55646666667,7.01899166667,9.5514,6.74826666667
347.08,6.80006666667,13.6991333333,9.24956666667,12.4924,4.81353333333,5.5024,7.06465833333,9.527352,6.81433333333
347.45,6.79291111111,13.7324666667,9.28569999999,12.5641,4.77486666667,5.4084,7.01752083333,9.61765333333,6.8338
347.81,6.98411111112,13.8252666667,9.42763333333,12.725,4.90346666667,5.44113333333,7.10599583333,9.71395466667,6.98033333333
348.18,6.99151111111,13.9800666667,9.45633333333,12.7656,4.917,5.4888,7.09370416667,9.78375199999,7.0258
348.54,6.93828888889,14.0522,9.50123333334,12.8877333333,4.96253333333,5.47306666667,7.1000625,9.87795199999,7.05186666667
348.91,7.0166,14.1685333333,9.51273333332,13.0924333333,4.95906666667,5.4552,7.1174,9.955344,7.03493333333
349.27,7.00597777777,14.2668,9.55126666667,13.2131333333,5.0074,5.36826666667,7.136775,9.99546399999,7.0116
349.64,7.17364444445,14.4516666667,9.7064,13.3681,5.226,5.5016,7.20023333333,10.1394853333,7.12653333333
350.00,7.21144444445,14.5931333334,9.8155,13.4639,5.26473333333,5.479,7.2133625,10.242128,7.14106666667
350.37,7.27153333334,14.6884666667,9.96906666666,13.6468333333,5.39973333333,5.56166666667,7.33970833333,10.387664,7.21753333333
350.73,7.09700000001,14.5389333333,9.73153333334,13.474,5.19593333334,5.27693333333,7.12769583333,10.1791573333,6.98646666667
351.10,7.30977777779,14.8172666667,9.91416666668,13.6979333333,5.4186,5.46966666667,7.33086666667,10.368456,7.1522
351.46,7.40184444444,14.9380666667,9.91886666666,13.7804666667,5.56046666667,5.62826666667,7.39074583333,10.3685093333,7.19666666667
351.83,7.44913333333,15.08,10.0239666667,13.8698666667,5.60226666667,5.6748,7.43287083333,10.4112426667,7.1872
352.19,7.35264444445,14.9568,9.98716666668,13.8524333333,5.5554,5.52573333333,7.32889583334,10.2588613333,7.0416
352.55,7.37935555556,15.0546,10.0557666667,13.8966666667,5.56553333333,5.49173333333,7.37772083333,10.2794613333,7.02626666667
352.92,7.35528888889,15.0263333333,10.1029333333,13.9152333333,5.5718,5.5716,7.3575125,10.341424,7.05393333333
353.28,7.62466666666,15.3421333333,10.3995333333,14.2420666667,5.8306,5.87073333333,7.57240416667,10.582568,7.41433333333
353.65,7.54604444445,15.3480666667,10.3429333333,14.1933666667,5.73206666667,5.74346666667,7.515475,10.5493706667,7.32
354.01,7.68660000001,15.3813333333,10.3905333333,14.2898,5.80153333333,5.89046666667,7.54584583333,10.5735653333,7.41966666667
354.38,7.77193333333,15.5460666667,10.4702666667,14.3871,5.89633333333,5.9426,7.64968333333,10.6453386667,7.60326666667
354.74,7.92868888888,15.7738,10.6589333333,14.5970333333,6.12573333333,6.23453333333,7.82537083333,10.806968,7.78926666667
355.11,7.74793333333,15.6816,10.5839666667,14.5149666667,6.02593333333,6.11113333333,7.65425416667,10.6564853333,7.64193333334
355.47,7.47988888889,15.491,10.404,14.3221,5.75746666666,5.80026666667,7.37382083333,10.4839306667,7.36206666667
355.83,7.36086666666,15.5178666667,10.3303333333,14.3115,5.72313333333,5.79046666667,7.32444583333,10.458456,7.29346666667
356.20,7.48073333333,15.7156,10.4506333333,14.4824333333,5.75126666667,5.8604,7.3889125,10.573184,7.35933333333
356.56,7.47795555555,15.7988,10.4655666667,14.4848333333,5.73386666666,5.84886666667,7.30324166667,10.5933333333,7.36046666667
356.93,7.54064444446,15.8928,10.5223,14.5644333333,5.7986,5.895,7.32448333333,10.6409333333,7.40046666667
357.29,7.48637777778,15.8434,10.4838,14.4663666667,5.72533333333,5.8186,7.2546125,10.621704,7.25386666667
357.66,7.49917777778,15.9636,10.5011,14.5456666667,5.731,5.861,7.29144583333,10.6934026667,7.26033333333
358.02,7.49935555555,16.1401333333,10.5817,14.6572,5.7976,5.88646666667,7.3805125,10.7869493333,7.2886
358.38,7.47435555555,16.1082,10.5462666667,14.6488333333,5.7564,5.83753333333,7.30513333333,10.753368,7.16086666666
358.75,7.37384444445,16.0644666667,10.4987333333,14.5919333333,5.67953333333,5.69553333333,7.23502083333,10.7095973333,7.1316
359.11,7.48111111112,16.2123333333,10.6401,14.6834333333,5.75553333334,5.74846666667,7.30925416667,10.8963973333,7.21293333333
359.48,7.65675555555,16.4094666667,10.8614333333,14.9063333333,5.93086666667,5.942,7.51895833333,11.0372213333,7.39226666667
359.84,7.71102222223,16.5353333333,10.9945,15.0582,6.00713333334,5.95406666667,7.56922083333,11.1381973333,7.4392
360.20,7.71359999999,16.5414,11.0251,15.0898666667,6.03666666667,6.01566666667,7.62406666667,11.2132346667,7.46393333333
360.57,7.78886666667,16.6490666667,11.1207666667,15.2634666667,6.1336,6.15266666667,7.76337083333,11.3316106667,7.55913333333
360.93,7.85626666667,16.7994666667,11.2140666667,15.4180666667,6.22713333333,6.2058,7.90736666667,11.4686533333,7.6834
361.29,7.80186666667,16.8244666667,11.2225,15.4791,6.2276,6.20933333333,7.9076625,11.4805573333,7.67326666667
361.66,7.88524444445,16.8970666667,11.3338333333,15.6261333333,6.32326666667,6.2596,7.98315833334,11.5725546667,7.76886666667
362.02,7.87164444445,16.9171333333,11.3574,15.6614,6.31953333333,6.2372,7.98731666667,11.5552053333,7.77086666667
362.39,8.00566666667,17.0575333333,11.5488333333,15.8134,6.4408,6.36606666667,8.11151666666,11.6911306667,7.90593333333
362.75,8.09171111111,17.1534666667,11.6726666667,15.9433,6.5302,6.48493333333,8.19767916667,11.8188933333,7.97113333334
363.11,8.12895555555,17.2563333333,11.6879,16.0335,6.53493333333,6.5144,8.24280416667,11.8669093333,8.01
363.48,8.22039999999,17.4146666667,11.8310333333,16.1532333333,6.63553333333,6.60293333334,8.3125625,12.0149066667,8.0994
363.84,8.35399999999,17.4785333333,11.9183333333,16.2539333333,6.72273333333,6.70946666667,8.42359166667,12.144936,8.20926666667
364.20,8.43786666667,17.6272,12.0022666667,16.3749333333,6.84593333333,6.7714,8.50524166667,12.2680266666,8.31986666667
364.57,8.45006666666,17.6566666667,12.0375666667,16.4430666667,6.89266666667,6.82366666667,8.51010000001,12.3343306667,8.3272
364.93,8.35622222223,17.6203333333,11.9825333333,16.4062333333,6.84646666667,6.77566666667,8.39035416667,12.2424426667,8.22973333333
365.29,8.28399999999,17.5366666667,11.9035333333,16.3518333333,6.74206666667,6.6654,8.2985125,12.1622053333,8.14553333333
365.66,8.3372,17.6747333333,12.0183,16.4659333333,6.7962,6.7358,8.36878333334,12.2231946667,8.19806666667
366.02,8.17602222221,17.5723333334,11.9577666667,16.3685,6.69733333333,6.60093333333,8.24875,12.2260666667,8.05326666667
366.38,8.10824444445,17.6034,11.9063666667,16.3542666667,6.6602,6.5848,8.19549166667,12.2329413333,8.00593333334
366.75,7.91662222221,17.4613333333,11.7504333333,16.2360333333,6.4516,6.35846666667,7.973975,12.045992,7.76966666667
367.11,7.87393333333,17.4412666667,11.7516666667,16.2764,6.42293333333,6.31373333333,7.9767,12.0424373333,7.726
367.47,7.8542,17.4694666667,11.7456666667,16.3141333333,6.44833333333,6.34346666667,8.02467916667,12.0739333333,7.74833333333
367.84,7.79542222221,17.4559333333,11.7628666667,16.3195333333,6.41433333333,6.34113333333,8.00071666667,12.0163146667,7.69553333333
368.20,7.79753333333,17.5304666667,11.8772,16.4187666667,6.3852,6.32206666667,7.99947916667,12.0790533333,7.69413333333
368.56,7.89375555554,17.6765333333,12.0243666667,16.5079666667,6.44186666667,6.3836,8.05219583333,12.1434986667,7.773
368.93,7.96160000001,17.7832666667,12.1362,16.5692666667,6.49146666667,6.47193333333,8.15586666667,12.2439893333,7.80433333333
369.29,8.00486666666,17.9646666667,12.1816333333,16.6885333333,6.52966666667,6.51386666667,8.2200625,12.285896,7.82633333333
369.65,7.86355555556,17.8998,12.0615,16.5928,6.39866666667,6.426,8.11797083333,12.2108266667,7.71646666667
370.01,7.88193333334,17.9748,12.0262333333,16.6598666667,6.40286666667,6.46086666667,8.12545,12.1546586667,7.74686666667
370.38,7.80088888889,17.9896,12.0031333333,16.6711,6.31973333333,6.3792,8.13849583333,12.1485306667,7.71966666667
370.74,8.02579999999,18.3078,12.203,16.9382,6.52826666667,6.65626666667,8.39836250001,12.3723733333,7.96493333333
371.10,8.08631111111,18.3948,12.2898333333,17.0502666667,6.63186666667,6.82866666667,8.47036250001,12.4867813333,8.046
371.46,8.07651111111,18.413,12.2823333333,17.1315333333,6.599,6.84953333333,8.45832083333,12.5359333333,8.04866666667
371.83,8.08182222222,18.4776666667,12.3310333333,17.1362,6.57406666667,6.81766666667,8.41836250001,12.5807546667,8.04646666667
372.19,7.92962222221,18.4076,12.1847666667,17.0093,6.4644,6.7172,8.29126666667,12.4528906667,7.8908
372.55,7.69708888889,18.2488666667,11.9725,16.8515666667,6.2804,6.46326666667,8.20244583333,12.3018773333,7.67766666667
372.92,7.63026666667,18.2546,11.9571333333,16.8482333333,6.182,6.37006666667,8.11899166667,12.2867626667,7.59813333333
373.28,7.74022222222,18.4073333333,12.1632666667,17.0156,6.33406666667,6.53133333333,8.27174166667,12.458664,7.7656
373.64,7.82708888889,18.5414666667,12.2926,17.1301666667,6.43253333333,6.56306666667,8.37014166668,12.5810133333,7.7902
374.00,7.98513333334,18.7315333333,12.487,17.2913666667,6.5872,6.70446666667,8.508025,12.795656,7.87706666667
374.37,8.06326666667,18.8441333333,12.5686,17.394,6.63246666667,6.8186,8.55246249999,12.8879733333,7.9022
374.73,7.98228888888,18.8142,12.5580333333,17.3704,6.61826666667,6.77086666667,8.52060000001,12.8978986667,7.8478
375.09,7.96684444444,18.8295333333,12.5583666667,17.3537,6.60266666667,6.65553333333,8.46397083333,12.8551893333,7.77633333333
375.45,7.88502222223,18.8018666667,12.4646666667,17.2297666667,6.494,6.512,8.33637083334,12.740232,7.63953333333
375.81,7.9074,18.88,12.4740333333,17.3063333333,6.55466666667,6.57733333333,8.42471666667,12.8370746667,7.69286666667
376.18,8.08535555555,19.0806,12.6183333333,17.4803333333,6.7286,6.751,8.59998750001,13.0085626667,7.82413333333
376.54,8.18833333333,19.2184,12.7627666667,17.6136,6.76873333333,6.8538,8.62351666667,13.12024,7.9002
376.90,8.18457777779,19.2333333333,12.7425333333,17.6212,6.80446666667,6.87093333333,8.61974583334,13.0962906667,7.85693333333
377.26,8.12515555556,19.2132666667,12.6909,17.5782333333,6.75573333333,6.78613333333,8.56708333334,13.0413093333,7.77266666667
377.63,8.08408888889,19.2083333333,12.6521333333,17.5465666667,6.7064,6.74133333333,8.52413333333,12.98088,7.74726666667
377.99,8.07215555555,19.2626666667,12.6847666667,17.5985666667,6.6964,6.74686666667,8.55558333334,12.99304,7.76966666667
378.35,8.06966666666,19.2659333333,12.6861333333,17.6043333333,6.7136,6.7118,8.58797083333,12.9894133333,7.763
378.71,8.05411111111,19.2857333333,12.6755333333,17.6111333333,6.66153333333,6.68613333333,8.57171666667,12.9777226667,7.7214
379.07,8.01417777777,19.3388,12.6571,17.6208333333,6.60006666667,6.65086666667,8.55108333333,12.9731066667,7.69753333334
379.44,8.06724444445,19.4454,12.7756,17.7249,6.66046666667,6.71526666667,8.666475,13.0661386667,7.7652
379.80,8.06975555555,19.4911333333,12.7970333333,17.7983666667,6.6466,6.71233333333,8.70383333333,13.066264,7.7716
380.16,7.92135555556,19.4111333333,12.7034666667,17.7217666667,6.503,6.5286,8.56622083333,12.9686933333,7.63846666667
380.52,7.91244444444,19.4217333333,12.6838,17.7156333333,6.53013333333,6.5244,8.57120416667,12.988208,7.63706666667
380.88,7.96406666666,19.5350666667,12.7623666667,17.8246666667,6.53426666667,6.54406666667,8.64769166666,13.0548426667,7.68213333333
381.24,7.95946666666,19.5863333333,12.751,17.8264666667,6.46673333333,6.53513333333,8.63900416667,13.0979253333,7.64933333333
381.61,7.98833333334,19.6315333334,12.8122666667,17.8792666667,6.46906666667,6.58386666667,8.65594583333,13.153688,7.63093333333
381.97,7.84457777777,19.5551333333,12.6737666667,17.7554,6.29813333333,6.43253333333,8.49697499999,13.048056,7.46746666667
382.33,7.82577777777,19.6362,12.6774,17.8037333333,6.2854,6.40346666667,8.45478750001,13.068344,7.4382
382.69,7.84720000001,19.7560666667,12.7552666667,17.8299,6.269,6.3796,8.46306666666,13.1154826667,7.42733333333
383.05,7.79784444444,19.7211333333,12.6948666667,17.7976333333,6.21546666667,6.32566666667,8.44624583334,13.05428,7.34693333333
383.41,7.76568888889,19.7603333333,12.6925333333,17.7974333333,6.18366666667,6.28853333333,8.42440000001,13.021744,7.29786666667
383.77,7.71419999999,19.8048666667,12.5994333333,17.7566,6.09726666667,6.22873333333,8.33785416667,12.96976,7.23266666667
384.14,7.76477777778,19.878,12.6413,17.8476,6.1136,6.27146666667,8.38909583333,13.0159546667,7.27486666667
384.50,7.79157777778,19.9905333333,12.6969,17.9428333333,6.14706666667,6.27613333333,8.43587083334,13.03896,7.2996
384.86,7.80722222222,20.0578,12.733,17.9815666667,6.17526666667,6.23506666667,8.45771249999,13.09292,7.33426666667
385.22,7.87286666667,20.1521333333,12.8158,18.1213333333,6.2572,6.30386666667,8.5025125,13.155912,7.38893333333
385.58,7.84708888889,20.2201333333,12.7757333333,18.1750666667,6.24813333333,6.2706,8.49855000001,13.136456,7.3832
385.94,7.99935555555,20.3998666667,12.8989666667,18.2988333333,6.3858,6.38986666667,8.66552916667,13.2784586667,7.53166666667
386.30,7.99337777778,20.4138,12.8774666667,18.2963333333,6.36266666667,6.38093333333,8.64768333333,13.2493653333,7.4888
386.66,8.01068888889,20.4848,12.8804,18.3950333333,6.40646666667,6.40033333333,8.65741666667,13.2705066666,7.48366666667
387.03,8.11008888889,20.6255333333,13.0292,18.4812,6.4828,6.45753333333,8.71656249999,13.3891386667,7.57126666666
387.39,8.19986666666,20.7669333333,13.0845666667,18.6274666667,6.55313333333,6.4872,8.77960833333,13.4827653333,7.63093333333
387.75,8.21633333334,20.8297333333,13.187,18.6838666667,6.6026,6.46533333333,8.79696250001,13.504088,7.62346666667
388.11,8.17546666666,20.8645333333,13.1820666667,18.6715333333,6.55506666667,6.44226666667,8.758375,13.4875813333,7.557
388.47,8.16082222222,20.9394,13.1979,18.6839333333,6.511,6.4226,8.73805416667,13.5152346667,7.4954
388.83,8.18748888888,21.0204666667,13.2191666667,18.7464,6.53746666667,6.4462,8.74721666667,13.5338613333,7.4972
389.19,8.18384444444,21.0915333333,13.2398,18.7873,6.5262,6.4052,8.74098333332,13.5502826667,7.4672
389.55,8.28379999999,21.1704666667,13.3461,18.8675666666,6.6094,6.47166666667,8.82730000001,13.6756853333,7.55246666667
389.91,8.24779999999,21.1647333334,13.3071,18.9028,6.55446666667,6.4036,8.74661666667,13.6121706667,7.491
390.27,8.28495555556,21.2803333333,13.3949,18.9903333333,6.59073333333,6.4286,8.79589999999,13.6732853333,7.54526666667
390.63,8.23133333333,21.288,13.3385666667,18.9719,6.51393333333,6.35513333333,8.72901666667,13.6124053333,7.4748
391.00,8.25926666666,21.3835333333,13.378,19.0862,6.53466666667,6.39,8.76600000001,13.681824,7.49833333333
391.36,8.19866666667,21.3712,13.3248666667,19.0826,6.4806,6.34366666667,8.70397916667,13.6364746667,7.43373333333
391.72,8.27684444445,21.4786666667,13.4072333333,19.1815666667,6.5252,6.3846,8.75422083335,13.7247306667,7.46286666667
392.08,8.401,21.6034666667,13.5164333333,19.3213,6.61793333333,6.45873333333,8.83365416666,13.8104106667,7.56113333333
392.44,8.43144444445,21.6228,13.5284,19.3784333333,6.6486,6.475,8.84129583333,13.8027973333,7.58393333333
392.80,8.42491111111,21.6372,13.5562666667,19.4025,6.6636,6.49306666667,8.8257625,13.7857706667,7.59733333333
393.16,8.44488888888,21.6721333334,13.565,19.4028666667,6.69233333333,6.4914,8.85220833333,13.795,7.61213333333
393.52,8.42357777779,21.7471333333,13.5736,19.4466333333,6.687,6.48086666666,8.829475,13.7879253333,7.57013333334
393.88,8.45768888888,21.8227333333,13.6582,19.5261,6.7174,6.52613333333,8.86625416666,13.822752,7.5886
394.24,8.45626666666,21.8728,13.6772,19.5777666667,6.72326666667,6.5306,8.85951666667,13.8088213333,7.5958
394.60,8.59348888889,22.0268666667,13.8439333333,19.7184,6.88913333333,6.66086666667,8.99353333333,13.9662266667,7.74493333333
394.96,8.61517777779,22.0994666667,13.8826666667,19.8011333333,6.9262,6.66566666666,8.99986250001,13.9721786667,7.75806666667
395.32,8.69746666666,22.1818666667,14.0022333333,19.8781,6.99513333333,6.73,9.06675,14.0433333333,7.83786666667
395.68,8.6646,22.2190666667,13.9807666667,19.9210333333,6.96226666667,6.74373333333,9.07978750001,14.035336,7.84093333333
396.04,8.64264444445,22.2656666667,13.9627,19.9218,6.9906,6.75273333333,9.08658749999,14.0405093333,7.838
396.40,8.65502222222,22.3605333333,13.9816666667,19.9831666667,6.9742,6.73006666667,9.08894166667,14.0540613333,7.86466666667
396.76,8.70048888888,22.4875333333,14.0284666667,20.0556666667,6.96453333333,6.74066666667,9.11452916667,14.12468,7.87166666667
397.12,8.71186666667,22.5369333333,14.0584,20.1359666667,6.9582,6.7508,9.10264999999,14.142568,7.899
397.48,8.74328888889,22.5702,14.1009666667,20.1697333333,6.9808,6.72953333333,9.10326249999,14.1386666667,7.899
397.84,8.71128888888,22.6255333333,14.0868333333,20.2186333333,6.97926666667,6.68793333333,9.08506666667,14.1459173333,7.89386666666
398.20,8.70746666667,22.6666666667,14.0785333333,20.2350666667,6.98846666667,6.651,9.06747083333,14.1650053333,7.85633333333
398.56,8.69737777777,22.7092,14.0781,20.2972333333,6.9794,6.6258,9.07078333332,14.15924,7.84266666667
398.92,8.68799999999,22.7573333333,14.0804,20.3367333333,6.97466666667,6.62866666667,9.05447499999,14.141152,7.8224
399.28,8.69095555555,22.8380666667,14.1116333333,20.4326,6.9978,6.655,9.05354166667,14.1725386667,7.81446666666
399.64,8.72464444444,22.8759333333,14.1325666667,20.4682666667,7.05073333333,6.66473333333,9.04238749999,14.170904,7.83773333333
400.00,8.80982222222,23.0431333333,14.2694333333,20.6380666667,7.10473333333,6.71993333333,9.11533333332,14.2630666667,7.9106
400.36,8.82528888889,23.0706666667,14.3054,20.7008666667,7.17193333333,6.78186666667,9.15028333334,14.3021786667,7.91193333333
400.72,8.78362222222,23.0866,14.2939,20.7436333333,7.15253333333,6.7672,9.14582083333,14.28428,7.87986666667
401.08,8.79639999999,23.1952666667,14.3338,20.8211666667,7.14966666667,6.75453333333,9.16084166666,14.3026773333,7.85566666667
401.44,8.77526666666,23.2238666666,14.3374,20.89,7.11866666667,6.72333333333,9.14809166667,14.3209653333,7.85633333333
401.80,8.82482222223,23.2868,14.4210333333,20.9602333334,7.15353333333,6.7404,9.18095416666,14.373648,7.87
402.16,8.85564444445,23.383,14.4813666667,21.0589333333,7.15633333333,6.7626,9.20081250001,14.446504,7.8806
402.52,8.88566666666,23.4227333333,14.5332666667,21.1239,7.1594,6.76146666667,9.20811666666,14.4663733333,7.9238
402.88,8.89126666667,23.4718666667,14.5413666667,21.1667,7.1464,6.75526666667,9.22345416667,14.504552,7.9242
403.24,8.90144444445,23.516,14.5767,21.1887,7.14253333333,6.75173333333,9.25111666667,14.5224426667,7.92693333334
403.60,8.85704444445,23.5449333333,14.5787666667,21.2148333333,7.0932,6.681,9.22585833333,14.5105573333,7.87333333333
403.95,8.81195555556,23.497,14.5457666667,21.2107,7.05186666667,6.6276,9.16239166666,14.4502186667,7.8278
404.31,8.82524444444,23.5426,14.5819333333,21.2727666667,7.05413333333,6.6262,9.16861250001,14.4642293333,7.85753333333
404.67,8.93235555555,23.6551333333,14.711,21.3806666667,7.1604,6.72826666667,9.26681666668,14.594624,7.96
405.03,8.97902222222,23.7345333333,14.7741666667,21.4700666667,7.2184,6.79466666667,9.31030416666,14.6607706667,8.0218
405.39,9.03035555555,23.8416666667,14.8606333333,21.5672666667,7.31026666667,6.8866,9.38655000001,14.7368906667,8.10006666667
405.75,9.07733333334,23.9430666667,14.9255333333,21.6461666667,7.3626,6.95733333333,9.45923333333,14.799488,8.1572
406.11,9.15471111112,24.0041333333,15.003,21.7545,7.43833333333,7.03253333333,9.53334583332,14.8478293333,8.22673333333
406.47,9.14708888889,24.0397333333,14.9884666667,21.7733333333,7.43813333333,7.0414,9.53299583333,14.863632,8.18226666667
406.83,9.18442222223,24.1197333333,15.0475333333,21.8385333333,7.47373333333,7.08153333333,9.56222500001,14.9166053333,8.22446666667
407.19,9.17431111111,24.1734666667,15.0566,21.9171666667,7.47646666667,7.05593333333,9.54611250001,14.95804,8.23986666667
407.55,9.22595555555,24.2717333333,15.1291333333,22.0071666667,7.54413333333,7.10826666667,9.59877916667,15.0382533333,8.3118
407.90,9.23680000001,24.3604666667,15.1813666667,22.0916333333,7.60233333333,7.16833333333,9.66408749999,15.1317706667,8.35473333333
408.26,9.25297777779,24.4383333333,15.2420333333,22.1497,7.63246666667,7.20286666667,9.70045833333,15.185368,8.37006666667
408.62,9.16488888889,24.4366,15.1850333333,22.1554333333,7.56773333333,7.11486666667,9.63046666666,15.1393493333,8.29266666667
408.98,9.15746666666,24.4490666667,15.1883333333,22.1712333333,7.55653333333,7.09653333333,9.63415833332,15.1330106667,8.29326666667
409.34,9.15097777777,24.4940666667,15.169,22.1823333333,7.50533333334,7.0702,9.60254583333,15.13072,8.24666666667
409.70,9.11233333334,24.5403333333,15.1525666667,22.2452666666,7.48406666667,7.054,9.5590125,15.143512,8.20526666667
410.06,9.07535555555,24.5864666667,15.1336333333,22.2771666667,7.45846666667,7.0144,9.51985000001,15.133704,8.18153333333
410.42,9.04477777778,24.6485333333,15.1640666667,22.3355666667,7.45066666667,7.004,9.52227083333,15.1258,8.18613333333
410.77,9.01786666666,24.6484666667,15.1623,22.3523333333,7.43606666667,6.9846,9.53174583334,15.0920213333,8.16986666667
411.13,9.01062222222,24.6900666667,15.1612,22.3583,7.44386666667,6.984,9.52472916667,15.090984,8.14173333333
411.49,8.95157777777,24.6965333333,15.1414666667,22.3965,7.3764,6.97346666667,9.48649583333,15.0681866667,8.07366666667
411.85,8.96197777778,24.7748666666,15.1685666667,22.4405333333,7.3608,6.977,9.48697916665,15.060688,8.07186666667
412.21,8.97577777778,24.8242,15.1992666667,22.5207333333,7.36626666667,7.0044,9.4886,15.1010906667,8.06853333333
412.57,8.98528888889,24.8340666666,15.1998333333,22.5755666667,7.3648,7.02206666667,9.47708749999,15.093048,8.07426666667
412.92,8.93562222221,24.8687333333,15.1930666667,22.5715,7.34673333333,7.00366666667,9.45306666665,15.1024,8.044
413.28,8.90973333333,24.8884666666,15.2025333333,22.6186333333,7.34413333333,6.99933333333,9.4492,15.1054666667,8.0456
413.64,8.93753333333,24.9433333333,15.2311,22.6592,7.3528,6.9964,9.4756375,15.1228026667,8.0942
414.00,8.90731111111,24.9732,15.2407333333,22.6553,7.33486666667,6.98546666667,9.48933333335,15.137536,8.08546666667
414.36,9.00019999999,25.0668666667,15.3558333333,22.7856,7.41293333333,7.0628,9.55417499999,15.2504613333,8.17026666667
414.72,9.04057777779,25.1313333333,15.4234,22.8771666667,7.47033333333,7.1088,9.58323750001,15.336936,8.21966666667
415.07,9.08617777777,25.2006,15.4782666667,22.9785666667,7.49793333333,7.1848,9.65179166668,15.404976,8.29026666667
415.43,9.13944444446,25.2971333333,15.5425,23.0384666667,7.56373333333,7.2406,9.71348333333,15.482856,8.36653333334
415.79,9.11748888888,25.3036,15.5242,23.0227333333,7.5384,7.1906,9.68759166666,15.4993786667,8.34566666667
416.15,9.09506666666,25.3354,15.5181666667,23.0385333333,7.5346,7.17113333333,9.70080000001,15.4971173333,8.34766666667
416.51,9.06166666667,25.3728,15.5111,23.0119333333,7.5106,7.143,9.70414166666,15.483168,8.3192
416.86,9.05364444445,25.3879333333,15.5210333333,23.0272666667,7.4964,7.15106666667,9.69949583333,15.48548,8.308
417.22,9.03415555555,25.413,15.52,23.0360333334,7.48453333333,7.15966666667,9.69161666667,15.4860453334,8.31086666667
417.58,8.99342222223,25.4150666667,15.5132,23.0272333333,7.46393333333,7.1542,9.68975,15.4751733333,8.27733333333
417.94,8.99237777777,25.4489333333,15.5113666667,23.0645,7.45806666667,7.16566666667,9.69461666667,15.4990666667,8.26926666667
418.29,8.93980000001,25.4208,15.4575,22.9942666667,7.4026,7.1476,9.65095416667,15.4420293333,8.22226666667
418.65,8.89473333333,25.4132666667,15.4108666667,22.9782333333,7.34346666667,7.1088,9.60836250001,15.3937813333,8.183
419.01,8.86495555556,25.4149333333,15.3952333333,22.9585333333,7.3262,7.07593333333,9.57584583335,15.3573733333,8.151
419.37,8.87128888889,25.4170666667,15.4074,22.9576666667,7.33506666667,7.08746666667,9.59207916668,15.3627546667,8.14973333333
419.73,8.86517777779,25.4267333333,15.3976666667,22.9827666667,7.333,7.09613333333,9.59354166665,15.3556053333,8.144
420.08,8.8646,25.4504,15.4192,22.9940333333,7.32546666667,7.1,9.59465,15.370472,8.1504
420.44,8.86515555555,25.4593333333,15.4279666667,23.014,7.3158,7.0942,9.59188333335,15.3758373333,8.15126666667
420.80,8.85402222221,25.4840666667,15.4173333333,23.0432,7.2926,7.07226666667,9.57404583333,15.3784213333,8.13166666667
421.16,8.87348888889,25.5166666667,15.4390333333,23.0821666667,7.305,7.0766,9.59014166666,15.40084,8.1336
421.51,8.86960000001,25.5243333334,15.4387666667,23.0989666667,7.2934,7.07326666667,9.57384166667,15.40352,8.13313333333
421.87,8.85835555555,25.5422666667,15.4505,23.1142666667,7.28446666667,7.06393333333,9.56162083333,15.4002666667,8.13113333333
422.23,8.85793333333,25.5715333333,15.4537333333,23.1558333333,7.2896,7.0644,9.57095,15.4206853333,8.1296
422.58,8.88037777779,25.6169333333,15.4814666667,23.1937666667,7.31033333333,7.0846,9.59557083335,15.4576853333,8.14466666667
422.94,8.88488888889,25.6515333333,15.5030333333,23.2254666667,7.3146,7.09646666667,9.60933333333,15.4828106667,8.15006666667
423.30,8.89457777777,25.7088666667,15.5083,23.2755666667,7.31966666667,7.0976,9.6059625,15.499816,8.1602
423.66,8.91971111112,25.7578,15.5476,23.3214,7.35246666667,7.12793333333,9.63642500001,15.5423066667,8.193
424.01,8.92597777778,25.79,15.548,23.365,7.35246666667,7.11713333333,9.64899166667,15.5526613333,8.1954
424.37,8.95271111111,25.8431333333,15.5807333333,23.4186666667,7.38766666667,7.1482,9.68081666666,15.5978986667,8.22573333334
424.73,8.98526666666,25.8944666667,15.6364666667,23.4918333333,7.4314,7.19786666667,9.72294999999,15.6462213333,8.26
425.08,8.96768888889,25.9139333334,15.6378333333,23.5102333333,7.42393333333,7.2072,9.72762500001,15.657344,8.26453333333
425.44,8.98024444445,25.9566,15.6662,23.561,7.4404,7.21266666667,9.74184583332,15.68776,8.27166666667
425.80,8.97742222221,25.9628666667,15.6524666667,23.5750333333,7.43726666667,7.2126,9.74271249999,15.693768,8.2656
426.16,9.01086666667,26.0232666667,15.6943,23.6376,7.47153333333,7.23546666667,9.78152499999,15.739968,8.30586666667
426.51,9.01651111112,26.0808,15.7269,23.6862666667,7.49266666667,7.24753333334,9.80489583335,15.7746613333,8.3118
426.87,9.03286666667,26.1613333333,15.7658666667,23.7655,7.5044,7.25566666667,9.83492500001,15.8182773333,8.33713333333
427.23,9.03260000001,26.1848666667,15.7830666667,23.8077666667,7.50413333333,7.2644,9.85435416667,15.83636,8.341
