wavelength,Back_OryCraf,Belly_OryCraf,Breast_OryCraf,Crissum_OryCraf,Crown_OryCraf,DorTail_OryCraf,Patch10_OryCraf,Rump_OryCraf,Throat_OryCraf,WingTip_OryCraf
522.79,9.22522222221,21.3607777778,14.3551111111,15.0323333333,10.423,7.99477777778,10.5478888889,9.63733333334,18.8995555556,8.47755555557
523.14,9.23555555557,21.3928333333,14.3944444445,15.052,10.4165555555,8.00588888889,10.5485555555,9.63111111112,18.9081111111,8.47688888889
523.48,9.22703703704,21.4094444444,14.408,15.0507777778,10.4097777778,8.01477777778,10.5474444445,9.61816666665,18.9328888889,8.47511111111
523.83,9.2194074074,21.4375555555,14.4113333333,15.0522222222,10.3908888889,7.98522222222,10.545,9.61022222221,18.9228888889,8.45388888888
524.17,9.20670370369,21.4175555556,14.4102222222,15.0355555556,10.3823333333,7.95877777778,10.5356666667,9.6065,18.9122222222,8.44211111111
524.52,9.19781481482,21.4196111111,14.4184444444,15.0162222222,10.3715555555,7.93388888889,10.5348888889,9.60761111112,18.9146666667,8.43755555557
524.87,9.23133333333,21.4217222222,14.4528888889,15.0296666667,10.3997777778,7.94133333333,10.5692222222,9.6511111111,18.9294444444,8.46800000001
525.21,9.223,21.3889444445,14.4115555556,15.0081111111,10.3676666667,7.91488888889,10.5511111111,9.63477777777,18.9131111111,8.43344444445
525.56,9.22207407408,21.386,14.4015555556,15.0218888889,10.3517777778,7.90344444444,10.5406666667,9.6228888889,18.9036666667,8.42277777778
525.90,9.20862962963,21.3907777778,14.3978888889,15.0182222222,10.3526666667,7.89522222222,10.5438888889,9.62822222223,18.9004444444,8.41288888888
526.25,9.208,21.4183888889,14.4187777778,15.0473333333,10.3613333333,7.89511111111,10.5516666667,9.63422222221,18.9285555555,8.41855555557
526.59,9.20596296296,21.4557222222,14.4113333333,15.0401111111,10.3522222222,7.89577777778,10.5537777778,9.63494444443,18.9483333333,8.39288888888
526.94,9.20544444444,21.4711111111,14.4192222222,15.0421111111,10.3501111111,7.86166666667,10.5572222222,9.6331111111,18.9584444445,8.38411111111
527.28,9.20014814815,21.4901111111,14.4382222222,15.0595555555,10.3377777778,7.85022222222,10.5527777778,9.62105555556,18.9726666667,8.3721111111
527.63,9.20629629629,21.5319444445,14.4717777778,15.0916666667,10.3607777778,7.85877777778,10.5723333334,9.64205555554,19.0215555555,8.39644444444
527.97,9.18844444444,21.5447777778,14.4702222222,15.0992222222,10.3318888889,7.83922222222,10.5612222222,9.63044444444,19.0124444444,8.37322222222
528.32,9.17496296296,21.5768333333,14.4801111111,15.1265555556,10.3344444445,7.83688888889,10.5608888889,9.62038888888,19.0242222222,8.36022222223
528.66,9.15603703704,21.5858888889,14.4763333333,15.1362222222,10.3217777778,7.81733333333,10.5418888889,9.5938888889,19.0182222222,8.33611111112
529.01,9.15807407407,21.6215555556,14.5031111111,15.1595555556,10.3416666667,7.83022222222,10.5588888889,9.61527777778,19.0383333333,8.35455555556
529.35,9.1667037037,21.6552777778,14.5206666667,15.1736666666,10.3522222222,7.83255555555,10.5811111111,9.63811111111,19.0645555556,8.36366666667
529.70,9.18966666667,21.7015555556,14.5524444445,15.2108888889,10.3588888889,7.84444444444,10.5978888889,9.65305555556,19.0968888889,8.37755555555
530.04,9.19985185185,21.7239444444,14.5662222222,15.2181111111,10.358,7.84755555556,10.6095555556,9.66627777777,19.1106666667,8.37122222221
530.39,9.18918518518,21.7184444444,14.5866666667,15.2434444444,10.3601111111,7.824,10.6056666667,9.66405555556,19.1201111111,8.37677777777
530.73,9.19092592593,21.765,14.615,15.268,10.3823333333,7.85877777778,10.6176666667,9.67916666668,19.1437777778,8.38466666668
531.08,9.21551851852,21.8127222222,14.6598888889,15.2971111111,10.4118888889,7.88611111111,10.6397777778,9.71038888889,19.1784444444,8.39311111112
531.42,9.22603703704,21.8531666667,14.6951111111,15.3277777778,10.4194444445,7.89633333333,10.6515555556,9.73033333334,19.1973333333,8.38866666667
531.77,9.24296296296,21.9105,14.7533333333,15.3797777778,10.4518888889,7.90566666667,10.6596666667,9.75494444445,19.255,8.40144444446
532.11,9.2637037037,21.9336111111,14.7895555556,15.4067777778,10.4627777778,7.89277777778,10.6701111111,9.77405555557,19.2782222222,8.40744444444
532.46,9.27744444445,21.9669444444,14.8287777778,15.4317777778,10.4604444445,7.89188888889,10.6827777778,9.79016666666,19.3162222222,8.41722222223
532.80,9.30911111112,22.0232222222,14.8646666667,15.4831111111,10.4857777778,7.907,10.7017777778,9.81116666665,19.3613333333,8.42633333333
533.15,9.31477777777,22.0461666667,14.9011111111,15.5188888889,10.4926666667,7.90722222222,10.6961111111,9.80633333332,19.4058888889,8.42944444444
533.49,9.32796296296,22.0609444445,14.9427777778,15.5357777778,10.5196666666,7.91577777778,10.7212222222,9.82216666668,19.4343333334,8.44144444445
533.84,9.34485185186,22.1141111111,14.9736666667,15.5766666667,10.5401111111,7.93,10.7514444445,9.84850000001,19.4718888889,8.46166666668
534.18,9.38951851852,22.2037777778,15.0401111111,15.6306666667,10.5752222222,7.98588888889,10.798,9.89016666667,19.5192222222,8.49655555556
534.52,9.41370370371,22.2471111111,15.0936666666,15.6942222222,10.594,7.99022222222,10.8306666667,9.91933333333,19.5881111111,8.51977777778
534.87,9.42103703705,22.2889444444,15.1114444445,15.7343333333,10.6088888889,7.98055555556,10.846,9.93166666668,19.6165555556,8.53877777777
535.21,9.43625925925,22.3168333333,15.1257777778,15.7618888889,10.6225555556,7.98333333333,10.8705555556,9.94194444443,19.6314444444,8.56477777778
535.56,9.45966666668,22.3727222222,15.1601111111,15.7843333333,10.6558888889,7.99677777778,10.9013333333,9.95977777778,19.6927777778,8.58333333335
535.90,9.43944444443,22.3893333333,15.1493333333,15.7975555555,10.6308888889,7.98211111111,10.8934444444,9.9581111111,19.7114444445,8.56288888889
536.25,9.47514814816,22.4697777778,15.2061111111,15.8547777778,10.6855555556,8.022,10.9427777778,10.0064444444,19.783,8.60122222222
536.59,9.43762962964,22.4483888889,15.2095555555,15.8365555555,10.6617777778,7.992,10.9208888889,9.97744444445,19.8033333333,8.575
536.93,9.46518518518,22.5044444444,15.2637777778,15.8834444444,10.6988888889,8.01633333333,10.9626666667,10.0325,19.8455555556,8.62044444445
537.28,9.49303703703,22.596,15.2966666667,15.9555555556,10.735,8.04077777778,10.9787777778,10.0628888889,19.8974444444,8.63988888888
537.62,9.49855555555,22.6272777778,15.3304444444,15.9646666667,10.7556666667,8.022,10.9675555555,10.0524444444,19.9226666667,8.62300000001
537.97,9.49759259258,22.6553888889,15.3417777778,15.9825555555,10.786,8.01655555555,10.9597777778,10.0681666667,19.9844444444,8.61411111112
538.31,9.53222222222,22.6813888889,15.3715555556,15.9964444445,10.7912222222,8.03055555555,10.9761111111,10.093,20.0116666667,8.63277777779
538.65,9.5611111111,22.7379444445,15.4363333333,16.0422222222,10.83,8.03333333333,11.0107777778,10.1215555556,20.0665555555,8.6648888889
539.00,9.59259259259,22.7943888889,15.4834444444,16.0833333333,10.8514444444,8.06911111111,11.0351111111,10.154,20.121,8.66922222222
539.34,9.62370370372,22.8170555555,15.513,16.1282222222,10.856,8.11044444444,11.046,10.1776666667,20.1167777778,8.69666666667
539.69,9.64681481481,22.8372222222,15.5372222222,16.1376666667,10.8855555555,8.11155555555,11.0622222222,10.1742777778,20.1635555556,8.72022222221
540.03,9.63318518519,22.8517777778,15.5348888889,16.1461111111,10.8802222222,8.11044444444,11.0545555556,10.1716666667,20.1507777778,8.69655555556
540.37,9.66170370372,22.9102222222,15.5858888889,16.1844444444,10.8995555555,8.12666666667,11.0716666667,10.2000555556,20.1787777778,8.71366666667
540.72,9.63551851851,22.9159444445,15.5736666667,16.1714444444,10.8754444444,8.10322222222,11.0335555556,10.147,20.1475555555,8.68322222221
541.06,9.60385185186,22.9001666667,15.5724444445,16.1456666667,10.8564444444,8.08566666667,11.0233333333,10.1390555556,20.1455555555,8.6648888889
541.40,9.60862962964,22.9254444444,15.5998888889,16.1853333333,10.8711111111,8.09411111111,11.0303333333,10.1477222222,20.1587777778,8.69199999999
541.75,9.6011111111,22.9430555556,15.623,16.2202222222,10.8661111111,8.08866666667,11.0363333333,10.1471666667,20.1626666667,8.69699999999
542.09,9.58618518519,22.9633333333,15.6418888889,16.238,10.873,8.08555555556,11.0342222222,10.1442777778,20.1601111111,8.69700000001
542.43,9.58537037037,22.9780555556,15.6346666667,16.2503333333,10.8651111111,8.08544444444,11.028,10.1442222222,20.1741111111,8.69300000001
542.78,9.57474074073,23.0110555556,15.6521111111,16.2778888889,10.874,8.09466666667,11.0163333333,10.1430555555,20.1848888889,8.70077777779
543.12,9.56303703703,23.045,15.6688888889,16.3063333333,10.8818888889,8.07644444444,11.03,10.1416111111,20.2168888889,8.70244444444
543.46,9.59329629629,23.1136666667,15.7291111111,16.3651111111,10.9163333333,8.11722222222,11.0505555555,10.1821666667,20.2466666667,8.73211111111
543.81,9.61651851851,23.1441111111,15.7786666667,16.4068888889,10.9496666667,8.12411111111,11.075,10.1978333333,20.2932222222,8.76355555554
544.15,9.62566666667,23.1591111111,15.8064444444,16.4527777778,10.9716666666,8.12922222222,11.0998888889,10.2114444444,20.2968888889,8.78866666667
544.49,9.67144444443,23.2185,15.8613333333,16.5113333333,11.0088888889,8.166,11.1508888889,10.2653333333,20.3828888889,8.8368888889
544.84,9.71948148147,23.3156111111,15.9287777778,16.6044444445,11.0482222222,8.20411111111,11.1905555556,10.3124444445,20.4553333333,8.88600000001
545.18,9.74403703704,23.3676111111,15.9613333333,16.6394444444,11.0594444445,8.23777777778,11.2237777778,10.3373888889,20.5001111111,8.90166666668
545.52,9.76696296296,23.4177777778,15.9927777778,16.6787777778,11.0798888889,8.24966666667,11.2317777778,10.3442222222,20.5346666667,8.92722222221
545.87,9.83885185185,23.5347222222,16.0414444444,16.7606666667,11.1342222222,8.299,11.2788888889,10.3836111111,20.6335555555,8.97066666667
546.21,9.87785185186,23.6091666667,16.1071111111,16.8278888889,11.1623333333,8.34055555556,11.3234444444,10.4265555556,20.6873333333,8.99133333333
546.55,9.88785185186,23.6256111111,16.141,16.8187777778,11.1527777778,8.31111111111,11.3307777778,10.4197777778,20.7256666667,8.9588888889
546.90,9.94766666668,23.6882222222,16.1935555556,16.8546666667,11.19,8.34455555556,11.3685555556,10.4492222222,20.7836666667,8.97744444446
547.24,9.93507407406,23.7231111111,16.1943333333,16.8778888889,11.1832222222,8.32433333333,11.3845555556,10.4461111111,20.8066666667,8.9591111111
547.58,9.93655555557,23.7942222222,16.2382222222,16.9216666667,11.1647777778,8.32255555556,11.3721111111,10.4456111111,20.8262222222,8.96166666668
547.92,9.93437037038,23.9196666667,16.2612222222,16.9552222222,11.1623333333,8.32655555556,11.3892222222,10.4533888889,20.89,8.9538888889
548.27,9.94333333335,23.9928333333,16.321,17.0393333333,11.2043333333,8.33222222222,11.4206666667,10.5091666667,20.9358888889,8.95855555555
548.61,9.97285185186,24.0445,16.3682222222,17.1045555556,11.2504444445,8.34855555556,11.4554444444,10.5222777778,21.0261111111,8.98022222222
548.95,10.0024814815,24.0803888889,16.4115555556,17.1581111111,11.2475555556,8.33411111111,11.4707777778,10.5642222222,21.0663333333,8.95977777777
549.29,10.0214074074,24.1247222222,16.4515555556,17.1788888889,11.2496666667,8.34088888889,11.5071111111,10.5872777778,21.1314444444,8.94766666667
549.64,9.9217037037,24.0696111111,16.4288888889,17.1291111111,11.196,8.25277777778,11.4442222222,10.5215,21.0645555556,8.86011111111
549.98,9.90725925926,24.0880555556,16.4432222222,17.1242222222,11.1894444444,8.228,11.405,10.4823333333,21.0455555556,8.84544444444
550.32,9.94870370372,24.189,16.51,17.2706666667,11.2431111111,8.26044444444,11.4516666667,10.5289444445,21.1387777778,8.92544444444
550.66,9.94440740741,24.2861111111,16.5677777778,17.3353333333,11.2465555556,8.24877777778,11.4618888889,10.5632777778,21.1834444444,8.96433333332
551.01,10.0321851852,24.4143333333,16.7157777778,17.4715555556,11.3543333333,8.32922222222,11.5474444444,10.6582222222,21.3023333333,9.06355555556
551.35,10.0797407407,24.4822222222,16.7501111111,17.4864444445,11.4002222222,8.33511111111,11.604,10.6805555556,21.3984444444,9.07977777777
551.69,10.1487777778,24.5162777778,16.8205555556,17.537,11.4465555555,8.37533333333,11.6492222222,10.7446111111,21.4574444445,9.14633333332
552.03,10.1856666667,24.568,16.8186666667,17.5085555556,11.4302222222,8.38744444445,11.6595555555,10.7363333333,21.5153333333,9.144
552.38,10.2367777778,24.6211666667,16.8744444444,17.5495555555,11.4654444444,8.44333333333,11.7091111111,10.7958888889,21.527,9.18944444444
552.72,10.1988888889,24.6513888889,16.8828888889,17.5336666667,11.5075555556,8.41644444444,11.699,10.7671666667,21.5608888889,9.23366666668
553.06,10.2398888889,24.7091666667,16.9125555555,17.5756666667,11.5182222222,8.44633333333,11.7184444444,10.8091666667,21.5947777778,9.27277777777
553.40,10.3413333333,24.8375555555,16.9902222222,17.6953333333,11.5945555555,8.536,11.8223333333,10.9299444445,21.7183333333,9.36944444443
553.74,10.3807777778,24.8681111111,17.0385555555,17.7495555556,11.6375555556,8.61211111111,11.8851111111,10.9733888889,21.784,9.42977777777
554.09,10.432962963,24.9063333333,17.116,17.7776666666,11.67,8.67422222222,11.9481111111,11.0374444444,21.8141111111,9.45144444443
554.43,10.4454814815,24.9486666667,17.142,17.7897777778,11.6916666667,8.68577777778,11.963,11.0516111111,21.8416666667,9.46866666667
554.77,10.4539259259,24.9834444445,17.1266666666,17.7836666667,11.6784444445,8.70533333333,11.9674444444,11.0602777778,21.8648888889,9.46166666667
555.11,10.4544814815,25.0107222222,17.145,17.8661111111,11.6963333333,8.70055555556,11.9736666667,11.0862777778,21.8483333333,9.47633333335
555.45,10.4508888889,25.0708888889,17.1716666667,17.9197777778,11.6984444445,8.71677777778,11.9675555556,11.0567777778,21.9085555556,9.46666666665
555.80,10.4789259259,25.136,17.289,18.0105555556,11.7495555556,8.74066666667,11.9995555556,11.0776111111,21.8973333333,9.495
556.14,10.5182222222,25.2423888889,17.3396666667,18.0775555556,11.7882222222,8.73288888889,12.0338888889,11.0953333334,21.9423333333,9.49222222222
556.48,10.6416666667,25.4076111111,17.4795555556,18.2368888889,11.8608888889,8.83711111111,12.1502222222,11.2158333333,22.0872222222,9.56355555556
556.82,10.6572962963,25.4778333333,17.5611111111,18.3291111111,11.9395555555,8.88088888889,12.1856666667,11.2333333333,22.1371111111,9.58666666668
557.16,10.6895925926,25.5044444444,17.6061111111,18.3717777778,11.9637777778,8.92377777778,12.1836666667,11.2191666667,22.1685555556,9.61366666668
557.50,10.7253333333,25.5703888889,17.647,18.4182222222,11.9976666667,8.92655555556,12.2081111111,11.2551111111,22.202,9.61488888888
557.85,10.7235925926,25.5969444444,17.6411111111,18.4276666667,12.0346666667,8.94088888889,12.1988888889,11.2494444445,22.2554444444,9.62644444445
558.19,10.7544074074,25.6536666667,17.6606666667,18.5082222222,12.0728888889,8.97566666667,12.251,11.2617777778,22.2906666667,9.61499999999
558.53,10.748,25.6383333333,17.6677777778,18.5166666667,12.0764444444,8.95633333333,12.2494444444,11.2720555556,22.2982222222,9.60444444443
558.87,10.7005185185,25.6356111111,17.6538888889,18.4937777778,12.0235555555,8.91911111111,12.2181111111,11.2371666667,22.3195555556,9.55355555554
559.21,10.6518888889,25.5768888889,17.6124444444,18.459,11.9665555555,8.84455555555,12.1768888889,11.1992777778,22.2718888889,9.49733333332
559.55,10.6156666667,25.5437777778,17.5697777778,18.4446666667,11.9466666667,8.81055555556,12.1378888889,11.1767777778,22.2938888889,9.47855555554
559.89,10.5282592593,25.4249444444,17.5111111111,18.3344444445,11.884,8.78588888889,12.0493333333,11.1281111111,22.2601111111,9.41022222222
560.23,10.4798518518,25.4045,17.4864444445,18.3223333333,11.863,8.71266666667,11.9914444444,11.0762777778,22.2186666667,9.34633333333
560.58,10.4098888889,25.3822222222,17.4074444445,18.2591111111,11.7958888889,8.642,11.9546666667,10.9982777778,22.157,9.27444444444
560.92,10.4762222222,25.4625555556,17.4468888889,18.309,11.8492222222,8.65933333333,12.0276666667,11.0621111111,22.2377777778,9.30055555554
561.26,10.5003333333,25.5341666667,17.5018888889,18.3643333333,11.8557777778,8.67222222222,12.0595555555,11.1022222222,22.3002222222,9.31922222222
561.60,10.4704814815,25.5565555556,17.4892222222,18.3691111111,11.8397777778,8.64511111111,12.0703333333,11.0842222222,22.279,9.28266666665
561.94,10.4427777778,25.5198333333,17.4761111111,18.3648888889,11.7944444445,8.644,12.0393333333,11.0796111111,22.2876666666,9.27044444445
562.28,10.4451481481,25.5472777778,17.501,18.4015555556,11.7953333333,8.63788888889,12.0252222222,11.0741111111,22.3012222222,9.29933333333
562.62,10.5369259259,25.6423888889,17.5917777778,18.4902222222,11.8664444444,8.75288888889,12.1013333333,11.1602222222,22.3977777778,9.38288888889
562.96,10.6403703704,25.7484444444,17.7102222222,18.6301111111,11.9818888889,8.86388888889,12.1992222222,11.2503888889,22.4801111111,9.47588888888
563.30,10.6329629629,25.7679444444,17.6771111111,18.5991111111,11.9767777778,8.87144444445,12.2018888889,11.2592777778,22.4648888889,9.45422222223
563.64,10.6724814815,25.8622777778,17.7347777778,18.6872222222,11.9782222222,8.84733333333,12.2366666667,11.2816111111,22.4543333333,9.49333333334
563.99,10.6929259259,25.865,17.7394444444,18.6744444444,11.9735555556,8.87488888889,12.2412222222,11.2671111111,22.4631111111,9.5028888889
564.33,10.7781851852,25.9668888889,17.845,18.8171111111,12.0208888889,8.95833333333,12.2904444445,11.3588888889,22.6017777778,9.59566666666
564.67,10.6558888889,25.9311111111,17.8234444445,18.7585555556,11.9252222222,8.88955555556,12.1922222222,11.2716666667,22.5027777778,9.49488888889
565.01,10.6358148148,25.975,17.8515555555,18.8132222222,11.9525555556,8.93533333333,12.2008888889,11.2909444444,22.5778888889,9.52055555557
565.35,10.6817407407,26.0332222222,17.8702222222,18.8741111111,11.9566666666,8.94377777778,12.2125555556,11.3196666667,22.5903333333,9.55300000001
565.69,10.695,26.0745555556,17.906,18.9233333333,12.0004444444,8.94633333333,12.2271111111,11.3146666667,22.5992222222,9.56555555554
566.03,10.7134074074,26.0963888889,17.9312222222,18.9527777778,12.0183333333,8.94922222222,12.2448888889,11.2926666667,22.6035555556,9.53622222223
566.37,10.724037037,26.1313333333,17.9334444444,18.9576666667,12.0164444445,8.96233333333,12.247,11.2966666667,22.6105555556,9.55022222222
566.71,10.6644814815,26.1443888889,17.917,18.9195555555,11.9696666667,8.91333333333,12.2141111111,11.2781666667,22.6093333333,9.50955555557
567.05,10.7095185185,26.2141111111,18.0131111111,18.9906666666,11.999,8.94055555556,12.2583333333,11.3028333333,22.665,9.54644444446
567.39,10.7222962963,26.2991666667,18.0568888889,19.0481111111,12.0364444445,8.99555555555,12.2982222222,11.3212777778,22.7761111111,9.59855555556
567.73,10.7048888889,26.3418333333,18.0808888889,19.0885555555,12.0494444445,9.00344444444,12.3015555556,11.3273888889,22.8061111111,9.60844444444
568.07,10.6255555555,26.3158333333,18.0272222222,19.0007777778,11.992,8.89933333333,12.2265555556,11.2492777778,22.7221111111,9.50355555557
568.41,10.6735185185,26.3797777778,18.0735555556,19.0635555555,12.0493333333,8.9,12.2717777778,11.2576111111,22.806,9.52855555555
568.75,10.6374074074,26.3666111111,18.0408888889,19.0068888889,12.0286666667,8.84022222222,12.2604444444,11.2172777778,22.7385555555,9.46944444444
569.09,10.599962963,26.3773888889,18.0632222222,19.013,12.0242222222,8.84044444444,12.2405555556,11.1899444445,22.7695555556,9.45266666667
569.43,10.6312222222,26.4652777778,18.1783333333,19.064,12.0741111111,8.885,12.2885555556,11.2438888889,22.8327777778,9.478
569.77,10.6256666667,26.5456111111,18.2185555556,19.0974444444,12.0746666667,8.92211111111,12.2985555556,11.2371666667,22.8626666666,9.49111111111
570.11,10.6198518518,26.5922222222,18.2648888889,19.1055555556,12.0962222222,8.91633333333,12.3061111111,11.242,22.9034444444,9.47722222221
570.45,10.6654444444,26.6344444444,18.3012222222,19.1782222222,12.1293333333,8.93577777778,12.3292222222,11.2488888889,22.9418888889,9.49166666666
570.79,10.6548148148,26.6510555556,18.3077777778,19.2251111111,12.1261111111,8.94944444444,12.35,11.2700555556,22.9904444445,9.48622222223
571.13,10.6400740741,26.5931666667,18.2865555555,19.1658888889,12.1175555556,8.93611111111,12.3367777778,11.2793333333,22.9266666667,9.42100000001
571.47,10.6164074074,26.6014444444,18.2747777778,19.1946666667,12.0985555556,8.94488888889,12.3174444444,11.2722777778,22.9355555555,9.41166666667
571.81,10.6868888889,26.6495,18.3462222222,19.2851111111,12.1705555556,9.02777777778,12.4148888889,11.3506666666,23.0126666667,9.50888888888
572.15,10.7127777778,26.6926111111,18.399,19.3257777778,12.1732222222,9.09111111111,12.4434444444,11.3988888889,23.0377777778,9.55788888888
572.49,10.6995555556,26.7133888889,18.4346666667,19.353,12.176,9.082,12.4183333334,11.3661666667,23.0638888889,9.53355555557
572.83,10.7367407408,26.7833333333,18.4992222222,19.4001111111,12.185,9.09066666667,12.4476666667,11.3986666667,23.1246666667,9.5588888889
573.17,10.7391111111,26.7667222222,18.4614444444,19.3785555556,12.1541111111,9.09077777778,12.4243333333,11.3755555556,23.1204444444,9.56022222221
573.51,10.7383333334,26.7657777778,18.5013333333,19.3633333333,12.1712222222,9.05966666667,12.4584444445,11.4313888889,23.1273333333,9.5681111111
573.85,10.7461111111,26.7719444444,18.5255555555,19.4231111111,12.2138888889,9.061,12.4772222222,11.4593333333,23.1677777778,9.59155555557
574.19,10.768962963,26.7814444445,18.5581111111,19.4544444444,12.2567777778,9.074,12.491,11.4724444445,23.1917777778,9.62011111111
574.53,10.7566296296,26.7955,18.5436666667,19.4345555556,12.2587777778,9.04411111111,12.4597777778,11.4327222222,23.1546666667,9.58955555554
574.87,10.7437037037,26.8791666667,18.5678888889,19.5255555556,12.2701111111,9.01544444444,12.462,11.4137222222,23.1843333333,9.60966666665
575.21,10.7921111111,26.8945,18.6313333333,19.5794444444,12.2964444444,9.01477777778,12.5227777778,11.4583333333,23.2252222222,9.62733333334
575.55,10.8118888889,26.9768333333,18.7076666667,19.6316666667,12.3191111111,9.04666666667,12.5325555556,11.4840555556,23.2451111111,9.63455555557
575.89,10.7615555555,26.9688333333,18.6847777778,19.6264444445,12.2955555556,8.99277777778,12.4823333333,11.4413888889,23.2326666667,9.60977777777
576.22,10.8035925926,27.0504444445,18.7493333333,19.6882222222,12.3275555555,9.04044444445,12.5567777778,11.5155,23.3088888889,9.68344444443
576.56,10.8568148148,27.0940555555,18.8084444444,19.7648888889,12.4044444444,9.09311111111,12.6111111111,11.5700555556,23.3521111111,9.74744444445
576.90,10.8171851852,27.1096666667,18.8331111111,19.802,12.396,9.08344444445,12.6007777778,11.5556666667,23.3713333333,9.71366666666
577.24,10.8695925926,27.1698888889,18.8367777778,19.8563333333,12.4113333333,9.105,12.6066666667,11.5629444445,23.4474444444,9.72700000001
577.58,10.8582592592,27.1958333333,18.8401111111,19.8367777778,12.3756666666,9.08022222222,12.5797777778,11.5257777778,23.4025555556,9.71022222223
577.92,10.8364074074,27.2309444444,18.8515555556,19.8163333333,12.3698888889,9.08733333333,12.5762222222,11.5367777778,23.439,9.69411111111
578.26,10.8767037037,27.2992777778,18.8831111111,19.8934444444,12.3594444445,9.09033333333,12.5871111111,11.5634444445,23.5124444444,9.74555555555
578.60,10.9754074074,27.3766111111,18.9534444445,19.9812222222,12.432,9.17244444445,12.6474444444,11.6445555556,23.6396666667,9.81477777778
578.94,11.0408888889,27.4789444444,18.9671111111,20.0133333333,12.4905555555,9.23766666667,12.7124444444,11.6999444444,23.6792222222,9.88122222221
579.28,11.0586666666,27.4884444444,18.9751111111,20.0373333333,12.5311111111,9.22611111111,12.7322222222,11.7134444444,23.7578888889,9.90666666668
579.61,11.0588518519,27.4995555555,18.9916666667,20.055,12.5267777778,9.20211111111,12.7461111111,11.7119444444,23.7753333333,9.88066666667
579.95,11.0553703704,27.4646111111,18.9478888889,20.05,12.5281111111,9.15222222222,12.6917777778,11.6326666667,23.708,9.82288888889
580.29,10.9643333334,27.4295,18.8316666666,19.9561111111,12.4423333333,9.06255555556,12.5985555555,11.5689444445,23.6292222222,9.73811111111
580.63,11.0003703704,27.4376111111,18.8414444444,19.9304444445,12.4397777778,9.03066666667,12.602,11.5708888889,23.6592222222,9.71933333333
580.97,10.9917777778,27.4417222222,18.86,19.9738888889,12.4212222222,9.03666666667,12.6086666667,11.6031666667,23.6408888889,9.74988888888
581.31,10.9618148148,27.4251111111,18.9061111111,20.0146666667,12.4393333333,9.01622222222,12.6222222222,11.5962222222,23.6652222222,9.74066666667
581.65,10.9834074074,27.5063888889,18.9902222222,20.129,12.4807777778,9.04666666667,12.6655555556,11.6313888889,23.7098888889,9.84144444443
581.98,10.9635185185,27.4710555556,19.0574444444,20.1377777778,12.5197777778,9.06477777778,12.7084444444,11.6603333333,23.7147777778,9.84822222223
582.32,10.9401111111,27.4328333333,19.0543333334,20.1234444445,12.4786666667,9.02955555555,12.6913333334,11.6295,23.6998888889,9.82855555555
582.66,10.8538888889,27.4057222222,19.0608888889,20.0836666667,12.4601111111,8.93122222222,12.6274444444,11.5442777778,23.6925555556,9.78122222223
583.00,10.8307407408,27.409,19.0586666667,20.0784444445,12.4354444444,8.92688888889,12.6192222222,11.5118333333,23.6805555555,9.75022222222
583.34,10.9041111111,27.5026111111,19.1315555556,20.1498888889,12.4677777778,8.92411111111,12.6735555556,11.5795,23.76,9.81
583.68,10.9229629629,27.5873888889,19.2157777778,20.1954444444,12.4777777778,8.93277777778,12.729,11.6438888889,23.8363333333,9.84622222223
584.01,10.991962963,27.5865,19.3277777778,20.2492222222,12.5491111111,9.00077777778,12.7854444444,11.6716111111,23.898,9.88577777779
584.35,11.0108888889,27.7119444445,19.4012222222,20.4095555555,12.6495555556,9.037,12.8646666667,11.7058333333,23.9513333333,9.95322222222
584.69,11.0378888889,27.7651111111,19.4825555556,20.4883333333,12.7041111111,9.13988888889,12.9024444445,11.6933333333,24.0241111111,10.0132222222
585.03,11.0494074074,27.8173333333,19.4591111111,20.4823333334,12.7054444444,9.15655555556,12.9015555556,11.697,24.064,10.0197777778
585.37,10.9949259259,27.7541111111,19.3855555556,20.411,12.6431111111,9.13922222222,12.8632222222,11.6282222222,24.0313333333,9.95977777779
585.70,11.0622222222,27.8956666667,19.4228888889,20.4898888889,12.6991111111,9.23588888889,12.9135555556,11.6616666667,24.0954444444,10.0096666667
586.04,11.035,27.9298333333,19.4813333333,20.5172222222,12.6851111111,9.25533333333,12.9123333334,11.6449444444,24.0825555556,9.98411111112
586.38,11.0985925926,28.0225555555,19.5776666667,20.6023333333,12.6926666667,9.33133333333,12.9356666667,11.6986111111,24.1218888889,10.0144444444
586.72,11.2036296296,28.1542777778,19.6924444445,20.658,12.7512222222,9.38344444445,13.0183333333,11.7752222222,24.2031111111,10.0894444444
587.06,11.2252222222,28.1783333333,19.7118888889,20.6738888889,12.7886666667,9.44566666667,13.057,11.8096111111,24.2491111111,10.1094444444
587.39,11.2116666667,28.1416111111,19.6532222222,20.6452222222,12.7738888889,9.431,13.0333333333,11.8197777778,24.2141111111,10.0908888889
587.73,11.1643333334,28.1971111111,19.6527777778,20.6401111111,12.7535555555,9.38844444445,12.9874444444,11.7910555555,24.2036666666,10.0235555556
588.07,11.1841481481,28.2116111111,19.6725555555,20.647,12.753,9.46977777778,12.9944444445,11.8478333334,24.2308888889,10.0742222222
588.41,11.2395185185,28.3107777778,19.7411111111,20.7281111111,12.803,9.44755555556,13.0558888889,11.9272777778,24.3198888889,10.0636666667
