wavelength,Back_ComGarm,Belly_ComGarm,Breast_ComGarm,Crissum_ComGarm,Crown_ComGarm,DorTail_ComGarm,Patch10_ComGarm,Rump_ComGarm,Throat_ComGarm,WingTip_ComGarm
327.67,3.89533333333,4.98555555556,2.42555555556,2.4628047138,2.05544444445,7.05033333333,4.22333333333,5.50092592593,2.88022222222,5.88975
328.04,3.95922222222,5.29133333333,2.655,2.6026996633,2.32044444444,7.18955555555,4.447,5.6592037037,3.02388888889,6.1705
328.41,3.89655555555,5.16722222222,2.6055,2.54647272727,2.28,7.11388888889,4.48155555556,5.58916666667,2.96255555556,6.1635
328.78,3.76444444445,5.03511111111,2.47922222222,2.48749360269,2.085,7.03711111111,4.34222222222,5.56198148148,2.79677777778,6.21375
329.14,4.21633333333,5.41811111111,2.91694444444,2.91821144781,2.455,7.52455555556,4.65744444444,5.97553703704,3.17422222222,6.58775
329.51,4.50677777778,5.81733333333,3.27494444444,3.35786801347,2.84277777778,7.88922222222,5.06233333333,6.38924074074,3.61688888889,6.77925
329.88,4.73322222222,6.16844444444,3.47211111111,3.64779124579,3.102,8.06377777778,5.17422222222,6.59277777778,3.82911111111,6.68275
330.24,5.02177777778,6.61,3.74222222222,4.02074006734,3.395,8.17255555556,5.53944444444,6.94305555556,4.06377777778,6.85775
330.61,5.29377777778,6.70166666667,3.99572222222,4.27814276095,3.53755555555,8.23122222222,5.67055555555,7.11425925926,4.27844444444,7.069
330.98,5.39211111111,6.91311111111,4.19166666667,4.47329494949,3.71855555556,8.27533333333,5.808,7.19144444444,4.309,7.07325
331.34,5.19588888889,6.872,4.04044444445,4.44398787879,3.50366666667,8.21033333333,5.66944444444,7.06337037037,4.14466666667,6.889
331.71,5.242,6.781,3.96944444444,4.48343703704,3.35933333333,8.17,5.48211111111,6.95672222222,4.18033333333,6.7155
332.08,5.29122222222,6.66244444444,3.83994444444,4.4901030303,3.35422222222,7.97822222222,5.48166666667,6.95331481481,4.215,6.5855
332.44,5.14211111111,6.79255555556,3.75044444444,4.43749023569,3.38266666667,7.81966666666,5.41566666667,7.02707407407,4.14522222222,6.6195
332.81,5.19211111111,6.868,3.72377777778,4.4845986532,3.50733333333,7.89188888889,5.51955555556,7.09262962963,4.12022222222,6.43925
333.18,5.00766666667,6.63822222222,3.44538888889,4.19729360269,3.17788888889,7.55911111111,5.28944444445,6.88012962963,3.92333333333,6.26175
333.54,4.89622222222,6.53788888889,3.29677777778,4.04677037037,3.05177777778,7.49255555555,5.10777777778,6.75498148148,3.83588888889,6.22525
333.91,4.84955555556,6.491,3.279,3.98979191919,2.99566666667,7.54888888889,5.04722222222,6.7807037037,3.91677777778,6.3675
334.28,4.73922222222,6.34866666667,3.18022222222,3.93670774411,2.92433333333,7.57111111111,4.94422222222,6.7702037037,3.89533333333,6.56025
334.64,4.71622222222,6.32966666667,3.08111111111,3.93526734007,2.98,7.52866666667,4.963,6.76801851852,3.94055555556,6.40475
335.01,4.82644444444,6.37177777778,2.86761111111,3.90403434343,2.92511111111,7.50466666667,4.891,6.84281481482,3.97666666667,6.562
335.38,4.57488888889,6.05366666667,2.5885,3.52408282828,2.73,7.06066666667,4.69722222222,6.62466666667,3.63988888889,6.311
335.74,4.26677777778,5.764,2.37716666667,3.12322424242,2.53922222222,6.691,4.55733333333,6.40009259259,3.29077777778,6.2685
336.11,4.01311111111,5.45744444444,2.22766666667,2.87105521886,2.16766666667,6.56277777778,4.34877777778,6.17938888889,3.04933333333,6.1485
336.47,4.34,5.59477777778,2.41883333333,3.04325050505,2.11455555555,6.79011111111,4.46455555556,6.34912962963,3.29644444445,6.34
336.84,4.28811111111,5.47933333333,2.41566666667,2.91373737374,1.97544444445,6.60344444444,4.33911111111,6.201,3.20933333333,6.27575
337.21,4.07166666667,5.23377777778,2.22594444445,2.78881346802,1.87222222222,6.52355555556,4.32433333333,6.10075925926,3.02377777778,6.253
337.57,3.71077777778,4.88866666667,1.97777777778,2.37375016835,1.62333333333,6.22233333334,3.99533333333,5.79840740741,2.62744444445,5.9715
337.94,3.70277777778,4.87077777778,1.97461111111,2.27285319865,1.53977777778,6.15133333334,3.90444444444,5.73631481481,2.52711111111,5.92175
338.31,3.48811111111,4.61544444444,1.80255555556,2.03417104377,1.30655555556,6.02844444444,3.65177777778,5.49718518519,2.29077777778,5.48175
338.67,3.22744444445,4.42355555555,1.62022222222,1.70199461279,1.01566666667,5.94955555556,3.481,5.36340740741,1.895,5.21225
339.04,3.02377777778,4.33588888889,1.75955555556,1.5712969697,0.928777777778,5.969,3.483,5.37772222222,1.74266666666,4.90725
339.40,3.18611111111,4.59633333333,1.97211111111,1.7857952862,1.05166666666,6.18022222222,3.61188888889,5.48940740741,1.87988888889,5.07125
339.77,3.44133333333,4.89655555555,2.23016666667,2.10791245791,1.20988888889,6.44955555556,3.75355555556,5.76357407408,2.10255555556,5.236
340.14,3.76988888889,5.33,2.50816666667,2.4656006734,1.60333333333,6.81844444445,3.98655555556,6.11896296296,2.37844444444,5.39125
340.50,3.31966666667,4.99844444444,2.13205555556,2.12800606061,1.41033333333,6.45955555556,3.74744444444,5.83127777778,1.937,4.92825
340.87,3.311,4.97422222222,2.0345,2.16993670033,1.478,6.45211111111,3.84877777778,5.93366666667,2.008,4.912
341.23,3.36177777778,5.115,2.19355555555,2.19937373737,1.49977777778,6.40611111111,3.81388888889,5.91312962963,2.09788888889,4.905
341.60,3.78122222222,5.565,2.53733333333,2.6698,1.76488888889,6.709,4.14533333333,6.32277777778,2.552,5.2355
341.96,3.99011111111,5.74455555555,2.72466666667,2.9009050505,2.01566666667,6.809,4.46911111111,6.57542592593,2.77277777778,5.36775
342.33,4.24144444445,6.06966666667,2.92422222222,3.13282558923,2.35655555556,6.88855555555,4.70355555556,6.73896296296,3.02044444444,5.57525
342.70,4.59577777778,6.47122222222,3.1575,3.47633131313,2.72022222222,7.08533333333,4.97033333333,7.06068518518,3.523,5.96325
343.06,4.783,6.55211111111,3.18683333333,3.59817912458,2.84733333333,7.098,5.09622222222,7.17675925926,3.70666666667,6.15
343.43,4.903,6.59322222222,3.33927777778,3.74808282828,3.02911111111,7.26255555556,5.29033333333,7.31588888889,3.85733333333,6.27625
343.79,4.68033333333,6.45088888889,3.11711111111,3.51458720539,2.87422222222,7.089,5.15044444444,7.11181481481,3.59411111111,6.1245
344.16,4.38755555556,6.16533333333,2.83088888889,3.19123367004,2.55288888889,6.66444444445,4.87133333333,6.76368518518,3.33655555556,5.877
344.52,4.58311111111,6.38566666667,2.96966666667,3.3941016835,2.67533333334,6.78,4.98211111111,6.84255555556,3.57433333333,5.96125
344.89,4.51988888889,6.33322222222,2.94344444444,3.316203367,2.54044444444,6.61477777778,4.86566666667,6.69512962963,3.48333333333,5.937
345.25,4.721,6.58133333333,3.04255555556,3.59135757576,2.74711111111,6.78311111111,5.10777777778,6.90124074074,3.63833333333,6.14825
345.62,4.84044444445,6.62266666667,3.14905555555,3.68376902357,2.85266666667,6.89688888889,5.33666666667,6.95259259259,3.70522222222,6.27725
345.99,4.861,6.672,3.13005555556,3.65183164983,2.77977777778,6.89877777778,5.26222222222,6.89244444445,3.61755555555,6.47
346.35,4.76011111111,6.48411111111,3.07994444444,3.56422626263,2.55788888889,6.798,5.145,6.7812037037,3.56233333333,6.40575
346.72,4.58844444444,6.17166666667,2.92094444444,3.38668821549,2.32877777778,6.64577777778,5.02088888889,6.51162962963,3.25411111111,6.17
347.08,4.72144444444,6.33511111111,3.05222222222,3.48401414141,2.42577777778,6.784,5.13488888889,6.56703703704,3.30922222222,6.30775
347.45,4.76133333333,6.36044444445,2.99261111111,3.40499595959,2.35744444445,6.69311111111,5.05411111111,6.50777777778,3.20433333333,6.26175
347.81,4.825,6.417,3.08638888889,3.53619057239,2.45144444445,6.679,5.14377777778,6.51403703704,3.33022222222,6.43775
348.18,4.936,6.56511111111,3.29105555556,3.68537373737,2.63244444444,6.85155555556,5.37222222222,6.71853703704,3.37422222222,6.5915
348.54,5.08677777778,6.74711111111,3.46094444444,3.8110006734,2.78144444444,6.98933333333,5.53555555556,6.86555555556,3.50233333333,6.93625
348.91,5.16522222222,6.91366666667,3.54005555556,3.8074020202,2.85722222222,7.19577777778,5.74811111111,6.94846296296,3.52622222222,6.92125
349.27,5.12344444444,6.85644444444,3.50083333333,3.70755218855,2.79088888889,7.18444444444,5.64277777778,6.92637037037,3.46388888889,6.696
349.64,5.12644444445,6.88455555556,3.43816666667,3.67099259259,2.77355555556,7.16955555555,5.58077777778,6.88475925926,3.429,6.561
350.00,5.07477777778,6.73566666667,3.34288888889,3.63561885522,2.68311111111,7.09377777778,5.52011111111,6.76283333333,3.48666666667,6.2755
350.37,5.11444444445,6.80688888889,3.33427777778,3.63687272727,2.78544444445,7.15588888889,5.503,6.86188888889,3.46111111111,6.4675
350.73,5.18277777778,6.89344444444,3.5215,3.73341077441,2.92933333333,7.14522222222,5.62111111111,6.95916666667,3.548,6.591
351.10,5.02833333334,6.65155555556,3.40805555556,3.60656363636,2.78922222222,6.93811111111,5.48322222222,6.77912962963,3.466,6.42725
351.46,5.01288888889,6.59544444445,3.34722222222,3.64797037037,2.751,6.93333333334,5.43122222222,6.78574074074,3.52511111111,6.32625
351.83,5.36066666667,6.847,3.605,3.86971515151,3.01211111111,7.303,5.65888888889,7.03457407407,3.852,6.34575
352.19,5.38988888889,6.79722222222,3.47311111111,3.81851515152,2.99566666667,7.32133333333,5.519,6.97766666666,3.85511111111,6.26225
352.55,5.18322222222,6.58533333333,3.31227777778,3.66378047138,2.90666666667,7.19944444445,5.31955555556,6.80088888889,3.67277777778,5.9845
352.92,5.11422222222,6.55177777778,3.24444444445,3.679996633,2.91188888889,7.08888888889,5.13388888889,6.74522222222,3.66311111111,5.98725
353.28,4.98911111111,6.40255555555,3.08144444444,3.48761683502,2.76511111111,6.92266666666,4.94655555555,6.5337037037,3.52122222222,6.0345
353.65,4.93555555556,6.35977777778,2.99172222222,3.39372323232,2.69811111111,6.83544444445,4.89722222222,6.52312962963,3.43322222222,6.1225
354.01,4.85711111111,6.36011111111,2.91833333333,3.29314545455,2.64933333333,6.67288888889,4.75288888889,6.45231481482,3.25388888889,6.28125
354.38,4.90155555555,6.35944444444,2.99238888889,3.30842626263,2.68755555556,6.64577777778,4.89955555556,6.48072222222,3.262,6.1855
354.74,4.96066666667,6.37922222222,2.92333333333,3.30815892256,2.65966666667,6.64833333333,4.85822222222,6.54774074074,3.27277777778,6.07925
355.11,5.06644444444,6.47888888889,2.99444444444,3.36220942761,2.674,6.73733333333,4.88688888889,6.63922222222,3.30044444444,6.14625
355.47,5.03,6.55577777778,3.03016666667,3.37157239057,2.70744444444,6.70622222222,4.97044444444,6.64227777778,3.30155555556,6.199
355.83,5.06455555555,6.72088888889,3.08605555556,3.4820047138,2.77344444444,6.73311111111,5.075,6.74537037037,3.36377777778,6.36775
356.20,5.02111111111,6.70366666667,3.07027777778,3.47131245791,2.71466666667,6.73711111111,5.12333333333,6.72990740741,3.44922222222,6.36175
356.56,5.10533333333,6.80033333333,3.18827777778,3.51820875421,2.77344444445,6.83288888889,5.30544444444,6.85272222222,3.57077777778,6.46525
356.93,5.181,6.86344444444,3.32027777778,3.63278114478,2.85777777778,6.95855555556,5.44577777778,6.9602037037,3.74722222222,6.59325
357.29,5.30577777778,6.99088888889,3.51716666667,3.82104309764,3.06988888889,7.16288888889,5.73066666667,7.19855555555,3.918,6.77825
357.66,5.304,6.97088888889,3.5615,3.83940673401,3.11722222222,7.14788888889,5.72411111111,7.18931481481,3.92877777778,6.72125
358.02,5.35455555556,7.02455555556,3.61022222222,3.93857575758,3.24544444444,7.37255555556,5.87422222222,7.30637037037,4.05877777778,6.784
358.38,5.41033333333,7.11711111111,3.65577777778,4.07255959596,3.36333333333,7.45622222222,5.918,7.36003703704,4.17788888889,6.798
358.75,5.24255555555,7.12111111111,3.58266666667,3.98975218855,3.31,7.39144444444,5.91944444445,7.28307407407,4.11133333333,6.8705
359.11,5.25866666667,7.21788888889,3.6075,4.0145993266,3.423,7.42788888889,5.95688888889,7.3185,4.15344444444,6.865
359.48,5.29044444445,7.24255555556,3.66916666667,3.98409360269,3.42133333333,7.45588888889,5.93177777778,7.35051851852,4.17844444445,6.852
359.84,5.32222222222,7.23688888889,3.72955555556,3.97842020202,3.451,7.43644444444,5.95333333333,7.41690740741,4.14011111111,6.8765
360.20,5.436,7.38144444444,3.85805555555,4.05946397306,3.55344444444,7.53577777778,6.03722222222,7.52259259259,4.18333333333,7.01425
360.57,5.54755555556,7.41055555556,3.89061111111,4.11573737374,3.55566666666,7.58066666667,6.05411111111,7.55716666667,4.15522222222,7.04575
360.93,5.50644444445,7.30566666667,3.77822222222,3.99117912458,3.43155555555,7.45311111111,5.99022222222,7.48538888889,3.96311111111,6.9615
361.29,5.53555555555,7.28211111111,3.73205555556,3.99823367003,3.39788888889,7.41233333334,5.95,7.44990740741,3.94,6.8285
361.66,5.62866666666,7.37855555556,3.84155555556,4.12115892256,3.46655555556,7.48244444444,6.04477777778,7.54712962963,4.03477777778,6.89675
362.02,5.68488888889,7.44566666667,3.90572222222,4.16852121212,3.50422222222,7.46644444444,6.07355555556,7.61388888889,4.04933333333,6.81475
362.39,5.64955555556,7.39455555555,3.82888888889,4.08525993266,3.43611111111,7.427,6.055,7.57257407408,3.996,6.83275
362.75,5.82933333333,7.52211111111,3.90622222222,4.20142356902,3.51288888889,7.55,6.136,7.71585185185,4.15922222222,6.9005
363.11,5.80055555555,7.54311111111,3.85127777778,4.23424309764,3.49633333333,7.51266666667,6.14977777778,7.72148148148,4.14144444444,6.93625
363.48,5.753,7.502,3.75222222222,4.24675555555,3.46622222222,7.42133333333,6.16733333333,7.69551851852,4.10544444444,6.93825
363.84,5.70277777778,7.43155555556,3.68111111111,4.19301481481,3.39222222222,7.34,6.14833333333,7.62301851852,4.03211111111,6.81375
364.20,5.67977777778,7.39311111111,3.64305555555,4.2283003367,3.39677777778,7.29988888889,6.17122222222,7.62601851852,4.07455555556,6.7895
364.57,5.64111111111,7.39366666667,3.58572222222,4.16937239057,3.37188888889,7.26644444445,6.09211111111,7.59455555556,4.09766666667,6.771
364.93,5.65622222222,7.44844444445,3.57388888889,4.23139663299,3.40666666667,7.25888888889,6.01322222222,7.61311111111,4.12677777778,6.735
365.29,5.56966666667,7.425,3.51477777778,4.14537037037,3.31711111111,7.20344444444,5.99444444444,7.58261111111,4.04955555555,6.71075
365.66,5.48777777778,7.34411111111,3.37977777778,4.06133265993,3.21422222222,7.10022222222,5.86477777778,7.51066666666,3.97477777778,6.613
366.02,5.34066666667,7.20644444445,3.19611111111,3.9395993266,3.07055555556,6.94,5.78822222222,7.36675925926,3.83988888889,6.54325
366.38,5.24733333333,7.19355555556,3.14772222222,3.8811003367,2.94966666667,6.79933333334,5.71755555556,7.32044444445,3.737,6.463
366.75,5.14622222222,7.03922222222,3.06366666667,3.72517912458,2.79655555555,6.65344444444,5.58488888889,7.19368518519,3.572,6.4085
367.11,5.10944444444,6.91877777778,3.04038888889,3.63947205387,2.66611111111,6.54011111111,5.53055555555,7.06009259259,3.516,6.31525
367.47,5.211,7.02088888889,3.14205555556,3.65327272727,2.71577777778,6.64011111111,5.56033333333,7.15698148148,3.55022222222,6.4435
367.84,5.14777777778,6.95866666667,3.05811111111,3.58315690236,2.62211111111,6.66844444444,5.46477777778,7.10859259259,3.51466666667,6.47
368.20,5.25466666667,7.00177777778,3.10555555555,3.57091313131,2.65366666667,6.65411111111,5.52511111111,7.15461111111,3.541,6.48575
368.56,5.21655555556,7.039,3.09222222222,3.61816565656,2.69655555556,6.54911111111,5.56722222222,7.191,3.51411111111,6.5395
368.93,5.32166666667,7.12766666667,3.25794444444,3.67567474748,2.83888888889,6.72155555555,5.77433333333,7.3045,3.61766666667,6.726
369.29,5.36066666666,7.14777777778,3.30466666667,3.72697845118,2.86222222222,6.75666666667,5.71033333333,7.29703703704,3.67811111111,6.83375
369.65,5.37188888889,7.164,3.38477777778,3.70869360269,2.88677777778,6.787,5.75022222222,7.31605555556,3.67133333333,6.97675
370.01,5.57233333333,7.341,3.58083333333,3.86262020202,3.05633333333,6.988,5.89277777778,7.51133333333,3.80544444444,7.09375
370.38,5.75233333333,7.51355555555,3.79483333333,4.0244,3.23355555556,7.22188888889,6.04011111111,7.73412962963,3.96277777778,7.20275
370.74,5.87388888889,7.63433333333,3.94344444445,4.21121683502,3.39555555555,7.383,6.188,7.8187037037,4.06566666667,7.2275
371.10,5.90588888889,7.66388888889,3.98061111111,4.2264013468,3.49466666667,7.47155555556,6.30866666667,7.8907962963,4.12433333333,7.27075
371.46,5.95155555556,7.654,4.07466666667,4.29389225589,3.51977777778,7.53266666667,6.36766666667,7.95974074074,4.17333333333,7.212
371.83,5.98866666667,7.71166666667,4.12588888889,4.33886666666,3.61166666667,7.57077777778,6.405,7.97618518518,4.23577777778,7.2155
372.19,5.98111111111,7.737,4.12161111111,4.36633198653,3.62522222222,7.629,6.419,8.01490740741,4.21222222222,7.2525
372.55,6.11244444444,7.78822222222,4.19872222222,4.43322222222,3.64922222222,7.783,6.48777777778,8.08753703704,4.30355555555,7.257
372.92,6.12322222222,7.79066666667,4.15616666667,4.43573333333,3.55377777778,7.69855555556,6.43711111111,8.05509259259,4.31888888889,7.21475
373.28,6.20866666667,7.89233333333,4.22716666667,4.45984781145,3.59133333334,7.76033333333,6.52088888889,8.14718518519,4.35988888889,7.15625
373.64,6.27444444444,8.00266666667,4.22711111111,4.48987003367,3.61766666667,7.82755555555,6.51377777778,8.19068518519,4.41577777778,7.05425
374.00,6.16833333334,7.93222222222,4.18794444444,4.42123569024,3.51488888889,7.72144444445,6.383,8.05733333333,4.38166666667,7.029
374.37,6.09655555556,7.77588888889,4.03261111111,4.26663636364,3.36211111111,7.55766666667,6.233,7.85331481481,4.26022222222,6.91925
374.73,5.93155555555,7.72822222222,3.83688888889,4.11713872054,3.20411111111,7.38966666667,6.07577777778,7.73179629629,4.15644444444,6.76725
375.09,5.882,7.72533333333,3.741,4.05798047138,3.06633333333,7.29811111111,5.88588888889,7.65861111111,4.06255555555,6.702
375.45,5.87155555555,7.81488888889,3.72572222222,4.07058249158,3.10022222222,7.27022222222,5.91066666667,7.61107407408,4.09344444444,6.85375
375.81,5.89666666667,7.86911111111,3.69955555555,4.11952525252,3.08222222222,7.26455555556,5.968,7.68801851852,4.08666666667,6.83425
376.18,5.87377777778,7.88244444444,3.654,4.12752457913,3.05,7.239,5.92233333333,7.66224074074,4.04377777778,6.7715
376.54,5.85655555555,7.82388888889,3.59416666667,4.07968484848,3.00755555556,7.18022222222,5.89366666667,7.62190740741,4.00033333333,6.76925
376.90,5.89144444444,7.85122222222,3.58461111111,4.08474343434,3.03166666667,7.23155555556,5.91988888889,7.64122222222,3.98944444444,6.73225
377.26,6.00755555556,7.96133333333,3.64488888889,4.20287272727,3.11777777778,7.26766666667,6.00633333333,7.663,4.10544444444,6.86725
377.63,5.99488888889,7.86966666667,3.61888888889,4.23431111111,3.09233333333,7.22666666667,6.04533333333,7.60842592593,4.07733333333,6.8985
377.99,6.08311111111,7.95222222222,3.69,4.32878383838,3.15644444445,7.29666666667,6.146,7.68090740741,4.12488888889,6.953
378.35,6.13777777778,8.04877777778,3.75972222222,4.41663569024,3.19488888889,7.37988888889,6.23011111111,7.79355555556,4.20766666667,7.009
378.71,6.26855555556,8.05577777778,3.89827777778,4.49293265993,3.262,7.44755555555,6.31022222222,7.86996296296,4.26111111111,7.03325
379.07,6.35533333333,8.12,3.99227777778,4.56214612794,3.36433333333,7.50333333333,6.38488888889,7.96135185185,4.30911111111,7.12
379.44,6.33444444444,8.03444444444,3.90861111111,4.48549292929,3.30644444444,7.44722222222,6.36077777778,7.93211111111,4.21133333333,7.03625
379.80,6.24488888889,7.96411111111,3.86138888889,4.36184377104,3.20044444445,7.33777777778,6.25411111111,7.85155555556,4.11744444444,6.982
380.16,6.15311111111,7.89111111111,3.85327777778,4.25656632997,3.10211111111,7.22111111111,6.16755555556,7.78018518518,4.03155555555,6.9965
380.52,6.046,7.90622222222,3.83527777778,4.22024781145,3.08744444444,7.17011111111,6.10255555556,7.76538888889,4.01555555555,6.96825
380.88,5.85911111111,7.78966666667,3.69472222222,4.10254276094,2.96211111111,7.01655555555,5.998,7.62561111111,3.88522222222,6.894
381.24,5.71433333333,7.69155555556,3.6175,4.00571851852,2.91033333333,6.93233333333,5.93566666667,7.57125925926,3.78533333334,6.80425
381.61,5.66977777778,7.72188888889,3.66305555556,3.96287003367,2.91866666666,6.92022222222,5.92633333333,7.58227777778,3.74211111111,6.73925
381.97,5.55411111111,7.57877777778,3.54422222222,3.80913804714,2.76233333333,6.78811111111,5.74144444444,7.46566666667,3.58977777778,6.59275
382.33,5.59222222222,7.56766666667,3.58011111111,3.82543164983,2.83044444445,6.773,5.77288888889,7.49633333333,3.61388888889,6.60925
382.69,5.51766666667,7.55988888889,3.51433333333,3.7763952862,2.83433333333,6.706,5.73122222222,7.4727962963,3.57233333333,6.60125
383.05,5.45155555556,7.47611111111,3.44383333333,3.72867946128,2.76244444445,6.64166666667,5.729,7.46055555555,3.54411111111,6.5025
383.41,5.46377777778,7.48344444444,3.41916666667,3.70877912458,2.74144444444,6.62144444445,5.65722222222,7.41944444444,3.54555555556,6.423
383.77,5.502,7.46077777778,3.38611111111,3.71836565657,2.76155555556,6.62711111111,5.657,7.38796296296,3.52977777778,6.43525
384.14,5.56111111111,7.41266666667,3.34072222222,3.71097575758,2.79277777778,6.62577777778,5.65822222222,7.36611111111,3.53,6.47675
384.50,5.59233333333,7.37977777778,3.35227777778,3.68414949495,2.76866666667,6.64677777778,5.70066666667,7.37698148148,3.45577777778,6.45125
384.86,5.66122222222,7.43,3.43072222222,3.73146464646,2.82222222222,6.73388888889,5.73766666667,7.46527777778,3.52944444444,6.49625
385.22,5.61411111111,7.34077777778,3.2955,3.64945589226,2.73044444445,6.69355555556,5.64477777778,7.40498148148,3.42288888889,6.37675
385.58,5.57533333333,7.33344444445,3.21416666667,3.63265858586,2.66888888889,6.66788888889,5.57444444444,7.34938888889,3.41088888889,6.38725
385.94,5.69544444444,7.46755555556,3.30022222222,3.7538976431,2.83066666667,6.81544444444,5.73666666667,7.46625925926,3.583,6.535
386.30,5.652,7.46444444445,3.23172222222,3.70248350168,2.78811111111,6.78933333334,5.70055555556,7.37962962963,3.53988888889,6.5235
386.66,5.65833333333,7.45911111111,3.21827777778,3.71617575758,2.75877777778,6.83766666667,5.71655555555,7.37842592593,3.554,6.5845
387.03,5.70655555556,7.52477777778,3.25511111111,3.76775420875,2.82266666667,6.93144444445,5.74166666667,7.40088888889,3.62833333334,6.62175
387.39,5.74177777778,7.55233333333,3.30461111111,3.81107003367,2.84344444444,6.94622222222,5.77577777778,7.45646296296,3.64777777778,6.65775
387.75,5.85733333333,7.725,3.47572222222,3.94278047138,2.94744444444,7.077,5.94222222222,7.62651851852,3.76688888889,6.766
388.11,5.88588888889,7.78866666666,3.54533333333,4.01635218855,2.97766666666,7.17177777778,6.00033333333,7.70338888889,3.808,6.761
388.47,5.97088888889,7.88788888889,3.59722222222,4.10575555556,3.04188888889,7.18511111111,6.06633333333,7.7195,3.88022222222,6.797
388.83,5.98277777778,7.92533333333,3.554,4.08070707071,3.022,7.11966666667,6.05088888889,7.69205555555,3.84555555556,6.7585
389.19,6.07133333333,7.972,3.66438888889,4.14933400674,3.09344444444,7.14255555556,6.11288888889,7.75118518519,3.911,6.84775
389.55,6.13988888889,8.02833333333,3.72261111111,4.169196633,3.16888888889,7.19111111111,6.20633333333,7.83038888889,3.94233333334,6.88425
389.91,6.17811111111,8.06455555556,3.77488888889,4.19635151515,3.18266666667,7.19222222222,6.26244444445,7.87857407408,3.93922222222,6.911
390.27,6.25288888889,8.12611111111,3.84238888889,4.27768417509,3.25677777778,7.28622222222,6.293,7.9927962963,3.98377777778,6.957
390.63,6.34966666667,8.20644444445,3.93511111111,4.33633670034,3.32977777778,7.33366666667,6.31633333333,8.08577777778,4.05177777778,7.0115
391.00,6.37122222222,8.22011111111,3.97527777778,4.34444579124,3.359,7.31144444444,6.32488888889,8.10492592593,4.04855555555,7.076
391.36,6.24222222222,8.13611111111,3.90755555556,4.2659030303,3.28122222222,7.21555555556,6.26466666667,8.0212962963,4.003,7.00575
391.72,6.18822222222,8.06444444444,3.84116666667,4.18857710438,3.22255555556,7.14844444444,6.15677777778,7.93611111111,3.94388888889,6.957
392.08,6.17144444445,8.09322222222,3.83322222222,4.16591313132,3.21788888889,7.10388888889,6.20211111111,7.897,3.94211111111,6.92775
392.44,6.11666666667,8.03677777778,3.7685,4.11234276094,3.15866666667,7.022,6.12555555556,7.86118518518,3.89522222222,6.905
392.80,6.23622222222,8.10744444444,3.90666666667,4.22394814815,3.28111111111,7.11166666666,6.21233333333,7.94512962963,3.99844444445,7.04625
393.16,6.23722222222,8.14833333333,3.91405555556,4.23456363637,3.29311111111,7.10944444445,6.22144444444,7.94309259259,4.01666666667,7.0745
393.52,6.21644444444,8.12644444444,3.87477777778,4.21025252525,3.246,7.07933333333,6.20866666667,7.94262962963,4.01166666667,7.06775
393.88,6.165,8.09,3.83211111111,4.15646195286,3.20988888889,7.02777777778,6.14855555555,7.88270370371,3.98066666666,7.051
394.24,6.12666666667,8.09511111111,3.80061111111,4.1216047138,3.17033333333,6.98222222222,6.16766666667,7.87268518518,3.974,7.0165
394.60,6.10911111111,8.11722222222,3.79688888889,4.11771245791,3.18988888889,7.00511111111,6.19611111111,7.87922222222,3.95311111111,7.04625
394.96,6.09588888889,8.12833333333,3.71288888889,4.08191582492,3.12933333334,6.949,6.17855555555,7.87192592593,3.902,7.026
395.32,6.20055555556,8.21088888889,3.75616666667,4.15168350168,3.20533333333,7.055,6.27066666667,7.95485185185,3.96022222222,7.11425
395.68,6.185,8.19244444445,3.70672222222,4.13435757576,3.18077777778,7.03044444444,6.30188888889,7.9322962963,3.94311111111,7.0285
396.04,6.18677777778,8.19966666666,3.67083333333,4.13674949495,3.16888888889,7.03577777778,6.26377777778,7.98207407407,3.94366666667,7.04125
396.40,6.28388888889,8.29566666667,3.76994444444,4.22178720539,3.26944444444,7.13777777778,6.35333333333,8.05803703704,4.02144444445,7.07825
396.76,6.21877777778,8.27933333333,3.69883333333,4.16136498317,3.20211111111,7.111,6.33866666667,8.01596296296,3.98111111111,7.00825
397.12,6.29033333333,8.37555555556,3.77538888889,4.22001279461,3.26222222222,7.19544444444,6.42755555555,8.11231481482,4.04355555555,7.06725
397.48,6.44522222222,8.53377777778,3.9135,4.36483636364,3.40033333333,7.28977777778,6.57311111111,8.22701851852,4.16644444444,7.2415
397.84,6.48544444445,8.59388888889,3.91827777778,4.37713131313,3.41533333333,7.30822222222,6.63888888889,8.27209259259,4.19,7.262
398.20,6.48155555556,8.60044444443,3.85977777778,4.33171380471,3.38555555556,7.225,6.62633333333,8.20412962963,4.13844444444,7.2795
398.56,6.43888888889,8.56633333334,3.77111111111,4.25925185185,3.28755555555,7.11611111111,6.56577777778,8.11759259259,4.09666666667,7.17275
398.92,6.43111111111,8.59033333333,3.81977777778,4.26518181818,3.31155555555,7.15011111111,6.57944444444,8.11516666667,4.10211111111,7.186
399.28,6.45688888889,8.63566666665,3.84244444444,4.30224309764,3.32466666667,7.16344444445,6.57866666667,8.15716666667,4.11622222222,7.2235
399.64,6.49888888889,8.6771111111,3.86427777778,4.34242760943,3.36855555556,7.17255555556,6.58111111111,8.19927777778,4.14255555556,7.342
400.00,6.53866666667,8.74644444445,3.92788888889,4.3912026936,3.39244444445,7.17911111111,6.604,8.22492592593,4.16066666666,7.35375
