wavelength,Back_ComGarm,Belly_ComGarm,Breast_ComGarm,Crissum_ComGarm,Crown_ComGarm,DorTail_ComGarm,Patch10_ComGarm,Rump_ComGarm,Throat_ComGarm,WingTip_ComGarm
184.49,2983.33333333,-150.000000001,1594.44444445,571.818181817,2311.11111111,777.777777779,1377.77777778,669.444444444,1166.66666667,1500.0
184.87,1992.59277778,77.77788889,955.555555554,430.190818854,1640.74077778,744.444333333,929.629555556,501.851722221,848.14788889,1166.6665
185.25,211.555555555,-5.77777777767,98.6666666667,49.3737373739,213.333333333,88.4444444446,111.111111111,49.851851852,88.8888888889,139.0
185.63,105.808,-3.03022222223,51.8939444443,25.5080989899,117.676888889,50.5051111111,59.8486666667,35.6482222222,43.181888889,79.5455
186.01,102.314888889,7.17588888887,53.9351666668,33.1299582491,119.213,66.2036666667,71.2964444445,43.2871296298,41.4353333333,72.396
186.39,118.140555555,18.3673333333,72.1088333334,55.5830700337,138.322,92.0635555557,86.6211111111,66.439851852,56.2358888889,85.71425
186.77,121.256,19.807,85.7486666667,56.9038282828,134.058,88.6474444446,81.884,73.913148148,49.0338888889,84.78275
187.15,139.295444444,22.2222222222,103.387611111,63.7480397308,137.940333333,98.1028888888,84.5526666667,84.6433148147,32.5203333333,84.75625
187.53,121.367555556,23.718,88.141111111,58.9330619529,111.111,75.641,68.3761111111,66.5242407406,19.658,80.2885
187.91,132.727444445,32.5252222222,92.0201111112,68.1444713805,113.333333333,87.8787777779,72.7272222222,66.262537037,20.2018888889,76.364
188.29,163.333333333,33.611111111,112.5,85.3030303032,151.388888889,129.166666667,87.5,85.8333333334,12.7777777778,78.75
188.67,208.823555555,61.437888889,148.529333333,113.495748822,193.137333333,187.254888889,122.549,124.782037037,46.0783333334,113.235
189.05,225.514555555,35.3910000001,161.934111111,129.891480135,216.872444445,217.695444444,132.098777778,137.379962963,36.2137777778,114.81475
189.43,490.0,-17.7777777776,304.444444444,234.922558922,450.0,464.444444445,210.0,247.592592592,-34.4444444446,200.0
189.81,-1125.0,125.0,-608.333333332,-509.62962963,-975.0,-1080.55555556,-383.333333333,-475.925925925,219.444444445,-362.5
190.19,4800.0,-77.7777777767,2744.44444444,2514.54545454,4011.11111111,4933.33333334,2300.0,2485.18518519,-233.333333336,2150.0
190.57,480.0,24.4444444443,255.555555556,235.62962963,350.0,472.222222222,215.555555556,230.185185185,-18.8888888889,245.0
190.95,375.555555556,-46.6666666666,119.444444445,156.976430976,285.555555556,402.222222222,166.666666667,149.074074074,-108.888888889,140.0
191.33,141.777777778,9.99994161551e-11,27.5555555557,53.5757575759,108.888888889,170.666666667,82.2222222222,58.2962962962,-22.2222222222,54.0
191.71,104.012222222,18.2097777778,28.0864444444,52.160447138,89.1975555555,134.876444444,75.6175555556,63.323074074,1.85211111112,29.16675
192.09,95.8847777779,-12.3457777778,9.25933333333,45.5693831651,79.423888889,151.440333334,74.897,68.3812777777,-25.1027777778,22.222
192.47,67.7248888889,5.29111111113,14.4181111111,41.0404949495,51.0581111111,99.2061111111,58.73,44.8411296296,-3.17455555556,21.42875
192.85,55.3498888889,8.8477777778,13.5801666667,40.1495683502,38.4773333334,78.3951111112,47.3251111111,41.2894444445,2.26344444444,23.61125
193.23,51.6338888889,16.6667777778,17.5652777778,33.4482127946,25.8171111111,62.745111111,37.0913333333,31.6448703705,2.28766666667,29.41175
193.61,51.1364444445,23.8635555556,26.3888333333,38.8745292929,23.99,63.888888889,42.6767777778,38.8046296297,12.6263333334,37.216
193.99,50.629,26.9391111111,30.6605,38.833630303,22.5368888889,59.5386666667,43.1865555556,40.5310740741,17.5051111111,35.84875
194.37,46.4286666667,22.7182222222,25.744,35.7604861953,21.7262222222,54.1667777778,36.0118888889,34.7222777778,12.6985555556,37.0535
194.75,48.5713333333,24.6563333333,23.1747222222,41.1968552188,22.9628888889,60.9522222221,40.9522222222,36.067,11.7461111111,36.66675
195.13,51.6401111111,28.4657777778,28.6771666667,45.5698397306,27.6191111111,65.5025555554,46.7725555556,40.5995,16.6135555555,45.00025
195.51,56.0284444444,27.5414444445,33.2743333333,52.6298249158,30.4965555556,72.2224444443,50.0001111111,43.1243518519,16.9031111111,54.52125
195.89,56.5526666666,21.5098888889,23.8602777778,48.8811811448,18.0913333333,72.0797777778,37.4645555556,36.4435185185,10.2565555555,57.3715
196.27,50.5635555556,18.3576666667,15.5394444444,47.2737643098,13.2045555556,72.7856666665,39.1304444445,35.4535740741,8.37355555553,64.13025
196.65,39.0431111111,7.56177777777,8.79633333333,39.7306094276,4.62955555553,62.1913333333,25.1542222222,27.0062222222,-2.31488888889,66.6665
197.03,20.3703333333,-16.0494444445,-13.9918888889,28.3251340067,-22.8395555556,41.5635555556,14.4032222222,3.46364814813,-38.8888888889,74.53725
197.40,20.773,-11.3525555556,-9.42005555553,40.8491515151,-18.599,50.9662222221,29.9516666667,17.1095740741,-44.9274444443,78.26075
197.78,26.0982222222,4.13444444444,-11.8861666667,42.1408309764,-9.5608888889,57.8811111111,28.6822222222,26.9595185185,-41.601888889,94.76725
198.16,-17.7083333333,-28.4722222222,-55.2083333333,30.4945286196,-40.2777777778,47.2222222221,-9.375,7.11805555557,-86.4583333332,99.21875
198.54,-98.6666666669,-71.5555555555,-123.111111111,-16.035016835,-129.777777778,12.4444444446,-65.3333333333,-35.5555555554,-164.888888889,37.0
198.92,-174.242555556,-129.292888889,-182.070833333,-70.4653474744,-186.868666667,-37.3737777779,-118.686888889,-67.0034444445,-230.303,6.81825
199.30,-1737.037,-1403.70366666,-1790.74055555,-841.930487541,-1855.55566667,-581.481333333,-1314.815,-904.32111111,-2107.40744444,-300.0
199.68,820.634888889,633.333555555,837.301611111,412.813911785,876.190444442,300.00011111,612.698333333,386.243518518,976.190333333,160.71425
200.06,1405.55555556,1016.66666667,1431.94444444,650.269360269,1425.0,399.999999999,1005.55555556,571.296296298,1686.11111111,100.0
200.44,5866.66666667,4766.66666667,6788.88888889,3379.66329966,6611.11111111,2311.11111111,5033.33333333,3227.77777778,7900.00000001,1250.0
200.82,768.055555554,643.055555555,975.0,538.779461279,895.833333332,362.5,704.166666667,456.944444444,1056.94444444,259.375
201.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201.57,1850.0,1661.11111111,2472.22222222,1516.88552188,2219.44444445,916.666666668,1972.22222222,1312.03703703,2433.33333333,731.25
201.95,414.444444445,430.555555556,568.888888889,342.363636364,521.666666667,241.666666667,448.888888889,343.240740741,546.666666667,183.75
202.33,380.303,401.010111111,545.707,353.04249697,508.585777778,232.828333333,448.485,345.117796296,518.686777778,181.8185
202.71,384.343555555,434.343444445,553.535277778,366.899245118,524.747444445,236.868666667,486.363666667,368.687018519,531.313222222,195.45425
203.09,619.658,726.495777778,882.051277778,614.100013468,892.307666666,377.777666667,804.273555555,628.490148148,900.00011111,282.69225
203.47,434.391555555,490.476,596.296388889,430.251744781,608.994777778,289.947,546.560666667,452.469018519,593.650555556,226.19075
203.85,342.528777778,375.862,452.299,328.705478788,480.459777778,238.697333333,411.494444444,350.191611111,452.490333333,179.3105
204.22,288.055555555,310.555555556,363.472222222,280.185185185,398.611111111,207.222222222,327.777777778,288.425925926,356.388888889,173.75
204.60,329.841222222,344.444444445,404.761888889,303.188027609,442.222222222,217.143,362.539777778,329.682592593,393.650666667,192.857
204.98,256.0,267.333333333,296.333333333,232.377104377,336.444444445,171.333333333,271.555555555,256.925925926,296.888888889,155.0
205.36,284.691444444,300.740555555,332.345555556,256.444437711,364.444444444,189.629777778,299.012555556,287.4075,335.308666667,173.88875
205.74,306.504222222,328.997222222,354.606944444,287.223379124,405.149111111,195.392777778,328.184333333,309.530370371,369.918777778,176.82925
206.12,465.432111111,466.255222222,518.312833333,441.486451852,602.469111111,273.251111111,494.238666667,459.122166667,559.671,278.704
206.50,351.351333333,352.252111111,396.096055556,320.276492256,453.453444444,202.402555556,359.459444445,341.941907408,421.021,196.62175
206.87,288.636333333,278.787777778,331.691777778,262.206857913,380.050555556,165.404,291.161333333,281.39737037,356.313222222,152.273
207.25,325.0,301.111111111,373.75,288.363636363,428.333333333,188.333333333,335.833333333,319.953703704,389.722222222,174.375
207.63,465.333333333,431.555555555,536.444444444,413.807407407,637.777777778,249.777777778,477.777777778,445.407407407,563.555555556,233.0
208.01,435.802555556,407.407444444,495.061666667,397.480942087,576.954777778,235.391,453.086555556,419.547185185,517.284,219.44425
208.39,454.700888889,429.06,499.786277778,399.823962963,590.171,245.726333333,455.983,435.470185185,539.316222222,233.654
208.77,262.963,259.506111111,291.234388889,244.926299663,346.913666667,159.999888889,270.863888889,248.600759259,314.320888889,142.77775
209.14,242.270666667,228.743888889,268.357555556,221.244286195,314.734111111,143.478333333,242.029111111,217.431314815,293.719888889,123.36975
209.52,233.806111111,210.638333333,261.465777778,210.334472728,302.600555556,145.862888889,229.550666667,213.79037037,274.468,137.23425
209.90,189.235777778,156.423555556,204.166555556,157.555603367,228.992777778,128.819333333,171.006777778,164.149148148,209.201111111,120.31225
210.28,172.300444444,143.192555556,180.516277778,136.775211448,205.164444444,122.378666667,149.765111111,141.601388889,178.560222222,109.85925
210.66,180.854666667,147.350333333,184.358944444,138.89356633,211.111111111,123.760555556,152.307666667,151.396037037,190.256555555,127.30775
211.03,179.523888889,158.730333333,186.428666667,142.536810774,209.047444444,127.619,155.872777778,152.195740741,183.968222222,131.4285
211.41,145.942555556,133.208444444,156.491666667,120.514562289,170.037444444,110.112333333,128.589333333,127.132796296,156.054888889,112.92125
211.79,138.888888889,132.264888889,151.014944445,119.423076768,160.149777778,113.995666667,126.602666667,127.154537037,151.816222222,112.74025
212.17,150.907,147.505666667,164.115888889,133.225483502,175.283333333,125.17,141.61,143.064796296,167.573666667,128.31625
212.55,162.036777778,151.455111111,175.595277778,139.991236364,185.714111111,130.687666666,156.084555555,150.44087037,182.672111111,132.1425
212.92,182.883,170.270333333,191.366444444,156.608306397,212.762555556,147.297111111,177.777555556,173.097944444,204.204,148.31075
213.30,201.763666667,189.418,214.021111111,171.503499663,240.740888889,159.612111111,204.938333333,201.646148148,222.574888889,169.44475
213.68,181.533555555,170.109555556,189.358333333,155.000750842,215.649333333,140.688666667,185.759111111,179.551462963,199.999888889,138.38025
214.06,182.291555556,177.777777778,197.048277778,162.595511111,221.354,134.027555556,190.798111111,182.696592593,202.604,137.10925
214.44,187.524444444,180.506888889,209.941277778,170.988284848,232.163777778,128.070333333,195.711555556,193.339851852,218.713444444,137.71925
214.81,155.864222222,155.246777778,176.311666667,150.962405387,197.685111111,119.290111111,165.740888889,160.596685185,179.938333333,115.625
215.19,141.959,131.432666667,156.652,138.864213468,175.438555555,108.625777778,143.567222222,145.930722222,162.426888889,102.63175
215.57,167.019444444,143.562666667,178.483111111,157.613289562,199.294666667,114.109333333,155.731888889,157.760055555,174.956111111,112.6985
215.95,222.486888889,162.962888889,233.201222222,192.292727273,261.375777778,133.597888889,198.677444445,193.871462963,223.280555556,140.476
216.32,232.163777778,140.058666667,245.029333333,182.174464647,269.590555556,133.041,190.643111111,177.631574074,223.391777778,148.02625
216.70,209.420444445,139.372,228.985444445,177.304977104,246.86,129.468444444,173.671222222,170.893759259,202.415555555,147.28275
217.08,210.657666667,149.206333333,243.650777778,181.569512458,244.897888889,137.868333333,178.911666667,171.239722222,213.605444444,157.65325
217.46,188.888888889,139.655222222,227.203055556,169.173338047,224.904222222,134.291111111,157.854444445,151.596351852,199.042222222,136.207
217.83,178.836,138.800666667,219.136,165.983609428,217.636777778,131.040555556,158.024777778,148.530314815,190.299777778,140.4765
218.21,187.373666667,155.892333333,224.242333333,172.338650505,228.114555556,138.215333333,175.757666667,166.863277778,197.811444444,155.303
218.59,166.408333333,146.253222222,190.374611111,155.905465993,193.669333334,131.653666667,160.077666667,152.885407407,172.997333333,144.18625
218.97,192.148,168.444444444,216.666611111,175.833868687,213.926,140.592555556,178.370444444,167.358092592,193.925777778,152.3335
219.34,197.716888889,173.972555555,220.395722222,174.4366734,217.960333333,137.442777778,186.910111111,164.434240741,195.281555556,153.08225
219.72,167.183444445,151.550333333,187.338722222,146.26416835,183.074888889,118.087888889,165.245333333,146.339259259,168.087888889,133.13975
220.10,146.335777778,139.479777778,166.075777778,132.896519192,164.893555556,100.709111111,145.744666667,132.860611111,149.645555556,114.362
220.47,133.444444445,138.666666667,157.222222222,127.065993266,159.555555556,91.5555555555,143.222222222,131.722222222,140.555555556,103.0
220.85,123.915444444,125.079444444,142.486888889,113.995718519,145.820333333,84.7617777779,131.217,121.851833334,125.502777778,88.33325
221.23,119.956888889,115.426111111,133.980388889,108.364501683,139.913666667,76.2675555556,125.458666667,119.345592593,115.533888889,77.9125
221.61,130.409333333,125.847888889,137.543722222,117.242691583,149.473777778,80.9356666668,141.286555555,130.838037037,120.351,86.579
221.98,132.679777778,127.320333333,138.431222222,116.101452526,149.934666667,76.2091111112,139.608111111,133.899814815,118.562111111,84.706
222.36,142.151555555,134.920555555,153.174555556,121.299890236,161.199222222,72.6631111112,150.441,143.092018519,120.105888889,81.746
222.74,151.388888889,140.674555556,172.4205,126.524716499,172.023666667,76.3887777778,166.468444445,155.919296296,124.206333333,94.1965
223.11,168.434222222,139.899,197.095944444,130.587863973,193.181777778,87.6261111111,205.050444444,179.629425926,126.262555556,115.341
223.49,258.974444444,204.700777778,313.889,202.579582492,297.008555555,140.170888889,336.752111111,305.341777778,180.342,158.6535
223.87,388.888888889,303.472222222,474.652777778,301.363636364,461.805555555,213.194444444,513.888888889,466.782407407,277.083333333,206.25
224.24,1100.0,705.555555555,1281.4815,798.316498318,1185.18522222,551.851888889,1372.22211111,1213.27175926,755.555555556,495.8335
224.62,-764.197555555,-375.308777778,-797.530833333,-506.771450505,-661.728555555,-354.321,-797.530888889,-773.662518519,-451.851666666,-266.6665
225.00,-349.122777778,-198.830444444,-382.748611111,-231.040189899,-309.941333333,-166.081777778,-374.853777778,-342.982537037,-225.146333334,-151.3155
225.38,-238.314222222,-136.015444444,-270.881055556,-157.468961616,-208.045888889,-129.884888889,-245.976777778,-223.88262963,-167.049888889,-124.13775
225.75,-275.555555556,-143.555555555,-323.333333333,-177.330639731,-228.444444444,-140.0,-264.0,-243.555555556,-204.444444444,-154.0
226.13,-1160.31744444,-703.174555556,-1310.31755556,-828.042359597,-990.476333332,-682.539555556,-1063.492,-997.883611111,-917.460333334,-678.5715
226.51,654.814777778,422.962888889,685.555611111,484.269296296,597.037,413.333333333,568.888777778,551.851870371,543.703777778,385.0
226.88,1014.815,611.111111111,1036.41977778,708.193094949,948.148333333,617.283888889,812.345666668,807.20162963,850.617222221,500.00025
227.26,1893.33333333,1206.66666667,1860.0,1372.60606061,1717.77777778,1131.11111111,1313.33333333,1527.03703704,1740.0,895.0
227.64,-4533.33333334,-2972.22222222,-4505.55555556,-3255.11784512,-4255.55555556,-2755.55555555,-2961.11111111,-3625.92592593,-4272.22222222,-2350.0
228.01,-513.450111111,-340.350777778,-495.906444445,-377.586442424,-473.684444445,-336.842111111,-350.877444444,-424.464,-488.888888889,-319.737
228.39,-288.571444444,-221.904666667,-272.539722222,-221.285056565,-271.746111111,-200.317555556,-210.476,-254.920796296,-280.317222222,-181.42825
228.76,-214.009777778,-170.048222222,-189.130444444,-155.135470707,-201.449333333,-136.715,-153.864666667,-180.152944444,-210.869666667,-136.41325
229.14,-144.973555556,-114.814666667,-124.6915,-105.960109091,-137.918777778,-82.5396666668,-98.7652222221,-122.339703704,-144.268222222,-92.857
229.52,-112.0,-88.740888889,-92.8888888888,-82.5016020202,-105.333555556,-52.5925555556,-67.7036666667,-91.8519814815,-107.703777778,-67.3335
229.89,-77.89,-63.7485555555,-60.1572777778,-54.9365003367,-72.3905555556,-31.7621111111,-46.9136666667,-62.6823518519,-71.4928888889,-45.4545
230.27,-50.2603333333,-37.8471111111,-34.3315,-30.7048114478,-45.9202222222,-16.5796666667,-28.2986666667,-38.3824259259,-44.8783333333,-26.7575
230.65,-37.8518888889,-26.5186666666,-24.1852222222,-21.1447993266,-31.5554444445,-7.18522222223,-21.7776666667,-29.6419444444,-35.2594444444,-18.1665
231.02,-35.229,-22.4837777778,-21.7975,-19.8601218855,-25.8823333333,-6.47066666666,-20.1307777778,-25.2505925926,-29.2157777778,-17.5
231.40,-35.9218888889,-25.5052222222,-23.7688888889,-22.7912047138,-28.409,-8.27033333332,-25.0,-25.8734444445,-28.5985555555,-22.44325
231.78,-38.7244444444,-27.9421111111,-25.8710555556,-24.9595858586,-29.6514444444,-9.3358888889,-25.0492222222,-25.1808148148,-32.7414444444,-21.59775
232.15,-33.4664444444,-23.6858888889,-19.5276666667,-18.5986121212,-23.5528888889,-0.465777777777,-15.3694444444,-15.3469444444,-26.8797777778,-14.97
232.53,-26.4646666667,-15.9594444445,-13.4007222222,-10.7446114478,-16.431,5.65655555555,-5.11777777778,-5.71251851851,-19.7981111111,-11.3635
232.90,-28.1294444445,-18.0027777778,-18.882,-15.3224915825,-20.0422222222,2.53155555556,-7.24311111111,-7.63009259259,-23.9803333333,-16.614
233.28,-31.7673333333,-17.5243333333,-24.8697222222,-17.4830255892,-23.7883333333,-2.83388888889,-10.9618888889,-11.6330555556,-27.5166666667,-14.597
233.66,-31.6901111111,-16.9798888889,-25.1565,-15.5740848485,-23.3175555555,-0.547777777777,-12.5196666667,-12.2456481482,-27.7777777778,-15.141
234.03,-26.9171111111,-10.4852222222,-24.0609444444,-11.4966329966,-19.5616666667,3.75566666668,-5.47711111111,-10.6023518518,-26.2127777778,-8.979
234.41,-23.9724444445,-8.90411111111,-25.0760555556,-9.56360336699,-16.0578888889,7.00166666668,-1.36977777778,-8.49838888889,-24.3531111111,-6.67775
234.78,-22.734,-8.40644444443,-24.9633888889,-8.46441818183,-16.0086666666,6.21344444444,-1.09655555555,-6.22575925925,-20.468,-11.1845
235.16,-19.863,-8.52344444444,-22.3365,-7.20640471381,-16.5905555555,9.05622222223,0.000111111111,-3.62751851852,-18.7214444445,-9.2465
235.54,-19.9073333333,-9.87644444446,-19.0201111111,-5.5841164983,-15.8951111111,9.02766666667,1.23444444444,-3.71657407408,-17.0526666667,-5.903
235.91,-12.3306666667,-5.69122222222,-13.3809444444,-1.30526868687,-9.01077777777,11.6531111111,3.65855555556,-2.32594444444,-11.3143333333,-7.31675
236.29,-9.52377777779,-6.41544444445,-14.0542222222,-3.36574410776,-12.037,9.19300000001,0.000111111113333,-4.97137037037,-11.6403333333,-6.69675
236.66,-12.6881111111,-13.0465555555,-20.3582222222,-9.76687138048,-18.2077777778,5.51966666665,-8.38711111112,-11.9951296296,-16.9175555555,-11.7745
237.04,-9.69699999999,-11.1784444444,-17.34,-7.31903164984,-14.7475555556,4.24222222222,-7.81144444446,-8.6419074074,-14.8822222222,-6.3635
237.41,-12.9871111111,-17.0272222222,-17.0272777778,-9.94740336702,-14.2856666667,2.95799999999,-7.07055555556,-10.4376666667,-17.3158888889,-11.364
237.79,-11.3756666667,-17.6587777778,-15.0792777778,-9.86057912459,-13.6903333333,-1.12433333333,-7.53977777778,-11.2872777778,-17.196,-6.69625
238.17,-14.9901111111,-23.077,-17.5212222222,-12.3686794613,-17.2255555555,-4.47077777778,-9.53344444447,-13.9710185185,-19.0665555555,-9.31975
238.54,-16.1726666667,-23.5184444444,-17.716,-13.2072060606,-20.3703333334,-7.16033333335,-10.3086666667,-16.9135555556,-20.6791111111,-10.0
238.92,-12.6002222222,-17.4685555555,-14.9198333333,-9.76019461279,-15.292,-3.60822222222,-5.03988888888,-13.5738148148,-16.6093333333,0.38625
239.29,-2.66477777778,-8.49677777777,-7.03855555557,-2.29895488215,-6.53588888889,4.27344444445,2.86588888889,-7.45775925926,-9.653,10.6335
239.67,2.16922222222,-3.40877777778,-3.93983333333,2.06766734007,-2.74444444445,7.34833333332,5.79911111111,-3.0102037037,-5.40055555557,14.044
240.04,-2.23911111111,-6.97077777777,-6.75966666667,-1.90113670034,-6.88622222223,4.05577777779,2.36588888889,-4.59092592592,-8.95655555557,13.02275
240.42,-6.21622222222,-10.2565555556,-10.0232777778,-5.57738720539,-8.78011111112,2.09811111112,0.194222222223,-6.26787037036,-8.93544444443,9.965
240.79,-1.48555555556,-4.05444444445,-4.17816666667,0.11603973064,-3.2188888889,7.21133333333,4.51866666667,-0.38161111111,-2.38311111111,13.09175
241.17,-1.18944444444,-4.16311111111,-4.02816666667,-0.888274747477,-3.64977777778,7.24533333334,4.16344444444,-1.77516666667,-1.81133333333,11.3745
241.54,-0.505111111112,-2.43344444445,-2.46755555555,-0.568382491581,-2.84677777778,8.05788888889,2.59422222222,-0.746055555557,-0.665666666667,11.26025
241.92,0.102333333333,-1.27111111111,-1.59905555556,0.189849158249,-1.72211111111,9.08166666667,3.23922222222,1.09337037037,-0.04088888889,9.87125
242.29,1.47266666667,0.149000000001,0.531333333333,1.09043097643,-0.167666666667,10.0296666667,3.89644444444,2.30544444444,0.857555555553,9.77325
242.67,2.31111111111,0.88888888889,1.36888888889,1.04641077441,0.835555555554,11.2355555555,3.91111111111,3.08148148148,1.12,9.84
243.05,0.624,-1.28266666667,0.468,-1.16353939394,-0.433333333333,9.72444444447,1.83733333333,1.94422222222,-0.450666666667,6.7865
243.42,-1.79811111111,-2.69722222222,-1.6795,-3.02027407408,-1.917,7.10777777777,-0.746333333332,0.531648148148,-1.95077777778,3.5875
243.80,-0.0983333333333,-0.262222222223,-0.0817777777777,-1.71777441078,-0.049222222221,9.11188888891,0.45877777778,2.21796296296,-0.639333333334,4.4245
244.17,2.16055555556,2.20666666667,2.12944444444,0.775294949494,2.5,11.3117777778,2.59266666667,4.26444444444,1.71311111111,5.55575
244.55,4.47077777778,5.14044444444,4.60172222222,3.82998989899,4.83477777778,12.7275555555,4.51455555555,6.18642592593,3.58244444445,7.8635
244.92,3.62844444444,4.46155555556,3.86127777778,2.68587878788,4.27788888889,11.7745555555,3.586,5.32720370371,2.40011111111,6.893
245.30,4.07622222222,5.549,4.20133333333,3.96631649832,5.25977777778,12.5705555556,4.22088888889,6.64688888889,3.18211111111,7.13025
245.67,4.73488888889,6.11633333333,4.16216666667,4.71029562289,5.63211111111,13.0238888889,5.37255555556,7.18312962963,3.64844444444,7.22625
246.05,5.38433333334,6.79733333333,4.47983333333,5.0755979798,5.99444444444,13.0377777778,5.59833333333,7.16118518519,4.421,7.70725
246.42,5.73644444444,6.93833333333,4.43172222222,5.09285387205,5.94155555556,12.9092222222,5.77533333333,7.60781481481,4.75911111111,8.39925
246.79,5.25977777778,6.156,3.98305555555,4.63984377104,5.27788888889,12.1058888889,5.57355555555,7.07759259259,4.66866666667,7.883
247.17,5.70066666667,6.76944444445,4.379,5.21325387205,5.41044444444,12.2877777778,6.11477777778,7.52748148148,5.12044444444,8.725
247.54,6.21633333333,7.06077777778,4.72672222222,5.80747003367,5.54388888889,12.6515555556,6.71677777778,7.98472222222,5.47333333333,9.32425
247.92,5.07677777778,5.76844444445,3.55305555556,4.9023946128,4.46122222222,11.4303333333,6.08011111111,6.89318518519,4.45344444444,8.396
248.29,4.60066666667,4.87888888889,3.04461111111,4.19045117845,3.69122222222,10.8478888889,5.73588888889,6.14553703704,4.01433333333,8.06825
248.67,3.66844444445,3.65322222222,2.167,3.00542087542,2.67022222222,9.85555555555,4.977,5.16237037037,2.88188888889,7.25
249.04,4.25622222222,4.00933333333,2.6755,3.37288148148,2.99166666667,10.0314444444,5.55188888889,5.76501851852,3.37722222222,7.98075
249.42,5.22822222222,4.54144444444,3.45433333333,3.92876700337,3.36966666666,10.7555555556,6.24677777778,6.29764814815,4.01611111111,8.9455
249.79,5.17011111111,3.94322222222,3.25961111111,3.53129562289,2.88277777778,10.1647777778,5.91455555556,5.83146296296,3.89077777778,8.87225
250.17,4.21666666667,2.85844444444,2.66844444444,2.7331003367,1.662,9.10733333333,5.30866666667,5.37201851852,2.963,8.0555
250.54,3.67011111111,2.76022222222,2.39633333333,2.51478989899,1.456,8.887,4.76211111111,4.73011111111,2.78044444444,7.234
250.92,3.8,2.95433333333,1.94822222222,2.5421010101,1.73411111111,9.06633333333,4.13188888889,4.92744444444,2.59044444444,7.03275
251.29,3.27644444445,1.69388888889,1.37061111111,1.85769090909,1.25933333333,8.38077777778,3.31022222222,4.07524074074,1.52677777778,6.1435
251.66,3.57444444444,1.62155555556,2.061,1.88846464647,1.59877777778,9.20433333334,3.63155555556,4.10901851852,1.78155555556,6.52625
252.04,5.20277777778,2.567,3.66527777778,3.08465454546,3.07555555556,10.9028888889,4.69422222222,5.44957407408,3.54955555556,7.8825
252.41,4.78055555555,1.90744444444,3.00433333333,2.61213804714,2.67033333333,10.7652222222,3.54077777778,4.96959259259,2.90877777778,7.26925
252.79,5.95977777778,3.12477777778,4.13211111111,3.62641414141,4.05355555555,12.6915555555,4.63255555555,6.12259259259,3.99322222222,7.51875
253.16,5.292,2.68288888889,3.12394444445,3.08284242424,3.47922222222,12.0421111111,3.66288888889,5.29607407407,3.271,5.20925
253.54,4.80744444445,2.68588888889,3.20077777778,2.67147811448,3.63022222222,11.6017777778,3.53188888889,5.1652962963,3.22555555555,4.52525
253.91,5.34055555555,3.56044444444,4.06355555555,3.57344040404,4.653,12.2897777778,3.892,6.067,3.99,5.33125
254.28,5.44266666667,3.91266666667,3.9505,3.74428686869,5.36733333333,13.0298888889,4.13822222222,6.19727777778,3.98777777778,5.7
