wavelength,Back_ChlSpim,Belly_ChlSpim,Breast_ChlSpim,Crissum_ChlSpim,Crown_ChlSpim,DorTail_ChlSpim,Rump_ChlSpim,Throat_ChlSpim,WingTip_ChlSpim
195.51,-96.0493333332,-77.531,-158.2716,-179.7532,-119.753133333,-108.148166667,-96.4883703705,-158.271466667,-186.666733334
195.89,-86.2069999999,-82.2987333333,-143.448266667,-160.689733333,-100.000133333,-71.8390000001,-99.3869037037,-137.701333333,-183.448333333
196.27,-67.7419333333,-66.0215333334,-110.322533333,-129.0322,-66.2365999999,-43.4409333332,-71.3023407407,-97.2041333334,-146.4516
196.65,-93.9130000001,-83.1883333333,-144.347866667,-168.985466667,-93.0434666667,-58.5506333334,-94.7503703705,-120.8696,-191.884133333
197.03,-593.333266667,-535.555533333,-786.666733331,-758.888866667,-618.8888,-482.222466667,-589.25925926,-594.444466667,-993.333333333
197.40,318.888866667,290.000066667,430.0,426.666666667,336.1112,271.666666667,329.259266667,328.333333333,545.555666667
197.78,255.8974,245.128066667,356.923,361.5384,275.384666667,251.282233333,279.601155556,259.4872,450.7692
198.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198.54,-195.2382,-185.714266667,-435.238133333,-452.380933333,-324.762066667,-262.380866667,-375.238044444,-256.190533333,-565.714333334
198.92,51.1111333332,-6.66660000013,-267.7778,-285.555533333,-218.8888,-97.7778,-227.037007407,-120.0,-431.111066667
199.30,200.0,3.3333333324,1093.33333333,976.666666668,736.666666666,460.0,896.296296295,493.333333333,1430.0
199.68,640.0,1473.33333333,-780.0,-406.666666666,-293.333333332,1046.66666667,-450.37037037,460.0,-1273.33333333
200.06,-126.666666667,-397.333333333,86.6666666666,74.6666666667,58.6666666665,-192.000000001,112.444444445,-93.3333333333,241.333333333
200.44,-4.2424666664,-183.030066667,84.8486,96.3637333334,79.3939333333,-74.5454333335,123.838318518,-4.8484,127.2726
200.82,25.9522666667,-49.5238000001,68.5714666665,57.6190666667,50.0001333334,-17.5001333334,79.999962963,15.9523333333,68.0952
201.19,26.2745333333,-39.0196666666,56.6666000001,60.5882666666,24.5098666666,-20.9802666667,77.2549481482,6.27439999999,53.9215333333
201.57,18.5712666667,-63.3334666667,42.6189999999,54.9999333333,3.80959999994,-60.1189999999,84.9205407407,-20.0000666666,48.0952
201.95,40.4599333334,-31.4942666667,65.747,83.6781333332,34.7126666666,-52.7587666667,119.69357037,1.60926666661,72.8736666669
202.33,49.3750000001,-11.875,81.8749999999,90.625,45.2083333333,-40.3125000001,130.601851852,2.50000000001,84.9999999999
202.71,56.2962666667,14.8149333333,79.5556666667,87.5556666667,51.2593333333,-7.77779999993,120.016437037,20.7408,83.2592666668
203.09,74.4678666666,32.7658666667,93.6170666667,102.978666667,67.6595333333,12.1276666667,143.577637037,39.5744666667,94.3262666668
203.47,77.5268666667,52.7957333333,98.0646,103.118333333,77.8494666666,37.3119,137.562777778,56.2363999999,100.645266667
203.85,93.6459999999,73.8544666667,108.9586,115.937733333,92.7085999999,65.8335333333,152.280303704,75.9377333334,120.312666667
204.22,91.0833333334,71.9166666666,101.166666667,109.666666667,93.3333333335,68.0833333333,134.898148148,75.25,108.666666667
204.60,69.5834666667,58.8194666667,81.1111333333,88.0555333332,77.0833333333,56.7361666667,107.847266667,59.097,93.4722666668
204.98,75.8333333333,61.1110666667,79.8612,93.1944666668,83.5418,61.1112,110.894985185,61.8056,101.597333333
205.36,69.6454,54.6808666667,76.5958,90.0709333334,81.9856666667,57.9077666667,109.212044444,55.461,95.6736666665
205.74,65.2564666667,50.0640666666,71.4742666667,81.9871333333,77.5640666667,56.4103666667,101.595348148,47.2435333333,82.1794666667
206.12,59.8718,41.0896666667,68.4614666667,75.7692000001,70.0000666667,52.4359,93.8746888889,39.4229333333,74.4230666667
206.50,51.4,29.0666666667,58.4666666667,66.5999999999,61.5333333333,41.6333333333,81.7333333333,27.1333333333,62.8
206.87,48.9473333333,16.3158666667,51.4911333333,66.4912666667,62.8947333333,31.1403,81.0623333333,11.6666,60.8772666667
207.25,42.2534,6.47886666668,42.4414,62.4413333333,54.0844666667,21.2207,71.4138074075,-7.79340000001,53.8966
207.63,33.2367333334,-4.83080000001,28.7923333333,51.9806666667,46.57,4.87936666665,61.8571925926,-24.1545333334,44.9274
208.01,26.3157333333,-26.1987333334,21.1696,48.6550666667,44.5614666667,-18.0117666667,55.6985925926,-51.8128,33.2163333333
208.39,22.3705333333,-34.2222666667,24.4445333333,52.8888666667,46.3704,-22.5185666666,64.2798370371,-80.148,35.5556
208.77,21.5237333333,-46.2857999999,23.4286,50.6666666667,47.6190666667,-36.7618,76.042274074,-117.333266667,28.5712666667
209.14,13.0082,-36.0974000001,25.6910666667,35.1219333333,33.008,-26.7479333334,69.3766148147,-95.4470666666,18.8618
209.52,2.15053333334,-56.3440666666,12.0430000001,23.0107333333,34.1936666667,-46.774,73.3810370371,-130.5374,13.7635333333
209.90,-12.0833333333,-64.5833333333,-16.2500000001,9.1666666667,15.0,-57.3958333333,50.9027777777,-126.458333333,3.75000000013
210.28,-50.2223333333,-99.5556000001,-60.4443999999,-24.0000000001,-13.7777333333,-105.999933333,14.7407481482,-164.888933333,-33.1111333334
210.66,-23.5659333334,-46.3564000001,-29.1472666667,3.56593333333,11.0078,-65.3489999999,37.4504814815,-92.558,-3.87606666667
211.03,1.99999999999,-6.3808,2.76180000001,17.6189333333,25.3335333333,-20.3810666667,48.6984000001,-41.2381333333,14.9524666667
211.41,4.11533333335,-1.48146666666,9.71200000001,17.0371333333,27.4895333333,-7.73663333332,50.0229555555,-28.2304666667,20.7406
211.79,1.83166666667,0.512866666666,7.5458,12.5274,24.1757333333,-1.6117,41.9210814815,-25.4212666667,17.9487333333
212.17,5.97106666667,8.28986666665,11.2463333333,13.7391333333,25.5073333333,8.11589999998,41.6618444445,-12.4638666667,22.0868666667
212.55,3.28199999999,4.30766666669,7.69226666665,10.5641333333,21.6923333333,3.25640000001,38.0397629629,-10.4101333333,16.7692
212.92,13.0496666667,12.8605333333,13.948,20.4255333333,27.9905333333,12.0803333333,46.3671925926,0.425400000008,25.3427333333
213.30,12.0,10.2069333333,11.5862,18.023,27.4484,11.7700666667,44.664162963,-2.85066666667,22.6207333333
213.68,10.3111333333,7.42240000001,10.4443333333,16.2222,25.1999333333,9.62216666668,39.6889555556,-6.4444,20.4445333334
214.06,17.0100666667,14.2222666667,17.697,21.1313333334,31.9190666667,16.2627,42.1771925926,0.040466666652,26.3434
214.44,23.9548,19.1337333333,21.5066,24.9716666667,36.5348666667,24.4256333333,45.9008074074,4.70793333333,32.1656666667
214.81,27.1086,21.6944,23.7568666666,24.2726,36.0589333333,29.6499666667,47.3049259259,6.92453333332,33.5175333333
215.19,26.6666,18.3333333333,20.8526,21.0076,32.2481333333,27.9071,45.0129851852,4.34113333331,32.4418
215.57,23.7968666667,14.3929333334,15.585,14.5254,29.3598,21.7439,40.8191925926,0.353133333326,27.9911333333
215.95,28.1248666667,15.6770666667,15.4166666667,15.4165333333,31.5103333333,19.5573333333,46.4814,-1.04173333333,29.271
216.32,33.8983333333,19.6044666667,18.192,19.8870666667,35.4802,22.4294666667,53.2767777778,-0.169466666666,34.0676666667
216.70,36.9006,21.0524666667,17.1344666667,19.8246,36.5497333333,25.0,52.1962370371,-0.99413333334,36.5496666667
217.08,31.9298666667,11.5789333333,9.7544,10.8772666667,32.1403333333,14.5614666667,47.0721037038,-15.4387333333,29.4034666667
217.46,33.0434666667,8.40586666666,5.31400000001,9.95173333335,35.9420666667,2.60866666668,50.0590666667,-25.7006666667,31.8840666667
217.83,39.6190666667,16.9523333333,12.1904666667,15.8095333333,40.5715333333,7.6191,59.4498444445,-10.6668666667,37.0476
218.21,30.0628666666,6.2892,6.6666666001e-05,-1.50939999999,34.4654666667,-12.4528333334,63.1305925926,-29.4340666667,28.805
218.59,26.2122666667,8.93919999992,-1.36366666667,-6.6667333334,34.5454,-25.2272,73.0134222221,-34.8486,30.9090666667
218.97,21.6296,2.81493333339,-8.4445333333,-10.9629999999,34.8148666666,-29.9260000001,70.1893185185,-34.2221333333,28.5925333333
219.34,11.2222666667,0.555533333334,-7.55566666668,-8.77786666666,27.5554666667,-22.7779000001,45.8517407408,-22.6666,17.7778
219.72,21.5961333333,7.79333333333,1.97186666668,4.41319999999,32.77,-6.76066666668,53.0411407407,-11.6432666667,27.0420666666
220.10,23.8223333333,13.5112,11.0222666667,10.1333333333,43.5555333333,5.6444,54.8641777778,-2.04439999998,34.9332666667
220.47,11.8720666667,0.639400000014,-1.73500000002,-1.82653333332,33.0592666667,-8.26473333332,40.9639185185,-9.4976,24.7488666667
220.85,10.7246666667,-5.12066666665,-3.1884,-9.66173333333,30.1450666667,-16.1836,36.7578518518,-12.8502666667,21.9322666667
221.23,-1.2222,-14.9999333333,-14.1111333333,-26.5556,20.2222666667,-31.2220999999,26.3581851852,-15.6668666667,10.0000666667
221.61,12.8032,1.66673333334,6.0606,-5.07560000001,26.894,-4.39396666666,33.6532296297,4.69706666665,23.9394
221.98,10.0393333333,-1.56859999999,-2.11760000001,-11.6077333333,20.7842666667,-5.68630000001,29.9520740741,-4.54893333333,20.1568
222.36,0.3462,-13.3332666667,-17.1429333333,-21.4718666667,5.45453333334,-16.4501666667,22.809037037,-15.4112,7.70566666665
222.74,-24.0251333333,-49.6856666666,-54.7168666667,-56.2265333334,-16.2264666666,-53.7107333334,5.77222962969,-43.5219999999,-13.4590666667
223.11,-39.4285333333,-82.4762000001,-88.5714,-88.7618666666,-24.1904666667,-93.8095666667,-8.6983481482,-76.0001333333,-25.9047333333
223.49,-12.3333333333,-101.333333333,-119.666666667,-103.0,-0.6666666666,-143.666666666,32.7407407407,-78.3333333335,-1.66666666666
223.87,14.9204666667,-53.6507333333,-95.5554666666,-59.9999333333,25.7143999999,-123.650666667,51.4639333333,-44.1268666666,23.4920666667
224.24,22.1052,-75.0876666667,-116.140333333,-67.0175333333,5.26320000006,-155.9649,65.1071259259,-54.386,3.8595333334
224.62,172.666666667,-25.3333333331,-118.666666667,-6.6666666666,116.666666667,-168.0,224.148148148,-21.9999999999,106.0
225.00,2793.33333333,1106.66666667,199.999999999,1440.0,2400.0,-29.9999999992,3636.2962963,1140.0,2500.0
225.38,-3880.0,-2240.0,-1280.0,-2406.66666667,-3780.0,-1146.66666667,-4785.18518519,-2166.66666666,-3846.66666667
225.75,-160.579666667,-69.2752000001,-22.3188666665,-83.1883999999,-140.869533333,-25.9420999999,-183.317214815,-65.5070000001,-126.376866667
226.13,-102.905933333,-42.0510666667,-33.8462,-55.2137333333,-94.0171333334,-16.5811666667,-111.092140741,-51.6238666667,-74.3589999999
226.51,-103.9286,-62.619,-62.9761333333,-67.2619333334,-100.5952,-40.3570333333,-104.444496296,-62.3810000001,-79.9999999999
226.88,-88.6757999999,-59.9086,-64.4749333333,-63.1963333333,-87.1233333333,-46.1643666667,-90.8574296297,-56.8036666667,-69.3150666667
227.26,-58.3332666667,-40.0595333333,-44.7618,-41.9048666667,-56.1904666667,-27.262,-57.6521259259,-38.5714,-42.2023333334
227.64,-39.3651333333,-29.4046666667,-32.9364,-28.5317333333,-39.3652,-21.9049,-37.7336444444,-26.2301333333,-28.0158666667
228.01,-26.4618666667,-19.7076666667,-23.7719333333,-16.8713333333,-27.6607333333,-14.4006333333,-23.5932740741,-18.0700666667,-16.4912
228.39,-18.5517333333,-14.1839333333,-17.1494,-11.0114666667,-20.2299333333,-8.52866666666,-14.4011037037,-12.3679333333,-10.1839333333
228.76,-14.8823333333,-11.8824,-14.2157333333,-7.82346666667,-16.5686,-5.81369999999,-10.5467925926,-11.2156666667,-7.4314
229.14,-10.2876,-6.6328,-8.34193333334,-3.24886666667,-11.0153333333,-1.26913333333,-4.81864444445,-6.2438,-0.964533333333
229.52,-8.4186,-3.48840000001,-5.5194,-1.8914,-8.4186,0.232666666664,-1.91208148148,-3.96906666667,2.01533333333
229.89,-5.81193333333,-2.06546666666,-3.74646666667,0.09973333333,-6.43873333334,1.54566666667,0.269059259258,-3.24793333334,3.83193333334
230.27,-1.2718,1.60573333334,0.513733333334,3.71226666667,-2.5048,4.5344,4.62991851852,0.539599999999,6.58953333333
230.65,1.3188,4.99699999999,3.4726,6.50939999999,0.1692,6.81176666667,7.30522222222,2.6738,8.30006666667
231.02,1.83106666667,6.19726666667,4.36626666667,7.85213333333,1.10333333333,7.82276666667,8.60859259259,3.30993333333,9.09619999999
231.40,2.8488,6.95860000001,5.91926666667,8.52313333334,1.8448,8.03273333333,8.85522222223,4.13313333333,9.52713333333
231.78,5.80386666667,9.47993333335,8.45146666665,11.0993333333,4.39713333333,10.7919,11.409237037,6.54853333333,11.6667333333
232.15,6.02546666667,9.75206666665,9.00180000001,11.0223333333,4.54926666666,10.8347666667,11.4714370371,6.84813333333,11.8452
232.53,6.40446666667,9.9876,8.90126666667,11.1111333333,4.59419999999,10.2807666667,10.9944888889,5.99246666667,11.9725333333
232.90,7.13706666667,10.3922666667,9.11113333332,11.3594666667,5.085,10.4772,11.2375481482,7.09806666666,13.5556
233.28,7.80186666667,9.703,8.88446666667,11.4324,4.83173333333,10.8052,11.7976592593,6.95713333333,13.0692
233.66,6.48,7.32000000002,6.90666666667,9.82666666667,3.13333333333,8.9,10.1392592592,5.64,11.1466666667
234.03,5.81333333333,6.00000000001,6.17333333333,8.34666666667,1.98666666667,7.81333333333,9.45629629627,5.13333333333,10.16
234.41,3.6992,3.65766666666,5.3968,6.26640000001,0.510599999999,6.75643333333,7.93494074074,3.45073333333,9.28906666667
234.78,5.01693333333,3.86753333334,6.38266666667,6.61280000001,0.838466666668,7.34966666666,9.05712592594,4.23266666667,10.0743333333
235.16,3.634,1.8854,5.25946666667,4.43993333333,-1.10646666667,5.67623333333,7.46662222222,2.63673333333,8.86606666666
235.54,2.76646666667,1.18773333333,4.66946666667,3.80573333333,-2.3212,4.4737,7.38351111111,1.33613333333,8.07026666667
235.91,2.0676,1.1266,4.67853333333,3.63146666667,-2.3724,3.8303,7.03783703704,1.1132,8.25706666667
236.29,1.9012,0.807266666666,4.59633333333,3.60686666666,-2.57813333334,3.75646666667,7.14552592592,0.885333333335,8.177
236.66,2.22213333333,1.32073333334,5.10473333333,4.9142,-1.85393333334,4.25376666667,8.0027037037,2.26033333333,8.55866666667
237.04,3.98086666667,4.10079999999,7.07433333333,7.32613333333,0.275799999999,5.83326666666,10.7007185185,4.61613333333,10.0119333333
237.41,4.28233333333,4.93466666666,7.27159999999,7.78159999999,0.937066666669,5.93726666667,10.7287777778,4.73293333334,10.0949333333
237.79,6.08453333333,7.0776,8.88126666667,9.24653333333,2.9566,7.81403333333,12.4758148148,6.67806666667,11.4270666667
238.17,5.84566666667,7.35620000001,8.26493333335,9.52373333332,2.90093333333,7.80526666666,12.283762963,6.73226666667,10.8702666667
238.54,3.99346666667,5.8876,6.0822,8.20353333333,1.04973333334,5.71426666666,10.2718814815,4.75093333332,9.29646666667
238.92,1.65606666667,4.17199999999,4.2464,6.25273333333,-0.106199999999,4.26229999999,8.74128888888,2.99366666667,7.53713333333
239.29,2.65073333333,4.47433333333,4.7434,7.0254,1.0862,5.35606666667,9.44455555555,3.85653333333,8.32086666667
239.67,3.06713333333,4.44433333333,4.23326666667,7.04313333333,2.11206666666,5.59676666667,9.46639259258,4.28826666666,8.65013333334
240.04,3.584,4.2858,4.02673333333,6.8338,2.2806,5.9189,9.17555555554,4.33579999999,8.71346666667
240.42,3.37746666666,3.63493333333,3.4732,5.76173333333,1.9942,5.12873333333,7.98631851851,3.613,8.12386666666
240.79,2.3072,3.26786666667,2.98033333333,4.4118,1.58826666667,4.42163333334,6.97031111112,2.69293333333,7.7582
241.17,0.878999999999,1.71673333333,1.28026666667,2.53086666667,0.0412666666674,3.09723333333,4.64888888889,0.702000000001,6.04713333333
241.54,1.17786666667,1.74033333333,1.38793333333,2.37126666667,0.241933333333,3.65413333333,4.36843703704,0.767533333333,6.1304
241.92,1.3594,1.59653333333,1.35473333333,2.5302,0.503066666665,3.71313333333,4.27615555556,0.672333333333,6.18286666667
242.29,1.4816,1.40906666667,1.51753333333,2.50233333333,0.7858,3.6609,4.05107407407,0.6504,6.39566666667
242.67,2.37906666667,2.0102,2.13326666667,3.172,1.4418,4.40843333333,4.77993333333,1.39093333333,7.0398
243.05,3.15873333333,2.69186666667,2.93546666667,3.82853333333,1.97326666667,4.94313333333,5.33911111111,2.01386666667,7.7184
243.42,3.2578,2.86853333333,3.07513333333,3.86966666667,1.99446666667,5.05356666667,5.23250370371,2.07393333333,7.75913333333
243.80,3.41946666667,3.25486666667,3.53706666667,3.97966666667,2.10333333333,5.24296666667,5.1947037037,2.15446666667,7.90833333333
244.17,2.66826666667,2.75426666667,3.17306666667,3.29033333333,1.651,4.50116666667,4.32698518518,1.48266666667,7.19486666667
244.55,2.91006666667,3.26566666667,3.6058,3.6792,2.07926666667,4.9103,4.85139259259,2.08326666667,7.5478
244.92,3.71846666667,3.7294,4.18646666667,4.23446666667,2.43233333333,5.53543333333,5.26745185185,2.7234,7.8128
245.30,4.52033333333,4.24526666667,4.8294,4.7376,3.24333333333,6.23883333333,5.87797037037,3.5898,8.3648
245.67,4.5218,4.11046666667,4.84846666667,4.7102,3.2156,6.09363333333,5.81632592592,3.7118,8.46293333334
246.05,4.4806,3.93726666667,4.83846666667,4.54646666667,3.08726666667,6.06136666667,5.57834074074,3.78546666667,8.32346666666
246.42,4.56073333333,3.9942,4.92786666667,4.5816,3.19693333333,6.11076666667,5.64842222222,4.18313333333,8.41593333333
246.79,4.44686666667,4.02486666667,4.76953333333,4.40333333333,3.21433333333,6.07226666667,5.47851851852,4.2308,8.30906666666
247.17,4.11613333333,3.69846666667,4.325,4.0612,2.98666666667,5.87696666667,5.0268,4.06806666667,8.00040000001
247.54,3.7572,3.25166666667,3.9712,3.7064,2.78806666667,5.5851,4.68487407407,3.76386666667,7.6622
247.92,3.6964,2.9894,3.817,3.55673333333,2.7766,5.4996,4.63666666667,3.74166666666,7.53266666667
248.29,4.04486666667,3.31846666667,3.8882,3.75686666667,2.9816,5.81,4.97038518519,4.0704,7.96273333334
248.67,4.2056,3.5044,4.02513333333,3.97626666667,3.23446666667,6.0981,5.05053333333,4.18666666667,8.11606666667
249.04,3.93433333333,3.1946,3.80673333333,3.80886666667,3.1132,5.85093333333,4.8169037037,3.96293333333,7.94586666666
249.42,3.59773333333,2.88473333334,3.52693333333,3.50793333333,2.72426666667,5.40723333333,4.40928148148,3.59533333333,7.60866666666
249.79,3.61826666667,2.93953333334,3.68646666667,3.63813333333,2.8282,5.38683333333,4.45711851852,3.717,7.67693333333
250.17,3.73413333333,3.111,3.73146666667,3.76446666667,2.9626,5.3556,4.61530370371,3.86886666667,7.77586666667
250.54,4.1324,3.40886666667,3.91286666667,4.1558,3.3764,5.7595,4.94627407407,4.16473333333,7.92946666667
250.92,3.8886,3.01993333333,3.64666666667,3.7232,2.9722,5.37153333333,4.53774074074,3.8568,7.53220000001
251.29,4.26486666667,3.28353333333,3.9988,4.00526666667,3.21686666667,5.4641,4.84593333333,4.0852,7.83779999999
251.66,4.5222,3.65413333333,4.05893333333,4.26146666667,3.3968,5.4108,5.00979259259,4.23746666667,8.22433333333
252.04,4.31693333333,3.49646666667,3.7804,4.0926,3.1948,5.19916666667,4.83875555555,3.8682,8.05540000001
252.41,4.47293333333,3.23873333333,3.97726666667,4.38026666667,3.3066,5.12036666667,4.9434,3.81306666667,7.82933333334
252.79,4.02426666667,2.5726,3.5098,3.69726666667,2.69386666667,4.45976666667,4.39657037037,3.38833333333,7.19946666666
253.16,4.45573333333,2.88173333333,3.67253333333,4.00593333333,3.0018,4.64876666667,4.7196962963,3.7176,7.44613333333
253.54,5.07426666667,3.4292,4.24046666667,4.64593333333,3.64326666667,5.1945,5.4355037037,4.33033333333,8.1878
253.91,5.00673333333,3.4316,3.9284,4.35586666667,3.52013333333,5.00676666667,5.31499259259,4.23253333333,7.90673333333
254.28,3.97993333333,2.6384,3.09233333333,3.47386666667,2.54226666666,4.01013333333,4.29808148148,3.26093333333,7.04026666667
254.66,3.30173333333,1.9156,2.41553333333,2.7346,1.75186666667,3.20523333333,3.62517037037,2.4826,6.32226666667
255.03,2.79553333333,1.43146666667,2.0616,2.50726666667,1.44946666667,2.48936666667,3.22480740741,1.82753333333,5.6538
255.41,2.503,1.13546666667,1.53293333333,2.2192,1.29646666667,2.05586666667,2.87352592593,1.40526666667,5.3846
255.78,2.47413333333,1.03493333333,1.47766666667,1.99286666667,1.0252,1.85093333333,2.68213333333,1.4634,4.90973333333
256.15,2.79173333333,1.1986,1.80993333333,2.17086666667,1.12626666667,1.90603333333,2.56983703704,1.96406666667,5.1938
256.53,2.20173333333,0.852266666667,1.3636,1.32573333333,0.667666666667,1.36116666667,1.94017777778,1.58153333333,4.72526666667
256.90,2.95093333333,1.6438,1.94533333333,2.1072,1.4296,2.19016666667,2.52679259259,2.1728,5.42526666666
257.28,2.97833333333,1.47926666667,1.8146,1.9646,1.4438,2.43976666666,2.57598518519,2.03946666667,5.36093333333
257.65,2.93793333333,1.47433333334,1.8384,2.02913333333,1.5054,2.71423333333,2.77365185185,2.088,5.3486
258.02,2.55093333333,1.226,1.65473333333,1.94553333333,1.256,2.7758,2.7264962963,1.92146666667,5.29693333333
258.40,3.5026,2.07486666667,2.565,2.87346666667,2.1886,3.98916666667,3.57199259259,2.8682,6.20933333333
258.77,3.27826666667,2.05026666666,2.54633333333,2.7094,2.068,3.9858,3.46091111111,2.72046666667,6.17513333333
259.15,3.5206,2.36,2.98106666666,3.0528,2.45906666667,4.52196666667,3.822,3.1112,6.59099999999
259.52,3.59546666667,2.43773333334,3.17853333333,3.22133333333,2.4698,4.70523333333,3.95116296296,3.30193333333,6.71846666667
