wavelength,Back_ComBaef,Belly_ComBaef,Breast_ComBaef,Crissum_ComBaef,Crown_ComBaef,DorTail_ComBaef,Rump_ComBaef,Throat_ComBaef,WingTip_ComBaef
361.29,6.64433333333,9.26677777777,7.57783333333,5.44022222222,3.26466666667,8.82655555556,7.45333333332,4.84455555556,7.91466666667
361.66,6.69333333333,9.3306111111,7.67111111111,5.53055555556,3.36722222222,8.87427777778,7.58633333332,5.01133333333,8.02011111111
362.02,6.63755555556,9.21644444443,7.58572222222,5.51822222222,3.32855555556,8.75766666667,7.52811111112,4.94211111111,7.94233333333
362.39,6.51977777778,9.0621111111,7.42405555556,5.31555555556,3.21,8.63883333333,7.36177777778,4.80011111111,7.80877777778
362.75,6.75266666667,9.2311111111,7.67922222222,5.51111111111,3.50744444444,8.73738888889,7.58755555554,5.06277777778,7.99588888889
363.11,6.82388888889,9.23022222223,7.6665,5.534,3.53444444444,8.73233333333,7.59455555557,5.08877777778,7.95822222222
363.48,6.85511111111,9.1871111111,7.75866666667,5.60366666666,3.49444444444,8.72694444444,7.58366666665,5.034,8.01333333333
363.84,6.97622222222,9.32722222223,7.93177777778,5.72733333334,3.575,8.76633333333,7.725,5.14622222222,8.16755555556
364.20,6.98022222222,9.27627777777,7.85661111111,5.71355555556,3.51433333333,8.71816666667,7.68711111111,5.12344444444,8.15266666667
364.57,6.98433333333,9.29522222223,7.87711111111,5.73133333333,3.54633333334,8.74788888889,7.66666666666,5.12688888889,8.10066666667
364.93,6.90177777778,9.26,7.75894444445,5.61533333333,3.47588888889,8.52888888889,7.60622222222,4.99966666667,8.028
365.29,6.82155555555,9.2353888889,7.55833333333,5.49488888889,3.41877777778,8.41188888889,7.51677777778,4.91111111111,7.82644444444
365.66,6.83577777778,9.18922222223,7.57372222222,5.51022222222,3.417,8.356,7.51288888889,4.87777777778,7.79755555556
366.02,6.93966666667,9.2986111111,7.63855555556,5.48188888889,3.51444444445,8.49183333333,7.59822222223,5.02355555556,7.88955555556
366.38,6.95644444444,9.34116666667,7.70411111111,5.50244444444,3.49644444444,8.47177777778,7.64933333333,5.05311111111,7.93255555556
366.75,6.66444444444,9.11794444443,7.43044444444,5.20433333333,3.12522222222,8.2035,7.35855555555,4.69211111111,7.57866666667
367.11,6.31055555556,8.87027777778,7.18488888889,4.91122222222,2.85422222222,7.91222222222,7.09933333333,4.40777777778,7.27077777778
367.47,6.34655555556,8.90994444444,7.17872222222,4.87344444445,2.90733333333,7.88827777778,7.15688888889,4.481,7.13155555556
367.84,6.28511111111,8.8885,7.01855555556,4.71333333333,2.81811111111,7.82294444444,7.07011111111,4.45033333334,7.03811111111
368.20,6.45277777778,9.2045,7.26422222222,4.88044444444,3.01688888889,7.98477777778,7.24577777778,4.59433333333,7.21033333333
368.56,6.399,9.24772222223,7.29777777778,4.85344444444,2.98666666667,7.95783333333,7.21455555555,4.56766666667,7.228
368.93,6.34988888889,9.14294444443,7.14288888889,4.72444444444,2.83633333333,7.87555555556,7.03188888889,4.465,6.98622222222
369.29,6.397,9.2016111111,7.24427777778,4.72566666667,2.842,7.86422222222,7.06266666666,4.43977777778,7.088
369.65,6.15744444445,9.07766666667,7.06494444444,4.48044444444,2.58,7.70016666667,6.79233333333,4.19188888889,6.82388888889
370.01,6.12233333334,9.17583333333,7.06216666667,4.49744444445,2.60122222222,7.62211111111,6.82211111111,4.12011111111,6.78566666667
370.38,6.29622222222,9.29038888889,7.17027777778,4.61655555556,2.76577777778,7.72283333333,6.91288888889,4.22088888889,6.87255555556
370.74,6.45844444444,9.39216666667,7.32094444444,4.84388888889,2.95666666667,7.92133333333,7.08677777778,4.35866666667,7.13966666667
371.10,6.66622222222,9.5361111111,7.42288888889,5.02444444445,3.16444444444,8.17366666667,7.23955555556,4.53555555555,7.31755555556
371.46,6.71755555556,9.63394444443,7.46172222222,5.09188888889,3.21511111111,8.31294444444,7.30033333333,4.53733333333,7.50722222222
371.83,6.62822222222,9.52994444444,7.39733333333,5.07488888889,3.19233333333,8.25972222222,7.24188888889,4.494,7.42255555556
372.19,6.43588888889,9.28155555556,7.17155555556,4.86266666667,3.02422222222,8.03377777778,7.02933333333,4.313,7.23555555556
372.55,6.47622222222,9.30811111111,7.17116666667,4.90277777778,3.13911111111,8.12444444444,7.09255555555,4.39677777778,7.26844444444
372.92,6.59355555556,9.37388888889,7.33588888889,5.07244444444,3.25422222222,8.2655,7.27533333333,4.55144444445,7.53522222222
373.28,6.63266666666,9.42833333333,7.38955555556,5.11433333333,3.31777777778,8.31788888889,7.397,4.62722222222,7.56577777778
373.64,6.90722222222,9.7185,7.64277777778,5.41288888889,3.67588888889,8.55761111111,7.68088888889,4.86311111111,7.88755555556
374.00,7.02066666667,9.69666666667,7.793,5.57866666667,3.79788888889,8.71633333333,7.76077777778,4.99544444445,8.03944444444
374.37,6.89955555556,9.6711111111,7.82261111111,5.52411111111,3.71977777778,8.73883333333,7.77888888889,4.95222222222,8.00311111111
374.73,6.91677777778,9.75283333333,7.87161111111,5.52422222222,3.697,8.69677777778,7.84555555555,4.98766666667,7.96455555556
375.09,6.80166666667,9.68072222223,7.853,5.42955555556,3.56733333333,8.6085,7.74633333334,4.90188888889,7.86311111111
375.45,6.73055555556,9.5915,7.81733333333,5.27822222222,3.504,8.4545,7.69866666666,4.86766666667,7.78444444444
375.81,6.74455555555,9.65305555557,7.86244444445,5.27777777778,3.47266666667,8.34827777778,7.71066666668,4.87144444444,7.85255555556
376.18,6.72477777778,9.7001111111,7.87438888889,5.31177777778,3.47333333333,8.37238888889,7.75222222222,4.94433333333,7.83855555556
376.54,6.68344444445,9.62127777777,7.82638888889,5.18677777778,3.32633333333,8.15444444444,7.66811111111,4.83555555555,7.68888888889
376.90,6.622,9.655,7.78916666667,5.14722222222,3.37177777778,8.10466666667,7.61277777778,4.82711111111,7.61788888889
377.26,6.64066666666,9.6636111111,7.8075,5.15355555556,3.33844444444,8.14772222222,7.557,4.82422222222,7.55044444444
377.63,6.54955555556,9.4615,7.71561111111,4.94355555556,3.146,7.93344444444,7.42188888889,4.72288888889,7.39277777778
377.99,6.507,9.44194444443,7.55494444445,4.774,2.97533333333,7.76683333333,7.286,4.561,7.30066666667
378.35,6.53166666667,9.4768888889,7.54394444444,4.76077777778,2.92888888889,7.7195,7.23111111111,4.52755555556,7.30777777778
378.71,6.48122222222,9.47577777777,7.46988888889,4.71077777778,2.90655555555,7.70077777778,7.15955555556,4.52077777778,7.35566666667
379.07,6.58277777778,9.55433333333,7.63511111111,4.785,3.01666666667,7.73744444444,7.26133333333,4.59077777778,7.43488888889
379.44,6.69844444445,9.73544444443,7.70622222222,4.89288888889,3.08233333333,7.83433333333,7.29955555556,4.63366666667,7.48877777778
379.80,6.67188888889,9.7635,7.71466666667,4.87088888889,3.07766666666,7.85072222222,7.31211111111,4.586,7.36655555556
380.16,6.71755555555,9.7133888889,7.73444444445,4.91755555556,3.07455555556,7.84227777778,7.31488888889,4.56755555556,7.36533333333
380.52,6.78777777778,9.84233333333,7.80244444444,5.04422222222,3.16533333333,7.95527777778,7.44566666666,4.68066666667,7.549
380.88,6.78822222222,9.8355,7.76177777778,5.01322222222,3.09588888889,7.92866666667,7.46288888888,4.62188888889,7.553
381.24,6.81355555556,9.8426111111,7.74305555556,5.01933333333,3.14777777778,7.92216666667,7.54388888888,4.62844444444,7.63522222222
381.61,6.81755555556,9.91472222223,7.71155555555,5.10644444444,3.21177777778,8.02122222222,7.61199999999,4.623,7.63888888889
381.97,6.77733333333,9.88077777777,7.76538888889,5.15577777778,3.236,8.02972222222,7.65199999999,4.65644444444,7.64466666667
382.33,6.86533333333,9.9278888889,7.80616666667,5.22888888889,3.352,8.08616666667,7.70744444446,4.73411111111,7.72311111111
382.69,6.90288888889,9.83844444443,7.87761111111,5.25777777778,3.35911111111,8.06722222222,7.72355555557,4.71111111111,7.65788888889
383.05,6.91988888889,9.88672222223,7.84672222222,5.23533333333,3.33144444444,8.03133333333,7.71411111112,4.68766666667,7.665
383.41,6.80522222222,9.80016666667,7.78727777778,5.22255555556,3.25633333333,7.92894444444,7.68311111111,4.64922222222,7.52877777778
383.77,6.81144444445,9.754,7.77188888889,5.20077777778,3.19855555556,7.85283333333,7.61899999999,4.62288888889,7.58155555556
384.14,6.80188888889,9.80277777777,7.75477777778,5.2,3.19577777778,7.88033333333,7.61244444446,4.61877777778,7.60233333333
384.50,6.86377777778,9.78933333333,7.83994444444,5.25233333333,3.30077777778,7.97805555556,7.65066666668,4.64044444444,7.67155555556
384.86,6.89366666667,9.78566666667,7.85583333333,5.24211111111,3.336,7.996,7.68544444446,4.642,7.644
385.22,6.90811111111,9.75466666667,7.85344444445,5.24066666667,3.32866666666,7.98405555556,7.66277777779,4.68233333333,7.65955555556
385.58,6.99322222222,9.81994444443,7.9745,5.31355555556,3.42066666667,8.06427777778,7.74422222222,4.81066666667,7.81466666667
385.94,6.994,9.9096111111,7.9585,5.24833333333,3.39511111111,8.03472222222,7.73355555557,4.82233333333,7.75222222222
386.30,6.90366666667,9.83977777777,7.86994444444,5.15166666667,3.29655555555,7.91622222222,7.66044444443,4.71655555556,7.63677777778
386.66,6.86988888889,9.9258888889,7.853,5.14444444444,3.32555555555,7.91133333333,7.64644444445,4.731,7.71
387.03,6.814,9.83472222223,7.79588888889,5.06677777778,3.26244444444,7.88677777778,7.56744444444,4.68044444444,7.60288888889
387.39,6.88611111111,9.8858888889,7.85538888889,5.08866666667,3.31466666667,7.92522222222,7.63333333334,4.702,7.68888888889
387.75,6.96466666667,10.0240555556,7.93855555555,5.18355555556,3.43177777778,8.01816666667,7.72477777778,4.77,7.72466666667
388.11,6.95233333334,10.0467777778,7.98455555556,5.16111111111,3.41722222222,7.9885,7.74322222222,4.80644444444,7.72111111111
388.47,6.82055555556,9.99783333333,7.85183333333,5.02777777778,3.24066666667,7.86838888889,7.64455555554,4.70066666667,7.56944444444
388.83,6.79744444445,10.0304444444,7.86111111111,4.98977777778,3.178,7.856,7.61022222221,4.74888888889,7.62311111111
389.19,6.72811111111,10.0586666667,7.84666666667,4.94433333333,3.10288888889,7.80683333333,7.57999999999,4.70233333333,7.52222222222
389.55,6.61411111111,10.0158888889,7.79733333333,4.84911111111,2.97244444444,7.75161111111,7.4768888889,4.59711111111,7.43977777778
389.91,6.65144444445,9.95627777777,7.89105555556,4.89866666667,2.98,7.77233333333,7.51288888889,4.60044444444,7.41244444444
390.27,6.73744444444,10.0635,8.0,4.99833333333,3.05066666667,7.82844444444,7.62200000001,4.71766666667,7.454
390.63,6.71066666667,9.99072222223,7.98694444444,4.94655555556,2.99744444444,7.80522222222,7.60511111111,4.69477777778,7.35777777778
391.00,6.85211111111,10.1537222222,8.12566666667,5.14111111111,3.16611111111,7.90494444444,7.81266666668,4.84388888889,7.52866666667
391.36,6.83744444445,10.0921111111,8.0485,5.09488888889,3.14044444444,7.88088888889,7.78055555556,4.82388888889,7.50044444444
391.72,6.86688888889,10.0641111111,8.09911111111,5.12455555556,3.17622222222,7.95194444444,7.873,4.87944444445,7.58644444444
392.08,6.89133333333,10.0665,8.08005555555,5.12177777778,3.20066666667,7.96666666667,7.88755555554,4.86166666667,7.57622222222
392.44,6.94066666667,10.0645555556,8.10261111111,5.14144444445,3.26844444445,7.94683333333,7.9051111111,4.86655555556,7.59577777778
392.80,6.952,10.0704444444,8.12688888889,5.20322222222,3.33055555556,7.94411111111,7.92722222222,4.85222222222,7.51355555556
393.16,7.02555555556,10.1333333333,8.20227777778,5.28444444445,3.439,7.98233333333,7.96933333334,4.88288888889,7.59244444444
393.52,7.12911111111,10.2447777778,8.27905555556,5.37722222222,3.53455555555,8.01988888889,8.0781111111,4.94677777778,7.64911111111
393.88,7.10455555556,10.2013888889,8.22133333333,5.34644444444,3.54333333333,7.99205555556,8.0708888889,4.95022222222,7.69244444444
394.24,7.04744444444,10.1522222222,8.17588888889,5.27244444444,3.50622222222,7.95416666667,7.99600000001,4.85644444444,7.68855555556
394.60,7.07855555555,10.1882222222,8.17466666667,5.286,3.52855555556,7.98355555556,7.99977777777,4.83866666667,7.76888888889
394.96,7.03233333333,10.1719444444,8.133,5.22655555556,3.50833333333,7.948,7.95255555556,4.80066666666,7.77688888889
395.32,7.04944444445,10.2822777778,8.23033333333,5.28433333333,3.54288888889,7.997,7.99955555557,4.855,7.75011111111
395.68,6.99,10.3008888889,8.21188888889,5.22111111111,3.45922222222,7.89455555556,7.90988888889,4.77855555556,7.63966666667
396.04,6.97266666667,10.3516666667,8.22733333333,5.21522222222,3.45077777778,7.89177777778,7.90611111112,4.73888888889,7.63222222222
396.40,7.02866666667,10.4490555556,8.28883333333,5.28422222222,3.46988888889,7.9785,7.9128888889,4.80755555555,7.67733333333
396.76,7.12633333333,10.541,8.36711111111,5.35411111111,3.517,8.03638888889,7.98933333332,4.85666666667,7.79466666667
397.12,7.18188888889,10.6430555556,8.41833333333,5.38822222222,3.51733333333,8.08711111111,8.02888888888,4.88133333333,7.80577777778
397.48,7.25822222222,10.7098333333,8.455,5.415,3.53566666667,8.13494444444,8.10388888888,4.95844444444,7.94455555556
397.84,7.36322222222,10.875,8.55266666667,5.54955555556,3.63388888889,8.24355555556,8.23044444444,5.03355555556,8.06133333333
398.20,7.39988888889,10.9171111111,8.57805555556,5.60433333333,3.64844444444,8.31255555556,8.25522222221,5.09477777778,8.12366666667
398.56,7.404,10.9406111111,8.59155555556,5.646,3.658,8.32405555556,8.2921111111,5.143,8.05711111111
398.92,7.36588888889,10.9167222222,8.56894444444,5.64433333333,3.59944444444,8.29583333333,8.24811111111,5.13733333333,8.00855555556
399.28,7.35877777778,10.8802777778,8.54144444444,5.62655555556,3.56311111111,8.26627777778,8.21199999999,5.10277777778,8.03966666667
399.64,7.39977777778,10.8995555556,8.53483333333,5.64866666667,3.63055555555,8.29722222222,8.23233333332,5.16477777778,8.14077777778
400.00,7.46822222222,10.8873333333,8.56394444444,5.67555555555,3.65066666667,8.28927777778,8.27988888889,5.21966666667,8.162
400.36,7.43011111111,10.8455,8.54338888889,5.62722222222,3.60777777778,8.16805555556,8.30677777779,5.17133333333,8.10866666667
400.72,7.37155555556,10.8492222222,8.53766666667,5.56888888889,3.56988888889,8.17133333333,8.28199999999,5.16944444444,8.091
401.08,7.32122222222,10.8307777778,8.53111111111,5.56933333333,3.54366666667,8.17183333333,8.30188888889,5.2,8.12955555556
401.44,7.18566666667,10.707,8.48222222222,5.49633333333,3.46422222222,8.05238888889,8.21944444444,5.09066666666,7.974
401.80,7.12144444444,10.6845,8.45844444445,5.43033333333,3.41888888889,7.98038888889,8.15666666666,5.04633333333,7.90511111111
402.16,7.116,10.7261111111,8.454,5.46144444444,3.45611111111,7.95011111111,8.24155555557,5.05233333333,7.88088888889
402.52,7.12755555555,10.6832222222,8.42655555556,5.38866666667,3.39755555556,7.84055555556,8.19366666667,4.99111111111,7.87588888889
402.88,7.16444444444,10.7398888889,8.47633333333,5.41466666666,3.42455555556,7.8535,8.22655555554,5.01788888889,7.88588888889
403.24,7.19122222222,10.7785,8.49894444444,5.41377777778,3.47488888889,7.85355555556,8.25177777779,5.05733333333,7.92177777778
403.60,7.165,10.7675555556,8.4305,5.38566666667,3.41655555555,7.8245,8.26911111111,5.03022222222,7.87444444444
403.95,7.15111111111,10.8203888889,8.45705555556,5.40722222222,3.45077777778,7.82544444444,8.30233333332,5.05233333333,7.93833333333
404.31,7.14755555556,10.8141666667,8.44811111111,5.42222222222,3.47633333333,7.82738888889,8.28777777778,5.09522222222,7.93633333333
404.67,7.18366666666,10.8054444444,8.49733333333,5.46122222222,3.52122222222,7.81761111111,8.30711111111,5.09766666667,7.934
405.03,7.14333333333,10.7393333333,8.47261111111,5.40477777778,3.53177777778,7.73633333333,8.27866666668,5.06766666666,7.87822222222
405.39,7.19166666667,10.8542777778,8.50816666667,5.43777777778,3.577,7.77861111111,8.31022222223,5.13111111111,7.86677777778
405.75,7.20311111111,10.9146666667,8.53855555556,5.46433333333,3.60366666667,7.79516666667,8.34577777777,5.18166666667,7.89566666667
406.11,7.239,10.9348333333,8.57138888889,5.45322222222,3.59777777778,7.81933333333,8.32622222223,5.21077777778,7.90422222222
406.47,7.31144444444,11.0874444444,8.68994444445,5.59333333334,3.72622222222,7.9385,8.451,5.33288888889,8.01066666667
406.83,7.23988888889,11.0666666667,8.6725,5.52677777778,3.67,7.86822222222,8.42499999999,5.28866666667,7.98255555556
407.19,7.26422222222,11.1270555556,8.73277777778,5.57344444445,3.675,7.90955555556,8.44977777778,5.296,8.01877777778
407.55,7.34222222222,11.2479444444,8.89105555556,5.69977777778,3.82033333333,8.03266666667,8.55055555554,5.38577777778,8.11788888889
407.90,7.35144444444,11.2477222222,8.91794444445,5.69622222222,3.80777777778,8.05333333333,8.52233333333,5.37933333333,8.05588888889
408.26,7.31977777778,11.3363888889,8.94416666667,5.66988888889,3.77788888889,8.09322222222,8.54933333332,5.36555555556,8.06033333333
408.62,7.33822222222,11.3871666667,8.93911111111,5.66666666666,3.79166666667,8.14133333333,8.59455555557,5.39933333333,8.04866666667
408.98,7.39644444444,11.4740555556,8.98016666667,5.74533333333,3.80944444445,8.23966666667,8.64277777777,5.43166666666,8.10677777778
409.34,7.43766666667,11.4727222222,8.95705555555,5.78,3.84,8.25588888889,8.62944444443,5.42755555556,8.13211111111
409.70,7.427,11.4857777778,8.96261111111,5.79844444444,3.84466666667,8.24344444444,8.63977777777,5.44044444444,8.134
410.06,7.46944444444,11.583,9.01527777778,5.86788888889,3.88777777778,8.25183333333,8.69366666668,5.47122222222,8.19588888889
410.42,7.44511111111,11.5703333333,9.02661111111,5.806,3.85022222222,8.21833333333,8.64766666667,5.43811111111,8.13588888889
410.77,7.52277777778,11.6209444444,9.05155555555,5.86744444444,3.93555555556,8.23405555556,8.69288888888,5.469,8.168
411.13,7.50855555556,11.6012222222,9.03738888889,5.87888888889,3.93622222222,8.18972222222,8.70588888889,5.49377777778,8.16488888889
411.49,7.55977777778,11.6191666667,9.05705555556,5.85944444445,3.94988888889,8.20083333333,8.73466666668,5.51988888889,8.18988888889
411.85,7.56377777778,11.6447222222,9.09988888889,5.85411111111,3.96255555556,8.15711111111,8.745,5.53766666666,8.22444444444
412.21,7.65488888889,11.6961111111,9.17688888889,5.89855555556,4.01788888889,8.17766666667,8.78966666666,5.57866666667,8.26044444444
412.57,7.64433333333,11.7072222222,9.18855555556,5.88444444444,3.99777777778,8.13233333333,8.79155555557,5.58688888889,8.29
412.92,7.66177777778,11.7052777778,9.20972222222,5.887,4.01788888889,8.08922222222,8.79377777777,5.59255555556,8.30088888889
413.28,7.68177777778,11.7532777778,9.27144444445,5.901,4.03822222222,8.12488888889,8.877,5.61266666666,8.36877777778
413.64,7.74544444444,11.747,9.30288888889,5.90833333333,4.04044444445,8.18794444444,8.88555555554,5.61033333333,8.37044444444
414.00,7.68633333333,11.6290555556,9.25327777778,5.82111111111,3.97566666667,8.07877777778,8.81166666668,5.55022222222,8.23966666667
414.36,7.69655555556,11.6254444444,9.24472222222,5.844,3.99144444445,8.09933333333,8.85900000001,5.54244444444,8.25033333333
414.72,7.77988888889,11.7323888889,9.36455555555,5.91566666667,4.03711111111,8.2025,8.97933333332,5.63833333333,8.3
415.07,7.81888888889,11.7952777778,9.36216666667,5.90466666667,4.03066666667,8.23038888889,8.99755555557,5.63377777778,8.271
415.43,7.71555555556,11.7283333333,9.29438888889,5.84866666667,3.945,8.17294444444,8.917,5.54511111111,8.177
415.79,7.76611111111,11.8205555556,9.31072222222,5.91266666667,4.00177777778,8.28072222222,8.9891111111,5.58788888889,8.19311111111
416.15,7.76311111111,11.8166111111,9.28244444444,5.95655555555,4.044,8.33738888889,8.99888888888,5.60777777778,8.20255555556
416.51,7.75477777778,11.8204444444,9.29633333333,5.98033333333,4.05233333333,8.32044444444,9.00100000001,5.59511111111,8.16277777778
416.86,7.76222222222,11.8367222222,9.30738888889,5.96988888889,4.02911111111,8.33194444444,9.0011111111,5.60244444444,8.16144444444
417.22,7.68222222222,11.772,9.21244444444,5.87577777778,3.92988888889,8.21533333333,8.91955555554,5.53455555556,8.05611111111
417.58,7.675,11.8031666667,9.18111111111,5.86511111111,3.92544444445,8.189,8.91477777777,5.52066666667,8.05388888889
417.94,7.68255555555,11.8456111111,9.21788888889,5.89777777778,3.93688888889,8.25327777778,8.94955555556,5.54411111111,8.08444444444
418.29,7.63766666667,11.8336666667,9.19855555556,5.86455555556,3.89255555555,8.21355555556,8.9071111111,5.51855555556,8.02477777778
418.65,7.55822222222,11.7761111111,9.09394444444,5.76633333333,3.811,8.10122222222,8.8121111111,5.42833333333,7.937
419.01,7.57266666667,11.7707777778,9.10155555556,5.78133333333,3.83577777778,8.12305555556,8.83500000001,5.44033333334,7.96611111111
419.37,7.59177777778,11.8011666667,9.11794444444,5.80033333333,3.82755555556,8.096,8.84633333332,5.45266666667,7.97911111111
419.73,7.57488888889,11.7748333333,9.11222222222,5.79855555556,3.82355555556,8.06955555556,8.84544444443,5.45355555555,7.975
420.08,7.57844444444,11.7837222222,9.13316666667,5.78611111111,3.80522222222,8.02794444444,8.84833333334,5.46477777778,7.99333333333
420.44,7.60955555555,11.8186111111,9.13961111111,5.81588888889,3.81144444444,8.03761111111,8.87388888889,5.48677777778,8.03533333333
420.80,7.59055555556,11.8106111111,9.12977777778,5.78733333333,3.80566666667,7.98544444444,8.85688888888,5.46533333333,7.99733333333
421.16,7.61555555556,11.8484444444,9.172,5.82655555555,3.83755555556,8.02494444444,8.88322222221,5.48833333333,8.01977777778
421.51,7.60411111111,11.832,9.19461111111,5.82044444444,3.84166666666,7.99322222222,8.88233333333,5.50233333333,8.01222222222
421.87,7.63111111111,11.8784444444,9.20738888889,5.83933333333,3.86811111111,8.01255555556,8.89888888889,5.53211111111,8.03911111111
422.23,7.65355555556,11.8779444444,9.23233333333,5.848,3.88933333333,8.02416666667,8.91566666667,5.55911111111,8.08288888889
422.58,7.67666666667,11.8882777778,9.26666666667,5.86711111111,3.91411111111,8.05783333333,8.93088888889,5.59188888889,8.09366666667
422.94,7.66977777778,11.9223333333,9.28755555556,5.86988888889,3.91111111111,8.05188888889,8.94288888889,5.60677777778,8.09333333333
423.30,7.67388888889,11.9509444444,9.28444444444,5.87255555556,3.91933333333,8.06722222222,8.95844444443,5.62488888889,8.07622222222
423.66,7.69277777778,11.9687777778,9.28983333333,5.88122222222,3.91655555555,8.06611111111,8.97022222222,5.62866666667,8.10611111111
424.01,7.70744444444,11.9865,9.30661111111,5.91444444445,3.92244444445,8.08666666667,8.97855555555,5.62188888889,8.10522222222
424.37,7.69477777778,11.9834444444,9.31094444444,5.88655555556,3.91855555556,8.08116666667,8.96333333333,5.606,8.08166666667
424.73,7.73788888889,12.0335555556,9.34955555556,5.93933333333,3.957,8.14133333333,9.00811111111,5.65977777778,8.121
425.08,7.77633333333,12.0367777778,9.36227777778,5.97044444444,3.98388888889,8.159,9.03533333333,5.69355555555,8.14066666667
425.44,7.79911111111,12.0764444444,9.37205555555,5.98422222222,3.98455555556,8.17927777778,9.04600000001,5.70044444445,8.113
425.80,7.81066666667,12.0473333333,9.38483333333,5.98855555556,3.99866666667,8.16572222222,9.05022222221,5.69744444444,8.10588888889
426.16,7.81177777778,12.0781666667,9.397,6.01255555556,4.02677777778,8.17533333333,9.08255555557,5.71266666667,8.10188888889
426.51,7.83588888889,12.0804444444,9.42594444445,6.04122222222,4.04522222222,8.19333333333,9.11988888889,5.71955555556,8.122
426.87,7.83544444444,12.0622777778,9.42061111111,6.02944444444,4.04533333333,8.17366666667,9.11355555555,5.69755555555,8.09744444444
427.23,7.88255555556,12.0922222222,9.46144444444,6.05822222222,4.08944444444,8.19422222222,9.16299999999,5.71566666666,8.14433333333
427.58,7.92144444444,12.1618333333,9.52066666667,6.09633333334,4.12255555555,8.24,9.21377777779,5.76466666667,8.16033333333
427.94,7.96888888889,12.2146111111,9.55883333333,6.109,4.16655555556,8.25922222222,9.26377777777,5.81788888889,8.16222222222
428.30,7.977,12.2332777778,9.57433333333,6.13822222222,4.19744444445,8.28705555556,9.28166666668,5.83844444445,8.16233333333
428.65,7.96233333333,12.2193888889,9.55394444444,6.11166666667,4.17366666667,8.26622222222,9.28688888888,5.82022222222,8.13377777778
429.01,7.916,12.2406666667,9.5745,6.07133333333,4.15266666667,8.23055555556,9.26422222221,5.78322222222,8.09877777778
429.37,7.894,12.2591666667,9.57072222222,6.07688888889,4.17977777778,8.2455,9.28355555557,5.79444444444,8.147
429.72,7.903,12.3211666667,9.6105,6.087,4.19433333334,8.29377777778,9.35233333333,5.81466666667,8.15511111111
430.08,7.98044444444,12.4081111111,9.66177777778,6.12888888889,4.21777777778,8.33733333333,9.39699999999,5.84355555556,8.18222222222
430.44,8.01477777778,12.5057777778,9.70083333333,6.16755555555,4.25044444444,8.38083333333,9.43633333333,5.90644444444,8.22555555556
430.79,8.03733333334,12.5555555556,9.74683333333,6.20055555556,4.27844444445,8.36866666667,9.46222222221,5.95355555556,8.29955555556
431.15,8.00122222222,12.5036666667,9.7345,6.17033333333,4.25255555556,8.34261111111,9.40922222221,5.95855555556,8.21911111111
431.50,8.00233333333,12.4793888889,9.73427777778,6.16288888889,4.25677777778,8.30616666667,9.39566666667,5.94022222222,8.18766666667
431.86,8.0,12.4880555556,9.74033333333,6.169,4.24666666667,8.30411111111,9.40300000001,5.93777777778,8.19988888889
432.22,8.03433333333,12.5155555556,9.76916666667,6.197,4.25433333334,8.31044444444,9.45066666667,5.98155555555,8.24888888889
432.57,8.08788888889,12.5469444444,9.81044444444,6.278,4.30688888889,8.35911111111,9.51255555557,6.02377777778,8.30122222222
432.93,8.10077777778,12.5796111111,9.82594444445,6.299,4.32488888889,8.36005555556,9.52133333334,6.04533333334,8.32322222222
433.29,8.12255555555,12.5774444444,9.85688888889,6.32577777778,4.33111111111,8.37827777778,9.54066666666,6.05433333333,8.31788888889
433.64,8.10266666666,12.5864444444,9.83116666667,6.32877777778,4.32033333333,8.34011111111,9.51911111112,6.04055555555,8.31488888889
434.00,8.069,12.5432222222,9.7865,6.28255555556,4.28822222222,8.31261111111,9.48366666667,6.01811111111,8.27666666667
434.35,8.05111111111,12.5392222222,9.78066666667,6.29822222222,4.288,8.288,9.46133333333,5.98833333333,8.28488888889
434.71,8.06244444444,12.5398888889,9.79666666667,6.33944444444,4.30444444445,8.33361111111,9.48755555557,6.004,8.24666666667
435.07,8.11022222222,12.5942222222,9.85111111111,6.40522222222,4.334,8.36405555556,9.54722222223,6.04444444445,8.317
435.42,8.121,12.6505555556,9.86350000001,6.433,4.36211111111,8.39327777778,9.57366666667,6.06411111111,8.34577777778
435.78,8.07788888889,12.6297222222,9.85066666668,6.39122222222,4.34355555556,8.35616666667,9.54166666667,6.04088888889,8.29611111111
436.13,8.09055555555,12.6342222222,9.87833333333,6.41166666667,4.36311111111,8.37133333333,9.53200000001,6.05211111111,8.29277777778
436.49,8.05955555556,12.6697777778,9.8571111111,6.35933333334,4.32477777778,8.32844444444,9.501,6.02744444444,8.26288888889
436.84,8.09633333333,12.695,9.87066666666,6.39144444444,4.35122222222,8.35933333333,9.56155555554,6.06888888889,8.29477777778
437.20,8.14922222222,12.7193888889,9.9105,6.42322222222,4.39377777778,8.37383333333,9.58133333334,6.112,8.33155555556
437.56,8.15688888889,12.7214444444,9.91722222223,6.42388888889,4.39377777778,8.37988888889,9.56277777777,6.14488888889,8.36133333333
437.91,8.16788888889,12.7548888889,9.92655555557,6.45433333333,4.414,8.37583333333,9.58377777777,6.16544444444,8.37311111111
438.27,8.18333333333,12.7435555556,9.89838888888,6.42366666667,4.404,8.36244444444,9.57733333332,6.17988888889,8.35977777778
