wavelength,Back_DigGlam,Belly_DigGlam,Breast_DigGlam,Crissum_DigGlam,Crown_DigGlam,DorTail_DigGlam,Patch10_DigGlam,Rump_DigGlam,Throat_DigGlam,WingTip_DigGlam
370.01,17.3294666667,16.4190666667,18.0242666666,13.3637333333,24.4476,6.72573333333,2.91573333333,16.7414,14.9742,8.58593333333
370.38,17.3019333333,16.4418666667,18.0164,13.3263333333,24.3772666667,6.7268,2.98593333333,16.705,14.9552,8.58513333333
370.74,17.2864,16.4253333333,17.9864666667,13.2941333333,24.3193333333,6.66666666667,2.99686666666,16.6028666667,14.9284,8.58326666667
371.10,17.4278,16.4809333333,18.0388,13.3393333333,24.4449333333,6.72386666667,2.99753333333,16.6753333333,14.9926,8.62366666667
371.46,17.483,16.4844,18.119,13.3625333333,24.4437333333,6.8102,3.08406666667,16.6993333333,15.0582,8.66966666667
371.83,17.466,16.4814666667,18.1078,13.2974666667,24.4603333333,6.74933333333,3.10466666667,16.7408666667,14.9945333333,8.64426666667
372.19,17.562,16.5931333333,18.2299333333,13.4405333333,24.4725333333,6.8356,3.2962,16.8642666667,15.1237333333,8.76773333333
372.55,17.5950666666,16.6022666667,18.2754666667,13.4816,24.5396,6.81746666667,3.29413333333,16.8818666667,15.1438666667,8.7422
372.92,17.488,16.4626,18.2061333333,13.3964,24.4699333333,6.6876,3.1748,16.7663333333,15.1230666667,8.62026666667
373.28,17.4492666667,16.4528666667,18.1831333333,13.3652,24.4481333333,6.67,3.11013333333,16.6919333333,15.0528666667,8.61673333333
373.64,17.4888666667,16.426,18.2356,13.4038666667,24.5452,6.7052,3.08613333333,16.7278666667,15.0372666667,8.61206666667
374.00,17.3988,16.3768,18.1766666667,13.3158666667,24.4778666667,6.6172,2.90813333333,16.6804666667,14.9307333333,8.46486666667
374.37,17.3282666667,16.293,18.0511333333,13.2196,24.4608,6.48853333333,2.69926666667,16.6114666667,14.8424,8.35966666667
374.73,17.3778,16.3308666667,18.0964,13.2670666666,24.5882666667,6.593,2.7656,16.728,14.9145333333,8.40793333333
375.09,17.4639333333,16.4276666667,18.2138,13.3912666667,24.6438,6.74013333333,2.8796,16.8389333334,15.0362666667,8.54186666667
375.45,17.5842666667,16.5464666667,18.3074666667,13.5754,24.8050666667,6.84593333333,2.95886666667,16.9921333333,15.1684666667,8.68833333333
375.81,17.6069333333,16.6020666667,18.3626,13.6236,24.8193333333,6.9356,3.0178,17.0026,15.2476,8.73093333333
376.18,17.5192,16.5690666667,18.3324,13.5378666667,24.7971333333,6.91533333333,2.98026666667,16.9562,15.1518,8.6904
376.54,17.5438,16.601,18.335,13.5716,24.8716666667,6.94746666667,3.0346,17.0239333333,15.2053333333,8.72806666667
376.90,17.5868666667,16.6352666667,18.379,13.5779333333,24.8600666667,6.97333333333,3.08046666666,17.1012,15.1914,8.7694
377.26,17.6781333334,16.7235333333,18.5522666667,13.7326666667,24.9930666667,7.0896,3.23066666667,17.2727333333,15.2994666667,8.86973333333
377.63,17.6210666667,16.6986,18.4821333333,13.7206,24.9465333333,7.03446666667,3.26486666667,17.2672,15.2755333333,8.85633333333
377.99,17.7638,16.8164666667,18.6476666667,13.8638666667,25.1272666667,7.13353333333,3.38173333333,17.3930666667,15.4372,8.9694
378.35,17.7770666667,16.8315333333,18.662,13.9006,25.0845333333,7.214,3.509,17.4024,15.4962,9.03526666667
378.71,17.7432,16.8789333333,18.6601333333,13.9122,25.0809333333,7.20226666667,3.5052,17.3316666667,15.4916,9.06006666667
379.07,17.6303333333,16.7408,18.5323333333,13.7956666666,24.9697333333,7.0508,3.41233333333,17.2039333333,15.3833333333,8.9502
379.44,17.567,16.6526666667,18.4331333333,13.6303333333,24.8504666667,6.96306666667,3.3812,17.0544,15.2738666667,8.85506666667
379.80,17.5359333333,16.6368,18.4303333333,13.5971333333,24.801,6.8912,3.34353333333,17.0298,15.2411333333,8.80233333333
380.16,17.5302,16.5888,18.4073333333,13.5603333333,24.7227333333,6.83633333333,3.29893333333,16.9626,15.2198666667,8.75233333333
380.52,17.6786,16.7081333333,18.5389333333,13.655,24.7789333334,6.9324,3.3924,17.0579333333,15.296,8.83126666667
380.88,17.6362,16.69,18.4771333333,13.6492,24.7856,6.8914,3.33226666667,17.0267333333,15.2485333333,8.77726666667
381.24,17.5914,16.696,18.3901333333,13.5556,24.6912,6.84326666667,3.313,16.9538666666,15.2736,8.738
381.61,17.5497333333,16.6356,18.3649333333,13.5050666667,24.6254,6.7706,3.2584,16.9036666667,15.2226666667,8.6558
381.97,17.4705333333,16.499,18.2558,13.4008,24.4944666667,6.67073333333,3.204,16.8237333333,15.1402,8.57493333333
382.33,17.4074,16.4382,18.2471333333,13.3334,24.4560666667,6.5892,3.11813333333,16.7904666667,15.0880666667,8.48633333333
382.69,17.3598,16.359,18.1939333333,13.2858666667,24.3783333333,6.52686666667,3.03886666667,16.7786666667,15.0649333333,8.41273333333
383.05,17.3360666666,16.3718,18.1576,13.2195333333,24.3714666667,6.52233333333,3.01886666666,16.7508666667,15.0521333333,8.35686666667
383.41,17.3546666666,16.4180666667,18.2232,13.2825333333,24.41,6.5408,3.0012,16.8014,15.0921333333,8.36573333333
383.77,17.4846666667,16.5047333333,18.3266666667,13.4068,24.545,6.66546666667,3.08646666667,16.9027333333,15.2121333333,8.48146666667
384.14,17.4873333333,16.5726,18.3516666667,13.4794666667,24.6431333333,6.7078,3.10773333334,16.9948666667,15.2583333333,8.47733333333
384.50,17.4414666667,16.5552,18.3250666667,13.4769333333,24.6590666667,6.69366666667,3.126,16.9722666667,15.2451333333,8.51526666667
384.86,17.5214666667,16.653,18.4362,13.5629333333,24.7561333334,6.79406666667,3.22246666667,17.0440666667,15.3462666667,8.6226
385.22,17.5072666667,16.6314,18.4031333333,13.5752666667,24.7406666667,6.76513333333,3.14033333333,17.0095333333,15.2891333333,8.632
385.58,17.5002666667,16.6712,18.4408,13.6012,24.84,6.79146666667,3.10606666666,17.0543333333,15.3688,8.66026666667
385.94,17.5622,16.766,18.5111333333,13.6867333333,24.8875333333,6.87473333333,3.16006666667,17.1077333334,15.436,8.7318
386.30,17.6581333333,16.8394666667,18.5752,13.7662,25.0048666667,6.92033333333,3.21346666667,17.1978666667,15.493,8.79606666667
386.66,17.7637333333,16.9717333334,18.6633333333,13.8466,25.0931333333,7.00706666667,3.30533333333,17.3017333333,15.5624,8.88766666667
387.03,17.8602,17.0670666666,18.7229333333,13.9756,25.1812,7.09573333333,3.37926666667,17.3879333333,15.6356,9.00233333333
387.39,17.8154666667,17.0204666667,18.6989333333,13.9839333333,25.1246666667,7.0926,3.38146666667,17.3873333333,15.6078,8.96073333333
387.75,17.7369333333,16.9945333333,18.6114666667,13.9403333333,25.0942,6.9816,3.28893333333,17.3249333333,15.5494,8.8674
388.11,17.7369333333,16.9577333333,18.5725333333,13.8943333333,25.0496,6.9542,3.25186666667,17.267,15.5251333333,8.8728
388.47,17.6941333333,16.9324,18.5821333333,13.8688666667,25.0122666667,6.91113333333,3.1672,17.2286666667,15.5163333333,8.76246666667
388.83,17.5933333333,16.8531333333,18.5102,13.7344,24.8886666667,6.82553333333,3.09346666667,17.1712,15.4313333333,8.6654
389.19,17.5084,16.7942666667,18.4949333333,13.6745333333,24.8326,6.79366666667,3.06346666666,17.1485333333,15.4331333333,8.58033333333
389.55,17.5306,16.8244,18.5290666667,13.6795333333,24.7603333333,6.8306,3.12093333333,17.1046666667,15.4586,8.64113333333
389.91,17.4395333333,16.7777333333,18.4761333333,13.6051333333,24.6926,6.7606,3.04773333333,17.0346666667,15.4001333333,8.5828
390.27,17.4882,16.8088,18.5153333333,13.6403333333,24.6864,6.80986666667,3.10273333333,17.0409333333,15.452,8.66453333333
390.63,17.5334666667,16.8499333333,18.5797333333,13.6990666667,24.7231333333,6.89206666667,3.1962,17.1354666667,15.5596666667,8.74393333333
391.00,17.4489333333,16.7710666667,18.5702666667,13.6349333333,24.6409333334,6.82353333333,3.13486666667,17.0752,15.5111333333,8.63633333333
391.36,17.4493333333,16.7531333333,18.5618,13.6086666666,24.6499333333,6.8154,3.14046666667,17.0766,15.5354,8.63066666667
391.72,17.4499333333,16.7619333333,18.5766,13.5966,24.6446666666,6.86426666666,3.20906666667,17.0996,15.5538,8.665
392.08,17.4112,16.7572666667,18.5600666667,13.5630666667,24.5909333333,6.8452,3.2076,17.1105333333,15.5435333333,8.64453333333
392.44,17.4274666667,16.772,18.5533333333,13.5596666667,24.5576,6.8772,3.24986666667,17.1166666667,15.5784666667,8.6878
392.80,17.457,16.8124666667,18.5504,13.6299333333,24.5481333333,6.92766666666,3.294,17.1085333333,15.6017333333,8.72226666667
393.16,17.5568,16.8483333333,18.597,13.7173333333,24.6060666667,7.01726666667,3.39046666667,17.1708666667,15.6477333333,8.80713333333
393.52,17.5604666667,16.8422666667,18.5498,13.7092,24.5900666667,6.99993333333,3.37306666667,17.1726666667,15.6082666667,8.76993333333
393.88,17.574,16.8483333333,18.5384666666,13.7191333333,24.5872666667,6.99853333333,3.38406666667,17.1600666667,15.5894,8.7572
394.24,17.5252666667,16.8551333333,18.5596666667,13.7062,24.5856,6.99906666667,3.3852,17.1612666667,15.5838,8.74726666667
394.60,17.461,16.7777333333,18.51,13.6402,24.4953333333,6.9092,3.27226666667,17.041,15.4772666667,8.64673333333
394.96,17.474,16.8136666667,18.5122,13.6784,24.5183333333,6.95106666667,3.33253333333,17.0445333333,15.5280666667,8.70546666667
395.32,17.4907333333,16.8521333333,18.4853333333,13.7008,24.5198666667,6.98053333333,3.34253333333,17.0338,15.5441333333,8.732
395.68,17.489,16.8510666667,18.4824,13.7116,24.4709333333,7.02186666667,3.3614,17.0123333333,15.5187333333,8.7622
396.04,17.5586,16.8908,18.5222,13.7746,24.5046,7.0872,3.43726666667,17.0586,15.5582,8.83226666667
396.40,17.4726666667,16.8416,18.4642,13.7290666667,24.4423333333,7.02333333333,3.38786666667,16.9993333333,15.4760666667,8.76546666667
396.76,17.4708666667,16.8513333333,18.4785333333,13.7316,24.464,6.99866666667,3.4028,17.0288666667,15.4724666667,8.7854
397.12,17.4128,16.829,18.4388666667,13.669,24.4034666667,6.91866666667,3.3292,16.9615333333,15.4346666667,8.74746666667
397.48,17.4436,16.8394,18.4667333333,13.6793333333,24.4034666667,6.97333333333,3.3788,16.9944666667,15.4956,8.80473333333
397.84,17.4543333333,16.8206,18.4884,13.6882666667,24.3762666667,7.0036,3.40433333333,16.9823333333,15.5157333333,8.8532
398.20,17.4746,16.8209333333,18.4598666666,13.7085333333,24.3696,7.04633333333,3.42586666667,17.0028666667,15.5332,8.87893333333
398.56,17.5172,16.8633333333,18.4848,13.7956,24.4182666667,7.11506666667,3.51486666667,17.0597333333,15.6168,8.96273333333
398.92,17.5124666667,16.8486,18.4912666667,13.7966666667,24.386,7.09246666667,3.48166666667,17.0622,15.575,8.97066666667
399.28,17.4515333333,16.8059333333,18.4753333333,13.7739333333,24.3159333333,7.03806666667,3.44993333333,17.0252,15.5177333333,8.9496
399.64,17.3781333333,16.7306,18.4076,13.7206,24.2794,6.94773333333,3.39433333333,16.9597333333,15.4798666666,8.8858
400.00,17.3119333333,16.6678,18.3612666667,13.6946,24.2339333333,6.9094,3.33626666667,16.9083333333,15.4666666667,8.86013333333
400.36,17.285,16.6168,18.3342,13.6178666667,24.1855333333,6.86693333333,3.29453333333,16.8763333333,15.4329333333,8.8448
400.72,17.3010666667,16.6447333333,18.3384,13.642,24.1846,6.87913333333,3.29733333333,16.904,15.4887333333,8.84653333333
401.08,17.3224,16.6742666667,18.3415333333,13.6789333334,24.2060666667,6.91646666667,3.3492,16.9526666667,15.516,8.8498
401.44,17.319,16.6807333333,18.359,13.6752666667,24.1976666667,6.88873333333,3.35466666667,16.9509333333,15.4948666667,8.83846666667
401.80,17.3257333333,16.7274666667,18.3773333333,13.7008,24.2222666667,6.90613333333,3.3608,17.0117333333,15.549,8.85466666667
402.16,17.2490666666,16.6714666667,18.3109333333,13.6552,24.1172666667,6.84393333333,3.3072,16.9224,15.4915333333,8.78546666667
402.52,17.1759333333,16.5930666667,18.2384666666,13.5865333333,24.0287333333,6.77653333333,3.23846666667,16.8704666667,15.3876666667,8.71586666667
402.88,17.1359333333,16.559,18.2036,13.5472666667,23.958,6.773,3.24433333333,16.8420666667,15.3742,8.67973333333
403.24,17.1062666667,16.5481333334,18.1848,13.5541333333,23.9266666667,6.79506666667,3.28593333333,16.84,15.3786,8.71146666667
403.60,17.1882,16.6018666667,18.2538,13.5864666667,23.9382666667,6.86006666667,3.29246666667,16.8878,15.4175333333,8.74313333333
403.95,17.1548,16.5904,18.2234,13.5736,23.9193333333,6.82753333333,3.24913333333,16.8688,15.3807333333,8.6912
404.31,17.1293333333,16.6036666667,18.2121333333,13.6088666667,23.8974666667,6.8762,3.30093333333,16.8581333333,15.3756,8.72713333333
404.67,17.1036,16.5534666667,18.1849333333,13.5885333333,23.8726666667,6.88733333333,3.3118,16.8232,15.3402666667,8.7418
405.03,17.1194,16.5716,18.2173333333,13.6118666667,23.8996,6.9138,3.32326666667,16.816,15.3642666667,8.7924
405.39,17.0806,16.5459333333,18.1701333333,13.6078,23.8626666667,6.90846666667,3.30126666667,16.8128666666,15.337,8.7826
405.75,17.0121333333,16.4755333333,18.0835333333,13.5638,23.8004666667,6.87013333333,3.27806666667,16.7270666667,15.2592,8.73393333333
406.11,17.0074666667,16.5056666667,18.0832666667,13.5631333333,23.8255333333,6.88853333333,3.30193333333,16.7544,15.2520666667,8.74393333333
406.47,16.9992,16.5406666667,18.0904,13.5628666667,23.831,6.9242,3.3418,16.7638666666,15.2880666667,8.77526666667
406.83,16.9970666667,16.565,18.072,13.6117333333,23.8550666667,6.94226666667,3.35193333333,16.7691333333,15.2779333333,8.82093333333
407.19,17.0256,16.5902666667,18.0706666667,13.6350666667,23.8529333333,6.9502,3.34926666666,16.7881333333,15.2995333333,8.85913333333
407.55,17.004,16.6028666667,18.0702666667,13.6864,23.873,6.96293333333,3.38166666667,16.8112,15.3139333333,8.90473333333
407.90,17.0592,16.6442,18.1186666667,13.7203333333,23.8778666667,7.01966666667,3.45153333333,16.8405333333,15.3366666667,8.96713333333
408.26,17.0817333333,16.6434,18.1326666667,13.747,23.8606666666,7.0146,3.42793333333,16.8606666667,15.3418666667,8.9796
408.62,17.0368666667,16.5883333333,18.074,13.7014,23.7618666667,6.94613333333,3.36206666667,16.7900666667,15.2865333333,8.90386666667
408.98,16.9762,16.5492666667,18.0257333333,13.6692666667,23.6826,6.93193333333,3.34546666667,16.7474666667,15.2336,8.85826666667
409.34,16.9552,16.5565333333,18.0271333334,13.6726666667,23.6585333333,6.95126666667,3.35586666667,16.7234666667,15.2395333334,8.83246666667
409.70,16.9804666667,16.6144666667,18.0806,13.7293333333,23.6582,7.02306666667,3.4302,16.7897333333,15.2841333333,8.88733333333
410.06,16.9942666667,16.6026666667,18.0933333333,13.7363333334,23.6490666667,7.0122,3.4156,16.7756,15.2882,8.8854
410.42,16.9574,16.5652666667,18.0528666666,13.7036,23.5712666667,6.98973333334,3.38373333333,16.7178666667,15.2459333333,8.85413333333
410.77,16.9262666667,16.5572666667,18.0538666667,13.6346666667,23.5001333333,6.9672,3.3792,16.6944666667,15.2541333333,8.81353333333
411.13,16.9037333333,16.5450666667,18.0596666667,13.5928,23.4726,6.96106666667,3.3842,16.6402,15.2204666667,8.7712
411.49,16.8513333333,16.4836,17.9938666667,13.5463333333,23.4066,6.90866666667,3.3394,16.5652,15.165,8.7122
411.85,16.7664666667,16.4214666667,17.9406666667,13.4995333333,23.3287333333,6.86853333334,3.32566666666,16.4944,15.1666,8.67873333333
412.21,16.7137333333,16.3658666667,17.8579333333,13.4498666667,23.2603333333,6.84073333333,3.32026666667,16.4166666667,15.1248666667,8.66673333333
412.57,16.6653333333,16.3444666666,17.8434666667,13.4163333333,23.2396,6.81386666667,3.28886666667,16.3927333333,15.1009333333,8.6426
412.92,16.6528,16.3389333333,17.8523333333,13.4088,23.1946,6.7936,3.30566666667,16.3697333333,15.0938666667,8.65993333333
413.28,16.6639333333,16.3560666667,17.8766666667,13.4326666667,23.1870666667,6.81373333333,3.33253333333,16.3792666667,15.109,8.70086666666
413.64,16.6187333333,16.2782666667,17.8048,13.3767333333,23.1392,6.7758,3.27866666667,16.3258666667,15.0496,8.66253333333
414.00,16.5693333333,16.2356,17.7519333333,13.3705333333,23.0448,6.75986666667,3.26626666667,16.2821333333,15.0348666667,8.6516
414.36,16.5465333333,16.213,17.7079333333,13.3716,23.0156666667,6.76566666667,3.25106666667,16.2929333333,15.0240666667,8.63066666667
414.72,16.5951333333,16.2137333333,17.688,13.418,23.0418666667,6.81813333333,3.28413333333,16.3191333333,15.0471333333,8.6788
415.07,16.645,16.2837333333,17.7614666667,13.5004666667,23.1002666666,6.89753333333,3.32613333333,16.3900666667,15.1366,8.74886666667
415.43,16.6169333333,16.2814,17.7654,13.4620666667,23.0492666667,6.9062,3.3132,16.3769333333,15.1264666667,8.75386666667
415.79,16.6393333333,16.313,17.7834,13.4957333333,23.0634,6.94506666667,3.31946666667,16.4124,15.1291333333,8.78033333333
416.15,16.6713333333,16.3882,17.8382666667,13.5353333333,23.0833333333,6.98673333333,3.35126666667,16.4735333334,15.1575333333,8.81166666667
416.51,16.703,16.4179333333,17.8531333334,13.5733333333,23.0948666667,7.03726666667,3.39893333333,16.4845333333,15.1932666667,8.86966666667
416.86,16.7338,16.4392,17.8435333333,13.6168,23.0902,7.06246666667,3.39633333333,16.5259333333,15.2214666667,8.88046666667
417.22,16.7346,16.4358666667,17.8350666667,13.6052666667,23.0469333333,7.06713333333,3.4094,16.5276,15.1928,8.90433333333
417.58,16.7308666667,16.4446666666,17.822,13.6176666667,23.0127333333,7.07186666667,3.41786666667,16.5235333333,15.2152666667,8.9144
417.94,16.7262,16.45,17.8168,13.6250666667,22.9991333333,7.08586666667,3.423,16.5238666667,15.2165333333,8.92606666667
418.29,16.7022,16.4588666667,17.8170666667,13.6354666667,22.9704666667,7.0984,3.43986666667,16.5034666667,15.2026666667,8.944
418.65,16.6644666667,16.4288,17.7902,13.6180666667,22.9184,7.0864,3.4232,16.4945333333,15.1943333333,8.9524
419.01,16.6033333333,16.3758,17.7149333333,13.5524,22.8255333333,7.05633333333,3.37606666667,16.4254,15.1366666666,8.92206666667
419.37,16.5899333333,16.3698,17.6870666667,13.5606,22.8076,7.0638,3.40113333333,16.4371333333,15.1467333333,8.93126666667
419.73,16.5651333333,16.3488,17.6482666667,13.5387333333,22.7454,7.0594,3.3864,16.4006,15.1116666666,8.90726666667
420.08,16.5182666666,16.2971333334,17.6081333333,13.4988666667,22.6891333333,7.02246666667,3.36006666667,16.3490666667,15.0869333334,8.87846666667
420.44,16.5150666667,16.3087333333,17.6085333334,13.5218,22.6617333333,7.05386666667,3.37933333333,16.3538,15.1037333333,8.9042
420.80,16.4650666666,16.2954666667,17.5891333333,13.4861333333,22.6274,7.04773333333,3.37653333333,16.3327333333,15.0829333333,8.8986
421.16,16.424,16.2604,17.5421333333,13.4673333333,22.585,7.02833333333,3.34573333333,16.3025333333,15.0721333333,8.86806666667
421.51,16.4278,16.2784666667,17.5572,13.481,22.5733333333,7.0422,3.36946666667,16.3110666667,15.0833333333,8.8864
421.87,16.4157333333,16.2636,17.5412666667,13.4633333333,22.5364,7.05066666667,3.38986666667,16.3041333333,15.08,8.8866
422.23,16.4230666667,16.2603333333,17.5356,13.4763333333,22.5067333333,7.0626,3.40506666667,16.3063333333,15.0951333333,8.90346666667
422.58,16.4178,16.261,17.5429333333,13.4711333333,22.4941333334,7.063,3.409,16.2857333333,15.0810666667,8.8986
422.94,16.4128,16.2505333333,17.519,13.4675333333,22.4815333333,7.07186666667,3.4308,16.2878666667,15.0731333334,8.9124
423.30,16.4124666667,16.2495333333,17.5186,13.4670666667,22.4473333334,7.08166666667,3.44433333333,16.2684666667,15.0735333333,8.92766666667
423.66,16.4086666667,16.2388666667,17.517,13.4704666667,22.4305333333,7.0906,3.46226666667,16.2633333333,15.0852,8.94686666667
424.01,16.4128666667,16.2612,17.5148666667,13.5063333333,22.4365333333,7.12806666667,3.4952,16.2778,15.1154,8.98446666667
424.37,16.3964666667,16.2502,17.4931333333,13.4941333333,22.4180666667,7.1328,3.50153333333,16.2700666667,15.1050666667,8.97546666667
424.73,16.402,16.2298,17.4597333333,13.4974666666,22.379,7.14533333333,3.51646666667,16.2533333333,15.0962666667,8.9956
425.08,16.3875333333,16.2233333333,17.4436,13.5071333333,22.3744666667,7.16046666667,3.5272,16.2367333334,15.0829333333,9.0176
425.44,16.3392666667,16.1598666667,17.3781333333,13.4634666667,22.3066666667,7.14066666667,3.50473333333,16.1732666667,15.0296,8.9888
425.80,16.327,16.1516,17.3610666667,13.4623333333,22.2918,7.14893333333,3.50486666667,16.1513333333,15.0080666667,9.00366666667
426.16,16.2714666667,16.1032666667,17.3176,13.4103333333,22.2448666667,7.10726666666,3.47033333333,16.1061333333,14.9632,8.97593333333
426.51,16.2486666667,16.0844666667,17.2893333334,13.4262,22.2189333333,7.11793333333,3.49193333333,16.0975333333,14.9675333333,8.98173333333
426.87,16.2243333333,16.0665333333,17.2799333333,13.4388666667,22.1836,7.10213333333,3.488,16.092,14.9593333333,8.97453333333
427.23,16.1944666667,16.0354,17.2385333333,13.4359333333,22.1532666667,7.10306666667,3.47,16.079,14.9356,8.97586666667
427.58,16.1503333333,16.0207333333,17.2010666667,13.4346666667,22.1175333333,7.11113333333,3.46433333333,16.0725333333,14.9190666667,8.98946666667
427.94,16.1485333333,16.0092,17.1824,13.4333333333,22.0800666666,7.13266666667,3.4698,16.0758,14.904,9.00153333333
428.30,16.1151333333,15.9468,17.1466666667,13.412,22.0174666667,7.1174,3.47193333333,16.0474,14.8786666667,9.01713333333
428.65,16.0844,15.9413333333,17.1551333333,13.4098,21.9968666667,7.11826666667,3.47406666667,16.0419333333,14.8708,9.00853333333
429.01,16.1152666667,15.9452666667,17.1838,13.435,21.9793333333,7.15293333333,3.52146666666,16.0695333333,14.9134,9.04806666667
429.37,16.1258666667,15.9978666667,17.2199333333,13.4763333333,21.9804,7.20366666667,3.555,16.1084,14.9479333333,9.10626666667
429.72,16.1160666667,16.0186,17.2044666667,13.4913333333,21.9478666667,7.2204,3.58133333333,16.1211333333,14.9592666667,9.12473333333
430.08,16.1786666667,16.0891333333,17.2522666667,13.5587333333,22.0011333334,7.29973333333,3.651,16.1865333333,15.0135333333,9.18866666667
430.44,16.1726666667,16.1009333333,17.2606666667,13.5384,21.9539333333,7.30913333333,3.64426666667,16.1742666667,15.0013333333,9.2184
430.79,16.1710666667,16.1022666667,17.2679333333,13.5656666667,21.9424,7.33753333333,3.666,16.193,15.0148,9.25286666667
431.15,16.1462666667,16.0918,17.2449333333,13.5452666667,21.8938,7.33746666667,3.68046666667,16.1672666667,15.0093333333,9.24966666667
431.50,16.1571333333,16.0802,17.2292666667,13.5485333333,21.8728666667,7.33646666667,3.70853333334,16.1516,14.9999333333,9.2588
431.86,16.1231333334,16.0358,17.1891333333,13.5161333334,21.8170666667,7.30886666667,3.69093333333,16.1125333333,14.9557333333,9.2254
432.22,16.0936666667,16.0321333333,17.1688,13.505,21.7866666667,7.29526666666,3.67746666667,16.1002666667,14.9296,9.20693333333
432.57,16.0806666667,16.0207333334,17.1366666667,13.5055333333,21.7494,7.31493333333,3.6922,16.0791333333,14.9238,9.23013333333
432.93,16.0255333333,16.0016666667,17.0844666667,13.4546666667,21.6860666667,7.28406666667,3.6872,16.0328666667,14.8841333333,9.20933333333
433.29,15.9819333333,15.9727333333,17.0558,13.4264,21.6450666667,7.27353333333,3.68153333333,15.9995333333,14.8614,9.21206666667
433.64,15.9634666667,15.9402666667,17.0442666667,13.4212,21.5952,7.28653333333,3.6932,15.9758666667,14.8686666667,9.22073333333
434.00,15.8776666667,15.8433333333,16.9483333333,13.3572666667,21.4786,7.24806666667,3.6548,15.8788666667,14.8049333333,9.17286666667
434.35,15.8116,15.7832666667,16.8504666667,13.3158,21.3898,7.2268,3.62893333333,15.8186666667,14.7589333333,9.13606666667
434.71,15.7531333333,15.7336666667,16.795,13.2616666667,21.3053333333,7.198,3.6058,15.7492,14.7144,9.0916
435.07,15.7106666667,15.6922666667,16.7476,13.2328,21.2515333333,7.1728,3.57966666667,15.7006666667,14.6673333333,9.05086666667
435.42,15.6566,15.6582666667,16.7044666666,13.1960666667,21.1822,7.15213333333,3.5616,15.6655333333,14.6426,9.02973333333
435.78,15.6154,15.6245333333,16.6593333333,13.1686,21.1311333333,7.13986666667,3.53973333333,15.6254,14.6156,9.02106666667
436.13,15.6095333333,15.6286,16.6409333333,13.1733333333,21.0838,7.1678,3.5444,15.6183333333,14.6230666667,9.05393333333
436.49,15.5548,15.5742,16.5842,13.1356,21.0061333333,7.136,3.52213333333,15.5783333333,14.5848666667,9.03013333333
436.84,15.539,15.5507333333,16.5622666667,13.1294666667,20.9704666667,7.1404,3.49766666667,15.5684666667,14.5637333333,9.0234
437.20,15.5126666667,15.5041333333,16.5262666667,13.1156666667,20.9196,7.12366666667,3.46573333333,15.5626,14.5476666667,8.99586666667
437.56,15.455,15.4662,16.4793333334,13.0834666667,20.8780666667,7.08746666667,3.4302,15.5254666667,14.4952666667,8.9686
437.91,15.4772,15.5074,16.5082666667,13.1052666667,20.8784,7.11586666667,3.44413333333,15.5556,14.5172,8.99886666667
438.27,15.4872666667,15.4998666667,16.5135333333,13.1172,20.8604,7.13293333333,3.454,15.5656,14.5051333333,9.01986666667
438.62,15.4752,15.5182666666,16.4928,13.0956666667,20.8232,7.1334,3.44493333333,15.5686,14.4930666667,9.0286
438.98,15.4542,15.4932666667,16.4652666667,13.0847333333,20.7604,7.151,3.45233333333,15.5621333333,14.476,9.04146666667
439.33,15.4838666667,15.5144,16.4912,13.1085333333,20.7738666667,7.2004,3.4734,15.5842,14.4845333333,9.0834
439.69,15.4644,15.5198666667,16.487,13.1078,20.7394,7.21186666667,3.4842,15.5724666667,14.4878666667,9.08253333334
440.04,15.4148666667,15.4822666667,16.4326,13.0503333334,20.6736,7.17013333333,3.46113333333,15.5165333333,14.439,9.04513333333
440.40,15.3699333333,15.4514,16.3896666667,13.0112666667,20.6168666667,7.14286666667,3.43153333333,15.4734,14.3872,9.01673333334
440.75,15.3276666667,15.4229333334,16.3535333333,13.0059333333,20.5477333333,7.1362,3.42726666667,15.4379333333,14.3599333333,9.00386666667
441.11,15.3142666667,15.4194666667,16.3340666667,12.9963333333,20.5131333333,7.1434,3.42926666667,15.4090666667,14.3384666667,9.00306666667
441.47,15.301,15.4050666666,16.3141333333,12.9816,20.4691333333,7.14066666667,3.4148,15.392,14.3265333333,9.0088
441.82,15.2598666667,15.3677333333,16.2702666667,12.9353333333,20.4072666667,7.1154,3.411,15.348,14.2760666667,8.98493333333
442.18,15.2136666667,15.3382,16.2642666667,12.9190666667,20.3872666667,7.1062,3.40486666666,15.3204,14.2536,8.9734
442.53,15.1988,15.3060666667,16.2462666667,12.9374666667,20.3664666667,7.11893333333,3.42206666667,15.3027333333,14.2497333333,8.986
442.89,15.1860666667,15.3148,16.2578,12.939,20.3609333333,7.1382,3.43206666667,15.3022,14.2682666667,9.00913333333
443.24,15.1304666667,15.2782666667,16.2111333333,12.9268666667,20.2904,7.11313333333,3.4264,15.2607333333,14.2470666667,8.9992
443.60,15.1013333333,15.2523333333,16.1744,12.9136666667,20.2335333333,7.1188,3.4112,15.2342666667,14.2242666667,9.01206666667
443.95,15.0806,15.2434,16.1672,12.9382,20.2035333333,7.13966666667,3.41813333333,15.2381333333,14.2196666667,9.03746666667
