wavelength,Back_WetStef,Belly_WetStef,Breast_WetStef,Crissum_WetStef,Crown_WetStef,DorTail_WetStef,Patch10_WetStef,Rump_WetStef,Throat_WetStef,WingTip_WetStef
357.29,2.83975,6.392,2.45583333333,5.26225,2.13158333334,4.61466666667,56.6244166666,3.53341666666,3.37925,4.821
357.66,2.89375,6.44891666667,2.44258333333,5.27116666667,2.17566666667,4.67741666667,56.7193333333,3.55383333333,3.3435,4.82741666667
358.02,2.88033333333,6.4495,2.42833333333,5.219,2.18575,4.68308333333,56.766,3.54475,3.32533333333,4.77033333333
358.38,2.93533333333,6.61575,2.54166666667,5.32158333333,2.31466666667,4.81925,56.9984166667,3.67816666667,3.46158333333,4.87666666666
358.75,2.97733333333,6.649,2.534,5.34041666667,2.30116666667,4.859,57.348,3.69175,3.4435,4.98508333333
359.11,3.0625,6.74416666666,2.58108333333,5.422,2.361,4.93025,57.5734166666,3.77433333333,3.471,5.03791666667
359.48,3.03991666666,6.7375,2.50533333333,5.35883333333,2.28233333333,4.91058333333,57.7630833333,3.67925,3.45033333334,4.93358333333
359.84,3.13791666667,6.74883333333,2.51166666667,5.38333333333,2.29466666666,4.95733333333,58.00025,3.73283333333,3.47891666666,4.96291666667
360.20,3.18516666667,6.81541666666,2.53433333333,5.42016666667,2.33166666667,4.95516666667,58.2866666666,3.82541666667,3.49233333333,4.92883333333
360.57,3.20966666667,6.86225,2.52558333333,5.42483333333,2.37866666667,4.99025,58.4666666667,3.84966666667,3.54658333333,4.9905
360.93,3.22133333333,6.91683333333,2.61033333333,5.45258333334,2.45716666667,5.04916666667,58.7073333333,3.95083333333,3.62358333334,5.01366666666
361.29,3.32933333334,6.99541666667,2.70858333334,5.54508333333,2.49666666667,5.15683333333,59.0445833334,4.02275,3.68875,5.10375
361.66,3.216,6.85825,2.60125,5.46158333334,2.36633333333,5.0535,59.26325,3.91575,3.54366666667,4.93266666667
362.02,3.25,6.94791666667,2.68175,5.56408333333,2.41566666667,5.10133333333,59.3919166667,4.01033333333,3.64075,4.9605
362.39,3.23041666667,7.00816666666,2.70875,5.62266666667,2.46708333333,5.11541666667,59.53275,4.08691666667,3.69783333333,4.99833333333
362.75,3.22075,6.97883333333,2.72133333334,5.63183333333,2.51983333333,5.12216666666,59.4750833333,4.08433333333,3.69375,4.9905
363.11,3.07341666667,6.83883333333,2.59558333334,5.54825,2.39266666667,5.02066666666,59.3683333334,3.96375,3.57583333333,4.85108333333
363.48,3.14383333333,6.91716666667,2.66,5.64516666667,2.43983333333,5.10866666667,59.51575,3.99033333333,3.68066666667,4.94691666667
363.84,3.1915,6.95625,2.77175,5.71166666667,2.49741666667,5.142,59.6129166667,4.04133333334,3.72625,4.96608333333
364.20,3.28383333334,7.072,2.86725,5.84325,2.55008333333,5.2,59.7655,4.07675,3.80941666667,5.083
364.57,3.2005,7.01125,2.7605,5.76691666667,2.47616666667,5.04366666667,59.69175,4.039,3.72775,4.9855
364.93,3.26866666667,7.03066666667,2.79091666667,5.79308333333,2.54533333333,5.05016666667,59.5403333333,4.10316666667,3.75358333333,5.01125
365.29,3.20308333333,6.95808333333,2.64266666666,5.69166666667,2.5025,4.96591666666,59.58575,4.01275,3.61583333333,4.92025
365.66,3.18758333333,6.84533333333,2.5295,5.6125,2.4345,4.90541666667,59.5896666667,3.898,3.53166666667,4.79983333333
366.02,3.23683333334,6.91741666667,2.56275,5.69875,2.446,4.91216666667,59.8101666667,3.94333333333,3.62375,4.85216666667
366.38,3.309,7.05125,2.68625,5.79491666667,2.578,5.00625,59.87,4.04516666666,3.75525,4.92383333333
366.75,3.23008333333,6.98075,2.58183333334,5.698,2.53658333333,4.93883333333,59.8930833333,4.00308333333,3.69183333333,4.86916666666
367.11,3.21466666667,6.99383333333,2.50183333334,5.72075,2.48675,4.94025,59.9030833333,3.94891666667,3.68658333333,4.83908333333
367.47,3.13266666667,6.93908333333,2.3895,5.60858333333,2.34625,4.87083333333,59.9699166667,3.86275,3.56633333333,4.71508333333
367.84,3.228,7.06691666666,2.54133333333,5.74975,2.449,4.98158333334,60.2246666666,3.9735,3.65125,4.85666666667
368.20,3.291,7.14233333333,2.621,5.77791666667,2.46716666667,5.01716666667,60.3733333333,4.00266666667,3.68333333333,4.94733333333
368.56,3.28866666667,7.10016666667,2.62416666667,5.788,2.42908333333,5.02366666667,60.4908333333,3.95908333333,3.71158333333,4.90975
368.93,3.44016666667,7.25908333333,2.80566666667,5.94575,2.58733333334,5.212,60.5889166667,4.14866666667,3.90841666667,5.1105
369.29,3.51816666667,7.34041666667,2.89425,5.97041666667,2.66666666666,5.3105,60.7255833334,4.26083333333,3.94183333333,5.20275
369.65,3.42775,7.26825,2.80675,5.89158333333,2.53425,5.17575,60.7914166667,4.11733333333,3.76325,5.08258333334
370.01,3.30658333333,7.23491666667,2.75916666667,5.87075,2.47766666667,5.13341666667,60.92325,4.05666666667,3.61908333333,4.97608333333
370.38,3.25808333334,7.24166666667,2.76133333333,5.85825,2.5105,5.12233333333,61.2378333333,4.06575,3.57333333333,4.9705
370.74,3.31108333334,7.2615,2.79991666667,5.90058333333,2.52866666666,5.14858333333,61.3025,4.04933333333,3.62758333333,5.04225
371.10,3.23,7.18266666666,2.74408333333,5.818,2.43216666667,5.13466666667,61.41975,3.96341666667,3.59925,4.9545
371.46,3.12675,7.13275,2.69891666667,5.78516666666,2.33408333333,5.05375,61.6696666667,3.91616666667,3.56466666667,4.85933333333
371.83,3.20475,7.25725,2.85025,5.88316666667,2.438,5.12866666667,61.69,4.009,3.65366666667,4.96641666666
372.19,3.11833333333,7.22816666667,2.79341666667,5.834,2.35616666667,5.01583333333,62.0541666667,3.90475,3.55125,4.85358333333
372.55,3.0025,7.16608333333,2.67408333333,5.79633333333,2.222,4.90925,62.2819166667,3.81791666666,3.46808333334,4.70675
372.92,3.16825,7.36983333334,2.81991666667,5.9655,2.38533333333,5.0675,62.6549166667,4.02325,3.65,4.92
373.28,3.169,7.39933333333,2.83816666667,5.98525,2.383,5.03883333333,62.8298333334,3.954,3.73816666667,4.9465
373.64,3.17458333333,7.37683333333,2.83508333334,5.92841666667,2.372,5.02416666667,62.8136666667,3.95475,3.70733333333,4.90833333334
374.00,3.10525,7.35891666667,2.80033333333,5.91175,2.3465,4.97733333333,62.8833333333,3.9825,3.65783333333,4.83983333333
374.37,3.03283333333,7.30158333333,2.72033333333,5.84183333333,2.29825,4.94291666666,62.8229166667,3.89183333333,3.56408333333,4.74891666667
374.73,3.14525,7.40183333333,2.82758333334,5.96475,2.41091666666,5.11525,62.851,3.99366666667,3.64783333333,4.89783333333
375.09,3.09283333333,7.34941666667,2.731,5.91883333333,2.3385,5.08683333333,63.0353333333,3.97591666667,3.63816666667,4.82591666667
375.45,3.20083333333,7.47583333334,2.80866666667,5.99316666667,2.43058333333,5.20991666667,63.2315,4.08766666667,3.75941666667,4.93841666667
375.81,3.284,7.59683333333,2.91025,6.07233333334,2.56958333334,5.33975,63.4899166667,4.21033333333,3.83141666667,5.07333333333
376.18,3.22083333333,7.53375,2.89308333333,6.0185,2.57725,5.29558333333,63.4634166666,4.20641666667,3.816,5.04983333333
376.54,3.26641666667,7.55566666667,2.93041666666,6.04683333333,2.60908333333,5.33908333333,63.4029166667,4.2555,3.82483333333,5.03883333333
376.90,3.37883333333,7.67425,3.04675,6.17475,2.69375,5.44891666667,63.635,4.34375,3.93158333333,5.1535
377.26,3.35091666667,7.69108333333,3.04508333334,6.19183333333,2.68933333333,5.43116666667,63.8213333333,4.32441666666,3.92225,5.19191666667
377.63,3.45741666666,7.89225,3.13941666667,6.38533333333,2.84308333333,5.52058333333,64.217,4.48,4.0865,5.35083333333
377.99,3.33458333333,7.84083333334,2.99116666667,6.28108333334,2.76458333333,5.38083333333,64.3586666667,4.36958333333,3.99441666667,5.23225
378.35,3.33325,7.89716666667,3.02191666667,6.2725,2.79491666667,5.37975,64.5135,4.33616666667,3.95891666666,5.26116666667
378.71,3.34291666667,7.89825,3.05691666667,6.28716666667,2.78575,5.35425,64.3389166667,4.35891666667,3.95,5.27466666667
379.07,3.35466666667,7.87041666667,3.04216666667,6.31141666667,2.7305,5.287,64.3220833333,4.3175,3.94575,5.21608333333
379.44,3.38616666667,7.876,3.031,6.366,2.66925,5.31141666667,64.4235,4.29483333334,3.94483333333,5.19341666667
379.80,3.44833333333,7.94016666667,3.03591666667,6.42858333333,2.68908333333,5.31608333333,64.6809166667,4.35016666667,3.95383333333,5.26191666667
380.16,3.42341666667,8.00783333334,3.00608333333,6.51366666667,2.68575,5.30033333333,64.9086666666,4.34425,3.97575,5.29191666667
380.52,3.6035,8.17758333332,3.15541666667,6.67991666667,2.88375,5.41616666667,65.116,4.50166666667,4.14325,5.38583333333
380.88,3.6995,8.22550000001,3.23091666667,6.69083333333,2.88766666667,5.419,65.1159166666,4.52208333333,4.15541666667,5.40958333333
381.24,3.75908333333,8.29916666667,3.3185,6.79383333333,2.93025,5.47608333333,65.398,4.60875,4.23383333334,5.48116666667
381.61,3.78008333333,8.32433333334,3.32916666667,6.84258333333,2.92033333333,5.4855,65.372,4.6395,4.28383333333,5.50683333333
381.97,3.75666666667,8.41408333334,3.30766666666,6.89566666666,2.90808333333,5.51725,65.7586666667,4.59783333333,4.293,5.52725
382.33,3.69416666667,8.47433333333,3.27091666667,6.88591666666,2.92358333333,5.52333333333,65.7746666667,4.58608333333,4.30416666667,5.575
382.69,3.69275,8.49758333333,3.27675,6.918,2.93566666666,5.52758333333,65.93275,4.57333333333,4.29483333334,5.58341666667
383.05,3.67191666667,8.55116666667,3.29233333333,6.98616666667,2.92225,5.561,66.0411666666,4.57475,4.3155,5.59933333334
383.41,3.50708333333,8.39950000001,3.17716666667,6.83583333333,2.79533333333,5.39208333334,66.0116666667,4.43266666667,4.16675,5.41975
383.77,3.34633333333,8.26291666667,3.04316666666,6.72241666667,2.60875,5.27641666667,66.1268333334,4.28183333333,4.02483333333,5.27425
384.14,3.23133333333,8.14641666666,2.94708333333,6.66308333333,2.53225,5.20525,66.1770833333,4.14425,3.93875,5.167
384.50,3.15808333334,8.09958333334,2.867,6.60141666667,2.4825,5.14208333333,66.1115833333,4.01375,3.87183333333,5.0665
384.86,3.15408333334,8.14850000001,2.86291666666,6.67358333333,2.49975,5.14958333333,66.292,4.01733333334,3.86741666667,5.06108333333
385.22,3.17716666666,8.14741666667,2.8825,6.68,2.5415,5.11491666667,66.2658333333,4.02891666667,3.87033333333,5.0275
385.58,3.25908333333,8.25583333332,3.0015,6.82666666667,2.6335,5.20858333333,66.51675,4.0785,3.9425,5.0685
385.94,3.2915,8.39066666667,3.04708333333,6.93108333333,2.7015,5.2445,66.7616666667,4.13525,4.02058333333,5.13466666666
386.30,3.22333333333,8.35283333334,2.99033333333,6.9005,2.66716666667,5.16483333333,66.85375,4.08875,3.98508333333,5.07325
386.66,3.26091666667,8.43191666666,2.995,6.95366666666,2.656,5.19025,66.9391666667,4.10083333333,4.01541666667,5.11358333333
387.03,3.35533333333,8.51875000001,3.05525,7.083,2.74575,5.28141666666,66.9844166667,4.18025,4.08933333333,5.21433333334
387.39,3.37658333333,8.60241666667,3.053,7.18333333333,2.77425,5.28291666666,67.0220833333,4.25333333334,4.1295,5.23608333334
387.75,3.41716666667,8.6905,3.06941666667,7.28675,2.80275,5.31891666667,67.11775,4.308,4.1465,5.27483333333
388.11,3.45116666667,8.789,3.10016666666,7.35658333334,2.82033333334,5.371,67.28325,4.3565,4.16025,5.31491666666
388.47,3.3795,8.75275,2.99808333333,7.3365,2.73491666666,5.3115,67.2966666667,4.26808333333,4.07441666666,5.25358333334
388.83,3.36816666667,8.72658333333,2.9365,7.2895,2.66508333333,5.26558333333,67.2190833333,4.23725,4.00191666667,5.21466666666
389.19,3.27766666667,8.64475,2.80491666667,7.189,2.56841666667,5.16133333333,67.2395,4.1165,3.87925,5.08916666667
389.55,3.34458333333,8.71566666667,2.88091666667,7.24583333333,2.64783333333,5.2225,67.3375,4.1595,3.93408333333,5.13475
389.91,3.39541666667,8.79150000001,2.91775,7.31966666667,2.68366666667,5.23758333333,67.4456666667,4.16791666667,3.97375,5.16025
390.27,3.33458333333,8.85433333334,2.88283333334,7.31558333333,2.64041666666,5.15141666667,67.569,4.1015,3.90933333333,5.11158333334
390.63,3.286,8.88666666667,2.86325,7.31116666667,2.62008333333,5.12583333333,67.7341666667,4.04858333333,3.85883333333,5.11583333333
391.00,3.32825,8.96033333333,2.87166666666,7.33708333334,2.65441666666,5.10908333333,67.9575833333,4.02941666667,3.89708333333,5.12675
391.36,3.30066666667,8.98516666667,2.83641666666,7.36,2.65391666667,5.04908333334,68.0935,3.9905,3.88508333333,5.08225
391.72,3.36475,9.10991666666,2.88675,7.47883333333,2.71358333333,5.10175,68.3475,4.05508333334,3.96725,5.16066666667
392.08,3.392,9.23675,2.902,7.55475,2.75591666667,5.14833333333,68.4500833333,4.05791666667,4.01133333333,5.18066666667
392.44,3.351,9.30808333332,2.9165,7.607,2.73933333333,5.15,68.5494166667,4.03133333333,4.0075,5.14691666666
392.80,3.3015,9.37316666667,2.856,7.65133333333,2.66325,5.11666666667,68.6143333333,3.97866666667,3.97166666667,5.1055
393.16,3.23658333333,9.40525,2.80416666667,7.67516666667,2.6185,5.08983333333,68.6625,3.95416666667,3.92666666667,5.03058333333
393.52,3.23383333333,9.44266666668,2.76775,7.69891666667,2.599,5.07508333333,68.6455833334,3.93625,3.93333333333,4.991
393.88,3.27375,9.54516666667,2.78308333334,7.7515,2.60958333333,5.09558333333,68.6983333333,3.98458333333,3.99216666667,4.98691666667
394.24,3.23275,9.54949999999,2.77033333333,7.79258333333,2.53341666667,5.068,68.6113333333,3.99233333333,3.94491666667,4.96241666666
394.60,3.22691666667,9.56900000001,2.77525,7.83391666667,2.51416666667,5.05816666666,68.5239166667,3.96833333333,3.935,4.92233333333
394.96,3.14191666667,9.57191666667,2.75341666667,7.81458333333,2.43033333333,4.99025,68.4111666667,3.92166666667,3.86066666667,4.82091666667
395.32,3.10741666666,9.58991666666,2.75816666667,7.89558333333,2.41625,4.92675,68.45625,3.91908333333,3.86116666667,4.79241666667
395.68,3.21241666666,9.71358333334,2.84925,8.05541666667,2.49083333333,4.99183333334,68.4030833333,4.01133333334,3.94991666667,4.87283333333
396.04,3.32925,9.88716666667,2.93141666667,8.20133333334,2.59666666667,5.07175,68.4429166667,4.11408333333,4.02558333333,4.94258333333
396.40,3.41625,10.0280833333,3.00741666667,8.33825,2.698,5.16616666667,68.4379166667,4.20308333333,4.13083333333,5.02591666667
396.76,3.35008333333,10.07225,2.96408333333,8.36691666667,2.62925,5.13591666667,68.4006666667,4.1465,4.09575,4.9835
397.12,3.39375,10.1968333333,3.01541666667,8.51891666666,2.68208333334,5.19266666666,68.3931666667,4.18433333334,4.10825,5.04141666667
397.48,3.38041666666,10.3365,3.03691666667,8.61491666666,2.71208333333,5.18858333333,68.4115833333,4.18933333334,4.11825,5.06266666667
397.84,3.33866666667,10.4315833333,3.0125,8.6625,2.65983333333,5.16475,68.591,4.15216666666,4.09891666667,5.077
398.20,3.38725,10.5353333333,3.01341666667,8.77966666667,2.70758333333,5.20758333333,68.56775,4.15966666667,4.1395,5.13116666666
398.56,3.35358333333,10.647,2.99133333333,8.85166666668,2.70566666667,5.24291666667,68.65475,4.14416666667,4.11258333334,5.15741666667
398.92,3.30408333333,10.7395833333,2.95783333333,8.87649999999,2.70333333333,5.20683333333,68.6589166667,4.12041666667,4.08616666667,5.15966666667
399.28,3.23125,10.7460833333,2.938,8.88399999999,2.65233333334,5.13891666666,68.5893333333,4.04725,4.02375,5.10816666667
399.64,3.28133333333,10.8695,2.99716666667,9.01541666668,2.68841666667,5.15041666667,68.6550833333,4.08341666667,4.02516666667,5.16166666667
400.00,3.35658333334,11.0040833333,3.06458333333,9.14266666667,2.79575,5.18416666667,68.657,4.14908333333,4.08066666667,5.23133333333
400.36,3.39241666666,11.0833333333,3.08358333333,9.21883333332,2.80066666667,5.15858333334,68.6623333333,4.1515,4.09533333333,5.23775
400.72,3.4875,11.2281666667,3.13008333333,9.34966666667,2.85608333333,5.21925,68.5865833334,4.19475,4.1495,5.26475
401.08,3.51366666667,11.314,3.11941666666,9.45458333333,2.88391666667,5.21075,68.4813333333,4.21266666667,4.12416666667,5.2665
401.44,3.52233333333,11.4559166667,3.17875,9.57949999998,2.89741666667,5.201,68.4819166667,4.24841666667,4.12941666667,5.28116666667
401.80,3.54266666667,11.5175,3.20225,9.65566666667,2.88541666667,5.15541666667,68.4210833333,4.26783333333,4.13941666667,5.29133333333
402.16,3.60325,11.6450833333,3.24766666667,9.78533333335,2.8915,5.19175,68.4593333334,4.31475,4.1825,5.30633333333
402.52,3.57733333333,11.7395833333,3.21666666667,9.86316666666,2.86575,5.168,68.5558333333,4.2965,4.14541666666,5.27858333333
402.88,3.57816666667,11.82525,3.21591666667,9.91408333333,2.85575,5.16975,68.5428333333,4.29083333333,4.14,5.28733333333
403.24,3.59541666667,11.9804166667,3.26141666667,10.058,2.859,5.22625,68.6610833334,4.34875,4.15741666667,5.33025
403.60,3.50991666667,12.0295833333,3.1975,10.077,2.7955,5.18391666667,68.57325,4.28883333333,4.07858333333,5.24725
403.95,3.49475,12.14075,3.21225,10.1816666666,2.81616666667,5.2,68.7196666666,4.336,4.08058333333,5.2745
404.31,3.544,12.3065833333,3.28825,10.3238333334,2.88316666666,5.25258333334,68.6793333334,4.40575,4.154,5.32541666667
404.67,3.56016666667,12.4220833333,3.298,10.4309166667,2.92375,5.27483333333,68.70825,4.43641666667,4.16358333333,5.31616666666
405.03,3.53816666667,12.5275,3.2865,10.5278333333,2.90958333333,5.27566666666,68.6785833334,4.41016666667,4.12983333333,5.27866666666
405.39,3.50358333333,12.61975,3.26416666666,10.6055,2.88875,5.27833333334,68.7065,4.37333333334,4.08458333333,5.24991666667
405.75,3.55825,12.7695833333,3.32541666667,10.75025,2.93425,5.3475,68.60925,4.43083333334,4.14608333334,5.31208333333
406.11,3.50208333334,12.8448333333,3.297,10.85325,2.8745,5.29116666667,68.4875833334,4.38841666667,4.09425,5.23025
406.47,3.49041666667,12.9534166667,3.27375,10.9335,2.86425,5.25658333333,68.406,4.37341666667,4.08441666667,5.17916666667
406.83,3.54091666667,13.1576666667,3.32733333333,11.1245833333,2.92733333334,5.33725,68.4553333333,4.402,4.16425,5.25033333333
407.19,3.4835,13.1858333334,3.24533333333,11.1329166667,2.83166666667,5.25158333333,68.2731666666,4.28458333333,4.10091666667,5.15783333333
407.55,3.43291666667,13.2776666666,3.20108333334,11.1739166667,2.76983333333,5.21208333333,68.16625,4.23008333334,4.065,5.11766666667
407.90,3.35233333333,13.3498333333,3.13116666667,11.2365,2.65775,5.1515,68.19125,4.1495,3.99908333333,5.06408333333
408.26,3.35975,13.4440833333,3.1065,11.3140833333,2.64583333334,5.13475,67.9983333333,4.1425,3.99458333333,5.07208333333
408.62,3.36958333333,13.5985,3.12458333333,11.4175833334,2.63791666667,5.12016666667,67.8444166667,4.14033333333,3.99741666667,5.09225
408.98,3.35408333333,13.70925,3.10875,11.5283333333,2.61008333333,5.07066666667,67.7765,4.11191666667,4.01133333333,5.08358333333
409.34,3.385,13.8961666667,3.11733333333,11.6758333333,2.66125,5.10758333334,67.8443333333,4.16116666667,4.05425,5.1485
409.70,3.34241666667,14.0009166667,3.09775,11.781,2.6185,5.09425,67.7221666667,4.11216666667,4.04233333333,5.158
410.06,3.2965,14.0848333333,3.0965,11.85975,2.55825,5.032,67.6725,4.09816666667,3.99616666667,5.12916666667
410.42,3.24975,14.1890833333,3.10108333334,12.0,2.53608333333,5.00241666667,67.613,4.0905,3.97466666667,5.11866666666
410.77,3.26225,14.3308333333,3.09533333333,12.1606666666,2.54158333333,4.99808333333,67.6748333333,4.0865,3.9785,5.11216666667
411.13,3.30116666666,14.4866666667,3.11175,12.2795833333,2.58225,5.02008333333,67.5414166667,4.10033333333,4.003,5.15108333333
411.49,3.25016666666,14.621,3.08958333333,12.3814166667,2.54933333333,4.99475,67.5871666667,4.06258333334,3.97366666667,5.08783333333
411.85,3.26208333333,14.71475,3.08208333333,12.5400833334,2.56825,5.01416666667,67.4674166667,4.07175,3.9765,5.10158333334
412.21,3.23916666667,14.8674166666,3.06883333334,12.6598333334,2.574,5.03008333333,67.3455,4.05766666666,3.90908333333,5.08133333334
412.57,3.21383333333,14.9836666667,3.04933333333,12.744,2.547,5.01108333333,67.17975,3.99641666667,3.89475,5.0505
412.92,3.2695,15.1618333333,3.09475,12.9315,2.5955,5.0505,67.18475,4.032,3.92575,5.07025
413.28,3.27191666667,15.3059166667,3.04533333333,13.0828333333,2.581,5.03183333333,67.0866666667,4.00775,3.9135,5.06816666667
413.64,3.32016666667,15.5213333333,3.08583333333,13.2635833333,2.64416666667,5.1045,66.966,4.04,3.964,5.12658333334
414.00,3.29966666666,15.6715,3.10433333334,13.3968333333,2.62933333333,5.13391666667,66.8791666667,4.04608333333,3.96758333333,5.13208333334
414.36,3.29825,15.82475,3.114,13.5561666667,2.63191666667,5.13758333333,66.80825,4.06408333333,3.97833333333,5.139
414.72,3.35266666667,16.0086666667,3.15883333334,13.7311666666,2.65733333333,5.15266666667,66.6871666667,4.10441666667,4.0135,5.17916666667
415.07,3.33333333333,16.2013333333,3.15333333333,13.87425,2.65208333333,5.107,66.6573333333,4.09683333333,4.01958333333,5.146
415.43,3.33466666667,16.3584166667,3.14608333333,14.0380833333,2.65208333333,5.1055,66.6215,4.12783333333,4.05641666667,5.15291666666
415.79,3.36108333333,16.5351666667,3.16916666667,14.2104166667,2.66675,5.139,66.6003333333,4.17183333333,4.07933333333,5.20125
416.15,3.374,16.68875,3.18858333333,14.346,2.68241666667,5.172,66.4060833333,4.2035,4.07716666666,5.22183333334
416.51,3.42091666667,16.87725,3.26241666667,14.4951666667,2.74633333333,5.22858333333,66.3646666666,4.26608333333,4.11775,5.27258333333
416.86,3.46591666667,17.0695,3.29725,14.66575,2.7715,5.268,66.3480833333,4.30975,4.13783333334,5.30025
417.22,3.50283333333,17.2304166667,3.3305,14.8270833334,2.81908333334,5.30316666667,66.1545,4.33741666666,4.1525,5.3385
417.58,3.52525,17.3844166667,3.36216666667,14.9985,2.86016666667,5.329,66.0324166667,4.35666666667,4.18458333333,5.3645
417.94,3.55458333333,17.55575,3.3795,15.1478333333,2.882,5.36475,65.966,4.388,4.21266666667,5.42091666667
418.29,3.53941666667,17.6410833333,3.37491666667,15.2495,2.8515,5.37208333333,65.7938333333,4.38025,4.18916666666,5.41816666667
418.65,3.56475,17.7731666667,3.40475,15.3535833334,2.86808333333,5.38233333333,65.629,4.38533333333,4.22066666667,5.45391666667
419.01,3.55325,17.8796666666,3.404,15.4561666667,2.86783333333,5.35225,65.51225,4.37166666666,4.1965,5.43641666667
419.37,3.55433333333,17.99875,3.4335,15.5613333333,2.88083333334,5.3595,65.3688333333,4.37416666667,4.2015,5.44708333333
419.73,3.55616666667,18.1054166667,3.4355,15.66825,2.87625,5.33491666667,65.1720833334,4.37533333333,4.20166666667,5.43333333333
420.08,3.53475,18.1869166666,3.4205,15.7384166667,2.85916666667,5.30291666667,65.0365833333,4.37025,4.17875,5.4135
420.44,3.49025,18.2595,3.37566666667,15.7975,2.822,5.24908333333,64.9295833333,4.32516666666,4.13466666666,5.36425
420.80,3.43983333333,18.3316666667,3.33108333333,15.8266666667,2.76916666667,5.19775,64.7265,4.2795,4.08841666667,5.30791666667
421.16,3.40441666667,18.3911666667,3.29841666667,15.8993333333,2.74933333333,5.17175,64.5055,4.2455,4.05658333333,5.26291666667
421.51,3.38016666667,18.4879166667,3.27533333333,15.9743333333,2.72808333334,5.13425,64.3461666667,4.217,4.03025,5.23616666667
421.87,3.35216666667,18.5915,3.25066666666,16.0676666667,2.70816666667,5.1065,64.1985,4.19308333333,3.99275,5.20066666667
422.23,3.34775,18.7184166667,3.23733333333,16.1685833333,2.70266666667,5.11033333334,63.9208333333,4.17841666667,3.97966666667,5.18416666666
422.58,3.34683333333,18.8559166667,3.209,16.2929166667,2.69425,5.08133333334,63.8008333333,4.163,3.9645,5.17275
422.94,3.34708333333,19.0164166666,3.21691666667,16.4431666667,2.70041666667,5.10083333334,63.7369166667,4.1615,3.96383333334,5.1905
423.30,3.34475,19.1748333333,3.22175,16.5933333333,2.711,5.11033333334,63.6520833333,4.1525,3.96958333333,5.19625
423.66,3.38866666666,19.3800833333,3.25725,16.7716666667,2.75775,5.15225,63.5805,4.20241666667,4.01383333333,5.23875
424.01,3.42775,19.5448333333,3.30191666666,16.94775,2.79166666666,5.18875,63.46125,4.2405,4.05191666667,5.27641666667
424.37,3.44525,19.716,3.32308333334,17.0814166667,2.801,5.19733333333,63.3518333334,4.266,4.07158333333,5.29683333333
424.73,3.49058333333,19.8816666667,3.36983333333,17.2451666667,2.85008333334,5.24716666667,63.23525,4.31383333333,4.12041666667,5.34216666667
425.08,3.51566666667,20.0385833333,3.398,17.3826666666,2.87816666666,5.27158333333,63.0704166667,4.33625,4.14091666667,5.36
425.44,3.52225,20.1665,3.41733333334,17.4993333333,2.89491666666,5.26766666666,62.9279166666,4.35316666667,4.15875,5.3785
425.80,3.51908333333,20.3293333334,3.42441666667,17.65225,2.89966666667,5.28358333333,62.8165833333,4.35791666667,4.17183333333,5.38291666667
426.16,3.4885,20.41875,3.39175,17.7271666667,2.86658333333,5.25975,62.541,4.31991666667,4.14433333333,5.32525
426.51,3.50625,20.52525,3.39658333333,17.83425,2.86891666667,5.25366666666,62.2000833333,4.32458333333,4.1545,5.3275
426.87,3.48291666667,20.6058333333,3.3855,17.9279166667,2.82533333333,5.23225,61.84775,4.2875,4.12933333333,5.302
427.23,3.49733333333,20.8071666667,3.39975,18.091,2.84091666667,5.246,61.6339166667,4.28983333333,4.13958333333,5.31633333333
427.58,3.51166666667,20.9549166667,3.42958333333,18.262,2.86333333333,5.26241666666,61.3590833333,4.29641666667,4.16575,5.33675
427.94,3.50641666667,21.1516666667,3.43541666666,18.4119166667,2.87183333334,5.25466666666,61.1335,4.2925,4.171,5.34133333333
428.30,3.49666666667,21.3014166667,3.41666666667,18.5425,2.848,5.2515,60.9214166667,4.2745,4.1635,5.34291666667
428.65,3.494,21.5019166667,3.41975,18.73525,2.85183333333,5.26925,60.82125,4.28158333333,4.16575,5.357
429.01,3.515,21.6796666667,3.44466666667,18.87575,2.87816666667,5.27433333333,60.5200833334,4.3075,4.18966666667,5.39358333334
429.37,3.53633333333,21.84325,3.46183333333,19.0414166667,2.92641666667,5.297,60.22225,4.33766666667,4.20766666667,5.42816666666
429.72,3.50008333333,21.9944166667,3.44016666667,19.1845833333,2.92025,5.28233333333,60.0060833333,4.31183333333,4.1825,5.40366666667
430.08,3.53041666667,22.1620833333,3.48458333334,19.3366666667,2.96783333333,5.29266666667,59.7951666667,4.34333333333,4.21591666666,5.43625
430.44,3.524,22.2768333333,3.44858333333,19.4663333333,2.96416666667,5.27866666667,59.642,4.32975,4.19425,5.43741666667
430.79,3.47225,22.3966666667,3.40733333333,19.5508333333,2.92525,5.23775,59.4285,4.28008333333,4.12158333333,5.40066666667
431.15,3.47166666667,22.52425,3.39341666667,19.6749166667,2.91441666667,5.23325,59.2856666667,4.27216666667,4.10766666666,5.38558333333
431.50,3.48475,22.69,3.41058333333,19.8438333333,2.93858333333,5.25533333333,59.1361666666,4.30616666667,4.12958333333,5.408
431.86,3.47625,22.7804166666,3.40325,19.937,2.90783333333,5.25291666667,58.8345833333,4.29408333333,4.12558333333,5.38783333334
432.22,3.44066666666,22.845,3.37291666667,20.0146666667,2.8765,5.23041666667,58.6449166667,4.27183333333,4.09391666666,5.36075
