wavelength,Back_PorCaem,Belly_PorCaem,Breast_PorCaem,Crissum_PorCaem,Crown_PorCaem,DorTail_PorCaem,Rump_PorCaem,Throat_PorCaem,WingTip_PorCaem
199.68,48.5714,68.5034666667,53.6734666667,31.3605333333,52.3129333334,51.5647333333,24.4218,59.0476666667,30.2041333333
200.06,51.8151333333,69.4389333333,59.7358,35.9736666667,54.4555333333,54.1914,27.1288,62.0463333333,33.5972666667
200.44,60.5363333333,76.1686,65.5938666667,39.8468,60.4598,57.2414666667,29.9616666667,71.1112,32.3372
200.82,61.2903333333,68.6022666667,63.7276666666,39.2831333333,59.5699333333,54.3370666667,30.1792,69.9642000001,30.8244
201.19,72.9218,78.0247999999,77.2017333333,47.2428666667,67.9834,66.4196666666,38.1069333333,82.3868666668,31.6873333333
201.57,66.7522,66.2393333333,73.6752666667,37.7778,61.5384666667,59.2308666667,31.5385333333,82.1366,28.9744
201.95,64.1198666667,60.0000666666,71.8351333333,38.427,56.4044666667,54.6066666667,29.8876,77.1535999999,27.4906666667
202.33,67.1264,60.5363333333,74.7891333333,37.7011333333,57.1645999999,56.4751999999,30.1915999999,79.0038000001,27.5096
202.71,77.4297333333,69.0761333333,86.4257333333,45.2208,67.4698000001,61.1245999999,38.2328666666,87.4698666668,31.0843333333
203.09,91.6431333333,80.2817333332,105.727733333,55.2113333333,79.9999333333,68.1690666666,44.1315333333,102.159666667,36.338
203.47,91.0040666666,77.6707333333,97.2690666667,58.233,79.1165333335,63.6144666666,51.6464666666,97.5902666666,38.7951333333
203.85,82.1277333334,69.2907333333,87.4468666666,50.922,69.0780000001,59.8582000001,45.8865333334,89.2908000001,35.3900666667
204.22,85.5421333334,76.3855999999,94.5381333333,51.1646666667,76.3052000001,63.8553999999,49.6386,93.8151333332,36.9478
204.60,80.4168000001,76.0417333333,102.604266667,45.4166666667,78.2292666667,63.5415333332,40.0000000001,93.5417333333,29.3749333333
204.98,58.1480666667,58.6109999999,74.2593333333,34.5369333333,57.2222666666,48.5184666667,25.8332666667,73.0556666667,19.1668
205.36,37.6554666667,39.8536,50.9890666667,22.1976666667,36.337,32.5275333333,13.5531333333,48.718,9.67026666665
205.74,35.7970666667,41.2318666667,49.5653333334,23.4058,37.7537333333,31.5941333333,14.5651333333,46.9565333334,7.02900000001
206.12,29.5652666667,40.2898666667,48.5992000001,12.6569333333,31.5942,22.4152666667,3.28506666666,41.8357333334,-6.37673333334
206.50,29.2708,41.8749333333,48.1249999999,15.7291333333,33.0207333333,22.7083333333,1.77073333331,43.7500666667,-7.2918
206.87,30.889,51.1111333334,47.4443333334,25.6666666667,37.6667333333,29.7777333333,5.22220000001,46.7778,-1.99999999999
207.25,33.9182,56.4911333334,43.8595999999,26.0818666666,42.6901333334,33.8012,8.53800000013,45.848,-4.9122
207.63,18.3333333334,43.4848666667,36.0605333333,12.4242,26.9696666667,24.0908,-19.5454,35.7576,-29.2422666667
208.01,-6.66673333334,14.4761333333,14.4761999999,-9.33326666666,9.90486666666,-2.85713333334,-49.1426666665,16.0000666667,-63.0476666667
208.39,-9.69693333346,-3.23233333334,4.04039999992,-13.7373999999,-7.87893333342,-5.45459999999,-68.2829333333,12.5252666667,-78.9899999999
