wavelength,Back_PorCaem,Belly_PorCaem,Breast_PorCaem,Crissum_PorCaem,Crown_PorCaem,DorTail_PorCaem,Rump_PorCaem,Throat_PorCaem,WingTip_PorCaem
346.35,10.832,15.6290666667,18.0012,10.3799333333,17.721,5.70086666667,10.8943333333,16.643,4.3826
346.72,10.8791333333,15.6184666667,18.0468666667,10.4445333333,17.7831333333,5.72053333333,10.908,16.72,4.42973333333
347.08,10.8760666667,15.54,17.9988,10.4053333333,17.7789333333,5.69153333333,10.8428666667,16.7189333333,4.37926666667
347.45,10.9101333334,15.5873333333,18.0823333333,10.4728,17.8543333333,5.768,10.9014,16.8263333333,4.35926666667
347.81,10.9614,15.68,18.1696666667,10.5700666667,17.9407333333,5.88066666667,11.0492,16.946,4.49186666667
348.18,11.0802,15.813,18.2958666667,10.6781333333,18.0709333333,5.9804,11.1445333333,17.1173333333,4.65326666667
348.54,11.1788,15.9146,18.3991333333,10.7563333333,18.1006,6.01333333333,11.2496,17.2088666667,4.7284
348.91,11.4121333333,16.2002666667,18.6998,11.0272,18.3921333333,6.27713333333,11.5362,17.4723333333,5.02046666667
349.27,11.5699333333,16.3746666667,18.8506666667,11.1966666667,18.5870666667,6.44453333333,11.7234,17.621,5.23366666667
349.64,11.7322,16.609,19.1385333334,11.3928666667,18.8113333333,6.59966666667,11.9360666667,17.8534,5.40633333333
350.00,11.8752666667,16.7468666667,19.2717333333,11.5543333333,18.9475333333,6.66006666667,12.0680666667,17.9977333333,5.51146666667
350.37,11.9024666667,16.7765333334,19.2662666667,11.54,18.9818,6.63553333333,12.0363333333,18.0322666667,5.53373333333
350.73,11.8344666667,16.6986,19.163,11.4408,18.9153333333,6.55226666667,11.9820666667,17.9370666666,5.458
351.10,11.8724666667,16.7986,19.2452666667,11.4809333333,18.9696666667,6.54693333333,12.0594666667,17.9558,5.49233333333
351.46,11.8552,16.8004666667,19.1771333334,11.3723333333,18.9249333333,6.4598,12.0380666667,17.8592,5.45526666667
351.83,11.8342,16.7678,19.1775333333,11.3607333333,18.9566,6.40233333333,11.9652666667,17.8159333333,5.387
352.19,11.8400666667,16.7258666667,19.1314666667,11.3240666667,18.9377333333,6.373,11.9454,17.7552666667,5.35733333333
352.55,11.7446,16.613,19.0646666667,11.2008,18.8896,6.30406666667,11.8321333333,17.6723333333,5.28893333333
352.92,11.5818666667,16.4203333333,18.9070666667,11.0080666666,18.7418666667,6.11186666667,11.6484666667,17.486,5.10306666667
353.28,11.5941333333,16.4457333333,18.9396666667,11.0132,18.7724666667,6.113,11.6802666667,17.4736,5.11266666667
353.65,11.5677333333,16.3733333333,18.8826666667,10.9365333333,18.7056666667,6.03613333333,11.627,17.3957333333,5.0566
354.01,11.5503333333,16.3652666667,18.8610666667,10.9047333333,18.6388666667,6.03626666667,11.5955333333,17.3375333333,5.006
354.38,11.5596,16.3968,18.8980666666,10.9581333333,18.5984,6.0372,11.62,17.3508666667,5.00273333333
354.74,11.5771333333,16.4029333333,18.9688666667,10.9882,18.6295333333,6.03886666667,11.6145333333,17.3516,4.9908
355.11,11.5868,16.3851333334,19.0578,10.9828666667,18.6698,6.0774,11.5970666667,17.3686666667,4.98086666667
355.47,11.4640666666,16.3082,19.0082666667,10.9240666667,18.6286,5.9892,11.5358666667,17.3051333333,4.9058
355.83,11.4418666667,16.284,18.9613333333,10.8552,18.6322666667,5.9398,11.5626666667,17.2768666667,4.84286666667
356.20,11.4522666666,16.2690666667,19.0104,10.8885333333,18.6695333333,5.9566,11.601,17.3194666667,4.86993333333
356.56,11.5716,16.4050666667,19.1220666667,11.0494666667,18.8224666667,6.04106666667,11.746,17.4714666667,4.96633333333
356.93,11.6866666667,16.5441333333,19.2074666667,11.1347333333,18.9280666666,6.1594,11.8664,17.6206,5.09293333334
357.29,11.6843333333,16.5467333333,19.2174,11.1689333333,18.9324666667,6.15393333333,11.8702,17.6211333333,5.07026666667
357.66,11.6829333333,16.5886,19.2401333333,11.1910666667,18.9767333333,6.12746666667,11.8968666667,17.6272666667,5.08873333333
358.02,11.7531333333,16.6438666667,19.3171333333,11.2187333333,19.0906,6.1704,11.9482666667,17.7242666667,5.151
358.38,11.7181333333,16.6052,19.3378,11.1754666667,19.1473333333,6.17506666667,11.9270666667,17.7308,5.1386
358.75,11.7637333334,16.6889333333,19.3929333333,11.2191333333,19.1908,6.2354,11.9902,17.7997333333,5.19906666667
359.11,11.8003333333,16.7575333334,19.4011333333,11.2903333333,19.2868,6.2554,12.0299333333,17.8479333333,5.25826666667
359.48,11.9692666667,16.8833333333,19.5283333333,11.4491333333,19.4648,6.37253333333,12.1435333333,18.0274666667,5.36286666667
359.84,12.0471333333,16.9498,19.636,11.5344666667,19.5084666667,6.43566666667,12.1824,18.1058,5.42973333333
360.20,12.0253333333,16.9369333334,19.6392666667,11.4939333333,19.4982666667,6.37273333333,12.1397333333,18.0901333333,5.38426666667
360.57,12.0225333333,16.9416666667,19.6533333333,11.4981333333,19.451,6.40693333333,12.1211333333,18.0860666667,5.37266666667
360.93,11.9679333333,16.9274,19.6481333333,11.4736666667,19.4228666667,6.3506,12.1099333333,18.0251333333,5.3352
361.29,11.9335333333,16.8593333333,19.6203333333,11.4022,19.3788666667,6.28246666667,12.0703333333,17.982,5.29806666667
361.66,11.9844666667,16.8413333334,19.672,11.4422,19.4078,6.32733333333,12.1113333333,18.025,5.32993333333
362.02,11.9032,16.7748,19.6097333333,11.3896,19.3308,6.26073333333,12.0664,17.9298666667,5.26713333334
362.39,11.9562,16.7777333333,19.5742666667,11.4126666667,19.3500666667,6.24606666667,12.0762,17.9187333333,5.26866666667
362.75,11.9435333333,16.7496666666,19.5505333333,11.3758,19.3016666667,6.19486666667,12.0503333333,17.8510666667,5.2124
363.11,11.9394,16.6983333333,19.5154,11.3233333333,19.234,6.1316,12.0012,17.8195333333,5.13086666667
363.48,11.8973333333,16.6486,19.4932,11.2632666667,19.1554666667,6.10066666667,11.9564,17.7611333333,5.10666666667
363.84,11.8918666667,16.6387333333,19.4973333333,11.2568,19.1401333333,6.09186666667,11.9692,17.7555333333,5.116
364.20,11.9228,16.7027333333,19.4948666667,11.3084666667,19.1554,6.14066666666,12.0100666667,17.7867333333,5.12953333333
364.57,11.9575333333,16.7159333333,19.5364666667,11.3158666667,19.1892,6.1574,12.0845333333,17.7892,5.13766666667
364.93,12.0416666667,16.7854,19.6181333333,11.3903333333,19.289,6.19446666667,12.1399333333,17.8704666667,5.16486666667
365.29,12.0844666667,16.8480666667,19.6314,11.454,19.327,6.231,12.1556,17.9038,5.16526666667
365.66,11.9887333333,16.8022,19.5455333333,11.3893333333,19.2917333333,6.16193333333,12.0701333333,17.8328,5.06573333333
366.02,11.9865333333,16.8045333333,19.5502666667,11.3864666667,19.2814666667,6.1294,12.0683333333,17.8232666667,5.01953333333
366.38,11.9746,16.8526666667,19.5704,11.3760666667,19.2956666667,6.14433333333,12.0771333333,17.8584666667,5.01446666667
366.75,12.0466666667,16.9215333333,19.6544,11.4626,19.4417333333,6.19853333333,12.1458666667,17.963,5.03806666667
367.11,12.0358,16.9868,19.6886,11.5065333333,19.4832,6.25026666667,12.1884666667,17.9757333333,5.10173333333
367.47,12.0748666667,17.0138,19.7035333334,11.5514666667,19.5097333333,6.28953333333,12.233,17.9744666667,5.1166
367.84,12.0475333333,17.0031333333,19.6683333333,11.5446,19.5068666667,6.2646,12.2062,17.9413333333,5.09906666667
368.20,12.0138666667,16.9460666667,19.721,11.5162666667,19.5225333333,6.193,12.17,17.897,5.06666666667
368.56,12.0199333333,16.9917333333,19.7531333333,11.5437333333,19.5842,6.18333333333,12.1348666667,17.9198666667,5.11793333333
368.93,12.0214666667,16.9618,19.7442,11.5324,19.5706666667,6.18626666667,12.1516,17.9406666667,5.1166
369.29,12.0108666666,16.9667333333,19.7593333333,11.4787333333,19.5816666667,6.17573333333,12.1318666667,17.9350666667,5.12306666667
369.65,12.0936,17.0317333333,19.8161333333,11.5244,19.6173333333,6.2172,12.188,17.9832,5.1656
370.01,12.1402666667,17.1012,19.8776666667,11.5638,19.7132,6.25133333333,12.2380666667,18.0548,5.23973333334
370.38,12.1251333333,17.0611333333,19.8996,11.5473333333,19.6969333333,6.23746666667,12.2417333333,18.0123333333,5.24046666667
370.74,12.1094,17.0344,19.8742666667,11.4915333333,19.6325333333,6.2208,12.1927333333,17.9675333333,5.25606666667
371.10,12.1706,17.0644,19.9004,11.5402,19.6773333333,6.2664,12.2408,18.0092666667,5.28593333333
371.46,12.1709333333,17.0828,19.942,11.5510666667,19.7145333333,6.2446,12.229,18.0157333333,5.2946
371.83,12.1758666667,17.0746666667,19.9407333333,11.5328666667,19.7459333333,6.22193333334,12.2054666667,18.0161333333,5.24086666667
372.19,12.2464666667,17.1414666667,19.9448666667,11.576,19.7832,6.32086666667,12.2894666667,18.0488666667,5.3124
372.55,12.2261333333,17.1008,19.9164,11.5364,19.7708666667,6.2862,12.2693333333,18.0397333333,5.26646666667
372.92,12.1749333333,17.0768666667,19.8820666667,11.5223333333,19.7235333334,6.27373333333,12.1998666667,17.9784666667,5.25213333333
373.28,12.1672666667,17.0678666667,19.9027333333,11.5236666667,19.7405333333,6.26466666667,12.2222,17.9800666667,5.25593333333
373.64,12.1662666667,17.0550666666,19.9258666666,11.5128,19.7527333333,6.2658,12.2079333333,17.977,5.28153333333
374.00,12.1358,17.0132,19.8915333333,11.4732,19.7284,6.2392,12.1686666666,17.9462,5.2542
374.37,12.1145333333,17.0119333333,19.8947333333,11.452,19.7112666667,6.20373333334,12.1444,17.9328666667,5.2176
374.73,12.0671333333,17.0254666667,19.908,11.4906,19.7084,6.17246666667,12.1470666667,17.9574666667,5.21713333333
375.09,12.0239333333,17.0104,19.9207333333,11.4813333333,19.6952,6.18266666667,12.1459333333,17.9517333334,5.20493333333
375.45,12.0222666667,17.0460666667,19.9210666667,11.474,19.7163333333,6.2052,12.1452666667,17.9932666667,5.16846666667
375.81,12.0302,17.0948,19.9351333334,11.4899333333,19.7129333333,6.2218,12.1674,18.0122,5.1572
376.18,12.0240666667,17.0697333333,19.9204666667,11.4668666667,19.7028,6.191,12.133,18.0206666667,5.14113333333
376.54,12.0804,17.1276,20.0059333333,11.5233333333,19.7073333334,6.2146,12.1634666667,18.0535333333,5.16526666667
376.90,12.0381333333,17.0530666667,19.9577333333,11.4476666667,19.6882666667,6.15653333334,12.0998,18.0141333333,5.0796
377.26,11.9765333333,16.9975333333,19.9024666667,11.4222,19.6141333333,6.08813333333,12.0202666667,17.9654666667,5.01493333333
377.63,11.9722,16.9958,19.8698,11.4252,19.6042,6.0454,12.0234,17.9616666667,4.98286666667
377.99,11.9672,17.0123333333,19.9258666667,11.4354,19.6535333333,6.06946666667,12.0556666667,17.9703333333,4.99253333333
378.35,12.0059333333,17.0772,19.9747333334,11.4938,19.7055333333,6.12193333333,12.096,18.044,5.046
378.71,12.0162666667,17.0586,19.9574,11.4742666667,19.7087333333,6.14473333333,12.0964,18.0086666667,5.03473333333
379.07,12.0287333333,17.039,19.9448,11.4636,19.7109333333,6.1046,12.072,18.0000666666,5.0118
379.44,12.0449333333,17.0386666667,19.9848,11.5191333333,19.7214,6.0982,12.1236,17.9932,5.0624
379.80,12.0648,17.0267333333,20.0134,11.5488666667,19.7490666667,6.11613333333,12.1533333333,18.0380666667,5.12153333333
380.16,12.0856,17.0591333333,20.0717333333,11.5734666667,19.7699333333,6.153,12.1582,18.0608,5.13126666667
380.52,12.0959333333,17.0821333333,20.0708,11.5973333333,19.8337333333,6.19026666667,12.1821333333,18.0844666666,5.15273333333
380.88,12.1264,17.1328666667,20.1251333333,11.6951333333,19.8484,6.22466666667,12.2426,18.1212666667,5.2296
381.24,12.2062666667,17.2111333333,20.209,11.7844,19.9434666667,6.34133333333,12.3328666667,18.212,5.33173333333
381.61,12.1920666667,17.1974,20.215,11.7764666667,19.9476666667,6.3698,12.3393333333,18.1981333333,5.3636
381.97,12.259,17.198,20.2076666667,11.8178,19.9454666667,6.43106666667,12.3460666667,18.2064,5.384
382.33,12.2142666667,17.1532666667,20.1841333333,11.7886666667,19.9181333333,6.38986666667,12.2964666666,18.1706,5.33266666667
382.69,12.1973333333,17.1417333334,20.1704,11.749,19.9202666667,6.337,12.249,18.1747333333,5.27693333333
383.05,12.1991333333,17.1514,20.2108666667,11.7391333333,19.9422,6.3346,12.2378666667,18.1568666667,5.28986666667
383.41,12.1734,17.1052,20.19,11.6996,19.9380666667,6.31846666667,12.1960666667,18.1188666667,5.26753333333
383.77,12.1295333334,17.1092666667,20.1680666667,11.6732666667,19.8958666667,6.289,12.168,18.0769333333,5.23946666667
384.14,12.0674666667,17.0633333333,20.0965333333,11.6272666667,19.8494,6.2082,12.1246,18.0271333333,5.18286666667
384.50,12.0057333333,17.0086,20.0738666667,11.5699333333,19.7675333333,6.1636,12.1141333333,17.9572,5.1412
384.86,11.9664666667,16.9935333333,20.0106666667,11.4902666667,19.738,6.09706666667,12.0550666667,17.9100666667,5.0592
385.22,11.9064,16.9712666667,19.9614,11.4344,19.7225333333,6.0292,12.0269333333,17.8808,4.9634
385.58,11.9036666667,16.9854,19.9600666667,11.4214,19.7325333333,6.011,11.9957333333,17.8816,4.91433333334
385.94,11.8269333333,16.9636,19.9442,11.3772666667,19.713,5.91913333333,11.9440666667,17.8567333333,4.87233333333
386.30,11.9024666667,17.0068666667,19.9736,11.4287333333,19.7446,5.94093333333,11.9914666667,17.8890666667,4.92066666667
386.66,11.9386,17.0434666667,20.0415333333,11.4644666666,19.778,6.0116,12.0419333333,17.9513333334,4.96973333333
387.03,11.9167333333,17.0356,20.0106,11.4435333333,19.7292666667,5.99933333333,12.0323333333,17.9475333333,4.95213333333
387.39,11.9428666667,17.0818,20.0277333333,11.4652666667,19.7141333333,6.01186666667,12.0363333333,17.9935333333,4.963
387.75,12.0392666667,17.1534,20.1003333333,11.5377333333,19.8038,6.09133333333,12.1067333333,18.0821333333,5.03813333333
388.11,12.0609333334,17.1807333333,20.1339333333,11.5608,19.8284,6.12426666667,12.1292666667,18.0984,5.06286666667
388.47,12.099,17.217,20.1469333333,11.5864666667,19.8917333333,6.12706666667,12.1228,18.148,5.07893333333
388.83,12.133,17.2442,20.2076,11.6024,19.9174666667,6.1556,12.1687333333,18.1906,5.1132
389.19,12.1656666666,17.2623333333,20.2250666667,11.6077333334,19.9157333333,6.18226666667,12.1790666667,18.1908,5.14593333334
389.55,12.2054,17.2786666667,20.2894666667,11.6766666667,19.9648666667,6.23306666667,12.2276666667,18.2364666667,5.20733333333
389.91,12.309,17.3624,20.3324666667,11.7325333333,19.9980666667,6.30493333333,12.295,18.31,5.2616
390.27,12.2938,17.359,20.3595333333,11.7264666667,20.0276666667,6.33226666667,12.3118,18.3382666667,5.25
390.63,12.277,17.363,20.3358,11.7324,20.0234,6.2842,12.2945333333,18.3092,5.26173333333
391.00,12.2670666667,17.3746,20.3729333333,11.7547333333,20.0350666667,6.28993333333,12.3068,18.3348666667,5.25293333333
391.36,12.2798666667,17.3784666667,20.3804666667,11.7508666667,20.0643333333,6.28513333333,12.3328,18.3580666667,5.25986666667
391.72,12.2728666667,17.3748666667,20.3746,11.7424,20.0626,6.253,12.3247333333,18.3510666667,5.2312
392.08,12.2862,17.3864,20.3923333333,11.7588666667,20.0944,6.25893333333,12.3354,18.3496,5.24806666667
392.44,12.2668,17.3751333333,20.3626666667,11.7589333333,20.0711333333,6.27586666667,12.3282666667,18.3260666667,5.24873333333
392.80,12.2882666667,17.4109333333,20.3817333334,11.7905333333,20.0905333333,6.31893333333,12.3358,18.3515333333,5.29713333333
393.16,12.3330666667,17.4458,20.4268,11.8265333333,20.1364,6.35693333333,12.3767333333,18.3957333333,5.34913333333
393.52,12.3418666667,17.4913333333,20.4511333333,11.8245333333,20.1254,6.36673333333,12.3996,18.3972666667,5.37013333333
393.88,12.3242666667,17.4722666667,20.4298666667,11.8376,20.1284666667,6.37046666667,12.4049333333,18.3745333333,5.39386666667
394.24,12.3184666666,17.4801333333,20.3906,11.8285333333,20.0978666667,6.34686666667,12.3675333333,18.3330666667,5.39253333333
394.60,12.3284666667,17.488,20.3941333333,11.8301333333,20.1007333333,6.37906666666,12.3695333333,18.3318666667,5.38306666667
394.96,12.3859333333,17.5282666667,20.399,11.8425333333,20.1270666667,6.4202,12.3828,18.3490666667,5.4136
395.32,12.3835333333,17.5116666667,20.3716,11.8356666667,20.1036,6.39513333333,12.3560666666,18.3158666667,5.3934
395.68,12.3290666667,17.4577333333,20.3078666667,11.7858666667,20.0432,6.35773333333,12.3080666667,18.2438666667,5.35613333333
396.04,12.3442,17.4875333333,20.3096666667,11.7972,20.0331333333,6.38313333333,12.3158666667,18.2776666667,5.3584
396.40,12.3271333333,17.4638,20.2874,11.76,19.9966,6.32346666667,12.296,18.2686666667,5.3194
396.76,12.3151333333,17.4417333333,20.2760666667,11.7409333333,20.0117333333,6.2932,12.288,18.2400666667,5.27266666667
397.12,12.2545333333,17.408,20.2606,11.7151333333,19.9614666667,6.2448,12.2177333333,18.1942,5.2094
397.48,12.257,17.41,20.2572666667,11.723,19.9673333334,6.21733333333,12.2045333333,18.2056666667,5.16873333333
397.84,12.2284,17.4102666667,20.2772666667,11.7284666667,19.9600666667,6.20653333333,12.2043333333,18.2014666667,5.14066666667
398.20,12.2312666667,17.4324,20.3331333333,11.752,19.9953333333,6.25373333333,12.2433333333,18.2518666667,5.16613333333
398.56,12.2350666667,17.4168,20.3162,11.7608666667,19.9735333333,6.2364,12.2692666667,18.2443333333,5.16126666667
398.92,12.2114,17.4120666667,20.3026666667,11.7534666667,19.9486666667,6.20566666667,12.2815333333,18.2374,5.15173333333
399.28,12.1741333333,17.4252,20.3058,11.7404666667,19.9385333333,6.21093333333,12.2808666667,18.2414,5.14466666667
399.64,12.1988,17.4440666667,20.3336666667,11.7684666667,19.9565333333,6.25886666667,12.3133333333,18.2843333333,5.1668
400.00,12.2262,17.4549333333,20.3848,11.8009333334,19.9785333333,6.26873333333,12.3543333333,18.3086,5.20693333333
400.36,12.2944666667,17.5052666666,20.4546666667,11.8428,20.0417333333,6.3234,12.4008666667,18.3469333333,5.2584
400.72,12.3436,17.5261333333,20.5002666667,11.8795333333,20.0352666667,6.36286666667,12.4544666667,18.3888,5.30873333333
401.08,12.3982666667,17.5503333333,20.5102,11.9097333333,20.0762,6.38093333333,12.4981333333,18.4273333333,5.33833333333
401.44,12.3884666667,17.5266,20.4680666667,11.8751333333,20.0336,6.37813333333,12.4864,18.4115333333,5.3364
401.80,12.3889333333,17.5135333333,20.449,11.8486666667,19.9971333333,6.3666,12.4550666667,18.4078,5.31913333333
402.16,12.3688,17.4924666667,20.3909333334,11.8082666666,19.9475333333,6.31513333333,12.4256,18.3787333333,5.28633333333
402.52,12.3322666667,17.4715333333,20.3634,11.7887333333,19.9221333333,6.30006666667,12.3857333333,18.3467333333,5.27006666667
402.88,12.3521333333,17.4818,20.3616666667,11.8157333333,19.9434666667,6.2982,12.4024666667,18.3662666667,5.287
403.24,12.4045333333,17.5066,20.3888,11.8523333333,19.9769333333,6.3332,12.441,18.4154,5.3246
403.60,12.4091333333,17.5135333333,20.4002666667,11.8655333333,19.9454666667,6.29493333333,12.4323333333,18.3880666666,5.3374
403.95,12.3757333333,17.4881333333,20.3378666667,11.8464666667,19.9091333334,6.25313333333,12.3985333333,18.3407333333,5.32133333333
404.31,12.3108666667,17.4319333333,20.2684,11.8212666667,19.8528666667,6.224,12.3462,18.2862666667,5.3
404.67,12.2740666667,17.4356,20.2456666666,11.8194,19.855,6.20913333333,12.3113333333,18.2780666666,5.27366666667
405.03,12.2376666667,17.412,20.2327333333,11.7972,19.8065333333,6.19593333333,12.294,18.2439333333,5.26213333333
405.39,12.254,17.4392666667,20.2532666667,11.8151333333,19.8400666667,6.21426666667,12.3056,18.2507333333,5.28946666667
405.75,12.2389333333,17.4193333333,20.2338666667,11.8117333333,19.8412666667,6.2026,12.3022,18.2284666667,5.28313333333
406.11,12.2747333333,17.434,20.2576666667,11.8495333333,19.8699333333,6.24106666667,12.3314666667,18.2660666667,5.3084
406.47,12.313,17.4751333333,20.2855333333,11.883,19.9067333333,6.2694,12.3636,18.3002666667,5.33786666667
406.83,12.3116666667,17.4611333333,20.2794,11.8900666667,19.9076666667,6.28846666667,12.3636,18.2774666667,5.34146666667
407.19,12.2426,17.4048666667,20.2189333333,11.8545333333,19.8488666667,6.25213333333,12.3197333333,18.1954,5.30186666667
407.55,12.2666666667,17.4168,20.2093333333,11.8599333333,19.8792666667,6.28693333333,12.3273333333,18.2219333333,5.3092
407.90,12.2754,17.4285333333,20.2201333333,11.8688666667,19.8974,6.3312,12.3411333334,18.2292,5.29926666667
408.26,12.3482,17.5081333333,20.2941333333,11.9120666667,19.9672666667,6.38773333333,12.4044,18.2954,5.33213333333
408.62,12.3656,17.4832666667,20.2854,11.9186666667,19.9518,6.3872,12.4162666667,18.2882,5.345
408.98,12.3758,17.4936666667,20.2696666667,11.9286,19.9609333333,6.38093333333,12.4289333333,18.3076,5.34786666667
409.34,12.387,17.4888666667,20.2834666667,11.9543333333,19.9517333333,6.3764,12.4319333333,18.3262,5.35846666667
409.70,12.4013333333,17.5183333333,20.3084666667,11.9685333333,19.9664666667,6.40933333333,12.4407333333,18.3474,5.381
410.06,12.363,17.4719333333,20.2552,11.9229333334,19.8961333333,6.35,12.3896666667,18.2538666667,5.3506
410.42,12.3643333333,17.4597333333,20.2698,11.9219333333,19.8877333333,6.352,12.3741333333,18.2618,5.3526
410.77,12.3859333334,17.4995333333,20.2810666667,11.9260666667,19.8885333333,6.37,12.3921333333,18.284,5.37006666667
411.13,12.4259333333,17.537,20.3105333333,11.9566,19.9072666667,6.39306666667,12.4232666667,18.3108666667,5.3824
411.49,12.3838666667,17.5220666667,20.3065333333,11.9322,19.8932666667,6.36166666666,12.399,18.2742666667,5.36273333333
411.85,12.3738666667,17.5083333333,20.2829333333,11.9108666667,19.861,6.31773333333,12.3827333333,18.2672666667,5.3426
412.21,12.3453333333,17.4692,20.2607333333,11.9122666667,19.8163333333,6.30633333333,12.3695333333,18.2418,5.33966666667
412.57,12.3656666667,17.5083333333,20.2796666667,11.9309333333,19.8298666667,6.3314,12.3982666667,18.2726,5.36706666667
412.92,12.3972,17.5445333333,20.3012666667,11.9568,19.8432666667,6.3714,12.4110666666,18.2800666667,5.3994
413.28,12.3599333333,17.5162,20.2506666667,11.9239333333,19.808,6.35526666667,12.3834,18.2255333334,5.365
413.64,12.3767333333,17.526,20.249,11.9361333333,19.8008666667,6.3606,12.3961333334,18.235,5.3718
414.00,12.3860666667,17.5272,20.2506,11.9490666667,19.8114,6.38146666667,12.4134666667,18.2567333333,5.37913333333
414.36,12.3489333333,17.4798,20.1743333333,11.9064666667,19.7487333333,6.33426666667,12.3911333333,18.1779333333,5.33186666667
414.72,12.3485333333,17.4523333333,20.1796666667,11.9036,19.7470666666,6.3214,12.3634666667,18.1671333333,5.33193333333
415.07,12.3587333333,17.4576666667,20.1767333333,11.9105333333,19.747,6.32813333333,12.3681333333,18.1783333333,5.34873333333
415.43,12.3798666667,17.456,20.1791333333,11.9176,19.7351333333,6.34186666667,12.3704,18.1803333333,5.35753333333
415.79,12.3751333333,17.4527333333,20.1802666667,11.9092666667,19.7044666667,6.3614,12.3562,18.1764,5.36533333333
416.15,12.3308666667,17.4112666667,20.1066,11.8445333333,19.6525333333,6.31806666667,12.3203333333,18.1124666666,5.3296
416.51,12.3106,17.4059333333,20.0811333333,11.827,19.6225333334,6.3038,12.2915333333,18.0829333333,5.3048
416.86,12.3025333333,17.3924,20.0565333333,11.8115333333,19.5867333333,6.31506666667,12.2848,18.0569333333,5.3052
417.22,12.2718,17.3681333333,19.9986,11.7702,19.5342666666,6.29373333333,12.2634,18.0258666667,5.29126666667
417.58,12.251,17.344,19.9585333334,11.7410666667,19.4808666667,6.2558,12.2326666667,17.9952,5.2702
417.94,12.2540666667,17.3572666667,19.9745333333,11.759,19.4844,6.28053333333,12.2384,18.0025333333,5.29366666667
418.29,12.2346666667,17.3436666667,19.9612,11.7636666667,19.4566,6.2958,12.2268666667,18.0066,5.31393333333
418.65,12.212,17.3286666667,19.9423333333,11.757,19.4308666667,6.29406666667,12.2178666667,17.9914666667,5.30433333333
419.01,12.1854666667,17.2982666667,19.9047333333,11.7380666667,19.3866,6.27473333333,12.1942666667,17.9489333333,5.29073333333
419.37,12.1606666667,17.2722,19.8703333333,11.7202,19.3468,6.26586666667,12.1756,17.9423333333,5.2716
419.73,12.1388,17.2653333333,19.8527333333,11.7156666667,19.3398666667,6.261,12.1714,17.9398666667,5.27213333333
420.08,12.1291333333,17.2628666667,19.8432666667,11.7221333333,19.3086666667,6.25213333333,12.1524666666,17.9430666667,5.27186666667
420.44,12.0882666667,17.2152666667,19.792,11.6975333333,19.2582,6.2364,12.1206666667,17.8998666667,5.25586666666
420.80,12.0736666667,17.2025333333,19.768,11.6842,19.2384666667,6.20366666667,12.1010666667,17.8893333333,5.24026666667
421.16,12.088,17.206,19.7905333333,11.7217333333,19.2361333333,6.2302,12.1184666667,17.8990666667,5.265
421.51,12.0884666667,17.2110666666,19.7935333333,11.7329333333,19.2421333333,6.24513333333,12.1328,17.9080666666,5.28253333333
421.87,12.0630666667,17.1840666667,19.7530666667,11.7048,19.1936666667,6.21726666667,12.1044666667,17.8812,5.26566666666
422.23,12.0769333333,17.1919333333,19.7439333333,11.7058666666,19.1772666667,6.2168,12.1172666667,17.8806,5.27626666667
422.58,12.0656666667,17.1748,19.7208666667,11.6950666667,19.1444,6.2114,12.1068666667,17.8683333333,5.27453333334
422.94,12.0572,17.1649333333,19.7102666667,11.6839333333,19.1124666667,6.208,12.0970666667,17.8700666667,5.2772
423.30,12.0591333333,17.1598,19.7082666666,11.6883333333,19.1056666667,6.2202,12.1084,17.8527333333,5.29146666666
423.66,12.0694,17.1526,19.6986,11.6932,19.0793333333,6.21326666666,12.1050666667,17.8479333333,5.29793333333
424.01,12.081,17.1614,19.7006666667,11.7063333333,19.0842,6.23186666667,12.1167333333,17.8472666667,5.31366666667
424.37,12.0983333333,17.1729333333,19.7058,11.7184,19.0805333333,6.2418,12.1282,17.8614,5.33306666667
424.73,12.0837333333,17.1563333333,19.6980666667,11.7146,19.0482666667,6.24066666667,12.1274,17.8393333333,5.32786666667
425.08,12.083,17.1512,19.6766,11.7054,19.0374666667,6.23846666667,12.1136666667,17.8404,5.3236
425.44,12.0825333333,17.1456,19.6574666667,11.7028666667,19.0144666667,6.24653333333,12.1050666667,17.8248666667,5.32386666666
425.80,12.0861333333,17.1469333333,19.6512,11.7129333333,19.0186666667,6.2566,12.1197333333,17.8268666667,5.335
426.16,12.0852,17.1466666666,19.6519333333,11.7204666667,19.0172,6.26573333333,12.1168,17.8274,5.33053333333
426.51,12.0873333333,17.1519333333,19.6481333333,11.7333333333,19.0055333333,6.26193333333,12.1236,17.8207333333,5.34086666667
426.87,12.0996,17.1614666667,19.6441333333,11.7528,19.0178666667,6.27493333333,12.1292,17.8177333333,5.34446666667
427.23,12.1075333333,17.1766,19.6130666667,11.7564,19.0029333333,6.28166666667,12.1273333333,17.83,5.3568
427.58,12.1164,17.1851333333,19.6066666667,11.7707333333,19.0122666667,6.309,12.1408666667,17.8256666666,5.37406666667
427.94,12.1273333333,17.1879333333,19.598,11.7786,19.0006,6.30786666667,12.1460666667,17.8275333333,5.3744
428.30,12.1365333333,17.1849333333,19.5898,11.7793333333,18.9907333333,6.31773333333,12.1536,17.8133333334,5.3766
428.65,12.1514,17.1800666667,19.5615333333,11.7850666667,18.9909333333,6.34846666666,12.1526666667,17.8200666666,5.39846666667
