wavelength,Back_DelCasm,Belly_DelCasm,Breast_DelCasm,Crissum_DelCasm,Crown_DelCasm,DorTail_DelCasm,Patch10_DelCasm,Patch11_DelCasm,Rump_DelCasm,Throat_DelCasm,WingTip_DelCasm
194.75,61.4813999999,85.3704000001,82.1297333333,47.5925333333,68.4258666667,54.3518666666,68.4259333333,46.8518666667,72.2223333333,70.8334000001,80.6481333333
195.13,56.4198666666,88.1481333334,84.5678666666,38.8888,63.4568666667,41.7284666667,64.1974666667,37.7778666667,66.5431999999,68.8890000001,82.2222666667
195.51,44.2766666667,75.4714666667,75.2202666666,25.4086666667,45.2830000001,24.4024666667,49.6855333333,23.2702666667,48.9308000001,58.6162666667,72.3270000001
195.89,18.1395333333,64.4961333334,66.3566666666,-1.08526666666,23.2558666666,-8.06193333335,23.2558666667,0.77513333334,24.1859999999,42.4805333333,59.0697333333
196.27,-32.7777333333,55.5555333333,51.6666666667,-52.2223333333,-16.6666666665,-79.4444000001,-16.6666666667,-60.2777333333,-19.9999333334,12.2222666667,57.7778666667
196.65,-184.666666667,30.0,52.0,-211.333333333,-138.0,-261.333333333,-151.333333333,-234.0,-152.0,-66.0000000001,65.3333333333
197.03,-675.5556,71.1111333327,213.333333334,-686.666533334,-526.666666667,-939.999866665,-691.111,-786.666666667,-526.666666666,-366.666599999,166.6666
197.40,244.666666667,-14.6666666666,-28.6666666666,222.0,201.333333333,341.333333333,244.666666667,248.666666667,181.333333333,123.333333333,-28.6666666667
197.78,136.521866667,2.89860000002,10.4348000001,126.666466667,97.3914666667,182.6086,145.797133333,148.405733333,107.246466667,86.6666000001,18.2608
198.16,220.0002,-9.74359999986,3.58966666666,197.435866667,155.897333333,293.333466667,242.563933333,229.230866667,173.3334,125.6412,8.20506666666
198.54,417.5,1.6666666668,-9.16666666667,337.5,263.333333333,477.5,396.666666667,374.166666666,254.166666667,255.0,29.1666666668
198.92,-1723.33333333,73.3333333334,163.333333333,-1216.66666667,-653.333333335,-1670.0,-1446.66666667,-1206.66666667,-753.333333334,-863.333333333,-3.3333333334
199.30,-218.461533333,41.0257333332,42.5642,-148.718066667,-40.0000000001,-222.564133333,-202.563933333,-161.0256,-64.6153333333,-110.769133333,43.5898000001
199.68,-421.9046,48.5713999999,-26.6668000001,-317.142866667,-55.2380666667,-449.523733333,-414.285733333,-334.2856,-152.380933333,-259.999866667,116.190533333
200.06,-171.666666667,100.555466667,68.3334,-105.0,45.0,-192.222266667,-146.111133333,-113.888933333,-31.6665999999,-71.6666000001,143.888933333
200.44,-54.1667333333,82.5,75.5554666666,-17.7778,56.3888666668,-54.7222666667,-39.9999333333,-4.4444666666,18.8889333333,2.50006666666,105.833333333
200.82,-39.1667333334,96.6666,74.4444000001,-13.8889333335,65.0000000001,-47.7778,-31.3888,15.2778666667,29.4444,14.7222,106.111133333
201.19,-72.5490666666,115.294133333,69.8040000002,-49.8039333332,63.5294,-88.2354666667,-64.3137333333,19.6078000001,23.1372666667,13.3331999999,114.902
