wavelength,Back_ThlFulm,Belly_ThlFulm,Breast_ThlFulm,Crissum_ThlFulm,Crown_ThlFulm,DorTail_ThlFulm,Rump_ThlFulm,Throat_ThlFulm,WingTip_ThlFulm
186.01,-82.9166666667,-33.5416666667,-100.416666667,36.0416666667,-33.5416666667,16.25,-102.048611111,-63.9583333334,-48.5416666667
186.39,-125.0,-62.6666666666,-147.5,47.8333333334,-34.6666666665,21.0000000001,-179.611111111,-106.666666667,-75.6666666667
186.77,-42.8984666667,-15.3623333333,-71.8842000001,87.5361333333,12.4637999999,69.2753999999,-135.748711111,-35.9421333333,-30.4345333333
187.15,-69.4445333332,-39.4443999998,-143.333366667,163.333366667,33.8888,151.111066667,-255.3704,-50.0000000002,-42.2223333334
187.53,-8.95602198625e+14,-1.04060445935e+15,-1.50972942054e+15,7.63394255018e+14,-2.85739749083e+14,7.37805620769e+14,-2.47570036334e+15,-6.67436876594e+14,-7.39938006958e+14
187.91,55.0000666667,17.7778,-26.6666999999,264.166733333,114.4444,228.8888,-185.740711111,31.9445333334,47.2222
188.29,159.999866667,52.2222666666,25.0001,539.444533333,244.4444,461.1112,-354.814855555,47.2222,106.666666667
188.67,-291.111133333,-191.111199999,33.3334333326,-1082.22226667,-435.555533334,-760.000066667,817.407300001,-109.999966667,-88.889066666
189.05,-1073.33333333,-600.0,-150.0,-3313.33333333,-1706.66666667,-1620.0,2046.66666667,-570.000000001,60.0
189.43,453.333333334,394.999999999,335.833333333,1015.83333333,805.000000001,646.666666667,-235.000000001,377.500000001,220.0
189.81,7.2464666666,21.7388666667,27.3912999999,-77.1013666666,-65.7972,-26.9564666667,135.555488889,15.6522333332,29.2752666666
190.19,17.0369999999,30.1234666666,23.7037000001,-58.7654999999,-44.4444000001,-17.7777333333,137.489766667,15.4321333333,32.963
190.57,45.3968000001,45.3969333334,46.1903666667,-11.6666333333,-1.11106666666,18.2539999999,117.513188889,41.9841666666,48.3331333333
190.95,51.3333333333,51.3333333333,48.0666666666,8.46666666666,5.6,32.1333333333,100.022222222,45.8666666666,42.4
191.33,50.1149333333,53.3332666667,53.3907,11.7815666667,7.24133333334,41.7240666667,92.9117333334,50.4023333334,43.5056
191.71,43.4870666667,48.9231333333,50.3077,8.2051,7.077,41.1280000001,80.3932222222,41.1281666667,39.1281666667
192.09,51.25,58.5833333333,57.5833333333,24.375,25.0833333333,50.0833333334,76.1666666667,47.0416666667,47.4166666667
192.47,56.0784,63.1370666667,62.3529333333,32.6471666667,37.8431333334,58.7581333333,73.2897888889,48.1699,52.9411
192.85,53.6507333333,65.8412,60.2857,36.9207666667,42.0317333333,56.0634666667,69.1536111111,48.2223666667,51.0476333333
193.23,53.6392,64.5871333333,59.7553,36.4526,45.8714,50.6422,64.1385444445,48.0123,49.5106666667
193.61,50.5785333333,60.8815333333,57.2450666667,36.3634333333,45.8954,49.9724,61.6437222222,45.7577,48.4022333333
193.99,54.3925333333,65.1712,61.1838333333,33.8006333333,48.4113333334,53.7072666668,66.884611111,55.2024333333,51.9937666667
194.37,67.2166000001,84.1238666668,81.1341,52.3025,66.4604666667,72.6460666666,80.4581444445,73.7457,67.0789666667
194.75,68.9855333334,89.2752666668,86.1353333333,49.2269,65.1209333333,74.6859333334,85.2819222223,73.2366666667,65.1208666667
195.13,60.0001333333,79.1560666667,80.9706000001,46.6667666667,60.8438666667,67.2573333334,76.2306666667,65.1476666667,56.0759
195.51,74.9254000001,97.1144,97.2636666666,64.4777,79.5025333334,78.4078666666,91.6086777778,72.9850666667,69.0051333333
195.89,80.2299333332,98.9653333333,99.8849666667,75.9195333333,83.6781333334,76.7814666666,101.2643,80.2872666668,71.7241333333
196.27,71.3724666667,97.2549333333,94.9673666666,71.1765000001,65.7517333333,57.3855333334,103.7908,72.4836333333,60.2615333333
196.65,52.3404666667,75.6028000001,75.8156,55.3190333333,40.0001333333,34.7516666667,95.5081777778,59.5035333333,32.0567333333
197.03,27.4418,55.6588,60.9303333333,39.1471666666,15.6588666667,23.2558,89.5607444445,39.6123333333,13.1008333333
197.40,25.4237333333,47.6835333334,43.9548666667,42.5988666667,12.6553333333,28.3616,80.4520333333,39.9433666667,13.6724
197.78,35.7143333333,61.8095333333,56.0951333333,54.8094333333,28.7618666667,41.8094666667,84.0475222221,54.6189666667,27.6191
198.16,36.8888,70.4888666665,68.7999666667,71.4222,39.7333333333,48.711,83.6147777778,54.6221333333,36.3999
198.54,29.1269333334,48.6508000001,50.5554666667,55.0395666667,26.1904666667,41.3492,71.2300444445,37.3412333333,22.7778333333
198.92,31.0908666667,47.7576666666,50.8485666667,53.4847666667,31.4546,44.3636666667,64.5251666667,38.9089666667,28.2121333333
199.30,41.4066666667,58.1651333333,61.1314666667,62.1101,37.9816,51.7430666667,76.3710888889,48.9296,37.8900333333
199.68,38.0289333333,50.9565333334,53.0145,56.9854666667,30.4927333334,48.058,67.6619,47.6520333333,32.5507
200.06,40.2424666667,54.4241999999,56.8485,60.1815666667,34.1818666667,55.6969333333,71.5151,50.3030333333,34.3634666667
200.44,40.2319333333,54.1449333333,58.3768333333,61.1595666667,37.9132,60.1159333333,71.0241777778,49.7681333333,36.29
200.82,40.0618,55.0000666666,60.6482,62.9320666667,38.3332,59.3828666667,69.8251666667,47.7161,39.1666333333
201.19,53.4042666667,70.1417333335,72.9787333334,81.5247666667,47.8014666667,74.3973333334,83.309588889,62.3759666667,50.2838
201.57,63.2666666667,80.2,88.2666666666,87.3333333333,57.0,83.0666666667,88.5222222221,71.2333333333,61.4
201.95,61.5645333333,80.8163999999,86.4627000001,85.8162000001,55.6462666666,81.7006,86.6439333333,68.7415,57.6871333333
202.33,61.8,79.4,81.2666666667,80.2333333334,56.0,80.4,84.811111111,67.8333333333,57.0
202.71,65.1484666667,90.7591333335,87.6236333333,86.7988666667,65.2806,84.3563333333,89.2519222221,72.5081666667,62.9043
203.09,67.7777333333,98.2352666668,93.1373,92.3202333333,72.4183333333,92.3528666666,94.2811888888,77.3202,68.4314666667
203.47,65.3687333333,90.5604,85.5455999999,86.7257333334,74.1004,93.0382666667,88.6724666667,75.3687333334,68.8791666667
203.85,64.5763333333,88.9830000001,87.4860333333,86.1583666666,73.0508666666,90.7345333333,91.3183333333,74.4350333333,68.2204333333
204.22,62.7567333333,86.5665333333,86.0400666667,79.4234666666,71.2782666667,88.2706666667,89.0809777777,71.1027666667,68.2456
204.60,61.0502666666,82.3288666667,78.9726666667,75.4566666667,68.0823333333,84.0639333333,82.4809555556,66.5981666667,64.0868
204.98,64.0000666667,84.5591333334,77.4622666667,76.9247666667,70.6237333334,89.8494,85.7060444444,71.3764333333,66.5161
205.36,64.8000666667,82.7048000001,76.5714666667,72.5714666666,68.8762,85.9427333333,82.9206777778,70.5524333333,66.2094666667
205.74,63.4423333333,85.7950666667,75.0763666667,75.0982666667,70.5882,89.5425333333,86.0639222222,70.4356666667,66.0566
206.12,61.3241333333,84.1096666667,75.6621000001,76.7123333334,69.5889333333,93.379,86.1110555556,73.0821666666,67.3973
206.50,54.4292666667,74.9771333334,67.3745666667,71.3927333333,56.7580666667,84.4290666667,78.5692000001,67.4658,59.5434333333
206.87,57.6057333333,79.2018666667,71.7840333333,73.6616999999,56.5729333333,88.6384,81.4553777778,75.1409666668,64.2723666667
207.25,56.6028666667,73.3758666666,65.2229,67.1550333334,54.1400666667,81.6986,76.4968444445,71.1677333333,61.7197333333
207.63,54.0739333333,74.9456000001,64.3135666667,67.4509333333,52.7668,79.7822,74.2556555556,70.8932333333,60.8061333333
208.01,48.3334666666,75.2380666666,61.9286666667,64.9997333333,50.6190666667,81.0476666666,71.1746444444,68.3095,59.3571666667
208.39,45.4675333333,71.3188666668,56.0430666667,62.6379666666,44.0288,73.5732666667,63.3572888889,61.6306666667,53.1895
208.77,49.5798666667,79.9998666666,63.1373666667,67.2550333334,48.0670666667,81.6806,70.7375666667,70.3361666667,60.1119666667
209.14,59.0385333334,97.0512666667,77.1474333333,81.0576333334,55.6409333332,92.6921999999,81.9871666667,80.5449333333,72.1474666667
209.52,54.0477333333,91.7261333333,66.4879,74.7916666667,52.2618666667,86.0118,74.1764777778,73.8989333333,65.2082333333
209.90,59.2078,101.9142,72.1122666667,83.3003666667,54.9836000001,91.5511999999,81.4521888888,83.4984333334,71.7490666667
210.28,69.4202666667,116.087,81.8115333333,93.9855,61.8840666665,98.7682,89.456511111,92.4276333333,80.8332666667
210.66,80.9961333333,128.046066667,93.3715666666,99.5019666667,73.4865333333,114.482866667,101.136644445,98.0077333333,92.6053666667
211.03,77.9555333333,130.933266667,93.5111,100.444366667,70.3112000001,113.6,98.5334000001,95.2889000001,91.0222
211.41,77.9761999999,152.142866667,103.6905,112.7975,66.3094666667,122.8572,103.293655555,98.9286999999,94.5832666667
211.79,75.4285333333,175.809466667,105.5239,134.857133333,42.8570666667,142.666733333,107.904722222,102.381033333,96.2857
212.17,70.0654000001,134.509733333,76.6013000001,108.692733333,44.0523333333,111.6342,88.4748555555,80.1960333333,83.2028
212.55,82.1794000001,149.6154,88.6539,130.448833333,63.846,139.743466667,105.448733333,106.218033333,111.281833333
212.92,71.2727333333,138.787933333,78.9696333333,122.545366667,57.0910666666,127.757666667,87.8988999999,96.7271333333,95.8183
213.30,71.4943333333,130.804666667,77.6438333333,125.862066667,59.3103333334,124.712733333,83.4099666667,98.7355999999,98.1034333333
213.68,73.0433333334,143.0434,87.7537333334,144.130366667,61.4492666667,137.971,86.7874333333,116.738933333,105.5796
214.06,63.9785333333,116.451733333,78.1183666667,117.2579,61.6129333333,117.5268,78.7633333333,97.7420333332,93.8708666667
214.44,71.0382666667,115.519133334,81.6394333333,122.021966667,69.8360666666,127.868866667,90.8560888889,98.7431,96.0109666667
214.81,72.1622666666,107.027066667,78.6035999999,114.099066667,73.6035333333,118.558533333,86.8919555555,99.0539666667,87.3422666667
215.19,69.5623333333,94.6128000001,74.6801333333,100.774433333,71.0436666667,105.589266667,81.1560666667,87.7441000001,80.8079666667
215.57,77.7345999999,104.1424,80.8090666667,111.3918,76.3105333332,115.145533333,89.9675999999,98.2848999999,89.2880666667
215.95,83.1858000001,108.023466667,89.3805,113.244733333,83.8938,116.224266667,96.7453333334,104.601866667,92.4189
216.32,96.4912666666,126.175266667,107.7895,132.561366667,99.9297333333,134.9474,113.345077778,129.368266667,110.736866667
216.70,102.127733333,127.234066667,111.1348,132.8013,101.631266667,131.702133333,112.754166667,132.695066667,109.574666667
217.08,103.859733333,123.5788,106.666766667,130.9122,101.613933333,126.4562,116.269122222,132.526366667,111.614066667
217.46,94.3434666667,110.235733333,97.7775666666,115.723866667,93.9393333334,114.410866667,106.689066667,121.8518,98.9897666667
217.83,103.7648,116.3136,106.0392,129.921466667,101.725466667,127.215666667,117.228688889,129.803966667,111.686233333
218.21,113.242133333,118.264933333,110.7764,136.1187,102.3744,137.077733333,120.623922222,137.3058,118.401666667
218.59,119.8974,129.2308,115.641,141.538466667,102.358933333,145.435933333,120.803444444,148.0,126.923066667
218.97,103.105066667,113.972666667,98.2191666666,121.506733333,84.3836666665,121.278533333,102.800755555,122.374433333,111.187266667
219.34,116.091866667,118.3908,99.7701333333,131.724266667,82.2988666668,130.459733333,108.256644445,134.367666667,118.448333333
219.72,144.8228,148.085133333,131.347433333,164.113466667,111.2058,165.106466667,138.392511111,164.3263,149.149
220.10,166.842,180.175466667,149.824533333,203.684166667,140.175333333,195.613933333,158.040811111,190.701633333,186.578966667
220.47,153.636333333,152.727333333,133.333333333,176.590733333,114.393933333,170.000066667,133.4848,159.999866667,150.757533333
220.85,165.416666667,170.416666667,146.041666667,199.895833333,121.25,191.875,154.340277778,177.395833333,167.5
221.23,250.333333334,271.333333333,243.0,322.5,187.333333333,332.333333333,232.777777778,270.666666666,270.5
221.61,1970.0,2466.66666667,1961.66666667,2770.0,1316.66666667,3050.0,1797.77777778,2308.33333333,2348.33333333
221.98,280.000066667,355.7894,288.947233333,365.087733333,234.035,400.350866666,258.304066667,314.0351,331.5787
222.36,504.000000001,678.0,572.666666667,655.666666667,440.666666667,722.666666667,489.555555555,569.666666667,621.333333333
222.74,226.6668,277.530733333,252.222366667,281.234633333,208.888866667,294.320933333,222.098677778,241.234666667,285.061666667
223.11,459.487266667,587.692266667,525.8974,586.153866667,440.512733333,602.0514,467.350455555,515.128266667,605.384666667
223.49,235.483866667,302.3656,273.0107,298.709633333,238.2796,296.559266667,234.480388889,263.333333333,293.9786
223.87,192.539733333,223.9684,208.174566667,225.6348,186.1906,223.968266667,177.724888889,209.285833333,217.698566667
224.24,179.878866667,198.788,193.696966667,202.000066667,166.787866667,202.303066667,168.525255556,193.454633333,196.060633333
224.62,164.918,191.803266667,190.7103,191.3661,164.0436,189.9454,162.969244445,185.519066667,187.049233333
225.00,197.278866667,231.020466667,229.319633333,225.237933333,187.755133333,229.387733333,193.650877778,218.231366667,218.639566667
225.38,174.972733333,205.1366,202.732366667,197.704933333,169.7268,198.9072,173.715777778,194.753966667,200.710333333
225.75,147.372733333,169.097933333,165.058833333,165.529433333,143.058866667,157.647066667,146.679811111,159.0588,162.274366667
226.13,145.238333333,168.491933333,168.888933333,168.2144,139.2064,155.872933333,153.2275,160.158766667,163.2937
226.51,129.533333333,147.066666666,145.833333333,145.766666667,125.066666667,137.333333333,137.244444444,140.666666667,141.066666667
226.88,129.6024,144.893,139.9695,141.834866667,124.464933333,138.776866667,136.636177778,139.816433333,137.186533333
227.26,126.605466667,141.529133333,134.5566,141.957166667,122.263,136.269066667,133.017422222,136.758333333,132.263
227.64,119.826066667,134.550666667,124.985566667,135.7972,116.174,131.0144,128.1643,130.5797,126.724466667
228.01,106.615866667,120.458,112.2137,124.9871,104.936333333,118.829466667,118.091744444,115.292766667,116.4631
228.39,87.8786000001,102.2378,91.0023666667,103.3566,88.1119333333,100.1398,99.7825888889,94.6619333333,98.9278666667
228.76,89.3434666667,101.767733333,88.8637666667,104.9748,87.3232000001,100.808133333,99.1919777776,93.9645999999,102.777766667
229.14,84.2193999999,91.5190666665,83.6920000001,97.7425333334,84.7258,94.7257333334,91.3853555556,88.7552,96.3503
229.52,85.8944000001,90.9350000001,85.3862333333,97.8860666668,85.4471333333,95.3659999999,91.5919999999,88.7195666666,93.6992
229.89,93.1311999999,100.050533333,94.0402333333,108.2827,94.7979333333,106.8688,101.877044444,96.7676666667,106.3131
230.27,92.3360666667,93.6483333333,86.2468333334,100.761233333,88.5565333333,100.787333333,93.9459666667,91.7061333333,100.8136
230.65,91.5733333334,92.9066666666,84.9866666667,101.76,84.2133333333,98.3466666666,91.3777777778,91.5466666667,96.6933333333
231.02,81.9540666667,87.1838666667,79.3965666667,100.746933333,75.6896,90.5746666666,82.7489888888,82.9310999999,88.6494
231.40,77.7032000001,80.7281333333,77.2830333333,94.3137666667,70.4762,85.0981333333,75.2194888889,76.2465666667,84.4258
231.78,81.0727333333,84.6742666667,86.3217000001,103.371766667,76.0921333333,95.7089333333,82.2350777777,80.4213666667,92.7587
232.15,86.7662666666,97.0148000001,97.4626666667,110.199,86.1691999999,108.557133333,85.1243777777,88.209,110.2985
232.53,112.608733333,130.0,127.463766667,147.608766667,110.144866667,149.420333333,111.932288889,107.101566667,143.4785
232.90,126.2964,149.629533333,144.074233333,171.203633333,119.814733333,178.5186,131.9137,125.185133333,165.4629
233.28,118.235333333,154.901933333,142.353,180.6864,114.5098,169.019733333,133.594755555,119.509833333,175.098033333
233.66,86.5079999999,115.0794,103.651,135.000066667,82.8571333333,120.4762,107.354466667,84.3651333333,128.968233333
234.03,65.6716000001,74.7262666667,75.3729333333,88.6069666666,60.8956,82.3881333333,75.6715111111,61.7413666667,81.5921333333
234.41,59.2207333333,73.1601333333,73.4631999999,88.6148999999,62.5973333333,80.4328,72.0489888889,60.9089,74.1124666667
234.78,62.4889333333,78.0444,82.6222666667,93.1112,71.9112666667,87.4667333333,73.3332666667,63.5110666667,83.111
235.16,65.1042,81.8747333334,87.3956666667,94.1143666667,80.6248666668,90.1039999999,78.9061888889,64.8436666667,87.3956333333
235.54,79.3859333333,91.4035999999,98.9474000001,103.7718,91.8422000001,103.859533333,92.5291222221,85.614,101.403633333
235.91,74.7286,88.2945333333,92.4806666667,98.4110000001,81.9379333333,95.2712666668,81.8861555556,80.5038,94.1858666667
236.29,68.2141333333,79.2262000001,78.0655666666,87.7676999999,69.881,83.3333333333,75.2083888889,76.0714333333,79.5237
236.66,66.3492666667,72.1694,74.4974,83.6771999999,65.1852,76.2963333333,69.0740444444,74.1006,73.1216333333
237.04,62.9349333333,68.3438,67.2956666667,73.8156,61.8028666667,69.6854666667,63.8854111111,66.4988666667,68.1970666667
237.41,57.992,64.7792,62.0884666667,67.6707,58.9959333333,66.2248,59.7725555555,60.0601666667,61.7268666667
237.79,55.4112666667,62.5108666667,58.4200333333,67.078,54.8485333333,66.5800666667,55.9163222222,58.9178,62.0995
238.17,54.9494,63.4343333333,57.4545,65.6766666667,54.3030666667,66.6666666667,56.2625,58.6869,64.3232
238.54,57.1676666667,66.8408666667,59.4117666667,65.7298666667,56.4705333334,69.0630666667,58.4894555556,61.1329333333,68.5404666667
238.92,51.5186,61.1852,52.3889,60.0555333333,52.0740666667,60.8519333333,53.0865222222,54.4630333333,62.3704
239.29,46.2616,53.8006666666,47.5078333333,53.4893,45.8254666667,54.7352,46.5680333333,49.3925666667,56.2149
239.67,39.8478,47.2451333333,39.3760333333,45.6012666667,38.5694666667,47.8538666667,38.4423555555,40.8372,47.6713666667
240.04,36.5974666667,41.5214,34.6059333333,39.8615666667,33.859,44.2049333333,34.7394,35.2421,42.2820333333
240.42,27.0262666667,30.1799333333,26.8878666667,29.4328,24.3431333333,35.7676666667,24.8272666667,25.4495666667,35.2283
240.79,22.762,26.7856,23.6785666667,23.8927333333,20.9048,32.0,21.6983111111,21.988,32.1071666667
241.17,21.6122,24.6406666667,22.4947,22.9848,19.8694,30.2613333333,19.7748555556,21.7428333333,29.7712333333
241.54,20.1812666667,22.3765333333,20.5538666667,21.7623666667,16.999,27.8548666667,17.5260444445,19.8891333333,27.5328
241.92,16.8164666667,19.2135333333,16.5169333333,16.7041,13.7640666667,24.0635333334,13.8483444444,15.6179333333,23.7829666667
242.29,13.3154666667,15.1564,12.5914666667,13.8069666667,9.99100000001,20.7505333333,10.1547777778,11.1350333333,20.7864
242.67,13.9424666667,14.9465333333,13.2427666667,14.6418,10.4032666667,21.4814,10.8422888889,12.1317,21.4155666667
243.05,13.9541333333,14.5752,12.7615,13.4231,9.91833333333,22.9738,11.1873222222,12.4592666667,20.6291666667
243.42,13.6246,13.8511333333,12.2493,12.6537,9.23953333334,23.398,11.3429333333,12.0389333333,19.8625333333
243.80,14.3238666667,15.4558666667,13.8130333333,13.8049666667,10.7704,24.544,12.6859333333,13.5771333333,20.8096666667
244.17,15.0784666667,15.7704666667,13.9777666667,14.5204,11.7453333333,24.5438666667,13.4354888889,14.9449,22.3584666667
244.55,18.8735333333,19.7717333333,16.9711666667,18.1888333333,15.6165333333,27.1841333333,17.0346333333,17.8462,24.8021333333
244.92,19.5646,20.1050666667,17.2298666667,19.0166,15.9609333333,28.1681333333,17.6326111111,18.0179666667,24.7747
245.30,17.3668666666,18.7395333333,16.2605333333,17.535,14.9019333333,27.3250666667,17.1311333333,16.5405666667,23.9496333333
245.67,14.7120666667,16.0375333333,13.4873,13.7350333333,12.3428666667,25.1673333333,14.5091222222,14.4778666667,22.0416
246.05,14.976,15.9540666667,14.0881,14.1364,12.9228,24.7464666667,15.1005888889,15.6399666667,22.3672
246.42,16.5010666667,16.9866666667,15.1711333333,15.4692666667,14.117,25.8279333333,16.4000333333,17.1853666667,23.0961666667
246.79,16.3996666667,17.092,14.906,15.4204333333,13.8081333334,25.5291333333,16.2891888889,16.5824333333,22.5964
247.17,14.6049333333,15.1378666667,13.0715,14.5722333333,11.7624666667,23.338,14.3678777778,14.5909,21.2436666667
247.54,15.7447333333,16.3478666666,13.9669,16.1162666667,13.0276,24.1153333333,15.3531777778,15.7929333333,22.6301333333
247.92,15.2070666667,15.3408666667,13.1829,15.2570666667,12.2292,23.0613333333,14.9086222222,14.7888333333,21.7943
248.29,15.9658,16.6992,14.3153666667,16.2795,13.3820666667,24.0424666667,16.4234555555,15.3259666667,22.4329333333
248.67,15.4442,16.7482,13.6837333333,16.0922,12.9503333333,23.5289333333,16.3487888889,15.3545,22.0783333333
249.04,15.7130666667,17.3632,13.7438333333,16.2685666667,13.1676,23.3998,16.6320333333,15.8457333333,22.3301
249.42,15.1842,17.0175333333,13.3026666667,15.6359666667,12.6754,22.5614666667,16.2805777778,15.1797666667,21.9473333333
249.79,17.5652,19.2812666667,15.5523333333,17.8483333333,14.9506,24.6810666667,18.6207222222,17.3225666666,24.0790666667
250.17,18.7236666667,20.7714,16.8095333333,19.3335,15.9238,25.9904,19.5048,18.0761666667,24.9142
250.54,17.5037333333,20.0201333333,15.8095333333,18.3911,14.7569333333,25.0825333334,18.6449444445,17.3433666667,23.7444333333
250.92,16.5636666667,19.6748666667,14.8943333333,17.3549,14.1789333333,24.3361333333,18.1698666667,17.1869666667,23.0135666667
251.29,16.7687333333,20.2495333333,14.6825666667,17.3527,14.2176666667,25.1928666667,18.6281111111,17.9705333333,23.6224666667
251.66,16.2432,20.1788666667,13.6791333333,17.0899,13.5836666667,24.7704,18.9821888889,17.1915,22.8206
252.04,16.6099333333,21.0207333333,13.9698,17.9899,13.7870666667,25.8978666667,19.5400333333,17.7883,23.9509
252.41,14.0654666667,18.7284666667,11.8947333333,15.6456333333,11.0982666667,23.5711333333,16.7352222222,15.9601333333,22.0296333333
252.79,13.2262,16.7204,11.3388666667,13.7014,10.0266666667,23.1859333333,14.7166666667,14.2436,20.5487666667
253.16,13.1862666667,16.5932,12.6184333333,13.6873333333,9.95320000001,22.8590666667,14.7115888889,14.0480333333,20.3940333333
253.54,15.0034,17.6027333333,12.8957666667,14.8081666667,10.9899333333,23.9865333333,15.1066222222,14.9226333333,20.8821
253.91,14.0366,16.7510666667,11.8845666667,14.4514,10.0422666667,23.0378666667,13.6309555556,13.6567666667,19.4584333333
254.28,13.6752,16.4672,11.6383333333,14.7222333333,10.6836666667,22.7350666667,13.6087333333,13.8960333333,19.1097666667
254.66,13.7105333333,16.7874,12.7300333333,15.2112333333,10.9804666667,23.1372,13.4942888889,14.2233,19.4494333333
255.03,14.8304666667,17.4310666667,13.8218333333,15.9811,11.064,23.6564666667,14.1397888889,14.5232666667,20.205
255.41,15.7478,18.2398666667,15.0622666667,16.2226666667,12.4766666667,23.6292,14.8936222222,15.4905666667,20.6697666667
255.78,14.6534,17.0658,14.4415666667,14.1645,11.3282,22.6078,13.0234222222,14.7269,20.0079333333
256.15,12.8026,15.3786666667,13.2241666667,13.2396333333,10.4294,20.6246,12.2638333334,13.7392333333,18.2358666667
256.53,15.4606,16.9588666667,15.2134333333,15.3183666667,12.9886666667,22.9213333333,14.5342777778,16.0524333333,20.3146666667
256.90,16.5669333333,18.2567333333,15.3624,17.3985666667,13.9985333333,23.4597333333,16.5757111111,17.2122,21.7229333333
257.28,16.5864,17.2788666667,14.1001333333,17.3715,14.0384,23.7972,16.5449666667,17.2913333333,21.9293666667
257.65,15.7912666667,16.8350666667,14.3882333333,17.4604333333,13.3659333333,23.4040666667,16.2587222222,16.5634,21.1854333333
258.02,15.7756,16.8702,14.3237666667,16.8566666667,13.0166666667,23.3921333333,16.7435,16.8611333333,20.5833666667
258.40,14.2002666667,14.736,12.5216666667,14.8819333333,10.6225333333,21.6076666667,15.1221111111,14.4364,18.6485666667
258.77,14.8891333333,15.3122666667,12.7327333333,15.2473666667,11.2932,21.4056666667,15.7341111111,14.3500666667,18.7785
259.15,13.9214,14.5960666667,11.7393666667,14.6921666667,10.8324666667,20.7614666667,14.9881111111,13.1908666667,17.6012333333
259.52,13.9554666667,14.6574666667,12.126,15.2796,11.3583333333,20.7079333334,15.1483777778,13.0023333333,17.9024333333
259.89,13.6830666667,14.3614666667,11.8838333333,14.7774,11.044,20.2436666667,14.6599111111,12.4191666667,17.3448666667
260.27,14.6504,15.2859333333,12.5729,15.4183333333,11.9501333333,20.9458,15.3402777778,13.1070333334,18.1262666667
260.64,14.2907333333,15.0137333333,12.0543333333,14.8242666667,11.4484666667,20.3639333333,14.7262222222,12.5205333333,17.7687333333
261.01,13.6798666667,14.3834666666,11.7910333333,14.4161,10.7057333333,20.1004,14.1933555556,12.1227666667,17.4202333333
261.39,12.4413333333,13.3689333333,10.6779,13.3562333333,9.6788,18.9041333333,13.0445666667,10.9888,16.5188
261.76,11.9231333333,13.1018666667,9.43176666667,12.7572,8.99766666667,18.069,12.5791111111,10.6262,16.1220333333
262.13,11.2118,12.4778666667,8.53433333333,12.1071666667,8.31479999999,16.9888666667,11.6785444444,9.50106666667,15.5432666667
262.51,12.5,14.2340666667,9.804,13.4803333333,9.9326,18.0148,13.1649111111,10.9436333333,17.2917
