wavelength,Back_HemXanm,Belly_HemXanm,Breast_HemXanm,Crissum_HemXanm,Crown_HemXanm,DorTail_HemXanm,Rump_HemXanm,Throat_HemXanm,WingTip_HemXanm
195.89,-12.5000666667,-16.5624666667,-2.70826666666,-2.60419999999,-22.6039999999,-0.833200000006,-49.0623333333,-4.68739999998,-12.2916666667
196.27,-5.77113333335,-9.15413333335,1.09459999999,-0.995000000001,-18.2088666667,5.97013333333,-40.5970666667,0.49753333334,-8.15906666667
196.65,6.35399999999,4.99993333334,19.3749333333,12.4998,-2.50006666667,22.1872666667,-22.6043333333,17.2914,7.18726666666
197.03,11.4942666667,6.5518,32.8734666667,22.5288,7.70113333334,28.9654666667,-15.1724666667,28.2759333333,14.5977333333
197.40,17.0214,11.2056666667,53.9006666667,32.1986,21.5602666667,40.5674666667,-10.6382666667,40.5672666666,22.1276
197.78,3.9638,-11.8919333333,49.1891999999,21.0812,18.5585333333,30.4504666667,-20.9008666667,34.5945333333,15.3153999999
198.16,12.889,-8.66673333326,59.3334666667,26.0,34.4443999999,37.5555999999,-16.4444666666,40.4445333333,40.6666666667
198.54,-1.11106666665,-26.0001333334,31.9998666667,-0.222266666674,26.4444000002,23.1111333333,-34.6666666667,14.4444,14.4444000001
198.92,-37.9487333334,-66.1539333333,47.1794666667,-37.4359333333,40.5128666667,13.8461999999,-108.718,-31.282,4.61540000006
199.30,-7.4666666666,-26.1333333333,20.7999999999,-22.1333333333,25.0666666666,-4.00000000007,-61.0666666667,-17.0666666667,-2.93333333332
199.68,8.00006666666,-19.2380666667,21.1428666667,-8.57153333332,21.1429333335,-3.61906666666,-42.6666,-1.71420000008,0.9523333334
200.06,-38.8506,-60.9195333334,-13.1034666667,-44.3677333333,-19.5402666667,-45.5172666666,-87.3564666666,-42.0688666667,-28.2758
200.44,-16.9368666667,-29.0091333333,8.46860000007,-13.1530666667,16.0360666667,-15.1350666667,-43.2431999999,-18.018,2.7028
200.82,-11.3820666667,-26.3413333333,9.7560666666,-4.87820000002,22.1138666667,-8.943,-34.1462666667,-13.9836666667,5.3658
201.19,2.77779999998,-14.8610666666,20.9722000001,5.55553333334,29.7222,0.5556,-13.0556,-4.44446666666,17.3610666667
201.57,13.8666666667,-8.79999999999,29.3333333333,12.0,31.3333333333,8.13333333334,-4.66666666674,4.0,20.6666666667
