wavelength,Back_HemXanm,Belly_HemXanm,Breast_HemXanm,Crissum_HemXanm,Crown_HemXanm,DorTail_HemXanm,Rump_HemXanm,Throat_HemXanm,WingTip_HemXanm
539.69,11.6048,50.0804666667,31.9489333333,29.4089333333,12.3929333333,11.3571333333,12.1555333333,35.1640666667,12.7022
540.03,11.6032,50.0356,31.9446,29.3828666666,12.392,11.3622,12.1463333333,35.1351333333,12.7112
540.37,11.6036,50.0157333333,31.9222666667,29.3872666667,12.3842,11.3684666667,12.1558666667,35.1322,12.7126
540.72,11.5956666667,49.9767333333,31.8994,29.3546,12.3600666667,11.3508666667,12.1534,35.1163333334,12.6952
541.06,11.6130666667,49.9974666667,31.9032666667,29.3591333334,12.365,11.3776,12.1794,35.1227333333,12.7163333333
541.40,11.6308666667,49.9706,31.8980666667,29.3486,12.3646,11.3831333333,12.1842666666,35.1114,12.7276666667
541.75,11.6278666666,49.9536666667,31.8874666667,29.3416,12.3547333333,11.373,12.1790666667,35.0614666667,12.7220666667
542.09,11.6268,49.962,31.8812666667,29.3466,12.3687333334,11.3827333334,12.1841333334,35.0669333333,12.7305333333
542.43,11.6313333333,49.9264,31.8815333333,29.3354,12.3689333333,11.3920666667,12.1774666667,35.0464666667,12.7324
542.78,11.6528666667,49.9322666667,31.8836,29.3481333333,12.3714,11.4029333333,12.1817333333,35.0559333333,12.7544
543.12,11.6386,49.9402666667,31.868,29.3565333333,12.3602,11.3936,12.1703333333,35.0494,12.7376666667
543.46,11.6398666667,49.9016666667,31.8612666667,29.3530666667,12.3677333333,11.4053333333,12.1806,35.0262,12.739
543.81,11.6488666667,49.9401333333,31.8598,29.3794,12.3739333333,11.4028,12.1946,35.0286,12.7351333333
544.15,11.6736666667,49.9031333333,31.8403333333,29.3599333333,12.3862,11.4123333333,12.1909333333,35.0037333333,12.7379333333
544.49,11.6888,49.9282,31.8536666667,29.3907333333,12.4150666667,11.4434,12.2038666667,35.0264666667,12.7596
544.84,11.6904,49.9064,31.8545333333,29.4007333333,12.4215333333,11.4476666667,12.2064,35.0093333333,12.7642666667
545.18,11.6996666666,49.9942666667,31.901,29.4553333333,12.4341333333,11.4763333334,12.2348666667,35.0543333333,12.777
545.52,11.6904666667,50.0022666667,31.886,29.4666666667,12.4556,11.5000666667,12.2400666667,35.0646,12.7846666667
545.87,11.6863333333,50.0238666667,31.9074666667,29.4722666667,12.4355333333,11.4839333333,12.2240666667,35.0609333333,12.7526666667
546.21,11.6643333333,50.0813333333,31.9163333333,29.5002666667,12.4301333333,11.4751333333,12.2146,35.0740666667,12.7419333333
546.55,11.6600666667,50.0814,31.9320666667,29.5076666667,12.4611333334,11.4884666667,12.2213333333,35.083,12.7535333333
546.90,11.6753333333,50.0837333333,31.9322666667,29.5382666667,12.4841333333,11.5001333333,12.2436666667,35.1016666667,12.7751333333
547.24,11.6762666667,50.2009333333,31.992,29.5852666667,12.5222666667,11.5159333333,12.2699333333,35.1663333333,12.8049333333
547.58,11.7128666666,50.2437333333,32.0218666667,29.6394666667,12.5650666667,11.5523333333,12.3104666667,35.1932666667,12.8338
547.92,11.7306666667,50.3542666667,32.116,29.7146,12.6052,11.5708,12.3369333333,35.2655333334,12.8458
548.27,11.7486,50.4545333333,32.1728666667,29.7856666667,12.6337333334,11.5955333333,12.3638666667,35.3058,12.8814666667
548.61,11.758,50.4632,32.1829333333,29.7846666667,12.6566,11.5945333333,12.3788666667,35.3113333333,12.8851333333
548.95,11.7514666667,50.4811333333,32.2065333333,29.8266,12.6808666667,11.5706,12.3688666667,35.3404,12.874
549.29,11.766,50.6512666667,32.3050666667,29.9212666667,12.6977333333,11.575,12.3927333333,35.4319333333,12.9046
549.64,11.8126666667,50.7814,32.3940666667,30.0174,12.7550666667,11.6044,12.4464,35.5364666667,12.956
549.98,11.8568,50.8756666667,32.4480666667,30.0752666667,12.7850666667,11.6202,12.4858666667,35.5983333334,12.9804
550.32,11.8818,50.946,32.4532666667,30.1187333333,12.7646666667,11.6315333333,12.5066,35.6386666667,12.9793333333
550.66,11.8979333333,51.0349333333,32.5263333333,30.1782,12.7794666667,11.6542666667,12.5312666667,35.6730666666,12.9888
551.01,11.9068666667,51.0220666667,32.5157333333,30.2042,12.753,11.6492,12.5148,35.6781333333,12.9736666667
551.35,11.9146666667,51.053,32.5664666667,30.2493333333,12.7826,11.6796,12.5326,35.7356,13.0192
551.69,11.9514,51.1580666667,32.636,30.3321333333,12.8668666667,11.7502,12.6120666667,35.7862666667,13.0965333333
552.03,11.9702,51.1608,32.6546,30.3407333333,12.8807333333,11.7822,12.6294666666,35.8149333333,13.1131333333
552.38,12.0082,51.2542,32.7366666667,30.4287333333,12.9194666667,11.8143333333,12.6435333333,35.8890666666,13.1395333333
552.72,12.0985333333,51.2882,32.7794,30.4702,12.9972666667,11.8898666667,12.7092,35.9009333333,13.2164666667
553.06,12.08,51.2314,32.7393333333,30.4258666667,12.9954,11.8718,12.7206666667,35.876,13.1824666667
553.40,12.0804,51.2384,32.7496666667,30.4539333333,13.0321333333,11.887,12.7363333333,35.8882666666,13.2056
553.74,12.157,51.2575333333,32.8015333333,30.5394666667,13.1292666667,11.9872,12.8081333333,35.9644,13.2805333333
554.09,12.1774666667,51.3406666667,32.8806666667,30.5951333333,13.1771333333,12.0178,12.8312666667,36.0064666667,13.3160666667
554.43,12.213,51.3822666667,32.9431333333,30.6336,13.2068,12.0651333333,12.8654666667,36.0600666667,13.3607333333
554.77,12.2718,51.4943333333,33.0253333333,30.7274666667,13.3140666667,12.1142,12.9309333333,36.118,13.4238666667
555.11,12.2522666667,51.5197333333,33.0008666667,30.7020666667,13.2641333333,12.0914,12.8887333333,36.0977333333,13.3768
555.45,12.2546,51.5212,32.9855333333,30.7274666667,13.2477333333,12.0724,12.8682,36.0999333333,13.3654
555.80,12.2792666667,51.6254666667,33.0324,30.7644666667,13.2884,12.0998,12.9122,36.1306666666,13.3926666666
556.14,12.2668666667,51.6534666667,33.0068,30.7695333333,13.302,12.1232,12.9217333334,36.1396,13.4122
556.48,12.2344666667,51.6902666667,33.0132,30.7788,13.2625333333,12.1226,12.8881333334,36.1396,13.3938666667
556.82,12.3084666667,51.7312,33.0486,30.849,13.3022666667,12.1740666667,12.9183333333,36.1908666667,13.4462
557.16,12.3084,51.744,33.0106,30.839,13.3073333333,12.1864666667,12.9246,36.1551333333,13.4448666667
557.50,12.2872666667,51.7782666667,33.0092666667,30.8304666667,13.2788,12.1665333333,12.9046666667,36.1302,13.4316
557.85,12.3478666667,51.7572666667,33.0088666667,30.854,13.3344,12.1998666667,12.9450666667,36.1033333333,13.469
558.19,12.3227333333,51.7761333333,33.0008666667,30.8515333333,13.3384,12.1646,12.9406666667,36.1279333333,13.4542
558.53,12.2961333333,51.7626666667,32.9908,30.8564,13.3144666667,12.1581333333,12.9239333333,36.1483333333,13.4334666667
558.87,12.3512666667,51.8340666667,33.0885333333,30.9342666667,13.3869333333,12.2052,12.9795333333,36.2321333333,13.498
559.21,12.3286666667,51.8389333333,33.0676666667,30.9044666667,13.3570666666,12.1678,12.9414666667,36.2131333333,13.5012666667
559.55,12.317,51.6997333333,32.9958666667,30.8528,13.3262,12.1204,12.8868666667,36.1356,13.4487333334
559.89,12.3112,51.6228,32.9814,30.8059333333,13.2960666667,12.0936,12.8705333333,36.08,13.4172666667
560.23,12.3085333333,51.5939333333,32.9746,30.779,13.3206,12.0896666667,12.9030666667,36.0932,13.4146666667
560.58,12.3268,51.6199333333,32.9914,30.8,13.3444,12.1205333333,12.9333333333,36.0972666667,13.4444
560.92,12.3736,51.6610666666,33.0645333333,30.8776666667,13.3719333333,12.1777333333,12.9576,36.1763333333,13.4772666667
561.26,12.3600666667,51.667,33.0845333333,30.8720666667,13.3596666667,12.1653333333,12.9545333333,36.166,13.4815333333
561.60,12.3298,51.7433333333,33.1047333333,30.8866,13.3286666667,12.1468,12.9422666667,36.2280666667,13.4537333333
561.94,12.3881333333,51.7888666667,33.1256,30.9208,13.3678,12.2057333333,12.9736,36.231,13.4956
562.28,12.4003333333,51.707,33.0595333333,30.8798666667,13.3603333333,12.2133333333,12.9797333333,36.1931333333,13.4988666667
562.62,12.4772,51.7314666667,33.0476666666,30.9503333333,13.3914666667,12.2849333333,13.0238,36.2048,13.5600666667
562.96,12.5902,51.8321333333,33.176,31.0542,13.4940666667,12.3734,13.1442,36.3248,13.6447333333
563.30,12.5876666667,51.8845333333,33.1934,31.103,13.4961333333,12.3891333333,13.1655333333,36.3676666667,13.6664
563.64,12.5716666667,51.8983333333,33.1944666667,31.1158,13.503,12.3818,13.1520666667,36.3563333333,13.6702666667
563.99,12.5914666667,51.9134,33.1908666667,31.1230666667,13.5112,12.3891333333,13.14,36.3913333333,13.6879333333
564.33,12.5984,51.9858666667,33.2536,31.1469333333,13.5265333333,12.4024666667,13.1527333333,36.439,13.7042666667
564.67,12.538,51.9557333333,33.1868,31.0822666667,13.4869333333,12.3527333333,13.1056,36.3549333333,13.6669333333
565.01,12.5647333333,51.9192666667,33.1562666667,31.1101333333,13.5175333333,12.3907333333,13.1240666667,36.3358666667,13.6843333333
565.35,12.5257333333,51.9333333333,33.1832666667,31.1146666667,13.5278666667,12.3825333333,13.0981333333,36.3236,13.6624666667
565.69,12.5012,51.9223333333,33.1488,31.0782,13.5142,12.3876666667,13.0923333333,36.3060666667,13.6311333333
566.03,12.5153333333,51.9802666667,33.1909333333,31.0991333333,13.5249333334,12.41,13.1227333333,36.3015333333,13.6435333333
566.37,12.4496666667,51.9417333333,33.1752666667,31.0404,13.5002,12.3586,13.095,36.2903333333,13.5850666667
566.71,12.3516666667,51.8423333333,33.0624666667,30.9682666667,13.4073333333,12.3082666667,13.0164666667,36.2116666667,13.5168666667
567.05,12.3666666666,51.8657333333,33.1065333333,30.992,13.4439333333,12.3196,13.0236666667,36.2339333333,13.5316
567.39,12.4097333333,51.8953333333,33.1044666667,30.9957333333,13.4687333333,12.3482666667,13.0544666667,36.2708,13.5594666667
567.73,12.4283333333,51.9168666667,33.1264,31.0728666667,13.4956666667,12.3918666667,13.1006,36.2746,13.6042666667
568.07,12.3789333333,51.8808,33.1069333333,31.06,13.4792666667,12.3524666667,13.0655333333,36.219,13.5654
568.41,12.4360666667,51.9466666667,33.1809333333,31.1446666667,13.546,12.4070666667,13.1507333333,36.299,13.6140666667
568.75,12.4306666667,51.9951333333,33.2208,31.1341333333,13.5495333333,12.4187333333,13.1600666667,36.3291333333,13.6122
569.09,12.446,51.8972666667,33.1326,31.1211333333,13.5480666667,12.4172666667,13.1754,36.2564,13.6209333333
569.43,12.4464666667,51.8867333333,33.1311333333,31.1547333333,13.544,12.3935333333,13.1655333333,36.2695333333,13.6392
569.77,12.3692,51.8234666667,33.0629333333,31.0957333333,13.4807333333,12.3299333333,13.0921333333,36.2087333333,13.5832
570.11,12.3774,51.8312666667,33.0635333333,31.082,13.4807333333,12.3397333333,13.0886,36.1660666667,13.5810666667
570.45,12.4190666667,51.8893333334,33.1108666667,31.095,13.5153333333,12.3767333333,13.1037333333,36.1801333333,13.5842
570.79,12.3799333333,51.8888,33.0718666667,31.073,13.4618,12.3613333333,13.0660666667,36.1555333333,13.5384666667
571.13,12.3914666667,51.9367333333,33.1281333333,31.1544,13.4932666667,12.3787333333,13.0626666667,36.1684666667,13.5649333333
571.47,12.4192666667,52.0367333333,33.1886666667,31.1832,13.5554,12.4044,13.0952666667,36.2178,13.585
571.81,12.5067333333,52.0739333333,33.2026666667,31.2252666667,13.6078666667,12.4778666667,13.1638,36.2713333333,13.6380666667
572.15,12.5019333333,52.0723333333,33.191,31.1856,13.6069333333,12.4802666667,13.155,36.2643333333,13.649
572.49,12.47,52.0434,33.1444,31.1625333333,13.5572666667,12.4166666667,13.1214,36.2256,13.5941333333
572.83,12.5425333333,52.1357333333,33.2163333333,31.2197333333,13.6107333333,12.4688666667,13.1809333333,36.3225333334,13.6736666667
573.17,12.5600666666,52.1546,33.249,31.2454666667,13.6237333333,12.5020666667,13.1918,36.3184,13.6957333333
573.51,12.6600666667,52.2621333333,33.3082666667,31.3252,13.7116666667,12.5978666667,13.2614,36.3975333333,13.7536666667
573.85,12.697,52.3657333333,33.3796666667,31.4152,13.7638,12.6407333333,13.3191333333,36.4834,13.8142666667
574.19,12.6842666667,52.3395333333,33.3755333333,31.4334,13.7725333333,12.6432666667,13.3418666667,36.481,13.8414
574.53,12.7329333333,52.4098,33.4359333333,31.4617333333,13.8362,12.6929333333,13.4047333333,36.5273333333,13.9036666667
574.87,12.7227333333,52.3906666667,33.3913333333,31.4254666667,13.8186666667,12.6999333333,13.4141333333,36.5270666667,13.8825333333
575.21,12.6856666667,52.366,33.3660666667,31.4078666667,13.7658,12.6902,13.387,36.4984,13.8672666667
575.55,12.6579333333,52.3476,33.3278,31.3921333334,13.7418666666,12.6738666667,13.3518666667,36.4764666667,13.8711333333
575.89,12.6718666667,52.349,33.3467333333,31.4336666667,13.7514,12.6752,13.3494666667,36.4794666666,13.8573333333
576.22,12.7504666667,52.3714666667,33.4038666667,31.4946666667,13.8352,12.7768,13.4246,36.5398666667,13.9649333333
576.56,12.7042666667,52.3803333333,33.4048666667,31.4813333333,13.8240666667,12.7628,13.3869333333,36.5234,13.9359333333
576.90,12.6961333333,52.4057333333,33.4232,31.4940666667,13.8739333333,12.7790666667,13.4076,36.5595333333,13.9712666667
577.24,12.6444,52.3616666667,33.4016,31.4458,13.8383333334,12.7315333333,13.3714,36.5153333333,13.9645333333
577.58,12.6025333333,52.3074,33.3328,31.401,13.8054,12.7123333333,13.3310666667,36.4830666667,13.9234
577.92,12.6145333333,52.4067333333,33.3667333333,31.4456,13.8275333333,12.7049333333,13.3189333333,36.5099333333,13.9182666667
578.26,12.5684,52.3802666667,33.3110666666,31.4424,13.795,12.6629333333,13.2776,36.4480666667,13.8490666667
578.60,12.5835333333,52.4714,33.3824,31.4956,13.8470666667,12.6564666666,13.3212,36.479,13.8435333333
578.94,12.6368,52.4719333333,33.416,31.5346666667,13.8894666667,12.6958666667,13.3685333333,36.5258666667,13.8526
579.28,12.6193333334,52.4329333333,33.4446666667,31.5318,13.8844666667,12.6848,13.3697333333,36.5236,13.8208
579.61,12.649,52.4249333333,33.4481333333,31.5215333333,13.8997333333,12.7152666667,13.3978,36.5018666667,13.8244
579.95,12.654,52.5099333333,33.4845333333,31.566,13.9308,12.7068666667,13.4117333333,36.5178666667,13.8218
580.29,12.7412,52.6062666667,33.5894666667,31.6650666667,13.9750666667,12.7877333333,13.514,36.6072666667,13.8916666667
580.63,12.8348666667,52.6884,33.6823333333,31.7445333333,14.0403333333,12.8496,13.6008666667,36.6535333333,13.9507333333
580.97,12.8899333334,52.7102666667,33.7317333334,31.8116666666,14.0949333333,12.9012,13.6736,36.7038666667,13.9956666667
581.31,12.9456,52.7375333333,33.7728,31.8452,14.13,12.9382,13.7193333333,36.7173333333,13.9979333333
581.65,13.0053333333,52.6743333333,33.8105333333,31.8596,14.1832666667,13.0222666667,13.7806,36.7166666667,14.0348
581.98,13.0906666667,52.6838666667,33.8568,31.9020666667,14.2181333333,13.0862666667,13.8288,36.7838666666,14.0964666667
582.32,13.1238666666,52.6882666667,33.8538,31.9275333333,14.2474,13.1744666667,13.8498666666,36.8309333333,14.1628
582.66,13.0631333333,52.6316666666,33.7819333334,31.8649333333,14.1753333333,13.0706666667,13.7706,36.7265333333,14.1007333333
583.00,13.1446666667,52.7547333333,33.8507333333,31.9687333333,14.2478666667,13.1492666667,13.8440666667,36.7893333333,14.168
583.34,13.1759333333,52.8768,33.8887333333,32.0464666667,14.2876,13.1859333334,13.8854666667,36.8874666667,14.2506
583.68,13.2077333333,52.9000666667,33.9198666667,32.0358666667,14.3186,13.2255333333,13.9084666667,36.9240666667,14.2782
584.01,13.1955333333,52.8011333333,33.8256,31.9656666667,14.3219333333,13.2528666667,13.8724,36.8658,14.2609333333
584.35,13.2219333333,52.8171333333,33.8163333333,32.0018,14.3503333334,13.2913333333,13.884,36.8984666667,14.2462666667
584.69,13.3140666667,52.9140666666,33.9196666667,32.1012,14.4592,13.4128,13.9617333333,36.9994,14.3036666667
585.03,13.3352666667,52.9221333333,33.9432,32.1188,14.522,13.448,13.9783333333,37.0195333333,14.3856666667
585.37,13.3412666667,53.0646666667,33.9465333333,32.1810666667,14.5274,13.4222,13.9631333333,37.0988666667,14.4120666667
585.70,13.3283333334,53.0546666667,33.9620666667,32.1828,14.5483333333,13.427,13.9706666667,37.0813333333,14.4514666667
586.04,13.3416666667,53.0294666667,33.9506666667,32.2068666667,14.5227333333,13.3958,13.9868,37.0632,14.4760666667
586.38,13.3472,53.0772666667,33.971,32.2384666667,14.5883333334,13.4750666667,14.01,37.1138,14.4646666667
586.72,13.3725333333,53.0594,34.0008,32.2649333333,14.6219333333,13.4857333333,14.0309333333,37.1382666667,14.5175333333
587.06,13.2942666667,52.9032666667,33.8874,32.1615333333,14.5116,13.4095333333,13.9116666667,36.9759333333,14.399
587.39,13.1883333333,52.7879333333,33.7753333333,32.0784666667,14.4068,13.2976666667,13.8055333333,36.8472,14.2967333333
587.73,13.1634666667,52.842,33.8329333333,32.1181333333,14.3937333333,13.2742,13.8206666667,36.8663333333,14.2699333333
588.07,13.0826666667,52.872,33.8003333334,32.0529333333,14.2942666667,13.1593333333,13.7388,36.8337333333,14.1826
588.41,12.968,52.8112,33.7276,32.0012,14.1810666667,13.0434,13.6331333333,36.7778666667,14.1318
588.74,12.9966666667,52.9226666667,33.776,32.0955333333,14.2146666666,13.0686,13.6669333333,36.839,14.1357333333
589.08,13.0447333333,52.8762,33.7822,32.0742666667,14.2580666667,13.1232666667,13.7314666667,36.8339333333,14.1546
589.42,13.1263333333,52.9552666667,33.8250666667,32.1328666667,14.3186666667,13.2060666667,13.8375333333,36.8906666667,14.2296
589.76,13.1545333333,52.985,33.8654666667,32.139,14.3640666667,13.2797333333,13.8743333333,36.9111333333,14.2325333333
590.09,13.1887333333,52.9886,33.8991333333,32.1474666667,14.3768666667,13.2773333333,13.9212,36.9202666667,14.2985333333
590.43,13.1102,52.954,33.8034,32.0503333333,14.2812666667,13.2059333333,13.8494,36.8391333333,14.1776666667
590.77,13.1654,53.0684666667,33.9114666667,32.1458666667,14.3534,13.2699333333,13.912,36.9690666667,14.255
591.11,13.2928,53.2042,34.0234666667,32.2794,14.4476666667,13.4196666667,14.023,37.119,14.3834666667
591.44,13.3063333333,53.1671333333,34.0156,32.2852,14.4517333333,13.4068666667,14.0239333333,37.0998666667,14.404
591.78,13.3585333333,53.1415333333,34.027,32.3203333333,14.4542666667,13.4370666667,14.0575333333,37.112,14.4487333333
592.12,13.4062666667,53.1582,34.029,32.3398,14.4948666667,13.4782,14.1044666667,37.0974,14.4612666667
592.46,13.3751333333,53.1200666667,33.9931333333,32.2812,14.4549333333,13.4492666667,14.0879333333,37.0853333333,14.4592666667
592.79,13.3154,53.1122666667,33.9776666667,32.2796,14.4054666667,13.3870666667,14.0161333333,37.0283333333,14.4078666666
593.13,13.2121333333,52.9850666667,33.9102666667,32.2146666667,14.344,13.3187333333,13.9140666666,36.9658666666,14.3312666667
593.47,13.1876666667,52.9992666667,33.9016666667,32.2344,14.2781333333,13.2618,13.8574666667,36.9614666667,14.2904
593.80,13.1592,52.9129333333,33.824,32.1878666667,14.2202,13.2443333333,13.8302666667,36.9104666667,14.2655333333
594.14,13.2042666666,52.9540666667,33.9046,32.2846666666,14.296,13.2965333333,13.8788666667,36.9693333333,14.3639333333
594.48,13.2646666667,52.9226666667,33.9302666667,32.3076666667,14.3819333333,13.3531333333,13.9802,36.9632666667,14.4471333333
594.81,13.2468666666,52.8216,33.8856666667,32.3066,14.3924,13.3426,13.9704,36.9342,14.4418
595.15,13.2678,52.8731333333,33.8864,32.3068,14.4204,13.3768666666,13.9724666667,36.9466,14.4600666667
595.49,13.2325333333,52.8414,33.8608666667,32.282,14.4272666667,13.4215333333,13.9714666667,36.8910666667,14.4796
595.82,13.209,52.8826,33.9034666667,32.279,14.4218,13.4026666667,13.945,36.8775333333,14.4827333334
596.16,13.1999333333,52.8130666667,33.8580666667,32.2450666667,14.3972666667,13.3918666667,13.9069333333,36.8024,14.4481333333
596.50,13.1581333333,52.7776666667,33.7979333333,32.1982666667,14.3625333333,13.4034666667,13.8606666667,36.7874666667,14.4306666667
596.83,13.1825333333,52.8529333333,33.8206666667,32.2424,14.3748666667,13.4075333333,13.8971333333,36.8156666667,14.4509333333
597.17,13.2408,52.8778,33.8464666667,32.2814,14.4581333333,13.4768,13.9632,36.8540666667,14.5126
597.51,13.2452,52.9296666667,33.8768666667,32.3248,14.4781333333,13.4849333333,13.9450666667,36.8652,14.5365333333
597.84,13.2476,52.9389333333,33.8672,32.3016,14.488,13.4996666667,13.9386666667,36.8500666667,14.5132
598.18,13.1770666667,52.9691333334,33.8464666667,32.2930666667,14.4318,13.4354666667,13.8728,36.8498,14.4336666667
598.52,13.2390666667,53.0995333333,33.9428,32.3593333333,14.5328666667,13.5162,13.9543333333,36.9410666667,14.4939333333
598.85,13.2248,53.0934,33.9424666667,32.3675333333,14.5072666667,13.5099333334,13.9495333333,36.9571333333,14.4638
599.19,13.2595333334,53.1604666667,33.9832,32.4205333333,14.5796,13.54,13.9831333333,37.0126666667,14.4834
599.53,13.3464,53.1520666667,33.9848,32.4487333333,14.6492666667,13.6068,14.046,37.0650666667,14.5286666666
599.86,13.3861333333,53.2264,34.0708666667,32.5323333333,14.7148,13.651,14.0832,37.1622,14.5848666667
600.20,13.4688666667,53.2316666667,34.1485333333,32.5968666667,14.8106,13.6936666667,14.2198666667,37.2195333333,14.6502666667
600.53,13.5479333333,53.2852,34.1740666667,32.6442,14.9129333333,13.7741333333,14.2618,37.2942666667,14.707
600.87,13.5084666667,53.2668666667,34.1959333333,32.5968,14.905,13.7510666667,14.2427333334,37.2708,14.6918
601.21,13.6167333333,53.3875333333,34.3112,32.7304,15.0466666667,13.868,14.3586,37.4218,14.7933333333
601.54,13.6356,53.3958666667,34.3184666667,32.7299333333,15.0546,13.9062666667,14.3476666667,37.4113333333,14.8188666667
601.88,13.6936666667,53.4169333333,34.361,32.7648,15.1150666667,13.9984666667,14.3989333333,37.4196,14.8932
602.21,13.6243333333,53.4064,34.3194,32.7428666667,15.005,13.8816,14.3127333333,37.3656,14.8062
602.55,13.6271333333,53.3996,34.3065333333,32.721,15.0393333333,13.8939333333,14.3334,37.3219333333,14.8068666667
602.88,13.6620666667,53.3800666667,34.3182,32.7216,15.0405333333,13.9104666667,14.3398,37.316,14.8161333333
603.22,13.6162666667,53.3830666667,34.3226666667,32.7114,15.0006666667,13.8886666666,14.3262666667,37.2970666667,14.794
603.56,13.6244666667,53.3562666667,34.2846666667,32.7058,14.9735333333,13.8820666667,14.3442666667,37.2396,14.8042
603.89,13.6228,53.4123333333,34.294,32.7314666666,14.9506,13.8964,14.3326,37.2599333333,14.8234
604.23,13.5781333333,53.3956666667,34.3048,32.7356,14.8836666667,13.8678666666,14.2975333333,37.2100666667,14.79
604.56,13.5673333334,53.3676666667,34.2515333333,32.7356666667,14.8872,13.8810666667,14.3039333333,37.1782666667,14.7628
604.90,13.484,53.2729333333,34.1528666667,32.6233333333,14.8086,13.7891333333,14.2202666667,37.0174666667,14.6638
605.23,13.4786,53.3208666667,34.1712,32.6664,14.8174666667,13.7759333333,14.2320666667,37.0644666667,14.6740666667
605.57,13.4786666667,53.2987333333,34.147,32.6482,14.8121333333,13.7808,14.2324,37.067,14.6775333333
605.90,13.5286,53.3500666667,34.1874666667,32.6802,14.8617333333,13.84,14.2566666667,37.0949333333,14.7214
606.24,13.5684666667,53.3802666667,34.2092666666,32.7266,14.8986,13.8732,14.2816,37.1648666667,14.782
606.58,13.5058666667,53.3324666667,34.1530666667,32.6897333333,14.8538666667,13.8227333333,14.2616,37.1495333333,14.7331333333
606.91,13.5136666667,53.3709333334,34.1344666667,32.7059333333,14.8458,13.8084666667,14.2270666666,37.1681333333,14.7235333333
607.25,13.4887333333,53.3990666667,34.1497333333,32.7246,14.8504,13.8246666667,14.2185333333,37.2222,14.7116
607.58,13.5208666667,53.4634666667,34.1960666667,32.7696666667,14.8975333333,13.8553333333,14.2598666667,37.2706,14.7374
607.92,13.5226,53.4454666667,34.1791333333,32.7372,14.9245333333,13.8526,14.268,37.2474,14.7444666667
608.25,13.5083333333,53.3756,34.1568666667,32.6674,14.8948,13.8131333333,14.2319333333,37.1962666667,14.7526666666
608.59,13.4846666666,53.3234,34.1228666667,32.6144,14.8392,13.7822666667,14.2060666667,37.1843333333,14.7382666667
608.92,13.4610666667,53.1998666667,34.0442666667,32.5286,14.8088,13.7797333333,14.2157333333,37.0839333333,14.7197333333
609.26,13.4395333334,53.1407333333,33.9566666667,32.4792,14.7724666667,13.7242666667,14.1729333333,36.9973333333,14.6721333333
609.59,13.4268,53.0099333333,33.89,32.3917333333,14.7450666667,13.7040666667,14.1697333333,36.8921333333,14.6607333333
609.93,13.389,52.9535333333,33.8486666667,32.3502666667,14.7174666667,13.6647333334,14.1422666667,36.7828,14.6285333333
610.26,13.4307333334,52.9904666667,33.8424666667,32.3738666667,14.7233333333,13.6589333333,14.1196666667,36.7738,14.65
610.60,13.4604666666,52.9467333333,33.8456,32.4048666667,14.7699333333,13.7008,14.1655333333,36.7642666667,14.6908666667
610.93,13.4709333333,52.9607333333,33.8490666667,32.3520666667,14.787,13.7082,14.1616,36.7525333333,14.6786
611.27,13.4301333333,52.7751333333,33.7052,32.2435333333,14.7057333333,13.6444666667,14.0677333333,36.5929333333,14.591
611.60,13.45,52.7522,33.6974,32.2136,14.7018666667,13.6267333333,14.08,36.5836,14.5837333333
611.93,13.4965333333,52.8376666667,33.7384666667,32.2848,14.7344,13.6985333333,14.1182,36.6586666667,14.6314666667
612.27,13.5958,52.9066,33.8092666667,32.3982666667,14.8303333333,13.8054666667,14.2157333333,36.7472,14.7238
612.60,13.6774,52.9212,33.8926,32.4608,14.9212,13.8592,14.2866666667,36.8274,14.7698666667
612.94,13.6904,52.9236,33.9288,32.4646,14.9029333333,13.8539333333,14.3079333334,36.8406666667,14.7608666667
613.27,13.6616,52.964,33.9562,32.4775333333,14.909,13.8632666667,14.3,36.8258,14.7545333333
613.61,13.6076666667,52.9244666667,33.9332666667,32.4549333333,14.8546,13.8019333333,14.2253333333,36.8408,14.6734666667
613.94,13.6219333333,52.9258,33.9992666667,32.4712666667,14.917,13.8906666667,14.2953333333,36.8853333333,14.7278666667
614.28,13.5781333334,52.9256,33.9902,32.422,14.8636666667,13.8440666667,14.2688666667,36.8493333333,14.6857333333
614.61,13.5318,52.8355333333,33.915,32.4298666667,14.8218666667,13.8148666667,14.2220666667,36.7564666667,14.6664666667
614.94,13.5175333333,52.8973333333,33.9671333333,32.4647333333,14.859,13.8374,14.2509333333,36.7997333333,14.7004666667
615.28,13.5147333333,52.9202,33.9730666667,32.5171333333,14.9070666667,13.8995333333,14.2611333333,36.8471333333,14.7282
615.61,13.5766666667,53.0716,34.1043333333,32.6309333333,14.9896,13.9178666667,14.3370666667,36.9347333333,14.764
615.95,13.5794,53.1969333333,34.1442,32.6596,15.0092,13.8892666667,14.3354,36.9802666667,14.7431333333
616.28,13.564,53.3248666667,34.1496,32.6995333333,14.9866666667,13.8907333333,14.3016,36.9611333334,14.7485333333
616.61,13.5405333333,53.4425333333,34.1988666667,32.7742,15.0105333333,13.8926666667,14.2630666667,37.0051333333,14.7754
616.95,13.5320666667,53.5067333333,34.1796,32.8056,15.0003333333,13.8774,14.2578666666,37.0821333333,14.7784
617.28,13.5882,53.5815333333,34.2461333333,32.8363333333,15.0545333333,13.977,14.3374666667,37.1332666667,14.8598666667
