wavelength,Back_MelXanf,Belly_MelXanf,Breast_MelXanf,Crissum_MelXanf,Crown_MelXanf,DorTail_MelXanf,Patch10_MelXanf,Rump_MelXanf,Throat_MelXanf,WingTip_MelXanf
183.73,-67.7306666667,7.97875,-84.7516666666,-12.76575,-114.8935,-53.1915,-54.2551666666,-27.3048333333,-34.397,-89.4502500001
184.11,-51.9775,11.0171666666,-47.175,-5.22608333333,-76.8361666669,-35.3108333333,-34.4633333333,-18.3616666667,-27.401,-72.1045833333
184.49,-65.7893333334,11.11125,-51.7545,-18.27475,-95.6141666668,-50.0,-55.2635,-19.0058333333,-27.1933333333,-89.5468333332
184.87,-109.848333333,13.6364166666,-82.5756666666,-53.9770833334,-146.969833333,-76.8941666665,-90.5303333331,-21.9696666665,-77.2728333335,-135.037791667
185.25,-84.5678333331,27.6235,-56.173,-37.6543333333,-104.321,-51.8518333334,-62.3456666667,-17.5925,-64.5061666665,-111.111166667
185.63,-95.1976666665,31.2145,-54.5196666667,-46.1864166667,-90.3954999999,-45.1978333333,-65.2541666667,-23.7288333334,-70.6213333335,-99.29375
186.01,-76.9953333334,35.5635,-45.7748333333,-32.3941666667,-59.6243333334,-34.0375,-47.6525,-10.5635,-64.0846666665,-81.7489583332
186.39,-95.3431666665,27.4511666666,-55.3921666666,-48.4069166667,-64.2156666666,-43.6273333334,-52.9413333334,-13.7255,-81.6175,-94.3014999998
186.77,-135.374166667,18.8775833333,-70.408,-87.5850833333,-87.4149999998,-68.3675,-88.4355,-36.7344999999,-132.313,-137.245125
187.15,-108.024666666,18.9816666666,-52.469,-60.1854166666,-60.1851666669,-48.4568333333,-65.432,-17.5925,-88.2716666665,-111.651208333
187.53,-124.603333333,23.0158333333,-57.5396666667,-58.1348333334,-53.1744999998,-45.2381666667,-78.5711666669,-9.12683333335,-96.0316666665,-135.119166667
187.91,-209.677666666,-18.2796666667,-103.7635,-122.311583333,-90.3225000002,-86.0215000001,-128.494666667,-46.7740000002,-141.9355,-203.091416667
188.29,-688.333333333,-168.333333333,-433.333333334,-457.5,-361.666666667,-283.333333333,-476.666666667,-203.333333333,-486.666666667,-594.583333333
188.67,-216.049333333,-43.5185833333,-104.320666667,-148.45675,-66.0495,-55.5555,-127.777833333,-51.2346666666,-139.506333334,-145.833375
189.05,-147.807,-50.8773333334,-75.8771666666,-84.4299166667,-24.5613333333,-33.3333333333,-75.4385,-45.1753333334,-69.737,-70.7235
189.43,-285.606,-143.560666667,-143.939333333,-170.075666667,-61.3636666666,-59.091,-163.6365,-87.1213333333,-112.878833333,-104.924458333
189.81,-380.952666667,-223.809416666,-184.523833333,-198.21425,-45.238,8.33316666665,-200.0,-63.0951666667,-82.1426666665,-105.654708333
190.19,-2105.55566666,-1400.00016667,-988.888666665,-1150.00008333,-505.555666665,-177.777666667,-1122.22216667,-727.777833333,-433.333333335,-477.777833333
190.57,6333.33333334,4908.33333334,3166.66666667,3425.0,1850.0,550.000000001,3050.0,2533.33333333,1516.66666666,879.166666667
190.95,1737.5,1400.0,791.666666665,910.416666667,545.833333333,204.166666667,841.666666665,591.666666667,587.5,108.333333333
191.33,455.263166667,388.596166667,242.982666667,287.280916666,184.2105,128.070166667,273.684,199.122833334,261.403333333,76.9737083334
191.71,471.666666667,431.666666666,264.166666667,331.666666666,216.666666666,211.666666667,294.166666667,238.333333333,291.666666666,101.041666667
192.09,542.156666666,511.274416667,330.392,370.098083333,259.804,289.215666666,350.0,281.372833334,327.451,94.8529166669
192.47,860.605999999,795.454666667,539.393833333,593.181833333,401.515166667,537.878666666,575.7575,446.969666666,503.030333333,233.712041666
192.85,376.388833333,349.305666666,231.249666667,256.944416666,177.083333333,263.888833333,281.25,193.75,244.444666666,119.791666666
193.23,304.761666666,299.999833333,191.6665,241.964083334,138.095333333,236.309333334,238.690666667,140.476166667,248.2145,110.863083334
193.61,561.5385,592.948666667,298.718166666,462.179666666,198.717833333,462.8205,457.692333334,266.666666667,446.154,149.038416666
193.99,564.285833333,595.238083333,252.380833334,497.619083334,214.285833333,484.523833334,465.476333333,351.190666667,463.095333333,138.6905
194.37,375.0,418.333333333,147.5,338.333333334,155.0,333.333333334,324.166666666,236.666666667,372.5,106.458333333
194.75,791.666666665,908.333333334,118.75,617.708333333,204.166666667,689.583333333,668.75,468.75,777.083333333,75.0000000002
195.13,2825.0,3283.33333334,324.999999999,2041.66666666,450.0,2591.66666666,2341.66666667,1833.33333333,2625.0,43.75
195.51,-501.851833333,-522.222333333,46.2963333334,-364.814916667,20.3703333334,-407.4075,-392.592833334,-357.407333333,-344.444666666,84.7220416667
195.89,-318.75,-290.104166667,41.6666666667,-261.979166667,1.0416666667,-198.958333333,-263.541666666,-240.625,-213.541666667,52.0833333333
196.27,-242.5,-200.0,105.833333333,-168.75,44.1666666667,-99.1666666667,-190.0,-160.0,-120.0,59.375
196.65,-126.344,-116.397666667,109.677666666,-69.355,53.226,-40.8603333333,-82.258,-98.9246666669,-41.3975,94.3549166665
197.03,-108.75,-100.208333333,65.0,-52.0833333333,32.5,-39.1666666667,-68.3333333333,-95.0,-19.1666666666,72.3958333333
197.40,-64.8485,-47.72725,62.1211666666,-10.4546666667,43.0303333334,-6.0605,-40.606,-66.0606666667,20.9091666667,65.83325
197.78,-120.940166667,-102.777916667,51.2823333333,-38.4616666667,28.2051666666,-31.624,-79.9146666667,-113.247833333,-0.8545,71.0469999999
198.16,-120.0855,-93.58975,56.4101666666,-42.94875,24.359,-34.1881666666,-80.3416666667,-100.427333333,-2.99116666667,78.2050833335
198.54,-137.3875,-119.369333333,37.838,-90.09,14.4143333333,-47.7476666667,-100.901,-121.171,0.450333333335,85.5854583332
198.92,-273.016,-236.904583333,14.2858333333,-246.031666667,-15.8731666665,-104.761666667,-223.8095,-245.238,-50.7938333333,114.6825
199.30,-700.000166667,-663.888916666,-16.667,-724.999916666,-125.925833334,-292.592666667,-609.259333333,-624.074166667,-166.666833333,155.555458333
199.68,1340.0,1461.66666666,130.0,1471.66666667,380.0,736.666666666,1260.0,1333.33333333,656.666666667,-130.833333334
200.06,1722.22216666,2194.44433334,-100.000166667,1874.99983333,477.777666667,1022.22233334,1600.0,1855.5555,794.444166666,-580.555541665
200.44,1270.83333333,1856.25,141.666666666,1579.16666667,462.5,850.000000001,1120.83333334,1479.16666666,787.5,-318.75
200.82,416.6665,522.777833333,99.9998333334,486.666916666,128.888833334,239.999833333,347.7775,423.3335,208.888666667,-6.1112083335
201.19,289.855166666,380.435083334,81.1593333335,361.594,89.1301666665,176.811666667,233.333333333,268.116166667,165.942166667,12.31875
201.57,162.056833333,213.120666667,52.4825,201.241083334,77.6595000002,107.446666667,130.851,142.553166667,104.610333333,18.0851666667
201.95,173.333166667,252.142666667,26.6665,240.71425,79.0478333333,131.428666667,151.428833333,154.285666666,106.667,8.928625
202.33,189.285833333,326.785666666,27.9761666667,298.809666666,78.5714999999,157.738,170.833333333,161.904833333,121.428333334,26.6367083331
202.71,140.540666667,238.738666667,8.10783333335,201.576666666,70.7206666668,128.378166666,131.081333333,118.4685,57.2073333334,37.0496666665
203.09,157.692333333,327.884666667,4.48716666665,268.910333334,92.9486666667,182.0515,183.9745,177.564333333,46.795,58.8140416669
203.47,129.629666667,301.2345,-11.7285,229.012,74.6915000002,169.753333333,154.938166667,164.197333333,40.7408333333,52.7779166665
203.85,144.4445,386.111166667,-68.5183333334,294.907416667,100.926,212.963,191.666833333,174.074166667,-2.7778333335,20.3701666665
204.22,94.4443333332,228.009333334,-15.278,187.268583333,74.0739999999,127.777833333,130.5555,108.796333333,24.0738333334,44.5600833332
204.60,74.6666666667,161.833333333,-4.0,141.166666666,55.3333333333,103.333333334,111.666666666,87.0000000001,16.3333333334,34.9166666667
204.98,45.8335,151.923,-25.9616666667,122.435833333,50.9615,90.7051666665,98.7180000001,77.2436666669,24.6795,17.86875
205.36,26.6025,113.301166667,-48.718,91.9873333333,35.2563333333,65.0641666666,83.654,68.5894999998,5.449,-13.54175
205.74,31.25,130.555416667,-51.3886666666,103.125,35.7638333334,78.8195,97.9166666669,63.8886666667,0.34733333335,-9.80908333335
206.12,43.9151666667,110.582166667,-13.4923333333,105.555583333,48.6773333333,79.894,90.4761666668,57.6720000002,21.6931666667,10.6482916666
206.50,50.0,87.5926666666,12.037,91.29625,54.6293333333,73.5185,78.5185,63.1480000001,31.4815,25.000125
206.87,50.0,90.6249166666,22.1591666667,97.5379166667,57.5758333334,73.8638333333,81.2498333334,70.4546666666,42.6138333333,29.640125
207.25,49.3466666667,81.4541666666,27.451,89.2975833333,54.2481666667,64.5425,73.5295,58.987,40.0325,29.4525
207.63,51.3605,85.7994166666,39.6256666666,98.0441666666,62.9251666667,69.7278333333,77.721,59.3536666666,39.1155,28.7415833333
208.01,54.2553333333,92.9079166667,46.986,103.014083333,63.4753333334,77.6595,86.8793333333,58.5106666667,41.3118333334,35.6825
208.39,55.9525,89.58325,46.23,103.76975,59.3253333334,79.1666666667,85.3175,56.1508333333,39.6825,37.0040416667
208.77,49.3151666667,84.9314166666,40.1826666667,113.92675,61.1873333333,78.7671666667,90.8674999998,47.2603333333,42.6941666666,35.44525
209.14,47.3333333333,78.4446666666,40.2221666667,113.000166667,60.2225,80.8888333333,88.2223333333,42.6665,32.0,35.7221666667
209.52,55.4111666667,95.2379166666,48.4846666666,124.7835,73.593,87.8788333334,97.8355000002,51.2988333333,44.3721666667,58.9284166667
209.90,46.0786666667,91.5440833334,45.8331666667,127.3285,72.5488333333,88.7255,102.205833333,55.3921666667,47.0588333334,55.6372916667
210.28,40.8333333333,93.3335,31.9445,135.833416666,73.6111666667,86.6664999999,103.611166667,60.8333333333,38.0555,55.972125
210.66,30.7188333333,110.94775,22.5491666666,145.91475,73.5293333333,94.4446666668,118.954166667,53.2679999998,43.791,54.166625
211.03,15.6463333333,101.0205,-5.4421666667,135.034,63.9455,88.4355000002,109.523666666,38.0951666667,26.8706666667,34.35375
211.41,13.988,103.72025,-9.52366666665,123.809416667,54.4641666667,96.7261666668,105.0595,35.1191666667,17.5595,34.82125
211.79,4.49716666665,82.40725,-22.7515,108.73,37.3013333334,78.3068333331,87.8306666667,25.9258333333,9.52366666667,33.0689583333
212.17,11.2403333333,69.08925,-11.6281666667,89.8255833333,37.5968333334,64.1471666667,72.8681666667,31.0078333333,15.8918333333,36.385875
212.55,16.6665,66.2460833334,3.7038333333,88.889,42.9293333334,66.1615,70.707,28.7876666666,25.9261666667,39.1415416666
212.92,24.0566666666,71.1479166666,14.6228333333,91.7450833334,45.5975,73.2705,67.61,37.4213333333,26.7293333333,45.3222083333
213.30,28.459,69.5755,20.4401666667,94.7326666667,52.2011666667,73.8995,71.5408333333,38.2075,25.6288333334,47.5234166667
213.68,25.9801666667,63.4804166667,22.8756666667,92.3200833333,48.2025,74.3461666666,66.6668333333,30.3921666667,21.405,41.8708333333
214.06,36.3635,67.76875,36.3635,93.2506666667,60.1926666666,78.9256666666,71.6253333333,41.1845,34.5731666666,50.5163333334
214.44,29.6295,63.60425,37.4645,81.4104166667,53.2763333333,69.6581666667,69.0883333333,34.1881666667,34.0455,44.9429583333
214.81,23.889,52.6388333334,33.3331666667,71.1805,47.6388333333,63.1945,59.8611666667,32.0831666667,27.0833333334,38.4029583333
215.19,27.6758333333,56.03975,42.8135,81.65125,51.2233333333,72.9358333333,70.6423333333,37.0031666667,37.156,49.2355833334
215.57,25.7751666667,60.94975,46.5116666667,93.1203333334,63.1781666667,78.8758333333,81.783,39.9225,56.008,57.413
215.95,34.0476666667,77.5000833334,52.6191666667,111.4285,79.0476666669,94.0476666667,98.8094999999,51.4285,68.0953333333,71.3097083331
216.32,36.9565,85.3866666665,61.1113333333,108.8165,76.5701666666,89.1305,97.8261666667,52.8985,64.251,65.157125
216.70,25.683,99.8634166665,50.5465,108.743333334,77.3221666667,89.8906666666,110.929,63.9345,57.3773333333,63.0464166667
217.08,10.3865,83.2125833334,36.9565,74.87925,64.2511666666,68.3576666667,91.5458333335,39.6135,41.304,48.1280833333
217.46,17.1496666667,95.5314166665,45.8936666667,78.0193333334,67.8743333333,82.8501666667,102.415666667,45.169,60.8695,65.0965416666
217.83,23.3765,102.922083334,54.1126666667,92.6406666667,76.8398333334,83.55,112.121166667,61.6883333333,65.368,79.4372916667
218.21,18.919,96.8469166667,39.8648333334,87.5,61.937,69.3693333333,105.180166666,51.8016666667,54.2791666666,78.9976666666
218.59,31.2756666666,103.29225,44.6501666667,98.1480833335,74.8971666666,78.601,105.967,60.4936666667,60.9053333334,86.4712916667
218.97,37.443,105.936166667,50.0001666667,107.990916666,87.6711666667,88.5845,122.3745,66.4386666666,66.6665,100.685
219.34,34.8888333333,102.555333333,43.3333333333,93.5555,78.0001666667,77.7778333333,104.444333333,51.1111666666,42.4445,91.8333333333
219.72,38.2155,79.37725,46.4648333333,76.09425,65.6566666666,68.0133333333,81.9864999998,49.3265,29.6295,78.6195416667
220.10,38.7851666667,79.5950833334,49.0656666667,67.1339166667,66.1993333333,67.2896666667,81.9315000001,47.975,33.4891666667,76.12925
220.47,43.5,86.3333333333,52.0,77.9166666667,82.3333333333,77.6666666667,85.6666666669,57.8333333333,47.0,86.0833333333
220.85,44.253,71.6953333333,51.4366666666,75.07175,79.8851666667,69.6838333334,72.414,52.8735,45.977,78.7357083333
221.23,47.0946666666,72.4006666666,49.8471666666,80.7338333333,85.474,70.3365,69.8776666667,57.0336666667,55.6578333333,81.6895833333
221.61,47.4356666667,68.5898333334,45.4213333333,79.2125833333,86.9965,68.315,59.8901666667,55.6778333333,49.817,73.80975
221.98,46.0903333334,59.6708333334,34.3623333334,63.8886666666,83.3333333333,72.6336666667,42.181,44.2386666667,38.6828333334,64.3518333333
222.36,47.9728333333,59.7974166667,38.5135,62.38725,89.4145,83.7836666667,40.7656666667,46.3963333333,43.2431666666,65.990875
222.74,43.1373333333,49.87775,41.6668333333,59.80375,84.0685,83.0881666666,42.6468333333,49.7548333333,34.5588333334,68.9950416666
223.11,43.21,55.76125,47.7368333333,51.2345833334,73.251,73.4566666666,39.0946666666,45.679,35.3908333334,63.5802916666
223.49,50.196,58.6274166666,50.9801666667,56.4704166666,76.8628333333,74.902,46.4703333333,50.7841666667,43.5295,61.1764583333
223.87,45.4545,64.0694166666,45.671,52.273,82.4673333333,75.1081666666,47.8356666667,48.7013333333,45.0213333334,58.3331666667
224.24,42.7631666666,56.7980833334,43.4211666666,52.9605833334,76.9735,74.123,43.2016666667,52.193,43.4206666666,54.714875
224.62,35.498,45.5629166666,45.8876666666,41.0171666666,61.6883333334,66.0175,43.723,41.775,29.87,50.487125
225.00,45.3125,53.9061666667,56.2498333333,41.66675,64.0625,78.9063333333,52.3438333333,38.802,16.4063333333,53.3853333333
225.38,44.6008333334,52.8168333333,60.0938333333,45.54,59.859,74.413,59.6243333333,34.2721666667,14.7888333333,50.410625
225.75,43.75,52.7243333334,54.9678333334,51.1219166666,60.4168333333,68.2691666666,62.9808333333,38.782,30.7691666667,57.0514166666
226.13,40.7591666667,55.8580833334,56.9305,54.8680833334,61.881,68.1516666667,69.472,41.9143333334,38.449,57.3844583333
226.51,33.1598333334,51.4755833334,55.5553333333,57.8125,59.0276666666,61.8055,63.368,42.5346666666,30.7291666667,48.6978333334
226.88,33.179,54.6295833333,48.1481666667,51.7746666666,52.1606666667,62.8086666666,55.4015,39.0431666667,30.4011666666,43.2100416667
227.26,24.8226666667,47.42925,31.2056666666,42.9076666667,49.2908333333,59.0425,51.7731666666,26.5958333334,16.6665,34.9734166666
227.64,21.922,38.964,34.8346666667,39.5645,54.6545,55.4055,50.1503333333,28.979,23.8738333333,37.38725
228.01,21.8486666667,30.322,31.6526666666,35.5043333333,48.0391666666,49.5798333334,47.619,23.9496666667,25.21,34.55875
228.39,19.8966666666,24.4186666667,25.8398333334,31.912,44.703,42.5065,44.1861666667,16.6666666667,18.217,31.46
228.76,13.8175,18.6609166666,14.8145,26.7094166667,40.456,39.8861666666,35.7551666666,9.97149999998,8.97433333335,28.4900416667
229.14,5.84050000002,11.4670833334,15.0996666667,22.79225,33.0485,38.3191666666,30.4843333333,6.8375,12.1083333334,28.2763333333
229.52,6.85483333333,8.40033333335,12.6346666667,20.63175,27.0163333333,37.5001666667,33.0645,10.6183333333,10.215,28.125
229.89,4.58316666668,3.68058333335,10.1388333334,20.6945,18.4721666667,31.3888333333,31.6666666666,7.77766666666,1.6665,24.0625
230.27,11.3015,8.56158333335,13.4703333333,23.2876666667,24.7716666666,32.4201666667,35.8445,11.0731666667,10.7306666666,26.141375
230.65,19.3725,10.6059166666,17.4245,23.2144166666,28.5713333333,33.3335,40.476,12.7705,14.7185,29.7620416667
231.02,14.68,3.31116666666,13.245,21.8541666667,24.2826666667,25.3865,35.9825,3.532,13.466,25.2209166666
231.40,24.6125,16.5215833334,29.4573333334,36.09475,35.1745,34.3991666667,44.9611666667,17.1513333333,30.5233333333,33.5270416666
231.78,24.7535,17.8008333333,25.148,33.7276666666,27.515,34.0236666667,40.0395,14.2013333333,27.0216666666,30.3255416667
232.15,21.7136666667,13.7324166666,21.7135,35.0353333333,21.1266666666,32.7465,36.2675,6.69016666665,19.0145,26.5845
232.53,13.7403333333,5.089,16.5395,27.608,13.3588333333,29.5166666667,30.28,-2.799,9.54183333335,15.2354583333
232.90,16.3193333334,7.34933333334,16.8983333334,30.9028333333,16.2036666667,31.8288333334,30.7871666667,-2.199,11.4585,16.435125
233.28,18.2491666666,13.2384166667,12.975,31.1708333334,19.9366666666,29.8521666666,33.9665,3.059,11.9196666667,19.8315416667
233.66,17.7536666666,12.6209166667,13.6475,26.872,22.343,27.6566666667,28.14,-7.48783333335,8.81616666665,16.8780416667
234.03,12.9498333333,8.75316666665,7.434,17.0865833333,18.8248333333,21.9426666667,19.0646666666,-13.5491666667,8.15366666665,8.78295833335
234.41,13.5803333333,6.48141666665,9.01233333334,13.7035,12.8396666667,20.1233333333,12.3456666667,-17.0371666667,4.56766666666,7.43829166665
234.78,11.4445,8.49991666665,9.33333333334,10.1110833334,11.4445,23.7776666666,10.3333333333,-17.2223333333,6.11116666666,9.77770833335
235.16,13.9073333333,7.89191666665,11.3685,8.16791666665,12.6931666667,26.3796666667,10.265,-15.6733333333,3.4215,8.71945833335
235.54,8.97466666668,3.3215,1.86483333333,1.45683333335,3.49666666666,22.3776666667,-1.049,-24.4756666667,-6.87633333335,5.68174999999
235.91,5.74716666667,-1.89666666667,2.18416666665,0.74716666665,2.29883333333,21.7241666667,-1.724,-25.4025,-8.6205,5.28720833335
236.29,14.2425,2.32325,9.49466666668,4.14141666665,11.2121666666,25.3536666667,3.7375,-16.5656666667,-2.22233333335,13.3839583333
236.66,19.5568333333,6.214,12.1388333334,10.5008333334,15.029,27.4565,8.28533333335,-11.0788333333,5.58766666667,19.2920416667
237.04,16.9698333333,5.50491666665,10.7073333333,5.90925,13.2323333334,23.2325,7.47466666665,-8.98999999999,6.06083333335,18.5857916666
237.41,14.8028333333,-1.59008333333,8.443,2.57658333333,12.9386666667,20.5043333334,-1.53533333333,-13.7061666667,3.07,16.0087916667
237.79,17.3295,2.84091666665,12.879,11.5058333334,16.0038333334,24.7161666666,5.7765,-2.27266666669,7.86,20.6911666667
238.17,17.2585,1.42991666665,13.9051666667,12.8204166667,18.3433333333,26.2326666666,5.32549999999,-0.394666666685,8.18566666665,21.030625
238.54,17.5,1.5625,14.4791666667,13.3854166667,22.2916666667,26.6666666666,7.39583333332,-2.81249999999,6.45833333335,22.7864583333
238.92,11.4033333334,-4.60525,6.90783333335,11.2938333333,18.5306666667,18.3115,1.09633333334,-5.81133333333,-1.64466666665,15.8442083334
239.29,14.1716666667,1.69691666665,10.08,15.6686666667,21.7565,20.7583333334,5.28966666669,1.1975,6.08766666666,17.365
239.67,9.1955,-1.72425,9.48249999998,13.50575,19.4445,16.0921666666,5.74700000002,0.862,2.7775,14.22425
240.04,6.89366666669,-2.44325,5.41016666667,10.253,15.6195,12.4781666667,3.49033333334,0.5235,0.5235,10.7547083333
240.42,4.51383333333,0.104083333335,3.95816666667,11.25,12.2223333333,11.9445,5.41683333333,2.9165,2.43033333333,9.40979166668
240.79,4.9255,1.31733333334,4.9255,9.90808333334,11.1683333334,11.3973333333,4.41016666666,3.78,3.09316666667,8.63383333331
241.17,8.18966666665,2.63416666667,5.89083333333,9.9855,9.86600000001,12.5958333333,5.795,2.586,4.69316666667,7.81858333333
241.54,10.6616666667,5.6575,9.68133333331,11.928,9.10933333333,14.7875,8.374,4.04416666667,7.598,9.41591666665
241.92,9.8335,6.34491666667,9.03816666667,11.0086666667,8.74916666667,15.8711666667,7.95366666666,4.62766666667,7.73666666667,9.29137499998
242.29,10.1531666666,7.63108333333,9.92966666665,11.76575,8.78033333334,16.6028333333,9.89766666668,6.1305,7.50316666666,11.6778333333
242.67,9.186,7.70508333333,8.28816666665,12.22325,7.39083333333,16.6666666666,9.57499999998,6.91183333334,6.6725,11.0189583333
243.05,11.0555,9.9165,10.5835,13.6109166666,9.27766666666,18.1941666666,11.0276666667,8.13883333334,9.611,12.7223333333
243.42,11.8485,10.04475,10.5845,13.1518333333,9.63666666667,18.0095,11.0583333333,8.18833333334,9.163,13.3359166667
243.80,12.0161666667,9.69083333335,9.22566666669,12.3301666667,8.9745,17.4208333334,10.6333333333,7.7175,8.72333333333,12.9272083334
244.17,13.9176666667,12.0274166667,11.7821666666,14.46975,10.7758333333,19.023,13.0091666666,9.13116666666,10.6775,15.022
244.55,13.4165,12.3410833333,11.559,13.78325,10.1906666666,18.3041666666,12.1211666667,8.21133333334,10.1416666667,13.9420833333
244.92,12.6363333333,12.0080833334,11.5458333334,12.6956666666,10.2181666666,18.0416666667,12.3518333333,7.77633333333,9.7675,14.2309166666
245.30,11.478,11.0511666666,11.3206666667,11.73625,10.5795,17.7898333333,11.5903333333,7.86183333334,8.71483333334,14.5156666666
245.67,10.3441666667,10.61375,9.59783333334,10.427,10.3025,16.3556666667,10.9661666667,7.44183333333,7.52483333333,13.4690416666
246.05,10.6651666667,10.3689166667,9.09783333332,9.60441666665,10.1683333333,15.386,10.9136666667,6.88083333335,7.722,13.4319166667
246.42,9.23533333331,8.45066666667,7.4315,7.57566666667,8.712,14.1053333333,8.56766666668,4.762,6.25883333333,11.7426666667
246.79,8.73949999999,7.39116666666,7.03366666666,6.782,7.86216666666,12.8983333333,7.95983333335,4.256,5.45783333333,11.663375
247.17,8.55116666667,6.8455,6.19166666667,6.27458333334,6.763,13.1198333333,7.51433333333,4.04283333333,4.43366666667,11.7673333333
247.54,8.14766666666,6.57125,6.10716666667,6.43566666666,6.9635,13.0423333333,7.76233333334,4.50916666667,4.29533333333,11.7827083333
247.92,8.7505,7.014,7.24633333334,7.178,8.03933333333,13.9458333334,8.27166666667,5.01783333333,5.22266666667,12.3154583333
248.29,7.58916666666,6.20258333334,6.20966666667,6.09441666666,7.50816666666,13.2033333333,7.481,4.41033333333,4.76166666666,11.8440833333
248.67,7.18333333333,5.03916666667,5.84416666667,5.53958333333,7.04816666667,12.9601666667,6.96716666666,4.5185,4.13933333334,11.8812083333
249.04,8.15633333333,5.7465,6.182,7.05341666667,7.54383333333,14.0795,7.5845,5.46016666666,4.94266666666,12.68725
249.42,7.9425,5.39916666666,5.712,7.01916666666,7.0615,14.1656666667,7.21783333334,5.0725,3.89333333334,12.3828333333
249.79,7.94283333333,4.86483333333,5.61566666666,6.68916666667,6.65166666666,13.904,6.997,4.75966666666,2.98783333333,12.3649583333
250.17,7.5975,4.43866666667,5.11833333334,6.63775,6.51,13.4836666666,6.62183333333,4.6385,2.351,12.2319166667
250.54,8.7205,5.79125,5.87566666666,7.803,7.35683333334,14.377,7.99666666666,5.8755,2.72716666667,13.480625
250.92,8.99933333333,6.38966666666,6.33516666666,7.95525,7.90133333333,14.9028333333,8.02733333333,6.60533333334,3.56383333333,13.737375
251.29,7.41983333333,5.26375,6.17733333333,7.74025,7.94716666665,13.446,7.42,6.1395,2.78716666667,12.0902916666
251.66,5.19483333333,3.14841666666,4.54516666667,5.53933333333,6.277,11.7273333333,4.89966666667,3.6205,1.18083333334,10.3698333333
252.04,2.98583333334,0.8385,3.04716666666,4.04908333334,3.80383333333,10.0,3.19016666667,2.41316666667,-1.26766666666,9.08991666667
252.41,4.9045,1.56683333333,4.253,5.29108333334,4.70083333333,10.2565,4.02916666667,3.1745,-0.814166666665,9.31516666667
252.79,6.812,4.44375,6.2475,7.21483333334,6.7715,11.9508333333,6.73116666667,4.67566666667,1.53166666666,10.736625
253.16,6.28833333334,4.60933333333,6.65433333333,5.6065,6.51199999999,10.6023333333,5.82016666667,4.13133333333,1.099,9.463125
253.54,5.91866666667,4.71666666667,6.72016666667,5.68233333334,5.81566666667,9.8645,5.8365,4.27466666666,1.25366666667,9.17045833333
253.91,4.516,3.75275,5.93533333334,4.49458333334,4.9245,9.22566666665,4.86016666667,3.37616666667,0.408333333335,8.4355
254.28,4.48566666666,4.16658333333,6.992,4.55158333333,4.6395,10.51,5.54083333333,3.62783333333,1.12116666666,8.87745833333
254.66,5.45216666667,4.21083333333,8.64349999998,5.57383333334,5.38566666666,10.7936666667,5.91733333333,4.10016666667,2.32683333333,8.72120833333
255.03,5.897,4.10958333334,8.97066666667,6.58025,5.91983333334,10.9743333333,6.01083333334,3.757,1.57083333333,8.44716666667
255.41,7.494,4.91725,8.98333333332,7.57708333334,6.45383333333,11.3003333333,6.83216666666,3.59333333333,2.36366666666,9.47391666667
255.78,10.939,8.38041666667,12.277,11.5844166667,8.77933333333,14.0845,10.1406666667,5.8685,4.83566666667,12.35325
256.15,12.3268333333,9.59141666667,12.9271666667,12.165,9.57983333331,15.0508333333,11.4958333333,6.34816666666,6.32516666666,13.1464166667
