wavelength,Back_MelXanf,Belly_MelXanf,Breast_MelXanf,Crissum_MelXanf,Crown_MelXanf,DorTail_MelXanf,Patch10_MelXanf,Rump_MelXanf,Throat_MelXanf,WingTip_MelXanf
378.71,6.2705,15.6233333334,9.30000000002,15.4930833334,5.1395,8.98616666668,8.076,6.8195,9.9585,10.1156666667
379.07,6.38233333333,15.8004166666,9.52533333332,15.6744166666,5.18383333334,9.07500000001,8.16916666666,6.91433333333,10.1043333333,10.2500416667
379.44,6.32066666667,15.6815,9.52116666666,15.6698333334,5.12683333333,9.00366666668,8.04666666667,6.8275,10.0223333333,10.1649166667
379.80,6.3295,15.7008333334,9.43083333335,15.7271666666,5.1615,9.10766666665,8.0285,6.824,9.9855,10.201625
380.16,6.411,15.90775,9.50833333335,15.8915,5.21433333333,9.25016666666,8.07333333334,6.91483333333,10.0696666667,10.2200416666
380.52,6.26066666666,15.7134166666,9.35883333333,15.8593333334,5.07133333333,9.08499999998,7.94966666666,6.79083333333,9.7895,10.0486666667
380.88,6.29316666666,15.6684166666,9.25183333333,15.97075,5.08116666667,9.06450000002,7.92266666667,6.7165,9.738,10.0195833333
381.24,6.31783333333,15.7749166667,9.2385,16.0196666667,5.06983333333,9.02799999998,7.91183333333,6.71033333333,9.85816666666,9.92445833332
381.61,6.47716666667,15.79,9.33183333334,16.1416666666,5.15316666667,9.05966666669,8.033,6.781,10.0286666667,10.0524583333
381.97,6.43316666667,15.8099166667,9.34516666667,16.1956666666,5.142,9.08866666665,8.01933333334,6.8555,10.218,10.072
382.33,6.5125,15.7331666666,9.265,16.2529166667,5.13383333333,9.11416666669,8.00616666667,6.88416666666,10.2435,10.0835833333
382.69,6.55916666666,15.6943333334,9.29883333334,16.27,5.15566666667,9.12350000001,8.094,6.91966666666,10.2858333334,10.0797916666
383.05,6.36133333333,15.5050833334,9.15216666666,16.1555,5.0705,8.91816666666,8.00383333333,6.79766666667,10.204,9.932625
383.41,6.3485,15.51925,9.1905,16.20725,5.1175,8.83266666667,8.03833333333,6.8025,10.2466666667,9.94854166666
383.77,6.37616666667,15.6473333333,9.32933333334,16.227,5.12016666666,8.80916666666,8.10566666666,6.79666666667,10.3821666667,9.93462500002
384.14,6.31566666667,15.5154166667,9.2965,16.161,5.09883333333,8.72766666666,8.07966666667,6.70933333333,10.3981666666,9.93212500002
384.50,6.257,15.4831666666,9.25966666667,16.1000833333,5.03216666667,8.65666666667,8.00833333334,6.7125,10.3736666666,9.85845833335
384.86,6.292,15.6229166666,9.32916666667,16.1690833333,5.04283333334,8.634,8.12133333333,6.82466666666,10.463,9.90295833334
385.22,6.308,15.5861666666,9.4155,16.2671666666,5.123,8.67316666667,8.17383333334,6.917,10.3841666666,10.0077916667
385.58,6.22583333333,15.5745,9.384,16.2283333334,5.08066666666,8.663,8.13216666667,6.91033333333,10.2186666666,9.95958333334
385.94,6.312,15.6313333333,9.4045,16.2848333334,5.088,8.64116666667,8.1395,6.86483333333,10.1396666667,9.96987499998
386.30,6.2685,15.6495833333,9.41916666666,16.3049166667,5.08183333334,8.54116666666,8.11816666666,6.813,10.129,9.93225
386.66,6.28866666667,15.6785,9.43816666667,16.3621666666,5.07833333333,8.53516666667,8.084,6.80166666667,10.1436666667,9.96779166667
387.03,6.44333333333,15.8876666666,9.55383333332,16.4975,5.21266666667,8.68933333334,8.17533333334,6.86733333333,10.2163333334,10.0563333333
387.39,6.4785,15.9981666667,9.55700000002,16.55225,5.19933333333,8.778,8.19966666666,6.94033333333,10.2036666667,10.121125
387.75,6.544,15.99825,9.58050000002,16.6773333333,5.25666666666,8.77833333333,8.27466666667,7.0225,10.2215,10.2182916667
388.11,6.561,16.1276666667,9.59033333333,16.7468333334,5.2705,8.787,8.33183333333,7.07533333334,10.2421666667,10.202875
388.47,6.669,16.3151666667,9.66700000002,16.9375,5.34683333334,8.89799999999,8.48166666666,7.147,10.3546666667,10.3328333333
388.83,6.56133333333,16.253,9.62666666669,16.9364166667,5.30883333334,8.83550000002,8.402,7.0805,10.3116666666,10.2208333334
389.19,6.591,16.3125,9.62200000001,17.0229166666,5.27933333333,8.84200000002,8.44666666667,7.06683333333,10.3358333333,10.227375
389.55,6.71533333333,16.5140833334,9.73383333333,17.2115,5.421,8.93599999999,8.566,7.17633333334,10.529,10.3250416667
389.91,6.67883333333,16.5678333334,9.7725,17.3056666666,5.45083333333,8.94116666666,8.65416666667,7.22016666666,10.5305,10.377
390.27,6.66766666667,16.6378333333,9.8025,17.39775,5.47683333333,8.98683333331,8.72383333333,7.2765,10.5651666667,10.4709166666
390.63,6.6775,16.6718333334,9.77100000002,17.4529166667,5.52466666667,9.01316666668,8.8055,7.31616666667,10.5915,10.4704583333
391.00,6.61016666667,16.6813333334,9.78016666669,17.4941666667,5.5,9.0265,8.8625,7.40516666667,10.653,10.5297916667
391.36,6.5915,16.6290833333,9.80249999999,17.52725,5.49233333333,8.94800000001,8.89583333333,7.3505,10.7223333334,10.4642916667
391.72,6.54,16.6384166667,9.77450000001,17.5345833333,5.44883333334,8.90849999999,8.86833333334,7.3045,10.6781666667,10.4347916667
392.08,6.64566666666,16.66675,9.90850000001,17.6904166667,5.55666666667,8.9715,8.96183333334,7.37716666666,10.7575,10.546625
392.44,6.61883333333,16.5925,9.8975,17.6663333333,5.5055,8.88883333334,8.86566666666,7.325,10.6978333334,10.4604166667
392.80,6.65183333334,16.6013333333,9.90816666665,17.66975,5.52433333333,8.89466666665,8.88033333333,7.32683333333,10.7308333334,10.537375
393.16,6.50866666667,16.565,9.76916666665,17.5494166666,5.38766666666,8.73866666667,8.78966666666,7.23133333333,10.6743333333,10.4478333334
393.52,6.41583333333,16.3995,9.69116666665,17.5033333333,5.243,8.63566666666,8.71133333334,7.1115,10.5386666667,10.340375
393.88,6.30233333333,16.3100833334,9.5755,17.4585,5.165,8.56016666667,8.61833333333,7.0035,10.4803333333,10.255
394.24,6.29033333333,16.255,9.583,17.4678333334,5.16033333334,8.52083333334,8.6385,6.96,10.4706666667,10.217625
394.60,6.22466666667,16.20075,9.5965,17.475,5.106,8.42666666667,8.59316666666,6.88316666666,10.4468333333,10.150125
394.96,6.267,16.14125,9.57333333335,17.4975833334,5.05833333333,8.34416666667,8.573,6.79333333334,10.4191666666,10.1094166667
395.32,6.24783333334,16.13975,9.527,17.5111666666,5.0555,8.3405,8.54516666667,6.771,10.3711666666,10.045875
395.68,6.27416666667,16.184,9.52116666666,17.58075,5.0745,8.31933333333,8.57533333333,6.80583333333,10.3915,10.0265833334
396.04,6.20066666667,16.1483333333,9.44566666667,17.5326666667,5.00133333333,8.24133333333,8.5095,6.70566666666,10.335,9.92570833333
396.40,6.13133333333,16.134,9.41983333333,17.5265833333,4.95733333333,8.195,8.5415,6.65216666666,10.3945,9.92820833334
396.76,6.10983333334,16.1440833334,9.436,17.5373333333,4.9475,8.1625,8.52783333333,6.6615,10.3728333334,9.89462499999
397.12,6.12866666666,16.1699166666,9.51433333333,17.5783333334,5.01566666667,8.13716666667,8.52333333333,6.65433333333,10.3933333334,9.85662500002
397.48,6.24516666666,16.3589166666,9.64466666665,17.7079166667,5.15483333333,8.256,8.6335,6.84316666667,10.5763333334,9.99195833335
397.84,6.293,16.3928333334,9.75766666666,17.88175,5.193,8.25333333333,8.69666666666,6.86866666666,10.6763333334,10.0409166667
398.20,6.328,16.5071666667,9.82716666668,17.9346666667,5.22083333334,8.2585,8.72866666666,6.9415,10.7243333333,10.0639166666
398.56,6.41966666666,16.5705833334,9.87816666669,18.0076666666,5.29183333333,8.29266666666,8.7865,7.01233333334,10.8023333333,10.1455
398.92,6.40283333333,16.5956666667,9.89066666665,18.1155833334,5.30983333333,8.29916666667,8.7855,7.02683333334,10.8146666666,10.1008333333
399.28,6.5175,16.6475,9.98500000001,18.2305,5.3865,8.30583333334,8.87666666666,7.1185,10.907,10.2224166667
399.64,6.50166666667,16.6539166667,10.0093333333,18.271,5.40716666667,8.29366666667,8.89883333333,7.083,10.8991666667,10.2129583334
400.00,6.579,16.7743333334,10.1075,18.4155833333,5.42033333333,8.3345,8.98783333334,7.16466666667,10.9525,10.2904583333
400.36,6.78733333333,16.9233333334,10.2093333333,18.6515833334,5.589,8.5095,9.159,7.33183333334,11.075,10.4360833334
400.72,6.842,16.9718333333,10.1976666667,18.7536666666,5.641,8.52166666667,9.257,7.3535,11.1098333334,10.4865833333
401.08,6.90466666667,17.0814166667,10.228,18.9089166667,5.70833333334,8.62133333334,9.34533333333,7.43933333333,11.1896666666,10.5767916666
401.44,6.85933333333,17.0678333334,10.1996666666,18.9678333334,5.70016666667,8.58766666666,9.35033333333,7.40466666667,11.1491666667,10.5295
401.80,6.928,17.156,10.1541666666,18.9815833333,5.737,8.6175,9.41166666666,7.44783333333,11.1491666667,10.5491666667
402.16,6.93966666666,17.2219166666,10.1338333334,19.0798333334,5.74133333333,8.62566666667,9.43916666666,7.42516666666,11.2236666667,10.5604583333
402.52,6.89966666667,17.2819166666,10.0823333333,19.1483333333,5.70216666666,8.5795,9.412,7.37083333333,11.2163333334,10.5355416667
402.88,6.96266666667,17.35775,10.098,19.2335,5.75716666667,8.6605,9.5505,7.44616666667,11.2306666667,10.656625
403.24,6.89566666666,17.34375,10.0798333333,19.18,5.7025,8.6465,9.5435,7.3805,11.2353333333,10.6429583334
403.60,6.84933333333,17.3114166666,10.035,19.2138333333,5.659,8.6325,9.52566666667,7.391,11.2273333333,10.6220833333
403.95,6.82816666667,17.3365833333,10.004,19.237,5.65133333333,8.59,9.55266666667,7.37116666667,11.282,10.5926666667
404.31,6.72083333333,17.2693333333,9.94433333333,19.1865,5.5315,8.45566666666,9.445,7.2445,11.2125,10.4879166667
404.67,6.66366666666,17.2296666666,9.95400000002,19.2265,5.46383333333,8.41983333333,9.3855,7.17883333333,11.1745,10.4212083334
405.03,6.6695,17.2459166666,9.96699999998,19.25025,5.451,8.42116666667,9.41583333333,7.15766666667,11.167,10.383875
405.39,6.678,17.2901666666,9.97983333331,19.2975,5.44883333334,8.401,9.43133333334,7.14483333333,11.1726666666,10.3949166667
405.75,6.72583333334,17.3720833333,10.0213333334,19.3346666667,5.46133333333,8.389,9.45116666666,7.16533333333,11.211,10.3738333333
406.11,6.71816666666,17.3533333334,10.0221666667,19.3221666666,5.43666666666,8.39133333333,9.43366666667,7.16716666667,11.195,10.35475
406.47,6.778,17.4383333334,10.08,19.3579166666,5.48766666667,8.46716666666,9.52083333334,7.24766666666,11.2665,10.4228333333
406.83,6.72166666667,17.4361666666,10.0733333333,19.3544166666,5.458,8.39283333334,9.44583333333,7.19566666667,11.2253333334,10.3377083333
407.19,6.752,17.6274166666,10.091,19.4938333334,5.4905,8.42283333333,9.48966666666,7.292,11.296,10.33475
407.55,6.79716666666,17.6971666666,10.1571666666,19.5341666667,5.5185,8.428,9.474,7.28083333333,11.3648333333,10.373375
407.90,6.787,17.6581666667,10.166,19.5466666666,5.52933333333,8.46516666667,9.418,7.29216666667,11.3243333333,10.372625
408.26,6.8325,17.7314166666,10.239,19.684,5.6005,8.52316666667,9.48816666667,7.39383333333,11.384,10.4700416667
408.62,6.91183333334,17.8506666666,10.3346666667,19.7800833333,5.65433333333,8.605,9.5785,7.48383333333,11.487,10.5470416666
408.98,6.98833333333,17.9144166666,10.4196666667,19.91025,5.71416666667,8.65416666667,9.64433333333,7.564,11.594,10.6680416667
409.34,7.05483333333,18.0071666667,10.425,20.0050833334,5.71783333333,8.6835,9.7025,7.62616666667,11.63,10.6915
409.70,7.048,18.0255833333,10.4405,20.07175,5.719,8.7285,9.70116666667,7.63433333334,11.6565,10.7234166666
410.06,7.07783333334,18.0795833334,10.444,20.14125,5.78366666666,8.74516666666,9.76683333333,7.674,11.655,10.74775
410.42,7.01683333333,18.0648333334,10.4585,20.2166666666,5.72866666667,8.67466666667,9.71833333333,7.61933333333,11.5986666667,10.6804166667
410.77,7.10966666666,18.1008333333,10.5298333334,20.3025833334,5.74133333333,8.72216666667,9.7835,7.67766666667,11.6798333334,10.7605
411.13,7.13216666667,18.0186666666,10.5673333333,20.36,5.75683333334,8.73333333334,9.82016666666,7.63983333333,11.6761666667,10.7972083333
411.49,7.151,18.0699166667,10.5861666667,20.4155,5.786,8.77583333333,9.90249999999,7.64916666666,11.7025,10.7756666667
411.85,7.23133333333,18.1780833333,10.5978333333,20.49175,5.8035,8.7515,9.97483333333,7.67183333333,11.7386666667,10.7938333333
412.21,7.26616666666,18.2085,10.594,20.5001666667,5.827,8.7545,10.0118333333,7.68183333333,11.7761666666,10.7348333334
412.57,7.34766666666,18.3273333334,10.6648333333,20.6186666667,5.90133333333,8.80333333333,10.1116666667,7.80033333333,11.8811666666,10.8060833333
412.92,7.32183333334,18.3363333333,10.6221666666,20.6398333334,5.8535,8.765,10.0905,7.777,11.8441666667,10.7297916667
413.28,7.3095,18.3193333334,10.6623333333,20.6724166667,5.8875,8.74016666666,10.0728333333,7.73,11.8986666666,10.7245416667
413.64,7.412,18.3845833334,10.7676666667,20.78725,5.97216666667,8.79916666667,10.181,7.83683333333,11.9993333334,10.8180416667
414.00,7.43483333333,18.3858333333,10.8245,20.8933333334,5.9425,8.81,10.1793333333,7.8475,12.095,10.8277083333
414.36,7.43216666667,18.3749166667,10.7975,20.9135,5.9105,8.799,10.1725,7.85,12.0785,10.7941666667
414.72,7.40933333333,18.4164166667,10.8068333333,20.965,5.92116666667,8.78333333333,10.1916666667,7.8675,12.1628333334,10.7865
415.07,7.407,18.49,10.7901666667,21.0121666666,5.91116666667,8.7905,10.1781666667,7.89183333333,12.1526666666,10.7597916666
415.43,7.471,18.53225,10.8548333333,21.1280833333,5.94166666667,8.81283333333,10.1995,7.9705,12.2305,10.8107083334
415.79,7.37566666667,18.47875,10.8581666666,21.1581666667,5.94516666667,8.81516666667,10.1661666666,7.94283333334,12.2276666667,10.7920416667
416.15,7.3925,18.5215,10.8981666666,21.2271666666,5.97783333333,8.821,10.1816666667,7.96133333334,12.21,10.8684583333
416.51,7.34483333333,18.4655833334,10.8361666667,21.233,5.95916666667,8.81416666667,10.1591666667,7.89783333333,12.1878333333,10.8699166666
416.86,7.3595,18.4974166667,10.9108333334,21.28025,6.0035,8.80966666667,10.1748333333,7.918,12.1993333334,10.8904166667
417.22,7.3555,18.4980833334,10.9083333334,21.2951666666,5.97116666667,8.83683333334,10.168,7.93433333333,12.2045,10.899
417.58,7.3515,18.4820833333,10.8783333333,21.3078333334,5.94366666667,8.82166666666,10.1725,7.88616666666,12.1886666667,10.8889166667
417.94,7.39366666667,18.49675,10.8953333333,21.34825,5.9635,8.84133333334,10.1973333333,7.89816666667,12.1873333334,10.9055416667
418.29,7.4005,18.5509166667,10.934,21.3940833334,5.99066666666,8.863,10.23,7.91416666667,12.2318333334,10.974625
418.65,7.41266666667,18.6056666667,10.9635,21.4103333333,5.99166666666,8.88400000001,10.2493333333,7.91933333333,12.2155,10.97175
419.01,7.43683333333,18.6108333334,11.0095,21.4558333334,6.04516666667,8.90433333335,10.2956666666,7.93383333333,12.2718333333,11.0229166666
419.37,7.42566666667,18.6241666666,11.0148333333,21.472,6.037,8.91283333333,10.3075,7.93116666666,12.2793333333,11.048375
419.73,7.438,18.6243333334,11.0206666667,21.5134166667,6.03433333333,8.89999999999,10.337,7.95783333333,12.3255,11.051875
420.08,7.41666666667,18.59475,11.012,21.50525,5.99533333334,8.85966666669,10.3218333333,7.93983333333,12.3098333333,11.0224166666
420.44,7.41333333334,18.5859166667,11.0243333334,21.5330833333,5.983,8.839,10.2956666666,7.93566666666,12.2908333333,11.0129166666
420.80,7.4045,18.5525833334,10.993,21.5618333334,5.96566666666,8.85249999998,10.3008333333,7.92716666667,12.3215,11.0006666666
421.16,7.406,18.5701666667,11.0283333333,21.6170833334,5.99516666667,8.85783333335,10.3425,7.963,12.3375,11.0204166667
421.51,7.363,18.5449166667,11.0175,21.62225,6.00333333334,8.85883333332,10.325,7.96816666667,12.303,10.991625
421.87,7.3645,18.5981666667,11.0611666667,21.6825,6.02866666666,8.86833333334,10.3431666667,7.99416666667,12.3236666666,10.9971666666
422.23,7.37533333333,18.5636666667,11.0616666666,21.7215833334,6.03466666667,8.87083333333,10.35,8.00816666666,12.3111666666,10.9733333333
422.58,7.384,18.5149166667,11.0388333334,21.75325,6.04033333333,8.86199999999,10.3536666666,8.005,12.3356666666,10.9826666667
422.94,7.408,18.5388333333,11.0538333333,21.8281666666,6.0375,8.87266666667,10.3631666667,8.03883333333,12.3473333334,10.9714166667
423.30,7.41333333334,18.5438333334,11.0676666667,21.8645,6.04616666667,8.85933333335,10.3858333333,8.04983333334,12.3536666666,10.9679583333
423.66,7.44116666666,18.5741666667,11.0873333333,21.8935833334,6.06866666667,8.90316666667,10.4125,8.0555,12.3416666666,10.9916666667
424.01,7.45916666667,18.6120833334,11.1146666666,21.9815833334,6.1005,8.94266666668,10.4533333333,8.07833333333,12.3881666667,11.01
424.37,7.47383333333,18.6325833333,11.1278333334,22.0223333333,6.09783333334,8.9405,10.4905,8.07966666667,12.3998333333,10.9842916666
424.73,7.483,18.6765833334,11.156,22.085,6.10316666667,8.95283333334,10.5166666666,8.1035,12.385,11.0142083334
425.08,7.51883333334,18.7086666667,11.1631666667,22.1476666667,6.11816666666,8.96383333335,10.5581666666,8.10866666667,12.4176666666,11.0372916667
425.44,7.55233333333,18.76475,11.1835,22.2183333333,6.11416666667,8.96649999999,10.6021666666,8.13466666667,12.4536666667,11.0592083333
425.80,7.55233333333,18.7344166666,11.1705,22.2339166666,6.09816666667,8.95716666669,10.6095,8.13033333333,12.4563333333,11.0569583333
426.16,7.58716666667,18.7828333333,11.2021666666,22.309,6.13966666667,8.99683333335,10.673,8.17733333333,12.5295,11.077375
426.51,7.592,18.85725,11.235,22.4205833333,6.1555,9.01449999999,10.7175,8.20083333333,12.5561666667,11.0647083334
426.87,7.542,18.8343333334,11.2308333333,22.41125,6.1205,8.98233333333,10.6835,8.16033333334,12.5468333334,11.023375
427.23,7.54983333334,18.8598333334,11.2398333333,22.4881666667,6.13116666666,9.00783333335,10.7213333333,8.1705,12.5873333333,11.0412916667
427.58,7.5845,18.9514166666,11.3041666667,22.6335833333,6.15416666667,9.01583333332,10.7778333333,8.24033333333,12.6766666667,11.0731666667
427.94,7.615,19.0291666666,11.3521666666,22.74525,6.18383333334,9.05283333335,10.8305,8.308,12.7506666666,11.1130416667
428.30,7.614,19.054,11.3708333333,22.811,6.20766666667,9.07683333333,10.865,8.31583333333,12.8081666666,11.1440833334
428.65,7.63466666666,19.0494166666,11.3946666667,22.8203333333,6.23316666667,9.08650000002,10.8951666667,8.30433333333,12.8011666666,11.1732083334
429.01,7.62133333334,19.0719166667,11.3681666667,22.8609166666,6.20633333333,9.08733333332,10.8651666667,8.2905,12.814,11.180625
429.37,7.647,19.1404166666,11.4353333334,22.958,6.2635,9.10966666665,10.9081666667,8.31383333333,12.9115,11.2287916667
429.72,7.64566666667,19.2334166667,11.4193333333,23.059,6.27516666666,9.12816666669,10.958,8.33683333334,12.9633333334,11.2800833333
430.08,7.651,19.2696666667,11.4246666667,23.125,6.26916666666,9.10933333333,10.9436666666,8.31733333333,12.9856666667,11.3069166667
430.44,7.7095,19.3204166667,11.4961666667,23.21025,6.3215,9.15349999998,10.9806666667,8.35716666667,13.0086666667,11.40675
430.79,7.77666666667,19.3895833334,11.5453333333,23.3365833333,6.38483333334,9.19716666668,11.0666666667,8.42116666667,13.025,11.4775833333
431.15,7.79183333334,19.4319166666,11.5495,23.39425,6.40166666667,9.19016666669,11.0851666667,8.45133333333,13.0173333333,11.4897083333
431.50,7.79183333334,19.4115833334,11.5213333333,23.3898333334,6.3845,9.19816666668,11.0805,8.40433333333,13.0183333334,11.4744583334
431.86,7.80733333333,19.4081666667,11.514,23.3681666666,6.37966666667,9.19433333332,11.0816666667,8.35266666667,12.9931666666,11.465875
432.22,7.8605,19.4873333334,11.556,23.4559166666,6.39833333333,9.20616666667,11.127,8.41816666666,13.0221666667,11.5007083333
432.57,7.92383333333,19.60475,11.5995,23.556,6.425,9.248,11.171,8.49266666667,13.13,11.51975
432.93,7.93366666666,19.6155833334,11.6298333333,23.61325,6.443,9.24533333335,11.1891666667,8.48833333333,13.1198333333,11.4971666666
433.29,7.95016666666,19.6423333333,11.6218333334,23.6391666666,6.44583333333,9.24833333335,11.1948333334,8.50783333334,13.1358333333,11.48825
433.64,7.97416666666,19.64525,11.6751666667,23.69475,6.47366666667,9.26866666669,11.239,8.5435,13.1648333333,11.4905833333
434.00,7.99716666667,19.7280833333,11.7063333333,23.7310833333,6.49783333334,9.29616666667,11.2926666666,8.57666666666,13.2016666667,11.5341666667
434.35,7.98766666666,19.75675,11.7053333333,23.7526666667,6.48366666667,9.2745,11.3058333333,8.58266666666,13.2213333333,11.5415
434.71,7.99866666667,19.8101666667,11.7276666667,23.7835,6.47566666667,9.29266666669,11.3185,8.6015,13.2635,11.5628333333
435.07,7.9975,19.789,11.7471666666,23.8124166667,6.47533333333,9.30583333332,11.3238333333,8.6015,13.2641666667,11.5417916666
435.42,7.99783333333,19.81,11.7661666667,23.8663333333,6.501,9.29583333331,11.3563333334,8.63183333334,13.2741666667,11.5664583333
435.78,7.974,19.8245,11.7818333334,23.9376666667,6.4875,9.28999999998,11.3756666666,8.65883333333,13.3186666666,11.5532916667
436.13,7.94816666667,19.806,11.7735,23.9550833334,6.48316666667,9.27866666666,11.3658333334,8.62383333333,13.3358333333,11.517
436.49,7.90366666666,19.8109166667,11.7801666667,24.0101666667,6.47916666666,9.24466666667,11.3833333334,8.618,13.312,11.5069583333
436.84,7.915,19.824,11.8328333333,24.05575,6.49833333333,9.2635,11.4346666667,8.63816666667,13.365,11.521875
437.20,7.89033333334,19.7773333334,11.8396666667,24.0915,6.46383333333,9.23466666665,11.4375,8.6255,13.3531666667,11.521
437.56,7.9155,19.7974166667,11.8621666667,24.1123333334,6.4605,9.20933333331,11.4321666666,8.62083333333,13.3501666667,11.532125
437.91,7.95983333334,19.797,11.912,24.1645,6.47333333334,9.23633333332,11.4698333333,8.65933333333,13.3918333334,11.5329583333
438.27,7.99083333334,19.8178333334,11.9263333333,24.2083333333,6.49083333333,9.25650000001,11.5033333333,8.68033333333,13.4266666667,11.5186666667
438.62,7.98683333333,19.8288333333,11.9218333334,24.2673333333,6.49016666667,9.22266666665,11.5295,8.681,13.4431666667,11.5213333334
438.98,8.005,19.88225,11.9378333333,24.33875,6.51066666667,9.21166666665,11.56,8.68266666666,13.4831666666,11.5515416666
439.33,8.00933333334,19.9075833333,11.9593333333,24.3933333334,6.50766666667,9.21199999999,11.552,8.69316666667,13.5101666667,11.5474166667
439.69,8.00633333334,19.9285833333,11.9448333334,24.4150833334,6.51916666667,9.18,11.551,8.68133333333,13.4941666666,11.5451666667
440.04,8.04316666667,19.9830833334,11.9881666667,24.4764166667,6.5415,9.20516666665,11.5723333333,8.7205,13.5055,11.5847916667
440.40,8.04816666667,19.95825,11.9918333333,24.5086666667,6.552,9.1855,11.5656666666,8.70283333334,13.5371666667,11.5781666667
440.75,8.06833333333,20.0085833333,12.0021666666,24.567,6.588,9.18483333335,11.599,8.73616666666,13.5976666666,11.6074583333
441.11,8.086,20.0435,12.0201666666,24.6191666667,6.60366666667,9.19666666666,11.6281666666,8.76416666667,13.6136666667,11.6043333333
441.47,8.08766666667,20.06125,12.0336666667,24.69325,6.6405,9.217,11.68,8.79216666667,13.667,11.6258333334
441.82,8.08116666667,20.068,12.0106666667,24.75125,6.64833333333,9.18050000001,11.6963333334,8.78283333333,13.666,11.630375
442.18,8.09333333333,20.1118333333,12.0351666666,24.8145,6.6815,9.16500000002,11.7051666667,8.80016666666,13.6775,11.655875
442.53,8.1245,20.1325833333,12.0618333334,24.885,6.69683333333,9.18949999998,11.732,8.80083333333,13.7095,11.6796666667
442.89,8.15283333333,20.18675,12.098,24.9654166667,6.69933333333,9.19983333335,11.7495,8.80666666666,13.743,11.685375
443.24,8.19466666667,20.2404166666,12.1246666667,25.0055,6.72783333333,9.21933333331,11.8006666666,8.8425,13.7275,11.7218333333
443.60,8.248,20.3116666666,12.189,25.0850833333,6.76816666667,9.26066666666,11.8705,8.893,13.7956666666,11.7790833334
443.95,8.2395,20.311,12.1816666666,25.13925,6.76833333334,9.26449999999,11.8975,8.8985,13.82,11.78075
444.31,8.24233333333,20.3118333334,12.181,25.185,6.76633333333,9.27066666668,11.9291666667,8.89766666667,13.8323333334,11.8069166667
444.66,8.23583333333,20.3188333333,12.1868333333,25.2340833334,6.74416666667,9.25216666665,11.9241666667,8.88683333333,13.779,11.8120833333
445.02,8.24966666667,20.30975,12.1715,25.2805,6.75133333334,9.25433333334,11.9523333333,8.8785,13.79,11.83725
445.37,8.25966666666,20.3089166666,12.2056666666,25.3330833333,6.729,9.25300000001,11.9518333333,8.874,13.7826666666,11.8407083333
445.72,8.26733333333,20.3061666667,12.2505,25.3501666667,6.7475,9.27199999999,11.9713333333,8.88216666667,13.7803333334,11.8528333334
446.08,8.245,20.267,12.2461666667,25.3693333333,6.73,9.26716666669,11.9878333334,8.863,13.7753333333,11.8277916667
446.43,8.22583333334,20.2376666667,12.223,25.37375,6.7225,9.24333333334,11.9866666667,8.86083333334,13.7755,11.8085
446.79,8.21516666667,20.204,12.1886666667,25.34925,6.70716666667,9.21400000001,11.9791666667,8.83916666667,13.7548333333,11.7960833333
447.14,8.21816666667,20.1885833333,12.1915,25.4031666667,6.7095,9.19666666669,12.0003333333,8.83766666667,13.8015,11.7933333333
447.50,8.22266666666,20.1681666667,12.2086666667,25.4629166667,6.71216666666,9.20416666666,12.0358333333,8.84983333333,13.8021666667,11.7999166667
447.85,8.23833333333,20.1839166666,12.2116666667,25.5209166667,6.7345,9.20400000002,12.0393333333,8.86033333333,13.8183333334,11.81925
448.21,8.2925,20.23475,12.2611666667,25.5825833334,6.781,9.24366666666,12.0873333333,8.91166666667,13.8701666667,11.8537083333
448.56,8.31516666667,20.2375833333,12.2563333333,25.62025,6.80183333333,9.25950000002,12.1205,8.95283333334,13.9241666666,11.8627916667
448.92,8.33383333333,20.279,12.3241666667,25.6914166666,6.84,9.28233333333,12.1485,8.98733333333,13.9738333334,11.8927083334
449.27,8.359,20.316,12.3203333333,25.7118333334,6.87883333333,9.29366666669,12.1753333334,9.019,13.9803333333,11.9060416667
449.62,8.36366666667,20.36475,12.329,25.79475,6.88633333334,9.29666666665,12.1931666667,9.026,14.0538333333,11.9210833334
449.98,8.43133333333,20.4303333333,12.3611666667,25.91075,6.94716666667,9.36733333331,12.2431666666,9.11,14.106,12.0015416666
450.33,8.47266666666,20.49225,12.4153333334,25.9738333334,6.99966666667,9.39616666668,12.2975,9.15683333333,14.1401666666,12.0440416666
450.69,8.476,20.5290833334,12.4691666667,26.09225,7.03466666667,9.40633333335,12.3538333333,9.221,14.1876666666,12.0779166667
451.04,8.46933333333,20.5555833334,12.4791666667,26.15875,7.04133333334,9.42883333333,12.3633333333,9.23233333333,14.1723333334,12.0877916667
451.40,8.47433333334,20.54875,12.4553333334,26.1929166666,7.0485,9.42016666667,12.3523333333,9.23466666666,14.1715,12.084375
451.75,8.5025,20.5774166667,12.523,26.2476666666,7.077,9.40833333335,12.4376666666,9.24933333333,14.1945,12.1116666666
452.10,8.52033333333,20.5916666666,12.5286666667,26.3186666667,7.07566666667,9.40583333333,12.4636666666,9.27683333333,14.2075,12.1143333333
452.46,8.501,20.6080833334,12.5398333333,26.3829166666,7.072,9.38266666666,12.4775,9.24333333333,14.209,12.129125
452.81,8.538,20.6464166666,12.5505,26.4501666666,7.0655,9.38333333333,12.4961666666,9.26,14.2151666666,12.158375
