wavelength,Back_CreVerm,Belly_CreVerm,Breast_CreVerm,Crissum_CreVerm,Crown_CreVerm,DorTail_CreVerm,Rump_CreVerm,Throat_CreVerm,WingTip_CreVerm
193.99,39.0100111111,12.8485333333,18.7877333334,80.6061333333,112.3638,72.1819333334,103.420929629,42.5938933333,97.0908666667
194.37,26.0291222222,3.00530000008,10.1639333333,64.4808666667,91.5847999999,53.6611,77.1100148147,27.60644,75.4097333334
194.75,13.3547666666,-8.71800000006,-1.02566666667,61.6666666667,100.897466667,55.3206333333,71.2820777778,16.0256133334,69.6152666666
195.13,-1.4666666666,-21.2666666667,-6.13333333334,54.2666666667,95.8666666666,43.9999999999,56.2814814815,4.13333333332,53.5999999999
195.51,1.80831111106,-18.2353,-2.87573333332,63.3985333333,97.1242000001,48.8888333333,51.5468666667,6.19601333338,50.0653333334
195.89,10.5833333334,-16.1666666667,12.6666666667,87.1666666668,129.0,68.1666666667,70.7314814814,8.70000000014,67.3333333333
196.27,-13.141888889,-50.0000666666,8.0460666668,91.2643333332,144.597666667,73.6781666668,69.0419296295,-19.0805200001,65.2872666666
196.65,0.45747777792,-39.1177000001,6.27453333328,77.0587333334,120.784266667,62.9411666665,59.4444037037,-16.5096133333,63.1372666667
197.03,-5.17097777794,-60.5128666667,-3.3332,90.5128666664,148.718,77.4358999999,71.6951740742,-35.4873066667,70.5127999998
197.40,-18.1483111112,-93.1111333333,-23.5556,143.999933333,256.889066667,101.777766667,107.827248148,-48.3554533334,97.3334666665
197.78,-17.0940666666,-75.3846333333,-23.5898666666,181.025666667,309.743533333,149.999966667,142.53547037,-28.8206133335,99.4872000002
198.16,-54.7222222221,-126.666666667,-74.5833333334,103.333333333,210.833333334,100.416666667,84.537037037,-51.3333333333,36.25
198.54,-206.944444444,-535.833333333,-314.999999999,403.333333333,860.000000001,359.166666667,307.777777777,-161.333333334,148.333333333
198.92,19.2063777778,-239.524,-64.7618000002,283.809533333,529.523799999,263.809366666,269.788285185,43.6189600001,142.857199999
199.30,-242.222166667,407.777766666,66.6666666654,-671.111133333,-1231.11106667,-830.000066665,-713.209903705,-336.88896,-533.333333334
199.68,-18.9417222222,82.0635999999,38.4125999999,-75.2380666667,-141.904733333,-104.127,-88.7125703702,-39.8729200001,-71.7460666667
200.06,-6.51517777793,97.5757333333,63.0302666667,-64.5454,-118.7878,-74.2424666666,-73.4175555554,-44.1818133333,-60.6059333333
200.44,-25.5555555556,198.333333333,161.333333333,-163.333333333,-241.333333333,-84.9999999999,-181.777777778,-113.333333333,-140.0
200.82,38.5801555555,149.629766667,148.148066667,-47.0370666666,-73.3332666667,-0.74089999994,-38.991774074,-3.03693333326,-26.6667333335
201.19,39.6297000001,90.3966999999,96.1903999999,3.0159333334,-5.39700000008,30.3174333334,9.99110740748,20.7618533332,12.8572
201.57,43.7236333333,110.000066667,118.558666667,4.14399999994,-2.88286666674,29.2792333335,9.6797074074,29.6216133333,13.8740000001
201.95,80.0833333335,135.75,142.666666667,42.0000000001,31.0000000001,68.6666666666,49.287037037,69.4666666667,47.3333333334
202.33,68.148188889,130.4629,142.963,27.5925999998,15.9259333331,57.963,36.8004222223,52.7037466667,32.4074000001
202.71,80.9484333335,135.609733333,143.089333333,42.1137333335,34.4714666666,62.1951666667,55.5375333333,59.6747333333,51.2193333334
203.09,84.25,129.583333333,146.5,40.0000000001,27.6666666667,65.0000000001,52.5648148148,65.0333333334,48.6666666666
203.47,74.8427888889,103.899233333,122.5158,40.3774,30.1886,60.5031666666,48.3717370371,66.4906,52.7044666666
203.85,84.3950777778,112.666766667,145.036933333,40.0001333333,24.7407999999,72.4444,49.0041407407,69.5407733334,59.8518666666
204.22,91.9006555556,126.052466667,164.7368,35.6138666667,17.0175333334,82.1929666666,56.6764407409,75.2981333333,71.0528000001
204.60,90.6607000001,121.711766667,170.270333333,36.3964666667,12.7927999999,69.0089333334,68.6286999999,64.7927066667,65.9459333333
204.98,76.5926444445,108.888966667,146.814866667,45.0370666667,12.2963333333,60.074,62.897051852,51.1702533333,60.4443333333
205.36,97.6470555557,145.686333333,181.568733333,74.9020000001,14.9019333333,75.1961666667,95.3159,71.3333466667,84.3137333333
205.74,66.0277777778,108.5,137.5,57.3333333332,2.66666666668,54.7499999999,75.962962963,51.9666666666,68.1666666667
206.12,35.4666666667,113.866666667,172.8,35.9999999999,-42.3999999999,25.7333333333,64.9629629628,13.5466666667,52.8000000001
206.50,67.5925444445,177.962933333,262.962933333,71.1110666666,-48.5185333334,77.5925999999,118.930048148,45.70364,104.8148
206.87,84.814777779,-476.666866667,-1186.66673333,-71.111,699.999933332,-2.2222999998,-98.3950666674,142.222306665,-133.333266665
207.25,74.7530999999,-16.8519,-127.036933333,37.037,157.4074,64.0739999998,44.0534333334,82.0740666665,32.963
207.63,71.0775222222,16.3636333334,-44.0404,50.5049333333,115.1516,58.7879333333,50.1460111111,71.4342,35.3536
208.01,72.3046333333,7.0371,-61.9753999999,16.7900666665,108.395,58.0246333334,32.2632888888,65.92596,26.1727333333
208.39,63.5316555556,17.0238000001,-79.9999333334,1.66666666647,84.5237999999,54.8809666667,19.2327592594,55.0476666666,25.2380666669
208.77,85.6790333333,42.8394333333,-60.4936666667,26.1727333333,118.2716,78.8889333333,49.4100888888,73.4320666665,35.3086000001
209.14,78.7607444444,52.1793333333,-55.8974666667,32.8205999999,111.281933333,65.8973333332,40.1139851851,62.7179466666,27.4359333333
209.52,104.185122222,81.4444000001,-15.7776666667,79.5556000001,132.222133333,82.6667000002,78.7284222221,94.08892,64.8889333334
209.90,86.8300444444,66.1765666667,-20.0,59.0196666666,108.2352,62.4509000001,69.2157074074,83.5687333333,56.4705333333
210.28,93.069977778,73.4210999999,-2.1052,65.4387333333,102.631666667,69.2105999999,77.9044444444,85.7193733333,67.3683999999
210.66,114.619888889,95.0000333333,27.1928,88.4211333333,115.4386,97.8948333334,92.904574074,101.228053333,82.8068666667
211.03,161.623911111,123.8462,33.8459999999,121.281933333,156.153733333,129.871766667,112.521385185,133.794946667,108.4616
211.41,364.285566666,240.000066667,-132.381066667,237.1428,326.666599999,290.476266667,156.455103703,302.28576,166.666733334
211.79,196.5656,130.303,-84.8483333333,89.6969333334,146.666666667,172.424233334,56.7676999998,198.424266667,113.9394
212.17,213.796244445,141.9444,-52.2222000002,138.888866667,183.333333334,192.777766667,63.456762963,198.666666667,121.6666
212.55,164.798044444,91.8182000001,23.3331333333,106.6666,165.151533333,153.636266667,81.9192074073,142.969666667,103.9394
212.92,119.365066667,70.0000333333,30.6666000001,78.4762666666,111.619,115.523633333,71.3650962962,109.63812,91.0476666667
213.30,110.911111111,67.2666666666,44.4,76.5333333333,104.133333334,115.266666667,75.9629629631,107.813333333,85.3333333334
213.68,96.8343333333,57.4842000001,37.7359333334,56.9811333332,85.1573333333,100.629033333,59.4478999999,90.4150666666,71.1949333333
214.06,94.4086555556,60.6452000001,42.6881333334,59.1397999999,80.1074666667,95.3764666667,56.8637259259,82.8601466667,75.4838666666
214.44,96.6194555556,55.1773000001,35.1773333333,51.2057999999,91.4894000001,103.546033333,51.7808555553,86.8652133334,77.3050000001
214.81,105.718244444,59.6748666666,26.6666666666,51.382,102.601666667,115.447233333,58.1029296295,99.2845333332,89.2682666667
215.19,107.979755556,66.9695666667,34.3939333334,62.8787333333,111.0606,127.5758,62.7271481483,102.818093333,92.2727333333
215.57,134.938255556,79.9258000001,55.7038,79.8519333335,134.074066667,143.999833333,81.9917074075,114.607453333,115.407266667
215.95,131.234633333,71.4815,43.9998,78.3704,127.999933333,144.814966667,80.6996481481,103.733226667,105.777666667
216.32,110.683766667,61.8590666666,33.077,61.1538666667,98.3333333333,116.025733333,71.3604888889,84.1281599999,84.2307999999
216.70,122.490344445,51.9540666667,-14.2527999999,32.4137333334,88.9655333335,130.804433333,52.2862444443,88.3219199999,70.1149999999
217.08,233.425977778,46.3888666667,-109.999933333,-12.2222,124.444533333,220.277666667,29.9999962962,128.7778,57.2221999998
217.46,366.190577777,54.2857666666,-313.3332,-92.380933334,112.381066667,260.952466667,4.2329444446,146.285773334,-10.4762666674
217.83,711.11111111,120.000000001,-518.333333333,-96.6666666666,256.666666665,659.166666666,74.1666666666,337.000000001,-23.3333333346
218.21,-982.222222223,45.0,1410.0,556.666666667,-119.999999998,-1061.66666667,151.296296298,-335.333333335,589.999999999
218.59,1385.55555555,403.333333333,-1056.66666667,-256.666666667,316.666666665,1535.0,152.592592593,613.999999999,-373.333333334
218.97,-286.000000001,86.6666666668,572.000000001,424.000000001,197.333333333,-380.666666666,198.666666667,73.0666666674,422.666666667
219.34,3.82704444446,244.8148,482.222199999,456.296266666,317.777733333,-17.0371666666,300.86422963,208.740666667,422.222133333
219.72,-122.777777777,-1035.0,-2073.33333333,-2116.66666666,-1570.0,88.3333333326,-1363.88888889,-911.333333334,-1996.66666667
220.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220.47,48.7719111113,-32.9825333334,-136.842133333,-149.122866667,-98.9473333334,78.0702333334,-94.2105185185,-28.9824266669,-129.8246
220.85,84.0317555557,30.6666666667,-21.1429333334,-31.0475999999,-5.33340000008,88.4763333334,2.73021851854,25.7523066667,-14.8572000001
221.23,81.8333333333,45.5000000001,-4.33333333328,-3.49999999992,16.4999999999,99.9166666666,19.6666666667,36.0,17.8333333333
221.61,74.5777777778,55.1333333333,17.8666666667,13.4666666667,38.2666666668,100.4,33.7925925927,45.1200000001,37.7333333333
221.98,58.7408444445,54.2222666666,12.0000666667,12.3332666667,35.2222,78.4445,31.7222666666,37.2445066666,34.0000000001
222.36,47.8772222221,43.1839666667,6.76606666668,8.15913333334,31.9404,64.7265666667,26.9431703704,34.1492933333,29.5522
222.74,45.7496444445,37.4074999999,6.77253333334,5.50279999999,33.6509333333,61.3227,23.8214888889,33.8834133333,28.3598666667
223.11,48.4203666667,42.9721,16.5462666667,18.9557333333,42.4898666667,61.1245666667,33.3645555556,41.4618266667,35.5823333334
223.49,57.1648000001,59.0804999999,27.9692666667,33.4864,54.8658666667,70.9962333333,47.611788889,52.6131200001,50.4215333333
223.87,53.7383888888,56.7013000001,24.7222666667,32.9166,57.0138000001,65.4166666667,44.6064555556,52.4860800001,50.0694
224.24,58.3235,59.8512666666,30.8332666667,38.9881333333,61.25,65.9524333334,48.6242925925,57.4404933334,54.8809333334
224.62,58.1333333333,51.6000000001,23.2666666667,34.8,62.3333333333,66.1333333333,44.5296296296,53.3599999999,49.0
225.00,49.8791444445,43.7320333334,14.3478,28.4781333333,56.3043333334,60.5795666667,35.9099407408,46.9999599999,39.4927333334
225.38,51.2910444445,41.0793666666,15.6190666667,27.1746,54.0318,56.6667,36.5713851851,43.83496,33.7777999999
225.75,42.2221555555,32.5152,9.45459999999,18.7272666667,41.8182666666,46.6968666667,25.2323481481,32.7998666667,24.5454666666
226.13,45.1851666667,30.9650333334,14.4446,21.8129333333,43.9766,48.8302,24.931837037,34.7720533333,26.3158
226.51,40.2957111111,28.1988666667,14.4624666667,20.1074666667,40.5914,48.5753,24.6953333334,32.5806666667,23.871
226.88,38.6830333333,31.3168,16.5433333333,22.3868666667,36.7491333333,45.1235333334,27.8303481481,32.6007866667,25.0617333333
227.26,34.9419777778,27.8109,18.7729333333,22.6201333333,32.3714666667,38.9550666667,25.6790851852,29.66488,24.6433333333
227.64,27.8138111111,21.3821666667,14.526,17.0731333334,25.1491333333,31.3686666667,20.373337037,23.6043066667,18.1029333333
228.01,24.9280222222,19.0407666667,13.0456,15.4676,21.6548,27.2303,18.7544222222,20.8009466667,15.8753333333
228.39,18.4495333333,12.2258,7.97333333333,10.6090666667,16.3013333333,21.9713,13.9608592593,15.269,10.9855333333
228.76,18.1306888889,13.745,10.3138,11.4117333333,17.0197333333,22.3921666666,16.1710777778,16.1920666667,13.549
229.14,16.7250333334,12.9824333333,10.7894,11.2632,16.8422,21.7895333334,15.9141925926,16.00708,14.4034666667
229.52,14.5045666667,11.3874666667,9.50733333333,9.75360000001,14.8111333333,20.0575,13.2439481482,13.80292,13.1526666667
229.89,12.6286777778,8.7807,6.80913333334,7.90173333335,13.1432666667,17.5612666667,11.7621481481,11.79092,11.2273333333
230.27,10.7032,7.26723333333,4.78979999999,5.99093333333,11.1412,15.2777,10.6381222222,9.75681333333,9.96993333334
230.65,12.1187333333,8.1966,5.706,6.59279999999,11.6038666667,15.4767666667,11.2679444444,10.19944,10.776
231.02,10.6922,6.36573333334,4.63520000001,5.37246666666,10.8351333333,13.5063666667,9.78994074074,8.83664,10.3236
231.40,11.9073444445,7.43476666666,4.85406666666,5.57606666667,11.6283333333,15.4687333333,10.966062963,9.79724,10.6144
231.78,15.0486,9.80583333334,8.10666666665,8.80246666667,15.1942,18.0584,13.8916740741,11.86084,13.8026
232.15,16.1564111111,10.6972333333,8.79259999999,9.86393333333,16.7006,19.2517666667,14.6343222222,12.4388666667,15.4421333333
232.53,18.1499333333,12.4553333333,10.9463333333,11.0826666667,18.9600666667,21.398,16.1987518519,13.9574533333,17.2548666667
232.90,18.3171444444,11.7153333333,9.84966666666,11.3705333333,19.2219333333,20.0353666667,15.5761407407,13.73288,16.6049333333
233.28,19.5328222222,12.3629666667,10.6020666667,11.8958,20.8266,20.9344666667,16.5868,14.8572533333,17.6280666667
233.66,19.8948444444,12.4049,11.6063333333,12.3677333333,21.8385333333,21.5599333333,17.4372592593,16.4457466667,18.5515333333
234.03,20.7366111111,13.7109666667,13.3885333333,14.0884666667,22.7993333334,23.3794,18.7804259259,18.5525333333,20.7182
234.41,22.2189555556,15.0417666667,15.6358666667,16.5831333333,24.5496666667,26.0446333333,20.5178740741,20.468,23.1568666667
234.78,23.2204333333,16.9617666667,17.8297333333,19.7741333333,26.5624,27.5085,21.9251777778,22.4444933333,24.7568
235.16,23.4704666667,17.5230333333,18.6062,20.2349333333,26.7170666667,27.9429333333,22.0076925926,22.93528,24.6514
235.54,20.8519888889,15.3185,16.9396666667,18.6599333333,25.4094666667,24.7974,19.7416777778,20.7145066667,23.7386
235.91,18.8627222222,14.0724,14.3238,17.0282666667,23.239,22.7438,18.7149925926,19.29872,22.0440666667
236.29,17.4320666667,13.2376666667,13.7011333333,15.6144666667,21.9426666667,21.9942333334,18.4587740741,18.6872266667,20.4415333333
236.66,19.5146888889,16.4979,16.0619333333,18.3121333333,23.7272666667,23.9660666667,21.0267037037,21.2826133333,22.6863333333
237.04,20.3438111111,18.9344,18.552,19.3442666667,24.9999333333,25.1705666667,22.5895703704,22.33868,24.2214
237.41,20.6592444444,20.0858666667,19.1136666667,19.8016,24.9998666667,25.2380333333,22.862337037,21.96288,24.5503333334
237.79,21.5072555556,20.6936333333,20.2183333333,20.5394666667,25.3822666667,25.4528333333,23.5317074074,22.0681333333,25.2922
238.17,23.0194666667,21.6196,21.2681333333,21.2806666667,26.4533333333,26.6791666667,24.1585814815,22.8324266667,25.5618666667
238.54,21.6737444445,19.9014333333,19.6794666667,18.8538666667,24.8798666667,24.5656666667,22.2584333333,21.2642933333,23.8816666667
238.92,21.4132888889,19.3860333333,19.0246666667,18.1180666667,23.6144666667,23.5283,21.9321185185,19.9128,23.5226666667
239.29,18.1668111111,16.6124,16.1237333333,15.3963333333,20.7709333333,20.8143333333,19.392662963,17.0294,21.0640666667
239.67,18.5201222222,17.1308666667,16.0692,16.1877333333,21.0568,21.6542666667,19.3316888889,17.3788266667,21.0666
240.04,16.9052444444,14.9705666667,14.9112,14.9749333333,19.234,20.2188333333,16.7822555555,16.3831466667,19.763
240.42,14.8490777778,12.4019666667,12.4822666667,12.8445333333,16.7804666667,18.1035333333,14.0258222222,14.0885466667,17.6737333333
240.79,12.3503555555,10.0224666667,10.0186666667,10.8175333333,14.3711333333,15.6624,11.7535296296,11.87452,15.334
241.17,10.8037111111,8.43050000001,8.20913333334,9.40993333334,12.1663333333,14.041,10.100362963,10.2815466667,13.8228666667
241.54,9.60295555555,7.00316666667,6.94446666667,8.13586666668,10.4445333333,12.5279666667,8.68931111111,9.05674666667,12.5802666667
241.92,9.17623333334,6.62433333334,6.50886666666,7.79359999999,9.7774,11.7919666667,8.36177777777,8.68865333332,12.0315333333
242.29,8.51481111112,6.08589999999,6.16813333334,7.2714,9.02686666666,11.127,7.75913703704,8.15922666667,11.8693333333
242.67,9.78823333334,7.42930000001,7.52686666667,8.61213333334,9.97759999999,12.5306666667,8.93086666667,9.21541333334,12.8632
243.05,9.18038888889,6.31933333333,7.05113333333,8.07086666666,9.47040000001,11.9906,8.09747407409,8.71452000001,12.4021333333
243.42,10.1920222222,7.40889999999,8.19466666666,9.28893333333,10.3784,12.9381,9.02001111111,9.78159999999,13.2804
243.80,9.30927777777,6.83663333334,7.59026666665,8.56653333333,9.69126666667,12.1751333333,8.72672222221,9.10940000001,12.7925333333
244.17,9.66874444447,7.43930000001,8.09806666667,8.98719999999,10.1949333333,12.6155,9.43705925927,9.37225333333,13.3902
244.55,9.89443333334,7.74636666668,8.442,9.43126666665,10.3928666667,12.7994,9.66923333334,9.5794,13.8789333333
244.92,8.48928888889,6.31026666667,7.33413333334,7.8292,8.90113333334,11.208,8.29392592593,8.03181333333,12.5886666667
245.30,8.22098888888,5.84246666667,7.07553333335,7.23033333333,8.51293333333,10.7143333333,7.81855555554,7.66090666666,12.1068
245.67,7.67406666667,5.66336666667,6.73406666667,7.0038,8.20153333333,10.4598333333,7.63147407407,7.31076000001,11.6794666667
246.05,7.14982222222,5.2498,6.23440000001,6.445,7.70566666666,10.0583333333,7.44250740741,6.66741333334,11.168
246.42,6.97612222222,5.14913333333,6.02746666667,6.37993333333,7.42800000001,9.79890000001,7.38811851852,6.38461333333,10.7794666667
246.79,6.62246666667,4.7954,5.58346666667,6.1128,7.044,9.30930000001,7.18766296296,6.11353333334,10.4092
247.17,6.40124444444,4.8693,5.1706,5.78726666667,6.76086666667,9.00073333333,7.08531481481,5.89625333333,10.0841333334
247.54,6.10942222222,4.2491,4.4922,5.1154,6.18606666667,8.42933333333,6.47819259259,5.18934666667,9.49473333335
247.92,6.47295555555,4.2083,4.64573333333,5.1904,6.22646666667,8.36819999999,6.49225555555,5.31456,9.68059999999
248.29,6.78774444444,4.38843333333,4.74013333333,5.33333333333,6.41206666667,8.41343333333,6.7528037037,5.37208,9.74546666666
248.67,6.98452222222,4.62466666667,4.94653333333,5.5402,6.6508,8.43690000001,7.05585185185,5.56236,9.88259999999
249.04,7.84774444445,5.3581,5.66253333333,6.3474,7.495,9.18103333334,7.90671481482,6.40398666667,10.689
249.42,8.19746666667,5.70543333333,5.95126666667,6.90513333333,8.02099999999,9.4987,8.4401962963,6.85162666666,11.201
249.79,9.44297777779,6.56779999999,7.03520000001,8.02026666667,9.2602,10.5587,9.58434444446,7.86338666667,12.4198666667
250.17,9.96464444445,7.11836666666,7.45406666667,8.51246666665,9.8516,11.0486333333,10.0146740741,8.45813333333,13.1268
250.54,10.3356,7.31366666667,7.60046666666,8.81066666666,10.4546666667,11.1682333333,10.4765111111,8.84077333333,13.6200666667
250.92,10.5192555556,7.3061,7.63340000001,8.87139999999,10.7046,11.2456,10.6413037037,8.99562666667,13.7758
251.29,11.1885,7.67130000001,8.05253333333,9.22953333333,11.2272,11.7672666667,11.0586925926,9.39761333333,14.4521333333
251.66,11.4612222222,7.97826666668,8.39960000001,9.57866666666,11.5727333333,12.1464333334,11.3726666667,9.80562666667,14.9633333333
252.04,10.6672222222,7.44756666667,7.63513333333,9.14846666667,11.0291333333,11.6686,10.9241962963,9.35593333333,14.2938
252.41,10.5223777778,7.47313333334,7.62006666666,9.12933333333,10.7918,11.6045333333,10.9342666666,9.52411999999,14.3946666667
252.79,10.3022222222,7.36376666667,7.31306666667,8.83826666667,10.321,11.4956,10.9448851852,9.45928000001,13.9078666667
253.16,10.5119555555,7.4037,7.41200000001,8.89046666667,10.3470666667,11.6173333333,11.0863,9.48231999999,13.8689333333
253.54,10.5035888889,7.45123333333,7.32993333333,8.75160000001,10.3468,11.8661333333,11.1588555555,9.41922666666,13.7713333333
253.91,10.0105666667,6.80726666667,6.41273333333,8.09526666667,9.74166666668,11.2563666667,10.6392814815,8.9914,13.0249333333
254.28,9.6094888889,6.27846666666,5.69753333333,7.82413333333,9.38593333333,10.5928,9.95707407407,8.44505333334,12.5053333333
254.66,9.34813333335,6.42166666667,5.79426666667,7.82366666667,9.37253333333,10.4658,9.91955925925,8.27356,12.4707333333
255.03,9.32332222221,6.88479999999,5.9866,7.89206666665,9.62613333333,10.3946666667,10.0331666667,8.45796000001,12.7986666667
255.41,8.75932222223,6.5877,5.93786666667,7.56933333334,9.39646666667,10.174,9.82070740742,8.46222666665,12.3435333333
255.78,8.69334444444,6.83786666667,5.86913333334,7.61013333335,9.38493333333,10.3734666667,10.1769481481,8.93012000001,12.3617333333
256.15,9.61014444445,7.8084,6.62766666667,8.24293333332,9.94706666665,11.2949666667,10.9792518518,9.67429333333,13.0605333333
256.53,9.84674444445,8.15076666667,6.71526666667,8.36433333333,10.2136666667,11.7923666667,10.9962888889,9.80369333335,13.1711333333
256.90,10.3614555555,8.39023333333,7.45013333334,8.75913333333,10.7960666667,12.1934333333,11.0751592593,9.78622666667,13.8892
257.28,9.6337111111,7.8556,6.9078,8.15013333334,9.97686666666,11.4487333333,10.3317666667,8.87152,13.0784666667
257.65,8.90584444443,7.02236666667,6.47426666667,7.47660000001,8.85486666667,10.3722666667,9.33057407409,8.04906666668,12.1799333333
258.02,8.82821111111,7.16973333333,6.61406666667,7.30266666666,8.31939999999,10.1956333333,9.17610370369,7.86227999999,11.7470666667
258.40,9.0911,7.4491,6.99979999999,7.38646666668,8.282,10.4061,9.36331481483,8.20654666667,11.7477333334
258.77,9.07378888889,7.2147,6.8016,7.04513333333,7.85126666667,10.3005,9.07168148149,7.98697333333,11.3686666667
259.15,8.7491,6.82033333333,6.41013333333,6.70826666666,7.4226,9.90296666667,8.6204074074,7.67037333334,10.9916666667
259.52,8.8532,6.73183333333,6.30893333333,6.673,7.2214,9.72793333333,8.4878888889,7.55746666667,11.0068
259.89,8.54802222221,6.55143333333,6.18413333333,6.42226666667,7.06526666667,9.32893333335,8.32187777778,7.23128,10.7832666667
260.27,8.2696,6.32033333333,6.08293333333,6.14726666667,6.88646666667,8.95729999999,8.01750740741,6.94957333333,10.4600666667
260.64,8.39171111111,6.3738,6.20113333333,6.24106666667,7.04073333333,9.03053333333,8.04775555556,6.98624,10.604
