wavelength,Back_CreVerm,Belly_CreVerm,Breast_CreVerm,Crissum_CreVerm,Crown_CreVerm,DorTail_CreVerm,Rump_CreVerm,Throat_CreVerm,WingTip_CreVerm
527.97,12.7229333333,18.5474,16.4905333333,16.7088666667,18.1618666667,9.1066,10.8048962963,20.5034266667,11.441
528.32,12.7299666667,18.5926333333,16.5378666667,16.7446666667,18.2122,9.1202,10.8154518518,20.5556266667,11.4563333333
528.66,12.7417222222,18.6340333333,16.5762666667,16.7683333333,18.2480666667,9.1183,10.8211888889,20.5988533333,11.4654
529.01,12.7417777778,18.6759666667,16.6156,16.7875333333,18.2892,9.12216666667,10.8214592592,20.6359466667,11.471
529.35,12.7450111111,18.699,16.6521333333,16.8004,18.3251333333,9.12019999999,10.8237111111,20.6700933333,11.4724666667
529.70,12.7531,18.7342333333,16.688,16.8326,18.3559333333,9.12633333334,10.8312222222,20.69924,11.4773333333
530.04,12.7506666667,18.7717,16.7183333333,16.8604,18.3938666667,9.1294,10.8395518518,20.7339866667,11.4842666667
530.39,12.7379111111,18.7953666667,16.7373333333,16.8874,18.4249333333,9.1155,10.8308407408,20.75876,11.4644
530.73,12.7244444445,18.8439,16.786,16.9107333333,18.47,9.11206666666,10.8304555555,20.7953466667,11.4566
531.08,12.7332444445,18.8977,16.8274,16.9568,18.5318666667,9.1243,10.8405407407,20.8419066666,11.4702
531.42,12.7235333333,18.9362666667,16.8762,16.9844666666,18.5944666667,9.11949999999,10.8317888889,20.8968533333,11.4622666667
531.77,12.7154555556,18.9729,16.9162,17.0031333333,18.6423333333,9.11323333333,10.8248703704,20.9426,11.4561333333
532.11,12.6901333333,19.0065,16.9398666667,17.0222,18.6886666667,9.09150000001,10.8040740741,20.9762,11.4344666667
532.46,12.6839888889,19.0558333333,16.9864666667,17.0579333333,18.7584666667,9.08643333333,10.8093740741,21.02992,11.4260666667
532.80,12.6881444444,19.1122,17.0372,17.1062,18.8262,9.08926666667,10.8198777778,21.0940933333,11.4333333333
533.15,12.6922777778,19.1845666667,17.085,17.1536,18.8883333333,9.10010000001,10.8274888889,21.1599733333,11.4464
533.49,12.7021222222,19.2493,17.1518666667,17.2036666667,18.982,9.11836666667,10.8388185185,21.2327333333,11.4636666667
533.84,12.7081111111,19.3031,17.2162666667,17.2400666667,19.0396,9.13090000001,10.8457148148,21.2925066667,11.4784666667
534.18,12.7088333333,19.3486333333,17.2784,17.2756666667,19.0997333333,9.14270000001,10.8586814815,21.3466933333,11.4902666667
534.52,12.7107666667,19.3890333333,17.3162,17.3186666666,19.1435333333,9.135,10.8476407407,21.3954933333,11.4969333333
534.87,12.6817777778,19.3889333333,17.333,17.3238,19.1742,9.12263333333,10.8294814815,21.4227066667,11.4730666667
535.21,12.6769888889,19.4278666667,17.3741333333,17.3554,19.2218666667,9.11999999999,10.8284185185,21.4656933333,11.473
535.56,12.6761333333,19.4854666667,17.4286666667,17.4146,19.2925333333,9.11340000001,10.8342037037,21.5324,11.4773333333
535.90,12.7207333333,19.5825666667,17.5282666667,17.4855333333,19.3904666667,9.15423333334,10.8727740741,21.6350666667,11.5141333333
536.25,12.7315,19.6546,17.6040666667,17.5507333333,19.4694666666,9.17960000001,10.8815444444,21.7063066667,11.5374666667
536.59,12.7668444444,19.7344333333,17.6757333333,17.6207333333,19.5615333333,9.21443333333,10.9207444444,21.7984933333,11.5853333333
536.93,12.7851777778,19.7934,17.7462,17.6605333333,19.6257333333,9.23206666666,10.941037037,21.8558933333,11.6071333334
537.28,12.7938222222,19.8552333333,17.8013333333,17.709,19.6689333333,9.24053333333,10.950437037,21.9074933333,11.6167333333
537.62,12.8300888889,19.9131,17.8658666667,17.7804666667,19.7577333333,9.26000000001,10.9791074074,21.9872533333,11.6332
537.97,12.8450222222,19.9961666667,17.9291333333,17.8384,19.8320666667,9.27646666666,11.0015592593,22.07252,11.6414666667
538.31,12.8733666667,20.0871,18.0374666667,17.9216,19.9661333333,9.31866666667,11.0521851852,22.15976,11.682
538.65,12.8915777778,20.1972333333,18.1316666667,17.9818666667,20.0703333333,9.32530000001,11.0779111111,22.2618533333,11.7031333333
539.00,12.9137444445,20.3051666667,18.2309333333,18.0693333333,20.1809333333,9.35763333333,11.1181,22.36796,11.7302
539.34,12.9251111111,20.3616333333,18.2988666667,18.1068666667,20.2421333333,9.38623333333,11.1319,22.42368,11.7480666667
539.69,12.9075444445,20.4079,18.3343333334,18.1211333333,20.2969333333,9.36373333334,11.1244518519,22.4608133333,11.7397333333
540.03,12.9071555555,20.4568666667,18.3905333333,18.1555333333,20.3507333333,9.3778,11.1409259259,22.5136266667,11.7474666667
540.37,12.9021,20.4907333333,18.4348666667,18.186,20.3969333333,9.38586666666,11.1313,22.5608266667,11.7242666667
540.72,12.8921222222,20.5195,18.4690666667,18.2084666667,20.4538,9.38133333333,11.1254407407,22.6108266667,11.7104666667
541.06,12.8721777778,20.5393333333,18.4940666667,18.2280666667,20.4832666667,9.36553333333,11.1092925926,22.6362,11.6910666667
541.40,12.8516111111,20.5795333333,18.5264,18.2510666667,20.5241333333,9.35579999999,11.1016037037,22.6814933333,11.6876
541.75,12.8590111111,20.6074,18.5860666667,18.2865333333,20.5841333333,9.36466666667,11.1073370371,22.7173333333,11.6932
542.09,12.8521,20.6273333333,18.6144,18.3091333333,20.6106,9.36330000001,11.1070814815,22.7586266667,11.6829333333
542.43,12.8497333333,20.6603,18.6422666667,18.3411333333,20.6458,9.36849999999,11.1170592593,22.7856933333,11.6820666667
542.78,12.8409666667,20.6775,18.6794666667,18.3498666667,20.6687333333,9.36843333333,11.1126333333,22.8078266667,11.6700666667
543.12,12.8401,20.7149666667,18.729,18.3850666667,20.7124666667,9.35979999999,11.1223888889,22.84664,11.6662
543.46,12.8336333333,20.7318,18.7656,18.4088666666,20.7577333333,9.36156666667,11.119337037,22.8766133334,11.6517333333
543.81,12.8345111111,20.7650333333,18.8071333333,18.4384666667,20.814,9.3597,11.1159,22.9318666667,11.6363333333
544.15,12.8165,20.7959,18.8488666667,18.4664,20.8626,9.34403333334,11.1048185185,22.9679466667,11.6256
544.49,12.8221333333,20.8439,18.9118,18.5244666667,20.9184,9.35686666667,11.1272592593,23.01828,11.6349333333
544.84,12.8349333333,20.9050666667,18.9755333333,18.5692,21.0013333333,9.3746,11.1462925926,23.0969333333,11.6487333333
545.18,12.8679222222,20.9775666667,19.0561333333,18.6382666667,21.0891333333,9.39586666667,11.1667333334,23.17756,11.6698
545.52,12.8443333333,21.011,19.0714666667,18.6519333333,21.1236666667,9.36770000001,11.1413407407,23.22976,11.6538666667
545.87,12.8534888889,21.0886333333,19.1520666667,18.7079333333,21.2070666667,9.37116666667,11.1509185185,23.29768,11.6645333333
546.21,12.8854666667,21.1625666667,19.2656666667,18.7857333333,21.3141333333,9.39700000001,11.1742518519,23.3949333333,11.6994666667
546.55,12.8921111111,21.2202,19.3311333333,18.8428,21.4066666667,9.39876666666,11.1788592593,23.4583866666,11.7118666667
546.90,12.9108666667,21.3074,19.3887333333,18.9206,21.5100666667,9.4129,11.1762592593,23.56564,11.7233333333
547.24,12.9323888889,21.3943333333,19.4878666667,19.0110666667,21.6034,9.44096666666,11.2038703704,23.6684,11.7651333333
547.58,12.9636111111,21.4851333333,19.5727333333,19.1094,21.7038,9.45680000001,11.2307555556,23.7552666667,11.7961333333
547.92,12.9959555555,21.5518,19.6512666667,19.1758,21.8044666667,9.48080000001,11.2651074074,23.8267066667,11.8363333333
548.27,13.0151444445,21.6288333334,19.7214,19.2379333333,21.9029333333,9.49913333333,11.2644740741,23.8948133334,11.8459333333
548.61,13.0348555556,21.7135,19.8170666667,19.3246666667,22.0068,9.51663333334,11.2907,23.9936,11.877
548.95,13.0767333333,21.8219,19.9196666667,19.4152666667,22.1254,9.5602,11.3532592593,24.09508,11.9153333333
549.29,13.1231777778,21.9331333333,20.0182,19.5026,22.2466,9.60930000001,11.4005814815,24.1805866667,11.957
549.64,13.1356111111,21.9898333333,20.0647333333,19.5342,22.3273333333,9.61296666667,11.3926703704,24.2401733333,11.9466666667
549.98,13.1503444445,22.0747666667,20.1334,19.6165333333,22.4416666667,9.6514,11.4279592592,24.32304,11.9646
550.32,13.1963444444,22.1846666667,20.2312666667,19.6828666667,22.5551333333,9.68990000001,11.4609185185,24.4312,11.978
550.66,13.2440555555,22.2424333333,20.3504666667,19.7525333333,22.7008,9.75140000001,11.5127296296,24.5321466667,12.0316666667
551.01,13.2680222222,22.3339333333,20.3971333333,19.8124,22.7896666667,9.77376666667,11.5350629629,24.5914666667,12.0428
551.35,13.2537444445,22.4064666667,20.4624,19.8266,22.8526666667,9.79136666667,11.5406666667,24.6586266667,12.0507333333
551.69,13.2580444444,22.4889,20.5479333333,19.8870666667,22.9388,9.80716666667,11.5514555555,24.7362666667,12.0705333333
552.03,13.2435333333,22.517,20.5977333333,19.9171333333,23.007,9.78516666667,11.5415111111,24.8188,12.0799333333
552.38,13.2627555555,22.5612,20.6600666667,19.9531333334,23.0774666667,9.80069999999,11.5442259259,24.86888,12.0784
552.72,13.2184222222,22.5889333333,20.6846,19.9569333333,23.1275333333,9.77819999999,11.5009,24.89348,12.0563333333
553.06,13.2202,22.6469666667,20.7494,20.0224666667,23.2086666667,9.79216666667,11.5018296296,24.9909333333,12.0590666667
553.40,13.2242888889,22.7141,20.8062,20.0840666666,23.2898,9.82200000001,11.5164074074,25.0881066667,12.0986
553.74,13.2152111111,22.7323666667,20.8378,20.0833333333,23.3323333333,9.80216666667,11.4766074074,25.1331866667,12.0752666667
554.09,13.1894888889,22.7532666667,20.8782,20.1300666667,23.387,9.78556666667,11.4563259259,25.1736933333,12.0728
554.43,13.1459444444,22.8006,20.8996666667,20.1357333333,23.4092,9.72293333334,11.4380111111,25.19984,12.0343333333
554.77,13.1489333333,22.8253,20.9649333333,20.1823333333,23.4941333333,9.6979,11.4274481482,25.2901333333,12.018
555.11,13.1368,22.8207333333,20.9886,20.1996,23.5645333333,9.65823333333,11.3829481482,25.3061333333,11.9837333333
555.45,13.1063,22.8555,20.9918666666,20.2266,23.6202666667,9.60923333333,11.3539111111,25.3602533333,11.9351333333
555.80,13.1241111111,22.9452333333,21.0322666667,20.2876,23.6957333334,9.62173333334,11.3739222222,25.4336666667,11.9203333334
556.14,13.0739888889,22.9785,21.0490666667,20.3072,23.7473333333,9.58553333333,11.3361518518,25.4695733333,11.8740666667
556.48,13.1030666667,23.032,21.141,20.3877333333,23.8464,9.59166666667,11.3634333333,25.5531866667,11.888
556.82,13.1078111111,23.107,21.2109333333,20.4449333333,23.9347333333,9.59763333334,11.3897962963,25.6201066667,11.9006
557.16,13.1157,23.1387666667,21.2793333333,20.4555333333,23.9854666667,9.58506666666,11.4079814815,25.6504533333,11.8858666667
557.50,13.1087777778,23.1984666667,21.3445333333,20.5302,24.0642,9.58309999999,11.4398888889,25.7196266667,11.9076666667
557.85,13.1925222222,23.3764,21.4698,20.6546,24.2306666667,9.66,11.5289185185,25.89612,12.0034
558.19,13.2104,23.4856666667,21.5519333333,20.747,24.3310666667,9.71543333333,11.5560777778,26.01028,12.0339333333
558.53,13.1605777778,23.5417666666,21.5914,20.7688666667,24.3714666667,9.68223333333,11.5211814815,26.0416533333,12.0210666667
558.87,13.1410777778,23.6158333333,21.7013333333,20.8278666667,24.4446,9.68346666666,11.5320222222,26.13288,12.0424
559.21,13.1235777778,23.6492,21.7659333333,20.8326,24.514,9.68643333333,11.5147592593,26.1615466667,12.0243333333
559.55,13.0881,23.6825666667,21.8035333333,20.8494666666,24.5666,9.65863333333,11.4605962963,26.1957466667,12.0032
559.89,13.1132777778,23.7429333333,21.8808,20.8914,24.6708,9.67360000001,11.4860851852,26.2392933333,12.0312
560.23,13.0582666667,23.7597333333,21.87,20.8886666667,24.6968,9.63960000001,11.4322851852,26.2311066667,11.9778
560.58,13.0597111111,23.7939,21.9379333333,20.9132666667,24.756,9.62243333333,11.4149555555,26.2819333333,11.9591333334
560.92,13.0679777778,23.8585333333,21.9772666667,21.0019333333,24.8258666667,9.62139999999,11.4084777778,26.35952,11.9629333333
561.26,13.1208,23.9644666667,22.0873333333,21.0677333333,24.9282666667,9.65386666667,11.4152481481,26.4399733333,11.9929333333
561.60,13.0293555556,23.9372666666,22.0654,21.0171333333,24.8962,9.54806666667,11.3164925926,26.3884,11.8897333333
561.94,13.0141666667,23.9345,22.0984,21.0316,24.9256666667,9.50209999999,11.2836259259,26.3914133333,11.8656
562.28,13.0259,23.9761666667,22.1797333333,21.0640666667,25.0108666667,9.52513333333,11.3003407408,26.4709066667,11.8597333333
562.62,13.0653222222,24.0886666667,22.2304,21.1419333333,25.1232,9.54750000001,11.3159037037,26.5754266667,11.8792666666
562.96,13.0914444445,24.1545,22.2908666667,21.2062666667,25.1976666667,9.55413333333,11.3112888889,26.65024,11.8948
563.30,13.1115333333,24.2379333333,22.3883333333,21.2671333333,25.2999333333,9.56853333333,11.3298518518,26.73764,11.9137333333
563.64,13.0811555556,24.2750666667,22.4335333333,21.2808,25.3055333333,9.5345,11.2761814815,26.80096,11.8924666667
563.99,13.0736666667,24.3821,22.5339333333,21.3476666667,25.3913333333,9.56580000001,11.2873888889,26.9055733333,11.9248
564.33,13.0376777778,24.4127333333,22.5598,21.3626,25.4199333334,9.53173333333,11.2577518519,26.9416266667,11.9130666667
564.67,13.0372333333,24.5054,22.6494,21.3944666667,25.5195333333,9.54863333333,11.2630074074,27.00128,11.9371333333
565.01,12.9982777778,24.5400333333,22.6836666667,21.4343333334,25.5744,9.51436666666,11.2556740741,27.0767333333,11.9341333333
565.35,12.998,24.5621,22.7129333333,21.4704,25.6210666667,9.52486666667,11.2477333333,27.1289466667,11.9480666667
565.69,12.9905777778,24.6547,22.758,21.5132666667,25.7208,9.52089999999,11.233237037,27.19996,11.9486666667
566.03,12.9895666667,24.7075,22.797,21.5475333333,25.758,9.52556666667,11.2295518518,27.23684,11.9648666667
566.37,12.9746333333,24.7245,22.8322666667,21.5574,25.7866,9.51110000001,11.2327518519,27.2493866667,11.9454666667
566.71,12.9262222222,24.7585666667,22.8506,21.5662,25.8099333333,9.4658,11.2220407407,27.276,11.9340666666
567.05,12.9152111111,24.7935,22.8964666667,21.6156666667,25.8668,9.44296666666,11.2277259259,27.3128266667,11.9347333333
567.39,12.9402333333,24.8710666667,22.9474,21.6784,25.9630666667,9.47503333333,11.2748666667,27.375,11.9596
567.73,12.9371444444,24.8893,22.9496,21.6887333333,25.9992666667,9.42550000001,11.2566481482,27.40508,11.9374666667
568.07,12.9493,24.9560666667,23.0070666667,21.7487333333,26.0847333333,9.45350000001,11.2506222222,27.4659866667,11.9318666667
568.41,12.9247777778,24.9767,23.0484,21.7641333333,26.1348666666,9.41576666666,11.2359518519,27.50492,11.9130666667
568.75,12.9445777778,25.0504,23.1324,21.812,26.2376666667,9.43939999999,11.2564666667,27.5579466667,11.9219333334
569.09,12.9711444445,25.1659666667,23.2673333333,21.9268,26.3760666667,9.48163333333,11.3174518519,27.6706133333,11.9747333334
569.43,12.9807222222,25.2166,23.3503333333,21.9568666667,26.4413333333,9.48383333333,11.3337888889,27.73932,11.9828
569.77,12.9708888889,25.2593666667,23.4054,22.0105333333,26.4989333333,9.46853333333,11.3394074074,27.80908,11.9653333333
570.11,12.9866555556,25.3660666667,23.5036666667,22.0638666667,26.588,9.49039999999,11.3476666667,27.9097866667,11.9825333333
570.45,13.0099444444,25.4347,23.5654666667,22.1153333333,26.6565333333,9.52009999999,11.3776740741,27.9747733333,11.9994
570.79,12.9985777778,25.4901,23.6306666667,22.1576,26.7196,9.52919999999,11.3868037037,28.02308,11.9971333333
571.13,12.9996777778,25.573,23.7146,22.2275333333,26.7942666667,9.54899999999,11.3955407407,28.1093066667,12.029
571.47,13.0142222222,25.6402666667,23.809,22.2871333333,26.8735333333,9.58066666667,11.4402185185,28.1712933333,12.0466666666
571.81,13.0304,25.7024,23.8792666667,22.3426,26.9398666667,9.56750000001,11.4632037037,28.2305466667,12.0709333333
572.15,13.0480777778,25.7869333333,23.9630666667,22.4166,27.0152,9.60266666667,11.4977074074,28.3005333333,12.1017333334
572.49,13.0131,25.7996666667,23.9726666666,22.4126666666,27.0013333333,9.57759999999,11.4709925926,28.2937866667,12.0761333333
572.83,13.0071111111,25.8415333333,24.0018,22.4080666667,27.0205333333,9.55013333334,11.4593333333,28.3239466667,12.0651333333
573.17,13.0079444445,25.9025,24.0647333333,22.4812,27.0854,9.55696666666,11.4713444444,28.393,12.0713333334
573.51,13.0235222222,25.9892666666,24.1348,22.5291333333,27.1864,9.57926666666,11.4921777778,28.4666666667,12.1098666667
573.85,13.0353444444,26.0273333333,24.1788,22.6048,27.2443333333,9.59763333333,11.5253074074,28.50972,12.1505333333
574.19,13.0578111111,26.1231,24.289,22.6946666667,27.3563333333,9.63013333334,11.5518148148,28.5996133333,12.1902666667
574.53,13.0767777778,26.2066333333,24.3440666667,22.7388,27.4203333333,9.6565,11.5761925926,28.6723866667,12.2034
574.87,13.0476222222,26.2077666667,24.3551333333,22.7408,27.4634,9.63003333334,11.5501333333,28.68368,12.1754
575.21,13.0766444444,26.2918666667,24.4252666667,22.8030666667,27.5511333333,9.65163333333,11.5682518518,28.7625066666,12.2140666667
575.55,13.0730444445,26.3642666667,24.475,22.8444,27.6278,9.68093333333,11.5960296296,28.7994266667,12.2395333333
575.89,13.0552222222,26.3944666667,24.4773333333,22.8589333333,27.666,9.66646666667,11.5750481482,28.8358266667,12.2068666667
576.22,13.0930444444,26.5078666667,24.5646666667,22.9494,27.8126,9.69903333333,11.6127333333,28.96052,12.2443333333
576.56,13.0788333333,26.5533333333,24.6102,22.9864666667,27.8958,9.69683333333,11.6133148148,29.0087066667,12.2208
576.90,13.0737,26.6022,24.6355333333,22.9863333333,27.9384,9.70373333333,11.6254222222,29.0195733333,12.217
577.24,13.0593555556,26.6385333333,24.6672,23.0082666667,27.9907333333,9.70176666666,11.6230259259,29.0101733333,12.2114666667
577.58,13.0144,26.6608,24.6851333333,23.0088666667,28.0406666667,9.67476666666,11.6027592593,29.0250933333,12.1784666667
577.92,13.0006888889,26.7199333333,24.7376666667,23.0162,28.1145333333,9.65873333334,11.5813296296,29.0805333333,12.143
578.26,13.0152888889,26.806,24.8055333333,23.0735333333,28.1913333333,9.68096666667,11.6011296296,29.1254,12.1833333333
578.60,13.0902333333,26.9225333333,24.9342,23.1774,28.3192666667,9.74286666666,11.685062963,29.23304,12.2260666667
578.94,13.0591666667,26.9523,24.9716,23.2076,28.3522666667,9.73663333334,11.692937037,29.2532933333,12.2040666667
579.28,13.0508444444,26.9754,25.0107333333,23.2191333333,28.376,9.70376666667,11.6785777778,29.2949466667,12.1665333333
579.61,13.1159333333,27.1200333333,25.1697333333,23.3454666667,28.541,9.74133333333,11.7427518519,29.4450266667,12.2312
579.95,13.0999111111,27.1538333333,25.2244,23.3543333333,28.5411333334,9.72990000001,11.7683703704,29.45784,12.2122
580.29,13.1423333333,27.2767,25.3258666667,23.4658,28.6774,9.78793333333,11.8323666667,29.55296,12.2842
580.63,13.1265777778,27.3269333333,25.388,23.5149333333,28.7419333333,9.78223333333,11.8408148148,29.6064266667,12.2913333333
580.97,13.2087666667,27.4692333333,25.5349333333,23.615,28.8614,9.83063333333,11.9150185185,29.7364,12.3584
581.31,13.2616666667,27.5753333333,25.6791333333,23.7264666667,28.9713333333,9.87340000001,11.9611296296,29.8275733333,12.3889333333
581.65,13.2774888889,27.6020333333,25.6968666667,23.7642666667,28.9760666667,9.88750000001,11.9702925926,29.8493733333,12.4210666667
581.98,13.2158555556,27.5332,25.7456,23.7821333333,29.0054666667,9.82040000001,11.9237407407,29.85808,12.3632
582.32,13.1836444444,27.5804,25.8011333333,23.7940666667,29.0554666667,9.79429999999,11.9272333333,29.9158,12.3588
582.66,13.2294333333,27.6593333333,25.8883333333,23.8510666667,29.1484,9.82283333333,11.9504777778,30.0124666667,12.3966
583.00,13.2548777778,27.7833666667,26.0326,23.9248666667,29.2925333333,9.90693333333,12.0200666667,30.12664,12.468
583.34,13.1793777778,27.7556333333,26.0012,23.8770666667,29.2597333333,9.85576666667,11.9671037037,30.0774266667,12.4278666667
583.68,13.1989333333,27.8,26.0557333333,23.9184,29.3383333333,9.8528,11.9542407407,30.15916,12.4671333333
584.01,13.1991,27.7762,26.0918,23.9292,29.3733333333,9.89016666667,11.9508037037,30.18472,12.4699333333
584.35,13.2949666667,27.8984333333,26.2472,24.0495333333,29.5126,9.96860000001,12.0361111111,30.3158,12.5679333333
584.69,13.2879777778,27.9362666667,26.3532,24.1569333333,29.617,9.99060000001,12.0514185185,30.4161733333,12.5701333333
585.03,13.3074888889,28.0041666667,26.3874666667,24.1732,29.7087333333,10.0034666667,12.0825518518,30.49704,12.5993333333
585.37,13.3667222222,28.1183666667,26.5650666666,24.2911333334,29.9072,10.0629333333,12.1681777778,30.63604,12.6656666667
585.70,13.4154111111,28.2096333333,26.6308,24.3252666667,29.9688666667,10.1225333333,12.2116703704,30.7071733333,12.6975333333
586.04,13.4267888889,28.2608666667,26.6754666667,24.3677333333,30.0095333333,10.1221666667,12.2174666667,30.7246,12.7196
586.38,13.4084222222,28.3096666667,26.7218666667,24.3998,30.0928,10.1011666667,12.1965296296,30.7765733333,12.6989333333
586.72,13.4938111111,28.4114,26.8133333333,24.5176,30.2210666667,10.1563,12.2661111111,30.8920133333,12.7898
587.06,13.5033333333,28.4580333333,26.8646666667,24.5713333333,30.3001333333,10.1773333333,12.2767888889,30.9387733333,12.7950666667
587.39,13.5553111111,28.5627666667,27.0118,24.7077333333,30.436,10.2532,12.3687888889,31.05832,12.8538
587.73,13.5742888889,28.6748666667,27.1284,24.7872,30.5351333333,10.238,12.399562963,31.1464266667,12.8819333333
588.07,13.5319,28.6976666667,27.1696,24.8094,30.5834666666,10.2018666667,12.3386481481,31.1768266667,12.8288666667
588.41,13.4761777778,28.7313,27.1296,24.7612666667,30.5702666666,10.1578,12.3047185185,31.1579466667,12.8077333333
588.74,13.5131666667,28.8137666667,27.2031333333,24.8294666667,30.6629333333,10.2059666667,12.3341222222,31.2481733333,12.8400666667
589.08,13.5375888889,28.8810666667,27.2774666667,24.8958,30.7139333333,10.2517,12.3565185185,31.2991066667,12.8482
589.42,13.5967666667,28.9680666667,27.3630666667,24.9652666667,30.8251333333,10.3029,12.3907851852,31.3974933333,12.9082
589.76,13.5980444445,29.0359666667,27.4322666667,25.0454666667,30.9418,10.3451333333,12.4138814815,31.47304,12.8927333333
590.09,13.6460777778,29.0915666667,27.5291333333,25.1150666667,31.0058666667,10.3938333333,12.4705851852,31.4977466667,12.9391333333
590.43,13.5843333333,29.0682666667,27.506,25.0792666667,31.0159333333,10.3381,12.4200814815,31.45328,12.8681333333
590.77,13.6598222222,29.1655666667,27.6182666666,25.1762666667,31.1165333333,10.417,12.5145333333,31.5522266667,12.9277333333
591.11,13.6457555556,29.2114666667,27.6292,25.1768666667,31.1666,10.4327,12.4843444445,31.5556666667,12.9292
591.44,13.6790333333,29.2944333333,27.7289333333,25.2520666666,31.2328666667,10.5141,12.5464407407,31.64232,12.9737333333
591.78,13.6912111111,29.314,27.7340666667,25.2523333333,31.2454,10.5132333333,12.546837037,31.6653466667,12.9698
592.12,13.7436777778,29.3759,27.8390666667,25.3114666667,31.3616666667,10.5412666667,12.5819111111,31.7284933333,12.9712666667
592.46,13.7433333333,29.4278333333,27.9300666667,25.3789333333,31.4362,10.5322333333,12.5879518519,31.80744,12.996
592.79,13.6854777778,29.4114666667,27.8887333333,25.3642666667,31.4399333333,10.4529333333,12.5328333333,31.8169733333,12.9601333333
593.13,13.5801333333,29.3980666667,27.8948,25.368,31.4472,10.4027333333,12.4742037037,31.8271466667,12.8848
593.47,13.5251,29.3984333333,27.9035333333,25.3545333333,31.4488,10.2887333333,12.4002888889,31.8504666667,12.8292666667
593.80,13.4763222222,29.4221333333,27.9489333333,25.3673333333,31.4606666667,10.2336,12.3388481481,31.9107066667,12.7854666667
594.14,13.5412222222,29.5029333333,28.0553333333,25.4709333333,31.5520666667,10.2533,12.354662963,32.0221733333,12.8230666667
594.48,13.5237,29.5501333333,28.1444666667,25.5012,31.6396666667,10.2457333333,12.2990888889,32.1098933333,12.7794666667
594.81,13.6183333333,29.7095666667,28.3154666667,25.67,31.8156666667,10.3370666667,12.3743888889,32.2901466667,12.8661333333
595.15,13.6185888889,29.7737,28.3678,25.7048666667,31.9358666667,10.2995,12.3501555555,32.3546666667,12.836
595.49,13.6482888889,29.8624333333,28.4624,25.7873333333,32.0445333333,10.3589,12.4015370371,32.4455466667,12.9010666667
595.82,13.6933444445,29.9283333333,28.5386666667,25.8779333333,32.1705333333,10.4235666667,12.4240703704,32.5708133333,12.9478666667
596.16,13.6715666667,29.9342,28.5648666667,25.8771333333,32.1824,10.4259,12.3885148148,32.5611066667,12.9092666667
596.50,13.7448666667,30.0385666667,28.6782,25.9742666667,32.3093333333,10.5159333333,12.4471925926,32.66984,12.974
596.83,13.8213555555,30.2084666667,28.8048666667,26.0858,32.4539333333,10.5770333333,12.5347703704,32.79544,13.0742666667
597.17,13.8770777778,30.2753666667,28.9101333333,26.1392,32.5508666666,10.6597,12.575062963,32.8661333333,13.1478
597.51,13.8723888889,30.2799,28.9034666667,26.1528666667,32.6284,10.6456333333,12.5608444445,32.8915066667,13.1284
597.84,13.8226222222,30.269,28.9212666666,26.1444,32.6617333333,10.6517,12.5303370371,32.93472,13.0818
598.18,13.7714555556,30.2802,28.9134666667,26.1462,32.6671333333,10.6103,12.5004,32.9030133333,13.0648666667
598.52,13.7096111111,30.2333,28.8592666667,26.0806,32.6526,10.5373666667,12.4366740741,32.8447733333,12.9929333333
598.85,13.6920888889,30.2204666667,28.8556,26.0937333333,32.6440666667,10.5216666667,12.4051925926,32.8571333333,12.9681333333
599.19,13.6783333333,30.2426666667,28.8761333333,26.1182666667,32.6974666667,10.4862666667,12.3769074074,32.8822933333,12.9244666667
599.53,13.6495666667,30.2564,28.8994666667,26.141,32.6952,10.4281666667,12.3442296296,32.8661066667,12.9019333333
599.86,13.6406444445,30.2831,28.9393333333,26.1851333333,32.7724666667,10.4011,12.3539148148,32.88736,12.8929333334
600.20,13.6064555555,30.3145666667,28.9878,26.1942666667,32.8294,10.3691333333,12.3234074074,32.9043866667,12.8602666667
600.53,13.5699333333,30.2695,28.9901333333,26.1678666667,32.8184,10.2992333333,12.2331740741,32.8668,12.7759333333
600.87,13.5354,30.3135333333,28.9869333333,26.2097333333,32.8474,10.2872333333,12.1854481482,32.87332,12.7294666667
601.21,13.5492,30.4094,29.0912,26.2957333333,32.9504666667,10.3264333333,12.2108296296,33.0012666666,12.7628666667
601.54,13.5982444445,30.5537666667,29.2163333333,26.4030666666,33.0841333333,10.3278,12.2369555556,33.11256,12.8206666667
601.88,13.6800777778,30.6535666667,29.3287333333,26.4911333333,33.2552,10.3997666667,12.3018,33.24728,12.9058666667
602.21,13.7023444444,30.7292333333,29.4029333333,26.5521333333,33.3265333333,10.4128333333,12.3319333333,33.29056,12.9257333333
602.55,13.7032333333,30.7898,29.4743333333,26.5917333333,33.4060666667,10.4126333333,12.3037222222,33.3225066666,12.9198666667
602.88,13.6582222222,30.7984666667,29.4911333333,26.5891333333,33.4242666667,10.3977,12.2799148148,33.3205066667,12.8997333333
603.22,13.6272555556,30.8720666667,29.5090666667,26.5866,33.4745333333,10.3966,12.2670481482,33.3555333333,12.8897333333
603.56,13.6640111111,30.9720666667,29.5646,26.6598,33.5461333333,10.4285666667,12.2775148148,33.4616933333,12.9211333334
603.89,13.6393222222,31.0039,29.58,26.6748666667,33.5676,10.4054,12.2651962963,33.5007066667,12.9102666667
