wavelength,Back_BanMelf,Belly_BanMelf,Breast_BanMelf,Crissum_BanMelf,Crown_BanMelf,DorTail_BanMelf,Patch10_BanMelf,Rump_BanMelf,Throat_BanMelf,WingTip_BanMelf
186.77,358.666666667,160.0,505.333333333,390.666666667,497.333333334,15.9999999994,-10.6666666664,213.333333334,317.333333333,6.66666666673
187.15,-48.7718666667,29.4737999999,-76.1402666668,-36.842,-80.3509333331,57.1929333334,68.4210666667,11.228,-23.8595333333,62.8071333334
187.53,-294.666666667,-108.0,-304.0,-205.333333334,-316.666666667,-43.3333333332,-33.3333333335,-134.0,-246.666666667,-72.6666666669
187.91,-1331.1112,-668.888866667,-1233.33333334,-957.777799999,-1311.11106667,-317.777866665,-426.666666667,-751.111133334,-1142.22233333,-537.777866666
188.29,-245.7144,-101.428666667,-205.2384,-159.5238,-255.714133333,-21.9047333333,-64.7618000001,-135.714266666,-211.904666667,-60.4762666667
188.67,-70.4504666667,-19.0992,-52.7926,-39.6397333333,-85.5855999999,9.36953333334,-12.9729333333,-31.1712000001,-70.0901333333,-14.4144666666
189.05,-67.0176000001,-17.1929333333,-63.8595333333,-37.3683999999,-88.9474666667,14.0350666667,-19.8245333333,-24.0350666667,-72.1052666666,-22.9825333333
189.43,-19.9999333333,15.4444,-21.8887333333,-1.22226666668,-36.2222666667,30.1112,11.1112,7.11113333335,-23.2222,-0.55546666666
189.81,-3.11126666666,32.1109333333,-8.44439999998,14.7777333333,-29.4444000001,37.1109333333,18.1110666667,21.3332666667,-9.6666,10.6666
190.19,-2.79999999998,48.4,-9.3333333334,14.9333333333,-41.4666666667,46.0000000001,25.1999999999,32.6666666667,-10.2666666667,18.9333333333
190.57,-0.6896,36.7814666667,-11.1494,12.1837333333,-31.6092,47.4712666667,21.8391333334,30.9194666667,-14.1379333333,20.5746666667
190.95,1.02580000002,33.4614,-12.0513333333,13.5898666666,-40.3845333333,53.7180666667,19.4872,32.8205333333,-17.1794,13.0769333333
191.33,-1.27653333332,18.8653333333,-25.2481999999,0.5674,-69.0779333333,46.6666,10.7800666667,23.4044,-34.61,-9.92913333335
191.71,17.1144666667,24.6766666667,-4.1792,12.5372666667,-38.4080666667,44.9750000001,17.7114666667,26.1690666667,-6.06959999997,8.95519999999
192.09,23.2877333333,28.3106,-4.01813333332,16.6209333333,-33.3332666667,44.1096,17.7169333333,28.1278666667,-1.91773333333,9.95433333332
192.47,24.6296666667,28.7964666667,-10.0927333333,12.5926666667,-28.6111333333,43.1482666667,15.3704,33.426,-0.463000000006,6.29619999999
192.85,21.1320666667,31.6981333333,-25.0312666667,4.15086666666,-42.5158,55.0944666667,11.4466666667,39.1194666667,-3.64780000001,3.01893333333
193.23,20.4938666666,28.2718666667,-20.4937999999,7.77773333333,-41.4815333333,55.5556666667,13.3333333333,38.7654,-0.740666666674,-1.48153333335
193.61,19.8809333333,23.6906,-28.0951999999,-0.476133333306,-40.238,42.6190666667,-1.66673333333,34.9998666667,-3.09520000001,-11.4286
193.99,10.4402666667,9.05666666667,-44.2767999999,-15.7232666667,-48.5533333333,31.8238,-15.8489333333,24.9056666667,-15.4717333333,-26.9182666667
194.37,-3.88886666664,-21.5277333333,-64.7223333333,-34.1667333333,-70.6943999999,14.3056,-45.5555333333,4.30553333333,-31.8055333333,-52.2222666667
194.75,-4.14820000008,-26.5184666667,-72.8889333335,-34.2222000001,-78.074,10.2223333333,-57.6298,0.14806666664,-30.5186,-66.5184666667
195.13,8.28573333332,-6.57153333332,-42.4762666667,-7.71433333333,-38.7618666667,19.6190666667,-22.1905333333,16.8570666667,-6.57133333333,-30.0952666667
195.51,5.02053333334,-11.3579333333,-42.3045333333,-7.4898,-32.0164666666,14.0740666667,-26.6666666667,11.1932666667,-6.33746666665,-29.2182
195.89,-4.33873333336,-29.7354666667,-67.5132666667,-21.5874666667,-54.8149333333,6.24346666665,-44.3386,4.762,-20.3175333333,-53.4391333333
196.27,3.80946666665,-25.8200666666,-56.2960666667,-12.9101333333,-46.1374666667,19.3649333333,-33.9682,15.8730666667,-6.45513333333,-46.1376
196.65,8.97440000001,-19.0596666667,-39.8291333333,-2.56406666666,-35.47,19.0598666667,-22.9914666667,15.0428666667,2.73513333335,-32.9059333333
197.03,9.89019999997,-18.6814666667,-32.3078,3.37,-29.5970666667,16.7764666667,-20.293,13.6264,3.58973333333,-32.3076666667
197.40,6.5986,-23.8775333333,-33.5372666667,0.340133333326,-28.7075333333,15.0341333333,-21.0886,11.0204,2.78906666667,-30.3400666667
197.78,4.58773333332,-24.0860666667,-32.4012666666,4.22946666666,-29.2474,21.0036,-16.7025333333,13.2616,7.24020000002,-28.1002666667
198.16,3.50886666666,-25.7542666667,-30.2455333333,5.89466666667,-28.9122666667,21.8244666667,-13.1229333333,16.0702,9.68406666669,-27.0176
198.54,15.3488,-3.61746666666,-7.33846666668,21.2402666667,-5.0646,33.2298666667,5.42646666666,25.633,21.912,-6.82166666665
198.92,24.4444,10.5333333333,6.62226666668,31.0222666667,7.37786666667,39.7778,16.2666666667,35.0222,30.1776,5.15546666668
199.30,29.7864,17.1368666667,15.3846666667,35.3418,14.4872,46.581,21.9658,39.7008666667,35.47,11.1111333333
199.68,32.6538666667,21.2316,21.5712,39.3629333333,22.3779333333,53.7156666667,26.3269333333,45.1379333333,40.3396666667,14.3524
200.06,34.6012,24.9079333333,27.1984666667,41.2679333333,27.6072,55.0511333333,27.8936,48.589,41.4313333333,16.2371333333
200.44,33.7523333333,26.8191333333,26.8954,39.5428666667,29.1427333333,53.6000666667,27.1999333333,47.962,41.4856666667,16.7238666667
200.82,33.3333333333,23.2324,24.9293333333,39.394,27.8383333333,52.3232,26.1819333333,46.2626,40.8888666667,13.0099333334
201.19,36.5504666667,26.4342666667,28.3333333333,42.7131333333,33.2558,56.0465333333,31.2403333333,49.3410666667,44.9225333333,17.3643333333
201.57,36.0159333333,27.9683333333,27.7710666667,40.8678666667,33.8856,54.3982,29.0335333333,47.3372666667,43.9841333333,16.568
201.95,40.2116666667,32.4163333333,33.2981333333,42.3279333334,38.6244,55.979,31.4284666667,48.7124666667,47.9365333333,22.4339333333
202.33,41.3202,32.9042,35.1154,41.4191333333,40.2970666667,55.0824666667,31.0232,47.8878,47.5906666667,22.4092666667
202.71,41.5642,29.9814,34.6369333333,38.8080666667,39.9628,54.5252666667,28.7524,46.7412,47.486,18.6592666667
203.09,35.7576666667,22.2727333333,28.7878666667,32.1592,35.5304,47.8030666667,22.8788,40.7575333333,43.3712666667,13.3710666667
203.47,30.5760666667,15.4732666667,25.3498666667,28.5186,30.7819333333,43.7860666667,15.5966666667,36.6256,39.8764666667,5.9258
203.85,29.5358,14.8101333333,26.0335333333,29.3249333333,27.8482,40.3376,14.5991333333,37.0464666667,41.2658,5.18980000002
204.22,32.5332,13.4222666667,25.6446,31.8666666667,28.6222,43.9556666667,14.7111333333,39.7778666666,44.9332666667,6.31113333334
204.60,34.0376,9.48373333335,26.8544,34.0375333333,29.4834666667,43.4273333333,14.1784,40.4694666667,45.7747333333,6.05633333332
204.98,33.0115333333,10.6666666667,29.1035333333,32.1839333333,29.3332666667,43.7242666667,13.4712666666,41.5172,43.2645333333,6.98853333332
205.36,23.6979333333,-0.624933333326,19.9478666667,20.2082666667,18.2812,33.5936666667,0.260399999992,34.0104666667,33.3331333333,-6.45833333334
205.74,24.9772,2.05473333335,24.3835333333,25.2513333333,21.1416,34.6118666667,5.66213333332,36.5297333333,34.612,-3.60720000002
206.12,17.8417333333,-7.24206666666,17.3141333333,18.1774,14.6763333333,25.5154666667,-0.863266666653,28.2974,22.5419333333,-14.2924666667
206.50,15.5250666667,-8.21920000001,14.6117333333,15.2511333333,13.1507333333,20.5938,-1.18726666665,25.1598,20.7306,-12.3288
206.87,17.4496,-4.78766666667,14.6756,17.4496,16.1522666667,22.6397333333,1.96880000001,29.1274,19.8210666667,-8.32219999999
207.25,19.4594666667,-2.52246666667,17.2974666667,18.6936,16.8016666667,24.1891333333,2.52246666666,30.2701333333,19.0089333333,-8.82879999999
207.63,14.3693333333,-7.70266666666,12.072,13.5584,12.6126,16.8917333333,-0.4954,24.2793333334,12.8378666667,-14.8198666667
208.01,19.4548666667,-0.754933333326,17.7358666667,18.9937333333,19.9161333333,23.3125333333,7.00213333334,26.3732666667,15.8909333333,-7.67286666667
208.39,21.8497333333,4.58579999999,21.2716,21.5027333333,23.5452666667,25.0097333333,12.7166666667,26.1272,18.2274,-1.46440000002
208.77,20.2469333333,5.32633333333,18.3068666667,19.9649333333,23.3157333333,23.9152666666,12.4867333333,24.3035333333,16.1198666667,-6.0009774927e-12
209.14,23.5036,10.6803333333,20.17,24.8299333333,27.8571333333,26.8366666667,16.6326666667,27.7891333333,19.0476666667,4.62580000001
209.52,33.635,22.1116666667,31.0406,35.6259333333,39.1251333333,36.3197333333,27.7827333333,36.9232,29.9246666667,18.8538
209.90,36.4613333333,24.9289333333,34.9446,36.6192,41.7060666666,38.0094666667,31.0584,38.7362666667,31.4059333333,22.1167333333
210.28,40.1922666667,27.7884,39.5512,40.7371333333,44.5512666667,42.3719333333,34.8396666667,43.718,36.7308,25.5128666667
210.66,43.0302666667,29.4473333333,42.2816666667,45.8468666666,48.1284,47.7361333333,37.6827333333,47.7006,38.1818666667,26.9518666667
211.03,41.504,26.9106,42.7234666667,45.5692,46.8291333334,46.8290666667,36.1788,47.2764666667,39.7967333333,24.7155333333
211.41,45.7203333334,29.5484,48.3010666667,50.0215333333,51.5698,52.8601333333,42.1076,54.0645333333,43.5699333333,29.6344666667
211.79,47.5526,29.4937333333,47.8904,49.9157333333,52.9957333333,53.0802666667,43.1645333333,55.4008666667,43.713,33.3754666667
212.17,43.8823333334,25.7254666667,39.4511333333,43.2157333333,46.0000666667,45.0588,37.3333333333,49.6471333333,37.9606,29.3332
212.55,38.3428,21.5819333333,35.0658666667,39.661,42.5234666667,39.322,31.7890666667,44.7834,34.4256,25.1976666667
212.92,38.8547333333,23.9670666667,38.3638666667,41.1042,42.9448666667,40.0001333333,33.0469333333,45.6033333333,34.7239333333,26.4622
213.30,38.5684666667,25.1942,39.591,41.0634,43.2310666667,41.4314666667,33.7014,44.9898,36.7689333333,28.1799333333
213.68,34.6582,22.3505333333,37.0084666667,38.9742,38.0341333333,39.0169333333,31.9231333333,40.47,32.3076,25.2137333333
214.06,31.4284666667,19.2290666667,33.3334,38.1407333333,36.0996666667,36.1452,29.5239333333,39.9092,29.2970666667,23.5374
214.44,26.1111333333,13.6364666667,28.7879333333,35.9091333333,33.9898666667,29.6466,24.8989333333,36.1615333333,23.1818666667,19.0405333333
214.81,23.1861333333,8.72540000001,28.3332,34.7059333333,31.2744666667,27.6470666667,22.3039333333,30.5882666667,21.8628,14.4608
215.19,14.9649333333,-1.1654,20.0467333333,27.2727333333,24.1492,18.6478666667,11.4686666667,21.9114666667,11.1889333333,4.80193333334
215.57,11.2281333333,-1.79833333333,16.0525333333,26.1402,20.0876666667,12.5,5.78933333333,15.9648,7.93853333335,3.114
215.95,14.6485333333,2.35826666667,19.365,30.6121333333,23.3106666667,15.3287333333,5.62353333332,17.7325333333,10.068,5.034
216.32,4.78619999999,-8.43306666666,14.0171333333,26.4957333333,19.5441333333,9.1166,-5.75493333333,10.1994666667,0.968666666674,-5.29926666666
216.70,-10.0724,-23.6231333333,1.232,19.2752666667,10.6522,-6.44919999999,-24.7827333333,-0.579866666674,-15.2899333333,-23.2608
217.08,-15.5555333333,-28.8888666667,-3.51246666667,16.1290666667,9.60573333332,-9.10399999999,-29.7490666667,-4.58773333335,-17.4912,-29.1757333333
217.46,-31.8874666667,-50.1205333333,-22.3292,4.5782,-4.25693333334,-25.8634666667,-52.1284666667,-20.964,-36.3855333333,-52.1284666667
217.83,-65.1741333333,-90.6468666668,-56.3184,-22.6865333333,-31.5424,-58.7063333333,-95.2238000001,-47.5622,-65.8704666667,-89.1542000001
218.21,-68.3568,-92.8638000001,-60.8452,-25.6338,-35.5868666667,-62.1597333333,-98.4977333336,-53.1455333333,-65.9155333333,-93.4271333333
218.59,-48.409,-67.7272666667,-45.7575333333,-18.6364,-24.7728666666,-45.9846666667,-78.9393333333,-38.1818,-50.3788,-70.8333333333
218.97,-48.1158666667,-60.9419333333,-49.2028666666,-20.2173333333,-22.1015333333,-47.174,-75.4348666667,-34.2028666667,-51.232,-62.3187333333
219.34,-30.2778666667,-35.5556,-31.9444666667,-4.09713333335,-5.76393333331,-28.5416,-50.4166,-16.1804,-30.2083333333,-43.2638666667
219.72,-36.746,-36.8254666667,-43.7300666667,-10.8729333333,-9.36506666667,-30.7936666667,-54.5238,-20.6348666667,-35.3968,-53.7301333333
220.10,-39.7826666667,-38.0434666667,-45.5072666667,-15.652,-12.6812666667,-30.1448666667,-48.1884,-22.8984666667,-34.7100666667,-51.6665333333
220.47,-27.0144,-22.6086,-29.2172666667,-5.15953333331,-6.66673333333,-18.4927333333,-31.3044,-11.0145333333,-20.9855333333,-31.8261333333
220.85,-21.3674666667,-16.0116666667,-22.1082666667,-0.113933333346,-5.29913333333,-11.6809333333,-24.4444666667,-8.71800000001,-16.6381333333,-24.2735333333
221.23,-14.0742,-8.48999999999,-15.2707333333,7.23633333332,-1.82339999999,-8.49013333334,-18.9742666667,-4.78639999999,-11.0542,-16.5812666667
221.61,-15.8333333333,-8.72219999999,-12.5,5.38886666668,-5.88893333333,-12.5556666667,-18.7222,-8.55566666665,-10.5555333333,-15.7778
221.98,-7.20426666668,-0.80653333334,-4.73113333335,10.2688,3.01086666666,-7.04300000001,-9.83866666667,-1.5054,-6.02146666667,-9.19346666667
222.36,3.83193333333,10.4462666667,3.04466666667,16.3254666667,12.6509333333,5.82686666667,0.629933333328,7.71639999999,3.93706666665,1.67980000001
222.74,1.27280000001,7.8182,3.45446666667,18.3030666667,10.5455333333,7.63646666666,2.72719999999,8.36373333331,5.33339999999,5.21199999999
223.11,4.19046666667,13.2065333333,9.46033333334,22.2222,12.889,8.82533333334,5.26979999999,10.8571333333,6.41266666667,4.19046666666
223.49,-0.756000000006,10.3780666667,6.87286666666,18.6941333333,10.9278,9.27833333335,0.824799999986,6.04806666668,-0.755933333328,1.64946666664
223.87,-3.1914,5.24833333333,6.87946666667,17.7306,14.0425333333,9.71613333333,-2.05673333333,6.17026666667,-1.91486666666,0.567333333334
224.24,-5.39680000001,7.93653333333,6.66653333335,20.4761333333,12.5396,6.03180000002,-8.88893333331,5.79360000001,-8.33339999999,-4.12693333332
224.62,-16.5554666667,0.44453333334,-1.44446666666,17.8890666667,8.44459999999,-6.88886666668,-25.4444666667,-2.11106666667,-26.1111333333,-19.6666666667
225.00,-6.77233333333,5.1852,8.46566666668,23.8095333333,24.4444666667,7.619,-13.9682,12.381,-10.4763333333,-6.1376
225.38,-23.9785333333,-19.0322,-5.6988,6.77413333332,13.3333333333,-6.00053340349e-12,-29.4624666667,3.65606666666,-27.5268666667,-21.8279333333
225.75,-33.5948666667,-29.281,-8.23526666668,1.30720000001,22.7450666667,6.14373333335,-39.6078666667,6.79740000001,-40.1306666667,-27.0588666667
226.13,-26.5575333333,-22.0764,4.37160000001,7.65019999999,24.1528666667,13.2240666667,-28.5247333333,8.30593333335,-24.3714666667,-15.1912666667
226.51,-28.9552666667,-30.2487333333,0.696400000006,5.17400000001,15.8209333333,1.69159999999,-31.2436666667,1.29359999999,-24.4776,-18.3084666666
226.88,-27.9675333333,-33.9837333333,-9.51233333333,-5.77253333333,5.77233333334,-9.10580000001,-33.1708,-8.29266666666,-28.943,-22.1952
227.26,-32.6495333333,-47.6068666667,-14.1024666667,-13.1624,-3.76066666667,-9.91466666668,-40.9400666667,-18.0340666667,-33.1623333333,-21.453
227.64,-35.9386666667,-52.4904666667,-21.6091333333,-17.6244,-15.249,-22.5286666667,-46.8198666667,-25.9002666667,-36.0152666666,-22.2222
228.01,-38.7943333333,-55.9574666667,-24.6100666667,-27.0922666667,-25.3901333333,-33.0495333333,-51.4185333333,-31.4183333333,-40.8511333333,-28.5816666667
228.39,-26.5507333333,-44.6957333333,-14.5508,-21.5652,-18.9565333333,-19.9419333333,-35.884,-25.1014666667,-25.8551333333,-18.5509333333
228.76,-16.9267333333,-33.3805333333,-7.94320000001,-15.9338,-12.7186,-11.2057333333,-24.3972,-18.6761333333,-16.5957333333,-10.3073333333
229.14,-16.7480666667,-29.5934,-10.1626,-17.7643333333,-14.1057333333,-12.3984,-22.5203333333,-17.9675333333,-17.2357333333,-9.6748
229.52,-15.3815333333,-24.3374666667,-7.51013333333,-16.4659333333,-13.2932,-12.7712666667,-21.1646,-18.9558,-17.6305333333,-9.31719999999
229.89,-5.30466666667,-13.8351333333,-1.07513333333,-6.34399999999,-6.02153333333,-5.34053333333,-10.4302,-9.60566666668,-8.99639999999,-2.0072
230.27,-6.91360000001,-15.3087333334,-5.64379999999,-7.72493333333,-7.65426666667,-8.88893333333,-12.5574,-11.7108,-12.4515333333,-5.74953333333
230.65,-5.42953333334,-13.1614,-3.53953333333,-6.63233333333,-6.80406666666,-6.66666666666,-11.8212666667,-9.75946666667,-13.4706666667,-3.60820000001
231.02,-3.22706666667,-7.73053333334,1.34733333334,-3.5106,-3.29793333333,-2.62420000001,-9.00706666667,-7.97873333333,-11.4894,-2.02139999999
231.40,-4.16246666667,-3.7902,2.06440000001,-4.9746,-2.47033333333,-2.23339999999,-7.81713333333,-6.4298,-9.64466666666,-3.0118
231.78,2.58566666668,2.8348,6.76006666665,1.433,4.73526666667,5.57640000001,-0.8412,1.05926666667,-3.48933333334,3.11526666667
232.15,7.77779999999,9.48966666666,10.6607333333,8.31826666667,12.4324,11.8020666667,5.82579999999,5.976,2.46240000001,10.2102666667
232.53,5.98366666667,11.7072,11.0569333333,9.04066666667,15.5124,11.2194666667,6.11386666667,6.40666666667,-0.0650000000126,10.5366666667
232.90,7.99299999999,15.3577333333,14.8691333333,13.0890666667,19.5812666667,13.5426666667,8.86560000001,9.24966666667,0.69806666666,12.9145333334
233.28,9.98219999999,18.8590666667,17.9679333333,18.1819333333,22.139,15.8289333333,9.9108,10.6952,2.03199999999,14.6524
233.66,7.07413333333,16.3702666667,13.0001333333,14.0742,19.2223333333,13.9258666667,6.33326666666,8.70373333334,1.25933333331,11.7408
234.03,-1.99593333335,7.94406666667,4.39126666667,4.9102,9.58073333333,6.90613333333,-5.18973333333,-1.67673333334,-7.78453333333,3.79240000001
234.41,-0.422066666674,10.0,5.48526666666,6.96199999999,8.73406666667,9.8736,-5.06339999999,-1.81433333333,-7.67933333333,6.28693333333
234.78,-6.66679999999,8.5976,-0.735666666666,2.89653333333,4.59766666667,5.19526666667,-8.50566666667,-6.98853333334,-13.5632,1.42520000001
235.16,-8.95366666664,7.88326666666,-3.40633333333,1.50873333333,2.43313333333,1.94659999999,-9.68353333333,-8.46713333333,-14.1606666667,1.99519999999
235.54,-8.12646666667,6.37459999999,-5.25553333333,3.30900000001,2.62773333334,-1.11913333333,-10.511,-8.46720000001,-15.3285333333,2.04373333333
235.91,-18.4796,-1.6376,-10.7016666667,-5.55560000001,-2.51459999999,-10.5264666667,-19.4737333333,-19.2398,-24.4445333333,-7.19300000001
236.29,-39.6731333333,-21.8954666667,-27.3203333333,-25.0327333333,-24.5750666667,-31.8954,-38.6275333333,-38.4968,-43.2680666667,-26.7974
236.66,-50.2405333333,-32.0275333333,-38.6941333333,-34.7078,-38.4192666667,-44.2612,-50.3780666667,-47.7662666667,-52.0276,-34.8452666667
237.04,-52.4918666667,-34.8219333333,-41.8122666667,-37.2166666667,-40.7118666667,-44.7894666667,-51.521,-49.4497333333,-50.2912666667,-35.5340666667
237.41,-56.5636,-42.0618666667,-48.2473333333,-43.7114,-50.2405333333,-50.1031333333,-55.3952,-56.4261333333,-54.2268,-44.4674
237.79,-36.5476,-23.5119333334,-28.6309333333,-25.2975333333,-32.5596,-31.9642666667,-34.1667333333,-36.7262666667,-36.3691333333,-25.0
238.17,-24.2709333333,-9.89606666668,-15.3127333333,-13.8021333333,-17.9688666667,-19.6355333333,-16.1979333333,-19.4793333333,-22.3439333333,-9.94813333334
238.54,-11.9842,-1.7858,-1.30946666667,-4.64300000001,-3.96819999999,-5.95239999999,-3.13506666667,-5.03966666666,-7.42059999999,-0.436533333332
238.92,-6.53133333334,-1.11673333333,2.26726666667,-0.609199999992,0.575333333326,-1.11660000001,-0.203066666665,0.575266666668,-3.41786666666,3.51946666667
239.29,-6.45639999999,-4.59453333333,-1.86186666665,-1.47146666666,-0.0298666666672,-1.02106666667,-2.52246666667,-1.56146666667,-5.79573333333,0.720733333333
239.67,-3.10086666666,-1.83446666667,0.491066666672,0.671866666668,2.60986666667,2.42913333333,-0.232533333332,0.671933333334,-3.30733333333,3.48853333333
240.04,-1.95173333333,-0.504466666666,-0.219199999992,1.57893333333,1.99553333333,3.26766666667,0.811533333335,1.73246666666,-2.45606666667,3.72806666667
240.42,2.28353333333,2.61513333333,3.77513333334,5.17506666667,5.37753333334,7.73479999999,4.62253333333,5.56173333333,0.828733333335,7.78999999999
240.79,5.2182,4.51706666667,5.85666666667,7.30526666667,7.67913333334,10.3270666667,7.49220000001,7.86606666667,3.62926666667,10.2025333333
241.17,7.23206666667,6.02233333333,7.46880000001,8.36293333334,9.03360000001,11.1505333333,10.0066,10.046,5.64106666667,12.5048666667
241.54,7.3438,6.49446666667,7.48146666667,7.92899999999,9.06486666667,11.2104666667,10.7400666667,10.3498,5.76033333333,13.1382666667
241.92,8.03313333333,7.07046666667,8.05393333333,8.57140000001,8.84066666667,12.1015333333,11.4596666667,10.5902,6.47,13.6232
242.29,7.00693333333,5.98633333333,7.1914,7.14286666667,7.39560000001,11.1758666667,10.3206666667,8.6394,5.588,12.3418666667
242.67,5.54593333334,4.94246666667,5.27786666667,5.69913333333,5.27773333333,9.53066666667,9.27200000001,6.75286666667,3.7644,11.2547333334
243.05,3.99426666667,4.21313333333,4.60286666667,4.25093333333,3.83273333333,8.54959999999,8.36899999999,5.3258,3.27153333333,10.3662666667
243.42,4.67226666667,5.4662,6.35286666667,4.9492,4.93093333333,9.33526666667,9.483,6.71273333334,4.57993333333,11.6066
243.80,3.8544,4.5644,5.60626666667,4.297,4.06646666667,8.79680000001,9.16553333334,6.18713333334,4.27853333333,10.9543333333
244.17,3.08746666667,4.01633333333,5.5648,3.8614,3.2604,8.23306666667,8.88886666667,5.54646666666,3.88893333333,10.5464666667
244.55,4.28253333333,5.47466666667,6.49013333333,4.8918,4.10593333333,9.28899999999,9.77486666667,6.40173333333,5.20093333333,11.6998
244.92,5.3098,6.57386666667,7.37473333333,5.68066666667,5.023,10.0801333333,10.847,7.3072,6.33793333333,13.1142
245.30,4.03513333333,5.4392,5.94453333333,4.5406,3.89086666667,9.00106666666,9.60293333334,5.9446,5.1986,11.5042
245.67,3.31506666667,4.7346,5.43,4.19306666667,3.2784,7.87399999999,8.64986666667,5.34933333333,4.77126666667,10.5671333333
246.05,2.5918,3.5696,4.52086666667,3.42506666667,2.80846666667,6.83726666666,7.68366666667,4.9082,4.31753333333,9.65859999999
246.42,3.04826666667,4.0938,4.72973333333,4.0108,3.36313333333,7.1538,8.3184,5.84073333333,4.64066666667,9.96433333333
246.79,3.85006666667,4.6156,5.10313333333,4.62653333333,4.166,7.64646666667,8.69599999999,6.4952,5.2638,10.4738
247.17,4.46873333333,4.79533333333,5.2242,5.02926666667,4.35193333333,7.63153333333,8.82553333333,6.6958,5.35566666667,10.8479333333
247.54,4.28026666667,4.60726666667,5.0448,4.90666666667,4.04973333333,7.51900000001,8.88733333333,6.60226666667,5.14626666667,10.6150666667
247.92,4.48726666667,4.6822,5.28006666667,5.22266666667,4.3322,7.61900000001,9.1694,6.97673333333,5.236,10.8570666667
248.29,4.708,4.8112,5.0816,5.17193333333,4.39006666667,7.71900000001,9.2226,7.15626666667,5.28346666667,10.8546666667
248.67,4.3846,4.36306666667,4.64133333333,4.83406666667,4.11053333333,7.38179999999,9.00886666667,6.748,4.78273333333,10.4346
249.04,4.09853333333,4.19006666667,4.66966666667,4.58686666667,3.90233333334,7.11579999999,8.82933333333,6.60566666667,4.55193333333,9.94560000001
249.42,4.05006666667,4.18673333333,4.687,4.68713333333,3.66773333333,7.12626666667,8.72813333333,6.5438,4.45053333333,9.76106666667
249.79,4.59173333333,4.96633333333,5.45153333333,5.40833333333,4.62526666667,8.10760000001,9.63506666667,7.42066666667,5.00946666667,10.5764
250.17,4.316,5.148,5.4028,5.4496,4.6904,7.98726666666,9.74493333332,7.3996,4.7424,10.8630666667
