wavelength,Back_BanMelf,Belly_BanMelf,Breast_BanMelf,Crissum_BanMelf,Crown_BanMelf,DorTail_BanMelf,Patch10_BanMelf,Rump_BanMelf,Throat_BanMelf,WingTip_BanMelf
321.43,3.86353333333,9.66919999999,4.5342,9.11699999999,2.45973333333,4.40406666667,12.8483333333,9.35366666666,3.58526666667,7.79446666667
321.80,3.796,9.76246666668,4.49646666667,9.12380000001,2.51,4.361,12.9292666667,9.30759999999,3.60553333333,7.7896
322.16,3.97666666667,10.0422666667,4.79493333333,9.46866666666,2.77673333333,4.50233333333,13.2832,9.56913333335,3.76186666666,7.9716
322.53,3.82246666667,10.1078666667,4.90533333333,9.57673333333,2.70566666667,4.4354,13.3765333333,9.71753333333,3.63633333333,7.813
322.90,3.54546666667,9.92779999999,4.72073333334,9.40353333333,2.59693333333,4.12726666667,13.1622,9.63679999999,3.51213333334,7.45306666667
323.27,3.29773333333,9.84986666667,4.62573333333,9.2302,2.42506666667,4.1378,13.0461333333,9.55613333333,3.49846666667,7.26706666667
323.63,3.29546666667,10.1701333333,4.6406,9.38419999999,2.54713333333,4.38006666667,13.3628666667,9.71006666666,3.638,7.3646
324.00,3.04653333333,9.96726666667,4.45613333333,9.34239999999,2.4156,4.2942,13.2697333333,9.56166666666,3.46233333333,7.26473333333
324.37,3.02886666667,10.029,4.42046666667,9.44006666668,2.47573333333,4.3964,13.2915333333,9.70346666667,3.46813333333,7.2278
324.74,3.189,10.0901333333,4.469,9.65053333332,2.54813333333,4.6044,13.4668666667,9.9488,3.6228,7.2572
325.10,2.89573333334,9.80866666666,4.21406666667,9.48859999999,2.30306666667,4.38046666667,13.3731333333,9.78793333334,3.3656,6.983
325.47,2.90193333333,9.88933333333,4.26813333333,9.50419999999,2.34326666667,4.41373333333,13.4385333333,9.82113333333,3.3426,6.94866666667
325.84,2.99006666667,9.9666,4.3434,9.6908,2.42406666667,4.4318,13.6181333333,9.95033333335,3.38826666667,6.99646666667
326.21,3.05826666667,9.99279999999,4.3646,9.73906666667,2.5312,4.488,13.6699333333,10.1181333333,3.49553333333,7.04566666667
326.57,3.22573333334,10.0503333333,4.48453333333,9.85420000001,2.61986666667,4.6528,13.7881333333,10.2569333333,3.67886666667,7.144
326.94,3.26333333333,10.1720666667,4.54073333333,9.89879999999,2.52753333333,4.79526666667,13.8008666666,10.2449333333,3.69246666667,7.179
327.31,3.458,10.4571333333,4.64773333333,10.1229333334,2.60786666666,4.96106666667,13.9394,10.3567333333,3.84926666667,7.23473333333
327.67,3.59993333333,10.6121333333,4.80853333333,10.303,2.70553333333,5.0742,13.9532666667,10.5097333333,3.9436,7.30226666667
328.04,3.78913333333,10.8847333333,5.0082,10.4540666667,2.93133333333,5.27586666667,14.1112666667,10.6191333333,4.07746666667,7.36473333333
328.41,3.81126666667,11.0325333333,5.0636,10.5198666667,3.0228,5.33413333333,14.2107333333,10.6559333333,4.09746666667,7.46373333333
328.78,3.97686666667,11.4241333333,5.13913333333,10.7762666667,3.27066666667,5.5082,14.4565333333,10.9263333333,4.29506666667,7.75273333334
329.14,4.18006666667,11.5400666667,5.24793333333,10.9590666667,3.5044,5.77026666667,14.6042666667,11.1460666667,4.49906666667,7.96253333333
329.51,4.1872,11.6256666667,5.28953333333,11.0869333333,3.51133333333,5.86066666667,14.6652,11.3184,4.65353333333,8.022
329.88,3.94033333333,11.4199333333,5.07373333333,10.9001333333,3.21893333333,5.5478,14.3879333333,11.0537333333,4.40713333333,7.73233333333
330.24,3.96793333333,11.5126666667,5.09673333333,11.1325333333,3.20973333333,5.67426666667,14.4273333333,11.0126666667,4.43466666667,7.7846
330.61,3.63026666667,11.3424666667,4.75713333333,10.8834666667,2.84026666667,5.3104,14.1456666667,10.7077333333,4.11133333333,7.43626666667
330.98,3.59953333333,11.3364666667,4.6826,10.8926,2.77246666667,5.1764,14.0425333333,10.7230666667,4.0306,7.39246666667
331.34,3.4584,11.2462,4.55393333333,10.8335333333,2.69133333333,5.03606666667,13.9797333333,10.6966,3.91673333333,7.33313333333
331.71,3.3452,11.0944,4.40026666667,10.7418666667,2.63133333333,4.84686666667,13.9676666667,10.6622,3.739,7.19606666667
332.08,3.28026666667,10.9602666667,4.21806666667,10.7374,2.5006,4.74606666667,13.9531333333,10.7087333333,3.6146,7.0798
332.44,3.46133333333,10.9671333333,4.2934,10.9832,2.60786666667,4.81953333333,14.0942666667,10.8621333333,3.7814,7.2338
332.81,3.18126666667,10.7032666667,4.3174,10.9208666667,2.4686,4.5722,13.9444,10.7329333333,3.60293333333,6.92126666667
333.18,3.2634,10.881,4.46633333333,11.09,2.54886666667,4.71313333333,14.1202666667,10.9172666667,3.6638,6.991
333.54,3.4,11.0486,4.55253333333,11.1431333333,2.69306666667,4.81733333333,14.2227333333,11.0503333333,3.71893333333,7.0818
333.91,3.81873333333,11.5308,4.96533333333,11.506,3.09653333333,5.35466666667,14.6818666667,11.5937333333,4.15173333333,7.50333333333
334.28,3.61246666667,11.2862666667,4.76973333333,11.239,2.83706666666,5.01973333333,14.5348,11.4838666667,3.84586666667,7.17113333333
334.64,3.7288,11.3892,4.86586666667,11.4358666667,3.0572,5.24913333333,14.7524,11.7161333333,3.97526666667,7.38346666666
335.01,3.84846666667,11.5448,5.07506666667,11.6750666667,3.3754,5.432,15.0504,11.9336666667,4.17673333333,7.50933333333
335.38,3.79586666667,11.466,5.10986666667,11.6838,3.4304,5.39673333333,15.0188666667,11.8626666667,4.1486,7.45693333333
335.74,4.0076,11.618,5.3208,11.8236666667,3.50346666667,5.52966666667,15.2141333333,11.9319333333,4.35893333333,7.58093333334
336.11,4.09886666667,11.7504,5.4978,11.9984666667,3.5236,5.5722,15.2861333333,12.0563333333,4.51606666667,7.6666
336.47,3.9416,11.8048666667,5.42793333333,11.9542666667,3.33933333333,5.43833333333,15.2843333333,11.9888666667,4.35646666667,7.4876
336.84,4.01606666667,11.9606,5.40373333333,11.9486666667,3.363,5.51346666667,15.3563333333,11.9962666667,4.4316,7.55426666667
337.21,3.99086666666,11.9798,5.24366666667,11.9843333333,3.23133333333,5.39306666667,15.3368,11.9090666667,4.31446666667,7.48826666667
337.57,4.1212,12.1239333333,5.2468,12.1916666667,3.23993333333,5.3968,15.5254666667,11.9634666667,4.358,7.585
337.94,3.9118,11.9368,5.0424,12.1062666667,3.0352,5.22213333333,15.355,11.7617333333,4.21993333333,7.4232
338.31,4.04313333333,12.2368,5.2092,12.2309333333,3.17326666667,5.45513333333,15.5134,11.9096,4.4852,7.5974
338.67,4.05746666667,12.4045333333,5.19673333333,12.2232666667,3.08506666667,5.3738,15.513,12.0012,4.49426666667,7.52266666667
339.04,3.87706666667,12.3430666667,4.95993333333,12.1023333333,2.82006666667,5.179,15.3400666667,11.8471333333,4.3048,7.3176
339.40,3.88666666667,12.5176666667,4.95753333333,12.1934666667,2.7872,5.19093333333,15.3926666667,11.9715333333,4.29166666667,7.35113333333
339.77,3.6992,12.4626666667,4.77133333333,12.1641333333,2.71733333333,4.9986,15.2143333334,11.9639333333,4.11233333333,7.2598
340.14,3.76393333333,12.6683333333,4.806,12.2502666666,2.9366,5.10673333333,15.3354,12.0656,4.09846666667,7.3894
340.50,3.72866666667,12.5833333333,4.74013333333,12.2224666667,2.91,5.122,15.3633333333,12.0014,4.03646666667,7.3132
340.87,3.56486666667,12.4978666667,4.60933333334,12.2162666667,2.75306666667,4.9134,15.3416666667,11.8925333333,3.82566666667,7.21746666667
341.23,3.46646666667,12.456,4.55626666667,12.1057333334,2.74653333333,4.8472,15.2851333334,11.8366,3.803,7.15913333334
341.60,3.2946,12.2138,4.5272,12.0405333333,2.6672,4.78633333333,15.1415333334,11.7118666667,3.63406666667,7.00486666667
341.96,3.34013333333,12.2775333333,4.4972,12.0590666667,2.68473333333,4.80033333333,15.221,11.7285333333,3.6206,7.01193333333
342.33,3.27693333333,12.1349333334,4.3852,12.0514,2.6134,4.77146666667,15.1396666667,11.6054,3.5198,6.95333333333
342.70,3.26406666667,11.9950666667,4.40373333333,12.0342,2.5564,4.72126666667,15.2016,11.4584,3.45086666667,6.94613333333
343.06,3.50973333333,12.1850666667,4.62873333333,12.277,2.804,4.94826666667,15.4762,11.6648666667,3.67726666667,7.20633333333
343.43,3.5486,12.1530666667,4.63293333333,12.3046,2.80886666667,4.9434,15.559,11.6947333333,3.65713333333,7.21706666667
343.79,3.68426666667,12.3674666667,4.7908,12.4557333333,2.8516,5.15826666667,15.7668,11.7675333333,3.8312,7.33006666667
344.16,3.57453333333,12.2565333333,4.6956,12.4032666666,2.647,5.01753333333,15.7656666667,11.6261333333,3.7496,7.16986666667
344.52,3.67186666667,12.3682,4.83206666667,12.4904666667,2.74906666667,5.0414,15.7869333333,11.7009333333,3.83026666667,7.2418
344.89,3.66633333333,12.3472,4.72913333333,12.4665333333,2.70293333334,5.0526,15.7067333333,11.7299333333,3.8348,7.19313333333
345.25,3.56346666667,12.3693333333,4.7446,12.4590666667,2.61953333333,4.95806666667,15.7133333333,11.6779333333,3.751,7.17526666667
345.62,3.46006666667,12.3834,4.66353333333,12.3694666666,2.4938,4.85153333333,15.6686666667,11.6367333333,3.70186666666,7.07166666667
345.99,3.41066666667,12.3847333333,4.63373333333,12.3648,2.40473333333,4.7826,15.7051333333,11.6943333333,3.59246666667,6.9926
346.35,3.47593333333,12.5622666667,4.6988,12.5131333333,2.4572,4.73866666667,15.7812666667,11.8689333333,3.61433333333,7.007
346.72,3.42406666667,12.5891333333,4.6356,12.5290666667,2.46453333333,4.6934,15.7022666667,11.8520666667,3.5298,6.921
347.08,3.4438,12.675,4.65873333333,12.5851333333,2.45226666667,4.70493333333,15.7454666667,11.8749333333,3.4804,6.884
347.45,3.4104,12.7394,4.62426666666,12.5925333333,2.4098,4.7332,15.7658,11.8408666667,3.51693333333,6.7948
347.81,3.31133333333,12.6285333333,4.5492,12.5355333333,2.4244,4.68946666667,15.671,11.8114,3.44566666667,6.7356
348.18,3.2208,12.5802,4.51893333333,12.4694666667,2.39753333333,4.70113333333,15.5785333333,11.8354,3.4136,6.63113333333
348.54,3.0774,12.5064,4.41133333333,12.3856666666,2.29226666667,4.69546666667,15.5479333333,11.8487333333,3.39473333333,6.57833333333
348.91,3.08686666667,12.5342666667,4.4706,12.4210666667,2.29246666667,4.672,15.6352666667,11.8662666667,3.3726,6.54053333333
349.27,3.34513333333,12.6414666667,4.67193333333,12.6084666667,2.516,4.8862,15.7984,12.0244,3.59766666667,6.65473333333
349.64,3.49193333333,12.8052,4.78053333333,12.7946666667,2.71626666667,5.07653333333,15.9999333333,12.1486,3.73113333333,6.73506666667
350.00,3.5576,12.9213333333,4.90373333333,12.9388,2.8914,5.23006666667,16.1134666667,12.193,3.87826666667,6.84453333333
350.37,3.39386666667,12.8335333333,4.78253333333,12.823,2.79853333333,5.16006666667,16.0957333333,12.0866666667,3.76786666667,6.74713333334
350.73,3.3478,12.8646666667,4.75426666667,12.8704,2.85133333333,5.21406666667,16.1188,12.1052666666,3.84086666667,6.77153333333
351.10,3.21033333333,12.7175333333,4.6834,12.7332666667,2.7676,5.1218,16.0005333333,11.9864,3.75453333333,6.70766666667
351.46,3.1578,12.5806,4.57766666667,12.7633333333,2.69513333333,5.00546666667,15.9471333333,11.9778,3.65433333334,6.65413333333
351.83,3.1324,12.5270666667,4.48953333333,12.7902,2.62726666667,4.89046666667,15.9773333333,11.9794666667,3.59153333333,6.54786666667
352.19,3.30093333333,12.6771333333,4.6024,12.9846,2.74066666667,4.95,16.2155333333,12.1525333333,3.67973333333,6.74793333333
352.55,3.43053333333,12.7603333333,4.64513333333,13.0638666667,2.87066666667,4.9896,16.2681333333,12.1872,3.6756,6.8246
352.92,3.55753333333,12.8553333333,4.7682,13.1606,3.07413333333,5.141,16.3592666667,12.2966,3.8114,6.9652
353.28,3.51146666667,12.8666666667,4.74486666667,13.1352666667,3.0264,5.15286666667,16.3207333333,12.3425333333,3.79493333333,6.97413333333
353.65,3.55826666667,12.9007333333,4.86473333333,13.1179333333,3.02866666667,5.13746666667,16.3032666667,12.3560666667,3.8576,7.02246666666
354.01,3.60006666667,12.9767333333,4.96233333333,13.2145333333,3.03313333333,5.09713333333,16.36,12.4590666667,3.885,7.09066666667
354.38,3.56893333333,12.9957333333,4.9672,13.2336,2.98653333333,5.0056,16.3676,12.4270666667,3.84813333333,7.0392
354.74,3.49786666667,12.9366,4.95906666667,13.177,2.8732,4.89573333333,16.3629333333,12.4426666667,3.75966666667,6.9866
355.11,3.5484,13.0372666667,4.97306666667,13.2517333333,2.8946,4.95213333333,16.4958666667,12.5293333333,3.81533333333,6.95573333333
355.47,3.53666666667,13.1897333333,5.052,13.2344,2.89933333333,5.01566666667,16.5989333334,12.5473333333,3.8128,6.97653333333
355.83,3.52486666666,13.3198,5.12973333333,13.2624666667,2.88893333333,5.1818,16.6236,12.5870666667,3.8166,7.02906666667
356.20,3.3796,13.2696666667,5.03766666667,13.1298,2.77286666667,5.06726666667,16.5169333333,12.5071333333,3.6818,6.86626666667
356.56,3.2188,13.2008,4.93186666667,13.0268,2.5888,4.86486666667,16.4924666667,12.4360666667,3.5768,6.69746666667
356.93,3.2078,13.1829333333,4.9174,12.9976,2.5428,4.84506666667,16.486,12.4208,3.5754,6.67573333333
357.29,3.29,13.1932,5.03433333333,13.1212,2.64706666667,4.88626666667,16.5747333333,12.4647333333,3.615,6.7362
357.66,3.30893333333,13.3056,5.08533333333,13.2104,2.74846666667,4.926,16.6474666667,12.5295333334,3.6546,6.8174
358.02,3.37026666667,13.2840666667,5.09166666667,13.2104666667,2.83873333333,5.00653333333,16.7070666667,12.5221333333,3.71413333333,6.83166666667
358.38,3.50926666667,13.3772666667,5.20466666667,13.2902666667,2.96853333333,5.1772,16.8425333333,12.5882666667,3.87486666666,6.9644
358.75,3.57173333333,13.3799333333,5.2234,13.3027333333,2.9984,5.2124,16.8948666667,12.5820666667,3.91313333333,6.95213333333
359.11,3.55293333333,13.3666,5.19806666667,13.3043333333,2.97753333333,5.17293333333,16.9094,12.5902666667,3.8936,6.9368
359.48,3.6432,13.4595333333,5.28033333333,13.3519333333,3.0674,5.25766666667,16.9780666667,12.6659333333,4.0104,7.02746666667
359.84,3.6554,13.4308666667,5.27586666667,13.3648666667,3.11353333333,5.1838,17.0194,12.6371333333,4.0268,7.03873333333
360.20,3.65926666667,13.3944,5.23033333333,13.3188666667,3.099,5.14346666667,17.0206666667,12.584,4.03053333333,7.0356
360.57,3.79673333333,13.4906,5.34533333334,13.4449333333,3.24066666667,5.316,17.1558666666,12.688,4.13793333333,7.14666666667
360.93,3.72653333333,13.4607333333,5.23726666666,13.3938666667,3.1518,5.27553333333,17.1217333333,12.6018666667,4.05133333333,7.0556
361.29,3.6264,13.46,5.071,13.272,3.0676,5.19,17.1087333333,12.5460666667,3.94846666667,6.96753333333
361.66,3.5366,13.3844666667,4.9112,13.1860666667,2.9234,5.12753333333,17.0408,12.4926666666,3.85733333333,6.84926666667
362.02,3.457,13.3634,4.82253333333,13.0986,2.79226666667,5.0174,16.9423333333,12.4303333333,3.75546666667,6.757
362.39,3.48933333333,13.3408666667,4.82466666667,13.119,2.792,5.0488,16.9514,12.4897333333,3.7484,6.76366666667
362.75,3.51086666667,13.3564,4.79893333333,13.1303333333,2.78433333333,5.08293333333,16.9463333333,12.5019333334,3.73546666667,6.77286666667
363.11,3.55606666667,13.3942,4.8408,13.1587333333,2.80886666667,5.1574,16.9917333333,12.5150666667,3.77246666667,6.85313333333
363.48,3.51433333333,13.3053333333,4.76713333333,13.1032,2.77873333333,5.0964,16.9329333333,12.4624666667,3.70693333333,6.82846666667
363.84,3.5484,13.3416666667,4.7334,13.0718,2.75906666667,5.10166666667,16.9212666667,12.5113333334,3.71546666667,6.82006666667
364.20,3.5252,13.3658,4.71473333333,13.0736,2.76226666667,5.11606666667,16.9356,12.5356666667,3.72113333334,6.81526666667
364.57,3.46453333333,13.3490666667,4.66486666667,13.0333333333,2.7114,5.08906666667,16.8578,12.5116,3.70953333333,6.8148
364.93,3.45693333333,13.3975333333,4.6856,13.0540666667,2.68286666667,5.0276,16.8788,12.5782666667,3.72153333333,6.85226666666
365.29,3.46146666667,13.3430666667,4.69466666667,13.0388666667,2.64153333333,5.01533333333,16.8816666667,12.5928,3.73513333333,6.85926666667
365.66,3.506,13.2948,4.72813333333,13.0416666667,2.6842,4.98266666667,16.8938,12.5704,3.7364,6.90693333333
366.02,3.632,13.372,4.8056,13.097,2.84546666667,5.1206,17.0342666667,12.6457333334,3.8318,7.03166666667
366.38,3.5608,13.3068,4.70753333333,13.0047333333,2.80533333333,5.0528,16.9695333333,12.5912,3.81213333333,6.96106666667
366.75,3.55333333333,13.3462666667,4.71713333333,12.9687333333,2.8066,5.062,16.9817333333,12.585,3.8532,6.99326666667
367.11,3.48313333333,13.2162666667,4.57353333333,12.8059333333,2.69393333333,4.9332,16.8377333333,12.4891333334,3.7732,6.86793333333
367.47,3.4586,13.1684,4.49526666667,12.7612666667,2.656,4.91226666667,16.8096,12.46,3.76613333333,6.80386666667
367.84,3.46613333333,13.0960666667,4.523,12.7242666667,2.6712,4.9094,16.8309333333,12.4200666667,3.76193333333,6.7996
368.20,3.4768,13.0132,4.5046,12.6960666667,2.64626666667,4.92386666667,16.7888,12.4080666667,3.75173333333,6.81526666667
368.56,3.43553333334,12.9746,4.48066666667,12.6384,2.58473333333,4.84246666667,16.7804,12.3028,3.6832,6.73986666666
368.93,3.543,13.0003333333,4.56993333333,12.6934,2.69646666667,5.02573333333,16.8817333333,12.3672,3.77586666667,6.8162
369.29,3.47606666667,12.9852,4.48933333333,12.6481333333,2.65633333333,4.9938,16.8804,12.3161333333,3.73486666667,6.74906666667
369.65,3.56906666667,13.0769333333,4.5448,12.7242,2.7648,5.13306666667,17.0126,12.4380666667,3.90253333333,6.86873333333
370.01,3.59006666667,13.0594,4.54513333333,12.7555333333,2.76346666667,5.14886666667,17.013,12.5021333333,3.95193333333,6.85373333333
370.38,3.6166,13.0968666667,4.64193333333,12.7564,2.7842,5.2112,17.0892,12.5206,3.9872,6.94226666667
370.74,3.67413333333,13.0666666667,4.6732,12.7816666667,2.8796,5.24213333333,17.1665333333,12.5687333333,4.03633333333,7.01093333333
371.10,3.76606666666,13.1691333333,4.77933333333,12.8984666667,3.01306666667,5.353,17.2946,12.7126666667,4.17126666667,7.13553333333
371.46,3.8474,13.2201333333,4.85126666667,12.9366,3.0802,5.45333333333,17.3878,12.7994,4.23166666667,7.2146
371.83,3.842,13.2378666667,4.8348,12.9494666667,3.0618,5.4808,17.4235333333,12.7962,4.26753333333,7.2484
372.19,3.9474,13.3042666667,4.9184,13.0235333333,3.1264,5.56486666667,17.4712666667,12.8052,4.34473333333,7.30566666667
372.55,3.96393333333,13.2316666667,4.85926666667,13.0029333333,3.14286666666,5.63406666667,17.4522666667,12.8319333333,4.386,7.32093333333
372.92,3.9298,13.1605333333,4.82586666667,12.949,3.15806666667,5.57173333333,17.4090666667,12.8026666667,4.37753333333,7.331
373.28,3.98946666667,13.133,4.84366666667,12.9424,3.20373333333,5.59406666667,17.3946,12.7838,4.46,7.362
373.64,3.9224,13.0317333333,4.80673333333,12.8789333333,3.14686666666,5.52806666667,17.3644666667,12.7427333333,4.36533333333,7.27946666667
374.00,3.81406666667,12.9148666667,4.76026666667,12.7608,3.06693333333,5.45306666666,17.2774,12.6379333333,4.32533333333,7.23466666667
374.37,3.80733333333,12.8334666667,4.63193333333,12.6478,3.08266666667,5.4084,17.2181333333,12.572,4.30246666667,7.18513333333
374.73,3.7396,12.7664666667,4.55766666667,12.5357333333,2.9954,5.3656,17.1133333333,12.4769333333,4.2352,7.07353333333
375.09,3.71053333333,12.666,4.52653333333,12.4695333333,2.98026666667,5.31446666666,17.053,12.3867333333,4.17493333333,7.04146666667
375.45,3.63226666667,12.5021333333,4.4482,12.3614666667,2.9296,5.21913333333,17.0082666667,12.2979333333,4.10513333333,6.97306666667
375.81,3.5084,12.3238666667,4.31173333333,12.1811333333,2.84926666667,5.111,16.8856,12.2171333333,3.99266666667,6.85326666667
376.18,3.394,12.1628666667,4.189,11.9902,2.76633333333,4.99853333333,16.8368666667,12.1322666667,3.88166666667,6.74013333333
376.54,3.45673333333,12.1344,4.21193333333,11.9557333333,2.79153333333,5.00466666667,16.8862,12.1648,3.92693333333,6.78873333333
376.90,3.5454,12.1259333333,4.2088,11.9147333333,2.85926666666,5.08646666667,16.9058666667,12.2231333333,3.98353333333,6.8176
377.26,3.62253333333,12.1286666667,4.2742,11.9567333333,2.95133333333,5.17106666667,16.9875333333,12.3219333333,4.0314,6.9204
377.63,3.6188,12.0286666667,4.22433333333,11.8476666667,2.91466666667,5.17433333333,16.9184666667,12.2728666667,4.0402,6.877
377.99,3.68013333334,12.0008,4.2022,11.8203333333,2.966,5.22213333333,16.9303333333,12.3102666667,4.0732,6.9138
378.35,3.75266666667,12.0286,4.31246666667,11.8984666667,3.0376,5.28193333333,16.9870666667,12.4127333333,4.1568,6.98546666667
378.71,3.79013333333,11.9516666667,4.34373333333,11.8702,3.103,5.33126666667,16.9999333333,12.4468666667,4.207,7.01033333333
379.07,3.7982,11.9210666667,4.3398,11.7780666667,3.10146666667,5.30966666667,16.984,12.4412,4.20466666667,6.98933333333
379.44,3.97406666667,12.0228666667,4.44746666667,11.8612,3.25873333333,5.44913333333,17.0775333333,12.5997333333,4.37566666667,7.14166666667
379.80,4.1558,12.0732666667,4.57273333333,11.9348666667,3.4114,5.59753333333,17.1761333334,12.6932,4.52426666667,7.2612
380.16,4.32413333333,12.1963333333,4.6854,12.0469333333,3.56233333334,5.79813333333,17.2696666667,12.7926,4.69126666667,7.3936
380.52,4.29686666667,12.1791333334,4.70666666667,11.9742666667,3.60586666667,5.86146666667,17.2063333333,12.7828666667,4.70026666667,7.36746666667
380.88,4.21153333333,12.0862,4.64733333334,11.8666666667,3.51973333333,5.78126666667,17.1531333333,12.686,4.6404,7.29066666667
381.24,4.165,11.9591333333,4.59133333333,11.7213333333,3.45746666667,5.72366666667,17.0109333333,12.6021333333,4.6116,7.20133333333
381.61,4.15806666667,11.8973333333,4.58526666667,11.6470666667,3.4462,5.7234,16.9414666667,12.5572666667,4.5772,7.1822
381.97,4.15513333333,11.8336,4.57433333333,11.5618,3.401,5.68173333333,16.9139333333,12.5088666667,4.54346666667,7.1378
382.33,4.1764,11.7957333333,4.54673333333,11.5034666667,3.4224,5.69226666667,16.9502666666,12.4778666667,4.55413333333,7.15273333333
382.69,4.26253333333,11.8773333333,4.57413333333,11.5152666667,3.4716,5.74753333333,17.0229333333,12.5545333333,4.63186666667,7.23973333333
383.05,4.2926,11.8289333333,4.5742,11.4883333333,3.5136,5.8286,17.0366,12.5755333333,4.64773333333,7.30186666667
383.41,4.26646666667,11.7864,4.5804,11.4168666667,3.4846,5.8154,17.0033333334,12.5462,4.61006666667,7.28233333333
383.77,4.19706666667,11.6913333333,4.50593333333,11.3024,3.4072,5.75726666667,16.9282666667,12.4628,4.52493333333,7.2366
384.14,4.15673333333,11.5814666666,4.48993333333,11.2068666667,3.372,5.69606666667,16.9014666667,12.4373333333,4.49293333333,7.2192
384.50,4.173,11.5262,4.48613333333,11.1989333333,3.3614,5.65866666667,16.9497333333,12.4347333333,4.4792,7.27086666667
384.86,4.22066666667,11.5240666667,4.5282,11.2191333333,3.409,5.7226,16.9477333334,12.4804666667,4.5434,7.335
385.22,4.2624,11.5893333333,4.5696,11.2349333333,3.44993333333,5.78733333333,16.9869333333,12.5287333333,4.5756,7.40193333333
385.58,4.3154,11.6593333334,4.59526666667,11.2544,3.49646666667,5.81293333333,17.0577333333,12.5925333333,4.65066666667,7.48706666667
385.94,4.26506666667,11.5836666667,4.5464,11.1751333333,3.4762,5.7708,17.0409333334,12.5479333333,4.61713333333,7.45493333333
386.30,4.16546666667,11.4476666667,4.46353333333,11.0454,3.3488,5.6984,16.9451333333,12.4752,4.50133333333,7.35
386.66,4.13193333333,11.3598,4.42666666667,11.0219333333,3.31353333333,5.68473333333,16.9320666667,12.4698,4.47013333334,7.34473333333
387.03,4.0784,11.314,4.36593333333,10.9616666667,3.25833333333,5.61653333333,16.9093333333,12.425,4.46613333333,7.275
387.39,3.97633333333,11.1983333334,4.25253333333,10.8614666667,3.1858,5.53446666667,16.8248666667,12.319,4.3868,7.20993333333
387.75,3.9904,11.1911333333,4.24253333333,10.9013333333,3.21366666667,5.55486666667,16.8630666667,12.3925333333,4.4278,7.246
388.11,3.9294,11.0695333333,4.1476,10.7796666667,3.144,5.4834,16.7758666667,12.3116666667,4.36866666667,7.17506666667
388.47,3.9304,11.0256666667,4.128,10.734,3.13573333333,5.48826666667,16.7469333333,12.352,4.3906,7.14246666667
388.83,3.9192,10.9683333333,4.1086,10.6728666667,3.1086,5.47533333333,16.6914,12.315,4.37273333333,7.1224
389.19,3.8802,10.9008666667,4.05953333333,10.5828666667,3.0718,5.4516,16.695,12.2714,4.3392,7.08673333333
389.55,3.8698,10.8298666667,4.01013333333,10.5302666667,3.05926666667,5.4356,16.6673333333,12.2276,4.3012,7.06473333333
389.91,3.84913333333,10.7943333333,3.9566,10.5086,3.06473333333,5.42573333333,16.615,12.2174,4.286,7.07253333333
390.27,3.82173333333,10.75,3.89626666667,10.4569333333,3.05673333333,5.39686666667,16.5486666667,12.1804,4.26273333333,7.04693333334
390.63,3.78766666667,10.6671333333,3.84513333333,10.3947333333,3.039,5.36933333333,16.4751333333,12.0976,4.2112,7.0108
391.00,3.78286666667,10.5576666667,3.79713333333,10.3273333333,3.00546666667,5.33526666667,16.4163333333,12.0745333333,4.18793333333,7.00513333333
391.36,3.77673333333,10.497,3.76126666667,10.2481333333,2.97886666667,5.271,16.3790666667,12.0338,4.1768,6.9616
391.72,3.7708,10.4631333333,3.76913333333,10.1807333333,2.9766,5.269,16.3217333333,12.0034666667,4.193,6.96166666667
392.08,3.8054,10.4807333333,3.8022,10.1888666667,3.04433333333,5.32126666667,16.3348666667,12.0535333333,4.24566666667,7.01286666667
392.44,3.74273333334,10.3526,3.72146666666,10.0607333333,2.98573333333,5.26626666667,16.2637333333,11.9199333333,4.16133333333,6.9486
392.80,3.7532,10.3495333333,3.73766666667,10.0250666667,3.02433333333,5.2752,16.3238,11.9276,4.17433333333,6.97926666667
393.16,3.805,10.3212666667,3.76613333333,10.0168666667,3.08186666667,5.3006,16.3295333333,11.9622,4.22233333333,7.0436
393.52,3.78713333333,10.2040666667,3.741,9.91513333335,3.0698,5.2458,16.2758,11.9367333333,4.19853333333,7.00526666667
393.88,3.8128,10.1587333333,3.77153333333,9.85926666668,3.076,5.2768,16.3072666667,11.9735333333,4.23933333333,7.02086666667
394.24,3.85026666667,10.1073333333,3.80846666667,9.80620000001,3.13993333333,5.30246666667,16.3098,11.9737333333,4.30533333333,7.07186666667
394.60,3.86286666667,10.0791333333,3.8398,9.73566666667,3.16846666667,5.2942,16.2995333334,11.9726,4.3386,7.1074
394.96,3.89533333333,10.0697333333,3.91433333333,9.69153333333,3.24293333333,5.3474,16.3204666667,11.9584666667,4.35153333334,7.14766666667
395.32,3.94366666667,10.019,3.95166666667,9.69279999999,3.27833333333,5.41533333333,16.3564,11.9966,4.3902,7.21133333333
395.68,3.95853333333,9.9114,3.92493333333,9.58666666665,3.27446666667,5.3932,16.35,11.9491333333,4.38113333333,7.2188
396.04,3.9506,9.80979999999,3.88333333333,9.50006666667,3.23906666667,5.35326666667,16.3316,11.8957333333,4.35493333333,7.203
396.40,4.07726666667,9.85359999999,3.98346666667,9.54433333334,3.34546666667,5.46446666667,16.4093333333,11.9995333333,4.47313333333,7.34353333333
