wavelength,Back_BanRotf,Belly_BanRotf,Breast_BanRotf,Crissum_BanRotf,Crown_BanRotf,DorTail_BanRotf,Patch10_BanRotf,Rump_BanRotf,Throat_BanRotf,WingTip_BanRotf
356.93,6.168,7.04433333334,5.46833333333,17.5351666666,3.64533333334,8.52983333333,9.597,9.76566666667,4.68283333334,7.57533333333
357.29,6.021,7.00183333334,5.32666666667,17.4683333334,3.54466666666,8.393,9.4805,9.66466666667,4.48783333334,7.37266666666
357.66,6.0655,7.02416666666,5.43333333333,17.5788333333,3.62633333333,8.56833333333,9.52216666667,9.79983333333,4.49666666667,7.5035
358.02,6.19983333333,7.11416666667,5.46433333334,17.5688333333,3.72733333333,8.71333333334,9.6155,9.88883333334,4.56716666666,7.64883333334
358.38,6.098,7.04333333333,5.39916666666,17.5736666667,3.64733333334,8.58966666666,9.53233333333,9.79066666667,4.48016666667,7.6035
358.75,6.0735,7.0465,5.41466666666,17.557,3.62933333333,8.53416666667,9.5305,9.81633333333,4.45583333333,7.62
359.11,6.08483333333,7.03216666667,5.3315,17.4616666667,3.6535,8.5345,9.45166666666,9.73833333333,4.33066666667,7.53383333334
359.48,6.21466666666,7.01916666666,5.43233333334,17.602,3.798,8.59483333333,9.47166666667,9.78733333333,4.38866666667,7.69133333334
359.84,6.1115,6.85183333333,5.4105,17.5743333333,3.68783333333,8.59466666666,9.39833333333,9.64766666667,4.329,7.64283333334
360.20,6.2135,6.86583333333,5.557,17.7458333333,3.656,8.55,9.55833333333,9.77716666665,4.39616666667,7.77366666667
360.57,6.4175,6.98516666667,5.73366666667,17.966,3.82316666667,8.74366666666,9.73149999999,9.98733333335,4.61316666667,8.014
360.93,6.20433333334,6.737,5.61333333333,17.7925,3.63766666667,8.46833333333,9.47266666667,9.71833333333,4.38366666667,7.75533333334
361.29,6.16916666667,6.61066666667,5.543,17.6926666666,3.63716666667,8.5085,9.3785,9.598,4.3545,7.73016666666
361.66,6.2755,6.64716666667,5.51483333333,17.7058333334,3.59983333333,8.42733333333,9.33266666667,9.53483333334,4.42316666667,7.67083333333
362.02,6.1605,6.53683333334,5.39283333333,17.664,3.46033333333,8.33433333333,9.14066666667,9.40683333334,4.2935,7.4815
362.39,6.26666666667,6.56033333334,5.43866666667,17.6783333333,3.54166666667,8.42333333334,9.198,9.49366666666,4.364,7.507
362.75,6.29533333333,6.54466666666,5.414,17.7785,3.61333333333,8.44833333334,9.20233333333,9.48033333334,4.40683333333,7.5805
363.11,6.24283333333,6.5365,5.44466666667,17.8806666667,3.55166666667,8.46816666666,9.28683333333,9.493,4.45033333334,7.61483333333
363.48,5.97083333333,6.33216666667,5.235,17.6131666666,3.34,8.20783333333,9.12333333333,9.28166666667,4.22283333334,7.269
363.84,5.95183333333,6.28616666667,5.19116666666,17.5211666667,3.31233333333,8.083,9.05883333334,9.1955,4.1805,7.127
364.20,5.85483333333,6.221,5.07866666667,17.4668333333,3.32316666667,8.02783333333,8.94333333333,9.13033333333,4.19716666666,7.09433333334
364.57,5.707,6.13066666667,4.87566666667,17.3155,3.21333333333,7.85366666667,8.79066666667,8.98333333334,4.14183333333,7.04716666666
364.93,5.8505,6.283,4.97366666667,17.4183333333,3.34516666667,7.8785,8.92833333334,9.11366666667,4.2675,7.25666666666
365.29,5.9785,6.4395,5.08733333333,17.499,3.38466666667,7.8815,9.05216666667,9.27116666666,4.3655,7.36816666666
365.66,5.93433333334,6.393,5.08216666667,17.4806666667,3.44333333334,7.84016666666,9.079,9.3145,4.33316666666,7.34966666666
366.02,5.97,6.32016666667,5.09183333333,17.4118333333,3.45583333334,7.83833333334,9.14066666667,9.30116666667,4.36333333333,7.39683333333
366.38,5.75566666667,6.13383333333,4.883,17.2548333333,3.2335,7.5965,8.98083333333,9.12733333333,4.17816666667,7.22683333333
366.75,5.63933333333,6.01783333333,4.73283333333,17.0645,3.1515,7.52916666667,8.88666666667,9.01616666667,4.105,6.99683333333
367.11,5.7055,5.96116666667,4.78916666667,16.9136666667,3.214,7.4315,8.79366666667,8.93233333334,4.10283333333,6.96933333333
367.47,5.84016666667,6.07333333333,4.8175,16.9746666667,3.241,7.47683333333,8.81816666667,9.02533333333,4.23333333333,7.1535
367.84,5.78216666667,6.04433333334,4.75216666666,17.0065,3.16733333333,7.47416666666,8.86533333334,9.11916666666,4.163,7.22066666667
368.20,5.73416666667,5.963,4.66283333333,16.8611666666,3.01716666667,7.382,8.73166666667,9.0495,3.97816666667,7.1335
368.56,5.74933333333,5.88783333334,4.68283333334,16.786,2.99166666667,7.33616666667,8.73883333333,9.09433333334,3.86766666667,7.05033333334
368.93,5.62066666667,5.792,4.56466666667,16.6753333334,2.89266666666,7.24233333333,8.613,8.94483333333,3.77966666667,6.93483333333
369.29,5.4865,5.6465,4.45516666667,16.6493333334,2.81466666666,7.09883333333,8.4995,8.83916666666,3.70533333334,6.83733333333
369.65,5.53916666667,5.70266666666,4.48833333334,16.6926666667,2.7835,7.14733333334,8.53783333333,8.81566666667,3.748,6.94883333334
370.01,5.537,5.77433333333,4.5645,16.8335,2.851,7.11233333334,8.57166666666,8.8045,3.79966666667,6.88766666666
370.38,5.64916666667,5.87916666667,4.63616666666,16.8588333333,3.01966666666,7.16216666666,8.59066666667,8.83766666667,3.89133333333,7.00366666666
370.74,5.74316666667,6.00383333333,4.76766666667,16.9605,3.15016666667,7.25016666667,8.7075,8.93033333333,3.92533333333,7.146
371.10,5.75816666667,6.02283333333,4.76333333333,17.0658333333,3.208,7.35733333334,8.81933333333,9.04066666667,3.96083333333,7.14816666667
371.46,5.72016666666,6.00866666667,4.73733333333,17.0413333333,3.21533333333,7.379,8.82266666667,8.97633333333,3.967,7.137
371.83,5.85133333333,6.13583333334,4.92533333333,17.1338333334,3.42833333333,7.5045,8.835,9.0545,4.1515,7.26316666667
372.19,6.06083333334,6.272,5.08783333333,17.2516666667,3.70283333334,7.75716666667,9.07016666666,9.21283333333,4.35816666667,7.4235
372.55,6.139,6.341,5.02316666667,17.2655,3.79133333334,7.7985,9.14366666667,9.22766666666,4.43633333333,7.43283333334
372.92,6.29383333333,6.44883333334,5.13383333333,17.3461666666,3.98133333334,7.9825,9.24433333333,9.41516666666,4.59316666667,7.56116666666
373.28,6.29033333333,6.495,5.086,17.3025,4.00666666666,7.92416666667,9.14416666667,9.4225,4.591,7.54433333334
373.64,6.328,6.45883333333,5.0405,17.2835,4.05083333334,7.96833333333,9.12683333334,9.472,4.58233333333,7.53016666667
374.00,6.33583333333,6.43066666667,4.98633333333,17.209,4.06233333334,7.93266666666,9.16533333333,9.49766666667,4.53533333333,7.61783333333
374.37,6.381,6.456,5.02166666667,17.2605,4.11,8.12316666666,9.25183333334,9.599,4.59516666666,7.66533333334
374.73,6.4215,6.4215,5.00616666666,17.154,4.08016666666,8.156,9.23116666667,9.62066666667,4.638,7.78416666666
375.09,6.33316666667,6.44933333333,4.92166666667,17.0025,4.07733333333,8.0215,9.1535,9.50866666667,4.653,7.79183333334
375.45,6.348,6.47683333333,4.93266666666,16.9436666666,4.151,8.05166666666,9.21083333333,9.56366666667,4.62733333333,7.84883333333
375.81,6.32266666667,6.4715,4.7885,16.8046666667,4.11433333333,7.97983333333,9.17666666667,9.48583333333,4.517,7.82866666666
376.18,6.18066666667,6.429,4.76383333333,16.674,4.01516666666,7.81266666666,9.06166666667,9.43416666666,4.47533333333,7.8075
376.54,6.078,6.3975,4.76716666667,16.5986666667,3.97766666667,7.71566666666,9.02283333334,9.44116666667,4.41366666666,7.8375
376.90,5.91766666667,6.26,4.58616666667,16.4268333334,3.784,7.50816666666,8.89066666667,9.29616666667,4.22283333334,7.642
377.26,5.9525,6.22533333333,4.64,16.3883333334,3.77766666667,7.58683333333,8.98266666667,9.36166666667,4.235,7.6545
377.63,5.9025,6.26333333333,4.62633333333,16.3521666667,3.75866666666,7.55016666666,9.04266666667,9.381,4.25,7.6875
377.99,5.82383333334,6.22016666667,4.478,16.2448333334,3.658,7.476,8.87766666667,9.25883333333,4.22966666667,7.64066666667
378.35,5.82233333333,6.14116666667,4.43983333333,16.0845,3.609,7.379,8.84916666666,9.20866666666,4.1225,7.5675
378.71,5.805,6.194,4.409,16.0275,3.60716666666,7.29633333334,8.8685,9.19583333333,4.067,7.45266666666
379.07,5.89266666666,6.19183333333,4.39983333333,15.9948333333,3.58733333333,7.29166666666,8.8985,9.273,4.05566666667,7.3905
379.44,5.9615,6.2615,4.47016666667,16.0261666666,3.62133333333,7.336,8.947,9.36733333334,4.10666666667,7.40616666666
379.80,5.92683333333,6.1665,4.39866666667,15.9573333334,3.55266666666,7.31183333334,8.95016666667,9.35466666667,4.08383333333,7.33166666666
380.16,6.00016666666,6.16833333333,4.36033333333,15.929,3.60266666666,7.4685,9.0285,9.38466666666,4.08216666666,7.335
380.52,6.15516666667,6.28933333333,4.453,16.0396666666,3.72966666666,7.60833333334,9.10166666667,9.45966666667,4.22866666667,7.38083333333
380.88,6.31383333333,6.37166666666,4.50166666666,16.1166666667,3.87383333333,7.71466666666,9.1815,9.56966666667,4.39083333333,7.56283333333
381.24,6.274,6.2775,4.38366666667,16.0536666666,3.828,7.53816666667,9.11516666667,9.4925,4.27233333334,7.51216666666
381.61,6.2455,6.156,4.33166666666,15.966,3.7805,7.439,9.01616666667,9.413,4.174,7.43566666666
381.97,6.3045,6.21433333334,4.38716666667,16.0013333334,3.85383333333,7.51616666666,9.123,9.50233333333,4.172,7.45183333333
382.33,6.274,6.19316666667,4.3405,16.0165,3.79183333334,7.4415,9.03566666666,9.482,4.16183333334,7.45233333333
382.69,6.24683333333,6.14866666667,4.299,16.0345,3.768,7.4175,9.00133333334,9.49166666667,4.12916666667,7.454
383.05,6.24933333334,6.17883333333,4.33666666666,16.0445,3.83883333333,7.48733333334,9.02433333333,9.576,4.16516666666,7.58266666667
383.41,6.17466666666,6.10216666667,4.27066666666,15.951,3.80683333333,7.428,8.95316666667,9.49833333334,4.09366666667,7.53383333334
383.77,6.18233333333,6.13916666667,4.32633333334,15.9795,3.867,7.49083333333,8.93983333333,9.54533333333,4.12933333333,7.57416666667
384.14,6.06316666666,6.05,4.18416666666,15.9338333334,3.79166666666,7.29866666666,8.84766666667,9.47933333333,4.02883333333,7.5525
384.50,5.9545,5.92683333333,4.049,15.7841666667,3.61716666667,7.20383333333,8.709,9.3475,3.90016666667,7.50983333334
384.86,5.8875,5.937,4.07266666667,15.7008333333,3.57566666667,7.17933333334,8.712,9.34966666667,3.82133333334,7.4435
385.22,5.88866666666,6.02716666666,4.083,15.5958333334,3.57233333334,7.32233333334,8.719,9.3725,3.8855,7.441
385.58,5.881,6.089,4.06116666666,15.5638333334,3.573,7.37966666666,8.7125,9.45683333334,3.96333333333,7.43866666667
385.94,5.8685,6.061,4.05933333333,15.5068333334,3.49533333334,7.36183333334,8.6705,9.451,3.957,7.40166666667
386.30,5.89866666667,6.14983333333,4.08866666667,15.4773333333,3.5715,7.49716666666,8.74016666667,9.5555,4.06166666667,7.49066666666
386.66,5.89283333334,6.18933333334,4.13833333333,15.4553333333,3.5975,7.50783333334,8.77783333333,9.568,4.1395,7.54133333334
387.03,5.858,6.13966666666,4.058,15.363,3.51066666667,7.42583333333,8.72033333334,9.43666666667,4.05383333334,7.48466666666
387.39,5.83083333333,6.12283333334,3.95883333333,15.2648333333,3.41316666667,7.34833333334,8.66016666667,9.46983333333,4.05983333333,7.4265
387.75,5.73433333333,6.065,3.824,15.1053333333,3.262,7.217,8.57183333334,9.417,3.93483333333,7.35166666667
388.11,5.77733333334,6.11833333334,3.85283333333,15.04,3.25483333333,7.2565,8.5565,9.46133333334,3.9255,7.33183333334
388.47,5.8675,6.22616666667,3.95183333334,15.092,3.32383333333,7.34116666666,8.68483333333,9.5685,4.004,7.40416666666
388.83,5.90683333333,6.20183333334,3.94883333334,15.0468333333,3.33283333333,7.375,8.714,9.57633333333,3.979,7.40233333334
389.19,5.99083333333,6.23983333333,4.02066666666,15.0991666667,3.40616666667,7.376,8.76833333333,9.63683333333,4.06066666666,7.46183333333
389.55,6.01066666667,6.24983333334,4.027,15.0343333333,3.4235,7.34283333334,8.78916666667,9.5835,4.01933333333,7.513
389.91,6.05633333334,6.30233333333,4.06816666667,15.0583333333,3.483,7.41133333333,8.86816666667,9.65016666667,4.07466666667,7.62966666666
390.27,6.1,6.36216666666,4.092,15.0405,3.49566666667,7.3855,8.913,9.62433333333,4.087,7.6615
390.63,6.04783333334,6.23866666667,3.94433333333,14.891,3.41966666666,7.28033333334,8.78783333333,9.50333333334,3.95433333333,7.55983333333
391.00,6.0225,6.18516666667,3.85833333333,14.8213333333,3.39433333334,7.2395,8.72816666667,9.52716666666,3.905,7.50816666666
391.36,5.99566666667,6.14716666667,3.81366666667,14.7418333333,3.40516666667,7.2635,8.67033333333,9.4105,3.82816666667,7.47266666666
391.72,6.03283333334,6.19533333334,3.8605,14.681,3.47416666666,7.31716666666,8.6825,9.44683333333,3.88533333334,7.44616666667
392.08,6.03733333333,6.20233333333,3.82316666667,14.606,3.4755,7.31783333333,8.68083333333,9.397,3.92283333334,7.46016666666
392.44,6.0025,6.183,3.7605,14.4903333334,3.46283333333,7.2695,8.62366666666,9.36966666667,3.91233333333,7.40983333333
392.80,5.981,6.16616666667,3.72933333334,14.3951666666,3.427,7.20916666667,8.57383333333,9.38316666667,3.94716666667,7.43333333333
393.16,5.92766666667,6.12116666667,3.66566666667,14.3148333333,3.40533333334,7.13,8.56083333334,9.379,3.9035,7.436
393.52,5.91333333334,6.13333333333,3.6235,14.2116666667,3.4155,7.17266666667,8.5185,9.35683333333,3.93483333333,7.42016666666
393.88,5.88783333333,6.10683333334,3.55916666667,14.0728333333,3.44583333333,7.1275,8.476,9.33716666667,3.9265,7.35866666667
394.24,5.85216666667,6.05483333333,3.468,13.9398333333,3.43883333333,7.05216666667,8.40316666667,9.3025,3.858,7.26166666667
394.60,5.96866666666,6.18416666666,3.51733333334,13.892,3.52066666666,7.1685,8.49833333334,9.41783333334,3.95483333333,7.31483333334
394.96,5.9665,6.24816666667,3.54166666666,13.8048333334,3.5485,7.23933333333,8.57866666667,9.4445,4.02083333334,7.32166666667
395.32,5.99033333333,6.26933333334,3.54116666667,13.7633333333,3.5675,7.2325,8.64833333333,9.52133333334,4.05733333333,7.3545
395.68,6.09966666666,6.342,3.55233333333,13.7478333333,3.617,7.28016666667,8.70383333333,9.51933333334,4.12916666667,7.45866666666
396.04,6.0895,6.34866666667,3.5665,13.6371666666,3.59766666666,7.30683333333,8.72233333333,9.56333333333,4.15166666667,7.43083333334
396.40,6.037,6.253,3.50166666667,13.4338333333,3.564,7.22166666666,8.669,9.53866666667,4.07583333333,7.38216666667
396.76,6.01033333333,6.263,3.44533333334,13.3183333334,3.55066666667,7.24266666667,8.64183333333,9.4995,4.06,7.36216666666
397.12,5.98583333333,6.22766666666,3.37966666666,13.1166666666,3.52033333333,7.27983333334,8.572,9.47066666667,4.0295,7.32283333333
397.48,5.95716666666,6.24483333334,3.36633333334,13.0558333333,3.51833333333,7.2685,8.60283333333,9.5195,4.02533333334,7.32266666667
397.84,5.98266666667,6.237,3.35483333333,12.9883333333,3.49633333333,7.27566666666,8.64583333333,9.54066666667,4.02883333334,7.30983333333
398.20,5.95916666667,6.21966666666,3.32666666667,12.8661666666,3.4415,7.332,8.6685,9.53466666667,4.0055,7.3345
398.56,5.90633333334,6.17133333333,3.30883333333,12.8001666667,3.40333333333,7.32533333333,8.63583333334,9.52533333333,3.99,7.34966666666
398.92,6.004,6.22,3.36966666667,12.7721666667,3.46016666666,7.43066666666,8.67683333333,9.607,4.05783333334,7.46583333334
399.28,6.05216666667,6.3085,3.38666666667,12.7235,3.5145,7.523,8.713,9.67783333334,4.11416666666,7.53683333334
399.64,5.9945,6.2555,3.33033333333,12.6026666666,3.51316666666,7.51166666667,8.70666666667,9.67666666666,4.106,7.52233333334
400.00,6.0485,6.29183333333,3.297,12.5486666666,3.56066666667,7.5185,8.75216666666,9.699,4.10983333333,7.514
400.36,6.10816666667,6.37833333334,3.31216666667,12.5521666666,3.59483333333,7.59616666667,8.806,9.74233333334,4.19183333333,7.54633333334
400.72,6.041,6.302,3.20083333333,12.4361666666,3.559,7.5095,8.79416666666,9.70466666667,4.11933333333,7.5105
401.08,6.09433333333,6.44766666667,3.27816666667,12.5088333333,3.59966666667,7.58366666666,8.87616666667,9.77066666667,4.20016666667,7.55383333333
401.44,6.1125,6.37866666667,3.21916666667,12.361,3.55133333334,7.59083333334,8.84466666666,9.77233333333,4.17216666666,7.50483333334
401.80,6.09333333333,6.34916666666,3.217,12.2315,3.51183333333,7.54716666666,8.79333333333,9.7565,4.13916666667,7.49133333333
402.16,6.1515,6.35766666667,3.2825,12.2265,3.60466666666,7.58016666666,8.81016666667,9.82333333334,4.19916666667,7.50016666667
402.52,6.17783333334,6.40316666667,3.29416666667,12.1836666666,3.6515,7.54816666666,8.818,9.80383333333,4.225,7.47533333333
402.88,6.10283333333,6.35166666667,3.21783333334,12.0806666667,3.57433333333,7.48383333334,8.71116666667,9.712,4.185,7.39866666666
403.24,6.13016666666,6.36416666666,3.3005,12.0551666666,3.60583333334,7.44416666666,8.74983333333,9.737,4.22316666666,7.45233333333
403.60,6.1795,6.39516666667,3.3315,12.0613333333,3.617,7.39133333333,8.77483333333,9.78383333334,4.23816666667,7.47483333334
403.95,6.17,6.37383333333,3.31033333333,12.045,3.60633333333,7.37533333333,8.75133333334,9.76533333334,4.23466666667,7.515
404.31,6.161,6.38783333333,3.32016666667,12.0238333334,3.61366666667,7.39533333333,8.757,9.771,4.2545,7.54416666666
404.67,6.2365,6.44516666666,3.39266666666,12.0688333333,3.67733333333,7.49133333333,8.77783333333,9.807,4.31483333333,7.604
405.03,6.21333333334,6.38766666666,3.357,11.9656666666,3.665,7.44183333333,8.7525,9.736,4.27483333333,7.56083333334
405.39,6.26166666667,6.44866666666,3.41016666667,11.9961666667,3.73516666667,7.46566666667,8.76133333333,9.746,4.322,7.63216666667
405.75,6.1975,6.413,3.357,11.9473333334,3.70633333333,7.4415,8.71183333334,9.683,4.273,7.583
406.11,6.1775,6.40483333334,3.32166666667,11.898,3.64216666667,7.41183333334,8.6895,9.6485,4.26383333333,7.60566666666
406.47,6.139,6.32966666667,3.26166666666,11.8395,3.586,7.40516666667,8.6515,9.65,4.23716666667,7.58133333333
406.83,6.17733333333,6.368,3.296,11.8561666667,3.652,7.38666666667,8.70533333333,9.7115,4.26733333333,7.609
407.19,6.18366666667,6.355,3.242,11.8126666667,3.6375,7.39033333334,8.67216666666,9.70433333334,4.24666666666,7.57316666667
407.55,6.0935,6.2975,3.19133333333,11.7493333334,3.5825,7.35916666667,8.60433333333,9.65833333334,4.17466666667,7.53483333334
407.90,6.02766666667,6.26716666667,3.1835,11.681,3.54516666667,7.32183333334,8.586,9.61116666666,4.1125,7.53766666667
408.26,6.003,6.22516666667,3.18666666666,11.6388333333,3.5315,7.32116666667,8.55283333333,9.55866666667,4.10766666666,7.51333333333
408.62,5.99683333334,6.26433333333,3.22366666667,11.5798333333,3.53266666667,7.35466666667,8.59716666667,9.60183333333,4.14116666667,7.51133333334
408.98,5.98766666667,6.24966666667,3.17616666666,11.5701666667,3.52516666667,7.3835,8.61866666666,9.63483333333,4.10883333334,7.5455
409.34,5.8535,6.16766666667,3.08583333333,11.515,3.40616666667,7.266,8.59633333333,9.5975,4.00433333333,7.45283333334
409.70,5.89816666667,6.21733333334,3.11133333333,11.5206666667,3.41383333333,7.27633333333,8.64766666667,9.63583333334,4.04383333333,7.50616666666
410.06,5.83916666667,6.19433333333,3.0935,11.494,3.39566666667,7.25933333334,8.61566666666,9.62933333334,4.02733333333,7.5035
410.42,5.79966666666,6.2125,3.09616666666,11.4778333333,3.411,7.24483333334,8.6375,9.62916666667,4.0175,7.52933333333
410.77,5.73366666667,6.16616666667,3.03966666667,11.4025,3.32366666666,7.17516666666,8.5735,9.52683333333,3.938,7.45333333334
411.13,5.67433333334,6.1125,3.04166666666,11.3676666667,3.29616666667,7.17816666666,8.56066666667,9.4615,3.92916666667,7.42066666667
411.49,5.64316666666,6.0485,3.00583333334,11.2876666667,3.26266666667,7.1825,8.526,9.4345,3.895,7.34583333334
411.85,5.653,6.04716666667,3.02016666667,11.3066666667,3.27433333333,7.23066666666,8.53216666666,9.445,3.93833333333,7.29483333334
412.21,5.62916666667,6.06633333334,2.98633333333,11.2751666667,3.26083333333,7.179,8.52683333334,9.46233333333,3.88816666667,7.25666666666
412.57,5.57933333334,5.9955,2.9205,11.2133333333,3.19866666667,7.102,8.4625,9.415,3.85116666667,7.16416666667
412.92,5.5805,6.00316666666,2.94766666666,11.1693333333,3.21616666667,7.03916666667,8.46433333334,9.4565,3.89883333333,7.15783333333
413.28,5.68683333333,6.0865,3.04466666666,11.1795,3.33366666667,7.1575,8.519,9.54033333333,3.98016666667,7.28133333334
413.64,5.68983333334,6.0995,3.094,11.1841666667,3.392,7.24016666666,8.54433333334,9.59816666667,4.01616666667,7.29983333334
414.00,5.71183333333,6.10966666667,3.10533333333,11.1193333333,3.43116666666,7.289,8.55066666667,9.63183333333,4.04616666667,7.29166666666
414.36,5.7855,6.14516666667,3.16066666667,11.11,3.44566666666,7.34533333333,8.58633333334,9.6265,4.06716666666,7.346
414.72,5.81816666667,6.1495,3.197,11.1076666667,3.4965,7.38383333333,8.656,9.67766666667,4.09483333333,7.39166666666
415.07,5.84383333334,6.13883333334,3.1485,11.0528333333,3.46966666667,7.38683333333,8.65216666666,9.6645,4.05833333333,7.41133333333
415.43,5.86183333334,6.22466666667,3.1775,11.0496666667,3.53066666666,7.40766666666,8.6985,9.7045,4.0925,7.48216666666
415.79,5.89183333334,6.24733333333,3.13233333333,10.9875,3.57466666667,7.42433333333,8.71483333333,9.75583333334,4.09366666667,7.54283333334
416.15,5.89383333333,6.21466666667,3.079,10.9045,3.53,7.44983333334,8.69966666667,9.73283333333,4.06933333333,7.5175
416.51,5.86333333333,6.22066666667,3.04016666667,10.8478333333,3.56033333333,7.42933333334,8.68616666666,9.69116666667,4.03383333334,7.52616666667
416.86,5.8315,6.16166666666,2.99533333333,10.7808333333,3.522,7.424,8.67783333334,9.63983333333,3.96133333334,7.496
417.22,5.80166666666,6.112,2.93783333333,10.6626666667,3.48433333333,7.34266666667,8.6595,9.536,3.951,7.434
417.58,5.768,6.0685,2.87883333333,10.5431666667,3.46466666666,7.28,8.63266666666,9.5025,3.90416666667,7.43433333333
417.94,5.77816666667,6.07583333333,2.848,10.462,3.45866666667,7.27783333333,8.63416666666,9.47266666667,3.87983333333,7.4265
418.29,5.74566666667,6.037,2.79133333334,10.3511666667,3.43283333333,7.24116666667,8.62433333333,9.45966666667,3.829,7.39833333333
418.65,5.746,6.0055,2.7595,10.2373333333,3.42733333334,7.21916666667,8.61716666666,9.468,3.82583333333,7.399
419.01,5.69816666666,5.971,2.71116666667,10.133,3.38866666667,7.18616666666,8.58533333334,9.4685,3.79983333333,7.33483333334
419.37,5.69816666667,5.95283333334,2.68333333333,10.0243333333,3.377,7.19433333334,8.588,9.4465,3.78783333333,7.35
419.73,5.66783333333,5.93666666667,2.6935,9.94200000001,3.35683333333,7.162,8.58533333334,9.44983333334,3.77966666667,7.35133333333
420.08,5.6525,5.89966666667,2.68366666667,9.84116666668,3.353,7.12083333333,8.5815,9.43266666666,3.75133333333,7.36083333334
420.44,5.674,5.89566666666,2.70016666667,9.77366666666,3.34083333334,7.146,8.62483333334,9.453,3.77233333334,7.36
420.80,5.69916666667,5.92566666667,2.71783333334,9.70266666669,3.366,7.1545,8.64766666666,9.4785,3.80733333333,7.3795
421.16,5.68433333334,5.90566666666,2.7045,9.61483333335,3.34683333333,7.144,8.63516666667,9.489,3.77233333333,7.36816666667
421.51,5.7025,5.93333333333,2.7235,9.55933333331,3.36516666666,7.165,8.65416666667,9.498,3.798,7.37766666667
421.87,5.703,5.943,2.71266666667,9.48649999998,3.37,7.145,8.68016666667,9.48866666667,3.794,7.40733333333
422.23,5.70666666666,5.941,2.71866666666,9.40800000002,3.38433333333,7.16783333334,8.696,9.53116666667,3.81183333334,7.39833333333
422.58,5.67966666666,5.93166666667,2.68466666667,9.35416666668,3.38133333334,7.1875,8.69666666666,9.51316666667,3.79633333333,7.41466666667
422.94,5.68133333334,5.9415,2.68766666667,9.27266666668,3.4005,7.20633333333,8.716,9.51983333333,3.8055,7.44633333333
423.30,5.67816666666,5.92266666667,2.6795,9.19650000001,3.39983333334,7.2245,8.7275,9.51466666667,3.80983333333,7.4125
423.66,5.69133333334,5.90433333333,2.65883333334,9.11733333333,3.405,7.23483333333,8.7055,9.484,3.81816666666,7.40616666666
424.01,5.67733333333,5.90783333334,2.6515,9.06149999998,3.4185,7.23883333334,8.71983333333,9.4975,3.82816666667,7.40816666667
424.37,5.69766666667,5.9255,2.65166666667,9.01066666669,3.4435,7.23283333333,8.71333333334,9.4995,3.8405,7.45666666666
424.73,5.6855,5.91833333334,2.65383333334,8.97183333332,3.45683333334,7.286,8.71566666667,9.48616666667,3.84833333334,7.48216666666
425.08,5.68716666667,5.9375,2.67166666667,8.95816666668,3.48566666667,7.3385,8.7325,9.50716666667,3.87983333334,7.48666666667
425.44,5.67316666667,5.902,2.642,8.899,3.467,7.32216666666,8.70066666667,9.471,3.86683333334,7.48166666667
425.80,5.65333333333,5.87916666667,2.6465,8.86683333334,3.4675,7.31666666667,8.69866666666,9.49133333333,3.88216666667,7.45466666667
426.16,5.65716666667,5.8955,2.65783333333,8.83766666665,3.47433333333,7.3385,8.67466666667,9.464,3.89466666667,7.505
426.51,5.67716666667,5.917,2.7,8.78833333332,3.50066666667,7.346,8.66383333333,9.47883333334,3.92983333333,7.50566666667
426.87,5.70133333333,5.94066666666,2.73533333333,8.78266666666,3.544,7.3885,8.695,9.50283333333,3.97683333334,7.51883333333
427.23,5.68816666666,5.9375,2.7495,8.7845,3.5395,7.368,8.695,9.50416666667,3.97866666667,7.547
427.58,5.64983333333,5.9515,2.74583333333,8.74283333335,3.52783333333,7.342,8.71816666667,9.50833333333,3.95333333333,7.5275
427.94,5.6655,5.98266666667,2.75283333334,8.75783333334,3.55416666667,7.41433333333,8.74366666667,9.5025,3.96766666667,7.57133333333
428.30,5.62733333334,5.95666666666,2.74583333333,8.72816666665,3.54416666667,7.42866666667,8.75566666667,9.49433333333,3.94866666667,7.5565
428.65,5.63466666667,5.95383333333,2.74516666666,8.72133333332,3.5345,7.4035,8.78,9.51366666666,3.946,7.55366666667
429.01,5.621,5.93216666667,2.726,8.669,3.5045,7.371,8.75666666667,9.48816666667,3.94316666667,7.5705
429.37,5.62416666667,5.94783333333,2.729,8.65183333334,3.51016666666,7.39683333333,8.82216666666,9.55016666667,3.95983333333,7.56283333333
429.72,5.6375,5.9705,2.74933333333,8.69466666667,3.54833333333,7.45633333333,8.8825,9.59283333333,3.98416666666,7.61383333334
430.08,5.61166666667,5.91933333334,2.72,8.676,3.53816666667,7.43883333334,8.88566666666,9.5635,3.96183333333,7.58316666666
430.44,5.5595,5.89566666666,2.68533333334,8.65716666667,3.492,7.42816666666,8.87683333334,9.541,3.9225,7.55866666666
430.79,5.57033333334,5.91283333333,2.70083333333,8.71133333332,3.51233333333,7.44633333333,8.89366666667,9.54216666667,3.9495,7.607
431.15,5.58783333333,5.93733333334,2.72233333333,8.7245,3.532,7.479,8.93816666666,9.55066666667,3.9755,7.64683333333
431.50,5.616,5.92733333333,2.7295,8.75850000001,3.5325,7.5225,8.96116666667,9.57183333334,3.99516666667,7.676
431.86,5.60216666667,5.90783333333,2.72316666667,8.7495,3.51866666667,7.467,8.94833333333,9.57666666667,3.98616666667,7.6805
