wavelength,Back_LoxAnom,Belly_LoxAnom,Breast_LoxAnom,Crissum_LoxAnom,Crown_LoxAnom,DorTail_LoxAnom,Patch10_LoxAnom,Rump_LoxAnom,Throat_LoxAnom,WingTip_LoxAnom
553.74,14.71375,9.688,6.8235,11.57975,5.75266666667,7.65233333333,25.2315833333,16.6224166667,5.278,10.3225
554.09,14.7390833333,9.71133333332,6.81925,11.59875,5.75508333333,7.67266666668,25.2558333333,16.6569166667,5.288,10.34275
554.43,14.7251666667,9.68583333333,6.78508333333,11.5990833333,5.74008333333,7.64891666668,25.22425,16.62575,5.26491666667,10.3036666667
554.77,14.7096666666,9.64833333334,6.75875,11.6010833333,5.70616666667,7.60549999999,25.2223333334,16.6055,5.22991666667,10.2978333333
555.11,14.67775,9.60958333334,6.71666666667,11.5778333333,5.6585,7.56033333333,25.21975,16.5594166667,5.18591666667,10.2766666667
555.45,14.68875,9.64333333334,6.73175,11.6283333333,5.683,7.59783333333,25.25725,16.5840833333,5.21316666667,10.2954166667
555.80,14.70825,9.63583333333,6.71241666666,11.65275,5.66933333333,7.59741666668,25.29925,16.6073333333,5.196,10.2993333333
556.14,14.7331666666,9.64591666667,6.71408333334,11.69375,5.65158333333,7.59299999999,25.3249166667,16.6115833333,5.2105,10.2963333333
556.48,14.6980833333,9.61125,6.68525,11.68225,5.59841666667,7.54858333334,25.3083333333,16.5604166667,5.17591666667,10.23675
556.82,14.69825,9.60899999999,6.66566666667,11.71075,5.55783333333,7.50991666667,25.33125,16.5428333333,5.13308333333,10.2101666667
557.16,14.6756666666,9.60750000001,6.647,11.73425,5.51433333333,7.48399999999,25.32425,16.51225,5.09683333333,10.199
557.50,14.6805,9.58183333333,6.64,11.7730833333,5.49458333334,7.47766666668,25.3580833333,16.5121666667,5.07966666667,10.205
557.85,14.7063333333,9.59883333333,6.66516666667,11.8251666667,5.50983333333,7.48883333333,25.4100833334,16.5406666667,5.08025,10.2298333333
558.19,14.7125,9.59174999999,6.66541666667,11.8669166667,5.514,7.49641666667,25.4633333333,16.5661666667,5.09941666667,10.2415
558.53,14.7519166667,9.61991666666,6.67683333333,11.9391666667,5.53291666667,7.53425000001,25.49625,16.61325,5.12066666667,10.2639166667
558.87,14.77775,9.66183333332,6.72666666667,12.0128333333,5.57708333333,7.57783333334,25.52625,16.6498333334,5.17358333333,10.2898333333
559.21,14.8248333333,9.66183333332,6.75491666667,12.0728333333,5.60158333334,7.58983333333,25.5756666667,16.677,5.18133333333,10.3181666667
559.55,14.84,9.67399999999,6.77291666667,12.1273333333,5.61008333333,7.60725000001,25.575,16.6869166667,5.18016666667,10.3336666667
559.89,14.8554166667,9.68875000001,6.77716666666,12.1648333333,5.61958333333,7.61841666666,25.6095,16.72775,5.17816666667,10.3414166667
560.23,14.9060833333,9.71883333334,6.79425,12.2136666666,5.62958333333,7.64008333334,25.6674166667,16.77,5.15966666667,10.3836666667
560.58,14.9524166667,9.75983333333,6.8435,12.2910833333,5.67825,7.69183333333,25.72425,16.814,5.1985,10.44975
560.92,14.9940833333,9.7985,6.89791666667,12.3788333334,5.74783333333,7.74425000001,25.7968333333,16.8760833333,5.24416666667,10.5048333333
561.26,15.0500833334,9.83883333334,6.92708333334,12.44025,5.77991666667,7.78208333333,25.8245833333,16.9221666667,5.27558333333,10.5254166667
561.60,15.0446666666,9.84500000001,6.95158333333,12.4884166667,5.80025,7.79241666666,25.8516666667,16.9223333334,5.31008333333,10.5523333333
561.94,15.0844166667,9.88858333333,6.96425,12.5404166667,5.819,7.824,25.8720833334,16.9341666667,5.31391666667,10.5921666667
562.28,15.08975,9.90041666666,6.96391666667,12.563,5.82233333333,7.82341666667,25.91675,16.9458333333,5.32275,10.61175
562.62,15.1083333333,9.90116666665,6.94783333333,12.5941666667,5.79125,7.82541666666,25.9276666667,16.9679166667,5.3305,10.63525
562.96,15.11675,9.91341666667,6.9445,12.64175,5.80508333334,7.82733333332,25.9161666667,16.97975,5.33325,10.6534166667
563.30,15.146,9.93575000001,6.983,12.7015,5.83841666667,7.85166666666,25.9584166666,17.0245,5.36641666666,10.6914166666
563.64,15.1545833333,9.94341666667,6.99625,12.763,5.86725,7.89391666667,25.9745,17.0384166667,5.37958333333,10.7373333333
563.99,15.1568333334,9.94475000001,6.99416666667,12.8095,5.87716666667,7.91883333334,25.99275,17.0344166667,5.40358333333,10.7455833333
564.33,15.1290833333,9.92933333334,6.96291666667,12.8126666667,5.84791666667,7.90358333332,26.00275,17.0219166667,5.39858333333,10.7289166667
564.67,15.0843333333,9.86866666666,6.90816666667,12.783,5.78533333334,7.85024999999,25.9564166667,16.9800833333,5.35533333333,10.68025
565.01,15.0603333334,9.85591666666,6.88116666666,12.7995833333,5.75641666667,7.82291666667,25.93925,16.9511666667,5.32975,10.656
565.35,15.0483333333,9.84191666666,6.84583333333,12.7960833333,5.72858333333,7.81341666667,25.9286666666,16.9385,5.302,10.6144166667
565.69,15.0221666667,9.81216666667,6.846,12.8071666666,5.70516666667,7.79108333334,25.9270833333,16.9339166667,5.28991666667,10.6111666667
566.03,15.0110833333,9.8045,6.84583333334,12.824,5.69066666666,7.78308333334,25.9083333333,16.9201666667,5.27625,10.5960833334
566.37,14.9836666667,9.78191666667,6.82591666667,12.8395833333,5.69166666667,7.76158333333,25.88325,16.8974166667,5.2355,10.5650833333
566.71,14.95575,9.76883333333,6.81216666667,12.8479166667,5.6655,7.74450000001,25.9015,16.8804166667,5.23558333334,10.5441666667
567.05,14.9399166667,9.76324999999,6.78308333334,12.84125,5.64483333333,7.75124999999,25.9049166667,16.8618333333,5.2155,10.5121666666
567.39,14.94575,9.77016666666,6.789,12.8514166667,5.63066666667,7.75075000001,25.91125,16.8628333333,5.206,10.4974166667
567.73,14.9623333333,9.80608333334,6.82183333333,12.9135833333,5.66958333333,7.76966666667,25.9250833333,16.8970833333,5.23658333333,10.5340833333
568.07,14.9668333333,9.80950000002,6.82616666666,12.9575,5.68558333333,7.76266666666,25.91975,16.91125,5.23083333334,10.541
568.41,14.97875,9.82683333335,6.84425,13.0150833333,5.71191666667,7.78308333333,25.9464166667,16.926,5.243,10.5653333333
568.75,14.9769166667,9.82808333333,6.85091666667,13.0413333333,5.72533333333,7.80749999999,25.9771666667,16.9459166666,5.25866666667,10.5976666667
569.09,14.9706666667,9.82349999998,6.85533333333,13.0859166667,5.72841666667,7.82691666666,25.9705833333,16.9489166667,5.27008333333,10.629
569.43,15.031,9.87883333332,6.89341666666,13.1685833333,5.75866666667,7.87666666667,26.0200833333,17.0023333333,5.30283333334,10.6685
569.77,15.07875,9.929,6.94625,13.2701666666,5.82558333333,7.96075000001,26.0708333333,17.0631666667,5.35675,10.7399166667
570.11,15.1323333333,9.985,6.97783333333,13.3370833333,5.85466666667,8.00416666668,26.1383333333,17.1049166667,5.39275,10.7845833333
570.45,15.1421666666,10.00075,6.98733333333,13.3881666666,5.85108333333,8.02708333333,26.15825,17.1163333333,5.387,10.79375
570.79,15.1645,10.0063333333,7.00125,13.4508333333,5.85508333333,8.02766666667,26.18925,17.1476666667,5.39633333333,10.8094166667
571.13,15.16825,10.0153333333,7.01483333333,13.5099166667,5.87266666666,8.03258333333,26.1970833334,17.149,5.4155,10.8395
571.47,15.1453333333,9.98116666666,6.974,13.5151666667,5.84483333333,8.00608333334,26.1865833334,17.1136666666,5.39258333333,10.80875
571.81,15.1508333333,9.99491666667,6.97966666667,13.5390833333,5.84791666667,8.02583333334,26.1923333333,17.1173333334,5.39166666667,10.8114166667
572.15,15.17225,10.0156666667,6.99525,13.5753333333,5.84975,8.05416666666,26.1865,17.1215,5.407,10.827
572.49,15.2075833333,10.0513333333,7.01741666667,13.6486666667,5.87275,8.06799999999,26.20375,17.1674166667,5.43658333333,10.8513333334
572.83,15.2283333333,10.064,7.03475,13.693,5.87833333334,8.06791666666,26.2270833334,17.1999166667,5.444,10.8605833333
573.17,15.2020833333,10.0516666667,7.0225,13.718,5.85433333333,8.04733333332,26.2378333334,17.1905,5.4315,10.8563333333
573.51,15.1903333334,10.0248333333,6.99541666667,13.7256666667,5.82716666667,8.02841666667,26.2391666667,17.172,5.41016666666,10.8384166667
573.85,15.1868333333,10.0266666667,7.00333333333,13.769,5.82,8.03291666666,26.2416666667,17.1683333333,5.41666666667,10.8521666667
574.19,15.2216666667,10.0388333333,7.0,13.81525,5.846,8.06450000001,26.2741666667,17.2056666667,5.44341666667,10.8900833333
574.53,15.2164166667,10.0486666667,6.99908333333,13.837,5.852,8.06233333334,26.2606666667,17.1929166667,5.44641666666,10.92325
574.87,15.23275,10.0634166666,7.00016666667,13.8775833333,5.85166666667,8.07225000001,26.3040833334,17.20575,5.46275,10.9285
575.21,15.25325,10.08475,7.021,13.9148333333,5.8585,8.09549999999,26.3321666667,17.2375833333,5.46158333333,10.9480833333
575.55,15.227,10.0469166667,6.98908333333,13.9198333333,5.83,8.07633333334,26.3065,17.2174166666,5.43775,10.9308333333
575.89,15.2258333333,10.0503333333,6.9855,13.9653333333,5.82441666667,8.07124999999,26.3503333333,17.2346666667,5.43191666666,10.9405
576.22,15.2111666667,10.0298333333,6.96933333333,13.9705833333,5.80791666667,8.07699999999,26.3383333333,17.196,5.41916666667,10.93625
576.56,15.2321666667,10.0593333333,6.97258333333,14.0295,5.82066666667,8.104,26.4039166667,17.2226666667,5.43316666667,10.968
576.90,15.22275,10.0544166667,6.97225,14.0423333333,5.84666666666,8.1195,26.3845,17.2046666667,5.42816666666,10.9754166667
577.24,15.24575,10.0756666667,6.98641666666,14.0991666667,5.862,8.14025000001,26.3799166667,17.2233333333,5.43933333334,10.9961666667
577.58,15.2308333334,10.04675,6.96866666666,14.0939166666,5.861,8.11799999999,26.3535,17.197,5.43133333334,10.97925
577.92,15.2235,10.0474166667,6.98033333334,14.1289166667,5.85966666667,8.11333333333,26.33925,17.1809166666,5.42325,10.97775
578.26,15.2764166667,10.0854166667,7.01366666667,14.19125,5.88616666666,8.15900000001,26.37975,17.234,5.46008333333,11.005
578.60,15.3009166667,10.0885833333,7.03633333333,14.2595,5.9005,8.19033333333,26.4175833333,17.2709166667,5.46533333333,11.0449166667
578.94,15.3191666667,10.12425,7.06091666667,14.3133333333,5.91758333334,8.22208333334,26.4486666667,17.30525,5.49733333333,11.0705833333
579.28,15.4031666667,10.1916666667,7.13425,14.4356666667,5.98583333333,8.29800000001,26.5538333333,17.3764166667,5.56216666667,11.15825
579.61,15.4265,10.21925,7.15025,14.4971666667,6.03366666667,8.32641666666,26.5626666666,17.419,5.60125,11.1735833333
579.95,15.49675,10.2803333334,7.206,14.5958333333,6.08008333333,8.3805,26.6750833333,17.4889166666,5.6415,11.2520833333
580.29,15.5288333333,10.31,7.2615,14.6610833333,6.11208333333,8.40708333332,26.6923333333,17.50525,5.66358333333,11.2849166667
580.63,15.5434166666,10.3536666667,7.28625,14.7304166667,6.12366666667,8.45783333334,26.7166666666,17.5464166667,5.7225,11.3011666667
580.97,15.52625,10.3635833334,7.28883333333,14.76375,6.118,8.43200000001,26.738,17.54425,5.71333333333,11.2916666667
581.31,15.60125,10.4266666667,7.33925,14.86225,6.16508333333,8.51524999999,26.8026666667,17.6293333333,5.76791666667,11.37575
581.65,15.61475,10.423,7.34383333333,14.8860833333,6.16008333333,8.51516666667,26.7715833334,17.6460833333,5.77591666667,11.3790833333
581.98,15.5875833333,10.4029166667,7.322,14.9245,6.15716666666,8.49541666668,26.7775,17.6113333333,5.75233333333,11.3508333333
582.32,15.5765,10.4174166667,7.30358333334,14.9361666666,6.16191666667,8.49466666668,26.7443333333,17.5698333333,5.7595,11.3204166667
582.66,15.5729166667,10.3945,7.30083333333,14.995,6.16541666667,8.47599999999,26.7114166667,17.5569166666,5.76216666667,11.3141666667
583.00,15.5663333333,10.3818333333,7.29141666667,15.02325,6.15883333334,8.479,26.7103333333,17.56575,5.76566666667,11.2823333333
583.34,15.5528333333,10.3795,7.29891666667,15.015,6.12908333333,8.48924999999,26.6993333333,17.538,5.74375,11.2925833334
583.68,15.5036666667,10.3311666667,7.25791666667,14.9984166667,6.11283333333,8.45858333333,26.6575,17.5063333333,5.71566666667,11.2368333333
584.01,15.4866666667,10.28325,7.1885,15.0051666667,6.07408333333,8.43333333333,26.6260833333,17.5065,5.69066666667,11.2133333333
584.35,15.52125,10.2626666667,7.174,15.0706666667,6.07958333333,8.40841666668,26.6370833333,17.5325,5.66391666667,11.24525
584.69,15.536,10.2515833333,7.15675,15.092,6.0745,8.43050000001,26.6280833333,17.5280833333,5.677,11.2639166667
585.03,15.4731666667,10.2085,7.13216666667,15.1036666667,6.04625,8.38633333334,26.60325,17.4868333333,5.64775,11.21975
585.37,15.4893333334,10.2205,7.14425,15.1720833333,6.08166666667,8.41758333334,26.69075,17.5150833333,5.65283333333,11.249
585.70,15.48525,10.22675,7.15983333333,15.2418333333,6.09866666667,8.45425,26.7093333333,17.5494166667,5.679,11.2751666667
586.04,15.4894166667,10.1993333333,7.18383333333,15.2424166667,6.092,8.45816666666,26.6993333333,17.5806666667,5.67233333333,11.3078333333
586.38,15.5325,10.2153333333,7.19325,15.304,6.11966666667,8.50766666666,26.7529166667,17.64025,5.68275,11.3728333333
586.72,15.587,10.29575,7.248,15.4011666667,6.15483333334,8.55941666668,26.8055,17.7089166667,5.717,11.4414166666
587.06,15.55225,10.2399166667,7.19125,15.4255,6.11933333333,8.4905,26.81475,17.68525,5.67275,11.4108333333
587.39,15.5800833333,10.2935833333,7.22333333333,15.497,6.13216666667,8.53558333333,26.8636666667,17.7251666667,5.70733333333,11.462
587.73,15.6183333333,10.3633333333,7.27733333334,15.5841666667,6.186,8.58616666667,26.89075,17.7596666666,5.76375,11.50475
588.07,15.6225,10.3875,7.283,15.6059166667,6.18341666666,8.59458333333,26.9176666667,17.74475,5.77191666666,11.49025
