wavelength,Back_PhrCarf,Belly_PhrCarf,Breast_PhrCarf,Crissum_PhrCarf,Crown_PhrCarf,DorTail_PhrCarf,Rump_PhrCarf,Throat_PhrCarf,WingTip_PhrCarf
534.18,10.7843333333,31.2236666667,22.292,16.8416666667,11.2703333333,8.26266666667,11.8356666667,20.0836666667,13.7883333333
534.52,10.8013333333,31.2306666667,22.3186666667,16.861,11.3063333333,8.264,11.861,20.107,13.813
534.87,10.816,31.265,22.3523333333,16.8953333333,11.311,8.27366666667,11.86,20.1056666667,13.8226666667
535.21,10.8676666667,31.3076666667,22.4116666667,16.944,11.3776666667,8.34866666667,11.9196666667,20.1873333333,13.8883333333
535.56,10.8743333333,31.327,22.4416666667,16.9883333333,11.3803333333,8.35333333333,11.9476666667,20.2366666667,13.906
535.90,10.8826666667,31.3403333333,22.4963333333,16.9733333333,11.3996666667,8.34466666667,11.9726666667,20.226,13.9143333333
536.25,10.8913333333,31.3463333333,22.492,16.9853333333,11.3926666667,8.34366666667,11.956,20.255,13.9076666667
536.59,10.8746666667,31.3713333333,22.519,16.9946666667,11.3436666667,8.316,11.9433333333,20.242,13.856
536.93,10.9343333333,31.4323333333,22.555,17.0413333333,11.4083333333,8.34366666667,11.9733333333,20.276,13.92
537.28,10.949,31.5243333333,22.61,17.0723333333,11.463,8.38633333333,11.9976666667,20.343,13.951
537.62,10.9786666667,31.5036666667,22.6376666667,17.04,11.447,8.346,12.0086666667,20.337,13.9593333333
537.97,10.994,31.5526666667,22.6976666667,17.078,11.474,8.33866666667,12.039,20.3806666667,13.9696666667
538.31,10.9126666667,31.4846666667,22.64,17.013,11.3636666667,8.28366666667,11.9523333333,20.312,13.8703333333
538.65,10.958,31.5066666667,22.6573333333,17.0233333333,11.407,8.30466666667,11.9993333333,20.3406666667,13.908
539.00,10.962,31.4966666667,22.619,17.001,11.4116666667,8.277,11.9856666667,20.311,13.9006666667
539.34,10.9663333333,31.495,22.6363333333,16.9963333333,11.4186666667,8.304,11.9943333333,20.3233333333,13.8963333333
539.69,10.991,31.5016666667,22.6846666667,17.004,11.458,8.332,12.0506666667,20.3823333333,13.9446666667
540.03,11.0266666667,31.5126666667,22.692,17.0386666667,11.5086666667,8.34866666667,12.0796666667,20.3903333333,14.0136666667
540.37,11.0256666667,31.4813333333,22.626,17.0043333333,11.539,8.346,12.0646666667,20.3916666667,14.0093333333
540.72,10.9886666667,31.4066666667,22.6143333333,16.9703333333,11.5316666667,8.34,12.056,20.3733333333,14.0123333333
541.06,10.99,31.377,22.5513333333,16.9563333333,11.504,8.337,12.048,20.3273333333,14.0016666667
541.40,10.9866666667,31.4323333333,22.567,17.01,11.5356666667,8.35233333333,12.0746666667,20.354,14.033
541.75,10.939,31.418,22.5336666667,17.0086666667,11.511,8.342,12.0423333333,20.342,14.0056666667
542.09,10.9733333333,31.4356666667,22.558,17.028,11.5516666667,8.36333333333,12.0683333333,20.362,14.0366666667
542.43,10.9466666667,31.435,22.599,17.0263333333,11.5196666667,8.33766666667,12.0583333333,20.3623333333,14.014
542.78,10.9346666667,31.4126666667,22.5966666667,17.0243333333,11.5096666667,8.30733333333,12.0716666667,20.362,14.0286666667
543.12,10.93,31.4586666667,22.618,17.0263333333,11.5243333333,8.28933333333,12.075,20.379,14.0406666667
543.46,10.902,31.473,22.579,17.0456666667,11.4926666667,8.284,12.047,20.3696666667,14.017
543.81,10.853,31.4636666667,22.5723333333,17.0373333333,11.4506666667,8.27066666667,12.014,20.3943333333,13.9603333333
544.15,10.8576666667,31.5003333333,22.576,17.0323333333,11.427,8.257,12.013,20.3836666667,13.9643333333
544.49,10.9096666667,31.6053333333,22.6386666667,17.079,11.434,8.25533333333,12.038,20.4386666667,13.98
544.84,10.9116666667,31.6546666667,22.715,17.1296666667,11.4776666667,8.239,12.078,20.5103333333,13.9996666667
545.18,10.916,31.683,22.732,17.1396666667,11.4963333333,8.25066666667,12.089,20.5726666667,13.9906666667
545.52,10.9646666667,31.667,22.753,17.147,11.5306666667,8.27633333333,12.115,20.6033333333,14.0353333333
545.87,10.976,31.729,22.79,17.2006666667,11.5706666667,8.30633333333,12.148,20.6756666667,14.074
546.21,11.002,31.7613333333,22.824,17.2653333333,11.639,8.39066666667,12.1913333333,20.733,14.125
546.55,11.059,31.849,22.9163333333,17.3176666667,11.6796666667,8.45633333333,12.2243333333,20.8063333333,14.149
546.90,11.0693333333,31.8746666667,22.9873333333,17.3756666667,11.6776666667,8.46566666667,12.2363333333,20.8116666667,14.1503333333
547.24,11.1656666667,31.958,23.1003333333,17.4563333333,11.7903333333,8.53,12.313,20.911,14.2643333333
547.58,11.2276666667,32.0896666667,23.213,17.5013333333,11.84,8.55833333333,12.3983333333,20.9936666667,14.35
547.92,11.262,32.1526666667,23.313,17.6323333333,11.8866666667,8.61533333333,12.445,21.0936666667,14.3913333333
548.27,11.2646666667,32.1403333333,23.3556666667,17.6636666667,11.9066666667,8.62566666667,12.461,21.1526666667,14.418
548.61,11.298,32.169,23.4186666667,17.6946666667,11.9116666667,8.62666666667,12.4886666667,21.157,14.439
548.95,11.298,32.1613333333,23.4676666667,17.6656666667,11.882,8.626,12.4373333333,21.1603333333,14.4076666667
549.29,11.329,32.259,23.552,17.737,11.903,8.68733333333,12.4623333333,21.2453333333,14.44
549.64,11.3893333333,32.312,23.6526666667,17.7956666667,11.939,8.67866666667,12.52,21.3203333333,14.4826666667
549.98,11.445,32.3813333333,23.7163333333,17.796,12.0113333333,8.66366666667,12.5516666667,21.3553333333,14.549
550.32,11.4553333333,32.4446666667,23.771,17.8826666667,12.078,8.674,12.6203333333,21.4323333333,14.6203333333
550.66,11.4923333333,32.4226666667,23.757,17.896,12.112,8.67,12.6506666667,21.4586666667,14.6823333333
551.01,11.4986666667,32.4213333333,23.7996666667,17.931,12.099,8.65633333333,12.6236666667,21.473,14.6563333333
551.35,11.5113333333,32.4283333333,23.823,17.9736666667,12.1566666667,8.68366666667,12.6003333333,21.4573333333,14.669
551.69,11.4863333333,32.4323333333,23.8826666667,17.9536666667,12.178,8.70033333333,12.6293333333,21.5343333333,14.6456666667
552.03,11.4093333333,32.454,23.816,17.928,12.1266666667,8.603,12.5843333333,21.4606666667,14.5803333333
552.38,11.4563333333,32.5423333333,23.8446666667,17.9233333333,12.1666666667,8.647,12.572,21.558,14.637
552.72,11.473,32.5433333333,23.803,18.0006666667,12.1523333333,8.61033333333,12.6123333333,21.5903333333,14.6503333333
553.06,11.4753333333,32.579,23.821,17.995,12.1636666667,8.52633333333,12.603,21.5803333333,14.657
553.40,11.4836666667,32.6023333333,23.7843333333,18.021,12.168,8.48966666667,12.5913333333,21.563,14.664
553.74,11.4673333333,32.568,23.6713333333,18.028,12.1296666667,8.487,12.5913333333,21.55,14.6443333333
554.09,11.4626666667,32.5863333333,23.6783333333,18.0116666667,12.0826666667,8.496,12.513,21.5386666667,14.5826666667
554.43,11.452,32.6076666667,23.6906666667,17.9896666667,12.052,8.47766666667,12.4793333333,21.5643333333,14.565
554.77,11.4,32.6053333333,23.613,17.9233333333,12.0713333333,8.439,12.4793333333,21.4873333333,14.5526666667
555.11,11.412,32.567,23.6026666667,17.8993333333,12.0213333333,8.41733333333,12.5086666667,21.4726666667,14.5506666667
555.45,11.422,32.6376666667,23.6266666667,17.9073333333,12.0476666667,8.39233333333,12.5423333333,21.4976666667,14.6173333333
555.80,11.4943333333,32.703,23.7416666667,17.9713333333,12.103,8.51233333333,12.5623333333,21.587,14.6573333333
556.14,11.464,32.6423333333,23.766,17.9653333333,12.0983333333,8.53433333333,12.5726666667,21.5946666667,14.6546666667
556.48,11.5453333333,32.7306666667,23.917,17.9743333333,12.2546666667,8.616,12.636,21.6623333333,14.7853333333
556.82,11.5473333333,32.7393333333,23.9053333333,17.973,12.2533333333,8.63933333333,12.7006666667,21.6393333333,14.822
557.16,11.5073333333,32.7226666667,24.0003333333,17.949,12.2813333333,8.644,12.7153333333,21.668,14.8723333333
557.50,11.5,32.799,24.1183333333,17.9253333333,12.2223333333,8.604,12.706,21.692,14.8476666667
557.85,11.521,32.8296666667,24.191,17.8843333333,12.263,8.593,12.7596666667,21.6806666667,14.87
558.19,11.571,32.8493333333,24.2563333333,17.9336666667,12.365,8.66866666667,12.8243333333,21.7233333333,14.935
558.53,11.6246666667,32.8866666667,24.3806666667,17.9816666667,12.3696666667,8.73166666667,12.8586666667,21.8483333333,14.946
558.87,11.5906666667,32.9043333333,24.3553333333,18.0263333333,12.4136666667,8.71466666667,12.862,21.8646666667,14.9666666667
559.21,11.6466666667,32.9056666667,24.3413333333,18.0653333333,12.409,8.758,12.8596666667,21.8063333333,14.972
559.55,11.7276666667,32.9806666667,24.4716666667,18.105,12.521,8.84966666667,12.9876666667,21.885,15.104
559.89,11.7693333333,33.0606666667,24.4973333333,18.1886666667,12.5813333333,8.87433333333,13.0336666667,21.91,15.1393333333
560.23,11.7443333333,33.067,24.462,18.2033333333,12.52,8.88166666667,13.0536666667,21.9423333333,15.099
560.58,11.8,33.0426666667,24.5376666667,18.2693333333,12.596,8.96333333333,13.103,22.0163333333,15.1056666667
560.92,11.9013333333,33.0973333333,24.548,18.2796666667,12.6436666667,9.033,13.1743333333,22.0536666667,15.1656666667
561.26,11.9913333333,33.0636666667,24.5786666667,18.3356666667,12.7663333333,9.076,13.2633333333,22.1123333333,15.2916666667
561.60,12.0423333333,33.0556666667,24.5406666667,18.4123333333,12.7846666667,9.03433333333,13.2733333333,22.1983333333,15.3396666667
561.94,12.0666666667,33.0936666667,24.4913333333,18.454,12.7756666667,9.03166666667,13.296,22.2216666667,15.3176666667
562.28,12.0746666667,33.2166666667,24.5306666667,18.546,12.783,9.06566666667,13.358,22.2803333333,15.3623333333
562.62,12.096,33.2716666667,24.5516666667,18.605,12.829,9.138,13.3543333333,22.32,15.3423333333
562.96,12.097,33.269,24.6773333333,18.5963333333,12.8653333333,9.11566666667,13.371,22.3593333333,15.3693333333
563.30,12.038,33.2693333333,24.588,18.596,12.8376666667,9.06833333333,13.316,22.364,15.301
563.64,11.934,33.2266666667,24.5336666667,18.51,12.7646666667,9.01133333333,13.2706666667,22.3496666667,15.2496666667
563.99,11.8753333333,33.1413333333,24.5193333333,18.441,12.72,8.94333333333,13.1803333333,22.2336666667,15.2043333333
564.33,11.856,33.0993333333,24.5493333333,18.4496666667,12.697,8.90566666667,13.1363333333,22.2376666667,15.2106666667
564.67,11.808,33.05,24.5586666667,18.47,12.6346666667,8.90933333333,13.1223333333,22.2076666667,15.1273333333
565.01,11.7713333333,33.1113333333,24.536,18.4663333333,12.6073333333,8.94366666667,13.0896666667,22.249,15.0933333333
565.35,11.6683333333,33.0643333333,24.558,18.442,12.5616666667,8.98966666667,13.0213333333,22.1303333333,15.0316666667
565.69,11.6603333333,33.116,24.6576666667,18.4606666667,12.5793333333,9.028,13.0553333333,22.128,15.06
566.03,11.694,33.0546666667,24.708,18.4546666667,12.575,9.00433333333,13.0386666667,22.124,15.0513333333
566.37,11.6976666667,33.0306666667,24.77,18.4006666667,12.554,8.97833333333,13.0733333333,22.1143333333,15.1216666667
566.71,11.723,33.0666666667,24.7976666667,18.4316666667,12.5383333333,9.033,13.1023333333,22.2106666667,15.1383333333
567.05,11.736,33.0496666667,24.8493333333,18.4363333333,12.5443333333,9.079,13.1106666667,22.1653333333,15.1196666667
567.39,11.7716666667,33.027,24.909,18.485,12.5386666667,9.09133333333,13.1283333333,22.1446666667,15.1403333333
567.73,11.857,33.1273333333,24.9286666667,18.5416666667,12.5733333333,9.13966666667,13.2133333333,22.197,15.2506666667
568.07,11.8633333333,33.178,24.9133333333,18.5163333333,12.6113333333,9.153,13.216,22.193,15.2873333333
568.41,11.9213333333,33.239,24.943,18.5403333333,12.7173333333,9.19766666667,13.246,22.2453333333,15.3856666667
568.75,11.9393333333,33.24,24.977,18.534,12.6693333333,9.184,13.2143333333,22.2083333333,15.37
569.09,11.9926666667,33.312,24.9546666667,18.5666666667,12.7173333333,9.132,13.279,22.3346666667,15.4263333333
569.43,12.0053333333,33.285,24.938,18.5726666667,12.7466666667,9.11733333333,13.309,22.4116666667,15.439
569.77,11.987,33.2496666667,24.9286666667,18.515,12.7716666667,9.10333333333,13.2766666667,22.38,15.464
570.11,12.0033333333,33.23,24.9553333333,18.5113333333,12.77,9.07833333333,13.2383333333,22.401,15.3953333333
570.45,11.9816666667,33.1803333333,24.8476666667,18.4916666667,12.773,9.029,13.2173333333,22.2853333333,15.4183333333
570.79,11.9823333333,33.1693333333,24.7843333333,18.496,12.7376666667,8.96866666667,13.2546666667,22.3023333333,15.451
571.13,12.0596666667,33.2806666667,24.879,18.569,12.8506666667,9.04033333333,13.3323333333,22.3966666667,15.546
571.47,12.041,33.2416666667,24.8643333333,18.6206666667,12.8923333333,9.07433333333,13.3106666667,22.4483333333,15.467
571.81,12.0696666667,33.197,24.902,18.625,12.8963333333,9.047,13.3736666667,22.48,15.4613333333
572.15,12.0913333333,33.2503333333,24.8986666667,18.6256666667,12.9016666667,9.03766666667,13.369,22.5036666667,15.4573333333
572.49,12.0606666667,33.24,24.9156666667,18.6513333333,12.9473333333,9.032,13.3913333333,22.521,15.4823333333
572.83,12.0653333333,33.2276666667,24.959,18.6263333333,12.961,9.06533333333,13.4083333333,22.4806666667,15.4986666667
573.17,12.016,33.1603333333,24.8706666667,18.563,12.9,9.00666666667,13.3443333333,22.3923333333,15.472
573.51,11.9946666667,33.1753333333,24.811,18.5866666667,12.8796666667,9.01,13.3583333333,22.3766666667,15.4753333333
573.85,12.0533333333,33.213,24.8243333333,18.5726666667,12.945,9.03,13.4703333333,22.4193333333,15.5883333333
574.19,12.084,33.2593333333,24.867,18.59,12.9993333333,9.08633333333,13.5156666667,22.482,15.599
574.53,12.1543333333,33.2236666667,24.8666666667,18.6036666667,13.0596666667,9.101,13.5376666667,22.4866666667,15.632
574.87,12.126,33.2003333333,24.838,18.589,13.0203333333,9.04666666667,13.496,22.4726666667,15.5796666667
575.21,12.0946666667,33.1536666667,24.853,18.5453333333,12.9696666667,9.01066666667,13.494,22.4423333333,15.573
575.55,12.1103333333,33.2673333333,24.893,18.5736666667,12.9693333333,9.05966666667,13.4753333333,22.4733333333,15.61
575.89,12.05,33.2196666667,24.8806666667,18.575,12.9506666667,9.06466666667,13.487,22.473,15.595
576.22,12.0696666667,33.2193333333,24.912,18.5776666667,12.9693333333,9.10166666667,13.5386666667,22.477,15.6083333333
576.56,12.022,33.1936666667,24.848,18.556,12.8903333333,9.09233333333,13.527,22.4656666667,15.5493333333
576.90,12.053,33.2456666667,24.917,18.5846666667,12.9403333333,9.139,13.561,22.5173333333,15.561
577.24,12.0303333333,33.178,24.9296666667,18.591,12.9626666667,9.16466666667,13.5956666667,22.5886666667,15.5583333333
577.58,12.02,33.1803333333,24.921,18.678,12.965,9.18266666667,13.5623333333,22.5413333333,15.5533333333
577.92,11.991,33.202,24.9353333333,18.737,12.9526666667,9.17133333333,13.565,22.5703333333,15.551
578.26,12.034,33.3866666667,25.131,18.8466666667,13.031,9.297,13.671,22.723,15.6666666667
578.60,12.042,33.399,25.1723333333,18.811,13.0926666667,9.33366666667,13.7556666667,22.7336666667,15.668
578.94,12.079,33.4826666667,25.2193333333,18.817,13.1176666667,9.31333333333,13.7423333333,22.804,15.697
579.28,12.0266666667,33.52,25.2636666667,18.848,13.1663333333,9.29166666667,13.7496666667,22.8486666667,15.6553333333
579.61,12.0773333333,33.619,25.331,18.8976666667,13.244,9.26233333333,13.7473333333,22.8596666667,15.7206666667
579.95,12.1713333333,33.707,25.377,18.9966666667,13.352,9.30333333333,13.8066666667,22.9126666667,15.7966666667
580.29,12.3056666667,33.894,25.4803333333,19.1583333333,13.5563333333,9.43133333333,13.97,23.09,15.95
580.63,12.3743333333,34.0043333333,25.6623333333,19.2746666667,13.6123333333,9.511,14.0283333333,23.168,16.0863333333
580.97,12.518,34.2136666667,25.7116666667,19.338,13.669,9.53466666667,14.0676666667,23.2486666667,16.1543333333
581.31,12.344,34.159,25.57,19.2213333333,13.533,9.44366666667,13.9803333333,23.2563333333,15.974
581.65,12.423,34.178,25.6623333333,19.203,13.5733333333,9.48,13.9616666667,23.3383333333,16.001
581.98,12.2553333333,33.9976666667,25.5176666667,19.0786666667,13.4393333333,9.32933333333,13.7606666667,23.2266666667,15.803
582.32,12.233,34.011,25.521,19.1493333333,13.395,9.339,13.7423333333,23.2656666667,15.8413333333
582.66,12.3173333333,34.1276666667,25.654,19.2886666667,13.565,9.44066666667,13.9146666667,23.3466666667,16.032
583.00,12.3306666667,34.0953333333,25.6293333333,19.3683333333,13.5243333333,9.50733333333,13.939,23.3656666667,16.0416666667
583.34,12.3626666667,34.032,25.7496666667,19.4023333333,13.5073333333,9.58,14.049,23.489,16.0693333333
583.68,12.2313333333,33.9183333333,25.7293333333,19.31,13.3373333333,9.50866666667,13.9333333333,23.4466666667,15.9103333333
584.01,12.162,33.7483333333,25.6823333333,19.1903333333,13.2086666667,9.42366666667,13.798,23.3793333333,15.8096666667
584.35,12.238,33.8336666667,25.665,19.2616666667,13.3276666667,9.51466666667,13.8853333333,23.5373333333,15.781
584.69,12.211,33.7956666667,25.675,19.245,13.3373333333,9.535,13.9213333333,23.4876666667,15.7913333333
585.03,12.3033333333,33.826,25.844,19.2866666667,13.4536666667,9.62433333333,13.9843333333,23.524,15.93
585.37,12.2466666667,33.7773333333,25.6876666667,19.234,13.434,9.599,14.0393333333,23.4576666667,15.968
585.70,12.3026666667,33.8023333333,25.604,19.188,13.4353333333,9.59933333333,14.1053333333,23.4903333333,15.991
586.04,12.3166666667,33.8723333333,25.5633333333,19.1746666667,13.4696666667,9.64566666667,14.1093333333,23.4666666667,16.0606666667
586.38,12.2626666667,33.7643333333,25.514,19.0903333333,13.3613333333,9.63666666667,14.0466666667,23.3593333333,15.9266666667
586.72,12.2953333333,33.8036666667,25.5486666667,19.1046666667,13.4036666667,9.66633333333,14.041,23.3593333333,15.8766666667
587.06,12.1866666667,33.7243333333,25.3686666667,18.9873333333,13.293,9.58133333333,13.8946666667,23.1983333333,15.785
587.39,12.2116666667,33.7683333333,25.3083333333,19.0196666667,13.311,9.566,13.914,23.2043333333,15.7246666667
587.73,12.248,33.868,25.417,19.132,13.4053333333,9.577,13.9836666667,23.1953333333,15.821
588.07,12.156,33.7316666667,25.403,19.0776666667,13.315,9.466,13.903,23.0233333333,15.7753333333
588.41,12.153,33.77,25.449,19.09,13.3026666667,9.51166666667,13.9413333333,23.0596666667,15.801
588.74,12.2423333333,33.9373333333,25.5273333333,19.2906666667,13.3523333333,9.60433333333,13.9843333333,23.212,15.8456666667
589.08,12.292,34.0443333333,25.711,19.37,13.3883333333,9.64933333333,13.97,23.266,15.8436666667
589.42,12.37,34.173,25.8513333333,19.4843333333,13.4916666667,9.712,14.0903333333,23.3133333333,15.9776666667
589.76,12.4866666667,34.1983333333,25.942,19.5426666667,13.5496666667,9.76466666667,14.09,23.435,15.9833333333
590.09,12.5973333333,34.2993333333,26.0223333333,19.647,13.671,9.814,14.21,23.5863333333,16.133
590.43,12.635,34.2463333333,26.0336666667,19.63,13.6886666667,9.82133333333,14.294,23.6286666667,16.273
590.77,12.7386666667,34.359,26.1313333333,19.734,13.7776666667,9.89,14.3836666667,23.776,16.3136666667
591.11,12.8416666667,34.4513333333,26.3206666667,19.7933333333,13.938,9.95566666667,14.4763333333,23.8963333333,16.5483333333
591.44,12.8496666667,34.4443333333,26.234,19.7333333333,13.8836666667,9.99433333333,14.4293333333,23.92,16.532
591.78,12.8573333333,34.4673333333,26.3003333333,19.7156666667,13.9006666667,10.038,14.4823333333,24.0026666667,16.572
592.12,12.8353333333,34.3506666667,26.195,19.6693333333,13.9416666667,9.97033333333,14.4546666667,23.965,16.527
592.46,12.8636666667,34.3483333333,26.183,19.5813333333,13.9896666667,9.97266666667,14.5646666667,23.9733333333,16.5453333333
592.79,12.837,34.4056666667,26.2416666667,19.682,14.034,9.97433333333,14.63,24.0216666667,16.5363333333
593.13,12.8823333333,34.3023333333,26.2556666667,19.6743333333,14.0536666667,9.948,14.5816666667,24.0193333333,16.5266666667
593.47,12.823,34.3096666667,26.2293333333,19.6553333333,14.0183333333,9.92933333333,14.608,23.9956666667,16.501
593.80,12.6723333333,34.2286666667,26.1743333333,19.5536666667,13.9503333333,9.87733333333,14.4846666667,23.9243333333,16.3906666667
594.14,12.6786666667,34.2693333333,26.1383333333,19.497,13.9266666667,9.843,14.4603333333,23.86,16.4116666667
594.48,12.709,34.2736666667,26.1566666667,19.479,13.915,9.821,14.4486666667,23.7993333333,16.4726666667
594.81,12.643,34.2066666667,26.051,19.4233333333,13.8336666667,9.822,14.4226666667,23.707,16.4326666667
595.15,12.6393333333,34.2416666667,26.1656666667,19.475,13.8986666667,9.79266666667,14.497,23.7493333333,16.4576666667
595.49,12.71,34.2426666667,26.1266666667,19.4946666667,13.9406666667,9.76233333333,14.55,23.74,16.5766666667
595.82,12.6923333333,34.2803333333,26.169,19.4656666667,13.877,9.726,14.527,23.745,16.546
596.16,12.668,34.2053333333,26.1663333333,19.515,13.845,9.77333333333,14.4906666667,23.733,16.5323333333
596.50,12.6936666667,34.149,26.0856666667,19.4196666667,13.7866666667,9.73333333333,14.4663333333,23.6616666667,16.567
596.83,12.5936666667,34.2386666667,26.014,19.417,13.759,9.67966666667,14.4623333333,23.6536666667,16.537
597.17,12.594,34.112,25.9996666667,19.347,13.7566666667,9.692,14.487,23.6433333333,16.551
597.51,12.708,34.2096666667,26.022,19.445,13.8563333333,9.73266666667,14.6093333333,23.686,16.6486666667
597.84,12.68,34.257,26.1583333333,19.4266666667,13.903,9.72366666667,14.6186666667,23.746,16.5976666667
598.18,12.622,34.304,26.1646666667,19.5033333333,13.954,9.72066666667,14.641,23.7633333333,16.6003333333
598.52,12.7166666667,34.3893333333,26.23,19.6263333333,14.0333333333,9.75066666667,14.7113333333,23.9303333333,16.649
598.85,12.7326666667,34.3473333333,26.2286666667,19.6093333333,13.9786666667,9.77833333333,14.6916666667,23.9663333333,16.6196666667
599.19,12.7403333333,34.4113333333,26.2393333333,19.639,14.0453333333,9.87,14.678,23.972,16.592
599.53,12.78,34.4883333333,26.3443333333,19.7363333333,14.1453333333,9.93866666667,14.7066666667,24.0253333333,16.6613333333
599.86,12.8113333333,34.471,26.2996666667,19.6443333333,14.2053333333,9.839,14.6996666667,23.9886666667,16.741
600.20,12.8726666667,34.4836666667,26.405,19.6833333333,14.2773333333,9.86766666667,14.807,24.0773333333,16.8186666667
600.53,12.8913333333,34.4283333333,26.5746666667,19.726,14.2803333333,9.96833333333,14.859,24.09,16.9226666667
600.87,12.8473333333,34.4576666667,26.495,19.7523333333,14.2246666667,9.86233333333,14.7626666667,24.0136666667,16.8573333333
601.21,12.786,34.4573333333,26.575,19.7046666667,14.1176666667,9.875,14.673,24.0436666667,16.7773333333
601.54,12.7876666667,34.3753333333,26.4186666667,19.738,14.029,9.815,14.6103333333,23.9966666667,16.779
601.88,12.8873333333,34.2833333333,26.4226666667,19.7193333333,13.999,9.84366666667,14.6643333333,24.0896666667,16.8003333333
602.21,12.821,34.283,26.385,19.622,13.943,9.78866666667,14.6143333333,23.9586666667,16.7816666667
602.55,12.7943333333,34.2353333333,26.3156666667,19.6086666667,13.9756666667,9.686,14.6226666667,23.892,16.8086666667
602.88,12.7656666667,34.2306666667,26.3316666667,19.6323333333,13.886,9.67,14.636,23.9283333333,16.7826666667
603.22,12.8046666667,34.2793333333,26.395,19.7003333333,13.8963333333,9.69633333333,14.6553333333,23.9336666667,16.8353333333
603.56,12.849,34.299,26.439,19.7413333333,13.9116666667,9.75733333333,14.698,24.0136666667,16.8013333333
603.89,12.8233333333,34.3063333333,26.4753333333,19.7726666667,13.942,9.816,14.6773333333,24.0793333333,16.7723333333
604.23,12.8453333333,34.347,26.4203333333,19.7583333333,14.006,9.85933333333,14.6463333333,24.0713333333,16.7173333333
604.56,12.84,34.3756666667,26.4446666667,19.752,14.034,9.91633333333,14.6876666667,24.0893333333,16.767
604.90,12.8553333333,34.3253333333,26.349,19.7396666667,14.0166666667,9.87266666667,14.6606666667,24.0283333333,16.7636666667
605.23,12.9306666667,34.3746666667,26.3536666667,19.768,14.1173333333,9.955,14.7486666667,24.0723333333,16.8573333333
605.57,12.9736666667,34.4593333333,26.4023333333,19.7893333333,14.2546666667,10.0403333333,14.8193333333,24.063,16.9266666667
605.90,13.0606666667,34.5436666667,26.476,19.8653333333,14.3323333333,10.099,14.874,24.11,17.0086666667
606.24,13.1636666667,34.7173333333,26.593,19.973,14.4446666667,10.295,14.9656666667,24.2263333333,17.033
606.58,13.1696666667,34.7133333333,26.6566666667,20.0213333333,14.5186666667,10.3086666667,14.933,24.2763333333,16.9903333333
606.91,13.2483333333,34.7493333333,26.7306666667,20.071,14.5826666667,10.3853333333,15.0076666667,24.388,17.0253333333
607.25,13.175,34.777,26.787,20.13,14.57,10.3726666667,14.9813333333,24.3336666667,17.0093333333
607.58,13.2326666667,34.8006666667,26.8143333333,20.237,14.5843333333,10.44,15.0003333333,24.3223333333,17.0583333333
607.92,13.1636666667,34.7466666667,26.8123333333,20.243,14.4956666667,10.3903333333,14.9726666667,24.364,17.007
608.25,13.2993333333,34.833,26.983,20.329,14.5826666667,10.399,15.0676666667,24.4826666667,17.107
608.59,13.326,34.896,27.027,20.3596666667,14.6583333333,10.4633333333,15.119,24.4786666667,17.1526666667
608.92,13.351,34.85,27.0956666667,20.4166666667,14.6883333333,10.5106666667,15.1443333333,24.4786666667,17.1863333333
609.26,13.237,34.7496666667,26.995,20.3436666667,14.5183333333,10.359,14.98,24.4203333333,17.028
609.59,13.1893333333,34.65,26.9586666667,20.3376666667,14.5256666667,10.3326666667,14.9876666667,24.404,17.0033333333
609.93,13.1893333333,34.5466666667,26.9406666667,20.2903333333,14.5033333333,10.262,14.9366666667,24.334,17.082
610.26,13.1933333333,34.5396666667,26.8543333333,20.2656666667,14.4516666667,10.26,14.969,24.3016666667,17.1496666667
610.60,13.132,34.4053333333,26.6913333333,20.1953333333,14.37,10.1796666667,14.886,24.224,17.1083333333
610.93,13.311,34.53,26.7336666667,20.245,14.4933333333,10.2573333333,14.9656666667,24.3113333333,17.2576666667
611.27,13.3043333333,34.546,26.6673333333,20.173,14.428,10.172,14.957,24.257,17.2276666667
611.60,13.4376666667,34.59,26.745,20.2133333333,14.4983333333,10.245,15.021,24.3406666667,17.3686666667
611.93,13.3803333333,34.514,26.6556666667,20.2513333333,14.5006666667,10.2333333333,15.0053333333,24.2963333333,17.36
612.27,13.365,34.4606666667,26.6843333333,20.2416666667,14.4526666667,10.2066666667,14.9816666667,24.326,17.3216666667
