wavelength,Back_AniMelm,Belly_AniMelm,Breast_AniMelm,Crissum_AniMelm,Crown_AniMelm,DorTail_AniMelm,Patch10_AniMelm,Patch11_AniMelm,Patch12_AniMelm,Patch13_AniMelm,Patch14_AniMelm,Rump_AniMelm,Throat_AniMelm,WingTip_AniMelm
574.87,8.789,55.2045,51.199,44.9273333333,7.714,8.80133333333,10.2406666667,8.154,9.41633333333,16.9703333333,3.36233333333,8.93366666667,50.9363333333,9.218
575.21,8.724,55.2375,51.215,44.874,7.69,8.84133333333,10.2416666667,8.17033333333,9.439,17.0103333333,3.37933333333,8.93,50.9236666667,9.19666666667
575.55,8.706,55.307,51.2965,44.884,7.67833333333,8.819,10.216,8.173,9.47566666667,17.0706666667,3.38,8.935,50.9773333333,9.198
575.89,8.663,55.3275,51.301,44.92,7.69,8.81233333333,10.19,8.194,9.532,17.06,3.38566666667,8.92033333333,50.9836666667,9.238
576.22,8.64933333333,55.242,51.274,44.964,7.652,8.812,10.2093333333,8.22133333333,9.54133333333,17.0586666667,3.38,8.888,51.028,9.22
576.56,8.60266666667,55.3085,51.2655,44.9863333333,7.60633333333,8.80233333333,10.1756666667,8.21933333333,9.50133333333,17.0556666667,3.38733333333,8.83233333333,51.0213333333,9.20233333333
576.90,8.59566666667,55.33,51.2695,45.0026666667,7.58,8.81433333333,10.1536666667,8.23533333333,9.46733333333,17.1186666667,3.36833333333,8.81566666667,51.05,9.22466666667
577.24,8.59266666667,55.3,51.2005,45.008,7.614,8.86133333333,10.147,8.245,9.44766666667,17.0933333333,3.37533333333,8.798,50.9913333333,9.18466666667
577.58,8.63166666667,55.3785,51.237,45.0776666667,7.62,8.884,10.1956666667,8.284,9.47733333333,17.1506666667,3.37766666667,8.849,51.0193333333,9.19433333333
577.92,8.612,55.2785,51.1785,45.07,7.62566666667,8.92,10.2606666667,8.32833333333,9.54133333333,17.1973333333,3.38,8.893,50.973,9.16366666667
578.26,8.57466666667,55.236,51.17,45.1013333333,7.61233333333,8.89966666667,10.238,8.318,9.50466666667,17.1973333333,3.373,8.90566666667,50.9233333333,9.15366666667
578.60,8.60366666667,55.2995,51.208,45.149,7.65133333333,8.928,10.2826666667,8.338,9.495,17.2286666667,3.43,8.89166666667,50.949,9.14666666667
578.94,8.64466666667,55.3405,51.2775,45.247,7.646,8.924,10.3026666667,8.386,9.475,17.237,3.47166666667,8.89333333333,51.0226666667,9.17933333333
579.28,8.62033333333,55.3175,51.2325,45.2403333333,7.59066666667,8.907,10.2386666667,8.33233333333,9.455,17.2256666667,3.45133333333,8.82433333333,50.941,9.11433333333
579.61,8.59866666667,55.35,51.396,45.2736666667,7.57066666667,8.93966666667,10.215,8.34033333333,9.459,17.339,3.456,8.85066666667,51.0483333333,9.06066666667
579.95,8.625,55.4905,51.47,45.2976666667,7.633,9.05866666667,10.252,8.391,9.45933333333,17.4103333333,3.507,8.88933333333,51.0133333333,9.11666666667
580.29,8.65466666667,55.4095,51.5305,45.3276666667,7.634,9.06633333333,10.2183333333,8.44533333333,9.48666666667,17.451,3.47433333333,8.9,51.0403333333,9.17533333333
580.63,8.66666666667,55.555,51.6115,45.4423333333,7.66266666667,9.11,10.2146666667,8.49533333333,9.50833333333,17.481,3.48766666667,8.905,51.0646666667,9.18366666667
580.97,8.71766666667,55.6695,51.636,45.4743333333,7.677,9.14866666667,10.15,8.53666666667,9.54366666667,17.538,3.49066666667,8.902,51.1266666667,9.20533333333
581.31,8.66633333333,55.7465,51.8,45.5243333333,7.61,9.20266666667,10.0746666667,8.575,9.531,17.593,3.49733333333,8.88333333333,51.2313333333,9.21333333333
581.65,8.74966666667,55.9715,51.905,45.616,7.644,9.239,10.0596666667,8.57733333333,9.55966666667,17.644,3.53333333333,8.88,51.338,9.257
581.98,8.785,56.156,52.0595,45.7813333333,7.68133333333,9.327,10.105,8.65133333333,9.576,17.656,3.59166666667,8.91333333333,51.491,9.294
582.32,8.74033333333,56.186,52.223,45.887,7.58233333333,9.249,10.0446666667,8.548,9.523,17.616,3.50433333333,8.816,51.493,9.242
582.66,8.74866666667,56.1435,52.2435,45.8046666667,7.50266666667,9.19433333333,9.961,8.44466666667,9.43866666667,17.4826666667,3.44266666667,8.70066666667,51.467,9.17033333333
583.00,8.757,56.169,52.2995,45.8593333333,7.50233333333,9.208,9.92733333333,8.49766666667,9.411,17.4406666667,3.459,8.69866666667,51.5143333333,9.23433333333
583.34,8.75566666667,56.1195,52.19,45.8516666667,7.501,9.17966666667,9.89233333333,8.51766666667,9.40033333333,17.3276666667,3.44766666667,8.659,51.5023333333,9.274
583.68,8.72633333333,56.1315,52.1255,45.8526666667,7.38333333333,9.055,9.81266666667,8.426,9.34933333333,17.2623333333,3.37933333333,8.56833333333,51.5546666667,9.22566666667
584.01,8.69033333333,56.239,52.1865,45.8996666667,7.34133333333,9.002,9.80366666667,8.363,9.251,17.181,3.329,8.50633333333,51.657,9.16066666667
584.35,8.59633333333,56.1875,52.1825,45.8796666667,7.27166666667,8.90966666667,9.74166666667,8.27133333333,9.188,17.1326666667,3.26966666667,8.452,51.6906666667,9.08066666667
584.69,8.54166666667,56.2755,52.3315,45.9446666667,7.20966666667,8.88966666667,9.76566666667,8.25,9.18366666667,17.174,3.273,8.41233333333,51.7486666667,9.10233333333
585.03,8.566,56.231,52.2285,45.9796666667,7.224,8.81233333333,9.78966666667,8.17433333333,9.19233333333,17.103,3.28333333333,8.34333333333,51.7276666667,9.086
585.37,8.51233333333,56.1535,52.278,46.0123333333,7.17833333333,8.77666666667,9.75833333333,8.139,9.113,17.1006666667,3.29366666667,8.314,51.7383333333,9.06633333333
585.70,8.51633333333,56.1065,52.176,45.934,7.188,8.767,9.67966666667,8.15533333333,9.13966666667,17.097,3.292,8.291,51.58,9.039
586.04,8.47466666667,56.098,52.0815,45.9396666667,7.19166666667,8.72466666667,9.64266666667,8.191,9.10166666667,17.0963333333,3.31233333333,8.28633333333,51.633,9.03933333333
586.38,8.46066666667,56.2515,52.2125,46.1986666667,7.23066666667,8.83166666667,9.69933333333,8.28033333333,9.19066666667,17.2733333333,3.34833333333,8.341,51.775,9.107
586.72,8.49366666667,56.311,52.21,46.268,7.21766666667,8.90366666667,9.76233333333,8.30833333333,9.221,17.3396666667,3.36233333333,8.40866666667,51.893,9.17033333333
587.06,8.44233333333,56.2145,52.185,46.303,7.163,8.84333333333,9.74366666667,8.26166666667,9.175,17.344,3.33766666667,8.312,51.8663333333,9.102
587.39,8.381,56.1935,52.3175,46.378,7.14833333333,8.816,9.74166666667,8.26,9.14933333333,17.3386666667,3.305,8.26366666667,51.841,9.07866666667
587.73,8.43833333333,56.206,52.326,46.534,7.23266666667,8.934,9.80466666667,8.345,9.22133333333,17.4713333333,3.41733333333,8.30733333333,51.8163333333,9.09766666667
588.07,8.49033333333,56.324,52.437,46.6203333333,7.276,9.02766666667,9.86133333333,8.37666666667,9.26066666667,17.5086666667,3.507,8.34033333333,51.8606666667,9.19266666667
588.41,8.442,56.288,52.41,46.601,7.223,8.97633333333,9.85866666667,8.35533333333,9.17,17.4203333333,3.43766666667,8.29166666667,51.92,9.123
588.74,8.372,56.275,52.398,46.558,7.224,8.96533333333,9.842,8.36266666667,9.13166666667,17.408,3.38833333333,8.23033333333,51.796,9.08666666667
589.08,8.38266666667,56.3205,52.3805,46.5686666667,7.26866666667,9.02166666667,9.85266666667,8.44433333333,9.154,17.4226666667,3.41833333333,8.22833333333,51.8273333333,9.098
589.42,8.354,56.3985,52.403,46.6136666667,7.18866666667,8.98266666667,9.83366666667,8.39,9.09133333333,17.455,3.376,8.18266666667,51.9763333333,9.104
589.76,8.35266666667,56.386,52.416,46.6343333333,7.15566666667,9.055,9.83066666667,8.41033333333,9.08866666667,17.482,3.39033333333,8.194,51.9356666667,9.10366666667
590.09,8.31766666667,56.3935,52.26,46.532,7.15566666667,8.99966666667,9.77,8.42,9.03166666667,17.4143333333,3.369,8.135,51.8346666667,9.11733333333
590.43,8.255,56.4795,52.32,46.5323333333,7.119,8.93,9.71933333333,8.388,9.03333333333,17.414,3.339,8.09166666667,51.8176666667,9.02166666667
590.77,8.28666666667,56.668,52.438,46.6333333333,7.09966666667,8.96033333333,9.73833333333,8.40366666667,9.02633333333,17.4076666667,3.33533333333,8.15066666667,51.926,9.07166666667
591.11,8.26133333333,56.733,52.461,46.6526666667,7.06133333333,8.98466666667,9.71,8.41466666667,9.011,17.43,3.30166666667,8.17366666667,51.99,9.05866666667
591.44,8.203,56.7575,52.4665,46.564,6.977,8.93566666667,9.67166666667,8.34266666667,9.03666666667,17.3256666667,3.235,8.11533333333,51.981,9.08066666667
591.78,8.19366666667,56.744,52.535,46.557,6.97466666667,8.89566666667,9.679,8.381,9.02433333333,17.327,3.19266666667,8.10366666667,51.9923333333,9.09733333333
592.12,8.20433333333,56.846,52.5515,46.587,7.008,8.938,9.66533333333,8.42533333333,9.082,17.4146666667,3.266,8.11766666667,51.9366666667,9.16233333333
592.46,8.268,57.0075,52.533,46.717,7.037,8.99133333333,9.63166666667,8.497,9.06966666667,17.478,3.30233333333,8.174,52.1116666667,9.20633333333
592.79,8.181,57.026,52.518,46.6383333333,6.95366666667,8.91433333333,9.59433333333,8.42533333333,9.02966666667,17.4263333333,3.23433333333,8.102,52.129,9.21066666667
593.13,8.21166666667,57.013,52.5735,46.6766666667,7.002,8.92233333333,9.65,8.45,9.09066666667,17.405,3.29933333333,8.139,52.1713333333,9.23566666667
593.47,8.211,57.062,52.671,46.714,7.01666666667,8.92466666667,9.62166666667,8.435,9.111,17.407,3.29566666667,8.16733333333,52.244,9.28933333333
593.80,8.168,57.065,52.6765,46.6853333333,6.978,8.974,9.61666666667,8.33633333333,9.09,17.393,3.29133333333,8.19233333333,52.2596666667,9.27533333333
594.14,8.21233333333,57.107,52.7,46.7376666667,7.01933333333,8.97733333333,9.66833333333,8.41666666667,9.11133333333,17.4123333333,3.311,8.20166666667,52.2656666667,9.30833333333
594.48,8.26266666667,57.1435,52.75,46.703,7.11133333333,8.977,9.717,8.48866666667,9.191,17.5196666667,3.412,8.20866666667,52.2573333333,9.381
594.81,8.404,57.2635,52.868,46.7603333333,7.289,9.12933333333,9.86366666667,8.67533333333,9.324,17.593,3.598,8.34266666667,52.3756666667,9.541
595.15,8.30866666667,57.1885,52.7755,46.6256666667,7.297,9.07233333333,9.78133333333,8.647,9.25,17.5806666667,3.58633333333,8.32733333333,52.2963333333,9.50466666667
595.49,8.329,57.1435,52.726,46.575,7.298,9.09533333333,9.807,8.681,9.30433333333,17.6496666667,3.623,8.33566666667,52.3143333333,9.53966666667
595.82,8.29333333333,57.0845,52.7025,46.5216666667,7.26866666667,9.05533333333,9.78,8.64233333333,9.28166666667,17.6123333333,3.59,8.326,52.305,9.50466666667
596.16,8.31666666667,57.0595,52.7715,46.4656666667,7.29166666667,9.081,9.796,8.65266666667,9.31366666667,17.6283333333,3.62,8.35033333333,52.273,9.54166666667
596.50,8.41433333333,57.1165,52.8945,46.561,7.34466666667,9.144,9.86133333333,8.71966666667,9.331,17.711,3.66666666667,8.39333333333,52.3746666667,9.58333333333
596.83,8.41433333333,57.19,52.9275,46.567,7.35933333333,9.206,9.90033333333,8.789,9.301,17.73,3.62933333333,8.38066666667,52.4063333333,9.62366666667
597.17,8.449,57.293,52.9925,46.5763333333,7.424,9.28366666667,9.97833333333,8.858,9.37733333333,17.8036666667,3.68566666667,8.39266666667,52.5,9.65133333333
597.51,8.494,57.316,53.0745,46.6233333333,7.445,9.25866666667,10.0003333333,8.94,9.40033333333,17.8613333333,3.70933333333,8.369,52.5743333333,9.62433333333
597.84,8.49566666667,57.335,53.131,46.5833333333,7.43933333333,9.292,10.0066666667,8.906,9.378,17.847,3.71466666667,8.31666666667,52.6586666667,9.62633333333
598.18,8.42466666667,57.361,53.1495,46.6206666667,7.39966666667,9.332,9.98866666667,8.90533333333,9.364,17.8156666667,3.64233333333,8.311,52.6813333333,9.52666666667
598.52,8.39166666667,57.341,53.1675,46.671,7.33166666667,9.25,9.92366666667,8.84233333333,9.30733333333,17.7966666667,3.56233333333,8.23833333333,52.709,9.45033333333
598.85,8.483,57.441,53.2495,46.8363333333,7.40533333333,9.31166666667,9.968,8.93866666667,9.36166666667,17.886,3.59233333333,8.24633333333,52.841,9.48566666667
599.19,8.517,57.5025,53.2955,46.9203333333,7.42933333333,9.36,9.961,8.97533333333,9.36933333333,17.8843333333,3.62033333333,8.25233333333,52.9003333333,9.469
599.53,8.52966666667,57.5515,53.369,46.958,7.43633333333,9.44266666667,9.962,8.982,9.376,17.9456666667,3.606,8.24833333333,53.004,9.507
599.86,8.47833333333,57.646,53.426,47.0333333333,7.40033333333,9.45866666667,9.92366666667,8.93733333333,9.344,17.9603333333,3.58133333333,8.26433333333,53.072,9.46466666667
600.20,8.45133333333,57.5875,53.327,47.032,7.353,9.451,9.89033333333,8.89033333333,9.32733333333,17.891,3.56433333333,8.23066666667,53.0273333333,9.41566666667
600.53,8.415,57.633,53.3765,47.0643333333,7.28633333333,9.38133333333,9.808,8.83766666667,9.33566666667,17.879,3.50766666667,8.21566666667,53.0643333333,9.38733333333
600.87,8.40766666667,57.566,53.2725,47.0226666667,7.241,9.31433333333,9.745,8.791,9.26733333333,17.8063333333,3.42466666667,8.17333333333,53.048,9.36566666667
601.21,8.4,57.5945,53.345,46.9966666667,7.19566666667,9.33033333333,9.692,8.762,9.24633333333,17.7903333333,3.38933333333,8.231,53.044,9.396
601.54,8.43133333333,57.6755,53.3305,47.0413333333,7.20533333333,9.35133333333,9.69033333333,8.78733333333,9.26566666667,17.853,3.415,8.311,53.075,9.47733333333
601.88,8.51366666667,57.7955,53.504,47.0643333333,7.26566666667,9.44233333333,9.72033333333,8.85666666667,9.29233333333,17.9356666667,3.504,8.37266666667,53.138,9.661
602.21,8.47966666667,58.019,53.5615,47.13,7.24366666667,9.449,9.69166666667,8.87166666667,9.26933333333,17.984,3.527,8.406,53.233,9.69733333333
602.55,8.502,58.1575,53.675,47.1693333333,7.22266666667,9.41866666667,9.75133333333,8.84166666667,9.255,17.992,3.56666666667,8.476,53.242,9.727
602.88,8.44166666667,58.2325,53.628,47.1266666667,7.175,9.37266666667,9.707,8.774,9.187,17.9256666667,3.53033333333,8.44833333333,53.18,9.71033333333
603.22,8.45066666667,58.3505,53.576,47.1786666667,7.20733333333,9.33433333333,9.71933333333,8.80566666667,9.187,17.8996666667,3.604,8.47633333333,53.2223333333,9.75066666667
603.56,8.45466666667,58.2615,53.5845,47.1343333333,7.224,9.33933333333,9.77166666667,8.81866666667,9.24966666667,17.8703333333,3.64466666667,8.45966666667,53.1913333333,9.77166666667
603.89,8.45433333333,58.332,53.718,47.2056666667,7.25866666667,9.34366666667,9.79733333333,8.90033333333,9.32733333333,17.9136666667,3.66766666667,8.51866666667,53.2186666667,9.846
604.23,8.459,58.343,53.764,47.2003333333,7.28233333333,9.32766666667,9.80066666667,8.89966666667,9.32466666667,17.9143333333,3.71433333333,8.512,53.22,9.87233333333
604.56,8.483,58.4405,53.8855,47.2333333333,7.29733333333,9.32633333333,9.80066666667,8.93033333333,9.367,17.957,3.76233333333,8.54533333333,53.1973333333,9.90633333333
604.90,8.499,58.4835,53.9065,47.3203333333,7.363,9.37533333333,9.85966666667,8.95033333333,9.43133333333,18.001,3.82133333333,8.54266666667,53.2713333333,9.94266666667
605.23,8.43833333333,58.488,53.8915,47.356,7.329,9.32266666667,9.80033333333,8.93166666667,9.408,17.9456666667,3.79966666667,8.50633333333,53.2026666667,9.87933333333
605.57,8.45933333333,58.4325,53.7715,47.398,7.315,9.29566666667,9.77933333333,8.893,9.39266666667,17.9193333333,3.78066666667,8.50133333333,53.2386666667,9.83733333333
605.90,8.41033333333,58.257,53.6295,47.2403333333,7.31033333333,9.22333333333,9.72366666667,8.821,9.364,17.8353333333,3.74833333333,8.43366666667,53.0946666667,9.77466666667
606.24,8.40433333333,58.2235,53.599,47.215,7.28366666667,9.229,9.69166666667,8.83166666667,9.33933333333,17.841,3.748,8.40966666667,53.0963333333,9.75666666667
606.58,8.47666666667,58.2385,53.6675,47.323,7.36366666667,9.24166666667,9.69566666667,8.9,9.40866666667,17.913,3.77966666667,8.43733333333,53.1126666667,9.769
606.91,8.51233333333,58.188,53.745,47.3286666667,7.405,9.31,9.79433333333,8.95033333333,9.49333333333,17.985,3.81666666667,8.46766666667,53.066,9.798
607.25,8.59333333333,58.297,53.759,47.4443333333,7.44266666667,9.39933333333,9.80866666667,9.047,9.52166666667,18.0783333333,3.84333333333,8.52066666667,53.1693333333,9.83666666667
607.58,8.56633333333,58.2295,53.7165,47.4433333333,7.41266666667,9.432,9.779,8.959,9.45433333333,18.1236666667,3.839,8.49466666667,53.122,9.78066666667
607.92,8.56766666667,58.1365,53.6165,47.4243333333,7.35533333333,9.49,9.73166666667,8.89666666667,9.43566666667,18.1656666667,3.829,8.46366666667,53.021,9.726
608.25,8.53,58.0935,53.5195,47.4266666667,7.316,9.54633333333,9.737,8.89,9.387,18.1643333333,3.80233333333,8.433,52.9816666667,9.71266666667
608.59,8.47766666667,57.914,53.4155,47.309,7.27066666667,9.537,9.62666666667,8.85633333333,9.30166666667,18.1146666667,3.75066666667,8.35733333333,52.877,9.673
608.92,8.407,57.78,53.3935,47.256,7.24833333333,9.57933333333,9.56033333333,8.851,9.259,18.1063333333,3.704,8.292,52.9376666667,9.68733333333
609.26,8.34133333333,57.773,53.3875,47.281,7.269,9.62433333333,9.55266666667,8.85833333333,9.25333333333,18.1353333333,3.70566666667,8.27166666667,52.976,9.705
609.59,8.36166666667,57.8215,53.5465,47.399,7.24733333333,9.72,9.57733333333,8.86466666667,9.21666666667,18.2066666667,3.72233333333,8.27766666667,53.022,9.75433333333
609.93,8.32633333333,57.7635,53.52,47.3896666667,7.215,9.81366666667,9.57366666667,8.83933333333,9.183,18.1983333333,3.68966666667,8.24633333333,53.0386666667,9.75866666667
610.26,8.263,57.775,53.518,47.375,7.10333333333,9.86366666667,9.554,8.799,9.09,18.1896666667,3.67533333333,8.198,53.0906666667,9.73766666667
610.60,8.17933333333,57.672,53.527,47.3966666667,7.01466666667,9.899,9.43366666667,8.73933333333,9.00166666667,18.12,3.577,8.151,53.069,9.662
610.93,8.082,57.6775,53.5245,47.3486666667,6.953,9.85633333333,9.40133333333,8.63966666667,8.91133333333,18.0793333333,3.53766666667,8.06933333333,53.088,9.64433333333
611.27,7.99666666667,57.8065,53.511,47.3373333333,6.88866666667,9.897,9.33066666667,8.587,8.85433333333,18.0156666667,3.47533333333,7.98733333333,53.1516666667,9.611
611.60,7.916,57.83,53.5125,47.4316666667,6.92066666667,9.888,9.33966666667,8.61533333333,8.867,17.9876666667,3.463,7.96633333333,53.2463333333,9.62633333333
611.93,7.89566666667,57.8795,53.5895,47.4953333333,6.89733333333,9.90866666667,9.31833333333,8.546,8.87733333333,17.984,3.41066666667,7.94733333333,53.377,9.57766666667
612.27,7.84566666667,58.039,53.582,47.5903333333,6.82666666667,9.83933333333,9.35633333333,8.48066666667,8.87733333333,18.0343333333,3.31466666667,7.965,53.375,9.57833333333
612.60,7.91633333333,58.265,53.732,47.6876666667,6.86366666667,9.89466666667,9.44833333333,8.52033333333,8.933,18.1576666667,3.34866666667,8.01066666667,53.333,9.61233333333
612.94,7.84433333333,58.2265,53.66,47.4923333333,6.71266666667,9.77666666667,9.34166666667,8.406,8.77566666667,18.0683333333,3.27233333333,7.92633333333,53.112,9.51833333333
613.27,7.713,58.2185,53.4955,47.3943333333,6.63133333333,9.69666666667,9.251,8.31166666667,8.755,18.039,3.20366666667,7.816,53.1193333333,9.41766666667
613.61,7.70433333333,58.319,53.563,47.4783333333,6.651,9.62566666667,9.245,8.32166666667,8.8,18.088,3.23833333333,7.81166666667,53.2013333333,9.49133333333
613.94,7.71266666667,58.1795,53.546,47.4703333333,6.755,9.597,9.22566666667,8.311,8.84733333333,18.141,3.27233333333,7.88066666667,53.1726666667,9.51066666667
614.28,7.88733333333,58.3525,53.6365,47.5183333333,6.883,9.667,9.31166666667,8.449,8.95366666667,18.256,3.36,7.95833333333,53.284,9.607
614.61,7.98933333333,58.351,53.859,47.6313333333,6.94866666667,9.73666666667,9.39166666667,8.566,9.09233333333,18.3423333333,3.44666666667,8.031,53.229,9.646
614.94,8.09833333333,58.3265,53.782,47.671,6.99733333333,9.696,9.39966666667,8.63266666667,9.11533333333,18.4263333333,3.49166666667,8.05866666667,53.164,9.64233333333
615.28,8.18133333333,58.395,53.828,47.6346666667,7.00866666667,9.75266666667,9.45533333333,8.68566666667,9.075,18.474,3.52566666667,8.08766666667,53.184,9.701
615.61,8.09933333333,58.3495,53.8095,47.592,6.96566666667,9.65366666667,9.37866666667,8.687,9.026,18.4613333333,3.53933333333,8.05233333333,53.0853333333,9.68933333333
615.95,8.188,58.3825,53.956,47.741,7.07333333333,9.69366666667,9.39,8.81466666667,9.06,18.471,3.74766666667,8.119,53.157,9.755
616.28,8.236,58.2455,53.886,47.6583333333,7.11633333333,9.67633333333,9.39133333333,8.771,9.03766666667,18.4356666667,3.84233333333,8.18633333333,53.221,9.78933333333
616.61,8.39666666667,58.4155,54.126,47.904,7.26633333333,9.812,9.522,8.91066666667,9.27166666667,18.6753333333,3.99166666667,8.33966666667,53.5206666667,9.899
616.95,8.54733333333,58.3785,54.117,47.9016666667,7.38866666667,9.88166666667,9.61133333333,9.04133333333,9.366,18.7226666667,4.07233333333,8.45733333333,53.4403333333,10.0016666667
617.28,8.585,58.3605,54.1255,47.9343333333,7.40133333333,9.89533333333,9.592,9.02933333333,9.366,18.664,4.077,8.44633333333,53.442,9.947
617.62,8.528,58.4715,54.14,47.9163333333,7.32766666667,9.86433333333,9.53633333333,8.966,9.32433333333,18.6136666667,4.01166666667,8.389,53.4883333333,9.91833333333
617.95,8.434,58.4225,54.123,47.922,7.30033333333,9.78,9.464,8.87233333333,9.25433333333,18.6076666667,4.00966666667,8.29733333333,53.525,9.959
618.28,8.42133333333,58.4875,54.038,47.889,7.29433333333,9.753,9.404,8.84066666667,9.16866666667,18.6103333333,3.96766666667,8.26533333333,53.594,9.98166666667
618.62,8.43433333333,58.52,54.113,47.8956666667,7.319,9.74066666667,9.42433333333,8.90566666667,9.22133333333,18.698,3.992,8.281,53.67,10.066
618.95,8.478,58.624,54.1825,47.9813333333,7.41633333333,9.76966666667,9.41,8.93466666667,9.22566666667,18.7536666667,4.03,8.355,53.7283333333,10.103
619.28,8.60233333333,58.7755,54.331,48.1566666667,7.60366666667,9.88866666667,9.49,9.027,9.288,18.8846666667,4.15433333333,8.44366666667,53.8933333333,10.2753333333
619.62,8.58133333333,58.806,54.2445,48.0373333333,7.623,9.972,9.43233333333,9.03033333333,9.29466666667,18.9076666667,4.07066666667,8.40533333333,53.8913333333,10.2263333333
619.95,8.60633333333,58.9025,54.3335,48.092,7.59333333333,10.016,9.41633333333,9.108,9.29166666667,18.909,4.05733333333,8.35533333333,53.9006666667,10.243
620.28,8.52966666667,58.815,54.2635,48.092,7.55566666667,9.94966666667,9.41233333333,9.06666666667,9.21066666667,18.781,4.02,8.27266666667,53.8366666667,10.2156666667
620.62,8.54566666667,58.874,54.179,48.1853333333,7.543,9.994,9.36033333333,9.06833333333,9.14066666667,18.703,3.97366666667,8.24433333333,53.8943333333,10.218
620.95,8.609,58.9135,54.2645,48.267,7.63,10.0886666667,9.41866666667,9.17933333333,9.19166666667,18.8283333333,4.04466666667,8.336,53.8706666667,10.3276666667
621.28,8.727,59.074,54.3225,48.323,7.71766666667,10.2236666667,9.55866666667,9.326,9.268,18.9236666667,4.145,8.34833333333,53.9766666667,10.398
621.62,8.698,59.001,54.2105,48.3023333333,7.645,10.1746666667,9.53033333333,9.27233333333,9.20166666667,18.8753333333,4.123,8.32866666667,53.8823333333,10.294
621.95,8.65233333333,58.932,54.23,48.1913333333,7.61933333333,10.135,9.49566666667,9.223,9.206,18.8553333333,4.11433333333,8.30666666667,53.7996666667,10.2173333333
622.28,8.61666666667,58.905,54.295,48.1433333333,7.61733333333,10.1436666667,9.44033333333,9.17866666667,9.16633333333,18.858,4.15566666667,8.304,53.787,10.207
622.62,8.668,58.8295,54.4145,48.2316666667,7.641,10.2276666667,9.503,9.276,9.31733333333,18.9593333333,4.23666666667,8.302,53.7616666667,10.3006666667
622.95,8.647,58.8285,54.332,48.1433333333,7.53266666667,10.1726666667,9.50866666667,9.282,9.26733333333,18.9096666667,4.18466666667,8.243,53.679,10.248
623.28,8.635,58.8155,54.4495,48.1866666667,7.539,10.179,9.59566666667,9.29333333333,9.21566666667,18.93,4.23166666667,8.265,53.6956666667,10.3286666667
623.62,8.61933333333,58.7635,54.457,48.167,7.54633333333,10.158,9.626,9.233,9.195,18.953,4.18666666667,8.241,53.7073333333,10.2973333333
623.95,8.59033333333,58.805,54.378,48.113,7.51033333333,10.1406666667,9.566,9.20466666667,9.15733333333,18.9273333333,4.14266666667,8.20733333333,53.6763333333,10.3176666667
624.28,8.569,58.881,54.6775,48.2096666667,7.51366666667,10.0693333333,9.60633333333,9.17166666667,9.22066666667,19.055,4.24666666667,8.251,53.7836666667,10.388
624.62,8.502,58.976,54.62,48.123,7.40633333333,9.97266666667,9.55733333333,9.146,9.192,19.002,4.16866666667,8.18033333333,53.8536666667,10.338
624.95,8.39233333333,58.792,54.6745,48.0583333333,7.37033333333,9.88566666667,9.49633333333,9.083,9.14966666667,18.9256666667,4.15566666667,8.13733333333,53.7186666667,10.292
625.28,8.32133333333,58.984,54.8605,47.984,7.30566666667,9.866,9.44233333333,9.03433333333,9.124,18.9,4.11366666667,8.069,53.725,10.2606666667
625.61,8.29766666667,58.994,54.8235,48.069,7.27,9.90533333333,9.49166666667,9.03466666667,9.12933333333,18.934,4.13366666667,8.08866666667,53.8386666667,10.302
625.95,8.26633333333,58.9355,54.687,48.0563333333,7.283,9.90566666667,9.52866666667,9.03733333333,9.14966666667,18.8643333333,4.10966666667,8.06466666667,53.8033333333,10.287
626.28,8.18233333333,58.877,54.605,47.9546666667,7.211,9.81666666667,9.467,8.969,9.06533333333,18.8,4.07866666667,8.04833333333,53.8203333333,10.2076666667
626.61,8.21566666667,58.8985,54.6175,48.0083333333,7.238,9.872,9.47533333333,8.994,9.127,18.8346666667,4.12233333333,8.07,53.897,10.256
626.94,8.231,58.9335,54.6295,48.01,7.21066666667,9.832,9.524,9.05833333333,9.178,18.8323333333,4.12066666667,8.03433333333,53.9323333333,10.2126666667
627.28,8.20433333333,59.046,54.627,48.059,7.252,9.82533333333,9.50666666667,9.084,9.22733333333,18.8413333333,4.19433333333,8.02433333333,54.009,10.2726666667
627.61,8.27766666667,59.101,54.7635,48.164,7.27466666667,9.84166666667,9.539,9.126,9.24266666667,18.882,4.22033333333,8.05033333333,54.1186666667,10.306
627.94,8.32133333333,59.1465,54.7215,48.15,7.30233333333,9.911,9.57,9.20566666667,9.29166666667,18.8513333333,4.22166666667,8.039,54.1343333333,10.2586666667
628.27,8.37866666667,59.1245,54.842,48.1853333333,7.36333333333,9.98733333333,9.57566666667,9.24666666667,9.339,18.8866666667,4.25866666667,8.095,54.1316666667,10.284
628.61,8.388,59.2415,54.754,48.1776666667,7.379,9.99466666667,9.53233333333,9.31266666667,9.40633333333,18.956,4.25933333333,8.119,54.195,10.3203333333
628.94,8.48533333333,59.199,54.7375,48.3433333333,7.495,10.0306666667,9.60566666667,9.382,9.48833333333,19.0963333333,4.301,8.23033333333,54.3103333333,10.383
629.27,8.40233333333,59.2345,54.699,48.368,7.437,9.91,9.461,9.37266666667,9.341,19.0056666667,4.23666666667,8.133,54.2546666667,10.327
