wavelength,Back_TanLarf,Belly_TanLarf,Breast_TanLarf,Crissum_TanLarf,Crown_TanLarf,DorTail_TanLarf,Patch10_TanLarf,Patch11_TanLarf,Patch12_TanLarf,Patch13_TanLarf,Patch14_TanLarf,Patch15_TanLarf,Rump_TanLarf,Throat_TanLarf,WingTip_TanLarf
267.73,5.18925,8.90641666667,4.6475,6.59858333333,4.408,7.04183333334,5.44825,16.1053333333,18.9788333333,8.38449999999,9.95816666667,13.5146666667,20.65475,5.02041666666,9.134
268.10,4.98833333333,8.94575000001,4.52325,6.4535,4.45341666667,6.96508333333,5.45341666667,15.9535,19.11225,8.39150000001,10.0310833333,13.5038333333,20.5346666667,5.01566666667,9.1125
268.48,5.03291666667,9.02774999999,4.617,6.4635,4.41466666667,7.078,5.52125,15.9225833333,19.3336666667,8.53558333333,10.0733333333,13.6485833333,20.5510833333,5.10933333333,9.01641666666
268.85,5.28116666666,9.31808333333,4.96533333333,6.92008333333,4.71725,7.50241666667,6.05541666666,16.1290833333,19.5799166666,8.95733333332,10.3105,14.0091666667,20.7826666667,5.51425,9.09625
269.22,5.38616666667,9.575,5.08025,7.18391666667,4.99566666667,7.92425,6.29983333333,16.0035833334,19.7354166667,9.05533333334,10.5696666667,14.18725,21.0359166667,5.76566666667,9.02941666667
269.59,4.93758333333,9.24041666667,4.749,6.92216666667,4.88316666667,7.72733333333,5.84441666666,15.6254166667,19.4421666666,8.76141666668,10.394,13.90225,20.87875,5.62683333333,8.72899999999
269.97,4.65591666667,9.21875000001,4.64866666667,6.67658333333,4.76658333333,7.58708333333,5.53041666667,15.4955833333,19.2660833333,8.64033333332,10.2221666667,13.7353333333,20.67975,5.37341666667,8.66541666667
270.34,4.46525,8.88499999999,4.56716666666,6.50283333333,4.54966666667,7.37758333333,5.42083333333,15.18425,18.9325833333,8.66716666667,9.94591666666,13.5188333333,20.3625,5.23475,8.43525
270.71,4.41533333333,8.92216666668,4.50375,6.50875,4.71816666667,7.55725,5.40916666667,15.0293333333,18.8725833333,8.65333333334,9.76983333333,13.4905833333,20.275,5.256,8.37758333334
271.09,4.72583333334,9.34633333333,4.798,6.70883333333,5.13358333334,7.80391666666,5.74516666667,15.37425,18.9520833333,8.90883333333,10.17825,13.8845833333,20.4321666667,5.65316666667,8.68208333334
271.46,4.93366666667,9.25799999999,4.7135,6.64316666666,5.05158333334,7.79116666667,5.79158333333,15.3845833333,19.0010833333,8.98391666666,10.0906666667,14.0100833333,20.363,5.51725,8.61725
271.83,4.91966666667,9.23558333334,4.85441666667,6.64058333333,5.06583333333,7.91641666667,5.85325,15.4126666667,18.8885,9.161,10.1008333333,13.96575,20.42875,5.542,8.61016666667
272.20,5.01441666667,9.13566666667,4.98725,6.83141666667,5.17208333334,8.06683333333,5.98358333333,15.5521666667,18.8984166667,9.387,10.17125,14.0655833333,20.6214166667,5.56875,8.77258333333
272.58,5.04466666667,9.19341666668,5.04175,6.97316666667,5.25,7.96141666667,6.08925,15.59225,18.7260833333,9.48808333334,10.3184166667,14.16975,20.7350833333,5.60116666667,8.94041666666
272.95,5.0745,9.06666666667,5.04216666666,6.94308333333,5.25616666667,7.8435,6.13625,15.5404166667,18.6115,9.38916666666,10.2898333333,14.0560833333,20.57075,5.453,8.92025
273.32,5.09716666667,9.01224999999,5.05033333333,6.88508333333,5.22875,7.76866666667,6.10066666667,15.6250833334,18.3814166667,9.35141666667,10.294,14.1619166667,20.4880833333,5.52441666667,8.97116666666
273.69,5.30575,9.15933333334,5.388,7.134,5.39683333333,7.96,6.4285,15.9408333333,18.5833333333,9.68550000001,10.5144166666,14.371,20.6789166667,5.71716666667,9.1005
274.06,5.87733333333,9.56566666666,5.82675,7.52258333333,5.84475,8.41958333333,6.98808333333,16.3133333334,19.1643333333,10.1719166667,11.00025,14.94725,21.0708333333,6.17133333333,9.432
274.44,5.97,9.78516666667,5.798,7.44291666667,5.91875,8.38466666667,7.05675,16.3589166666,19.3105833333,10.0808333334,11.07075,15.09125,21.1519166666,6.22358333334,9.42308333332
274.81,6.15008333333,9.86458333334,6.01466666667,7.30308333333,5.83316666667,8.37633333333,7.18941666667,16.2945833333,19.308,10.166,11.1345833334,15.286,21.0884166667,6.3715,9.47416666667
275.18,6.11291666667,9.71758333333,6.10041666667,7.45016666667,5.7405,8.537,7.31241666667,16.1280833333,19.4070833333,10.2780833333,11.0421666667,15.298,21.0916666666,6.32591666667,9.54199999999
275.55,6.12858333333,9.847,6.41791666667,7.58141666666,5.88125,8.61291666667,7.41433333333,16.30025,19.4401666667,10.419,11.1775833333,15.32975,21.34275,6.4855,9.76675
275.93,6.19141666666,9.71725,6.297,7.42075,5.7005,8.39591666667,7.21616666667,16.202,19.5334166666,10.2675,10.9495833333,15.3388333333,21.349,6.43533333334,9.80299999998
276.30,6.38325,9.831,6.35308333333,7.44208333333,5.62933333333,8.3735,7.30466666667,16.04675,19.5415833334,10.19625,10.9971666667,15.25925,21.23375,6.5005,9.76758333334
276.67,6.27291666667,9.72733333333,6.27975,7.25225,5.58625,8.47958333333,7.16725,15.85725,19.5566666667,10.1080833333,10.8155833334,15.0958333334,20.99825,6.42266666667,9.70024999998
277.04,6.2855,9.71475000001,6.17483333334,7.09008333334,5.51883333333,8.5855,6.97258333333,15.8103333334,19.5641666667,9.98758333332,10.7645,15.1333333334,20.9973333333,6.46491666667,9.71466666666
277.41,6.63741666667,10.0814166667,6.58525,7.42641666667,5.90075,8.95541666666,7.37416666667,16.0480833334,20.3016666667,10.4635,11.05425,15.4676666667,21.3789166667,6.72791666667,10.3244166667
277.79,6.33741666667,10.168,6.46708333333,7.23391666667,5.66891666667,8.58208333333,7.04483333334,15.62325,20.1259166667,10.1506666667,10.69675,15.2975833333,21.1274166667,6.30241666666,10.217
278.16,5.65566666667,9.53933333333,5.813,6.7745,5.07908333334,7.78458333333,6.36175,14.97475,19.31625,9.39608333333,9.791,14.5275,20.4801666666,5.62758333333,9.58825
278.53,5.5635,9.32775000001,5.76333333333,7.00291666667,4.99641666667,7.88525,6.20091666666,14.9579166667,19.5064166667,9.24033333332,9.63241666666,14.4083333333,20.51475,5.52175,9.58333333333
278.90,5.4885,9.1695,5.73491666667,7.10508333333,5.15175,7.79216666667,6.075,14.95625,19.54275,9.14866666668,9.44691666667,14.2240833334,20.5696666667,5.43308333333,9.45408333333
279.27,5.09325,8.86991666666,5.33708333334,6.70625,4.82158333333,7.26716666667,5.60883333333,14.726,19.4085833334,8.78283333332,9.10658333333,13.9491666667,20.30725,4.90875,8.9325
279.64,4.96291666667,9.07316666666,5.07591666667,6.76458333333,4.78483333333,7.14141666667,5.50425,14.4815833334,19.39975,8.55266666667,9.06633333333,13.817,20.0849166667,4.69941666666,8.91208333333
280.02,4.76566666667,8.99600000001,5.02016666667,6.74366666666,4.9095,7.075,5.42833333333,14.48125,19.535,8.54083333334,9.12983333334,13.74175,19.8259166667,4.51475,8.80183333334
280.39,4.57866666666,8.94550000001,5.07358333333,6.86141666666,5.07991666667,7.07616666667,5.28525,14.6965,19.68525,8.59066666668,9.07249999999,13.7846666667,19.7601666667,4.45808333333,8.6785
280.76,4.51558333333,8.86375,4.90066666666,6.87116666667,5.0935,7.08291666667,5.32075,14.60475,19.72,8.52925000001,9.14174999999,13.7585,19.83075,4.45866666667,8.44058333333
281.13,4.42041666666,8.87441666666,4.78408333333,6.93033333333,5.01633333333,6.94533333333,5.34358333333,14.5450833333,19.9559166667,8.56583333332,9.00275,13.81125,19.7786666667,4.44491666667,8.32091666667
281.50,3.7075,8.23366666666,3.94316666667,6.1245,4.32383333334,6.14883333334,4.52616666666,14.0864166667,19.6216666667,7.80458333334,8.39383333333,13.1343333333,19.235,3.74358333333,7.53258333333
281.87,3.95441666666,8.18408333334,4.03633333333,6.1205,4.49016666667,6.26958333333,4.74475,14.3220833333,19.9858333334,7.93525,8.57625,13.207,19.3594166667,3.99533333333,7.58983333333
282.25,3.85025,8.01550000001,3.9505,5.97158333333,4.20241666667,6.23491666666,4.71491666667,14.2418333334,20.0790833333,8.00691666667,8.6225,13.1341666666,19.28025,3.96208333334,7.4545
282.62,3.85575,7.942,3.97508333334,5.835,4.12225,6.07108333333,4.67458333333,14.21,19.99225,8.18066666668,8.74975,13.01625,19.2205833333,4.05266666667,7.51441666667
282.99,3.85133333333,7.95691666667,3.98941666667,5.83525,4.03283333333,6.07891666667,4.76075,14.1848333333,20.1526666666,8.37108333333,8.87741666667,12.9913333333,19.31375,4.1735,7.6295
283.36,3.95316666667,8.03933333333,4.01058333334,5.94941666667,4.14841666666,6.30066666667,4.88233333333,14.2045,20.3545833333,8.42441666666,9.05958333334,13.0283333333,19.4748333333,4.38266666667,7.85166666667
283.73,4.1705,8.02833333333,4.08483333334,6.01258333333,4.31416666667,6.436,4.98191666667,14.3961666667,20.6001666667,8.66841666668,9.233,13.1816666667,19.6855,4.624,7.92033333333
284.10,4.16308333333,8.13883333332,4.03175,6.05966666667,4.19225,6.44383333333,5.00658333333,14.2691666667,20.567,8.72250000001,9.22566666668,13.1773333333,19.74525,4.65666666667,7.9395
284.47,3.85583333334,7.83508333333,3.6565,5.61175,3.66841666667,6.08866666667,4.67908333333,13.90225,20.4489166667,8.59441666668,8.89333333333,12.8368333333,19.53075,4.385,7.67116666667
284.85,3.83033333334,7.76683333333,3.7335,5.62458333333,3.6415,6.00475,4.56508333333,13.8888333333,20.6120833333,8.62358333333,8.82858333334,12.7303333333,19.4928333333,4.23116666667,7.6425
285.22,4.04841666667,7.90558333332,4.026,5.73033333334,3.89091666667,6.1785,4.67208333333,14.1133333333,20.9809166667,8.8805,9.14850000001,12.83,19.7221666667,4.2265,7.92366666666
285.59,4.51691666667,8.35308333334,4.60258333333,6.2385,4.39391666667,6.69975,5.15366666667,14.58075,21.5218333333,9.39391666666,9.61566666667,13.25,20.1888333333,4.6245,8.37491666667
285.96,4.59525,8.39825000001,4.63633333333,6.30266666667,4.52141666667,6.75158333333,5.18316666667,14.651,21.76525,9.43966666665,9.64800000001,13.2190833333,20.2051666667,4.70141666667,8.47641666666
286.33,4.681,8.43675,4.62691666667,6.32383333333,4.62916666667,6.73991666667,5.11208333333,14.6895,22.1583333333,9.49108333335,9.74566666667,13.20625,20.2824166667,4.67883333333,8.50133333333
286.70,4.56991666666,8.42208333334,4.55916666667,6.17691666667,4.49858333333,6.61591666667,5.00041666667,14.6011666667,22.5451666667,9.48400000001,9.62883333332,13.191,20.3391666667,4.53975,8.28366666666
287.07,4.7955,8.69308333334,4.6975,6.39333333333,4.63641666667,6.82058333333,5.14216666667,14.912,23.2715,9.70450000001,9.87674999999,13.4798333333,20.6905833333,4.62991666667,8.40516666667
287.44,5.07191666667,9.02149999999,4.97325,6.685,4.81325,6.913,5.28666666667,15.20025,23.90625,10.0626666667,10.1371666666,13.7055833333,20.943,4.81758333333,8.40575
287.82,4.90141666667,8.94825000001,4.95891666667,6.59633333333,4.63575,6.73808333334,5.12033333334,15.1089166667,24.2564166667,10.0260833333,10.0106666667,13.6285833333,21.0125833334,4.62475,8.20725
288.19,4.7565,8.84958333333,4.80566666667,6.39633333333,4.49958333333,6.4545,4.96416666667,14.9845,24.5264166667,9.99775000001,9.89266666667,13.4339166667,21.0031666666,4.41916666667,8.05191666667
288.56,4.94075,9.08499999999,4.94316666667,6.61333333333,4.7535,6.60008333333,5.06266666667,15.18825,25.1263333333,10.2110833333,10.10975,13.71425,21.4585833333,4.5685,8.24091666666
288.93,5.14766666666,9.25808333334,5.0235,6.67958333333,4.81166666667,6.60366666667,5.10633333333,15.4844166667,25.9959166667,10.4379166667,10.1826666667,14.033,21.9225833333,4.72675,8.31275
289.30,4.94458333333,9.10441666666,4.77291666667,6.47758333333,4.54525,6.26408333333,4.86108333333,15.2429166667,26.1820833333,10.3214166667,9.93816666668,13.8493333333,21.9620833333,4.65433333333,7.94541666667
289.67,4.62458333333,8.72825,4.40741666667,6.21375,4.11991666667,5.79316666666,4.63183333333,15.00975,26.2995,10.19575,9.62566666666,13.5283333333,21.7984166666,4.31391666666,7.55966666666
290.04,4.42666666667,8.592,4.14441666667,6.0825,3.72558333333,5.62833333333,4.41716666667,14.93325,26.77575,10.1821666667,9.55391666666,13.456,21.94475,4.04091666667,7.32183333333
290.41,4.606,8.95991666667,4.35875,6.34016666667,3.93708333333,5.843,4.698,15.2435833333,27.3466666667,10.4443333333,9.77750000001,13.8535,22.3234166667,4.30458333333,7.53691666667
290.78,4.61975,8.99641666666,4.30116666667,6.43633333333,4.004,5.85366666667,4.81075,15.39025,27.7086666667,10.5275833333,9.87641666666,14.0313333333,22.4141666667,4.30125,7.61141666667
291.15,3.97591666667,8.54308333334,3.63066666667,5.92716666667,3.54966666667,5.23633333333,4.231,15.0536666667,27.5729166667,10.1248333333,9.44350000001,13.6386666667,22.0555,3.78058333333,6.90383333334
291.52,3.41116666667,8.05975000001,3.0965,5.42325,3.1715,4.629,3.77433333333,14.74675,27.5615833333,9.80058333333,9.03299999999,13.2868333333,21.9495,3.23941666667,6.47866666667
291.89,3.42141666667,8.19624999999,3.06158333333,5.563,3.18891666667,4.601,3.78375,14.8458333334,27.9318333333,10.0148333333,9.10916666667,13.4335,22.1731666666,3.26233333333,6.43166666667
292.26,3.65475,8.40833333334,3.19158333333,5.89258333333,3.24166666667,4.83116666667,3.91508333333,15.2220833333,28.8824166667,10.4085,9.43491666667,13.7679166666,22.7719166667,3.37941666667,6.45575
292.64,3.73875,8.66908333333,3.28183333333,6.15483333333,3.35491666666,5.06675,4.14266666667,15.4423333333,29.5819166666,10.6609166667,9.71166666666,14.0209166667,22.90725,3.47625,6.47016666667
293.01,3.68666666667,8.95883333334,3.28683333334,6.39616666667,3.421,5.26441666667,4.33758333333,15.57275,30.0011666667,11.0173333333,10.0349166667,14.1979166667,23.0958333334,3.5425,6.68241666667
293.38,3.66675,9.00508333332,3.27741666667,6.57766666667,3.48858333333,5.25441666666,4.38933333333,15.9033333333,30.75825,11.27475,10.3129166667,14.3308333333,23.3995,3.50891666667,6.71758333333
293.75,3.99058333333,9.40524999998,3.55533333333,7.01983333333,3.86225,5.58816666666,4.57941666667,16.12075,31.4085833333,11.6799166666,10.7311666667,14.7393333333,23.79225,3.85975,7.05
294.12,4.20625,9.69416666666,3.83016666666,7.35591666666,4.20383333333,5.70566666667,4.70841666667,16.3896666667,31.98225,12.1066666667,11.08725,15.0904166667,24.1316666667,4.07516666667,7.35366666667
294.49,4.18116666667,9.71900000002,3.83491666667,7.35475,4.1255,5.64441666667,4.60033333333,16.4995,32.461,12.3425833333,11.1676666666,15.1235833333,24.2610833334,3.94133333333,7.29408333333
294.86,4.101,9.74350000002,3.74433333334,7.26825,3.91091666667,5.48275,4.37541666667,16.432,32.7820833333,12.4085833333,11.0665,15.0736666667,24.3500833333,3.796,7.11808333334
295.23,4.43441666667,10.0509166667,4.05291666667,7.59725,4.06183333333,5.63433333334,4.59041666666,16.7224166667,33.2596666667,12.7655833333,11.3691666667,15.2546666667,24.6586666667,3.91241666666,7.51708333333
295.60,5.08575,10.70025,4.57941666666,8.14483333334,4.50108333333,6.27558333333,5.08758333333,17.3123333333,34.1568333333,13.3595833333,12.0089166667,15.8875833333,25.15675,4.43133333333,8.15966666667
295.97,5.12508333334,10.7611666667,4.51316666667,8.14083333333,4.54166666666,6.35941666667,5.10908333334,17.4265833333,34.6830833333,13.4545,12.2183333333,15.9471666667,25.314,4.39575,8.25216666667
296.34,5.04033333333,10.8419166667,4.51333333333,8.16483333334,4.56775,6.36916666667,5.08875,17.4724166667,34.95475,13.4665,12.256,15.9634166667,25.3254166667,4.45141666667,8.33916666667
296.71,4.97333333333,10.7796666667,4.46541666666,8.06625,4.42441666667,6.24233333333,4.95458333333,17.5051666667,35.2455833333,13.4833333334,12.18975,15.858,25.3741666667,4.33016666666,8.22808333333
297.08,4.8875,10.69325,4.41558333334,7.97008333333,4.28466666667,6.11541666667,4.85441666667,17.5848333333,35.56975,13.4955,12.25475,15.767,25.4756666667,4.25708333333,8.06233333334
297.45,5.03383333333,11.00025,4.572,8.14075,4.41033333333,6.321,5.02658333334,17.7101666667,35.9803333334,13.69075,12.4765,15.9085833333,25.6744166666,4.43566666667,8.20233333333
297.82,4.90783333333,10.9704166667,4.42158333333,8.03283333333,4.2305,6.19,4.89141666667,17.7085833333,36.3234166667,13.61625,12.4964166666,15.8708333333,25.7648333333,4.30875,8.00741666667
298.19,4.8205,10.991,4.29083333333,8.0335,4.08125,6.08216666667,4.82958333334,17.772,36.6218333333,13.6945,12.5285,15.8591666666,25.8351666667,4.21183333333,7.83125
298.56,4.6865,10.9131666667,4.18158333333,8.06608333333,3.96083333333,5.94666666667,4.75125,17.7208333334,36.8041666666,13.7398333333,12.5224166666,15.7145,25.8574166667,4.11283333333,7.63158333333
298.93,5.06075,11.3629166667,4.54433333333,8.6085,4.36358333333,6.36075,5.18125,18.2398333333,37.5744166667,14.1438333333,13.0209166667,16.1561666667,26.2830833333,4.47283333333,7.96791666667
299.30,5.29725,11.664,4.75083333333,8.95924999999,4.63083333333,6.68825,5.38258333333,18.5151666666,38.12875,14.47725,13.3573333333,16.4534166667,26.7089166667,4.76633333333,8.1025
299.67,5.19575,11.74075,4.64383333333,8.98999999999,4.55733333333,6.62758333334,5.25408333333,18.5376666667,38.5613333333,14.5903333333,13.374,16.4410833334,26.9391666667,4.69016666667,7.94466666667
300.04,5.21158333333,11.9860833333,4.8055,9.15525000001,4.62241666667,6.68075,5.3155,18.7706666667,39.14,14.779,13.474,16.5790833333,27.1894166667,4.868,8.04208333333
300.41,5.35191666667,12.1783333333,4.92016666667,9.24866666666,4.71725,6.66008333333,5.32591666666,18.94,39.6826666667,15.0755,13.6571666666,16.8156666667,27.52375,4.88758333333,7.85841666666
300.78,5.50458333333,12.39275,5.04433333334,9.52183333333,4.85825,6.64233333334,5.42933333333,19.1479166667,40.1725833333,15.2989166667,13.8734166667,16.99425,27.8353333333,5.00658333333,8.01908333333
301.15,5.42683333333,12.34575,4.90583333333,9.41408333334,4.52433333333,6.41158333333,5.18225,19.1940833333,40.4943333333,15.2451666667,13.7694166666,17.014,27.92475,4.76658333333,7.75075
301.52,5.43291666667,12.4605,4.90233333334,9.46225000001,4.4065,6.22908333333,5.03266666667,19.2435833333,40.8333333333,15.4259166667,13.81975,17.0973333333,28.047,4.751,7.65125
301.89,5.28808333333,12.4989166667,4.79858333334,9.43475000001,4.19625,5.99175,4.93966666667,19.246,41.1419166667,15.5723333333,13.7625833333,17.07625,28.0664166666,4.56791666667,7.60858333333
302.26,5.47716666667,12.80025,4.99908333333,9.74141666667,4.375,6.24458333333,5.22516666667,19.55575,41.75375,15.98625,14.02475,17.3778333333,28.3883333334,4.72125,7.80366666667
302.63,5.63,13.0630833334,5.10108333333,9.93183333333,4.57925,6.40333333333,5.38308333333,19.7790833333,42.292,16.34925,14.2219166667,17.727,28.7048333334,4.866,8.00675
303.00,5.26066666667,12.91875,4.71708333333,9.61091666667,4.18783333333,6.11475,5.02766666667,19.5629166667,42.3584166667,16.368,14.0105,17.4195833333,28.5574166667,4.5645,7.66966666667
303.37,5.03308333333,12.9253333333,4.57775,9.49191666667,3.97983333333,5.93941666667,4.93741666667,19.481,42.5144166667,16.3676666666,13.8756666667,17.3649166667,28.38425,4.44466666667,7.57666666666
303.74,5.12341666667,13.0948333333,4.67825,9.63216666667,3.98458333333,5.99308333333,5.04891666666,19.7674166667,42.81225,16.5414166667,14.0296666667,17.4760833334,28.30275,4.53191666666,7.612
304.10,5.06316666667,13.045,4.516,9.55366666667,3.77075,5.76216666666,4.91191666667,19.75725,42.9733333333,16.7318333334,14.0953333333,17.4863333334,28.2234166667,4.29475,7.28508333333
304.47,4.96241666667,13.0099166667,4.3095,9.48091666668,3.67041666667,5.67558333333,4.86475,19.7681666666,42.8840833333,16.8106666667,13.9763333333,17.4216666667,28.2083333334,4.21433333333,7.30658333334
304.84,4.88183333333,13.1681666667,4.14783333333,9.45316666667,3.57616666667,5.72416666667,4.70791666667,19.9394166667,43.20525,17.156,14.1539166667,17.49475,28.4303333333,4.089,7.16633333333
305.21,5.13241666667,13.7013333334,4.50475,9.90575,4.21791666667,6.21733333334,5.08333333334,20.2875833333,43.5914166666,17.7165833333,14.5646666666,17.84475,28.7396666667,4.44183333333,7.61491666667
305.58,5.07408333333,13.8545,4.48633333333,9.93966666666,4.26158333333,6.3385,5.08558333333,20.5980833333,43.97075,17.9615833333,14.6295,17.931,28.8330833333,4.41833333334,7.58191666667
305.95,5.33833333334,14.30475,4.64866666667,10.2239166667,4.56166666667,6.68683333333,5.24683333334,21.0668333334,44.5655833333,18.3835,14.971,18.3225,29.2383333333,4.66025,7.70458333333
306.32,5.18875,14.3428333334,4.43133333334,10.02425,4.38183333333,6.39775,5.0405,21.1005,44.7244166667,18.2496666667,14.9284166667,18.2213333333,29.24775,4.61708333333,7.46541666667
306.69,5.34866666667,14.56975,4.49583333333,10.2544166667,4.48658333334,6.49891666667,5.18,21.514,45.0801666667,18.3229166667,15.0945833333,18.3675833333,29.4724166667,4.7465,7.63733333333
307.06,5.61375,14.90725,4.754,10.475,4.66066666667,6.70675,5.25025,21.924,45.5326666667,18.6475833333,15.47125,18.6565833333,29.9986666666,4.9565,7.86725
307.43,5.84925,15.08675,4.76766666666,10.5128333333,4.74658333333,6.91491666667,5.35808333334,22.2253333333,45.9290833333,18.9155,15.7696666667,18.8924166667,30.31875,5.05816666667,8.0175
307.80,5.52983333334,14.8241666666,4.46708333333,10.2211666667,4.51908333333,6.63808333333,5.03816666667,22.0649166667,45.8458333333,18.7698333334,15.6060833333,18.6496666666,30.3463333334,4.80925,7.77341666667
308.17,5.58558333333,14.964,4.55158333333,10.3638333333,4.63958333333,6.74708333333,5.14558333333,22.35125,46.0335833333,18.9129166667,15.7801666667,18.82475,30.65175,4.84433333334,7.95275
308.54,5.52766666667,15.1545,4.62033333333,10.4849166667,4.5645,6.78033333333,5.16525,22.6018333334,46.5141666666,18.9896666666,15.9931666666,18.9125,30.6970833333,4.83716666667,7.93
308.90,5.56458333333,15.34125,4.757,10.5305,4.54766666667,6.77391666667,5.23116666667,22.7965833333,46.7819166666,19.015,16.1405,19.10425,30.7984166666,4.87708333333,7.92958333333
309.27,5.61908333333,15.4391666666,4.63491666667,10.5713333334,4.41575,6.57541666667,5.29175,23.005,47.0989166666,19.02325,16.2026666667,19.2641666667,30.88225,4.88175,7.80508333333
309.64,5.91541666667,15.7801666667,4.91891666667,10.9384166667,4.70833333333,6.856,5.55225,23.3931666667,47.3791666667,19.3240833333,16.6975,19.6600833333,31.27075,5.16808333333,8.08233333333
310.01,5.84116666666,15.8284166667,4.88,11.0248333333,4.66208333333,6.82833333334,5.491,23.51,47.4873333334,19.3284166667,16.8194166667,19.7455833334,31.2753333333,5.15,8.04266666667
310.38,6.12325,16.1991666667,5.20666666666,11.3750833333,4.98308333333,7.16241666667,5.68841666667,23.8543333333,47.6615833333,19.6145833333,17.0690833333,20.15925,31.5779166667,5.31133333333,8.42533333333
310.75,6.039,16.2325833333,5.13925,11.2600833333,4.83975,7.05433333333,5.57141666666,23.8433333333,47.743,19.6605833333,17.1519166667,20.1018333334,31.6025833333,5.14641666667,8.38458333333
311.12,5.70758333333,16.1261666667,4.86708333333,11.07125,4.61058333333,6.74483333334,5.30575,23.745,47.9235833333,19.5609166666,17.01425,20.0383333333,31.587,4.90208333333,8.08241666667
311.49,5.51858333334,16.1364166666,4.75491666667,11.0568333333,4.47041666666,6.46333333333,5.12183333333,23.7059166667,48.0353333333,19.6323333333,16.9580833334,19.9993333333,31.6354166667,4.7375,7.9225
311.85,5.51625,16.269,4.75783333333,11.1894166667,4.48033333334,6.39991666667,5.11841666667,23.8810833333,48.3915833333,19.83925,17.04675,20.2191666667,31.847,4.74366666667,7.89691666667
312.22,5.46241666666,16.3855833333,4.68208333333,11.2853333333,4.37216666667,6.25716666667,5.03708333333,24.0608333334,48.7096666667,19.9719166666,17.1245,20.3106666667,31.9995,4.77941666667,7.90791666667
312.59,5.53675,16.6025833333,4.70858333333,11.41525,4.49116666667,6.29891666667,5.02491666667,24.1920833333,48.8319166667,20.0976666667,17.2699166667,20.5565,32.18725,4.84225,8.05183333334
312.96,5.52941666666,16.6704166667,4.63391666666,11.53475,4.4905,6.28141666667,5.0295,24.3545,48.9945833333,20.2370833334,17.2861666667,20.6141666667,32.2588333333,4.77575,8.01808333333
313.33,5.55175,16.89675,4.768,11.6495,4.65183333333,6.41166666667,5.03608333334,24.4883333333,49.15125,20.5099166667,17.57225,20.71925,32.50575,4.86875,8.19441666667
313.70,5.0935,16.6940833333,4.25691666667,11.3336666667,4.18825,5.91216666667,4.62991666667,24.2165833333,49.0791666666,20.256,17.2203333333,20.4545,32.2966666666,4.32775,7.78558333333
314.07,5.18725,16.9060833333,4.36808333333,11.3386666667,4.37191666667,5.94983333334,4.65575,24.39825,49.17675,20.43075,17.2100833333,20.4730833333,32.3550833333,4.384,7.83608333333
314.43,4.89233333333,16.75975,3.99091666667,11.09175,4.148,5.67808333333,4.31958333334,24.2906666667,49.1770833333,20.3825833333,17.1278333333,20.23775,32.1690833333,4.11291666667,7.37791666667
314.80,4.76783333333,16.9826666667,3.90508333333,11.2241666667,4.15058333333,5.60675,4.22316666667,24.5216666666,49.3744166666,20.50975,17.2644166666,20.4865,32.3746666667,4.04808333334,7.317
315.17,4.95525,17.0973333334,4.03291666667,11.5461666667,4.34391666667,5.6905,4.37666666667,24.7195,49.3018333333,20.7081666667,17.439,20.5886666666,32.3478333333,4.07433333333,7.56966666667
315.54,4.86958333334,17.1616666667,3.98541666666,11.5736666667,4.33241666667,5.70958333333,4.34341666667,24.8740833334,49.571,20.7118333333,17.5575833333,20.6764166666,32.3740833334,3.94783333333,7.45366666667
315.91,4.98283333333,17.2965,4.11366666666,11.73925,4.42391666666,5.943,4.537,25.0819166667,49.3814166666,20.8155833333,17.7023333333,20.69575,32.3576666666,3.996,7.51058333333
316.28,4.93883333334,17.421,4.02608333333,11.6808333333,4.39875,6.10383333333,4.54375,25.18525,49.431,20.94275,17.729,20.6750833333,32.4293333333,3.83191666667,7.3735
316.64,4.73575,17.25575,3.88658333333,11.5234166667,4.22716666667,5.878,4.44666666667,25.2128333333,49.2426666667,20.8444166667,17.6679166667,20.4346666667,32.2804166667,3.61991666667,7.043
317.01,4.76291666667,17.4039166667,3.90866666666,11.4755833333,4.2535,5.83591666667,4.43816666667,25.3830833334,49.2900833333,20.9785833333,17.8229166667,20.6000833333,32.5174166666,3.69208333333,7.12733333334
317.38,4.51808333333,17.2450833333,3.58841666667,11.3523333333,3.87633333334,5.54575,4.15983333333,25.47875,49.0499166666,20.7585833333,17.5059166667,20.4069166667,32.4239166667,3.44983333333,6.88175
317.75,4.53216666666,17.2201666667,3.65066666666,11.3054166667,3.89908333333,5.59575,4.05383333333,25.6718333333,48.9659166667,20.9391666667,17.5048333333,20.4449166667,32.65025,3.46183333333,6.77558333333
318.12,4.06891666667,16.91975,3.23566666667,11.0765,3.36925,5.10916666667,3.604,25.58675,48.6744166667,20.7908333333,17.3893333333,20.2868333333,32.8109166667,3.10225,6.32866666667
318.49,3.98358333333,16.917,3.12375,10.9890833333,3.11,4.95691666667,3.49691666667,25.7415,48.72325,20.817,17.35725,20.3143333333,33.1410833333,3.00575,6.25691666667
318.85,3.94475,16.92475,3.05283333333,10.8145,3.02958333333,4.916,3.44525,25.8340833333,48.78275,20.9181666667,17.3590833334,20.4023333333,33.3566666666,3.0295,6.07066666667
319.22,3.95566666667,17.01175,3.07633333334,10.7053333333,2.95033333333,4.96083333333,3.48208333333,25.9865833333,48.7476666667,20.96525,17.3663333333,20.5710833333,33.6459166667,3.08558333334,5.889
