wavelength,Back_TanCalf,Belly_TanCalf,Breast_TanCalf,Crissum_TanCalf,Crown_TanCalf,DorTail_TanCalf,Patch10_TanCalf,Rump_TanCalf,Throat_TanCalf,WingTip_TanCalf
337.21,5.13091666666,32.34075,35.8575,5.71033333333,3.42583333333,5.78166666667,52.1873333333,15.23925,38.6973333333,9.25054166667
337.57,5.11058333333,32.3733333333,35.72425,5.68108333333,3.396,5.74525,52.0593333333,15.14675,38.6475,9.20112499999
337.94,4.97875,32.22675,35.64525,5.63783333333,3.31658333334,5.66641666667,51.98375,15.0129444444,38.4981666667,9.11320833334
338.31,5.08391666667,32.3151666667,35.89825,5.60958333334,3.36216666667,5.65866666667,52.114,15.0875833333,38.6014166666,9.08502083333
338.67,5.01341666666,32.3115833334,35.93275,5.43616666667,3.24066666667,5.525,52.14325,14.9650555555,38.5889166667,8.94172916667
339.04,4.92608333333,32.2619166667,35.9268333333,5.32441666667,3.02783333333,5.40508333333,52.0813333333,14.7633611111,38.46475,8.73306250001
339.40,4.75891666667,32.2306666667,36.0208333333,5.14341666667,2.81833333334,5.23933333333,52.0888333333,14.6281666667,38.46725,8.57399999999
339.77,4.77658333334,32.3248333333,36.0959166667,5.1055,2.75175,5.21358333333,52.11575,14.5869722223,38.5045833333,8.53389583334
340.14,4.6375,32.2780833333,36.0653333334,5.03683333333,2.69175,5.12716666667,52.0905,14.4845277778,38.42475,8.44372916667
340.50,4.51316666667,32.3445833333,36.2065,4.96191666667,2.621,5.036,52.2403333333,14.3896666667,38.5800833333,8.373125
340.87,4.38808333333,32.4614166667,36.33875,4.88175,2.5855,4.9835,52.3270833334,14.3616388889,38.7105,8.30004166667
341.23,3.98141666666,32.315,36.2091666667,4.49441666667,2.28166666667,4.67958333333,52.3335833333,14.0790833334,38.6899166667,8.00145833332
341.60,3.7435,32.24025,36.3581666666,4.26858333333,2.06433333334,4.46208333334,52.3611666666,13.9143333333,38.80325,7.90204166666
341.96,3.81516666667,32.3965,36.5828333333,4.34916666667,2.15266666667,4.43683333334,52.527,14.0293333333,39.0764166666,7.98037500001
342.33,3.76666666666,32.3608333334,36.4926666667,4.34991666667,2.11108333333,4.408,52.5045833333,14.0180277778,39.0463333333,7.98025
342.70,3.81775,32.4933333333,36.725,4.4425,2.20075,4.51866666667,52.6190833333,14.1478888889,39.2200833334,8.08668750001
343.06,3.77316666667,32.5463333333,36.8455,4.42025,2.211,4.537,52.7139166667,14.1713611111,39.4904166667,8.1491875
343.43,3.9525,32.8105833333,37.0776666667,4.64533333333,2.44941666666,4.81525,52.9,14.4348888889,39.8106666667,8.28733333334
343.79,3.92458333333,33.0546666667,37.3054166666,4.68866666667,2.51366666667,4.86633333334,53.2246666667,14.4878333333,40.0626666667,8.31266666666
344.16,4.05425,33.25875,37.5405833333,4.842,2.643,4.95083333333,53.2899166667,14.5605833333,40.239,8.41287499999
344.52,4.03333333333,33.3048333333,37.5530833334,4.82691666667,2.61625,4.89633333333,53.28725,14.5530833333,40.2971666667,8.34622916668
344.89,4.14733333333,33.3965833334,37.7726666667,4.91725,2.65533333333,4.924,53.4213333333,14.62725,40.5074166667,8.44916666666
345.25,4.30841666666,33.4745833333,37.9398333333,5.0765,2.73608333333,4.96208333333,53.3885,14.6655277778,40.6226666666,8.54895833333
345.62,4.45658333333,33.6409166667,38.0908333333,5.21175,2.897,5.08366666666,53.4965833333,14.7936944445,40.7515,8.616
345.99,4.72683333333,34.0070833333,38.4239166667,5.43733333333,3.14808333333,5.33491666667,53.8520833334,15.0051944444,41.0296666667,8.87581250001
346.35,4.81325,34.178,38.6984166667,5.48725,3.23508333333,5.42141666667,53.9393333333,14.9970555555,41.2461666667,8.94204166667
346.72,4.85291666667,34.2669166667,38.7385,5.49591666667,3.28841666667,5.4315,54.0338333333,15.0518888889,41.363,8.98574999999
347.08,4.68841666667,34.2129166667,38.7333333333,5.32866666667,3.17875,5.22308333334,54.0265833333,14.9528888889,41.3324166667,8.83902083333
347.45,4.65616666667,34.27675,38.8495,5.23491666666,3.10916666666,5.13525,54.0979166667,14.9296111111,41.4396666666,8.82041666666
347.81,4.62583333333,34.2928333333,38.992,5.14408333333,3.008,5.03608333334,54.1459166667,14.9220833333,41.5145,8.76914583332
348.18,4.658,34.3836666667,39.1469166667,5.12091666667,2.94825,5.089,54.2653333334,14.9865,41.7521666666,8.74770833334
348.54,4.84275,34.7159166667,39.4690833333,5.25,3.07933333334,5.25158333333,54.4966666667,15.1937222222,42.0994166667,8.97939583334
348.91,4.58883333333,34.594,39.3294166666,4.99316666667,2.87458333333,5.07191666667,54.34875,14.9806666667,41.9975833334,8.74683333333
349.27,4.41783333334,34.4193333333,39.1751666667,4.76891666667,2.75058333333,4.90983333333,54.16925,14.8279444445,41.89,8.56977083333
349.64,4.40216666666,34.3904166667,39.1945,4.76708333334,2.76575,4.95625,54.2156666667,14.8663611111,41.9154166667,8.62095833334
350.00,4.20816666666,34.223,39.1559166667,4.54958333333,2.54616666667,4.74208333334,54.0789166667,14.6823611111,41.9249166666,8.43133333333
350.37,4.12941666667,34.3256666667,39.20225,4.52375,2.45016666667,4.66291666666,54.1621666667,14.6880833333,42.0154166667,8.42702083334
350.73,4.06733333333,34.2573333334,39.268,4.50566666667,2.38433333333,4.62408333333,54.09575,14.6424722222,42.0491666667,8.44522916668
351.10,4.26458333333,34.4461666667,39.4950833334,4.75033333333,2.56066666667,4.86741666667,54.1821666667,14.805,42.218,8.66806250001
351.46,4.23041666667,34.4095833333,39.5629166667,4.72316666667,2.56841666667,4.80616666667,54.1704166667,14.7063055556,42.2321666667,8.63450000001
351.83,4.20733333333,34.3803333333,39.5511666667,4.68316666667,2.57908333333,4.74266666667,54.1198333333,14.6772222222,42.2705833333,8.56375
352.19,4.08058333334,34.3658333333,39.6219166667,4.51108333333,2.5595,4.59541666667,54.1875,14.6246388889,42.266,8.52506249999
352.55,3.91283333333,34.2670833333,39.6464166667,4.35533333333,2.3925,4.36041666667,54.1803333333,14.4661388889,42.22175,8.33368750001
352.92,4.06525,34.3341666667,39.8418333333,4.49683333334,2.53858333333,4.47725,54.3534166666,14.6001944445,42.3285833333,8.43224999999
353.28,4.13783333334,34.6186666667,40.233,4.64833333333,2.66266666667,4.59825,54.6691666667,14.7939722222,42.6655833333,8.54881250001
353.65,4.12191666667,34.7213333333,40.3390833333,4.6285,2.63591666667,4.53783333333,54.6975,14.7513888889,42.8008333333,8.545625
354.01,4.30433333333,35.05625,40.69,4.83483333333,2.81283333333,4.74791666667,54.9959166667,14.9846388889,43.1333333333,8.76943750001
354.38,4.30758333333,35.13725,40.8005,4.891,2.84866666667,4.80058333334,55.134,15.0370277778,43.3123333333,8.74329166668
354.74,4.33183333333,35.3768333333,41.00675,4.88666666666,2.87908333334,4.79666666666,55.4414166667,15.0704722222,43.60025,8.71141666667
355.11,4.32958333334,35.556,41.1591666667,4.89591666667,2.84358333333,4.796,55.6280833333,15.1324722222,43.7985833333,8.68377083334
355.47,4.4145,35.9685833333,41.5426666666,5.07875,2.98891666667,4.99041666667,56.0083333333,15.3589166667,44.1815,8.81139583334
355.83,4.53341666667,36.19175,41.768,5.23741666667,3.14066666667,5.184,56.1744166667,15.5068055556,44.3464166667,8.98689583334
356.20,4.51691666667,36.4060833333,41.9255833333,5.29275,3.11125,5.17708333333,56.3464166667,15.5373055556,44.59375,9.00520833333
356.56,4.56125,36.6168333333,42.1960833333,5.31275,3.18891666667,5.27291666667,56.5356666667,15.6314444444,44.8439166667,9.07822916667
356.93,4.63633333333,36.87275,42.3871666667,5.40258333333,3.24083333333,5.32775,56.7544166667,15.7489166667,45.1355833333,9.147375
357.29,4.62825,36.9514166667,42.4749166667,5.36591666667,3.20008333333,5.33008333333,56.9141666667,15.76125,45.3244166667,9.09295833333
357.66,4.47366666667,37.01,42.69,5.19708333333,3.04058333333,5.1595,57.1158333333,15.7225833333,45.5071666667,8.9135625
358.02,4.35691666667,36.9331666667,42.7130833333,5.08483333334,2.93783333333,5.1,57.0816666667,15.6575555555,45.4919166667,8.80389583333
358.38,4.30116666667,37.0551666667,42.9156666667,5.03083333333,2.92266666667,5.04666666666,57.2625,15.6707222222,45.7444166666,8.79731250001
358.75,4.2805,37.246,43.20075,5.02133333333,2.92741666667,5.04383333333,57.5234166667,15.7060833333,46.02025,8.84541666667
359.11,4.34975,37.49475,43.5563333333,5.0035,2.98975,5.08583333333,57.8720833334,15.7850277778,46.3465,8.95633333334
359.48,4.31325,37.5470833333,43.6761666667,4.87333333334,2.90016666667,4.93933333334,58.0295833334,15.7350555556,46.5316666667,8.94716666667
359.84,4.14533333333,37.595,43.73525,4.71425,2.7275,4.74691666667,58.1088333333,15.5611944445,46.6691666666,8.78354166667
360.20,4.12308333333,37.6786666667,43.86375,4.72341666667,2.72483333333,4.71983333333,58.1814166667,15.5554722222,46.77075,8.73339583333
360.57,4.00483333333,37.68175,43.8971666667,4.66641666667,2.62941666667,4.60033333334,58.2756666667,15.5017777778,46.8531666666,8.62043750001
360.93,3.87733333334,37.8195,44.0679166666,4.52233333333,2.51875,4.49891666667,58.409,15.4297777778,46.9994166667,8.57274999999
361.29,3.94333333334,37.96,44.2471666667,4.571,2.5855,4.55266666667,58.5684166667,15.5220833333,47.2000833334,8.67947916666
361.66,4.02575,38.1711666667,44.4510833333,4.64941666667,2.66,4.6365,58.76175,15.6058055555,47.3915833333,8.79499999999
362.02,3.9575,38.3315833333,44.5571666666,4.60891666667,2.59658333333,4.49683333334,58.9335,15.5553888889,47.6150833333,8.75672916666
362.39,4.01325,38.45425,44.7891666667,4.62516666667,2.5815,4.4905,59.1413333334,15.5913333333,47.7834166667,8.81531250001
362.75,3.9675,38.4350833333,44.74175,4.56216666667,2.51875,4.41108333333,59.0908333333,15.5423333334,47.78325,8.74124999999
363.11,3.88241666667,38.4436666667,44.71575,4.47966666667,2.428,4.30983333333,59.0206666667,15.4838888889,47.7793333334,8.68322916666
363.48,3.84183333334,38.39175,44.6740833333,4.50125,2.39966666667,4.32275,58.9726666667,15.4520555556,47.7671666666,8.62745833333
363.84,3.89125,38.4633333333,44.8708333333,4.52733333333,2.40908333333,4.317,59.1495833333,15.5776111111,47.9865,8.64364583332
364.20,3.86591666667,38.4435,44.89,4.52808333334,2.39883333333,4.2965,59.1725833334,15.6143888889,48.0496666667,8.65185416667
364.57,3.97291666667,38.6418333333,45.051,4.59125,2.48016666667,4.396,59.3324166667,15.7125555555,48.2931666667,8.79570833333
364.93,4.0555,38.8038333333,45.28075,4.702,2.56583333333,4.46675,59.5851666666,15.8613611111,48.5575,8.93804166667
365.29,3.975,38.9036666667,45.37675,4.59441666667,2.4745,4.368,59.6743333333,15.8368333333,48.6669166667,8.84510416666
365.66,3.99891666667,39.0150833333,45.5504166667,4.613,2.52425,4.3905,59.83175,15.9024166667,48.8775833334,8.858
366.02,4.12041666667,39.2198333333,45.8329166667,4.72008333333,2.65158333333,4.56316666667,60.058,16.1165,49.1346666667,8.99024999999
366.38,4.16166666667,39.26375,45.8373333333,4.74191666667,2.72933333333,4.63433333334,59.9668333333,16.1791944444,49.1430833333,8.99643749999
366.75,4.21016666666,39.3341666667,45.9914166667,4.81991666667,2.771,4.71041666667,59.9753333333,16.2429722222,49.2628333333,9.07870833333
367.11,4.3045,39.4279166666,46.1485,4.93416666667,2.89575,4.82408333333,60.15625,16.3613055556,49.5070833333,9.17829166667
367.47,4.3955,39.7035833333,46.50875,4.99625,3.01591666666,4.88308333333,60.4770833334,16.54625,49.8166666667,9.30575
367.84,4.29683333333,39.779,46.5205,4.9305,2.9645,4.8645,60.5374166667,16.5101666667,49.9045833334,9.31166666667
368.20,4.36375,39.9470833334,46.8129166667,4.919,3.01541666667,4.98,60.7941666667,16.6135277778,50.2350833333,9.37006250001
368.56,4.35133333333,40.0721666667,47.0735833333,4.95583333333,3.01775,5.01125,61.0704166666,16.7190277778,50.5208333333,9.35120833333
368.93,4.23325,40.03,47.1644166667,4.852,2.962,4.938,61.0946666666,16.6400277778,50.5755833333,9.2331875
369.29,4.29833333333,40.2236666667,47.4258333333,4.94775,3.01333333333,4.98966666667,61.3671666667,16.7141388889,50.807,9.34404166666
369.65,4.33058333333,40.3325833333,47.54,4.96291666667,2.96466666666,4.98425,61.5495833333,16.7825555556,51.0080833334,9.36466666667
370.01,4.31741666667,40.3819166666,47.6070833333,4.922,2.9685,4.979,61.61725,16.7833888889,51.13275,9.33585416666
370.38,4.19325,40.4884166667,47.6835833333,4.80725,2.87883333333,4.89,61.8305833333,16.7320277778,51.29175,9.24241666667
370.74,4.16183333333,40.70075,47.9338333333,4.76191666667,2.86825,4.90325,62.2099166667,16.81925,51.59275,9.22981250001
371.10,4.06491666667,40.86875,48.18725,4.71208333333,2.80458333334,4.86466666667,62.45675,16.8037222222,51.8654166667,9.12872916668
371.46,3.95133333333,40.7975833333,48.0658333333,4.5665,2.6735,4.71708333334,62.406,16.67525,51.9093333333,8.99095833334
371.83,4.02566666667,41.0063333333,48.3350833333,4.60183333333,2.73641666667,4.74716666667,62.65725,16.7850277778,52.16375,9.0466875
372.19,4.03816666667,41.1938333333,48.52325,4.61908333334,2.70775,4.68325,62.9330833333,16.8304444444,52.4211666667,9.08195833332
372.55,4.05225,41.39425,48.64375,4.56708333333,2.68991666666,4.6655,63.08075,16.8446944445,52.5364166667,9.1368125
372.92,4.12333333334,41.56675,48.7663333333,4.63325,2.73016666667,4.71033333333,63.2125833333,16.9456111111,52.7141666667,9.17116666667
373.28,4.076,41.6759166667,48.8719166667,4.59925,2.70391666667,4.66566666667,63.2439166667,16.9469722222,52.8079166667,9.09412499999
373.64,4.00283333333,41.6659166666,48.8865,4.54116666667,2.687,4.629,63.2099166667,16.9082222222,52.85475,9.04110416667
374.00,3.92191666667,41.81425,49.00475,4.46325,2.6145,4.51758333333,63.3873333333,16.8908333333,53.0409166667,8.98974999999
374.37,3.98325,42.0635833333,49.3018333334,4.53816666667,2.66491666666,4.53408333334,63.7379166667,17.034,53.3905833333,9.08675000001
374.73,3.97616666667,42.3281666666,49.5239166667,4.55358333334,2.684,4.47858333333,63.9800833334,17.1017222222,53.66175,9.06402083334
375.09,3.90141666666,42.4330833333,49.5874166667,4.44816666667,2.589,4.32533333334,64.1103333333,17.1159722222,53.74525,8.99529166666
375.45,3.94066666667,42.7150833333,49.89675,4.54616666667,2.64016666667,4.42608333333,64.4054166667,17.2625277778,54.019,9.07558333333
375.81,3.92308333333,42.7864166667,49.9029166667,4.59575,2.67808333333,4.45408333333,64.4710833333,17.2970833333,54.1140833333,9.09041666666
376.18,3.93275,42.8846666667,49.9661666667,4.6175,2.74691666667,4.48541666667,64.596,17.3790555555,54.2050833333,9.14129166667
376.54,3.89783333333,42.9468333333,50.03675,4.60825,2.75816666667,4.43916666667,64.65575,17.397,54.2868333334,9.08854166666
376.90,3.914,43.17925,50.2059166666,4.59283333333,2.77375,4.46591666667,64.9221666667,17.4727222222,54.4968333333,9.08022916666
377.26,3.99141666667,43.3443333333,50.34775,4.66466666667,2.90058333333,4.58766666667,65.2130833333,17.6059444444,54.7396666667,9.21183333332
377.63,4.10233333333,43.7629166666,50.6399166667,4.78825,3.01433333333,4.71558333334,65.6169166666,17.8078611111,55.071,9.33693750001
377.99,4.17691666667,43.9384166667,50.801,4.87791666667,3.09408333333,4.82241666667,65.8429166667,17.9222222222,55.2294166667,9.39441666666
378.35,4.21208333333,44.1126666667,50.86225,4.93091666667,3.167,4.87741666667,66.0089166667,17.9970555556,55.3504166667,9.42541666666
378.71,4.25183333333,44.1895833333,50.9205833334,4.97616666667,3.19141666667,4.94891666667,66.1701666667,18.0745277778,55.4295,9.49804166667
379.07,4.35066666667,44.4231666667,51.0848333333,5.0945,3.27616666667,5.08208333334,66.4601666667,18.2079166667,55.67225,9.61522916666
379.44,4.35266666667,44.5890833334,51.2359166667,5.08183333333,3.257,5.04858333333,66.6728333333,18.2505277778,55.836,9.63539583334
379.80,4.337,44.7084166667,51.4060833333,5.0665,3.28066666667,5.02841666667,66.872,18.3349444444,55.9716666667,9.62385416666
380.16,4.32,44.9238333333,51.5344166667,5.04291666667,3.24525,5.00191666667,67.0789166667,18.3886944444,56.124,9.593
380.52,4.304,45.1158333333,51.6834166666,5.03683333333,3.23808333333,4.99483333333,67.3521666667,18.457,56.3409166667,9.60785416667
380.88,4.30866666667,45.2670833334,51.8116666667,5.02341666666,3.25308333333,4.92533333333,67.5523333334,18.5182222222,56.53275,9.62793750001
381.24,4.22275,45.33,51.8315833333,4.93325,3.13216666667,4.79116666667,67.61575,18.4675555556,56.6043333333,9.50329166668
381.61,4.08258333334,45.3065833333,51.8346666667,4.78375,2.99675,4.61933333333,67.7403333333,18.4049444444,56.65075,9.36558333333
381.97,4.06525,45.3985,51.8853333333,4.74783333333,2.98641666666,4.60533333333,67.85175,18.4143333333,56.7290833333,9.35143750001
382.33,3.988,45.3969166667,51.89375,4.5925,2.86341666667,4.48491666666,67.9021666667,18.4088333333,56.7944166667,9.24835416667
382.69,3.92333333333,45.5639166667,51.9755,4.53466666667,2.78966666667,4.41291666667,68.08775,18.4286388889,56.9828333333,9.19810416666
383.05,3.78383333334,45.512,51.9251666667,4.39958333333,2.70566666667,4.27258333333,68.1140833333,18.3699166667,56.99125,9.07141666666
383.41,3.71691666666,45.5754166666,51.89175,4.32566666666,2.67116666667,4.225,68.24975,18.3843333333,57.0604166667,9.00716666667
383.77,3.66841666667,45.7569166667,51.98125,4.24191666667,2.59458333334,4.20108333334,68.4770833333,18.3900277778,57.2966666667,8.94622916667
384.14,3.63916666667,45.8470833333,52.06625,4.18658333333,2.59225,4.19316666667,68.6419166667,18.4186666666,57.4289166667,8.90462499999
384.50,3.665,45.9885,52.1465833333,4.18066666667,2.63525,4.21166666667,68.8908333333,18.5496388889,57.5553333333,8.94410416666
384.86,3.66325,46.0475833333,52.155,4.19325,2.62458333333,4.23783333333,69.0293333333,18.5814444444,57.61625,8.974375
385.22,3.69925,46.2638333334,52.3514166667,4.2515,2.68966666667,4.31175,69.3808333333,18.7706388889,57.8233333333,9.05989583333
385.58,3.73175,46.3808333333,52.3825833333,4.28416666667,2.74341666666,4.33616666667,69.5530833333,18.8590833333,57.94875,9.11177083333
385.94,3.65883333334,46.4703333333,52.4006666666,4.22308333333,2.71425,4.2425,69.73975,18.8901944444,58.0738333333,9.08235416667
386.30,3.67191666667,46.67325,52.542,4.304,2.78725,4.27508333333,70.0410833334,18.9965,58.2544166666,9.14845833334
386.66,3.62908333334,46.65675,52.4913333333,4.26,2.81491666666,4.23116666667,70.174,19.0373611111,58.2886666667,9.10672916666
387.03,3.72941666667,46.8403333333,52.57425,4.35183333333,2.92558333334,4.317,70.37525,19.1570555556,58.4569166667,9.17018750001
387.39,3.847,46.99525,52.6939166667,4.47,3.03983333333,4.42625,70.61275,19.3431944445,58.6196666667,9.27704166668
387.75,3.94641666667,47.2150833333,52.8219166667,4.56858333333,3.13233333333,4.48325,70.9128333333,19.5316111111,58.7383333333,9.39781250001
388.11,4.00108333333,47.4195,52.851,4.66341666667,3.24733333334,4.53675,71.1819166667,19.6748888889,58.8661666667,9.48777083332
388.47,4.0735,47.6079166667,52.9645,4.7385,3.33591666666,4.6005,71.4808333334,19.7612222222,59.1085,9.53500000001
388.83,4.08591666667,47.7706666667,53.0421666667,4.76491666667,3.37475,4.622,71.7958333334,19.9151666667,59.312,9.53533333334
389.19,4.04258333333,47.8555,52.9985,4.71141666667,3.34866666667,4.56883333334,72.0005,19.9779166666,59.3975833333,9.51564583332
389.55,4.08191666667,48.0550833333,53.09725,4.7545,3.39991666667,4.62041666667,72.2990833333,20.11825,59.593,9.58104166667
389.91,4.16425,48.336,53.2931666667,4.82958333334,3.49158333333,4.70041666667,72.7863333333,20.3395,59.8775,9.67560416668
390.27,4.20208333333,48.5033333333,53.3576666667,4.83275,3.53208333334,4.7485,73.07025,20.4934722222,60.0030833334,9.72252083332
390.63,4.29966666666,48.7234166667,53.5,4.92291666666,3.62891666667,4.85083333333,73.3288333333,20.6684444444,60.1621666667,9.84497916668
391.00,4.24716666667,48.90125,53.6136666667,4.87116666667,3.60708333333,4.82141666667,73.6411666667,20.7904722222,60.3111666666,9.87579166667
391.36,4.16625,49.0291666667,53.636,4.791,3.56583333333,4.7305,73.87225,20.8160833333,60.40625,9.81425000001
391.72,4.1005,49.1309166667,53.6223333333,4.74258333333,3.52725,4.667,74.1024166667,20.8604444444,60.4815,9.76035416667
392.08,4.08775,49.2723333334,53.7398333333,4.72041666667,3.49908333334,4.64008333333,74.37175,20.9512777778,60.6119166667,9.74920833333
392.44,3.97033333333,49.33,53.7171666667,4.61508333333,3.39975,4.53858333333,74.5329166666,21.0026111111,60.5978333333,9.659375
392.80,3.92383333333,49.365,53.6550833333,4.57091666667,3.39433333333,4.51466666666,74.6404166667,21.0548611111,60.5653333333,9.63014583334
393.16,4.00691666667,49.5503333333,53.7366666667,4.65433333333,3.49275,4.57616666666,74.9009166667,21.1965277777,60.6830833333,9.71079166667
393.52,3.96483333333,49.553,53.6661666666,4.6325,3.50658333333,4.55466666666,74.97925,21.2736388889,60.6284166667,9.66566666667
393.88,3.934,49.5145,53.5316666667,4.6205,3.4955,4.547,74.9771666667,21.3079722222,60.5045833333,9.62760416667
394.24,3.88608333333,49.4998333333,53.4538333333,4.5655,3.47275,4.4955,75.0790833333,21.331,60.528,9.56289583333
394.60,3.81191666667,49.54625,53.34475,4.47541666667,3.42666666667,4.41391666667,75.2326666667,21.3553055556,60.5165,9.48420833333
394.96,3.79475,49.5525833333,53.2521666667,4.46491666667,3.41933333333,4.38691666667,75.3934166667,21.4357777778,60.4316666667,9.45075000001
395.32,3.77033333333,49.5646666667,53.1305,4.43833333333,3.41683333333,4.38258333333,75.4985,21.5353333333,60.3560833333,9.4400625
395.68,3.81533333333,49.6276666667,53.1051666667,4.48791666667,3.50383333334,4.44241666667,75.6680833333,21.6908055556,60.3866666667,9.49908333334
396.04,3.7825,49.5720833333,52.90575,4.46641666667,3.52875,4.41683333334,75.69325,21.7348333333,60.2825833334,9.48016666666
396.40,3.82316666667,49.5299166667,52.7259166667,4.50825,3.628,4.43908333333,75.7613333333,21.86375,60.17875,9.51254166666
396.76,3.8345,49.6010833333,52.6695,4.51966666667,3.67083333333,4.40866666667,75.9561666667,21.9778888889,60.1698333333,9.53052083333
397.12,3.80225,49.6370833333,52.5824166667,4.49341666667,3.6855,4.37258333333,76.1376666667,22.0808055556,60.1545,9.47760416666
397.48,3.808,49.6988333333,52.5300833333,4.50125,3.73258333334,4.367,76.3583333334,22.20175,60.1505833333,9.48860416667
397.84,3.78791666667,49.7796666667,52.5255,4.47983333333,3.75441666667,4.32908333333,76.56875,22.3521944444,60.16025,9.4646875
398.20,3.78425,49.9645833333,52.52625,4.49466666667,3.80425,4.31575,76.9141666667,22.5283333333,60.2459166666,9.45989583334
398.56,3.82725,50.0429166667,52.4976666667,4.5355,3.89683333333,4.35791666667,77.0904166667,22.7103611111,60.2218333333,9.49364583333
398.92,3.89191666667,50.10825,52.3850833333,4.56541666666,4.01833333333,4.42333333333,77.1980833333,22.8718333333,60.19725,9.55033333332
399.28,3.90708333334,50.1806666666,52.3558333333,4.58283333333,4.10158333334,4.46766666667,77.409,23.01475,60.2550833333,9.57787499999
399.64,3.90116666667,50.173,52.2155833333,4.56875,4.16025,4.4605,77.50975,23.1236111111,60.1175833333,9.55489583334
400.00,3.92625,50.23825,52.1601666667,4.59491666667,4.24208333333,4.488,77.6789166667,23.3109722222,60.1418333334,9.557125
400.36,3.92216666667,50.2369166667,52.0779166667,4.58658333333,4.26375,4.50008333333,77.7374166667,23.4129166667,60.06475,9.55706250001
400.72,3.98491666667,50.3464166667,52.0868333333,4.63841666667,4.36091666667,4.58841666667,77.9825833333,23.6263888889,60.1385833333,9.61460416667
401.08,3.97591666667,50.302,51.9271666667,4.61975,4.4055,4.58008333333,78.0421666667,23.7392222222,59.9998333333,9.5990625
401.44,4.00375,50.3468333333,51.8335833333,4.63308333333,4.47916666666,4.59983333333,78.2496666667,23.9259722222,59.9520833333,9.629875
401.80,4.06391666667,50.4670833334,51.7778333334,4.68633333333,4.61266666666,4.64891666667,78.5083333333,24.1243333333,59.9840833333,9.69074999999
402.16,4.09425,50.4499166667,51.6925,4.74641666667,4.72766666667,4.7055,78.6401666667,24.3052777778,59.8784166666,9.76429166667
402.52,4.09091666667,50.46225,51.5918333333,4.75058333334,4.79108333333,4.69833333334,78.7598333334,24.479,59.8255833333,9.75758333334
402.88,4.0635,50.4978333333,51.50525,4.76541666667,4.832,4.67633333333,78.9305833333,24.6353333333,59.8028333334,9.72229166667
403.24,4.05383333333,50.4731666667,51.3373333333,4.7585,4.89033333334,4.64375,79.0138333333,24.7501944444,59.6478333334,9.69222916666
403.60,4.01875,50.4474166667,51.1951666667,4.70433333333,4.89475,4.58533333333,79.0751666667,24.8521944444,59.5734166667,9.64629166666
403.95,4.02841666667,50.44825,51.0675833334,4.7055,4.94108333333,4.59275,79.1883333333,24.9805,59.4473333334,9.66968749999
404.31,4.04416666667,50.5258333333,50.9569166667,4.70766666667,5.00916666667,4.5815,79.3919166667,25.1126944444,59.4328333333,9.67722916667
404.67,4.02583333334,50.4860833333,50.7891666667,4.69141666666,5.07275,4.55591666667,79.4405,25.2336111111,59.28325,9.65904166666
405.03,4.05333333333,50.49425,50.7030833334,4.69758333333,5.15783333333,4.586,79.51975,25.3748333333,59.211,9.69168749999
405.39,4.0565,50.4750833333,50.5475833333,4.70766666667,5.23466666667,4.60416666666,79.5081666667,25.4729722222,59.0955833333,9.68410416666
405.75,4.00816666666,50.25075,50.21925,4.66275,5.27633333333,4.56908333333,79.3283333334,25.5338888889,58.8054166667,9.64393750001
406.11,4.00275,50.1940833333,50.0205,4.64033333333,5.34075,4.54058333334,79.3090833334,25.6464722222,58.6341666667,9.62414583334
406.47,4.042,50.1156666667,49.8688333333,4.66366666666,5.43733333333,4.57383333333,79.3535833334,25.8000555555,58.4909166667,9.63264583333
406.83,4.0525,50.0294166667,49.6786666667,4.65283333333,5.52291666667,4.567,79.3819166667,25.9178611111,58.3026666667,9.61206250001
407.19,4.08041666667,50.0395,49.5746666667,4.66975,5.6275,4.58216666667,79.4795,26.1118611111,58.20875,9.61825000001
407.55,4.10683333334,50.0399166667,49.46075,4.70783333333,5.745,4.61183333334,79.5958333334,26.304,58.1139166667,9.63310416668
407.90,4.15225,49.9765,49.314,4.75641666667,5.89275,4.66458333333,79.6311666667,26.4762777777,57.9525,9.65637500001
408.26,4.17675,49.9299166667,49.1834166667,4.79366666667,6.01733333333,4.69991666667,79.6855,26.7214444444,57.80225,9.66379166666
408.62,4.18891666666,49.8276666667,48.9959166667,4.80483333333,6.1195,4.67958333333,79.6916666667,26.8666111111,57.5996666667,9.64554166666
408.98,4.167,49.68725,48.7401666667,4.80325,6.21166666667,4.65316666667,79.6726666667,27.022,57.366,9.60708333332
409.34,4.1715,49.5706666666,48.562,4.79725,6.3125,4.65741666667,79.7149166667,27.2173888889,57.173,9.59904166666
409.70,4.23216666667,49.65625,48.5496666667,4.84375,6.46141666667,4.69733333334,79.9215,27.4423333333,57.1454166667,9.62416666667
410.06,4.27883333334,49.5716666667,48.3935,4.8915,6.59008333334,4.7715,79.9119166667,27.6319722222,56.97725,9.64049999999
410.42,4.23425,49.5365833334,48.2596666667,4.86508333333,6.66908333334,4.73891666667,80.0375833333,27.7658055555,56.8605833333,9.61506249999
410.77,4.22966666667,49.5285833333,48.1774166667,4.87791666667,6.7545,4.75083333333,80.14175,27.97875,56.7803333333,9.62572916667
411.13,4.25166666667,49.4340833333,48.01175,4.90025,6.88016666666,4.78633333333,80.099,28.1359444444,56.6111666666,9.64154166666
