wavelength,Back_ThrOrnm,Belly_ThrOrnm,Breast_ThrOrnm,Crissum_ThrOrnm,Crown_ThrOrnm,DorTail_ThrOrnm,Patch10_ThrOrnm,Patch11_ThrOrnm,Rump_ThrOrnm,Throat_ThrOrnm,WingTip_ThrOrnm
571.13,10.6080666667,25.4262666667,17.5616666667,22.3606666666,17.0538,9.91506666667,15.4773333333,30.0056666667,16.3885333333,19.9529333333,8.85906666666
571.47,10.5825333333,25.4546666667,17.5666666667,22.3491333333,17.0415333333,9.8934,15.4687333333,29.9638,16.3568666667,19.9514,8.84820000001
571.81,10.5787333333,25.4724,17.5863333333,22.3540666667,17.0406666667,9.87673333334,15.4543333333,29.9787333334,16.3644666667,19.9686666667,8.83613333333
572.15,10.5547333333,25.4669333333,17.5562,22.3126666667,16.9869333333,9.85233333334,15.4368666667,29.9439333333,16.3277333333,19.958,8.8134
572.49,10.5786666667,25.5086666667,17.5652666667,22.3379333333,16.9824666667,9.87373333334,15.4432666667,29.9604,16.3694666667,20.0028,8.85273333333
572.83,10.5417333333,25.5067333334,17.5614666667,22.3252666667,16.949,9.88033333333,15.413,29.9517333333,16.3502666667,19.9867333333,8.82759999999
573.17,10.5578666667,25.4835333333,17.5617333333,22.2971333333,16.9158666667,9.89126666667,15.3896666667,29.9096666667,16.3051333333,19.974,8.82813333333
573.51,10.5815333333,25.5054,17.5941333333,22.3296,16.9414666667,9.92153333334,15.3874,29.9452666667,16.3213333333,20.0038,8.8664
573.85,10.6205333333,25.5626666667,17.6466666667,22.37,16.9920666667,9.97820000001,15.4334666667,29.9935333333,16.3551333333,20.0391333333,8.90986666667
574.19,10.6075333333,25.5743333333,17.6735333333,22.3933333333,16.9814666667,9.96406666667,15.4060666667,29.9893333333,16.3414,20.0490666667,8.91513333333
574.53,10.5654666667,25.5592,17.645,22.3994666667,16.9402666667,9.96859999999,15.3804,29.9504,16.328,20.0495333333,8.88126666666
574.87,10.5586666667,25.5720666667,17.6226666667,22.4077333333,16.9175333333,9.96580000001,15.3864666667,29.9602666667,16.3418,20.0633333333,8.90573333334
575.21,10.6038,25.5821333333,17.6593333333,22.4264,16.9306,10.0238,15.4002666667,29.999,16.3818,20.0878666667,8.95120000001
575.55,10.6750666667,25.6630666667,17.7206,22.4771333333,16.9952,10.1024666667,15.4538666667,30.0532,16.426,20.1276,8.99073333334
575.89,10.6834666667,25.6986,17.7318666667,22.5196666667,17.0283333333,10.1112666667,15.4727333333,30.0924666667,16.4366,20.1566666667,9.00260000001
576.22,10.6489333333,25.6888,17.7670666667,22.5182,17.0024666666,10.1187333333,15.4704,30.1034,16.4026666667,20.1312666667,8.98619999999
576.56,10.6504,25.6757333333,17.7400666667,22.5221333333,17.0202666666,10.1243333333,15.4506666667,30.0638666667,16.4122666667,20.1004666667,8.97973333333
576.90,10.6642,25.7284666667,17.76,22.5458666667,17.0408666667,10.1604,15.4852666667,30.1194666667,16.4383333333,20.1304,9.01880000001
577.24,10.6788666667,25.7290666667,17.7406666667,22.5243333333,17.0217333333,10.1846666667,15.4812666667,30.0562,16.4401333333,20.1226666667,9.02499999999
577.58,10.6848,25.6787333333,17.6923333333,22.4597333333,16.9830666667,10.1755333333,15.4674,30.0075333333,16.4116,20.1184666667,9.02813333333
577.92,10.6746666667,25.6954666667,17.6836,22.4400666667,16.9579333333,10.1842666667,15.4921333333,30.038,16.3918,20.1111333333,9.04499999999
578.26,10.6728,25.7000666667,17.6559333333,22.4029333333,16.9484,10.1786,15.5103333333,29.9895333333,16.3736,20.077,9.04993333333
578.60,10.6677333333,25.6535333333,17.6421333333,22.3090666667,16.9217333334,10.1852666667,15.4572666667,29.8846666667,16.3153333333,20.0066666667,9.01593333334
578.94,10.6567333333,25.6436,17.6200666667,22.2982,16.9239333333,10.1656,15.4432666667,29.8758666667,16.2960666667,20.0064666667,9.01626666667
579.28,10.7082666667,25.6673333333,17.65,22.3227333333,16.9382,10.2040666667,15.4671333333,29.8985333333,16.3478,20.0354,9.07333333333
579.61,10.7528,25.6662,17.6491333333,22.3429333333,16.9084,10.2768,15.4428666667,29.8664666667,16.3609333333,20.0385333333,9.11506666667
579.95,10.8818666667,25.7831333333,17.7010666667,22.4230666667,17.0019333333,10.3462666667,15.525,29.8918666667,16.4238,20.1187333333,9.20033333334
580.29,10.893,25.7954666667,17.7017333333,22.4269333333,16.9633333333,10.3247333333,15.5144666667,29.8862666667,16.3956,20.1162666667,9.17246666666
580.63,10.8874,25.8307333333,17.7011333333,22.4306,16.9515333333,10.3044,15.5128666667,29.828,16.401,20.0884666667,9.15079999999
580.97,10.8934666667,25.862,17.6922666667,22.4222666667,16.9684666667,10.3259333333,15.5202,29.8579333333,16.3941333334,20.0969333333,9.15313333333
581.31,10.8983333333,25.9180666667,17.7082666667,22.4559333333,16.9484666667,10.3162666667,15.4931333333,29.8699333333,16.4008666667,20.0673333333,9.1244
581.65,10.9222,25.9951333333,17.7326,22.5428,16.9957333334,10.3437333333,15.5114666667,29.9072,16.4296,20.1045333333,9.10893333334
581.98,11.0004666667,26.0791333333,17.8332666667,22.6462,17.047,10.4246666667,15.5698,29.9927333333,16.4966,20.2093333333,9.18446666665
582.32,11.0052,26.0690666667,17.7956666667,22.7085333333,17.0184,10.4373333333,15.5692,30.0011333334,16.488,20.2004,9.184
582.66,11.0482666667,26.0460666666,17.7879333333,22.7484666667,16.9886,10.4582,15.5557333333,29.9789333333,16.4770666667,20.18,9.18306666665
583.00,10.9838666667,25.9764666667,17.699,22.6802,16.9524666667,10.4042,15.4833333333,29.8809333333,16.39,20.1482,9.13826666667
583.34,10.9524,25.9746666667,17.7111333333,22.6532666667,16.9270666667,10.3332666667,15.4454,29.8508666667,16.3802,20.1184666667,9.12579999999
583.68,10.8586,25.8904666667,17.6533333333,22.5594,16.8194,10.2648666667,15.3662666666,29.7729333333,16.3347333333,20.0335333334,9.07119999999
584.01,10.9706,25.9633333333,17.7412,22.6274666666,16.9103333333,10.3919333333,15.4205333334,29.8532666667,16.4134,20.0898,9.22133333335
584.35,11.0284,25.9267333333,17.7736666667,22.6864,16.9443333333,10.4717333333,15.4346,29.8781333333,16.4604666667,20.1562,9.31519999999
584.69,11.0952,25.9728666667,17.8232,22.7673333333,16.9663333333,10.5104,15.492,29.8889333333,16.5152,20.2034666667,9.43533333333
585.03,11.0966,26.0026,17.7914,22.8106666667,16.9782666666,10.5026666667,15.4845333333,29.9035333333,16.4908666667,20.204,9.43046666666
585.37,11.1024,25.9665333333,17.7801333333,22.7608,16.9506,10.4960666667,15.4758,29.8389333333,16.4692,20.218,9.461
585.70,11.1235333333,25.9811333333,17.8116,22.8139333333,16.9502666667,10.5221333333,15.4858,29.8226666667,16.5017333333,20.2040666666,9.48500000001
586.04,11.1812,26.0831333333,17.9427333333,22.8865333333,17.0342666667,10.5919333333,15.5582666667,29.903,16.5916666667,20.2687333333,9.54986666668
586.38,11.1747333333,26.1682,17.9538666667,22.9125333333,17.04,10.5716,15.5988,29.92,16.5742666667,20.3212666667,9.58453333335
