wavelength,Back_ThrOrnm,Belly_ThrOrnm,Breast_ThrOrnm,Crissum_ThrOrnm,Crown_ThrOrnm,DorTail_ThrOrnm,Patch10_ThrOrnm,Patch11_ThrOrnm,Rump_ThrOrnm,Throat_ThrOrnm,WingTip_ThrOrnm
321.43,16.9606666667,25.4838666667,37.3118666667,22.6661333333,33.7508,13.1750666667,21.6824,26.4579333333,28.2544,27.1726666667,12.1126
321.80,16.6448,25.2256666667,37.359,22.3027333333,33.5022666667,12.9949333333,21.4568,26.2532,28.1924,27.0677333333,11.8109333333
322.16,17.4999333333,25.7936,38.1587333333,22.9197333333,34.1177333333,13.8326666667,22.1323333333,26.8167333333,28.8603333333,27.6746,12.5828666667
322.53,17.4416,25.8480666667,38.1218,22.5192666667,34.0648,13.6644,21.9984666667,26.8712,28.8549333333,27.5184666667,12.4935333333
322.90,17.6218,25.9308666667,38.2751333334,22.4518666667,34.1192,13.8278,22.1308666667,27.0964666667,29.1860666666,27.6203333333,12.6358
323.27,17.7538,26.1182,38.4834,22.4816666667,34.3646,14.0944666667,22.3064666667,27.6174,29.4527333333,27.7294666667,12.8593333333
323.63,18.1966,26.4712666667,38.8441333333,22.962,34.7822666667,14.3858666667,22.599,28.1072,30.0363333333,28.2048,13.4113333333
324.00,17.9226666667,26.2862666667,38.4483333333,22.6792666667,34.4144666667,13.6644,22.2194666667,28.0078,29.7564666667,27.8298666667,12.9255333333
324.37,17.6666,26.0449333333,38.2614,22.3900666667,34.3076666667,13.1208666667,21.7925333333,27.8832,29.5868,27.4821333333,12.4559333333
324.74,17.0711333334,25.3580666666,37.8087333333,21.7710666667,33.6716666667,12.4635333334,21.179,27.4173333333,29.0139333333,26.9706,11.6097333333
325.10,16.9862,25.231,37.6588,21.7228666667,33.5868666667,12.3657333333,21.2184666667,27.4919333333,28.9639333333,26.9693333334,11.6310666667
325.47,17.1714666667,25.5382666667,37.7735333333,22.0366666667,33.7735333333,12.5388,21.3610666667,27.628,29.3206666667,27.2207333333,11.8962666667
325.84,17.5096,25.8721333333,38.0311333334,22.4432,34.0260666667,12.8069333333,21.7057333333,27.9776,29.6338,27.4263333333,12.3576
326.21,16.7754666667,25.4632666667,37.5216666667,21.9422,33.6152,12.2706,21.1910666667,27.492,29.1921333333,26.7803333333,11.6136666667
326.57,16.7322666667,25.5214,37.6696666667,22.0062,33.739,12.3191333333,21.1798666667,27.6908,29.3705333333,26.8967333333,11.5448
326.94,16.5102666667,25.4490666667,37.6809333333,21.777,33.7351333333,12.1406,21.0596666667,27.6377333333,29.2888666667,26.8565333333,11.4331333333
327.31,16.6505333333,25.4014,37.583,21.8349333333,33.9302,12.1494666667,21.0434,27.6778666667,29.2933333333,27.039,11.343
327.67,16.9458,25.6339333333,37.8260666667,21.8639333333,34.0759333333,12.4480666667,21.3698,27.847,29.4676,27.1928666667,11.7127333333
328.04,17.2398666667,25.9190666667,38.1384,21.9582,34.4200666667,12.6155333333,21.4926666667,28.0801333333,29.719,27.5034666667,11.9198666667
328.41,17.5441333333,26.2542,38.4736666667,22.2296666667,34.7626666667,12.9656,21.8195333333,28.3867333333,30.0224666667,27.9194666667,12.2546
328.78,17.9818666667,26.8118,38.9722,22.7080666666,35.2438666667,13.3408666667,22.2806,28.8148,30.4826666667,28.3295333333,12.7730666666
329.14,18.2057333333,26.8764666667,39.2721333333,22.9061333333,35.4004666667,13.5861333333,22.3174,29.0067333333,30.642,28.3547333333,12.8001333333
329.51,17.8785333333,26.5854666667,38.9508666667,22.6626666667,35.1271333333,13.3130666667,21.9510666667,28.8288666667,30.3634,27.777,12.6777333334
329.88,17.7716666667,26.5156,38.7373333333,22.5766,35.0979333333,13.2590666667,21.7084,28.7720666667,30.4264,27.8420666667,12.332
330.24,18.1389333333,26.6973333333,39.251,22.7285333333,35.4799333333,13.4954,21.9716666667,29.3642,30.8364666667,28.1801333333,12.551
330.61,18.509,26.815,39.6112666667,23.1198,35.8599333333,13.7016,22.23,29.4719333333,31.2388666667,28.5053333333,12.7886
330.98,18.3185333333,26.6845333333,39.3393333333,22.9288666667,35.6856666667,13.3486666667,22.0436,29.3914666667,31.0601333333,28.2714666667,12.5934666667
331.34,18.0880666667,26.4529333333,39.195,22.7747333333,35.5017333333,13.1496666667,21.9419333333,29.2025333333,30.9685333333,27.8868,12.4804666667
331.71,17.2712666667,25.7878,38.5729333333,22.0577333333,34.9858,12.3018,21.0488666667,28.7269333333,30.3492666667,27.0872666667,11.6184
332.08,16.8155333333,25.4653333333,38.3097333334,21.8218666667,34.7605333333,11.9806666667,20.7396,28.5505333334,30.33,26.7610666666,11.2857333333
332.44,16.4254,24.9508,38.1092666667,21.2777333333,34.4781333333,11.6444,20.1895333333,28.2766666667,30.1305333333,26.3441333333,10.7728666667
332.81,16.0800666667,24.4978,37.5348666667,20.8864666667,34.1808666667,11.1961333333,19.6648666667,27.8834666667,29.8069333333,25.9672,10.2270666667
333.18,16.1817333333,24.6198666667,37.5667333333,20.9415333333,34.4337333333,11.4004,19.8102,28.0778,29.8066,26.0952666667,10.6178
333.54,16.2206,24.7559333333,37.8082,20.9718,34.6797333333,11.4530666667,19.9322,28.3852666667,30.0994666667,26.3060666667,10.5444
333.91,16.3519333334,24.7457333333,37.996,21.0838,34.8807333333,11.6869333333,20.0899333333,28.5507333333,30.0588666667,26.383,10.7251333333
334.28,16.2218,24.6186,37.6298666667,21.0250666667,34.5747333333,11.6345333333,19.8648,28.4579333333,29.965,26.2273333333,10.5802
334.64,15.9356,24.3831333333,37.1916,20.6556666667,34.3145333333,11.4373333333,19.4240666667,28.2481333333,29.5372,25.8273333333,10.3854
335.01,16.078,24.3794666667,37.2424,20.9756,34.3934666667,11.7116666667,19.4363333333,28.3837333333,29.7994,25.9186666667,10.6146
335.38,16.0506666667,24.3963333334,37.1428666667,21.0684666667,34.346,11.5597333333,19.2991333333,28.4532666667,29.7861333333,26.0088,10.5277333333
335.74,16.2146,24.4846666667,37.3132,21.4174,34.6178,11.9264,19.5565333333,28.6754666667,29.9831333333,26.3920666667,10.8091333333
336.11,16.4017333333,24.6761333334,37.3515333333,21.4689333333,34.5521333333,12.0606666667,19.5510666667,28.626,29.9979333333,26.3439333334,10.9538
336.47,16.5271333333,24.9526,37.379,21.8974666667,34.6684,12.2226666667,19.7716666667,28.8414,30.1110666667,26.5689333333,11.23
336.84,16.3916,24.9924,37.4111333333,21.8192666667,34.6026666667,12.2857333333,19.7864,28.9775333333,30.2024,26.5135333333,11.1635333333
337.21,15.9890666667,24.7530666667,37.0922666667,21.4701333333,34.2852,11.7644666667,19.2558,28.7396666667,29.9657333333,26.1826,10.615
337.57,15.7893333333,24.5863333333,36.8485333333,21.3469333333,34.1826,11.6985333333,19.1405333334,28.5850666667,29.7101333333,26.0952,10.5714666667
337.94,15.4597333333,24.3785333333,36.6026,21.0632666667,33.8979333333,11.1032666667,18.8091333333,28.3782666667,29.5293333333,25.7050666667,10.1614666667
338.31,15.3028666667,24.2802666667,36.5300666667,20.9418,33.92,10.885,18.5931333333,28.2870666667,29.4462666666,25.7268,10.0248666667
338.67,15.3180666667,24.4736,36.6697333333,21.1472,33.8494,10.9000666667,18.7734666667,28.5699333333,29.5465333334,25.8391333333,10.132
339.04,15.3708666667,24.3925333333,36.5482666666,20.9724666667,33.8243333333,10.8322666667,18.7317333333,28.4771333333,29.3314,25.7475333333,10.1263333333
339.40,15.1689333333,24.2365333333,36.6569333333,20.7263333333,33.7671333333,10.6536,18.5296,28.3981333333,29.2540666667,25.744,9.88026666666
339.77,15.2043333333,24.3146666667,36.5590666667,20.6392,33.7009333334,10.5533333333,18.4457333333,28.5806666667,29.2883333333,25.6325333333,9.75186666667
340.14,14.8439333333,23.7464,36.1237333333,20.3548,33.4458666667,10.287,18.1171333333,28.4797333333,28.9044,25.3888,9.30186666667
340.50,14.6093333333,23.659,36.0604,20.1,33.3949333333,10.0624666667,18.0013333333,28.4923333333,28.9190666667,25.1676,9.13993333334
340.87,14.9999333333,24.0244,36.3553333333,20.5441333333,33.8354,10.3304,18.3084666667,28.8679333333,29.2688,25.5632,9.49973333334
341.23,15.2506,24.3558666667,36.6441333333,20.8531333334,34.13,10.6704,18.7233333333,29.1506666667,29.6892,25.8532,9.85686666668
341.60,15.2712,24.3747333333,36.7326,20.8154,34.0202666667,10.5854666667,18.5756666667,29.098,29.7235333333,25.8698,9.73646666667
341.96,15.3769333333,24.5004666667,36.8733333333,21.0136,34.2096666667,10.8178666667,18.7174666667,29.3523333333,29.8866666667,26.0264,9.97073333332
342.33,15.1681333333,24.3265333333,36.7469333333,20.7921333333,34.0711333333,10.4664,18.5818666667,29.2846,29.8439333333,25.7192,9.8348
342.70,15.2445333333,24.3128666667,36.8066,20.7579333333,34.2136,10.4836,18.5742666667,29.2772666667,29.9786666667,25.7722,9.87066666666
343.06,14.8862,24.163,36.7146,20.6159333333,34.0172666667,10.1719333333,18.2099333333,29.1302666667,29.8734,25.6146,9.50366666667
343.43,14.9954,24.3666,36.7172,20.746,34.1754666667,10.4038666667,18.3141333333,29.3044666667,30.0384666667,25.5672,9.73326666665
343.79,15.0172666667,24.3637333333,36.8373333333,20.7552666667,34.2484666667,10.4736,18.3834,29.1597333333,30.1254666667,25.6522666667,9.80740000001
344.16,15.0876666667,24.649,37.1118666666,20.8071333333,34.6106666667,10.4600666667,18.5143333333,29.2529333333,30.275,25.8229333334,9.90993333332
344.52,14.7693333333,24.3869333333,36.7399333333,20.3717333333,34.2808,10.131,18.1479333333,28.9168,29.9201333333,25.4642666667,9.58940000001
344.89,14.5356,24.0964,36.5528666667,20.0422666667,33.9842,9.8568,17.7827333333,28.6254,29.5933333334,25.2156,9.185
345.25,14.5028,23.9884666667,36.4703333333,19.8983333334,33.9020666667,9.65986666667,17.5883333333,28.6292,29.4806666667,25.1303333333,9.08493333332
345.62,14.4757333333,23.9495333333,36.2545333333,19.8216,33.788,9.5718,17.5737333333,28.6623333334,29.5172,25.0068666667,9.00940000001
345.99,14.3487333333,23.8289333333,36.2421333333,19.6465333333,33.7852666667,9.39286666667,17.3220666667,28.6908,29.4205333333,24.8392666667,8.73446666667
346.35,14.7319333333,24.196,36.3898,20.0976,34.0198666667,9.98566666667,17.6828666667,28.9534666667,29.5712,25.2695333333,9.09740000001
346.72,14.7216666667,24.2744666667,36.3674,20.1656,34.1248,10.0642666667,17.7316666667,29.0782,29.6879333333,25.2428666667,9.01540000001
347.08,14.7667333333,24.1938,36.3858,20.2051333333,34.2243333333,10.0274666667,17.8418,29.1798666666,29.7176,25.2104666667,8.96373333333
347.45,14.5726,23.9974,36.2418,19.9176,33.9489333333,9.69613333334,17.6458666667,28.9531333333,29.4668666666,24.9247333333,8.61206666667
347.81,14.4482,23.9328666667,36.1124666667,19.7894666667,33.8698,9.5382,17.4623333333,28.9645333333,29.4068,24.7950666667,8.47826666667
348.18,14.3822,24.0094,36.1138666667,19.8799333333,33.8406666667,9.48773333333,17.4838666667,29.1018,29.5362666667,24.7422,8.48413333333
348.54,14.7935333333,24.2361333333,36.5522,20.4608,34.2013333333,9.82060000001,17.8064,29.5270666667,29.9163333333,25.1333333333,8.6704
348.91,14.7076666667,24.3063333333,36.5777333333,20.4841333333,34.3436666666,9.86393333334,17.8969333333,29.5791333333,30.1034666667,25.1917333333,8.74693333334
349.27,14.6802,24.2722666667,36.6739333333,20.547,34.4614,9.92673333333,17.9677333333,29.6743333333,30.2116666667,25.2232666667,8.63626666667
349.64,14.4787333333,24.2084,36.8290666667,20.3926,34.6106666667,9.7506,17.8104666667,29.7345333333,30.1062,25.1206666667,8.42813333333
350.00,14.6056,24.3110666667,36.7182666666,20.5068,34.6343333333,9.95953333333,17.9843333333,29.8101333333,30.1629333333,25.2418666667,8.57613333333
350.37,14.3902666667,24.0857333333,36.5374666666,20.2502,34.5438666667,9.54186666667,17.7372,29.5814666667,30.0544666667,24.8912,8.30446666667
350.73,14.5284666666,24.1329333333,36.6253333333,20.3400666667,34.4956,9.55933333333,17.7017333333,29.6231333333,30.0740666667,24.9582,8.50760000001
351.10,14.5362,24.2806666666,36.7054,20.2879333333,34.496,9.59120000001,17.7072,29.8048,30.1176,25.1090666667,8.49200000001
351.46,14.7492,24.4128666667,36.6804666667,20.5044666667,34.6406666667,9.71726666667,17.8456,30.0001333333,30.2737333333,25.2844,8.72333333333
351.83,14.726,24.5022666667,36.8036666667,20.5952666667,34.6911333333,9.58606666666,17.8264,30.134,30.3378,25.3256666667,8.66059999999
352.19,14.7001333333,24.3272,36.8343333333,20.4681333333,34.7561333333,9.43653333334,17.7254666667,30.0831333333,30.3020666666,25.2695333333,8.52140000001
352.55,14.5429333333,24.2353333333,36.6590666667,20.1801333333,34.6825333333,9.18040000001,17.6362,30.024,30.1532,25.0622666667,8.32053333333
352.92,14.753,24.3477333333,36.7494666667,20.3593333333,34.8535333333,9.23700000001,17.7315333333,30.3444666667,30.2291333333,25.1227333333,8.49459999999
353.28,14.6902,24.2774,36.6126666666,20.2516,34.6262666667,9.02273333334,17.4782,30.2226,30.0713333333,25.0261333333,8.34213333335
353.65,15.0284666667,24.4791333333,36.7436666667,20.5437333333,34.7238,9.29406666667,17.7610666667,30.4126666667,30.2504666667,25.2094,8.60673333334
354.01,14.9761333333,24.5782,36.8132666667,20.5029333333,34.7234,9.12253333333,17.6502666667,30.4092666667,30.3911333333,25.2248666667,8.65606666665
354.38,14.8345333333,24.5144,36.9509333333,20.3297333333,34.7158,8.91833333333,17.4654,30.3932,30.3326,25.1626666667,8.45473333333
354.74,14.606,24.4004666667,36.8967333333,20.1090666667,34.7706,8.64846666666,17.4003333333,30.3212,30.226,25.07,8.12300000001
355.11,14.6297333334,24.5198666667,36.9708,20.1996,34.9051333333,8.68033333333,17.3820666667,30.3081333333,30.356,25.0069333333,8.13473333333
355.47,14.5686666667,24.5216666667,37.1974,20.2653333333,34.9908666667,8.59880000001,17.345,30.3425333333,30.417,25.0718,8.07453333334
355.83,14.8371333333,24.7582,37.4045333333,20.4851333334,35.2177333333,8.91346666666,17.5718666667,30.5540666667,30.6460666667,25.2406666667,8.24853333333
356.20,15.0326666667,24.9673333333,37.4584,20.6541333333,35.2456666667,9.08733333333,17.6926,30.6086,30.7381333333,25.4232,8.4208
356.56,15.1556666667,25.1054666666,37.6286,20.7697333333,35.3174,9.1262,17.7243333333,30.6592,30.8334,25.5184,8.49013333334
356.93,15.0510666667,24.9550666667,37.5707333333,20.604,35.1488666666,8.9508,17.5732666667,30.4487333333,30.6758666667,25.3549333333,8.32386666666
357.29,15.006,25.0228,37.5981333333,20.5763333334,35.2234666667,8.88086666667,17.6374,30.3515333333,30.667,25.2892,8.31646666667
357.66,15.0176,25.0755333333,37.6488666667,20.5747333334,35.271,8.9234,17.5806666667,30.2851333334,30.7608,25.258,8.31679999999
358.02,15.0391333333,25.0408666667,37.6562666667,20.5739333333,35.2976,8.80720000001,17.5590666667,30.2139333333,30.7114666667,25.1661333333,8.10813333333
358.38,15.3055333333,25.1896666667,37.8216666667,20.8078666667,35.3848666667,9.06626666667,17.7150666667,30.3526,30.9565333333,25.3780666667,8.28973333334
358.75,15.2844666667,25.1990666667,37.8508,20.8666,35.3252666667,8.97293333333,17.6106666667,30.3695333333,31.016,25.3242666667,8.27020000001
359.11,15.4082,25.2372,38.0236,20.8500666667,35.4657333333,8.87046666667,17.6186666667,30.4213333333,31.1198666667,25.4104666667,8.18279999999
359.48,15.4181333333,25.2614,38.1156,20.7912666666,35.5604666667,8.8094,17.5534,30.3772666667,31.2158666667,25.3288666667,8.03506666666
359.84,15.2763333333,25.1797333333,38.1228666667,20.7034666667,35.5330666667,8.58606666667,17.4614666667,30.2135333333,31.1212666667,25.2505333333,7.83740000001
360.20,15.2250666667,25.1654,38.1674,20.6616,35.5722,8.52726666667,17.4286666667,30.1516,31.1854666667,25.1924,7.70966666667
360.57,15.3274666667,25.2604,38.2813333333,20.762,35.7255333333,8.60733333333,17.5056,30.1576,31.3226666667,25.2808666667,7.81706666667
360.93,15.4449333333,25.4452,38.5360666667,20.8937333333,35.9575333333,8.70546666667,17.6097333333,30.2642,31.5570666667,25.4155333333,7.95506666667
361.29,15.55,25.5434666667,38.6722,21.0134666667,36.0792,8.7846,17.6596,30.3069333333,31.769,25.5153333333,7.95320000001
361.66,15.476,25.4357333333,38.6919333333,20.9664666667,36.0117333333,8.58833333334,17.5474,30.2363333334,31.6938,25.5014,7.84193333333
362.02,15.6582,25.5508,38.8491333334,21.0264,36.1585333333,8.74906666667,17.6732666667,30.3414,31.7991333333,25.6558666667,7.95013333333
362.39,15.4588666667,25.4156666667,38.6899333333,20.9387333333,36.0366666667,8.50459999999,17.5402,30.1186,31.6506666667,25.4818,7.7818
362.75,15.5051333333,25.4355333333,38.6886,20.8631333333,36.0860666667,8.45386666667,17.5099333333,30.0024,31.6068666667,25.4391333333,7.6856
363.11,15.5226666667,25.4554,38.6980666667,20.9141333333,36.1344,8.48873333334,17.5052,29.969,31.6033333333,25.4044666667,7.7414
363.48,15.5216,25.4718,38.6808,20.9039333333,36.1348666667,8.4746,17.4632666667,29.9284,31.5724,25.4096,7.65913333333
363.84,15.5995333333,25.4748,38.6896666667,20.9281333333,36.1501333334,8.4512,17.4220666667,29.9105333333,31.6482666667,25.3878666667,7.70366666667
364.20,15.7686666667,25.583,38.8773333333,21.0207333333,36.2481333333,8.56346666667,17.4704,29.9819333333,31.7178666667,25.4928,7.83293333333
364.57,15.748,25.5504,38.9447333334,20.9635333333,36.2564,8.49106666667,17.3578,29.9285333333,31.7097333333,25.5278,7.68906666667
364.93,15.7441333333,25.5921333333,38.9166666667,20.9395333333,36.2024,8.46926666667,17.3292666667,29.7798,31.6527333333,25.4663333334,7.59033333333
365.29,15.7065333333,25.5656,38.9378666667,20.8752666667,36.1161333333,8.3324,17.2582,29.6714,31.5627333333,25.3796666667,7.494
365.66,16.012,25.8087333333,39.1279333333,21.086,36.3172,8.56773333333,17.5259333333,29.8446,31.7594,25.5816666667,7.78693333334
366.02,15.9766666667,25.8826666667,39.2924,21.1458,36.4410666667,8.54726666666,17.5044,29.8054666667,31.8439333333,25.6434666667,7.78526666667
366.38,16.2471333333,26.1305333333,39.5975333333,21.2641333333,36.789,8.69740000001,17.6314666667,30.0466,32.0690666667,25.8414,7.88033333333
366.75,16.2526,26.1033333334,39.6396666667,21.2189333333,36.7742666666,8.73026666667,17.5730666667,29.9542,32.0829333333,25.7886,7.86546666667
367.11,16.2648666667,26.1609333333,39.6858666667,21.2532666667,36.7716666666,8.72226666666,17.5976666667,29.8898666667,32.0505333333,25.8406666667,7.77313333333
367.47,16.565,26.3132,39.8222,21.4426666667,36.8880666667,8.91993333333,17.8228666667,29.9288,32.1262666667,26.0478,8.0636
367.84,16.7200666667,26.5191333333,39.9522,21.5480666667,37.1124666667,9.06686666667,17.9527333333,29.9425333333,32.2288,26.1468666667,8.21259999999
368.20,16.8014,26.5770666667,40.0956666667,21.6674666667,37.2486666667,9.11299999999,18.0214666667,29.9222666667,32.2871333333,26.2214666667,8.23753333334
368.56,16.7756,26.5431333333,40.0778666667,21.6598,37.2062,9.0218,17.9904666666,29.81,32.2125333333,26.1042666667,8.21826666667
368.93,16.8774,26.5484666666,40.194,21.7112666667,37.3576666667,9.03206666667,17.956,29.8175333333,32.3042,26.1592,8.2184
369.29,17.0451333333,26.6737333333,40.3174,21.8053333333,37.5639333333,9.19886666666,18.0935333333,29.8859333333,32.3632,26.3602666667,8.41093333333
369.65,16.9807333333,26.7175333333,40.4368,21.7534,37.7030666667,9.13619999999,18.041,29.7866,32.2959333333,26.3634666667,8.25173333333
370.01,17.0358666667,26.7368,40.4911333333,21.7801333333,37.7326,9.21073333333,18.0578,29.6782666667,32.3341333333,26.3741333333,8.29253333333
370.38,17.137,26.8992666667,40.6584,21.8753333333,37.8285333333,9.35753333335,18.1988666667,29.6068,32.3838,26.5347333334,8.45719999999
370.74,17.3856,27.1362666667,41.0330666667,22.1576,38.214,9.5644,18.4953333333,29.7680666667,32.6135333333,26.9053333333,8.64573333333
371.10,17.3538,27.0344666667,41.0670666666,22.077,38.1906,9.4766,18.3898,29.5574,32.5716666667,26.811,8.58773333334
371.46,17.077,26.8778666667,41.0221333333,21.8606666667,38.1123333333,9.24146666667,18.1508,29.3152,32.4668,26.6494,8.37393333333
371.83,16.9236,26.6248,40.9500666667,21.6618666667,37.8821333334,9.05853333333,17.887,29.0395333333,32.2349333333,26.5286666667,8.1526
372.19,16.8215333333,26.5548,40.9047333333,21.4906,37.8715333333,8.89386666667,17.7517333333,28.8342,32.1740666667,26.3504666667,8.00253333333
372.55,16.918,26.5845333333,40.9062666667,21.4882,37.9281333333,8.95366666666,17.7573333333,28.6217333333,32.1554666666,26.4357333333,8.06426666667
372.92,16.9107333333,26.6655333333,40.9275333333,21.5414666667,37.9696666667,8.98820000001,17.7874,28.4776,32.1232666667,26.4862666667,8.1404
373.28,16.9553333333,26.7004666667,41.0487333333,21.566,38.0782,9.00073333334,17.7618,28.2861333333,32.1363333333,26.4912,8.12273333333
373.64,16.9426666667,26.6247333334,41.0186,21.5338666667,38.0348666667,8.94826666666,17.6781333333,27.9774,32.1234666667,26.4032666667,8.02953333333
374.00,16.9141333333,26.6138,41.0224666667,21.422,38.0348,8.82353333333,17.5741333333,27.7140666667,31.9726,26.3616666667,7.96526666667
374.37,16.8893333333,26.5506,41.1327333333,21.3540666667,38.0331333333,8.70000000001,17.4523333333,27.5285333333,31.9692,26.2638666666,7.8326
374.73,16.7025333333,26.4318,40.9469333333,21.1653333333,37.865,8.51333333333,17.1826,27.1795333333,31.8254666667,26.0595333333,7.63453333333
375.09,16.8862666667,26.6390666667,41.0844666667,21.3286,38.05,8.67966666667,17.268,27.122,31.9486,26.2362,7.81873333333
375.45,16.9874,26.7214,41.2314,21.334,38.1594666667,8.73173333334,17.2588666667,27.0042,31.942,26.3038,7.88133333333
375.81,16.9191333333,26.7068,41.2324,21.2408,38.2311333333,8.60166666667,17.1527333333,26.7249333333,31.881,26.2489333333,7.72626666667
376.18,16.9824666666,26.6958666667,41.2632666667,21.2674,38.1939333334,8.64639999999,17.0922666667,26.5644666667,31.7868666667,26.3080666667,7.74906666667
376.54,17.0321333333,26.7499333333,41.3859333333,21.33,38.2981333333,8.7654,17.098,26.5004666667,31.8172,26.3408,7.76866666667
376.90,17.0592666667,26.7738,41.5232666667,21.3292,38.3796666667,8.74706666666,17.0469333333,26.3414666667,31.7964,26.3511333333,7.72026666667
377.26,17.1177333333,26.7878666667,41.6079333333,21.3770666667,38.3824666667,8.7468,16.9846,26.1904666667,31.7806666667,26.3571333333,7.7224
377.63,17.1046,26.7831333333,41.5652666667,21.3562666667,38.3786,8.72153333334,16.9069333333,26.0241333333,31.7325333333,26.3344666667,7.7436
377.99,17.1488,26.734,41.5616,21.3459333333,38.3906,8.67573333334,16.8039333333,25.8264,31.6957333333,26.3216666667,7.65833333333
378.35,17.1078,26.7038666667,41.451,21.2854,38.3939333333,8.6462,16.6996666667,25.5688666667,31.5536,26.2987333333,7.61573333333
378.71,17.2319333333,26.78,41.6429333334,21.3274666667,38.4506666667,8.69513333333,16.7415333333,25.4612,31.5632666667,26.3551333333,7.71553333333
379.07,17.0928666667,26.6628,41.5844666667,21.148,38.3732,8.55066666666,16.5538,25.2000666666,31.4030666667,26.2624666667,7.56753333333
379.44,17.1520666667,26.6658666667,41.5936,21.2436,38.4432666667,8.58946666666,16.5703333333,25.0731333333,31.4244,26.3122,7.60353333333
379.80,17.2361333333,26.7349333333,41.6822,21.3196,38.5105333333,8.59753333333,16.6189333333,24.9654,31.4170666667,26.3416666667,7.7002
380.16,17.2423333333,26.7934666666,41.719,21.302,38.5719333333,8.56746666666,16.6452666667,24.7652666667,31.4051333333,26.371,7.67466666667
380.52,17.1801333333,26.7815333333,41.7365333333,21.2659333333,38.6068,8.46179999999,16.594,24.554,31.3594,26.3864666667,7.6534
380.88,17.1288666667,26.6477333333,41.6093333333,21.1522,38.5575333333,8.32286666667,16.4373333333,24.2741333333,31.1622,26.3492666667,7.56013333333
381.24,17.0940666666,26.6770666667,41.6246,21.1491333333,38.671,8.31666666667,16.4475333333,24.1923333333,31.1092,26.3971333333,7.5514
381.61,17.1220666667,26.7308666667,41.7403333333,21.1716666667,38.793,8.35453333333,16.4004666667,24.065,31.1268666667,26.4317333333,7.53826666667
381.97,17.0449333333,26.693,41.7755333333,21.148,38.7863333334,8.34466666666,16.3766,23.9106,31.0344,26.3802,7.50126666667
382.33,17.0496666667,26.6982666667,41.8201333333,21.1504,38.8188,8.35693333334,16.339,23.7622,31.0083333333,26.3782666667,7.4656
382.69,16.9632666667,26.5975333333,41.7870666667,21.105,38.8528666667,8.26373333334,16.2028,23.5812666667,30.8494666667,26.3087333333,7.39666666667
383.05,16.9712,26.5634,41.7385333333,21.0726666667,38.8522666667,8.23386666667,16.1529333333,23.37,30.753,26.2562,7.399
383.41,16.966,26.6296666667,41.8268,21.0682,38.9463333333,8.25273333333,16.1578666667,23.2248666667,30.7147333333,26.2466,7.36933333333
383.77,17.1194666667,26.8096666667,41.9938666667,21.1946666666,39.1476,8.48453333334,16.2564,23.2565333333,30.7936666667,26.4145333333,7.5352
384.14,17.1793333333,26.8674666667,42.1796666667,21.2328666667,39.3098666667,8.51586666667,16.2171333333,23.2023333333,30.8338,26.4572,7.5138
384.50,17.1602,26.8775333333,42.2082,21.1644,39.3328666667,8.53420000001,16.1280666667,23.0390666667,30.7601333333,26.4301333333,7.47593333333
384.86,17.1846666667,26.9154,42.2412,21.1605333333,39.3248,8.54373333333,16.162,22.9646666667,30.7101333334,26.4289333333,7.485
385.22,17.2208666666,26.9502,42.3368,21.1984666667,39.4218,8.57626666666,16.1112,22.8632666667,30.729,26.4257333333,7.5106
385.58,17.0949333333,26.8276,42.2548666667,21.0523333333,39.3390666667,8.46386666667,15.9681333333,22.6360666667,30.4888666667,26.3237333333,7.37553333333
385.94,17.1328,26.8849333333,42.267,21.1056,39.4018,8.47946666667,15.9344666667,22.5549333333,30.4662666667,26.3543333333,7.40073333333
386.30,17.1532666667,26.9445333334,42.3648,21.1204,39.5338,8.49939999999,15.9432,22.5213333333,30.4318666667,26.398,7.41253333333
386.66,17.2396,27.0266,42.4,21.1102666667,39.5724,8.53093333333,15.9584666667,22.4240666667,30.4326,26.4550666667,7.42633333333
387.03,17.226,27.0322,42.4599333333,21.1560666667,39.6474,8.56253333332,15.9324666667,22.3252,30.407,26.4762666667,7.4102
387.39,17.1854,27.013,42.4313333334,21.1181333333,39.6622666667,8.48160000001,15.8243333333,22.1790666667,30.3096,26.4742,7.34753333333
387.75,17.0501333333,26.8541333333,42.302,20.993,39.5254666667,8.32833333333,15.6322666667,21.9147333333,30.1166,26.2956,7.17913333333
388.11,16.9972,26.7939333333,42.1701333333,20.8842666667,39.496,8.25813333333,15.5197333333,21.7249333333,29.9787333333,26.2766,7.14346666667
388.47,17.0274,26.8046666667,42.2076,20.9219333333,39.5579333333,8.2236,15.5055333333,21.6544,29.9424666667,26.3189333333,7.16013333333
388.83,17.0339333333,26.8146,42.2286666667,20.8896666667,39.6229333333,8.24673333333,15.4592666667,21.5514666667,29.8828,26.329,7.1022
389.19,16.9680666667,26.7156,42.1029333333,20.7552666667,39.4976,8.14493333333,15.3645333333,21.3054666667,29.6702666667,26.2496666667,7.02093333333
389.55,17.0850666667,26.7778666667,42.2088666667,20.8350666667,39.5785333333,8.20193333333,15.416,21.2470666667,29.7013333333,26.349,7.16373333334
389.91,17.0268666667,26.7641333333,42.2142666667,20.7214,39.6014,8.10773333333,15.3103333333,21.0520666667,29.5764666667,26.3222666667,7.1086
