wavelength,Back_PhrFrum,Belly_PhrFrum,Breast_PhrFrum,Crissum_PhrFrum,Crown_PhrFrum,DorTail_PhrFrum,Patch10_PhrFrum,Patch11_PhrFrum,Rump_PhrFrum,Throat_PhrFrum,WingTip_PhrFrum
508.93,6.99416666667,27.2857666667,3.64533333333,24.3871333333,4.0776,4.98186666667,4.81793333333,5.72963333333,9.11600000001,5.30146666667,6.444
509.27,6.97543333333,27.2734333333,3.629,24.3835,4.06176666667,4.9688,4.817,5.7362,9.09736666666,5.30153333333,6.44046666666
509.62,6.95738333333,27.2727,3.6282,24.3929962963,4.05513333333,4.9722,4.82393333333,5.7242,9.09323333334,5.29893333333,6.43353333333
509.97,6.9431,27.2465666667,3.6106,24.3688481481,4.01843333333,4.96033333333,4.8034,5.69,9.06466666667,5.2728,6.42186666667
510.32,6.97240833333,27.2853,3.64486666667,24.3979962963,4.05886666667,4.9956,4.83826666667,5.72323333333,9.0972,5.30033333333,6.45353333333
510.66,6.96944166667,27.3116666667,3.63166666667,24.4040592593,4.05283333333,4.9894,4.82206666667,5.71933333333,9.07843333333,5.28953333333,6.45466666667
511.01,6.97448333333,27.3127666667,3.64906666667,24.4136666667,4.06786666667,5.00106666667,4.84486666667,5.74036666667,9.103,5.29546666667,6.4734
511.36,7.006375,27.3952,3.69113333333,24.4679444444,4.105,5.03986666667,4.87986666667,5.78593333333,9.14869999999,5.32713333333,6.50893333333
511.70,7.01561666667,27.4396,3.69726666666,24.5112074074,4.12013333333,5.05433333333,4.88866666667,5.8109,9.16563333334,5.34973333334,6.5068
512.05,7.0454,27.4686333333,3.72453333333,24.541862963,4.16073333333,5.08473333333,4.90773333333,5.83833333333,9.1851,5.3572,6.52486666667
512.40,7.05610833333,27.4781,3.73166666667,24.5419,4.15626666667,5.0846,4.90193333333,5.83496666667,9.18583333334,5.35706666667,6.51386666667
512.75,7.03471666667,27.4959666667,3.73273333333,24.5298703704,4.14263333333,5.06846666667,4.8822,5.8096,9.18689999999,5.3438,6.52506666667
513.09,7.06671666667,27.5596,3.77546666667,24.5752222222,4.1781,5.10826666667,4.91126666667,5.84783333333,9.22920000001,5.37793333333,6.5746
513.44,7.07396666667,27.5701666667,3.7742,24.599737037,4.18883333333,5.11186666667,4.9072,5.85993333333,9.25613333334,5.38633333333,6.59493333333
513.79,7.11883333333,27.6480333333,3.82533333334,24.662562963,4.25146666667,5.16286666667,4.9572,5.92003333333,9.31546666667,5.44693333333,6.6584
514.13,7.10984166667,27.6537,3.81026666667,24.6571148148,4.23033333333,5.13906666667,4.9356,5.89716666667,9.30820000001,5.43586666667,6.65346666667
514.48,7.14798333333,27.7113666667,3.86473333333,24.6963037037,4.27053333333,5.18513333333,4.9884,5.92306666667,9.33733333334,5.477,6.68526666667
514.83,7.15720833334,27.7617666667,3.86106666667,24.7400555555,4.2682,5.1798,4.99906666667,5.92806666667,9.3388,5.47126666667,6.6928
515.17,7.18681666667,27.7813333333,3.89246666667,24.7725259259,4.30193333333,5.2066,5.0322,5.95106666667,9.36193333333,5.5022,6.72173333333
515.52,7.20716666666,27.8018,3.9028,24.7923296297,4.31816666667,5.21413333333,5.05546666667,5.95286666667,9.38553333333,5.52193333333,6.7634
515.87,7.19801666667,27.7768333333,3.8934,24.7867666667,4.29973333333,5.2016,5.04913333333,5.92876666667,9.39386666667,5.53026666667,6.7444
516.21,7.23668333333,27.8415333333,3.91613333333,24.8256592593,4.33283333333,5.22333333333,5.07766666667,5.9526,9.41936666667,5.56353333333,6.77593333333
516.56,7.29055833334,27.8762333333,3.96333333333,24.8574259259,4.38106666667,5.26746666667,5.145,6.00396666667,9.4601,5.60626666667,6.81493333333
516.91,7.29440833333,27.8686666667,3.9576,24.8404444444,4.38153333333,5.26113333333,5.1454,6.00533333333,9.46133333334,5.60706666667,6.797
517.25,7.28535,27.8668333333,3.96113333333,24.813862963,4.36883333333,5.2584,5.14186666667,5.99973333333,9.45066666666,5.59773333333,6.77746666667
517.60,7.29411666667,27.8824,3.9686,24.8083333333,4.36896666666,5.26533333333,5.15373333333,6.01483333333,9.44676666666,5.60153333333,6.79053333333
517.95,7.28660833334,27.8832333333,3.9576,24.8142333334,4.36416666667,5.26186666667,5.152,6.0203,9.43270000001,5.60366666667,6.78833333333
518.29,7.24773333333,27.8739666667,3.9182,24.8070555556,4.32853333333,5.23246666667,5.117,6.0003,9.41136666667,5.5848,6.7688
518.64,7.23020000001,27.8575333333,3.9168,24.7845814815,4.32656666667,5.23233333333,5.09386666667,5.98896666667,9.39146666667,5.59166666667,6.75593333333
518.99,7.196425,27.8545333333,3.8862,24.7783444445,4.29613333333,5.1958,5.06533333333,5.96403333333,9.36863333334,5.56026666666,6.7154
519.33,7.18849166668,27.8446666667,3.88533333333,24.7613703704,4.2935,5.20226666667,5.06186666667,5.9715,9.35393333334,5.54533333333,6.71673333333
519.68,7.16734166667,27.8706666667,3.87766666667,24.7718185185,4.28143333333,5.19606666667,5.0504,5.972,9.34133333333,5.53233333333,6.71586666667
520.02,7.155775,27.8721666667,3.85966666667,24.7829074074,4.2634,5.1846,5.029,5.96896666667,9.32550000001,5.51226666667,6.69913333333
520.37,7.13041666666,27.896,3.8222,24.8126259259,4.2417,5.17393333333,4.98866666667,5.95233333333,9.31763333334,5.49133333333,6.68193333333
520.72,7.13119166667,27.9223666667,3.8312,24.8398851852,4.24853333333,5.18373333333,4.98066666667,5.96666666667,9.3254,5.4856,6.70653333333
521.06,7.14599166667,27.9670666667,3.84206666667,24.8717740741,4.26253333333,5.19453333333,4.98746666667,5.98153333333,9.32596666666,5.49613333333,6.7328
521.41,7.133325,27.9797666667,3.82893333333,24.8922814815,4.2538,5.1822,4.97333333333,5.96963333333,9.31916666668,5.48266666667,6.7196
521.75,7.15432500001,28.0104666667,3.8498,24.9180185185,4.26036666667,5.20126666667,4.98006666667,5.98083333333,9.33086666666,5.49066666667,6.7326
522.10,7.19010833333,28.0359333333,3.88046666667,24.9397888889,4.29203333333,5.23133333333,5.00366666667,6.00673333333,9.36783333333,5.50693333333,6.75013333333
522.45,7.22041666666,28.0768666667,3.8884,24.9671592593,4.29676666667,5.23226666667,5.01746666667,6.0196,9.39599999999,5.5184,6.7658
522.79,7.24619166667,28.0972666667,3.8976,24.9821444445,4.30913333333,5.25373333333,5.0338,6.0393,9.40726666667,5.5338,6.79206666667
523.14,7.26179166667,28.1191333333,3.89546666667,24.9950703704,4.31103333333,5.24993333333,5.02553333333,6.02653333333,9.42220000001,5.544,6.80406666667
523.48,7.29529166667,28.1379,3.9266,25.0174407408,4.342,5.26566666667,5.06066666667,6.06006666667,9.45966666666,5.5686,6.83593333333
523.83,7.31245833333,28.1439,3.96426666667,25.0281555556,4.37236666667,5.29586666667,5.09926666667,6.0893,9.48616666667,5.5928,6.8648
524.17,7.3358,28.1625666667,4.0034,25.0145777778,4.40343333333,5.2992,5.13313333333,6.1054,9.49960000001,5.62593333333,6.89273333333
524.52,7.335425,28.161,3.99726666667,24.9997185185,4.38633333333,5.28586666667,5.1404,6.09056666667,9.4783,5.63313333333,6.87633333333
524.87,7.35461666667,28.1501,4.003,25.0055703704,4.39766666667,5.30826666667,5.15613333333,6.1081,9.49849999999,5.65253333333,6.87866666667
525.21,7.36715833333,28.1541666667,4.0138,25.0009851852,4.41306666667,5.31966666667,5.17533333333,6.10836666667,9.51586666666,5.66746666666,6.8792
525.56,7.37283333333,28.1260666667,4.0076,24.9816555555,4.42233333333,5.32926666667,5.18566666667,6.11793333333,9.52230000001,5.66553333333,6.876
525.90,7.37780833333,28.1106666667,4.01173333333,24.9667037037,4.42076666667,5.3288,5.19493333333,6.1315,9.51596666666,5.67526666667,6.8802
526.25,7.38880833334,28.1039666667,4.02006666667,24.9551962963,4.4351,5.3484,5.2124,6.13723333333,9.51490000001,5.6878,6.8966
526.59,7.3959,28.0782666667,4.032,24.9296925926,4.44963333333,5.36106666667,5.22393333333,6.14333333333,9.51786666667,5.70033333333,6.90206666667
526.94,7.40613333334,28.1118333333,4.05106666667,24.9252148148,4.45976666667,5.38173333333,5.2436,6.16773333333,9.53486666667,5.7234,6.91533333333
527.28,7.40393333333,28.1268,4.04486666667,24.9327259259,4.45576666667,5.38026666667,5.24193333333,6.16436666667,9.52699999999,5.7192,6.90693333334
527.63,7.38960000001,28.1185666667,4.03393333333,24.9180037037,4.442,5.3694,5.23766666667,6.15013333333,9.52046666667,5.71446666667,6.89906666667
527.97,7.39415833333,28.1215333333,4.02633333333,24.9290296296,4.43023333333,5.3664,5.23513333333,6.15486666667,9.51916666666,5.70533333333,6.90226666667
528.32,7.38572499999,28.1268,4.02713333333,24.9354444444,4.43403333333,5.3702,5.23346666666,6.14963333333,9.52530000001,5.70573333333,6.9068
528.66,7.37318333334,28.1360333333,4.0272,24.9409592593,4.43393333333,5.3622,5.22926666667,6.14096666667,9.52029999999,5.7092,6.91853333333
529.01,7.35911666667,28.1206,4.015,24.9282851852,4.4169,5.3528,5.2118,6.13596666667,9.49986666667,5.69653333333,6.9146
529.35,7.35022500001,28.1336333333,4.01633333333,24.9301111111,4.4105,5.34446666667,5.2046,6.1323,9.49620000001,5.69286666667,6.90866666667
529.70,7.34450000001,28.1569333333,4.0132,24.9543296296,4.40473333333,5.344,5.20186666667,6.12393333333,9.49469999999,5.68246666667,6.915
530.04,7.32389999999,28.1606666667,4.00053333334,24.9532444444,4.39183333333,5.3296,5.1802,6.1132,9.48273333333,5.66726666666,6.90346666667
530.39,7.33580833334,28.2194666667,4.00786666667,24.9929333333,4.3958,5.34266666667,5.18273333333,6.1281,9.49569999999,5.68153333333,6.91733333333
530.73,7.3325,28.2013333333,4.00853333333,25.0116370371,4.4034,5.33966666667,5.1826,6.12536666667,9.48843333334,5.6842,6.9226
531.08,7.33730833333,28.2068666667,4.02526666667,25.0205518519,4.411,5.35693333333,5.18846666666,6.1404,9.5042,5.7022,6.9452
531.42,7.37690000001,28.2487,4.05386666667,25.0652888889,4.43833333333,5.3848,5.20906666667,6.17356666667,9.53240000001,5.73046666667,6.97826666667
531.77,7.38972499999,28.2769666667,4.07933333333,25.0712518519,4.46223333333,5.41153333333,5.22513333333,6.18636666667,9.54763333333,5.75486666667,6.99993333333
532.11,7.40407499999,28.2674,4.08733333334,25.0754555556,4.469,5.41833333333,5.22853333333,6.20133333333,9.55416666667,5.76406666667,7.01253333333
532.46,7.42750833333,28.3051333333,4.1078,25.1027111111,4.4795,5.43826666667,5.24806666667,6.21953333333,9.57296666667,5.7772,7.02293333333
532.80,7.45963333333,28.3557333333,4.1444,25.1403296296,4.52273333333,5.47206666667,5.27886666667,6.25926666667,9.6089,5.816,7.04966666667
533.15,7.47999166668,28.3962,4.16546666667,25.1754185185,4.54953333333,5.48986666667,5.2984,6.28136666667,9.62746666666,5.84073333333,7.0808
533.49,7.50628333333,28.4286333333,4.18893333333,25.1883259259,4.57773333333,5.5146,5.3244,6.31866666667,9.65660000001,5.87173333333,7.1138
533.84,7.56245000001,28.4878,4.24133333333,25.2407962963,4.61936666667,5.55846666667,5.378,6.3628,9.70936666666,5.91973333333,7.16253333333
534.18,7.578675,28.5031,4.26826666667,25.2695851852,4.63456666667,5.57166666667,5.40773333334,6.3756,9.72426666667,5.9364,7.19673333333
534.52,7.59655,28.5507,4.27446666667,25.3109888889,4.63416666667,5.5848,5.42093333333,6.3822,9.74079999999,5.93433333333,7.2114
534.87,7.61793333333,28.605,4.28733333333,25.3428777778,4.6592,5.6004,5.4486,6.40076666667,9.76030000001,5.94606666667,7.2342
535.21,7.61600833333,28.6122666667,4.29713333333,25.348037037,4.67613333333,5.61166666667,5.4616,6.40966666667,9.76736666667,5.9538,7.25573333333
535.56,7.62600833333,28.6167666667,4.3026,25.3809333333,4.68483333333,5.61546666667,5.4708,6.4166,9.78233333334,5.95926666667,7.267
535.90,7.65530000001,28.6887,4.34073333333,25.4294222222,4.72806666667,5.65653333333,5.51313333333,6.44543333333,9.80699999999,5.999,7.30246666666
536.25,7.68210833333,28.7295666667,4.36106666667,25.4495666667,4.7537,5.67526666667,5.5352,6.4773,9.8369,6.018,7.3374
536.59,7.71103333333,28.7955333333,4.37433333333,25.5098851852,4.7744,5.68833333333,5.5622,6.49086666667,9.86683333334,6.02653333333,7.37466666667
536.93,7.72385,28.8194333333,4.38153333333,25.537462963,4.78716666667,5.70646666667,5.58133333333,6.51353333333,9.88243333333,6.04773333333,7.39566666667
537.28,7.72945,28.8326666667,4.38613333333,25.5453148148,4.7896,5.7116,5.57866666667,6.5128,9.87703333333,6.04633333334,7.39813333333
537.62,7.70703333334,28.8359333333,4.35546666667,25.541962963,4.77263333333,5.70106666667,5.55353333333,6.4964,9.85333333334,6.00926666667,7.39046666667
537.97,7.70845833333,28.8285,4.3542,25.5340925926,4.7774,5.703,5.5446,6.5015,9.85790000001,6.00393333333,7.38626666667
538.31,7.748575,28.8601333333,4.38826666667,25.5456592593,4.81816666667,5.7422,5.58853333333,6.566,9.90383333333,6.05673333333,7.43526666667
538.65,7.74148333334,28.8248,4.3862,25.5164740741,4.80256666667,5.73506666667,5.574,6.55703333333,9.88916666667,6.0544,7.42553333333
539.00,7.72506666666,28.8403,4.369,25.5089555556,4.7784,5.71973333333,5.54973333333,6.5418,9.86813333334,6.03773333333,7.40186666667
539.34,7.71741666667,28.8170333333,4.3708,25.491037037,4.7722,5.72306666667,5.5442,6.5553,9.84783333333,6.0342,7.41326666667
539.69,7.70680833333,28.7934,4.35886666667,25.4768370371,4.7564,5.71106666667,5.54193333333,6.5617,9.8412,6.01653333333,7.4096
540.03,7.67314999999,28.7265333333,4.338,25.4520925926,4.7414,5.69953333333,5.5296,6.54523333333,9.81033333333,6.00653333333,7.38793333333
540.37,7.65130833333,28.6739666667,4.32553333333,25.4025407407,4.71676666667,5.67873333333,5.50386666667,6.51853333333,9.78493333334,5.9892,7.3592
540.72,7.653525,28.6820666667,4.33226666667,25.393062963,4.7166,5.68106666667,5.5042,6.5173,9.78716666667,5.98766666667,7.37586666667
541.06,7.63975833333,28.698,4.32493333333,25.4069259259,4.71763333333,5.67233333333,5.49286666667,6.494,9.7801,5.98373333333,7.3544
541.40,7.65148333333,28.7092666667,4.34306666667,25.4145148148,4.72696666667,5.684,5.50946666667,6.51216666667,9.78563333334,6.00973333333,7.36526666667
541.75,7.64420833333,28.7388333333,4.3436,25.4248333333,4.7308,5.69113333333,5.5042,6.5155,9.78279999999,6.0042,7.37673333333
542.09,7.63603333333,28.7432333333,4.35,25.4313666667,4.7349,5.6784,5.48953333333,6.4945,9.76529999999,5.9866,7.37433333333
542.43,7.66522499999,28.7932666667,4.38026666667,25.4865666667,4.76916666667,5.71106666667,5.51353333333,6.52346666667,9.79020000001,6.0196,7.41233333333
542.78,7.68148333333,28.8284,4.4022,25.5160740741,4.79513333333,5.74013333334,5.53226666666,6.54563333333,9.82039999999,6.0404,7.4406
543.12,7.70542499999,28.9151666667,4.4398,25.5777259259,4.83646666667,5.77266666667,5.558,6.57833333333,9.85426666667,6.0698,7.45413333333
543.46,7.74121666667,28.9748,4.48413333333,25.6233666667,4.87916666667,5.81153333333,5.589,6.61056666667,9.89253333333,6.10973333333,7.496
543.81,7.80399166666,29.0673,4.53006666667,25.6866777778,4.9378,5.85366666667,5.61813333333,6.6553,9.9373,6.14666666667,7.5548
544.15,7.84453333333,29.1304666667,4.56346666667,25.7363666667,4.98206666667,5.89526666667,5.6482,6.70726666667,9.96416666667,6.17966666667,7.61146666667
544.49,7.85514166667,29.1635,4.58813333333,25.7730074074,5.00153333333,5.89966666667,5.64313333333,6.71293333333,9.97306666665,6.19006666667,7.60886666667
544.84,7.93276666667,29.2359666667,4.65293333333,25.8707407407,5.06253333333,5.95546666667,5.70633333333,6.78826666667,10.0366333333,6.24633333333,7.68726666667
545.18,7.96719166666,29.2497666667,4.682,25.9089666667,5.1043,5.98026666667,5.74053333333,6.82083333333,10.0757333333,6.27906666667,7.73746666667
545.52,7.99095,29.2507666667,4.69706666667,25.9227296296,5.11383333333,5.9762,5.76673333333,6.824,10.0880333333,6.3066,7.75493333333
545.87,8.01760833333,29.3176,4.71006666667,25.9644592593,5.12613333333,5.9972,5.78933333333,6.84636666667,10.1095333333,6.3338,7.75893333333
546.21,8.02490833334,29.3436333333,4.70186666667,25.9817333333,5.1253,5.98833333333,5.7848,6.84236666667,10.1089666667,6.31566666667,7.76193333333
546.55,8.03576666666,29.3781,4.7148,26.0095296296,5.14656666667,5.987,5.79913333333,6.85663333333,10.1065333333,6.32853333333,7.77553333333
546.90,8.02191666667,29.3803333333,4.68646666667,26.0007296296,5.12296666667,5.96046666667,5.7722,6.8301,10.0935666667,6.2942,7.77206666666
547.24,8.02358333333,29.4294666667,4.6846,26.0410666667,5.1207,5.95913333333,5.7618,6.82453333333,10.1030333333,6.29246666667,7.77333333333
547.58,8.03096666668,29.4795333333,4.69666666667,26.0874296296,5.11736666667,5.97793333333,5.78626666667,6.8412,10.1184333333,6.29973333333,7.78173333333
547.92,8.04375000001,29.5225,4.723,26.1542444444,5.12483333333,5.9868,5.80593333333,6.84256666667,10.1472666667,6.32806666667,7.7994
548.27,8.051675,29.5690333333,4.70766666667,26.1905777778,5.10876666667,5.9906,5.82286666667,6.8548,10.1451,6.3206,7.80833333333
548.61,8.02242500001,29.5417,4.685,26.1394481481,5.09373333334,5.97413333333,5.809,6.83316666667,10.1183,6.298,7.78953333333
548.95,8.00310833333,29.5912666667,4.67426666667,26.1759740741,5.07793333333,5.96533333333,5.79413333333,6.81443333333,10.1005666667,6.2738,7.75733333333
549.29,8.01033333332,29.6443666667,4.67793333333,26.2253481482,5.10316666667,5.99953333333,5.79406666667,6.86443333333,10.1249,6.29233333333,7.7774
549.64,7.99200833333,29.6254,4.67686666667,26.2250111111,5.10473333333,6.0062,5.77873333333,6.8642,10.1320333333,6.28573333333,7.79326666667
549.98,7.98216666667,29.6360666667,4.66853333333,26.2286444444,5.10883333333,6.0132,5.78593333333,6.87116666667,10.1447,6.2892,7.79273333333
550.32,8.03289166667,29.7225,4.69926666667,26.310637037,5.13423333333,6.05013333333,5.80986666667,6.90716666667,10.1742,6.3222,7.8192
550.66,8.08531666666,29.745,4.74973333333,26.3400518519,5.1828,6.10693333333,5.8506,6.9502,10.2107666667,6.3818,7.8628
551.01,8.06225,29.7029666667,4.71646666667,26.2871777778,5.1441,6.08133333334,5.81473333333,6.92716666667,10.1567333333,6.34666666667,7.8354
551.35,8.0273,29.6831333333,4.66393333333,26.2506148148,5.08583333333,6.02073333333,5.7634,6.8497,10.1167666667,6.3142,7.78673333333
551.69,8.02262500001,29.6956666667,4.65393333333,26.2246555555,5.09023333333,6.03766666667,5.77046666667,6.85813333333,10.1073,6.31806666667,7.77213333333
552.03,8.04472500001,29.6896666667,4.68813333333,26.2363074074,5.1319,6.08946666667,5.81546666667,6.8577,10.1387666667,6.34633333333,7.79106666667
552.38,8.03260833333,29.6940333333,4.69933333334,26.2318666667,5.11386666667,6.09366666667,5.80206666667,6.83596666667,10.1278,6.341,7.80153333333
552.72,8.04635833332,29.7220666667,4.70753333333,26.2431555556,5.1101,6.08333333333,5.7842,6.8325,10.1321333333,6.33746666667,7.807
553.06,8.06134166665,29.7253333333,4.7162,26.2591851852,5.12013333333,6.0756,5.7788,6.8053,10.1352,6.325,7.79166666667
553.40,8.05850833333,29.7748666667,4.7078,26.2586222222,5.1074,6.05826666667,5.78646666667,6.80993333333,10.1211333333,6.31773333333,7.78113333333
553.74,8.07295833333,29.8181333333,4.73193333333,26.2743296296,5.13156666667,6.07733333333,5.80573333333,6.81563333333,10.1290666667,6.33586666667,7.80346666667
554.09,8.08544166667,29.7940333333,4.74586666667,26.2609962963,5.14853333333,6.07513333333,5.82733333334,6.82336666667,10.1359666667,6.3396,7.83033333333
554.43,8.06844166665,29.7891,4.709,26.2552259259,5.12106666667,6.04426666667,5.83646666666,6.79826666667,10.1227,6.32186666667,7.81553333333
554.77,8.108225,29.8505333333,4.751,26.3383777778,5.16603333333,6.063,5.87493333333,6.83603333333,10.1888666667,6.35113333333,7.8606
555.11,8.10693333333,29.8773666667,4.77373333333,26.3697259259,5.18586666667,6.0706,5.87846666667,6.86523333333,10.1949333333,6.33726666667,7.89046666667
555.45,8.11121666666,29.8484666667,4.76693333333,26.3697777778,5.1959,6.0616,5.87146666667,6.86143333333,10.1992333333,6.34733333333,7.89806666667
555.80,8.11874999999,29.9085666667,4.76386666667,26.3954148148,5.20736666667,6.05533333333,5.84486666667,6.89136666667,10.2044666667,6.3498,7.92446666667
556.14,8.15824166665,29.9299666667,4.77353333333,26.4085333333,5.2433,6.0762,5.86753333333,6.92713333333,10.2413,6.38293333333,7.93506666667
556.48,8.18041666667,29.9695,4.79286666667,26.4331888889,5.28696666667,6.11226666667,5.90166666667,6.96406666667,10.263,6.40946666667,7.96753333334
556.82,8.19233333335,29.9942666667,4.80826666667,26.4553814815,5.2951,6.13493333333,5.92726666667,6.98326666667,10.2612,6.41706666667,7.98706666667
557.16,8.20865833334,29.9715666667,4.82586666667,26.4668111111,5.3196,6.1478,5.9334,6.99833333333,10.2932,6.42933333333,7.9896
557.50,8.20190833333,29.9281333333,4.80533333333,26.4610444445,5.29853333333,6.13426666667,5.91186666667,6.99383333333,10.2709,6.4152,7.98153333333
557.85,8.19812500001,29.9667333333,4.78466666667,26.4955444444,5.2921,6.14006666667,5.93266666667,7.00026666667,10.2809666667,6.41046666667,7.98886666667
558.19,8.14088333333,29.9492333333,4.76386666667,26.4605814815,5.248,6.10506666667,5.9028,6.96653333333,10.2351333333,6.38453333333,7.965
558.53,8.105975,29.9457,4.70673333333,26.4309407407,5.19706666667,6.085,5.89066666667,6.919,10.1791,6.369,7.91146666666
558.87,8.09674166666,29.8938333333,4.67533333333,26.3966851852,5.16963333333,6.08546666667,5.89993333333,6.91016666667,10.1566666667,6.37766666667,7.86886666667
559.21,8.03918333332,29.8810666667,4.641,26.3830296296,5.10783333333,6.047,5.8602,6.85846666667,10.1059,6.30853333333,7.81386666667
559.55,8.04360833333,29.8559666667,4.64633333333,26.3915814815,5.09853333333,6.0396,5.873,6.83816666667,10.0795333333,6.3188,7.80346666667
559.89,8.03342499999,29.9215666667,4.64806666667,26.4508777778,5.09276666667,6.02993333333,5.88026666667,6.83186666667,10.0879333333,6.32933333333,7.808
560.23,8.03325833333,29.9239666667,4.66153333333,26.4401407408,5.08296666667,6.04186666667,5.8906,6.82096666667,10.1001,6.34913333333,7.81206666667
560.58,8.02273333333,29.9354,4.66513333333,26.4333814815,5.07466666667,6.0308,5.8906,6.82666666667,10.1058666667,6.36493333333,7.81466666667
560.92,8.00800833333,29.9101,4.66753333333,26.4274592593,5.05496666667,6.04253333333,5.89653333333,6.81066666667,10.0731333333,6.36,7.84306666667
561.26,8.03055833333,29.9460333333,4.67486666667,26.4600074074,5.06043333333,6.06086666667,5.92746666667,6.82383333333,10.0806,6.37133333333,7.84926666667
561.60,8.01167499999,29.8946333333,4.67806666667,26.404537037,5.0274,6.02833333333,5.87533333334,6.772,10.0499,6.35466666667,7.8088
561.94,8.02017500001,29.8815666667,4.66606666666,26.4230592592,5.01316666667,6.0296,5.87033333333,6.76456666667,10.0459333333,6.33773333334,7.7918
562.28,7.99754999999,29.8687333333,4.67426666667,26.416837037,5.0133,6.01786666667,5.8508,6.74923333333,10.0361666666,6.31973333333,7.80913333333
562.62,8.02135833333,29.9746333333,4.70573333333,26.4918555556,5.0483,6.0514,5.87793333333,6.78206666667,10.0586333333,6.32753333333,7.8366
562.96,8.07893333333,29.9909333333,4.7294,26.4914814815,5.09516666667,6.08706666667,5.9008,6.81416666667,10.0856666667,6.36353333333,7.88873333333
563.30,8.054575,29.9881666667,4.69333333333,26.4604518519,5.07663333333,6.07113333333,5.86953333333,6.79563333333,10.0859333333,6.33946666666,7.8872
563.64,8.04120833334,29.9479666667,4.67086666667,26.4212629629,5.0431,6.054,5.83633333333,6.7812,10.0519333333,6.30473333333,7.87366666667
563.99,7.99544999999,29.9044,4.63913333333,26.3955222222,5.00766666667,6.02446666667,5.80593333334,6.762,10.0236333333,6.27966666667,7.85046666667
564.33,8.00214166667,29.8938,4.65013333333,26.3863444444,5.0133,6.03073333334,5.80966666667,6.75346666667,10.0459666667,6.27513333333,7.8718
564.67,8.04087499999,29.9594666667,4.65093333333,26.4362740741,5.0386,6.03626666666,5.82446666667,6.77393333333,10.0786666667,6.31053333333,7.90206666667
565.01,8.01601666667,29.9365666667,4.63713333333,26.3836222222,5.02213333333,6.0182,5.80346666667,6.75086666667,10.0585,6.28833333333,7.901
565.35,7.97297499999,29.9001666667,4.5824,26.3505148148,4.98116666667,5.98006666667,5.76686666667,6.74086666667,10.0132333333,6.2584,7.87833333333
565.69,7.98284999999,29.9254333333,4.60213333333,26.364237037,5.00363333333,5.98926666667,5.77306666667,6.7631,10.0465333333,6.27693333333,7.90553333333
566.03,8.01821666667,29.9155333333,4.61146666667,26.3557592593,5.03166666666,6.0146,5.7942,6.7939,10.0669333333,6.29093333333,7.916
566.37,8.01940000001,29.8829666667,4.6204,26.3296,5.05053333333,6.0104,5.79226666667,6.77816666667,10.0824333333,6.31033333333,7.9422
566.71,8.0205,29.9400333333,4.64386666667,26.3787666667,5.04413333333,6.01273333333,5.81626666667,6.7853,10.1132333333,6.3314,7.95826666667
567.05,8.08295833334,30.0073666667,4.71746666667,26.4569925926,5.10333333333,6.0754,5.88906666667,6.8656,10.1811666667,6.4138,8.0336
567.39,8.10421666665,30.0394666667,4.7176,26.4890444445,5.1216,6.0944,5.92546666667,6.88746666667,10.2110666667,6.43126666667,8.06093333334
567.73,8.12538333333,30.0536666667,4.70246666667,26.5122666667,5.13,6.10153333333,5.92273333333,6.87893333333,10.2084666667,6.42153333333,8.06193333334
568.07,8.10194999999,30.0615,4.65973333333,26.5214925926,5.1129,6.09033333333,5.90273333333,6.87173333333,10.1936666667,6.4092,8.0472
568.41,8.05296666667,30.0369,4.62866666667,26.4998222222,5.0722,6.075,5.86473333333,6.8368,10.1614333333,6.36813333333,8.0118
568.75,8.09778333333,30.0931666667,4.6564,26.5362148148,5.11166666667,6.08673333333,5.884,6.8595,10.2078333333,6.42066666667,8.04026666667
569.09,8.15253333333,30.1472,4.71726666667,26.5949037037,5.17356666667,6.1468,5.9452,6.9076,10.2665333333,6.46426666667,8.10106666667
569.43,8.17817499999,30.1591,4.71306666667,26.594662963,5.1867,6.16986666667,5.9528,6.92893333333,10.2687,6.47146666667,8.11433333333
569.77,8.14843333334,30.2023,4.69526666667,26.6265666667,5.15273333333,6.13513333333,5.9152,6.90156666667,10.2617,6.4496,8.08186666666
570.11,8.11939166667,30.1753,4.6738,26.6125666667,5.10733333333,6.10793333333,5.8762,6.8934,10.2364333333,6.41686666667,8.03193333333
570.45,8.09953333333,30.1663666667,4.6416,26.6007629629,5.10543333334,6.08806666667,5.86253333333,6.88426666667,10.2253666667,6.39213333333,7.996
570.79,8.04771666666,30.0975666667,4.5904,26.5295296296,5.05726666667,6.02813333333,5.8114,6.81816666667,10.1718333333,6.31506666667,7.91773333333
571.13,8.057175,30.1266,4.6208,26.5474333333,5.08133333333,6.05406666667,5.8256,6.845,10.1931666667,6.33293333333,7.94313333333
571.47,8.06623333334,30.1345,4.62393333333,26.5625185185,5.0896,6.0554,5.84186666667,6.85476666667,10.1941333333,6.3356,7.95113333333
571.81,8.09920833333,30.1953,4.64626666667,26.5802037037,5.1017,6.07346666667,5.8756,6.8776,10.2003333333,6.36046666667,7.97333333333
572.15,8.13409166668,30.2472666667,4.68353333333,26.6095185185,5.13793333334,6.0988,5.91926666667,6.90863333333,10.2375333333,6.37593333333,7.99413333333
