wavelength,Back_ThrCypf,Belly_ThrCypf,Breast_ThrCypf,Crissum_ThrCypf,Crown_ThrCypf,DorTail_ThrCypf,Patch10_ThrCypf,Patch11_ThrCypf,Rump_ThrCypf,Throat_ThrCypf,WingTip_ThrCypf
553.40,19.475,41.6976666667,34.6479333334,32.9446666667,17.3964,16.2278,27.9663333333,20.5449333333,23.5381333333,33.9580666667,8.95073333333
553.74,19.5088666667,41.7052,34.6839333333,32.9784,17.4123333333,16.2485333333,27.9662666667,20.4847333333,23.5349333333,34.0220666667,8.97300000001
554.09,19.5177333333,41.7054,34.6851333333,33.0252666667,17.427,16.2609333333,27.9579333333,20.3856666667,23.5536666667,34.0588,9.00173333334
554.43,19.5208,41.6893333333,34.6880666667,33.0346,17.4536,16.2658666667,27.9535333333,20.3065333333,23.5464,34.089,9.02766666667
554.77,19.558,41.7094,34.7027333333,33.1146,17.5222,16.2686,27.9703333333,20.2667333333,23.5676,34.1458,9.07133333333
555.11,19.5260666667,41.6942666667,34.6858666667,33.1326,17.4895333333,16.2338,27.9473333333,20.1566666667,23.5680666667,34.1271333333,9.03726666667
555.45,19.5062666667,41.6362,34.6178,33.1320666667,17.5109333333,16.2039333333,27.9322666667,20.0535333333,23.5187333333,34.1428,9.01413333333
555.80,19.5888,41.7246,34.751,33.2534,17.6444666667,16.3114,28.0376,20.0978,23.5952666667,34.2788666667,9.13713333333
556.14,19.5682666667,41.7113333333,34.7482,33.3019333333,17.6657333333,16.3370666667,28.0382,20.0158666667,23.596,34.2946666667,9.13173333333
556.48,19.5758,41.6728,34.7137333333,33.3386666667,17.7306,16.3617333333,27.9986,19.9750666667,23.5890666667,34.3016666667,9.15319999999
556.82,19.5118666667,41.6563333333,34.7063333333,33.356,17.7458666667,16.3139333333,27.9458666667,19.8914666666,23.5785333333,34.3235333333,9.1254
557.16,19.4806666667,41.6205333333,34.6488666667,33.4054,17.7534666666,16.3037333333,27.9596666667,19.791,23.5576,34.3152,9.14866666666
557.50,19.4164666667,41.5802,34.6316,33.4258666667,17.7572,16.2356666667,27.9430666667,19.7075333333,23.5024,34.3066666667,9.13819999999
557.85,19.3851333333,41.5594,34.6118,33.4389333333,17.7744,16.1698,27.9283333333,19.6117333333,23.4064,34.3164,9.0978
558.19,19.4049333333,41.5872666666,34.6612666667,33.5423333333,17.8310666667,16.1824666667,27.9365333333,19.5582,23.3782,34.4068666667,9.10546666666
558.53,19.3383333333,41.5886666666,34.6806,33.5369333333,17.8111333333,16.1734666667,27.9326666667,19.4594,23.3584,34.4339333333,9.09866666666
558.87,19.2581333333,41.4969333333,34.5831333333,33.4818,17.7679333333,16.1047333333,27.8406666667,19.3547333333,23.2628666667,34.3888,9.06799999999
559.21,19.2815333333,41.5162,34.6124,33.5312,17.8070666667,16.1095333333,27.8462,19.3074,23.2678,34.4333333333,9.08746666667
559.55,19.2096666667,41.4203333333,34.5308,33.5059333333,17.7383333333,16.0201333333,27.7730666667,19.1710666667,23.1960666667,34.4173333333,9.00066666666
559.89,19.1539333334,41.3145333333,34.4182666667,33.4485333333,17.716,15.9494,27.6622666667,19.066,23.0894,34.3910666667,8.98660000001
560.23,19.1561333333,41.2946,34.4362666667,33.4581333333,17.6933333333,15.8988,27.6403333333,18.9940666667,23.0537333333,34.4202666667,9.00613333333
560.58,19.145,41.2822666667,34.4301333333,33.4584,17.7090666666,15.873,27.6287333333,18.9284666667,23.0126666667,34.4634666667,9.01380000001
560.92,19.1586666667,41.304,34.4535333333,33.4748666667,17.7264,15.8771333333,27.6026,18.9154666667,23.0102,34.5148,9.03193333334
561.26,19.1278,41.2562666667,34.3826666667,33.4268666667,17.7187333333,15.8228666667,27.5337333333,18.8138,22.9496666667,34.5001333333,9.01033333333
561.60,19.1152,41.2176666667,34.3558,33.4415333333,17.7233333333,15.8217333333,27.4856,18.7614,22.9422,34.5160666667,9.02046666667
561.94,19.0707333333,41.1357333333,34.2737333333,33.3758,17.711,15.7938,27.4184666667,18.6938666667,22.8765333333,34.4894666666,9.04633333333
562.28,19.0064,41.0266666667,34.1607333333,33.3493333333,17.6532,15.7076,27.2933333333,18.584,22.7496,34.4288666667,8.98453333333
562.62,19.025,40.9769333333,34.1320666667,33.3854,17.6915333333,15.6986,27.2644666667,18.5239333333,22.7138,34.464,8.99499999999
562.96,18.8440666667,40.7712666667,33.9542666667,33.2534,17.5302,15.5401333333,27.0800666667,18.2974666667,22.5242,34.3226666667,8.85993333333
563.30,18.8474666667,40.718,33.8946666667,33.2487333333,17.5697333333,15.5294,26.9985333333,18.2370666667,22.4694,34.3008,8.87786666667
563.64,18.7910666667,40.6243333333,33.8482666667,33.2011333334,17.5244,15.4511333333,26.9225333333,18.1241333333,22.3691333334,34.2734,8.85153333333
563.99,18.8040666667,40.6521333333,33.8573333333,33.2634666667,17.5991333333,15.4699333333,26.9243333334,18.0891333333,22.3564,34.3388,8.88733333333
564.33,18.7556666667,40.557,33.7524666667,33.1894666667,17.5534666667,15.4002666667,26.8089333333,17.9491333333,22.2517333333,34.2479333333,8.86380000001
564.67,18.7694,40.4885333333,33.6968666667,33.2130666667,17.5992,15.4054666667,26.7540666667,17.9034,22.2006,34.2624,8.91739999999
565.01,18.7349333333,40.4066,33.645,33.1754666667,17.5954666666,15.3780666666,26.6664,17.8436666666,22.1194666667,34.2318,8.91273333334
565.35,18.6702,40.3690666667,33.5838666667,33.1228666667,17.5506666667,15.3169333333,26.5890666667,17.7216,22.015,34.2143333333,8.86893333333
565.69,18.6148666667,40.2926666667,33.5092666667,33.097,17.4736,15.2375333333,26.4678,17.6042666667,21.9268666667,34.1384666667,8.79620000001
566.03,18.5982666666,40.2214666667,33.4381333333,33.0527333333,17.4857333333,15.2033333333,26.4038,17.5449333333,21.8700666667,34.1076,8.80446666667
566.37,18.6091333333,40.2351333333,33.4398666667,33.0721333333,17.5334666667,15.2302666667,26.3903333333,17.5100666667,21.8353333333,34.1716,8.84880000001
566.71,18.6974666667,40.2884666667,33.5028666667,33.1434,17.6392,15.2875333333,26.4286666667,17.5806,21.8748,34.2744666666,8.9498
567.05,18.6434,40.2199333333,33.4572666667,33.1250666667,17.6141333333,15.2492,26.3658,17.5027333333,21.8082666667,34.2726666667,8.94306666666
567.39,18.6457333333,40.2374,33.4411333333,33.1365333333,17.6423333333,15.2388666667,26.3266,17.4651333333,21.7710666667,34.2902666667,8.93913333333
567.73,18.5556666667,40.0944666667,33.2972,33.0343333333,17.5848666667,15.1494666667,26.1998,17.3552666667,21.6375333333,34.1805333333,8.89859999999
568.07,18.5831333333,40.0770666667,33.3086666667,33.1044666667,17.6480666667,15.1791333333,26.1965333333,17.3902,21.6309333333,34.2677333333,8.96019999999
568.41,18.4982,40.0316,33.2516666667,33.0711333333,17.5933333333,15.0744666666,26.1185333333,17.2873333333,21.5340666667,34.2624666667,8.89900000001
568.75,18.4428666667,39.9668,33.1554,33.0497333333,17.5667333333,15.0158666667,26.0432666667,17.1896666667,21.4500666667,34.2199333333,8.88526666667
569.09,18.4030666667,39.8335333333,33.0685333333,33.0223333333,17.5665333333,14.9783333333,25.9419333333,17.1317333333,21.378,34.1616,8.89786666667
569.43,18.4068666667,39.8056,33.0227333333,33.0215333333,17.5862,14.9732,25.9349333333,17.1156,21.3345333333,34.1843333333,8.9158
569.77,18.3910666667,39.7797333333,32.9992,33.0334666667,17.6128666667,14.9492,25.9050666666,17.0904,21.2904666667,34.2221333333,8.91913333333
570.11,18.3622666667,39.7002666667,32.9246,32.9932,17.576,14.8689333333,25.79,17.0178666667,21.2026666667,34.1358,8.90866666667
570.45,18.3425333333,39.6388666667,32.8782,32.9904666667,17.5592,14.8504666667,25.6934666667,16.9364666667,21.1385333333,34.11,8.92013333334
570.79,18.3063333334,39.6112,32.8324,32.992,17.5368666667,14.8079333333,25.6315333333,16.8738,21.0682666667,34.1000666667,8.88866666666
571.13,18.285,39.5480666667,32.7796,32.9916,17.534,14.7849333333,25.5591333333,16.8345333333,21.0276666667,34.1028666667,8.91313333333
571.47,18.254,39.4942,32.7291333333,32.9730666667,17.4818666667,14.7609333333,25.4598666667,16.7690666667,20.9553333333,34.1059333333,8.90433333333
571.81,18.1682,39.3798,32.594,32.8641333333,17.3823333333,14.6717333333,25.3400666667,16.6227333333,20.7962666667,33.9834,8.83933333333
572.15,18.1303333333,39.3028666667,32.4974,32.7832,17.332,14.6248666667,25.2324,16.5297333333,20.6933333333,33.9177333333,8.82560000001
572.49,18.1226666667,39.3041333333,32.4631333333,32.8011333333,17.3298666667,14.6171333333,25.1819333333,16.4842666667,20.6557333333,33.9830666667,8.83373333333
572.83,18.0778,39.2829333333,32.4469333333,32.7672666667,17.294,14.554,25.1365333333,16.4520666667,20.5798,34.0046,8.80593333333
573.17,18.0835333334,39.2846666667,32.453,32.7821333333,17.3239333333,14.538,25.1143333333,16.4098,20.5487333333,34.0495333333,8.84139999999
573.51,18.0945333334,39.2702666667,32.4617333333,32.8268,17.335,14.5514,25.0985333333,16.3798666667,20.5162666667,34.0794,8.87186666666
573.85,18.0676666667,39.2666,32.4486666667,32.8524,17.3284,14.5506666667,25.0972,16.3483333333,20.5013333333,34.1464,8.88186666667
574.19,18.019,39.2091333333,32.3661333333,32.7941333333,17.3152,14.4898666667,25.0356,16.2735333333,20.4198,34.1226,8.86059999999
574.53,18.0054,39.1464666667,32.3176666667,32.7538666667,17.3026,14.4497333333,24.9970666667,16.2183333333,20.3816,34.1074666667,8.8842
574.87,18.0195333333,39.1464,32.3106,32.7692666667,17.2994666667,14.4736,24.9918,16.1857333333,20.3593333333,34.1343333333,8.9222
575.21,17.9884,39.0984,32.2811333333,32.7574,17.3091333333,14.4664,24.9834666667,16.1440666667,20.3434666667,34.1437333333,8.9506
575.55,17.9890666667,39.1256666667,32.3379333333,32.8361333333,17.3658,14.4969333333,24.9751333333,16.1429333333,20.4010666667,34.2534,9.00686666666
575.89,17.9926,39.1218,32.359,32.8595333333,17.3995333333,14.4783333333,24.995,16.1276666667,20.3918666667,34.3360666667,8.98533333333
576.22,17.9838666667,39.0710666667,32.3514,32.8370666667,17.4182666667,14.4782666667,24.9902,16.1202666667,20.3748,34.3286,9.02326666666
576.56,17.9892,39.0849333333,32.3221333333,32.8654,17.4576666667,14.4894,24.9884,16.0788,20.3711333333,34.3641333333,9.05106666666
576.90,17.9473333334,38.9800666667,32.202,32.8084,17.4311333333,14.4554666667,24.9251333333,16.0193333333,20.3106666667,34.305,9.05140000001
577.24,17.9035333333,38.9693333333,32.1626666667,32.769,17.4178666667,14.4067333333,24.8684,15.9574666667,20.2494,34.3035333333,9.04713333334
577.58,17.8644666667,38.8758666667,32.0496666667,32.7033333333,17.4302,14.3642,24.7849333333,15.8890666667,20.1607333333,34.2188,9.03573333334
577.92,17.8590666667,38.8999333333,32.0159333333,32.7342,17.4196666667,14.3338,24.7894,15.8591333333,20.132,34.247,9.05006666666
578.26,17.8727333333,38.9252,32.0143333333,32.7561333333,17.4720666667,14.4043333333,24.8022,15.8601333333,20.1245333333,34.3273333334,9.09999999999
578.60,17.8033333333,38.8124,31.9211333333,32.6885333333,17.4568,14.3437333333,24.7280666667,15.7736,20.0578666667,34.2682666667,9.09226666667
578.94,17.8098666667,38.8300666667,31.9092,32.7194,17.4894,14.3126666667,24.6883333333,15.7323333333,19.9796,34.3032,9.08906666667
579.28,17.8244,38.7778,31.8321333333,32.6656,17.47,14.2716666667,24.667,15.7042,19.9129333333,34.2641333333,9.1038
579.61,17.7948666667,38.7332,31.7666666667,32.6997333333,17.4925333333,14.2934,24.6344,15.6715333333,19.8689333333,34.2127333333,9.18366666667
579.95,17.7793333333,38.6909333333,31.6912,32.6931333333,17.4750666667,14.2898666667,24.6189333333,15.6184,19.8096666667,34.1853333333,9.20826666665
580.29,17.7899333333,38.6012,31.6235333333,32.6798666667,17.4776,14.3144,24.5584,15.593,19.7623333333,34.1586,9.26893333335
580.63,17.6825333333,38.5447333333,31.5788666667,32.6642666667,17.4154666667,14.2394,24.4593333333,15.48,19.6406,34.1467333333,9.22873333333
580.97,17.6824666667,38.4937333334,31.4932666667,32.6468,17.4090666667,14.2742666667,24.4408666667,15.4279333333,19.607,34.1306,9.25020000001
581.31,17.6133333333,38.4275333333,31.456,32.605,17.3336666667,14.2045333333,24.3550666667,15.3270666667,19.5078666667,34.1304666667,9.23459999999
581.65,17.5354,38.3324666667,31.3971333333,32.5624666667,17.3059333333,14.1778666667,24.2436,15.2668,19.4374,34.0932,9.2176
581.98,17.4443333334,38.2312666667,31.2632666667,32.5021333333,17.2140666667,14.033,24.1376,15.1400666667,19.3104666667,33.9882,9.14433333332
582.32,17.3190666667,38.1478666667,31.1299333333,32.4093333333,17.12,13.8854666667,24.0150666667,15.0082,19.1324666667,33.9396666667,9.0274
582.66,17.2959333333,38.1023333333,31.0750666666,32.3593333333,17.1211333333,13.8952666667,23.9752,15.0082,19.1261333334,33.9002,9.06153333335
583.00,17.2164666667,38.0538666667,30.9984,32.3482,17.0924,13.8684666666,23.9,14.9273333333,19.0607333334,33.8652,9.01686666667
583.34,17.1272,37.9545333333,30.8874666667,32.2403333333,16.9640666667,13.7620666667,23.7687333333,14.8196,18.9554,33.8307333333,8.92226666667
583.68,17.0718,37.9228666667,30.8554,32.2628666667,16.9302,13.7157333333,23.6708,14.7517333333,18.8792666667,33.8621333333,8.86260000001
584.01,17.1120666667,37.9736,30.8743333333,32.3167333333,16.954,13.7330666667,23.7012,14.7448,18.8888,33.8756666667,8.92946666667
584.35,17.1285333333,37.9151333333,30.77,32.2213333333,16.9298666667,13.7374666667,23.6653333333,14.7295333333,18.8659333333,33.8264,8.93686666666
584.69,17.0920666667,37.8308,30.7180666667,32.1927333333,16.8901333333,13.705,23.6266,14.7135333333,18.8078666667,33.7818,8.96453333334
585.03,17.1006666666,37.8561333333,30.7072666667,32.2004666667,16.9100666667,13.7382666666,23.6075333333,14.7236,18.7792,33.773,9.01746666666
585.37,17.1172666667,37.8487333333,30.6712666667,32.2145333334,16.9125333333,13.7343333334,23.6073333333,14.7192,18.743,33.7876,9.05826666667
585.70,17.0844,37.8199333333,30.6527333333,32.1777333333,16.9354666667,13.7439333333,23.53,14.7126666667,18.7029333333,33.7660666667,9.12106666666
586.04,17.1138666667,37.8378666667,30.6468666667,32.2201333333,16.921,13.7788666667,23.502,14.7082,18.6959333333,33.7549333333,9.14300000001
586.38,17.0788,37.7738,30.5748,32.2196,16.8975333333,13.7286666667,23.418,14.6183333333,18.6252,33.7351333333,9.11406666667
586.72,17.0916,37.8128666667,30.572,32.2545333334,16.9144666667,13.7463333333,23.4058666666,14.6639333333,18.586,33.7805333333,9.19213333334
587.06,17.0741333333,37.8167333333,30.5398,32.2982,16.9592666667,13.7517333333,23.3351333334,14.6337333333,18.5976666667,33.7618666667,9.24239999998
587.39,17.1342,37.8338666667,30.5380666667,32.2858666667,17.0101333333,13.7347333334,23.3028,14.6526,18.5771333333,33.7762,9.36026666666
587.73,17.0321333333,37.7919333333,30.4826,32.272,16.9431333333,13.6652,23.1817333333,14.5934666667,18.4671333333,33.7896,9.30819999999
588.07,16.9486666667,37.7931333333,30.4761333333,32.3349333333,16.9181333333,13.6116666667,23.0833333333,14.5578,18.3928,33.7901333333,9.32793333335
588.41,16.8824,37.8199333333,30.4284,32.3742,16.913,13.5555333333,22.9664666667,14.487,18.3474,33.8190666667,9.30980000001
588.74,16.8434666667,37.7814666667,30.3968666667,32.4134666667,16.8716,13.5158,22.9158666667,14.4328666667,18.3168666667,33.8522666667,9.32013333334
589.08,16.7944666667,37.7869333333,30.3841333333,32.4489333333,16.8697333333,13.4864666667,22.8577333333,14.391,18.2812,33.8844,9.33359999999
589.42,16.7560666667,37.779,30.327,32.4678666667,16.7983333334,13.426,22.7792666667,14.3211333333,18.1813333333,33.8892666667,9.31993333335
589.76,16.7767333333,37.7689333333,30.308,32.5226666667,16.8572,13.4908,22.7582666667,14.3830666667,18.1946,33.9193333333,9.44273333334
590.09,16.7412,37.7448666667,30.247,32.5196,16.8092666667,13.4667333334,22.6958666667,14.3859333333,18.1442,33.9145333333,9.4774
590.43,16.7044666667,37.7078,30.1912,32.5172666667,16.7995333333,13.4376,22.6231333333,14.3226666666,18.1106666667,33.9147333333,9.50319999999
590.77,16.7067333333,37.6802666667,30.1924,32.4953333334,16.788,13.4684,22.5839333333,14.3138,18.0676666667,33.9297333333,9.5558
591.11,16.5461333333,37.5303333333,29.9996,32.3982,16.6462666667,13.3326,22.4009333333,14.1456666667,17.9299333333,33.7958,9.41286666666
591.44,16.5244666667,37.4485333333,29.9132666667,32.3763333333,16.5956,13.2701333333,22.3310666667,14.109,17.8726,33.7412666667,9.43933333334
591.78,16.5459333334,37.4561333333,29.8941333334,32.4377333333,16.5938666667,13.2800666667,22.3341333333,14.0821333333,17.8696666667,33.7501333333,9.4638
592.12,16.4802,37.3114666667,29.7682666667,32.3344,16.5313333333,13.2053333333,22.2238,14.0687333333,17.7968,33.6738,9.47486666667
592.46,16.4492,37.2452,29.7048,32.3018666667,16.4924,13.1740666667,22.1374,14.0860666667,17.75,33.6344666667,9.46700000001
592.79,16.4252,37.1901333333,29.6413333334,32.2420666667,16.4688,13.1557333333,22.0556666667,14.0638666667,17.7068666667,33.5558,9.50899999999
593.13,16.3972,37.1393333333,29.5914666667,32.2176666667,16.4487333333,13.1552,21.9751333333,14.0473333333,17.6688,33.5566666667,9.52186666667
593.47,16.4027333333,37.1467333333,29.5850666667,32.2362,16.4466666667,13.1396,21.9157333333,14.0354666667,17.6317333333,33.5916,9.53593333333
593.80,16.2694,37.0438,29.4606,32.1365333333,16.3488,13.0314666667,21.7618666667,13.9034,17.5155333334,33.5135333333,9.46473333333
594.14,16.2314666667,36.9862666667,29.3883333333,32.0796,16.2856,12.962,21.6413333333,13.8622,17.4482,33.4436666667,9.43313333334
594.48,16.1928666667,36.9527333333,29.3154,32.0528,16.2293333333,12.8745333333,21.5597333333,13.856,17.3976,33.4409333333,9.41060000002
594.81,16.1811333333,36.9461333334,29.3067333333,32.066,16.2262,12.8784,21.5070666667,13.8674666667,17.381,33.4456,9.47226666665
595.15,16.1144666667,36.9533333333,29.2478,32.0568,16.2309333333,12.8406,21.4053333333,13.8344,17.3161333333,33.4502,9.41686666665
595.49,16.0503333333,36.8522666667,29.1649333333,31.9452,16.1998,12.7830666666,21.2898,13.7909333333,17.25,33.4309333333,9.41226666665
595.82,16.0209333333,36.8448666667,29.1284666667,31.9476,16.1658,12.7256,21.2062,13.7052,17.1843333333,33.4219333333,9.37466666665
596.16,15.9270666667,36.8254666666,29.0285333333,31.8924666667,16.0786666667,12.6446666667,21.1020666667,13.6186666667,17.1042666667,33.4147333333,9.32833333334
596.50,15.86,36.7711333333,28.938,31.8797333333,16.0009333333,12.5862666667,21.0076,13.5640666667,17.0234,33.4064666667,9.30593333333
596.83,15.8816666667,36.8044666667,28.9652666667,31.9309333333,16.0444666667,12.6118,21.0032666667,13.5958666667,17.0527333333,33.4218666667,9.37026666667
597.17,15.8745333333,36.7704666667,28.9370666667,31.9250666667,16.023,12.6053333333,20.9917333333,13.5674,17.0366666667,33.3907333333,9.42313333333
597.51,15.8914666667,36.7864,28.9406,31.9531333333,16.0555333333,12.6340666667,20.9938666667,13.5882,17.052,33.4311333333,9.48406666667
597.84,15.8651333333,36.7480666667,28.8884,31.9377333333,16.0329333333,12.6075333333,20.9475333334,13.5597333333,17.0012666667,33.4375333333,9.50046666667
598.18,15.8194,36.6975333333,28.8101333333,31.9495333333,16.0016,12.5646,20.8754,13.4820666667,16.9294666667,33.3922666667,9.52773333333
598.52,15.7851333333,36.6835333333,28.7759333333,31.9586666667,16.0035333333,12.5699333333,20.8506,13.4620666667,16.8833333333,33.3935333333,9.55446666666
598.85,15.8159333333,36.6453333333,28.7608666667,31.9674,15.9929333333,12.5946666667,20.819,13.4658666667,16.9398666667,33.3730666667,9.65173333335
599.19,15.8453333333,36.6585333333,28.765,32.0247333333,15.9957333333,12.6303333333,20.8026666667,13.497,16.9131333333,33.4236,9.71726666666
599.53,15.8211333333,36.6136666667,28.7244666667,32.0017333333,15.9526666667,12.6647333333,20.7717333333,13.5175333333,16.896,33.4024,9.79513333332
599.86,15.819,36.5152666667,28.6549333333,31.9276,15.9416,12.6286,20.685,13.4728,16.8285333333,33.2856,9.81293333335
600.20,15.8104,36.4680666667,28.6472,31.9247333333,15.9354666666,12.6273333333,20.6262,13.438,16.8164,33.2615333333,9.836
600.53,15.7666666667,36.4032,28.5806,31.8948,15.8854,12.5756,20.5588666667,13.4368666666,16.7557333333,33.2603333333,9.83460000001
600.87,15.5792,36.2916,28.4292,31.7961333333,15.6936,12.3712,20.3429333333,13.3095333333,16.552,33.2150666667,9.69573333333
601.21,15.5594,36.2691333333,28.4292666667,31.8423333333,15.652,12.3207333333,20.2724666666,13.2944666667,16.5054666667,33.2076,9.69619999999
601.54,15.5015333333,36.1494666667,28.3675333333,31.7996666667,15.6009333333,12.2546,20.1478,13.2732666667,16.4310666667,33.1479333333,9.69613333335
601.88,15.4832666666,36.129,28.3474,31.7878666667,15.6013333334,12.2868,20.1169333333,13.2969333333,16.3864666667,33.1589333333,9.72473333335
602.21,15.416,36.0368666667,28.2543333333,31.6971333333,15.4665333333,12.2111333333,19.9571333333,13.3020666667,16.3101333333,33.1002666667,9.708
602.55,15.3708,35.9628666667,28.1768666667,31.6242,15.4256,12.1554,19.8781333333,13.2641333333,16.1986666667,33.0678666667,9.72033333334
602.88,15.3436,35.9201333333,28.0981333333,31.5747333333,15.3964,12.1374,19.7748,13.2704666667,16.1604666667,32.9836,9.755
603.22,15.3532666667,35.9434,28.0707333333,31.5722,15.4047333333,12.1383333333,19.7116,13.2697333333,16.1129333333,32.9959333333,9.77973333335
603.56,15.3370666667,35.9800666667,28.0668,31.6040666667,15.3922666667,12.1433333333,19.6746,13.2706,16.0980666667,33.0722,9.81779999999
603.89,15.3302666667,35.9878,28.0384666667,31.574,15.3805333333,12.1337333333,19.6170666667,13.2827333333,16.0717333333,33.0967333333,9.80306666667
604.23,15.2558666666,35.92,27.946,31.5079333333,15.2853333333,12.0656666667,19.4772,13.1784,15.9746,33.0168,9.76353333332
604.56,15.2499333333,35.9155333333,27.9251333333,31.4794666667,15.3135333333,12.0783333333,19.4122,13.1677333333,15.9884,32.9944666667,9.78193333333
604.90,15.2616666667,35.9141333333,27.8800666667,31.4506666667,15.2956,12.0902,19.3618666667,13.1818,15.9560666667,32.9693333333,9.84253333333
605.23,15.2434,35.9252,27.8508,31.4351333333,15.2716666667,12.1024,19.3232666667,13.1542,15.9356666667,32.9802666667,9.86213333333
605.57,15.2127333333,35.89,27.7864,31.3717333333,15.2146,12.0524666667,19.2326,13.1095333333,15.8873333333,32.9344666667,9.85586666665
605.90,15.2152666667,35.8968666667,27.7977333333,31.3968666667,15.2462,12.0736,19.2286,13.0971333333,15.884,32.9606,9.87620000001
606.24,15.1692666667,35.8385333333,27.7068666667,31.3472,15.1594,12.0368666667,19.1416,13.0282666667,15.7995333333,32.9173333333,9.84086666667
606.58,15.159,35.7881333333,27.6703333333,31.3096666667,15.1271333333,11.9794,19.0990666666,12.983,15.7635333333,32.9104,9.86206666667
606.91,15.098,35.7007333333,27.6157333333,31.2872,15.0590666667,11.9338666667,19.0264666666,12.9736,15.7013333333,32.8712666667,9.84586666667
607.25,15.0617333333,35.6047333333,27.568,31.2712666667,15.0308,11.9559333333,18.982,12.9662666667,15.6424666667,32.7983333333,9.83819999998
607.58,14.9484,35.4858,27.4197333333,31.1671333333,14.932,11.8967333333,18.8772,12.9038666667,15.5192,32.6613333333,9.83660000001
607.92,14.9223333333,35.4159333333,27.3444,31.1204,14.8873333333,11.8362666667,18.8240666666,12.8982666667,15.4949333333,32.6103333333,9.81813333335
608.25,14.9278,35.3472666667,27.2899333333,31.1012,14.852,11.8245333333,18.8316666667,12.898,15.4521333333,32.605,9.8306
608.59,14.8293333333,35.1867333333,27.1525333333,30.9672666667,14.7512666667,11.7642666667,18.7292666667,12.8043333333,15.3425333333,32.4907333333,9.75286666667
608.92,14.8352666667,35.1616,27.1154666666,30.9302,14.7173333333,11.7587333333,18.6968,12.7753333333,15.2797333333,32.4665333334,9.75060000001
609.26,14.7818666667,35.1319333333,27.0819333333,30.9034666667,14.6494,11.7110666667,18.6475333333,12.7483333334,15.2027333333,32.4608666667,9.72793333335
609.59,14.7777333333,35.0955333333,27.0435333333,30.8356666666,14.6131333333,11.6972666667,18.6092666667,12.7186,15.1509333333,32.4068666667,9.74093333333
609.93,14.8104,35.1137333333,27.0901333333,30.8722666667,14.6582666667,11.7646,18.6196,12.7892666667,15.1954,32.4235333333,9.81906666667
610.26,14.7698,35.1354666667,27.0508666667,30.8590666667,14.6306666667,11.7542,18.5982666666,12.766,15.1638666667,32.4412666667,9.78906666667
610.60,14.7470666667,35.0844,27.0054666667,30.7842666667,14.5572666667,11.7122666667,18.5572666667,12.6692,15.1168,32.3865333333,9.78466666667
610.93,14.7476,35.0698,26.9626,30.7612666667,14.5336,11.6684666667,18.5177333333,12.6565333333,15.0885333333,32.3761333333,9.80713333334
611.27,14.7724,35.0415333333,26.9592,30.7996666667,14.4998666667,11.675,18.5380666667,12.6324,15.0662666667,32.3456666667,9.83006666667
611.60,14.7247333333,34.9986666667,26.9308,30.7357333333,14.4662666667,11.6858666667,18.4866666667,12.629,15.0147333333,32.3436,9.86466666667
611.93,14.6450666667,34.9866666667,26.8758,30.7127333333,14.3934,11.6620666667,18.395,12.5945333333,14.9504666667,32.2906666667,9.85006666667
612.27,14.6789333333,35.0294,26.8818,30.7384,14.4026666666,11.6829333333,18.3904,12.6514666667,14.9854666667,32.3390666667,9.91413333333
612.60,14.7054,35.0328666667,26.8562666667,30.7667333333,14.4361333333,11.7366666667,18.3708,12.7335333334,15.0298666667,32.307,9.99700000001
612.94,14.7033333333,34.9812,26.8221333333,30.7807333333,14.4265333334,11.7598,18.3381333334,12.7456666667,15.0177333334,32.2464,10.0366
613.27,14.7277333333,34.9794,26.8133333333,30.8167333333,14.4418,11.7697333334,18.3134,12.7747333333,15.0136,32.2626666667,10.0956666667
613.61,14.5754666667,34.8849333333,26.6758,30.6932,14.2988666667,11.6597333333,18.1760666667,12.6386,14.8769333333,32.1932666667,9.97366666668
613.94,14.5143333333,34.826,26.5972666667,30.6536666667,14.2107333333,11.6661333333,18.0309333333,12.5951333333,14.8082,32.1013333333,9.99293333333
614.28,14.5210666667,34.819,26.5701333333,30.6966,14.2390666667,11.6906,17.9668,12.6651333333,14.7768,32.1229333333,10.0074
614.61,14.5352,34.8504666666,26.5718,30.6452666667,14.2176,11.6995333333,17.8929333333,12.6565333333,14.7973333333,32.1326666667,10.0531333333
614.94,14.5794,34.9006,26.5874666667,30.659,14.2472,11.7182666667,17.8414666667,12.6973333333,14.8402666667,32.2189333333,10.1119333333
615.28,14.6350666666,34.8846,26.5594666667,30.6935333333,14.2670666667,11.7624666667,17.8356666667,12.7216,14.8072,32.2104666667,10.1528
615.61,14.6714666667,34.8564666667,26.5323333333,30.6205333333,14.2986666667,11.7136,17.7549333333,12.6963333333,14.7755333334,32.1756666667,10.193
615.95,14.6337333333,34.8432,26.5616,30.6159333333,14.3052,11.7116666667,17.6764,12.6127333333,14.714,32.1854,10.1609333333
616.28,14.5672,34.7763333333,26.5251333333,30.5427333333,14.2137333333,11.6599333333,17.5979333334,12.5408666667,14.5874666667,32.117,10.0794
616.61,14.5388666667,34.7783333333,26.4329333333,30.4694666667,14.1702666667,11.6217333333,17.4890666667,12.4936666667,14.5127333333,32.0835333334,10.0394666667
616.95,14.4663333333,34.6883333333,26.3388,30.4129333333,14.0854666667,11.5817333333,17.3774,12.3942,14.4197333333,32.0601333333,9.99779999999
