wavelength,Back_ParDomf,Belly_ParDomf,Breast_ParDomf,Crissum_ParDomf,Crown_ParDomf,DorTail_ParDomf,Rump_ParDomf,Throat_ParDomf,WingTip_ParDomf
367.84,6.41158333333,30.5357916666,29.2263333333,28.2184166667,4.50975,6.57841666667,12.6240833333,4.0505,8.88833333333
368.20,6.42866666667,30.4813333334,29.244,28.2576666667,4.44308333333,6.50541666667,12.584,4.03266666667,8.80833333333
368.56,6.61658333333,30.6405416667,29.4720833333,28.3645,4.57325,6.669,12.6934166667,4.15,8.87544444444
368.93,6.38591666667,30.5053333334,29.3195,28.2251666667,4.31716666667,6.43691666667,12.4271666667,3.86391666667,8.70688888889
369.29,6.41433333333,30.5244583334,29.3873333333,28.2439166667,4.42358333334,6.52766666667,12.4840833333,3.94383333333,8.80744444444
369.65,6.49658333333,30.6215,29.55625,28.4275,4.56383333333,6.61141666667,12.6010833333,4.08425,8.81161111111
370.01,6.44825,30.6997916667,29.6043333333,28.4198333333,4.52075,6.59033333333,12.571,4.00241666666,8.74077777778
370.38,6.47366666667,30.8897916667,29.7070833333,28.5725833333,4.65683333333,6.63108333333,12.6118333333,4.06233333333,8.81288888889
370.74,6.41658333333,30.9654166667,29.8086666667,28.5744166667,4.70825,6.60691666667,12.6324166667,4.09566666667,8.82416666667
371.10,6.25275,31.01925,29.77225,28.5978333333,4.59775,6.44508333333,12.5021666667,3.94158333333,8.67883333333
371.46,6.19508333333,30.9706666667,29.7211666667,28.5966666667,4.56041666667,6.37141666667,12.4161666666,3.86775,8.58544444444
371.83,6.34916666666,31.1379583333,29.8869166667,28.8104166667,4.72858333333,6.53316666667,12.5254166667,4.013,8.72877777778
372.19,6.44441666667,31.3754166667,30.0121666667,28.9653333334,4.8755,6.6395,12.64275,4.0885,8.84422222222
372.55,6.40708333333,31.5010416666,30.0621666667,29.02575,4.817,6.5855,12.5865,4.038,8.84194444444
372.92,6.49283333333,31.762875,30.381,29.3121666667,4.96491666667,6.69791666667,12.7489166667,4.14016666666,8.967
373.28,6.49991666667,31.913625,30.5278333334,29.3880833334,4.90308333333,6.63408333333,12.70075,4.12158333333,8.9125
373.64,6.63216666667,32.196375,30.7648333333,29.6723333334,5.006,6.74575,12.835,4.21425,9.09133333333
374.00,6.60625,32.2232083333,30.8211666667,29.7398333333,5.0265,6.69991666667,12.8534166667,4.30133333333,9.041
374.37,6.6385,32.2732083333,30.9319166667,29.7776666667,5.06433333333,6.754,12.9013333333,4.33816666666,9.01794444443
374.73,6.646,32.3830416667,31.107,29.9264166667,5.07816666667,6.76758333333,12.8825,4.28375,9.0555
375.09,6.74041666667,32.4562916667,31.2645833333,29.9765,5.104,6.77316666667,12.8953333333,4.35516666667,9.156
375.45,6.82366666666,32.5965833333,31.5231666667,30.1783333333,5.24341666667,6.88875,13.03375,4.47158333333,9.2941111111
375.81,6.76091666667,32.6495833333,31.68675,30.28425,5.17316666667,6.86916666667,13.0395,4.42191666667,9.26344444443
376.18,6.81133333333,32.6934583333,31.77625,30.3628333334,5.23208333333,6.95683333334,13.1093333333,4.55541666666,9.34577777777
376.54,6.71375,32.6441666667,31.7118333333,30.3625,5.17941666667,6.88058333333,13.0741666666,4.47533333334,9.30372222223
376.90,6.80441666667,32.748875,31.752,30.45475,5.21975,6.99241666667,13.1230833333,4.57325,9.39972222223
377.26,6.74925,32.784,31.7350833333,30.5051666667,5.17833333333,6.92325,13.07525,4.52241666667,9.3158888889
377.63,6.53916666667,32.6165833333,31.5295833334,30.3714166666,4.9995,6.71,12.8564166667,4.30825,9.08666666667
377.99,6.57125,32.802125,31.6748333333,30.4259166667,5.00241666667,6.73016666666,12.85825,4.26283333333,9.1211111111
378.35,6.55691666666,32.8778333333,31.7161666667,30.5040833333,4.94141666667,6.70341666667,12.8805,4.21166666667,9.12883333333
378.71,6.61141666666,32.9921666667,31.79975,30.60775,4.93225,6.69466666667,12.91475,4.24233333333,9.08816666667
379.07,6.56283333333,33.1087916667,31.8820833333,30.703,4.88858333333,6.67416666667,12.9094166666,4.17541666666,9.03916666667
379.44,6.511,33.1629583333,31.8213333333,30.72375,4.78575,6.61225,12.8565,4.09625,8.99055555557
379.80,6.44783333333,33.1597083333,31.7616666667,30.6406666667,4.67175,6.47791666667,12.7495,3.98225,8.85877777778
380.16,6.40866666666,33.2670833334,31.8578333333,30.7476666666,4.6065,6.40275,12.6399166667,3.83583333334,8.75688888889
380.52,6.40283333333,33.4284583334,32.0716666667,30.8989166666,4.61225,6.38025,12.63875,3.84841666667,8.75672222222
380.88,6.317,33.3600416667,32.02,30.8591666667,4.53441666666,6.27208333333,12.5584166667,3.75216666667,8.61116666667
381.24,6.34675,33.465125,32.1515833334,30.98725,4.55716666667,6.31108333333,12.6056666666,3.7795,8.62638888889
381.61,6.34441666667,33.575875,32.28975,31.0508333333,4.491,6.30033333334,12.6063333333,3.806,8.62916666667
381.97,6.24083333333,33.541125,32.2980833333,31.084,4.34433333333,6.21333333334,12.4923333333,3.69541666666,8.49733333333
382.33,6.16316666667,33.5887083333,32.3751666667,31.1511666666,4.28841666667,6.13441666667,12.4544166667,3.60783333333,8.40166666667
382.69,6.04416666667,33.6970833333,32.3576666666,31.1269166667,4.22633333333,6.06766666667,12.411,3.5455,8.37094444444
383.05,5.98041666667,33.6945416667,32.3111666667,31.1224166667,4.1915,6.04158333333,12.3968333333,3.52025,8.3595
383.41,5.93766666667,33.7681666667,32.4056666667,31.1726666667,4.17883333333,5.97441666667,12.3690833333,3.51008333333,8.34116666667
383.77,5.81125,33.764625,32.3771666667,31.19475,4.08108333333,5.91916666667,12.2959166667,3.41475,8.28266666667
384.14,5.72391666667,33.8127083333,32.402,31.26225,4.02483333333,5.90066666667,12.28825,3.38033333333,8.22833333333
384.50,5.71883333333,33.90375,32.4459166666,31.3531666667,4.01791666667,5.90075,12.3234166667,3.38708333334,8.25666666667
384.86,5.6875,34.0607083333,32.6148333333,31.4856666667,3.98758333333,5.82933333333,12.3273333333,3.35783333333,8.35922222222
385.22,5.75791666667,34.1145416666,32.7305,31.5714166667,4.03858333333,5.89266666667,12.3698333333,3.39883333333,8.44833333333
385.58,5.78325,34.1738333334,32.78,31.6231666667,4.07433333333,5.93358333333,12.4419166667,3.40375,8.42677777778
385.94,5.81983333333,34.292375,32.8696666667,31.7853333333,4.164,5.9705,12.5229166667,3.47425,8.449
386.30,5.7785,34.3222083333,32.8633333333,31.7879166667,4.12416666667,5.95341666667,12.4521666667,3.46208333333,8.39966666667
386.66,5.85483333333,34.3612916667,32.9693333333,31.8921666666,4.147,6.02116666667,12.4794166667,3.48716666666,8.43194444444
387.03,5.97708333333,34.4825833333,33.0959166667,32.0615833333,4.24033333333,6.139,12.5599166667,3.61433333333,8.50505555556
387.39,6.06416666667,34.58075,33.2336666667,32.1575833333,4.304,6.2335,12.654,3.6785,8.52744444444
387.75,6.16225,34.7154583333,33.3561666667,32.2555,4.40741666667,6.33366666666,12.73025,3.76658333333,8.58811111111
388.11,6.1295,34.719125,33.3966666667,32.2330833333,4.37208333334,6.28408333333,12.72725,3.76541666667,8.62155555556
388.47,6.07733333333,34.6420833334,33.3326666667,32.1424166666,4.30675,6.22866666667,12.6289166666,3.71358333333,8.53127777778
388.83,6.15191666667,34.75525,33.46275,32.2575833333,4.37641666667,6.33883333333,12.6771666667,3.80391666667,8.49633333333
389.19,6.124,34.8341666666,33.5060833333,32.2871666667,4.4115,6.33225,12.6828333333,3.83516666667,8.49022222222
389.55,6.13325,34.9720416667,33.643,32.4088333333,4.43308333333,6.33333333333,12.6609166666,3.84766666667,8.58094444444
389.91,6.16033333334,35.0052916667,33.7195,32.4149166667,4.46683333333,6.36733333333,12.69025,3.857,8.64483333333
390.27,6.22633333333,35.0299583333,33.791,32.4718333333,4.51075,6.36841666667,12.7038333333,3.92808333334,8.71272222222
390.63,6.24508333333,35.073625,33.83775,32.5454166667,4.56716666666,6.394,12.7448333333,3.98875,8.74383333333
391.00,6.206,35.1963333333,33.96625,32.59175,4.53641666667,6.3675,12.7564166667,3.92925,8.73966666667
391.36,6.19416666666,35.2529166667,34.0159166667,32.7016666667,4.51591666666,6.32566666667,12.7125,3.93416666666,8.75938888889
391.72,6.24708333333,35.3328333333,34.16325,32.8388333333,4.53333333333,6.32058333333,12.7534166667,3.95083333333,8.81777777778
392.08,6.34091666667,35.4261666666,34.2398333333,32.9661666667,4.61875,6.365,12.7954166667,4.01216666667,8.85072222222
392.44,6.38108333333,35.5819583334,34.3848333333,33.1410833333,4.68475,6.43183333333,12.8931666667,4.05175,8.92727777778
392.80,6.31891666667,35.5758333333,34.3056666667,33.1275,4.62733333333,6.365,12.8498333333,3.97891666666,8.88905555556
393.16,6.27866666666,35.5562083333,34.2789166666,33.1468333334,4.53516666667,6.30625,12.8085833334,3.89583333333,8.82916666667
393.52,6.3125,35.5663333334,34.3258333333,33.1755833333,4.55558333333,6.33458333333,12.81325,3.94225,8.83466666667
393.88,6.24908333333,35.719125,34.4389166667,33.30675,4.481,6.28408333333,12.7981666667,3.88333333333,8.77305555556
394.24,6.17258333333,35.7959166667,34.46475,33.3515833333,4.42266666667,6.24591666666,12.7426666667,3.79191666667,8.7245
394.60,6.14116666666,35.8460833333,34.47125,33.3770833334,4.40108333333,6.21175,12.711,3.72008333333,8.69377777778
394.96,6.10583333333,35.8293333333,34.42775,33.4344166667,4.41041666667,6.16216666667,12.6613333333,3.697,8.65077777778
395.32,6.10483333333,35.9335416667,34.5023333334,33.4416666667,4.45983333333,6.20408333334,12.681,3.69408333333,8.66872222222
395.68,6.1365,36.08275,34.57675,33.5194166667,4.51125,6.20758333334,12.709,3.73191666667,8.67688888889
396.04,6.09158333333,36.1675,34.6400833333,33.5645833334,4.47125,6.16808333333,12.6831666666,3.68616666667,8.66127777778
396.40,6.07366666667,36.22925,34.68425,33.5808333334,4.44516666667,6.12408333333,12.6521666667,3.6805,8.60844444444
396.76,6.05666666666,36.2998333333,34.8113333333,33.6403333333,4.48175,6.11216666667,12.6449166667,3.66325,8.6165
397.12,6.04566666667,36.4387083334,34.9141666667,33.7053333333,4.51133333334,6.12075,12.65025,3.65975,8.6275
397.48,5.97208333334,36.5434166667,34.9750833333,33.7840833333,4.48608333333,6.05325,12.6423333334,3.5925,8.54927777778
397.84,6.046,36.5884166667,35.0125833333,33.8248333333,4.58525,6.10533333333,12.69225,3.66708333333,8.64038888889
398.20,6.17658333333,36.790625,35.2243333333,34.0060833333,4.70791666667,6.22175,12.8615,3.78766666667,8.73394444444
398.56,6.20466666667,36.964375,35.424,34.131,4.69966666667,6.24833333334,12.8971666667,3.81558333333,8.75088888889
398.92,6.16583333333,37.0128333333,35.5501666667,34.1461666667,4.6465,6.22041666667,12.87875,3.77441666667,8.67733333333
399.28,6.14225,37.0712083334,35.5836666667,34.2395,4.606,6.19208333333,12.8496666667,3.7145,8.69238888889
399.64,6.09708333334,37.069625,35.622,34.2688333333,4.57133333333,6.188,12.8368333333,3.70558333333,8.66988888889
400.00,6.13283333334,37.1934583333,35.733,34.3590833333,4.613,6.24566666667,12.9090833333,3.75258333333,8.65838888889
400.36,6.07675,37.208,35.7935833333,34.3626666667,4.57658333333,6.20583333333,12.8950833333,3.69233333333,8.64027777778
400.72,6.1685,37.31725,35.9065833333,34.4886666667,4.619,6.279,12.9919166667,3.79208333333,8.70344444444
401.08,6.26858333333,37.447,36.0306666666,34.6381666667,4.70425,6.35191666667,13.0353333333,3.89516666666,8.75627777778
401.44,6.33616666667,37.5602916667,36.1403333333,34.7825,4.77466666667,6.43083333334,13.1186666667,3.965,8.83977777778
401.80,6.27891666666,37.54225,36.1454166667,34.7641666666,4.69633333333,6.36883333334,13.0356666667,3.89533333333,8.76
402.16,6.20933333333,37.589375,36.2075,34.8259166667,4.63775,6.30858333334,12.9845833333,3.82583333333,8.699
402.52,6.165,37.6233333333,36.2288333333,34.88875,4.60833333333,6.27616666667,12.943,3.80391666667,8.6715
402.88,6.18008333334,37.7302916666,36.2815833333,34.9965833334,4.619,6.29575,12.9483333333,3.83583333333,8.73766666667
403.24,6.14116666667,37.7331666666,36.3255833333,35.0331666667,4.59641666667,6.24291666666,12.94275,3.8325,8.68361111111
403.60,6.17475,37.8223333334,36.3754166666,35.1275,4.62325,6.266,12.9695,3.86775,8.71305555556
403.95,6.21625,37.91525,36.5034166666,35.2831666667,4.645,6.31325,12.9874166667,3.88858333333,8.78588888889
404.31,6.24983333333,38.0581666667,36.60325,35.4184166666,4.664,6.34683333333,13.0123333333,3.90791666666,8.77572222222
404.67,6.174,38.0702083334,36.6141666667,35.39325,4.58508333333,6.28808333333,12.9175833333,3.80625,8.71361111111
405.03,6.0895,38.1079583333,36.6588333333,35.441,4.49033333334,6.19116666667,12.8619166667,3.68108333333,8.6655
405.39,6.10541666667,38.14275,36.739,35.4936666667,4.46758333333,6.19366666667,12.8704166667,3.6825,8.65011111111
405.75,6.10575,38.2635416667,36.84,35.60325,4.47433333334,6.20641666667,12.8850833333,3.69716666667,8.67755555556
406.11,6.09116666667,38.2920833333,36.8778333333,35.6316666666,4.46441666666,6.16716666666,12.8600833333,3.68158333333,8.70494444444
406.47,6.14533333333,38.453,37.0420833333,35.7724166667,4.51566666667,6.18641666667,12.9340833333,3.72516666666,8.82
406.83,6.18608333333,38.5477916666,37.1475833333,35.8806666667,4.53758333334,6.21691666667,12.9564166667,3.74016666667,8.82466666667
407.19,6.2345,38.70025,37.2679166667,35.9870833333,4.56375,6.25366666667,13.01075,3.77016666667,8.87016666667
407.55,6.142,38.714875,37.30525,35.9941666667,4.46441666667,6.16458333333,12.9358333333,3.67816666667,8.79544444444
407.90,6.01508333334,38.7216666667,37.2768333333,35.9615833333,4.35233333333,6.02916666666,12.86175,3.5625,8.65566666667
408.26,5.99833333333,38.7051666667,37.2641666667,35.9798333334,4.32925,6.02441666667,12.82425,3.554,8.67166666667
408.62,6.00108333333,38.8317083334,37.3575833333,36.09475,4.31858333333,6.02375,12.8645833333,3.5615,8.65233333333
408.98,6.01233333333,38.9150416666,37.4458333334,36.1804166667,4.32916666667,6.05625,12.88575,3.5975,8.65755555556
409.34,6.00083333333,38.97875,37.51025,36.2155833333,4.329,6.05925,12.8461666666,3.60166666667,8.66472222222
409.70,6.07,39.0583333333,37.5914166666,36.3539166667,4.36366666666,6.11075,12.9093333333,3.64233333333,8.73222222222
410.06,6.07866666667,39.0885833333,37.6578333333,36.4125833333,4.32458333334,6.113,12.88925,3.64158333333,8.68455555556
410.42,6.03816666667,39.036875,37.6271666667,36.3920833334,4.27841666666,6.08125,12.8359166667,3.61508333333,8.57894444444
410.77,6.01175,39.1247916667,37.6941666666,36.4284166667,4.26408333333,6.042,12.85375,3.59233333334,8.52855555556
411.13,5.99916666667,39.1901666667,37.7721666667,36.4686666667,4.25841666667,6.03325,12.8649166667,3.58858333333,8.53016666667
411.49,6.06041666667,39.3131666666,37.8415,36.6139166667,4.34166666666,6.10275,12.9395833333,3.64183333333,8.59922222222
411.85,6.12283333334,39.3828333333,37.927,36.69925,4.39325,6.13158333333,12.9709166667,3.68325,8.67133333333
412.21,6.1735,39.5105833333,38.0634166666,36.8215,4.43166666666,6.14766666666,13.0050833333,3.69425,8.68211111111
412.57,6.18766666666,39.56175,38.1471666667,36.90325,4.42508333334,6.15166666667,13.0175833334,3.69516666667,8.69911111111
412.92,6.14891666667,39.6279583334,38.19725,36.9714166667,4.40458333333,6.10216666667,13.0295833334,3.66283333334,8.697
413.28,6.17316666667,39.7729583333,38.3010833333,37.0970833333,4.43541666666,6.12758333334,13.1028333333,3.67025,8.73583333333
413.64,6.12975,39.8689583334,38.4030833333,37.1563333333,4.42425,6.09458333333,13.10325,3.63866666667,8.69411111111
414.00,6.18133333333,40.06025,38.5148333333,37.31,4.51591666667,6.16725,13.2029166667,3.69775,8.78055555556
414.36,6.20466666667,40.1052083333,38.56675,37.3780833334,4.52808333333,6.18041666666,13.221,3.69625,8.783
414.72,6.27541666667,40.1634583333,38.6389166666,37.4800833334,4.57941666666,6.232,13.2606666666,3.74191666667,8.85555555556
415.07,6.28866666666,40.191375,38.6445833333,37.5238333333,4.597,6.23333333334,13.23425,3.73733333333,8.83655555556
415.43,6.2575,40.2761666667,38.7589166667,37.556,4.55016666666,6.191,13.2161666667,3.70558333333,8.772
415.79,6.30066666667,40.3572916667,38.8543333333,37.6126666667,4.59316666667,6.27466666667,13.2719166667,3.78208333333,8.80327777778
416.15,6.302,40.4030416667,38.8791666667,37.6533333333,4.61983333333,6.29258333333,13.2944166667,3.80991666667,8.87338888889
416.51,6.32675,40.47,38.935,37.7220833333,4.66591666666,6.32158333333,13.3266666666,3.84558333333,8.90988888889
416.86,6.37233333333,40.5188333333,38.9811666666,37.7580833334,4.68183333333,6.35883333334,13.3594166667,3.888,8.92838888889
417.22,6.33541666667,40.509,38.9735833333,37.71525,4.655,6.31683333333,13.307,3.86508333333,8.8975
417.58,6.31533333333,40.4950833334,38.947,37.6986666666,4.61416666667,6.27941666666,13.2686666667,3.83825,8.85238888889
417.94,6.2565,40.5605,38.9715,37.743,4.56291666667,6.2075,13.2290833333,3.7805,8.78772222222
418.29,6.23683333333,40.6456666667,39.0240833333,37.8025833334,4.56158333333,6.21716666667,13.2260833333,3.778,8.8095
418.65,6.19725,40.707,39.06625,37.826,4.52066666667,6.18633333333,13.21575,3.76083333333,8.81572222222
419.01,6.16216666667,40.71975,39.0935833333,37.8781666667,4.46966666667,6.15333333333,13.19375,3.7545,8.78633333333
419.37,6.14775,40.702625,39.1004166667,37.8909166666,4.45025,6.137,13.1673333333,3.73016666667,8.77111111111
419.73,6.10183333334,40.7480833333,39.1185833333,37.9126666666,4.39658333333,6.07683333333,13.1145833333,3.669,8.71927777778
420.08,6.11383333333,40.8020416667,39.1655,37.9588333333,4.38216666667,6.07266666667,13.1160833333,3.67416666667,8.71294444444
420.44,6.133,40.8804583333,39.2110833333,38.01175,4.40633333333,6.08066666666,13.1256666666,3.69491666667,8.71688888889
420.80,6.11125,40.9295416667,39.2529166667,38.0736666666,4.39208333333,6.06075,13.0948333333,3.6735,8.70272222222
421.16,6.10416666666,40.9988333333,39.281,38.1718333333,4.378,6.05366666667,13.097,3.66383333333,8.69294444444
421.51,6.12575,41.06525,39.319,38.23425,4.40033333333,6.07716666667,13.1078333333,3.68758333334,8.70833333333
421.87,6.16758333334,41.1085416666,39.376,38.28175,4.42658333333,6.11266666667,13.1276666667,3.72591666666,8.75594444444
422.23,6.148,41.1812083333,39.4184166667,38.32875,4.4025,6.09641666667,13.13125,3.718,8.74355555556
422.58,6.14241666666,41.2044166667,39.4250833333,38.3550833334,4.4065,6.10383333334,13.10875,3.71158333333,8.71972222222
422.94,6.17766666666,41.3374166667,39.5210833333,38.44725,4.449,6.14441666667,13.1565833333,3.73266666667,8.77155555556
423.30,6.21433333334,41.4451666667,39.5851666667,38.52225,4.4925,6.1905,13.1919166667,3.7815,8.84961111111
423.66,6.25216666667,41.53775,39.6558333334,38.6168333334,4.53375,6.23616666667,13.22675,3.82408333333,8.89694444444
424.01,6.2515,41.617625,39.7118333333,38.6778333334,4.55141666667,6.22991666666,13.231,3.82266666667,8.9
424.37,6.25475,41.681375,39.7743333333,38.74075,4.5465,6.23858333333,13.24275,3.82733333334,8.92061111111
424.73,6.27225,41.751,39.8293333333,38.7759166667,4.56008333334,6.26433333333,13.2725833334,3.84933333333,8.93183333333
425.08,6.29116666667,41.834625,39.91125,38.8425833333,4.57866666667,6.268,13.2934166667,3.852,8.94083333333
425.44,6.27916666666,41.9111666667,39.9925,38.8969166667,4.56908333333,6.26333333333,13.2966666667,3.83625,8.94161111111
425.80,6.25825,41.9452083333,40.0004166667,38.8954166667,4.54741666667,6.25183333334,13.2939166667,3.81891666667,8.909
426.16,6.32991666667,42.0069166667,40.07825,38.9844166666,4.621,6.31391666667,13.34625,3.87283333334,8.97383333333
426.51,6.37116666667,42.1005833333,40.16,39.0883333333,4.65808333333,6.3245,13.3888333333,3.90583333333,9.00994444444
426.87,6.375,42.146125,40.1989166666,39.13825,4.66258333333,6.33083333333,13.3825833334,3.90308333333,8.99911111111
427.23,6.39158333333,42.2483333334,40.2654166667,39.2528333333,4.6555,6.32975,13.3930833333,3.911,8.97677777778
427.58,6.40366666667,42.3355,40.3495833333,39.3291666667,4.66333333334,6.32875,13.4225833333,3.91333333334,9.00266666667
427.94,6.41983333333,42.42375,40.4191666667,39.4100833333,4.66325,6.35666666667,13.44525,3.93275,9.01316666667
428.30,6.40291666667,42.447625,40.4449166667,39.4240833333,4.65316666667,6.32975,13.4194166667,3.89308333333,8.988
428.65,6.39858333333,42.5477916667,40.4865833333,39.5088333333,4.66575,6.32891666667,13.4309166666,3.88916666666,9.01683333333
429.01,6.40375,42.6163333333,40.5309166667,39.5339166667,4.66716666667,6.35175,13.45275,3.90916666667,9.04377777778
429.37,6.42558333333,42.6814166667,40.5688333333,39.6223333333,4.69591666667,6.3555,13.4848333333,3.95075,9.06577777778
429.72,6.44133333333,42.7906666666,40.66025,39.7435833334,4.723,6.366,13.5054166667,3.96816666667,9.09772222222
430.08,6.417,42.8759166667,40.6893333333,39.7898333333,4.68816666667,6.32133333333,13.4705833333,3.92458333333,9.05761111111
430.44,6.37566666666,42.9411666667,40.74875,39.8310833333,4.64383333333,6.30916666667,13.4485833333,3.88291666667,9.03488888889
430.79,6.37391666667,43.0275416667,40.844,39.9004166667,4.62583333333,6.29408333334,13.433,3.87833333333,9.02383333333
431.15,6.347,43.0739166667,40.8968333333,39.9205,4.62316666667,6.2845,13.4293333333,3.85325,9.01283333333
431.50,6.354,43.1173333333,40.9116666666,39.9783333333,4.62166666667,6.28125,13.4410833334,3.86208333333,9.00894444444
431.86,6.36766666667,43.2295,41.0128333333,40.0695833333,4.637,6.30041666667,13.48,3.873,9.01522222222
432.22,6.3835,43.3189583333,41.0900833333,40.17275,4.65675,6.3295,13.5075,3.90466666667,9.03588888889
432.57,6.42125,43.380625,41.18725,40.22325,4.6665,6.3455,13.536,3.908,9.0465
432.93,6.41391666667,43.4366666667,41.2563333333,40.30825,4.662,6.33425,13.5111666667,3.88991666667,9.02994444444
433.29,6.44341666667,43.5397916667,41.3523333333,40.3831666666,4.6815,6.38058333334,13.55825,3.90525,9.05077777778
433.64,6.41575,43.578,41.4121666667,40.44225,4.65833333333,6.3745,13.5349166667,3.87008333333,9.03477777778
434.00,6.40308333333,43.571,41.3935,40.45,4.64975,6.36841666667,13.5325833334,3.88066666667,9.02161111111
434.35,6.42525,43.6234166667,41.4435833333,40.5151666667,4.65383333334,6.3625,13.5338333333,3.88708333333,9.03105555556
434.71,6.41516666667,43.6256666666,41.4383333333,40.521,4.65516666667,6.35825,13.557,3.88033333333,9.03522222222
435.07,6.43158333333,43.674,41.5030833333,40.582,4.66325,6.3485,13.5633333333,3.88141666667,9.03522222222
435.42,6.41283333333,43.6874583333,41.5110833333,40.5826666666,4.66233333333,6.33483333334,13.5316666667,3.85558333333,9.01305555556
435.78,6.38333333333,43.6968333333,41.5111666666,40.5895833333,4.62166666667,6.2975,13.4679166667,3.82408333333,8.96538888889
436.13,6.37675,43.7624583333,41.5786666667,40.6780833333,4.626,6.29558333333,13.4700833333,3.81941666667,8.97422222222
436.49,6.37166666667,43.81275,41.5930833334,40.7510833333,4.63133333334,6.29808333333,13.47125,3.83575,8.97311111111
436.84,6.39008333333,43.836375,41.6039166667,40.7683333334,4.64983333333,6.30491666667,13.499,3.8535,9.00022222222
437.20,6.38091666667,43.8729583333,41.6319166667,40.8146666666,4.63866666666,6.27633333333,13.4635,3.8365,8.97938888889
437.56,6.41,43.9873333333,41.7113333333,40.905,4.66608333334,6.28325,13.4985,3.86308333333,9.00261111111
437.91,6.42241666666,44.1087083333,41.8516666667,41.0201666666,4.67466666667,6.29683333333,13.5266666667,3.86866666667,9.04288888889
438.27,6.419,44.1911666666,41.9305,41.066,4.68975,6.319,13.542,3.88241666667,9.05361111111
438.62,6.41708333334,44.247625,41.961,41.12375,4.68083333333,6.31875,13.5170833333,3.88558333334,9.02816666667
438.98,6.41208333333,44.3435833333,42.0079166667,41.20075,4.67741666666,6.32941666666,13.5371666667,3.89133333333,9.02527777778
439.33,6.39716666667,44.4167916667,42.0438333333,41.2785833333,4.647,6.31066666667,13.55425,3.88783333333,9.00955555556
439.69,6.413,44.4480416667,42.0771666667,41.3378333333,4.66966666667,6.33666666667,13.5885,3.88916666666,9.04572222222
440.04,6.41325,44.46975,42.07075,41.326,4.64975,6.32375,13.5785,3.89,9.02744444444
440.40,6.39775,44.470125,42.0849166667,41.3460833333,4.64375,6.3015,13.5613333333,3.89516666667,9.028
440.75,6.37541666667,44.4950416667,42.0896666667,41.3595833333,4.60708333333,6.28816666667,13.5438333333,3.86975,9.00511111111
441.11,6.38316666667,44.537625,42.1111666666,41.3925833333,4.60933333333,6.29916666667,13.56275,3.8835,9.04055555556
441.47,6.40125,44.5234166667,42.0991666667,41.3853333334,4.62416666667,6.31191666666,13.5715,3.89383333333,9.03955555556
441.82,6.41158333333,44.551125,42.1270833334,41.4058333333,4.63891666666,6.31291666667,13.5685833334,3.89808333333,9.02727777778
442.18,6.45258333334,44.6122916667,42.1630833334,41.4864166667,4.68025,6.35433333333,13.6116666667,3.93466666667,9.06438888889
442.53,6.4835,44.6895416667,42.2269166666,41.5665,4.71241666667,6.35808333333,13.64375,3.95225,9.11522222222
442.89,6.51458333333,44.698,42.2491666667,41.58925,4.73783333333,6.3705,13.6475,3.97866666667,9.12216666667
443.24,6.53258333333,44.773875,42.3345833333,41.6569166667,4.77966666667,6.39666666667,13.6644166667,3.991,9.14316666667
443.60,6.54075,44.8247916667,42.39275,41.70175,4.78675,6.39683333333,13.6625,4.00641666667,9.14788888889
443.95,6.52475,44.8942083333,42.4518333333,41.78075,4.77291666667,6.39183333333,13.6434166667,3.98008333333,9.13844444444
444.31,6.50925,44.9655416666,42.4996666667,41.8240833333,4.75833333333,6.3945,13.6474166667,3.93875,9.135
444.66,6.52416666666,45.0471666666,42.5743333333,41.9181666667,4.78575,6.40441666666,13.6641666667,3.95741666667,9.16177777778
445.02,6.49633333333,45.072625,42.5645833333,41.95775,4.74533333334,6.36925,13.6316666667,3.91325,9.0945
445.37,6.47691666667,45.10375,42.5813333333,41.9946666667,4.73416666666,6.36591666667,13.6110833333,3.914,9.09344444444
445.72,6.4645,45.1185833334,42.5683333333,41.9959166667,4.706,6.34283333333,13.5940833333,3.88841666666,9.08072222222
446.08,6.43208333333,45.1184166667,42.5749166667,42.0098333333,4.67908333333,6.30091666667,13.558,3.863,9.04611111111
446.43,6.42558333334,45.176625,42.61875,42.0456666667,4.67916666667,6.31441666667,13.5659166667,3.85958333333,9.04694444444
446.79,6.40291666667,45.2085416666,42.6421666667,42.0574166666,4.67058333334,6.31091666667,13.5600833334,3.83008333333,9.05727777778
447.14,6.40233333333,45.2172083333,42.6518333333,42.0595833333,4.66058333333,6.30708333333,13.5321666667,3.82708333333,9.05822222222
447.50,6.38641666667,45.252,42.6783333333,42.1051666666,4.64916666666,6.2895,13.52625,3.80641666667,9.02716666667
447.85,6.39183333333,45.304875,42.7193333333,42.1444166667,4.66125,6.28575,13.54225,3.804,9.043
448.21,6.44125,45.3607916667,42.76975,42.212,4.70958333333,6.32408333333,13.5621666667,3.85025,9.06477777778
448.56,6.47583333333,45.419,42.835,42.278,4.7375,6.362,13.5863333333,3.88391666666,9.08905555556
448.92,6.48841666667,45.4826666667,42.9358333333,42.3355,4.77308333333,6.382,13.6079166667,3.91175,9.1395
449.27,6.48591666667,45.5432083333,42.9871666666,42.39175,4.76141666667,6.37591666667,13.6100833333,3.90125,9.14027777778
