wavelength,Back_SpoLucm,Belly_SpoLucm,Breast_SpoLucm,Crissum_SpoLucm,Crown_SpoLucm,DorTail_SpoLucm,Patch10_SpoLucm,Rump_SpoLucm,Throat_SpoLucm,WingTip_SpoLucm
319.59,3.74187037037,16.1972222222,3.15711111111,23.1951111111,2.81344444444,6.27,16.2856666667,3.74222222222,3.52122222222,7.39266666667
319.96,3.68038888889,16.1761111111,3.07811111111,23.4061111111,2.65944444445,6.11822222222,16.3132222222,3.71622222222,3.38344444444,7.278
320.32,3.67566666667,16.2296666667,3.03755555555,23.6325555556,2.611,5.99588888889,16.4154444445,3.58777777778,3.323,7.23422222222
320.69,4.07764814815,16.8245555556,3.36277777778,24.2502222222,2.91555555556,6.40322222222,16.9562222222,3.95577777778,3.647,7.53344444444
321.06,4.35711111111,17.2306666667,3.71166666667,24.4741111111,3.21711111111,6.65211111111,17.2685555555,4.25133333333,3.84322222222,7.683
321.43,4.17622222222,17.0982222222,3.46666666667,24.5183333333,3.09711111111,6.37733333334,17.2017777778,4.08122222222,3.68066666667,7.36155555555
321.80,4.33248148148,17.2881111111,3.44533333333,24.6671111111,3.23011111111,6.47066666667,17.2607777778,4.15566666667,3.69455555556,7.48133333333
322.16,4.2397962963,17.317,3.27022222222,24.7121111111,3.16877777778,6.27022222222,17.2934444444,4.05044444444,3.68244444444,7.23622222222
322.53,4.608,17.7567777778,3.69811111111,25.0206666667,3.46,6.65533333333,17.6211111111,4.55822222222,4.07855555556,7.59477777778
322.90,4.6982037037,18.1415555555,3.91877777778,25.3206666667,3.59455555556,6.90388888889,17.8951111111,4.68355555555,4.14888888889,7.76955555556
323.27,5.00674074074,18.719,4.369,25.7317777778,3.87466666666,7.334,18.3192222222,5.09288888889,4.59877777778,8.017
323.63,5.55037037037,19.2293333333,4.87277777778,26.4105555556,4.55333333333,8.04211111111,18.9188888889,5.75177777778,5.186,8.58955555555
324.00,5.75390740741,19.6342222222,5.06077777778,26.7127777778,4.89544444444,8.33988888889,19.2117777778,5.97055555555,5.498,8.94266666667
324.37,5.80088888889,19.7433333333,4.97177777778,26.9007777778,4.86255555556,8.52888888889,19.5164444444,5.98388888889,5.45222222222,8.99188888889
324.74,5.72598148148,19.8492222222,5.00266666667,26.9123333333,4.88833333333,8.62355555555,19.6705555556,5.98255555556,5.433,9.157
325.10,5.59388888889,19.8633333333,4.86955555555,26.9508888889,4.81822222222,8.43788888889,19.6056666667,5.81577777778,5.27622222222,9.06133333332
325.47,5.74707407408,20.097,4.93955555555,27.2042222222,4.94466666667,8.64677777778,19.7923333333,5.89611111111,5.32888888889,9.227
325.84,5.82683333333,20.2783333333,5.06688888889,27.3824444445,5.05922222222,8.80166666666,19.931,5.99488888889,5.49977777778,9.2372222222
326.21,5.78757407408,20.4365555556,4.96322222222,27.3543333333,4.95566666667,8.71133333333,19.9683333333,5.95577777778,5.35988888889,9.23833333332
326.57,5.749,20.3398888889,4.82888888889,27.478,4.82388888889,8.53522222222,19.908,5.79188888889,5.09311111111,9.09666666668
326.94,5.57546296296,20.258,4.65422222222,27.329,4.61888888889,8.39588888889,19.7701111111,5.61755555556,4.81355555556,8.84844444445
327.31,5.49259259259,20.2494444445,4.55533333333,27.2134444444,4.59822222222,8.29944444445,19.7003333333,5.53277777778,4.62577777778,8.71
327.67,5.17477777778,20.0794444445,4.27288888889,26.9557777778,4.19455555556,7.96144444444,19.4595555556,5.18622222222,4.23744444444,8.30555555555
328.04,4.98448148148,20.0564444444,4.11177777778,26.9693333333,3.96377777778,7.74144444444,19.2965555555,5.01988888889,3.92822222222,8.00422222222
328.41,4.9717037037,20.1986666666,4.10166666666,27.0043333334,3.97255555556,7.53533333333,19.206,5.05277777778,3.99066666667,7.97377777778
328.78,4.68953703703,20.0517777778,3.71077777778,26.9031111111,3.65311111111,7.16766666666,18.9586666667,4.74611111111,3.70277777778,7.53911111111
329.14,4.64864814814,20.0753333333,3.61855555556,27.018,3.462,7.05677777778,19.0498888889,4.64433333333,3.68788888889,7.40744444445
329.51,4.60003703703,20.1976666667,3.66611111111,27.0133333333,3.37688888889,6.90111111111,19.1664444444,4.71866666667,3.70644444444,7.36188888889
329.88,4.3277962963,20.1136666667,3.47966666667,27.0812222222,3.10422222222,6.66555555555,19.2267777778,4.50811111111,3.47977777778,7.20144444444
330.24,4.33296296297,20.3607777778,3.624,27.4402222222,3.06755555556,6.77422222222,19.4986666667,4.61788888889,3.60733333333,7.31911111111
330.61,4.34046296297,20.5362222222,3.79522222222,27.5965555556,3.23511111111,6.96166666667,19.7341111111,4.69611111111,3.82544444445,7.40388888889
330.98,4.38701851852,20.6334444445,3.79244444445,27.6857777778,3.26555555555,6.852,19.8732222222,4.80233333333,3.91333333333,7.49155555556
331.34,4.31151851852,20.6606666666,3.64344444444,27.893,3.19144444444,6.71966666667,20.0142222222,4.71733333333,3.86522222222,7.36911111111
331.71,4.59062962963,21.0031111111,3.79855555556,28.1556666666,3.449,6.91155555556,20.4125555555,4.92566666667,4.13722222222,7.56166666667
332.08,4.70803703703,21.2133333334,3.93922222222,28.2728888889,3.62611111111,7.03811111111,20.7664444444,5.06322222222,4.32722222222,7.81955555556
332.44,4.88431481481,21.3812222222,4.11755555556,28.4696666667,3.72211111111,7.20988888889,20.9647777778,5.16144444444,4.44977777778,7.93466666666
332.81,5.11398148148,21.5756666667,4.38411111111,28.8686666667,3.93722222222,7.33488888889,21.2066666667,5.22566666667,4.63366666667,8.05155555554
333.18,5.01364814814,21.6513333334,4.30622222222,28.8223333333,3.86088888889,7.28111111111,21.2238888889,5.10744444445,4.52377777778,8.01566666666
333.54,5.19759259259,21.8994444445,4.40066666667,29.0815555556,3.96444444444,7.47966666667,21.3825555555,5.17722222222,4.69044444445,8.18577777779
333.91,5.49331481481,22.1577777778,4.60633333333,29.2864444444,4.15077777778,7.71755555555,21.581,5.40077777778,4.93544444444,8.37844444445
334.28,5.57005555555,22.232,4.64688888889,29.3706666667,4.24655555555,7.77222222222,21.5767777778,5.39644444444,4.95966666667,8.48322222223
334.64,5.72912962963,22.5987777778,4.77355555555,29.5744444445,4.37511111111,7.91822222222,21.8238888889,5.55322222222,5.11644444445,8.69066666666
335.01,6.06825925926,22.9451111111,5.01888888889,30.042,4.60644444444,8.23188888889,22.2507777778,5.75577777778,5.44077777778,8.8788888889
335.38,6.2495,23.1482222222,5.26677777778,30.2721111111,4.73355555555,8.40044444444,22.5122222222,6.04555555556,5.64777777778,9.11855555555
335.74,6.19687037037,23.1662222222,5.281,30.3443333333,4.68077777778,8.332,22.5337777778,6.04955555556,5.63411111111,9.10311111112
336.11,6.24046296297,23.2558888889,5.24633333334,30.4511111111,4.58222222222,8.29955555556,22.519,5.97666666667,5.55911111111,9.07333333334
336.47,6.10190740741,23.0682222222,5.01966666667,30.3508888889,4.36333333333,8.00911111111,22.4207777778,5.72588888889,5.33344444444,8.8618888889
336.84,6.04192592592,23.1898888889,4.92566666667,30.3475555556,4.308,7.94488888889,22.4918888889,5.72377777778,5.289,8.90577777778
337.21,6.12253703704,23.4086666667,5.00888888889,30.6108888889,4.46655555556,8.12533333333,22.7622222222,5.89433333333,5.37188888889,8.96188888889
337.57,6.11566666667,23.608,5.09688888889,30.7706666667,4.58655555555,8.20955555556,22.9901111111,6.01211111111,5.36744444444,9.08522222221
337.94,5.97494444445,23.723,4.88644444444,30.7573333333,4.49788888889,8.07011111111,22.9462222222,5.86066666667,5.16711111111,8.92344444445
338.31,5.92488888889,23.7622222222,4.84322222222,30.6666666667,4.46944444444,8.007,23.0666666667,5.80822222222,5.07788888889,8.80544444445
338.67,5.56711111111,23.5416666667,4.448,30.4035555556,4.05677777778,7.56111111111,22.7618888889,5.43755555556,4.70577777778,8.33444444444
339.04,5.34777777778,23.4577777778,4.30488888889,30.2381111111,3.91977777778,7.34788888889,22.6747777778,5.26188888889,4.38522222222,8.18122222222
339.40,5.35507407408,23.6024444444,4.25511111111,30.3177777778,3.92488888889,7.38077777778,22.7751111111,5.11277777778,4.25944444444,8.14555555555
339.77,5.25231481481,23.667,4.10411111111,30.3442222222,3.76344444444,7.22477777778,22.7377777778,4.96022222222,4.05677777778,8.07455555555
340.14,5.14977777778,23.5617777778,4.03155555556,30.2515555556,3.70144444444,7.18188888889,22.7206666666,4.93688888889,4.019,7.82277777778
340.50,5.00014814815,23.6704444445,3.974,30.3226666667,3.70933333334,7.13055555555,22.8721111111,4.96266666666,3.93788888889,7.76155555556
340.87,4.92825925926,23.7423333333,4.00388888889,30.3857777778,3.62855555556,7.10322222222,22.9747777778,4.93777777778,3.87933333333,7.60911111111
341.23,4.84072222222,23.7397777778,3.88766666667,30.4218888889,3.57833333333,6.87855555556,22.9642222222,4.79244444445,3.779,7.51188888889
341.60,4.77803703704,23.5893333333,3.75233333333,30.3077777778,3.44488888889,6.706,22.8437777778,4.58288888889,3.69477777778,7.33788888889
341.96,4.55383333333,23.4482222222,3.63488888889,30.2245555556,3.25422222222,6.56133333333,22.8278888889,4.36355555556,3.55088888889,7.21844444444
342.33,4.65044444445,23.5607777778,3.70433333333,30.3516666667,3.33588888889,6.60344444445,22.9328888889,4.48755555555,3.66,7.30188888889
342.70,4.57477777778,23.6442222222,3.64677777778,30.4771111111,3.24944444444,6.53277777778,23.0684444445,4.46922222222,3.58333333333,7.26177777778
343.06,4.49222222222,23.7008888889,3.51366666666,30.5951111111,3.10044444444,6.41644444444,23.0937777778,4.403,3.53133333333,7.15688888889
343.43,4.37172222222,23.6986666667,3.36877777778,30.5037777778,2.86244444444,6.26388888889,22.9933333333,4.27133333333,3.44222222222,7.03322222222
343.79,4.5467037037,23.9832222222,3.50477777778,30.7984444444,3.057,6.49322222222,23.2628888889,4.389,3.57166666666,7.28033333333
344.16,4.57631481481,24.1397777778,3.50888888889,31.0668888889,3.13733333333,6.53511111111,23.4437777778,4.34788888889,3.605,7.44766666667
344.52,4.58351851852,24.3367777778,3.51177777778,31.2001111111,3.12522222222,6.56811111111,23.5223333333,4.26277777778,3.60144444444,7.52266666667
344.89,4.66098148148,24.4651111111,3.58288888889,31.3317777778,3.24922222222,6.69733333334,23.6044444445,4.31077777778,3.64177777778,7.68133333333
345.25,4.75844444445,24.6242222222,3.64177777778,31.3855555556,3.28577777778,6.80711111111,23.7538888889,4.42666666667,3.68911111111,7.71588888889
345.62,4.68538888889,24.7512222222,3.60244444444,31.4976666667,3.30222222222,6.72088888889,23.8796666667,4.43922222222,3.68788888889,7.69066666667
345.99,4.86887037037,25.0098888889,3.69566666666,31.7214444445,3.48422222222,6.83088888889,24.14,4.55688888889,3.85511111111,7.82611111111
346.35,4.76916666667,25.0104444444,3.55511111111,31.796,3.38277777778,6.72588888889,24.2544444444,4.418,3.81077777778,7.73377777778
346.72,5.02222222222,25.1735555556,3.75988888889,31.9445555556,3.62222222222,6.95522222222,24.4427777778,4.63311111111,4.022,7.89744444445
347.08,5.12272222222,25.3892222222,3.83444444444,32.0086666667,3.76022222222,7.05755555556,24.6344444445,4.71766666667,4.126,8.05822222222
347.45,5.24418518519,25.5591111111,4.00855555556,32.2108888889,3.93611111111,7.14055555556,24.9124444444,4.88655555555,4.31988888889,8.169
347.81,5.14422222222,25.5354444444,3.97488888889,32.1044444444,3.83355555555,6.98222222222,24.9883333333,4.787,4.25777777778,7.99355555556
348.18,5.16148148148,25.7115555555,4.01422222222,32.1714444444,3.83066666667,6.95711111111,25.1797777778,4.78211111111,4.30466666667,7.93766666667
348.54,5.07561111111,25.6691111111,3.88388888889,32.1382222222,3.70433333333,6.87011111111,25.1524444444,4.71422222222,4.221,7.80577777778
348.91,5.18605555556,25.7911111111,3.94266666667,32.2123333333,3.71144444444,6.89044444444,25.3777777778,4.78222222222,4.33966666667,7.85111111111
349.27,5.20272222222,25.8446666667,4.003,32.3505555556,3.684,6.90988888889,25.4551111111,4.755,4.39244444444,7.84022222222
349.64,5.25431481481,26.0451111111,3.98988888889,32.48,3.65044444444,6.94177777778,25.542,4.73188888889,4.36911111111,7.83633333333
350.00,5.1552037037,25.9958888889,3.91633333333,32.445,3.50177777778,6.80855555555,25.506,4.72244444445,4.24366666667,7.672
350.37,5.12816666667,26.1218888889,3.86966666667,32.5373333333,3.48222222222,6.75633333333,25.5247777778,4.67077777778,4.19088888889,7.65722222222
350.73,5.09038888889,26.2424444444,3.74388888889,32.7543333334,3.43222222222,6.774,25.6862222222,4.59577777778,4.176,7.67366666666
351.10,5.06585185186,26.3331111111,3.71288888889,32.8225555556,3.458,6.82766666667,25.7592222222,4.595,4.215,7.62155555556
351.46,5.10638888889,26.3821111111,3.68,32.9005555555,3.55077777778,6.871,25.7694444445,4.67844444444,4.19822222222,7.66844444444
351.83,5.10296296297,26.4363333333,3.64433333333,32.9591111111,3.50744444444,6.89533333333,25.7661111111,4.64533333333,4.22277777778,7.68511111111
352.19,5.17987037037,26.5443333333,3.69011111111,32.9434444444,3.59544444445,6.96944444444,25.7833333334,4.74133333334,4.27066666667,7.75955555556
