wavelength,Back_SpoLucm,Belly_SpoLucm,Breast_SpoLucm,Crissum_SpoLucm,Crown_SpoLucm,DorTail_SpoLucm,Patch10_SpoLucm,Rump_SpoLucm,Throat_SpoLucm,WingTip_SpoLucm
200.44,129.166666667,69.9999999999,156.666666667,120.277777778,130.0,233.611111111,118.888888889,90.5555555557,195.833333333,110.277777778
200.82,140.628555556,76.7677777778,188.888888889,134.006777778,148.821444444,265.993111111,136.363666667,92.5924444443,232.323333333,129.629666667
201.19,108.354759259,77.2608888889,147.286777778,121.963777778,128.940555556,210.594222222,114.470111111,90.9559999999,194.573666667,111.111222222
201.57,78.3687592591,59.8107777779,114.420666667,100.472555556,106.619333333,179.905444444,82.033,67.376,167.612444444,83.4515555555
201.95,67.5687962964,54.4161111111,116.239222222,103.703777778,116.524111111,201.139444445,70.6552222222,68.6608888889,180.626777778,77.4927777779
202.33,60.8641481481,59.6296666666,117.037,107.407444445,134.444444444,235.925888889,70.7406666667,69.6295555556,210.370444445,62.9628888889
202.71,16.172888889,25.926,154.074111111,134.074111111,205.185222222,403.703666667,20.0,43.7037777779,338.518444444,57.037
203.09,20.1058148148,34.5237777776,108.333333333,80.9524444443,128.967888889,233.333222222,16.6668888889,50.3968888889,193.254,61.1112222223
203.47,3.66066666667,20.671888889,71.3179999998,37.2094444444,80.6202222222,154.005222222,6.71833333331,26.615,117.571,36.4342222223
203.85,-5.22316666663,13.1055555557,78.9174444443,26.7805555556,87.1794444446,160.398777778,1.9942222222,15.6694444445,118.233444444,23.6465555556
204.22,-15.700537037,7.72955555567,103.864777778,5.7971111111,119.806555556,235.265777778,-46.8598888889,28.0193333333,191.304444444,-7.72955555567
204.60,-98.7652407407,-102.469111111,151.851888889,-77.777777778,246.913666667,506.172666666,-218.518444445,-2.46911111123,430.864111111,-101.234444444
204.98,-161.111037037,-217.460333332,84.126888889,-200.0,269.841333333,560.317333334,-419.047444444,-73.015888889,447.619,-301.587222222
205.36,-290.740777778,-477.777666664,333.333333333,-666.666666668,651.851777778,1359.25922222,-1092.59266667,-207.407333333,900.000111111,-722.222222222
205.74,-287.037037037,-1244.44444444,1877.77777778,-1755.55555555,2411.11111111,4222.22222222,-2733.33333333,33.3333333333,2600.0,-1955.55555556
206.12,71.8855370371,-17.1717777776,279.798111111,-84.8485555554,292.929333333,444.444555555,-113.131444445,85.8585555557,308.080777778,-86.869
206.50,84.7881666667,42.8569999999,253.174555556,-29.365,238.095222222,371.428555556,-54.762,113.492222222,262.698222222,-0.793666666667
206.87,106.224296296,86.7283333332,151.851888889,49.3826666667,148.765333333,192.284111111,59.5681111112,116.358111111,155.864222222,56.1728888888
207.25,138.359944445,102.222111111,179.047555556,69.5237777778,179.682555556,204.761777778,83.1745555554,140.317444444,185.079555556,66.3493333333
207.63,800.3085,475.925999999,981.481666666,300.0,998.148333334,1077.77766666,324.073999999,738.888888889,975.926,222.222
208.01,-844.753129629,-440.740666667,-933.333333334,-294.444333333,-905.555444443,-1140.74066667,-283.333333332,-737.037111111,-901.851888888,-220.370444444
208.39,500.504981481,263.636333333,569.697111111,212.121222222,526.262555555,687.878777779,273.737333333,416.161555556,510.101111111,191.919222222
208.77,274.382759259,156.481555556,326.388888889,134.259222222,270.370444444,352.314888889,167.592555556,229.629555556,266.666777778,128.240666667
209.14,188.973092593,120.706777778,223.737333333,116.414111111,182.575777778,226.767555556,139.899,167.929222222,182.070666667,123.232222222
209.52,165.230333333,91.8366666668,187.755222222,99.0929999999,146.938777778,184.126888889,117.913777778,136.281333333,152.607777778,105.895666667
209.90,178.748018519,102.380888889,200.793555556,96.0318888888,154.761888889,190.740666666,121.428444444,142.063444444,174.867777778,114.550111111
210.28,163.594592593,88.3837777778,186.363555556,86.6162222222,135.858555556,166.919222222,108.080777778,121.464777778,168.434555556,112.121222222
210.66,169.023481481,87.373888889,188.131222222,88.1312222222,143.686888889,171.212111111,109.596,115.656555556,176.767666667,110.100888889
211.03,189.270092592,80.392,225.816888889,83.0066666667,160.457555556,203.921555555,105.228666667,116.666777778,198.692888889,118.300555555
211.41,175.132351852,77.4602222221,208.888888889,76.8253333333,150.793666667,202.222111111,91.1112222223,111.746111111,186.984222222,125.079333334
211.79,107.711018519,59.1986666667,132.240333333,68.6704444445,97.6321111112,125.136666667,66.849,77.4134444445,118.579111111,95.0821111111
212.17,74.9871481481,42.6177777779,95.2814444443,47.7931111111,73.8202222222,83.8659999999,47.032,54.4902222222,89.0411111111,70.4717777779
212.55,68.6948333334,39.8589999999,94.18,45.8554444445,75.3085555557,77.6014444443,35.2734444445,50.7935555555,84.4796666667,67.901111111
212.92,61.6809999999,37.9487777778,79.9999999999,46.3247777778,74.3589999999,69.4016666667,30.9401111111,43.7605555556,75.8975555554,61.5384444445
213.30,68.1424074075,47.049,80.7292222223,56.0764444444,79.1668888889,77.9515555554,34.3752222222,50.6947777778,84.2014444443,64.41
213.68,84.3433518518,63.4344444445,102.828444445,70.3031111111,103.232444444,101.01,46.6665555556,73.3333333333,107.676777778,75.9595555556
214.06,84.9450925926,62.9629999999,111.728333333,80.6584444446,109.876666667,106.996,44.856,77.1604444445,108.642,74.279888889
214.44,82.6435185184,66.8844444446,112.636222222,74.0739999999,120.043555555,105.882444444,32.6797777778,72.1132222222,98.6927777777,68.6276666667
214.81,76.0370370371,62.4444444446,119.111111111,71.5555555556,119.111111111,102.0,26.2222222222,75.3333333333,97.3333333334,69.1111111112
215.19,75.2103148148,64.6465555554,124.242333333,73.7373333333,123.232222222,99.7474444444,16.4141111111,77.7778888889,108.838222222,72.7273333332
215.57,98.5969444444,71.3805555555,154.545666666,87.2054444444,139.393888889,118.181888889,8.75411111113,78.4511111111,132.323333333,75.7573333332
