wavelength,Back_XenParm,Belly_XenParm,Breast_XenParm,Crissum_XenParm,Crown_XenParm,DorTail_XenParm,Patch10_XenParm,Rump_XenParm,Throat_XenParm,WingTip_XenParm
340.87,16.3048333333,16.3088333333,15.7019166666,12.5743333333,23.4705,11.2819166667,15.26175,18.1701666667,18.70475,7.98258333334
341.23,16.2793333333,16.2515,15.6615833333,12.5408333333,23.4406666667,11.2235,15.2343333333,18.11475,18.7265833333,7.95691666667
341.60,15.8631666667,15.8453333333,15.2176666667,12.1298333333,23.0020833334,10.821,14.7121666667,17.7288333333,18.2994166666,7.52475
341.96,15.4076666667,15.4330833333,14.79875,11.8123333333,22.5913333334,10.493,14.3028333333,17.4196666667,17.9175833333,7.19333333333
342.33,15.3846666667,15.4078333333,14.8479166667,11.7450833333,22.6444166666,10.35875,14.28425,17.3811666666,17.9275,7.08420833333
342.70,15.5659166667,15.5603333333,14.9640833333,11.8665833333,22.856,10.42375,14.4749166667,17.5609166667,18.1266666667,7.256375
343.06,15.4449166667,15.546,14.8799166667,11.8509166667,22.74725,10.3670833333,14.4345,17.50875,18.1335833333,7.244625
343.43,15.3041666667,15.4075833333,14.8008333333,11.78475,22.7636666667,10.2949166666,14.2938333333,17.36725,18.0530833333,7.20854166666
343.79,15.16725,15.3009166667,14.7225833334,11.6760833333,22.7995,10.20975,14.1786666667,17.3988333333,18.0726666667,7.15066666666
344.16,15.05675,15.203,14.7461666667,11.77875,22.8053333333,10.1725,14.1000833333,17.4084166667,18.062,7.09691666667
344.52,14.88675,15.0114166666,14.5994166667,11.5314166667,22.6849166667,9.91708333334,13.9001666667,17.2605833333,18.0256666667,6.978
344.89,15.09275,15.1470833333,14.67425,11.70325,22.8886666667,10.06125,14.11425,17.3968333333,18.1355,7.121875
345.25,15.30025,15.31925,14.7878333333,11.8099166667,23.1935,10.1585833333,14.2771666667,17.5000833334,18.2764166667,7.35170833333
345.62,15.2280833333,15.2910833333,14.6426666667,11.7926666666,23.2046666666,10.2275833333,14.2040833333,17.5405,18.3153333333,7.445
345.99,15.1233333333,15.2011666667,14.5756666667,11.8170833333,23.1339166667,10.1790833334,14.2496666667,17.4561666667,18.26725,7.41804166667
346.35,15.1933333333,15.2255833334,14.5753333333,11.9115833333,23.2235833333,10.203,14.367,17.4845833333,18.26525,7.4055
346.72,15.2913333333,15.34225,14.6223333333,12.0229166667,23.207,10.2605,14.4595833333,17.5716666667,18.4105,7.49441666667
347.08,15.2443333333,15.2851666667,14.57825,11.9859166667,23.11475,10.2084166667,14.41775,17.5290833333,18.3095,7.39933333333
347.45,15.6385833334,15.59375,14.8178333333,12.25725,23.474,10.4978333333,14.7443333333,17.74625,18.65425,7.65191666667
347.81,15.7240833334,15.6965833333,14.8624166667,12.3855833333,23.5740833333,10.5916666667,14.8848333333,17.8931666667,18.62575,7.71491666667
348.18,16.003,15.9011666667,15.1305833333,12.6586666667,23.8018333334,10.7985,15.1549166667,18.1370833333,19.018,7.90158333333
348.54,16.1705833333,15.9258333333,15.2595,12.7791666667,23.83375,10.8876666667,15.1215833333,18.2220833333,19.1316666667,7.852625
348.91,16.5573333333,16.3010833334,15.6518333333,13.1996666667,24.1695833333,11.2500833333,15.51675,18.5120833334,19.39375,8.18375
349.27,16.7773333333,16.43025,15.7906666666,13.3583333333,24.345,11.3884166667,15.5523333334,18.6636666667,19.5380833333,8.29779166667
349.64,16.753,16.39425,15.8999166667,13.35625,24.296,11.3998333333,15.4515,18.6333333333,19.4504166666,8.26216666666
350.00,16.7406666667,16.2898333333,15.7988333333,13.2030833333,24.32375,11.3949166667,15.4116666667,18.5725833333,19.3681666666,8.12725
350.37,16.6568333333,16.23925,15.6784166666,13.044,24.2385833334,11.293,15.2676666667,18.401,19.21925,7.95429166667
350.73,16.3799166667,16.0298333333,15.4311666667,12.7384166667,24.0295833334,10.88425,14.9575833333,18.154,18.8909166666,7.58454166667
351.10,16.3213333333,16.0275,15.3584166667,12.7316666667,23.9920833333,10.8621666667,14.9134166667,18.0331666667,18.8036666667,7.49145833333
351.46,15.9486666667,15.7975833333,15.0646666666,12.481,23.7909166666,10.5470833333,14.6070833333,17.786,18.43275,7.20579166667
351.83,15.6673333333,15.6489166667,14.8894166666,12.1905,23.5835,10.3240833333,14.45425,17.5303333333,18.1343333333,7.02195833333
352.19,15.3939166667,15.4024166667,14.6285,11.8644166667,23.3646666666,9.96225000001,14.1596666667,17.318,17.9543333334,6.657
352.55,15.2334166667,15.4496666667,14.5210833334,11.7685,23.3458333334,9.81916666668,14.1251666667,17.2209166666,17.84425,6.528375
352.92,15.3815833333,15.63725,14.5406666667,11.9525,23.58875,9.89366666668,14.25225,17.3469166667,18.0401666667,6.57379166667
353.28,15.70775,16.01225,15.03225,12.4140833333,23.96475,10.1753333333,14.6188333333,17.6840833333,18.34175,6.87366666667
353.65,15.80725,16.0553333333,15.1525833333,12.6240833333,24.1805833334,10.2090833333,14.8118333334,17.78075,18.4975,6.909
354.01,15.8990833333,16.1435833334,15.2491666666,12.7051666667,24.2291666667,10.4385833333,14.9795833333,17.8696666667,18.6810833333,7.15766666666
354.38,15.9975,16.1543333333,15.29275,12.6668333333,24.2939166666,10.4516666667,15.0143333334,17.86975,18.7496666667,7.270375
354.74,16.10175,16.211,15.3869166667,12.7401666667,24.3094166667,10.5351666667,15.1419166667,17.9388333333,18.8578333333,7.326125
355.11,16.2065,16.2556666667,15.4404166667,12.8919166667,24.4566666667,10.5911666667,15.1955833333,18.1005833333,18.94825,7.412375
355.47,16.4161666666,16.39575,15.62475,13.0456666666,24.65025,10.7434166667,15.33925,18.2300833333,19.119,7.54966666667
355.83,16.5155833333,16.3315833333,15.6873333334,13.0673333333,24.62375,10.8335833333,15.3410833333,18.2405,19.194,7.5615
356.20,16.5609166667,16.3386666666,15.72575,12.99975,24.6108333333,10.7980833333,15.2974166667,18.2693333333,19.17975,7.636
356.56,16.3485833333,16.16275,15.4625833333,12.8031666667,24.41825,10.5969166667,15.17175,18.1164166667,19.0395,7.49229166667
356.93,16.5431666667,16.3633333333,15.5495,12.9256666667,24.5904166667,10.761,15.25675,18.2806666667,19.1736666666,7.66270833333
357.29,16.4326666667,16.2555,15.4451666666,12.8686666667,24.4935833333,10.6109166667,15.1543333333,18.1803333333,19.01975,7.51575
357.66,16.4205833333,16.28075,15.4499166667,12.8674166667,24.4741666667,10.5508333333,15.1635833333,18.19325,19.0279166667,7.369875
358.02,16.51875,16.3784166667,15.5419166667,13.0289166667,24.605,10.6920833333,15.2344166667,18.3086666667,19.1154166667,7.56883333334
358.38,16.459,16.4194166667,15.5058333333,13.0338333333,24.63425,10.6421666667,15.2459166667,18.3154166667,19.1475,7.5485
358.75,16.2245,16.2168333333,15.2718333333,12.8641666667,24.404,10.43375,15.07525,18.1371666667,18.9283333334,7.34991666666
359.11,16.1710833334,16.196,15.2445833334,12.8105,24.4585,10.3266666667,15.015,18.1708333334,18.8798333333,7.318125
359.48,16.1673333333,16.2173333333,15.2295833333,12.8598333333,24.4239166667,10.361,15.075,18.1803333333,18.9755833333,7.26591666667
359.84,16.1088333333,16.1689166666,15.1924166667,12.7595,24.38675,10.3004166667,14.946,18.1043333333,18.9261666667,7.13104166667
360.20,16.0350833333,16.0659166667,15.1428333333,12.6543333333,24.2586666667,10.1433333334,14.8544166667,18.0578333334,18.8723333333,7.00104166667
360.57,16.0963333333,16.1540833333,15.2163333333,12.6819166667,24.3041666667,10.15775,14.92,18.1091666667,18.97025,7.01229166666
360.93,16.1456666667,16.16625,15.2695,12.7055,24.3825,10.2096666667,14.90325,18.1455,19.0476666667,7.13433333333
361.29,16.14775,16.1350833333,15.232,12.6078333333,24.3658333334,10.11525,14.8428333334,18.10225,19.0283333333,7.01070833333
361.66,16.2473333333,16.2403333334,15.26775,12.60175,24.4036666667,10.1761666667,14.8605833334,18.0880833333,19.0483333333,7.09183333333
362.02,16.3863333333,16.3810833333,15.401,12.7316666667,24.5294166667,10.2405833333,14.9504166667,18.1505,19.12375,7.14245833333
362.39,16.3995,16.3994166666,15.488,12.7851666667,24.51575,10.2776666667,14.9766666667,18.1295833333,19.1283333333,7.12116666667
362.75,16.3786666667,16.37275,15.4746666667,12.7568333333,24.5369166667,10.2046666666,14.9553333333,18.0931666667,19.1240833333,7.02208333333
363.11,16.4369166666,16.3775,15.4765833333,12.734,24.5035,10.1966666667,14.9638333333,18.0253333333,19.1141666667,7.04679166667
363.48,16.4544166667,16.44925,15.52275,12.7876666667,24.5383333333,10.2350833333,15.02575,18.0703333333,19.1375833334,7.02741666667
363.84,16.4411666667,16.4421666667,15.484,12.8689166667,24.5415,10.2685833333,15.00025,18.05475,19.0825833333,7.03379166667
364.20,16.46125,16.5019166667,15.53375,12.9550833333,24.5441666667,10.3105833333,15.08325,18.06925,19.0866666667,7.05145833333
364.57,16.55775,16.6090833334,15.66875,13.0284166667,24.6851666667,10.4195,15.1460833333,18.1078333334,19.1524166667,7.134125
364.93,16.6335,16.6146666666,15.78275,13.166,24.7566666667,10.442,15.2505,18.2055833333,19.2090833334,7.138875
365.29,16.6411666667,16.5663333333,15.7365833333,13.1263333333,24.74125,10.4465,15.2316666666,18.1798333333,19.2281666667,7.16570833333
365.66,16.6386666667,16.4690833333,15.6094166667,12.9960833334,24.7125,10.3605833334,15.1725833333,18.13375,19.1979166667,7.11254166666
366.02,16.5904166667,16.4278333333,15.5926666667,12.9535,24.685,10.3535833334,15.1105,18.1365,19.05575,7.15783333333
366.38,16.6755833333,16.5454166666,15.67425,13.0906666667,24.8763333334,10.4293333333,15.25175,18.30075,19.16725,7.19816666667
366.75,16.5955,16.4344166666,15.5738333333,12.9656666667,24.8184166667,10.37775,15.15775,18.15625,19.0549166667,7.16991666667
367.11,16.6858333334,16.5010833333,15.6353333333,12.9295,24.9943333333,10.3866666667,15.1696666667,18.2419166667,19.1438333333,7.15904166667
367.47,16.751,16.5265,15.60625,12.9276666667,25.081,10.4405833333,15.1671666667,18.3543333333,19.1798333333,7.137875
367.84,16.5255833333,16.2960833334,15.3714166667,12.6710833333,24.8634166667,10.1574166667,14.96875,18.1478333333,18.9715833334,6.84254166667
368.20,16.3590833334,16.1369166666,15.236,12.497,24.79725,10.0575,14.8456666667,17.9820833333,18.9425833334,6.75375
368.56,16.462,16.25025,15.3483333334,12.6354166667,24.89475,10.16275,14.9874166667,18.1734166667,19.0315,6.888875
368.93,16.447,16.3488333333,15.326,12.69425,24.9803333333,10.1699166667,15.0115833333,18.17625,19.02425,6.89504166667
369.29,16.5483333333,16.473,15.3975833333,12.7754166666,25.1485833334,10.1755833333,15.1180833333,18.2328333333,19.1540833333,6.90933333333
369.65,16.52025,16.4149166667,15.40825,12.71075,25.09825,10.0948333333,14.99175,18.2435,19.06775,6.83854166667
370.01,16.63575,16.4901666667,15.47225,12.86525,25.2316666666,10.1515,15.0719166667,18.3669166667,19.2220833333,6.84345833333
370.38,16.6258333334,16.4395833333,15.4663333333,12.8509166666,25.1851666667,10.1118333333,15.02225,18.3394166667,19.1831666666,6.82441666667
370.74,16.4254166667,16.2525,15.365,12.7088333333,25.03125,9.91458333333,14.8665833333,18.1401666667,18.993,6.65641666667
371.10,16.52425,16.3764166667,15.42825,12.8543333334,25.1016666667,10.0805,14.9824166667,18.2771666667,19.11375,6.90079166667
371.46,16.6699166666,16.497,15.5085833333,12.9576666667,25.2068333333,10.1713333333,15.0420833333,18.4336666667,19.1570833334,6.97016666667
371.83,16.61775,16.4015833333,15.3999166667,12.8395833333,25.1226666667,10.0768333333,14.87975,18.3156666667,19.013,6.86466666667
372.19,16.76925,16.47975,15.5159166666,12.96375,25.1741666666,10.1521666667,14.95275,18.40675,19.0955,6.89620833333
372.55,16.7064166667,16.4308333333,15.471,12.983,25.0485833333,10.1534166667,14.94775,18.417,19.0998333333,6.94308333333
372.92,16.658,16.3560833333,15.3856666667,12.8839166667,24.98375,10.0790833333,14.923,18.3111666667,19.0994166667,6.91533333333
373.28,16.6344166667,16.37475,15.4640833334,12.8325,24.9515,10.0943333333,14.87775,18.2670833333,18.977,7.04429166667
373.64,16.6839166666,16.3431666666,15.487,12.8645,24.91925,10.07275,14.9111666667,18.2766666667,19.0045,7.04641666667
374.00,16.8333333333,16.4189166667,15.5639166667,12.9405833333,25.0248333333,10.1416666667,14.9524166667,18.331,19.066,7.10458333333
374.37,16.8800833333,16.4153333333,15.65825,12.9955833333,25.0550833333,10.1484166667,14.9368333333,18.3338333334,19.0329166666,7.02154166667
374.73,16.7969166667,16.3559166666,15.6520833333,12.9670833333,25.0609166667,10.1073333333,14.9089166667,18.2631666667,19.0173333333,6.946625
375.09,16.7266666667,16.3600833333,15.6585,12.9309166667,25.0631666666,10.07475,14.9663333333,18.2048333333,19.0803333333,6.80354166667
375.45,16.6563333333,16.3634166667,15.6306666667,12.8880833333,25.0465833333,10.0926666667,14.97675,18.2284166667,19.133,6.86441666667
375.81,16.74675,16.4148333333,15.6881666667,12.8764166667,25.2458333333,10.1626666667,15.01125,18.2551666667,19.2014166667,6.87229166667
376.18,16.824,16.5054166666,15.6995,12.9740833333,25.3143333333,10.2349166667,15.122,18.3546666667,19.2465,6.96275
376.54,16.75375,16.4408333333,15.5846666667,12.90725,25.25775,10.1516666666,15.106,18.3213333333,19.318,6.88754166667
376.90,16.67425,16.4405,15.556,12.8669166667,25.248,10.13825,15.0693333333,18.2869166667,19.28675,6.880875
377.26,16.66575,16.452,15.5435,12.8468333333,25.2451666667,10.09925,15.1154166666,18.3145833334,19.2555833333,6.82170833333
377.63,16.629,16.4726666666,15.4740833333,12.7943333334,25.2704166667,10.05175,15.1266666667,18.2784166667,19.2474166667,6.82675
377.99,16.6285833334,16.5149166667,15.4548333333,12.8358333333,25.18175,10.0505833333,15.1178333333,18.2820833333,19.24475,6.84716666667
378.35,16.70275,16.5681666667,15.52625,12.86175,25.2325833334,10.06075,15.1128333334,18.3281666667,19.2795,6.91095833333
378.71,16.8225833333,16.5865,15.6008333333,12.917,25.32075,10.10275,15.15325,18.36025,19.3675,6.92854166667
379.07,16.793,16.56625,15.58625,12.90125,25.2086666667,10.0636666667,15.1245833333,18.3350833333,19.3589166666,6.98004166667
379.44,16.8419166667,16.58975,15.6598333333,12.9506666667,25.1921666667,10.091,15.0808333333,18.3213333334,19.37025,6.97595833333
379.80,17.0348333333,16.7498333334,15.813,13.09175,25.3351666667,10.1843333333,15.21875,18.447,19.44525,6.99604166667
380.16,17.1438333333,16.8789166666,15.88075,13.17675,25.4465,10.2630833333,15.3293333333,18.52225,19.5935,7.02695833333
380.52,17.1905833333,16.9683333333,15.92875,13.2371666667,25.4945,10.3065,15.38425,18.49525,19.6785,7.162125
380.88,17.3155833333,17.1078333333,16.0700833333,13.3705,25.6135,10.4489166667,15.5118333333,18.6764166666,19.85375,7.27291666667
381.24,17.4106666667,17.17775,16.1741666667,13.37075,25.7555833333,10.48625,15.6180833334,18.787,19.9501666667,7.291375
381.61,17.32225,17.1245833333,16.1283333333,13.3301666667,25.729,10.4801666667,15.5783333333,18.747,19.8394166667,7.29795833333
381.97,17.2909166666,17.1309166667,16.116,13.3119166667,25.6856666667,10.4248333333,15.5375,18.7469166667,19.7351666667,7.27391666667
382.33,17.3636666667,17.1998333333,16.1678333333,13.3511666667,25.7433333333,10.489,15.6218333333,18.8249166667,19.7375,7.259875
382.69,17.3091666667,17.1364166667,16.0666666667,13.3060833333,25.6830833333,10.37575,15.5593333334,18.7608333333,19.631,7.20541666667
383.05,17.228,17.0881666667,15.9729166667,13.2434166667,25.5636666667,10.2949166667,15.4589166667,18.7339166666,19.5595,7.21329166667
383.41,17.1583333334,17.03175,15.9209166667,13.2000833333,25.4754166667,10.2414166667,15.3565,18.6548333333,19.4865,7.14679166667
383.77,17.1645,17.04,15.9688333333,13.2028333334,25.4375833333,10.3068333333,15.3275833333,18.74225,19.5364166666,7.121375
384.14,17.1443333334,17.0409166666,15.9499166667,13.16875,25.3733333334,10.2509166667,15.3245833333,18.6906666666,19.5276666666,7.06958333333
384.50,17.2006666667,17.0616666666,15.957,13.1955833334,25.3676666666,10.2895833333,15.2839166667,18.6378333333,19.5235833333,7.04529166667
384.86,17.2911666666,17.1393333333,16.0315,13.2890833334,25.4841666667,10.3031666667,15.3463333333,18.6826666667,19.6399166667,7.09291666667
385.22,17.2041666667,17.05525,15.92475,13.1885833333,25.4505833334,10.2065833333,15.2725833333,18.5543333333,19.57175,7.06541666667
385.58,17.1994166667,17.0579166667,15.9455,13.165,25.4493333333,10.1826666667,15.21225,18.4876666667,19.6014166667,7.05066666667
385.94,17.2908333334,17.1690833333,16.0741666667,13.2496666667,25.6020833333,10.3461666667,15.3548333333,18.5769166666,19.7663333333,7.14245833333
386.30,17.2584166666,17.14425,16.0900833333,13.2495,25.586,10.3405,15.3569166666,18.5440833333,19.7675,7.119875
386.66,17.3669166667,17.1995833333,16.1416666667,13.2975,25.6749166667,10.3745833333,15.4561666666,18.6141666667,19.8248333333,7.163125
387.03,17.4333333333,17.2476666667,16.1553333334,13.3555,25.7615,10.378,15.509,18.6570833334,19.8683333333,7.22620833333
387.39,17.4325833333,17.2140833334,16.1603333333,13.3805833333,25.7739166667,10.34425,15.4541666667,18.6645,19.856,7.20170833333
387.75,17.3484166667,17.17075,16.1445,13.375,25.72925,10.3006666667,15.46425,18.6268333333,19.8035,7.24670833333
388.11,17.49075,17.2665833333,16.2975,13.45325,25.8155833333,10.3955833333,15.57475,18.72825,19.9721666667,7.352875
388.47,17.6096666667,17.3823333333,16.46075,13.6041666667,25.831,10.5496666667,15.6938333333,18.8403333333,20.0881666667,7.41720833333
388.83,17.6714166666,17.433,16.4801666666,13.6591666667,25.85375,10.55475,15.7709166667,18.9106666667,20.12525,7.43291666667
389.19,17.6171666667,17.3860833333,16.4618333333,13.6221666667,25.77675,10.48025,15.6970833334,18.8688333333,20.0638333333,7.4185
389.55,17.7106666667,17.45925,16.5459166667,13.6759166667,25.8855,10.5866666667,15.7986666666,18.9235,20.15325,7.47183333333
389.91,17.6740833333,17.45725,16.5620833333,13.6569166667,25.8353333333,10.6075,15.7941666667,18.9214166666,20.127,7.49516666667
390.27,17.63125,17.4040833333,16.5206666667,13.6149166667,25.7409166667,10.534,15.7621666667,18.8221666667,20.077,7.37120833333
390.63,17.6455,17.386,16.5219166667,13.6171666667,25.78675,10.5448333334,15.7931666666,18.7733333333,20.0714166667,7.358875
391.00,17.7346666666,17.5011666667,16.6028333333,13.6651666667,25.8694166667,10.61025,15.8585,18.8449166667,20.1889166667,7.42133333333
391.36,17.6744166667,17.479,16.53925,13.6344166667,25.80525,10.595,15.8109166666,18.88125,20.1319166667,7.36295833333
391.72,17.6393333333,17.4669166667,16.5400833333,13.6176666667,25.8295,10.6025833333,15.818,18.8988333333,20.1615833333,7.37979166667
392.08,17.6836666667,17.5324166667,16.61525,13.70775,25.9084166667,10.6955833333,15.8724166667,18.9635,20.23625,7.47116666667
392.44,17.6814166666,17.518,16.6224166667,13.68475,25.901,10.7095,15.88675,18.9774166667,20.2608333333,7.4375
392.80,17.6639166667,17.56975,16.63475,13.7033333333,25.90875,10.6666666667,15.8625833333,19.0173333333,20.2943333334,7.45820833333
393.16,17.7318333333,17.59425,16.68375,13.7710833333,25.9473333333,10.6920833333,15.9040833333,19.07325,20.3161666666,7.51654166667
393.52,17.8104166667,17.7285833333,16.8275833333,13.8605833334,26.073,10.8240833333,16.00525,19.1920833333,20.4655,7.68208333333
393.88,17.84875,17.77975,16.83875,13.8471666667,26.0613333333,10.825,16.03475,19.2101666667,20.50575,7.72845833334
394.24,17.8441666667,17.723,16.78725,13.7990833333,26.0004166667,10.7765,15.9870833333,19.16625,20.4566666667,7.65941666667
394.60,17.7974166667,17.6685833333,16.6955,13.7573333334,25.9268333333,10.68925,15.9416666667,19.03925,20.3846666666,7.59483333333
394.96,17.87125,17.7555,16.7174166666,13.80425,25.961,10.6966666667,16.02625,19.0926666667,20.4573333333,7.625125
395.32,17.838,17.71525,16.706,13.7670833333,25.9421666666,10.6335833333,15.99,19.0478333333,20.4195,7.55008333333
395.68,17.89375,17.8095833333,16.74975,13.8265833334,25.9920833333,10.6525833333,16.0166666667,19.0746666666,20.48175,7.5995
396.04,17.91125,17.7504166667,16.74675,13.8405833333,25.9625833333,10.67625,16.0575833333,19.0583333333,20.4535,7.550625
396.40,17.8810833333,17.7395833333,16.7359166667,13.8415833334,25.9325,10.6355833333,16.0486666667,19.0154166667,20.4985833333,7.52104166667
396.76,17.7625833333,17.5804166667,16.584,13.73475,25.80825,10.4935833333,15.9405,18.8971666667,20.32425,7.374
397.12,17.75875,17.5951666667,16.5784166667,13.72325,25.7761666667,10.50325,15.9416666667,18.9196666666,20.2919166667,7.38154166667
397.48,17.8335,17.6753333334,16.66675,13.8300833333,25.8518333333,10.578,16.02975,19.038,20.3766666667,7.47058333333
397.84,17.9270833333,17.7776666667,16.7906666667,13.9185,25.9753333334,10.67525,16.0951666666,19.1440833333,20.4618333333,7.53979166667
398.20,17.91875,17.8199166667,16.8325833334,13.902,25.9985,10.68075,16.07125,19.15375,20.4419166667,7.541875
398.56,17.8899166666,17.75825,16.7453333333,13.8469166667,25.863,10.6205833333,15.9875833333,19.0900833333,20.37275,7.440625
398.92,17.819,17.69125,16.6873333334,13.7901666667,25.8261666666,10.5790833333,15.9630833333,19.038,20.3309166667,7.38679166667
399.28,17.8178333333,17.6836666667,16.6270833333,13.7381666667,25.7885833334,10.5529166667,15.9093333333,19.0045,20.2896666667,7.419125
399.64,17.8126666666,17.7203333333,16.6183333333,13.7134166666,25.7869166667,10.5601666666,15.91975,19.0335,20.2563333333,7.409
400.00,17.9016666667,17.8166666667,16.6869166666,13.8094166667,25.84,10.6448333333,15.9915,19.1335,20.3646666667,7.512375
400.36,17.8925,17.7935,16.7003333333,13.8301666667,25.8529166666,10.608,16.004,19.1495,20.3509166667,7.437125
400.72,17.8375833333,17.7425833333,16.6356666666,13.7616666667,25.7721666667,10.5465833334,15.9578333333,19.0818333333,20.2855833333,7.3385
401.08,17.6951666666,17.5985,16.4806666666,13.66775,25.5830833333,10.43325,15.84925,18.9763333333,20.1771666667,7.25220833333
401.44,17.65825,17.5244166667,16.4049166666,13.6548333333,25.5435833333,10.3885,15.7884166667,18.9188333334,20.1548333333,7.16233333333
401.80,17.59625,17.5175833333,16.38625,13.5953333334,25.528,10.37875,15.7966666667,18.9266666667,20.1444166666,7.214875
402.16,17.5628333333,17.5446666667,16.3704166667,13.58925,25.47575,10.3863333333,15.8085833333,18.9678333333,20.1488333334,7.20041666667
402.52,17.60875,17.6034166667,16.48,13.6768333333,25.5263333333,10.3795833333,15.8369166666,19.0483333333,20.2205833333,7.17879166667
402.88,17.65425,17.6475833333,16.5634166667,13.6983333333,25.5565,10.4356666667,15.89175,19.0798333333,20.2951666667,7.20229166667
403.24,17.6845833333,17.6695,16.60475,13.7080833333,25.5508333333,10.4635833333,15.8881666667,19.1096666667,20.3138333333,7.22008333333
403.60,17.656,17.6645833333,16.58525,13.6635,25.4581666667,10.4573333333,15.8351666667,19.0828333333,20.3285833333,7.22216666667
403.95,17.7230833334,17.7553333333,16.6671666666,13.73225,25.4885833334,10.4905,15.8985,19.1320833333,20.39475,7.32133333333
404.31,17.8680833334,17.9038333334,16.83425,13.8436666667,25.5906666667,10.6096666667,16.0383333333,19.251,20.5180833333,7.4285
404.67,17.8280833333,17.8933333333,16.8083333333,13.77775,25.4951666667,10.5665,16.0039166667,19.2015833333,20.4485833334,7.41370833334
405.03,17.8591666667,17.92975,16.829,13.8428333334,25.4960833333,10.5725833333,16.00225,19.2060833333,20.4374166667,7.4175
405.39,17.8995,17.9561666667,16.85725,13.8619166667,25.4874166666,10.5389166667,15.98525,19.1891666667,20.4175,7.4245
405.75,17.896,17.9778333334,16.82725,13.8344166667,25.4475833333,10.54475,15.998,19.16275,20.39325,7.40691666667
406.11,17.888,17.9701666667,16.7881666666,13.8415,25.4341666667,10.5230833333,15.9685,19.16475,20.3673333333,7.41975
406.47,17.8763333334,17.95775,16.7676666667,13.8215833333,25.448,10.4684166667,15.9996666667,19.1299166667,20.3706666667,7.37483333333
406.83,17.9719166667,18.0353333333,16.83675,13.8971666667,25.4963333333,10.519,16.0665833333,19.1851666667,20.40475,7.47175
407.19,17.91875,17.9985833333,16.76725,13.88675,25.4694166667,10.4725833333,16.02825,19.16625,20.3781666667,7.42204166667
407.55,17.8138333334,17.9330833333,16.69375,13.8046666667,25.38025,10.3976666667,15.9488333333,19.0946666667,20.2708333334,7.351375
407.90,17.8771666667,17.9906666667,16.7385833333,13.8663333333,25.4346666666,10.4190833333,16.00775,19.15575,20.3079166667,7.424125
408.26,17.9005833333,17.97875,16.7560833333,13.86925,25.4461666667,10.4356666667,16.076,19.1616666667,20.35725,7.424625
408.62,17.9384166666,17.9995833333,16.8259166666,13.90925,25.45275,10.4871666667,16.1445,19.2296666667,20.4124166667,7.49358333333
408.98,17.9473333333,18.0328333333,16.861,13.9114166667,25.493,10.5046666667,16.1629166666,19.23725,20.4705,7.58641666667
409.34,17.9430833333,18.0370833333,16.8915833333,13.90625,25.4755,10.4800833333,16.1603333333,19.2271666666,20.4501666667,7.589375
409.70,17.8828333333,17.9784166666,16.8623333334,13.8751666666,25.3633333333,10.41925,16.0816666667,19.1649166667,20.3744166666,7.56179166667
410.06,17.8338333334,17.9176666667,16.7805,13.8434166667,25.3329166667,10.4208333333,16.0414166667,19.11275,20.35975,7.52604166666
410.42,17.8761666667,17.9488333333,16.8528333333,13.8584166667,25.3483333333,10.4606666666,16.0984166666,19.152,20.3771666667,7.52629166667
410.77,17.8943333333,17.97425,16.8478333333,13.8870833333,25.3651666667,10.46825,16.135,19.1785833334,20.4128333333,7.53829166667
411.13,17.8530833333,17.9356666667,16.8403333333,13.8570833333,25.29575,10.456,16.12275,19.17025,20.4143333333,7.49808333333
411.49,17.8853333333,18.00625,16.8691666666,13.8906666667,25.3006666666,10.46925,16.15425,19.19675,20.4499166667,7.55229166667
411.85,17.8951666667,18.0305,16.8643333333,13.91875,25.289,10.4781666667,16.1364166667,19.2089166666,20.4710833333,7.55945833333
412.21,17.9534166666,18.0720833334,16.8901666666,13.9618333334,25.305,10.5338333333,16.1685,19.2669166667,20.5049166667,7.551375
412.57,17.9041666667,18.026,16.8174166667,13.9058333333,25.2273333333,10.4700833333,16.12625,19.1939166667,20.4653333333,7.465625
412.92,17.9425833334,18.07225,16.8,13.8929166666,25.2271666666,10.48675,16.1200833333,19.2150833334,20.4545833333,7.44045833333
413.28,17.9223333334,18.1023333333,16.857,13.9136666667,25.2155833333,10.4505,16.1395,19.2233333333,20.4406666667,7.40958333334
413.64,17.90125,18.11525,16.8564166666,13.9303333333,25.1918333333,10.4589166667,16.1003333334,19.2491666667,20.4530833333,7.45616666667
414.00,17.9460833333,18.1615,16.9034166666,13.953,25.1979166667,10.49525,16.0938333333,19.25925,20.4815,7.48241666667
414.36,17.9866666667,18.167,16.8903333334,13.9858333333,25.1774166667,10.4884166667,16.0915,19.2650833333,20.4850833333,7.48870833333
414.72,17.9915,18.1586666666,16.8830833333,13.9980833333,25.1255,10.4956666667,16.0393333333,19.2794166667,20.468,7.44208333333
415.07,18.0006666667,18.1410833334,16.8651666667,13.98975,25.0985833333,10.4779166667,16.0611666667,19.2635,20.4360833333,7.39441666667
415.43,17.9531666667,18.0498333333,16.8136666667,13.9808333333,25.00425,10.3915,16.0251666667,19.23175,20.3839166667,7.33991666667
415.79,17.9724166667,18.0675,16.8279166667,14.0479166667,25.00675,10.4234166667,16.0404166667,19.293,20.4120833334,7.39629166667
416.15,17.9648333334,18.0919166667,16.8475833333,14.0833333333,24.961,10.4368333333,16.0785,19.316,20.42075,7.41933333333
