wavelength,Back_PhrAtrf,Belly_PhrAtrf,Breast_PhrAtrf,Crissum_PhrAtrf,Crown_PhrAtrf,DorTail_PhrAtrf,Rump_PhrAtrf,Throat_PhrAtrf,WingTip_PhrAtrf
193.61,18.8738666667,33.2432,44.1442,46.3512666667,22.8378666667,40.6755333333,23.6036333333,29.6846666667,15.0451333333
193.99,19.4631333333,32.6174666667,46.1297333333,45.056,21.6555333333,39.3288666667,24.2506,30.6487333333,17.6286
194.37,10.9524,22.9047333334,37.7142666667,34.5237333333,12.0952,30.4762,12.7618333333,22.1428666667,8.57133333334
194.75,9.43666666659,19.0140666667,34.4601333333,30.7980666667,10.9389333333,24.5540666667,8.9907,19.6712666667,5.5868
195.13,5.36460000005,14.479,31.1457333333,29.0102666667,7.39579999999,21.4062,3.77593333334,17.7082666667,-0.67706666666
195.51,-1.25006666661,8.85413333334,27.8125333333,23.9584,2.03113333334,15.1042,-1.06783333332,13.6458666667,-7.08333333334
195.89,1.84086666667,11.8906,28.8557333333,24.7760666667,4.32853333335,15.1244,-0.17403333332,14.2786666667,-4.3782
196.27,2.57579999994,9.59599999998,26.0606666666,23.4344666666,3.63646666667,15.404,-1.66666666666,13.2827333333,-6.06053333334
196.65,9.02493333332,14.9206,29.4784,28.0726666667,9.11566666665,21.9500666667,3.56016666666,19.3651333333,0.31753333332
197.03,10.8158666667,16.4568,31.0488,32.7272666667,10.5828666667,25.9674,6.57346666666,24.1026,0.55946666666
197.40,2.30573333339,6.71680000002,18.7467333333,22.9573333333,-1.80466666666,15.6890666667,-4.78703333332,17.5938,-11.7293333333
197.78,-3.30573333334,1.15713333333,12.3416,17.0798,-6.88693333333,9.42146666667,-9.44916666666,15.3168,-19.5041333333
198.16,-13.7106,-6.60379999993,3.20753333333,11.2577333333,-14.7799333333,2.07539999998,-18.7106666667,7.673,-31.8867999999
198.54,-10.8411333333,-5.85666666666,3.05313333334,14.3301333333,-15.4518,0.74760000002,-17.7257666667,7.10286666666,-31.4641333334
198.92,-10.9144000001,-8.84966666666,0.412933333326,11.7994,-18.8791333333,0.767000000006,-17.4631000001,5.07359999999,-33.2153333333
199.30,-27.1696666667,-23.7736,-16.7925333333,-4.21379999998,-35.5345333333,-12.7671333334,-29.9999000001,-11.1321333333,-48.6792
199.68,-30.3545999999,-28.2978,-23.6170666667,-7.09213333334,-41.7731333334,-17.4467333333,-30.6737,-14.8226,-55.8865333333
200.06,-46.5811333334,-48.5470000001,-42.4785333333,-20.6838666667,-64.1880666666,-32.9915333334,-48.2051333334,-29.2306666666,-81.2820666667
200.44,-41.1711333333,-43.4232666667,-33.6036,-12.1620666667,-58.0179333333,-27.1170666666,-41.6216333333,-20.1802666667,-77.5674666667
200.82,-73.3332666667,-73.3334,-59.2728,-35.6363333333,-88.4848666667,-49.3332666667,-67.2727000001,-39.8788666667,-119.515266667
201.19,-82.1768666666,-79.0476666667,-66.6667333333,-41.6325333333,-102.176866667,-53.6055333333,-72.7890333333,-48.8435333333,-135.238066667
201.57,-69.1025999999,-62.8206,-54.9998666667,-33.7179333333,-90.5127333333,-33.4615333333,-56.3462,-37.4359333333,-121.282
201.95,-52.4444666666,-48.0000000001,-43.0000000001,-21.1110666667,-70.9998666666,-19.9999333333,-44.8333000001,-25.0,-104.444466667
202.33,-42.4614666666,-37.2308,-36.4101333333,-16.6154,-62.8718000001,-12.1025999999,-37.6411,-19.5897333334,-94.7692666667
202.71,-64.5613999999,-49.7077333333,-49.0058,-30.6433333333,-72.2808000001,-22.5731333333,-50.3508666666,-24.7954,-120.935666667
203.09,-119.4872,-83.2478,-79.9998666667,-57.7778666667,-112.4786,-50.4274000001,-88.6325,-49.0598666669,-191.794933334
203.47,-146.933333333,-102.133333333,-80.8,-54.9333333336,-147.2,-54.6666666667,-123.466666667,-37.6,-277.066666667
203.85,-1125.33333333,-960.000000001,-724.000000001,-662.666666667,-1145.33333334,-657.333333334,-1062.66666667,-573.333333333,-1802.66666667
204.22,924.444466667,813.333333333,593.333400001,535.555599999,964.444533332,539.999933333,839.999933333,446.666600001,1471.11106666
204.60,327.301600001,310.158733333,257.460333333,236.825466667,359.999933333,231.746066667,289.999933333,198.7302,487.619133333
204.98,343.8096,345.079266667,308.253866667,274.603266667,398.095333333,291.111133333,333.8094,218.4126,527.936533333
205.36,412.666666667,423.333333333,384.666666667,350.666666666,459.666666666,378.666666667,398.5,271.333333333,603.666666667
205.74,431.578866666,438.596466666,379.999933333,357.894866667,467.3684,405.263066667,409.1228,284.2106,613.684200001
206.12,370.4,378.666666667,316.0,305.333333333,403.733333333,345.066666667,356.266666667,260.533333333,492.0
206.50,267.0174,278.772,226.315733333,214.736866667,289.9998,250.7018,247.982366667,185.614,344.385866667
206.87,227.727266667,254.545333333,205.606,189.242533333,265.3032,220.303133333,221.136433333,166.3636,303.7878
207.25,233.1884,269.565133333,223.478266666,206.3768,276.956466667,226.5218,233.7682,181.594133333,311.5942
207.63,394.761866667,450.7144,380.714266667,352.142866667,462.857066667,382.8572,381.5476,320.952333333,519.047666667
208.01,1880.0,2141.33333333,1866.66666667,1646.66666667,2236.0,1806.66666667,1732.0,1450.66666667,2561.33333333
208.39,-3266.66666667,-3591.11113333,-3153.3334,-2755.55573333,-3795.55566667,-3057.77773333,-2906.6666,-2588.88886667,-4308.889
208.77,-765.0,-847.777666665,-732.777799999,-633.889,-884.444533333,-701.111133333,-697.2222,-613.888933333,-1026.6668
209.14,-1164.16666667,-1304.16666667,-1095.0,-954.166666667,-1382.5,-1045.83333333,-1039.16666667,-984.166666667,-1570.0
209.52,1432.38086667,1618.09526667,1346.6666,1194.28573333,1703.80966667,1264.76186667,1307.14276667,1229.5238,1887.61913333
209.90,545.666666667,628.0,534.333333333,474.666666667,652.333333333,477.333333333,510.0,477.0,714.666666667
210.28,341.041666667,391.25,342.291666667,296.666666667,411.25,294.166666667,306.979166667,294.166666667,444.791666666
210.66,609.803866667,698.431400001,618.039266667,540.3922,760.000133334,518.823599999,545.097999999,536.470533333,792.156866667
211.03,1996.0,2253.33333333,2072.0,1777.33333333,2509.33333333,1712.0,1730.0,1761.33333333,2566.66666667
211.41,-9220.00000001,-10646.6666667,-9840.0,-8106.66666667,-12113.3333333,-8213.33333333,-7980.0,-8126.66666667,-12233.3333333
211.79,2201.66666667,2580.0,2358.33333333,1940.0,2936.66666667,1953.33333333,1868.33333333,1921.66666667,2958.33333334
212.17,997.777799999,1148.14813333,1029.62966667,892.592533334,1317.03706667,898.518533334,845.555633333,894.074066666,1320.0
212.55,997.777733333,1184.4444,1081.48153333,963.7036,1350.37033333,915.555466667,908.518533333,897.777733333,1361.48146667
212.92,473.3334,545.0794,518.4128,451.746066667,628.5714,449.206333333,439.682566667,423.8096,629.523866667
213.30,517.333333333,570.000000001,546.0,486.0,674.000000001,490.0,473.166666667,458.0,660.333333333
213.68,2336.66666667,2573.33333333,2505.0,2231.66666667,3156.66666667,2336.66666667,2139.16666667,2158.33333333,3115.0
214.06,2315.0,2468.33333333,2408.33333333,2120.0,3155.0,2375.0,2057.5,2225.0,3108.33333333
214.44,-479.166666667,-537.916666666,-490.416666667,-439.166666667,-682.499999999,-514.583333333,-421.25,-472.916666666,-690.416666665
214.81,-722.4242,-776.969666666,-710.303,-633.333266667,-961.212199999,-767.272733334,-629.697,-715.151533333,-1045.45453333
215.19,-1644.0,-1840.0,-1562.66666667,-1498.66666667,-2186.66666667,-1745.33333333,-1493.33333333,-1669.33333333,-2385.33333333
215.57,-626.666733333,-700.555533333,-568.888933333,-563.888933333,-841.111266667,-635.555666667,-533.333233333,-640.5556,-907.777800001
215.95,-1234.28573333,-1319.04766667,-1088.57153333,-1096.1904,-1572.3808,-1216.19053333,-1083.8096,-1197.14286667,-1657.1428
216.32,-3264.44446667,-3384.44433333,-2868.88886667,-2897.77773333,-4040.00006667,-3160.0,-2934.4444,-3113.33333333,-4131.11113333
216.70,-968.000000001,-970.666666666,-797.999999999,-792.666666665,-1162.0,-933.999999999,-841.666666667,-899.333333333,-1192.0
217.08,-682.564066666,-669.230666667,-543.5898,-533.846133333,-817.435866666,-638.974266667,-583.333433333,-617.435933333,-849.230733335
217.46,-1132.5,-1146.66666667,-944.999999999,-863.333333333,-1305.0,-1042.5,-995.416666666,-1030.0,-1407.5
217.83,-2346.66666667,-2395.0,-1885.0,-1745.0,-2676.66666667,-2053.33333333,-2070.0,-2101.66666667,-2791.66666667
218.21,-9953.33333333,-10160.0,-8046.66666666,-7613.33333332,-11313.3333333,-8466.66666667,-8803.33333333,-8619.99999999,-11440.0
218.59,2218.66666667,2217.33333334,1909.33333333,1734.66666667,2564.0,1872.0,2004.0,1941.33333333,2488.0
218.97,-11253.3333333,-11726.6666667,-9893.33333333,-9386.66666666,-13746.6666667,-9533.33333333,-10373.3333333,-10026.6666667,-12446.6666667
219.34,12293.3333333,12326.6666667,10780.0,10006.6666667,14613.3333333,10260.0,10990.0,10773.3333333,13146.6666667
219.72,-1872.381,-1825.7144,-1609.52386667,-1517.14286667,-2157.14286667,-1573.3332,-1650.00003333,-1637.143,-1946.66666667
220.10,-941.428533334,-934.285666667,-815.237933334,-770.476333333,-1072.38086667,-790.476200001,-833.095266667,-845.238066666,-1002.85706667
220.47,-1354.66666667,-1396.66666667,-1221.33333333,-1148.0,-1541.33333333,-1158.66666667,-1224.66666667,-1238.0,-1482.66666667
220.85,1794.16666667,1922.5,1680.0,1620.0,2085.83333333,1566.66666667,1649.58333333,1705.83333333,1986.66666667
221.23,2116.19046667,2284.76186667,1963.80953333,1922.85713333,2485.71433333,1840.0,1899.04763333,2036.1906,2316.19053333
221.61,-4793.33333333,-5084.44453333,-4353.33333333,-4453.3332,-5708.88893333,-4137.7778,-4153.3333,-4619.99993333,-5280.00006667
221.98,-7280.00000001,-7516.66666667,-6720.0,-6740.0,-8506.66666668,-6323.33333333,-6188.33333333,-7000.0,-8070.00000001
222.36,-7220.00000001,-7499.99999999,-6730.0,-6766.66666667,-8390.0,-6336.66666667,-6268.33333334,-7143.33333333,-8053.33333333
222.74,-3598.33333333,-3726.66666667,-3311.66666667,-3368.33333333,-4093.33333333,-3085.0,-3037.5,-3540.0,-4040.0
223.11,-3433.33333333,-3516.66666667,-3163.33333333,-3140.0,-3800.0,-2818.33333333,-2890.83333333,-3320.0,-3853.33333333
223.49,-1565.0,-1640.0,-1425.0,-1439.16666667,-1721.66666667,-1246.66666667,-1288.75,-1533.33333334,-1818.33333333
223.87,-1152.66666667,-1218.66666667,-1085.33333333,-1084.0,-1281.33333333,-933.333333333,-978.666666666,-1152.0,-1404.66666667
224.24,-7.16908236138e+15,-7.57423573694e+15,-6.75113466868e+15,-6.78098807531e+15,-8.10306751136e+15,-5.95788700704e+15,-6.06024154404e+15,-7.10937554814e+15,-8.65748792005e+15
224.62,-803.888799999,-853.3334,-722.777666666,-742.7778,-936.666600001,-650.0,-670.2778,-796.666733334,-990.555466667
225.00,-434.920733333,-434.6032,-388.254,-388.253866667,-485.0794,-351.746,-351.587233333,-418.095133333,-536.507866667
225.38,-321.839133333,-327.586066667,-291.724266667,-293.793,-347.816133333,-273.3334,-275.057566667,-314.712733333,-404.597733333
225.75,-176.737733333,-194.751733333,-159.7164,-159.007,-192.340266667,-152.056533333,-158.226966667,-179.148866667,-223.971666667
226.13,-129.945333333,-147.759533333,-115.191266667,-121.311466667,-147.322333333,-113.442466667,-118.5792,-134.098466667,-166.6666
226.51,-88.5271333334,-99.7673333333,-76.9767333333,-83.6434666667,-99.0698,-80.2325333333,-79.3021333333,-87.8294000001,-111.8604
226.88,-77.3596666666,-86.0065999999,-65.5446666667,-73.5314666667,-83.9605333333,-72.9373333333,-71.0230999999,-74.9174666666,-93.2013333334
227.26,-54.386,-61.0526666666,-46.7668666666,-52.9824,-58.0951999999,-55.1880000001,-51.7795666667,-53.4335333333,-64.7618666668
227.64,-48.2522000001,-53.3739999999,-43.4552666667,-46.6666666666,-51.3414666667,-49.8781333334,-49.4512,-47.8862666667,-54.5122666667
228.01,-46.4504666667,-52.5405333332,-42.1622,-44.1802666667,-50.0901333333,-45.9459333333,-47.8559666667,-46.2702,-51.2793333333
228.39,-30.8122666667,-35.8264,-27.2830666667,-27.9553333333,-33.3612,-29.7198666667,-31.9187666667,-29.9159333333,-34.3417333333
228.76,-28.1993333333,-33.5376,-26.7434,-26.82,-30.9322666667,-27.3564,-29.0931333333,-27.0241333333,-31.1367333333
229.14,-25.0512666667,-29.8521333333,-23.1855333333,-23.3447333333,-27.6450666667,-23.0944666667,-25.9272333333,-23.8908666667,-26.2344
229.52,-22.1324,-25.7143333333,-20.3312,-19.6894666667,-24.3272,-19.2546666667,-22.1117666667,-20.0416,-21.2008
229.89,-25.649,-26.6872666666,-23.6760666667,-22.4714666667,-27.2482,-20.893,-23.9875,-22.0768666667,-24.2990666667
230.27,-25.0887333333,-25.3846,-23.0176666667,-20.7692666667,-25.8578666667,-18.4614666667,-23.0275333334,-20.7100666667,-22.7614
230.65,-25.0146666667,-25.5063333333,-22.4188666667,-20.1966,-26.2538666667,-16.4601333333,-22.8317666667,-21.1799333333,-22.9302666667
231.02,-22.5072,-23.6468666666,-20.3798666667,-18.6136,-24.7864,-13.5802666667,-20.8453,-19.2211333333,-21.2915333333
231.40,-26.4848666667,-26.4243333333,-22.5656666667,-20.8282,-28.6060666667,-15.3536,-22.6363333333,-23.0303333333,-25.192
231.78,-25.5932666667,-24.9948,-21.8782,-19.7937333333,-28.5242666667,-14.0762666667,-21.1042666667,-23.1579333333,-24.9535333333
232.15,-26.2421333333,-25.223,-22.0382,-20.3184,-28.4500666667,-14.9893333333,-21.1463,-23.0997333333,-24.2038
232.53,-27.2335333333,-24.6032666667,-23.6734666667,-20.6802666667,-29.0929333333,-14.3763333333,-21.1677666667,-23.5826666667,-24.5351333333
232.90,-27.1689333333,-22.5571333333,-23.2876666667,-18.2418666667,-28.1048666667,-12.2374666667,-20.6277666667,-22.968,-23.4933333333
233.28,-20.6338666667,-16.8961333333,-17.3553333334,-12.1092,-22.5352666667,-5.683,-14.7651666667,-17.3115333333,-16.8743333333
233.66,-14.7084,-11.3541333333,-11.6668,-7.5002,-17.5419333333,-0.312533333326,-9.34396666666,-12.2502,-11.3958666667
234.03,-9.21686666667,-6.54626666667,-6.46600000001,-2.5302,-12.4699333333,4.17673333333,-4.71886666667,-8.19286666666,-6.10446666666
234.41,-7.56213333333,-5.05473333334,-5.79099999999,-1.97006666666,-12.1193333333,4.77613333335,-4.09960000001,-7.602,-5.21400000001
234.78,-6.70559999999,-3.9262,-5.13119999999,-1.04946666666,-10.8649333333,4.66466666665,-3.67346666667,-6.49180000001,-4.50933333334
235.16,-4.78859999999,-0.732466666661,-2.21593333333,1.31466666667,-8.1502,5.78400000001,-1.78403333333,-4.30039999999,-1.65266666666
235.54,-3.10986666667,0.0537333333414,-1.25113333333,1.41206666666,-7.3458,6.36299999999,-1.17076666667,-2.9134,-0.142933333346
235.91,-4.69866666667,-0.709266666666,-1.22333333333,0.195000000006,-7.69513333335,6.25886666668,-1.52473333334,-3.22693333333,-0.035533333334
236.29,-2.69726666667,2.29006666666,1.45886666668,2.27306666667,-6.39526666669,9.27900000002,0.525866666658,-0.882,2.05260000001
236.66,-3.85706666666,-0.016666666658,0.199600000007,-0.033133333334,-8.46206666666,7.36486666666,-1.30506666666,-3.95693333333,0.265999999994
237.04,-3.88346666667,-0.339799999994,0.809066666654,-0.194266666674,-8.91593333333,6.21353333334,-1.77170000001,-4.06139999999,0.194133333346
237.41,-7.39446666666,-2.99413333333,-2.05133333333,-3.49053333333,-11.3152,3.22580000002,-4.5906,-6.93126666667,-3.27553333335
237.79,-7.66086666667,-4.09126666666,-2.1516,-3.79786666667,-10.9861333333,2.50999999999,-5.29753333334,-7.51400000001,-3.89573333332
238.17,-8.23353333333,-5.36106666667,-3.47153333334,-4.62353333334,-11.029,1.39786666667,-6.05989999999,-7.97226666666,-3.77873333332
238.54,-6.92413333334,-3.94853333333,-1.50206666666,-2.26039999999,-8.14013333334,2.2606,-3.64803333333,-5.97993333334,-1.91700000001
238.92,-7.98646666667,-4.91160000001,-2.61219999999,-3.60553333333,-9.21093333332,1.41493333334,-4.23813333333,-6.88433333333,-2.78899999999
239.29,-10.2862,-7.61140000001,-5.64206666666,-5.69526666667,-11.5237333333,0.132933333334,-6.71326666667,-8.84899999999,-4.32466666668
239.67,-8.78206666667,-6.96366666667,-4.80113333333,-4.68206666667,-9.98206666667,0.71306666666,-5.9477,-7.35593333333,-3.70773333334
240.04,-5.69359999999,-4.00620000001,-2.22560000001,-2.03939999999,-6.85306666667,2.58806666666,-3.66976666667,-4.21326666667,-0.838399999992
240.42,-6.09446666667,-5.5676,-3.66933333333,-3.31533333333,-7.52953333333,0.871800000008,-4.79106666667,-5.04993333334,-1.30793333334
240.79,-5.79226666667,-5.40699999999,-3.42553333334,-2.98426666667,-7.25233333333,0.850266666674,-4.8936,-4.10760000001,-1.05906666667
241.17,-5.51260000001,-5.14686666666,-3.4266,-3.21860000001,-6.85300000001,1.16126666667,-4.47676666667,-4.00726666667,-0.759866666666
241.54,-3.72113333333,-3.60846666667,-2.30773333334,-2.10759999999,-5.39713333332,2.3828,-2.97063333333,-2.23266666667,0.825466666666
241.92,-3.66266666666,-3.06653333333,-2.30559999999,-2.03860000001,-5.11626666667,2.6746,-2.80526666667,-1.70926666667,1.20953333333
242.29,-3.46953333333,-2.85120000001,-2.07546666667,-1.90246666667,-4.75893333334,3.1026,-2.57603333333,-1.31026666667,1.57753333333
242.67,-3.16946666667,-2.39453333334,-1.76353333333,-1.74353333333,-4.26233333333,3.5816,-2.31006666666,-0.750000000001,2.14613333333
243.05,-2.587,-1.6654,-1.15186666667,-0.9886,-3.32613333333,4.358,-1.83583333333,-0.0336,3.091
243.42,-2.21446666667,-1.2354,-0.9464,-0.629400000002,-2.95093333333,4.55013333333,-1.42656666667,0.1304,3.25866666667
243.80,-2.347,-1.27973333333,-1.12726666667,-0.619133333333,-3.09539999999,4.4676,-1.44363333333,0.0138666666654,3.43733333333
244.17,-1.8484,-0.965466666668,-0.974733333333,-0.562933333332,-3.01080000001,4.85013333333,-1.00666666667,0.141866666665,3.68333333333
244.55,-1.17706666667,-0.054666666666,-0.345399999999,0.154533333335,-2.30866666667,5.86686666667,-0.2841,0.899733333333,4.3172
244.92,-0.5624,0.692199999998,0.116866666665,0.661866666665,-1.37573333333,6.31193333333,0.506233333334,1.367,5.0574
245.30,-0.0480000000006,1.38306666667,0.7376,1.307,-0.529066666668,6.59046666667,1.19866666667,2.02426666667,5.73666666667
245.67,-0.442066666668,1.08493333334,0.616933333332,1.26726666667,-0.6392,6.1984,0.828733333334,1.54206666667,5.56673333333
246.05,-0.146666666666,1.08033333333,0.6374,1.44853333333,-0.364666666666,6.11786666667,0.908133333334,1.50973333334,5.62026666667
246.42,0.495133333334,1.61566666667,1.06466666667,1.94373333333,0.256866666668,6.38493333333,1.3835,2.0552,6.0042
246.79,0.869533333334,1.61793333333,1.0532,1.954,0.420799999998,6.48593333333,1.52043333333,2.05833333334,6.23166666667
247.17,1.176,1.74693333333,1.21793333333,2.0284,0.534066666666,6.5008,1.7837,2.16786666667,6.38253333333
247.54,1.81126666666,2.29013333333,1.80626666667,2.51086666667,1.0966,6.84773333333,2.27403333333,2.68706666667,6.83766666667
247.92,2.07766666667,2.47273333333,1.98926666667,2.61153333333,1.41713333333,6.92026666667,2.33503333333,2.95626666667,6.95873333333
248.29,1.89206666667,2.3732,1.84733333333,2.49046666667,1.37333333333,6.71353333333,2.1034,2.8778,6.74406666667
248.67,1.90546666667,2.42273333333,1.99193333333,2.58186666667,1.5544,6.67846666667,2.22016666667,2.9378,6.7438
249.04,1.98553333333,2.57766666667,2.17573333333,2.71953333333,1.59553333333,6.9146,2.2972,3.1602,6.85446666667
249.42,2.42386666667,2.8118,2.47926666667,2.9426,1.85686666667,7.33926666667,2.47546666667,3.33086666667,7.06713333334
249.79,2.94046666667,3.2132,2.91366666667,3.2478,2.21866666667,7.80013333334,2.88416666667,3.7824,7.37506666667
250.17,3.05506666667,3.36913333333,3.23466666667,3.3518,2.3012,8.02846666667,3.08773333333,3.9944,7.54026666667
250.54,2.5166,2.91806666667,2.7636,2.8284,1.70146666667,7.42313333333,2.53823333333,3.49546666667,6.9662
250.92,2.1346,2.793,2.61033333333,2.71013333333,1.4264,6.99246666667,2.21803333333,3.15546666667,6.39066666666
251.29,1.8246,2.65133333333,2.3966,2.59886666667,1.35006666667,6.89693333333,1.9414,3.18866666667,6.15386666667
251.66,0.807866666666,1.86966666667,1.60146666667,1.779,0.547000000002,6.27173333333,1.24283333333,2.42773333333,5.3406
252.04,0.48946666667,1.5472,1.42373333333,1.6106,0.1606,6.29666666667,1.2014,2.2346,5.19433333333
252.41,0.378533333332,1.28053333333,1.269,1.64746666667,-0.015333333334,6.30726666667,1.20236666667,2.1904,5.17573333333
252.79,-0.0156666666654,0.917333333334,0.858666666666,1.28806666667,-0.565866666666,5.8938,0.9642,1.7838,4.82053333333
253.16,-0.101399999997,0.588866666664,0.472066666667,0.990733333333,-0.877866666666,5.53913333333,0.856266666668,1.29126666666,4.41206666667
253.54,-0.790733333333,-0.0513999999994,-0.174066666667,0.597133333333,-1.5104,5.04953333333,0.3638,0.814533333333,3.8236
253.91,-1.17673333333,-0.320600000001,-0.422,0.503266666665,-2.00446666666,4.8002,0.192766666668,0.596399999999,3.49753333333
254.28,-0.899466666667,-0.109266666667,-0.306866666666,0.828133333333,-1.942,5.0692,0.350966666666,0.807133333336,3.53926666667
254.66,-0.768666666667,0.0172666666672,-0.026066666666,1.11626666667,-1.79366666667,5.39406666667,0.705833333334,0.968466666668,3.41806666667
255.03,-1.70433333333,-0.9898,-0.920933333335,-0.004466666668,-2.969,4.70106666667,-0.267999999999,0.0367333333326,2.50173333333
255.41,-2.593,-1.90066666667,-1.59493333333,-0.840666666666,-4.07819999999,3.60566666666,-0.9359,-1.01233333333,1.47566666667
255.78,-3.0262,-2.3972,-1.897,-1.1392,-4.49726666668,3.20453333333,-1.44880000001,-1.2976,1.08966666667
256.15,-3.71813333333,-2.6756,-2.56146666667,-1.57846666667,-5.00366666667,2.6754,-1.9857,-2.09986666667,0.357399999999
256.53,-3.6828,-2.42466666667,-2.5982,-1.52813333333,-4.87833333334,2.54526666667,-2.0752,-2.11626666667,0.385733333333
