wavelength,Back_TacPhom,Belly_TacPhom,Breast_TacPhom,Crissum_TacPhom,Crown_TacPhom,DorTail_TacPhom,Patch10_TacPhom,Patch11_TacPhom,Rump_TacPhom,Throat_TacPhom,WingTip_TacPhom
593.80,3.5388,3.43783333333,2.7106,3.70496666667,3.335,5.25586666667,41.06,22.9463333333,4.08526666667,3.4564,5.09893333333
594.14,3.518,3.40366666667,2.70053333333,3.66963333333,3.30806666667,5.2256,41.0400666666,23.0216,4.05586666667,3.43533333333,5.07326666667
594.48,3.51986666667,3.3999,2.697,3.69246666667,3.30026666667,5.2326,41.1071333333,23.1899333333,4.07026666667,3.45993333333,5.06793333333
594.81,3.54526666667,3.40483333333,2.68306666667,3.706,3.30746666667,5.23286666667,41.1402,23.3094666667,4.08473333333,3.47106666667,5.08873333334
595.15,3.5282,3.37633333333,2.6678,3.68976666667,3.3086,5.22466666667,41.0738,23.3113333333,4.07146666667,3.46733333333,5.0762
595.49,3.55693333333,3.37413333333,2.68726666667,3.70523333333,3.35286666666,5.244,41.1274666667,23.3884,4.08,3.48066666667,5.0958
595.82,3.57406666666,3.36993333333,2.70623333333,3.6965,3.35306666667,5.24526666667,41.1050666667,23.4691333333,4.0876,3.47613333333,5.1204
596.16,3.55353333333,3.3311,2.68136666667,3.66813333333,3.31786666667,5.2168,41.1521333333,23.5557333333,4.06193333333,3.459,5.10006666667
596.50,3.57406666667,3.3397,2.70016666667,3.6896,3.35053333334,5.22886666667,41.1672666667,23.6516,4.07173333333,3.4698,5.116
596.83,3.55833333333,3.34666666667,2.69733333333,3.67376666667,3.35219999999,5.22926666667,41.1815333333,23.6988,4.069,3.467,5.12006666667
597.17,3.59966666667,3.3803,2.72616666667,3.72166666667,3.40420000001,5.28653333333,41.2367333333,23.8272,4.12366666666,3.51793333333,5.1828
597.51,3.60313333333,3.3862,2.72203333333,3.7371,3.41113333333,5.2648,41.2185333333,23.8864,4.1214,3.493,5.195
597.84,3.56793333333,3.3404,2.6703,3.7118,3.3908,5.2278,41.1984666666,23.9515333333,4.09486666667,3.458,5.17513333333
598.18,3.56393333333,3.36616666667,2.68266666667,3.6962,3.41440000001,5.23193333333,41.2215333333,24.0450666667,4.10906666667,3.4766,5.19113333333
598.52,3.50966666667,3.3119,2.6421,3.636,3.36639999999,5.18533333333,41.1595333333,24.0446666667,4.0404,3.43633333333,5.13506666667
598.85,3.53066666667,3.3234,2.6883,3.6385,3.39146666667,5.20353333333,41.2354666667,24.1856,4.0456,3.459,5.16173333333
599.19,3.51726666667,3.324,2.67843333333,3.62676666667,3.38966666667,5.1796,41.2118666667,24.2784666667,4.03966666667,3.46233333333,5.16313333333
599.53,3.42193333333,3.25293333333,2.59593333333,3.5689,3.3294,5.09953333333,41.1993333333,24.3221333333,3.95506666667,3.3978,5.08333333333
599.86,3.4048,3.25143333333,2.55863333333,3.57583333333,3.32699999999,5.0924,41.1873333334,24.4002666667,3.95066666667,3.37146666667,5.0692
600.20,3.39933333333,3.2507,2.54243333333,3.56463333333,3.322,5.0678,41.2493333333,24.4987333333,3.94933333333,3.3524,5.06953333334
600.53,3.41413333334,3.26786666667,2.56093333333,3.5917,3.34499999999,5.07053333333,41.2777333333,24.6552666667,3.96866666667,3.36046666666,5.08566666667
600.87,3.406,3.2664,2.5664,3.58106666667,3.35546666667,5.04286666667,41.2398,24.7366666667,3.95926666667,3.3596,5.06106666667
601.21,3.4192,3.25076666667,2.5662,3.55766666666,3.35793333334,5.06786666667,41.2403333333,24.8304,3.97,3.3888,5.04306666667
601.54,3.47353333333,3.2795,2.60663333333,3.58706666667,3.40619999999,5.13033333333,41.2639333333,24.9114,4.0034,3.4318,5.0784
601.88,3.48893333333,3.27946666667,2.6121,3.60806666667,3.41060000001,5.13426666667,41.2465333333,24.9719333333,3.99773333334,3.40146666666,5.09153333333
602.21,3.51633333333,3.33313333333,2.66286666667,3.64803333333,3.46566666666,5.1572,41.2711333333,25.038,4.04506666666,3.43633333333,5.1204
602.55,3.5308,3.34186666667,2.65253333333,3.6768,3.45246666666,5.14173333333,41.3140666667,25.0913333334,4.0444,3.4364,5.1384
602.88,3.5314,3.34463333334,2.662,3.7014,3.44360000001,5.18,41.3024666667,25.1582,4.07226666667,3.44173333333,5.15146666667
603.22,3.62813333333,3.41426666667,2.74953333333,3.75903333333,3.53106666667,5.26253333333,41.2976666667,25.2471333333,4.13093333333,3.50546666667,5.2218
603.56,3.6946,3.4497,2.81763333333,3.80693333333,3.59473333334,5.3164,41.3538666667,25.3045333333,4.18293333333,3.573,5.28073333334
603.89,3.7414,3.48803333333,2.86276666667,3.85536666667,3.63140000001,5.37333333333,41.3796,25.384,4.22326666666,3.62086666667,5.33466666667
604.23,3.76113333333,3.50703333333,2.8878,3.87853333333,3.6572,5.3984,41.3714,25.4233333333,4.22586666667,3.6526,5.37493333333
604.56,3.68306666667,3.44323333333,2.81283333333,3.8378,3.57206666666,5.3378,41.3162666667,25.3738666667,4.143,3.57493333333,5.31733333333
604.90,3.7032,3.4814,2.83103333333,3.87073333333,3.59886666667,5.33666666666,41.3436,25.4188666667,4.1646,3.5764,5.34466666667
605.23,3.69453333333,3.5051,2.8407,3.89173333333,3.61139999999,5.31,41.3144666667,25.4335333333,4.17713333334,3.5684,5.35786666667
605.57,3.69886666667,3.50426666667,2.8428,3.8838,3.62366666667,5.30773333333,41.3223333333,25.4784666667,4.1928,3.5848,5.3748
605.90,3.7484,3.53333333333,2.8731,3.9263,3.66066666666,5.34626666667,41.3381333333,25.5520666667,4.22673333333,3.60713333333,5.41313333333
606.24,3.7524,3.527,2.88993333333,3.92993333333,3.69006666667,5.35706666667,41.2756666667,25.5819333333,4.23306666667,3.61486666667,5.417
606.58,3.7386,3.52076666667,2.8723,3.89736666667,3.69166666667,5.32,41.2237333333,25.593,4.1886,3.59173333333,5.39593333333
606.91,3.70593333333,3.52053333333,2.84303333333,3.8728,3.65753333334,5.28066666667,41.2412,25.6297333333,4.17966666667,3.5762,5.38926666667
607.25,3.69713333333,3.55353333333,2.83763333333,3.8816,3.65953333333,5.28966666667,41.2101333333,25.6711333333,4.1686,3.57426666667,5.3894
607.58,3.63713333333,3.4943,2.78816666667,3.85606666667,3.62400000001,5.23606666667,41.1106666667,25.6555333333,4.1122,3.54053333333,5.3294
607.92,3.635,3.48066666667,2.7868,3.85036666667,3.62153333334,5.24626666667,41.1034,25.6745333333,4.13493333333,3.53813333333,5.31073333333
608.25,3.72546666667,3.55556666667,2.87586666667,3.89266666667,3.71393333333,5.32186666667,41.1692,25.8051333333,4.22426666667,3.62366666667,5.37873333333
608.59,3.71853333333,3.56573333333,2.89046666667,3.89426666667,3.73073333334,5.34246666667,41.1323333333,25.8177333333,4.22586666667,3.6588,5.38313333333
608.92,3.73366666667,3.57833333333,2.90226666667,3.88066666667,3.74213333333,5.38306666667,41.1889333333,25.9054,4.22993333333,3.69213333333,5.3946
609.26,3.72213333333,3.5758,2.90686666667,3.87233333333,3.74373333333,5.38246666667,41.1744666667,25.9298,4.21086666667,3.70686666667,5.38213333333
609.59,3.6464,3.51463333333,2.85516666667,3.8074,3.68533333334,5.32426666667,41.0707333333,25.8794,4.14173333333,3.67586666667,5.33993333333
609.93,3.643,3.53816666667,2.8615,3.7997,3.71313333334,5.34206666667,41.0799333334,25.9330666667,4.15253333333,3.70506666667,5.34313333333
610.26,3.61873333333,3.5109,2.83286666667,3.75516666667,3.68906666667,5.32093333333,41.0622666667,25.9499333333,4.12153333333,3.69193333334,5.3052
610.60,3.56433333333,3.4635,2.78353333333,3.71846666667,3.6648,5.28846666667,41.0359333333,25.9257333333,4.06566666667,3.65733333333,5.2724
610.93,3.5668,3.44363333333,2.7907,3.70753333333,3.67526666666,5.2934,41.0022,25.9296,4.05746666667,3.68326666667,5.25806666667
611.27,3.603,3.49486666667,2.8234,3.7215,3.7274,5.3154,41.0017333333,25.9702,4.0994,3.71973333333,5.306
611.60,3.58973333333,3.49273333333,2.80826666667,3.71923333333,3.72880000001,5.2796,40.9467333333,25.9926,4.10733333333,3.69906666667,5.3046
611.93,3.5682,3.48936666667,2.7776,3.71173333333,3.71673333333,5.26346666667,40.9054666667,25.9864,4.10466666667,3.6924,5.30566666667
612.27,3.535,3.40226666667,2.72813333333,3.65066666667,3.67780000001,5.2182,40.8187333333,25.9889333333,4.0466,3.63833333333,5.26973333333
612.60,3.5272,3.37003333333,2.713,3.64873333333,3.66433333334,5.209,40.7884666667,25.9954,4.0286,3.64313333333,5.26033333333
612.94,3.4954,3.33696666667,2.66016666667,3.62876666667,3.63213333333,5.18213333333,40.7891333333,26.0136,3.98533333333,3.6128,5.243
613.27,3.5558,3.38003333333,2.68923333333,3.68556666667,3.6984,5.21466666667,40.9212,26.1606666667,4.05346666667,3.65666666667,5.31473333333
613.61,3.48646666667,3.32116666667,2.61096666667,3.62443333333,3.61893333333,5.14673333333,40.8774666667,26.1559333333,4.00873333333,3.60093333333,5.26733333333
613.94,3.45666666667,3.3041,2.58856666667,3.61563333333,3.59239999999,5.12833333333,40.8936,26.1686,4.01966666667,3.58033333333,5.28493333333
614.28,3.4934,3.3087,2.62223333333,3.64296666667,3.61913333333,5.1368,40.8996666667,26.258,4.06953333333,3.59753333333,5.32833333333
614.61,3.42673333333,3.23376666667,2.558,3.56153333333,3.5844,5.0524,40.9246,26.3306666667,4.03273333333,3.51633333333,5.31046666667
614.94,3.37533333333,3.17506666667,2.50543333333,3.49706666667,3.52520000001,5.04173333333,40.949,26.3442666667,3.9892,3.46593333333,5.25613333333
615.28,3.36713333333,3.16026666667,2.51043333333,3.46543333333,3.50880000001,5.0642,40.9634,26.3951333333,3.94073333333,3.45173333333,5.257
615.61,3.36666666667,3.1404,2.50476666667,3.47713333333,3.50326666666,5.0576,40.9368666667,26.4066,3.91866666667,3.434,5.2624
615.95,3.50306666667,3.2786,2.6324,3.6217,3.62900000001,5.17046666667,41.064,26.5375333333,4.0404,3.55666666667,5.38886666667
616.28,3.44513333333,3.24696666667,2.59536666667,3.5797,3.59799999999,5.1142,41.054,26.5575333333,3.98326666667,3.48686666667,5.35566666667
616.61,3.47853333333,3.2834,2.64316666667,3.62976666667,3.648,5.1482,41.0391333333,26.5792666667,4.04466666667,3.51153333333,5.39613333333
616.95,3.45873333334,3.28513333333,2.65726666667,3.63743333333,3.64026666667,5.16713333333,41.0160666667,26.6082,4.04553333333,3.48566666667,5.3718
617.28,3.465,3.26676666667,2.64023333333,3.63343333333,3.64293333333,5.1484,40.9736,26.5933333333,4.02913333333,3.4378,5.33906666667
617.62,3.48906666667,3.27613333333,2.6871,3.67063333333,3.67860000001,5.15673333333,40.9773333333,26.6288666667,4.03473333333,3.44213333333,5.35533333333
617.95,3.43766666667,3.25063333333,2.67233333333,3.63313333333,3.64933333334,5.12573333334,40.8916,26.575,4.01193333333,3.41266666667,5.2968
618.28,3.4696,3.2976,2.72543333333,3.70363333333,3.66619999999,5.21146666667,40.8852,26.6154,4.0504,3.44806666666,5.31573333333
618.62,3.483,3.2956,2.73346666667,3.69966666667,3.6654,5.18813333333,40.8153333333,26.5718666667,4.03413333334,3.45366666667,5.2982
618.95,3.44026666667,3.237,2.67666666667,3.6714,3.62966666666,5.13126666667,40.7715333333,26.5541333333,4.00166666667,3.42006666667,5.25313333333
619.28,3.3968,3.2062,2.64066666667,3.62026666667,3.61206666666,5.0776,40.7934,26.5238,3.95433333333,3.3994,5.20373333333
619.62,3.27686666667,3.12376666667,2.5269,3.51173333333,3.51986666666,4.99946666667,40.8038666667,26.5156666667,3.8604,3.30133333333,5.09926666667
619.95,3.32013333333,3.1714,2.5757,3.551,3.54880000001,5.042,40.7855333333,26.5219333333,3.91846666667,3.33993333333,5.14853333333
620.28,3.3386,3.1896,2.59753333333,3.55453333333,3.55906666666,5.06533333333,40.8184,26.5756,3.93946666667,3.35026666667,5.18166666667
620.62,3.33953333333,3.18633333333,2.58493333333,3.5265,3.55173333334,5.0464,40.8118666667,26.5904666667,3.90926666667,3.34666666667,5.17733333333
620.95,3.36713333333,3.21466666667,2.61523333333,3.54153333333,3.58946666667,5.08986666667,40.9031333334,26.6806,3.92406666667,3.3944,5.25126666667
621.28,3.37773333333,3.20436666667,2.6087,3.53423333333,3.59499999999,5.1044,40.9605333333,26.7619333333,3.93533333333,3.4166,5.27553333333
621.62,3.38746666667,3.21773333333,2.59953333333,3.5638,3.61793333334,5.11826666667,40.9952,26.8380666667,3.94293333333,3.44753333334,5.32033333333
621.95,3.37306666667,3.18823333333,2.5527,3.54493333333,3.5772,5.05853333333,40.9524666667,26.7917333333,3.9074,3.43806666667,5.30113333333
622.28,3.3598,3.17973333333,2.55,3.5877,3.59206666666,5.0622,40.9631333333,26.8875333333,3.94086666667,3.45306666667,5.3316
622.62,3.4196,3.2605,2.58406666667,3.6597,3.64146666667,5.09613333333,41.0266666667,26.9478,4.0034,3.51286666666,5.39846666667
622.95,3.4794,3.30023333333,2.62656666667,3.7188,3.68893333333,5.15,41.0959333333,27.0853333333,4.08093333333,3.555,5.4612
623.28,3.5444,3.35713333333,2.6923,3.7778,3.736,5.16513333333,41.1190666667,27.1723333333,4.14853333333,3.59713333333,5.53093333333
623.62,3.57893333333,3.37663333333,2.70313333333,3.79623333333,3.77006666667,5.2248,41.1966666667,27.2581333333,4.1808,3.6442,5.5654
623.95,3.58213333333,3.3707,2.70743333333,3.7937,3.75806666667,5.22673333333,41.224,27.3104,4.1518,3.6362,5.559
624.28,3.56186666667,3.33636666667,2.67943333333,3.75763333334,3.73033333333,5.21093333333,41.2743333334,27.3228666667,4.1406,3.6202,5.55126666667
624.62,3.58686666667,3.36946666667,2.72293333333,3.80596666667,3.74013333333,5.25113333333,41.3256666667,27.3920666667,4.17873333333,3.6254,5.57573333333
624.95,3.62873333333,3.45606666667,2.769,3.8369,3.77973333334,5.3132,41.3041333333,27.4101333333,4.24333333333,3.66966666667,5.6258
625.28,3.67626666667,3.4899,2.76943333333,3.85303333333,3.78506666667,5.34486666667,41.4222,27.4897333333,4.25353333333,3.67186666667,5.623
625.61,3.6876,3.5004,2.7813,3.8311,3.80693333334,5.36473333333,41.4658666667,27.5471333333,4.2776,3.67013333333,5.6386
625.95,3.72466666667,3.5495,2.80336666667,3.83723333333,3.83466666667,5.38406666667,41.5336666667,27.6020666667,4.2942,3.6858,5.67653333333
626.28,3.74873333333,3.56346666667,2.82656666667,3.83113333333,3.84360000001,5.413,41.5819333333,27.6355333333,4.2902,3.6968,5.69273333333
626.61,3.69913333333,3.53923333333,2.78986666667,3.79466666667,3.77933333334,5.3786,41.5902,27.5951333333,4.24353333333,3.6554,5.64546666666
626.94,3.67533333333,3.5185,2.76623333333,3.77306666667,3.76726666667,5.3816,41.5722666667,27.5394666667,4.22406666667,3.63986666667,5.626
627.28,3.65773333333,3.48063333333,2.75586666667,3.75726666667,3.75480000001,5.3336,41.4848666667,27.5207333333,4.194,3.588,5.60546666667
627.61,3.64573333333,3.46773333333,2.734,3.74556666667,3.75806666667,5.3,41.3860666667,27.4703333333,4.19226666667,3.5878,5.5916
627.94,3.6958,3.5218,2.7897,3.80956666667,3.79639999999,5.33346666667,41.3636666667,27.5140666667,4.20226666667,3.6202,5.62873333333
628.27,3.705,3.5251,2.7786,3.80236666667,3.79693333333,5.30886666667,41.3448666667,27.5404666667,4.19933333333,3.64293333333,5.61906666667
628.61,3.6518,3.43473333333,2.7224,3.74573333333,3.74126666666,5.23826666667,41.3324666667,27.4729333333,4.12746666667,3.58126666667,5.5358
628.94,3.62426666667,3.41656666667,2.73266666667,3.7124,3.71806666666,5.2248,41.2466666667,27.4131333333,4.1216,3.58066666667,5.53113333333
629.27,3.6196,3.42833333333,2.72553333333,3.72703333333,3.69973333333,5.198,41.259,27.4322666667,4.108,3.56553333334,5.52293333333
629.60,3.6096,3.43873333333,2.72436666667,3.69833333333,3.68826666666,5.19006666667,41.2972666667,27.4684,4.1026,3.55786666667,5.5102
629.94,3.51333333333,3.3627,2.6699,3.6147,3.64626666667,5.1268,41.2398666667,27.4436666667,4.04746666667,3.49126666667,5.43813333333
630.27,3.52893333333,3.35703333333,2.67693333333,3.621,3.68346666666,5.1552,41.2009333333,27.4857333333,4.04453333333,3.509,5.47106666667
630.60,3.54653333333,3.36286666667,2.67023333333,3.61516666667,3.67473333333,5.1608,41.2260666667,27.5618,4.0534,3.52926666667,5.46273333333
630.93,3.5186,3.3578,2.64173333333,3.6117,3.65220000001,5.1486,41.235,27.553,4.04186666667,3.52753333334,5.44806666667
631.26,3.4854,3.31696666667,2.6104,3.56543333333,3.60853333334,5.13186666667,41.2699333333,27.5572666667,4.01053333333,3.45926666667,5.41926666667
631.60,3.46413333333,3.27783333333,2.57296666667,3.5229,3.60086666667,5.10793333333,41.3146,27.5876,4.0268,3.42886666667,5.38726666667
631.93,3.47733333333,3.29183333333,2.56463333333,3.53976666667,3.59746666667,5.13046666667,41.4202666667,27.6446,4.03753333333,3.4192,5.39753333333
632.26,3.5156,3.34713333333,2.598,3.591,3.64053333333,5.16166666667,41.4462666667,27.7227333333,4.05413333333,3.45846666667,5.4374
632.59,3.56946666666,3.40523333333,2.64116666667,3.66926666667,3.70146666666,5.21873333333,41.454,27.7986666666,4.1196,3.50546666667,5.4882
632.92,3.58586666667,3.4455,2.69576666667,3.7042,3.75366666667,5.262,41.4588666667,27.8396666667,4.12133333333,3.56066666667,5.5372
633.26,3.56266666667,3.411,2.68626666667,3.70776666666,3.71820000001,5.25106666667,41.3695333333,27.7941333334,4.09753333333,3.5458,5.53046666667
633.59,3.57553333333,3.39633333333,2.65193333333,3.6935,3.67426666666,5.24333333333,41.2752666667,27.7378666667,4.07053333334,3.53273333333,5.5284
633.92,3.52093333333,3.34946666667,2.61226666667,3.64356666667,3.63206666667,5.195,41.2451333333,27.6880666667,4.045,3.47846666667,5.4742
634.25,3.50746666667,3.36156666667,2.62543333333,3.677,3.65266666667,5.2096,41.2194,27.7021333333,4.028,3.457,5.51913333333
634.58,3.46466666667,3.32963333333,2.5797,3.62746666667,3.59626666667,5.16453333333,41.2256666667,27.683,3.9962,3.4146,5.47953333333
634.91,3.4938,3.34973333333,2.58506666667,3.67236666667,3.61733333334,5.17253333333,41.303,27.7522,4.02026666667,3.44273333333,5.52206666667
635.25,3.45906666667,3.29613333333,2.49953333333,3.61946666667,3.54686666667,5.12806666667,41.1376,27.6622,3.96846666667,3.40906666667,5.46333333333
635.58,3.42613333333,3.26293333333,2.4886,3.6247,3.5444,5.09626666667,40.91,27.5482666667,3.93673333333,3.4044,5.43893333333
635.91,3.45613333333,3.27223333333,2.52683333333,3.67293333333,3.56273333333,5.1326,40.93,27.6351333333,3.98326666667,3.43013333333,5.48073333333
636.24,3.42726666667,3.19223333333,2.51263333333,3.63843333334,3.51940000001,5.10753333333,40.9525333333,27.6436,3.93,3.39653333333,5.47433333333
636.57,3.37173333333,3.08553333333,2.40713333333,3.56426666667,3.45219999999,5.0352,40.9686,27.6397333333,3.90393333333,3.3056,5.434
636.90,3.31586666667,3.02866666667,2.33963333333,3.50603333333,3.42153333333,4.99566666667,40.9774666667,27.5898,3.8372,3.23173333333,5.37073333333
637.23,3.31073333333,3.01913333333,2.36886666667,3.525,3.45826666666,4.998,41.114,27.6822,3.8554,3.22533333333,5.37393333333
637.56,3.35773333334,3.07016666667,2.42723333333,3.56523333333,3.48940000001,5.03473333333,41.1914,27.8207333333,3.8992,3.26406666667,5.44966666667
637.90,3.36666666667,3.05826666667,2.434,3.5436,3.47466666667,5.03973333333,41.3074,27.903,3.91573333334,3.26613333333,5.44586666667
638.23,3.45693333333,3.15486666667,2.5499,3.63743333333,3.57486666666,5.14173333333,41.3220666667,27.9946666667,3.98513333333,3.35786666667,5.53246666667
638.56,3.45526666667,3.18183333333,2.5644,3.60406666667,3.57986666667,5.15146666667,41.3007333333,27.9943333333,3.972,3.3542,5.49393333333
638.89,3.38833333333,3.16033333333,2.57323333333,3.56916666667,3.5608,5.15626666667,41.3630666667,28.0414666667,3.9098,3.32553333333,5.4932
639.22,3.38166666667,3.1904,2.58573333333,3.54553333333,3.57826666667,5.2494,41.5806,28.1768,3.92786666667,3.33453333333,5.55653333333
639.55,3.34513333333,3.1653,2.52566666667,3.49923333333,3.56306666667,5.2358,41.5386666667,28.1412666667,3.90026666667,3.288,5.54266666667
639.88,3.365,3.27263333333,2.5226,3.53866666667,3.61739999999,5.252,41.5358666667,28.1564666667,3.9342,3.31506666667,5.587
640.21,3.4334,3.39623333333,2.63283333333,3.6281,3.70773333334,5.35013333333,41.5412,28.1756,3.99926666667,3.39613333333,5.661
640.54,3.53806666666,3.49803333333,2.75316666667,3.75696666667,3.80393333332,5.47533333333,41.6126,28.2964666667,4.118,3.5042,5.79813333333
640.87,3.616,3.59446666667,2.83903333333,3.8783,3.867,5.57086666667,41.6494,28.3482666667,4.216,3.62746666667,5.89393333333
641.20,3.68426666667,3.6396,2.90276666667,3.95806666667,3.93820000001,5.66493333333,41.6484,28.3572666667,4.29373333333,3.6968,5.95546666667
641.53,3.60886666667,3.58243333333,2.86416666667,3.91583333333,3.90639999999,5.6178,41.5315333333,28.228,4.22453333333,3.6496,5.90966666666
641.87,3.56646666667,3.5246,2.82246666667,3.87673333334,3.89620000001,5.59273333333,41.6105333334,28.2182,4.19753333333,3.6266,5.88166666667
642.20,3.57986666667,3.53546666667,2.8625,3.9406,3.97973333333,5.6616,41.5005333333,28.1906666667,4.23933333333,3.71113333333,5.95006666667
642.53,3.63486666667,3.60526666667,2.89473333333,4.0346,4.07346666667,5.712,41.5302666667,28.2302666667,4.33286666667,3.7686,6.02413333333
642.86,3.685,3.64173333333,2.9412,4.09256666667,4.1284,5.7006,41.5079333333,28.2075333333,4.357,3.79953333333,6.0532
643.19,3.61233333333,3.5693,2.884,4.0259,4.07780000001,5.6068,41.4762666667,28.1512,4.28046666667,3.759,6.0016
643.52,3.49353333333,3.40856666667,2.76536666667,3.90133333333,3.99819999999,5.49733333333,41.4486,28.0786,4.18206666667,3.65206666667,5.90033333333
643.85,3.41273333333,3.30463333334,2.6406,3.80373333333,3.89086666667,5.4066,41.4298,28.0564,4.10393333333,3.57993333333,5.80786666667
644.18,3.35506666667,3.21786666667,2.5344,3.71733333333,3.81833333333,5.3026,41.3691333333,27.9693333333,4.02813333333,3.51633333334,5.72393333333
644.51,3.27766666667,3.12256666667,2.41363333333,3.6223,3.75806666667,5.22193333333,41.2300666667,27.9013333333,3.93806666667,3.41633333333,5.6378
644.84,3.281,3.12896666667,2.39413333333,3.63806666667,3.75353333334,5.2088,41.2927333333,27.9268666667,3.94493333333,3.42806666667,5.6432
645.17,3.36833333333,3.24003333333,2.48886666667,3.7465,3.8202,5.2866,41.3474,28.0108,4.03473333333,3.57793333333,5.7258
645.50,3.43513333333,3.32716666667,2.535,3.81353333333,3.88906666666,5.32273333334,41.3363333333,28.0836666667,4.0942,3.66333333333,5.8368
645.83,3.4898,3.38726666667,2.5643,3.85833333333,3.882,5.38613333333,41.4444666667,28.2268,4.1454,3.73493333333,5.8978
646.16,3.53106666667,3.41846666667,2.60283333333,3.88956666667,3.88740000001,5.39146666667,41.5091333333,28.2594666667,4.16766666667,3.7482,5.90306666667
646.49,3.4968,3.33366666667,2.55866666667,3.83273333333,3.81199999999,5.32073333333,41.4808666667,28.2728666667,4.16146666667,3.72293333333,5.84373333333
646.82,3.5768,3.43693333333,2.60996666667,3.92576666667,3.8626,5.38413333333,41.5002,28.2782666667,4.25153333333,3.78973333333,5.91913333333
647.15,3.61726666667,3.5046,2.6657,3.9817,3.86806666666,5.4294,41.528,28.3164,4.2634,3.8478,5.92273333333
647.48,3.67473333333,3.57113333333,2.77683333333,4.06443333333,3.97360000001,5.5032,41.5064666667,28.3613333333,4.33446666667,3.90613333333,6.02546666667
647.81,3.60733333333,3.5168,2.73683333333,3.97236666667,3.93033333333,5.4626,41.4203333333,28.358,4.2854,3.86786666667,6.0128
648.14,3.64106666667,3.59433333333,2.78263333333,4.01186666667,3.96846666667,5.47953333333,41.4282666667,28.3849333333,4.31366666667,3.895,6.0724
648.47,3.631,3.58386666666,2.7519,4.0011,3.96960000001,5.4432,41.3898666667,28.3799333333,4.28413333333,3.892,6.05513333333
648.80,3.64713333333,3.57776666667,2.72973333333,3.99566666667,4.01866666667,5.4446,41.3798,28.4090666667,4.311,3.8572,6.0706
649.13,3.62686666667,3.55473333333,2.69943333333,3.97243333333,3.98719999999,5.43153333333,41.4078666667,28.4055333333,4.30573333333,3.8052,6.02933333333
649.46,3.5306,3.4414,2.57176666667,3.8481,3.8766,5.29533333333,41.3916,28.3024666667,4.1862,3.6496,5.90493333333
649.79,3.4752,3.3739,2.512,3.76746666667,3.81400000001,5.24373333333,41.3995333333,28.2493333333,4.14873333333,3.5608,5.86486666667
650.11,3.38186666666,3.2812,2.42136666667,3.66986666667,3.75193333333,5.1576,41.3115333333,28.1644,4.06466666667,3.46533333333,5.78426666667
650.44,3.35433333333,3.21896666667,2.411,3.5771,3.73373333334,5.1308,41.356,28.2125333333,4.0126,3.44446666667,5.73266666667
650.77,3.33133333333,3.14843333333,2.3572,3.5025,3.68473333334,5.10073333333,41.3505333333,28.1666666667,3.98413333333,3.36453333333,5.72026666667
651.10,3.31653333333,3.09893333333,2.29833333333,3.47316666667,3.61473333333,5.0686,41.3042666666,28.0994666667,3.97266666667,3.3208,5.65426666667
651.43,3.3928,3.1715,2.36406666667,3.53713333333,3.68800000001,5.1254,41.3840666667,28.1844666667,4.09,3.38006666667,5.68133333333
651.76,3.39913333333,3.14233333333,2.35013333333,3.49796666667,3.69600000001,5.1272,41.4733333333,28.2061333333,4.08426666667,3.3928,5.65613333333
652.09,3.37986666667,3.11593333333,2.3512,3.42986666667,3.67013333333,5.1302,41.4008666667,28.1594,4.0474,3.38373333333,5.6384
652.42,3.37806666667,3.1006,2.34356666667,3.42203333333,3.61740000001,5.14226666667,41.4481333334,28.1892666667,4.04986666667,3.4046,5.6406
652.75,3.38506666667,3.0907,2.36816666667,3.4445,3.62593333333,5.14466666667,41.4244,28.2188,4.07113333333,3.42046666667,5.64873333333
653.08,3.51006666667,3.193,2.4865,3.5537,3.73366666666,5.23066666667,41.4720666667,28.285,4.18953333333,3.54266666667,5.7862
653.41,3.53466666667,3.20813333333,2.50043333333,3.55646666667,3.74753333333,5.23846666667,41.3784666667,28.2528666667,4.1926,3.62246666667,5.80306666667
653.74,3.6822,3.3596,2.62666666667,3.6975,3.84066666667,5.4098,41.4618666667,28.3423333333,4.3546,3.75353333333,5.953
654.06,3.7038,3.41023333333,2.68463333333,3.76043333333,3.84746666667,5.45846666667,41.4378,28.3400666667,4.39253333333,3.77893333333,6.00013333333
654.39,3.84913333333,3.57723333333,2.85576666667,3.90203333333,4.01940000001,5.5792,41.5543333333,28.4940666667,4.51573333333,3.95866666667,6.13446666667
654.72,3.8914,3.62913333333,2.86633333333,3.91953333333,4.10826666666,5.6206,41.6245333333,28.5827333333,4.5398,4.02386666667,6.16226666667
655.05,3.7956,3.5839,2.77583333333,3.8436,4.01286666666,5.55913333333,41.6179333333,28.5184666667,4.3878,3.96786666667,6.07713333333
655.38,3.79806666667,3.59406666667,2.8051,3.859,3.99433333333,5.55313333333,41.6615333333,28.5133333333,4.37633333333,3.958,6.10286666667
655.71,3.7386,3.53953333333,2.7217,3.83383333333,3.92846666667,5.47766666667,41.7036666667,28.5207333333,4.30726666667,3.83753333333,6.05073333333
656.04,3.63166666667,3.4269,2.625,3.7263,3.86826666667,5.37573333333,41.5847333333,28.3914,4.16566666667,3.66213333333,5.95033333333
656.37,3.643,3.45476666667,2.61106666667,3.7146,3.85193333333,5.39733333333,41.6273333333,28.4309333334,4.12406666667,3.6396,5.95546666667
