wavelength,Back_DigGlsm,Belly_DigGlsm,Breast_DigGlsm,Crissum_DigGlsm,Crown_DigGlsm,DorTail_DigGlsm,Patch10_DigGlsm,Rump_DigGlsm,Throat_DigGlsm,WingTip_DigGlsm
555.45,5.65377777778,8.23404166667,9.87845833332,8.1404375,5.87175,6.65775,12.986,7.78320833333,5.51375,7.22058333333
555.80,5.66547222222,8.26283333333,9.94104166666,8.20497222222,5.89158333333,6.66420833333,13.0135,7.80975,5.54416666667,7.23683333333
556.14,5.64572222222,8.29416666667,9.98541666667,8.25169444445,5.88258333333,6.66254166667,13.0191666667,7.79479166667,5.53825,7.26075
556.48,5.65952777778,8.34366666667,10.0690416667,8.31940277778,5.912,6.69120833333,13.0464166666,7.85058333333,5.57033333333,7.28783333333
556.82,5.66461111111,8.3785,10.122375,8.36059027777,5.90991666667,6.68708333333,13.0890833334,7.89016666667,5.60983333334,7.3045
557.16,5.71459722222,8.47920833333,10.1972916667,8.43560416667,5.96975,6.75520833333,13.1171666667,7.95375,5.644,7.3405
557.50,5.77052777778,8.57029166667,10.269875,8.52096527777,6.0395,6.820875,13.15625,8.036375,5.67266666667,7.37541666667
557.85,5.82320833333,8.67858333333,10.3578333333,8.59309722221,6.09616666667,6.906375,13.20975,8.09975,5.7015,7.43658333334
558.19,5.85901388889,8.746875,10.4049583333,8.64276388888,6.11733333333,6.93470833333,13.2035833334,8.10620833334,5.7425,7.42858333334
558.53,5.83380555556,8.78320833333,10.4134583333,8.69426388888,6.11675,6.928125,13.1923333333,8.10708333333,5.74158333333,7.45383333333
558.87,5.83126388889,8.83641666667,10.434,8.70055555555,6.11041666667,6.926125,13.2140833333,8.10570833334,5.72666666667,7.4755
559.21,5.845375,8.864,10.5324166667,8.72646527778,6.093,6.92791666667,13.2439166667,8.13683333333,5.73283333333,7.52008333334
559.55,5.88993055556,8.95545833333,10.608875,8.75788888889,6.12941666667,6.96225,13.2696666667,8.18729166667,5.73716666666,7.5235
559.89,5.92331944444,9.00500000001,10.6744166667,8.77054166667,6.14133333333,6.97629166667,13.2721666667,8.21429166667,5.75066666667,7.52075
560.23,5.8955,8.982625,10.6207083333,8.72906944444,6.09258333333,6.95270833333,13.2438333333,8.17416666667,5.70066666667,7.45
560.58,5.82429166667,8.957625,10.5802083333,8.66913194445,6.04191666667,6.89645833333,13.1518333333,8.092625,5.60275,7.34883333333
560.92,5.71727777778,8.88545833334,10.537375,8.59261805555,5.92516666666,6.7765,13.0560833333,7.98345833334,5.50783333334,7.25366666667
561.26,5.69580555556,8.88991666667,10.5904166667,8.59390277779,5.89983333333,6.734625,13.0501666667,7.94495833333,5.46875,7.24091666667
561.60,5.684,8.84554166666,10.5865416667,8.58979166667,5.86958333333,6.65575,13.0340833333,7.89016666667,5.433,7.19766666667
561.94,5.70197222222,8.89766666667,10.658875,8.61743055557,5.89166666666,6.68379166667,13.0365833333,7.90841666667,5.45833333334,7.24025
562.28,5.72047222222,8.91579166667,10.71,8.649,5.90808333334,6.70304166667,13.0775,7.93520833333,5.48341666667,7.23316666667
562.62,5.75173611111,8.93375,10.7730833333,8.68182638888,5.94291666667,6.729875,13.0674166667,7.94404166667,5.52491666666,7.23125
562.96,5.76833333333,9.01791666667,10.8217916667,8.76395833334,5.99741666666,6.76391666667,13.087,7.97845833333,5.55633333333,7.22133333333
563.30,5.74394444444,9.03887499999,10.8327916667,8.80172916667,5.97483333333,6.77845833333,13.0756666667,7.949375,5.56375,7.20441666667
563.64,5.71563888889,9.08387499999,10.8529166667,8.84559027778,5.98541666666,6.81270833333,13.06225,7.96033333333,5.58266666667,7.22408333333
563.99,5.73322222222,9.151375,10.9308333333,8.90490972222,6.02658333334,6.81058333333,13.0973333333,7.98729166666,5.63791666667,7.25558333333
564.33,5.71094444445,9.17616666667,10.9836666667,8.9319375,6.02483333333,6.81041666667,13.1045833333,7.98416666667,5.64075,7.31075
564.67,5.73219444444,9.231375,11.0217916667,8.97682638888,6.04975,6.82458333333,13.13,8.00920833333,5.66516666667,7.31275
565.01,5.74556944444,9.28558333333,11.0321666667,9.02029166667,6.04383333333,6.83525,13.1209166667,8.01866666667,5.68983333333,7.31583333333
565.35,5.68775,9.28820833333,11.0408333333,8.99844444444,5.99941666667,6.818375,13.07725,7.9875,5.67758333333,7.26858333333
565.69,5.70852777778,9.32137499999,11.0719583333,9.01075,6.01491666667,6.835875,13.0989166667,8.02033333333,5.67933333333,7.29266666667
566.03,5.70351388889,9.36241666666,11.1032916667,9.01187500001,5.9915,6.79475,13.0699166667,7.97354166666,5.64341666667,7.28391666667
566.37,5.71161111111,9.40029166666,11.1299166667,9.0416388889,6.00016666667,6.80204166667,13.0860833334,7.98770833334,5.63516666667,7.31
566.71,5.67277777777,9.37183333333,11.135,9.0135486111,5.95225,6.771875,13.0543333333,7.94708333333,5.58308333333,7.29733333333
567.05,5.69131944444,9.39720833333,11.157625,9.04224305555,5.96208333334,6.7675,13.05425,7.946625,5.59083333333,7.31
567.39,5.72641666667,9.43208333333,11.2055,9.06663888888,5.98191666667,6.74575,13.0945833333,7.95966666667,5.606,7.34975
567.73,5.71222222222,9.44816666668,11.2234166667,9.09422916666,5.97833333333,6.75595833333,13.0615833333,7.95308333333,5.58533333333,7.35458333333
568.07,5.69115277778,9.44995833334,11.2182916667,9.09040972223,5.95925,6.70670833333,13.0038333333,7.92570833333,5.57991666667,7.33283333333
568.41,5.69702777778,9.47029166667,11.2289583333,9.10592361111,5.96066666667,6.70283333333,12.9978333333,7.9105,5.57208333333,7.33541666667
568.75,5.69945833334,9.51954166667,11.2456666667,9.12281250001,5.953,6.70754166667,13.0125,7.90908333333,5.57083333333,7.36391666667
569.09,5.71159722222,9.59345833332,11.2798333333,9.18435416667,5.975,6.74425,13.02425,7.92295833333,5.58675,7.41025
569.43,5.644875,9.52533333332,11.2294583333,9.15065277778,5.88308333333,6.66054166667,12.9618333333,7.83941666667,5.50458333333,7.35291666667
569.77,5.69131944444,9.56254166667,11.2754166667,9.20335416668,5.90216666666,6.70941666667,12.9805,7.88729166667,5.55325,7.39683333333
570.11,5.69115277778,9.62875,11.3390833333,9.23339583334,5.90708333333,6.727125,12.9760833333,7.877625,5.56808333333,7.386
570.45,5.68934722222,9.64858333334,11.3511666667,9.24077083334,5.88325,6.71104166667,12.978,7.86170833333,5.56591666667,7.37633333333
570.79,5.64879166666,9.6425,11.366,9.18940972223,5.85016666667,6.66116666667,12.9170833333,7.79966666667,5.521,7.35866666667
571.13,5.60272222222,9.63545833333,11.3625,9.1801111111,5.80275,6.64191666667,12.87175,7.75716666667,5.4935,7.32683333333
571.47,5.60886111111,9.65333333332,11.3840833333,9.17177777778,5.78483333333,6.626,12.8588333334,7.74670833333,5.48425,7.31941666667
571.81,5.67751388889,9.72641666667,11.4497083333,9.23739583332,5.822,6.70104166667,12.9280833333,7.78729166667,5.53008333333,7.3365
572.15,5.68711111111,9.77983333332,11.5474166667,9.27551388889,5.85033333333,6.742375,12.9630833333,7.82016666667,5.53775,7.39316666667
572.49,5.68852777778,9.79887499999,11.5994166667,9.29313194445,5.87408333333,6.7535,12.9529166667,7.830625,5.55016666667,7.39266666667
572.83,5.70711111111,9.81412500001,11.6137916667,9.30183333334,5.88116666666,6.73716666667,12.935,7.82954166667,5.54391666667,7.38166666666
573.17,5.76011111111,9.91479166668,11.7007083333,9.36913194445,5.96883333334,6.78120833333,12.9583333333,7.86379166667,5.59158333334,7.42216666667
573.51,5.70584722222,9.91974999999,11.7019166667,9.36642361111,5.95266666667,6.76141666667,12.944,7.85091666667,5.55675,7.42241666666
573.85,5.71805555555,9.93912499999,11.7354166667,9.39335416667,5.944,6.746,12.9418333333,7.853,5.57341666667,7.43966666667
574.19,5.72934722222,9.98237500001,11.7709166667,9.41420833332,5.94566666666,6.74691666667,12.9423333333,7.85408333333,5.58375,7.47116666667
574.53,5.75726388889,10.0407083334,11.8158333333,9.48192361112,5.96083333333,6.76695833333,12.9725,7.89433333334,5.62225,7.50808333333
574.87,5.75345833333,10.0664166667,11.830375,9.50836111112,5.9515,6.75270833333,12.9788333333,7.89654166667,5.61833333333,7.46525
575.21,5.75609722222,10.1220833333,11.8597916667,9.56243055556,5.95975,6.76233333333,13.0026666667,7.90904166667,5.63275,7.4835
575.55,5.78890277778,10.21675,11.9476666667,9.64378472223,6.022,6.80283333333,13.04125,7.93554166666,5.65541666667,7.55075
575.89,5.826375,10.3039583333,11.9943333333,9.73311805555,6.05133333333,6.84808333333,13.0683333333,7.99704166667,5.69775,7.57875
576.22,5.858625,10.372375,12.0412916667,9.78175694445,6.06625,6.84741666667,13.0955,8.0335,5.69575,7.60891666667
576.56,5.84313888889,10.39925,12.0785416667,9.78906944444,6.05108333333,6.85545833333,13.09075,8.027,5.70016666667,7.61525
576.90,5.79206944444,10.4060416667,12.0722916666,9.78985416667,6.00316666666,6.81779166667,13.0651666667,8.00783333333,5.66958333333,7.5895
577.24,5.79619444444,10.4469166667,12.111625,9.8220763889,5.99675,6.83066666667,13.0390833333,7.97991666667,5.68558333333,7.56475
577.58,5.75811111111,10.4614166666,12.1017083333,9.8245625,5.97866666667,6.82554166667,13.0313333333,7.97995833333,5.66191666667,7.57916666667
577.92,5.73504166667,10.5083333333,12.1192916666,9.85844444445,5.98816666667,6.79916666667,12.99375,7.95054166667,5.65433333333,7.54275
578.26,5.72040277778,10.52975,12.151875,9.87927083333,5.96408333333,6.81458333333,12.9858333333,7.93816666666,5.61233333333,7.5195
578.60,5.74859722223,10.605,12.224375,9.91934027778,6.00025,6.84066666667,12.97625,7.958,5.64175,7.62083333333
578.94,5.75668055556,10.6426666667,12.277,9.95953472221,6.0185,6.858875,12.9655,7.96204166666,5.648,7.67733333333
579.28,5.70154166667,10.5885,12.2380833333,9.92294444445,5.9495,6.82275,12.9091666667,7.92595833334,5.59866666667,7.6245
579.61,5.69734722222,10.5417916667,12.237625,9.88252777777,5.92125,6.80070833333,12.8408333333,7.87516666667,5.58675,7.61341666667
579.95,5.63369444444,10.5119166667,12.252125,9.88659027777,5.88675,6.78754166667,12.8071666667,7.848875,5.57558333334,7.58475
580.29,5.67120833333,10.5589166667,12.3253333333,9.95385416668,5.92375,6.82045833333,12.857,7.89058333333,5.591,7.61225
580.63,5.73694444444,10.5965,12.3965416667,10.0229375,5.9475,6.873625,12.9016666666,7.91883333333,5.64816666667,7.66375
580.97,5.76048611111,10.62825,12.4069583333,10.0295486111,5.95625,6.873625,12.9171666667,7.94645833333,5.64108333334,7.67575
581.31,5.73895833333,10.6115416666,12.389125,9.9949375,5.9115,6.849625,12.8826666667,7.87608333333,5.58458333333,7.61575
581.65,5.79656944444,10.6587083333,12.4839583333,10.0509027778,5.944,6.947375,12.9243333333,7.949375,5.60575,7.6705
581.98,5.76715277778,10.6356666667,12.491875,10.0225555556,5.92016666666,6.90425,12.8896666667,7.93316666667,5.58183333333,7.65616666667
582.32,5.73490277778,10.6028333334,12.4780833333,10.015875,5.87316666666,6.87191666667,12.8690833333,7.89608333333,5.533,7.58725
582.66,5.67063888889,10.563,12.4435416667,9.97756944445,5.81516666667,6.79916666667,12.8115,7.83045833333,5.45458333334,7.49066666667
583.00,5.69269444444,10.6380416667,12.5325,9.99916666667,5.84375,6.83266666667,12.815,7.86404166667,5.49041666667,7.53158333333
583.34,5.67309722222,10.6785,12.5448333333,10.0212708333,5.83833333333,6.78933333333,12.8355833333,7.870875,5.48691666667,7.51275
583.68,5.70647222222,10.7108333333,12.570125,10.0395625,5.82808333333,6.8035,12.8138333333,7.85675,5.51791666667,7.53258333333
584.01,5.66315277778,10.7691666667,12.6042916666,10.050375,5.77775,6.74158333333,12.7728333333,7.813125,5.482,7.53633333333
584.35,5.62452777778,10.8,12.655625,10.0566736111,5.73591666667,6.76275,12.72575,7.77633333333,5.42933333334,7.50991666667
584.69,5.61556944445,10.8615833333,12.7174583333,10.1352361111,5.74291666666,6.7675,12.7313333333,7.76983333333,5.46091666667,7.48783333333
585.03,5.68140277778,10.9555,12.7971666667,10.2382291667,5.804,6.82291666667,12.7521666667,7.81491666667,5.53108333333,7.57608333333
585.37,5.73443055556,11.0605,12.897875,10.3187708333,5.87216666666,6.84058333333,12.8258333333,7.8615,5.62325,7.6565
585.70,5.81595833334,11.2110833333,12.978625,10.4325069444,5.97358333334,6.94616666667,12.9101666667,7.93633333333,5.7325,7.76166666667
586.04,5.85306944444,11.2818333334,13.0808333333,10.4997986111,6.01541666667,6.99204166667,12.9364166667,7.967,5.76666666667,7.82525
586.38,5.92972222223,11.379625,13.1725833333,10.5783541667,6.06508333333,7.07766666667,12.9773333333,8.015625,5.83908333333,7.90516666667
586.72,5.98340277777,11.4740833333,13.242125,10.6668541666,6.07208333333,7.10866666667,13.0395833334,8.035875,5.884,7.99141666667
587.06,6.00476388889,11.4576666666,13.2345833334,10.6722013889,6.07183333334,7.095875,12.9916666666,7.97958333333,5.91,7.98808333333
587.39,6.02145833333,11.48,13.248,10.6831180556,6.08075,7.106125,13.0181666667,7.95079166667,5.89466666667,7.9635
587.73,6.13494444444,11.56625,13.334,10.8115833333,6.18766666667,7.21970833333,13.1000833333,8.04641666666,5.98975,8.04275
588.07,6.18091666667,11.5885,13.35375,10.8509305556,6.20833333333,7.19670833333,13.1470833333,8.083125,6.04216666667,8.07241666666
588.41,6.10066666667,11.5128333333,13.3442083333,10.7780138889,6.125,7.09629166667,13.0535833333,8.00620833333,5.9135,8.06733333333
588.74,6.029375,11.4801666667,13.3385833333,10.7046597222,6.05391666667,7.03591666667,13.014,7.954625,5.83075,7.96866666667
589.08,5.96729166667,11.44725,13.2925833334,10.6822083333,5.96983333333,6.99108333333,12.9349166667,7.89025,5.7675,7.90225
589.42,5.94890277778,11.4502916667,13.363375,10.7205069444,5.9415,6.97666666667,12.9293333333,7.88545833333,5.7535,7.84316666667
589.76,5.930375,11.4799166667,13.3927083333,10.7693541667,5.927,6.955125,12.9446666667,7.893,5.73716666666,7.81808333333
590.09,5.91152777777,11.4999583333,13.4263333333,10.7964097222,5.91158333333,6.91566666667,12.9445,7.892625,5.71141666667,7.75616666666
590.43,5.80533333333,11.361375,13.337,10.7062083333,5.80791666667,6.78745833333,12.7905833333,7.79325,5.59516666666,7.59908333333
590.77,5.81427777778,11.4623333333,13.4693333333,10.7705763889,5.82141666667,6.82070833333,12.8259166667,7.83895833334,5.59616666667,7.65666666667
591.11,5.82859722223,11.5296666667,13.539875,10.8411388889,5.83066666666,6.8355,12.8129166667,7.87116666667,5.59025,7.67158333334
591.44,5.77543055556,11.4965,13.5601666667,10.8070277778,5.782,6.80108333333,12.7668333333,7.822875,5.54041666667,7.6305
591.78,5.74909722223,11.554875,13.6135,10.8205833334,5.7925,6.81133333333,12.7435833333,7.81775,5.53825,7.616
592.12,5.81109722222,11.6379166667,13.7159166667,10.9087222222,5.83241666667,6.859125,12.7814166667,7.85858333333,5.59283333333,7.612
592.46,5.83072222222,11.69175,13.7962916667,11.0035833333,5.85233333333,6.84425,12.7936666667,7.884625,5.63616666667,7.67233333334
592.79,5.83056944444,11.7066666667,13.8573333333,11.0126111111,5.88666666667,6.85025,12.79225,7.87933333333,5.64708333333,7.649
593.13,5.75829166667,11.6795,13.8022083333,10.9787638889,5.83191666667,6.793,12.7216666667,7.81429166666,5.5795,7.614
593.47,5.73827777778,11.726625,13.8422916667,10.9838541667,5.8195,6.77741666667,12.6985833333,7.78520833333,5.5845,7.58008333333
593.80,5.71583333334,11.731875,13.85675,10.9911458333,5.80583333333,6.80183333333,12.6603333333,7.752875,5.58525,7.59633333334
594.14,5.70808333333,11.8287083333,13.9162083333,11.0545555555,5.80691666667,6.79775,12.6865833333,7.75458333333,5.59583333334,7.61191666667
594.48,5.65236111111,11.80925,13.8926666667,11.0207777778,5.74575,6.737625,12.66625,7.71291666667,5.53933333333,7.52066666667
594.81,5.61323611111,11.79725,13.918125,11.0189652778,5.73108333333,6.69520833333,12.6725,7.69941666667,5.52766666667,7.51141666667
595.15,5.66604166667,11.8976666667,13.99225,11.0795486111,5.77433333333,6.72504166667,12.702,7.74504166667,5.58391666667,7.53866666667
595.49,5.66525,11.9658333333,14.021,11.0997916667,5.77016666667,6.738875,12.6995,7.75304166667,5.569,7.55266666666
595.82,5.62876388889,11.9555,14.0259583333,11.0745625,5.73891666667,6.70225,12.6671666667,7.730375,5.566,7.559
596.16,5.64756944444,11.9910833333,14.0716666667,11.0856805556,5.77008333333,6.74766666667,12.6839166666,7.78858333333,5.583,7.57925
596.50,5.65547222222,12.0057083334,14.0915416667,11.1142222222,5.75833333333,6.7455,12.65725,7.80691666666,5.57208333333,7.61283333334
596.83,5.70706944444,12.049,14.1685833333,11.1482708333,5.75625,6.74708333333,12.67975,7.82941666666,5.58541666667,7.6435
597.17,5.72061111111,12.0809166667,14.1841666667,11.1456041666,5.73741666667,6.75754166667,12.65475,7.82291666667,5.58083333334,7.67641666667
597.51,5.69501388889,12.0937083333,14.2194166666,11.1343541667,5.71183333333,6.71904166667,12.636,7.81433333333,5.56358333333,7.65416666667
597.84,5.73711111111,12.1260833333,14.2657083334,11.1672777778,5.75441666667,6.7595,12.672,7.86075,5.62241666667,7.69158333334
598.18,5.76148611111,12.1905416667,14.285625,11.2165625,5.76908333333,6.78325,12.6730833334,7.85216666667,5.63783333334,7.74066666667
598.52,5.70159722222,12.1955833333,14.2659583333,11.1664583333,5.706,6.75129166667,12.59575,7.80291666667,5.5905,7.68241666666
598.85,5.59811111111,12.1296666667,14.1912083333,11.1107708333,5.61633333333,6.641625,12.4995,7.70791666667,5.49933333333,7.62608333333
599.19,5.56640277778,12.15,14.2351666667,11.1481111111,5.58483333334,6.61275,12.5031666667,7.69125,5.46966666666,7.61991666667
599.53,5.712,12.28325,14.3862916667,11.3218819445,5.7375,6.75691666667,12.6248333333,7.81466666667,5.58975,7.757
599.86,5.78719444444,12.4267083333,14.5482083333,11.4613819444,5.81325,6.8595,12.699,7.88020833333,5.661,7.81733333333
600.20,5.81833333333,12.5579583333,14.673375,11.5216180556,5.87666666667,6.93058333333,12.7886666667,7.924875,5.72758333333,7.86725
600.53,5.84068055556,12.6692083333,14.742125,11.5914930556,5.93858333333,6.982625,12.8258333333,7.945625,5.7655,7.90825
600.87,5.88006944444,12.688125,14.8155833333,11.6656111111,5.99041666667,7.02479166667,12.8609166666,8.016,5.79891666666,7.95441666666
601.21,5.937875,12.789625,14.9102916667,11.740875,6.04066666667,7.0825,12.9163333333,8.10179166667,5.83683333333,8.03791666667
601.54,5.90555555556,12.83575,14.9578333333,11.7437847223,6.00108333333,7.06541666667,12.8811666666,8.06945833333,5.772,8.04808333333
601.88,5.85343055556,12.845875,15.0102916667,11.7586944445,5.98183333333,7.047,12.8558333333,8.08870833333,5.75966666667,7.99966666667
602.21,5.86552777778,12.87875,15.0959166666,11.8127430555,5.98925,7.02470833333,12.8725,8.087,5.758,8.03616666667
602.55,5.86093055556,12.9142083334,15.1436666667,11.7998819445,5.97425,7.047375,12.8721666667,8.084625,5.74608333333,8.03458333333
602.88,5.82204166667,12.8569166666,15.10175,11.7510138889,5.93866666667,6.96816666667,12.79975,8.036875,5.69916666667,7.97166666666
603.22,5.71308333333,12.8442083333,15.0542916667,11.6866527778,5.82991666667,6.888,12.7295,7.95941666667,5.5725,7.87225
603.56,5.61505555556,12.772875,14.9557083333,11.6093263889,5.733,6.78108333333,12.6300833333,7.853625,5.50058333334,7.80908333333
603.89,5.55794444444,12.743625,14.8977916667,11.6208472222,5.65166666666,6.69166666667,12.57225,7.773875,5.41483333333,7.7555
604.23,5.47740277777,12.6774166667,14.8695,11.5777361111,5.57858333333,6.62233333333,12.50075,7.70279166667,5.36883333334,7.69525
604.56,5.44465277777,12.6955833333,14.8483333333,11.5509930556,5.55416666667,6.58104166667,12.4665833334,7.66679166666,5.36208333333,7.6735
604.90,5.41695833333,12.679125,14.8697083334,11.5586041667,5.5325,6.54845833333,12.4496666666,7.623875,5.36191666667,7.65425
605.23,5.36804166667,12.64225,14.8414583333,11.5321875,5.50008333333,6.493375,12.3909166667,7.57433333333,5.32475,7.59258333333
605.57,5.363125,12.6565416667,14.845875,11.5498194444,5.47633333333,6.49070833333,12.374,7.54766666667,5.31316666666,7.61866666666
605.90,5.35134722222,12.6875,14.8324583333,11.5558125,5.47075,6.50408333333,12.3459166667,7.53991666667,5.31825,7.602
606.24,5.33193055556,12.7150833333,14.8434583333,11.5642916666,5.44058333333,6.47345833333,12.31775,7.51025,5.30141666667,7.56766666667
606.58,5.34038888889,12.782875,14.91075,11.6108125,5.44258333333,6.52995833333,12.3328333333,7.52241666667,5.32983333333,7.58116666667
606.91,5.25618055556,12.7349166667,14.819875,11.5406458334,5.36808333333,6.45795833333,12.239,7.40658333333,5.27791666667,7.49616666667
607.25,5.22881944444,12.7377916666,14.8367916667,11.5561111111,5.34241666667,6.40875,12.2090833333,7.38566666667,5.25191666667,7.466
607.58,5.20219444444,12.746625,14.8682083333,11.5229166666,5.32525,6.39975,12.1883333334,7.40816666667,5.26183333333,7.48216666666
607.92,5.22443055556,12.809625,14.893,11.5318888889,5.33541666667,6.383625,12.1599166667,7.41741666667,5.256,7.52475
608.25,5.17502777778,12.7643333333,14.8885833333,11.5143958333,5.28258333333,6.32320833333,12.1095833333,7.34891666667,5.18741666667,7.47175
608.59,5.16316666667,12.8002083333,14.877125,11.5088888889,5.25591666666,6.33270833333,12.0739166667,7.33266666667,5.16833333334,7.49633333333
608.92,5.18619444444,12.86725,14.9469583333,11.5740208333,5.26175,6.33516666667,12.1284166667,7.37729166667,5.20958333333,7.53116666667
609.26,5.19897222222,12.8474583333,14.930375,11.5544444445,5.2735,6.32604166667,12.1280833334,7.356125,5.21383333333,7.51941666667
609.59,5.27431944445,12.9392083333,15.0066666667,11.6468194444,5.36291666666,6.39170833333,12.2016666667,7.439,5.30116666667,7.6285
609.93,5.30666666667,13.01875,15.0695833333,11.7302986111,5.43616666667,6.4515,12.2604166667,7.48895833333,5.35675,7.7195
610.26,5.336625,13.0324166667,15.06325,11.7712638889,5.4725,6.494625,12.2800833333,7.51091666667,5.411,7.802
610.60,5.40790277778,13.103,15.170875,11.8436111111,5.53175,6.56183333333,12.3161666667,7.57929166667,5.47433333334,7.89733333333
610.93,5.41820833333,13.14575,15.1914166667,11.8637083334,5.53058333334,6.59825,12.3046666667,7.56175,5.46633333334,7.88283333333
611.27,5.43126388889,13.2007083334,15.2513333333,11.8996944445,5.548,6.619625,12.2985,7.55729166666,5.48116666667,7.86475
611.60,5.40059722222,13.1779166666,15.203375,11.9134791666,5.53425,6.62641666667,12.2793333333,7.51566666667,5.48508333333,7.84266666667
611.93,5.34909722222,13.2486666667,15.1975416667,11.8923055555,5.53383333333,6.60625,12.2400833334,7.47375,5.46525,7.80183333333
612.27,5.30804166667,13.2547916667,15.1605,11.8683819445,5.50291666666,6.537125,12.1988333333,7.422375,5.41658333333,7.71858333333
612.60,5.25144444444,13.256375,15.0897916667,11.8386388889,5.457,6.52445833333,12.1371666666,7.3585,5.34416666667,7.65716666667
612.94,5.18545833333,13.2983333333,15.117125,11.8492152778,5.42708333334,6.49866666667,12.0609166667,7.322625,5.32016666667,7.64191666667
613.27,5.10320833333,13.2483333333,15.0745416667,11.8192638889,5.33266666667,6.39520833333,12.01525,7.21370833333,5.21075,7.52816666667
613.61,5.04751388889,13.1727916666,15.0706666667,11.8035138889,5.2725,6.30454166667,11.9481666667,7.181875,5.17191666667,7.44366666667
613.94,4.957125,13.18525,15.120625,11.7703263889,5.21316666667,6.21895833333,11.8878333333,7.11004166667,5.11008333333,7.34
614.28,5.05084722222,13.323,15.2729166667,11.8839791667,5.31991666667,6.308125,11.9854166667,7.21679166666,5.23625,7.39133333333
614.61,5.00694444444,13.320125,15.2354166667,11.8737708333,5.281,6.25779166667,11.9408333333,7.179125,5.19166666667,7.36116666666
614.94,4.9765,13.2854583333,15.180875,11.8572777778,5.24758333334,6.23908333333,11.88575,7.116875,5.13733333333,7.27616666667
615.28,4.98775,13.374,15.34275,11.9145069444,5.26683333333,6.27254166667,11.9344166667,7.18425,5.13933333334,7.2345
615.61,5.12279166666,13.4905833333,15.496375,12.0565972222,5.33316666667,6.41870833333,12.03675,7.28729166667,5.24233333333,7.357
615.95,5.21009722222,13.55475,15.6129583334,12.1893125,5.3975,6.49329166667,12.0963333333,7.35308333333,5.28041666667,7.43175
616.28,5.28518055555,13.616625,15.7312083333,12.2645,5.446,6.54145833333,12.13375,7.36570833333,5.3365,7.5025
616.61,5.30455555556,13.6423333333,15.8059166667,12.2920486111,5.45816666667,6.55741666667,12.19075,7.38654166666,5.33625,7.48058333333
616.95,5.32402777778,13.6952916667,15.926125,12.3241111111,5.498,6.64216666667,12.1606666667,7.41975,5.40458333334,7.57025
617.28,5.39201388889,13.7849166667,15.973875,12.3586527778,5.55225,6.71758333333,12.1965,7.43,5.4215,7.60566666667
617.62,5.42615277778,13.7786666667,15.9235833333,12.3694097222,5.55425,6.698,12.1803333333,7.40908333333,5.38433333334,7.57983333333
617.95,5.30048611111,13.6863333333,15.817875,12.2725763889,5.41341666667,6.54270833333,12.08475,7.302,5.23933333333,7.47925
618.28,5.36111111111,13.7905833333,15.938,12.3951180556,5.468,6.60483333333,12.1649166667,7.38791666667,5.31516666667,7.57
618.62,5.41383333333,13.87625,16.0370833333,12.4894166667,5.50166666667,6.62954166667,12.2329166667,7.44958333333,5.38833333333,7.68641666667
618.95,5.47731944444,13.93475,16.0654583334,12.585375,5.56725,6.714,12.2585833333,7.46758333333,5.43491666666,7.789
619.28,5.38602777778,13.8930833333,16.0089583333,12.57,5.465,6.624125,12.2145,7.43166666667,5.35041666667,7.70725
619.62,5.269625,13.8415833334,16.0066666667,12.4856527778,5.34716666667,6.58304166667,12.1554166666,7.34425,5.27508333333,7.64841666666
619.95,5.23238888889,13.8355416667,16.011375,12.4880972222,5.35125,6.58425,12.1345,7.35704166667,5.24075,7.638
620.28,5.33644444445,13.985,16.1237083333,12.6475347222,5.44825,6.68570833333,12.19575,7.46591666667,5.28708333333,7.73383333333
620.62,5.35558333333,14.0604583333,16.1227083333,12.6859166667,5.43275,6.68370833333,12.2395,7.48916666666,5.26608333333,7.70158333333
620.95,5.317,14.06,16.1213333333,12.6847291666,5.3965,6.67120833333,12.18525,7.475625,5.24133333333,7.69658333333
621.28,5.35919444444,14.195375,16.2365,12.795125,5.46091666667,6.75570833333,12.2631666667,7.57895833333,5.33175,7.7765
621.62,5.48218055556,14.3635416667,16.3530416667,12.9432638889,5.58408333333,6.901125,12.3418333333,7.67858333333,5.45541666667,7.88891666667
621.95,5.47611111111,14.4282916667,16.4109166667,12.9138680555,5.60333333333,6.938875,12.3690833333,7.6615,5.4745,7.88341666667
622.28,5.48075,14.4695833334,16.4086666667,12.9243958334,5.62733333333,6.94629166667,12.3554166667,7.65625,5.46341666667,7.8595
622.62,5.49268055556,14.5018333333,16.4929583333,12.9727152778,5.63525,6.906375,12.3798333333,7.66541666667,5.5035,7.8625
622.95,5.62843055556,14.6323333333,16.6625416667,13.0980833333,5.76966666667,7.02795833333,12.45725,7.76983333333,5.63225,7.99741666666
623.28,5.71994444444,14.7872083333,16.759125,13.25425,5.88783333333,7.09679166667,12.55325,7.88304166667,5.74283333333,8.07458333333
623.62,5.78055555556,14.9006666667,16.8894166666,13.3296041667,5.95108333333,7.17129166667,12.6249166666,7.925125,5.82316666667,8.13675
623.95,5.74991666667,14.863875,16.9197916666,13.2724791667,5.87116666667,7.14079166667,12.599,7.84091666667,5.82858333333,8.10591666666
624.28,5.82106944445,14.9040416667,17.002875,13.3121319445,5.93025,7.20179166667,12.6384166667,7.86583333333,5.87508333333,8.1895
