wavelength,Back_DigGlsm,Belly_DigGlsm,Breast_DigGlsm,Crissum_DigGlsm,Crown_DigGlsm,DorTail_DigGlsm,Patch10_DigGlsm,Rump_DigGlsm,Throat_DigGlsm,WingTip_DigGlsm
187.53,55.5158194444,70.8928333333,64.285875,26.7857361111,58.0952500001,87.7380833333,32.3809166667,66.9643333333,54.881,6.54766666665
187.91,58.9621666667,76.8080833332,62.1855833333,25.7206666667,62.7358333334,102.279791667,22.4841666667,61.6352916667,52.2012500001,-14.1507499999
188.29,48.6388888889,77.4166666666,44.8333333333,14.3611111111,47.6666666667,99.1666666668,4.50000000001,44.75,42.6666666667,-31.5
188.67,40.2516111111,64.9371250001,34.9840416667,0.406145833325,34.9056666667,91.981125,-8.01874999999,27.20125,27.673,-42.1385
189.05,29.5136944444,50.1304166667,31.8358333334,-4.9588263889,26.5625,77.7997916667,-9.37516666667,18.03375,19.5311666667,-44.6614999999
189.43,10.9824722222,37.3457916667,-1.54333333333,-27.9321319445,11.8826666667,69.2901666667,-41.2036666667,-13.117375,3.54941666668,-87.0369999999
189.81,-29.3980972222,-1.25008333332,-59.5830833334,-111.180576389,-49.72225,80.1389166667,-136.944416667,-107.5,-48.3333333333,-204.16675
190.19,-49.3055277776,-18.0057916667,-82.1428750001,-137.276798611,-92.2619999999,79.0178333333,-177.083416666,-159.07725,-58.9286666666,-226.488083333
190.57,-44.0767499999,-18.1371666667,-76.1031666667,-127.471326389,-85.5393333332,58.823375,-149.50975,-145.343125,-47.5491666667,-178.676333333
190.95,-50.2525277777,-22.4745833334,-98.7376666667,-143.644770833,-105.303,53.6615,-159.596,-159.974833333,-64.3939166668,-189.6465
191.33,-56.5788194445,-40.4604166666,-117.872916667,-139.491875,-109.649,40.5700416668,-146.710416667,-151.206,-75.4385833332,-179.166583333
191.71,-77.8144166668,-55.1537083334,-126.863958333,-163.687986111,-122.149,32.5657083333,-155.043833334,-180.372791667,-88.3770833333,-197.368333333
192.09,-94.8361666666,-74.7864166667,-136.431375,-189.173791667,-136.965666667,4.48720833325,-169.871833334,-193.696625,-115.598166667,-202.777916667
192.47,-233.862472222,-230.952375,-316.468166667,-403.968138889,-313.88875,-54.9602083332,-376.587166667,-416.865041667,-285.317416667,-419.047583333
192.85,-267.397666667,-284.868208333,-387.500083334,-438.706152778,-365.350833333,-89.0352083332,-430.263166667,-477.850875,-324.122833334,-452.192916667
193.23,-1088.05555555,-1175.83333333,-1592.5,-1705.55555555,-1508.33333333,-460.833333332,-1725.0,-1967.5,-1330.0,-1765.0
193.61,-322.829861111,-359.375,-461.197916667,-543.923611111,-473.958333334,-141.40625,-507.291666667,-604.947916667,-422.395833333,-510.416666667
193.99,-185.111111111,-193.5,-258.166666667,-304.888888889,-261.0,-75.8333333332,-280.333333334,-348.333333334,-237.333333334,-285.0
194.37,-286.356194444,-304.41175,-399.510041667,-454.942805556,-379.901916666,-146.568708333,-414.215666667,-505.63725,-368.627416667,-423.039166667
194.75,-255.478319444,-277.314791667,-357.407291666,-385.763944444,-339.351833333,-137.962958333,-396.296333333,-474.7685,-335.648083333,-376.851583333
195.13,-252.412291667,-276.315791667,-324.342166667,-335.599486111,-314.912333333,-121.271875,-393.85975,-473.245708333,-318.421,-335.087916667
195.51,-317.100694444,-332.552083333,-397.395833333,-403.732638889,-391.145833333,-153.645833333,-495.833333333,-601.5625,-387.5,-411.458333333
195.89,-292.881944444,-327.864583333,-398.958333333,-381.770833333,-395.833333333,-140.364583333,-491.666666666,-577.083333334,-361.979166666,-372.395833333
196.27,-1330.20833333,-1490.625,-1905.20833333,-1604.86111111,-1808.33333333,-762.5,-2143.75,-2490.625,-1568.75,-1714.58333333
196.65,-505.709847222,-603.240708334,-799.536958335,-692.901138889,-753.7035,-302.314958333,-916.66675,-1055.09266667,-624.999916666,-630.555583333
197.03,-701.157458333,-817.361166667,-1054.16645834,-1017.93986111,-1087.50016667,-397.222333333,-1279.16675,-1490.27775,-920.833333333,-820.833416665
197.40,789.484166667,882.738125,1052.97620833,1012.40076389,1045.23816667,508.928708333,1250.00008333,1400.59520833,979.761916666,846.428416667
197.78,354.629625,432.222208334,479.72225,439.166645833,463.333333334,240.000208333,569.444333333,619.722166667,436.111166667,382.77775
198.16,962.037055555,1117.36125,1313.19433334,1204.39809028,1251.389,663.888791667,1495.83325,1597.22225,1184.72225,1033.33333333
198.54,758.796236111,811.574125,927.31475,894.830256944,909.259166667,543.518708333,1060.18525,1184.72225,873.148083332,762.036833333
198.92,434.490791667,444.907416667,501.157333333,500.192680555,483.333333333,285.416666667,544.444583333,628.240791667,475.462916667,434.25925
199.30,513.235263889,489.951041667,576.715500001,578.635555555,525.490166667,339.215708333,583.823416667,689.950958333,519.117583334,482.352833334
199.68,486.188222222,459.027958333,540.50925,523.109576389,487.5,330.323958333,537.037083334,629.861208333,468.0555,442.592666667
200.06,619.65801389,554.807583333,654.807500001,634.401749999,582.051416667,422.756416667,672.435916667,821.153708332,591.666583333,553.205083333
200.44,-1155.55547222,-954.861,-1148.61108333,-1164.12034028,-983.333333333,-671.527666667,-1199.99983333,-1526.38879167,-1023.61125,-926.388833332
200.82,-658.459680555,-517.803,-620.454458334,-628.219756944,-531.060666667,-410.227125,-627.272666666,-820.075708332,-589.394083334,-568.939416667
201.19,-1534.16666667,-1229.16666667,-1415.0,-1417.5,-1171.66666667,-1035.83333333,-1536.66666667,-1852.5,-1348.33333333,-1425.0
201.57,-611.742375,-496.590833333,-595.454541667,-584.785347223,-474.2425,-411.363583333,-640.151583333,-816.287958333,-568.181833333,-612.878833333
201.95,3779.86111111,3035.41666667,3718.75,3507.98611111,3054.16666666,2470.83333333,3925.0,4920.83333333,3683.33333333,3891.66666666
202.33,349.697986111,277.536291667,320.289875,314.583409722,276.087,252.355166667,360.507333334,436.775375,326.086916666,361.594
202.71,278.869152778,223.958333333,250.148833333,249.057625,225.297583334,208.333333333,289.285833334,349.702291667,269.047583334,288.09525
203.09,245.917486111,192.803083333,216.919208333,200.294625,205.0505,201.515375,248.99,293.181875,238.888833333,232.323166667
203.47,186.531111111,155.038916667,162.30625,156.944430556,173.449583333,167.63575,195.348916667,227.131791666,195.54275,184.108666666
203.85,144.576555556,122.222333333,120.766958333,122.586006945,135.978833333,131.349333333,144.047666667,171.56075,156.746,146.560833333
204.22,145.128861111,125.422708333,118.599083333,125.271680555,137.802,135.507166667,141.666666666,164.070083334,156.400916667,142.753583333
204.60,120.339430555,102.314916667,89.3517916666,101.828847222,112.31475,109.676,116.66675,133.14825,129.25925,112.685
204.98,104.98675,88.0554166666,73.0555416668,89.6230555555,95.9523333335,90.8729583333,100.396916667,115.0,111.587333333,94.0475833333
205.36,109.776027778,88.5922083334,75.8091666667,90.5338819445,97.9774166667,90.0485833333,96.5209166665,117.030708333,110.436916667,94.5795
205.74,118.872541667,96.7729166667,82.3937916666,97.8146041666,106.454166667,100.531208333,101.307333333,119.77125,111.601416667,97.2221666667
206.12,133.316319444,102.571958333,90.8950416668,108.821958333,119.54725,114.197583333,109.362,133.744958333,122.530833333,108.12775
206.50,150.228208333,121.118833333,107.191791667,128.500645833,138.127833333,126.76925,124.08675,156.335625,139.49775,124.200833334
206.87,159.380277778,127.307791667,108.84625,135.448736111,139.48725,128.397625,128.846166667,162.692333333,138.4615,128.974333333
207.25,164.608930555,130.092625,103.472166667,145.100298611,141.51225,135.185291667,128.395166667,175.617375,142.59275,136.882583334
207.63,177.726430556,136.959875,108.719125,150.090034722,146.91375,144.4445,138.426083333,185.416583334,149.84575,150.462916667
208.01,234.615375,172.435875,132.264958333,195.83325,177.99125,191.559916667,178.418833333,231.83775,189.31625,183.547166667
208.39,224.097222222,164.0625,134.479166667,185.711805555,171.458333333,185.520833333,169.166666667,225.729166667,175.208333333,173.958333333
208.77,296.360166667,223.563166666,190.94825,250.838083333,237.356416667,261.49425,214.367916667,312.35625,226.43675,233.333333333
209.14,433.680555556,345.0,271.25,350.243055556,353.75,385.208333333,321.25,456.041666667,321.666666667,332.916666667
209.52,533.940972222,459.635416667,340.104166667,444.010416667,467.1875,491.927083333,416.666666667,594.53125,442.708333334,426.041666667
209.90,-770.524625,-636.110958333,-359.722124999,-597.453624999,-611.111,-661.574041667,-581.48125,-861.574000001,-645.370166667,-537.037166667
210.28,-475.320444444,-397.756333334,-159.936041667,-340.598277778,-360.897416667,-439.743625,-323.076833333,-539.423083334,-376.282,-310.897583333
210.66,-240.219916667,-186.284791667,-64.5831666667,-138.310173611,-170.486166667,-241.84025,-147.9165,-258.15975,-180.208333333,-147.222083333
211.03,-292.916666667,-224.166666667,-84.375,-163.680555556,-217.5,-316.041666667,-177.5,-310.625,-227.916666667,-191.25
211.41,-177.862027778,-128.409125,-54.4191666667,-97.0539166668,-125.757666667,-178.787833333,-107.323166667,-169.191916667,-127.27275,-110.35375
211.79,-131.588361111,-90.9186666666,-33.6536666666,-59.2949305555,-81.1964999998,-124.252166667,-67.0941666666,-111.111,-82.6924166667,-62.8205833334
212.17,-158.423041667,-104.838625,-30.6451666666,-62.2983680554,-94.0860833335,-155.645291667,-70.96775,-130.510708333,-95.4300833334,-66.129
212.55,-305.46875,-226.302083333,-64.3229166667,-144.965277778,-193.75,-326.822916667,-148.4375,-253.125,-190.625,-132.8125
212.92,-219.371430556,-151.754416667,-31.1405,-85.8553124997,-124.999916667,-245.175458333,-93.4211666667,-163.377208333,-113.158,-89.9123333335
213.30,-194.444555556,-111.342458333,-5.78700000007,-62.5385347222,-100.463083333,-242.592666667,-71.2963333333,-150.925916667,-84.7222499998,-59.2589166665
213.68,-137.258416667,-33.33325,28.62325,-21.0145,-51.0869999998,-188.76825,-26.4491666667,-82.7897499999,-25.7246666667,-11.5943333332
214.06,-293.948513889,-108.035875,-28.8690000001,-106.646930556,-183.33325,-405.357125,-95.8332499998,-197.916625,-113.095083333,-126.19025
214.44,-6018.05555555,-2754.16666667,-1929.16666667,-3383.33333332,-4225.0,-6591.66666667,-3391.66666667,-4237.5,-3341.66666667,-2950.0
214.81,250.672027778,145.161166667,105.107458333,167.540208333,194.62375,252.957083333,169.623666667,190.591458333,173.387083333,141.93525
215.19,218.386291667,145.138875,117.361041667,155.423229167,186.111166667,215.674458333,163.09525,181.646791667,173.016083333,138.6905
215.57,167.562875,119.153125,97.849375,123.532569444,143.010583333,171.5725,129.4355,145.698958334,140.322583334,110.618333333
215.95,160.0095,112.068875,89.9424999999,123.838625,139.080416667,170.617833333,127.586166667,150.359208333,142.816166667,110.9195
216.32,200.265916667,146.542625,110.638166667,156.057958333,180.4965,200.886583333,159.219833333,188.563833334,184.042666667,144.503666667
216.70,428.571388889,291.864916667,223.41275,302.810798611,369.841333333,406.5475,310.3175,396.626875,395.635,297.222333333
217.08,548.697916667,379.6875,252.604166667,382.986111111,460.9375,506.25,380.729166667,499.479166666,518.229166666,364.583333333
217.46,530.46875,379.166666667,223.4375,350.651041667,427.604166667,459.895833333,334.375,481.770833333,503.645833333,341.145833333
217.83,597.649625,453.205208334,227.564125,414.690263889,466.025583333,497.115291667,374.358916667,555.769375,576.923083333,382.692333334
218.21,339.078277777,268.9395,137.310708333,245.454548611,267.803083333,296.212208333,226.893916666,344.507541667,334.469583333,203.409
218.59,691.666805555,592.802791667,280.681875,509.090993056,559.848666666,652.272916667,459.8485,759.091,704.545583333,475.000083333
218.97,-2075.92583333,-1737.49983333,-779.166708334,-1605.78706945,-1727.77783333,-2069.444375,-1174.99991667,-2379.166625,-2205.55566666,-1316.66675
219.34,-348.214458333,-257.738166667,-56.2499166667,-250.198541667,-257.738166667,-322.321291667,-140.47625,-384.226333333,-358.333333333,-175.000083333
219.72,-257.341305556,-192.857166667,42.2619166667,-167.95625,-196.428583333,-233.9285,-50.0,-287.202375,-264.881,-106.54775
220.10,1018.05555556,845.0,124.166666667,728.472222222,859.999999999,965.833333332,408.333333333,965.833333332,956.666666665,528.333333333
220.47,2345.83333333,1952.08333333,264.583333332,1646.52777778,1766.66666667,2272.91666667,800.000000001,2039.58333333,2029.16666667,1108.33333333
220.85,349.826388889,281.770833333,50.2604166666,260.503472222,265.104166667,329.947916667,141.666666666,283.854166667,284.895833333,146.875
221.23,227.203,184.626375,64.3676666666,174.305520833,186.206916667,228.592,114.36775,183.620625,195.977,107.471083333
221.61,423.888805556,324.166666667,122.49975,338.425916667,360.0,471.111125,224.999916667,337.77775,368.333166667,212.222083333
221.98,329.86125,272.537791667,135.416666667,268.970965278,283.712166667,362.500041667,173.863666667,256.628791667,280.681916667,195.07575
222.36,568.402805555,442.361208333,210.763916667,427.372770833,470.138916667,603.472208333,254.861166667,391.666708333,440.972333333,309.027833333
222.74,261.044847222,179.761916667,48.6111666667,164.715541667,203.571583333,301.388916667,85.3175833333,138.095291667,149.60325,91.26975
223.11,253.801152778,192.105458333,8.77208333332,130.409333333,165.350916667,305.482458333,82.8946666667,125.87725,113.15775,84.649
223.49,556.944444445,403.645833334,-71.3541666667,227.083333333,282.291666667,683.854166667,147.916666666,219.791666666,227.083333333,139.583333333
223.87,644.047638889,499.404833333,-104.166791667,280.059611111,328.5715,838.095291667,219.047583334,258.928708333,269.047666667,171.428583334
224.24,-526.587305556,-454.761875,197.619208333,-178.273791667,-284.523916667,-745.833291667,-153.5715,-204.166708333,-202.380916667,-139.285833333
224.62,440.416666667,409.166666667,-57.0833333333,212.777777778,314.166666667,668.333333333,222.5,248.333333333,194.166666666,196.666666667
225.00,-1295.37033333,-1350.0,151.38875,-604.398111112,-1002.77766667,-2101.38870833,-852.777666666,-822.222291668,-608.333333333,-700.0
225.38,-751.666666666,-691.666666667,50.8333333333,-326.25,-546.666666667,-1176.66666667,-550.0,-517.5,-336.666666667,-490.0
225.75,-1983.33333333,-2110.41666667,-277.083333333,-1003.47222222,-1516.66666667,-2912.5,-1387.5,-1229.16666667,-1041.66666667,-1479.16666667
226.13,-1688.19444445,-1852.08333333,-75.0,-715.625000002,-1387.5,-2783.33333333,-1454.16666667,-1110.41666667,-1037.5,-1275.0
226.51,1681.25,2210.41666667,135.416666667,930.555555555,1408.33333333,3131.25,1783.33333333,1345.83333333,1479.16666667,1633.33333333
226.88,-388.472222222,-552.5,-160.0,-304.722222222,-318.333333333,-692.083333333,-422.5,-350.0,-434.166666666,-469.166666667
227.26,-218.348027777,-307.894833333,-123.903375,-206.0673125,-200.877333333,-380.263083333,-226.754416666,-193.201708333,-261.403583334,-267.10525
227.64,-324.206375,-472.321625,-245.535666666,-345.089243055,-347.618916667,-588.690416667,-335.71425,-291.369,-400.000083334,-412.49975
228.01,-253.439111111,-335.119125,-231.150916667,-263.492048611,-270.634916667,-400.39675,-260.714333334,-236.508083333,-311.111166667,-328.571416667
228.39,-137.770194444,-175.463,-131.944416666,-148.051805556,-138.425916667,-217.476666667,-136.805583333,-129.977,-166.898,-175.231333333
228.76,-94.6801527777,-113.679458333,-88.6006666666,-98.0870416664,-91.5094166667,-132.625791667,-91.5093333332,-89.8584583332,-117.295666667,-117.61
229.14,-93.7089444444,-115.931291667,-89.1339999999,-101.375125,-91.1764166668,-129.084791667,-83.6600833334,-84.3952916667,-120.751416667,-122.3855
229.52,-68.5944166667,-102.612166667,-70.7091666667,-79.4464930555,-72.8854166668,-98.3831666667,-60.5721666666,-62.1270833334,-92.9104166668,-89.4278333333
229.89,-96.8150000001,-126.365041667,-100.502916667,-100.251402778,-93.9655,-128.017083333,-90.3735833334,-92.2414166666,-117.097666667,-109.339166667
230.27,-107.571611111,-128.024208333,-111.155833333,-105.331486111,-99.0590833333,-127.083125,-95.0268333332,-98.5214583333,-115.72575,-114.784916667
230.65,-145.32825,-152.42425,-143.181625,-140.631381944,-135.303083333,-150.757625,-118.787833333,-128.106041667,-138.787916667,-139.242583333
231.02,-148.984986111,-148.797833333,-145.673166667,-146.487791667,-138.942166667,-144.952041667,-119.551166667,-130.609041666,-137.98075,-125.320416667
231.40,-114.49075,-110.97225,-106.111166667,-111.504840278,-106.250083333,-104.652791667,-90.6944166668,-101.8055,-104.86125,-96.3888333334
231.78,-85.7640138888,-79.3403333334,-76.446625,-83.912,-76.389,-72.2222916667,-73.2639166667,-81.1342083333,-74.65275,-74.4213333333
232.15,-49.1301388889,-47.3905,-41.4563333333,-53.3881736111,-43.85525,-44.0655416667,-43.0135,-51.1362916666,-42.5925,-42.4241666667
232.53,-37.2450555556,-39.5260416667,-33.5245833333,-44.7439375,-32.2630833333,-38.379,-36.5444166667,-43.3487083333,-34.48025,-32.569
232.90,-17.3012361111,-24.928125,-18.067375,-27.9514375,-14.2240833333,-24.0659166667,-20.97725,-29.7054583333,-20.9051666667,-17.816
233.28,-17.2650694444,-21.74775,-17.445625,-26.6598055555,-12.26275,-22.3575,-20.2574166667,-30.4878333333,-19.9863333333,-18.1570833333
233.66,-7.5152361111,-10.949875,-7.78445833333,-18.6153888889,-1.22741666667,-12.758375,-11.3695,-21.4469166667,-10.0130833333,-7.17058333332
234.03,-1.49784722223,-4.52370833333,-2.14262499999,-16.2797708333,2.08333333333,-7.38108333333,-4.10724999999,-13.3333333333,-7.26191666667,-1.78566666667
234.41,-4.00379166665,-7.212625,-5.02879166667,-20.6705486111,-1.95383333333,-8.39066666667,-6.14941666666,-16.091875,-12.471,-2.47125
234.78,3.86713888888,-1.55229166667,-0.953041666668,-12.4045972222,3.9215,-2.53275,-0.108916666668,-8.11533333333,-5.88233333334,1.19799999999
235.16,3.67756944445,-4.16675,-2.93520833333,-10.9451805555,1.1005,-2.14891666667,-1.20549999999,-8.75258333332,-7.65191666666,-2.30625
235.54,-4.10481944443,-12.2080416667,-11.1727916667,-15.7644166666,-5.09550000001,-7.51058333333,-9.395,-14.4108333333,-13.69425,-6.74125
235.91,-2.99520833334,-10.7179166667,-10.7682083333,-12.776125,-2.66058333333,-5.59745833333,-4.96983333333,-10.8182916667,-10.6928333333,-2.25925000001
236.29,-3.07790277778,-8.64191666667,-11.9855,-10.4639513889,-1.80041666667,-5.81270833333,-5.04133333332,-10.5195833333,-10.031,-0.977333333342
236.66,-2.93780555557,-6.792875,-11.6162916667,-8.40495833332,-3.08066666668,-2.42416666668,-1.96966666667,-9.31825000002,-8.38374999999,0.706916666657
237.04,-6.67956944445,-7.49045833332,-14.9807083333,-12.8974375,-7.08083333332,-3.107,-4.76883333332,-12.138625,-9.73025000001,7.50000062055e-12
237.41,-2.72955555557,-6.55091666667,-13.94525,-10.7899722222,-4.04616666667,-1.61370833332,-2.07124999999,-10.01925,-7.03258333333,3.46833333334
237.79,-4.23650000002,-8.1935,-13.9432083333,-12.2324722222,-5.67983333334,-1.46658333333,-2.933,-11.8715,-10.6611666667,-0.372500000008
238.17,-1.37430555555,-5.96770833334,-9.26650000001,-8.42358333333,-2.03983333334,3.47208333332,-0.694583333332,-10.3297916667,-7.68224999999,-1.86633333334
238.54,2.06986111113,-2.81137499999,-4.65195833333,-4.03184722223,2.71033333333,7.140125,2.75083333335,-5.72408333333,-4.24750000002,0.48525
238.92,1.58565277778,-3.300125,-4.572375,-4.51697222221,3.0235,7.76183333332,1.40124999999,-6.618875,-7.11649999999,-0.66375
239.29,1.7583611111,-3.45133333333,-4.02345833333,-5.41252083334,3.18308333334,8.83391666667,0.85833333334,-7.40341666668,-7.72508333336,-0.42925
239.67,8.2,2.690625,2.0295,-0.7046875,8.61,14.42175,7.04175,-1.245375,-2.18325,4.64325
240.04,5.21941666667,-1.942375,-2.3575,-5.68419444446,3.91458333334,11.6991666667,2.04625000001,-5.85708333333,-6.49466666667,0.711833333332
240.42,4.79963888888,-4.09845833333,-2.99183333333,-7.1560763889,2.92341666666,11.7760416667,2.54108333334,-5.21854166667,-7.40424999999,0.5735
240.79,1.67416666667,-6.62204166667,-5.17095833333,-10.3277569445,-0.198333333332,8.35808333333,-0.0744999999975,-7.45299999999,-10.3919166667,-3.91866666667
241.17,3.30181944445,-5.02416666667,-2.51745833333,-7.26336805555,1.60516666668,9.65254166668,2.48458333334,-4.35358333333,-7.8935,-2.61675
241.54,5.18529166666,-1.32404166667,1.59254166667,-3.49227777778,3.87033333333,12.1018333333,4.70358333333,-0.666833333332,-3.98133333333,0.111333333333
241.92,5.59783333334,-0.480833333332,1.796625,-2.31671527778,3.91358333333,12.0948333333,4.62208333333,-0.185624999998,-1.92316666667,0.99525
242.29,6.18073611111,0.499666666667,3.11354166667,-1.09289583334,4.08974999999,12.0849166667,5.50458333333,1.25329166667,-0.384499999997,2.22941666667
242.67,8.67069444444,2.659875,6.05554166667,1.66122916667,6.18275,13.95025,7.54099999999,3.699625,2.74491666667,4.9095
243.05,8.21120833333,2.69854166667,6.32808333333,1.93379861111,6.56600000001,13.6147916667,8.04783333333,3.81320833333,4.48608333334,5.51941666667
243.42,7.8314861111,3.43291666667,6.99954166667,2.55966666667,6.62316666667,12.7425416667,8.11641666666,4.13483333333,5.01525,5.66633333334
243.80,6.22354166666,2.34,6.062875,2.24397222222,5.09891666666,10.9081666667,7.2045,3.228,4.41408333334,4.325
244.17,7.293625,3.6245,7.68166666667,3.93109722222,6.78599999999,11.58625,8.97908333333,4.72716666667,6.06725,5.22683333333
244.55,5.16172222222,1.4095,5.7115,1.92733333333,4.86224999999,9.79183333333,7.45941666667,2.76358333333,4.61591666667,3.10158333333
244.92,5.80794444444,1.68358333333,6.18325,2.57290277778,5.36583333333,10.3197083333,8.15166666667,3.25225,5.42633333333,4.966
245.30,6.60106944444,2.178875,6.81866666667,2.92333333333,6.21633333333,10.5234583333,9.30191666666,4.18366666667,6.34008333333,5.991
245.67,5.73915277778,1.28908333334,6.04404166667,2.00394444445,5.32733333333,9.269375,9.07141666667,3.26816666667,5.26308333333,5.19891666667
246.05,6.15334722222,1.72041666667,6.63729166666,2.28478472222,6.38408333333,9.58075,9.75633333332,4.205625,5.25333333333,6.0525
246.42,5.72431944445,0.336375,5.01445833333,1.35606944444,5.98316666667,8.4455,9.01508333335,3.27416666667,4.28783333333,5.5885
246.79,4.59156944444,-0.626916666666,3.289125,0.167861111112,4.77275,7.09216666668,8.14941666667,2.30691666667,2.80016666667,4.56383333334
247.17,6.19856944444,0.839541666667,4.74441666667,1.45634722222,6.08441666667,8.23304166667,9.44250000002,3.92016666667,3.69675,6.06908333333
247.54,6.76372222222,0.74325,4.88045833333,1.36938888889,6.50266666667,8.512875,9.98100000001,4.29845833333,3.55166666667,6.561
247.92,7.39866666668,0.852958333332,5.172375,1.37295138889,7.40575,9.161625,10.44325,4.54908333333,3.62508333333,7.25033333333
248.29,7.57234722222,0.761083333333,4.91020833333,1.49938888889,7.35133333333,9.431125,10.3183333333,4.56304166666,3.31791666667,7.63866666667
248.67,8.45399999999,1.873,5.57504166667,2.77203472222,8.32641666667,10.145125,10.9448333333,5.48254166667,4.129,8.75025
249.04,9.02590277778,2.35675,6.12233333333,3.77029861111,9.35875,10.7069583333,11.4913333333,6.37029166667,4.73366666667,8.951
249.42,8.65134722222,1.80041666667,5.340875,3.45975,9.03791666667,10.350875,10.7814166667,5.78575,4.01358333334,8.2835
249.79,8.96997222223,1.846625,4.60666666667,3.678125,9.38533333332,10.355125,10.5043333333,5.72595833333,3.9915,8.30341666667
250.17,9.20694444445,2.26391666667,4.50816666667,4.06724305556,9.32983333333,10.44025,10.8365,5.78316666667,4.31591666667,8.14483333334
250.54,10.0344722222,3.77541666667,5.523625,4.93945138889,10.1899166667,11.663375,11.9214166667,6.84325,5.32808333333,9.21566666666
250.92,11.2106388889,4.933375,6.22395833334,5.5960625,11.1834166667,12.6343333333,12.8985833333,7.46708333333,5.84733333333,10.2045
251.29,10.5781388889,4.86875,5.55279166667,5.20297222222,10.6883333333,12.608625,12.84425,7.13316666667,5.19016666667,9.72808333332
251.66,11.290625,6.287125,5.90683333334,6.64989583333,11.507,13.437375,13.7528333333,8.37975,6.52358333333,10.1801666667
252.04,10.4994722222,5.86775,5.2275,6.31126388888,10.818,12.5955833333,13.4365,7.64524999999,5.925,9.12641666668
252.41,11.3803888889,7.46883333334,6.67995833333,7.08941666667,11.7630833333,13.41625,15.01325,8.61200000001,6.92533333334,9.24958333334
252.79,12.2310138889,8.76054166666,7.873,7.63178472222,12.31975,14.3792916667,16.0115833333,9.291875,7.40325000001,9.61475
253.16,12.292,9.41329166668,8.63075,7.33002777778,12.2696666667,14.5640416667,16.24425,9.10616666666,7.55575,10.0423333333
