wavelength,Back_DigVenm,Belly_DigVenm,Breast_DigVenm,Crissum_DigVenm,Crown_DigVenm,DorTail_DigVenm,Patch10_DigVenm,Rump_DigVenm,Throat_DigVenm,WingTip_DigVenm
332.08,9.50366666668,6.34756746032,4.94966666667,6.53966666667,4.58325,8.9125,26.8362222222,12.9374166667,5.18916666666,9.36949999999
332.44,9.17283333334,6.01723148148,4.44708333333,6.22575,4.11508333333,8.60625000001,26.6405555556,12.7391666667,4.85645833333,8.9956111111
332.81,8.89766666667,5.82249338624,4.09725,5.93758333333,3.71525,8.42316666666,26.4043333333,12.46825,4.54720833333,8.76533333333
333.18,8.61458333334,5.50804232804,3.53541666667,5.6675,3.343,8.098,26.4575555556,12.1268333333,4.053375,8.68716666667
333.54,8.69416666668,5.6351547619,3.6,5.81866666666,3.36325,8.04016666666,26.5072222222,12.0460833333,4.06375,8.61894444445
333.91,8.48424999999,5.46757142857,3.57233333334,5.44658333333,3.18333333333,7.74875,26.3736666667,11.7965,3.76233333333,8.38644444444
334.28,8.33066666668,5.29674603175,3.49808333333,5.16766666667,3.05608333333,7.46283333333,26.2092222222,11.6475833333,3.69708333333,8.37633333333
334.64,7.98808333334,4.91411375661,3.30241666667,4.8515,2.81033333334,6.99608333334,25.904,11.3175833333,3.610875,8.18661111111
335.01,8.19674999999,5.03704629629,3.4895,4.94541666667,3.08291666667,7.1905,26.1543333333,11.52325,3.907125,8.35655555555
335.38,8.04841666668,4.76813624338,3.3225,4.73408333333,2.82375,6.84491666667,26.0606666667,11.3548333333,3.69825,8.29977777778
335.74,8.09708333334,4.76470767195,3.2545,4.69725,2.84958333334,6.84625,26.0526666667,11.2764166667,3.62416666666,8.26511111111
336.11,8.06858333334,4.75008994709,3.42808333333,4.86433333333,2.79333333333,6.97133333334,26.2135555555,11.2858333333,3.63983333333,8.33761111111
336.47,8.25225,4.92977777778,3.84866666666,5.07516666667,3.04283333333,6.9905,26.4685555556,11.5713333333,3.78433333333,8.55383333333
336.84,8.18808333334,4.87592328042,3.926,4.98158333333,2.95566666667,6.952,26.5208888889,11.54475,3.81316666667,8.48383333333
337.21,7.99824999999,4.81381878307,3.96075,4.90358333333,2.84883333333,6.74516666667,26.3814444444,11.4081666667,3.85658333333,8.19772222222
337.57,7.982,4.7981521164,3.94508333333,4.91783333333,2.95266666667,6.71208333333,26.7037777778,11.5631666667,3.87204166667,8.24677777778
337.94,7.92616666666,4.80261640211,3.86683333333,4.94758333333,2.9365,6.79608333333,26.9141111111,11.704,3.91866666667,8.29633333333
338.31,7.91700000001,4.85056878307,3.84366666667,5.019,2.98366666667,6.90033333334,26.994,11.748,4.05020833334,8.37561111111
338.67,7.97666666667,4.93402116402,3.87666666667,5.029,2.899,6.936,26.8671111111,11.72975,4.010125,8.33716666667
339.04,7.91016666666,4.85539021164,3.76258333333,4.91166666667,2.70108333333,6.78791666666,26.862,11.4505833333,3.85595833333,8.11555555555
339.40,8.07108333333,4.8904973545,3.7915,4.88841666666,2.83866666667,6.85383333333,27.011,11.6049166667,3.937,8.10705555556
339.77,7.96675,4.75915079365,3.69316666667,4.73116666667,2.81141666667,6.70833333333,27.0603333333,11.5953333333,3.85866666667,7.994
340.14,8.03908333333,4.83510714285,3.76225,4.64933333333,2.946,6.72975,27.2542222222,11.79175,3.88308333333,8.13638888889
340.50,8.01183333333,4.75497751323,3.65158333333,4.5785,2.9335,6.71166666667,27.1786666667,11.6705,3.90625,7.98688888889
340.87,8.45616666667,5.15903042328,4.08433333333,4.976,3.362,7.14083333333,27.5137777778,12.1214166667,4.27916666667,8.36655555556
341.23,8.78325,5.39137169312,4.33125,5.21083333333,3.68925,7.415,27.8084444444,12.4155,4.44866666667,8.6335
341.60,9.00183333332,5.56539153439,4.528,5.4865,3.88891666667,7.63566666667,27.7823333333,12.562,4.574,8.83666666667
341.96,8.98158333332,5.54136772487,4.44291666666,5.50825,3.7815,7.39441666667,27.7555555556,12.4545,4.468625,8.79877777778
342.33,9.11316666667,5.63771825397,4.58633333333,5.635,3.89675,7.46541666666,27.9584444444,12.6045833333,4.40679166667,8.86577777778
342.70,9.331,5.87198015873,4.81258333333,5.86,4.198,7.76,28.1714444444,12.9511666667,4.53783333333,9.11861111111
343.06,9.53508333333,5.98071164021,4.95933333333,6.0065,4.35108333333,7.84158333333,28.261,13.2523333333,4.747375,9.20372222222
343.43,9.47499999999,6.03711640212,4.96675,6.12741666666,4.29041666667,7.86616666667,28.3646666667,13.2121666667,4.77408333333,9.23688888888
343.79,9.54625,6.11976058201,5.00591666666,6.23708333333,4.33658333333,8.02675,28.4957777778,13.3226666667,4.94504166667,9.35261111111
344.16,9.67858333333,6.15463095238,5.10316666666,6.4865,4.43166666667,8.15941666667,28.3252222222,13.37575,5.15383333334,9.43772222223
344.52,9.70483333334,6.22603703704,5.14641666666,6.492,4.40258333334,8.23133333333,28.4072222222,13.44375,5.16625,9.56749999999
344.89,9.66691666667,6.15079761905,5.11366666667,6.49258333333,4.37983333333,8.14783333333,28.3485555555,13.3955833333,5.15120833334,9.47772222223
345.25,9.42583333334,5.91179100529,4.85016666667,6.17016666666,4.04991666667,7.86075,28.1033333334,13.1286666667,4.926625,9.28950000001
345.62,9.47925,5.88622222222,4.76091666667,6.057,3.98141666667,7.8305,28.2662222222,13.0885,4.94925,9.21433333333
345.99,9.44274999999,5.80555687831,4.80058333333,5.94083333333,4.05758333333,7.92625,28.0617777778,12.9986666666,4.98279166667,9.0825
346.35,9.35683333334,5.66569444444,4.56158333333,5.66641666667,3.86241666667,7.76366666667,27.9953333334,12.8388333333,4.89291666667,8.91344444444
346.72,9.17533333332,5.48961375662,4.38933333333,5.393,3.6445,7.54566666667,28.0668888889,12.6118333333,4.71329166667,8.6775
347.08,9.22958333332,5.5289457672,4.489,5.35391666667,3.743,7.59916666666,28.2465555556,12.6934166667,4.74358333333,8.67438888889
347.45,9.15183333333,5.40229100529,4.44041666667,5.20816666666,3.72925,7.40183333333,28.0934444444,12.6783333333,4.639125,8.49366666667
347.81,8.79816666666,5.15808068783,4.2225,4.91691666667,3.35175,7.04075,27.779,12.3321666667,4.24033333333,8.11433333333
348.18,8.42983333334,4.86666666667,3.86075,4.4295,3.03766666667,6.7525,27.6845555556,11.9555833333,3.79954166667,7.71983333333
348.54,8.3195,4.75516269841,3.81091666666,4.28783333333,3.02475,6.72558333333,27.7185555556,11.8625833333,3.69670833333,7.41172222222
348.91,8.27991666666,4.70978306878,3.75125,4.18341666667,3.05858333334,6.6955,27.7554444445,11.8200833333,3.513625,7.56161111111
349.27,8.33141666668,4.77238756614,3.74025,4.216,3.03866666666,6.7905,27.7568888889,11.7434166667,3.45425,7.46072222222
349.64,8.14591666666,4.59031746032,3.69908333333,4.14241666667,3.00416666667,6.67025,27.5187777778,11.6381666667,3.261125,7.28633333333
350.00,8.23791666667,4.65420767196,3.65675,4.25025,3.0165,6.66941666666,27.8218888889,11.7956666667,3.298625,7.27727777778
350.37,8.20841666668,4.66420767196,3.736,4.43191666666,3.09566666667,6.57591666667,27.8061111111,11.7693333333,3.31675,7.19494444444
350.73,8.26475,4.56038359789,3.74766666667,4.48841666666,3.03366666666,6.46133333334,27.7117777778,11.6754166667,3.24291666666,7.07916666667
351.10,7.98808333334,4.38637962963,3.52791666667,4.40525,2.83566666667,6.28633333333,27.3187777778,11.3518333333,3.03570833333,6.99588888889
351.46,7.97141666668,4.33033994709,3.47475,4.33725,2.75458333333,6.27641666667,27.3676666667,11.313,2.979625,6.88322222222
351.83,8.42441666668,4.60257407408,3.83033333334,4.6795,3.18783333333,6.60766666666,27.9164444444,11.7141666667,3.33525,7.17305555555
352.19,8.79516666666,4.97867989418,4.26791666667,5.11083333333,3.55016666667,6.85183333333,28.1947777778,12.095,3.735,7.48788888889
352.55,8.88316666666,5.08338888889,4.30966666667,5.24916666667,3.69791666666,6.84408333333,28.1722222222,12.14575,3.85625,7.72344444444
352.92,8.85991666668,5.08547089947,4.22341666666,5.24416666667,3.59783333333,6.76633333333,28.0964444444,12.1349166667,3.91408333333,7.407
353.28,8.99949999999,5.13831084656,4.395,5.33625,3.66491666667,6.81266666667,28.326,12.44225,3.98916666666,7.53694444444
353.65,9.21441666666,5.32476322751,4.51925,5.42833333333,3.74558333333,6.89683333333,28.6956666667,12.7084166667,4.14825,7.70322222222
354.01,9.35750000001,5.44558333333,4.6735,5.60391666666,3.85375,7.04225,28.865,12.8579166667,4.28445833333,7.83711111111
354.38,9.47608333334,5.50590079365,4.76008333334,5.66108333333,3.94783333333,7.12416666667,28.9801111111,12.9725,4.429,7.97283333333
354.74,9.56525000001,5.63822222222,4.81466666667,5.75716666667,3.99366666666,7.30683333333,29.2365555556,13.1193333333,4.5645,8.15222222222
355.11,9.86433333335,5.77703174603,4.91475,5.86433333333,4.11166666667,7.52833333334,29.761,13.4224166667,4.73416666667,8.2025
355.47,9.85416666668,5.82555952381,4.96391666666,5.89225,4.12883333333,7.55133333334,29.828,13.4305833333,4.75379166667,8.27083333333
355.83,9.78116666666,5.80820634921,4.87033333333,5.84658333334,4.09233333333,7.46783333333,29.6677777778,13.2848333333,4.70695833333,8.30588888889
356.20,9.50300000001,5.5563505291,4.52208333333,5.58891666667,3.78525,7.18808333333,29.5614444444,13.04875,4.49816666667,8.00733333333
356.56,9.50541666666,5.5527037037,4.46166666667,5.5045,3.61375,7.11016666667,29.5915555556,12.9745,4.33841666667,7.88355555556
356.93,9.424,5.47202116402,4.40758333333,5.40933333333,3.51241666667,7.03516666666,29.6441111111,12.8845,4.24441666667,7.91588888889
357.29,9.18758333333,5.28711904762,4.27291666667,5.29575,3.41291666667,6.865,29.4003333333,12.58275,4.15204166667,7.75916666667
357.66,9.18933333334,5.23523941799,4.33141666666,5.32341666667,3.39616666666,6.9845,29.3528888889,12.5390833333,4.25616666667,7.75222222222
358.02,9.14825,5.2097962963,4.32991666667,5.25758333333,3.34816666667,6.94183333333,29.3617777778,12.48625,4.26516666667,7.78294444444
358.38,9.08525000001,5.17412301587,4.27808333334,5.23583333334,3.29225,6.958,29.4385555556,12.4974166667,4.16525,7.723
358.75,8.91608333334,5.07870502646,4.2275,5.17825,3.21741666667,6.78483333333,29.2557777778,12.374,4.00954166667,7.56566666667
359.11,8.85749999999,5.06473280423,4.22825,5.12483333333,3.18008333334,6.6555,29.2702222222,12.31375,3.96833333333,7.49044444445
359.48,9.17791666667,5.37461507937,4.48283333333,5.44208333333,3.48375,6.93183333333,29.6948888889,12.6168333333,4.307875,7.80394444445
359.84,9.27316666667,5.47710714286,4.59841666667,5.53458333334,3.57008333333,7.09416666667,29.8552222222,12.8045833333,4.35958333333,7.86711111111
360.20,9.43258333334,5.52323677248,4.67883333333,5.60966666667,3.66441666666,7.15916666667,30.046,12.91475,4.35329166667,7.9635
360.57,9.43091666667,5.44629232804,4.63591666667,5.59033333333,3.69,7.14366666667,30.0883333333,12.89775,4.313375,7.89827777778
360.93,9.53625,5.51491137566,4.68566666667,5.68566666666,3.79158333333,7.24116666667,30.1791111111,12.993,4.365875,7.85533333333
361.29,9.74783333335,5.67990079365,4.79158333333,5.81775,3.93,7.41191666667,30.5473333333,13.19725,4.50816666667,7.91694444445
361.66,9.78583333334,5.76462566137,4.79333333333,5.83258333333,3.9475,7.35416666667,30.6495555556,13.2173333333,4.44279166667,8.01066666667
362.02,9.92358333334,5.90688756614,4.93091666667,5.98,4.08958333333,7.51775,30.7757777778,13.3469166667,4.54333333334,8.12933333333
362.39,10.028,6.03998544973,5.00575,5.985,4.13283333334,7.558,30.8272222222,13.3799166667,4.599875,8.218
362.75,10.1480833333,6.13765873016,5.04758333333,6.04925,4.25991666667,7.66508333333,30.98,13.5243333333,4.684125,8.29322222222
363.11,10.21225,6.19645502646,5.13,6.1165,4.36175,7.78975,31.008,13.645,4.75845833333,8.42261111111
363.48,10.0924166667,6.06456481482,5.07083333333,6.00775,4.26333333333,7.73808333334,30.6941111111,13.4934166667,4.67208333333,8.26122222222
363.84,10.0281666667,5.97201190476,4.92458333333,5.85983333334,4.09908333333,7.5635,30.6836666667,13.3655,4.55608333333,8.06322222222
364.20,10.1074166667,6.1026904762,4.99033333333,5.96666666667,4.20058333333,7.697,30.6542222222,13.4215833333,4.68770833333,8.13777777778
364.57,10.208,6.26925396825,5.13858333333,6.13425,4.36741666667,7.84183333333,30.6948888889,13.5609166667,4.94133333333,8.30177777778
364.93,10.1498333333,6.19822486774,5.10508333333,6.08375,4.27791666666,7.78108333333,30.7813333333,13.5386666667,4.90579166667,8.38461111111
365.29,10.02375,6.09919708995,4.96675,5.90891666667,4.16175,7.58375,30.5748888889,13.4098333333,4.8305,8.31
365.66,9.99274999999,6.08269973545,4.95641666667,5.90241666667,4.14133333333,7.62366666666,30.5976666667,13.42425,4.83479166667,8.23561111111
366.02,9.638,5.77423015873,4.60366666667,5.55316666667,3.79675,7.27266666667,30.2724444445,13.1274166667,4.46625,7.90522222222
366.38,9.54666666667,5.62562698412,4.48491666666,5.44366666666,3.68291666667,7.16758333333,30.2691111111,13.0645,4.36141666666,7.77172222222
366.75,9.53566666668,5.52308068783,4.47241666667,5.32966666667,3.57116666667,7.11891666667,30.3174444445,13.0796666667,4.33841666667,7.73733333333
367.11,9.55975000001,5.5063994709,4.45141666667,5.33775,3.57991666666,7.11541666667,30.3698888889,13.14475,4.32445833333,7.73255555556
367.47,9.42858333334,5.37212301587,4.27316666667,5.17891666666,3.408,6.87925,30.3567777778,13.0409166667,4.13845833334,7.63961111111
367.84,9.42625000001,5.43696957672,4.32808333333,5.247,3.49108333334,6.94858333333,30.2996666667,13.0565,4.23820833333,7.72888888889
368.20,9.22699999999,5.23253703703,4.13225,4.97225,3.22591666667,6.691,30.2987777778,12.92,4.05075,7.51333333333
368.56,9.09458333333,5.06943518518,4.03291666667,4.83458333333,3.05525,6.52541666667,30.3751111111,12.8449166667,3.80941666666,7.46
368.93,9.33433333333,5.31831084656,4.269,5.04016666667,3.32416666667,6.6925,30.4672222222,13.0348333333,4.043375,7.57427777778
369.29,9.42391666667,5.40502380952,4.43058333333,5.18258333333,3.39741666667,6.78716666666,30.6362222222,13.1624166667,4.08904166667,7.63705555555
369.65,9.50991666665,5.4222473545,4.50075,5.2235,3.50016666667,6.74975,30.7065555555,13.1775833333,4.16733333333,7.68483333333
370.01,9.59366666667,5.45626455026,4.56858333333,5.25475,3.56425,6.72275,30.8694444444,13.2191666667,4.23854166667,7.67583333333
370.38,9.52241666667,5.41618915344,4.6055,5.25108333333,3.58066666666,6.676,30.7865555556,13.14675,4.18366666667,7.71333333333
370.74,9.51666666666,5.51365343915,4.61758333333,5.35466666667,3.681,6.692,30.8113333333,13.135,4.22016666667,7.76405555556
371.10,9.59758333334,5.66436375661,4.7175,5.48733333333,3.749,6.77666666667,30.9631111111,13.18025,4.238,7.88777777778
371.46,9.77091666667,5.8071388889,4.88766666666,5.66366666666,3.92516666667,6.95366666666,31.201,13.3664166667,4.42595833334,8.02027777778
371.83,9.83666666666,5.82403306878,4.95716666667,5.75666666666,3.98016666667,6.98116666666,31.335,13.4638333333,4.41829166667,8.06827777778
372.19,10.0638333333,5.96644973546,5.142,5.94275,4.22166666667,7.17116666667,31.3733333333,13.64775,4.52554166667,8.24716666667
372.55,10.1135833333,5.94211507936,5.11383333334,5.88808333334,4.18508333334,7.165,31.356,13.6521666667,4.524625,8.15827777778
372.92,9.90733333333,5.72628835978,4.89841666666,5.70033333333,3.99716666667,6.95408333334,31.2192222222,13.49325,4.34125,7.98466666667
373.28,10.0269166667,5.82200529101,4.97633333333,5.75183333333,4.14083333333,7.0495,31.2818888889,13.56775,4.42420833333,8.12111111111
373.64,9.90325000001,5.69635052909,4.84241666666,5.59133333333,4.002,6.93833333333,31.1182222222,13.49375,4.32058333334,7.93783333333
374.00,10.0135833333,5.83936507935,4.94433333333,5.71916666667,4.15933333333,7.10633333333,31.2246666667,13.6241666667,4.43825,8.07994444444
374.37,10.0265833333,5.86370105821,4.879,5.676,4.11358333333,7.15366666667,31.1657777778,13.6266666667,4.469625,7.99
374.73,10.1011666667,5.94588888889,4.94425,5.75383333333,4.16375,7.22533333333,31.1836666667,13.6725,4.559,8.01105555555
375.09,10.01175,5.85692989418,4.87175,5.66358333333,4.10108333333,7.09766666667,31.1473333333,13.61925,4.54654166667,7.864
375.45,9.94849999999,5.84068518519,4.77425,5.551,4.05058333333,7.06983333333,31.1536666667,13.5334166667,4.47525,7.77183333333
375.81,10.0141666667,5.90648544973,4.83583333333,5.53933333333,4.08758333333,7.112,31.2336666667,13.5849166667,4.58154166667,7.8775
376.18,9.80975000002,5.81423544974,4.68633333333,5.39716666667,3.881,6.96191666667,31.258,13.437,4.50495833333,7.6715
376.54,9.91916666666,5.94057407407,4.83891666667,5.50991666667,4.02466666667,7.07933333333,31.3667777778,13.5458333333,4.672125,7.77116666667
376.90,10.0280833333,6.05733994709,4.967,5.58966666666,4.0925,7.19041666666,31.579,13.6834166667,4.73970833333,7.83972222222
377.26,9.89383333334,5.98249338624,4.8915,5.52408333333,4.00883333333,7.07791666667,31.4868888889,13.578,4.64,7.71016666667
377.63,9.89425000001,6.04649867724,4.91616666667,5.60833333333,4.08958333333,7.10241666667,31.563,13.5785833334,4.62495833333,7.78061111111
377.99,9.74958333333,5.88041269842,4.76066666667,5.45383333333,3.9475,6.9085,31.4258888889,13.4469166667,4.437625,7.619
378.35,9.83591666666,5.98604761906,4.89316666667,5.5875,4.068,6.958,31.5882222222,13.5808333334,4.53466666667,7.72311111111
378.71,9.90474999998,5.99347354497,4.924,5.57991666667,4.09125,6.96841666667,31.7104444444,13.6426666667,4.54620833334,7.81088888889
379.07,9.80683333333,5.90256878307,4.80066666667,5.48008333333,3.96658333333,6.87983333334,31.6363333333,13.509,4.455625,7.74761111111
379.44,9.79333333335,5.82907010582,4.79766666667,5.45841666667,3.946,6.82658333333,31.7015555556,13.534,4.38320833334,7.71066666667
379.80,9.67308333334,5.72831746032,4.63775,5.39691666667,3.82458333334,6.71783333333,31.713,13.4450833333,4.21533333333,7.55316666667
380.16,9.7505,5.80431746032,4.68516666667,5.47666666667,3.94275,6.79366666667,31.7281111111,13.4745833333,4.18725,7.73227777778
380.52,9.77366666665,5.90267328041,4.67891666666,5.56216666667,4.00325,6.87358333334,31.8597777778,13.5574166667,4.20120833333,7.81027777778
380.88,9.69741666669,5.86981613756,4.63791666667,5.50033333333,4.04366666666,6.832,31.7785555556,13.47,4.17116666667,7.74988888889
381.24,9.59249999999,5.75258994709,4.49983333334,5.36141666667,3.9345,6.72825,31.7778888889,13.4054166666,4.04754166667,7.59127777778
381.61,9.58591666666,5.76772883599,4.50933333333,5.34025,3.91658333333,6.73525,31.8357777778,13.43,4.07666666667,7.56394444444
381.97,9.77483333333,5.9031362434,4.70633333333,5.46333333333,4.01833333333,6.88475,31.9813333333,13.5615,4.24933333333,7.70783333333
382.33,9.8415,5.97603703703,4.78266666667,5.53975,4.08091666666,6.979,32.0794444444,13.60675,4.31095833333,7.78327777778
382.69,9.78633333333,5.96345502646,4.74433333333,5.49716666667,4.05483333333,6.9605,32.0464444444,13.51175,4.299875,7.68172222222
383.05,9.92741666668,6.08426984127,4.85716666667,5.60125,4.19733333333,7.05066666667,32.1785555556,13.62525,4.389,7.73844444444
383.41,9.96866666668,6.20479365079,4.95141666667,5.68633333333,4.22875,7.1055,32.1564444444,13.6675833333,4.47704166667,7.82372222222
383.77,9.99591666668,6.22012301587,4.97958333333,5.632,4.2335,7.08983333334,32.06,13.6525833333,4.50191666667,7.79472222222
384.14,10.001,6.20954894179,4.99375,5.60733333333,4.19466666667,7.0885,32.064,13.63575,4.52325,7.76811111111
384.50,9.935,6.09226190475,4.95125,5.49508333333,4.08908333333,6.94541666667,31.9701111111,13.5345,4.40170833333,7.63444444444
384.86,9.95858333333,6.08743253968,4.92375,5.50141666667,4.02833333334,6.94075,31.9877777778,13.5453333333,4.38504166667,7.64322222222
385.22,10.1000833333,6.17260582011,5.02666666666,5.61791666667,4.08875,7.05225,32.0266666667,13.6530833333,4.49295833333,7.81288888889
385.58,10.0949166667,6.13608730158,5.02133333333,5.63591666667,4.02066666667,7.01916666667,31.9734444444,13.64875,4.48704166667,7.81205555556
385.94,10.0000833333,6.1392910053,4.974,5.63191666667,3.9705,6.992,31.9352222222,13.6045833333,4.43379166667,7.79305555555
386.30,9.86008333333,5.99516798942,4.80108333333,5.50558333333,3.82725,6.83983333333,31.8465555556,13.4955833333,4.28095833333,7.68027777778
386.66,9.86416666666,5.98046296295,4.7815,5.50608333333,3.78033333333,6.82633333333,31.8733333334,13.5311666667,4.249,7.65011111111
387.03,9.81175000002,5.93007142857,4.73825,5.45458333334,3.72141666667,6.77025,31.8648888889,13.50175,4.24466666667,7.63705555556
387.39,9.82458333333,5.90795634919,4.70908333334,5.42541666667,3.71708333333,6.74833333333,31.9521111111,13.50075,4.250625,7.614
387.75,9.89108333332,5.97144708995,4.83033333333,5.5415,3.84741666667,6.86516666667,32.1136666666,13.6000833333,4.36375,7.74383333333
388.11,9.94449999999,6.01234259259,4.9095,5.58891666666,3.89975,6.85825,32.1097777778,13.6530833333,4.416375,7.70044444445
388.47,9.87250000001,5.96598809525,4.85258333333,5.54191666667,3.881,6.81908333333,32.0633333333,13.59,4.4105,7.66294444445
388.83,9.69824999999,5.83259391534,4.69733333333,5.39816666667,3.73875,6.63591666667,31.956,13.4396666667,4.25341666667,7.4905
389.19,9.62399999999,5.80417195767,4.652,5.36391666667,3.72766666667,6.58416666667,32.0412222222,13.3756666667,4.25408333334,7.42105555555
389.55,9.62275000002,5.82433333334,4.66866666667,5.33958333333,3.8,6.61258333333,32.0732222222,13.3561666667,4.23970833333,7.45638888889
389.91,9.68291666667,5.83467857142,4.67366666666,5.37033333333,3.83341666666,6.60858333333,32.1576666667,13.4135833334,4.27908333333,7.4955
390.27,9.78533333332,5.88730026455,4.77666666667,5.40408333333,3.89133333333,6.64366666667,32.3252222222,13.4970833333,4.367625,7.52761111111
390.63,9.72508333334,5.81901984127,4.72741666667,5.34391666667,3.86091666667,6.554,32.2993333333,13.4613333333,4.33016666667,7.47722222222
391.00,9.68150000001,5.74397089946,4.70158333333,5.29408333333,3.79183333333,6.50433333333,32.2597777778,13.3949166667,4.203125,7.41344444445
391.36,9.72833333335,5.7345462963,4.70458333334,5.34358333333,3.80766666666,6.521,32.3376666667,13.4411666667,4.18904166667,7.44488888889
391.72,9.72233333333,5.72010846561,4.65833333333,5.32666666667,3.723,6.45441666667,32.2922222222,13.4085,4.13241666667,7.40272222222
392.08,9.65833333333,5.66888227513,4.56933333333,5.3055,3.689,6.431,32.3837777778,13.38975,4.09420833333,7.37522222222
392.44,9.69775000002,5.69655687831,4.59658333334,5.37625,3.71825,6.47358333334,32.444,13.43325,4.10566666667,7.38644444444
392.80,9.91475000002,5.8733068783,4.7755,5.55883333333,3.90258333333,6.68141666667,32.663,13.6336666667,4.31533333333,7.59944444444
393.16,10.0311666667,5.96603571427,4.86916666667,5.6465,4.00008333333,6.77541666667,32.7952222222,13.7733333333,4.387,7.70594444444
393.52,10.0299166667,5.93092195768,4.83991666667,5.65233333334,3.9595,6.76241666667,32.7883333333,13.7814166667,4.35158333334,7.655
393.88,10.03875,5.93682539683,4.83458333333,5.64525,3.97308333333,6.77775,32.8462222222,13.7731666667,4.37408333334,7.62488888889
394.24,9.94625000002,5.88590740741,4.71066666667,5.60808333334,3.91108333333,6.70658333333,32.7923333333,13.69075,4.29316666666,7.55427777778
394.60,9.96108333335,5.93040608465,4.7375,5.66075,3.92508333333,6.75808333333,32.7737777778,13.6936666667,4.335,7.61705555556
394.96,9.96391666666,5.992,4.77241666667,5.71383333333,3.97091666667,6.80966666667,32.7757777778,13.7478333333,4.412375,7.65433333333
395.32,9.85349999999,5.94615476191,4.71066666667,5.64041666667,3.89991666667,6.73025,32.641,13.68075,4.33391666667,7.54938888889
395.68,9.73133333333,5.84055026456,4.58666666666,5.52558333333,3.81191666667,6.59783333333,32.6256666667,13.6025,4.23633333333,7.42227777778
396.04,9.73099999999,5.83847222221,4.60508333333,5.50166666667,3.79133333333,6.54233333333,32.6005555556,13.6166666667,4.25283333333,7.45105555556
396.40,9.76858333333,5.8760595238,4.62783333333,5.51675,3.79458333333,6.51533333333,32.6453333333,13.6816666667,4.26520833333,7.51127777778
396.76,9.76775000001,5.84064285715,4.624,5.52341666667,3.7755,6.48416666666,32.6626666667,13.7103333333,4.260625,7.50972222222
397.12,9.71866666667,5.80071957672,4.56008333334,5.53008333333,3.71758333333,6.40266666667,32.5658888889,13.6715833333,4.20679166667,7.46727777778
397.48,9.67091666667,5.80353042328,4.50658333333,5.465,3.67191666667,6.32816666667,32.6232222222,13.6544166667,4.22670833333,7.44655555555
397.84,9.66741666667,5.78161243386,4.49458333333,5.4495,3.6935,6.359,32.6427777778,13.6935,4.2005,7.44805555555
398.20,9.68683333334,5.77122354497,4.51016666667,5.44216666667,3.70341666667,6.40116666667,32.6016666667,13.7033333333,4.19,7.41977777778
398.56,9.81266666666,5.8449589947,4.59358333333,5.48575,3.78441666667,6.45133333334,32.8476666667,13.8171666667,4.228375,7.47905555555
398.92,9.84758333334,5.83981349207,4.60058333333,5.45391666667,3.818,6.41083333333,32.8977777778,13.8245833333,4.233125,7.45883333333
399.28,9.86899999999,5.85513095238,4.61516666666,5.44916666667,3.85308333333,6.38891666667,32.9415555555,13.8149166667,4.26541666667,7.47994444445
399.64,9.96241666668,5.93973280423,4.71908333333,5.53308333334,3.9735,6.51758333333,33.0498888889,13.91725,4.363125,7.5755
400.00,10.0306666667,6.01277777777,4.77575,5.62341666667,4.07825,6.63908333333,33.1782222222,14.02275,4.47304166666,7.64272222222
400.36,10.0306666666,5.99407539683,4.73291666667,5.61733333333,4.05716666667,6.64033333333,33.223,14.0161666667,4.48866666667,7.60566666667
400.72,9.91225000001,5.92229761906,4.62258333334,5.53366666667,3.96325,6.53008333333,33.1397777778,13.8875833333,4.38141666667,7.51777777778
401.08,9.93516666666,5.94628703704,4.63408333333,5.5525,4.00316666667,6.604,33.2302222222,13.9075,4.40783333333,7.53138888889
401.44,10.0488333333,6.01080158729,4.77441666667,5.68133333333,4.09625,6.70358333333,33.3694444444,14.0221666667,4.46808333333,7.62688888889
401.80,10.0534166667,6.00889947089,4.79075,5.69441666667,4.07141666667,6.6515,33.433,14.029,4.47270833333,7.59811111111
402.16,10.104,6.03926984126,4.80833333333,5.70408333333,4.08891666667,6.63916666667,33.6282222222,14.0938333334,4.50225,7.62522222222
402.52,9.97541666667,5.95644708994,4.7125,5.6215,4.01658333334,6.54158333333,33.452,13.9820833333,4.43208333333,7.53088888889
402.88,10.0738333333,6.00973412699,4.78441666667,5.74275,4.10333333333,6.66425,33.5536666667,14.06075,4.51779166667,7.63427777778
403.24,10.0621666667,6.01703306878,4.7655,5.73366666667,4.11641666667,6.69258333333,33.5777777778,14.0504166667,4.48241666667,7.60955555556
403.60,10.05575,6.00855158731,4.76325,5.7075,4.08275,6.64133333333,33.5976666667,14.02775,4.46479166667,7.55366666667
403.95,10.00775,5.93106746031,4.71616666666,5.6605,4.02891666667,6.57291666666,33.5851111111,13.9825,4.37383333333,7.50244444445
404.31,9.97600000001,5.90162301586,4.7085,5.60833333333,4.02558333333,6.55325,33.5867777778,13.9740833333,4.33804166667,7.46488888889
404.67,10.05175,5.94121164022,4.77025,5.64358333334,4.087,6.61283333333,33.6533333333,14.04925,4.40733333333,7.50861111111
405.03,10.0975,5.98657407408,4.84683333333,5.67433333333,4.11175,6.62575,33.6996666667,14.0966666667,4.451625,7.51294444445
405.39,10.1161666667,5.99140476191,4.81675,5.687,4.1175,6.64858333333,33.7682222222,14.1264166667,4.478,7.52722222222
