wavelength,Back_DigSitm,Belly_DigSitm,Breast_DigSitm,Crissum_DigSitm,Crown_DigSitm,DorTail_DigSitm,Rump_DigSitm,Throat_DigSitm,WingTip_DigSitm
376.54,10.551625,8.89208333334,7.93241666667,7.52615,9.83191666667,9.186125,12.5590833333,9.60875,8.91158333332
376.90,10.5348333333,8.87550000001,7.89408333333,7.53050833333,9.79858333334,9.087,12.5366666666,9.66054166667,8.84275
377.26,10.6842083333,8.96558333333,7.88025,7.65064166667,9.92508333333,9.14970833334,12.6263333334,9.75166666667,8.9715
377.63,10.627875,8.91466666666,7.70925,7.54325833333,9.83633333333,9.02525,12.5229166666,9.668125,8.84916666667
377.99,10.7979166667,9.06049999999,7.87625,7.67321666666,9.98158333333,9.10983333333,12.6205,9.812125,9.02625
378.35,10.820875,9.06675000001,7.93358333333,7.65575833333,9.94833333334,9.01383333333,12.6091666667,9.83254166667,8.94258333335
378.71,10.6856666667,8.9285,7.82025,7.50351666667,9.86400000001,8.91591666666,12.5145,9.72225,8.87341666666
379.07,10.5842083334,8.87816666666,7.7865,7.418275,9.81800000001,8.8605,12.42025,9.68375,8.77591666668
379.44,10.4003333333,8.764,7.73816666667,7.370525,9.68383333334,8.69995833333,12.2553333333,9.56545833333,8.59591666668
379.80,10.3443333333,8.66841666666,7.765,7.33276666667,9.66066666668,8.63745833333,12.1978333334,9.54445833333,8.56125000001
380.16,10.38425,8.72475,7.816,7.35415,9.71200000001,8.71758333333,12.2323333334,9.592625,8.59941666667
380.52,10.4392083333,8.77800000001,7.80233333333,7.36896666667,9.757,8.76741666666,12.2391666667,9.66095833333,8.64966666667
380.88,10.555375,8.88250000001,7.904,7.48075833334,9.90041666667,8.93995833333,12.3703333334,9.74729166667,8.85258333333
381.24,10.5204166667,8.92383333332,8.02133333333,7.541125,9.89216666666,8.983125,12.42975,9.80370833332,8.83499999999
381.61,10.5717083333,8.98483333333,8.13133333333,7.60246666667,9.92441666668,9.01645833333,12.4625,9.84974999999,8.86375
381.97,10.5165833334,8.98174999999,8.192,7.57941666667,9.87591666666,9.04708333333,12.45325,9.846875,8.77691666666
382.33,10.557125,9.05850000001,8.23116666667,7.60925,9.94733333333,9.10308333333,12.4785833333,9.90420833333,8.88125
382.69,10.681375,9.18891666667,8.34558333333,7.68668333333,10.0533333334,9.16695833333,12.5656666667,10.0395833333,8.93475000001
383.05,10.686125,9.23466666668,8.32033333333,7.68761666667,10.0266666667,9.13674999999,12.5925833333,10.1015,8.9335
383.41,10.752875,9.30108333333,8.37791666667,7.75891666666,10.0674166667,9.16533333334,12.6534166667,10.2035416667,9.012
383.77,10.8708333333,9.48725,8.4785,7.89025833333,10.2325,9.26545833333,12.7958333334,10.381625,9.11908333332
384.14,10.847875,9.55000000001,8.47791666667,7.92746666667,10.1748333333,9.25162500001,12.7926666666,10.3788333333,9.10408333333
384.50,10.835375,9.54708333333,8.47441666667,7.92235833333,10.139,9.20279166668,12.7638333333,10.370375,9.05341666666
384.86,10.8082083333,9.55941666667,8.43841666667,7.87564166667,10.08525,9.15112499999,12.7251666667,10.3349166667,8.95958333333
385.22,10.8362916667,9.61683333334,8.44883333333,7.83293333333,10.1195833333,9.12908333334,12.6939166667,10.328,8.99683333332
385.58,10.7510416667,9.55233333333,8.34216666667,7.78409166667,10.048,9.049875,12.6705,10.2782916667,8.91341666666
385.94,10.6932083333,9.5305,8.23366666667,7.72140833333,9.99608333331,8.991375,12.6211666667,10.25375,8.90616666667
386.30,10.7114583333,9.52449999999,8.21416666666,7.76396666667,9.97233333334,9.00366666666,12.6125,10.2952083333,8.87500000001
386.66,10.6522916667,9.50366666667,8.1835,7.69474166667,9.91524999999,8.958625,12.5126666667,10.2292916667,8.84341666667
387.03,10.599375,9.43558333333,8.13816666667,7.68045833333,9.89233333335,8.89883333333,12.4546666667,10.148125,8.78174999999
387.39,10.5093333333,9.41833333334,8.08533333333,7.57396666667,9.84574999998,8.887625,12.363,10.110125,8.77658333334
387.75,10.5627083333,9.48841666666,8.16633333333,7.626325,9.84525000001,8.88858333333,12.3825,10.13675,8.80075
388.11,10.5583333333,9.47716666668,8.20741666667,7.59694166666,9.86016666666,8.88720833333,12.4385,10.1535,8.77733333334
388.47,10.4434583333,9.43033333334,8.17875,7.52055,9.83350000002,8.83979166667,12.4113333333,10.107,8.7475
388.83,10.3435416667,9.33758333333,8.10641666667,7.42540833333,9.76066666668,8.7375,12.3179166666,10.0232083333,8.65383333334
389.19,10.2984166667,9.26208333333,8.04566666667,7.37856666667,9.67741666666,8.69158333333,12.2533333333,10.001125,8.55991666668
389.55,10.357375,9.34033333333,8.21825,7.45170833333,9.75558333332,8.76975,12.2785833333,10.1124166667,8.63274999999
389.91,10.379125,9.36291666666,8.30816666667,7.47786666667,9.79833333333,8.78558333333,12.2998333333,10.13475,8.67541666667
390.27,10.3112083333,9.367,8.3185,7.415725,9.80033333333,8.73045833333,12.2889166667,10.1064166667,8.63858333333
390.63,10.424,9.47366666667,8.39475,7.56774166667,9.90199999999,8.79445833333,12.4176666666,10.232125,8.72466666668
391.00,10.535375,9.60216666666,8.49416666667,7.66625833333,9.99616666667,8.88433333334,12.5518333334,10.3350416667,8.83908333334
391.36,10.650125,9.72133333333,8.60391666667,7.80106666667,10.07925,8.95425,12.6205833333,10.4702083333,8.85258333334
391.72,10.66475,9.76983333334,8.65175,7.82660833333,10.1361666667,9.028625,12.66775,10.4770833333,8.87333333333
392.08,10.6877916667,9.81116666667,8.65491666667,7.8816,10.1984166667,9.02833333333,12.6550833333,10.473375,8.89916666667
392.44,10.7832083333,9.91866666667,8.73633333333,7.99655833333,10.2331666667,9.12475,12.6925,10.54075,8.94625
392.80,10.8597083333,10.00725,8.79266666667,8.09409166667,10.3163333334,9.21229166667,12.7411666667,10.6760833333,9.03016666667
393.16,10.9579166667,10.1021666667,8.8815,8.20180833333,10.4025833333,9.26991666667,12.832,10.7409583333,9.14233333332
393.52,11.0215833333,10.14225,8.92775,8.26803333333,10.45275,9.30454166668,12.8816666667,10.7941666667,9.17133333333
393.88,11.1256666666,10.2424166667,9.02325,8.39929166667,10.5175,9.365875,12.9861666666,10.8981666667,9.19183333334
394.24,11.148375,10.2664166667,9.07158333333,8.461025,10.5366666667,9.42004166668,13.0336666667,10.9324583333,9.24091666667
394.60,11.0140416667,10.1658333333,8.9765,8.370475,10.4274166667,9.32466666666,12.89275,10.8354166667,9.10458333335
394.96,10.980375,10.1586666667,9.02966666666,8.38411666667,10.3875833334,9.31316666667,12.8578333333,10.8617083333,9.06533333333
395.32,10.9785,10.1638333334,9.03775,8.36159166667,10.3785,9.297875,12.8724166667,10.8422916667,9.07875000001
395.68,10.891375,10.0699166667,8.94583333333,8.286975,10.2733333333,9.17975,12.75825,10.8053333333,8.97933333334
396.04,10.8901666667,10.0706666667,8.93916666667,8.25508333333,10.2586666667,9.17033333333,12.75025,10.85175,8.99725000001
396.40,10.840375,10.036,8.87891666667,8.21370833333,10.2163333334,9.064625,12.7266666667,10.8315833333,8.92716666667
396.76,10.8064583333,9.98708333334,8.9115,8.189,10.17325,8.98608333333,12.70125,10.7616666667,8.87066666667
397.12,10.7541666667,9.95816666667,8.93225,8.13949166667,10.138,8.96491666666,12.65,10.7874166667,8.79008333333
397.48,10.7566666667,10.00375,8.92508333333,8.11556666666,10.1465,8.9615,12.6481666667,10.809625,8.81191666666
397.84,10.7130833333,10.0075833334,8.89416666667,8.04195833333,10.14375,8.91883333333,12.6105,10.8430416667,8.78575
398.20,10.7549166667,10.06325,8.925,8.06478333333,10.1524166667,8.90466666667,12.62525,10.9051666667,8.75975
398.56,10.8634583333,10.1560833333,9.02508333334,8.13388333333,10.2390833333,8.98145833333,12.731,11.017125,8.85133333333
398.92,10.887375,10.1859166667,9.01766666667,8.09805,10.2635833333,9.00633333333,12.7220833333,11.0421666667,8.85183333333
399.28,10.8047083333,10.1108333333,8.9535,8.03491666667,10.1726666667,8.92554166666,12.658,10.9883333333,8.7655
399.64,10.82825,10.1536666667,9.01133333333,8.07793333333,10.1755833333,8.95808333333,12.70125,10.9945833333,8.8075
400.00,10.7350833333,10.1065,8.97216666667,8.02154166667,10.08,8.8475,12.6184166666,10.9737083333,8.6625
400.36,10.8302083333,10.20025,9.09233333334,8.09044166667,10.2080833333,8.958375,12.6816666667,11.0495,8.79308333333
400.72,10.9359583333,10.3681666667,9.21441666667,8.20688333333,10.3043333334,9.08516666667,12.7875833333,11.1949583333,8.86900000001
401.08,10.8920833333,10.4163333333,9.212,8.22869166667,10.292,9.07320833333,12.7825,11.19225,8.86541666666
401.44,10.827375,10.4325,9.19766666667,8.208325,10.2493333333,9.03595833333,12.71725,11.1589583333,8.81233333334
401.80,10.8476666667,10.4505833333,9.19841666667,8.243075,10.2218333333,9.05683333333,12.6935833333,11.14975,8.80441666667
402.16,10.9359166667,10.55925,9.28383333334,8.3422,10.3394166667,9.13441666667,12.75325,11.2569166667,8.88000000001
402.52,10.9637083334,10.6335,9.39275,8.4267,10.4083333333,9.19508333333,12.8216666666,11.312125,8.95041666666
402.88,10.931375,10.6391666667,9.39525,8.46128333334,10.38875,9.15995833333,12.804,11.2693333333,8.94658333332
403.24,10.992,10.7425,9.51075,8.55554166666,10.4434166667,9.22279166666,12.8665,11.319,8.97666666666
403.60,11.0156666667,10.7810833333,9.5425,8.58364166667,10.4614166667,9.24754166667,12.8865,11.3935,8.99433333332
403.95,11.114,10.86025,9.63425,8.70396666666,10.5369166667,9.36116666668,12.9745833334,11.468375,9.09349999998
404.31,11.0938333333,10.8584166667,9.60066666667,8.71021666668,10.4948333334,9.33229166667,12.9571666667,11.4920833333,9.05941666666
404.67,11.111625,10.8779166667,9.59941666667,8.71510833333,10.5194166667,9.315,12.94975,11.532125,9.08983333335
405.03,11.173875,10.8970833333,9.65216666667,8.74135833334,10.5465,9.36241666667,12.9716666667,11.5935416667,9.10291666666
405.39,11.1599583333,10.8570833333,9.63100000001,8.74925000001,10.5509166667,9.37808333333,13.0,11.6540833333,9.10908333332
405.75,11.1286666667,10.8499166667,9.62741666666,8.77176666667,10.5666666667,9.33033333334,12.9843333333,11.652,9.11508333333
406.11,11.0472083333,10.7715,9.56983333333,8.718675,10.48475,9.28395833334,12.9145,11.6016666667,9.05558333334
406.47,10.9904583334,10.723,9.48175,8.67755833333,10.423,9.19720833334,12.8404166667,11.5757916667,8.97925000001
406.83,11.006,10.7178333333,9.46966666667,8.66833333333,10.4011666667,9.17666666666,12.85875,11.6107916667,8.97091666667
407.19,10.943875,10.61625,9.34175,8.58528333333,10.3325833333,9.10954166667,12.7931666667,11.5835416667,8.92841666668
407.55,10.9154166667,10.6241666666,9.28758333333,8.56440000001,10.3153333333,9.08854166667,12.7475,11.576125,8.86966666668
407.90,10.8638333333,10.6176666667,9.24166666667,8.54069999999,10.3005833333,9.03475,12.7014166667,11.56925,8.83550000001
408.26,10.8232916667,10.6250833333,9.24033333333,8.52021666666,10.2660833333,8.97566666666,12.6760833333,11.5254583333,8.80016666668
408.62,10.6877083333,10.5410833333,9.18716666667,8.42796666666,10.13825,8.90304166667,12.5700833333,11.4581666667,8.69666666668
408.98,10.6740833333,10.5875,9.20433333333,8.46125833334,10.1485833333,8.89908333333,12.5933333333,11.48525,8.71858333334
409.34,10.6887083333,10.6633333333,9.23075,8.46995000001,10.1339166667,8.85945833333,12.57,11.48725,8.69750000001
409.70,10.6425416667,10.6438333333,9.20216666667,8.42856666666,10.0289166667,8.81970833333,12.5478333333,11.4822916667,8.61324999999
410.06,10.6009583333,10.6463333333,9.1925,8.39225833334,9.98558333333,8.77383333334,12.50925,11.487625,8.59975000001
410.42,10.5410416667,10.6475,9.22191666666,8.37264166666,9.93608333334,8.750625,12.4861666667,11.5310833333,8.56516666667
410.77,10.50525,10.6735,9.25458333333,8.35113333334,9.93083333332,8.74091666667,12.442,11.5373333333,8.50133333334
411.13,10.5900833333,10.8236666667,9.41908333333,8.47473333333,10.0285833333,8.80754166667,12.5299166667,11.6237916667,8.59175000001
411.49,10.6492916667,10.8688333333,9.54466666667,8.55470000001,10.1115,8.82670833333,12.603,11.7201666667,8.68525000001
411.85,10.6785416667,10.9695,9.58366666667,8.60480000001,10.1253333333,8.84491666667,12.6438333333,11.7935416667,8.71858333333
412.21,10.73225,11.0418333333,9.65441666666,8.66442499999,10.1660833333,8.91479166667,12.6828333334,11.9410416667,8.74858333334
412.57,10.803,11.13925,9.74716666667,8.75815000002,10.2565833333,8.92679166667,12.7559166667,12.0676666667,8.80375
412.92,10.80025,11.16175,9.74449999999,8.75509166665,10.28125,8.88904166667,12.7400833334,12.0846666667,8.79483333333
413.28,10.8560833333,11.2265833333,9.88258333332,8.85738333335,10.351,8.99154166667,12.8306666667,12.1805,8.84483333334
413.64,10.9025,11.3113333333,9.94433333333,8.922425,10.4033333333,9.00358333333,12.8251666667,12.2671666667,8.89825
414.00,10.998625,11.4815833334,10.0806666667,9.06242499998,10.5085833333,9.10495833333,12.9495833334,12.3752916666,8.98516666667
414.36,11.1322916667,11.61825,10.1943333333,9.17844166668,10.6100833333,9.21575,13.025,12.4796666667,9.10183333333
414.72,11.1911666667,11.7018333333,10.2611666667,9.26795,10.66325,9.26133333333,13.097,12.6231666667,9.17666666667
415.07,11.1798333334,11.6938333333,10.2596666667,9.27732500001,10.64975,9.26837500001,13.0709166667,12.6795416667,9.15441666667
415.43,11.12075,11.6748333333,10.21125,9.23531666668,10.5685833333,9.24799999999,13.04075,12.645,9.07558333333
415.79,11.091375,11.6255833333,10.24975,9.21096666667,10.5640833333,9.20833333333,13.0016666667,12.6360416666,9.03924999998
416.15,11.06975,11.6194166667,10.2565,9.19405,10.5404166667,9.17820833333,13.0035833333,12.6092916666,9.00591666666
416.51,11.065375,11.6125,10.23725,9.20935833335,10.5030833333,9.186,12.9858333333,12.5894166667,8.96999999999
416.86,11.0760833333,11.645,10.2535,9.25419166666,10.5128333333,9.23654166667,12.9835833333,12.6229583333,8.95433333332
417.22,11.0739583333,11.69425,10.2669166667,9.25116666668,10.506,9.20033333333,12.9850833333,12.6476666667,8.95133333332
417.58,11.0929583333,11.7499166666,10.3133333333,9.26881666668,10.53275,9.22233333333,13.055,12.6674166667,8.95991666666
417.94,11.11575,11.7694166667,10.36575,9.28946666667,10.55625,9.24358333333,13.04475,12.719375,8.96424999999
418.29,11.1005,11.79375,10.3729166667,9.30124166668,10.5475,9.23854166668,13.0394166667,12.70875,8.94408333333
418.65,11.10525,11.7998333333,10.411,9.32483333332,10.5505,9.250125,13.0153333334,12.7095416667,8.96691666667
419.01,11.1148333333,11.8375,10.4309166667,9.34648333333,10.5641666667,9.23145833332,13.0180833333,12.767125,8.96716666666
419.37,11.117375,11.8918333334,10.45525,9.38333333333,10.5905833333,9.22729166666,13.00975,12.7992083333,8.97424999999
419.73,11.1380833334,11.933,10.4903333333,9.42199999999,10.59075,9.23995833334,13.0260833333,12.843875,8.98175
420.08,11.145375,11.96825,10.5309166667,9.45811666668,10.61425,9.27183333334,13.03425,12.869125,9.01783333334
420.44,11.134625,11.9838333334,10.5463333333,9.46168333335,10.616,9.24299999999,13.004,12.887375,9.018
420.80,11.1542916666,12.0254166667,10.6181666667,9.50185833333,10.6253333333,9.24204166667,13.0354166667,12.911125,9.04125
421.16,11.139875,12.03625,10.6235833333,9.50506666668,10.61325,9.23491666667,13.0200833333,12.915125,9.03558333333
421.51,11.1414583333,12.0350833333,10.6543333333,9.53394166668,10.6373333333,9.26129166667,13.0058333333,12.9582083334,9.05908333333
421.87,11.102375,12.0270833333,10.6214166667,9.52126666668,10.5946666667,9.19950000001,12.9763333334,12.939875,9.02500000001
422.23,11.0745,12.0088333334,10.6184166667,9.51237499998,10.579,9.17008333332,12.9526666666,12.94975,9.00683333334
422.58,11.081375,12.0505,10.6530833333,9.53503333333,10.5991666667,9.18304166666,12.9791666667,12.9775833333,9.01133333333
422.94,11.0675833334,12.06675,10.6935833333,9.54420000001,10.6071666667,9.20270833333,12.979,12.9815416667,9.0055
423.30,11.0530416667,12.0758333333,10.7214166667,9.55714166668,10.5966666667,9.199625,12.965,13.0011666666,9.0145
423.66,11.045,12.0765833333,10.738,9.55971666665,10.58875,9.19012499999,12.9615,13.0056666667,8.99958333334
424.01,11.03975,12.078,10.739,9.56345,10.5808333334,9.16733333334,12.9501666667,13.0306666667,8.98116666666
424.37,11.0627083333,12.1303333333,10.7868333333,9.61075000001,10.6125,9.21241666666,12.99,13.0835,8.99758333334
424.73,11.0460833333,12.1268333333,10.79175,9.60256666667,10.60075,9.17575000001,12.9644166667,13.0910833333,9.00058333334
425.08,11.0569166667,12.1460833333,10.8234166667,9.64420833334,10.616,9.18362499999,12.9634166667,13.12825,9.00833333334
425.44,11.0685416667,12.21175,10.884,9.69012499999,10.6559166667,9.20208333334,12.9983333333,13.1736666667,9.02466666667
425.80,11.1015,12.2569166667,10.9514166667,9.74275000001,10.6995833334,9.24808333333,13.0289166667,13.2363333333,9.06191666667
426.16,11.18425,12.3613333333,11.0635,9.83169166665,10.7659166667,9.32274999999,13.1053333333,13.3290416667,9.12950000002
426.51,11.2192916667,12.42725,11.1061666667,9.87684166666,10.7945,9.32816666666,13.1190833333,13.4009583333,9.15600000001
426.87,11.2405833333,12.464,11.11875,9.90275000001,10.7993333333,9.30837499999,13.1235,13.421375,9.18024999999
427.23,11.3352916667,12.56475,11.216,9.98578333335,10.8785833334,9.37745833334,13.2245833333,13.5444166667,9.25541666666
427.58,11.3522916667,12.63775,11.2596666667,10.0558916667,10.9279166667,9.42079166666,13.2571666667,13.6027083333,9.30149999998
427.94,11.365375,12.72625,11.3113333333,10.1224666667,10.9605833333,9.44133333333,13.2805,13.6569166667,9.32675000001
428.30,11.3635,12.7608333333,11.3266666667,10.1143583333,10.9561666667,9.41437500001,13.2835,13.686125,9.34183333333
428.65,11.4048333333,12.8386666667,11.3493333333,10.1717583333,10.9768333333,9.46224999999,13.31925,13.785375,9.33499999999
429.01,11.4450416667,12.9255,11.4036666667,10.213125,11.0043333334,9.47183333334,13.3566666667,13.8615416667,9.36516666665
429.37,11.4405,12.9436666666,11.4078333333,10.2061166667,10.9635833333,9.45795833332,13.3136666667,13.8662083333,9.33108333333
429.72,11.4298333333,12.99725,11.4270833333,10.199925,10.9315,9.44283333333,13.2998333333,13.8894166667,9.29808333332
430.08,11.3815833333,13.0305,11.411,10.1908416667,10.9123333333,9.37950000001,13.2540833333,13.8891666667,9.25258333333
430.44,11.377875,13.0395,11.4175,10.2219416667,10.9256666667,9.38391666666,13.2619166667,13.9123333333,9.26125
430.79,11.339375,13.0804166667,11.4135833333,10.2460416667,10.90925,9.38995833332,13.25625,13.9640833333,9.24850000001
431.15,11.287125,13.06975,11.38125,10.2290166667,10.871,9.347125,13.1794166667,13.917875,9.17041666667
431.50,11.2884166667,13.1233333334,11.424,10.2440166667,10.8824166667,9.34191666668,13.16675,13.98625,9.18283333334
431.86,11.280875,13.1275,11.4546666667,10.2453916667,10.86475,9.34166666666,13.1541666667,14.014125,9.16933333333
432.22,11.286,13.1754166666,11.4953333334,10.3055666667,10.8725833334,9.35354166666,13.15775,14.0212916667,9.15908333334
432.57,11.2601666667,13.1861666667,11.5446666667,10.33195,10.8758333334,9.34675000001,13.1460833333,14.0218333333,9.18925000002
432.93,11.2386666666,13.1704166667,11.5391666667,10.320575,10.8590833333,9.34775000001,13.11325,13.9983333333,9.16983333335
433.29,11.2498333333,13.21325,11.5635,10.3634666667,10.8836666667,9.35350000001,13.14975,14.0277916666,9.20391666667
433.64,11.2629583333,13.2343333333,11.6018333334,10.4081333333,10.9245,9.36516666667,13.1716666667,14.0721666667,9.23291666668
434.00,11.2455416667,13.21575,11.627,10.4098833333,10.9090833333,9.37499999999,13.165,14.0989166667,9.23175
434.35,11.1879583333,13.2218333334,11.6400833333,10.3931166667,10.8815833333,9.35433333333,13.1306666667,14.0875416667,9.18333333334
434.71,11.1845,13.212,11.6694166667,10.3957666667,10.8856666666,9.34558333332,13.1051666667,14.0715,9.16316666666
435.07,11.182125,13.2276666667,11.7031666667,10.4040833333,10.8720833333,9.34620833334,13.0976666667,14.1170833333,9.17049999999
435.42,11.2080833334,13.2855833333,11.7600833333,10.4321583333,10.8770833333,9.35641666667,13.1263333334,14.152875,9.18208333333
435.78,11.212625,13.3095,11.7880833333,10.4714916667,10.8904166666,9.356375,13.1211666666,14.212375,9.18433333333
436.13,11.2183333333,13.352,11.8646666666,10.5193083333,10.9074166667,9.37541666666,13.1366666667,14.30925,9.21433333334
436.49,11.256375,13.43,11.9109166666,10.574725,10.9478333333,9.41245833334,13.1783333333,14.3965416667,9.23666666667
436.84,11.2832916667,13.5024166667,11.9868333333,10.659075,11.0029166667,9.45145833333,13.221,14.4784583333,9.27483333332
437.20,11.2614583333,13.51575,11.98625,10.660775,10.9545833333,9.43537500001,13.17625,14.4998333334,9.23600000001
437.56,11.2724583333,13.5621666667,12.0109166667,10.6918833333,10.96075,9.44041666667,13.1884166667,14.5597916666,9.25258333332
437.91,11.285125,13.5995833333,12.0478333333,10.7186833334,10.9708333333,9.423125,13.2051666667,14.5785833334,9.27216666666
438.27,11.338625,13.6905,12.1151666667,10.7958833333,11.0051666667,9.45070833333,13.2473333333,14.6424166667,9.32016666666
438.62,11.3610833333,13.7731666667,12.1624166667,10.8412833333,11.0156666667,9.44770833333,13.2796666667,14.7215,9.35325000001
438.98,11.3635416667,13.8389166667,12.2220833333,10.89385,11.0540833333,9.45941666668,13.30725,14.761625,9.38391666668
439.33,11.3287083334,13.8288333333,12.202,10.8894416667,11.0285833333,9.42558333333,13.2605,14.7526666667,9.34900000002
439.69,11.3232916667,13.8851666667,12.2531666667,10.9021333333,11.0366666667,9.40483333332,13.2774166666,14.7607916667,9.34358333334
440.04,11.3359583333,13.9180833333,12.2660833333,10.9148833333,11.06775,9.41200000001,13.2784166666,14.7738333333,9.35975
440.40,11.3015833333,13.9046666666,12.2573333333,10.8889,11.0435,9.37179166667,13.2498333333,14.754125,9.32416666666
440.75,11.2918333333,13.91775,12.2566666667,10.895,11.0285,9.35020833334,13.2396666667,14.7854583334,9.31641666667
441.11,11.3572916667,13.9931666666,12.3451666667,10.9756083333,11.101,9.39549999999,13.2889166667,14.8572083334,9.37966666666
441.47,11.305875,13.99,12.3295833333,10.9613583333,11.06125,9.34,13.23975,14.81175,9.32816666668
441.82,11.297375,14.0329166667,12.3293333333,10.9944166667,11.0583333333,9.34604166667,13.2430833333,14.8554166667,9.31508333332
442.18,11.2893333333,14.0466666666,12.34,10.9978916667,11.0455,9.34129166666,13.2306666667,14.8762916667,9.29316666668
442.53,11.3135416666,14.0818333333,12.3988333333,11.0311916666,11.0730833333,9.37595833333,13.2405833333,14.9034583334,9.29533333333
442.89,11.3029166667,14.0960833334,12.41225,11.0262083333,11.049,9.34462499999,13.22775,14.9331666667,9.27466666666
443.24,11.3494166667,14.1763333333,12.4948333333,11.109375,11.0935833333,9.41487499999,13.2668333333,15.007125,9.32191666666
443.60,11.3656666667,14.2171666666,12.5239166667,11.1598583333,11.11075,9.43608333334,13.2579166667,15.0565,9.33258333332
443.95,11.3298333333,14.23475,12.53375,11.1570333334,11.0545,9.39920833333,13.2365833333,15.0306666666,9.29358333332
444.31,11.3415,14.2896666666,12.5760833333,11.1996416667,11.0595833333,9.40575,13.2235833333,15.089,9.30249999999
444.66,11.3699583334,14.3743333333,12.6641666667,11.262125,11.0886666666,9.43949999999,13.2454166667,15.16175,9.32875000001
445.02,11.3297916667,14.3785,12.66375,11.2525333333,11.0478333333,9.41829166667,13.2164166667,15.1815833333,9.29525000001
445.37,11.3609583334,14.4153333333,12.7286666667,11.2970833333,11.0566666666,9.46158333333,13.2279166666,15.256875,9.32683333333
445.72,11.3859166667,14.4610833333,12.7735,11.3363083333,11.0725833333,9.49775,13.2284166667,15.297,9.34258333332
446.08,11.4004583333,14.51175,12.82425,11.3707666667,11.0903333333,9.503625,13.2318333333,15.3594166666,9.35633333333
446.43,11.3823333333,14.5365,12.8525,11.3898083333,11.0901666666,9.49258333334,13.212,15.3939166667,9.35683333335
446.79,11.3918333334,14.5759166667,12.8779166667,11.44335,11.103,9.51079166666,13.2100833333,15.4237083333,9.36316666667
447.14,11.3645833333,14.559,12.8675833333,11.4290333333,11.0653333333,9.47341666666,13.18,15.4210833333,9.33183333334
447.50,11.352125,14.576,12.8994166667,11.45585,11.0608333333,9.47725,13.179,15.4379166667,9.34816666668
447.85,11.39025,14.6260833333,12.9615833333,11.5214583333,11.0945833334,9.51570833333,13.2075,15.5205833333,9.38474999999
448.21,11.4115,14.6959166667,13.0160833333,11.57585,11.11725,9.55266666667,13.24675,15.568125,9.41666666667
448.56,11.3959166667,14.7205,13.0386666667,11.6042916667,11.1369166667,9.55029166668,13.2421666667,15.59,9.42966666668
448.92,11.3784583333,14.74275,13.0564166667,11.6120333333,11.136,9.52195833334,13.2286666667,15.60975,9.42408333333
449.27,11.417375,14.8456666667,13.1454166667,11.700075,11.206,9.573125,13.2785833333,15.69225,9.46075000001
449.62,11.4050833333,14.8745833333,13.1956666667,11.722875,11.221,9.55033333334,13.27525,15.7044583334,9.46733333333
449.98,11.35875,14.8741666667,13.19025,11.7126166667,11.19675,9.50883333334,13.2408333333,15.6939583334,9.44325000001
450.33,11.3622916667,14.924,13.1793333333,11.7576833333,11.1941666667,9.50145833334,13.2745,15.7270416666,9.45041666668
450.69,11.4021666667,15.0095,13.241,11.7857166667,11.2351666667,9.52541666666,13.3176666667,15.807875,9.4985
451.04,11.4220833333,15.1070833333,13.3094166667,11.8323916667,11.2783333333,9.55070833332,13.34675,15.8850416667,9.51691666667
451.40,11.4403333333,15.1561666667,13.3324166667,11.8634166667,11.302,9.54487500001,13.3625833333,15.9389166667,9.51541666667
451.75,11.4391666667,15.2066666667,13.3364166667,11.8847416667,11.3216666667,9.55287499999,13.35625,15.975125,9.52874999998
452.10,11.4315833333,15.20825,13.3758333333,11.8976666667,11.3264166667,9.52825000001,13.3445833333,16.0073333333,9.52133333332
452.46,11.4572916667,15.2255833333,13.41325,11.908125,11.3096666667,9.52883333334,13.36225,16.042375,9.52850000001
452.81,11.4453333333,15.2535833333,13.4645,11.9571166667,11.3243333333,9.530375,13.3639166667,16.068375,9.52591666667
453.17,11.40675,15.225,13.4114166667,11.91975,11.26625,9.48283333333,13.3129166667,16.0359583333,9.48125
453.52,11.4315833333,15.2865833333,13.4515,11.9513833333,11.2898333333,9.49758333333,13.3155,16.0994583333,9.50516666667
453.87,11.4914166667,15.3711666667,13.5416666667,12.0598916667,11.3579166666,9.56479166667,13.38475,16.1874166667,9.57266666667
454.23,11.5285,15.4195833333,13.6620833333,12.105975,11.3835,9.61245833333,13.3928333334,16.2589583333,9.60141666665
454.58,11.501,15.4241666667,13.6854166667,12.1482083333,11.378,9.61437500001,13.3589166667,16.245875,9.59341666667
454.93,11.5147083333,15.4426666667,13.7549166667,12.217,11.4051666667,9.62558333333,13.3768333333,16.301375,9.62199999999
455.29,11.5388333334,15.5223333333,13.8426666667,12.2662833333,11.4208333333,9.65008333333,13.3983333333,16.3789583333,9.66241666666
455.64,11.5425,15.5659166667,13.9069166667,12.30695,11.4233333333,9.64520833333,13.3926666667,16.4469166667,9.65908333332
456.00,11.5555833334,15.6311666667,13.9685833333,12.3628666666,11.4436666667,9.65645833334,13.419,16.5033333333,9.70558333334
456.35,11.56375,15.7276666667,14.00325,12.4048083333,11.465,9.67504166666,13.4138333333,16.5549583333,9.70833333334
456.70,11.5965833334,15.8013333333,14.0565,12.4534083333,11.4898333333,9.70654166667,13.4233333333,16.626375,9.76383333334
457.06,11.6050833334,15.8621666667,14.1284166667,12.5075083333,11.5246666667,9.72229166667,13.4739166667,16.695625,9.79716666668
