wavelength,Back_SicUrom,Belly_SicUrom,Breast_SicUrom,Crissum_SicUrom,Crown_SicUrom,DorTail_SicUrom,Patch10_SicUrom,Patch11_SicUrom,Rump_SicUrom,Throat_SicUrom,WingTip_SicUrom
198.16,-6.0,102.333333333,-48.3333333333,-38.6666666666,211.333333333,140.666666667,256.666666667,36.6666666667,-21.9777777777,3.3333333336,4.66666666667
198.54,4.6154,103.846066667,-28.2051000001,-7.6923333332,161.025733334,147.692333333,197.692266667,24.1026,16.6154155556,22.0512666666,13.8462666667
198.92,10.3704,51.9444000001,-0.46303333334,7.03693333332,62.2223333333,68.1481333335,85.9258666667,13.1481333333,22.6297177778,16.1111333333,14.6296666667
199.30,28.1481333333,55.7778000001,12.6664333333,24.0,55.4072666666,66.2220666668,80.2223,21.3334000001,32.8938911111,19.2593333333,15.5555333333
199.68,54.5453999999,82.9291999999,17.7777666667,46.0606666668,86.6667333333,90.7071333331,111.616166667,35.5556000001,49.4881955555,23.4344000001,20.0000666667
200.06,33.3333333335,123.958333333,-39.7916666668,13.7500000001,107.916666667,92.9166666664,167.708333333,-17.4999999999,32.4305555556,-0.41666666674,-30.0
200.44,27.6190666666,102.222166667,-23.0158666667,11.7459999999,82.8572,72.6983333332,132.222266667,0.634999999854,24.3067888889,6.34913333341,-16.5079333334
200.82,38.6273999999,91.4706666666,11.4705666666,38.8235333335,82.5490000001,67.0586666667,110.2941,39.4117999999,48.0065288888,38.0392666666,20.7844
201.19,35.3154000001,98.2883999999,13.4234,47.9280666666,90.9911333333,61.2611999999,107.027066667,51.7117333334,56.2583088888,55.8557333334,28.2883333333
201.57,17.7778,99.2592333333,3.88886666652,41.8519333334,82.037,41.4814666667,108.055566667,44.6296666666,53.1976822223,48.8889333333,17.0369333333
201.95,20.0,107.238,6.6668000002,54.8572666667,97.7143999999,48.762,108.5714,55.238,63.1808688889,52.5714666667,22.8572666667
202.33,20.3809333333,117.3333,12.0952333333,59.4288666667,102.285733333,58.4762666667,116.1906,56.3810666667,72.5333133332,61.1428,39.2381333334
202.71,19.9999333334,95.5797000001,22.4637666667,59.4203333334,85.797,52.1738000001,96.0145666667,53.0435333333,61.3624244444,53.9131333333,46.0868666667
203.09,3.76066666667,92.9059666667,15.1281666667,60.5129333334,86.3247333332,42.3931333333,88.9745,44.6155333333,52.6324933334,53.1623333335,42.2221333334
203.47,4.66653333339,110.7778,27.8889333333,78.8888000001,115.3332,60.8888000001,108.3333,56.8889999999,69.5406511111,76.6667333334,62.0000666666
203.85,-4.11760000008,100.3922,34.3136333333,65.2941333334,103.5294,57.4509999999,96.6665999999,58.0392666667,69.7581111112,80.5882,56.0783999999
204.22,-1.14286666667,93.8094333333,39.143,67.2380666667,105.333333333,60.9524666667,85.4285333333,57.5236666667,60.6413088889,74.2856,58.2857333333
204.60,-6.44446666659,94.5554333334,40.6667000001,71.7779333334,100.2222,59.9999333333,91.8888666667,46.4444666666,65.6222466667,82.0,60.8888
204.98,15.0476666666,101.428666667,49.1429999999,73.5239333333,99.6189999999,71.0476000001,95.2382000001,52.3810000001,76.6223000001,82.0952666667,79.4285333333
205.36,40.8129999999,112.276366667,62.4391000001,69.4310666665,97.3983333333,83.7398666667,98.6991333334,56.5853333333,83.4634466665,80.9754666667,90.5691333333
205.74,42.3333333333,118.583333333,58.3333333335,66.8333333333,93.4999999999,91.5,87.0,56.3333333333,83.4777777778,89.8333333333,96.6666666667
206.12,-19.1303333334,119.5652,8.6956,28.9855333333,85.2174000001,77.6811333335,59.1305,6.66659999994,59.5845933333,71.5942666667,79.4203333334
206.50,-69.0666666666,52.8,-43.2000000001,-22.3999999999,24.0,13.8666666667,5.06666666674,-47.7333333333,-3.0933333334,3.99999999994,14.9333333333
206.87,-58.5858,26.9697333333,-51.3130999999,-37.5758666667,17.1716666666,-1.01020000001,-8.7878333334,-47.0706,-9.55552888888,-9.69693333334,-2.42433333333
207.25,-24.2028666667,28.7682666667,-28.3334,-19.1305333333,20.8695333334,13.1884666667,10.1448,-14.9275333333,7.34777333332,2.60866666669,7.39133333335
207.63,-5.91386666667,30.1613,-19.1397666667,-12.2579333333,23.871,12.9030666667,15.4839333333,-1.93553333333,13.5698955556,8.60213333333,15.8064
208.01,2.08953333333,34.5772,-7.11436666668,-0.29853333334,38.0099333333,28.2587333333,23.9800333333,10.1492666667,21.5390844445,18.6069333333,29.0548
208.39,12.3076,41.7094666667,3.63250000001,8.29053333333,40.8547333333,40.5984,32.3502,21.7948666667,29.7664111111,26.6666,38.8889333333
208.77,18.4721333333,43.9235666667,10.3125,13.1945333333,43.1249333333,43.2638,31.3195333333,28.2638,29.9050844444,26.0416666667,40.1389333333
209.14,24.6465333333,50.0336333333,17.5084,21.6835333333,50.7070666667,50.2356,35.7911,34.2086666667,34.9111888889,31.2458666667,43.973
209.52,23.4408666667,50.3941333333,19.2113333333,26.7383333333,54.3368,55.4838666667,37.3119,35.9856,35.7778311111,30.1792,44.6594
209.90,28.6792,49.1825333333,24.9686,36.7924,53.2075333333,57.2956,42.7357333333,38.0504,37.9978244444,32.3898666667,46.2892666667
210.28,45.1635333333,65.5553,39.6079666667,54.1176666667,66.9934,74.0522666666,60.1307666667,57.0588,53.0153288889,47.0587333333,62.0914666667
210.66,63.3333333333,85.5555666666,55.1851666667,76.5924666667,90.8147999999,98.6667333335,76.2592333333,80.7408666666,74.7037311111,68.1482666667,84.7406666666
211.03,91.7460666667,125.502633333,81.2698333334,112.486533333,125.396666667,140.211666667,110.581966667,115.2382,105.936493333,98.6243333332,126.6666
211.41,102.150533333,138.0107,90.9678,121.505333333,140.4302,146.021533333,116.8279,120.7526,112.587864444,113.1182,140.752666667
211.79,96.2222,139.388933333,90.6666333333,123.4444,137.5556,146.111066667,112.722166667,118.333333333,110.255584445,105.6666,141.444466667
212.17,79.8941333334,119.047466667,72.2752666667,107.9366,113.968333333,121.798933333,96.6138666667,101.9048,89.6084399999,84.8676666666,124.5502
212.55,77.7777333335,125.802533333,71.4198,121.604933333,127.283933333,127.036933333,100.8024,109.999933333,92.5513177778,89.2593333334,131.728466667
212.92,81.9297999999,146.140333333,71.0527,150.3508,151.0526,147.193,113.2456,124.2106,100.385957778,100.5264,157.894733333
213.30,93.3333333334,174.4,73.0666666665,191.2,192.266666667,188.8,141.2,153.866666667,114.24,123.466666667,200.266666667
213.68,83.6559333335,146.989266667,70.9676333333,163.2258,161.720533333,149.462466667,120.1075,143.656,104.659417778,118.924733333,177.204266666
214.06,435.000000001,890.000000001,374.166666667,975.0,1125.0,906.666666668,598.333333333,886.666666667,596.277777777,760.0,1186.66666667
214.44,-1073.33333334,-2626.66666667,-880.0,-2820.0,-3640.0,-2326.66666667,-996.666666665,-2493.33333333,-1437.33333333,-2320.0,-3793.33333333
214.81,80.4761333334,197.619,97.1429333333,208.571333334,257.1428,144.2858,71.9047666667,170.952466667,97.0635177779,178.0954,261.904666667
215.19,48.6486,88.7386666667,54.8647666667,93.5134000001,117.2972,74.5946,39.1891666667,84.8647999999,53.4415066667,85.4053333334,108.468333333
215.57,33.3333333333,78.4210666667,35.7894333334,74.5612666666,93.8596,65.0876666667,26.1404,72.2806666666,45.3566577778,60.5263333333,87.7192666667
215.95,33.7778666666,89.7777666669,40.8888333333,83.3332666666,109.110933333,68.8889333332,24.8888666667,81.5555333333,46.5481311111,70.4444666667,96.6666666667
216.32,87.1110666667,189.1111,74.6666,150.6668,221.333266667,120.000066667,41.5554,151.111133333,98.8741777779,132.889,172.888933333
216.70,68.0952,114.761966667,54.0476333335,84.0475333334,127.857133333,74.0477333334,36.4286,90.7142666667,71.8095577778,76.9047333333,100.952266667
217.08,68.2456,113.684266667,64.2984333333,80.1754000001,118.771866667,77.3684,53.1579333333,93.5089333333,86.5029244446,82.9824000001,94.2105333333
217.46,56.4583333334,123.854166667,54.6875,80.625,118.75,78.75,36.9791666667,97.5,87.5347222223,78.9583333333,87.5000000001
217.83,57.8431333332,114.803933333,49.7058000001,72.7449999999,110.980333333,86.6667333334,34.5097666667,90.3920666666,89.2091288889,78.8235999999,83.9215333333
218.21,40.1111333334,72.5555666666,28.8333666667,46.0001333333,61.7778,57.8888666667,30.2222333333,59.4443999999,58.3778133333,50.3334666667,50.1112
218.59,30.5883333333,64.5589333333,19.9020333333,39.3136,49.2156,49.7058666667,28.6764,47.2549333333,49.77126,38.7254,38.3333333333
218.97,30.7142666667,71.1310666666,18.0951333333,36.0712,48.3332666667,57.3808666667,24.4643666667,48.5714,54.0793977778,37.9762,41.1904666666
219.34,22.3255333333,72.5581666667,6.2791,31.0077333333,36.2789333334,60.155,17.3643666667,46.9767333334,53.9947022222,29.3023333333,33.7983333333
219.72,27.2727333333,84.9494666665,10.3030666667,37.1716000001,50.1009333333,85.6564666667,23.6364,58.99,65.5892666667,36.1616,49.8989333333
220.10,50.3703333333,115.9259,21.4815666667,66.4198666667,76.5433333334,135.8026,50.7406333333,92.8395999999,97.366268889,59.7531333333,85.4320666666
220.47,53.3333333333,110.877066667,41.8422,81.7544666667,76.1403333333,131.754466667,67.0176,83.1578666667,99.0175577777,71.2281333333,91.9299333333
220.85,51.25,113.854166667,37.5000000001,86.8750000001,86.875,148.75,74.4791666667,87.7083333333,109.569444444,83.5416666667,102.5
221.23,94.1667333334,163.333466667,61.9443666667,125.000133333,129.7222,207.777733333,112.777733333,124.1666,144.879706667,121.389,143.611133333
221.61,101.481666667,135.833366667,77.8704000001,105.740666667,124.6296,161.111133333,110.0926,111.481666667,125.740753333,117.592666667,133.889
221.98,109.444333333,143.7964,83.2406666666,125.5556,144.259266667,164.629733333,122.685066667,119.444333333,128.333295555,117.036933333,138.333333333
222.36,207.2222,254.5832,177.9166,226.666733333,263.611133333,278.333333333,228.055533333,228.888933333,231.518615556,217.2222,246.944533333
222.74,375.0,419.791666667,326.25,373.333333333,439.583333333,448.75,370.625,413.75,390.444444444,377.916666667,435.0
223.11,440.4762,490.238166667,357.380966667,430.000133333,505.714333333,521.428533333,437.856966667,506.666533333,455.507902222,435.2382,489.0476
223.49,-542.963,-649.629566667,-442.9629,-567.407533333,-683.703666667,-669.629666667,-544.0741,-675.555666667,-580.91348,-563.703733333,-622.963133333
223.87,-133.076933333,-165.512766667,-109.743466667,-151.794866667,-186.410266667,-162.051266667,-129.3589,-185.640933333,-142.034088889,-154.359,-156.153933333
224.24,-146.6666,-159.861266667,-131.527666667,-153.888933333,-201.111133333,-163.610933333,-128.8889,-188.055466667,-148.064833333,-181.388933333,-157.777866667
224.62,-50.7318666666,-47.3983,-39.4308666667,-40.8129333333,-77.7235999999,-46.6665333333,-30.4879333333,-71.2196666666,-42.2275422222,-70.5690666667,-53.4958666667
225.00,-19.5897333333,-17.9488333333,-16.6155,-9.94879999999,-30.3589333333,-12.6154666667,-4.10273333334,-29.0256666667,-7.61045333333,-27.8975333333,-24.8204666667
225.38,11.1666666667,13.375,13.75,18.8333333333,1.58333333333,16.25,22.375,-0.166666666672,17.6444444445,3.74999999999,-1.08333333332
225.75,27.2659333333,27.4531333333,30.3745333333,32.6591333333,21.2734666667,32.4344666667,39.6254,15.5805333333,32.7116933333,23.7454,13.6330666667
226.13,31.1728,29.5370333333,32.7161333333,37.7161333333,28.0864666667,33.642,40.4011,21.3582,33.4362177778,29.1974666667,18.1478666667
226.51,33.5151333334,30.2424666667,33.9393,36.6060666667,27.1514,32.7878666667,40.0908333333,24.1211333333,35.4404333333,31.6362666666,18.0
226.88,28.6441333333,24.2373333333,28.1921333333,26.6102666667,18.9265333333,22.7683333333,28.2486333333,20.8474666667,28.4557355556,23.7288666667,14.5761333333
227.26,31.382,23.6585,27.7504666667,25.3657333333,16.9647333333,22.9267333333,25.6908666667,21.0838666667,26.8543733333,22.222,14.0378666667
227.64,19.7619333333,11.0715,17.8869333333,14.1071333333,3.92853333334,13.3928,12.7677666667,10.0,15.7243066667,10.2381333333,0.9522
228.01,11.1696666667,-0.409399999994,9.0643,4.03513333333,-4.56153333333,3.27486666667,4.00593333333,1.63746666666,4.21635111111,2.63160000001,-8.01173333333
228.39,6.13760000001,-8.67726666667,4.04756666667,-2.3282,-9.57680000001,-2.328,-2.0634,-2.48693333334,-3.39511333332,-1.164,-12.6984
228.76,1.61079999999,-11.9686333333,1.52129999999,-6.2194,-11.9463333333,-5.32446666668,-5.99546666667,-6.08520000001,-7.36315555556,-2.99773333333,-13.6018
229.14,-2.76026666667,-14.4797333333,-0.5732,-11.0826666667,-15.4564,-8.23780000001,-8.93843333335,-9.63906666666,-12.6511377778,-7.89820000001,-13.1210666667
229.52,-19.4184666667,-29.3961,-15.7941333333,-27.8748,-32.4385333333,-23.0872,-25.0784666667,-21.9686666667,-27.9686933333,-24.161,-25.4139333333
229.89,-23.2296,-30.7868666666,-18.9026333333,-32.0496,-34.2856666667,-25.9213333333,-29.855,-22.3603333333,-30.1117822222,-29.2752,-25.8799333333
230.27,-35.1556,-40.6221,-29.6667333333,-44.2223333333,-44.3112,-34.8444,-40.5332333333,-30.2666666667,-40.08444,-43.7778,-34.3111333333
230.65,-29.5296666666,-34.3558666667,-24.5193333333,-38.0368,-36.0736,-27.1983333333,-34.1511,-24.0080666667,-35.2488466667,-36.9324666667,-27.1572666667
231.02,-29.0194666666,-33.5729666667,-24.8148333333,-37.6905333333,-36.6884666667,-26.1873333333,-33.8343333333,-24.096,-37.5672066667,-36.5142,-26.9717333333
231.40,-26.5878,-25.3649666667,-20.3549333333,-30.0590666667,-30.8876,-21.3808,-28.1065,-18.3826,-30.19454,-30.3746666667,-20.7891333333
231.78,-21.9209333333,-18.8701666667,-15.3482666667,-23.0509333333,-25.2730666667,-16.4973333333,-22.4857666667,-13.9359333333,-24.1732377778,-24.1807333333,-16.5726
232.15,-20.0000666667,-15.8101333334,-12.1415666667,-19.3666666667,-21.9367333333,-13.743,-19.8138666667,-10.5401333333,-20.4022533333,-20.8937333333,-13.2588666667
232.53,-16.7778666667,-12.4815,-8.463,-16.2590666667,-18.3333333333,-9.22220000001,-16.2037333333,-9.81473333335,-16.2912333333,-17.7408,-8.44433333333
232.90,-18.3721333333,-12.4807666667,-9.8449,-15.1550666667,-18.7597333333,-11.3178666667,-18.0814666667,-10.8527333333,-17.5787644445,-19.8837333333,-7.51926666666
233.28,-22.2353333333,-16.1569333333,-13.2745666667,-18.9412,-24.2744666667,-15.7255333333,-25.1765,-15.9608666667,-21.1463644444,-23.0195333333,-12.3920666667
233.66,-17.9284666667,-12.1657333333,-10.1695,-15.5932666667,-20.0377333333,-12.2410666667,-20.1507666667,-15.4424666667,-18.2911888889,-19.3222,-10.4708666667
234.03,-12.9690666667,-7.66853333334,-6.35693333333,-12.2038666667,-17.0492,-8.45186666666,-14.5356,-12.7868666667,-15.1304844444,-14.7906666667,-9.14386666666
234.41,2.61906666667,6.30946666667,6.7559,2.9464,-2.64893333334,5.44633333333,1.94936666667,1.36913333333,0.081364444444,1.78573333333,3.77973333334
234.78,5.3056,8.44453333334,7.16653333333,6.08320000001,-1.36113333334,7.24993333333,5.33336666667,2.4166,2.81677777778,3.83333333333,5.13886666667
235.16,9.59099999999,12.0322666667,10.6567666667,10.4336,3.8412,11.3258666667,10.4956333333,7.16233333333,7.53899777778,8.62453333334,9.78940000001
235.54,6.519,9.1389,7.2816,6.2484,0.7872,9.6186,7.7736,4.9446,4.99954,6.4452,6.1992
235.91,3.8622,7.3554,4.0836,3.9606,-1.4514,6.6666,5.2521,2.214,1.61294,3.198,4.428
236.29,-0.732933333332,3.75883333333,-0.330933333332,0.307200000001,-4.77540000001,3.7116,0.354766666667,-1.27666666667,-2.54534222222,-0.590999999998,0.283666666665
236.66,1.0962,5.6824,0.928466666666,2.30433333333,-3.51226666667,4.76513333335,1.14106666667,1.74506666667,-1.82628666667,1.2304,1.20813333333
237.04,0.9266,4.1583,-0.192033333334,-0.135666666666,-5.0848,4.85873333333,1.5481,1.3108,-2.11002,0.723066666668,0.1356
237.41,2.18426666667,4.31163333333,0.079533333334,1.2742,-3.70873333333,5.89299999999,4.96023333333,3.09453333333,-0.79328,1.6382,1.20586666667
237.79,1.86666666667,2.75553333333,-0.5888,0.577866666667,-5.0666,5.0444,4.5,3.2666,-1.21639111111,1.59993333333,0.777666666666
238.17,-1.80226666667,-1.20523333333,-4.6688,-2.5406,-7.47013333333,1.67226666666,0.825166666668,0.521200000001,-3.99493333333,-1.4984,-1.30293333333
238.54,-6.03686666667,-5.0055,-8.59920000001,-6.05880000001,-10.6407333333,-1.216,-3.24656666667,-2.49713333333,-7.70895555555,-5.0814,-4.29966666666
238.92,-4.43106666667,-2.65246666667,-5.51836666666,-3.8416,-7.84553333334,0.853599999998,-1.6566,-0.589399999998,-5.29123111111,-2.96733333333,-1.7072
239.29,-4.48866666667,-3.2103,-5.2841,-2.8788,-8.25760000001,1.83719999999,-2.4527,-1.13653333333,-5.34278888889,-4.0152,-2.87866666667
239.67,-2.68373333333,-2.76073333333,-4.47006666667,-0.5984,-6.41033333334,2.53006666667,-0.905900000001,-0.068333333332,-4.35269111111,-2.735,-0.683800000002
240.04,-0.320333333332,-1.4721,-2.151,1.17466666667,-4.22566666667,4.46993333333,1.07543333333,2.2578,-1.86214222222,-0.655933333333,1.4644
240.42,0.619866666667,-0.847166666666,-1.28106666667,1.77686666667,-3.60886666667,4.6694,2.10746666667,2.21766666667,-1.02527555556,-0.647333333334,2.50686666667
240.79,-0.701666666667,-1.96123333333,-1.9423,0.563933333334,-4.21046666667,4.09773333333,1.1216,0.313266666668,-1.21263333333,-2.08026666667,2.193
241.17,-0.164800000001,-1.47713333333,-1.55953333333,1.13133333333,-3.19606666667,4.53593333334,0.949966666667,0.735933333332,-0.838719999999,-1.66946666667,2.99846666667
241.54,1.1776,0.503366666668,0.0190333333334,2.5262,-0.987600000002,5.69806666667,2.01813333333,2.32653333333,0.537875555554,-0.123466666665,4.454
241.92,2.75833333333,2.6375,1.875,4.05,1.575,7.44999999999,3.70833333333,3.84166666667,2.42916666666,1.725,6.44166666667
242.29,4.32033333333,4.38493333334,3.5838,5.74033333333,3.3486,8.98266666667,5.20513333333,5.17086666666,4.10376444445,3.58386666666,8.2308
242.67,3.8702,3.8558,3.0776,5.3622,2.73153333333,8.56220000001,4.34966666667,4.36746666667,3.27456888889,3.07033333334,7.71893333333
243.05,2.465,2.5804,1.68763333333,4.01273333333,1.54053333333,7.45113333333,2.86763333333,3.06026666667,1.90377333333,1.63173333333,6.50573333333
243.42,2.67766666667,3.34713333333,2.3569,4.21,2.42233333333,7.79153333333,3.3679,3.36786666667,2.34406222222,2.35333333333,7.19800000001
243.80,2.76533333333,3.56303333333,3.06976666667,4.2528,2.664,7.97166666667,3.34676666667,3.1912,2.50824,2.4882,7.12633333333
244.17,2.74826666667,3.84293333333,3.11303333333,4.58246666666,2.95193333333,8.03419999999,3.29713333333,3.044,2.44711555555,2.7678,7.04159999999
244.55,3.12753333334,3.96963333333,3.56753333333,4.8434,3.5518,8.48373333334,3.48536666667,3.558,2.63096666667,3.19733333333,7.29353333333
244.92,3.35406666667,3.91913333333,3.44333333333,4.84106666667,3.5564,8.5222,3.3868,3.69893333333,2.42275555556,3.40186666667,6.9224
245.30,3.13266666667,4.0038,3.32226666667,5.06733333333,3.28653333333,8.40886666665,3.2811,3.3746,2.20781333333,3.336,6.36433333333
245.67,2.83766666667,3.6402,3.04156666667,4.7848,2.81766666667,8.39746666667,3.13966666667,3.07413333333,2.00681777778,3.29046666667,6.06293333333
246.05,2.31673333333,3.01806666667,2.50163333333,4.6424,2.14306666667,7.75426666667,2.7164,2.7188,1.47275333333,2.874,5.24546666667
246.42,2.40573333333,2.68283333333,2.46613333333,4.6486,1.89706666667,7.46293333333,2.54326666667,2.61833333333,1.34710444445,2.7058,5.08653333333
