wavelength,Back_SicUrom,Belly_SicUrom,Breast_SicUrom,Crissum_SicUrom,Crown_SicUrom,DorTail_SicUrom,Patch10_SicUrom,Patch11_SicUrom,Rump_SicUrom,Throat_SicUrom,WingTip_SicUrom
368.93,8.9662,14.5591,10.3950666667,21.8994666667,5.5804,7.48193333333,8.98803333333,10.2756,6.63208444445,14.4447333334,5.63366666667
369.29,8.8998,14.4520666667,10.3132333333,21.8069333333,5.47633333333,7.47813333333,8.9157,10.2642666667,6.57502,14.316,5.60166666667
369.65,8.92633333333,14.3968666667,10.3315333333,21.7860666667,5.5044,7.46146666666,8.94213333333,10.3073333333,6.54784888889,14.2435333333,5.63833333333
370.01,8.99106666667,14.4588666667,10.3802666667,21.8029333333,5.57753333333,7.53253333333,9.0007,10.3786,6.57605555555,14.2472,5.72753333333
370.38,9.02253333334,14.4599,10.3957666667,21.8320666667,5.58513333334,7.5454,9.0508,10.4147333333,6.60589111111,14.2351333333,5.77966666667
370.74,8.99146666667,14.4026,10.3544666667,21.6882666667,5.48966666667,7.50973333333,9.02153333333,10.3840666667,6.57173111111,14.1701333333,5.74493333333
371.10,8.95873333333,14.4009333333,10.3468,21.6110666666,5.50313333333,7.50573333333,9.0584,10.4033333333,6.57408666667,14.1446666667,5.78
371.46,8.97953333333,14.3299,10.2726666667,21.5372666667,5.50926666667,7.499,9.08863333333,10.4299333333,6.57421111111,14.0726,5.8014
371.83,8.95946666667,14.2139666667,10.2052333333,21.3815333333,5.50393333333,7.4448,9.0772,10.4096666667,6.49194888889,13.9890666667,5.7622
372.19,9.00686666667,14.2012,10.1905333333,21.2446666667,5.5448,7.44993333333,9.12283333333,10.4236666667,6.51717333333,13.9093333333,5.78226666666
372.55,9.07966666667,14.2061666667,10.211,21.1961333333,5.61106666667,7.422,9.139,10.4869333333,6.54878222222,13.8984,5.81186666667
372.92,9.12753333334,14.1875333333,10.226,21.1152666667,5.62506666667,7.42526666667,9.17223333334,10.5212,6.55377333333,13.8274,5.81853333333
373.28,9.13926666667,14.1116333333,10.1577333333,21.0202666667,5.60873333334,7.36773333333,9.19276666667,10.5272,6.53174444445,13.747,5.8252
373.64,9.1618,14.0570666667,10.0758,20.8466,5.56433333333,7.37433333333,9.17853333334,10.5250666667,6.51614666667,13.6551333334,5.78733333333
374.00,9.08066666667,13.8815666667,9.92223333335,20.6332666667,5.4754,7.28933333333,9.12396666667,10.4358,6.40864,13.4558,5.70853333333
374.37,9.00066666667,13.7524333333,9.80296666666,20.4130666667,5.37186666667,7.2002,9.05096666666,10.3519333334,6.29154444445,13.2949333333,5.65773333333
374.73,8.97613333333,13.6295333333,9.75066666667,20.3655333333,5.35786666667,7.19286666667,9.07813333334,10.4019333333,6.26084,13.2080666667,5.65946666667
375.09,9.01986666667,13.5709,9.72433333333,20.2715333333,5.3658,7.26713333333,9.1126,10.4447333333,6.25646222222,13.138,5.69166666667
375.45,9.06773333333,13.6269666667,9.76080000001,20.2628,5.399,7.3264,9.17366666667,10.5168666667,6.27376222222,13.0940666667,5.68493333333
375.81,9.1604,13.6517666667,9.8125,20.2192,5.42786666667,7.41153333333,9.22996666666,10.6084666667,6.33661333333,13.0934666667,5.7544
376.18,9.18946666667,13.597,9.79666666668,20.1772,5.41366666667,7.45333333333,9.28606666667,10.6706666667,6.32782444445,12.9882,5.76086666667
376.54,9.1786,13.4932333334,9.73086666667,19.964,5.373,7.48626666667,9.29066666666,10.676,6.29762222222,12.8903333333,5.7328
376.90,9.1572,13.4525666667,9.67950000001,19.8592666667,5.33953333333,7.43406666667,9.26626666667,10.6905333333,6.29487111111,12.8096,5.725
377.26,9.24926666667,13.4635333333,9.70420000001,19.8516666667,5.3914,7.5006,9.32483333334,10.7867333334,6.35425555555,12.8163333333,5.77813333333
377.63,9.26593333333,13.4259333333,9.70070000001,19.7897333333,5.41673333333,7.49366666667,9.35246666666,10.8094,6.35641777778,12.7478666667,5.79773333333
377.99,9.28013333333,13.3461333333,9.70696666666,19.7344666667,5.40193333333,7.4384,9.36766666667,10.8256666667,6.33268222222,12.6718,5.77466666667
378.35,9.32306666667,13.3646,9.75156666665,19.6972666667,5.46926666667,7.477,9.40786666667,10.9070666667,6.34786666667,12.6587333333,5.81893333333
378.71,9.37953333333,13.3790333333,9.73303333333,19.5860666667,5.50133333333,7.47793333333,9.43486666667,10.9253333333,6.32770888889,12.5790666667,5.84426666667
379.07,9.37386666667,13.2735666667,9.66810000001,19.4371333333,5.48233333333,7.45406666667,9.43890000001,10.9408,6.29765777778,12.4742666667,5.81266666667
379.44,9.38006666667,13.1121333333,9.5809,19.2558666667,5.40713333333,7.43413333333,9.41886666666,10.9259333333,6.24408222222,12.4038,5.78466666667
379.80,9.41833333333,13.0818,9.52349999999,19.2357333333,5.39773333333,7.44086666667,9.49516666667,10.944,6.26218666667,12.3658,5.80966666667
380.16,9.435,13.0112333333,9.49410000001,19.1329333333,5.38866666667,7.4472,9.494,10.9366,6.24340888889,12.3738666667,5.8454
380.52,9.41573333333,12.9781333333,9.46299999999,19.0904666667,5.35753333334,7.4236,9.51590000001,10.9596,6.22701111111,12.3133333333,5.8402
380.88,9.41493333333,12.8577666667,9.36789999999,19.0558666667,5.31786666667,7.4298,9.52383333333,10.9414666667,6.15108444445,12.2562,5.80286666667
381.24,9.38946666667,12.7808,9.35023333333,18.9260666667,5.32353333333,7.4442,9.52926666666,10.9195333333,6.11875111111,12.2142,5.8226
381.61,9.3336,12.6533333333,9.26366666667,18.7969333333,5.26526666667,7.4112,9.50043333333,10.8858666667,6.02314,12.0991333333,5.78106666667
381.97,9.38466666667,12.6624666667,9.26249999999,18.7594666667,5.3036,7.47746666667,9.5575,10.9641333334,6.06085555555,12.1131333333,5.82253333333
382.33,9.37146666667,12.5687333333,9.21493333333,18.6684,5.28986666667,7.4492,9.58226666667,10.9717333333,6.06943555555,12.0321333333,5.77806666667
382.69,9.34273333333,12.4717,9.17493333333,18.6061333333,5.26106666667,7.4512,9.56826666666,10.9834,6.04591777778,11.9472,5.76153333333
383.05,9.39453333333,12.4600666667,9.19579999999,18.6068,5.27813333333,7.4738,9.60423333334,11.021,6.06526444444,11.9646666667,5.78766666667
383.41,9.43913333333,12.4698,9.23826666665,18.6190666667,5.32586666667,7.49253333333,9.63796666667,11.0927333333,6.08730666667,11.9357333333,5.83106666667
383.77,9.3646,12.3706666667,9.17516666667,18.445,5.25366666666,7.4118,9.55383333333,11.0852,6.00729111111,11.83,5.75966666667
384.14,9.3226,12.2721,9.10016666667,18.3473333333,5.177,7.34493333333,9.49963333333,11.0793333333,5.93873333334,11.7075333333,5.70233333333
384.50,9.302,12.1412666667,9.05336666668,18.2109333333,5.1158,7.3088,9.41996666667,11.0217333333,5.88668888889,11.6202666667,5.6336
384.86,9.2988,12.0774,9.02173333332,18.0469333333,5.08733333333,7.27506666667,9.40216666667,11.0122666667,5.86048444444,11.5215333333,5.596
385.22,9.35333333333,12.1031,9.01793333333,18.0195333333,5.10026666666,7.29346666667,9.44246666666,11.046,5.87046888889,11.4714666666,5.599
385.58,9.47179999999,12.1669,9.10333333333,18.0379333333,5.15826666667,7.3848,9.53426666667,11.1536,5.95775777778,11.5266666667,5.68326666667
385.94,9.44953333333,12.0846,9.054,17.9348666667,5.1028,7.35813333333,9.51406666667,11.139,5.92836222222,11.4622666667,5.6596
386.30,9.48673333333,12.0480666667,9.0089,17.8578666667,5.08493333333,7.37446666667,9.5202,11.1577333333,5.90253333333,11.4578666667,5.65553333333
386.66,9.51293333334,12.0332333333,9.00163333335,17.7789333333,5.0946,7.3958,9.5432,11.1984,5.90984666667,11.4579333333,5.65833333333
387.03,9.54393333333,12.0139666667,8.99213333333,17.7360666667,5.0994,7.38886666667,9.5731,11.2404,5.91630222222,11.3904666667,5.6676
387.39,9.51973333333,11.9459,8.90593333334,17.6254666666,5.05966666667,7.35826666667,9.55969999999,11.1906,5.91658222222,11.3025333333,5.63626666667
387.75,9.64366666667,11.9932333333,8.95390000001,17.6728666667,5.1554,7.4738,9.64533333333,11.2712,6.00919111111,11.3154,5.70173333333
388.11,9.66719999999,11.9543,8.91786666665,17.6112666667,5.1934,7.49446666667,9.65356666667,11.2928666667,6.02131111111,11.2695333333,5.7064
388.47,9.7252,11.9707,8.89049999999,17.619,5.2354,7.52273333333,9.71273333334,11.3389333333,6.02392444445,11.2594,5.73326666667
388.83,9.74686666667,11.9477666667,8.89843333335,17.6102,5.2626,7.56893333333,9.76156666666,11.4075333333,6.03642,11.2331333333,5.76393333333
389.19,9.75773333333,11.8746666667,8.86023333333,17.5580666667,5.24793333333,7.54653333334,9.76009999999,11.4287333333,5.99072222222,11.1876,5.7332
389.55,9.72846666667,11.7740333333,8.7682,17.4224,5.17513333333,7.48333333333,9.72163333333,11.4162666667,5.91959333333,11.0965333333,5.68073333333
389.91,9.83413333334,11.8125333333,8.79473333334,17.4264666667,5.23726666667,7.5508,9.81936666667,11.5582666667,5.96236444445,11.1125333333,5.7596
390.27,9.94773333333,11.8449333333,8.87053333333,17.4159333333,5.32293333333,7.65946666667,9.90153333333,11.6366,6.03101555555,11.104,5.88273333333
390.63,10.0241333333,11.8645333333,8.90760000001,17.408,5.37886666667,7.7432,9.97593333333,11.7155333334,6.07892888889,11.1192666667,5.97153333333
391.00,10.0299333333,11.7909,8.87699999999,17.3227333333,5.37126666667,7.75606666667,9.98290000001,11.7242,6.05912,11.0696,5.98253333333
391.36,10.0438666667,11.7358666667,8.8468,17.2629333333,5.36226666667,7.77326666667,10.0244333333,11.7397333333,6.02144444445,11.0390666667,5.9796
391.72,9.99613333333,11.5864666667,8.77076666666,17.1264666667,5.2838,7.70086666667,10.0272333333,11.7224666667,5.94182444445,10.9535333333,5.92786666667
392.08,10.0224666667,11.522,8.75283333334,17.0386666667,5.2676,7.6942,10.0275666667,11.7139333333,5.91763111111,10.9086,5.914
392.44,10.0138666667,11.4442,8.70896666668,16.9046666667,5.22506666667,7.67746666667,9.99263333333,11.7469333333,5.89563333333,10.8174,5.92826666667
392.80,9.94879999999,11.2919333333,8.57873333332,16.7321333333,5.1222,7.58393333333,9.88153333333,11.6814666667,5.81081555555,10.6824,5.85986666667
393.16,9.92133333335,11.1825666667,8.52083333334,16.5756666667,5.08513333333,7.5464,9.8496,11.6696,5.77837555555,10.5887333333,5.85866666667
393.52,9.90393333334,11.0822333333,8.46183333334,16.4616,5.08713333333,7.54733333333,9.83283333334,11.628,5.75211555555,10.4892666667,5.8606
393.88,9.84993333333,10.9195333333,8.35686666667,16.252,5.01233333333,7.48193333333,9.77849999999,11.5171333333,5.67734222222,10.3256666667,5.781
394.24,9.80466666668,10.7768333333,8.24333333333,16.0982,4.93933333333,7.41973333333,9.7185,11.4731333333,5.60703111111,10.1966,5.7186
394.60,9.7608,10.6265,8.14333333333,15.9020666667,4.88353333333,7.3316,9.67753333333,11.4298,5.54556888889,10.0592,5.64886666667
394.96,9.73373333332,10.533,8.05819999999,15.7911333333,4.85126666667,7.28406666667,9.64346666667,11.4344,5.50853555555,9.95166666668,5.6358
395.32,9.72226666667,10.4348666667,7.99663333334,15.6278666667,4.82913333333,7.2546,9.61083333334,11.428,5.46989333333,9.85526666666,5.61906666667
395.68,9.69053333332,10.3351,7.93516666667,15.4506666667,4.78506666667,7.2272,9.56903333333,11.381,5.41118222222,9.71486666667,5.60853333333
396.04,9.66673333333,10.2509666667,7.88556666667,15.298,4.73853333333,7.2042,9.5739,11.3794666667,5.38219111111,9.61799999999,5.58246666667
396.40,9.6502,10.1493333333,7.81323333333,15.1708666667,4.724,7.18573333333,9.59530000001,11.3516,5.35337777778,9.53560000001,5.55353333333
396.76,9.7746,10.1752666667,7.89699999999,15.1229333333,4.82593333333,7.2916,9.72563333333,11.4323333333,5.42894,9.57366666666,5.65833333333
397.12,9.80653333333,10.0980666667,7.85253333333,14.9966666667,4.8218,7.33346666667,9.74983333334,11.4635333333,5.42720888889,9.47873333333,5.659
397.48,9.83979999999,10.0469,7.83073333334,14.8798666667,4.86633333333,7.35406666667,9.83706666667,11.5526666667,5.46705555555,9.43146666667,5.675
397.84,9.83666666666,9.9608,7.82843333334,14.8193333333,4.88613333333,7.37413333333,9.86026666667,11.5950666667,5.47410444445,9.39333333333,5.697
398.20,9.8428,9.87193333333,7.80133333333,14.7256666667,4.87966666667,7.34986666667,9.89936666666,11.6261333333,5.46977111111,9.3286,5.67926666667
398.56,9.83226666667,9.77283333333,7.72979999999,14.6196,4.85213333333,7.35086666667,9.88356666667,11.6103333333,5.42270888889,9.22346666667,5.65006666667
398.92,9.87333333335,9.69516666667,7.71600000001,14.4867333333,4.847,7.36593333333,9.92589999999,11.6116666667,5.40304888889,9.18126666667,5.62766666666
399.28,9.93393333333,9.66960000001,7.75140000001,14.4312666667,4.8814,7.42786666667,9.96676666666,11.6744,5.43168888889,9.16533333333,5.68546666667
399.64,9.9712,9.6189,7.69853333334,14.3696666667,4.90806666667,7.47126666667,10.0024,11.7184,5.43997111111,9.14573333333,5.71766666667
400.00,9.9604,9.53726666666,7.62173333334,14.2495333333,4.88853333333,7.42766666667,9.98563333334,11.721,5.38827111111,9.05066666667,5.69966666667
400.36,10.035,9.51116666667,7.63713333333,14.2121333333,4.9278,7.4622,10.0572333333,11.7888,5.40354444445,9.01453333333,5.7688
400.72,10.0142,9.41490000001,7.53149999999,14.0828,4.87933333334,7.43646666667,10.0389666667,11.7956,5.35620444445,8.9164,5.72526666667
401.08,10.0298,9.36596666667,7.48849999999,13.9898666667,4.87766666667,7.4294,10.075,11.8171333333,5.35013777778,8.88306666667,5.73046666667
401.44,10.0507333333,9.30553333333,7.46853333334,13.9274666667,4.82666666667,7.4246,10.0647333333,11.7924,5.30044444445,8.80733333334,5.7234
401.80,10.109,9.28929999999,7.42613333333,13.8353333333,4.82273333333,7.43626666667,10.0845,11.8221333333,5.30126444445,8.77200000001,5.73126666667
402.16,10.1148,9.23513333333,7.36356666667,13.7189333333,4.78653333333,7.4544,10.0657,11.8183333333,5.27552444444,8.7142,5.7418
402.52,10.1222666667,9.20426666667,7.35109999999,13.6663333333,4.76966666667,7.44466666667,10.0910666667,11.8549333333,5.26431777778,8.70040000001,5.7356
402.88,10.1264,9.17616666667,7.33650000001,13.5935333333,4.7728,7.46226666667,10.0942333333,11.8568666667,5.26259555555,8.65973333333,5.74806666667
403.24,10.0782,9.09499999999,7.23576666667,13.4666,4.70146666667,7.4158,10.0563,11.8206,5.19404222222,8.53746666666,5.694
403.60,10.0945333333,9.06579999999,7.23466666666,13.4035333333,4.70966666667,7.42426666667,10.0536666667,11.8376,5.20608,8.51773333333,5.70533333333
403.95,10.1789333333,9.08353333333,7.29090000001,13.4114666667,4.78426666667,7.49906666667,10.1248,11.9081333333,5.26818444445,8.57853333333,5.77966666667
404.31,10.1589333333,9.04693333332,7.26683333334,13.3460666667,4.78593333333,7.51726666667,10.1199666667,11.8922,5.27286444445,8.56366666666,5.76546666667
404.67,10.153,8.99550000001,7.27330000001,13.3024,4.7942,7.5276,10.1286,11.8882,5.26255777778,8.55646666666,5.7728
405.03,10.1498666667,8.95673333333,7.25913333334,13.2534,4.7716,7.52353333333,10.118,11.8788,5.24264222222,8.53020000001,5.7638
405.39,10.1497333333,8.92403333334,7.22279999999,13.1752666667,4.754,7.5104,10.0899,11.8841333333,5.23363111111,8.52966666667,5.76266666667
405.75,10.1771333333,8.91253333333,7.23796666667,13.1753333333,4.78353333333,7.52966666667,10.1058333333,11.9046666667,5.24482444445,8.53773333333,5.79473333333
406.11,10.208,8.90816666666,7.25886666666,13.1862,4.82826666667,7.5428,10.1663333333,11.9502666667,5.26881555555,8.55046666666,5.83373333333
406.47,10.2820666667,8.88620000001,7.28010000001,13.1579333333,4.8652,7.5792,10.2093333333,11.968,5.30706,8.55386666667,5.89206666667
406.83,10.3116,8.87393333333,7.28179999999,13.1240666667,4.87613333333,7.5952,10.2204333333,11.9922,5.31043111111,8.56173333333,5.92073333333
407.19,10.4362,8.93766666666,7.37413333333,13.1790666667,4.97713333333,7.669,10.3247333333,12.0846,5.3948,8.6378,5.99906666667
407.55,10.4736,8.94386666667,7.38486666666,13.1744,4.9936,7.68093333333,10.3566333333,12.1107333333,5.40092,8.6278,6.01193333333
407.90,10.4793333333,8.9297,7.3538,13.1748666667,4.96906666667,7.67953333333,10.3688666667,12.1146,5.40098,8.61293333333,6.0
408.26,10.5106,8.90523333333,7.34176666667,13.1214666667,4.95273333333,7.67886666667,10.3661666667,12.1227333333,5.38946888889,8.59406666667,5.9826
408.62,10.5474666667,8.91693333333,7.34203333333,13.1,4.9582,7.67206666667,10.3755666667,12.1427333333,5.40422888889,8.54926666667,5.98173333333
408.98,10.5764,8.92553333333,7.3531,13.1021333333,4.9578,7.6866,10.4055,12.178,5.42034888889,8.53540000001,5.985
409.34,10.5760666667,8.89896666666,7.31763333333,13.097,4.95173333333,7.66746666667,10.412,12.1679333333,5.39933111111,8.50213333333,5.95373333333
409.70,10.5337333333,8.84669999999,7.26219999999,13.0194,4.9026,7.63706666667,10.3818333333,12.1593333333,5.35830444445,8.4432,5.91586666667
410.06,10.525,8.82956666667,7.24543333333,12.9655333333,4.88026666667,7.63273333333,10.3525333333,12.1474,5.33093111111,8.40813333333,5.87413333333
410.42,10.5056,8.82369999999,7.22933333333,12.9467333333,4.86846666667,7.61473333333,10.3499666667,12.1652666667,5.32762444445,8.38800000001,5.8504
410.77,10.5231333333,8.80743333333,7.21423333333,12.9469333333,4.8782,7.61686666667,10.3652666667,12.1998666667,5.35680444445,8.38499999999,5.84886666667
411.13,10.4746666667,8.73316666666,7.15936666666,12.8978,4.8384,7.57893333333,10.3355666667,12.1940666667,5.33236,8.35839999999,5.82786666667
411.49,10.4735333333,8.71609999999,7.1504,12.8658,4.81893333333,7.571,10.3384666667,12.1971333333,5.3298,8.33493333334,5.81686666667
411.85,10.4616666667,8.6658,7.13743333333,12.8019333333,4.80993333333,7.5722,10.3489,12.1879333333,5.30762444445,8.28233333333,5.81173333333
412.21,10.4746,8.65776666667,7.14153333333,12.805,4.81793333333,7.5822,10.3846,12.2288,5.31177333333,8.28113333333,5.83953333333
412.57,10.4932666667,8.62653333333,7.1323,12.7750666667,4.82593333333,7.59673333333,10.411,12.2518666667,5.31911111111,8.31199999999,5.86106666667
412.92,10.5290666667,8.61456666667,7.13483333333,12.7518,4.86546666667,7.63153333333,10.4450666667,12.2942666667,5.34603111111,8.34213333333,5.9182
413.28,10.5476666667,8.586,7.13463333333,12.7156,4.85753333333,7.6658,10.472,12.3335333333,5.37700888889,8.32446666666,5.9328
413.64,10.5986,8.56736666667,7.1382,12.7152666667,4.89626666667,7.6942,10.5122666667,12.3739333333,5.37804,8.31940000001,5.94706666667
414.00,10.6054666667,8.5113,7.11136666667,12.6496666667,4.89,7.6876,10.5118666667,12.4034666667,5.37427333333,8.27826666667,5.95786666667
414.36,10.6353333333,8.47646666667,7.0923,12.573,4.8796,7.71093333333,10.4954333333,12.3942,5.34566444445,8.25006666667,5.97746666667
414.72,10.5951333333,8.41666666667,7.04343333333,12.4684666667,4.83533333333,7.68173333333,10.4718666667,12.37,5.27269555555,8.17006666666,5.93573333333
415.07,10.6004666667,8.37136666667,7.0237,12.3916666667,4.8,7.6858,10.4745333333,12.3543333333,5.24747777778,8.10553333334,5.9402
415.43,10.578,8.28213333333,6.95776666667,12.2696666667,4.773,7.65646666667,10.4485333333,12.3410666667,5.19886666667,8.0364,5.90033333333
415.79,10.5843333333,8.2318,6.9214,12.1798666667,4.75406666667,7.66053333333,10.4446666667,12.3575333333,5.20354,7.99199999999,5.89626666667
416.15,10.5805333333,8.15456666667,6.85516666667,12.0719333333,4.7198,7.64146666667,10.4388,12.3420666667,5.18643777778,7.92713333333,5.8708
416.51,10.5865333333,8.0972,6.82283333333,11.9772666667,4.70546666667,7.6466,10.441,12.3280666667,5.16395777778,7.85053333334,5.86946666667
416.86,10.5834,8.0381,6.77583333333,11.9033333333,4.68026666667,7.63766666667,10.4529666667,12.3083333333,5.13176666667,7.77293333333,5.83993333333
417.22,10.6068,7.99876666667,6.7666,11.8159333333,4.69446666667,7.65613333333,10.4876,12.3316,5.13154666667,7.74886666667,5.85806666667
417.58,10.6096666667,7.9555,6.74443333333,11.7236,4.69146666667,7.65593333333,10.5069333333,12.3410666667,5.14612888889,7.70853333334,5.8616
417.94,10.6308666667,7.93406666667,6.73163333333,11.6696666667,4.7018,7.6786,10.5344333333,12.3502666667,5.13982444445,7.68626666667,5.87806666666
418.29,10.6104666667,7.84773333333,6.6608,11.5650666667,4.665,7.63906666667,10.5209,12.3430666667,5.09656222222,7.60606666667,5.84306666667
418.65,10.6145333333,7.78856666667,6.6075,11.4807333333,4.6516,7.639,10.5366,12.3370666667,5.08072444444,7.55866666667,5.84566666667
419.01,10.6234666667,7.74816666667,6.56386666667,11.3914,4.66066666667,7.64393333333,10.5455,12.3559333333,5.0791,7.51666666667,5.85046666667
419.37,10.6701333333,7.7274,6.56746666667,11.3505333333,4.67953333333,7.67786666667,10.5803333333,12.3870666667,5.09706,7.49700000001,5.89746666667
419.73,10.6857333333,7.6853,6.54906666667,11.2805333333,4.68466666667,7.68006666666,10.5951,12.3948666667,5.08000888889,7.46980000001,5.9084
420.08,10.6832666667,7.64276666667,6.5316,11.1976,4.67993333333,7.6924,10.6039,12.3898666667,5.06233555555,7.42860000001,5.914
420.44,10.6639333333,7.57083333333,6.47013333333,11.1162666667,4.64813333333,7.65573333333,10.5905666667,12.3771333333,5.03014444445,7.35779999999,5.89106666667
420.80,10.6566666666,7.50436666667,6.4368,11.0206666667,4.6248,7.6364,10.5824666667,12.3633333333,5.01005333333,7.32426666666,5.8862
421.16,10.6709333333,7.45786666667,6.416,10.9637333333,4.61893333334,7.638,10.59,12.3717333333,5.00444888889,7.28686666666,5.91266666667
421.51,10.6875333333,7.4129,6.38576666667,10.8902666667,4.6082,7.64,10.5984333333,12.3697333333,4.98441333333,7.25053333333,5.9144
421.87,10.6727333334,7.34523333333,6.33926666667,10.7868666667,4.58413333333,7.6232,10.5888666667,12.3448,4.95372444445,7.1932,5.89666666667
422.23,10.6711333333,7.29976666667,6.32066666667,10.7204,4.58766666667,7.63073333333,10.5930666667,12.3380666667,4.94921555555,7.15766666667,5.90766666667
422.58,10.6942666666,7.25996666667,6.31066666667,10.6572,4.594,7.6386,10.6184666667,12.3486,4.95253777778,7.1242,5.92533333333
422.94,10.714,7.21073333333,6.2993,10.6094666667,4.59513333333,7.6506,10.638,12.3538666667,4.94504888889,7.1072,5.9346
423.30,10.681,7.13096666667,6.24443333333,10.5079333333,4.56753333333,7.60793333333,10.6172333333,12.3280666667,4.90977555555,7.0466,5.90593333333
423.66,10.6698,7.07743333333,6.20546666667,10.4211333333,4.55053333333,7.5964,10.6014666667,12.3192,4.89124444445,6.98826666667,5.89586666666
424.01,10.6808666667,7.0418,6.1906,10.378,4.5576,7.58766666667,10.6085333333,12.3318,4.89728,6.962,5.90913333333
424.37,10.7062,7.0264,6.18666666667,10.3268,4.5726,7.60786666667,10.6354333333,12.3522666667,4.91097555555,6.9576,5.9284
424.73,10.706,6.9992,6.16643333333,10.2786,4.57673333333,7.6086,10.6438,12.3604666667,4.90660444445,6.92533333333,5.92713333333
425.08,10.6813333333,6.95296666667,6.1264,10.1993333333,4.56513333333,7.58233333333,10.6416666667,12.3436666666,4.88019333333,6.88406666667,5.8936
425.44,10.6708,6.9107,6.1005,10.1404,4.53973333334,7.58246666667,10.6423,12.3382,4.87424666667,6.85286666667,5.89946666667
425.80,10.6784,6.87846666667,6.07703333333,10.0938666667,4.53293333333,7.56226666667,10.6460333333,12.3392666667,4.87778444445,6.83286666667,5.89986666667
426.16,10.6782666666,6.85046666667,6.0587,10.0356,4.5156,7.55413333333,10.6534,12.3344666667,4.87640666667,6.8094,5.88046666667
426.51,10.6653333333,6.81436666667,6.0234,9.98466666667,4.498,7.5342,10.6327666667,12.3234666667,4.86452222222,6.78013333333,5.86253333333
426.87,10.646,6.7689,5.97933333333,9.91773333333,4.46093333333,7.4944,10.6112333333,12.3044,4.84166666667,6.733,5.82053333333
427.23,10.6608666667,6.75903333333,5.96756666667,9.88319999999,4.4554,7.50806666667,10.6200666667,12.309,4.84274888888,6.72066666667,5.81426666667
427.58,10.6888,6.76386666667,5.9647,9.87993333333,4.4624,7.52006666667,10.6528333333,12.3305333333,4.86214666667,6.72753333333,5.822
427.94,10.7089333333,6.74883333333,5.93633333333,9.84606666667,4.4596,7.5282,10.6640666667,12.3168,4.85325111111,6.71473333333,5.80653333333
428.30,10.6994,6.73196666667,5.9191,9.81460000001,4.445,7.5144,10.6521666667,12.3172666667,4.83607333333,6.6956,5.78726666667
428.65,10.6902,6.7005,5.87713333333,9.77966666666,4.41833333333,7.49333333333,10.6224333333,12.2933333333,4.81812222222,6.6524,5.7598
429.01,10.7312666666,6.71903333333,5.88716666667,9.79553333334,4.4252,7.5204,10.6349,12.3175333334,4.83792888889,6.64966666667,5.7802
429.37,10.7477333333,6.72973333333,5.89433333334,9.79833333333,4.4518,7.53026666667,10.6354333333,12.3364666667,4.84120888889,6.65446666667,5.7806
429.72,10.7776,6.74863333333,5.91613333333,9.82546666667,4.4702,7.56586666667,10.6783333333,12.3837333333,4.86691111111,6.67573333333,5.8002
430.08,10.8279333333,6.7815,5.9493,9.86913333333,4.5118,7.60573333333,10.7306,12.4462666667,4.90381111111,6.714,5.84926666667
430.44,10.8705333333,6.8131,5.9892,9.88853333333,4.53446666667,7.64366666667,10.7643333333,12.4718,4.92335333333,6.74786666667,5.8704
430.79,10.9090666667,6.8555,6.02046666667,9.9192,4.58073333333,7.6852,10.8104,12.5188,4.95717777778,6.77806666667,5.92646666667
431.15,10.9290666667,6.87366666667,6.02613333333,9.94066666667,4.5826,7.70133333333,10.8494,12.5564,4.96912,6.78826666667,5.9218
431.50,10.964,6.90806666667,6.04866666667,9.96359999999,4.60673333333,7.71893333333,10.8745,12.5975333333,4.97856222222,6.81226666667,5.95146666667
431.86,10.9574,6.90483333333,6.05653333333,9.95539999999,4.59146666667,7.71766666667,10.8566333333,12.6255333333,4.96754444445,6.81113333333,5.93586666667
432.22,10.9673333333,6.90873333333,6.06883333333,9.97553333333,4.59226666667,7.72353333333,10.8700333333,12.6497333333,4.96784888889,6.8194,5.93886666667
432.57,11.0078,6.9526,6.11786666667,10.0269333333,4.62573333334,7.751,10.9192333333,12.7083333333,4.99283555555,6.87173333334,5.98026666667
432.93,10.9593333333,6.8964,6.0732,9.98939999999,4.58026666667,7.692,10.8736,12.6643333333,4.94081555556,6.84013333334,5.93326666667
433.29,10.9541333333,6.8967,6.06213333333,9.98893333332,4.561,7.66313333334,10.8664666667,12.6604,4.92640444445,6.83686666667,5.91533333333
433.64,10.9703333333,6.91916666667,6.07793333333,10.0158,4.5722,7.6756,10.8763666667,12.683,4.93189777778,6.85446666667,5.92653333334
434.00,10.9547333333,6.90976666667,6.06016666667,10.0246,4.5662,7.65473333333,10.8612666667,12.6638,4.91366222222,6.85646666667,5.91993333333
434.35,10.9549333333,6.92073333333,6.0579,10.0476666667,4.57173333333,7.64553333333,10.8685666667,12.6886,4.92621555555,6.8636,5.9212
434.71,10.9362666667,6.89976666667,6.04036666667,10.0377333333,4.53746666667,7.6018,10.8364666667,12.6764666667,4.90523555555,6.8502,5.87866666667
435.07,10.927,6.90676666667,6.04553333333,10.0573333333,4.53886666667,7.5924,10.8179333333,12.6705333333,4.89977555555,6.84806666667,5.88506666667
435.42,10.9059333333,6.89013333333,6.03463333333,10.0689333333,4.5126,7.582,10.8108666667,12.6485333333,4.88844888889,6.84593333333,5.84513333333
