wavelength,Back_ButMonf,Belly_ButMonf,Breast_ButMonf,Crissum_ButMonf,Crown_ButMonf,DorTail_ButMonf,Patch10_ButMonf,Patch11_ButMonf,Patch12_ButMonf,Patch13_ButMonf,Rump_ButMonf,Throat_ButMonf,WingTip_ButMonf
529.01,11.0722,33.3789333333,33.2695333333,32.6744,4.43066666667,5.54966666667,10.8866,10.5574,15.1601333333,29.9204666667,14.3699333333,5.07013333333,6.52666666667
529.35,11.0335333333,33.4108666667,33.2902,32.6950666667,4.4134,5.52073333333,10.8417333333,10.5384,15.0618,29.8393333333,14.2862,5.05533333333,6.51333333333
529.70,10.9712666667,33.4720666667,33.3352666667,32.7369333333,4.39406666667,5.50746666667,10.8170666667,10.5092,14.9797333333,29.797,14.2229333333,5.03626666667,6.5118
530.04,10.9014,33.5218,33.3586,32.7628,4.32906666667,5.4496,10.7569333333,10.4404666667,14.8741333333,29.7244666667,14.1229333333,4.97306666667,6.4764
530.39,10.8663333333,33.6425333333,33.4683333333,32.8896,4.2958,5.41946666667,10.7386666667,10.4032,14.8114,29.7191333333,14.0988666667,4.947,6.44613333333
530.73,10.8191333333,33.7419333333,33.5354666667,32.9426666667,4.2508,5.39053333334,10.6918666667,10.3444666666,14.7305333333,29.6644,14.0068,4.9242,6.40446666667
531.08,10.752,33.9124666667,33.6457333333,33.0754,4.22866666667,5.3628,10.6517333333,10.3190666667,14.648,29.6567333333,13.924,4.90613333333,6.37966666667
531.42,10.7490666667,34.1012,33.8049333333,33.2383333333,4.25673333333,5.3946,10.6921333333,10.347,14.64,29.6630666667,13.9212666667,4.95806666667,6.40493333333
531.77,10.7545333333,34.1991333333,33.8663333333,33.3053333333,4.28466666667,5.4446,10.6726,10.3498666667,14.6056,29.6215333333,13.8964666667,4.98613333333,6.44973333334
532.11,10.7670666667,34.3434,34.0208666667,33.4717333333,4.30073333333,5.4866,10.6945333333,10.3635333333,14.6265333333,29.6743333333,13.8774,5.01946666667,6.46033333333
532.46,10.6870666667,34.3124,33.9803333333,33.4248666666,4.23193333333,5.4152,10.5996666667,10.2682,14.5144666667,29.5286666667,13.7488,4.9476,6.38686666666
532.80,10.6568666667,34.3796,34.0202666667,33.4690666667,4.22346666667,5.41413333333,10.5961333333,10.2336,14.4780666667,29.4852,13.7007333333,4.94486666667,6.3984
533.15,10.6402,34.5098,34.1102,33.5823333333,4.241,5.41706666667,10.6096,10.2286666667,14.496,29.5152666667,13.6594666667,4.9508,6.42426666667
533.49,10.6835333334,34.6496,34.2477333333,33.6957333333,4.30853333333,5.48006666667,10.6636,10.2923333334,14.521,29.5292,13.6698,5.0062,6.49266666667
533.84,10.6731333333,34.8207333334,34.3580666667,33.8224,4.32893333333,5.5152,10.6906666666,10.3068,14.5102,29.5525333333,13.6754,5.0526,6.50573333333
534.18,10.6290666667,34.8563333333,34.3788666667,33.803,4.29846666667,5.49906666667,10.6278,10.2735333334,14.4373333333,29.4542,13.5721333333,5.02493333333,6.49546666667
534.52,10.6346,34.9566666667,34.5052666667,33.9186666667,4.3858,5.56306666667,10.6498666667,10.3273333333,14.4485333333,29.5065333333,13.5955333333,5.08953333333,6.57066666667
534.87,10.5997333333,34.9977333334,34.5376,33.9877333333,4.3852,5.5548,10.6357333333,10.2858666667,14.3934666667,29.4362666667,13.5288666667,5.09006666666,6.56933333333
535.21,10.5121333333,34.9533333333,34.4793333333,33.9388666667,4.34593333333,5.5076,10.5462,10.1972666666,14.3024666667,29.3344,13.3977333333,5.03853333333,6.50513333333
535.56,10.4030666667,34.9841333333,34.5256666667,34.0147333333,4.31266666667,5.44866666667,10.4868666667,10.1432666667,14.2309333333,29.2582666667,13.3018666667,4.9954,6.44946666667
535.90,10.4594666667,35.1672666667,34.6259333333,34.1348666667,4.40526666667,5.51133333333,10.5477333333,10.1981333333,14.2535333333,29.2837333333,13.3312666667,5.05753333334,6.52473333333
536.25,10.4825333333,35.4304,34.8914,34.3313333333,4.46246666667,5.5802,10.6207333333,10.2556,14.3127333333,29.4014666667,13.385,5.13266666667,6.59793333333
536.59,10.4396,35.5179333333,34.9437333333,34.3802666667,4.434,5.55753333334,10.5797333334,10.2316666667,14.2783333333,29.3388,13.3681333333,5.10153333333,6.57253333333
536.93,10.3826,35.589,34.9992,34.4136,4.39226666667,5.54206666667,10.5262666667,10.1579333333,14.1948666667,29.2971333333,13.3166666667,5.06253333333,6.53013333333
537.28,10.2342,35.5182,34.9136666667,34.3555333334,4.27973333333,5.42806666667,10.3798666667,9.99553333333,14.0500666667,29.1258,13.1697333333,4.96053333333,6.41466666667
537.62,10.2057333333,35.536,34.9317333333,34.4176666667,4.26966666667,5.4184,10.3333333333,9.971,14.0054,29.1185333333,13.1046666667,4.92926666667,6.43066666667
537.97,10.1867333333,35.6291333333,34.9797333333,34.4928666666,4.2978,5.4272,10.3658,9.99893333334,14.0142666667,29.1446666667,13.0732666667,4.97413333333,6.45593333333
538.31,10.1192,35.6616,34.9309333333,34.4968666666,4.22653333333,5.38226666667,10.3334666667,9.92413333335,13.9007333333,29.0437333333,12.9585333333,4.91966666667,6.4098
538.65,10.0907333333,35.7462666667,35.0034,34.5138666667,4.2104,5.375,10.2966666667,9.89639999999,13.874,29.03,12.9252,4.9256,6.424
539.00,10.1134666667,35.9510666666,35.1534,34.6407333333,4.23326666667,5.38673333333,10.3344666667,9.91926666666,13.8841333333,29.0538,12.9330666667,4.9656,6.4748
539.34,10.1092,36.0367333333,35.2408,34.6842666667,4.23486666667,5.4046,10.3643333333,9.90206666666,13.8792,29.0676,12.9057333333,4.97833333333,6.51553333333
539.69,10.0168,35.9888666667,35.2658,34.6918,4.15313333333,5.30133333333,10.2739333333,9.81653333333,13.8017333333,29.0012,12.8211333334,4.91453333333,6.4554
540.03,9.9996,36.0074666667,35.2753333333,34.7452666667,4.1444,5.2972,10.2390666667,9.8014,13.7684,28.9632666667,12.7568,4.90013333333,6.45733333333
540.37,9.94333333333,35.9336,35.2328,34.7200666667,4.14833333333,5.28553333333,10.2084,9.77146666667,13.7167333333,28.8938,12.6568666667,4.90606666667,6.4498
540.72,9.91506666667,35.9494,35.2348,34.7286,4.1242,5.25573333333,10.1749333333,9.73466666667,13.6766,28.8339333333,12.6232666667,4.89446666667,6.4398
541.06,9.92260000001,36.0644,35.3468666667,34.8261333333,4.13686666667,5.26193333333,10.1929333333,9.76240000001,13.6733333333,28.8898666667,12.6345333333,4.91086666667,6.45226666667
541.40,9.93393333334,36.0828666666,35.389,34.8166666666,4.16653333333,5.26493333333,10.2057333333,9.74659999999,13.6596666667,28.8418666667,12.6269333333,4.93793333333,6.4476
541.75,9.88940000001,36.1633333333,35.4406666667,34.8484,4.159,5.2622,10.1545333333,9.71553333333,13.6168,28.8144666667,12.5966,4.9218,6.42713333333
542.09,9.87706666667,36.2612666667,35.5488,34.9424666667,4.18293333333,5.26486666667,10.139,9.71946666666,13.6217333333,28.8336666667,12.5946,4.94046666667,6.43853333333
542.43,9.89446666666,36.3918,35.6855333333,35.0607333333,4.2258,5.312,10.1697333333,9.75273333333,13.6093333333,28.848,12.6070666667,4.97253333334,6.45493333333
542.78,9.8958,36.4441333333,35.7457333333,35.1301333333,4.24653333333,5.34306666667,10.1751333333,9.75833333333,13.5765333333,28.8377333333,12.6054666667,5.0092,6.47153333333
543.12,9.86393333333,36.6072,35.8712,35.2855333333,4.25293333333,5.322,10.1592666667,9.73853333335,13.547,28.8941333333,12.6073333333,5.00726666667,6.47113333333
543.46,9.82173333333,36.6778,35.9047333333,35.3124666667,4.2748,5.33866666667,10.1520666667,9.73206666669,13.5016666667,28.8646666667,12.5780666667,5.02226666667,6.4616
543.81,9.78886666666,36.8045333333,35.9566666667,35.3672,4.29306666667,5.34253333333,10.1372,9.69466666666,13.4725333333,28.8571333333,12.5664,5.01686666666,6.46773333333
544.15,9.79359999999,37.0016666667,36.1254666667,35.5365333333,4.29466666667,5.35033333333,10.154,9.67426666668,13.4656,28.944,12.6259333333,5.025,6.45906666667
544.49,9.8484,37.1672666667,36.2958666667,35.6771333333,4.40126666667,5.44926666667,10.2373333333,9.74906666665,13.5182666667,29.0259333333,12.6751333333,5.102,6.502
544.84,9.88033333333,37.3118666667,36.4213333333,35.7869333333,4.429,5.49526666667,10.2686666667,9.75780000001,13.5385333333,29.0679333333,12.6882666667,5.1204,6.52606666667
545.18,9.84520000001,37.3918666667,36.473,35.8476,4.43313333333,5.49906666667,10.2294,9.74426666666,13.4908,29.0656666666,12.6380666667,5.1146,6.502
545.52,9.8904,37.4427333333,36.5563333333,35.9968666667,4.51106666667,5.54386666667,10.3016666667,9.75646666665,13.5036666667,29.1061333333,12.662,5.16766666667,6.54733333333
545.87,9.81626666667,37.4448,36.5443333333,36.0036,4.4504,5.47186666667,10.2316,9.65806666667,13.4157333333,29.0292666667,12.5900666667,5.1162,6.48333333333
546.21,9.72039999999,37.4636666667,36.5239333333,36.0367333333,4.4004,5.38853333333,10.1514666667,9.56119999999,13.3298666667,28.9944,12.4974666667,5.0598,6.4338
546.55,9.67233333334,37.5514666667,36.623,36.1293333333,4.36606666667,5.33473333333,10.0875333333,9.54833333333,13.2967333333,29.0136,12.4094,4.99913333333,6.39973333333
546.90,9.67793333334,37.5542,36.6396,36.0632666666,4.3638,5.3334,10.027,9.53306666666,13.2307333333,28.9210666667,12.3344,5.01353333333,6.39346666667
547.24,9.66633333334,37.6346666667,36.6846666667,36.1212666667,4.3714,5.34693333333,10.0057333333,9.49606666668,13.1783333333,28.9033333333,12.2924666667,5.01146666667,6.41326666667
547.58,9.73333333333,37.7028666667,36.7835333333,36.231,4.44093333333,5.416,10.0984,9.55353333333,13.1954666667,28.9267333333,12.3347333333,5.146,6.4906
547.92,9.79346666667,37.8204,36.9292666667,36.3512,4.52986666667,5.48146666667,10.1455333333,9.57673333335,13.1979333333,28.9030666667,12.3574666667,5.2146,6.57306666667
548.27,9.72873333334,37.831,36.9241333333,36.3806666667,4.4564,5.41326666667,10.0488,9.48920000001,13.0768666667,28.8090666667,12.2526,5.16846666667,6.54273333333
548.61,9.75259999999,37.8794,36.9672,36.4249333333,4.48973333333,5.423,10.0432,9.48086666667,13.0771333333,28.7386,12.2133333333,5.23846666667,6.56726666667
548.95,9.72406666666,38.0344,37.1342,36.55,4.4656,5.39,10.0483333333,9.44826666666,13.0598666667,28.7142,12.2078666667,5.23086666667,6.56046666667
549.29,9.75199999999,38.1913333333,37.2516666667,36.5978666667,4.46353333333,5.43546666667,10.0507333333,9.47813333332,13.0666666667,28.7084,12.2097333333,5.27886666667,6.59973333333
549.64,9.84700000001,38.2673333333,37.3298,36.6796666667,4.56766666667,5.53373333333,10.1186666667,9.54466666665,13.1428,28.8012666667,12.2519333333,5.3664,6.6728
549.98,9.93106666667,38.3314,37.3810666667,36.7506,4.6296,5.55846666667,10.1730666667,9.58113333333,13.1904666667,28.838,12.2452666666,5.39926666667,6.70426666667
550.32,9.94153333334,38.4291333333,37.4691333333,36.7974666667,4.68586666667,5.58593333333,10.2337333333,9.5784,13.2215333333,28.838,12.2781333333,5.44253333333,6.7276
550.66,9.97833333333,38.4275333334,37.4687333333,36.8550666667,4.73513333333,5.64166666667,10.3118666667,9.58873333332,13.2302666667,28.7878666667,12.288,5.50046666667,6.7762
551.01,10.1387333333,38.6299333333,37.6138,37.0129333334,4.87526666667,5.7564,10.4506666667,9.7378,13.3714666667,28.8554,12.3937333333,5.63786666667,6.90606666667
551.35,10.1427333333,38.6083333333,37.7412666667,37.0537333333,4.89053333334,5.76,10.3985333333,9.75933333333,13.3996,28.8516,12.3681333333,5.59346666667,6.88953333333
551.69,10.1574,38.7010666667,37.7496666667,37.101,4.87366666667,5.76886666667,10.3529333333,9.77773333333,13.402,28.8788666666,12.3263333333,5.57453333333,6.87613333333
552.03,10.2968666667,38.9592,37.9639333333,37.2784666667,5.05713333334,5.91786666667,10.5026666667,9.94413333334,13.5986,29.0734666667,12.4611333333,5.71093333333,7.02726666667
552.38,10.2885333333,38.9585333333,37.9486666667,37.3146666667,5.11393333333,5.958,10.4796666667,9.94686666667,13.5850666667,29.1117333333,12.4754,5.73653333333,7.06406666667
552.72,10.3588,39.0006,37.934,37.3654666666,5.19593333333,6.0386,10.5004666666,10.0113333333,13.6466666667,29.1407333333,12.4501333334,5.83513333333,7.1418
553.06,10.3738,39.0945333333,38.0947333333,37.5199333333,5.21546666667,6.00786666667,10.5035333333,10.0166,13.6297333333,29.1720666667,12.4468666667,5.863,7.15126666667
553.40,10.4542666667,39.2038,38.1752,37.5898666667,5.29546666667,6.08006666667,10.5526,10.0606666667,13.6540666667,29.1176,12.4771333333,5.90893333333,7.2264
553.74,10.517,39.3829333333,38.3486,37.7469333333,5.38826666667,6.20693333333,10.6476666667,10.1478,13.7362,29.1898,12.5534,6.03273333333,7.34966666667
554.09,10.6076,39.5506666667,38.4699333333,37.9407333333,5.4736,6.35173333333,10.7381333333,10.2299333333,13.8049333333,29.2931333333,12.6316666667,6.1308,7.46633333334
554.43,10.6344666667,39.7142,38.6218,38.0181333333,5.5108,6.3674,10.7448666667,10.2500666667,13.8174666667,29.327,12.6562,6.15986666667,7.4554
554.77,10.5691333333,39.7248666667,38.668,38.0746666667,5.45406666667,6.28866666667,10.6558666667,10.1422,13.7438666667,29.3020666667,12.5718,6.06373333333,7.3672
555.11,10.4385333333,39.7696666667,38.5629333333,38.0224,5.3206,6.15906666667,10.5612666666,9.99039999999,13.5940666667,29.1988666667,12.4466,5.94393333333,7.27633333333
555.45,10.3769333333,39.8245333333,38.6368666666,38.0752,5.32873333333,6.14586666667,10.5550666667,9.96426666666,13.5749333333,29.1569333333,12.3787333333,5.9408,7.2198
555.80,10.3098666667,39.7057333333,38.5600666667,38.0014,5.24666666667,6.08093333333,10.4775333333,9.85500000001,13.4542,29.0092,12.2728666667,5.9064,7.16133333334
556.14,10.3188666667,39.8026,38.7008666667,38.1248666667,5.25233333333,6.07313333333,10.5105333333,9.8754,13.4716,28.9681333333,12.2258,5.92793333333,7.14906666666
556.48,10.2616666667,39.847,38.7376,38.1514,5.18246666667,6.03526666667,10.4977333333,9.82873333333,13.4208,28.9276666667,12.2254,5.8664,7.1142
556.82,10.2444,39.8998666667,38.6710666666,38.0605333333,5.17293333333,6.04253333333,10.4681333333,9.75713333332,13.4318666667,28.8770666666,12.1634,5.84833333333,7.09493333333
557.16,10.2610666667,40.0729333333,38.8559333333,38.1892666667,5.1848,6.03153333333,10.4768,9.81180000001,13.4865333333,28.9074,12.1506,5.89606666667,7.13246666667
557.50,10.2280666667,40.1304,38.8825333333,38.2387333333,5.126,5.9526,10.3961333333,9.71359999999,13.4293333333,28.8404666667,12.0942,5.80866666667,7.0732
557.85,10.1911333333,40.1218666667,38.8744,38.1564666667,5.112,5.90226666667,10.3536,9.68546666667,13.3559333333,28.6984,12.0542,5.80426666667,7.046
558.19,10.1188666667,40.0798666667,38.8432,38.1171333333,5.085,5.87586666667,10.3087333333,9.65513333335,13.3182666667,28.6504666667,12.0017333333,5.76133333333,7.02813333333
558.53,10.1220666667,40.1174666667,38.8520666667,38.1895333333,5.11373333333,5.93153333333,10.3344666667,9.634,13.2866666666,28.6007333333,11.9988666667,5.79613333333,7.06433333333
558.87,10.2,40.1864,38.9625333333,38.286,5.21713333333,6.0262,10.4044,9.69926666668,13.3573333333,28.5806,12.0238,5.9164,7.0862
559.21,10.2478,40.1901333333,38.985,38.2469333333,5.255,6.02593333333,10.3930666667,9.7432,13.3886666667,28.5441333333,12.0174666667,5.9376,7.1982
559.55,10.2809333334,40.3540666667,39.1394666667,38.3670666667,5.2548,6.08386666667,10.4168666666,9.76533333332,13.3915333333,28.5628,12.0527333333,5.99146666667,7.21946666667
559.89,10.3468666667,40.4042,39.1752666667,38.3478666667,5.28786666667,6.16146666667,10.4999333333,9.81939999998,13.4165333333,28.5789333334,12.063,6.05006666667,7.28906666667
560.23,10.448,40.5726666667,39.4066,38.5314,5.39226666667,6.22766666667,10.5385333333,9.86486666668,13.4728666666,28.7079333333,12.0902666667,6.11473333333,7.34306666667
560.58,10.3702666667,40.4587333333,39.3464,38.4535333333,5.33126666667,6.17673333333,10.4898,9.79773333335,13.3629333333,28.5834,11.9965333333,6.01006666667,7.26426666667
560.92,10.262,40.3898666667,39.2465333333,38.3723333333,5.23926666667,6.12226666667,10.3974,9.69986666667,13.1919333333,28.5150666667,11.9044666667,5.8984,7.17446666667
561.26,10.3147333333,40.4539333333,39.2825333333,38.4445333333,5.36166666667,6.26533333333,10.5023333333,9.84626666666,13.2630666667,28.537,12.0196,6.06626666667,7.2716
561.60,10.2782,40.4420666667,39.2930666667,38.4789333333,5.28326666667,6.21266666667,10.4333333333,9.77153333333,13.1898,28.5288,11.9558,5.96986666667,7.2126
561.94,10.2006,40.5202666667,39.3814,38.5643333333,5.1796,6.0964,10.3372666667,9.66713333333,13.1260666666,28.5078,11.9006666667,5.86,7.09286666666
562.28,10.0475333333,40.3125333334,39.2054666667,38.3192,5.0866,6.04593333333,10.2256,9.58726666667,13.0119333333,28.3080666667,11.8028,5.80646666667,7.0012
562.62,10.0088,40.3813333333,39.1716666667,38.3334,5.0728,6.032,10.214,9.57493333333,12.9651333333,28.326,11.7539333333,5.757,6.9826
562.96,9.94646666668,40.4440666667,39.2162,38.4062666667,5.04553333333,6.0058,10.2487333333,9.49966666666,12.9284,28.2994,11.7237333333,5.73686666667,6.93853333333
563.30,9.85859999999,40.3439333333,39.1091333334,38.317,5.03933333334,5.9358,10.1927333333,9.43613333333,12.8624,28.1356666667,11.6331333333,5.69593333333,6.89066666667
563.64,9.78153333334,40.2578,38.9365333333,38.2569333333,5.0272,5.93526666667,10.0994666667,9.36239999999,12.7839333333,27.9964,11.5944666667,5.63826666667,6.87686666667
563.99,9.64960000001,40.0766666667,38.7365333333,38.1151333333,4.94866666667,5.88353333333,10.0383333333,9.28813333333,12.6804,27.8,11.5236,5.58393333333,6.84873333333
564.33,9.70986666667,40.1796,38.8274666667,38.2498666666,5.0666,5.98593333333,10.1106666667,9.3614,12.7690666666,27.862,11.5926,5.69386666667,6.9682
564.67,9.76266666667,40.2297333333,38.8784,38.3379333333,5.12793333334,6.1132,10.1745333333,9.41106666665,12.8873333333,27.9272666667,11.6645333333,5.8126,7.05106666667
565.01,9.71093333333,40.1712,38.8414666667,38.2132,5.0332,6.05766666667,10.0959333333,9.32746666667,12.8249333333,27.8727333333,11.5338,5.7026,6.9666
565.35,9.6926,40.2255333333,38.9326666667,38.3039333333,5.06053333334,6.0874,10.0703333333,9.31993333334,12.8287333333,27.89,11.542,5.745,6.9784
565.69,9.7512,40.2638666667,38.9733333333,38.3932666667,5.16633333333,6.274,10.19,9.41359999999,12.8682,27.9332,11.5766666667,5.84266666666,7.10553333333
566.03,9.8586,40.5727333333,39.2020666667,38.5944666667,5.25,6.3442,10.3192666667,9.53873333335,12.9623333333,28.0884666667,11.6539333333,5.93833333333,7.2082
566.37,9.82199999999,40.6226666667,39.2458666667,38.6084,5.20433333333,6.33673333333,10.2822,9.50319999999,12.9066666667,28.0024,11.6167333334,5.91746666667,7.22726666667
566.71,9.791,40.6273333333,39.2006666667,38.5870666667,5.1918,6.3438,10.2376,9.5298,12.8533333333,27.9299333333,11.5713333333,5.93033333333,7.2272
567.05,9.89953333334,40.7128,39.2822,38.7195333333,5.287,6.4534,10.3346666667,9.65793333333,12.9614666667,28.0301333333,11.6449333333,6.03073333333,7.36453333333
567.39,9.83440000001,40.7447333333,39.3516666667,38.7683333333,5.284,6.39813333334,10.3179333333,9.61586666667,12.9287333333,27.9969333333,11.597,6.00093333333,7.34486666667
567.73,9.81133333332,40.7888,39.3852666667,38.8328,5.28753333333,6.3902,10.2782,9.55253333332,12.8953333333,27.9892,11.5313333333,5.94233333333,7.33926666667
568.07,9.69166666667,40.6906,39.3463333333,38.7768,5.149,6.278,10.1489333333,9.4648,12.7560666666,27.8326666667,11.4130666667,5.87533333333,7.25526666667
568.41,9.71306666666,40.729,39.3918,38.8156666667,5.14006666667,6.23453333333,10.1518,9.46240000001,12.7109333333,27.7404,11.3734666667,5.8062,7.26726666667
568.75,9.54286666667,40.7702,39.4450666667,38.8886666667,5.02246666667,6.09093333333,10.0304,9.32626666666,12.5579333333,27.6302,11.2262,5.69146666667,7.1504
569.09,9.45826666666,40.7001333333,39.3154,38.7795333333,4.97126666667,6.03253333334,9.96186666667,9.28359999999,12.5074666667,27.4690666667,11.0995333333,5.62733333333,7.15206666667
569.43,9.48033333334,40.7467333333,39.2916666667,38.7656666667,5.00253333333,6.0148,9.94339999999,9.31213333334,12.5084,27.3774,11.0943333334,5.6582,7.15413333333
569.77,9.40873333333,40.578,39.1164666667,38.588,4.96826666667,5.98666666667,9.84546666666,9.21446666667,12.4526,27.1512,10.9785333333,5.61053333333,7.13473333333
570.11,9.36953333333,40.4951333333,39.1506666667,38.5882666667,4.9488,5.99373333333,9.8346,9.18899999999,12.4478666667,27.0908,10.9514666667,5.62453333333,7.0784
570.45,9.42613333333,40.5212666667,39.1550666667,38.5984,4.93746666667,6.0572,9.85286666666,9.17706666667,12.4468,27.0542,10.9749333333,5.63893333333,7.09826666667
570.79,9.26340000001,40.4486,39.0374,38.5075333333,4.7792,5.91013333333,9.68306666667,9.03080000001,12.2640666667,26.8546666667,10.8214,5.46286666667,6.9466
571.13,9.2986,40.5496666667,39.1398,38.5733333333,4.78286666667,5.93406666667,9.70046666667,9.05813333334,12.2652666667,26.8663333333,10.8275333333,5.48306666667,7.00346666667
571.47,9.42506666666,40.7582,39.2919333333,38.6936666667,4.90193333333,6.08146666667,9.84173333333,9.22680000001,12.3816666666,26.9855333333,10.9595333334,5.65886666667,7.10253333333
571.81,9.5798,40.9923333333,39.4848,38.8437333333,5.0654,6.2762,9.97273333334,9.40046666667,12.5452666667,27.1130666666,11.0944,5.76933333333,7.26386666667
572.15,9.46406666666,40.9998,39.4346,38.7865333333,4.9976,6.2652,9.90440000001,9.34373333334,12.4681333333,27.0314,11.041,5.76366666667,7.21446666667
572.49,9.52773333334,40.988,39.3456666667,38.7358,5.08873333333,6.3728,9.99239999999,9.43053333332,12.4857333333,26.9580666667,11.1138666667,5.8402,7.32453333333
572.83,9.52593333334,40.9823333334,39.3692,38.7538666667,5.12386666667,6.4132,10.0328,9.43933333333,12.4574,26.891,11.1247333333,5.89813333333,7.34066666667
573.17,9.47346666667,40.9733333333,39.3799333333,38.7574666667,5.1154,6.4034,10.0291333333,9.43013333333,12.4488666667,26.8164,11.1124666667,5.8968,7.38633333333
573.51,9.53019999999,41.0999333333,39.5296,38.9213333333,5.19306666667,6.50513333334,10.1079333333,9.47959999999,12.4881333333,26.9084,11.17,5.94406666667,7.453
573.85,9.60286666666,41.1885333333,39.5512666667,38.9266666667,5.26213333333,6.5622,10.1346666667,9.49120000001,12.5176666667,26.8779333333,11.202,5.9994,7.56773333333
574.19,9.58093333333,41.2681333333,39.671,38.9878,5.33626666667,6.61013333333,10.1824666667,9.52340000001,12.5744,26.9344666667,11.22,6.01946666667,7.65746666667
574.53,9.66106666667,41.3150666667,39.7027333333,38.9809333333,5.41086666667,6.70673333333,10.2553333333,9.55899999999,12.6125333333,26.8973333333,11.2842,6.11346666667,7.76473333333
574.87,9.67846666667,41.3500666667,39.7116,38.9679333333,5.44426666667,6.75993333333,10.2492,9.59740000001,12.5980666667,26.8605333333,11.3206,6.11686666667,7.75033333333
575.21,9.6362,41.3866,39.6778666667,38.9839333333,5.41186666667,6.75006666667,10.2219333333,9.59893333333,12.5410666667,26.7288666667,11.29,6.09466666666,7.75733333333
575.55,9.5384,41.3631333333,39.6258,39.0072,5.34133333333,6.7072,10.1872666667,9.5158,12.4570666667,26.6806666667,11.2266,6.06086666667,7.70746666667
575.89,9.52046666667,41.4668,39.7086666667,39.0758,5.35953333333,6.71306666667,10.2178666667,9.53473333333,12.4466,26.6485333333,11.222,6.0762,7.69653333333
576.22,9.55286666667,41.5571333333,39.7854,39.1662,5.3876,6.77073333333,10.2128666667,9.55146666667,12.5088,26.6508,11.2441333333,6.1028,7.76406666666
576.56,9.5944,41.6092666667,39.7937333333,39.1440666667,5.3796,6.77173333333,10.2047333333,9.54293333335,12.5031333333,26.6302666667,11.2549333333,6.06426666667,7.75573333334
576.90,9.606,41.6912,39.8726666667,39.2118666667,5.33826666667,6.81766666667,10.1876666667,9.52153333333,12.4773333333,26.6638666667,11.1988,6.08353333333,7.761
577.24,9.56066666667,41.7515333333,39.9002,39.204,5.24026666667,6.72673333333,10.0798666667,9.50933333334,12.4248,26.6138666667,11.114,6.02053333333,7.6936
577.58,9.481,41.7744666667,39.8182666667,39.1758666667,5.1634,6.64453333333,9.97526666667,9.48393333333,12.3140666667,26.5522666667,10.9958,5.93173333333,7.6242
577.92,9.51753333333,41.8392666667,39.8886,39.2413333334,5.18993333333,6.66066666667,9.95406666666,9.51906666667,12.2811333333,26.4907333333,10.9806666667,5.97573333333,7.60906666667
578.26,9.48899999999,42.0390666667,40.0898666667,39.4240666667,5.26706666667,6.70393333333,9.96906666667,9.55713333333,12.3332,26.6248,10.9924666667,5.9854,7.639
578.60,9.45793333333,42.0446,40.0999333333,39.4928666667,5.23853333334,6.73166666667,9.99686666667,9.54026666667,12.3395333333,26.6098,10.9034,6.0026,7.67466666667
578.94,9.45380000001,42.0086,40.1926,39.4741333333,5.23266666667,6.72326666667,9.93280000001,9.48773333333,12.3202,26.5582,10.8747333333,5.95273333333,7.7026
579.28,9.39613333333,41.9446666667,40.1185333333,39.3928666667,5.2024,6.63713333333,9.85506666667,9.45199999999,12.2341333333,26.4116,10.8127333333,5.9478,7.65046666667
579.61,9.37820000001,41.854,40.01,39.3713333333,5.1588,6.60473333333,9.76920000001,9.37493333334,12.2,26.2722,10.7338,5.86426666667,7.65286666667
579.95,9.35166666667,41.8155333333,40.0374666667,39.4264666667,5.09613333333,6.50666666667,9.7328,9.3176,12.1625333333,26.2429333333,10.6978,5.82773333333,7.611
580.29,9.28319999999,41.9282666667,40.0796666667,39.5486,5.0688,6.51453333333,9.74486666667,9.31093333333,12.166,26.2584666666,10.6856666667,5.8608,7.64906666667
580.63,9.22466666667,41.9197333333,40.0316,39.4931333333,5.0826,6.45333333333,9.64773333333,9.22620000001,12.141,26.1369333333,10.6914666667,5.78553333333,7.57226666667
580.97,9.1536,41.8814666667,40.0106,39.5834,5.12926666667,6.47946666667,9.65493333333,9.15359999999,12.0713333333,26.0559333333,10.6962666667,5.8124,7.5756
581.31,9.29093333333,42.0364,40.2654666667,39.8520666667,5.30546666667,6.65606666667,9.87339999999,9.30160000001,12.2554,26.2124,10.8766,6.0378,7.7766
581.65,9.28066666667,41.9663333333,40.0733333333,39.7566666667,5.33,6.66673333333,9.89626666666,9.30046666666,12.3029333333,26.0995333333,10.9267333333,6.1102,7.81546666667
581.98,9.24973333333,41.9984666667,40.0558666667,39.8124666667,5.25793333333,6.6666,9.93506666667,9.28206666666,12.3359333333,26.0732,10.9379333333,6.12913333333,7.803
582.32,9.198,42.1004,40.1581333334,39.8272,5.232,6.634,9.90726666667,9.26346666666,12.3368,25.9793333333,10.9512,6.15746666667,7.79046666667
582.66,9.02906666666,42.019,40.1066,39.7832,5.05746666667,6.5472,9.7916,9.13746666667,12.2880666667,25.8473333333,10.7357333333,6.07153333333,7.60353333333
583.00,8.96780000001,42.0493333333,40.1017333333,39.8037333333,5.00413333333,6.5666,9.77493333333,9.09573333334,12.2393333333,25.702,10.6580666667,5.9872,7.5368
583.34,8.86893333334,42.0159333333,40.0614666667,39.7389333333,4.953,6.49133333333,9.74733333334,9.00713333332,12.1528666667,25.7025333333,10.6182666667,6.00286666667,7.49286666667
