wavelength,Back_TanPerm,Belly_TanPerm,Breast_TanPerm,Crissum_TanPerm,Crown_TanPerm,DorTail_TanPerm,Patch10_TanPerm,Patch11_TanPerm,Rump_TanPerm,Throat_TanPerm,WingTip_TanPerm
372.92,4.695,21.9456666667,6.198,8.248,4.83,4.5165,4.06633333333,7.603,13.876,9.56266666667,8.101
373.28,4.694,22.0583333333,6.30866666667,8.227,4.857,4.5345,4.03366666667,7.648,13.9563333333,9.58833333333,8.07066666667
373.64,4.661,22.16,6.375,8.20433333333,4.87333333333,4.5375,4.043,7.63033333333,13.9146666667,9.61266666667,8.03266666667
374.00,4.64433333333,22.1226666667,6.40466666667,8.14633333333,4.85533333333,4.4655,4.05766666667,7.581,13.9423333333,9.61166666667,8.06866666667
374.37,4.75566666667,22.272,6.42633333333,8.187,4.91033333333,4.4695,4.11833333333,7.62733333333,14.001,9.734,8.09433333333
374.73,4.85433333333,22.5413333333,6.647,8.32,5.01033333333,4.6295,4.197,7.794,14.0986666667,9.83766666667,8.195
375.09,4.917,22.566,6.68366666667,8.342,5.06466666667,4.685,4.261,7.81533333333,14.1163333333,9.86433333333,8.21566666667
375.45,4.97933333333,22.5923333333,6.72733333333,8.36366666667,5.15033333333,4.851,4.30566666667,7.77866666667,14.217,9.88466666667,8.23966666667
375.81,4.92866666667,22.5993333333,6.73133333333,8.32133333333,5.10833333333,4.8635,4.31633333333,7.72366666667,14.2633333333,10.0053333333,8.32733333333
376.18,4.97233333333,22.785,6.78266666667,8.405,5.16633333333,4.9955,4.44333333333,7.77333333333,14.3083333333,10.1956666667,8.431
376.54,5.03066666667,22.8503333333,6.78766666667,8.413,5.19266666667,5.0865,4.47166666667,7.793,14.3596666667,10.2313333333,8.53033333333
376.90,5.11633333333,22.9,6.788,8.402,5.25633333333,5.1875,4.48533333333,7.79,14.402,10.2083333333,8.59166666667
377.26,5.18466666667,22.9373333333,6.81,8.51133333333,5.252,5.2295,4.606,7.843,14.456,10.2423333333,8.65966666667
377.63,5.203,22.9113333333,6.83033333333,8.47433333333,5.22966666667,5.203,4.59466666667,7.80433333333,14.464,10.2726666667,8.717
377.99,5.208,23.0016666667,6.797,8.521,5.21333333333,5.262,4.59033333333,7.79733333333,14.391,10.3206666667,8.666
378.35,5.115,22.933,6.79033333333,8.521,5.16966666667,5.2265,4.54533333333,7.74733333333,14.428,10.238,8.64366666667
378.71,5.00833333333,22.8933333333,6.69433333333,8.44233333333,5.107,5.1745,4.46033333333,7.65,14.3936666667,10.1363333333,8.62933333333
379.07,4.936,22.8606666667,6.64966666667,8.39933333333,5.055,5.0705,4.39,7.61533333333,14.3503333333,10.0403333333,8.56733333333
379.44,4.895,22.91,6.62866666667,8.40566666667,4.988,4.9905,4.40433333333,7.551,14.285,10.0096666667,8.45233333333
379.80,4.94833333333,23.0416666667,6.706,8.44633333333,5.05333333333,5.039,4.44433333333,7.647,14.343,10.0426666667,8.43333333333
380.16,4.976,23.0236666667,6.766,8.48666666667,5.012,5.0495,4.44133333333,7.707,14.3806666667,9.934,8.33733333333
380.52,4.97066666667,23.0353333333,6.833,8.52066666667,5.05533333333,5.0705,4.46033333333,7.75366666667,14.453,9.91333333333,8.29766666667
380.88,4.87333333333,23.0353333333,6.856,8.52233333333,4.91666666667,4.914,4.363,7.70333333333,14.4746666667,9.844,8.22633333333
381.24,4.755,22.9973333333,6.779,8.345,4.77533333333,4.8145,4.22033333333,7.58766666667,14.3816666667,9.73566666667,8.155
381.61,4.70766666667,23.1083333333,6.72633333333,8.291,4.72766666667,4.774,4.19566666667,7.57666666667,14.328,9.70066666667,8.06566666667
381.97,4.69033333333,23.045,6.72433333333,8.215,4.67533333333,4.714,4.157,7.56033333333,14.329,9.62866666667,7.992
382.33,4.76,23.2383333333,6.73566666667,8.28066666667,4.70633333333,4.764,4.22466666667,7.61333333333,14.332,9.738,7.94333333333
382.69,4.78066666667,23.3206666667,6.71433333333,8.32966666667,4.69666666667,4.774,4.24566666667,7.64033333333,14.3543333333,9.78833333333,7.886
383.05,4.786,23.402,6.66533333333,8.29733333333,4.66033333333,4.7275,4.17233333333,7.63366666667,14.3153333333,9.74366666667,7.82133333333
383.41,4.71233333333,23.4226666667,6.59066666667,8.24333333333,4.62533333333,4.638,4.08766666667,7.59333333333,14.2943333333,9.74633333333,7.828
383.77,4.676,23.3673333333,6.549,8.188,4.57,4.601,4.02566666667,7.50766666667,14.2533333333,9.68133333333,7.79
384.14,4.67133333333,23.4103333333,6.52866666667,8.13366666667,4.58233333333,4.5315,4.01566666667,7.48466666667,14.1956666667,9.72033333333,7.78266666667
384.50,4.60466666667,23.4873333333,6.499,8.086,4.57766666667,4.469,4.01466666667,7.44733333333,14.166,9.77866666667,7.76133333333
384.86,4.65233333333,23.5906666667,6.509,8.045,4.65233333333,4.5585,4.09066666667,7.45933333333,14.165,9.89933333333,7.75966666667
385.22,4.714,23.703,6.59266666667,8.14666666667,4.70966666667,4.5865,4.11166666667,7.53333333333,14.2463333333,9.936,7.76033333333
385.58,4.76533333333,23.7146666667,6.64466666667,8.21833333333,4.75033333333,4.6265,4.19633333333,7.63833333333,14.313,9.98733333333,7.73266666667
385.94,4.771,23.898,6.68633333333,8.294,4.78166666667,4.6585,4.258,7.73133333333,14.446,10.0766666667,7.78733333333
386.30,4.68633333333,23.8823333333,6.67933333333,8.221,4.70733333333,4.6185,4.196,7.80133333333,14.4823333333,10.023,7.761
386.66,4.70233333333,23.924,6.75166666667,8.21766666667,4.74466666667,4.636,4.23133333333,7.846,14.494,10.0236666667,7.7
387.03,4.762,23.939,6.79833333333,8.25033333333,4.76233333333,4.681,4.31066666667,7.88733333333,14.511,10.1333333333,7.74233333333
387.39,4.87866666667,24.1093333333,6.85866666667,8.288,4.80966666667,4.804,4.35,7.98466666667,14.6663333333,10.2453333333,7.83433333333
387.75,4.91366666667,24.1863333333,6.88433333333,8.29233333333,4.78633333333,4.868,4.37533333333,8.08366666667,14.68,10.3233333333,7.86433333333
388.11,4.95666666667,24.2743333333,6.97166666667,8.33133333333,4.78666666667,4.8975,4.36966666667,8.13466666667,14.722,10.3316666667,7.981
388.47,5.061,24.4076666667,7.085,8.40566666667,4.853,4.9485,4.44,8.30466666667,14.8116666667,10.4006666667,8.07133333333
388.83,5.063,24.4923333333,7.18933333333,8.50966666667,4.89733333333,4.9575,4.486,8.42933333333,14.913,10.4513333333,8.168
389.19,5.07466666667,24.6046666667,7.215,8.51166666667,4.896,4.9825,4.53566666667,8.48733333333,14.9296666667,10.522,8.17133333333
389.55,5.055,24.6556666667,7.215,8.52133333333,4.85266666667,5.01,4.508,8.517,14.9746666667,10.551,8.18633333333
389.91,5.06666666667,24.6963333333,7.255,8.51466666667,4.79866666667,5.0005,4.45966666667,8.556,14.991,10.5396666667,8.19733333333
390.27,5.08,24.759,7.30233333333,8.551,4.80733333333,5.014,4.478,8.55333333333,14.9923333333,10.5203333333,8.22966666667
390.63,5.075,24.8346666667,7.298,8.57933333333,4.83533333333,5.0435,4.51133333333,8.58733333333,15.043,10.6046666667,8.332
391.00,5.01,24.8833333333,7.321,8.548,4.781,5.0515,4.48166666667,8.55933333333,15.089,10.5866666667,8.29833333333
391.36,4.96166666667,24.8033333333,7.33233333333,8.539,4.77666666667,4.976,4.46233333333,8.60633333333,15.024,10.5296666667,8.25466666667
391.72,4.88566666667,24.8706666667,7.30733333333,8.54033333333,4.77833333333,4.9235,4.44333333333,8.59566666667,15.0273333333,10.5066666667,8.25066666667
392.08,4.832,24.9126666667,7.22466666667,8.47133333333,4.719,4.918,4.39066666667,8.55166666667,14.9663333333,10.5283333333,8.158
392.44,4.76033333333,24.911,7.14466666667,8.451,4.62533333333,4.8625,4.327,8.433,14.8896666667,10.476,8.10033333333
392.80,4.792,24.9606666667,7.12033333333,8.49733333333,4.56,4.865,4.31566666667,8.46366666667,14.904,10.4546666667,8.014
393.16,4.80366666667,25.025,7.234,8.51,4.598,4.911,4.36066666667,8.51566666667,14.9976666667,10.538,8.11833333333
393.52,4.87233333333,25.145,7.35266666667,8.544,4.667,4.969,4.403,8.583,15.123,10.6453333333,8.23766666667
393.88,4.90666666667,25.2103333333,7.42866666667,8.56166666667,4.71666666667,5.029,4.484,8.579,15.104,10.6946666667,8.26833333333
394.24,4.92266666667,25.253,7.452,8.57666666667,4.698,5.0575,4.48566666667,8.60133333333,15.1253333333,10.7613333333,8.314
394.60,4.90866666667,25.2903333333,7.47566666667,8.56566666667,4.625,4.9975,4.44366666667,8.57633333333,15.1246666667,10.7926666667,8.287
394.96,4.86233333333,25.3543333333,7.45766666667,8.57433333333,4.63033333333,4.9335,4.366,8.55466666667,15.1633333333,10.7846666667,8.29
395.32,4.87733333333,25.4976666667,7.52866666667,8.63766666667,4.68066666667,5.0215,4.41,8.56166666667,15.2426666667,10.8713333333,8.33033333333
395.68,4.95766666667,25.5896666667,7.64133333333,8.698,4.70533333333,5.0945,4.46966666667,8.63433333333,15.3263333333,10.9213333333,8.29233333333
396.04,4.93466666667,25.632,7.771,8.75233333333,4.77233333333,5.149,4.52966666667,8.71366666667,15.472,10.9496666667,8.26066666667
396.40,4.931,25.7016666667,7.855,8.74666666667,4.79533333333,5.2025,4.554,8.73766666667,15.557,11.0313333333,8.23366666667
396.76,4.97866666667,25.818,7.96666666667,8.77933333333,4.945,5.318,4.645,8.811,15.6723333333,11.0996666667,8.36366666667
397.12,5.00533333333,25.8766666667,8.004,8.88766666667,4.99066666667,5.389,4.658,8.86333333333,15.6903333333,11.1243333333,8.34233333333
397.48,4.978,25.8956666667,7.99466666667,8.916,4.99633333333,5.383,4.64866666667,8.862,15.692,11.1106666667,8.23166666667
397.84,4.966,25.9933333333,7.98966666667,8.888,5.011,5.3785,4.613,8.87133333333,15.77,11.1086666667,8.21766666667
398.20,5.00733333333,26.0956666667,8.04866666667,8.947,5.07266666667,5.402,4.64466666667,8.923,15.811,11.153,8.22366666667
398.56,5.039,26.245,8.123,8.971,5.07233333333,5.433,4.69766666667,9.017,15.8736666667,11.1593333333,8.23633333333
398.92,5.12733333333,26.318,8.19833333333,9.03433333333,5.11966666667,5.534,4.77433333333,9.18933333333,15.9166666667,11.2526666667,8.263
399.28,5.081,26.328,8.15066666667,8.94266666667,5.068,5.4885,4.70133333333,9.21166666667,15.8683333333,11.1873333333,8.17066666667
399.64,5.01633333333,26.339,8.10933333333,8.88266666667,4.99233333333,5.414,4.645,9.158,15.8456666667,11.2113333333,8.16633333333
400.00,5.068,26.2823333333,8.089,8.847,4.93233333333,5.358,4.63,9.164,15.8043333333,11.1773333333,8.18766666667
400.36,5.07733333333,26.2693333333,8.11566666667,8.86,4.892,5.3405,4.60466666667,9.233,15.8283333333,11.1633333333,8.21766666667
400.72,5.06066666667,26.3046666667,8.10633333333,8.823,4.81433333333,5.304,4.51933333333,9.23033333333,15.7776666667,11.2203333333,8.24033333333
401.08,5.06833333333,26.326,8.074,8.75133333333,4.784,5.257,4.50833333333,9.283,15.7696666667,11.2053333333,8.218
401.44,5.09166666667,26.3833333333,8.113,8.721,4.75433333333,5.2565,4.537,9.356,15.7633333333,11.2246666667,8.24633333333
401.80,5.04666666667,26.406,8.194,8.75533333333,4.717,5.234,4.566,9.401,15.8193333333,11.2483333333,8.28
402.16,4.95066666667,26.3733333333,8.19966666667,8.674,4.63433333333,5.237,4.51566666667,9.38433333333,15.7996666667,11.2336666667,8.205
402.52,4.945,26.3183333333,8.18533333333,8.69466666667,4.636,5.216,4.47266666667,9.43466666667,15.8106666667,11.251,8.17666666667
402.88,4.977,26.4266666667,8.28666666667,8.748,4.669,5.1995,4.527,9.48733333333,15.887,11.2856666667,8.18933333333
403.24,4.97866666667,26.4716666667,8.38466666667,8.82566666667,4.69,5.203,4.58733333333,9.569,15.9423333333,11.342,8.242
403.60,4.99766666667,26.525,8.47866666667,8.90166666667,4.75333333333,5.231,4.63233333333,9.66466666667,15.9843333333,11.3723333333,8.25133333333
403.95,5.01166666667,26.6246666667,8.52433333333,8.992,4.81166666667,5.2685,4.66966666667,9.80666666667,16.0353333333,11.4866666667,8.27666666667
404.31,5.045,26.6396666667,8.573,8.99133333333,4.832,5.3325,4.73466666667,9.85033333333,16.0043333333,11.4926666667,8.227
404.67,5.01033333333,26.6413333333,8.59766666667,8.988,4.80966666667,5.315,4.767,9.839,16.0113333333,11.4696666667,8.15133333333
405.03,4.97366666667,26.6803333333,8.64033333333,8.99366666667,4.798,5.315,4.78033333333,9.82933333333,16.086,11.518,8.10366666667
405.39,4.96933333333,26.6986666667,8.68866666667,9.02533333333,4.81466666667,5.314,4.786,9.86633333333,16.1473333333,11.51,8.08433333333
405.75,5.03933333333,26.7536666667,8.709,9.07333333333,4.85933333333,5.3785,4.83633333333,9.95966666667,16.1933333333,11.622,8.06633333333
406.11,5.17566666667,26.888,8.83533333333,9.19833333333,4.95533333333,5.4075,4.91766666667,10.1006666667,16.347,11.7346666667,8.11533333333
406.47,5.22333333333,26.9873333333,8.99,9.269,5.02833333333,5.4595,5.02966666667,10.1736666667,16.4383333333,11.8146666667,8.21133333333
406.83,5.19866666667,26.9963333333,8.99133333333,9.24533333333,4.98,5.4585,5.03666666667,10.1526666667,16.4203333333,11.814,8.18866666667
407.19,5.25333333333,27.0873333333,9.02066666667,9.24566666667,4.974,5.4635,5.063,10.161,16.4586666667,11.8583333333,8.14633333333
407.55,5.30866666667,27.1796666667,9.06866666667,9.26366666667,4.99166666667,5.5235,5.08866666667,10.2286666667,16.5113333333,11.9106666667,8.14766666667
407.90,5.28033333333,27.2543333333,9.12933333333,9.26033333333,4.951,5.56,5.11833333333,10.1956666667,16.5613333333,11.9213333333,8.16166666667
408.26,5.26566666667,27.3583333333,9.19266666667,9.28233333333,4.95033333333,5.5655,5.16,10.276,16.644,11.9736666667,8.18866666667
408.62,5.23433333333,27.3393333333,9.21533333333,9.25766666667,4.885,5.5,5.13933333333,10.326,16.6116666667,11.927,8.09466666667
408.98,5.24933333333,27.4466666667,9.29333333333,9.30066666667,4.918,5.5195,5.19933333333,10.4146666667,16.635,11.9886666667,8.16266666667
409.34,5.27033333333,27.5366666667,9.351,9.338,4.93366666667,5.569,5.231,10.472,16.6543333333,12.0963333333,8.19366666667
409.70,5.24566666667,27.6033333333,9.41733333333,9.374,4.93433333333,5.5615,5.244,10.529,16.668,12.07,8.18066666667
410.06,5.19766666667,27.6676666667,9.46,9.386,4.92933333333,5.574,5.30533333333,10.588,16.6853333333,12.0713333333,8.19366666667
410.42,5.14466666667,27.7106666667,9.40233333333,9.30966666667,4.85833333333,5.56,5.24366666667,10.6026666667,16.6503333333,12.0406666667,8.08433333333
410.77,5.149,27.7313333333,9.46966666667,9.32566666667,4.85733333333,5.567,5.29166666667,10.6656666667,16.677,12.0676666667,8.076
411.13,5.083,27.719,9.45966666667,9.3,4.77866666667,5.539,5.23233333333,10.6716666667,16.6866666667,12.056,8.05233333333
411.49,5.08366666667,27.7776666667,9.549,9.33933333333,4.75966666667,5.526,5.30866666667,10.7246666667,16.7423333333,12.064,8.07
411.85,5.12933333333,27.881,9.58966666667,9.34766666667,4.77,5.5125,5.351,10.799,16.767,12.0943333333,7.996
412.21,5.14333333333,27.926,9.634,9.383,4.767,5.51,5.38266666667,10.835,16.797,12.147,7.99666666667
412.57,5.222,28.0883333333,9.775,9.5,4.88133333333,5.645,5.52866666667,10.963,16.959,12.2986666667,8.12433333333
412.92,5.22366666667,28.1846666667,9.804,9.57233333333,4.87266666667,5.678,5.562,10.992,16.9916666667,12.3203333333,8.10433333333
413.28,5.18666666667,28.188,9.84133333333,9.59366666667,4.86466666667,5.68,5.59833333333,11.021,17.035,12.3233333333,8.093
413.64,5.13,28.165,9.88466666667,9.56233333333,4.812,5.6585,5.60033333333,11.0133333333,17.0063333333,12.3176666667,8.055
414.00,5.07066666667,28.114,9.84833333333,9.491,4.74066666667,5.6025,5.55033333333,10.9656666667,16.983,12.274,7.99566666667
414.36,5.05733333333,28.1546666667,9.939,9.53866666667,4.77133333333,5.6365,5.59366666667,11.0316666667,17.0653333333,12.3386666667,8.011
414.72,5.05533333333,28.238,10.011,9.58133333333,4.81433333333,5.685,5.65533333333,11.1293333333,17.1556666667,12.397,8.02366666667
415.07,5.10333333333,28.328,10.099,9.63933333333,4.87033333333,5.741,5.792,11.2943333333,17.2063333333,12.4776666667,8.06666666667
415.43,5.08166666667,28.3913333333,10.1243333333,9.63666666667,4.84933333333,5.773,5.78033333333,11.3793333333,17.289,12.5376666667,8.09833333333
415.79,5.07433333333,28.4633333333,10.2296666667,9.70133333333,4.88033333333,5.839,5.841,11.4916666667,17.3886666667,12.5953333333,8.13733333333
416.15,5.072,28.4486666667,10.2616666667,9.69766666667,4.88333333333,5.8455,5.86933333333,11.5953333333,17.4366666667,12.5766666667,8.13766666667
416.51,5.08,28.4373333333,10.285,9.69966666667,4.81933333333,5.82,5.83433333333,11.609,17.4346666667,12.5793333333,8.10433333333
416.86,5.10333333333,28.4036666667,10.3756666667,9.68933333333,4.83966666667,5.8125,5.88766666667,11.703,17.5016666667,12.6063333333,8.07833333333
417.22,5.13,28.4046666667,10.437,9.71033333333,4.79833333333,5.8295,5.90666666667,11.7663333333,17.513,12.599,8.039
417.58,5.14766666667,28.4456666667,10.4613333333,9.71766666667,4.816,5.85,5.95,11.8633333333,17.5803333333,12.622,8.07933333333
417.94,5.195,28.4753333333,10.5286666667,9.762,4.85633333333,5.919,6.03166666667,11.985,17.6203333333,12.7036666667,8.12433333333
418.29,5.21733333333,28.4206666667,10.5543333333,9.777,4.85133333333,5.935,6.09266666667,12.032,17.6336666667,12.7133333333,8.11833333333
418.65,5.22033333333,28.428,10.6003333333,9.79,4.836,5.95,6.11766666667,12.0903333333,17.6716666667,12.7546666667,8.15366666667
419.01,5.22866666667,28.4406666667,10.661,9.814,4.823,5.9665,6.144,12.156,17.6933333333,12.754,8.17333333333
419.37,5.239,28.4716666667,10.6903333333,9.82933333333,4.83366666667,5.955,6.20566666667,12.2236666667,17.697,12.7956666667,8.15433333333
419.73,5.22133333333,28.45,10.7026666667,9.84766666667,4.818,5.955,6.229,12.2723333333,17.7036666667,12.7946666667,8.17266666667
420.08,5.22366666667,28.4773333333,10.7573333333,9.88566666667,4.82333333333,5.983,6.261,12.34,17.725,12.8373333333,8.19766666667
420.44,5.18666666667,28.4893333333,10.8093333333,9.87833333333,4.84,5.996,6.30266666667,12.4233333333,17.751,12.867,8.17966666667
420.80,5.18733333333,28.5213333333,10.813,9.886,4.81666666667,6.0285,6.316,12.4803333333,17.747,12.867,8.19666666667
421.16,5.18566666667,28.5283333333,10.8773333333,9.91333333333,4.84466666667,6.0395,6.35933333333,12.5783333333,17.783,12.897,8.21733333333
421.51,5.19433333333,28.5136666667,10.9213333333,9.953,4.847,6.095,6.40566666667,12.5943333333,17.7713333333,12.9596666667,8.21833333333
421.87,5.166,28.4883333333,10.967,9.95166666667,4.80366666667,6.082,6.43533333333,12.6123333333,17.7773333333,12.9413333333,8.178
422.23,5.16466666667,28.5193333333,11.0303333333,9.95966666667,4.79833333333,6.117,6.47833333333,12.6896666667,17.8066666667,12.9726666667,8.16733333333
422.58,5.178,28.5056666667,11.066,9.98366666667,4.80566666667,6.138,6.50633333333,12.7606666667,17.805,12.975,8.14966666667
422.94,5.189,28.4576666667,11.124,10.014,4.83,6.194,6.562,12.798,17.872,13.0293333333,8.14033333333
423.30,5.19333333333,28.4006666667,11.197,10.0566666667,4.83766666667,6.2155,6.58066666667,12.8376666667,17.8896666667,13.0203333333,8.11666666667
423.66,5.19,28.3726666667,11.2406666667,10.0546666667,4.82866666667,6.222,6.613,12.8483333333,17.9026666667,13.035,8.08066666667
424.01,5.161,28.363,11.2506666667,10.0623333333,4.80866666667,6.2175,6.64566666667,12.866,17.915,13.0376666667,8.03266666667
424.37,5.18166666667,28.3723333333,11.2706666667,10.062,4.79366666667,6.2425,6.68233333333,12.8936666667,17.9263333333,13.037,8.028
424.73,5.168,28.3173333333,11.3003333333,10.059,4.78,6.254,6.708,12.9246666667,17.9443333333,13.036,7.99133333333
425.08,5.14166666667,28.3383333333,11.2973333333,10.0373333333,4.75233333333,6.273,6.73866666667,12.927,17.9543333333,13.0563333333,7.98266666667
425.44,5.12033333333,28.3293333333,11.327,10.0223333333,4.73533333333,6.2545,6.75033333333,12.9883333333,18.0013333333,13.0236666667,7.96
425.80,5.14333333333,28.379,11.3716666667,10.0683333333,4.76166666667,6.297,6.77566666667,13.0756666667,18.0383333333,13.0456666667,7.98366666667
426.16,5.13333333333,28.3813333333,11.3883333333,10.0626666667,4.75033333333,6.2865,6.78833333333,13.124,18.069,13.0176666667,7.96833333333
426.51,5.112,28.405,11.427,10.0793333333,4.73966666667,6.292,6.81966666667,13.167,18.1256666667,13.028,7.94366666667
426.87,5.08966666667,28.4643333333,11.46,10.0673333333,4.73066666667,6.2745,6.84833333333,13.238,18.1253333333,13.0273333333,7.94066666667
427.23,5.06633333333,28.51,11.4973333333,10.065,4.742,6.288,6.91833333333,13.3123333333,18.163,13.0486666667,7.98966666667
427.58,5.09933333333,28.5653333333,11.5756666667,10.09,4.787,6.36,6.986,13.4223333333,18.2226666667,13.0993333333,8.02733333333
427.94,5.17233333333,28.6336666667,11.6736666667,10.092,4.81233333333,6.4435,7.07,13.536,18.3123333333,13.1766666667,8.04266666667
428.30,5.17666666667,28.6503333333,11.7166666667,10.1113333333,4.79066666667,6.4915,7.13566666667,13.6223333333,18.3973333333,13.2106666667,8.09133333333
428.65,5.20466666667,28.7343333333,11.8003333333,10.148,4.83566666667,6.5305,7.232,13.7283333333,18.4873333333,13.283,8.14733333333
429.01,5.24066666667,28.771,11.8726666667,10.2076666667,4.88266666667,6.561,7.32933333333,13.8556666667,18.569,13.3253333333,8.16933333333
429.37,5.264,28.8783333333,11.9406666667,10.259,4.90733333333,6.62,7.41033333333,13.991,18.6513333333,13.3943333333,8.18366666667
429.72,5.27366666667,28.8953333333,12.0193333333,10.2776666667,4.93766666667,6.657,7.47966666667,14.053,18.7133333333,13.4573333333,8.19933333333
430.08,5.31133333333,29.0106666667,12.101,10.373,4.952,6.708,7.58933333333,14.1703333333,18.795,13.5613333333,8.23433333333
430.44,5.34766666667,29.0736666667,12.1726666667,10.42,4.98033333333,6.8085,7.68933333333,14.2946666667,18.868,13.6143333333,8.26133333333
430.79,5.36933333333,29.1546666667,12.2433333333,10.4933333333,4.96333333333,6.8675,7.76166666667,14.393,18.9183333333,13.6356666667,8.238
431.15,5.36233333333,29.2013333333,12.242,10.474,4.90866666667,6.914,7.798,14.4763333333,18.948,13.631,8.197
431.50,5.37133333333,29.269,12.262,10.5033333333,4.89366666667,6.9455,7.848,14.5913333333,19.001,13.6636666667,8.20233333333
431.86,5.34233333333,29.2783333333,12.3056666667,10.558,4.899,6.957,7.87533333333,14.6463333333,19.0186666667,13.6596666667,8.25066666667
432.22,5.35033333333,29.333,12.384,10.6136666667,4.961,6.9725,7.93066666667,14.7486666667,19.092,13.7096666667,8.24233333333
432.57,5.34633333333,29.3483333333,12.4196666667,10.6466666667,4.95166666667,6.976,7.976,14.8133333333,19.1106666667,13.7356666667,8.24333333333
432.93,5.367,29.427,12.483,10.6826666667,4.95733333333,7.0465,8.04133333333,14.904,19.16,13.7706666667,8.26833333333
433.29,5.37866666667,29.464,12.5473333333,10.725,4.94866666667,7.0405,8.09466666667,14.9763333333,19.2003333333,13.796,8.26233333333
433.64,5.365,29.4906666667,12.5473333333,10.738,4.93266666667,7.0445,8.15766666667,15.06,19.236,13.7886666667,8.25266666667
434.00,5.33733333333,29.5016666667,12.563,10.707,4.93166666667,7.0605,8.19133333333,15.0966666667,19.2346666667,13.7726666667,8.20933333333
434.35,5.34866666667,29.557,12.631,10.728,4.95133333333,7.065,8.267,15.1646666667,19.2863333333,13.8233333333,8.22933333333
434.71,5.36833333333,29.5723333333,12.6966666667,10.7413333333,4.99833333333,7.102,8.35,15.2653333333,19.3556666667,13.8876666667,8.25966666667
435.07,5.39066666667,29.6263333333,12.7686666667,10.8136666667,5.044,7.157,8.41566666667,15.3393333333,19.4143333333,13.9676666667,8.24233333333
435.42,5.366,29.6413333333,12.808,10.8116666667,5.02,7.1425,8.452,15.3726666667,19.4503333333,13.9753333333,8.186
435.78,5.38,29.7373333333,12.8383333333,10.845,5.027,7.1585,8.51666666667,15.4613333333,19.557,14.005,8.15566666667
436.13,5.377,29.85,12.9156666667,10.882,5.03766666667,7.2115,8.61133333333,15.5603333333,19.625,14.0456666667,8.14666666667
436.49,5.41633333333,29.9723333333,13.0256666667,10.969,5.043,7.2635,8.70533333333,15.7046666667,19.7196666667,14.1013333333,8.14933333333
436.84,5.41033333333,30.014,13.037,10.9796666667,5.01066666667,7.2475,8.759,15.7546666667,19.754,14.0946666667,8.10533333333
437.20,5.42433333333,30.055,13.0963333333,10.988,5.01766666667,7.315,8.846,15.8176666667,19.801,14.111,8.10033333333
437.56,5.436,30.1396666667,13.1456666667,11.0133333333,5.02,7.3525,8.92066666667,15.9273333333,19.85,14.138,8.09566666667
437.91,5.50566666667,30.2596666667,13.2333333333,11.1256666667,5.05,7.4055,9.01766666667,16.0623333333,19.9393333333,14.2073333333,8.18566666667
438.27,5.51033333333,30.3016666667,13.2366666667,11.1196666667,5.01566666667,7.4445,9.06466666667,16.13,19.9686666667,14.2036666667,8.17533333333
438.62,5.512,30.365,13.224,11.128,4.982,7.4445,9.10366666667,16.171,19.9923333333,14.172,8.13166666667
438.98,5.51433333333,30.4,13.2406666667,11.1176666667,4.969,7.445,9.14666666667,16.245,20.0483333333,14.1763333333,8.13933333333
439.33,5.55333333333,30.4713333333,13.297,11.175,5.00066666667,7.491,9.23566666667,16.3853333333,20.1073333333,14.205,8.21766666667
439.69,5.585,30.5776666667,13.368,11.219,5.02033333333,7.523,9.32866666667,16.5006666667,20.154,14.23,8.25066666667
440.04,5.60333333333,30.5576666667,13.379,11.2546666667,5.02833333333,7.5535,9.386,16.5583333333,20.1666666667,14.2456666667,8.24966666667
440.40,5.61466666667,30.579,13.3746666667,11.242,5.053,7.601,9.43466666667,16.5943333333,20.1823333333,14.261,8.247
440.75,5.61733333333,30.5843333333,13.4293333333,11.2566666667,5.08566666667,7.653,9.47733333333,16.671,20.2136666667,14.27,8.248
441.11,5.62166666667,30.6096666667,13.447,11.302,5.09733333333,7.6785,9.545,16.762,20.2333333333,14.2903333333,8.25333333333
441.47,5.63233333333,30.6476666667,13.4976666667,11.3316666667,5.098,7.7115,9.59166666667,16.8166666667,20.301,14.314,8.249
441.82,5.60266666667,30.6263333333,13.5013333333,11.3376666667,5.10166666667,7.746,9.642,16.849,20.3346666667,14.308,8.22433333333
442.18,5.596,30.6506666667,13.528,11.3613333333,5.08333333333,7.7515,9.68333333333,16.9116666667,20.3596666667,14.327,8.191
442.53,5.58866666667,30.6696666667,13.594,11.422,5.09666666667,7.812,9.76433333333,16.9973333333,20.428,14.3676666667,8.211
442.89,5.61266666667,30.7116666667,13.6416666667,11.4616666667,5.088,7.8465,9.86066666667,17.0946666667,20.482,14.3996666667,8.23633333333
443.24,5.60333333333,30.749,13.6846666667,11.5063333333,5.08433333333,7.8815,9.954,17.165,20.529,14.4116666667,8.196
443.60,5.61433333333,30.7263333333,13.7303333333,11.493,5.06933333333,7.937,10.0256666667,17.2563333333,20.6093333333,14.458,8.173
443.95,5.627,30.7776666667,13.786,11.518,5.06333333333,7.95,10.1206666667,17.3753333333,20.667,14.4806666667,8.18566666667
444.31,5.60766666667,30.8013333333,13.8343333333,11.542,5.05066666667,7.9825,10.1976666667,17.4816666667,20.7336666667,14.4933333333,8.20133333333
444.66,5.60966666667,30.833,13.8516666667,11.5466666667,5.03433333333,7.996,10.284,17.5656666667,20.798,14.5233333333,8.215
