wavelength,Back_ConBicf,Belly_ConBicf,Breast_ConBicf,Crissum_ConBicf,Crown_ConBicf,DorTail_ConBicf,Patch10_ConBicf,Rump_ConBicf,Throat_ConBicf,WingTip_ConBicf
326.57,9.8841111111,11.4648888889,5.14955555556,9.21588888888,9.12888888889,7.368,14.2588888889,12.8407777778,8.61766666667,7.60955555556
326.94,10.1082222222,11.7974444445,5.41844444445,9.40783333332,9.41333333333,7.556,14.4561111111,12.99,8.71022222222,7.83888888889
327.31,10.3385555556,12.044,5.57944444444,9.64172222222,9.54066666667,7.77633333333,14.7407777778,13.2547037037,8.86633333333,8.00955555556
327.67,10.413,12.2681111111,5.76811111111,9.85972222221,9.7401111111,7.85977777778,14.9594444444,13.3942222222,8.96055555556,8.116
328.04,10.3788888889,12.3465555556,5.88355555556,10.1175,9.7681111111,7.88544444444,14.9364444444,13.4275925926,8.94266666667,8.11966666666
328.41,10.1901111111,12.2572222222,5.79644444444,9.99622222222,9.69122222221,7.84944444444,14.9146666667,13.430962963,8.80733333333,8.06611111111
328.78,10.3901111111,12.5035555555,5.99088888889,10.2648333333,10.007,8.04933333333,14.9974444444,13.6808888889,9.10144444443,8.26555555555
329.14,10.7321111111,12.7352222222,6.20988888889,10.4886111111,10.3353333333,8.37044444444,15.4028888889,14.0634814815,9.33255555554,8.34122222222
329.51,10.7124444445,12.7623333333,6.24977777778,10.6135,10.2575555556,8.35844444444,15.5618888889,14.1345555556,9.43055555554,8.35544444445
329.88,10.7194444445,12.737,6.49766666667,10.8648333333,10.1942222222,8.41111111111,15.6623333333,14.263037037,9.48511111112,8.42611111111
330.24,10.3901111111,12.4097777778,6.26466666667,10.6383333333,10.049,7.96388888889,15.5328888889,13.9163333333,9.14244444443,8.03866666666
330.61,10.4938888889,12.6302222222,6.44411111111,10.9925,10.2715555556,8.17988888889,15.8018888889,14.072,9.56833333335,8.23922222222
330.98,10.4466666667,12.5491111111,6.39566666667,11.0269444444,10.0777777778,8.13755555556,15.8001111111,14.0127037037,9.61700000001,8.17611111111
331.34,10.2797777778,12.3906666667,6.17911111111,10.9136111111,9.92899999999,7.933,15.545,13.774962963,9.42488888889,7.96266666667
331.71,10.2954444444,12.3941111111,6.13033333333,10.789,9.69755555556,7.94733333333,15.1834444445,13.5725185185,9.26233333335,7.83144444445
332.08,10.3258888889,12.4465555556,6.13277777778,10.7656666667,9.77288888889,7.98144444444,15.1835555556,13.574962963,9.32555555554,7.93288888889
332.44,10.5837777778,12.7071111111,6.31955555556,10.9777777778,9.841,7.97544444444,15.1683333333,13.5494074074,9.44111111112,7.93577777778
332.81,10.3777777778,12.5944444444,6.25244444444,10.7877777778,9.59422222222,7.73855555555,15.0628888889,13.4061481481,9.17433333332,7.65177777778
333.18,10.368,12.79,6.40477777778,10.8771666667,9.487,7.64022222222,14.9065555556,13.3331111111,9.14322222223,7.62944444445
333.54,10.4771111111,12.9093333333,6.37722222222,10.8580555555,9.53844444444,7.62055555556,14.8167777778,13.2892962963,9.155,7.65877777778
333.91,10.4457777778,12.858,6.292,10.8466666667,9.45033333333,7.45144444444,14.7655555556,13.1591851852,9.15255555556,7.47
334.28,10.868,13.4391111111,6.61655555556,11.3582222222,9.95111111111,7.79477777778,15.0932222222,13.5967037037,9.53355555557,7.85055555556
334.64,10.6243333334,13.2485555556,6.27377777778,11.1213888889,9.66155555556,7.39066666667,14.6692222222,13.1972222222,9.13322222222,7.54522222222
335.01,10.4758888889,13.1903333333,6.18833333333,11.0466111111,9.65955555556,7.35066666667,14.5538888889,13.1661481481,9.00355555555,7.35055555555
335.38,10.4986666666,13.3195555556,6.36622222222,11.2469444445,9.72111111111,7.41333333333,14.659,13.3533703704,9.15666666667,7.40577777778
335.74,10.6165555555,13.5115555556,6.52466666667,11.539,9.92222222222,7.49655555556,14.9174444445,13.5577407408,9.32133333334,7.54944444444
336.11,10.7765555555,13.7666666667,6.79344444445,11.7275555556,9.923,7.562,15.0393333333,13.6925925926,9.36411111111,7.57211111111
336.47,10.8493333333,13.9116666666,6.95455555556,11.7792222222,10.1207777778,7.74244444444,15.2552222222,13.7815925926,9.49611111111,7.735
336.84,10.9431111111,14.0902222222,7.00477777778,11.9348333333,10.2712222222,7.78622222222,15.3776666667,13.7453703703,9.57288888889,7.83733333334
337.21,10.8175555556,14.0041111111,6.73988888889,11.8428888889,10.1766666667,7.69388888889,15.3075555556,13.5962962963,9.45588888888,7.70833333333
337.57,10.8308888889,14.1376666667,6.78022222222,11.96,10.2075555555,7.58211111111,15.3165555556,13.6425185185,9.55577777777,7.68111111111
337.94,10.9035555556,14.2631111111,6.85166666667,12.0897777778,10.3074444445,7.60688888889,15.2644444444,13.6750370371,9.6148888889,7.75166666666
338.31,10.6512222222,14.0461111111,6.65222222222,11.908,10.047,7.47088888889,15.0715555556,13.3837777778,9.45233333334,7.58622222222
338.67,10.8514444444,14.2091111111,6.91933333333,12.0726666667,10.2002222222,7.71733333333,15.3457777778,13.6585925926,9.61866666666,7.72722222222
339.04,11.008,14.4723333333,7.16433333333,12.2442777778,10.2707777778,7.72822222222,15.5886666667,13.768,9.84344444443,7.89177777778
339.40,11.2622222222,14.7093333333,7.34988888889,12.3536666667,10.4155555556,7.93044444445,15.8056666667,13.8552592593,9.9741111111,8.05733333333
339.77,11.2381111111,14.8338888889,7.381,12.3743888889,10.3703333333,7.78855555556,15.7878888889,13.7841111111,9.99166666667,8.05722222222
340.14,11.2417777778,14.9326666667,7.37477777778,12.4806666667,10.4655555555,7.72388888889,15.754,13.7126666667,10.1045555556,8.13211111111
340.50,11.3113333333,15.0364444445,7.42622222222,12.6743888889,10.435,7.749,15.7243333333,13.7789259259,10.1827777778,8.112
340.87,11.3511111111,15.1772222222,7.44266666667,12.8017222222,10.4216666667,7.82622222222,15.8148888889,13.842962963,10.2758888889,8.18144444445
341.23,11.4671111111,15.2486666667,7.59266666667,12.9457222222,10.5364444445,7.94666666667,15.9325555555,13.9585925926,10.5131111111,8.33988888889
341.60,11.5335555556,15.1744444445,7.67911111111,13.0198333333,10.521,8.06466666667,15.9548888889,13.9593333334,10.5278888889,8.35633333333
341.96,11.6916666667,15.4918888889,7.85477777778,13.2427222222,10.7141111111,8.29922222222,16.2971111111,14.1631481481,10.7982222222,8.55111111111
342.33,11.8845555556,15.7674444444,8.18444444444,13.5216111111,10.8882222222,8.49666666667,16.4894444444,14.3392962963,11.0754444445,8.64811111111
342.70,11.8776666667,15.9166666667,8.16366666667,13.6059444445,10.8784444445,8.502,16.4722222222,14.3492222222,11.2318888889,8.65144444443
343.06,12.0613333333,16.1592222222,8.33211111112,13.9214444444,11.094,8.79655555556,16.6472222222,14.4765185185,11.4307777778,8.83100000001
343.43,12.1398888889,16.3038888889,8.54222222223,14.047,11.2065555555,8.88377777778,16.724,14.4945555556,11.5924444445,8.99188888888
343.79,12.3688888889,16.519,8.67644444443,14.3047222222,11.3627777778,9.113,16.9785555556,14.6657037037,11.8657777778,9.12744444444
344.16,12.5298888889,16.6214444445,8.76800000001,14.4292777778,11.5394444444,9.36088888889,17.2308888889,14.7983703703,12.0583333333,9.2538888889
344.52,12.7077777778,16.9226666667,9.02711111111,14.7225555556,11.8021111111,9.53066666666,17.4975555556,15.0322962963,12.3917777778,9.431
344.89,12.9796666667,17.1213333333,9.305,14.9468888889,12.0686666667,9.63877777778,17.6664444445,15.2518518518,12.6921111111,9.58055555557
345.25,13.1214444444,17.4115555556,9.51355555557,15.1786666667,12.2441111111,9.74688888888,17.8224444444,15.3899259259,12.8405555556,9.7068888889
345.62,13.2626666667,17.7285555555,9.71255555555,15.4647777778,12.4482222222,9.95288888888,17.959,15.5681111111,13.0203333333,9.90122222223
345.99,13.2715555555,17.753,9.76644444447,15.4429444444,12.507,9.92500000001,18.026,15.6458148148,13.0596666667,9.87744444444
346.35,13.341,17.8085555555,9.75500000001,15.5726666667,12.5092222222,9.79677777777,18.1236666667,15.6864814815,13.0556666667,9.89255555557
346.72,13.49,18.0132222222,9.88955555554,15.8117222222,12.705,9.91366666668,18.3436666667,15.874,13.2816666667,10.124
347.08,13.6486666667,18.0973333334,9.97388888891,15.9475,12.7848888889,9.92966666667,18.4065555556,15.9224074074,13.4035555556,10.1687777778
347.45,13.6938888889,18.2155555555,9.89944444444,16.1911111111,12.7487777778,9.94566666668,18.4902222222,15.9618888889,13.4841111111,10.1276666667
347.81,13.7281111111,18.3067777778,10.0594444444,16.3138333333,12.8483333333,10.0878888889,18.5717777778,16.0728148148,13.6046666667,10.1706666667
348.18,13.6732222222,18.3822222222,10.1753333333,16.3832222222,12.8023333333,9.96666666664,18.5725555556,16.0895555556,13.5475555555,10.0438888889
348.54,13.489,18.2047777778,9.95266666666,16.2120555556,12.6246666667,9.75566666666,18.4642222222,15.904962963,13.3958888889,9.86733333332
348.91,13.3406666667,18.3023333333,9.9822222222,16.2167777778,12.5805555556,9.79777777778,18.4198888889,15.8437777778,13.4358888889,9.83000000001
349.27,13.3195555556,18.2801111111,9.94944444444,16.1737222222,12.5194444445,9.77544444443,18.4581111111,15.7908148148,13.4288888889,9.81799999999
349.64,13.3868888889,18.4821111111,9.92688888889,16.2416111111,12.5855555556,9.84822222224,18.6554444444,15.9025185185,13.6366666667,9.90677777779
350.00,13.4646666667,18.6285555556,9.88522222221,16.3531111111,12.524,9.90922222221,18.6645555555,15.8572592593,13.5974444444,9.94122222222
350.37,13.5567777778,18.8498888889,9.96177777776,16.3902222222,12.6382222222,10.1925555555,18.7801111111,16.0508148148,13.8708888889,10.113
350.73,13.7685555556,19.0772222222,10.1793333333,16.5698888889,12.8227777778,10.4002222222,19.008,16.1829629629,14.0487777778,10.272
351.10,13.908,19.2591111111,10.2873333333,16.6198333333,12.8981111111,10.5198888889,19.12,16.2977777778,14.2446666667,10.4262222222
351.46,14.0471111111,19.393,10.4387777778,16.6792777778,13.0503333333,10.6602222222,19.2433333333,16.4737777778,14.4302222222,10.5573333333
351.83,13.9523333333,19.3847777778,10.3702222222,16.5795,12.9421111111,10.5002222222,19.1404444444,16.3702962963,14.3792222222,10.4343333333
352.19,14.036,19.6185555556,10.4953333333,16.6876666667,13.0874444444,10.6472222222,19.2702222222,16.5852592593,14.6654444445,10.5627777778
352.55,14.2498888889,19.8672222222,10.7355555556,16.8915555556,13.2612222222,10.9592222222,19.4666666667,16.7428888889,14.8856666667,10.7922222222
352.92,14.4012222222,20.003,10.7693333333,17.0611666667,13.3606666667,11.066,19.6515555556,16.9054814815,14.9902222222,10.8544444445
353.28,14.5687777778,20.2928888889,10.8976666667,17.3147222222,13.5065555556,11.2046666667,19.806,17.0694814815,15.2205555555,10.9648888889
353.65,14.5277777778,20.2703333333,10.9924444445,17.2889444444,13.4925555556,11.1648888889,19.7722222222,17.0678148148,15.2592222222,10.8777777778
354.01,14.5984444444,20.3828888889,11.153,17.4086111111,13.6378888889,11.1968888889,19.8833333333,17.1372592593,15.488,10.9673333333
354.38,14.6561111111,20.507,11.3393333333,17.5278333333,13.6595555556,11.1936666667,20.0045555555,17.2098888889,15.5561111111,10.9782222222
354.74,14.4438888889,20.3313333333,11.2184444444,17.3806111111,13.4561111111,11.0178888889,19.8172222222,17.059,15.3506666667,10.6885555555
355.11,14.2242222222,20.2724444444,11.1681111111,17.3206666667,13.3474444445,10.8764444445,19.7907777778,16.974,15.294,10.4986666667
355.47,14.2135555556,20.4556666667,11.2178888889,17.3862777778,13.4742222222,10.8501111111,19.9184444444,17.021037037,15.4272222222,10.4447777778
355.83,14.2703333333,20.5922222222,11.3324444444,17.5212222222,13.6355555556,10.9293333334,20.0548888889,17.153037037,15.5298888889,10.5406666667
356.20,14.3154444445,20.6627777778,11.3662222222,17.7023888889,13.6117777778,10.9707777778,20.0332222222,17.1356666667,15.5922222222,10.6381111111
356.56,14.3598888889,20.8083333333,11.4161111111,17.8397222222,13.6641111111,10.9824444444,20.1093333333,17.2094074074,15.6925555556,10.663
356.93,14.4454444444,20.9406666667,11.5808888889,17.9311111111,13.7071111111,11.0938888889,20.2085555555,17.2734444444,15.8143333333,10.7004444444
357.29,14.4303333333,20.9921111111,11.6238888889,17.9983888889,13.747,11.1465555556,20.2623333333,17.2873703703,15.8898888889,10.6707777778
357.66,14.4828888889,21.1854444444,11.703,18.1688888889,13.7844444444,11.2431111111,20.3504444444,17.2943703704,15.9812222222,10.756
358.02,14.4388888889,21.2245555555,11.7317777778,18.2490555556,13.7238888889,11.2756666667,20.3316666667,17.3357777778,16.0107777778,10.7312222222
358.38,14.4665555556,21.4191111111,11.7654444445,18.4512222222,13.8507777778,11.3765555556,20.4198888889,17.3818148148,16.1508888889,10.812
358.75,14.7097777778,21.8775555556,12.0233333333,18.8049444444,14.1231111111,11.6526666667,20.6843333333,17.6516296296,16.4864444444,11.0328888889
359.11,14.8754444444,22.0202222222,12.2098888889,19.0623888889,14.2566666667,11.8088888889,20.763,17.811037037,16.5606666667,11.1492222222
359.48,14.8847777778,22.1028888889,12.3092222222,19.1505,14.2412222222,11.8465555556,20.8198888889,17.836962963,16.5068888889,11.1548888889
359.84,14.9856666667,22.2744444444,12.4182222222,19.4159444444,14.3154444445,11.9593333333,21.0194444445,17.9513333333,16.6902222222,11.2462222222
360.20,15.0961111111,22.414,12.5208888889,19.6323333333,14.4346666667,12.1222222222,21.2554444444,18.1198148148,16.8154444445,11.2886666667
360.57,15.0422222222,22.4914444444,12.5724444444,19.7281111111,14.4211111111,12.1891111111,21.2215555555,18.1029259259,16.8082222222,11.2583333333
360.93,15.0564444444,22.5277777778,12.5823333333,19.8468333333,14.5138888889,12.2158888889,21.2997777778,18.1117407408,16.8603333333,11.2974444444
361.29,15.0004444444,22.5824444444,12.603,19.8442777778,14.4516666667,12.1965555555,21.2668888889,18.1327037037,16.8674444444,11.2595555555
361.66,15.0783333333,22.6567777778,12.7548888889,20.0262777778,14.5163333333,12.2787777778,21.3644444445,18.2908888889,16.9554444444,11.3491111111
362.02,15.1824444445,22.8745555556,12.8708888889,20.2648333333,14.6806666667,12.3825555556,21.4797777778,18.350962963,17.0727777778,11.409
362.39,15.1871111111,22.8534444444,12.9624444445,20.3052777778,14.6805555555,12.3746666666,21.5073333333,18.3591481481,17.0617777778,11.422
362.75,15.1662222222,22.8202222222,12.9634444444,20.3148888889,14.6214444445,12.2984444445,21.5606666667,18.339962963,17.1093333333,11.4212222222
363.11,15.1405555556,22.8922222222,12.9863333333,20.4151666667,14.7002222222,12.2775555555,21.6616666667,18.3743703704,17.2122222222,11.4657777778
363.48,15.1062222222,22.8883333333,12.949,20.5197777778,14.6648888889,12.2356666667,21.6321111111,18.3645925926,17.2948888889,11.429
363.84,15.1198888889,22.9122222222,12.9685555555,20.4875555555,14.6323333333,12.2257777778,21.5471111111,18.2816296296,17.315,11.3774444444
364.20,15.0796666667,22.964,13.0021111111,20.4314444444,14.6123333333,12.1261111111,21.4692222222,18.2062592593,17.364,11.2752222222
364.57,15.1521111111,23.0751111111,13.125,20.5731666667,14.6748888889,12.1046666667,21.6073333333,18.3165925926,17.5432222222,11.3233333333
364.93,15.2103333333,23.2583333333,13.2171111111,20.6912222222,14.6786666667,12.1058888889,21.6128888889,18.330037037,17.6223333334,11.3483333333
365.29,15.2752222222,23.3226666667,13.3,20.8334444444,14.7583333334,12.1184444444,21.6884444445,18.2752962963,17.695,11.3916666667
365.66,15.3502222222,23.4551111111,13.3591111111,20.8377777778,14.8583333333,12.0986666667,21.7278888889,18.293,17.7578888889,11.3683333334
366.02,15.4523333333,23.5908888889,13.5081111111,20.9637777778,14.9586666667,12.2264444445,21.912,18.418962963,17.9403333333,11.4752222222
366.38,15.5956666667,23.842,13.6923333333,21.1816666667,15.0581111111,12.3598888889,22.0478888889,18.6017777778,18.1462222222,11.546
366.75,15.614,23.9108888889,13.7676666667,21.3284444445,15.1082222222,12.3967777778,22.0394444444,18.6082962963,18.1637777778,11.5236666667
367.11,15.493,23.958,13.6657777778,21.2085555556,14.951,12.2578888889,21.9654444444,18.4775555556,18.0904444445,11.3385555556
367.47,15.6196666667,24.1865555556,13.8578888889,21.3522222222,15.1098888889,12.4317777778,22.0616666667,18.6083333333,18.1857777778,11.4524444444
367.84,15.7893333333,24.4483333333,14.1565555556,21.7131111111,15.3666666667,12.5896666667,22.3358888889,18.9304814815,18.4051111111,11.6635555556
368.20,16.0163333333,24.7668888889,14.4344444445,21.9955555556,15.6242222222,12.7755555556,22.594,19.1521481482,18.6328888889,11.8666666667
368.56,16.1702222222,24.8906666667,14.5837777778,22.1342222222,15.816,12.8855555556,22.7131111111,19.2732592593,18.7465555556,11.9657777778
368.93,16.0606666667,24.9238888889,14.6396666667,22.1588333333,15.8215555556,12.8551111111,22.7098888889,19.3224444444,18.7168888889,11.8838888889
369.29,16.2025555555,25.1633333333,14.8327777778,22.4112777778,15.9307777778,13.0015555556,22.8815555556,19.4626296296,18.8098888889,11.9291111111
369.65,16.0911111111,25.1452222222,14.8327777778,22.4749444444,15.8962222222,12.9544444445,22.9145555556,19.4278518519,18.8098888889,11.8601111111
370.01,16.0565555556,25.167,14.8487777778,22.4637777778,15.8398888889,12.9084444444,22.8743333333,19.389037037,18.7604444445,11.7713333333
370.38,16.0644444444,25.2376666667,14.8891111111,22.4637222222,15.9095555556,12.955,22.8642222222,19.374962963,18.8111111111,11.7715555555
370.74,16.0347777778,25.3151111111,14.9186666667,22.5037777778,15.9558888889,12.9814444445,22.909,19.415,18.8493333333,11.8374444445
371.10,16.1313333333,25.4674444445,15.1104444444,22.7015,16.0767777778,13.1283333333,22.98,19.4902222222,18.9588888889,11.9952222222
371.46,15.8895555556,25.2316666667,15.0045555556,22.5939444444,15.9334444444,12.9412222222,22.8764444445,19.2962962963,18.8503333334,11.7913333333
371.83,15.6687777778,25.1794444444,14.8331111111,22.4034444445,15.7855555555,12.7782222222,22.7094444445,19.0225185185,18.7636666667,11.5877777778
372.19,15.4586666667,25.0636666667,14.6448888889,22.2908888889,15.5802222222,12.6336666667,22.5645555556,18.8531481481,18.632,11.3828888889
372.55,15.3281111111,25.165,14.6063333333,22.2893333333,15.5522222222,12.621,22.562,18.8296296296,18.6271111111,11.2776666667
372.92,15.3414444444,25.1871111111,14.6398888889,22.3845555556,15.5728888889,12.6134444445,22.5484444444,18.7892592592,18.7268888889,11.2646666667
373.28,15.2926666667,25.2167777778,14.6677777778,22.4394444445,15.6032222222,12.5296666667,22.5751111111,18.845037037,18.7996666667,11.2515555556
373.64,15.2548888889,25.2692222222,14.6446666667,22.4775555555,15.5113333333,12.4323333333,22.5182222222,18.7478148148,18.7435555555,11.1506666667
374.00,15.2113333333,25.3031111111,14.6223333333,22.5205,15.464,12.3715555556,22.4685555556,18.7380740741,18.7161111111,11.0807777778
374.37,15.1443333334,25.2972222222,14.5981111111,22.5528333333,15.4111111111,12.292,22.4663333333,18.6642962963,18.6213333333,10.9808888889
374.73,15.3384444444,25.4643333333,14.8226666667,22.7448333333,15.5507777778,12.3886666667,22.5831111111,18.7423333333,18.7513333333,10.9987777778
375.09,15.3838888889,25.5573333333,14.8985555556,22.8522222222,15.6105555555,12.4323333333,22.6658888889,18.8272592592,18.8343333333,10.9284444444
375.45,15.5662222222,25.8611111111,15.0912222222,23.1082777778,15.7297777778,12.6292222222,22.8294444444,18.9681111111,19.099,11.128
375.81,15.6678888889,26.0364444445,15.2362222222,23.2835,15.848,12.7576666667,23.0072222222,19.089962963,19.1773333333,11.2194444444
376.18,15.7417777778,26.1187777778,15.3734444444,23.428,15.9868888889,12.8403333333,23.0942222222,19.1622592593,19.2297777778,11.3042222222
376.54,15.788,26.2235555556,15.4536666667,23.5470555556,15.9835555556,12.7891111111,23.1623333333,19.1415185185,19.2728888889,11.2883333333
376.90,15.8492222222,26.3252222222,15.4992222222,23.6317222222,16.013,12.7743333334,23.2424444444,19.1488148148,19.3507777778,11.2602222222
377.26,15.8988888889,26.4092222222,15.5233333333,23.6831111111,16.0517777778,12.8542222222,23.2787777778,19.1452962963,19.3785555555,11.3166666667
377.63,15.9431111111,26.5315555556,15.6332222222,23.8610555556,16.165,12.957,23.3506666667,19.1921851852,19.5065555556,11.3927777778
377.99,16.0322222222,26.6743333333,15.7874444445,24.0283333333,16.3556666667,13.0141111111,23.5128888889,19.2727037037,19.6604444444,11.4862222222
378.35,16.0644444444,26.7216666667,15.8253333333,24.1558888889,16.388,13.0293333333,23.5847777778,19.3138888889,19.7542222222,11.5373333333
378.71,15.9797777778,26.7576666667,15.8068888889,24.2157222222,16.3148888889,12.9463333333,23.5941111111,19.2844444445,19.7618888889,11.4878888889
379.07,15.9932222222,26.8587777778,15.8483333333,24.3447222222,16.3665555556,12.9511111111,23.6295555556,19.2927407407,19.8455555556,11.5735555555
379.44,15.9892222222,26.8966666667,15.7951111111,24.3873333333,16.3325555556,12.8528888889,23.6568888889,19.2696666667,19.7854444445,11.4734444444
379.80,16.0122222222,26.9244444444,15.8207777778,24.4592777778,16.3244444444,12.8681111111,23.6683333334,19.2922962963,19.8092222222,11.4357777778
380.16,15.908,26.9746666666,15.7794444444,24.4912777778,16.2924444444,12.7598888889,23.6938888889,19.1966296297,19.775,11.3276666667
380.52,15.8373333333,26.9781111111,15.8183333333,24.5305555556,16.2608888889,12.776,23.6524444444,19.2423703704,19.7683333333,11.3371111111
380.88,15.8391111111,27.1661111111,15.876,24.6398333333,16.2466666667,12.8585555556,23.7275555555,19.2701481481,19.7956666667,11.348
381.24,15.7628888889,27.1566666667,15.8847777778,24.6425555556,16.1624444444,12.7915555556,23.6761111111,19.2200740741,19.7408888889,11.2561111111
381.61,15.7707777778,27.1975555555,15.9156666667,24.6765,16.2088888889,12.8144444444,23.7292222222,19.2922222222,19.7957777778,11.2602222222
381.97,15.8161111111,27.2993333334,15.9471111111,24.7976666667,16.1941111111,12.8935555555,23.7577777778,19.3174444445,19.8848888889,11.302
382.33,15.8092222222,27.459,16.0378888889,24.8961111111,16.2355555556,12.895,23.7826666667,19.3178518518,19.952,11.2786666667
382.69,15.7885555555,27.5421111111,16.0427777778,24.9528888889,16.3082222222,12.8932222222,23.8004444445,19.2802962963,19.9915555556,11.2675555555
383.05,15.8043333333,27.7002222222,16.1426666667,25.0629444444,16.3416666667,12.9627777778,23.9028888889,19.3228888889,20.0306666667,11.2467777778
383.41,15.8434444444,27.8267777778,16.3511111111,25.2198333333,16.3933333333,13.021,23.9877777778,19.4009259259,20.0916666667,11.3508888889
383.77,15.8684444444,28.0377777778,16.481,25.3877222222,16.4817777778,13.063,24.0788888889,19.4667407408,20.1972222222,11.4067777778
384.14,15.9432222222,28.1287777778,16.5537777778,25.4879444444,16.4537777778,13.1262222222,24.0834444445,19.5188518518,20.3115555556,11.4378888889
384.50,15.9964444445,28.2852222222,16.6004444444,25.6205555555,16.4806666667,13.1353333333,24.1753333333,19.4955185185,20.3961111111,11.4638888889
384.86,16.0172222222,28.3221111111,16.625,25.7213888889,16.4727777778,13.1347777778,24.1697777778,19.4925555556,20.4914444445,11.4697777778
385.22,16.0632222222,28.4494444444,16.6901111111,25.8595,16.5421111111,13.1582222222,24.2755555555,19.5395555556,20.6335555556,11.5105555556
385.58,16.125,28.645,16.7975555555,25.9818333333,16.543,13.2264444445,24.3622222222,19.5628888889,20.7176666667,11.5506666667
385.94,16.0427777778,28.6402222222,16.7742222222,25.9912222222,16.445,13.0997777778,24.31,19.4744074074,20.6331111111,11.4727777778
386.30,16.0152222222,28.6602222222,16.7996666667,26.0256666667,16.402,13.0547777778,24.3071111111,19.4468148148,20.596,11.4318888889
386.66,16.0186666667,28.7374444444,16.8937777778,26.0997222222,16.3336666667,13.0503333333,24.336,19.4741851852,20.6316666667,11.4123333333
387.03,15.9721111111,28.6595555556,16.8363333333,26.0642222222,16.2433333333,12.9317777778,24.2405555555,19.3431481482,20.5907777778,11.2871111111
387.39,15.9543333334,28.7014444445,16.8327777778,26.0973888889,16.279,12.9327777778,24.2464444444,19.3042962963,20.6143333333,11.2416666667
387.75,15.9656666667,28.7391111111,16.8777777778,26.1375,16.2621111111,12.8854444445,24.251,19.2787777778,20.6806666666,11.243
388.11,15.9778888889,28.8342222222,16.9438888889,26.2486111111,16.2847777778,12.8598888889,24.2922222222,19.2594444445,20.6892222222,11.2773333333
388.47,15.9274444444,28.8041111111,16.9624444445,26.2918333333,16.2891111111,12.8568888889,24.3185555556,19.194962963,20.7217777778,11.2172222222
388.83,15.9516666667,28.9141111111,17.0936666667,26.41,16.4077777778,12.9124444444,24.4533333334,19.2987407408,20.8103333333,11.3172222222
389.19,15.9992222222,29.0582222222,17.2234444444,26.5437777778,16.48,12.9918888889,24.5506666667,19.3750740741,20.9092222222,11.3721111111
389.55,15.9987777778,29.0887777778,17.2552222222,26.5892222222,16.5237777778,12.953,24.5875555556,19.343,20.9623333333,11.3697777778
389.91,15.9974444444,29.1643333333,17.3197777778,26.6555555555,16.5723333333,13.0292222222,24.6372222222,19.3701111111,21.0454444444,11.4014444444
390.27,16.0011111111,29.269,17.3368888889,26.6969444444,16.581,13.0588888889,24.6537777778,19.3875925926,21.0713333333,11.3728888889
390.63,16.0501111111,29.393,17.4355555555,26.8458888889,16.6595555555,13.1637777778,24.7683333333,19.4826296296,21.2121111111,11.4546666667
391.00,16.1434444444,29.5503333333,17.553,27.0329444444,16.7383333333,13.2792222222,24.8891111111,19.6206296296,21.3612222222,11.5894444444
391.36,16.1125555556,29.6427777778,17.5494444445,27.0407777778,16.7095555555,13.2518888889,24.8957777778,19.5960740741,21.3877777778,11.5335555556
391.72,16.128,29.7214444445,17.6015555556,27.1600555556,16.6972222222,13.2838888889,24.9098888889,19.6226666667,21.4087777778,11.5147777778
392.08,16.1813333333,29.9022222222,17.7414444445,27.2878888889,16.7345555556,13.3881111111,25.0087777778,19.7537037037,21.5504444444,11.5926666667
392.44,16.3126666666,30.0996666667,17.8513333333,27.4362222222,16.7714444444,13.4723333333,25.0527777778,19.868962963,21.6435555555,11.7015555556
392.80,16.2882222222,30.193,17.8873333333,27.4575555555,16.7536666667,13.4695555556,25.1087777778,19.8464074074,21.655,11.6614444444
393.16,16.2066666667,30.2455555555,17.887,27.4632222222,16.6725555556,13.4065555556,25.1006666667,19.7985555556,21.6527777778,11.5763333333
393.52,16.1331111111,30.2417777778,17.8591111111,27.4597222222,16.5753333333,13.3375555556,25.0553333333,19.7488518519,21.6331111111,11.4738888889
393.88,16.1266666667,30.373,17.9171111111,27.5643888889,16.602,13.3158888889,25.1137777778,19.7864814815,21.6758888889,11.4833333333
394.24,16.1532222222,30.4407777778,17.9383333333,27.7048333333,16.5608888889,13.2991111111,25.1487777778,19.7741111111,21.7743333333,11.4938888889
394.60,16.0647777778,30.4196666666,17.8694444444,27.6428333333,16.4891111111,13.2063333334,25.06,19.635037037,21.6988888889,11.3705555556
394.96,16.0613333334,30.5453333333,17.9558888889,27.703,16.5181111111,13.2225555555,25.1213333334,19.6330740741,21.765,11.3753333333
395.32,16.1367777778,30.6765555556,18.0825555556,27.8207777778,16.5922222222,13.2942222222,25.2218888889,19.701,21.8716666667,11.4436666667
395.68,16.1971111111,30.7952222222,18.1585555556,27.9119444444,16.6596666667,13.367,25.3344444444,19.7506296296,21.9537777778,11.5222222222
396.04,16.2223333334,30.9032222222,18.2114444445,27.9793888889,16.7174444444,13.3915555556,25.3992222222,19.7585555555,22.0436666667,11.5497777778
396.40,16.2778888889,31.0083333333,18.3317777778,28.0534444445,16.7993333333,13.4431111111,25.4737777778,19.7716666667,22.1091111111,11.547
396.76,16.2972222222,31.0737777778,18.4125555555,28.1395555556,16.8276666667,13.4163333333,25.4227777778,19.7907777778,22.1853333333,11.5556666667
397.12,16.4203333333,31.1927777778,18.4921111111,28.2908333333,16.9076666667,13.4298888889,25.5094444444,19.8688148148,22.2687777778,11.6603333333
