wavelength,Back_CreDenf,Belly_CreDenf,Breast_CreDenf,Crissum_CreDenf,Crown_CreDenf,DorTail_CreDenf,Patch10_CreDenf,Rump_CreDenf,Throat_CreDenf,WingTip_CreDenf
387.03,9.98333333335,27.7063333334,6.23616666667,25.8588333333,7.83383333333,7.22766666666,16.8345,8.01066666666,7.4035,9.7365
387.39,9.97083333335,27.809,6.19783333333,25.9935,7.85366666667,7.2165,16.8148333334,7.986,7.38116666667,9.74083333334
387.75,10.025,27.9226666666,6.24783333334,26.0376666666,7.884,7.24,16.8955,8.07383333333,7.44533333334,9.76716666665
388.11,10.052,27.9451666667,6.21633333333,26.0836666666,7.86133333334,7.221,16.872,8.04466666666,7.40316666666,9.77666666668
388.47,10.0406666667,28.0183333334,6.21033333334,26.1971666666,7.8985,7.29016666666,16.918,8.05016666667,7.46466666666,9.81016666667
388.83,10.02,28.0296666667,6.21433333333,26.2198333333,7.8965,7.2915,16.9485,8.04166666666,7.42466666667,9.82066666667
389.19,9.98083333332,28.1456666667,6.18133333334,26.2845,7.87433333334,7.28116666666,16.9751666667,8.0345,7.40333333333,9.77149999999
389.55,9.93083333332,28.1051666666,6.17,26.306,7.8445,7.26216666667,16.9936666667,8.00233333333,7.40283333333,9.77916666665
389.91,9.96533333333,28.2535,6.1495,26.3965,7.86966666666,7.27416666666,17.052,8.05016666667,7.40166666666,9.75316666669
390.27,9.91400000002,28.2618333333,6.09616666666,26.424,7.78983333333,7.21983333333,16.9973333333,8.00266666667,7.331,9.6775
390.63,9.8355,28.2886666667,5.9975,26.4255,7.758,7.14816666667,17.0023333333,7.92383333333,7.263,9.56200000002
391.00,9.77183333335,28.3568333333,5.88233333333,26.4571666667,7.74733333333,7.12,16.991,7.87,7.24683333334,9.56516666669
391.36,9.74633333333,28.4403333333,5.88633333333,26.4961666666,7.75983333333,7.15366666667,17.0996666667,7.86516666667,7.24866666666,9.60083333332
391.72,9.67466666665,28.4406666666,5.81866666666,26.5028333333,7.69916666667,7.06883333334,17.059,7.79783333333,7.21433333333,9.58483333335
392.08,9.62099999998,28.4858333334,5.82166666667,26.4725,7.6615,7.03883333333,17.0366666666,7.753,7.22866666666,9.57000000001
392.44,9.58016666665,28.5381666667,5.79466666666,26.4733333333,7.58533333333,6.95333333333,17.0878333333,7.72883333333,7.1485,9.53283333332
392.80,9.58816666665,28.6011666667,5.76683333334,26.5955,7.58716666667,6.987,17.1048333333,7.71433333334,7.18583333334,9.50233333335
393.16,9.57416666667,28.6765,5.76,26.6431666667,7.5885,6.98716666667,17.158,7.736,7.20483333333,9.56083333335
393.52,9.60283333335,28.7883333333,5.80383333333,26.7131666667,7.67166666666,7.015,17.2421666667,7.797,7.2845,9.56549999999
393.88,9.56599999998,28.7433333333,5.80883333334,26.707,7.65516666667,7.01133333333,17.2033333333,7.72716666667,7.27433333334,9.55949999999
394.24,9.57466666666,28.7701666667,5.76733333333,26.7038333333,7.63633333334,6.99183333333,17.2446666667,7.68,7.294,9.58716666669
394.60,9.59283333331,28.8685,5.80583333334,26.8055,7.67866666667,6.9985,17.3025,7.7125,7.341,9.65283333331
394.96,9.57599999999,28.8973333333,5.823,26.8193333334,7.65716666667,6.96216666667,17.3626666667,7.7145,7.33633333334,9.58366666665
395.32,9.50549999999,28.806,5.75,26.7636666667,7.55733333334,6.8445,17.2685,7.61116666666,7.25916666667,9.46816666667
395.68,9.45583333334,28.8541666666,5.69683333333,26.8013333334,7.54533333333,6.81916666666,17.2941666667,7.5435,7.22483333334,9.39466666665
396.04,9.42816666667,28.8368333333,5.629,26.866,7.52916666667,6.8255,17.2926666666,7.555,7.166,9.29666666667
396.40,9.41116666667,28.8321666667,5.64866666667,26.866,7.53483333333,6.82716666667,17.2573333333,7.59016666667,7.19366666666,9.28100000002
396.76,9.38883333334,28.8786666667,5.67666666666,26.8653333334,7.5535,6.8115,17.3018333333,7.62083333333,7.1805,9.29933333335
397.12,9.38,28.8646666666,5.69233333334,26.9193333334,7.56183333334,6.82216666667,17.3156666667,7.612,7.16283333334,9.26316666667
397.48,9.38216666667,28.902,5.6415,26.9573333334,7.5355,6.83833333333,17.3013333334,7.59616666667,7.12816666667,9.25300000001
397.84,9.39866666667,29.0068333333,5.66516666666,27.037,7.56666666667,6.823,17.3793333333,7.6565,7.15916666666,9.29516666665
398.20,9.415,29.123,5.70866666666,27.1836666667,7.61166666667,6.83783333333,17.4001666667,7.74716666667,7.1885,9.27916666669
398.56,9.426,29.155,5.67583333334,27.2126666667,7.5555,6.85,17.4305,7.7215,7.19366666666,9.216
398.92,9.48000000001,29.2178333333,5.66183333334,27.312,7.56433333334,6.87633333333,17.4145,7.7575,7.19383333334,9.25383333334
399.28,9.44783333333,29.2973333334,5.64283333334,27.3828333333,7.563,6.87033333333,17.4506666667,7.8005,7.20183333333,9.20866666668
399.64,9.46083333333,29.357,5.629,27.4511666667,7.54016666667,6.89633333334,17.4965,7.811,7.18216666667,9.17816666668
400.00,9.48916666669,29.5201666667,5.69466666667,27.5566666667,7.56416666667,6.89683333333,17.5811666666,7.8025,7.228,9.21816666667
400.36,9.4965,29.63,5.62783333333,27.6523333334,7.57683333334,6.922,17.6466666666,7.76316666667,7.22716666666,9.19033333331
400.72,9.51483333335,29.6996666666,5.57783333334,27.722,7.5795,6.88616666667,17.6735,7.75966666666,7.23416666666,9.15783333333
401.08,9.465,29.6993333334,5.49166666667,27.6903333333,7.48816666667,6.76883333333,17.589,7.68116666666,7.15283333333,9.03916666665
401.44,9.46316666666,29.7793333333,5.53216666667,27.7645,7.47466666667,6.724,17.6573333333,7.67516666667,7.21133333334,9.03883333335
401.80,9.41733333333,29.8095,5.49666666667,27.811,7.41333333334,6.663,17.659,7.65933333334,7.2025,8.98916666669
402.16,9.44666666667,29.9013333333,5.50616666666,27.8468333333,7.44083333334,6.73566666666,17.7545,7.6875,7.27316666667,8.99133333331
402.52,9.4385,30.0003333333,5.5,27.8721666666,7.45333333333,6.73166666666,17.7723333333,7.714,7.27933333333,9.00183333334
402.88,9.52033333333,30.083,5.57733333333,27.9968333333,7.48966666667,6.75933333334,17.905,7.76933333333,7.3595,9.04866666665
403.24,9.58716666665,30.1956666666,5.66483333333,28.0493333333,7.53933333333,6.83433333333,17.9488333333,7.79666666666,7.46383333333,9.1075
403.60,9.57066666667,30.2546666667,5.68833333333,28.1091666666,7.562,6.8465,17.9836666667,7.824,7.51783333333,9.153
403.95,9.59016666667,30.31,5.6745,28.1666666667,7.55683333333,6.85683333333,18.0428333333,7.85266666666,7.54966666666,9.16683333335
404.31,9.59316666666,30.3283333333,5.7125,28.2148333333,7.53166666667,6.81866666666,18.0348333334,7.86033333333,7.548,9.15033333335
404.67,9.5665,30.3715,5.691,28.222,7.47183333334,6.80616666667,18.0408333334,7.85416666667,7.5535,9.142
405.03,9.64250000001,30.5128333334,5.75866666667,28.3846666666,7.54316666666,6.90633333334,18.1836666667,7.9225,7.62316666666,9.23300000002
405.39,9.6375,30.585,5.72716666667,28.432,7.52783333333,6.88816666666,18.1375,7.91083333333,7.5655,9.19600000001
405.75,9.63816666668,30.6126666667,5.71516666667,28.4716666667,7.53533333334,6.884,18.1463333334,7.8915,7.53033333334,9.16149999999
406.11,9.57166666666,30.5888333334,5.65566666666,28.4426666666,7.48883333333,6.76733333333,18.0803333334,7.79566666667,7.43016666667,9.07633333334
406.47,9.65349999998,30.6553333334,5.728,28.5561666667,7.5515,6.78516666666,18.1196666666,7.866,7.478,9.13633333333
406.83,9.56533333333,30.6605,5.67833333333,28.5013333334,7.49616666667,6.7505,18.0776666666,7.78833333333,7.439,9.0555
407.19,9.61383333334,30.7671666667,5.67366666667,28.5806666666,7.501,6.74833333334,18.127,7.80766666666,7.437,9.086
407.55,9.65483333333,30.8466666666,5.70216666667,28.6096666666,7.53533333334,6.75233333333,18.1446666667,7.84683333333,7.457,9.09916666666
407.90,9.6565,30.8723333333,5.70116666667,28.616,7.53,6.71416666667,18.0983333333,7.84783333334,7.43933333334,9.07649999998
408.26,9.732,31.0065,5.75866666667,28.642,7.59816666667,6.756,18.1718333334,7.87183333333,7.4955,9.1205
408.62,9.75333333335,31.0715,5.787,28.7311666666,7.62666666667,6.75016666667,18.1796666667,7.85166666667,7.50033333333,9.10983333334
408.98,9.76999999999,31.1165,5.804,28.708,7.63366666667,6.74666666666,18.1863333333,7.86183333333,7.547,9.13066666669
409.34,9.82016666665,31.195,5.8615,28.8048333333,7.6645,6.80316666666,18.2858333333,7.9135,7.60933333331,9.19200000001
409.70,9.79266666666,31.2986666666,5.86583333333,28.855,7.65866666666,6.83716666667,18.3301666667,7.92183333333,7.65399999998,9.2
410.06,9.82083333332,31.4341666667,5.92933333334,28.9591666666,7.66916666666,6.8755,18.3628333333,7.98883333334,7.70733333335,9.2385
410.42,9.79599999998,31.5,5.89733333333,28.9841666667,7.60633333333,6.84716666667,18.3726666666,7.94183333333,7.69799999999,9.19666666665
410.77,9.79000000002,31.591,5.92283333334,29.0276666666,7.59733333333,6.846,18.3811666666,7.974,7.71100000001,9.23366666669
411.13,9.79616666665,31.5976666667,5.91166666667,29.0631666667,7.59083333334,6.8365,18.377,7.992,7.71166666668,9.21366666669
411.49,9.86699999999,31.6401666667,5.93283333333,29.1586666666,7.58316666667,6.8525,18.4178333333,8.0305,7.72266666667,9.22850000001
411.85,9.88383333334,31.7491666666,5.97616666666,29.2276666667,7.61033333334,6.87766666667,18.4975,8.0445,7.77516666665,9.23933333331
412.21,9.79816666668,31.7103333334,5.97266666666,29.2583333333,7.57783333333,6.85916666667,18.4891666667,8.01166666667,7.76316666667,9.21800000001
412.57,9.79316666668,31.7548333333,5.99533333334,29.2595,7.548,6.85933333333,18.4976666667,8.00683333334,7.768,9.20216666667
412.92,9.71433333332,31.7561666666,5.97,29.2808333334,7.47516666667,6.79666666667,18.4545,7.94066666667,7.68733333333,9.1435
413.28,9.73066666668,31.7875,5.97733333333,29.2955,7.49266666667,6.78133333333,18.4695,7.948,7.69333333333,9.10899999999
413.64,9.83150000002,31.8866666667,6.04616666667,29.3968333333,7.52716666666,6.80866666666,18.527,7.97083333333,7.7195,9.13850000002
414.00,9.87666666669,31.929,6.0705,29.4503333334,7.54766666667,6.8725,18.5851666667,7.9905,7.73583333332,9.18716666669
414.36,9.89216666665,31.9578333333,6.129,29.4715,7.57083333333,6.90816666667,18.6401666666,8.04266666666,7.73083333334,9.18416666666
414.72,9.95016666665,32.0386666667,6.13966666667,29.6068333334,7.59016666667,6.92016666667,18.7048333333,8.04183333333,7.74283333331,9.19383333334
415.07,9.96016666665,32.118,6.1945,29.6893333333,7.62866666667,6.94866666666,18.763,8.0695,7.79266666666,9.24516666666
415.43,9.90583333331,32.1268333333,6.203,29.6795,7.64066666667,6.92383333334,18.7471666667,8.0345,7.77233333334,9.21883333334
415.79,9.89066666667,32.1225,6.20433333333,29.673,7.6245,6.914,18.7283333333,8.04466666666,7.7525,9.23616666666
416.15,9.93683333332,32.1735,6.19383333333,29.7065,7.63416666666,6.9355,18.7353333333,8.0635,7.76850000001,9.25533333332
416.51,9.9825,32.272,6.237,29.831,7.694,6.97233333333,18.8278333333,8.13366666667,7.81999999999,9.32
416.86,10.0213333333,32.311,6.24016666667,29.857,7.687,6.972,18.8463333333,8.15216666666,7.84866666665,9.33
417.22,10.0378333333,32.4136666667,6.26516666667,29.9448333334,7.69616666667,7.00233333333,18.8703333334,8.14416666667,7.87200000001,9.37383333333
417.58,10.0196666667,32.4225,6.27983333334,29.9341666667,7.72116666667,7.01383333333,18.8666666667,8.14416666667,7.89683333333,9.39166666665
417.94,10.0485,32.4698333334,6.29366666667,29.9745,7.735,7.018,18.875,8.155,7.94466666665,9.41066666665
418.29,10.0668333333,32.4645,6.31683333333,29.9911666666,7.73433333333,7.067,18.8993333333,8.154,7.97749999999,9.42466666667
418.65,10.0883333334,32.4991666666,6.36383333333,29.9993333334,7.77166666667,7.08633333333,18.9111666667,8.1855,8.00283333335,9.43699999998
419.01,10.083,32.512,6.3645,29.9921666667,7.75033333333,7.08366666666,18.9055,8.1635,7.99100000002,9.42899999998
419.37,10.1185,32.5926666667,6.41016666667,30.0455,7.7715,7.123,18.9471666667,8.179,8.0365,9.46933333331
419.73,10.1296666667,32.6616666667,6.41783333334,30.12,7.78466666667,7.12783333333,18.97,8.19333333333,8.05483333335,9.48783333331
420.08,10.1206666666,32.7533333333,6.43433333334,30.1835,7.77716666666,7.10666666666,19.0033333333,8.20616666667,8.05266666665,9.46116666667
420.44,10.1203333333,32.777,6.44333333333,30.1923333333,7.778,7.1025,18.9943333333,8.18233333334,8.02999999998,9.46066666665
420.80,10.1198333333,32.8263333334,6.48183333333,30.2056666666,7.79383333333,7.12316666666,18.995,8.18233333334,8.04183333332,9.46850000002
421.16,10.0983333334,32.8153333333,6.48283333333,30.207,7.79316666666,7.09183333333,18.9838333333,8.1715,8.01816666668,9.439
421.51,10.1231666667,32.837,6.499,30.2505,7.78633333333,7.105,19.0138333334,8.1935,8.02833333332,9.44750000002
421.87,10.1235,32.849,6.52833333334,30.2825,7.794,7.11,19.0451666667,8.221,8.02816666665,9.45966666667
422.23,10.1078333333,32.8988333333,6.52,30.3351666666,7.80016666666,7.07766666666,19.0433333333,8.20716666666,8.01566666665,9.47250000001
422.58,10.0881666667,32.9118333334,6.51216666667,30.3401666667,7.7735,7.06466666666,19.0326666667,8.19566666666,8.02233333332,9.47566666665
422.94,10.0996666667,32.9893333333,6.55216666667,30.4145,7.80816666666,7.0855,19.0793333334,8.22216666667,8.06133333331,9.50283333333
423.30,10.0778333334,33.0175,6.55216666667,30.434,7.77816666667,7.05216666667,19.073,8.20566666666,8.03300000002,9.46833333331
423.66,10.0671666666,33.0195,6.56933333334,30.4548333333,7.78433333333,7.05533333333,19.0845,8.19266666666,8.04266666666,9.45133333332
424.01,10.0948333333,33.0341666667,6.61383333334,30.4975,7.80283333333,7.086,19.1223333333,8.19616666667,8.07316666669,9.4865
424.37,10.0918333333,33.064,6.63866666666,30.5138333334,7.80533333334,7.0845,19.1433333334,8.20883333334,8.104,9.48350000001
424.73,10.131,33.156,6.67633333334,30.6203333333,7.83083333333,7.1085,19.2308333333,8.24766666667,8.14183333334,9.51483333333
425.08,10.1425,33.1831666667,6.70366666667,30.6398333333,7.84366666666,7.12616666667,19.2666666666,8.26633333333,8.17199999998,9.53716666665
425.44,10.0953333333,33.2076666666,6.70333333334,30.6351666667,7.82983333334,7.08983333333,19.2426666667,8.2215,8.16666666668,9.52333333335
425.80,10.1095,33.2721666667,6.71833333333,30.6853333334,7.85583333333,7.1015,19.2973333334,8.21883333333,8.19666666668,9.53533333332
426.16,10.1373333333,33.3578333333,6.75183333333,30.7681666667,7.88316666666,7.11233333333,19.3348333333,8.2375,8.21533333333,9.53133333332
426.51,10.1801666666,33.4673333333,6.80116666666,30.8576666667,7.93983333333,7.15266666667,19.41,8.261,8.25100000002,9.55083333335
426.87,10.2076666667,33.5028333333,6.845,30.8838333333,7.95383333333,7.15083333333,19.4321666666,8.2715,8.24866666665,9.54683333331
427.23,10.2351666667,33.5721666667,6.8655,30.9673333333,8.01633333333,7.183,19.4771666666,8.29116666667,8.30283333335,9.59833333335
427.58,10.2946666667,33.6765,6.92433333333,31.0491666666,8.04366666667,7.1975,19.5351666667,8.3195,8.32816666669,9.62450000002
427.94,10.2903333333,33.738,6.92883333333,31.09,8.06333333333,7.1945,19.5658333333,8.34216666666,8.33266666665,9.612
428.30,10.3135,33.8376666667,6.96766666667,31.2051666667,8.10533333333,7.24583333333,19.6245,8.36316666667,8.36533333332,9.63433333335
428.65,10.3138333333,33.83,6.96766666667,31.232,8.16566666667,7.257,19.629,8.3555,8.38066666665,9.64266666667
429.01,10.3468333333,33.9091666666,7.00666666666,31.3081666667,8.192,7.3005,19.6706666667,8.3965,8.43466666669,9.6655
429.37,10.4178333333,34.036,7.06666666667,31.4425,8.26916666667,7.35833333334,19.767,8.45666666667,8.48583333334,9.67966666665
429.72,10.4063333333,34.1235,7.05466666667,31.4821666666,8.2695,7.33066666667,19.7533333333,8.416,8.45750000001,9.66566666669
430.08,10.409,34.1788333333,7.08733333333,31.4856666667,8.28283333333,7.35816666666,19.78,8.42,8.50316666666,9.68616666667
430.44,10.3748333334,34.1605,7.08216666667,31.5068333333,8.2555,7.32616666667,19.7651666667,8.4115,8.50349999998,9.67266666665
430.79,10.3951666666,34.252,7.09033333333,31.6223333333,8.27816666667,7.3585,19.8106666667,8.43083333334,8.53766666669,9.71283333333
431.15,10.412,34.311,7.12766666667,31.6911666666,8.29016666666,7.38183333333,19.8706666666,8.4545,8.55750000002,9.73183333334
431.50,10.4073333333,34.3696666667,7.11066666667,31.7181666666,8.293,7.39516666667,19.9031666667,8.44616666667,8.56383333333,9.741
431.86,10.39,34.4193333334,7.11333333333,31.7751666666,8.28933333333,7.3825,19.9061666667,8.43583333333,8.5735,9.78433333335
432.22,10.3833333333,34.4205,7.10216666667,31.7793333333,8.26316666667,7.35116666667,19.8925,8.4155,8.56466666666,9.7625
432.57,10.3758333334,34.474,7.12216666667,31.8268333334,8.2505,7.35483333333,19.9158333333,8.422,8.57200000002,9.7445
432.93,10.3421666667,34.5153333334,7.1025,31.8685,8.23433333333,7.30966666667,19.9276666666,8.378,8.55333333335,9.72783333332
433.29,10.3155,34.5286666667,7.08533333333,31.8698333334,8.186,7.28983333334,19.9235,8.36433333334,8.53333333333,9.72833333331
433.64,10.2958333333,34.5158333334,7.11716666666,31.8996666666,8.176,7.2855,19.9558333333,8.382,8.55349999999,9.75216666667
434.00,10.2678333333,34.5095,7.11016666667,31.8885,8.16433333333,7.2585,19.951,8.35983333333,8.53600000002,9.74150000002
434.35,10.2595,34.5548333333,7.11483333333,31.9283333333,8.17883333333,7.25233333334,19.9695,8.35083333333,8.51683333335,9.71949999999
434.71,10.243,34.5705,7.11283333334,31.9605,8.17633333333,7.23233333333,19.9915,8.33483333334,8.52183333335,9.70383333335
435.07,10.2043333333,34.5591666667,7.08033333333,31.92,8.15033333333,7.19433333333,19.962,8.3015,8.49100000001,9.66216666665
435.42,10.1878333333,34.5791666666,7.09916666666,31.929,8.13683333333,7.18116666666,19.9678333334,8.2925,8.49899999998,9.64899999999
435.78,10.2083333333,34.6345,7.12,31.9653333334,8.15633333333,7.19733333334,19.9836666666,8.29033333334,8.50783333335,9.63283333335
436.13,10.2181666667,34.6933333333,7.161,32.0525,8.18933333334,7.22,20.0305,8.2955,8.53849999998,9.67550000001
436.49,10.2026666666,34.7391666667,7.1625,32.0796666666,8.19183333333,7.21316666666,20.0303333334,8.3065,8.55200000001,9.69066666669
436.84,10.2153333333,34.77,7.193,32.0748333333,8.19316666667,7.23983333333,20.0523333333,8.33333333333,8.56916666668,9.71600000002
437.20,10.2505,34.834,7.24783333333,32.1391666666,8.24616666667,7.272,20.1231666667,8.3625,8.6325,9.74233333331
437.56,10.2591666666,34.8943333333,7.25266666667,32.1695,8.23816666667,7.29133333334,20.0958333334,8.3375,8.63883333335,9.72000000002
437.91,10.292,34.988,7.28116666667,32.2501666667,8.26433333333,7.32216666666,20.1528333334,8.37583333334,8.68050000001,9.74883333335
438.27,10.2851666666,35.0255,7.29483333334,32.296,8.25983333333,7.33433333333,20.1681666666,8.37283333333,8.70516666665,9.77883333331
438.62,10.2778333333,35.0701666666,7.30183333333,32.2903333333,8.24633333334,7.3515,20.1908333333,8.3595,8.70699999999,9.77816666665
438.98,10.2818333333,35.1233333334,7.324,32.3336666667,8.25283333333,7.34216666667,20.2111666667,8.37583333333,8.732,9.77266666669
439.33,10.2976666667,35.141,7.3205,32.3683333333,8.24666666666,7.3495,20.235,8.36316666667,8.73733333334,9.77849999999
439.69,10.3273333333,35.2083333333,7.35166666667,32.426,8.27433333334,7.37666666666,20.2998333334,8.39466666667,8.79033333333,9.81866666666
440.04,10.316,35.2248333334,7.34016666667,32.3915,8.26683333334,7.35833333333,20.283,8.405,8.7925,9.80349999999
440.40,10.315,35.2121666666,7.3505,32.3988333333,8.25833333334,7.34816666666,20.284,8.38866666666,8.79316666668,9.81333333332
440.75,10.3118333334,35.24,7.36133333333,32.4488333333,8.26,7.3495,20.287,8.384,8.80566666665,9.79416666665
441.11,10.2676666667,35.2671666666,7.34783333334,32.4645,8.22933333333,7.3275,20.2761666666,8.35516666666,8.78549999998,9.79183333335
441.47,10.252,35.2843333334,7.357,32.4835,8.23483333333,7.316,20.319,8.35416666667,8.79316666666,9.79083333334
441.82,10.2636666666,35.2975,7.37,32.5231666666,8.23316666666,7.30566666667,20.3336666667,8.34516666667,8.80866666667,9.79633333335
442.18,10.2656666667,35.326,7.36233333334,32.5326666667,8.2145,7.28733333333,20.3325,8.324,8.80449999999,9.76466666665
442.53,10.2336666666,35.2945,7.3325,32.5303333333,8.18,7.256,20.3015,8.29683333333,8.79149999998,9.737
442.89,10.2405,35.3555,7.36933333333,32.6186666667,8.165,7.3065,20.3313333333,8.29033333333,8.82266666665,9.75983333333
443.24,10.2131666667,35.3835,7.39316666667,32.63,8.17433333333,7.298,20.3018333333,8.28966666667,8.83800000002,9.75966666668
443.60,10.179,35.362,7.38733333334,32.6123333333,8.127,7.268,20.2656666666,8.2495,8.81866666666,9.71916666667
443.95,10.1761666667,35.3985,7.39633333333,32.6393333334,8.12166666667,7.27466666667,20.256,8.241,8.82999999999,9.7
444.31,10.1731666667,35.4905,7.38183333333,32.6593333333,8.10483333333,7.25983333333,20.2516666666,8.223,8.84216666668,9.67216666666
444.66,10.1723333334,35.4873333333,7.39316666667,32.6756666667,8.11433333334,7.27383333334,20.2741666667,8.21883333333,8.88583333332,9.68633333333
445.02,10.1931666667,35.4933333334,7.41266666667,32.7133333334,8.11866666667,7.278,20.2833333334,8.25016666667,8.92233333332,9.67133333335
445.37,10.2115,35.5553333333,7.44083333334,32.7421666667,8.1285,7.29533333333,20.3048333333,8.284,8.95733333335,9.67033333335
445.72,10.1988333333,35.5851666666,7.45183333333,32.7336666666,8.11833333334,7.2905,20.3108333334,8.287,8.96283333334,9.65783333335
446.08,10.2098333334,35.6115,7.49,32.74,8.14266666667,7.30883333334,20.3265,8.30433333334,8.99683333334,9.677
446.43,10.207,35.6325,7.50683333334,32.7518333333,8.15,7.30916666666,20.3368333334,8.30733333334,9.02483333335,9.67733333335
446.79,10.2173333333,35.6556666666,7.49933333333,32.7368333333,8.15883333333,7.30316666666,20.3505,8.317,9.04216666665,9.67333333334
447.14,10.2203333333,35.6681666667,7.50283333333,32.7793333334,8.14833333333,7.28666666666,20.3716666667,8.32816666667,9.04533333335,9.65966666669
447.50,10.183,35.6803333333,7.494,32.7716666666,8.12733333333,7.26383333333,20.3491666666,8.306,9.03283333334,9.62033333335
447.85,10.177,35.7191666666,7.51466666667,32.7993333333,8.13933333333,7.26583333333,20.399,8.30766666667,9.05149999999,9.62500000001
448.21,10.1826666667,35.729,7.5455,32.8261666667,8.15383333333,7.283,20.4463333334,8.3225,9.062,9.62300000002
448.56,10.1876666666,35.8018333334,7.55133333334,32.8323333334,8.1285,7.26233333334,20.4346666666,8.3165,9.04483333335,9.60933333333
448.92,10.1635,35.8436666667,7.52833333334,32.8461666667,8.12083333333,7.2505,20.4348333333,8.298,9.04433333335,9.60666666666
449.27,10.1615,35.8653333333,7.51983333333,32.8863333333,8.12133333333,7.2425,20.4451666666,8.28366666667,9.04683333331,9.60400000001
449.62,10.1496666667,35.8953333333,7.49466666667,32.911,8.10683333334,7.21383333333,20.4436666666,8.25616666666,9.03883333334,9.58099999998
449.98,10.1555,35.9225,7.49616666666,32.9381666667,8.10566666666,7.19483333333,20.4793333333,8.269,9.04016666666,9.576
450.33,10.1526666667,36.0026666667,7.49683333334,32.9573333333,8.10833333333,7.16883333333,20.4833333334,8.26766666667,9.02266666666,9.54600000001
450.69,10.1508333333,36.0446666667,7.51133333333,33.0201666666,8.10583333333,7.12666666666,20.5028333334,8.27083333333,9.03283333334,9.5405
451.04,10.1416666667,36.0935,7.5,33.023,8.087,7.136,20.511,8.24833333333,9.04249999999,9.53366666669
451.40,10.1868333333,36.1631666666,7.5115,33.105,8.10316666667,7.15816666667,20.5758333333,8.279,9.08133333333,9.57600000002
451.75,10.1978333333,36.179,7.48033333334,33.1273333334,8.06533333333,7.12933333333,20.5485,8.25016666666,9.07633333335,9.53766666669
452.10,10.1888333333,36.191,7.48933333333,33.1231666667,8.0615,7.11,20.5151666666,8.23466666667,9.10016666667,9.53249999998
452.46,10.1715,36.2431666667,7.5075,33.1678333334,8.0775,7.1095,20.5511666666,8.24266666667,9.13499999999,9.53933333334
452.81,10.2051666667,36.291,7.53133333333,33.1655,8.09866666667,7.11233333334,20.5571666667,8.25533333334,9.14183333335,9.54000000001
453.17,10.2053333333,36.3451666667,7.54483333333,33.2003333334,8.07516666666,7.0905,20.5408333334,8.256,9.15483333334,9.51033333331
453.52,10.2108333333,36.3575,7.582,33.2308333333,8.09666666666,7.09966666666,20.5385,8.27683333334,9.19949999998,9.51666666665
453.87,10.2015,36.4048333333,7.57716666667,33.2348333333,8.08733333333,7.11216666666,20.5081666666,8.278,9.21866666665,9.52016666665
454.23,10.2208333333,36.4128333334,7.59933333333,33.2578333333,8.07883333333,7.13083333333,20.5266666667,8.28616666667,9.25816666666,9.52383333335
454.58,10.2398333333,36.4698333333,7.61883333333,33.2693333333,8.08183333333,7.15883333333,20.5501666667,8.28283333333,9.28183333334,9.51633333333
454.93,10.277,36.5541666666,7.675,33.3348333334,8.13766666666,7.20333333333,20.5993333333,8.3355,9.35816666665,9.53883333335
455.29,10.2906666667,36.5961666667,7.71383333333,33.3571666667,8.1555,7.20366666667,20.6155,8.353,9.40233333334,9.55033333335
455.64,10.2976666667,36.639,7.75516666667,33.3663333333,8.17566666667,7.22516666667,20.6476666667,8.3885,9.43933333332,9.60049999999
456.00,10.2916666667,36.674,7.77466666667,33.402,8.168,7.21866666666,20.646,8.39783333334,9.46316666665,9.60116666665
456.35,10.3251666667,36.7165,7.78233333333,33.4456666667,8.18,7.23883333333,20.652,8.40933333334,9.49233333332,9.61366666667
456.70,10.3081666667,36.7121666666,7.7915,33.4338333334,8.1485,7.22433333334,20.6353333334,8.38016666667,9.49299999998,9.60566666668
457.06,10.3235,36.7055,7.812,33.4331666667,8.18116666667,7.23633333333,20.6508333334,8.38033333333,9.51966666666,9.64033333334
457.41,10.3181666667,36.7148333333,7.81366666667,33.4275,8.16783333334,7.2355,20.6565,8.36866666666,9.52016666669,9.63383333334
457.76,10.3405,36.7901666667,7.858,33.506,8.17466666667,7.2455,20.7095,8.37516666667,9.548,9.64766666669
458.12,10.3333333333,36.799,7.85783333333,33.5001666667,8.1565,7.23666666667,20.6965,8.35333333333,9.52966666665,9.65066666668
458.47,10.321,36.7595,7.872,33.4656666667,8.14283333334,7.234,20.6686666666,8.33733333333,9.53383333334,9.646
458.82,10.3045,36.7861666666,7.87666666666,33.472,8.11366666667,7.217,20.6663333333,8.33166666667,9.52483333335,9.64233333333
459.18,10.3121666667,36.8185,7.87933333333,33.4906666667,8.12816666666,7.227,20.6576666667,8.32916666666,9.53050000001,9.62949999999
459.53,10.3065,36.8248333333,7.8885,33.5023333333,8.126,7.21833333333,20.6533333333,8.32416666667,9.5195,9.61649999998
459.88,10.3365,36.8721666667,7.89616666666,33.5383333333,8.13683333333,7.23716666666,20.6993333334,8.3355,9.538,9.63233333331
460.24,10.3335,36.8841666667,7.9065,33.5405,8.12933333333,7.2165,20.715,8.319,9.54066666669,9.61833333334
460.59,10.348,36.9215,7.919,33.58,8.13733333334,7.23483333333,20.7238333334,8.33433333333,9.56366666667,9.60950000002
460.94,10.3451666667,36.954,7.92316666667,33.5931666666,8.12616666667,7.242,20.73,8.33916666667,9.56216666667,9.59633333335
