wavelength,Back_CalCocm,Belly_CalCocm,Breast_CalCocm,Crissum_CalCocm,Crown_CalCocm,DorTail_CalCocm,Rump_CalCocm,Throat_CalCocm,WingTip_CalCocm
326.21,6.65108333334,7.98308333333,6.85533333333,6.81633333333,2.99491666667,4.19108333333,7.711,4.53141666667,3.4325
326.57,6.53183333334,8.10225000001,7.081,6.84008333333,3.11166666667,4.38341666667,7.87083333333,4.79775,3.4105
326.94,6.46233333334,7.87516666667,6.90141666667,6.85391666666,3.17866666667,4.51508333333,7.627,4.73458333334,3.39816666667
327.31,7.35125000001,8.629,7.59908333333,7.828,4.04275,5.52058333333,8.35233333333,5.4155,3.88058333333
327.67,8.11483333333,9.54008333333,8.43775,8.50433333333,4.83666666666,6.2715,8.94166666667,6.07183333333,4.54191666667
328.04,8.09391666667,9.50191666666,8.35258333333,8.61124999999,4.6455,6.23575,8.86016666667,5.89091666668,4.38683333333
328.41,7.63166666666,9.22725000001,7.99708333333,8.04483333333,4.104,5.96891666667,8.41008333333,5.52675,4.0945
328.78,7.55783333334,9.47191666666,8.2155,8.09766666667,3.94566666667,5.84008333333,8.25475,5.61441666667,3.96541666667
329.14,8.26458333334,10.0785,8.9805,8.83325,4.50975,6.74508333333,9.25483333332,6.44124999999,4.93125
329.51,8.80650000001,10.70025,9.85208333334,9.57591666666,5.3255,7.33708333333,9.98025000002,7.31750000001,5.78908333334
329.88,9.46483333333,11.5999166667,10.5568333333,10.3403333333,5.83433333333,8.03808333333,10.675,8.07758333334,6.35583333334
330.24,9.88125,12.05225,10.8644166667,10.6794166667,6.13308333333,8.58649999999,11.0689166667,8.30400000001,6.77575
330.61,9.94566666668,12.1115,10.7905833333,10.6255833333,6.16758333334,8.54691666667,11.0819166666,8.246,6.7405
330.98,10.1238333333,12.1275,10.8595833333,10.66575,6.24275,8.57525000001,11.33375,8.26550000001,6.82341666667
331.34,9.80733333332,11.62825,10.3468333333,9.97108333332,5.70325,8.01533333333,11.0115,7.67816666666,6.70508333333
331.71,9.81466666667,11.5155833333,10.10125,10.1489166667,5.82941666667,7.86516666667,10.9806666667,7.72191666666,6.71816666666
332.08,9.96808333332,11.55575,10.1841666667,10.1936666667,6.04091666666,7.93875,10.917,7.8635,6.60475
332.44,10.2184166667,11.8420833333,10.7504166667,10.53575,6.49483333334,8.01616666667,11.32875,8.44541666665,7.03608333334
332.81,9.69933333334,11.26675,10.4051666667,10.1118333333,6.00483333334,7.545,11.0651666667,8.0125,6.68325
333.18,9.39766666666,10.9443333333,10.0254166667,9.72524999999,5.84966666666,7.06866666666,10.48025,7.51458333333,6.28625
333.54,9.18349999999,10.8126666667,9.60433333334,9.19258333333,5.78233333333,6.88333333333,10.2846666667,7.21441666667,5.97041666666
333.91,9.05666666666,10.459,9.19091666668,8.86950000001,5.65391666667,6.61841666667,10.16425,6.93983333333,5.761
334.28,8.58258333334,9.85575000002,8.61833333333,8.12866666668,5.15483333333,5.76025,9.57074999999,6.49941666667,5.19941666666
334.64,8.66924999999,9.87983333333,8.5455,8.19191666668,5.30216666667,5.6115,9.59691666666,6.79566666667,5.19633333333
335.01,8.95241666666,10.251,8.81275000002,8.30725000001,5.49166666667,5.84025,9.77158333334,6.99975,5.41333333333
335.38,9.14624999999,10.40375,8.94949999999,8.67550000001,5.664,6.02341666666,9.84758333334,7.22975,5.45016666666
335.74,9.74475,10.8686666667,9.45741666666,9.24616666668,5.9585,6.50783333333,10.2434166667,7.62350000001,5.85691666667
336.11,9.78600000001,10.7968333333,9.15733333333,9.28475,5.819,6.30316666666,10.2870833334,7.43283333333,5.75958333333
336.47,9.55016666667,10.4565,8.43383333334,8.85375000001,5.35408333333,6.00025,9.79349999999,6.84808333333,5.15258333333
336.84,9.86191666666,10.6431666667,8.30841666667,8.96475000001,5.62483333333,6.32266666667,9.96166666665,6.98733333333,5.34216666667
337.21,10.1944166667,10.7543333334,8.39924999999,9.14033333332,5.56658333333,6.34058333333,10.1201666667,7.15566666667,5.22883333333
337.57,9.83583333333,10.1889166667,8.08708333334,8.90000000001,4.885,5.86225,9.69624999999,6.634,4.76175
337.94,9.26833333332,9.56366666665,7.53775,8.15291666668,4.27333333333,5.00325,9.00583333333,5.80708333334,4.0765
338.31,9.29008333333,9.73183333334,7.7855,8.32516666667,4.33441666667,5.29916666667,9.13475000001,5.7735,4.09708333333
338.67,9.16100000001,9.50991666665,7.603,8.236,3.91108333333,5.33925,8.90941666667,5.38783333333,4.03275
339.04,8.68074999999,8.94741666668,7.10483333333,7.92108333333,3.58083333333,4.99533333334,8.76158333332,5.06816666666,3.55666666666
339.40,8.60608333333,8.71841666666,6.99391666667,7.6275,3.56908333333,4.78825,8.73433333333,4.89241666667,3.40058333334
339.77,8.04399999999,7.97166666666,6.51716666667,6.90291666667,2.95733333333,4.17883333333,8.32541666666,4.3395,2.93308333333
340.14,7.94616666666,8.04108333333,6.61925,6.82466666667,2.9385,4.20233333333,8.31749999999,4.2575,3.14391666667
340.50,8.28574999999,8.29358333333,7.033,7.11233333334,3.02891666667,4.57508333333,8.7775,4.53533333334,3.44125
340.87,7.97925,8.08924999999,6.90108333333,6.93258333333,2.94316666667,4.36741666667,8.68741666668,4.29658333333,3.08475
341.23,7.29166666666,7.55216666668,6.36033333334,6.36841666667,2.43841666667,3.79575,8.20708333333,3.66183333334,2.48575
341.60,7.33683333334,7.61933333333,6.26175,6.45791666667,2.55825,3.70358333334,8.16075,3.64866666667,2.354
341.96,7.17491666666,7.53775000001,6.03183333333,6.43333333333,2.34008333333,3.57583333333,7.90083333334,3.45233333333,2.20875
342.33,6.83683333333,7.10275,5.49225,6.00875,1.85358333333,3.0235,7.34575,3.1905,1.80041666667
342.70,6.91349999999,7.19583333332,5.70158333333,6.185,2.05916666667,3.12216666667,7.51566666667,3.40483333333,1.90325
343.06,6.931,7.28333333334,5.74141666667,6.12325,1.98225,2.9515,7.48158333333,3.26725,2.02641666666
343.43,6.92658333334,7.32116666667,5.69191666666,6.09375,1.96675,3.03625,7.45766666667,3.24441666666,2.08158333333
343.79,6.73449999999,7.27233333334,5.43983333334,5.97041666667,1.93133333333,2.94975,7.20141666667,2.85808333333,1.78258333334
344.16,6.62016666666,6.99949999999,5.32158333333,5.69383333333,1.82525,2.79441666667,7.02758333333,2.66775,1.40416666667
344.52,6.21733333333,6.71891666668,4.864,5.37241666667,1.65575,2.24641666667,6.657,2.164,1.24341666667
344.89,5.69333333333,6.07941666667,4.11491666667,4.81808333333,0.868500000001,1.61975,6.169,1.48191666667,0.640999999999
345.25,5.64591666667,6.03291666667,4.0445,4.83833333333,0.936499999999,1.58783333333,6.22275,1.52,0.746500000001
345.62,5.92708333334,6.44083333334,4.41341666667,5.19733333334,1.34491666667,1.90583333333,6.67066666667,1.83158333333,1.11516666667
345.99,6.23141666667,6.757,4.91116666667,5.67908333333,1.79191666667,2.24333333333,7.08708333333,2.39825,1.54941666666
346.35,6.73416666666,7.11883333334,5.28341666667,6.27525,2.24016666667,2.65858333333,7.57758333333,2.59783333333,2.0445
346.72,6.70216666666,7.03658333333,5.11191666667,6.17658333333,2.109,2.49791666667,7.569,2.45708333333,1.97916666667
347.08,6.63933333333,6.89291666667,5.13725,5.88475,1.86566666667,2.47608333333,7.48283333333,2.40058333333,1.82441666667
347.45,6.52566666666,6.763,5.15066666667,5.86958333333,1.77975,2.27516666667,7.38425,2.36616666666,1.71691666666
347.81,6.64575000001,6.77825,5.26516666667,5.87166666666,1.81316666667,2.30833333333,7.38508333333,2.67783333333,2.01533333333
348.18,6.83375000001,7.13108333333,5.42425,6.24666666667,2.02466666667,2.59125,7.76666666666,2.9505,2.45291666667
348.54,7.16866666666,7.38341666667,5.76808333333,6.53066666666,2.18375,2.9325,7.94491666666,3.2585,2.62058333333
348.91,7.69583333334,7.97699999999,6.40075,7.08616666667,2.81666666667,3.52941666667,8.31975,3.81033333333,3.31691666667
349.27,7.80316666667,8.05466666667,6.45716666667,7.23225,2.90916666667,3.53458333333,8.44891666668,3.9695,3.48025
349.64,7.49774999999,7.49091666667,5.98325,6.74391666667,2.3905,3.0695,7.98675,3.47016666667,3.14441666667
350.00,7.42158333333,7.55658333333,5.87508333333,6.54375,2.14766666667,3.13333333333,7.90116666667,3.30908333333,3.03875
350.37,7.11591666666,7.48391666668,5.65158333333,6.2935,1.83925,2.96958333333,7.78491666667,3.20358333333,2.93591666667
350.73,7.10616666667,7.48875,5.66783333334,6.34725,1.93983333333,2.89641666666,7.7065,3.08125,2.90958333333
351.10,7.35783333334,7.81616666666,5.8195,6.85375,2.50058333333,3.21425,8.03875,3.37133333333,3.14891666667
351.46,7.08341666667,7.72125,5.69658333333,6.73825,2.30466666667,3.203,7.8255,3.21633333333,3.02733333334
351.83,6.81941666667,7.69283333333,5.55766666667,6.70283333334,2.02508333333,2.98908333333,7.82883333333,3.04091666667,2.769
352.19,6.33291666666,7.27458333333,4.96233333333,6.33283333333,1.481,2.45516666666,7.16408333333,2.59158333333,2.18225
352.55,6.39941666667,7.33733333333,5.12083333333,6.57266666667,1.68991666667,2.6665,7.36308333334,2.75,2.42858333333
352.92,6.3835,7.40608333333,5.2845,6.66275,1.86108333333,2.80758333334,7.50116666667,2.94075,2.47083333333
353.28,6.33541666667,7.44191666667,5.29216666667,6.74633333333,1.80825,2.8705,7.40383333333,2.8135,2.38366666667
353.65,6.30125,7.63325,5.58233333333,7.03233333333,1.98258333333,2.9925,7.54633333333,2.96783333333,2.565
354.01,6.47808333333,7.73708333333,5.56566666667,7.24433333333,2.23241666667,3.02333333333,7.67008333333,3.09025,2.72516666666
354.38,6.4715,7.53816666667,5.57375,7.21266666667,2.21133333333,2.88625,7.50191666667,3.06091666667,2.52466666667
354.74,6.08583333333,7.35158333333,5.30516666667,6.86083333334,1.97533333333,2.66725,7.16225,2.88033333333,2.18825
355.11,5.77941666667,6.926,5.10766666667,6.60758333334,1.633,2.35133333333,6.81608333333,2.5945,1.85316666667
355.47,5.76975,6.952,4.934,6.66791666667,1.5575,2.18866666667,6.82683333333,2.42708333333,1.71666666667
355.83,5.68108333333,6.93991666666,4.85483333333,6.55783333334,1.63516666667,2.15783333334,6.88925,2.32641666667,1.70825
356.20,5.78216666667,7.18683333334,5.23383333333,6.6875,1.90358333333,2.53458333333,7.09341666667,2.59491666667,2.00783333333
356.56,5.2515,6.88141666667,4.9115,6.169,1.48958333333,2.18583333333,6.62783333333,2.22908333333,1.63541666667
356.93,5.16958333333,6.82875,4.74275,6.06058333333,1.22183333333,2.12866666667,6.52458333333,2.08066666666,1.50433333333
357.29,5.15966666667,6.87275,4.792,6.00566666667,1.14541666667,2.28025,6.42083333333,1.99133333333,1.54458333333
357.66,5.08008333333,6.94358333333,4.70525,5.91808333333,1.04625,2.35275,6.39166666667,1.92083333333,1.51983333333
358.02,4.73983333333,6.62425,4.559,5.6175,0.789916666666,2.10658333334,6.29391666666,1.67266666667,1.24941666666
358.38,4.38333333333,6.4525,4.46983333333,5.36691666667,0.67791666667,2.04891666667,6.111,1.422,1.15191666667
358.75,4.467,6.50533333333,4.70758333334,5.59391666667,0.771166666668,2.17833333333,6.31008333334,1.50733333333,1.33691666667
359.11,4.29175,6.48425,4.71833333333,5.52783333333,0.7455,2.09916666667,6.20458333334,1.40766666667,1.29966666667
359.48,4.39708333333,6.67616666666,5.04741666667,5.66483333334,1.11125,2.374,6.3675,1.66183333333,1.60966666667
359.84,4.75475,6.942,5.35875,6.05433333334,1.40491666667,2.70925,6.54866666667,2.00441666667,1.80766666667
360.20,4.72516666667,6.84275,5.36133333333,5.97541666667,1.29025,2.54933333333,6.41583333333,1.85083333333,1.72166666667
360.57,5.04325,7.10066666667,5.62508333333,6.39766666666,1.506,2.75608333333,6.72733333334,2.04,1.953
360.93,5.06016666667,7.23658333333,5.79275,6.56341666667,1.70225,2.82866666667,6.71991666667,2.1595,2.11291666667
361.29,5.1465,7.31808333333,5.9995,6.74391666667,1.86383333333,2.88725,6.93941666667,2.388,2.26333333333
361.66,5.06733333333,7.23366666667,5.94941666666,6.67566666667,1.86691666667,2.83116666667,6.83991666667,2.392,2.18283333333
362.02,4.99933333333,7.21108333333,5.94191666667,6.59891666667,1.79966666667,2.83625,6.67233333333,2.31383333333,2.13433333333
362.39,5.2655,7.39041666667,6.16808333332,6.7995,1.95875,3.10033333333,6.84,2.46066666667,2.26241666667
362.75,5.54066666667,7.65858333333,6.35366666668,7.02033333333,2.191,3.41866666667,7.06925,2.70316666667,2.45116666667
363.11,5.69066666666,7.76375,6.39133333332,7.00591666667,2.25758333333,3.49475,7.10008333334,2.71641666667,2.47033333333
363.48,5.89041666667,7.88716666667,6.64916666666,7.16608333333,2.45133333333,3.6935,7.26208333334,2.94325,2.60541666667
363.84,5.76791666666,7.7345,6.68549999999,7.06325,2.42533333333,3.691,7.18241666667,2.85425,2.54408333333
364.20,5.62241666666,7.71975,6.58833333333,7.10608333334,2.41516666667,3.68141666667,7.26716666667,2.82858333333,2.39766666667
364.57,5.69358333333,7.8,6.74250000001,7.17866666667,2.67941666667,3.90016666667,7.37258333334,3.02766666667,2.49425
364.93,5.84775,7.87741666667,6.93841666667,7.2335,2.7585,3.952,7.51975,3.09825,2.57075
365.29,6.01566666667,8.10708333333,7.15650000001,7.33283333334,2.96025,4.12825,7.745,3.241,2.71591666667
365.66,6.14350000001,8.10658333333,7.23158333334,7.40841666667,2.9425,4.28908333333,7.821,3.33233333333,2.7565
366.02,6.32800000001,8.32441666667,7.46883333333,7.66816666667,3.1505,4.43133333333,8.07975,3.58041666667,2.90608333333
366.38,6.53749999999,8.70166666667,7.73333333333,7.95616666667,3.4595,4.60091666667,8.38333333333,3.95525,3.18708333333
366.75,6.40283333334,8.62541666667,7.65791666667,7.76283333333,3.30408333333,4.46325,8.26033333333,3.78325,3.13083333333
367.11,6.62341666666,8.86049999999,7.88875000001,8.08141666667,3.46975,4.65708333333,8.42058333333,4.05641666667,3.36883333333
367.47,6.44766666666,8.78874999999,7.77241666667,8.01133333333,3.21025,4.54833333334,8.33775,3.89991666667,3.256
367.84,6.67033333333,9.098,8.03383333334,8.21366666667,3.37208333333,4.74025,8.43475,4.11816666667,3.51958333333
368.20,7.09758333332,9.45883333333,8.49866666666,8.48491666667,3.8405,5.12675,8.82491666667,4.525,3.94608333333
368.56,6.94916666667,9.35433333333,8.35175000001,8.26899999999,3.66083333333,4.90258333333,8.65075,4.41041666667,3.82633333334
368.93,6.91708333332,9.25300000001,8.31049999999,8.29641666666,3.68366666667,4.92108333333,8.61833333333,4.346,3.70675
369.29,7.01291666667,9.26066666668,8.30583333332,8.34266666667,3.77825,4.99816666667,8.603,4.41333333333,3.70066666667
369.65,6.95200000001,9.25875000001,8.28316666666,8.35150000001,3.85683333334,4.87316666666,8.5475,4.44475,3.66533333333
370.01,7.20716666666,9.39641666666,8.53591666667,8.545,4.1305,5.22533333333,8.698,4.62608333333,3.88275
370.38,7.17725,9.26608333333,8.41816666668,8.51633333333,4.02608333333,5.15533333333,8.61458333333,4.5125,3.76725
370.74,7.05533333334,9.16758333333,8.39541666667,8.5285,4.09125,5.12958333333,8.54183333333,4.55708333333,3.64308333333
371.10,6.99433333333,8.9895,8.28483333333,8.46541666667,4.03008333333,5.12691666667,8.49633333333,4.55433333333,3.63816666667
371.46,6.93633333334,8.87016666666,8.15441666667,8.29833333333,3.90258333333,4.9545,8.36833333334,4.44375,3.53166666667
371.83,6.93933333334,8.83983333334,8.09508333334,8.21658333334,3.93066666667,4.87458333333,8.34633333334,4.48066666667,3.47175
372.19,6.95741666666,8.74625000001,8.09258333334,8.22158333333,3.91741666667,4.91491666667,8.16141666667,4.5065,3.42683333333
372.55,7.17050000001,8.89316666666,8.33750000001,8.52291666666,4.2075,5.23258333333,8.48816666667,4.69841666667,3.59591666666
372.92,7.29866666666,9.062,8.48408333333,8.65225,4.26791666667,5.37591666667,8.68258333333,4.90591666667,3.81533333333
373.28,7.26225,9.12508333333,8.55708333333,8.59141666667,4.2505,5.40366666667,8.70333333333,4.95175,3.8375
373.64,7.49750000001,9.35791666666,8.86066666667,8.87758333334,4.52675,5.7185,9.015,5.14408333333,3.9865
374.00,7.38883333334,9.36366666666,8.75408333334,8.89566666667,4.56383333333,5.66716666667,9.0675,5.04041666667,3.97583333333
374.37,7.30066666666,9.34874999999,8.70616666666,8.83041666666,4.533,5.60416666667,9.07025,4.96566666667,4.01016666667
374.73,7.51316666667,9.50633333334,8.83908333334,8.97075,4.57675,5.70275,9.25125,5.08675,4.20716666667
375.09,7.472,9.684,8.969,9.03591666666,4.62033333333,5.69491666667,9.38275000001,5.15958333333,4.223
375.45,7.57366666666,9.86516666667,9.13416666668,9.22458333334,4.81341666667,5.89783333333,9.61891666668,5.32716666667,4.32066666667
375.81,7.38000000001,9.70683333333,9.01591666666,9.06449999999,4.6575,5.744,9.48850000001,5.02916666666,4.11208333333
376.18,7.19725,9.56858333333,8.84566666668,8.93316666666,4.54,5.50916666667,9.40574999999,4.80616666667,3.99983333333
376.54,7.20108333334,9.54325000002,8.74833333333,8.86850000001,4.42841666667,5.43658333333,9.26008333332,4.82,4.02125
376.90,7.19066666667,9.41158333333,8.62566666667,8.81158333333,4.404,5.33791666667,9.12291666666,4.82541666667,4.05091666666
377.26,7.01783333333,9.15633333334,8.3445,8.67550000001,4.25875,5.206,8.90450000001,4.64208333334,3.96575
377.63,6.98816666666,9.08058333334,8.24,8.51641666667,4.14075,5.16825,8.71458333332,4.51791666667,3.94991666667
377.99,7.02708333333,9.07341666667,8.22966666667,8.51091666666,4.14441666667,5.24341666667,8.67758333332,4.66625,4.04466666667
378.35,7.09066666668,9.09725,8.30775,8.51600000001,4.18491666667,5.318,8.67683333333,4.72966666666,4.00208333333
378.71,7.23883333334,9.19658333334,8.48858333334,8.71624999999,4.42866666667,5.50141666667,8.81374999999,4.945,4.16125
379.07,7.44191666668,9.32566666666,8.61733333333,8.79358333334,4.609,5.68375,8.88333333334,5.04016666667,4.37883333333
379.44,7.49391666666,9.29108333333,8.58816666668,8.77458333334,4.59183333333,5.63208333334,8.80333333334,5.03666666667,4.38366666667
379.80,7.56274999999,9.28666666667,8.5735,8.92841666668,4.67741666666,5.7635,8.90683333333,5.22233333333,4.595
380.16,7.65825000001,9.33349999999,8.59408333332,9.07283333333,4.71866666667,5.88641666667,8.95483333333,5.37208333333,4.747
380.52,7.6105,9.27091666667,8.48358333332,9.03466666666,4.71958333333,5.78916666667,8.90933333333,5.25625,4.66575
380.88,7.53266666668,9.33658333333,8.40799999999,8.89191666666,4.686,5.73216666666,8.88125,5.17025,4.5795
381.24,7.50816666666,9.37008333332,8.41808333334,8.83766666666,4.63391666666,5.5545,8.84108333333,5.163,4.45058333333
381.61,7.55591666668,9.47524999998,8.53475,8.95450000001,4.78608333334,5.56366666667,8.9545,5.31725,4.60916666667
381.97,7.55175000001,9.42,8.59716666668,8.92991666667,4.79925,5.4505,8.94683333333,5.35783333333,4.60375
382.33,7.52833333333,9.38158333334,8.51933333334,8.94891666668,4.77208333333,5.3775,8.90841666667,5.3875,4.63008333333
382.69,7.46458333333,9.24866666666,8.36008333333,8.78091666668,4.56433333333,5.25258333333,8.74758333333,5.20258333333,4.47066666667
383.05,7.31916666666,9.10141666666,8.22841666667,8.77966666666,4.46041666667,5.21866666667,8.6615,5.166,4.37833333333
383.41,7.38691666667,9.18575000001,8.27491666666,8.91674999999,4.554,5.3545,8.72233333333,5.27358333333,4.46966666667
383.77,7.29566666666,9.09558333334,8.25975000001,8.84258333334,4.455,5.31008333333,8.64408333334,5.2235,4.35875
384.14,7.19141666666,9.084,8.21658333334,8.71183333334,4.356,5.2045,8.59208333333,5.16016666667,4.28016666667
384.50,7.15441666667,9.15541666667,8.32099999999,8.69933333334,4.359,5.3425,8.64674999999,5.28375,4.36516666667
384.86,7.01074999999,8.99149999999,8.24150000001,8.68216666667,4.31041666667,5.32075,8.53533333332,5.21983333333,4.30458333333
385.22,7.07408333333,9.05683333334,8.35441666666,8.81458333334,4.49216666666,5.52108333333,8.60275000001,5.32133333333,4.47983333333
385.58,7.01441666666,8.99883333333,8.21333333333,8.75291666666,4.3825,5.4885,8.54916666667,5.19791666667,4.43641666667
385.94,6.87466666667,8.86825000001,8.07624999999,8.67108333333,4.1935,5.37133333334,8.36916666666,5.03958333333,4.29825
386.30,6.87258333334,8.83816666668,8.14633333334,8.66599999999,4.26608333333,5.44475,8.41349999999,5.07366666666,4.373
386.66,6.73858333334,8.79899999999,8.10933333333,8.62516666666,4.25633333333,5.35916666667,8.33641666666,5.02591666667,4.40108333334
387.03,6.81183333333,8.84433333333,8.13941666666,8.71225,4.33875,5.3695,8.44208333334,5.08466666667,4.50875
387.39,6.67374999999,8.70741666667,8.06166666666,8.54383333334,4.2455,5.23025,8.32741666667,4.96425,4.4385
387.75,6.75774999999,8.79183333334,8.12733333333,8.64658333333,4.39008333333,5.28666666666,8.38566666667,5.10958333333,4.61358333333
388.11,6.78766666666,8.80924999999,8.22974999999,8.71691666667,4.53575,5.37791666667,8.47475000001,5.17008333333,4.68858333333
388.47,6.79408333333,8.74975,8.19833333334,8.73824999999,4.5085,5.30383333334,8.49133333333,5.09425,4.70366666666
388.83,6.87841666668,8.82025,8.29058333333,8.85150000001,4.5695,5.37816666667,8.55833333333,5.13883333333,4.80875
389.19,6.82583333334,8.69208333333,8.17366666666,8.73124999999,4.41316666667,5.28175,8.47066666667,5.0605,4.76083333333
389.55,6.76149999999,8.54008333334,8.11008333333,8.63408333334,4.3515,5.19533333333,8.29191666666,5.02158333333,4.67416666667
389.91,6.86025,8.64958333334,8.1605,8.70625000001,4.45733333333,5.32758333333,8.36025,5.13316666667,4.806
390.27,6.78399999999,8.61866666666,8.07199999999,8.70933333334,4.32533333334,5.25066666667,8.26933333333,5.07733333333,4.82666666667
390.63,6.78183333333,8.62791666666,8.1125,8.71466666668,4.35491666667,5.29091666666,8.28066666667,5.10933333333,4.85958333333
391.00,6.65333333332,8.54083333333,8.06116666667,8.48375000001,4.26766666666,5.18033333333,8.10516666667,5.02733333333,4.75008333333
391.36,6.66816666667,8.50474999999,8.07249999999,8.54816666667,4.28425,5.21033333333,8.12866666667,5.02091666667,4.80608333333
391.72,6.67674999999,8.47933333333,8.02116666666,8.48958333333,4.222,5.20141666667,8.084,4.94466666667,4.78858333333
392.08,6.64358333334,8.43058333332,7.90666666667,8.366,4.113,5.10133333333,7.97141666667,4.87908333334,4.7445
392.44,6.54333333334,8.26183333334,7.74408333334,8.2445,3.91291666667,4.98508333333,7.80091666667,4.76091666667,4.63008333333
392.80,6.51508333334,8.17125,7.64875,8.09025,3.84525,4.87583333333,7.72225,4.67475,4.53475
393.16,6.57799999999,8.24758333333,7.68458333334,8.18883333333,3.92183333333,4.89625,7.78741666667,4.74916666666,4.59025
393.52,6.73358333333,8.41175,7.86608333332,8.34058333334,4.07,5.08041666667,8.00316666667,4.97016666667,4.82825
393.88,6.58816666667,8.28441666666,7.70749999999,8.18125,3.96675,4.90191666667,7.85,4.79883333333,4.70783333333
394.24,6.61333333333,8.26924999999,7.72625000001,8.15308333334,4.0765,4.88108333333,7.84725,4.82183333333,4.67616666667
394.60,6.54691666666,8.15433333333,7.56808333332,8.01791666667,4.00516666667,4.78033333333,7.73191666667,4.7455,4.63633333334
394.96,6.44116666667,8.05766666666,7.45374999999,7.96,3.965,4.73683333333,7.66916666667,4.65158333333,4.59408333333
395.32,6.4025,8.01833333332,7.33516666666,7.88216666667,3.94741666667,4.69591666667,7.61,4.62783333334,4.56741666667
395.68,6.25758333333,7.88108333332,7.21299999999,7.73366666667,3.79575,4.57833333333,7.46691666667,4.4665,4.46141666667
396.04,6.28975,7.89850000001,7.28966666666,7.768,3.875,4.67558333333,7.49191666667,4.535,4.59658333333
396.40,6.27383333333,7.90841666666,7.29333333334,7.73333333333,3.98258333333,4.61066666667,7.42725,4.54891666666,4.64683333333
396.76,6.19258333334,7.81875000001,7.19300000001,7.65066666667,3.86816666667,4.52983333333,7.29666666667,4.46283333334,4.56625
397.12,5.87533333333,7.46033333333,6.92499999999,7.35383333333,3.61708333333,4.2615,6.95875,4.15758333333,4.25891666667
397.48,5.7005,7.22758333333,6.67083333332,7.14975,3.44458333334,3.99883333333,6.74358333333,3.94416666667,4.07941666667
397.84,5.62583333333,7.10708333333,6.63874999999,7.10183333333,3.40775,4.01416666667,6.7505,3.91041666667,4.02233333333
398.20,5.34108333333,6.87216666667,6.35841666666,6.85141666667,3.12725,3.83841666667,6.50891666667,3.64625,3.87208333333
398.56,5.25866666667,6.82716666667,6.34833333333,6.84783333333,3.10308333333,3.84066666667,6.49316666667,3.59725,3.86633333333
398.92,5.22408333333,6.64958333333,6.23650000001,6.82266666667,2.99041666667,3.70041666667,6.32933333333,3.51708333334,3.80916666666
399.28,5.14191666666,6.5635,6.20208333334,6.71575,2.90241666667,3.63,6.228,3.43383333333,3.74625
399.64,5.01016666667,6.46316666667,6.07933333334,6.67691666666,2.83116666667,3.50583333334,6.1695,3.39766666667,3.60383333333
400.00,4.91058333333,6.26491666667,5.87158333334,6.61158333334,2.69566666666,3.325,6.05391666666,3.28908333334,3.45366666666
400.36,4.7725,6.135,5.75666666666,6.48775,2.574,3.24383333334,5.90758333333,3.18766666666,3.32825
400.72,4.76983333333,6.13083333333,5.79883333334,6.58208333333,2.63316666667,3.305,5.95841666667,3.25175,3.43408333333
401.08,4.88083333333,6.2185,5.95349999999,6.76616666667,2.71808333334,3.44725,6.13525,3.3515,3.64408333333
401.44,4.87366666667,6.25058333333,6.01866666666,6.82191666667,2.8185,3.53933333333,6.17825,3.45691666667,3.68158333333
401.80,5.05266666666,6.32741666667,6.13483333333,6.95383333333,2.94925,3.60733333333,6.29566666666,3.58533333333,3.89975
402.16,5.15908333333,6.36725,6.21966666666,7.00608333333,3.0455,3.70075,6.34116666666,3.68416666667,4.01291666667
402.52,5.2065,6.34891666666,6.13941666667,6.98866666667,3.03591666667,3.6665,6.33733333333,3.71991666667,3.99233333333
402.88,5.2205,6.40716666667,6.12808333334,6.96083333334,3.09233333334,3.72291666667,6.39125,3.73675,3.95675
403.24,5.19866666667,6.38666666667,6.07691666667,6.92858333333,3.10608333333,3.69883333333,6.38658333334,3.74975,3.99733333333
403.60,5.16958333333,6.34908333333,6.10191666667,6.8675,3.12266666667,3.6645,6.36675,3.71666666667,3.99425
403.95,5.16083333333,6.34708333333,6.13275,6.83725,3.14275,3.69641666666,6.39375,3.67758333333,4.00025
404.31,5.21491666667,6.368,6.20158333332,6.86991666667,3.1935,3.77633333333,6.47858333333,3.74091666667,4.06775
404.67,5.30158333333,6.39166666666,6.20075,6.92941666667,3.28,3.81783333333,6.59275,3.82591666667,4.1195
405.03,5.30666666667,6.42316666666,6.21300000001,6.8735,3.3055,3.87891666666,6.63716666667,3.879,4.1395
405.39,5.26458333333,6.311,6.15383333333,6.83316666667,3.21391666666,3.81683333333,6.545,3.77875,4.08091666667
405.75,5.28291666666,6.36708333333,6.23383333334,6.86983333333,3.25433333333,3.892,6.57708333333,3.80141666667,4.096
406.11,5.31275,6.31816666667,6.23524999999,6.89483333333,3.29566666666,3.8945,6.65816666667,3.82166666667,4.03616666667
406.47,5.31775,6.33641666667,6.29975000001,6.92608333333,3.34308333333,3.90441666667,6.71258333333,3.84941666667,4.03666666666
406.83,5.35075,6.33333333333,6.34149999999,6.90033333333,3.33858333333,3.92216666666,6.71216666667,3.85233333333,4.04283333334
407.19,5.47608333333,6.37491666666,6.45325,6.99425,3.42308333333,4.036,6.79458333333,3.929,4.067
407.55,5.50075,6.3605,6.44083333333,6.95916666667,3.46225,4.11225,6.81516666667,3.92708333333,4.12458333333
