wavelength,Back_CyaLucf,Belly_CyaLucf,Breast_CyaLucf,Crissum_CyaLucf,Crown_CyaLucf,DorTail_CyaLucf,Patch10_CyaLucf,Patch11_CyaLucf,Rump_CyaLucf,Throat_CyaLucf,WingTip_CyaLucf
321.43,7.3566,8.6163,14.6222,9.46659999999,6.41873333333,6.365,11.2117333333,10.5918,8.82806666667,5.98366666667,6.65053333333
321.80,7.4915,8.82396666667,14.7026666667,9.66293333333,6.4406,6.43946666667,11.3684666667,10.7679333334,8.94913333334,6.24266666667,6.70826666667
322.16,7.73456666667,8.8586,14.8351333333,9.78313333333,6.57823333333,6.4083,11.5075333333,10.9931333333,9.27773333333,6.39113333333,6.85486666667
322.53,7.4462,8.7571,14.6758,9.5864,6.3967,6.09956666667,11.4646,10.9288,9.15486666666,6.17846666667,6.46766666667
322.90,6.961,8.2851,14.2929333333,9.02046666667,5.9508,5.5434,11.2274666667,10.6608666667,8.67593333334,5.80166666667,5.94420000001
323.27,6.65803333333,8.25056666667,14.2759333333,8.8534,5.8223,5.21516666667,11.0463333333,10.6722,8.55833333333,5.67066666667,5.8074
323.63,6.61253333333,8.5097,14.3597333333,8.9028,5.8532,5.16576666667,11.1013333333,10.7906,8.66080000001,5.6738,5.76766666667
324.00,6.93826666667,8.74233333333,14.5971333333,9.21460000001,6.05286666667,5.48243333333,11.3266,11.0862,9.0006,5.956,5.91973333333
324.37,7.0139,8.89660000001,14.6967333333,9.29586666667,6.24916666667,5.63376666667,11.4808666667,11.3206,9.0806,6.078,6.04059999999
324.74,7.39803333333,9.30646666668,15.0501333333,9.4618,6.66196666667,5.91146666667,11.912,11.734,9.38613333333,6.44313333333,6.47733333333
325.10,7.447,9.55846666668,15.1180666667,9.52179999999,6.73473333333,5.91676666667,12.1068,11.9213333333,9.48506666666,6.5032,6.50866666667
325.47,7.3521,9.51153333334,15.2168,9.50373333334,6.646,5.8073,12.1504,11.9085333333,9.49479999999,6.5646,6.48560000001
325.84,7.59166666667,9.7593,15.6662,9.80406666668,7.02763333333,6.1495,12.5639333333,12.2196,9.799,6.92826666667,6.76866666666
326.21,7.51206666667,9.77713333332,15.646,9.77539999999,6.8721,6.1045,12.4490666667,12.1156666667,9.67186666666,6.88773333333,6.48193333334
326.57,7.5945,9.79383333334,15.7216666667,9.85219999999,6.8506,6.05223333333,12.4123333333,12.1408666667,9.73726666668,6.98993333333,6.536
326.94,7.49566666667,9.63903333332,15.6456,9.84773333334,6.7255,5.8178,12.2275333333,12.0716666667,9.7422,6.87613333333,6.37959999999
327.31,7.8595,9.99326666666,15.9938,10.0993333333,6.99493333333,6.11633333333,12.5248666667,12.3433333333,9.97666666667,7.223,6.6286
327.67,8.10243333333,10.3482666667,16.1912,10.2057333333,7.17666666667,6.23876666667,12.7973333333,12.5518666667,10.1174666667,7.512,6.93133333333
328.04,7.87736666667,10.3348333333,16.1317333333,9.97553333334,7.0102,5.9012,12.6372,12.4074666666,9.8668,7.32593333333,6.87360000001
328.41,7.6905,10.1694333333,15.9810666666,9.765,6.71373333333,5.5764,12.5844,12.1835333333,9.72593333334,7.0802,6.56559999999
328.78,7.36823333333,9.94963333332,15.7131333333,9.62233333333,6.324,5.32203333333,12.2216666667,11.8294666667,9.48199999999,6.82666666667,6.15953333334
329.14,7.31443333333,9.76873333332,15.7189333333,9.52726666667,6.17586666667,5.16756666667,12.1698666667,11.6616,9.43940000001,6.88693333333,6.05193333334
329.51,7.41276666667,9.90346666666,15.696,9.66586666667,6.19903333333,5.16423333333,12.2902,11.7352,9.53053333334,6.9692,6.21593333333
329.88,7.2376,9.8648,15.5200666667,9.41666666667,5.9425,4.88026666667,12.0372666667,11.4962,9.28900000001,6.8096,6.03366666667
330.24,7.6169,10.2403666667,15.9128666667,9.68119999999,6.4245,5.06476666667,12.4842,11.8259333333,9.54326666666,7.2454,6.62326666666
330.61,7.94693333333,10.5387,16.2168666666,9.95280000001,6.6922,5.34583333333,12.8174666667,12.122,9.76946666667,7.49813333333,6.88593333333
330.98,8.1174,10.8770333333,16.4770666667,10.1502,6.91736666666,5.71373333333,13.0422,12.2516,9.90606666667,7.8328,7.12113333333
331.34,8.15206666667,10.9462666667,16.4863333333,10.2955333333,6.9251,5.88953333333,13.1343333333,12.3498666667,10.0687333333,7.92533333333,7.27473333333
331.71,7.90196666667,10.4773666667,16.3602,10.1248,6.707,5.74436666667,12.7974,12.1294,9.81653333333,7.58086666667,6.89046666667
332.08,8.17196666667,10.6864666667,16.6395333333,10.3910666667,6.99366666667,6.154,13.1710666667,12.4144666667,10.0557333333,7.77653333333,6.96206666666
332.44,8.55833333333,11.0839666667,17.0972,10.8016666667,7.33683333333,6.6088,13.4949333333,12.7350666667,10.3969333333,8.12413333333,7.39633333333
332.81,8.74556666667,11.3149,17.4228,11.0026666667,7.56893333333,6.8431,13.9503333333,13.0134,10.6792666667,8.24026666667,7.62126666667
333.18,8.74556666667,11.3549333333,17.3587333333,10.9688666667,7.59343333333,6.8608,13.9747333334,13.0426,10.6492666667,8.13513333334,7.5986
333.54,9.01213333333,11.6306,17.706,11.1224666667,7.91956666666,7.19606666667,14.1703333333,13.3774,10.8684,8.41346666667,7.82046666666
333.91,8.91703333333,11.4845,17.6256,11.0872,7.87466666666,7.11133333333,14.1297333333,13.3366666667,10.8272666667,8.20633333333,7.75126666667
334.28,8.75673333333,11.3508333333,17.5171333333,10.9588,7.68796666667,6.9739,13.9808,13.2084,10.7288,7.87266666667,7.58006666667
334.64,8.69716666667,11.5270333333,17.6094,11.0172,7.70243333333,6.9969,14.0568,13.2604666667,10.7760666667,7.87726666667,7.63446666666
335.01,8.55963333334,11.3637333333,17.4190666667,10.8433333333,7.53956666667,6.7152,13.9566666667,13.0750666667,10.5960666667,7.61366666667,7.42053333334
335.38,8.43823333333,11.2342333333,17.3118,10.6784,7.40133333333,6.39293333333,13.8114,12.8852666667,10.3618,7.4424,7.27153333333
335.74,8.49213333333,11.3257666667,17.2671333333,10.7365333333,7.407,6.31173333333,13.9072,12.9316,10.3955333334,7.5376,7.30933333333
336.11,8.54316666667,11.3843,17.3224666667,10.8332666667,7.3897,6.24543333333,14.0062,12.9058666667,10.5170666667,7.642,7.34566666666
336.47,8.25713333333,11.1482333333,17.0470666666,10.5932,7.13806666667,5.93033333333,13.7588666667,12.6858,10.2318666667,7.29893333333,6.93613333333
336.84,8.24956666667,11.2141333333,17.0262666667,10.5195333334,7.04533333333,5.73956666667,13.6807333333,12.599,10.1553333333,7.17846666667,6.83566666667
337.21,8.0306,11.0815333333,16.8286,10.3587333333,6.81123333333,5.36413333333,13.462,12.4098666667,9.88646666666,6.8906,6.491
337.57,7.93316666667,11.0826666667,16.768,10.3248666667,6.7508,5.22473333333,13.3992666667,12.3115333333,9.79353333334,6.82426666667,6.30060000001
337.94,7.97656666667,11.0669666667,16.8505333333,10.3454666667,6.70023333333,5.1478,13.3377333333,12.3104666667,9.71893333335,6.88206666667,6.25993333333
338.31,7.9729,11.0504333333,16.7876,10.403,6.60473333333,5.20516666667,13.3153333334,12.3575333333,9.66726666668,6.92473333333,6.14733333334
338.67,7.95793333333,10.9083333333,16.6688,10.3742,6.50086666667,5.11866666667,13.2619333333,12.2367333333,9.65113333334,6.93006666667,6.0136
339.04,8.10093333333,11.0301333333,16.7899333333,10.4234,6.53366666667,5.21463333333,13.3082,12.402,9.76673333334,6.9326,6.03693333333
339.40,8.0218,10.8617333333,16.6990666667,10.2357333333,6.4185,5.1089,13.1948666667,12.2698,9.66713333334,6.68733333333,5.82553333333
339.77,8.18123333333,10.9555666667,16.8226666667,10.3992666667,6.58103333333,5.25753333333,13.2688,12.394,9.81160000001,6.8778,5.93839999999
340.14,7.98843333333,10.7655666667,16.5562666667,10.1965333333,6.38416666667,5.0684,13.0072666667,12.2692666667,9.52986666667,6.74073333333,5.82360000001
340.50,8.07623333333,10.9508333333,16.6537333333,10.3317333333,6.56613333333,5.16583333333,13.0734,12.4717333333,9.67546666665,7.01713333333,5.98279999999
340.87,8.18193333333,11.0101333333,16.8111333333,10.4987333333,6.7899,5.3741,13.1732,12.6518666667,9.83986666666,7.28726666666,6.16813333333
341.23,8.28633333333,11.1476666667,16.8864666667,10.6367333333,6.95293333333,5.5717,13.2395333333,12.7722,9.98600000001,7.40826666667,6.43013333333
341.60,8.27473333333,11.0672666667,16.9156,10.6177333333,6.93233333333,5.5273,13.1738666667,12.7273333333,9.95913333333,7.37673333333,6.45166666666
341.96,8.37093333333,11.2223666667,17.0132666667,10.7286666667,7.06783333333,5.69706666667,13.3499333333,12.8841333333,10.1656666667,7.47893333333,6.54739999999
342.33,8.5433,11.3906333333,17.2510666667,10.8831333333,7.30206666667,5.83606666667,13.6134,13.1019333333,10.3554666667,7.7208,6.73259999999
342.70,8.5181,11.4202333333,17.2821333333,10.8531333333,7.32066666667,5.83196666667,13.5992,13.1566666667,10.3814666667,7.702,6.76633333334
343.06,8.50503333333,11.4968666667,17.3186666667,10.9462,7.39703333333,5.8427,13.6498666667,13.1946,10.4479333333,7.82553333333,6.83540000001
343.43,8.6642,11.7690333333,17.5293333333,11.2193333333,7.57749999999,6.04476666667,13.8328666667,13.4336666667,10.6720666667,8.09833333333,6.914
343.79,8.7812,11.9333,17.7934,11.3375333333,7.68666666666,6.21523333333,14.0405333334,13.5846666667,10.855,8.12673333333,6.96246666666
344.16,8.79866666667,12.0782,17.9174,11.3813333333,7.7386,6.2082,14.0635333333,13.6820666667,10.9296,8.0468,6.86493333333
344.52,8.8341,12.0895666667,17.9054,11.3696666667,7.68993333333,6.1937,14.1213333333,13.6323333333,10.9276,8.0388,6.85193333333
344.89,8.95376666667,12.2717333333,18.021,11.5921333333,7.80620000001,6.27873333333,14.2593333333,13.8116,11.0127333333,8.154,6.93140000001
345.25,9.02936666667,12.3062,18.2174,11.6512666667,7.8252,6.3632,14.3913333334,13.9308,11.1119333333,8.25173333333,6.84946666666
345.62,9.0596,12.3254,18.2252666667,11.6834,7.80706666667,6.37553333333,14.5032666667,13.9046,11.1482,8.261,6.81193333333
345.99,9.06913333333,12.3940666667,18.1764666667,11.7384666667,7.81833333332,6.3617,14.5636666667,13.9538666667,11.1046666667,8.24473333333,6.76766666667
346.35,9.03103333332,12.4431,18.2087333333,11.6872,7.83346666667,6.33423333333,14.5446,13.9955333333,11.0976666667,8.17346666667,6.68793333333
346.72,9.00933333333,12.4469666667,18.2212,11.7258,7.83043333333,6.2537,14.5648666667,14.0388,11.0499333333,8.1028,6.64053333333
347.08,9.18959999999,12.6013,18.3825333333,11.9124666667,7.97129999999,6.37346666667,14.76,14.2332,11.2282666667,8.19366666667,6.7538
347.45,9.33263333334,12.7209,18.4918,12.05,8.06733333333,6.4596,14.8883333333,14.3796,11.3486,8.3102,6.91826666667
347.81,9.17483333334,12.6467333333,18.2979333333,11.9076,7.90923333334,6.26856666667,14.7196,14.2510666667,11.1855333333,8.21266666667,6.73266666666
348.18,9.25053333333,12.5725,18.3916666667,11.9702666667,7.95823333333,6.26506666667,14.8647333333,14.2890666667,11.2393333333,8.3064,6.77366666667
348.54,9.4048,12.7254666667,18.6098666667,12.1826666667,8.08769999999,6.3485,15.0598666667,14.4671333333,11.4882666666,8.43313333333,6.88466666667
348.91,9.35473333334,12.6802333333,18.5810666667,12.0412666666,8.00156666665,6.19886666667,15.0520666667,14.4053333333,11.443,8.349,6.79853333333
349.27,9.33053333334,12.7060666667,18.5778,12.0593333333,8.04866666668,6.14296666667,15.0520666667,14.394,11.4481333333,8.33486666667,6.84613333333
349.64,9.52579999999,12.9816,18.7136,12.2200666667,8.27593333334,6.26396666667,15.2149333333,14.6752,11.6092,8.5676,7.02620000001
350.00,9.62556666668,13.0298,18.8254,12.2086666667,8.25109999999,6.31426666667,15.2044666667,14.6642666667,11.6171333333,8.6822,7.06146666667
350.37,9.53793333333,12.9169666667,18.6893333333,12.1208666667,8.06146666665,6.19773333333,14.9951333333,14.4582,11.4335333333,8.5558,6.94106666667
350.73,9.57503333332,12.9143,18.7007333334,12.0341333333,8.05776666667,6.2429,14.9932,14.4438,11.3893333333,8.5636,6.91059999999
351.10,9.42483333333,12.7211666667,18.5512,11.8363333333,7.85769999999,6.0795,14.7881333333,14.2338,11.1683333333,8.40326666667,6.72193333334
351.46,9.4912,12.8,18.6702,11.8159333333,7.93356666667,6.0803,14.8226,14.2404,11.1744666667,8.4914,6.71226666667
351.83,9.41823333333,12.8414,18.5877333333,11.7535333333,7.88233333333,6.0005,14.8046,14.1961333333,11.0791333333,8.45946666667,6.70819999999
352.19,9.25953333334,12.7666666667,18.3712,11.6012,7.71920000001,5.85786666667,14.5812666667,13.9985333333,10.9256,8.3194,6.57833333333
352.55,9.10273333333,12.5685,18.128,11.3169333333,7.47243333333,5.61856666667,14.2966666667,13.7574,10.5436,8.06113333333,6.32779999999
352.92,8.98683333333,12.4324,17.9624666667,11.174,7.33563333333,5.4928,14.0837333333,13.6041333333,10.3843333333,7.9292,6.1352
353.28,9.0072,12.5243333333,17.9376666667,11.1774,7.27243333333,5.48403333333,14.0994,13.5592,10.3414,7.90946666667,6.09546666667
353.65,8.70853333333,12.3456666667,17.7812666667,11.0066,7.00616666667,5.23123333333,13.9381333333,13.2736666666,10.1545333333,7.69746666667,5.861
354.01,8.64253333333,12.421,17.7716,11.0635333333,7.0665,5.2203,14.0020666667,13.2624666667,10.1984666667,7.69093333333,5.8626
354.38,8.68143333333,12.628,17.8338666667,11.1972666667,7.18116666667,5.31133333333,14.1706666667,13.4271333333,10.3728666666,7.79713333333,5.94246666667
354.74,8.62016666667,12.5702666667,17.8623333333,11.2706,7.18733333333,5.23176666667,14.1656,13.3756666667,10.3593333333,7.78633333333,5.87993333333
355.11,8.67566666667,12.7493333333,17.9822666667,11.4002666667,7.25936666667,5.30106666667,14.2627333333,13.4705333333,10.4739333333,7.88413333333,5.91386666667
355.47,8.6838,12.8438666667,17.9708666667,11.4523333333,7.28656666667,5.2976,14.2774666667,13.4958666667,10.5112666667,7.85066666667,5.88006666667
355.83,8.97900000001,13.04,18.3106666667,11.7248,7.503,5.54493333333,14.5364,13.7783333333,10.7963333333,8.1256,6.04153333333
356.20,9.10716666667,13.1919666667,18.4836,11.8420666666,7.59270000001,5.6377,14.6824666667,13.9491333333,10.8990666667,8.1898,6.14706666667
356.56,9.23769999999,13.3993333333,18.6484666667,12.0886,7.75110000001,5.83923333333,14.8917333333,14.1318,11.1257333333,8.31686666667,6.31986666667
356.93,9.35543333334,13.5307,18.8619333333,12.2157333333,7.84826666667,5.9673,15.0854,14.2486,11.2696,8.4438,6.44086666667
357.29,9.34496666666,13.5706333333,18.9281333333,12.2420666667,7.90333333334,5.9761,15.1446666667,14.3617333333,11.3354666667,8.47526666667,6.47833333333
357.66,9.37283333333,13.5756666667,18.915,12.2518666667,7.89143333333,5.91593333333,15.0915333333,14.3918666666,11.2280666667,8.4186,6.4324
358.02,9.34536666667,13.6162333333,18.9508,12.2018666666,7.85283333332,5.82516666667,15.1013333333,14.4251333333,11.2177333333,8.41566666667,6.38759999999
358.38,9.45830000001,13.652,19.0439333333,12.2703333333,7.96246666666,5.87233333333,15.1860666666,14.4765333333,11.3176666667,8.53986666667,6.41753333333
358.75,9.71263333333,13.9920333333,19.2786,12.4996,8.16913333333,6.06386666667,15.4096,14.7454666667,11.5391333333,8.78,6.5612
359.11,9.72643333333,13.9674666667,19.3112666667,12.5396,8.21946666667,6.0487,15.4488666667,14.7612666667,11.5382666666,8.81753333333,6.5538
359.48,9.58013333333,13.8782333333,19.2317333333,12.4849333333,8.09546666666,5.9669,15.4116666667,14.7186,11.4135333333,8.75106666667,6.47313333334
359.84,9.41343333334,13.8388666667,19.1330666667,12.4098666667,8.05613333334,5.8994,15.3562,14.607,11.304,8.66573333333,6.43419999999
360.20,9.51463333333,14.0187333333,19.2682,12.5517333333,8.17366666667,5.9714,15.5304666667,14.7144,11.4251333333,8.79146666667,6.49013333333
360.57,9.48013333333,14.0663333333,19.3106,12.5418666667,8.21430000001,5.94253333333,15.6134,14.7394,11.4474666667,8.86653333333,6.48119999999
360.93,9.3827,14.0146333333,19.2128,12.4922666667,8.13926666666,5.85326666667,15.5366666667,14.6620666667,11.3356,8.80553333333,6.38286666666
361.29,9.5003,14.1035,19.2895333333,12.5921333333,8.22570000001,5.8732,15.5878666667,14.7210666667,11.3952,8.93433333334,6.40153333333
361.66,9.58450000001,14.1975666667,19.3939333333,12.7099333334,8.34920000001,5.9906,15.7282,14.8490666667,11.52,9.05446666667,6.48599999999
362.02,9.68509999999,14.2310666667,19.4620666667,12.8318666667,8.4179,6.09376666667,15.7678,14.9298,11.6208,9.11686666667,6.52833333334
362.39,9.60443333334,14.2298333333,19.4870666667,12.7814,8.36056666665,6.0479,15.7312666667,14.9097333333,11.5438,9.0838,6.47853333333
362.75,9.50463333334,14.1713,19.3738,12.7009333333,8.2557,5.98403333333,15.6602,14.8092,11.4387333333,9.03566666667,6.40073333333
363.11,9.55876666667,14.3269,19.412,12.7405333333,8.29806666665,5.99426666667,15.7416666667,14.898,11.4621333333,9.0814,6.42493333333
363.48,9.5877,14.3049333333,19.3995333333,12.712,8.29823333334,6.00733333333,15.7370666667,14.8596,11.4182666667,9.09886666667,6.43619999999
363.84,9.62663333333,14.3125,19.4225333333,12.7054,8.32716666667,5.96036666667,15.7265333333,14.8595333333,11.4197333333,9.08946666666,6.37333333334
364.20,9.55356666665,14.2706666667,19.3312666667,12.6358,8.26940000001,5.91503333333,15.6645333333,14.7790666667,11.2937333333,9.11206666667,6.28293333333
364.57,9.44350000001,14.2128666667,19.2665333333,12.5675333334,8.17159999999,5.78686666667,15.5146666667,14.6766666667,11.1333333333,9.02993333333,6.12593333333
364.93,9.42420000001,14.2080333333,19.2374666667,12.5381333333,8.18986666665,5.77036666667,15.4882666667,14.652,11.1093333333,9.07593333333,6.0788
365.29,9.23973333333,14.0971,19.1503333333,12.4206666667,8.04596666667,5.61816666667,15.3384,14.4979333333,10.9429333333,8.98193333333,5.9294
365.66,9.28836666667,14.2169666667,19.2623333333,12.4492,8.06433333333,5.6514,15.3919333333,14.5222666667,10.9706,9.0458,5.95126666667
366.02,9.1767,14.1934333333,19.2111333334,12.3704666667,8.01149999999,5.5436,15.3404,14.4576666667,10.8176666667,8.98706666667,5.88793333333
366.38,9.14596666666,14.2058,19.1328,12.362,7.97843333332,5.432,15.3323333333,14.4606,10.7454,8.97166666667,5.80733333333
366.75,9.22756666666,14.3511,19.2781333333,12.4618666667,8.13549999999,5.48703333333,15.4611333334,14.5559333333,10.841,9.0814,5.89986666667
367.11,9.21466666667,14.3603333333,19.2690666667,12.4952,8.17493333333,5.493,15.4370666667,14.5004,10.8540666667,9.14773333333,5.93646666667
367.47,9.23266666667,14.4525666667,19.2939333333,12.5492,8.22746666667,5.45233333333,15.471,14.5212666667,10.8780666666,9.2,5.87953333333
367.84,9.2967,14.5671333333,19.3886666667,12.6644,8.30846666667,5.5278,15.5967333333,14.5895333333,10.9242,9.35593333333,5.97473333333
368.20,9.22020000001,14.5071333333,19.3456,12.6212666667,8.25033333335,5.3829,15.5014666667,14.5038666667,10.8268,9.2838,5.8616
368.56,9.39313333333,14.6404,19.5273333333,12.8132,8.45419999999,5.55063333333,15.7226666667,14.6191333333,11.0256666667,9.48626666667,6.06466666667
368.93,9.51366666666,14.7824,19.6718666667,12.9562,8.60426666667,5.60213333333,15.8771333333,14.7956,11.1504666667,9.63180000001,6.20506666667
369.29,9.66806666667,14.9511,19.7951333333,13.1148,8.78516666667,5.78053333333,16.1164,14.9256,11.2315333333,9.80280000001,6.34559999999
369.65,9.59136666666,14.9695333333,19.7476666667,13.1364666667,8.81886666668,5.78856666667,16.1492666667,14.9432,11.2083333333,9.8286,6.29926666667
370.01,9.6115,15.0114333333,19.7755333333,13.1474666667,8.87463333333,5.80453333333,16.2046666667,14.9292666667,11.2123333333,9.89619999999,6.29046666667
370.38,9.58386666668,15.0987333333,19.8384,13.1716666667,8.90766666665,5.7893,16.2412,14.8568666667,11.1752666667,9.91653333333,6.29566666667
370.74,9.47746666667,15.0251666667,19.7335333333,13.0646,8.80669999999,5.71886666667,16.1464,14.7600666667,11.0556,9.8336,6.23866666667
371.10,9.36346666667,14.9968,19.7126,12.9685333333,8.72250000001,5.67503333333,16.1248,14.6873333333,10.9218,9.77693333334,6.1064
371.46,9.3546,15.1295666667,19.8052,13.0276666667,8.80259999999,5.72,16.1851333333,14.7288,10.9945333333,9.85900000001,6.17966666667
371.83,9.2669,15.0595666667,19.7152666667,12.9674666667,8.75973333333,5.62496666667,16.0876,14.6756666666,10.9261333333,9.78686666666,6.1796
372.19,9.3289,15.1702666667,19.827,13.09,8.86433333335,5.7793,16.2486666667,14.7832666667,11.0925333334,9.88840000001,6.25553333333
372.55,9.3627,15.2855333333,19.8539333333,13.1566666667,8.91453333332,5.84286666667,16.2797333333,14.8460666667,11.1102,9.96646666667,6.29239999999
372.92,9.24653333333,15.3563,19.8162666667,13.1481333333,8.86166666666,5.79886666667,16.2632666667,14.7470666666,10.9970666667,9.90706666668,6.17906666667
373.28,9.15753333333,15.3735333333,19.7902666667,13.1117333333,8.80479999999,5.71656666667,16.1989333333,14.7204,10.9988,9.93753333334,6.149
373.64,9.13736666667,15.3970666667,19.8052,13.129,8.82386666666,5.7116,16.1488,14.7072666667,10.9916666667,10.0498666667,6.20100000001
374.00,9.09233333333,15.4879,19.8029333333,13.1968,8.84963333334,5.72376666667,16.1774,14.697,10.9682,10.1135333333,6.18986666667
374.37,9.1731,15.5308,19.8812666666,13.2981333333,8.94653333332,5.84946666667,16.2622666667,14.7717333333,11.0488666667,10.1704666667,6.29293333333
374.73,9.22536666667,15.6653333333,20.0152,13.4817333333,9.0765,5.95466666667,16.3612,14.8506,11.1293333333,10.2908,6.38846666667
375.09,9.2496,15.7518333333,20.0686666667,13.5680666667,9.17209999999,5.98413333333,16.4347333334,14.9225333333,11.1419333333,10.3785333333,6.49613333333
375.45,9.27286666666,15.7794,20.1574666667,13.6492,9.20709999999,5.9992,16.5536666667,14.9818666667,11.1439333333,10.4490666667,6.56680000001
375.81,9.22953333333,15.9008,20.183,13.6546,9.16016666667,5.9566,16.5837333333,14.9737333333,11.083,10.4235333333,6.54106666667
376.18,9.23459999999,15.9814333333,20.2347333333,13.6804,9.21229999999,5.98006666667,16.5905333333,14.9745333333,11.061,10.5361333333,6.66186666667
376.54,9.1307,15.9173666667,20.1884666667,13.6199333333,9.14286666665,5.86146666667,16.5249333333,14.9168666667,10.9546666667,10.4577333333,6.57693333333
376.90,9.1464,15.9756333333,20.2438,13.6776666667,9.20089999999,5.8938,16.564,14.9122666667,11.0084,10.5303333333,6.66026666667
377.26,9.1424,16.0034333333,20.2532,13.6939333333,9.23899999999,5.9258,16.6010666667,14.9033333333,10.9608,10.5088,6.67313333333
377.63,9.14973333333,16.0658,20.2906,13.7088666666,9.26796666668,5.89676666667,16.6775333333,14.876,10.9537333333,10.4902,6.67046666667
377.99,9.06516666667,16.0351666667,20.2286666667,13.6553333333,9.21026666666,5.7931,16.639,14.8059333333,10.8894666666,10.4710666667,6.64859999999
378.35,8.95350000001,16.0245,20.2060666667,13.6202,9.13176666667,5.7138,16.568,14.7042,10.8144,10.4652,6.54886666667
378.71,8.8529,15.9258666667,20.1225333333,13.5251333333,9.0664,5.57743333333,16.5478666666,14.6032666667,10.7255333333,10.4188,6.45020000001
379.07,8.96613333334,16.092,20.2497333333,13.643,9.14816666666,5.67246666667,16.6807333333,14.6748666667,10.8142666666,10.5204666667,6.59646666667
379.44,8.96053333334,16.2181333333,20.2663333333,13.7086666667,9.19560000001,5.71656666667,16.7154,14.6973333333,10.8442666667,10.5776666667,6.62953333334
379.80,9.03313333333,16.2761,20.3837333333,13.8067333333,9.30153333333,5.82573333333,16.8285333333,14.7186666667,10.9226666667,10.6929333333,6.68886666667
380.16,8.96383333333,16.2471666667,20.3414,13.7721333333,9.25853333335,5.73756666667,16.7846,14.6181333333,10.8328666667,10.6175333333,6.54073333333
380.52,8.95286666667,16.3461,20.3531333333,13.7771333333,9.26186666666,5.73646666667,16.8273333333,14.5957333334,10.8386666667,10.6957333333,6.5348
380.88,8.98766666667,16.3718333333,20.3632,13.8134666667,9.27873333333,5.7345,16.8866,14.633,10.8401333333,10.7564,6.54853333333
381.24,9.0474,16.4123,20.436,13.8745333333,9.33003333333,5.76436666667,16.9333333333,14.6438666667,10.89,10.8358,6.54013333333
381.61,9.02076666667,16.4000333333,20.385,13.8666666667,9.30089999999,5.7577,16.8789333333,14.5706,10.862,10.8228666667,6.51546666666
381.97,9.08679999999,16.5575666667,20.5192,13.9864,9.4103,5.8465,16.9517333333,14.6239333333,10.9347333333,10.9322666667,6.5928
382.33,9.0909,16.6332,20.5028,14.0339333333,9.45036666667,5.8537,17.0116666667,14.6674666667,10.9407333333,11.0290666667,6.64033333333
382.69,9.05483333333,16.6866,20.4798666667,14.0008666667,9.43743333333,5.83666666667,16.9664,14.5954666667,10.9002666667,11.0305333333,6.61186666666
383.05,8.93399999999,16.6061666667,20.3981333333,13.929,9.38613333333,5.7382,16.8753333333,14.5259333333,10.8334,11.0139333333,6.45593333333
383.41,8.85173333333,16.5535333333,20.3650666667,13.845,9.34593333333,5.63246666667,16.8150666667,14.4487333333,10.7362666667,10.9618,6.36546666667
383.77,8.75383333333,16.5620333333,20.2942,13.8275333333,9.31146666667,5.5494,16.7811333333,14.4278666667,10.675,10.9973333333,6.28200000001
384.14,8.7395,16.5804333333,20.3354,13.8823333333,9.3543,5.58456666667,16.8234666667,14.4712666667,10.6822,11.0650666667,6.36093333333
384.50,8.7549,16.6113333333,20.3396,13.9174,9.42636666668,5.61013333333,16.8575333333,14.4875333333,10.6882666667,11.1172,6.40433333333
384.86,8.72846666667,16.7033333333,20.4235333333,13.9364666667,9.48906666666,5.644,16.8722666667,14.4743333333,10.675,11.1628666667,6.39433333333
385.22,8.7153,16.8223666667,20.4677333333,13.9786666667,9.50609999999,5.66466666667,16.8958666667,14.4854,10.6808666667,11.2139333333,6.4382
385.58,8.7097,16.9030666667,20.5179333333,14.011,9.54103333334,5.64046666667,16.9289333333,14.531,10.6546,11.2516,6.40586666667
385.94,8.72873333334,16.8870666667,20.5343333333,14.0372,9.56309999999,5.64086666667,16.9633333333,14.5664666667,10.6595333333,11.299,6.40780000001
386.30,8.7511,16.9372666667,20.5869333333,14.0864666667,9.62419999998,5.67326666666,16.9995333334,14.57,10.6818,11.3336,6.47693333333
386.66,8.76256666667,17.0175666667,20.5992666667,14.1553333333,9.66169999999,5.72663333333,17.0642666667,14.6165333333,10.6946,11.4259333333,6.55013333333
387.03,8.69883333333,17.0072333333,20.6114,14.1663333333,9.64916666667,5.69453333333,17.0928,14.5734,10.6259333333,11.4372666666,6.51320000001
387.39,8.64483333333,17.0098333333,20.5885333333,14.1757333333,9.64026666665,5.7036,17.0561333334,14.5138,10.5732,11.4572,6.47426666666
387.75,8.6202,17.0365,20.5926,14.1757333333,9.62816666667,5.69273333333,17.0472,14.4618666667,10.5106666667,11.4689333333,6.47853333333
388.11,8.62053333333,17.1763333333,20.5795333333,14.2263333333,9.66046666667,5.71073333334,17.082,14.4616666667,10.4948666667,11.5344,6.49066666666
388.47,8.57866666667,17.2097,20.5743333333,14.2124666667,9.64576666666,5.6893,17.0609333334,14.4082666667,10.4178666667,11.5373333334,6.47433333333
388.83,8.59313333333,17.2727666667,20.5630666667,14.2597333334,9.66893333335,5.67993333333,17.1118,14.3958,10.4364666667,11.5863333333,6.53206666667
389.19,8.54863333333,17.3094,20.5627333333,14.2854666667,9.72429999999,5.68056666667,17.117,14.3824,10.3954,11.6195333333,6.5308
