wavelength,Back_GeoConf,Belly_GeoConf,Breast_GeoConf,Crissum_GeoConf,Crown_GeoConf,DorTail_GeoConf,Patch10_GeoConf,Rump_GeoConf,Throat_GeoConf,WingTip_GeoConf
321.43,6.65366666667,4.36706666667,4.363,6.18813333333,3.917,6.4436,8.83046666667,5.58186666666,6.53766666667,8.8699
321.80,7.03213333333,4.69086666667,4.7038,6.48073333333,4.11146666667,6.70126666667,9.13526666667,5.86822222222,6.88926666667,9.11376666667
322.16,7.18653333333,4.9462,5.0006,6.72406666667,4.55086666667,7.06293333333,9.51113333334,6.32006666667,7.19506666667,9.51403333332
322.53,6.90026666667,4.8133,4.7564,6.4288,4.3484,7.07066666667,9.36560000001,6.08671111111,6.99466666667,9.2205
322.90,6.98666666667,5.02866666667,4.9206,6.50566666667,4.46846666667,7.40559999999,9.60566666667,6.23751111111,7.08966666667,9.30333333333
323.27,6.86573333334,5.1976,5.0336,6.50573333333,4.55106666667,7.3744,9.77159999999,6.28453333333,7.081,9.271
323.63,7.1376,5.51796666667,5.4424,6.7472,4.95,7.76533333333,10.2551333333,6.75355555554,7.33173333333,9.71553333333
324.00,7.23706666667,5.75996666667,5.65866666667,6.96413333333,5.18473333333,7.89660000001,10.506,7.0508,7.34706666667,9.78486666667
324.37,7.2094,5.80113333333,5.61613333333,7.0262,5.1998,7.80180000001,10.3612,7.09082222222,7.28646666667,9.61316666667
324.74,7.26806666667,5.8459,5.71366666667,7.02166666667,5.12473333333,7.78186666667,10.3908,7.13611111111,7.25,9.54669999999
325.10,6.95186666667,5.58336666667,5.46686666667,6.76753333333,4.92606666667,7.46493333333,10.2399333333,6.94844444445,7.0822,9.23850000001
325.47,6.82846666667,5.6535,5.43553333333,6.69566666667,4.882,7.34786666667,10.2646666667,6.92328888888,6.96473333333,9.13819999999
325.84,6.71333333333,5.68583333333,5.32,6.75166666667,4.89666666667,7.20833333333,10.3616666667,6.92222222223,6.795,9.08916666667
326.21,6.5056,5.48776666667,5.0932,6.53853333333,4.6264,7.02013333333,10.1651333333,6.59440000001,6.58453333333,8.82113333333
326.57,6.8002,5.8054,5.444,6.8068,4.85793333333,7.23653333333,10.5314666667,6.91837777778,6.84893333333,9.08749999999
326.94,7.0628,5.97236666667,5.5998,7.01093333333,5.063,7.39093333333,10.7404,7.18135555555,7.01746666667,9.26696666667
327.31,7.0588,5.89856666667,5.48366666667,7.04093333333,5.08506666667,7.46086666667,10.7362,7.10753333333,6.9498,9.27929999999
327.67,6.7876,5.7716,5.179,6.89226666667,4.76873333333,7.20933333333,10.572,6.84331111111,6.7862,8.89906666667
328.04,6.8416,5.82613333333,5.1208,7.00646666667,4.78586666667,7.2804,10.6327333333,6.93388888889,6.91733333333,8.99856666665
328.41,6.837,5.87346666667,5.1436,7.04073333333,4.74433333333,7.34813333333,10.8317333333,6.98915555555,6.90706666667,9.07813333332
328.78,6.69893333333,5.7933,4.97426666667,6.9884,4.68986666667,7.30133333333,10.8689333333,6.90682222223,6.80706666667,9.10376666666
329.14,6.86986666667,5.90133333333,4.98113333333,7.14186666667,4.65566666667,7.5362,11.1190666667,6.96391111111,6.79586666667,9.24236666667
329.51,6.855,5.7982,4.76413333333,7.00673333333,4.51126666667,7.40066666667,11.19,6.89397777778,6.68586666666,9.0905
329.88,6.77333333333,5.7034,4.66186666667,6.97946666667,4.4166,7.43793333333,11.2592,6.77931111112,6.70573333334,9.04649999999
330.24,6.79613333333,5.76136666667,4.6152,7.03346666667,4.37426666667,7.34453333333,11.2710666667,6.8548,6.57673333333,9.09669999999
330.61,6.77253333333,5.58183333333,4.45046666667,6.9772,4.33006666667,7.3056,11.2086,6.86051111112,6.44426666667,8.96556666667
330.98,6.71333333333,5.58893333333,4.3986,7.06193333333,4.3376,7.29806666667,11.3764666667,6.88911111111,6.5396,8.93213333333
331.34,6.56393333333,5.57983333333,4.26646666667,6.94273333333,4.11053333333,7.14093333333,11.2410666667,6.90335555556,6.43473333333,8.54043333332
331.71,6.70506666667,5.7834,4.44246666666,7.12233333333,4.20366666667,7.23393333334,11.4760666667,7.01384444445,6.5742,8.69596666666
332.08,6.66833333333,5.76313333333,4.49606666666,7.18353333333,4.11726666667,7.20246666667,11.6108666667,6.9876,6.5392,8.55719999999
332.44,6.9536,6.02943333333,4.70466666667,7.3592,4.39233333333,7.38113333334,11.8686666667,7.17522222222,6.76846666667,8.73896666666
332.81,7.18053333333,6.0883,4.846,7.45746666667,4.57073333333,7.48946666667,11.9884666667,7.34639999999,6.86346666666,8.79276666667
333.18,7.25986666667,6.13726666667,4.99673333333,7.45826666667,4.71326666667,7.5072,12.06,7.42871111111,6.9584,8.85206666667
333.54,7.416,6.24603333333,5.2116,7.5802,4.93753333334,7.75453333333,12.2117333333,7.5706,7.047,9.05733333333
333.91,7.26746666667,6.1617,5.086,7.28966666667,4.73253333333,7.50213333333,12.0681333333,7.44404444445,6.84266666667,8.84573333333
334.28,7.479,6.44686666667,5.38193333333,7.5522,4.89093333333,7.85773333333,12.4259333333,7.69453333334,7.1936,8.97890000001
334.64,7.5058,6.61196666666,5.47813333333,7.59813333333,4.9038,7.85673333333,12.4835333333,7.66233333333,7.22553333333,9.03386666667
335.01,7.353,6.50813333334,5.3276,7.35613333333,4.74186666666,7.62613333333,12.2595333333,7.46522222222,6.93666666667,8.82023333333
335.38,7.24646666667,6.3999,5.28246666667,7.19673333333,4.63166666667,7.6096,12.2939333334,7.31384444444,6.87906666667,8.90043333333
335.74,7.00546666667,6.15323333333,5.07246666667,6.9446,4.43353333334,7.44813333333,12.0734666667,7.17917777778,6.59086666667,8.6449
336.11,6.9436,6.11586666667,4.96266666667,6.72673333333,4.4322,7.35673333333,11.937,7.03542222221,6.4206,8.57660000001
336.47,6.70853333333,5.9392,4.85366666667,6.59746666667,4.22033333334,7.1776,11.8728,6.95280000001,6.26973333333,8.38996666668
336.84,6.3522,5.6332,4.6314,6.3322,3.85426666667,6.85013333333,11.6439333333,6.60875555556,5.98206666667,7.93473333333
337.21,6.32333333333,5.6831,4.64273333333,6.2994,3.7662,6.81446666667,11.6304666667,6.6334,5.94466666667,7.8201
337.57,6.2964,5.6858,4.642,6.295,3.65966666667,6.73533333333,11.6998,6.6308,5.93173333333,7.70216666667
337.94,6.70946666667,5.9955,5.05126666667,6.66533333333,4.09953333333,7.11906666667,12.0504,6.98955555556,6.25973333333,8.04599999999
338.31,6.72993333333,5.91796666667,4.99453333333,6.5966,4.17346666667,6.96233333333,12.049,6.96135555555,6.0836,7.99666666666
338.67,6.81306666667,5.98596666667,5.11653333333,6.79233333333,4.34413333333,7.04673333333,12.2618,7.17337777777,6.1992,8.13000000001
339.04,6.93073333333,6.02963333333,5.21526666666,6.92933333334,4.37453333333,7.16213333333,12.3964666667,7.27553333333,6.2984,8.25346666667
339.40,7.1286,6.2187,5.4214,7.1594,4.54833333333,7.14326666667,12.5849333333,7.45360000001,6.3908,8.38536666665
339.77,7.5178,6.5755,5.7476,7.46486666667,4.85673333333,7.3648,12.9024,7.74382222222,6.68,8.69736666667
340.14,7.6594,6.67523333333,5.86286666667,7.53526666667,4.86086666667,7.36866666666,13.0372,7.86115555556,6.8068,8.77529999999
340.50,8.00113333333,7.11186666667,6.1324,7.7168,5.18693333333,7.68946666667,13.2481333333,8.16468888889,7.03073333333,9.14173333335
340.87,8.14286666667,7.40336666667,6.2756,7.9284,5.44646666667,7.7804,13.4827333333,8.35088888888,7.20313333333,9.41263333335
341.23,7.86286666666,7.23763333333,6.00573333333,7.7366,5.29613333333,7.54053333333,13.3257333333,8.07688888889,6.99186666667,9.21206666667
341.60,7.70326666667,7.10256666667,5.89466666667,7.63673333333,5.16606666667,7.3492,13.1404,7.91617777779,6.76506666667,9.07403333334
341.96,7.6302,7.13566666667,5.84153333333,7.70366666667,5.0706,7.27513333333,13.0976666667,7.87815555555,6.79353333333,9.03143333333
342.33,7.6374,7.14706666667,5.9054,7.7308,5.08046666666,7.3108,13.1439333333,7.92977777777,6.8698,9.05983333333
342.70,7.50493333333,7.10856666667,5.7386,7.53466666667,4.88193333333,7.14526666667,12.9430666667,7.696,6.7244,8.85346666667
343.06,7.31526666667,6.96383333333,5.5366,7.32613333333,4.7072,6.90673333334,12.7378666667,7.43537777778,6.4884,8.64443333333
343.43,7.27613333333,6.96706666667,5.43333333333,7.32773333333,4.64646666667,6.87166666667,12.7033333333,7.33006666667,6.4688,8.62586666665
343.79,7.20633333333,6.87563333333,5.36253333333,7.2868,4.57186666667,6.862,12.7404666666,7.24748888889,6.44766666667,8.6088
344.16,7.23546666667,6.9553,5.42806666667,7.39346666667,4.72553333333,6.99246666667,12.8100666667,7.28428888889,6.53993333333,8.72243333334
344.52,7.0876,6.72966666667,5.3224,7.32506666667,4.57653333333,6.75266666667,12.6829333334,7.09991111111,6.42906666667,8.52496666666
344.89,7.0576,6.69383333333,5.32546666667,7.34686666667,4.50726666667,6.7866,12.7400666667,7.06742222223,6.45426666667,8.49213333332
345.25,7.13893333333,6.72083333333,5.42373333333,7.4878,4.5892,6.88386666667,12.8207333333,7.11224444445,6.46073333333,8.56960000001
345.62,7.17193333333,6.76133333333,5.43213333333,7.56606666667,4.67973333333,6.96486666667,12.8457333333,7.07895555555,6.5664,8.59726666666
345.99,6.9358,6.59146666667,5.23253333333,7.30886666667,4.47286666667,6.75186666667,12.6588,6.88406666667,6.28026666666,8.40093333333
346.35,6.9434,6.72486666667,5.3208,7.43933333333,4.4798,6.71426666666,12.7014666667,6.92195555555,6.307,8.41806666666
346.72,6.89093333333,6.59016666667,5.32926666667,7.4452,4.43733333333,6.61213333333,12.7092,6.87180000001,6.25013333334,8.36206666666
347.08,6.912,6.65116666667,5.402,7.5216,4.50486666667,6.68433333333,12.8526,6.9768,6.35906666667,8.40666666666
347.45,6.9286,6.5883,5.49633333333,7.4872,4.51813333333,6.73206666667,12.8382666667,6.99255555556,6.4246,8.39593333333
347.81,6.877,6.56103333333,5.48373333333,7.45453333333,4.47006666667,6.74126666667,12.8248,6.95566666667,6.4074,8.40430000001
348.18,6.84626666666,6.543,5.4974,7.43233333333,4.39846666666,6.7034,12.8808,6.96568888889,6.39006666667,8.33409999999
348.54,6.6992,6.41966666667,5.26146666667,7.3272,4.22793333333,6.60833333333,12.7478666666,6.79880000001,6.2108,8.21583333333
348.91,6.8024,6.46583333333,5.30326666667,7.44886666667,4.3338,6.66446666667,12.8396,6.87882222223,6.23013333333,8.351
349.27,6.8448,6.45733333333,5.41006666667,7.42626666666,4.382,6.67233333334,12.9010666667,6.92364444445,6.37146666667,8.38710000001
349.64,6.8722,6.46,5.40446666667,7.39926666667,4.31693333333,6.64006666667,12.9874,6.92175555556,6.34953333333,8.34063333333
350.00,6.98793333334,6.45993333333,5.4202,7.50166666667,4.37066666667,6.73706666667,13.121,6.96999999999,6.47433333333,8.4197
350.37,6.95086666667,6.34493333333,5.34326666667,7.4318,4.32253333333,6.7422,13.1148,6.84848888889,6.483,8.46556666665
350.73,7.0566,6.50096666667,5.42986666667,7.55253333333,4.45206666667,6.9244,13.3019333333,6.96939999999,6.63733333333,8.64263333332
351.10,7.16033333333,6.6254,5.61153333333,7.72726666667,4.57786666667,7.0776,13.4658,7.07453333334,6.76133333334,8.76246666667
351.46,7.1062,6.60206666667,5.58606666667,7.7272,4.58553333333,7.01873333333,13.5347333333,7.11544444445,6.73913333333,8.77793333333
351.83,7.22093333333,6.67616666667,5.6248,7.81133333333,4.6624,6.99406666667,13.6099333333,7.18857777778,6.79386666667,8.86423333333
352.19,7.10253333333,6.5866,5.5032,7.7898,4.57113333333,6.89673333333,13.6193333333,7.04942222222,6.72273333334,8.81546666665
352.55,7.13073333333,6.60263333333,5.64386666667,7.8528,4.67566666667,6.9612,13.7482666667,7.08995555556,6.83753333333,8.84773333333
352.92,7.116,6.64843333333,5.66486666666,7.79633333334,4.67893333333,6.98586666667,13.7576666667,7.07759999999,6.84666666667,8.83096666667
353.28,7.3094,6.89846666667,5.80453333333,7.95106666667,4.8454,7.16013333334,13.9411333333,7.26755555556,6.9974,8.9845
353.65,7.3628,6.97096666667,5.85053333333,7.9808,4.936,7.19413333333,13.9145333333,7.33328888888,7.05486666667,9.11523333333
354.01,7.33806666666,7.04603333333,5.9152,7.96546666667,4.9822,7.16073333333,13.8964,7.30824444445,7.06746666667,9.13376666667
354.38,7.1916,6.88756666667,5.8022,7.787,4.86606666667,6.96473333333,13.7066666666,7.14046666667,6.9122,8.9735
354.74,7.04273333333,6.70923333333,5.64626666667,7.5906,4.65593333333,6.76146666667,13.5296,6.94446666667,6.70073333333,8.81213333333
355.11,7.00946666667,6.62356666667,5.53726666667,7.44333333333,4.591,6.65033333333,13.4750666667,6.88115555555,6.60453333333,8.80219999999
355.47,7.1366,6.74033333333,5.628,7.536,4.71826666667,6.76153333333,13.5590666667,6.95433333334,6.67793333333,8.91123333333
355.83,6.969,6.6396,5.56773333333,7.45046666667,4.6582,6.69966666667,13.4757333333,6.84857777778,6.6014,8.74766666666
356.20,7.07253333333,6.70856666667,5.63006666667,7.50706666667,4.70226666667,6.72866666667,13.5257333333,6.92522222222,6.67213333333,8.82833333334
356.56,7.252,6.88216666667,5.73406666667,7.64273333333,4.8234,6.7954,13.6895333333,7.04415555556,6.761,8.96010000001
356.93,7.24493333333,6.86496666667,5.75946666667,7.60246666667,4.79066666667,6.7594,13.6674666667,7.04493333333,6.75926666667,8.9758
357.29,7.1712,6.77103333333,5.61086666667,7.5812,4.72053333333,6.64273333333,13.621,6.98031111112,6.68726666667,8.92463333333
357.66,7.1678,6.7151,5.58286666667,7.56386666667,4.7144,6.64806666667,13.6921333333,6.97888888888,6.66413333333,8.91666666666
358.02,7.26873333333,6.71946666667,5.6476,7.62813333333,4.77653333333,6.737,13.8073333333,7.07013333334,6.6892,8.98790000001
358.38,7.44306666667,6.89753333333,5.7802,7.7716,4.901,6.89913333333,13.9972,7.24822222222,6.8154,9.06283333333
358.75,7.5364,6.9875,5.89753333333,7.89806666667,5.069,7.021,14.141,7.36071111112,6.91393333333,9.16729999999
359.11,7.6068,7.08563333333,6.0128,8.0814,5.189,7.11826666667,14.2356666667,7.43660000001,7.0474,9.23716666667
359.48,7.60606666667,7.0214,5.9892,8.0418,5.1258,7.0868,14.262,7.43148888888,6.99466666667,9.18883333333
359.84,7.59733333333,6.9744,5.96746666667,7.96586666667,5.0974,7.02553333333,14.2422,7.40586666666,6.91226666667,9.17693333333
360.20,7.48646666667,6.8446,5.87953333333,7.878,5.00506666667,6.9528,14.1553333333,7.35066666666,6.75746666667,9.03543333333
360.57,7.36193333334,6.73886666667,5.76473333333,7.783,4.91013333333,6.9248,14.0592666667,7.27371111111,6.68366666667,8.94896666667
360.93,7.4634,6.8348,5.84726666667,7.88453333333,5.0078,6.99373333333,14.1817333333,7.38691111111,6.77093333333,8.99673333333
361.29,7.4538,6.79043333333,5.8544,7.8406,4.9998,6.9996,14.1778,7.35682222221,6.7356,8.9509
361.66,7.40073333333,6.75473333333,5.85893333333,7.86186666667,5.0174,6.95413333333,14.2041333333,7.37451111111,6.72973333333,8.93876666666
362.02,7.33626666667,6.7482,5.76906666667,7.86033333333,5.02973333333,6.9128,14.1731333333,7.35075555556,6.72113333333,8.88269999999
362.39,7.2182,6.63463333334,5.66226666667,7.75566666667,4.97193333333,6.82986666667,14.1162,7.27275555556,6.634,8.8362
362.75,7.27173333333,6.68243333334,5.67593333333,7.79633333333,4.99693333333,6.877,14.1748,7.33046666666,6.6956,8.88256666667
363.11,7.2976,6.6901,5.68333333334,7.79053333333,4.99506666666,6.88773333333,14.2057333333,7.28486666667,6.68313333333,8.90133333332
363.48,7.231,6.66406666667,5.59086666667,7.7844,4.98746666667,6.8354,14.133,7.19917777777,6.63146666667,8.82643333335
363.84,7.29773333333,6.72593333333,5.62686666666,7.87606666667,5.05413333333,6.9042,14.2169333333,7.26206666666,6.68433333333,8.8603
364.20,7.37873333333,6.82823333333,5.73493333333,7.94793333333,5.18166666667,7.00233333333,14.2956,7.33215555556,6.7874,8.98256666667
364.57,7.3376,6.7338,5.69686666667,7.87206666667,5.17353333333,6.92413333333,14.2836,7.29477777778,6.71873333333,8.90139999999
364.93,7.41746666667,6.78816666667,5.7312,7.96433333333,5.23853333333,6.99373333333,14.3616,7.37799999999,6.76366666667,8.9601
365.29,7.477,6.82266666667,5.7962,8.00786666667,5.28573333333,7.05126666667,14.4832,7.41951111111,6.82873333334,9.06253333333
365.66,7.527,6.89903333333,5.8268,8.03553333333,5.34226666667,7.08993333334,14.526,7.45388888889,6.90406666667,9.09269999999
366.02,7.50073333333,6.85726666667,5.82093333333,7.9936,5.26133333333,7.07266666667,14.5786666666,7.42662222223,6.84946666667,9.08359999999
366.38,7.4472,6.77056666667,5.6804,7.9316,5.13833333333,7.00586666667,14.5502666667,7.35417777778,6.78473333333,9.02336666667
366.75,7.33306666667,6.64043333333,5.54186666667,7.77213333333,5.00213333333,6.81606666667,14.4242,7.19344444446,6.62006666667,8.86993333333
367.11,7.17753333333,6.4633,5.3624,7.59313333333,4.87613333333,6.69733333333,14.3296,7.15153333333,6.50153333333,8.75516666666
367.47,7.26106666666,6.54776666667,5.49746666666,7.66233333333,4.94113333333,6.79493333333,14.4632,7.29097777779,6.56966666667,8.86813333334
367.84,7.1502,6.45413333333,5.408,7.59473333333,4.85246666667,6.7124,14.4315333333,7.23266666667,6.51666666667,8.82896666667
368.20,7.06873333333,6.3593,5.3054,7.4492,4.72973333333,6.5998,14.3992666667,7.14593333334,6.42993333333,8.75136666667
368.56,7.0408,6.43963333333,5.29233333333,7.43166666667,4.6874,6.55473333333,14.3951333333,7.15737777777,6.42313333333,8.7544
368.93,6.73613333333,6.1206,5.03433333333,7.12573333333,4.4578,6.28866666667,14.1892,6.87519999999,6.14,8.48796666667
369.29,6.72666666667,6.18393333333,5.0626,7.1642,4.54766666667,6.29813333333,14.2226666666,6.94735555555,6.1504,8.47239999999
369.65,6.63073333333,6.10073333333,4.9326,7.03593333333,4.39946666667,6.19473333333,14.2013333333,6.88615555556,6.0254,8.34799999999
370.01,6.70986666667,6.13746666667,4.98626666667,7.0682,4.4624,6.2386,14.2112,6.95466666667,6.08846666667,8.37446666666
370.38,6.93113333333,6.3822,5.27026666667,7.306,4.7622,6.50626666667,14.4061333333,7.17735555556,6.29466666667,8.53383333333
370.74,6.97926666667,6.45366666667,5.37626666666,7.43786666667,4.8836,6.62606666667,14.5548,7.33448888889,6.43653333333,8.62576666666
371.10,7.08666666667,6.56243333333,5.483,7.52106666667,4.98273333333,6.7696,14.6758666667,7.44551111111,6.49273333333,8.6625
371.46,7.1258,6.5935,5.48026666667,7.55466666667,5.02853333333,6.7896,14.7747333333,7.53048888888,6.56713333333,8.6786
371.83,7.17613333333,6.69606666667,5.50493333333,7.5626,5.0872,6.8438,14.8453333333,7.60195555556,6.63,8.66243333333
372.19,7.2536,6.76416666667,5.56366666667,7.684,5.16966666667,6.9482,14.9552,7.73835555555,6.7312,8.72603333334
372.55,7.27233333333,6.72283333333,5.606,7.73926666667,5.164,7.01533333333,15.0494666667,7.75880000001,6.75413333334,8.73726666667
372.92,7.322,6.7575,5.59853333333,7.74946666667,5.15553333333,7.04806666666,15.1118666667,7.77193333334,6.78953333333,8.75176666667
373.28,7.20273333334,6.65613333333,5.46946666667,7.64533333333,4.9662,6.9576,15.0576666667,7.66637777779,6.65966666667,8.6147
373.64,7.21026666667,6.6659,5.50546666667,7.6606,5.0086,6.9958,15.0612666667,7.66651111111,6.7064,8.63486666666
374.00,7.08446666667,6.53453333333,5.39806666667,7.562,4.86806666667,6.879,15.0231333333,7.54162222221,6.60833333333,8.50906666667
374.37,6.86253333333,6.36826666667,5.1956,7.40346666667,4.64913333333,6.67233333333,14.932,7.39586666666,6.41733333333,8.3422
374.73,6.9094,6.38223333333,5.19233333333,7.38886666667,4.63106666667,6.67086666667,14.9708666667,7.40142222221,6.3848,8.3553
375.09,6.7862,6.28256666667,5.0694,7.31446666667,4.45553333333,6.4926,14.9135333333,7.30984444445,6.31586666667,8.22863333333
375.45,6.69933333333,6.2144,4.99173333333,7.24986666667,4.37933333333,6.38573333333,14.8796666666,7.19299999999,6.26833333333,8.1322
375.81,6.63406666667,6.13013333333,4.91653333333,7.20833333333,4.33186666667,6.3246,14.8466666667,7.14015555554,6.20993333333,8.08119999999
376.18,6.64933333333,6.15713333333,4.89993333333,7.2346,4.33086666667,6.33346666667,14.9031333333,7.13386666666,6.21646666667,8.04596666667
376.54,6.67553333333,6.20256666667,4.8946,7.25226666667,4.37,6.35026666667,14.9597333333,7.16200000001,6.25806666667,8.0917
376.90,6.70613333333,6.24526666667,4.96066666667,7.34406666667,4.42926666667,6.43653333333,15.075,7.24428888889,6.32773333333,8.14303333333
377.26,6.67513333333,6.2175,4.91753333333,7.3126,4.42413333333,6.3916,15.0826666667,7.24308888888,6.32726666667,8.138
377.63,6.5678,6.13463333333,4.8126,7.22753333333,4.30606666667,6.31433333333,15.0516,7.15802222222,6.22086666667,8.05033333334
377.99,6.68213333333,6.29283333333,4.93133333333,7.3276,4.44746666667,6.45846666667,15.2346,7.29693333334,6.34873333333,8.1927
378.35,6.6826,6.2567,4.91033333333,7.30966666667,4.41113333333,6.42993333333,15.1854666667,7.25800000001,6.33013333333,8.15193333332
378.71,6.64966666667,6.2446,4.88753333333,7.28493333333,4.35113333333,6.4524,15.2170666667,7.24115555556,6.306,8.08096666667
379.07,6.76586666667,6.32353333333,4.9624,7.3952,4.48886666667,6.5738,15.3,7.31608888889,6.3618,8.17076666667
379.44,6.73093333333,6.24386666667,4.91506666667,7.31493333333,4.4228,6.5344,15.2496,7.24682222222,6.27746666667,8.13306666665
379.80,6.86213333333,6.36793333333,5.08086666667,7.51613333333,4.54713333333,6.70873333333,15.4135333334,7.41111111112,6.41273333333,8.25800000001
380.16,6.70426666667,6.1869,4.90933333333,7.36066666667,4.42646666667,6.535,15.2556666667,7.25133333333,6.23666666667,8.08543333333
380.52,6.7854,6.27773333333,4.9946,7.447,4.52486666667,6.60553333333,15.3368,7.33515555555,6.3064,8.10619999999
380.88,6.89013333333,6.40716666667,5.02266666667,7.506,4.5936,6.6396,15.4054666667,7.42755555555,6.37533333333,8.17893333334
381.24,7.0266,6.52506666667,5.1586,7.63046666667,4.70446666667,6.74693333333,15.4922666667,7.51764444445,6.46826666667,8.2658
381.61,7.17686666667,6.68973333333,5.31646666667,7.78306666667,4.86533333333,6.87446666667,15.6599333333,7.68020000001,6.61786666667,8.41753333333
381.97,7.2066,6.706,5.3466,7.87753333333,4.91093333333,6.89886666667,15.6710666667,7.70768888889,6.65893333333,8.42706666667
382.33,7.28226666667,6.8153,5.43653333333,7.929,4.96813333333,6.97666666667,15.8301333333,7.79735555556,6.75813333333,8.51433333333
382.69,7.23233333333,6.8043,5.3716,7.89226666667,4.9282,6.88646666667,15.8054666666,7.73808888888,6.7194,8.4816
383.05,7.17326666667,6.77353333333,5.33246666667,7.80033333333,4.85946666667,6.82733333333,15.8056666667,7.67386666667,6.72146666667,8.45583333333
383.41,7.21206666667,6.85566666667,5.3434,7.8406,4.90553333333,6.8956,15.8588,7.71162222222,6.7674,8.4703
383.77,7.2202,6.84123333333,5.3158,7.76646666667,4.88513333333,6.81326666667,15.9008,7.64042222221,6.7296,8.44656666665
384.14,7.39973333333,7.0288,5.5036,7.9456,5.03753333333,6.99806666667,16.0951333333,7.78926666667,6.9354,8.61913333332
384.50,7.3642,7.01943333333,5.4814,7.9332,4.9868,6.99733333333,16.1132,7.75884444445,6.90213333333,8.63396666667
384.86,7.31453333333,6.98306666667,5.49286666667,7.93926666667,4.92446666667,6.96873333333,16.0887333333,7.70408888889,6.87586666667,8.59206666667
385.22,7.26053333333,6.95466666667,5.4294,7.8772,4.81826666667,6.88846666667,16.1024666667,7.66162222221,6.84366666667,8.554
385.58,7.14193333333,6.83596666667,5.28666666667,7.76466666667,4.65826666667,6.7558,16.0048666667,7.50962222222,6.7098,8.40896666667
385.94,7.06253333333,6.78686666667,5.19126666667,7.66186666666,4.56693333333,6.6436,15.9762666667,7.44251111112,6.59693333333,8.33259999999
386.30,7.1278,6.8297,5.22906666667,7.71486666667,4.62753333333,6.68546666667,16.0225333333,7.47906666667,6.6248,8.35973333335
386.66,7.17786666667,6.85486666667,5.26973333333,7.73986666667,4.67513333333,6.71066666666,16.0504,7.50357777777,6.656,8.40170000001
387.03,7.22966666667,6.936,5.35593333333,7.8232,4.7516,6.75806666667,16.1470666667,7.58395555555,6.6858,8.43953333334
387.39,7.3188,7.008,5.46506666667,7.9138,4.78773333333,6.8326,16.2712,7.67893333333,6.7552,8.5065
387.75,7.2786,6.97133333333,5.40746666667,7.90053333333,4.72026666667,6.81286666667,16.2341333333,7.65488888888,6.72326666667,8.46566666667
388.11,7.18566666667,6.89806666667,5.362,7.82466666667,4.631,6.71206666667,16.1690666667,7.59215555556,6.64713333333,8.39179999999
388.47,7.19393333333,6.88486666667,5.34846666666,7.78993333333,4.61233333333,6.66266666667,16.1421333333,7.59528888888,6.63973333333,8.34419999999
388.83,7.20526666667,6.8919,5.33233333333,7.778,4.61953333333,6.66073333333,16.173,7.59839999999,6.64166666666,8.34986666665
389.19,7.187,6.86633333333,5.3084,7.7714,4.62666666667,6.6766,16.1524666667,7.57991111111,6.62806666667,8.31606666668
389.55,7.29573333333,6.9585,5.434,7.882,4.72686666667,6.7846,16.276,7.70657777779,6.7128,8.40883333335
389.91,7.39733333333,7.0363,5.529,7.95453333333,4.76746666667,6.89506666667,16.3524666667,7.78635555556,6.80713333333,8.4999
390.27,7.3462,7.02623333333,5.50986666667,7.92326666667,4.7414,6.87713333333,16.3424666667,7.73064444445,6.79646666667,8.48866666666
390.63,7.39186666667,7.09326666667,5.57773333333,8.0096,4.78193333333,6.94453333333,16.4321333334,7.76786666666,6.86373333333,8.54010000001
391.00,7.47753333333,7.15393333333,5.63573333333,8.0732,4.82193333333,7.00433333333,16.5094666666,7.82268888888,6.9248,8.62013333332
391.36,7.43853333333,7.1359,5.6226,8.04093333333,4.83313333333,6.95866666667,16.4917333333,7.78122222223,6.89726666667,8.64526666668
391.72,7.45693333333,7.16796666667,5.6432,8.06506666667,4.85913333333,6.97846666667,16.5238666667,7.80673333333,6.92873333333,8.67009999999
392.08,7.4482,7.1904,5.62613333333,8.05506666667,4.8352,6.9798,16.5758,7.77417777777,6.90186666667,8.66616666665
392.44,7.4434,7.1869,5.62046666667,8.0704,4.82386666667,6.97066666667,16.6244,7.7502,6.89126666667,8.72003333333
392.80,7.398,7.19113333333,5.62646666667,8.05546666667,4.797,6.93513333333,16.6222666667,7.71684444444,6.87,8.69643333333
393.16,7.40846666667,7.19496666667,5.64373333333,8.06213333333,4.8034,6.91746666667,16.6428666667,7.68244444445,6.86526666667,8.71623333333
393.52,7.32726666667,7.1317,5.5688,7.9918,4.73333333333,6.82393333333,16.5883333333,7.58124444444,6.81113333334,8.66846666667
393.88,7.23473333333,7.06356666667,5.49293333333,7.91966666667,4.6698,6.72853333333,16.5744666667,7.49364444445,6.74146666667,8.5961
394.24,7.2474,7.0727,5.50713333333,7.951,4.66113333333,6.72913333334,16.5973333333,7.52435555555,6.75973333333,8.59896666667
394.60,7.20246666667,7.05706666667,5.49026666667,7.90266666667,4.64186666667,6.71546666667,16.5768,7.49735555556,6.73806666667,8.54083333333
394.96,7.08113333333,6.97253333334,5.36746666667,7.79046666667,4.534,6.60686666667,16.4916,7.37933333333,6.64586666667,8.41886666665
395.32,7.0636,6.96883333333,5.34566666667,7.8104,4.51833333334,6.58646666667,16.4982666667,7.35233333332,6.63413333333,8.36606666667
