wavelength,Back_GeoConf,Belly_GeoConf,Breast_GeoConf,Crissum_GeoConf,Crown_GeoConf,DorTail_GeoConf,Patch10_GeoConf,Rump_GeoConf,Throat_GeoConf,WingTip_GeoConf
212.55,-121.6092,-65.8621000001,-98.3907333335,66.8965333333,-52.6437333333,-102.069,-28.2759333333,-169.885155556,-65.9770666667,-63.3333333334
212.92,-85.2525333333,-51.8181000001,-70.1010000001,71.9191333333,-26.8685333333,-69.0908666667,-21.6161999999,-147.340022222,-47.8788000001,-51.7171999999
213.30,-72.3076666667,-39.1453,-48.5470666667,51.9658,-29.2307333333,-50.0854666666,-16.2392666667,-133.9602,-47.1795333332,-43.3332666667
213.68,-58.8618,-30.1626,-26.5040666667,53.9836666667,-13.4959333333,-41.9512,-8.61779999999,-125.040666667,-40.8129333333,-26.0162999999
214.06,-24.5502666667,-8.14826666668,-3.91540000001,44.8678,6.45493333333,-8.46539999993,9.73553333334,-62.2222888889,-13.2274666667,-0.7408
214.44,-24.9425333333,-3.67803333334,-0.344666666654,50.6895333333,5.0574,-2.87366666665,8.73566666668,-63.4865777779,-15.7471333333,9.59773333334
214.81,-50.8771333333,-24.9124,-24.7954,28.0700666667,-15.6724666667,-25.3802000001,-13.9181333334,-93.2943777777,-36.1403333333,-11.2281666667
215.19,-69.9999333334,-44.6795666667,-41.6666666667,15.3845333333,-33.0768,-50.7692666667,-22.6923333333,-117.478733333,-57.6923999999,-22.9487666666
215.57,-21.1764,0.882400000006,0.9804,44.4118,4.21573333333,-2.74500000001,10.3922666667,-59.0195111111,-8.8236,15.0001
215.95,-34.1935333333,-14.7313666667,-9.46233333334,43.0106666667,-8.81720000001,-12.3656,2.15053333332,-77.2042666667,-22.2579333333,-0.5378
216.32,-22.0658666667,-8.2628,-2.34733333333,46.6666666667,3.38026666668,-1.03286666666,8.54459999998,-52.0501333333,-11.831,1.54936666666
216.70,-35.3332666667,-6.42853333335,-11.7142,31.6188666667,-6.66666666667,-9.90466666667,-3.14286666667,-59.8095333333,-20.3809333333,-6.28566666667
217.08,-46.4762,-15.3809333333,-18.8571333333,18.2857333333,-20.2856666667,-20.762,-14.8571333333,-71.4286,-31.4285333333,-16.3333
217.46,-28.9711333333,-9.87646666666,-11.0287333333,27.4072666667,-8.97120000001,-14.897,-6.33746666666,-51.7146,-16.2138666667,-2.55143333333
217.83,-45.8667333333,-23.0222333333,-32.9778,13.3334,-28.6222,-36.0,-22.4888666666,-68.7998666667,-29.0666666667,-21.6888333333
218.21,-74.3916666666,-52.2752333333,-64.2327999999,-8.14813333334,-54.6031333333,-69.8411333335,-55.8729333334,-99.7178444445,-53.5448666667,-52.2222666666
218.59,-91.1829333333,-72.5269,-85.4838,-27.7420666667,-68.2794000001,-88.4945333334,-71.6128666667,-111.684577778,-68.6022666667,-72.9569333333
218.97,-147.0,-123.416666667,-130.5,-50.5,-112.833333333,-141.666666667,-120.166666667,-164.611111111,-107.333333333,-116.833333333
219.34,-65.4646000001,-53.8798333333,-52.4589333333,-1.20206666667,-46.7759333333,-57.1586,-59.3443333334,-75.8470444445,-32.8962,-51.5848
219.72,-107.2108,-96.5986666666,-89.2516666667,-36.0543333333,-84.0814666666,-102.585066667,-99.3197333333,-116.417333333,-62.5850666667,-92.7890333333
220.10,-90.8974666666,-79.0385333333,-74.2309333332,-20.5128666667,-68.0769333334,-94.1025333333,-90.1281999999,-105.299155555,-52.3076666667,-77.4358999999
220.47,-97.3050666665,-88.8653,-85.2481333332,-26.5247333333,-76.5957333332,-117.8722,-106.099333333,-124.1608,-67.9431999999,-76.9503333334
220.85,-246.913466667,-252.716033333,-222.222266667,-125.432133333,-205.679066667,-286.419666667,-261.234666667,-280.164622222,-187.901266667,-214.938233333
221.23,-285.3968,-298.412633333,-253.3334,-130.476266667,-239.682466667,-350.158733333,-313.015866667,-302.857155555,-204.126866667,-235.7142
221.61,-1135.55553333,-1150.00006667,-1003.3334,-651.1112,-974.4444,-1273.3332,-1280.0,-1186.29622222,-866.666599999,-944.999966665
221.98,-717.500000001,-721.666666667,-576.666666667,-340.0,-611.666666667,-771.666666666,-800.833333333,-747.222222221,-487.500000001,-523.75
222.36,-334.666666667,-297.111066667,-210.666733333,-130.666733333,-280.0,-348.0,-335.111066667,-332.740733333,-188.8888,-213.333333333
222.74,-277.254933333,-214.1178,-141.960733333,-102.353,-202.745133333,-285.098066667,-270.9804,-274.379022222,-135.686333333,-136.470566667
223.11,-89.2981333335,-65.7017333332,-39.1228,-11.9299333333,-60.0000666667,-100.701733333,-90.1753333335,-101.696044444,-39.2982,-33.1579000001
