wavelength,Back_SicLuam,Belly_SicLuam,Breast_SicLuam,Crissum_SicLuam,Crown_SicLuam,DorTail_SicLuam,Patch10_SicLuam,Rump_SicLuam,Throat_SicLuam,WingTip_SicLuam
319.22,7.52033333333,10.7236666667,10.2528666667,9.47162121211,6.43073333333,6.96346666667,10.6773666667,9.73113333333,9.52830000001,6.5376
319.59,7.48406666667,10.5982666667,10.0702666667,9.40027878788,6.33186666667,6.77,10.5774333333,9.68109999999,9.45346666667,6.2088
319.96,7.4206,10.6870666666,10.0570666667,9.45460303029,6.3244,6.937,10.5419333333,9.59456666667,9.4022,6.22293333333
320.32,7.3042,10.5765333333,9.85796666667,9.35994242424,6.0066,6.69153333333,10.5628333333,9.37616666666,9.34026666668,6.15106666667
320.69,7.37666666667,10.6033333333,9.92083333333,9.37589090909,6.08446666667,6.6992,10.6321,9.345,9.44036666666,6.0442
321.06,7.64046666667,10.7398,10.2677333333,9.58378484849,6.35873333333,6.99466666667,10.781,9.46803333333,9.75963333333,6.18106666667
321.43,7.65193333333,10.8828,10.0049333333,9.52546060607,6.4516,6.94933333333,10.9225666667,9.57866666667,9.8274,6.3264
321.80,7.52693333333,10.7722666667,10.0309333333,9.35837272728,6.37906666667,6.689,10.9159333333,9.54006666666,9.77673333332,6.29973333333
322.16,7.493,10.9451333333,10.1729333333,9.36998787879,6.3848,6.67146666667,11.1106333333,9.71066666666,9.83696666665,6.28913333333
322.53,7.691,11.028,10.3608666667,9.40105151515,6.49233333333,6.75626666667,11.3887666667,9.90673333332,10.1694666667,6.44373333333
322.90,7.71406666667,11.0912,10.4704666667,9.35764242424,6.4368,6.81826666667,11.5758666667,10.0261333333,10.199,6.33486666667
323.27,8.105,11.6518,10.9029,9.81886060606,6.79966666667,7.41226666667,11.9316666667,10.4531,10.5459,6.56326666667
323.63,8.415,12.0047333333,11.4178666667,10.2222939394,7.2502,7.9134,12.4281333333,10.8852666666,10.9879666667,7.05353333333
324.00,8.4244,11.9876666667,11.6047333333,10.1702151515,7.23173333333,7.7558,12.5902666667,10.9080666667,11.0935333333,6.98373333333
324.37,8.36726666667,12.1232,11.7122,10.2316090909,7.27386666666,7.76413333333,12.6311,10.9744666667,11.182,6.85446666667
324.74,8.2088,12.1352666667,11.6675333333,10.219869697,7.13613333333,7.65233333334,12.5117666667,10.9623333333,10.9874666667,6.56753333333
325.10,8.02986666667,12.0546,11.4627333333,10.0812272727,6.88886666667,7.38086666667,12.4057666667,10.8783333333,10.6924666667,6.25946666667
325.47,7.81753333333,11.8778,11.5335333333,9.99522424242,6.5952,7.2084,12.1060666667,10.6748,10.5744666667,5.8568
325.84,8.05993333334,12.1047333333,11.7907666667,10.2079,6.78006666667,7.45106666667,12.3872333333,10.8202333333,10.8203666667,5.97866666667
326.21,8.32526666667,12.3030666667,12.1161666667,10.4446848485,7.00146666667,7.69126666667,12.5141,11.0488666667,11.1129666667,6.31686666667
326.57,8.58146666667,12.6551333333,12.4633333333,10.8150060606,7.33366666667,7.9566,12.8262,11.2457666666,11.3782,6.58586666667
326.94,8.75966666667,12.8502,12.7169333333,11.1432939394,7.70413333333,8.17600000001,12.951,11.4479666667,11.6519333333,6.97406666667
327.31,8.73533333333,12.9446666667,12.7262,11.1596636364,7.7498,8.12386666667,12.8802,11.5069,11.8006666667,7.046
327.67,8.46046666667,12.8176666667,12.5442333333,10.9661787879,7.47560000001,7.86686666667,12.6702666667,11.2335,11.6174333333,6.79093333333
328.04,8.35946666667,12.8598666667,12.5028666667,10.9709939394,7.34713333333,7.85046666667,12.6080666667,11.2537666667,11.6304666667,6.74686666667
328.41,8.70973333333,13.2352,12.8513666667,11.4094454545,7.66473333333,8.17966666667,12.9419666667,11.6308333333,11.9345666667,7.0874
328.78,8.95593333333,13.5004,13.0969,11.7161545455,7.9954,8.36560000001,13.208,11.8527666667,12.1431,7.559
329.14,9.00386666667,13.6131333333,13.3535333333,11.8571666667,8.13800000001,8.51353333333,13.3372,11.9214333333,12.3724666667,7.76826666667
329.51,9.05813333333,13.7660666667,13.3863666667,11.8450242424,8.18113333334,8.49226666667,13.3671,11.9597666667,12.3278333333,7.86253333333
329.88,8.89013333333,13.6566,13.2282,11.7470424242,8.11913333333,8.3644,13.2671,11.8663,12.1086333333,7.72753333333
330.24,8.90966666667,13.6846666667,13.1644,11.9076060606,8.26940000001,8.4216,13.3821333333,11.9589333333,12.0568,7.71306666667
330.61,8.66859999999,13.4526,12.8905,11.5925060606,7.98046666666,8.2268,13.1739666667,11.7878666667,11.7527,7.42313333333
330.98,8.61433333333,13.3294666667,12.7487333333,11.4397606061,7.69499999999,8.02886666667,13.1713333333,11.6618333333,11.6169333333,7.1428
331.34,8.49453333333,13.3121333333,12.6896666667,11.3483333333,7.52446666667,7.86326666667,13.0572666667,11.5801666667,11.3583,6.9048
331.71,8.58360000001,13.4255333333,12.6666666667,11.4066636364,7.5886,7.77106666667,13.1020666667,11.6498666667,11.4106666667,6.84926666667
332.08,8.72959999999,13.5685333333,12.6781,11.6387060606,7.74566666667,7.87446666667,13.2329333333,11.8675333333,11.46,6.9796
332.44,8.43226666667,13.2771333333,12.2880333333,11.2694090909,7.47186666667,7.52986666667,13.0390666667,11.6778666667,11.2276333333,6.63306666667
332.81,8.0902,13.021,12.0305,10.8877060606,7.06806666667,7.1184,12.8035,11.3596,11.0342333333,6.06626666667
333.18,8.004,12.9691333333,11.7990333333,10.6491878788,6.77153333333,6.9242,12.7254,11.1764666667,10.8710333333,5.8552
333.54,8.09213333333,13.065,11.9695666667,10.7717575758,6.84433333333,6.99673333333,12.9161333333,11.2495666667,11.0664,6.0484
333.91,8.29886666667,13.31,12.1769333333,11.0039060606,6.96126666667,7.18633333333,13.1627,11.3894666667,11.3805,6.30226666667
334.28,8.25213333333,13.4131333333,12.2195666667,10.9823242424,6.87953333333,7.17746666667,13.2811333333,11.3309333333,11.4215666667,6.2106
334.64,8.07973333333,13.3682,12.1324666667,10.9710909091,6.8238,6.95833333333,13.1299,11.1676333333,11.3057,6.09746666667
335.01,7.8308,13.3264,12.0656333333,10.9094181818,6.79273333334,6.77206666667,12.9836,11.0604333333,11.2624666667,5.90693333333
335.38,7.552,12.9962666667,11.6914333333,10.6648,6.58326666667,6.48953333333,12.8252,10.8223666667,11.0947333333,5.6622
335.74,7.5524,13.0900666667,11.7579666667,10.6532939394,6.5894,6.57946666667,12.8980333333,10.8589666667,11.0284333333,5.6586
336.11,7.3854,12.9234,11.6947333333,10.4346424242,6.32466666667,6.44753333333,12.7315666667,10.5734,10.9163333333,5.34366666667
336.47,7.54153333333,13.0988,11.9931666667,10.6159818182,6.47473333333,6.65513333333,12.8583666667,10.6613666667,11.0617666667,5.5474
336.84,7.8466,13.319,12.1824333333,10.9148,6.76013333333,7.04873333333,13.1906,10.9879666667,11.4,6.03806666667
337.21,7.86246666667,13.4178,12.2825,11.0796969697,6.92806666667,7.1386,13.2520666667,11.1400666667,11.5427,6.064
337.57,8.05593333333,13.6252,12.3957666667,11.2952636364,7.20813333333,7.3218,13.5021333333,11.3774,11.7294666667,6.11426666667
337.94,8.07233333333,13.6394,12.4803666667,11.4190969697,7.29459999999,7.3352,13.5199666667,11.4909666667,11.8463666667,6.1622
338.31,8.23493333333,13.8179333333,12.7063333333,11.6303848485,7.4578,7.41126666667,13.5817,11.6613333333,12.0251,6.33993333333
338.67,8.25593333333,13.8982666667,12.8483,11.6772909091,7.44046666667,7.4404,13.6637333333,11.7332,12.1371666667,6.385
339.04,8.4042,14.0534,13.0742333333,11.8184787879,7.51306666667,7.54393333333,13.7613,11.8926,12.2187333333,6.59713333333
339.40,8.63433333333,14.2698,13.3630666667,12.0339787879,7.73753333334,7.759,14.0252333333,12.0570666667,12.4365333333,6.85146666667
339.77,8.80593333333,14.3838666667,13.5534,12.2578333333,7.88286666667,7.86153333333,14.2147666667,12.2675,12.7654666667,7.00086666667
340.14,8.8874,14.5205333333,13.6788666667,12.3799727273,8.09393333333,7.85393333333,14.5213,12.4619666667,12.9064333333,7.1646
340.50,9.02360000001,14.6926,13.7682666667,12.5553545455,8.28753333333,7.91433333333,14.6796333333,12.5913333333,12.9652666667,7.30906666667
340.87,8.94320000001,14.6792666667,13.8829,12.5624030303,8.24193333333,7.73013333333,14.6114,12.5479333333,12.7816333333,7.05113333333
341.23,8.73393333333,14.471,13.7928333333,12.3722060606,8.01400000001,7.49506666667,14.4037666667,12.3744,12.4822666667,6.90573333333
341.60,8.39686666667,14.2137333333,13.5743666667,12.1336060606,7.65359999999,7.17913333333,14.1634333333,12.1258666667,12.2381666667,6.64906666667
341.96,8.3544,14.2098,13.5752666667,12.1041393939,7.59526666667,7.13313333333,14.1387333333,12.0629333333,11.9801666667,6.5014
342.33,8.23986666667,14.1528,13.5145333333,12.0253060606,7.53926666667,7.075,14.0954333333,11.9772333333,11.9299,6.35713333333
342.70,8.36226666666,14.3452,13.4932333333,12.1025666667,7.71806666666,7.11786666667,14.2022666667,12.1521,11.9612666667,6.4032
343.06,8.46126666667,14.3795333333,13.4165666667,12.1406939394,7.7904,7.16413333333,14.3949,12.1811333333,12.0675666667,6.42553333333
343.43,8.39733333333,14.3436666667,13.4014333333,12.0561121212,7.66466666667,7.01026666667,14.3828666667,12.1209666667,12.042,6.29953333333
343.79,8.36346666667,14.3453333334,13.3568,12.0621515151,7.72033333333,6.9854,14.4296,12.0460333333,11.9932666667,6.275
344.16,8.34493333333,14.3440666667,13.3725,12.0703181818,7.75553333333,6.99386666667,14.283,11.9650333333,11.9930333333,6.1726
344.52,8.09613333333,14.1218,13.2601666667,11.9009969697,7.4918,6.78373333334,14.0849,11.7926,11.8657666667,5.87053333333
344.89,8.0394,14.0669333333,13.1565333333,11.7668030303,7.40413333333,6.75333333333,13.9975666667,11.6332666667,11.9152,5.77726666667
345.25,8.27666666667,14.2844,13.2987,11.9505727273,7.61006666666,6.87293333333,14.2824,11.8194666667,12.1046333333,5.87973333333
345.62,8.52226666667,14.5251333334,13.4929333333,12.1527,7.81126666667,7.0076,14.4156666667,12.0144333333,12.2199,6.05613333333
345.99,8.56720000001,14.5009333333,13.4193666667,12.1259242424,7.87466666667,6.94,14.4388333333,11.998,12.3412333333,5.99306666667
346.35,8.64573333333,14.4972666667,13.4813333333,12.154069697,7.93560000001,6.89926666667,14.5352333333,12.0317,12.3988,5.90846666667
346.72,8.55133333334,14.3186666667,13.4201,12.0352545454,7.81293333333,6.8086,14.4549,11.8742,12.3398333333,5.81426666667
347.08,8.54053333334,14.3693333333,13.4804666667,12.0348363636,7.84359999999,6.84826666667,14.3896333333,11.9431333333,12.3094333333,5.7476
347.45,8.60013333333,14.5406666667,13.5804666667,12.1605606061,8.00726666667,7.02406666667,14.4641,12.0871333333,12.4020666667,5.7304
347.81,8.4494,14.4709333333,13.4713333333,12.0709545455,7.78013333334,6.82046666666,14.2469,11.9776,12.2967666667,5.60646666667
348.18,8.5952,14.6556666667,13.6276666667,12.2485969697,7.83846666667,6.9106,14.4049,12.1036,12.4621,5.7644
348.54,8.61313333333,14.7651333333,13.5702333333,12.2584636364,7.88386666667,6.88513333333,14.5127333333,12.1328666667,12.5133666667,5.74833333333
348.91,8.60566666667,14.7948666667,13.6015666667,12.3693333334,7.91219999999,6.85693333333,14.6676333333,12.2564333333,12.5368666667,5.77646666667
349.27,8.51806666667,14.8288666667,13.5909666667,12.3387969697,7.8672,6.84266666667,14.5410666667,12.1875333333,12.5033333333,5.72366666667
349.64,8.55613333333,14.8807333333,13.6078666667,12.3789606061,7.93633333334,6.96846666667,14.6284,12.2088,12.5904333333,5.74533333333
350.00,8.46,14.7847333333,13.6234666667,12.2831121212,7.78513333334,6.8576,14.6033,12.1206,12.5295,5.6526
350.37,8.48653333333,14.8100666667,13.6151333333,12.2907878788,7.7756,6.88626666667,14.6304666667,12.1216,12.5406,5.8036
350.73,8.61533333334,14.9912,13.8351666667,12.5058454545,7.91753333333,7.04773333333,14.8087666667,12.2549,12.7084333333,5.92053333333
351.10,8.57106666667,14.999,13.7841333333,12.494130303,7.8366,6.94106666667,14.8483666667,12.1559666667,12.7446333333,5.85473333333
351.46,8.61666666667,15.0146,13.8666333333,12.6104363636,7.82673333334,6.91686666667,14.9396333333,12.1762666667,12.8870333333,5.94893333333
351.83,8.78233333334,15.1512666667,14.0910666667,12.7554121212,8.01619999999,7.14713333333,15.1591666667,12.3644333333,13.0375333333,6.08826666667
352.19,8.86906666666,15.2126,14.1694666667,12.817169697,8.03773333334,7.2134,15.2438666667,12.4868,13.1433333333,6.17513333333
352.55,8.92866666666,15.1866,14.2447,12.8383909091,8.02339999999,7.23553333333,15.2049666667,12.4530333333,13.1294,6.1856
352.92,8.85833333334,15.112,14.0815333333,12.6736636364,7.88193333333,7.08766666667,15.0479333333,12.2569,12.9738666667,6.0642
353.28,8.92606666666,15.1208,14.1109,12.7441030303,7.93246666666,7.08733333333,15.1947333333,12.3129,13.0369666667,6.13433333333
353.65,8.84753333333,15.0294,14.1192333333,12.6981333334,7.9192,6.98513333333,15.1875333333,12.2923666667,13.0329,6.0968
354.01,8.95086666667,15.1381333333,14.1535666667,12.8162848485,7.98553333333,7.10533333333,15.3296666667,12.4371666667,13.1390333333,6.27453333333
354.38,8.91773333334,15.1454666667,14.1985666667,12.7937272727,7.88113333333,7.08986666667,15.3181,12.4680666667,13.1514,6.27153333333
354.74,8.85253333333,15.1066666667,14.1055,12.6723242424,7.79046666667,7.0034,15.2320333333,12.3802,13.0707333333,6.1306
355.11,8.70833333333,14.9034,14.0320666667,12.5074939394,7.6294,6.87866666667,15.0783666667,12.2231666667,12.9171666667,5.98306666667
355.47,8.6494,14.8208666667,13.9307,12.385969697,7.55786666667,6.87006666667,14.9634666667,12.1144333333,12.8253666667,5.9196
355.83,8.46026666667,14.7066666667,13.6825333333,12.2217151515,7.38546666667,6.66346666667,14.7882666667,11.8928666667,12.6429333333,5.80646666667
356.20,8.50846666667,14.6953333333,13.6717333333,12.3109151515,7.48126666666,6.71933333333,14.9125,11.8817666667,12.6408333333,5.85213333333
356.56,8.62866666667,14.8824,13.8722666667,12.4740272727,7.62626666666,6.8926,15.0568666667,12.0711333333,12.8660333333,6.03653333333
356.93,8.77366666667,15.0899333333,14.1021,12.6417515152,7.8196,7.107,15.1909666667,12.2631333334,13.0592,6.192
357.29,8.89206666667,15.1906,14.2406,12.7628575758,7.91520000001,7.23773333333,15.2605,12.3584333333,13.228,6.22693333333
357.66,8.95546666667,15.2049333333,14.3196,12.7721666667,7.95966666667,7.30313333334,15.3104666667,12.3676,13.2518666667,6.27106666667
358.02,9.01660000001,15.3197333333,14.4632666667,12.8288787879,8.05480000001,7.34693333333,15.3576666667,12.3967333333,13.3694666667,6.32753333333
358.38,9.06746666667,15.3562666667,14.4474333333,12.867869697,8.15733333334,7.36333333333,15.3032333333,12.3990666667,13.3726333333,6.3156
358.75,9.09719999999,15.319,14.4658,12.8623030303,8.19693333334,7.33106666667,15.2397666667,12.4142666667,13.3756333333,6.35773333333
359.11,9.05393333334,15.2918,14.4374,12.8216575758,8.15293333333,7.25746666667,15.1575333333,12.3538333333,13.3164666667,6.34493333333
359.48,9.0692,15.2434,14.4999666667,12.8537878788,8.16379999999,7.18533333333,15.1795333333,12.3512666667,13.3176,6.3458
359.84,9.2142,15.2976666667,14.6100333333,12.9442727273,8.29673333334,7.29426666667,15.2808333333,12.4842333333,13.4647,6.43193333333
360.20,9.10506666667,15.2104,14.5652333333,12.8003,8.20573333334,7.18033333333,15.1547666667,12.3514333333,13.3968,6.327
360.57,9.0902,15.122,14.4614,12.7335515152,8.18393333333,7.10253333333,15.1577333333,12.2417666667,13.3346,6.24273333333
360.93,9.1064,15.0328,14.4672333333,12.7408121212,8.15566666666,7.05086666667,15.1751,12.1793,13.3172666667,6.2342
361.29,9.13199999999,15.058,14.5141,12.754569697,8.17006666666,7.05746666667,15.1762666667,12.1859333333,13.3128,6.28346666667
361.66,9.10493333333,15.0299333333,14.4475333333,12.7414212121,8.073,7.00266666667,15.1205333333,12.1025666666,13.2791,6.19073333333
362.02,8.99459999999,14.9254666667,14.3050666667,12.6635757576,7.95900000001,6.94526666667,14.9360333333,11.9762,13.1422666667,6.09773333333
362.39,8.90660000001,14.8326,14.2465666667,12.6058424243,7.86166666666,6.8944,14.8855333333,11.8606,13.1137666666,6.03093333333
362.75,8.89126666667,14.8354,14.2547333333,12.6633757576,7.87693333333,6.9352,14.935,11.8552333333,13.1710333333,6.06693333333
363.11,9.13833333333,15.1149333333,14.4480666667,12.9153575758,8.16933333333,7.22566666667,15.1647666667,12.0425666667,13.4375,6.3288
363.48,9.14979999999,15.1723333333,14.447,12.9018363636,8.21340000001,7.2902,15.1747,12.0748333333,13.4555666667,6.38033333333
363.84,9.17400000001,15.2165333333,14.5214666667,12.9558606061,8.24933333333,7.32513333333,15.2214333333,12.0684333333,13.5079333333,6.44206666667
364.20,9.21746666667,15.2398,14.5369,12.9765363636,8.28026666666,7.33153333333,15.2272333333,12.1156,13.5170666667,6.47886666667
364.57,9.22526666666,15.223,14.5083666667,12.9630484848,8.28453333333,7.3868,15.1855333333,12.1003,13.5109,6.50773333333
364.93,9.18266666667,15.2207333333,14.4497,12.9187848485,8.29813333333,7.41413333333,15.1171333333,12.0705333333,13.5219666666,6.53373333333
365.29,9.15126666667,15.0988666667,14.3265333333,12.8338939394,8.3138,7.40726666667,15.0502,12.0194666667,13.5357,6.55653333333
365.66,9.31006666667,15.2418666667,14.4429333333,12.9648818182,8.53253333334,7.52233333333,15.2140666667,12.1421666667,13.6746666667,6.76086666667
366.02,9.49166666667,15.3492666667,14.5503333333,13.0697727273,8.67793333333,7.6508,15.3587666667,12.2668,13.8165333333,6.86606666667
366.38,9.61026666666,15.4698666667,14.5929333333,13.1589909091,8.80900000001,7.74126666667,15.4731,12.3288666667,13.9216333333,6.9588
366.75,9.55146666667,15.3862,14.4917,13.0619575758,8.67486666667,7.64866666667,15.3740666667,12.2028,13.8504666666,6.87566666667
367.11,9.38426666668,15.109,14.2927333333,12.8281545455,8.47513333333,7.377,15.2099666667,11.9877333333,13.6144666667,6.64693333333
367.47,9.38286666667,15.0252666667,14.2080666667,12.7829939394,8.4534,7.33513333333,15.1829333333,11.8826333333,13.5584333333,6.55566666667
367.84,9.36193333333,14.9292666667,14.2066333333,12.6817818182,8.40453333334,7.29713333333,15.1261666667,11.8064666667,13.52,6.47106666667
368.20,9.28246666667,14.776,14.0782333333,12.5788787879,8.35153333333,7.2874,15.0111,11.6632666667,13.4226333333,6.38973333333
368.56,9.26173333334,14.7243333333,14.1354666667,12.5732030303,8.36206666666,7.24226666667,14.9646666667,11.6466,13.3933,6.3216
368.93,9.35173333333,14.7608,14.2246333333,12.6701606061,8.45213333334,7.31033333333,15.0271,11.703,13.4634666667,6.31373333333
369.29,9.17859999999,14.6257333333,14.1050666667,12.5380393939,8.29280000001,7.185,14.8501666667,11.5024,13.2835333333,6.12453333333
369.65,9.04699999999,14.4296,13.9560333333,12.433269697,8.14933333334,7.1032,14.6614333333,11.3817666667,13.1765,5.97893333333
370.01,8.78993333333,14.2047333333,13.7362,12.2410939394,7.97513333334,6.89866666667,14.4445333333,11.1715666667,12.9786,5.85006666667
370.38,8.647,14.0051333333,13.6472333333,12.1280272727,7.86886666667,6.78526666667,14.2199666667,11.0556,12.9073333333,5.7552
370.74,8.66586666667,13.9728,13.7055333333,12.1403030303,7.95826666666,6.85206666667,14.1725,11.0608666667,12.951,5.789
371.10,8.62246666667,13.9279333333,13.6640333333,12.162130303,7.94026666667,6.94146666667,14.0631,11.0526,12.9884,5.80053333333
371.46,8.5232,13.8142666667,13.5446333333,12.047830303,7.85533333334,6.87553333333,13.9143,10.9634666667,12.9482333333,5.71046666667
371.83,8.49733333333,13.7124666667,13.4778666667,12.0272242424,7.84586666667,6.84826666667,13.8573333333,10.9254666667,12.9375333333,5.66986666667
372.19,8.52606666667,13.7042,13.4976,12.0210060606,7.87093333333,6.86066666667,13.7925,10.9460333333,12.9979333333,5.71386666667
372.55,8.459,13.5818666667,13.3317666667,11.9194090909,7.80586666667,6.83526666667,13.6306333333,10.7974666667,12.9365666667,5.76353333333
372.92,8.3414,13.3758,13.1822666667,11.7158848485,7.68219999999,6.71073333333,13.4917,10.6101,12.7849666667,5.74173333333
373.28,8.4356,13.4106,13.2452,11.7920090909,7.73393333334,6.7926,13.5455333333,10.6356666666,12.8669,5.85066666667
373.64,8.3662,13.3256666667,13.1333666667,11.6627545455,7.66786666667,6.77206666667,13.4233666667,10.5251666667,12.8269,5.8192
374.00,8.509,13.318,13.2894333333,11.7034575758,7.78826666667,6.91153333333,13.5037666667,10.6279666667,12.9147333333,5.86053333333
374.37,8.48206666667,13.2052666667,13.1997666667,11.5658484848,7.76613333333,6.88093333334,13.5082333333,10.5218,12.7939666667,5.84513333333
374.73,8.45553333333,13.0857333333,13.0775,11.4603909091,7.73166666666,6.85446666667,13.4363666667,10.4763333333,12.7381,5.83106666667
375.09,8.4494,13.0488666667,13.0374666667,11.3629121212,7.71379999999,6.85293333333,13.38,10.4091333333,12.6911333333,5.874
375.45,8.56646666667,13.1042666667,13.1386666667,11.4482090909,7.79266666666,6.98713333333,13.4129666667,10.4418,12.7678,6.0684
375.81,8.59186666667,13.0766,13.0641333333,11.4334060606,7.76493333334,7.05113333333,13.3612,10.3791,12.7138,6.1118
376.18,8.5256,12.9681333334,12.9203,11.3591545454,7.67006666667,6.97306666667,13.2815666667,10.2395,12.6150333333,6.08073333333
376.54,8.5058,12.8958,12.8521,11.3084787879,7.6222,6.97666666667,13.2541,10.2032,12.5871,6.04733333333
376.90,8.42746666667,12.7956666667,12.7201666667,11.2004575758,7.52086666666,6.92526666667,13.1174666667,10.0827333333,12.5022666667,5.9602
377.26,8.282,12.6101333333,12.5139666667,11.0300848485,7.3932,6.82293333333,12.9466666667,9.92646666667,12.3469333333,5.8294
377.63,8.3386,12.5982,12.5818666667,11.0329030303,7.43546666667,6.90426666667,12.9522,9.91793333333,12.3773333333,5.927
377.99,8.26606666667,12.4994,12.4178,10.9673242424,7.38033333333,6.89193333333,12.8449,9.76936666667,12.3184333334,5.9392
378.35,8.19006666667,12.4031333333,12.3134,10.9008242424,7.31353333333,6.85413333333,12.6859,9.68666666667,12.2498,5.91106666667
378.71,8.15726666667,12.3220666667,12.2173,10.848730303,7.27453333333,6.86606666667,12.6133,9.60906666667,12.1688333333,5.88473333333
379.07,8.14013333333,12.1931333333,12.1842666667,10.7716666667,7.28993333333,6.84553333333,12.5553333333,9.55073333333,12.1061333333,5.8888
379.44,8.03313333333,12.0330666667,12.0317,10.6220181818,7.236,6.76733333333,12.4129666667,9.40580000001,11.9496666667,5.78026666667
379.80,8.0676,12.006,12.0071666667,10.5914515152,7.28006666667,6.81513333333,12.3693333333,9.40110000001,11.9589666667,5.81326666667
380.16,8.22033333333,12.1002666667,12.1681333333,10.7016969697,7.4384,7.04553333333,12.4468333333,9.54583333335,12.1269333333,5.9832
380.52,8.27333333333,12.1136,12.2234,10.7312090909,7.5364,7.1044,12.4284333333,9.57993333332,12.1632666666,6.07153333333
380.88,8.34153333333,12.1442,12.2385,10.7975030303,7.63566666667,7.2338,12.4378,9.64213333334,12.2157666667,6.1978
381.24,8.3874,12.0749333333,12.2336666667,10.7625060606,7.6586,7.23626666667,12.3903,9.60166666666,12.2255333333,6.25673333333
381.61,8.33006666667,11.9571333333,12.1267333333,10.6852484848,7.615,7.18233333333,12.2847333333,9.53553333333,12.1573666667,6.2172
381.97,8.4284,12.0102,12.1482666667,10.6952515151,7.6806,7.22906666667,12.2842666667,9.58693333333,12.2361333333,6.31706666667
382.33,8.52926666667,12.0166,12.1847333333,10.7355727273,7.71026666667,7.3538,12.3515333333,9.65013333331,12.2906,6.37433333333
382.69,8.5374,11.9736,12.2447333333,10.7251909091,7.71813333333,7.34766666667,12.3200333333,9.632,12.3183333333,6.40306666667
383.05,8.5686,12.0096666667,12.2671333333,10.7848545455,7.74406666667,7.41106666667,12.3066333333,9.62713333333,12.3513666667,6.43986666667
383.41,8.55973333333,11.9382666667,12.2862,10.7885909091,7.76753333334,7.4298,12.2621,9.63026666667,12.3489,6.49426666667
383.77,8.47146666667,11.8471333333,12.1903,10.7262939394,7.73346666667,7.3744,12.1499333333,9.52853333333,12.2462666667,6.47813333333
384.14,8.24113333333,11.6404,11.9268333333,10.5058,7.56213333333,7.14733333333,11.9448,9.31396666667,12.0237,6.28286666667
384.50,8.1674,11.5409333333,11.8521333333,10.4259515152,7.53866666667,7.1182,11.8819666667,9.23446666666,11.9517,6.21386666667
384.86,8.09413333333,11.4436,11.8237,10.358130303,7.49,7.07213333333,11.7677333333,9.16203333333,11.9065,6.1802
385.22,8.08006666667,11.4662666667,11.8272,10.3688878788,7.54566666667,7.1118,11.764,9.20153333334,11.9184666667,6.2612
385.58,8.14013333333,11.5027333333,11.8575333333,10.3836484848,7.61573333333,7.126,11.8075,9.22126666667,11.9313333333,6.3018
385.94,8.00733333333,11.3282666667,11.7260666667,10.2918030303,7.49653333333,7.04246666667,11.6783666667,9.11260000001,11.7962333333,6.21093333333
386.30,7.96786666667,11.2558666666,11.6489666667,10.2049272727,7.49846666667,6.99353333333,11.5809333333,9.03623333333,11.7185,6.20593333333
386.66,7.979,11.2588,11.5717,10.1716545455,7.5128,7.026,11.5875666667,9.00063333333,11.6679333333,6.26113333333
387.03,7.9928,11.251,11.526,10.1715757576,7.51333333333,7.045,11.5881,9.01580000001,11.6756,6.26833333333
387.39,7.99166666667,11.2250666667,11.4898,10.1190848485,7.47633333333,7.0556,11.5598666667,8.97706666666,11.6496666667,6.26213333333
387.75,8.0252,11.2359333333,11.5198666667,10.1254606061,7.51806666666,7.15373333333,11.5704666667,9.01509999999,11.6831666667,6.30986666667
388.11,8.0432,11.156,11.4758333333,10.0741575758,7.49273333333,7.16266666667,11.5039666667,8.9593,11.6561333333,6.26333333333
388.47,8.08966666667,11.1328,11.4371666667,10.0561242424,7.4472,7.1874,11.4769333333,8.95943333333,11.6800666667,6.29866666667
388.83,8.12526666667,11.086,11.3849,10.0276060606,7.46286666667,7.2008,11.4670666667,8.94923333333,11.6575333333,6.2836
389.19,8.17153333333,11.0698,11.4161,10.0610121212,7.484,7.2808,11.4986,8.94256666667,11.6910333333,6.28666666667
389.55,8.1458,11.0181333333,11.3638666667,10.011,7.4516,7.3416,11.4333666667,8.90793333333,11.6781666667,6.30226666667
389.91,8.23553333333,11.1114666667,11.4600333333,10.0697393939,7.56166666667,7.45273333333,11.4547333333,8.9461,11.7638,6.41366666667
390.27,8.24246666667,11.0812666667,11.4678,10.0647393939,7.5542,7.4842,11.4172666667,8.93816666667,11.7788,6.46233333333
390.63,8.22533333334,11.0339333333,11.4247666667,10.0404090909,7.5416,7.48466666667,11.3395333333,8.92856666667,11.7665,6.4516
391.00,8.19453333333,10.9322666667,11.3782,9.9543060606,7.5322,7.46386666667,11.2458,8.8717,11.6989,6.44173333333
391.36,8.165,10.8827333333,11.3036333333,9.90704545455,7.54506666667,7.45493333333,11.1682666667,8.83243333333,11.6707333333,6.43973333333
391.72,8.13953333333,10.8108666667,11.2854,9.83006060605,7.51753333333,7.39953333333,11.0951666667,8.76846666667,11.6411333333,6.4438
392.08,8.17473333333,10.8168,11.2955,9.83597575757,7.54993333333,7.46746666667,11.0766,8.77953333333,11.6392666667,6.56946666667
392.44,8.1796,10.7991333333,11.2998666667,9.82720909089,7.60546666667,7.5282,11.0561666667,8.76566666667,11.6137333333,6.64773333333
392.80,8.1414,10.7707333333,11.2459,9.76008484849,7.5776,7.54973333333,11.014,8.70706666667,11.5747333333,6.68053333333
