wavelength,Back_TanVelm,Belly_TanVelm,Breast_TanVelm,Crissum_TanVelm,Crown_TanVelm,DorTail_TanVelm,Patch10_TanVelm,Patch11_TanVelm,Patch12_TanVelm,Rump_TanVelm,Throat_TanVelm,WingTip_TanVelm
587.39,4.86293333333,11.0844,12.2116666667,9.93255666667,4.50418666667,6.35389565217,11.7021333333,7.43339999999,13.8886333333,104.696,10.4815333333,7.21086666667
587.73,4.87356666666,11.1226666667,12.2166666667,9.97516000002,4.52444,6.37782898551,11.7149333333,7.43040000001,13.8931333333,104.636333333,10.5032666667,7.23153333333
588.07,4.8541,11.13,12.1852666667,9.97584666667,4.50990666667,6.3543826087,11.6795333333,7.41633333333,13.8591,104.479333333,10.4974,7.19073333333
588.41,4.86343333333,11.1444666667,12.1964,10.01952,4.49769333333,6.34059130435,11.6732,7.40053333334,13.8766666667,104.4822,10.5218,7.201
588.74,4.89533333333,11.1872,12.2099333334,10.0721366667,4.51288,6.35489855072,11.6834,7.40066666667,13.9026333333,104.347666667,10.5534666667,7.24473333333
589.08,4.8881,11.1832,12.1938,10.0687766667,4.50058666667,6.34474202899,11.6434,7.3634,13.8912333333,104.168466667,10.5320666667,7.236
589.42,4.8581,11.197,12.1663333333,10.1097166667,4.47442666667,6.33073913044,11.6226666667,7.35093333333,13.8849333333,104.110733333,10.5454,7.21406666667
589.76,4.84156666667,11.2329333333,12.1582,10.09778,4.45244,6.33366376811,11.5902666667,7.334,13.8577333333,103.882866667,10.5253333333,7.239
590.09,4.8651,11.2735333333,12.1654,10.1545366667,4.45661333333,6.3465884058,11.6148,7.37586666667,13.8770333333,103.7016,10.548,7.27
590.43,4.82756666667,11.2482666667,12.1179333333,10.1128366667,4.42457333333,6.30356811594,11.5829333333,7.33180000001,13.8140666667,103.589466667,10.4948666666,7.22346666667
590.77,4.846,11.2942,12.1197333333,10.1456333333,4.44114666667,6.32180869565,11.5896,7.33086666667,13.8364,103.3854,10.5099333333,7.25933333333
591.11,4.84996666667,11.3546666667,12.1258,10.1934,4.47078666667,6.33348115942,11.6005333333,7.36246666666,13.8472666667,103.166733333,10.5210666666,7.28913333333
591.44,4.8322,11.3532666667,12.1204666667,10.1866666667,4.45789333333,6.32746086956,11.572,7.34093333334,13.8070666667,102.844333333,10.4738666667,7.27593333333
591.78,4.81436666667,11.3546666667,12.1212666667,10.1830733333,4.439,6.33511884058,11.5396666667,7.33933333333,13.768,102.6864,10.4449333333,7.25806666667
592.12,4.79473333333,11.4212,12.0986666667,10.1852,4.42548,6.33812753623,11.5124,7.3174,13.7204666667,102.4566,10.4035333333,7.24633333333
592.46,4.73706666667,11.4202,12.0232666667,10.1632,4.38416,6.30369565218,11.4482,7.25780000001,13.6795333333,102.215866667,10.3382,7.20453333333
592.79,4.71556666666,11.4370666667,11.9872666667,10.17764,4.36930666667,6.28664927536,11.4458,7.24673333334,13.6337,102.065133333,10.2917333333,7.21473333333
593.13,4.7542,11.5109333333,12.0190666667,10.2309033333,4.40662666667,6.32280289855,11.4539333333,7.24926666667,13.6441666667,101.8468,10.2932,7.23906666667
593.47,4.7998,11.578,12.0468,10.3088966667,4.42565333333,6.35535652174,11.4842,7.25933333334,13.6828666667,101.754133333,10.3338,7.23806666667
593.80,4.77716666667,11.5716,12.0194666667,10.29355,4.40432,6.33885797101,11.4526,7.20586666667,13.6391666667,101.543933333,10.2863333333,7.21806666667
594.14,4.78333333333,11.6102,12.0182666667,10.3099666667,4.41308,6.33121449275,11.4397333333,7.19526666667,13.6488333333,101.290866667,10.2887333333,7.21746666667
594.48,4.78576666667,11.6678,12.0462666667,10.39611,4.39985333333,6.31659710145,11.4601333333,7.21686666667,13.6360666667,101.277733333,10.2958,7.22713333333
594.81,4.80806666667,11.7186,12.0898666667,10.4538,4.40492,6.34064347826,11.4951333333,7.2344,13.6335666667,101.2414,10.3327333333,7.26213333333
595.15,4.81093333333,11.7785333333,12.0867333333,10.4771833333,4.38706666667,6.32273043478,11.4900666667,7.22746666667,13.6282666667,101.252733333,10.3454,7.27933333333
595.49,4.80736666667,11.8333333333,12.0779333333,10.5109066667,4.39116,6.30892173913,11.4779333333,7.20013333333,13.6157666667,101.082266666,10.3228666667,7.30186666667
595.82,4.795,11.8330666667,12.0826,10.5149933333,4.39428,6.31773913044,11.4680666667,7.19413333333,13.6242,101.017933333,10.3221333333,7.31526666666
596.16,4.7969,11.8618,12.0948,10.5317233333,4.38878666667,6.31727246377,11.4526,7.19433333333,13.5833,100.857066667,10.3178,7.3046
596.50,4.81906666667,11.9054,12.1346666667,10.5822766667,4.42466666667,6.3546,11.4567333333,7.20306666667,13.5826333333,100.622933333,10.3414666667,7.3246
596.83,4.82596666667,11.9484,12.1333333333,10.6048433333,4.40797333333,6.35087246377,11.4671333333,7.19926666667,13.5847666666,100.5446,10.3384,7.33253333333
597.17,4.7479,11.9096666667,12.0694,10.5411466667,4.34852,6.2692115942,11.4004,7.1402,13.5164,100.3216,10.2523333333,7.28986666667
597.51,4.7554,11.9344,12.0589333333,10.5591333333,4.35370666667,6.27677971014,11.3751333333,7.15639999999,13.4903,100.132533333,10.2548,7.28786666667
597.84,4.77926666667,11.9766,12.0851333333,10.59858,4.3608,6.31457101449,11.3866666667,7.16986666667,13.5,99.9756,10.2639333333,7.30606666667
598.18,4.7858,12.0072,12.0819333334,10.5975266667,4.37884,6.32122028986,11.3911333333,7.1792,13.4803666667,99.7206,10.2680666667,7.3224
598.52,4.75836666667,11.9798,12.0345333333,10.5662966667,4.3376,6.28417101449,11.3276,7.12066666668,13.4249666667,99.3631999999,10.2104666667,7.2958
598.85,4.72223333333,11.9606,11.9923333333,10.5708033333,4.33173333333,6.26154202899,11.2928,7.08060000001,13.3730666667,99.1374666668,10.1642666667,7.26986666667
599.19,4.73913333333,11.9754,11.9747333333,10.5978133333,4.3388,6.26845217391,11.2632,7.07426666666,13.3549,98.8096000001,10.1601333333,7.27386666667
599.53,4.76416666667,12.0136666666,11.9826666667,10.62683,4.33904,6.28780869565,11.2612666667,7.07126666666,13.3437333333,98.4392666667,10.1604,7.294
599.86,4.79086666667,12.0748,12.0210666667,10.67173,4.35929333333,6.28245217391,11.3040666667,7.08666666667,13.3650333333,98.3447333335,10.1808666667,7.33393333333
600.20,4.78376666667,12.1255333333,12.0046,10.7095033333,4.3204,6.25326086957,11.2994,7.07706666667,13.3509,98.3334666666,10.1773333334,7.3344
600.53,4.76983333333,12.15,11.992,10.7458866667,4.34697333333,6.26726956522,11.2575333333,7.07413333333,13.3106,98.0264666666,10.1812666667,7.35266666667
600.87,4.8326,12.2262,12.0262666667,10.8270166667,4.39534666667,6.3178,11.2848,7.07946666667,13.3346,97.8681999999,10.2566666667,7.3944
601.21,4.84516666667,12.282,12.0562,10.85867,4.39844,6.31696811594,11.2950666667,7.05613333334,13.3146666667,97.6783999999,10.2621333333,7.4046
601.54,4.83923333333,12.3262,12.0414,10.8969033333,4.39816,6.29195942029,11.2626666667,7.03786666667,13.3217333333,97.5090666667,10.2458,7.42453333333
601.88,4.80756666667,12.3535333333,12.0370666667,10.9157933333,4.39450666667,6.29492753623,11.222,7.00386666666,13.3194333333,97.2859333333,10.2214666667,7.40193333333
602.21,4.78286666667,12.3979333333,12.0106,10.93655,4.38033333333,6.28182608696,11.1807333333,6.97046666667,13.2837,97.148,10.2042666667,7.3766
602.55,4.8175,12.4592,12.0346666667,10.98558,4.40350666667,6.31316811594,11.1762,6.97419999999,13.3189,96.9001333333,10.2562666667,7.39953333333
602.88,4.82246666667,12.5052666667,12.0703333333,11.0063033333,4.42857333333,6.33665507246,11.2073333333,6.98773333333,13.3575,96.8931333333,10.2979333333,7.4262
603.22,4.84206666667,12.5875333333,12.1070666667,11.0616866667,4.46498666667,6.3579826087,11.2435333333,7.0012,13.3762333333,96.8499999998,10.3132,7.4296
603.56,4.84786666667,12.6181333333,12.1131333333,11.11081,4.48201333333,6.38647536232,11.2305333333,6.99586666667,13.3860333333,96.6653333332,10.3074666667,7.4422
603.89,4.84053333333,12.6488666666,12.0991333333,11.1115366667,4.4946,6.38649275362,11.2059333333,6.9788,13.3793333333,96.3977333335,10.3092,7.4418
604.23,4.84063333333,12.681,12.0722,11.11262,4.48176,6.38123768116,11.2046666667,6.96053333333,13.3621333333,96.1983333333,10.2918666667,7.44086666667
604.56,4.81996666667,12.7011333333,12.0532,11.1164833334,4.47956,6.38645797101,11.1853333333,6.96206666667,13.3302333333,95.9869333333,10.2582666667,7.43373333333
604.90,4.80593333334,12.741,12.0539333334,11.14883,4.49738666667,6.40271014493,11.1889333333,6.96313333333,13.3334,95.8520666667,10.2601333333,7.461
605.23,4.77466666667,12.7408666667,12.0162,11.1495733333,4.48017333333,6.40411884058,11.1753333333,6.94453333333,13.2782333333,95.6564,10.2384666666,7.44753333333
605.57,4.80506666667,12.7829333333,12.0086,11.1909566667,4.48785333333,6.42797971015,11.1834,6.95693333333,13.2747333333,95.4462666668,10.2514666667,7.48073333333
605.90,4.80433333333,12.8278,12.0016,11.2092966667,4.51198666667,6.43493913043,11.2004666667,6.95013333333,13.2890666667,95.2685333333,10.2437333333,7.49633333333
606.24,4.844,12.8994,12.0550666667,11.2736833334,4.54165333333,6.48046086957,11.2638666667,7.0036,13.3218666667,95.1251333333,10.2682,7.55153333333
606.58,4.83926666667,12.9250666667,12.039,11.3201933333,4.52456,6.47472463768,11.2368666667,6.98366666667,13.2777666667,94.8150666667,10.2317333333,7.53693333333
606.91,4.82013333333,12.9026666667,11.9917333333,11.3157833333,4.48868,6.44890434782,11.1630666667,6.9674,13.2327666666,94.4035333333,10.2093333333,7.53866666667
607.25,4.78723333333,12.8934666667,11.9396666667,11.2996633333,4.44469333334,6.42103768116,11.1116,6.9356,13.1758666667,93.9905333334,10.1669333333,7.51233333333
607.58,4.7926,12.9278666667,11.9596666667,11.31201,4.44136,6.43576811594,11.1018666667,6.9244,13.1860333333,93.7322,10.1724,7.50766666667
607.92,4.77436666667,12.9303333333,11.9766666667,11.3526966667,4.43325333333,6.4353942029,11.087,6.90973333333,13.1908333333,93.5296000001,10.1397333333,7.48726666667
608.25,4.79423333333,12.9490666667,11.9804,11.39539,4.44776,6.46527536232,11.0964666667,6.91633333333,13.1869333333,93.3299999999,10.1394,7.51826666667
608.59,4.7959,12.9445333333,11.9267333333,11.4056466667,4.42368,6.44398550725,11.0608,6.88833333333,13.1579333333,93.0195333333,10.0742,7.50433333333
608.92,4.81103333333,12.977,11.9295333333,11.4300566667,4.45077333333,6.44925217392,11.0292,6.90173333333,13.1327333333,92.6926666666,10.0749333333,7.52346666667
609.26,4.78353333333,12.9794666667,11.8971333333,11.4425366667,4.44316,6.43890144927,10.9664666667,6.8704,13.0931,92.4217333334,10.055,7.48526666667
609.59,4.80723333333,12.9966666667,11.9025333333,11.5038633333,4.46506666667,6.47460289855,10.9587333333,6.91353333333,13.0988666667,92.1125333334,10.0857333333,7.51293333333
609.93,4.80593333333,13.0420666667,11.8902,11.5389133333,4.46044,6.49050144927,10.935,6.89,13.069,91.8958,10.0656666667,7.4966
610.26,4.77196666667,13.0401333333,11.8428666667,11.5255966667,4.42485333333,6.4641826087,10.8982,6.85373333333,13.0247333333,91.7110000001,10.0435333334,7.47113333333
610.60,4.75196666667,13.0435333333,11.8028666667,11.5414733333,4.41962666667,6.44744057971,10.8910666667,6.8122,12.9952,91.4474666666,10.013,7.4566
610.93,4.77976666667,13.0919333333,11.7833333333,11.5893166667,4.44928,6.47767246377,10.9036666667,6.8018,13.0078,91.2851333334,10.0365333333,7.48693333333
611.27,4.80903333334,13.1348,11.7684666667,11.64027,4.46577333333,6.51932173913,10.9142666667,6.82126666667,12.9959666667,91.0596666667,10.0144,7.5284
611.60,4.8575,13.1980666667,11.7742666667,11.6591566667,4.51308,6.57513333333,10.9172,6.8428,12.9780666667,90.7878666666,10.0458666667,7.5782
611.93,4.83873333333,13.2148666667,11.7685333333,11.66861,4.49841333333,6.54355362319,10.8814666667,6.81953333333,12.9747666667,90.4663333333,10.0286666667,7.55206666667
612.27,4.83503333333,13.2664,11.7861333333,11.72665,4.50333333333,6.57416811594,10.8694,6.82533333333,12.9905333333,90.2951999999,10.0914666667,7.55906666667
612.60,4.83766666667,13.3104,11.796,11.76584,4.49701333333,6.57222028985,10.8884666667,6.80653333333,12.9946,90.1262666667,10.0806666667,7.55166666667
612.94,4.8175,13.2930666666,11.7435333333,11.7221766667,4.4414,6.52086086957,10.851,6.7382,12.9532666667,89.9189333333,10.0238666667,7.53053333333
613.27,4.8313,13.3344,11.7462666667,11.7351,4.42844,6.49925797102,10.8621333333,6.73513333333,12.9422,89.7516666667,10.0181333333,7.52126666667
613.61,4.7859,13.3191333333,11.6601333333,11.7006333333,4.40896,6.44719130435,10.7953333333,6.7154,12.8778333333,89.4299333334,9.97340000001,7.5196
613.94,4.7921,13.3888,11.6733333333,11.7416833333,4.42950666667,6.46129275362,10.7928666667,6.73593333333,12.8961,89.0891333333,9.94119999999,7.538
614.28,4.78206666667,13.4304,11.6666666666,11.7601433333,4.39670666667,6.4436057971,10.7996666667,6.7288,12.8750666667,88.9841999999,9.91233333334,7.52773333333
614.61,4.7843,13.4731333333,11.6858,11.7846466667,4.39116,6.43117681159,10.8126,6.7516,12.8529,88.855,9.91773333334,7.51
614.94,4.71056666666,13.4336,11.6252666667,11.7524866667,4.33809333333,6.33242898551,10.7262666667,6.6934,12.7755333333,88.6647333333,9.86260000001,7.4214
615.28,4.65803333333,13.4446666667,11.5682666667,11.7665266667,4.30010666667,6.28415072464,10.6926666667,6.66993333333,12.7697666667,88.4908666667,9.83313333332,7.38693333333
615.61,4.64986666667,13.4926,11.5432,11.7702933333,4.27534666667,6.26676231884,10.681,6.6338,12.7314666667,88.3718666666,9.80299999999,7.35333333333
615.95,4.67136666667,13.5281333333,11.5584666667,11.79859,4.30496,6.26523478261,10.7054,6.6444,12.7270666667,88.0988666667,9.75273333333,7.37613333333
616.28,4.67263333333,13.5228,11.5400666667,11.7956933333,4.29537333333,6.24077391304,10.6788666667,6.62953333333,12.7167333333,87.9069333334,9.73526666668,7.36626666667
616.61,4.70856666667,13.6698,11.6558666667,11.91982,4.37716,6.31063188406,10.7811333333,6.70013333333,12.8028,87.7672666666,9.81819999999,7.4418
616.95,4.62403333333,13.6498666667,11.6136,11.9103833333,4.31228,6.26865507247,10.7036666667,6.6302,12.7447333333,87.5697333333,9.73766666667,7.42186666667
617.28,4.61596666666,13.678,11.6252,11.9495666667,4.31425333333,6.26588985507,10.7152,6.60853333333,12.7723333333,87.4172000001,9.76526666667,7.41293333333
617.62,4.64283333333,13.7202,11.6454,11.9842533333,4.33050666667,6.30307246377,10.7236666667,6.61006666667,12.7940333333,87.3229333333,9.7868,7.45806666667
617.95,4.65716666667,13.7591333333,11.6682666667,12.0458433333,4.35798666667,6.34343768116,10.7194666667,6.6052,12.8282333333,87.138,9.82046666666,7.47953333333
618.28,4.63023333333,13.7529333333,11.6446,12.0421833333,4.341,6.3092115942,10.6768666667,6.56273333333,12.8193,86.8665333334,9.78499999999,7.4808
618.62,4.65036666667,13.8282,11.6696,12.1035566667,4.36441333333,6.36230434783,10.72,6.56946666667,12.8625333333,86.7698666667,9.82973333333,7.55426666667
618.95,4.72883333334,13.9118666667,11.7363333333,12.1692166667,4.40862666667,6.41427246377,10.7768666667,6.61726666667,12.8935333333,86.5070000001,9.85999999999,7.63306666667
619.28,4.75383333333,13.9809333333,11.7256,12.2448366667,4.41373333333,6.43704637681,10.7725333333,6.62493333333,12.9106,86.2953333334,9.88473333333,7.68033333333
619.62,4.69776666667,13.9842666667,11.677,12.2146433333,4.36753333333,6.38935072464,10.6938,6.57,12.8624666666,86.1057333334,9.89379999999,7.63306666667
619.95,4.6985,14.0334666667,11.6691333333,12.25398,4.36997333333,6.4257942029,10.6980666667,6.57033333333,12.8503,85.9038666666,9.91653333335,7.62893333333
620.28,4.6933,14.0272,11.6161333333,12.2348,4.33688,6.42166666667,10.6626666667,6.557,12.8045666667,85.6446666667,9.87146666665,7.61193333333
620.62,4.72013333333,14.0913333333,11.597,12.27183,4.35212,6.44853913043,10.6766666667,6.583,12.7972666667,85.5011999999,9.90006666666,7.61053333334
620.95,4.76396666667,14.1376,11.6194666667,12.30596,4.37978666667,6.47204057971,10.7138666667,6.61666666667,12.8103666667,85.2578666666,9.90833333333,7.673
621.28,4.81526666667,14.1913333334,11.6348,12.39475,4.45204,6.50130144928,10.7744,6.6788,12.8420666667,85.0541333334,9.97906666667,7.7154
621.62,4.88406666667,14.2886666667,11.6712,12.4517533333,4.54570666667,6.57354782609,10.8069333333,6.7466,12.8576333333,84.8126,10.0028666667,7.78833333333
621.95,4.93076666667,14.3978,11.7367333333,12.5374466667,4.59342666667,6.65305797102,10.8396,6.79673333333,12.9155333333,84.7027333334,10.0600666667,7.84606666667
622.28,4.9587,14.4524,11.7282666667,12.57545,4.6024,6.64766666667,10.8608666667,6.80013333333,12.9014,84.3671333334,10.0466,7.84286666667
622.62,4.86306666667,14.4363333333,11.6631333333,12.5352333333,4.53817333333,6.5837826087,10.7862,6.72626666667,12.8228666667,84.2532666666,10.0097333333,7.75306666667
622.95,4.80683333333,14.3814,11.6425333333,12.5179133334,4.5304,6.53528985507,10.7456666667,6.6918,12.7688666667,84.022,9.95133333333,7.72206666666
623.28,4.84596666666,14.4781333333,11.669,12.5616666667,4.55694666667,6.59096811594,10.7819333333,6.70726666667,12.8158,83.8414000001,9.97206666668,7.7652
623.62,4.78556666667,14.4783333333,11.6454,12.5717633333,4.53302666667,6.55813333334,10.741,6.65993333333,12.8157333333,83.6337333334,9.94953333333,7.77246666667
623.95,4.8032,14.5176666667,11.6708,12.60564,4.54982666667,6.54900289855,10.7359333333,6.66246666667,12.8260333333,83.4646666666,9.95806666666,7.81306666667
624.28,4.80113333333,14.5516,11.6856,12.6381266667,4.57501333333,6.52891884058,10.7454,6.6376,12.8158,83.2588666667,9.94240000001,7.81673333333
624.62,4.73713333333,14.5555333333,11.6303333333,12.6620033333,4.50889333333,6.49269855072,10.6702,6.58613333333,12.7884333333,83.0893333333,9.89393333333,7.75466666667
624.95,4.687,14.5756666667,11.6081333333,12.6562333333,4.45756,6.47825507246,10.6120666667,6.53866666667,12.7695,82.9016666667,9.83553333332,7.70846666667
625.28,4.63696666667,14.6058666667,11.5980666667,12.6632966667,4.40744,6.4294,10.5902,6.5132,12.7565,82.7999333333,9.81826666666,7.68353333334
625.61,4.60526666667,14.6294,11.5695333333,12.6762,4.39557333333,6.41810724638,10.5894,6.50426666667,12.7300333333,82.5606000001,9.78886666668,7.67426666667
625.95,4.60213333333,14.6412666667,11.6084666667,12.70284,4.41048,6.43715072464,10.5935333333,6.51973333333,12.7654,82.4261333333,9.79073333333,7.69773333333
626.28,4.65203333333,14.7090666667,11.6474,12.7474433333,4.45745333333,6.45324347826,10.6267333333,6.53193333333,12.8027333333,82.1749333333,9.83046666666,7.73953333333
626.61,4.68433333333,14.7849333333,11.6814,12.7936333333,4.48070666667,6.48219130435,10.6392,6.56053333333,12.8469333333,81.9965333333,9.85333333334,7.77413333334
626.94,4.6516,14.7722,11.662,12.82986,4.46846666667,6.46928405797,10.6425333333,6.55246666667,12.8035,81.8157333333,9.83426666665,7.76806666667
627.28,4.67826666667,14.8224,11.6848666667,12.8734566667,4.47436,6.46384347826,10.6608,6.54386666667,12.8084666667,81.6759333334,9.83273333335,7.7602
627.61,4.6844,14.8710666667,11.6857333333,12.9326266667,4.49246666667,6.48330724638,10.6721333333,6.5316,12.8124,81.5126666667,9.86633333333,7.75366666667
627.94,4.72886666667,14.9031333333,11.7213333333,12.9565933333,4.50989333333,6.52372173913,10.6665333333,6.55653333333,12.8654333333,81.2717333334,9.90113333335,7.7874
628.27,4.8129,15.0015333333,11.8142,13.01982,4.60704,6.61657101449,10.731,6.6208,12.9125,80.9924666667,9.97640000001,7.864
628.61,4.8158,15.0224666667,11.8205333333,13.04971,4.61225333333,6.62265217391,10.7404666667,6.61553333333,12.8954333333,80.7776666667,10.0173333333,7.89786666667
628.94,4.82786666667,15.0383333333,11.8122,13.0852533333,4.61574666667,6.63295652174,10.7276666667,6.613,12.8864333333,80.4942666667,10.0311333334,7.9422
629.27,4.82936666667,15.0762,11.8093333333,13.1052233333,4.62085333333,6.61748695652,10.6879333333,6.60406666667,12.8526333333,80.2570666666,10.0298666667,7.9576
629.60,4.82503333333,15.1209333333,11.7893333333,13.13698,4.62485333333,6.61986666667,10.6716666667,6.6098,12.8448,80.0391333333,10.0172666667,7.96253333333
629.94,4.81623333334,15.1550666667,11.7708,13.19393,4.59446666667,6.63071884058,10.6634,6.62453333333,12.8214,79.8598666666,9.98486666668,7.98146666667
630.27,4.83266666667,15.2211333333,11.7788,13.2232,4.61668,6.65186086956,10.7010666667,6.65253333333,12.8159,79.5977333334,10.0308,8.02286666667
630.60,4.88473333333,15.2748666667,11.7913333333,13.23446,4.63118666667,6.65031884058,10.6964666667,6.66053333333,12.8313666667,79.3498666667,10.0293333333,8.04873333333
630.93,4.9181,15.3367333334,11.8062,13.2659566667,4.67509333333,6.70766086957,10.7184666667,6.7086,12.8341333333,79.0900666666,10.0765333333,8.11486666667
631.26,4.8926,15.3589333333,11.7666,13.2430766667,4.64737333333,6.69220869565,10.6751333333,6.7112,12.8175666667,78.8892000001,10.0336666667,8.10286666667
631.60,4.8981,15.4581333334,11.7786,13.3158866667,4.6606,6.73337971015,10.7210666667,6.7106,12.8258666667,78.8048,10.0343333333,8.14926666667
631.93,4.88896666667,15.5159333333,11.7696666667,13.3738066667,4.66764,6.73588405797,10.7382666667,6.7254,12.8645333333,78.8095333333,10.0120666667,8.19646666667
632.26,4.90393333333,15.5918666667,11.8006666667,13.4078766667,4.68213333333,6.75966376812,10.7420666667,6.73366666667,12.8813333333,78.6566666667,10.0027333333,8.212
632.59,4.92396666667,15.6556,11.8290666667,13.4237466667,4.68638666667,6.80071014493,10.7833333333,6.7536,12.9071,78.5705333334,10.0344666667,8.2218
632.92,4.9242,15.7091333333,11.848,13.45531,4.66902666667,6.81413913043,10.7956666667,6.74813333333,12.9276666667,78.5673999999,10.0319333333,8.21106666667
633.26,4.91136666667,15.7162,11.8150666667,13.4588166667,4.65550666667,6.80146666667,10.7535333333,6.71013333333,12.8875333333,78.3181333333,10.0266666667,8.2018
633.59,4.8998,15.7362666667,11.8345333333,13.4710933333,4.68710666667,6.80364347826,10.7244666667,6.69686666667,12.8715666667,78.177,10.0429333333,8.21973333333
633.92,4.93153333333,15.7544,11.8378,13.5254733333,4.70169333333,6.84455652174,10.7271333333,6.7026,12.8794333333,78.0278666667,10.046,8.21873333333
634.25,4.90053333333,15.7930666667,11.8500666667,13.5624666667,4.69602666667,6.84466376812,10.7222666667,6.69366666667,12.8643333333,77.9607333334,10.0419333333,8.23233333333
634.58,4.86483333333,15.8089333333,11.8238,13.5619766667,4.65374666667,6.81140869565,10.6666,6.65246666667,12.8153666667,77.8342666667,9.98073333335,8.1904
634.91,4.83516666667,15.7856,11.8044,13.57579,4.63554666667,6.79509565217,10.6358666667,6.59913333333,12.773,77.6300666667,9.94733333335,8.16386666667
635.25,4.78743333333,15.7590666667,11.7433333333,13.5357466667,4.60826666667,6.73853043478,10.5854,6.5784,12.7255333333,77.3531333333,9.90639999999,8.11666666667
635.58,4.70963333333,15.6681333333,11.6628666667,13.4646433333,4.51984,6.64616231884,10.4908,6.48546666666,12.6005333333,77.0413333334,9.82746666665,8.00526666667
635.91,4.68516666667,15.6490666667,11.6476666667,13.4657066667,4.47997333333,6.59410724638,10.4589333333,6.45406666667,12.5640333333,76.8812666666,9.77393333335,7.9682
636.24,4.64796666667,15.6401333333,11.5789333333,13.488,4.44418666667,6.5489884058,10.3835333333,6.41326666667,12.5249,76.5893333334,9.70873333334,7.92026666667
636.57,4.6727,15.6724666666,11.5698,13.5328833333,4.46508,6.56339710145,10.3946,6.419,12.5460333333,76.2438,9.72953333333,7.92566666667
636.90,4.69386666667,15.7507333333,11.6025333333,13.57499,4.48452,6.58791884058,10.4394666667,6.41346666667,12.5702666667,76.1447333333,9.73899999999,7.94466666667
637.23,4.727,15.7805333333,11.6166,13.6103433333,4.50588,6.60740289855,10.4714666667,6.41006666667,12.5938,75.9504666667,9.70446666667,7.93206666667
637.56,4.68413333333,15.8274666667,11.6072666667,13.6224933333,4.48186666667,6.5960115942,10.4387333333,6.3778,12.5884666667,75.8826,9.68273333335,7.92653333333
637.90,4.75166666667,15.9248666667,11.6508,13.70605,4.54278666667,6.65126956522,10.4817333333,6.4314,12.6386333333,75.6792666666,9.73939999999,7.98186666667
638.23,4.80663333333,16.0147333333,11.7234,13.7954133333,4.59346666667,6.68797391304,10.5475333333,6.49666666667,12.7086,75.4968666667,9.77626666666,8.04906666667
638.56,4.86176666667,16.1160666667,11.7774,13.87447,4.62506666667,6.73843478261,10.6205333334,6.58766666667,12.7583,75.3796,9.83600000002,8.14373333333
638.89,4.90436666667,16.1776666666,11.814,13.9618533333,4.65245333334,6.78129565217,10.6396666667,6.6292,12.7306666667,75.1926666667,9.85113333334,8.18073333334
639.22,5.00783333333,16.3126,11.8838666667,14.0500333333,4.71317333333,6.871,10.7198666667,6.69413333333,12.7860666667,75.0678666666,9.91026666667,8.27
639.55,5.00373333333,16.3497333333,11.8554,14.0428033333,4.72113333333,6.89562028985,10.7351333333,6.6904,12.7642333333,74.7566666667,9.93513333333,8.29586666667
639.88,5.01636666667,16.3607333333,11.89,14.0758466667,4.73685333333,6.88877681159,10.7420666667,6.6878,12.7662333333,74.5942666667,9.94226666668,8.2942
640.21,5.02456666666,16.3610666667,11.8758,14.0650966667,4.73602666667,6.91131304348,10.7557333333,6.70033333333,12.7143333333,74.4069333334,9.90786666667,8.3176
640.54,5.02076666667,16.3745333333,11.8542,14.0882066667,4.68805333333,6.88556231884,10.7158666667,6.6902,12.6570333333,74.1950666667,9.90020000001,8.2906
640.87,4.9402,16.3516666667,11.8077333333,14.05352,4.61206666666,6.80282028985,10.6862666667,6.6436,12.6142333333,74.0174666667,9.88840000001,8.26173333333
641.20,4.93263333333,16.3772666667,11.7746,14.0808666667,4.5922,6.78993623189,10.6954666667,6.60586666667,12.6159,73.8879333333,9.84479999999,8.29106666667
641.53,4.8544,16.3394666667,11.6906666667,14.05282,4.51830666667,6.75137391305,10.6114,6.53173333333,12.5550666667,73.6668,9.75693333333,8.24053333334
641.87,4.8029,16.3013333333,11.5767333333,14.0268466667,4.43292,6.72667536232,10.5424666667,6.46733333334,12.4900333333,73.4562,9.69246666668,8.17913333333
642.20,4.845,16.3679333333,11.6037333333,14.0596433333,4.445,6.75770724638,10.5338666667,6.44386666667,12.5241,73.3227333333,9.70646666666,8.18953333333
642.53,4.85876666667,16.4352666667,11.6224666667,14.0957633333,4.43956,6.7732057971,10.5572666667,6.42086666667,12.6048333333,73.1874,9.69359999999,8.21366666667
642.86,4.82503333333,16.4494,11.6130666667,14.0819266667,4.45188,6.75312463768,10.5128,6.43153333333,12.5731666666,73.0310666667,9.68546666665,8.18913333333
643.19,4.88206666667,16.5106666667,11.6164666667,14.1488133333,4.46769333333,6.75675072464,10.5188666667,6.486,12.6025,72.9996,9.6884,8.2104
643.52,4.889,16.5912666667,11.6109333333,14.1819166667,4.50141333333,6.78621449276,10.5374,6.50913333333,12.6111333333,72.9068666667,9.67726666667,8.26553333333
643.85,4.85443333333,16.6396666667,11.5856,14.20742,4.49696,6.74626376812,10.5130666667,6.47766666667,12.6015333333,72.821,9.69046666667,8.2544
644.18,4.81956666667,16.6540666667,11.5776,14.2445833333,4.50690666667,6.73827826087,10.5392,6.49033333334,12.6289666667,72.7285333333,9.68553333333,8.28273333333
