wavelength,Back_TanSchf,Belly_TanSchf,Breast_TanSchf,Crissum_TanSchf,Crown_TanSchf,DorTail_TanSchf,Patch10_TanSchf,Patch11_TanSchf,Patch12_TanSchf,Patch13_TanSchf,Patch14_TanSchf,Patch15_TanSchf,Rump_TanSchf,Throat_TanSchf,WingTip_TanSchf
187.15,-82.8,-63.0000000001,-90.8000000001,-93.7333333333,-84.5333333334,-81.8666666668,-105.6,-97.4666666667,-69.3333333334,-90.2666666667,-108.4,-79.3333333333,-86.2666666667,-110.0,-67.2444444445
187.53,-107.286866667,-81.3179333333,-109.457466667,-111.550333333,-109.147266667,-108.216933333,-131.783066667,-128.062066667,-95.6588666668,-109.767533333,-130.5426,-100.620133333,-104.186,-134.573666667,-82.7822740741
187.91,-74.6666666667,-49.2666666667,-75.7333333334,-72.4666666667,-72.8,-80.9333333333,-98.3999999999,-94.8000000001,-60.4000000001,-69.5999999999,-94.9333333334,-72.9333333334,-70.0000000001,-96.8000000001,-50.3407407407
188.29,-87.1428666667,-58.2538333333,-80.6348666668,-76.9048333333,-90.6349333334,-86.8252666665,-109.047466667,-101.2698,-73.492,-73.1745333335,-106.507933333,-83.6508,-78.8889333333,-109.0476,-56.4638148148
188.67,-47.0369333333,-34.8765,-41.8517333333,-42.5308666667,-56.1728666666,-45.8024,-63.7037333334,-57.2840666667,-36.79,-34.0740666667,-58.1480666667,-48.0248,-36.0494,-69.7531333333,-32.1879740741
189.05,-21.1763333333,-17.3038666667,-23.4314,-20.6373,-32.8431333333,-24.9999333333,-41.7647333334,-32.8432,-24.1178,-15.2941333333,-36.0785333333,-25.6863333333,-16.9606666667,-40.9803333333,-16.3344592593
189.43,-11.0222,-14.2221333333,-18.7556,-17.2,-24.2666666667,-15.1998666667,-35.7333333333,-23.0222666667,-19.0222,-8.35560000002,-30.4889333333,-13.9554666667,-7.64446666666,-32.1777333333,-12.9283703704
189.81,-4.91233333334,-14.4736333333,-18.0700666667,-15.7894666667,-21.9298,-12.9824,-38.5965333334,-21.1403333333,-17.8069333333,-5.52626666666,-26.4033333333,-9.47366666667,-3.24566666667,-27.5438666667,-11.2378111111
190.19,-5.18506666668,-24.3915,-25.5025333333,-22.0634333333,-25.7144666667,-26.3494,-52.8042000001,-32.1692666667,-29.1004666666,-15.5554666667,-40.2116,-21.0582666667,-13.439,-29.3120666667,-19.4885259259
190.57,3.80953333332,-23.4524,-25.2382,-17.2022333333,-23.9285333333,-34.0476666667,-55.1191333333,-31.9048,-23.3333333333,-15.0000666667,-41.1905333333,-19.5237333333,-13.3332,-31.5476,-26.1112222222
190.95,22.029,-16.4494,-21.1594666667,-9.49279999999,-16.6666,-37.1013333333,-56.9564666666,-28.6957333333,-19.7102,-15.942,-48.9854666667,-16.3768666667,-3.913,-31.3044666667,-29.8792851852
191.33,38.6364000001,3.7878,-16.0606,-8.4091,-19.2424666667,-30.0,-58.6363333334,-25.4545333333,-11.3636666667,-10.4544666667,-42.1213333334,-5.60599999994,5.75759999999,-17.4243333333,-26.6918777778
191.71,28.6179333333,-4.06506666666,-30.8945333334,-20.8130666667,-30.5692,-37.561,-71.7074000001,-38.2114666666,-15.2845333333,-23.252,-55.4472666666,-21.1380666667,-13.1707333333,-33.1707333333,-55.1310370371
192.09,31.5646666667,-1.56476666665,-21.6326,-7.95926666668,-18.0952666667,-30.3400666667,-49.5238666667,-28.2992666667,-9.65993333334,-12.7890666667,-40.272,-8.16340000005,-1.63246666668,-20.6802666667,-43.9759259259
192.47,37.4359333333,-3.78206666669,-20.0000000001,-8.84616666667,-21.7948666667,-33.7180666667,-56.0256666667,-29.6156,-6.4104,-13.5897333333,-41.6664666666,-11.9229333333,0.51286666664,-24.8718666667,-50.7478000001
192.85,7.77779999999,-39.6825333333,-61.4285333333,-55.0793333333,-64.6032,-84.9205333334,-111.111066667,-79.8412666668,-51.5873333333,-53.6508,-93.9682666667,-48.7302666666,-40.6349333333,-63.9682666667,-101.216959259
193.23,-26.25,-76.1458333334,-110.208333333,-107.916666667,-108.958333333,-150.416666667,-172.5,-141.25,-97.7083333334,-96.0416666667,-153.333333333,-98.3333333333,-80.625,-113.541666667,-165.821759259
193.61,-60.8888666667,-110.1112,-143.3334,-141.5555,-149.7778,-200.0002,-221.5556,-183.333466667,-146.888866667,-128.444466667,-186.2222,-136.222066667,-116.0,-155.7778,-208.345762963
193.99,-24.0,-62.4762666667,-89.1429333334,-92.5716,-96.9525333335,-136.952533333,-161.142866667,-131.8096,-103.8094,-83.6190666667,-129.333466667,-95.6190666667,-70.8571333333,-106.285666667,-151.185381481
194.37,11.25,-19.5833333333,-42.0833999999,-36.8055666667,-52.7777333334,-69.1666666666,-86.8054666667,-66.5278666668,-47.3610666666,-27.7777333333,-59.7222666666,-38.3332666667,-25.9722,-53.3332666666,-88.8656740739
194.75,6.5276,-27.7778333333,-47.5000666667,-40.0,-57.9166666667,-66.9443333334,-92.4999333333,-74.8609999999,-58.6112666667,-32.4999333333,-67.4999999999,-49.9999999999,-30.8334,-55.1388666666,-89.706725926
195.13,18.0645333334,-7.473,-20.8602,-20.1611333333,-26.7742,-39.9998666667,-58.9245999999,-50.2151333333,-35.4840666666,-11.6128666667,-35.1612666667,-26.3440666666,-8.17206666666,-32.1505333334,-56.3678481481
195.51,9.88899999999,-30.3888333333,-30.3332666667,-32.611,-35.7777333333,-50.4446,-66.0000666667,-57.5555333333,-45.7778,-23.7776666667,-40.6667333333,-37.2223333333,-17.1110666667,-42.7777333333,-69.6232851852
195.89,6.27460000001,-47.9083666667,-46.013,-47.9737,-48.366,-65.0979333333,-86.6666666667,-72.0261333333,-64.4444,-37.9084,-55.0326,-49.6732,-21.1764666667,-49.8039333334,-81.7430592593
196.27,-10.1190666667,-54.0475,-53.9285333333,-63.1548333333,-54.8809333333,-72.4999999999,-91.1906,-77.8571333333,-72.9762000001,-52.5000666666,-58.3332666666,-56.9048666667,-26.9049333333,-54.0474666667,-88.1414185186
196.65,-8.01926666667,-38.6955666667,-43.4782666667,-47.7779333333,-36.0385333333,-60.0,-65.6038666667,-59.2271333334,-53.9129333333,-39.227,-39.5168,-43.2848666667,-12.3672,-32.3673333333,-61.733874074
197.03,-5.02419999999,-36.5699666667,-41.5459333333,-41.7392333333,-34.2029333333,-58.9371999999,-63.5749333334,-56.8116666667,-48.9854666667,-38.7440666667,-39.2271333333,-46.7632,-8.21260000001,-28.0193333333,-53.5265703705
197.40,6.66666666667,-22.2988666667,-23.6781333333,-20.2298666667,-18.3142,-36.9348,-41.3793333333,-33.7932666667,-27.5095333333,-20.5363333333,-16.5517333333,-28.4290666667,3.52486666665,-16.7816,-33.3205222222
197.78,24.6376666667,1.07233333334,-1.04353333334,3.65203333333,4.69566666665,-11.1884666667,-10.8404666667,-9.73906666668,-1.85506666667,2.60866666666,5.97093333334,-6.72473333335,20.0001333333,6.84066666667,-7.15936666668
198.16,18.374,-3.6856,-5.85366666666,-1.32793333334,-1.13800000001,-14.4173333333,-10.1898,-11.7614666667,-2.60166666666,0.487733333334,2.16793333334,-11.2738,17.3983333333,1.8972,-11.7313111111
198.54,14.5310666667,-5.33863333333,-5.72933333333,-6.79686666667,-4.32306666667,-18.5417333333,-12.2918,-13.9584,-4.27093333335,-3.5938,-0.416666666688,-17.2397333333,17.3959333333,0.416599999994,-12.9630333333
198.92,10.8515333333,-7.56686666667,-6.27733333334,-10.5596333333,-7.34786666665,-22.9196,-13.09,-11.6789333333,-4.96339999999,-5.74206666668,1.41106666666,-14.8904666667,14.7933333333,-0.0487333333266,-15.839337037
199.30,10.6475333333,-7.88966666666,-7.05040000001,-10.6474666667,-11.0792,-22.8776666667,-13.1414666667,-8.05759999999,-5.46753333332,-7.05026666665,2.2542,-15.6832666667,15.2037333333,2.11033333332,-15.4809407408
