wavelength,Back_TanSchf,Belly_TanSchf,Breast_TanSchf,Crissum_TanSchf,Crown_TanSchf,DorTail_TanSchf,Patch10_TanSchf,Patch11_TanSchf,Patch12_TanSchf,Patch13_TanSchf,Patch14_TanSchf,Patch15_TanSchf,Rump_TanSchf,Throat_TanSchf,WingTip_TanSchf
347.81,4.37066666667,13.8969,8.241,11.1001666667,2.95533333333,4.97986666667,8.74046666667,8.43640000001,3.70673333333,3.05853333333,2.5258,3.1916,6.9318,9.81819999999,6.20072222222
348.18,4.27173333333,13.9137666667,8.20166666667,11.146,2.9352,4.9862,8.69693333333,8.4426,3.7326,3.00333333333,2.509,3.14633333333,6.88073333333,9.80186666667,6.13407407407
348.54,4.18866666667,13.8801,8.13246666667,11.1234666667,2.95593333333,4.954,8.65639999999,8.443,3.6836,2.9252,2.46946666667,3.06346666667,6.81913333333,9.7066,6.01752592593
348.91,4.33453333333,14.0927333333,8.2816,11.3930333333,3.0792,5.11913333333,8.81939999999,8.65786666667,3.776,3.10253333333,2.6394,3.1904,6.96273333333,9.92993333333,6.14387777778
349.27,4.55406666667,14.3232666667,8.53906666667,11.6181333333,3.3534,5.3526,9.07766666667,8.95340000001,4.0414,3.34033333333,2.94713333333,3.44986666667,7.14979999999,10.1821333333,6.33348888889
349.64,4.70466666667,14.4148,8.66753333333,11.7312666667,3.5194,5.50566666667,9.24700000001,9.17066666667,4.14806666666,3.43473333333,3.10286666667,3.53613333333,7.28326666667,10.3326666667,6.50179259259
350.00,4.9138,14.6751666667,8.85833333333,12.0028333333,3.74513333333,5.70986666667,9.50186666667,9.41566666667,4.36286666667,3.65793333333,3.31446666667,3.73773333333,7.53413333333,10.6266666667,6.70163703704
350.37,4.89453333333,14.6452,8.80986666667,11.9778333333,3.713,5.70866666667,9.5018,9.41239999999,4.2946,3.62646666667,3.2626,3.73946666667,7.51353333333,10.6039333333,6.66948518519
350.73,4.88333333333,14.6704,8.82166666667,11.9986666667,3.77293333333,5.7072,9.55506666667,9.49713333333,4.281,3.668,3.24653333333,3.75393333333,7.58646666667,10.6654666667,6.62639259259
351.10,4.92086666667,14.7682,8.891,12.0628,3.85806666667,5.7098,9.61986666668,9.61626666666,4.32753333333,3.70626666667,3.25846666667,3.78073333333,7.6136,10.7714,6.69113703704
351.46,4.9492,14.8052,8.89419999999,12.0823666667,3.88073333333,5.717,9.71186666666,9.65753333333,4.33386666667,3.72653333333,3.2396,3.79253333333,7.67526666667,10.7945333333,6.67436296296
351.83,5.06093333333,14.9045666667,9.01793333334,12.1806333333,3.9278,5.83993333333,9.86573333334,9.77833333332,4.38273333333,3.78793333333,3.36033333333,3.90193333333,7.79286666667,10.8714666667,6.76429259259
352.19,5.0078,14.773,8.91206666666,12.0669,3.813,5.704,9.85446666666,9.71133333333,4.25606666667,3.7048,3.2414,3.8128,7.65926666667,10.7416,6.67672592593
352.55,4.97246666667,14.7130333333,8.82060000001,11.9897666667,3.66233333333,5.577,9.78806666665,9.64053333333,4.13933333333,3.62366666667,3.19726666667,3.7616,7.56513333334,10.6822666667,6.65158148148
352.92,4.94053333333,14.6038333333,8.73386666667,11.9144666667,3.5628,5.50826666667,9.75646666667,9.60013333335,4.0594,3.49513333333,3.0924,3.7178,7.48759999999,10.5966,6.57622592593
353.28,4.82733333333,14.4988333333,8.59126666667,11.8779666667,3.41506666667,5.41046666667,9.65553333335,9.49033333334,3.94226666667,3.3634,2.92946666667,3.54246666667,7.39,10.4314,6.40515555556
353.65,4.65813333333,14.3837666667,8.4464,11.8652,3.3278,5.2342,9.56813333333,9.39200000001,3.8146,3.26646666667,2.817,3.41953333333,7.25720000001,10.3384,6.20430740741
354.01,4.40106666667,14.1558333333,8.19426666667,11.6113333333,3.0548,5.0024,9.35299999999,9.15646666667,3.56393333334,3.07,2.59986666667,3.17746666667,6.95806666667,10.0542,5.9764
354.38,4.41486666667,14.1636333333,8.23646666667,11.6605,3.02473333333,5.0314,9.37766666668,9.19473333333,3.61553333333,3.1016,2.6498,3.1802,6.9464,10.0835333333,5.96327407407
354.74,4.4286,14.1362666667,8.20406666667,11.6821,2.9656,4.97093333333,9.3598,9.19833333334,3.618,3.0756,2.6474,3.17033333333,6.87226666667,10.0383333333,5.98775185185
355.11,4.40093333333,14.0392333333,8.1258,11.6587666667,2.86913333333,4.95713333333,9.35653333333,9.15566666667,3.56606666667,3.02453333333,2.64193333333,3.1366,6.77546666666,9.97833333333,5.92242222222
355.47,4.39293333333,14.0016666667,8.10526666667,11.6988666667,2.86,4.9236,9.39100000001,9.17046666667,3.54606666667,3.0328,2.6756,3.1568,6.7152,9.93260000001,5.91204444444
355.83,4.437,14.0759,8.17953333333,11.7817,2.93886666667,4.99173333333,9.47846666667,9.24560000001,3.638,3.11506666667,2.72806666667,3.19946666667,6.73986666667,10.0130666667,5.98252962963
356.20,4.50533333333,14.1471333333,8.2764,11.877,3.02673333334,5.06893333333,9.56020000001,9.37573333333,3.72733333333,3.18393333334,2.82426666667,3.32773333333,6.80579999999,10.1013333333,6.07448888889
356.56,4.57413333333,14.1911666667,8.34233333333,12.0317333333,3.10866666666,5.114,9.7228,9.49853333334,3.85326666666,3.29593333333,2.88433333333,3.42486666667,6.88653333333,10.1802,6.12535185185
356.93,4.52386666667,14.1097,8.2798,11.9393666667,3.04153333333,5.04706666667,9.73439999999,9.5114,3.8402,3.26906666667,2.86426666667,3.38253333333,6.828,10.1254,6.13381481481
357.29,4.33906666667,14.0022333333,8.1318,11.7658,2.86386666667,4.8832,9.64359999999,9.43706666667,3.67033333333,3.08713333333,2.7236,3.2678,6.66453333334,10.0381333333,6.01435925926
357.66,4.34406666667,14.0041666667,8.11253333333,11.7145666667,2.81373333333,4.9044,9.63313333333,9.481,3.67186666667,3.0796,2.71706666667,3.33186666667,6.62053333333,9.97513333335,6.02501111111
358.02,4.39833333333,14.0195,8.1394,11.7886666667,2.88233333333,4.93366666667,9.7054,9.62393333333,3.74586666667,3.1102,2.76153333333,3.42373333333,6.70653333333,10.0217333333,6.08104444445
358.38,4.27853333333,13.9571666667,8.00833333333,11.7332666667,2.80906666667,4.79506666667,9.679,9.60606666666,3.626,3.00593333333,2.6572,3.3646,6.61053333334,9.97293333333,6.04575925926
358.75,4.2848,13.9823,7.99453333333,11.7539333333,2.82906666667,4.82713333333,9.72473333332,9.69153333335,3.6236,3.01673333333,2.68633333333,3.37886666667,6.6252,9.99593333333,6.08841481481
359.11,4.24513333333,13.9691333333,7.94566666667,11.7286,2.802,4.78653333333,9.73880000001,9.69820000001,3.58406666667,2.94686666666,2.67153333333,3.33793333333,6.59753333333,9.96480000001,6.05084814815
359.48,4.18533333333,13.9388333333,7.8952,11.6535,2.71066666667,4.74766666667,9.72073333333,9.74719999999,3.538,2.85846666667,2.6214,3.2978,6.55906666667,9.95339999998,5.95497777778
359.84,4.20153333333,13.9409,7.85293333333,11.7021333333,2.7336,4.76873333333,9.76206666667,9.86093333333,3.56373333333,2.85286666667,2.64553333333,3.33253333333,6.57826666667,9.94866666667,5.98097777778
360.20,4.19893333333,13.8602,7.79153333334,11.6717333333,2.71526666667,4.7768,9.79459999999,9.88233333335,3.549,2.859,2.6428,3.31553333333,6.576,9.95046666667,5.97264814815
360.57,4.20613333333,13.8236,7.7792,11.6211666667,2.7428,4.83666666667,9.76620000001,9.94333333333,3.56546666667,2.8474,2.6502,3.311,6.58399999999,9.94086666666,5.99543333333
360.93,4.23366666667,13.8900333333,7.80306666667,11.6929333333,2.80106666667,4.8606,9.82786666668,9.99773333333,3.56626666667,2.8736,2.69326666667,3.3588,6.58673333334,9.97559999999,5.9858037037
361.29,4.379,13.9652,7.8868,11.8413666667,2.94706666667,4.9574,9.93446666666,10.1371333333,3.7004,3.03206666667,2.81966666667,3.48406666667,6.67566666667,10.0832666667,6.14596296296
361.66,4.4392,14.0023666667,7.92113333333,11.9239,3.031,4.99446666667,10.0518666667,10.2142,3.77406666667,3.10026666667,2.86026666667,3.49453333333,6.72346666666,10.1634,6.23615555556
362.02,4.45553333333,13.9854,7.9078,11.9054333333,3.01253333333,5.0184,10.0941333333,10.2260666667,3.77213333333,3.0844,2.85133333333,3.48273333333,6.68099999999,10.1483333333,6.1897962963
362.39,4.53586666666,14.0015666666,7.94826666667,11.9504,3.03593333333,5.10526666667,10.1201333333,10.3109333333,3.82166666667,3.13006666667,2.88653333333,3.5464,6.70459999999,10.1704,6.20226666667
362.75,4.59753333333,14.0066,7.97053333333,11.9827333333,3.0698,5.17333333333,10.1864,10.3757333333,3.88973333333,3.17206666667,2.9208,3.61173333333,6.72740000001,10.2120666667,6.22966296296
363.11,4.63393333333,14.0468666667,7.99686666667,12.0613666667,3.13333333334,5.19986666667,10.244,10.4576,3.92966666667,3.24406666667,2.92086666667,3.66626666667,6.75806666666,10.2368,6.28717037037
363.48,4.61613333333,14.0053333333,7.93973333334,12.0513333333,3.11673333333,5.17206666667,10.2116,10.4152666667,3.88433333333,3.2268,2.87113333333,3.64706666667,6.67006666667,10.1674666667,6.28435925926
363.84,4.63373333333,13.9949,7.95173333333,12.0615,3.134,5.18506666667,10.2375333333,10.4379333333,3.85626666667,3.24386666667,2.87393333333,3.666,6.65073333333,10.1706,6.26325185185
364.20,4.6324,14.0364666666,7.9454,12.0987,3.12506666667,5.17253333333,10.2406,10.4300666667,3.8386,3.22433333333,2.8588,3.65473333333,6.60719999999,10.173,6.21475555556
364.57,4.6714,14.0947666667,7.97953333333,12.1618,3.13033333333,5.1944,10.3084,10.4919333333,3.87286666667,3.25986666666,2.89913333333,3.724,6.60606666666,10.2042666667,6.21052222222
364.93,4.697,14.1005666667,8.01046666667,12.1857333333,3.15293333333,5.19806666667,10.2950666667,10.5513333333,3.8978,3.27426666667,2.9002,3.74246666667,6.62193333333,10.1858,6.21628518518
365.29,4.55066666667,13.9291666667,7.88546666667,12.0538333333,3.00706666667,5.04693333333,10.1533333333,10.4223333333,3.76533333333,3.09786666667,2.75506666667,3.6282,6.45700000001,10.024,6.0287962963
365.66,4.58853333333,13.9461333333,7.92806666667,12.0739333333,3.04473333333,5.09306666667,10.1722,10.4876,3.76986666667,3.09173333334,2.8086,3.6754,6.49306666666,10.0449333333,6.01614444445
366.02,4.64613333333,14.0176,8.00026666667,12.1655666667,3.09973333333,5.13406666667,10.2115333333,10.627,3.80913333333,3.15186666667,2.8996,3.74866666667,6.5482,10.1462,6.09193333333
366.38,4.6816,14.0985666667,8.0196,12.2081,3.1824,5.17433333333,10.2725333333,10.7117333333,3.85713333333,3.16526666667,2.95213333333,3.784,6.57813333334,10.1907333333,6.09458888889
366.75,4.712,14.1600666667,8.08513333333,12.2988666667,3.22986666666,5.18406666667,10.3396,10.7844666667,3.8882,3.19553333333,3.01206666667,3.8132,6.62906666666,10.2094666667,6.1242962963
367.11,4.76186666667,14.1679666667,8.1606,12.3359666667,3.27913333333,5.24086666667,10.4104,10.8698,3.94293333333,3.23206666667,3.095,3.91873333333,6.65486666667,10.2599333333,6.17102592593
367.47,4.8296,14.1987,8.22233333333,12.4153666667,3.34426666667,5.26073333333,10.4710666667,10.9598666667,4.0104,3.2512,3.156,3.9976,6.71086666666,10.3498666667,6.23928148148
367.84,4.8534,14.2253666667,8.22466666667,12.4396,3.35013333333,5.2686,10.47,11.0245333333,4.06846666667,3.27553333333,3.18146666667,4.07473333333,6.77246666667,10.3927333333,6.27271111111
368.20,4.89806666667,14.2676333333,8.3062,12.5179666667,3.39146666667,5.30066666667,10.5237333333,11.1281333333,4.14166666667,3.33386666667,3.24153333333,4.1752,6.83339999999,10.4594,6.36065555556
368.56,4.90986666667,14.2742,8.28293333333,12.5257,3.39673333333,5.32473333333,10.5382,11.1742666667,4.1176,3.32673333333,3.25426666667,4.17273333333,6.81299999999,10.4758,6.36007037037
368.93,4.991,14.3137,8.3378,12.5981333333,3.45133333333,5.44486666667,10.6386,11.2660666667,4.23646666667,3.41586666667,3.39346666667,4.262,6.90713333333,10.6087333333,6.43634074074
369.29,5.1496,14.5461,8.5008,12.7832,3.6416,5.66333333333,10.8588,11.4984666667,4.40106666667,3.63246666667,3.57706666667,4.43553333333,7.096,10.7998666667,6.61588518519
369.65,5.0934,14.4912,8.4034,12.7352666667,3.5226,5.55153333333,10.7672666667,11.4660666667,4.3516,3.5652,3.49493333333,4.38226666667,7.02186666666,10.6956,6.53637777778
370.01,5.04993333333,14.4684333333,8.35326666667,12.7154666667,3.50653333333,5.5438,10.7529333333,11.4012,4.33366666667,3.56286666667,3.44293333333,4.37653333333,6.98753333334,10.6362,6.51955925926
370.38,4.98393333333,14.3308333333,8.2846,12.6366333333,3.44353333333,5.47706666667,10.7182,11.3566666667,4.29073333333,3.54333333333,3.38726666667,4.34566666667,6.92686666666,10.5856,6.49231851852
370.74,4.92353333333,14.3105666666,8.21913333333,12.5704,3.366,5.4124,10.6682666667,11.3565333333,4.2478,3.48726666667,3.33553333333,4.3228,6.83813333333,10.5548,6.42306296296
371.10,4.96333333333,14.3386333333,8.20633333333,12.6441333333,3.36833333333,5.4236,10.6646666667,11.4034,4.2604,3.5404,3.36126666666,4.3118,6.88080000001,10.5850666667,6.42094814815
371.46,4.98346666667,14.3404666667,8.1684,12.6293,3.38246666667,5.4248,10.661,11.4474666667,4.2674,3.6092,3.35926666667,4.3272,6.88060000001,10.5606666667,6.41320740741
371.83,4.856,14.1763,8.047,12.5165,3.25526666667,5.31446666667,10.5879333333,11.3344666667,4.14933333333,3.51153333333,3.2476,4.18473333333,6.7178,10.4296,6.28984074074
372.19,4.80646666666,14.1076333333,7.93466666667,12.4162,3.21053333333,5.28246666667,10.5394,11.3077333333,4.06466666667,3.44786666667,3.20333333333,4.07866666667,6.64786666667,10.3176,6.20247777778
372.55,4.7922,14.0677,7.9146,12.4184333333,3.22386666667,5.26673333333,10.5571333333,11.3258666667,4.07613333334,3.44746666667,3.21453333333,4.09766666667,6.66793333333,10.2891333333,6.19591851852
372.92,4.64786666667,13.9107333333,7.75106666667,12.3132,3.12526666667,5.07206666667,10.4498666667,11.2287333333,3.94446666667,3.2988,3.02426666667,3.99993333333,6.48553333334,10.0969333333,6.0734
373.28,4.7128,13.8827333333,7.7474,12.3255333333,3.17906666667,5.09453333333,10.4730666667,11.2727333333,3.9778,3.3062,3.072,4.0564,6.48893333334,10.0802666667,6.11589259259
373.64,4.75146666667,13.8798,7.7818,12.3584666667,3.25253333333,5.15506666667,10.5538666667,11.3702,4.01833333334,3.38093333333,3.1436,4.14433333333,6.5156,10.129,6.18889259259
374.00,4.71013333333,13.7672666667,7.68213333333,12.2601333333,3.20666666667,5.10106666667,10.4914666667,11.3436,3.97406666666,3.34146666667,3.1038,4.12633333333,6.43473333334,10.0545333334,6.13828518519
374.37,4.77693333333,13.8086333333,7.70833333333,12.3459,3.24066666667,5.13246666667,10.5214,11.4441333333,4.0022,3.40233333333,3.1674,4.20146666666,6.45559999999,10.0782666667,6.17933333333
374.73,4.712,13.6527,7.597,12.2783333333,3.20366666667,5.09526666667,10.4488,11.4026,3.91813333333,3.362,3.1136,4.14653333333,6.38366666667,9.96873333335,6.16403703704
375.09,4.72893333333,13.6179666667,7.5472,12.1860333333,3.25646666667,5.14273333333,10.4874,11.4417333333,3.9382,3.3548,3.13666666667,4.21326666667,6.35713333333,9.91806666667,6.18052222222
375.45,4.80613333333,13.6508666667,7.64153333333,12.2934333333,3.36966666667,5.26713333333,10.5870666667,11.5264666667,4.05053333333,3.41046666667,3.28766666667,4.3482,6.43033333333,9.96819999999,6.30887037037
375.81,4.8986,13.7190666667,7.6836,12.3786666667,3.50093333333,5.33373333333,10.6700666667,11.6282666667,4.10773333333,3.49986666667,3.389,4.47813333333,6.48686666667,10.0132,6.41054444444
376.18,4.91666666667,13.6481333333,7.66906666667,12.3719666667,3.5414,5.38266666667,10.6702666667,11.6578,4.14233333333,3.55573333333,3.4302,4.58986666667,6.46266666668,9.9914,6.47645185185
376.54,4.92306666667,13.5796333333,7.66893333334,12.3361333333,3.55333333333,5.40046666667,10.6484666667,11.6704666667,4.12806666667,3.57673333333,3.42206666667,4.63506666667,6.43753333334,9.97633333333,6.50501111111
376.90,5.01013333333,13.6392333333,7.71133333333,12.3579666667,3.63493333334,5.5098,10.6924,11.7467333334,4.19433333333,3.68133333333,3.5216,4.75453333333,6.52166666667,10.0045333333,6.60212962963
377.26,4.96893333333,13.5288,7.64553333333,12.2980666667,3.58566666667,5.4814,10.6544,11.7124,4.1402,3.6512,3.49246666667,4.75653333333,6.47260000001,9.91686666667,6.56164814815
377.63,4.9284,13.4501666667,7.5438,12.2308,3.568,5.42733333333,10.5962666667,11.6750666667,4.09913333333,3.6106,3.4546,4.75733333333,6.39526666667,9.82866666667,6.52595555556
377.99,4.99726666667,13.4616333333,7.63066666666,12.3046,3.67106666667,5.52533333333,10.6970666667,11.8006666667,4.17833333333,3.67206666667,3.56046666667,4.88126666667,6.44293333333,9.88093333333,6.60453333333
378.35,5.0142,13.4339,7.63253333333,12.3068333333,3.729,5.5736,10.735,11.7888,4.2046,3.691,3.6096,4.94653333333,6.47033333333,9.84260000001,6.66680740741
378.71,5.13786666667,13.5254,7.724,12.4011666667,3.84546666667,5.6932,10.9037333334,11.8847333333,4.35533333333,3.81566666666,3.74453333333,5.14166666667,6.59033333333,9.95793333334,6.78174444444
379.07,5.2056,13.5340333333,7.78113333333,12.4956,3.94526666667,5.76626666667,10.9875333333,11.9754666667,4.45406666667,3.91486666667,3.8446,5.2438,6.6374,9.99613333334,6.91854814815
379.44,5.14533333333,13.4258,7.6744,12.3674333333,3.89473333333,5.71473333333,10.9193333333,11.9448666667,4.41533333333,3.8856,3.7814,5.20673333333,6.55486666667,9.91573333333,6.84731111111
379.80,5.10613333333,13.3396,7.6024,12.2915666667,3.84913333333,5.68106666667,10.8629333333,11.9165333334,4.4204,3.8638,3.76186666667,5.183,6.5124,9.83080000001,6.81822222222
380.16,5.13806666667,13.3720666667,7.6092,12.3455666667,3.88706666667,5.67806666667,10.9031333333,12.0012,4.486,3.88173333333,3.808,5.24446666667,6.57573333334,9.84933333333,6.83296296296
380.52,5.09553333333,13.3139,7.51393333333,12.2849,3.81113333333,5.63206666667,10.8796,11.9996,4.46653333333,3.82893333333,3.7902,5.2096,6.50193333333,9.76993333333,6.81483703704
380.88,5.094,13.2659,7.499,12.2998,3.81466666667,5.6532,10.904,12.0311333333,4.45893333333,3.83233333333,3.8014,5.2312,6.51006666667,9.78180000001,6.80205555556
381.24,5.04353333333,13.1901,7.4108,12.2240666667,3.75633333333,5.59273333333,10.8190666667,11.9676,4.41753333333,3.76726666667,3.73686666667,5.18313333333,6.43513333334,9.70066666667,6.73619259259
381.61,5.0168,13.1451,7.4086,12.222,3.73326666667,5.61726666667,10.8162,11.9668666667,4.41186666667,3.76693333333,3.7388,5.18933333333,6.44046666667,9.68213333334,6.73957407407
381.97,4.9958,13.095,7.3622,12.1933333333,3.67413333333,5.53886666667,10.766,11.9282,4.37586666667,3.73553333333,3.69046666666,5.157,6.39486666666,9.5718,6.73322592592
382.33,4.9818,13.0464666667,7.30853333333,12.1575666667,3.65873333333,5.5182,10.7481333333,11.9194666667,4.36506666667,3.7382,3.68453333333,5.14446666667,6.36833333333,9.52739999999,6.69972962963
382.69,4.91693333333,12.9460333333,7.24306666667,12.0916,3.61933333333,5.4758,10.6420666667,11.8752,4.27933333333,3.67193333333,3.625,5.07153333333,6.28466666666,9.4094,6.6366962963
383.05,4.8202,12.8569666667,7.14706666667,11.9869,3.49173333333,5.36826666667,10.5205333333,11.7691333333,4.16766666667,3.5716,3.53146666667,5.0052,6.19633333333,9.32753333333,6.49881481481
383.41,4.8678,12.8885666667,7.21213333333,12.0478,3.53733333333,5.39866666667,10.5644,11.7928666667,4.17906666667,3.58086666667,3.56533333333,5.08553333333,6.23593333333,9.35606666666,6.55176296296
383.77,4.88,12.8739666667,7.21993333333,12.0268,3.5288,5.41446666667,10.5618,11.7999333333,4.15893333333,3.54133333333,3.5574,5.11773333333,6.20606666667,9.35119999999,6.54578888889
384.14,4.84553333333,12.8213333333,7.18113333333,11.9600333333,3.47426666667,5.3738,10.5008666667,11.7142,4.10133333333,3.51093333333,3.50913333333,5.08666666667,6.13893333334,9.29679999999,6.50744444444
384.50,4.8822,12.8524,7.2234,12.0177333333,3.53326666667,5.385,10.4993333333,11.698,4.1242,3.56133333333,3.53406666667,5.15153333334,6.17493333334,9.32213333333,6.54077407407
384.86,4.87326666667,12.8530333333,7.2254,11.9999,3.5422,5.37486666667,10.475,11.6852666667,4.12766666667,3.55606666667,3.5352,5.1568,6.14439999999,9.29553333334,6.52929259259
385.22,4.89633333333,12.8830333333,7.25226666667,12.0224333333,3.58753333333,5.41033333333,10.5106,11.7216666667,4.16686666666,3.58893333333,3.5828,5.20246666667,6.18606666667,9.33326666666,6.57099259259
385.58,4.93286666667,12.9369333333,7.29206666667,12.0386,3.62893333334,5.44793333333,10.5572,11.7625333333,4.1824,3.62326666667,3.61793333334,5.2574,6.21066666667,9.36446666666,6.59111111111
385.94,4.8924,12.8934333333,7.22826666667,11.9675333333,3.5988,5.435,10.5074,11.7016666667,4.13466666667,3.62146666667,3.6188,5.25193333333,6.20693333333,9.36840000001,6.55568518519
386.30,4.8044,12.8168666667,7.15473333333,11.9022666667,3.5142,5.35226666667,10.4004666667,11.6478666666,4.06573333333,3.538,3.54266666667,5.20526666667,6.13966666666,9.30333333333,6.45995925926
386.66,4.77786666667,12.8035666667,7.12373333333,11.8825666667,3.47413333333,5.29666666667,10.3643333333,11.6397333333,4.06486666667,3.54273333333,3.52673333333,5.19846666666,6.12359999999,9.28720000001,6.4336962963
387.03,4.79386666667,12.8134333333,7.1588,11.9112333333,3.485,5.32773333333,10.3589333333,11.6489333333,4.0828,3.55773333333,3.55073333333,5.23266666667,6.12559999999,9.30293333334,6.45025185185
387.39,4.7212,12.7931666667,7.0798,11.8504,3.41753333333,5.2892,10.2687333333,11.6088,4.0098,3.5142,3.49073333333,5.18133333333,6.06586666667,9.25293333333,6.35684444444
387.75,4.7158,12.8455,7.10286666667,11.8974666667,3.4172,5.28733333333,10.2947333333,11.6331333333,4.02413333333,3.55246666667,3.4968,5.20353333333,6.11106666667,9.27713333333,6.36994444444
388.11,4.67866666667,12.7779333333,7.05953333333,11.8656,3.38653333333,5.25246666667,10.2515333333,11.5926,3.98333333333,3.50106666667,3.43886666667,5.17133333333,6.05686666667,9.22013333333,6.32936296296
388.47,4.63213333333,12.7567333333,7.01273333333,11.8538,3.33493333333,5.2362,10.1900666667,11.5416666667,3.94893333333,3.46886666667,3.41966666667,5.151,6.00106666666,9.1614,6.26332592593
388.83,4.5806,12.6879,6.946,11.8001,3.27873333333,5.17513333333,10.1397333333,11.4871333333,3.90713333333,3.40986666667,3.3766,5.1296,5.95079999999,9.121,6.22458888889
389.19,4.59646666667,12.7187,6.98353333333,11.8498,3.3008,5.1944,10.1550666667,11.5365333333,3.9114,3.43826666667,3.38906666667,5.1962,5.97133333333,9.15079999999,6.23773333333
389.55,4.59866666667,12.6978,6.94946666667,11.8553,3.28506666667,5.16833333333,10.1350666667,11.5273333333,3.933,3.42426666667,3.4004,5.22006666667,5.96159999999,9.13233333333,6.23391851852
389.91,4.62993333333,12.7148333333,6.95513333333,11.8916333333,3.28746666667,5.14686666667,10.1306,11.5432666666,3.95806666667,3.3862,3.3766,5.22493333333,5.95220000001,9.11453333333,6.2163037037
390.27,4.71946666667,12.7839666667,7.01393333334,11.9540333333,3.36486666667,5.22366666667,10.1985333333,11.5834666667,4.0112,3.438,3.44313333333,5.3138,6.00893333334,9.15353333334,6.28495555556
390.63,4.7566,12.8000333333,7.05286666667,11.9832666667,3.43226666667,5.28706666667,10.2326,11.6044,4.03833333333,3.45126666667,3.49073333333,5.40586666667,6.02499999999,9.19339999999,6.32646296296
391.00,4.73166666667,12.7528,6.9976,11.9239,3.41946666667,5.248,10.2114,11.5845333333,3.99753333333,3.42006666667,3.4594,5.39966666667,6.01566666667,9.12526666666,6.30178148148
391.36,4.75586666667,12.7141666667,7.0112,11.9329333333,3.43913333333,5.26853333333,10.2474666667,11.6099333333,4.041,3.46026666667,3.50986666667,5.4516,6.05706666667,9.10919999999,6.33755555556
391.72,4.728,12.6393333333,6.93613333333,11.8623,3.40886666667,5.24473333333,10.1738666667,11.5466,3.9898,3.42073333333,3.47793333333,5.43486666667,6.0072,9.03700000001,6.27424444445
392.08,4.78246666667,12.6893666667,6.97146666667,11.9098666667,3.47946666667,5.30346666667,10.2174,11.6090666666,4.05193333333,3.47193333333,3.5582,5.5254,6.05793333334,9.0788,6.32682962963
392.44,4.8286,12.6812666667,6.99186666667,11.9371666667,3.53626666666,5.3482,10.2926,11.6917333333,4.10426666667,3.5186,3.61913333333,5.61686666666,6.12053333334,9.10133333333,6.39922222222
392.80,4.8506,12.6691333333,7.00333333333,11.9362,3.5628,5.36013333333,10.2896666667,11.6934,4.12606666667,3.5478,3.67046666667,5.65993333333,6.15366666667,9.09333333333,6.43329259259
393.16,4.831,12.6051333333,6.9626,11.896,3.52786666667,5.32086666667,10.2745333333,11.6527333333,4.12286666666,3.5258,3.65833333333,5.67366666667,6.1318,9.03886666667,6.42728888889
393.52,4.83673333333,12.5628666667,6.9708,11.9042666667,3.5588,5.34686666667,10.2590666667,11.6354666667,4.13106666667,3.5456,3.6832,5.7102,6.14006666667,9.01093333333,6.45920740741
393.88,4.79913333333,12.5041333333,6.9452,11.8665,3.5714,5.35673333333,10.2345333333,11.6296,4.12413333333,3.5642,3.716,5.74893333333,6.12853333333,8.9784,6.4628
394.24,4.76093333333,12.4060333333,6.88653333333,11.7956333333,3.5262,5.3072,10.1805333333,11.5978666667,4.0866,3.53253333333,3.67866666667,5.73893333333,6.07800000001,8.89993333333,6.42381111111
394.60,4.77006666667,12.3313333333,6.84626666666,11.7377666667,3.50593333333,5.2882,10.1486,11.5706,4.08993333333,3.5392,3.6736,5.7478,6.06966666667,8.86640000001,6.40392592593
394.96,4.7556,12.2908333333,6.8098,11.6868666667,3.49726666667,5.30873333333,10.1264666667,11.5856,4.10146666667,3.54906666667,3.70446666667,5.79493333333,6.03666666667,8.84546666667,6.42633703704
395.32,4.73046666667,12.1978,6.7444,11.6248666667,3.4716,5.2486,10.0758,11.5403333333,4.06106666667,3.50886666667,3.66966666667,5.785,5.9634,8.76986666667,6.39840740741
395.68,4.7854,12.1649333333,6.78173333333,11.6726666667,3.55486666667,5.28193333333,10.1302666667,11.6128666667,4.12326666667,3.58946666667,3.76746666667,5.894,6.00733333333,8.77806666666,6.4812037037
396.04,4.79113333333,12.0746333333,6.7536,11.6217666667,3.55653333333,5.3126,10.1356,11.6177333333,4.1184,3.6256,3.78913333333,5.9204,5.98946666667,8.75580000001,6.4731962963
396.40,4.7808,12.0048333333,6.6972,11.5371,3.55246666667,5.3068,10.084,11.5722666667,4.09513333333,3.6132,3.7802,5.92,5.94340000001,8.70433333334,6.43231111111
396.76,4.7942,11.9314333333,6.67713333333,11.5132333333,3.5762,5.3522,10.0834,11.5856,4.12126666667,3.65426666667,3.8008,5.961,5.9196,8.67633333333,6.40428888889
397.12,4.7218,11.8065333333,6.5856,11.4157333333,3.54513333333,5.327,10.0089333333,11.5304666667,4.05986666667,3.6132,3.7618,5.92026666667,5.83413333333,8.58206666666,6.37757407407
397.48,4.6364,11.6305,6.44806666667,11.2658666667,3.46106666667,5.22626666667,9.9266,11.4639333333,3.9754,3.53433333333,3.6846,5.86673333333,5.72113333333,8.44833333333,6.28276666667
397.84,4.67946666667,11.6017666667,6.44353333333,11.2624333333,3.51393333333,5.2886,9.98400000001,11.5057333333,4.02413333333,3.58053333333,3.7182,5.93066666667,5.73473333333,8.44853333333,6.33931481481
