wavelength,Back_TanCalm,Belly_TanCalm,Breast_TanCalm,Crissum_TanCalm,Crown_TanCalm,DorTail_TanCalm,Patch10_TanCalm,Rump_TanCalm,Throat_TanCalm,WingTip_TanCalm
568.07,4.88186666667,13.8062,12.0015333333,4.00406666666,80.3959,4.83393333333,15.0720666667,123.7126,11.6723333333,4.97826666667
568.41,4.84673333333,13.7631333334,11.9553333333,3.9806,80.422,4.80846666667,14.9998,123.487,11.6273333333,4.95853333333
568.75,4.80893333333,13.7360666667,11.9011333333,3.96593333333,80.5025333333,4.78033333333,14.9280666667,123.346266667,11.5574,4.9319
569.09,4.7808,13.7204,11.8722666667,3.93006666667,80.6668666667,4.75306666667,14.9232,123.377066667,11.5722666667,4.92736666667
569.43,4.80446666666,13.7330666667,11.8988666667,3.9472,80.8952666666,4.78593333333,14.9235333333,123.4152,11.5907333333,4.9588
569.77,4.79006666667,13.704,11.9026666667,3.9496,81.11,4.78986666667,14.9248666667,123.461666667,11.5815333333,4.9495
570.11,4.75813333333,13.6684,11.8820666667,3.93806666667,81.1634333333,4.7892,14.8791333333,123.2978,11.5642666667,4.92516666667
570.45,4.75733333333,13.6457333333,11.8727333333,3.92406666666,81.2987333333,4.7868,14.8446,123.216666667,11.5262,4.90983333333
570.79,4.7512,13.6206666667,11.8444666667,3.9164,81.5075333333,4.79706666667,14.8335333333,123.301333333,11.5164666667,4.90486666667
571.13,4.7264,13.5867333333,11.8146666667,3.90746666667,81.6265,4.77466666666,14.7737333333,123.283866667,11.4759333333,4.85803333333
571.47,4.7174,13.5567333333,11.7899333333,3.91893333333,81.7361,4.77,14.7438,123.1734,11.4382,4.84413333333
571.81,4.71466666666,13.5536666667,11.7817333333,3.9228,81.9071,4.7692,14.7311333333,123.1634,11.4251333333,4.85766666667
572.15,4.7534,13.5945333333,11.8231333333,3.96073333333,82.0734666667,4.78393333333,14.7696666666,123.1494,11.4476,4.8958
572.49,4.72633333333,13.5298,11.7874666667,3.94066666667,82.1757,4.74893333333,14.7385333333,123.0784,11.4275333334,4.86146666667
572.83,4.75553333333,13.5338,11.7936666667,3.982,82.2597333333,4.787,14.7278,122.891333333,11.4410666667,4.89106666667
573.17,4.76453333333,13.5175333333,11.7703333333,4.00226666667,82.2687666666,4.79573333333,14.7029333333,122.637266666,11.428,4.91083333333
573.51,4.7912,13.512,11.7508,4.01366666667,82.2793,4.80466666667,14.6752666667,122.375933333,11.4202,4.9437
573.85,4.79013333333,13.4988,11.7352,4.0148,82.4318333333,4.7952,14.6520666667,122.334133333,11.4059333334,4.94873333333
574.19,4.80006666667,13.5115333333,11.7442666667,4.04893333333,82.5151666667,4.79466666667,14.6382666667,122.159733333,11.419,4.97983333333
574.53,4.8092,13.522,11.7353333333,4.0758,82.6583333333,4.78,14.6318,122.090733333,11.4156,4.98826666667
574.87,4.82573333333,13.5063333333,11.7218666667,4.086,82.7257666667,4.79853333333,14.6282666667,121.823266667,11.4241333333,5.02503333333
575.21,4.80193333333,13.4581333333,11.6617333333,4.04893333333,82.7664,4.77,14.5697333333,121.590533333,11.3861333333,5.02573333333
575.55,4.80766666667,13.4623333333,11.658,4.068,82.7950666667,4.79273333333,14.5484666667,121.336533333,11.3837333333,5.0608
575.89,4.78046666666,13.3955333333,11.6098666667,4.03573333333,82.9088,4.7884,14.4914666667,121.181866667,11.3468,5.0567
576.22,4.81573333333,13.4271333333,11.6300666667,4.06246666667,83.0406666666,4.8286,14.4914666667,120.9834,11.35,5.11316666667
576.56,4.7764,13.3622,11.5918666667,4.01386666667,83.1399333333,4.78006666667,14.4364666666,120.8138,11.2973333333,5.08073333333
576.90,4.73186666667,13.3093333333,11.5274,3.9674,83.1965666667,4.73673333333,14.3760666667,120.592,11.2466666667,5.05366666667
577.24,4.66346666667,13.2381333333,11.4797333333,3.90566666667,83.2990666667,4.67826666667,14.3000666667,120.406666667,11.1608666667,5.02446666667
577.58,4.65793333333,13.1936666667,11.4306666667,3.8806,83.3621333333,4.6596,14.2778,120.0922,11.1206,5.0098
577.92,4.65486666667,13.1503333333,11.3974,3.8506,83.5133,4.67706666666,14.2502666667,119.942133333,11.0838,4.9755
578.26,4.68946666667,13.1519333333,11.4156666667,3.855,83.5992333333,4.72193333333,14.2550666666,119.707333333,11.11,5.0108
578.60,4.66006666666,13.1042666667,11.3994666667,3.8412,83.5643333333,4.68866666667,14.194,119.3452,11.0473333333,5.0009
578.94,4.69806666667,13.1438,11.4439333333,3.8884,83.7644333333,4.72793333333,14.2352,119.222533333,11.0752,5.0551
579.28,4.74953333333,13.1795333333,11.4848,3.94206666667,83.8336333333,4.7612,14.2700666667,118.935266667,11.1063333333,5.10733333333
579.61,4.77393333333,13.2127333333,11.5030666667,3.9902,83.8879,4.78333333333,14.2709333334,118.6278,11.1315333333,5.12716666667
579.95,4.80186666666,13.2072666667,11.5252666666,4.04006666667,83.8731333333,4.83113333333,14.2870666667,118.269866667,11.1524666667,5.14226666667
580.29,4.82593333333,13.232,11.5230666667,4.05873333333,83.9830666667,4.84813333333,14.3061333333,118.022066667,11.1545333333,5.15956666667
580.63,4.8814,13.2720666667,11.5673333333,4.11606666667,84.0396333333,4.89253333333,14.3161333333,117.751266667,11.1951333333,5.19166666667
580.97,4.89506666667,13.2936,11.5814666667,4.1694,84.1627666666,4.92426666667,14.3292666667,117.592066667,11.2204,5.21103333333
581.31,4.86973333333,13.2956,11.5844666667,4.1824,84.2140333333,4.93766666667,14.2830666667,117.339466667,11.205,5.21133333333
581.65,4.86206666667,13.2897333333,11.6125333333,4.20733333333,84.2147,4.92413333333,14.2522,117.018333333,11.2084666667,5.2517
581.98,4.82566666667,13.2542,11.5911333333,4.18366666667,84.2378,4.88846666667,14.2118,116.7408,11.147,5.24066666667
582.32,4.82686666667,13.2412,11.555,4.16186666667,84.3862,4.8928,14.2013333333,116.613866667,11.1513333333,5.2453
582.66,4.80753333333,13.2086666667,11.5496,4.12653333333,84.4434333333,4.88553333333,14.1478,116.385933334,11.1374,5.22596666667
583.00,4.7758,13.1500666667,11.4865333333,4.0726,84.5796666667,4.8554,14.0801333333,116.207866667,11.0821333333,5.21266666667
583.34,4.78766666667,13.1519333333,11.4892666667,4.0804,84.6365,4.88646666667,14.0814,115.965066667,11.0648666667,5.24333333333
583.68,4.782,13.145,11.463,4.066,84.7591333333,4.8736,14.0392666667,115.830066667,11.0543333333,5.2707
584.01,4.80946666666,13.1410666667,11.4781333333,4.10826666667,84.8146,4.90453333333,14.0198,115.590866667,11.0670666667,5.30376666667
584.35,4.8242,13.148,11.5056,4.1364,84.9718,4.936,14.0352,115.447533333,11.0632,5.33126666667
584.69,4.91986666667,13.2305333333,11.5634,4.23786666667,85.0366333333,5.01666666667,14.1028666667,115.1536,11.1518,5.40636666667
585.03,4.95486666667,13.2428666666,11.5784,4.27586666667,85.0735666667,5.03993333333,14.1036,114.908266667,11.1784666667,5.46193333333
585.37,5.00393333333,13.2804,11.5913333333,4.31893333333,85.149,5.0784,14.1224,114.6414,11.1994666667,5.50253333333
585.70,5.0296,13.2918666667,11.6012,4.36373333333,85.0952,5.128,14.1024,114.196933333,11.2442,5.5585
586.04,5.09613333333,13.3445333333,11.682,4.44666666667,85.0936666667,5.1994,14.1385333333,113.8252,11.3067333333,5.62193333333
586.38,5.1124,13.3739333333,11.6991333333,4.4784,85.1981,5.21406666667,14.1620666667,113.725333333,11.2968,5.62533333333
586.72,5.12433333333,13.4113333333,11.7374,4.5092,85.1336,5.244,14.1975333333,113.367266667,11.3389333333,5.64133333333
587.06,5.08853333333,13.3086666666,11.6470666667,4.47206666667,85.1471333333,5.18046666667,14.1158666667,113.1784,11.2598,5.5952
587.39,5.07533333333,13.292,11.6395333333,4.46366666667,85.1591333333,5.15966666667,14.0928666667,112.8988,11.2107333333,5.57433333333
587.73,5.05313333333,13.2851333333,11.6056,4.44153333333,85.0895333333,5.15313333333,14.0398666667,112.473333333,11.1738,5.5532
588.07,5.03593333333,13.2636,11.5622,4.42246666667,84.9950666667,5.14773333333,14.0108,112.060466667,11.1475333333,5.54723333333
588.41,4.956,13.1429333333,11.4576,4.32486666667,84.8166666667,5.06446666667,13.8727333333,111.5536,11.0256666667,5.4398
588.74,4.922,13.0894,11.4225333333,4.29613333333,84.7718,5.02706666667,13.8248666667,111.179266666,10.9764,5.37986666667
589.08,4.88693333333,13.0528,11.3846666667,4.27273333333,84.8552333334,5.00513333334,13.8001333333,111.057666667,10.9507333333,5.3749
589.42,4.81253333333,12.9997333333,11.3153333333,4.21033333333,84.9773666667,4.9294,13.7426666667,111.0042,10.8466666667,5.29143333333
589.76,4.74653333333,12.9497333333,11.2130666666,4.14673333333,84.9389,4.8782,13.67,110.745533333,10.7752666667,5.2443
590.09,4.74413333333,12.9656666666,11.1941333333,4.15193333333,84.887,4.9078,13.6661333333,110.387,10.7756666667,5.2635
590.43,4.6648,12.8398666667,11.0759333333,4.0754,84.9090666667,4.82633333333,13.5144666667,110.152666667,10.6605333333,5.148
590.77,4.64293333333,12.8738666667,11.0894,4.07106666667,84.8992,4.82666666667,13.5109333333,109.744266667,10.6786,5.11646666667
591.11,4.6332,12.8726,11.0537333333,4.0718,84.8726666667,4.83193333333,13.4904,109.4368,10.7073333333,5.1057
591.44,4.6302,12.8726666667,11.0641333333,4.10073333333,84.9260666667,4.83993333333,13.5163333333,109.267266667,10.6993333333,5.11806666667
591.78,4.59353333333,12.8468,11.057,4.0732,85.0614666667,4.79453333333,13.4749333333,109.145066667,10.65,5.11253333333
592.12,4.62046666667,12.8772666667,11.0751333333,4.10006666667,85.2483,4.80873333333,13.5337333333,109.116066667,10.6716,5.1591
592.46,4.66193333333,12.9338,11.0932666667,4.12953333333,85.4049333333,4.8288,13.5819333333,108.991,10.7054666667,5.20406666667
592.79,4.66226666666,12.9252666667,11.0994666667,4.14306666666,85.3277666666,4.81946666667,13.5658666667,108.580933333,10.6887333333,5.1839
593.13,4.6422,12.8894666667,11.0723333333,4.13706666667,85.2292333333,4.8,13.5132666667,108.177066667,10.6704666667,5.16876666667
593.47,4.67746666667,12.9149333333,11.1231333334,4.18006666667,85.3314,4.82373333333,13.5278666667,107.990333333,10.6872,5.19276666667
593.80,4.68613333333,12.8974,11.1197333333,4.19946666667,85.3355333333,4.82833333333,13.5088,107.682933333,10.6834,5.19736666667
594.14,4.733,12.9457333333,11.1476,4.247,85.314,4.86853333333,13.5616666667,107.322866667,10.6924666667,5.24113333333
594.48,4.78313333333,12.9733333333,11.1596,4.27813333333,85.2521,4.90386666667,13.5728,107.003466667,10.699,5.31283333333
594.81,4.79713333333,12.9685333333,11.1738,4.286,85.1838333333,4.88926666667,13.5715333333,106.609466667,10.6492666667,5.34406666667
595.15,4.756,12.8644,11.0774666667,4.2144,85.0262666667,4.81393333333,13.4844,106.197933333,10.5756,5.28323333333
595.49,4.77133333333,12.8602666667,11.0527333333,4.231,85.0457666667,4.83913333333,13.4858666667,105.9862,10.5776,5.28563333333
595.82,4.73046666667,12.8340666667,11.0332666667,4.21066666667,85.0053666666,4.82726666667,13.4169333333,105.6902,10.5414666667,5.26476666667
596.16,4.7342,12.8358666667,11.0562666667,4.23673333333,85.0065333333,4.8546,13.3939333333,105.4726,10.5362666667,5.2937
596.50,4.7624,12.8412666667,11.0328666667,4.243,84.9707666667,4.88626666667,13.3991333333,105.193866667,10.5457333333,5.31843333333
596.83,4.81866666667,12.8704666667,11.0635333333,4.29973333333,84.9064666667,4.93646666667,13.4331333333,104.848066667,10.5768,5.37513333333
597.17,4.8464,12.8942666667,11.0593333334,4.33313333333,84.9591666667,4.9676,13.4614666667,104.654533333,10.604,5.405
597.51,4.82566666667,12.8570666667,11.0216,4.3386,84.8579,4.92186666667,13.4092666667,104.294266667,10.5713333333,5.4014
597.84,4.8302,12.8279333333,11.0118,4.339,84.7782,4.9162,13.3878666667,104.000066667,10.5846666667,5.4122
598.18,4.77786666667,12.7796,10.9727333333,4.283,84.8441666667,4.8572,13.3336,103.818066667,10.5448666667,5.35666666667
598.52,4.775,12.7708666667,10.9504666667,4.2928,84.8372333333,4.867,13.3165333333,103.520333333,10.5742666667,5.37196666667
598.85,4.7598,12.7852666667,10.9533333333,4.29773333333,84.9801666667,4.88486666667,13.2744,103.337133333,10.5678666667,5.39036666667
599.19,4.71826666667,12.7250666667,10.9198,4.26906666667,84.8128333333,4.86326666667,13.2201333333,102.819733333,10.5402,5.3767
599.53,4.72013333333,12.7122,10.9072,4.272,84.7224333333,4.85113333333,13.1894666667,102.457133333,10.537,5.3742
599.86,4.67433333333,12.6364,10.8242,4.2232,84.5374666666,4.80066666667,13.1248666667,101.886333333,10.487,5.31706666667
600.20,4.628,12.5795333333,10.7928666667,4.20813333333,84.3114666667,4.7632,13.0526,101.339133333,10.4387333333,5.26823333333
600.53,4.62113333334,12.5784,10.8055333333,4.20066666667,84.4531,4.77153333333,13.063,101.236066667,10.4389333333,5.27433333333
600.87,4.57773333333,12.5214666667,10.7734,4.16313333333,84.2396,4.73626666667,12.9969333333,100.6722,10.3775333333,5.242
601.21,4.54986666667,12.4626,10.7334,4.10993333333,84.0528,4.7118,12.9446666667,100.162066667,10.3200666667,5.18133333333
601.54,4.54146666667,12.4771333333,10.7382,4.13266666667,84.0311333333,4.73633333333,12.9315333333,99.8589999999,10.2945333333,5.20156666667
601.88,4.59133333333,12.4994666667,10.7666,4.19433333333,83.9133333333,4.7832,12.9584,99.5035333333,10.2954,5.2565
602.21,4.58326666667,12.4928,10.7480666667,4.18986666667,83.8975333333,4.76226666667,12.9288,99.2430000001,10.2599333333,5.24473333333
602.55,4.66473333333,12.5386,10.8265333333,4.277,83.7494333333,4.82346666667,13.0245333333,98.8537999999,10.3293333333,5.33293333333
602.88,4.67993333333,12.5621333333,10.8243333333,4.29146666667,83.7411333333,4.8202,13.005,98.6428666667,10.3419333333,5.33433333333
603.22,4.7154,12.5659333334,10.823,4.314,83.7065,4.84833333333,13.0238,98.3314,10.3494,5.36923333333
603.56,4.75746666667,12.5940666667,10.8647333333,4.36173333333,83.6425333333,4.89366666667,13.0435333333,98.0703333332,10.3712,5.4279
603.89,4.7872,12.628,10.8891333333,4.37793333333,83.7977,4.916,13.076,98.0121333334,10.3839333333,5.46806666667
604.23,4.80586666667,12.631,10.8615333333,4.38246666667,83.7490333333,4.92326666667,13.0572,97.6823999999,10.3798666667,5.4667
604.56,4.80546666667,12.5944,10.8367333333,4.37006666667,83.5757666667,4.91333333333,13.0243333333,97.2839333335,10.346,5.46976666667
604.90,4.819,12.6090666667,10.8423333333,4.38326666667,83.6735,4.9336,13.0401333333,97.1490666667,10.3615333333,5.4946
605.23,4.83173333333,12.5975333334,10.8298666667,4.38346666667,83.6357333334,4.92046666667,13.0302666667,96.8539333332,10.353,5.50743333333
605.57,4.84566666667,12.5789333333,10.819,4.38933333333,83.5353333333,4.93506666667,13.0022666666,96.4186000001,10.3685333333,5.49836666667
605.90,4.86733333333,12.577,10.8187333333,4.40073333333,83.4962666667,4.9722,13.0141333333,96.1035333333,10.3834666667,5.50573333333
606.24,4.9026,12.6202,10.8447333333,4.43653333333,83.5103666667,5.0246,13.0116,95.8282666667,10.4176666667,5.5278
606.58,4.9352,12.6268666667,10.8511333333,4.46773333333,83.4342666667,5.03393333333,13.0325333333,95.4513333333,10.4082,5.55853333333
606.91,4.88286666667,12.6062,10.7893333333,4.42733333333,83.3335333333,4.9962,12.9786,95.0450000001,10.3328,5.5206
607.25,4.8152,12.5530666667,10.7014,4.3548,83.3390333333,4.91913333333,12.9210666667,94.7562666666,10.2794666667,5.4701
607.58,4.8046,12.5258666667,10.6742,4.3346,83.1523333333,4.9088,12.8554666667,94.2892666666,10.2500666667,5.47366666667
607.92,4.8122,12.5122666666,10.6685333333,4.33526666667,83.0907,4.91846666667,12.8289333333,93.9608666666,10.2404666667,5.48423333333
608.25,4.78406666667,12.4893333333,10.6253333333,4.32913333333,83.0209333333,4.8982,12.7824,93.6050666667,10.2094,5.45616666667
608.59,4.78046666667,12.4686,10.6137333333,4.31873333333,82.9267666667,4.88973333333,12.7453333333,93.2970666668,10.1848,5.47483333333
608.92,4.752,12.4275333333,10.5800666667,4.29446666666,82.7900666667,4.89613333333,12.6769333333,92.891,10.1504,5.48133333333
609.26,4.743,12.4006666667,10.5756666667,4.28806666667,82.7391,4.90353333333,12.6626,92.6125333332,10.1397333333,5.53316666667
609.59,4.729,12.3528,10.5442,4.24873333333,82.6249,4.8822,12.6154666667,92.2534666666,10.0778666667,5.53866666667
609.93,4.66146666667,12.2762,10.4519333333,4.1642,82.5065,4.8306,12.5501333333,91.8727999999,9.99593333334,5.50443333333
610.26,4.64586666667,12.2584,10.4268666667,4.1388,82.5266333333,4.8538,12.5048,91.6380666668,9.98746666667,5.51593333333
610.60,4.70106666667,12.2671333333,10.4635333333,4.19086666667,82.4738666667,4.90953333333,12.5252,91.3158,10.0415333333,5.5729
610.93,4.74673333333,12.2652,10.4787333333,4.22806666667,82.4103,4.9748,12.5250666667,90.9940666668,10.0425333333,5.60713333333
611.27,4.7864,12.276,10.4898,4.2656,82.3820666667,5.031,12.5732,90.7158666667,10.0816666667,5.65163333333
611.60,4.7658,12.2426,10.4735333333,4.26233333333,82.2235666667,5.03266666667,12.5497333333,90.2962666667,10.0690666667,5.6429
611.93,4.8086,12.2312666666,10.4996666667,4.29433333333,82.1070666667,5.07006666667,12.558,89.9448000001,10.1228666667,5.698
612.27,4.83546666667,12.2376666667,10.4897333333,4.3222,82.0250666667,5.11233333333,12.5353333333,89.5738,10.1331333333,5.7056
612.60,4.91726666667,12.3357333333,10.5901333333,4.41126666667,81.9615,5.1798,12.6499333333,89.2230666667,10.2238666667,5.77313333333
612.94,4.94186666667,12.4024666667,10.5846,4.46253333333,82.0434666666,5.21666666667,12.6796666667,89.0812666667,10.2372,5.7655
613.27,4.97993333333,12.4424,10.6192,4.54346666667,81.9882666667,5.26893333333,12.7008,88.7585333333,10.3032,5.79016666667
613.61,5.02553333333,12.4511333333,10.6478,4.609,81.8468333333,5.28826666667,12.7183333333,88.3431333333,10.3462666667,5.8003
613.94,5.02813333333,12.4500666667,10.6668,4.64486666667,81.6955333333,5.27893333333,12.737,87.9276,10.3424,5.79763333333
614.28,5.03313333333,12.4274666667,10.6603333333,4.63213333333,81.6429666667,5.26653333333,12.7238666666,87.6443999999,10.3382,5.78506666667
614.61,5.053,12.4604,10.6684666667,4.6312,81.5156,5.2566,12.7280666667,87.2623333333,10.3582666667,5.78296666667
614.94,4.958,12.3742,10.5501333333,4.5426,81.2623333333,5.13873333333,12.581,86.7232666667,10.241,5.70276666667
615.28,4.93146666667,12.382,10.5151333333,4.50493333333,81.0828333333,5.07753333333,12.5280666667,86.3348666667,10.2006666667,5.6743
615.61,4.92086666667,12.4482,10.5218666667,4.5036,81.0771333333,5.06453333333,12.522,86.1287333333,10.1843333333,5.66493333333
615.95,4.86913333333,12.4358,10.5017333333,4.46346666667,81.0644666667,5.0146,12.4944666667,85.9147333333,10.1785333333,5.64543333333
616.28,4.78046666667,12.3414666667,10.3755333333,4.39646666667,80.9606,4.9216,12.3698,85.6781333333,10.0723333333,5.55933333333
616.61,4.717,12.2926,10.3256666667,4.35893333333,80.6582333333,4.87873333333,12.3064,85.1786,10.0157333333,5.5293
616.95,4.6648,12.2783333333,10.3032,4.31433333333,80.5910666667,4.84946666667,12.2695333333,84.9942666667,9.98426666666,5.4922
617.28,4.6056,12.2730666667,10.28,4.26553333333,80.6357333333,4.846,12.2239333333,84.9046666667,9.93353333334,5.47896666667
617.62,4.6036,12.2421333333,10.2423333333,4.25406666667,80.5136333333,4.8548,12.2060666667,84.5846000001,9.90786666668,5.46043333333
617.95,4.57073333333,12.2269333333,10.2315333333,4.23293333333,80.5229,4.84206666667,12.1771333333,84.3864666668,9.88573333333,5.4365
618.28,4.54066666667,12.2418,10.2487333333,4.2426,80.4474,4.8554,12.1384,84.1960666666,9.878,5.4549
618.62,4.54586666667,12.2571333333,10.2814,4.26726666667,80.4921,4.8876,12.1710666667,84.0728666666,9.89573333333,5.47203333333
618.95,4.53406666667,12.2093333334,10.2493333333,4.2484,80.3397333333,4.89,12.1568666667,83.7351333332,9.8784,5.45936666667
619.28,4.52066666667,12.1745333333,10.2102,4.20846666667,80.2901666667,4.8896,12.1203333333,83.5072666666,9.85526666665,5.4534
619.62,4.55613333333,12.1682,10.1972,4.2458,80.0728,4.91766666667,12.1404,83.1433333334,9.84053333334,5.49423333333
619.95,4.58986666667,12.1811333333,10.2193333333,4.2574,80.0084666667,4.95906666667,12.1534,82.8498000001,9.85406666668,5.5051
620.28,4.6212,12.1647333333,10.2378666667,4.26446666667,80.0208666667,4.97006666667,12.1416666667,82.6577333333,9.85433333333,5.53176666667
620.62,4.66073333333,12.1806666666,10.2573333333,4.31413333333,79.9861333333,4.996,12.1526,82.4156666667,9.8852,5.60796666667
620.95,4.70126666667,12.1834666667,10.2627333333,4.33173333333,79.8009,4.99546666667,12.1308,82.0730666667,9.89200000001,5.63733333333
621.28,4.7284,12.2426,10.3060666667,4.3666,79.6415333333,5.03113333333,12.1216666667,81.7557333333,9.93473333335,5.6847
621.62,4.7362,12.2811333333,10.3232,4.37446666667,79.4827666667,5.0672,12.1362,81.5013333333,9.94246666667,5.695
621.95,4.7368,12.2360666667,10.2886666667,4.36746666667,79.2131333333,5.05106666667,12.1376666667,81.0841333333,9.9288,5.65673333333
622.28,4.76746666667,12.2397333333,10.2997333333,4.42493333333,79.0947,5.07046666667,12.1412,80.8318666666,9.96926666667,5.6636
622.62,4.81293333333,12.2792,10.37,4.4992,79.0294,5.13546666667,12.1860666667,80.5725333333,10.0074666667,5.68666666667
622.95,4.82566666667,12.256,10.3783333333,4.52093333333,78.9550333333,5.1362,12.1936666667,80.2844666666,10.0022666667,5.6962
623.28,4.86013333333,12.2968666667,10.4118,4.55486666667,78.7930333333,5.168,12.2172666667,79.9713999999,10.0101333333,5.72976666667
623.62,4.9018,12.3589333333,10.4536666667,4.59786666667,78.8207,5.1946,12.2773333333,79.882,10.095,5.81286666667
623.95,4.8982,12.3605333333,10.4614666667,4.5964,78.6163666667,5.18073333333,12.2988666667,79.5150666666,10.1133333333,5.80566666667
624.28,4.87713333333,12.3543333333,10.4276,4.56786666667,78.3697,5.15726666667,12.2732666667,79.1956666666,10.071,5.7476
624.62,4.8622,12.3732,10.4051333333,4.55193333333,78.2524333333,5.12833333333,12.2738,78.9509333332,10.0263333333,5.71116666667
624.95,4.86826666667,12.3607333333,10.4172666667,4.54186666667,78.2525333333,5.11473333333,12.3017333333,78.8211333334,10.0323333333,5.7408
625.28,4.8932,12.3519333333,10.393,4.56046666667,78.1938666667,5.09033333333,12.3110666667,78.6291333334,10.0342,5.78656666667
625.61,4.92506666667,12.3683333333,10.4230666667,4.57446666667,78.1541333333,5.12993333334,12.3257333333,78.4144666666,10.0332,5.844
625.95,5.00526666667,12.4462,10.4901333333,4.60846666667,78.025,5.21046666667,12.3920666667,78.1821333332,10.0732666667,5.9324
626.28,4.9938,12.4443333334,10.4928,4.59253333333,77.9304333333,5.20286666667,12.3764,77.9887333333,10.0615333333,5.97056666667
626.61,4.97773333333,12.4502666667,10.4653333333,4.57506666667,77.7855666667,5.18146666667,12.3746,77.7734666667,10.0507333333,5.98343333333
626.94,4.93493333333,12.3916,10.4362,4.53553333333,77.7912,5.13193333334,12.3404666667,77.6058,10.0232,5.93463333333
627.28,4.85886666667,12.3061333333,10.3418666667,4.45413333333,77.611,5.064,12.2441333333,77.3497999999,9.916,5.86983333333
627.61,4.87793333333,12.2978,10.3526666667,4.46693333333,77.5296333333,5.0808,12.2328666667,77.2211333334,9.91479999999,5.8938
627.94,4.83766666667,12.2266,10.3219333333,4.42773333333,77.3853,5.06113333333,12.1880666667,76.9097333334,9.87540000001,5.8641
628.27,4.80066666667,12.172,10.2953333333,4.42453333333,77.2898666667,5.04986666667,12.16,76.6723333333,9.87379999999,5.88963333333
628.61,4.72106666667,12.095,10.212,4.3664,77.0804666667,4.99866666667,12.0712666667,76.3598666667,9.80206666666,5.82973333333
628.94,4.70273333333,12.0648666667,10.2144666667,4.37213333333,76.8397333334,4.9822,12.0465333333,75.9644,9.784,5.81666666667
629.27,4.65073333333,12.0162666667,10.1478666667,4.36046666667,76.8046333333,4.95926666667,12.0042666667,75.7788666666,9.74973333334,5.788
629.60,4.56213333333,11.9086666667,10.0683333333,4.30653333333,76.7413333333,4.87786666667,11.923,75.5360666667,9.69066666668,5.71456666667
629.94,4.53693333333,11.8767333333,10.0159333333,4.28106666667,76.666,4.84993333333,11.8921333333,75.3802666666,9.65566666666,5.69683333333
630.27,4.55346666667,11.8638666667,10.0542,4.32953333333,76.5041,4.89173333333,11.9148,75.0939333333,9.6706,5.69986666667
630.60,4.58586666667,11.8918666667,10.0735333333,4.3724,76.2696666667,4.93213333333,11.9192666667,74.7835333334,9.72213333334,5.7419
630.93,4.70453333333,11.9821333333,10.1975333333,4.52366666667,76.1453666667,5.05713333333,12.0429333333,74.5043333334,9.84346666667,5.8274
631.26,4.7112,11.9832666667,10.1874666667,4.55166666666,76.0296,5.0938,12.049,74.2229333333,9.85133333333,5.84753333333
631.60,4.7356,12.0208,10.1901333333,4.60673333333,75.9278333333,5.10246666667,12.0626,74.0358000001,9.87740000001,5.8879
631.93,4.87153333333,12.1333333333,10.3076666667,4.74646666667,75.7483,5.2272,12.1744666667,73.7545333333,9.979,6.0164
632.26,4.9204,12.1348666667,10.3018666667,4.76973333333,75.5006,5.23213333333,12.1605333333,73.3466666667,9.96426666668,6.02766666667
632.59,4.90846666667,12.1296,10.2808,4.76926666667,75.3035,5.25593333333,12.1257333333,73.1016666667,9.94186666666,6.03756666667
632.92,4.88366666667,12.0810666667,10.2824,4.73753333334,75.0251666667,5.20886666667,12.0830666667,72.7286,9.9108,6.02743333333
633.26,4.8552,12.0754666667,10.2710666667,4.7326,74.886,5.19673333333,12.065,72.4976666667,9.88066666667,6.0211
633.59,4.82673333333,12.0644,10.2362,4.72993333333,74.7346333333,5.16213333333,12.0224,72.208,9.85186666667,6.00726666667
633.92,4.81573333333,12.0682666666,10.1816,4.7332,74.6869333333,5.13666666667,12.0048,72.0439333333,9.81853333333,6.0155
634.25,4.73706666667,12.026,10.105,4.663,74.5149666667,5.0698,11.9302,71.7992,9.73513333333,5.9518
634.58,4.62986666667,11.9384666667,10.0296666667,4.5736,74.3296,4.9796,11.8166,71.5376666667,9.62066666667,5.90396666667
634.91,4.5836,11.914,9.98153333334,4.51586666667,74.0766333333,4.9044,11.7566,71.2882666666,9.56299999999,5.84366666667
635.25,4.59186666667,11.8884666666,9.97586666666,4.502,73.9167333333,4.91873333334,11.7462666667,71.0105333333,9.51393333333,5.8482
635.58,4.42693333333,11.7379333333,9.81320000001,4.33346666667,73.7572,4.74346666667,11.6010666667,70.7676,9.34293333334,5.68796666667
635.91,4.38553333333,11.7421333333,9.8118,4.31626666667,73.7918666667,4.71573333333,11.6172,70.757,9.34073333334,5.6947
636.24,4.36873333333,11.737,9.80226666667,4.28893333333,73.7604,4.68833333333,11.6089333333,70.59,9.34920000001,5.687
636.57,4.45113333333,11.8137333333,9.8734,4.3748,73.7177,4.7466,11.6748,70.5104,9.39660000001,5.7261
636.90,4.45166666667,11.8196,9.83106666667,4.36533333333,73.5710666667,4.72833333333,11.65,70.326,9.36033333333,5.7059
637.23,4.40166666667,11.7667333333,9.77433333333,4.31526666667,73.4056333333,4.6974,11.5993333333,70.0900666667,9.3114,5.67633333333
637.56,4.3686,11.684,9.77466666666,4.24706666667,73.1768333333,4.657,11.4929333333,69.7248666667,9.25506666667,5.61443333333
