wavelength,Back_SpoBoom,Belly_SpoBoom,Breast_SpoBoom,Crissum_SpoBoom,Crown_SpoBoom,DorTail_SpoBoom,Patch10_SpoBoom,Patch11_SpoBoom,Rump_SpoBoom,Throat_SpoBoom,WingTip_SpoBoom
521.41,8.51833333333,55.7643333333,42.8121111111,49.0375555556,5.098,6.56633333333,25.5172222222,31.9171111111,35.89,5.75211111111,6.34955555556
521.75,8.53644444446,55.798,42.8377777778,49.0748888889,5.13211111111,6.596,25.5454444445,31.9557777778,35.9071111111,5.76833333333,6.38677777778
522.10,8.56066666668,55.8045555555,42.8601111111,49.1101111111,5.146,6.62088888889,25.5702222222,31.975,35.9046666667,5.78188888889,6.39911111111
522.45,8.56388888889,55.7916666667,42.8308888889,49.1023333333,5.12855555556,6.623,25.5763333334,31.9997777778,35.9011666667,5.78477777778,6.37822222222
522.79,8.56533333335,55.7017777778,42.7336666667,49.0182222222,5.10977777778,6.60966666667,25.5642222222,31.9605555555,35.828,5.75266666667,6.34833333334
523.14,8.53322222222,55.7243333333,42.7452222222,48.9906666667,5.07155555556,6.58744444444,25.5682222222,31.9518888889,35.8185555555,5.71333333333,6.31922222222
523.48,8.53644444444,55.7653333333,42.7757777778,48.9977777778,5.053,6.58211111111,25.6,31.9854444445,35.8166111111,5.71044444444,6.33044444444
523.83,8.53377777777,55.74,42.7988888889,48.9786666667,5.04155555555,6.57488888889,25.6362222222,31.9914444444,35.8371666667,5.69144444444,6.30966666667
524.17,8.51366666668,55.7216666667,42.7692222222,48.934,5.02744444444,6.55166666667,25.631,31.9608888889,35.8076666667,5.66622222222,6.29633333333
524.52,8.54555555557,55.6941111111,42.7514444445,48.8956666667,5.05211111111,6.59477777778,25.6727777778,31.928,35.8108333333,5.69988888889,6.33111111111
524.87,8.51822222222,55.6185555556,42.6852222222,48.8251111111,5.03944444444,6.58488888889,25.6191111111,31.8491111111,35.7383333333,5.68777777778,6.31344444445
525.21,8.52944444445,55.6532222222,42.7113333333,48.8634444445,5.05222222222,6.57922222222,25.6552222222,31.8543333334,35.7481666667,5.69366666666,6.32488888889
525.56,8.51755555554,55.65,42.6933333333,48.8025555555,5.04266666667,6.576,25.6326666667,31.8091111111,35.7266666667,5.68255555555,6.31344444445
525.90,8.52499999999,55.6773333333,42.6864444444,48.7936666667,5.05055555556,6.58711111111,25.6427777778,31.7907777778,35.7301666667,5.669,6.32077777778
526.25,8.54477777778,55.717,42.7235555556,48.8198888889,5.05588888889,6.59833333333,25.6848888889,31.8081111111,35.7575,5.678,6.34488888889
526.59,8.54700000001,55.7911111111,42.8068888889,48.8646666667,5.06388888889,6.61688888889,25.7284444444,31.8352222222,35.8201111111,5.68111111111,6.36144444445
526.94,8.55733333333,55.8191111111,42.8393333333,48.8967777778,5.06311111111,6.62633333333,25.7503333333,31.83,35.8447222222,5.68233333333,6.37488888889
527.28,8.56855555555,55.8394444444,42.8663333333,48.9283333333,5.06877777778,6.63722222222,25.7686666667,31.841,35.8875,5.68288888889,6.37733333333
527.63,8.57466666666,55.8887777778,42.8957777778,48.9658888889,5.077,6.64711111111,25.782,31.8588888889,35.9057777778,5.68844444444,6.38977777778
527.97,8.5971111111,55.9641111111,42.9487777778,49.0195555556,5.1,6.67011111111,25.8166666667,31.9057777778,35.9498888889,5.71388888889,6.40633333333
528.32,8.58111111112,55.9925555556,42.9803333333,49.0468888889,5.08777777778,6.66588888889,25.7966666667,31.9172222222,35.9522222222,5.71244444445,6.4
528.66,8.58322222221,56.0365555556,43.0023333333,49.0853333333,5.09166666666,6.67033333333,25.7881111111,31.9481111111,35.9704444444,5.71522222222,6.40733333333
529.01,8.58800000001,56.0763333333,43.0337777778,49.1386666667,5.08544444444,6.66888888889,25.7724444444,31.9875555555,35.9775,5.72277777778,6.41522222222
529.35,8.60611111112,56.1108888889,43.0698888889,49.2204444444,5.09766666667,6.67911111111,25.7707777778,32.0272222222,35.9973333333,5.73455555556,6.43055555556
529.70,8.59955555557,56.097,43.0676666666,49.2483333334,5.101,6.675,25.7491111111,32.0397777778,35.991,5.747,6.442
530.04,8.6008888889,56.084,43.0475555555,49.2551111111,5.11633333333,6.682,25.7122222222,32.0323333333,35.9650555555,5.755,6.45955555555
530.39,8.61644444443,56.0836666667,43.0294444444,49.2764444444,5.12322222222,6.69088888889,25.6874444445,32.042,35.9545555556,5.77311111111,6.46788888889
530.73,8.61700000001,56.0755555556,43.0087777778,49.2983333333,5.12888888889,6.68855555556,25.6506666667,32.0565555556,35.9385,5.802,6.47033333333
531.08,8.628,56.0601111111,42.9891111111,49.3035555555,5.151,6.70044444444,25.6437777778,32.0661111111,35.8993333333,5.82955555556,6.494
531.42,8.62155555557,56.0357777778,42.9543333333,49.323,5.15222222222,6.69944444444,25.6182222222,32.0546666667,35.8716111111,5.83455555555,6.49433333333
531.77,8.60388888889,55.9318888889,42.8754444444,49.2728888889,5.12766666667,6.684,25.5773333333,32.0127777778,35.8206111111,5.82611111111,6.47877777778
532.11,8.61711111111,55.9192222222,42.8638888889,49.2671111111,5.138,6.68044444444,25.5942222222,32.0264444444,35.8131111111,5.82155555556,6.47888888889
532.46,8.64766666668,55.9437777778,42.884,49.293,5.15188888889,6.70155555555,25.6397777778,32.0706666667,35.8492777778,5.83488888889,6.49744444445
532.80,8.65055555557,55.9348888889,42.8758888889,49.309,5.15133333333,6.71155555555,25.6645555555,32.0658888889,35.8687222222,5.827,6.48955555556
533.15,8.62344444443,55.9126666667,42.8365555555,49.2608888889,5.12188888889,6.68888888889,25.673,32.039,35.8630555556,5.79988888889,6.47222222222
533.49,8.6168888889,55.9186666667,42.8245555556,49.2634444444,5.10044444444,6.68111111111,25.671,32.054,35.8711666667,5.78344444444,6.45411111111
533.84,8.60677777779,55.9217777778,42.8305555556,49.2803333333,5.08155555555,6.66477777778,25.6853333333,32.0774444444,35.889,5.769,6.442
534.18,8.58877777779,55.9388888889,42.8415555555,49.3124444444,5.072,6.64833333333,25.6895555556,32.074,35.8965,5.75166666667,6.43
534.52,8.58655555557,55.9828888889,42.8521111111,49.349,5.07344444444,6.65144444445,25.7186666667,32.1078888889,35.8971111111,5.73144444444,6.43255555556
534.87,8.57422222222,55.9992222222,42.8488888889,49.3651111111,5.04722222222,6.64333333333,25.6918888889,32.1121111111,35.9136666667,5.709,6.41111111111
535.21,8.56388888888,56.0384444445,42.8643333333,49.3911111111,5.032,6.63844444445,25.7002222222,32.1406666667,35.9407777778,5.69544444444,6.41055555556
535.56,8.56555555554,56.1213333333,42.9517777778,49.4876666667,5.03911111111,6.63366666667,25.7071111111,32.1915555556,35.9870555556,5.68344444444,6.41711111111
535.90,8.56211111112,56.1422222222,42.9501111111,49.5655555555,5.03655555556,6.62888888889,25.7055555555,32.2038888889,36.0102222222,5.68588888889,6.42266666667
536.25,8.54688888888,56.1408888889,42.9301111111,49.5644444444,5.02344444444,6.61422222222,25.6713333333,32.2157777778,35.9791666666,5.66566666667,6.40122222222
536.59,8.52799999999,56.1158888889,42.9123333333,49.5394444444,5.01333333334,6.60677777778,25.6626666667,32.2025555556,35.9682222222,5.66244444445,6.40288888889
536.93,8.54933333333,56.1677777778,42.9396666667,49.6157777778,5.02555555556,6.62533333333,25.6771111111,32.2707777778,35.9967777778,5.693,6.41522222222
537.28,8.5571111111,56.2123333333,42.9764444444,49.6788888889,5.035,6.64588888889,25.7031111111,32.3234444444,36.0371111111,5.70766666667,6.42866666667
537.62,8.56266666668,56.2642222222,43.0098888889,49.7294444445,5.054,6.657,25.7248888889,32.3563333333,36.0595555556,5.71588888889,6.43533333333
537.97,8.58888888888,56.2731111111,43.0193333333,49.7515555556,5.08311111111,6.686,25.7431111111,32.4032222222,36.0589444444,5.746,6.46811111111
538.31,8.60422222223,56.2401111111,43.0302222222,49.7456666667,5.08233333333,6.70022222222,25.7627777778,32.4228888889,36.098,5.738,6.46811111111
538.65,8.61033333333,56.2683333333,43.0456666666,49.7654444444,5.09977777778,6.71288888889,25.7895555556,32.4443333333,36.1408333333,5.752,6.49611111111
539.00,8.64155555557,56.2414444445,43.0542222222,49.7614444445,5.11311111111,6.73455555556,25.8148888889,32.4832222222,36.1561111111,5.77722222222,6.51266666667
539.34,8.65422222221,56.2231111111,43.0273333333,49.7148888889,5.10988888889,6.75733333333,25.8518888889,32.4721111111,36.1537222222,5.799,6.52888888889
539.69,8.65122222222,56.2037777778,42.991,49.623,5.09844444444,6.76966666666,25.8702222222,32.4521111111,36.1240555556,5.786,6.52055555556
540.03,8.65222222223,56.1765555555,42.994,49.6145555555,5.09266666667,6.778,25.9134444444,32.4151111111,36.1312777778,5.80466666667,6.53088888889
540.37,8.67188888889,56.1911111111,43.022,49.5771111111,5.10188888889,6.80488888889,25.9345555556,32.4374444445,36.1611111111,5.81811111111,6.55244444445
540.72,8.67255555554,56.1707777778,43.0233333333,49.5588888889,5.09322222222,6.80933333333,25.9292222222,32.4511111111,36.1411111111,5.80566666667,6.54422222222
541.06,8.66599999999,56.1636666667,43.0298888889,49.5478888889,5.07444444444,6.79488888889,25.9218888889,32.438,36.1396111111,5.80366666667,6.53766666667
541.40,8.6521111111,56.1361111111,42.9994444445,49.5333333334,5.05877777778,6.78277777778,25.897,32.4441111111,36.1221666667,5.80222222222,6.52633333333
541.75,8.64233333332,56.1395555556,43.0095555556,49.5355555555,5.04066666667,6.77455555556,25.8922222222,32.4683333333,36.1430555556,5.80244444444,6.516
542.09,8.63233333333,56.1385555556,42.9941111111,49.5382222222,5.04244444445,6.76277777778,25.8712222222,32.4836666667,36.1202222222,5.81944444444,6.52488888889
542.43,8.62422222222,56.1088888889,42.9737777778,49.5513333333,5.01388888889,6.744,25.8484444444,32.4973333333,36.0956111111,5.81333333333,6.50811111111
542.78,8.61333333335,56.1056666667,42.9756666666,49.5798888889,5.01077777778,6.74055555556,25.827,32.5101111111,36.0895,5.80733333333,6.49933333333
543.12,8.59300000001,56.1334444444,42.9707777778,49.6446666667,4.99188888889,6.71844444445,25.8055555555,32.56,36.0952222222,5.79133333333,6.486
543.46,8.59211111111,56.1501111111,42.9992222222,49.7037777778,4.997,6.72433333333,25.7731111111,32.6151111111,36.1202222222,5.81255555556,6.49744444444
543.81,8.58155555555,56.1887777778,43.0106666667,49.7582222222,4.97955555556,6.71011111111,25.75,32.678,36.1228333333,5.79988888889,6.481
544.15,8.56011111111,56.1783333333,42.9712222222,49.7928888889,4.96322222222,6.68888888889,25.7201111111,32.6908888889,36.0771666667,5.78788888889,6.45066666667
544.49,8.56688888889,56.1826666667,42.9732222222,49.826,4.95855555555,6.67688888889,25.7248888889,32.7176666667,36.0957777778,5.80111111111,6.456
544.84,8.58666666665,56.2251111111,42.9846666667,49.8758888889,4.98077777778,6.68933333333,25.7593333333,32.7683333333,36.1055555556,5.81033333333,6.47211111111
545.18,8.61711111111,56.2914444444,43.056,49.9674444444,4.99522222222,6.71311111111,25.8101111111,32.8225555556,36.1733333333,5.82266666667,6.49266666667
545.52,8.6098888889,56.3091111111,43.0567777778,50.0026666667,4.98,6.7,25.8172222222,32.839,36.1520555556,5.81,6.47633333334
545.87,8.59933333335,56.2894444444,43.0307777778,49.9933333333,4.96811111111,6.691,25.8126666666,32.8152222222,36.1401111111,5.78011111111,6.45866666667
546.21,8.58266666666,56.3152222222,43.0655555555,50.043,4.97377777778,6.683,25.8237777778,32.8464444445,36.1532222222,5.78233333333,6.44388888889
546.55,8.58044444443,56.4021111111,43.0785555556,50.0965555556,4.96644444445,6.67122222222,25.8338888889,32.8942222222,36.1895555556,5.80777777778,6.45288888889
546.90,8.61000000001,56.4363333333,43.1233333333,50.1,4.991,6.69077777778,25.8467777778,32.9063333333,36.2090555555,5.84488888889,6.46877777778
547.24,8.62422222222,56.504,43.1604444444,50.1728888889,4.98744444444,6.68322222222,25.8738888889,32.9661111111,36.2395,5.84688888889,6.47544444444
547.58,8.68977777778,56.5792222222,43.2188888889,50.2752222222,5.05266666667,6.74211111111,25.9184444444,33.0475555556,36.3355,5.92177777778,6.54588888889
547.92,8.72933333334,56.6656666667,43.2772222222,50.4162222222,5.09755555556,6.768,25.9642222222,33.1154444445,36.4179444444,5.96444444444,6.59966666667
548.27,8.73866666666,56.7526666667,43.3216666667,50.5053333334,5.13755555556,6.793,25.9945555555,33.1418888889,36.4573333333,5.97888888889,6.64088888889
548.61,8.76977777779,56.8112222222,43.3643333333,50.5687777778,5.16944444444,6.82322222222,25.9951111111,33.1823333333,36.4813333333,6.01877777778,6.68044444444
548.95,8.81055555557,56.9274444445,43.4248888889,50.646,5.20811111111,6.86255555555,26.0402222222,33.2828888889,36.5462777778,6.05722222222,6.72366666667
549.29,8.83988888889,56.9757777778,43.4573333333,50.7108888889,5.232,6.903,26.0494444444,33.2965555556,36.5917777778,6.07355555556,6.77455555556
549.64,8.87677777777,57.151,43.6058888889,50.8936666667,5.23666666667,6.92077777778,26.1127777778,33.4111111111,36.7071111111,6.10944444444,6.81355555556
549.98,8.92277777777,57.2607777778,43.6635555556,50.9828888889,5.29477777778,6.97011111111,26.1921111111,33.4646666667,36.7845,6.13366666667,6.87344444445
550.32,8.97666666668,57.2467777778,43.6881111111,51.0216666667,5.31355555556,7.00955555556,26.2361111111,33.4592222222,36.8120555555,6.15066666667,6.92855555556
550.66,9.0,57.2481111111,43.679,51.0538888889,5.34966666667,7.06155555556,26.2723333333,33.4438888889,36.8497777778,6.15377777778,6.97311111111
551.01,9.00977777779,57.2293333333,43.6652222222,51.0823333333,5.336,7.06311111111,26.311,33.4334444444,36.862,6.15166666667,6.98388888889
551.35,8.97766666666,57.1866666667,43.6002222222,51.0231111111,5.30011111111,7.01855555555,26.2965555556,33.3538888889,36.8072777778,6.10088888889,6.93544444445
551.69,8.95322222221,57.1832222222,43.5846666667,51.0302222222,5.25766666667,6.98411111111,26.2564444444,33.3768888889,36.7584444445,6.05211111111,6.91722222222
552.03,8.95244444446,57.1928888889,43.5636666667,51.0181111111,5.23266666667,6.97477777778,26.2487777778,33.3716666667,36.7892777778,6.03,6.89877777778
552.38,8.94922222221,57.2146666667,43.5601111111,51.0443333333,5.22377777778,6.93888888889,26.251,33.3676666667,36.8059444445,6.02666666667,6.87744444444
552.72,8.88777777779,57.1238888889,43.4844444444,50.9984444444,5.17,6.88177777778,26.1807777778,33.2516666667,36.7275555555,5.98966666667,6.823
553.06,8.89044444443,57.0952222222,43.4545555556,51.0066666667,5.18077777778,6.86555555555,26.1762222222,33.2636666667,36.7402222222,6.00855555556,6.81622222222
553.40,8.90422222223,57.0541111111,43.428,51.0192222222,5.212,6.89155555556,26.1691111111,33.264,36.7052777778,6.039,6.82288888889
553.74,8.88933333332,57.0173333333,43.4145555556,50.9873333333,5.19077777778,6.86933333333,26.1241111111,33.2433333333,36.6476666667,6.02033333333,6.81044444444
554.09,8.87177777779,57.0487777778,43.4201111111,51.0302222222,5.19111111111,6.85911111111,26.1163333334,33.2538888889,36.6094444444,5.99388888889,6.78622222222
554.43,8.84511111111,57.1073333333,43.4547777778,51.1196666667,5.14177777778,6.81711111111,26.1173333333,33.3165555556,36.5965,5.99422222222,6.74333333333
554.77,8.82666666668,57.1521111111,43.4597777778,51.1201111111,5.15066666667,6.80266666667,26.1061111111,33.2975555556,36.5797222222,5.985,6.74366666667
555.11,8.78377777779,57.1558888889,43.4952222222,51.1515555556,5.11955555555,6.75577777778,26.0863333333,33.3031111111,36.5547222222,5.95111111111,6.72066666666
555.45,8.78566666667,57.1215555556,43.4484444445,51.1162222222,5.11766666667,6.76577777778,26.0778888889,33.3095555556,36.5562777778,5.93855555555,6.69011111111
555.80,8.77433333332,57.1646666667,43.5048888889,51.1732222222,5.07422222222,6.74144444444,26.0852222222,33.3516666667,36.5674444444,5.94522222222,6.68355555555
556.14,8.72500000001,57.1107777778,43.4741111111,51.1213333333,5.03311111111,6.721,26.078,33.341,36.5429444444,5.88533333333,6.67066666667
556.48,8.74700000001,57.1524444444,43.4607777778,51.1252222222,5.05411111111,6.75622222222,26.1058888889,33.3653333333,36.5662222222,5.89288888889,6.69566666666
556.82,8.75544444445,57.2172222222,43.5338888889,51.1254444445,5.07922222222,6.79088888889,26.1357777778,33.4045555556,36.5655555556,5.90277777778,6.73344444444
557.16,8.75888888889,57.3452222222,43.6143333333,51.1591111111,5.09444444444,6.812,26.1608888889,33.4415555555,36.6229444444,5.90188888889,6.74111111111
557.50,8.78177777779,57.3716666667,43.6037777778,51.223,5.101,6.84677777778,26.1602222222,33.4828888889,36.6502777778,5.93166666667,6.76755555556
557.85,8.74599999999,57.3645555556,43.5848888889,51.133,5.06622222222,6.82977777778,26.1212222222,33.4548888889,36.6383888889,5.90322222222,6.755
558.19,8.72255555556,57.3207777778,43.4988888889,51.047,5.067,6.81588888889,26.0681111111,33.3997777778,36.5923333333,5.87933333333,6.755
558.53,8.787,57.4071111111,43.5757777778,51.1828888889,5.12444444444,6.86644444444,26.1553333333,33.4856666667,36.6729444444,5.93844444444,6.789
558.87,8.83733333333,57.5268888889,43.6292222222,51.2451111111,5.15711111111,6.931,26.2281111111,33.5857777778,36.7773333333,5.97411111111,6.82911111111
559.21,8.81788888889,57.5141111111,43.6591111111,51.2271111111,5.17166666667,6.95388888889,26.2528888889,33.5326666667,36.7590555556,5.994,6.84422222222
559.55,8.843,57.4072222222,43.6292222222,51.1788888889,5.25233333333,7.01011111111,26.2706666666,33.4905555555,36.7135555555,6.06366666667,6.88266666667
559.89,8.901,57.4422222222,43.6554444444,51.2316666666,5.30388888889,7.085,26.312,33.5556666666,36.7497222222,6.12522222222,6.918
560.23,8.87400000001,57.4187777778,43.6786666667,51.2706666667,5.26466666667,7.05222222222,26.3,33.5722222222,36.702,6.09688888889,6.89577777778
560.58,8.84966666666,57.3773333333,43.6286666667,51.3147777778,5.22111111111,7.00122222222,26.292,33.5445555556,36.7255,6.077,6.85244444444
560.92,8.85033333333,57.3134444444,43.6062222222,51.3243333333,5.19577777778,6.99,26.2927777778,33.5561111111,36.7167222222,6.06533333333,6.86633333333
561.26,8.86566666665,57.3446666666,43.6506666667,51.3048888889,5.20277777778,6.98733333334,26.2951111111,33.5695555555,36.7231111111,6.07,6.86222222222
561.60,8.87633333332,57.3498888889,43.7142222222,51.38,5.21922222222,6.989,26.3521111111,33.6045555555,36.7624444444,6.09477777778,6.89477777778
561.94,8.89322222222,57.3886666667,43.7646666667,51.4637777778,5.21255555556,7.011,26.4044444444,33.6546666667,36.7958888889,6.09966666667,6.89422222222
562.28,8.88622222222,57.3891111111,43.8035555555,51.4713333333,5.19377777778,6.98744444444,26.3921111111,33.6654444444,36.8121666667,6.08666666667,6.89211111111
562.62,8.89266666668,57.3592222222,43.8237777778,51.4961111111,5.17277777778,6.975,26.3851111111,33.6345555556,36.7847777778,6.08044444444,6.90911111111
562.96,8.9581111111,57.5303333333,43.9296666667,51.6631111111,5.20444444444,7.00288888889,26.4714444444,33.7503333334,36.9007222222,6.13455555556,6.96
563.30,8.93133333335,57.5423333333,43.9028888889,51.6507777778,5.172,6.99022222222,26.455,33.7213333333,36.8766666667,6.05388888889,6.91922222222
563.64,8.93788888888,57.5748888889,43.9482222222,51.6873333333,5.15711111111,6.96355555556,26.4766666667,33.6977777778,36.9090555556,6.04233333333,6.91455555555
563.99,8.96911111112,57.6101111111,43.9758888889,51.6958888889,5.179,6.97988888889,26.5035555556,33.7273333334,36.9913888889,6.06844444445,6.93622222222
564.33,8.98266666668,57.6156666667,43.9773333334,51.6577777778,5.18611111111,6.98566666667,26.5245555555,33.7004444445,36.9902777778,6.063,6.93844444444
564.67,8.93077777777,57.5887777778,43.917,51.5797777778,5.14244444444,6.96188888889,26.5044444444,33.6058888889,36.9246111111,6.00811111111,6.901
565.01,8.92566666666,57.6258888889,43.9354444444,51.5943333333,5.14066666667,6.96588888889,26.548,33.6141111111,36.9676111111,6.01044444444,6.91555555555
565.35,8.95433333333,57.639,43.9027777778,51.5995555556,5.13688888889,6.98433333333,26.5393333333,33.6174444445,36.9483333333,6.01944444444,6.92422222222
565.69,8.91522222223,57.626,43.9091111111,51.5448888889,5.12422222222,6.95033333333,26.5412222222,33.5653333333,36.9428888889,5.99577777778,6.914
566.03,8.8731111111,57.5871111111,43.8571111111,51.5007777778,5.107,6.94355555556,26.4868888889,33.4932222222,36.8973333333,5.93322222222,6.874
566.37,8.82144444443,57.5644444444,43.8076666666,51.4708888889,5.08544444444,6.89988888889,26.4475555556,33.4818888889,36.8398888889,5.88866666667,6.82944444444
566.71,8.79811111111,57.4974444444,43.736,51.3751111111,5.05522222222,6.85611111111,26.3837777778,33.4113333333,36.7737222222,5.85077777778,6.791
567.05,8.82733333333,57.6072222222,43.8163333333,51.4938888889,5.07355555556,6.86044444444,26.408,33.5174444444,36.8475,5.88366666667,6.82788888889
567.39,8.81755555557,57.6326666667,43.785,51.5036666667,5.06022222222,6.86833333334,26.3702222222,33.5382222222,36.8132777778,5.87211111111,6.819
567.73,8.78800000001,57.6332222222,43.7883333333,51.5038888889,5.04844444445,6.88011111111,26.3515555556,33.5096666667,36.7979444444,5.861,6.82344444444
568.07,8.75622222223,57.6812222222,43.7734444444,51.5385555555,5.01377777778,6.85966666667,26.3184444444,33.5202222222,36.7908333334,5.81544444444,6.80177777778
568.41,8.79322222223,57.7157777778,43.7961111111,51.5806666667,5.029,6.86633333333,26.3257777778,33.5638888889,36.8478888889,5.84011111111,6.81366666666
568.75,8.80211111112,57.719,43.7953333333,51.6302222222,5.03,6.88055555555,26.3268888889,33.5864444445,36.8202777778,5.82377777778,6.82666666667
569.09,8.7808888889,57.6954444444,43.7943333333,51.6015555555,5.04633333333,6.89577777778,26.3125555555,33.5905555556,36.8418888889,5.82066666667,6.81944444444
569.43,8.79733333332,57.7053333333,43.7961111111,51.6272222222,5.03066666667,6.91688888889,26.2997777778,33.6055555556,36.8427222222,5.81355555556,6.84766666666
569.77,8.75855555557,57.6584444445,43.7544444444,51.5808888889,4.97444444444,6.90022222222,26.2446666667,33.5698888889,36.8133333333,5.827,6.83866666667
570.11,8.75555555554,57.6261111111,43.7277777778,51.5294444444,4.96288888889,6.923,26.2485555556,33.4886666667,36.8116666667,5.833,6.844
570.45,8.773,57.5896666667,43.737,51.5152222222,4.98533333333,6.94955555556,26.2597777778,33.4753333333,36.8175555556,5.85233333334,6.88144444445
570.79,8.75877777777,57.5203333333,43.7136666667,51.4534444445,4.96888888889,6.936,26.2386666667,33.4254444445,36.7685555555,5.84866666667,6.86744444444
571.13,8.7048888889,57.475,43.7295555556,51.4483333333,4.934,6.887,26.2324444445,33.3986666667,36.7581111111,5.81944444444,6.84155555556
571.47,8.69422222223,57.4003333333,43.6546666667,51.3681111111,4.92255555556,6.85333333333,26.1922222222,33.3782222222,36.6858888889,5.81477777778,6.82711111111
571.81,8.66688888888,57.2603333333,43.5955555556,51.2941111111,4.90888888889,6.84622222222,26.151,33.3194444444,36.6063333333,5.81366666667,6.82888888889
572.15,8.67011111112,57.2634444445,43.5882222222,51.3218888889,4.94577777778,6.87366666667,26.1468888889,33.3438888889,36.6256111111,5.83433333333,6.85444444444
572.49,8.63522222223,57.195,43.5557777778,51.2314444444,4.92611111111,6.85744444445,26.108,33.3001111111,36.5877222222,5.83633333333,6.83311111111
572.83,8.6258888889,57.242,43.5858888889,51.2456666667,4.90766666667,6.83622222222,26.13,33.2761111111,36.5702777778,5.83522222222,6.81211111111
573.17,8.64955555557,57.3177777778,43.6294444445,51.3258888889,4.93022222222,6.84166666667,26.1492222222,33.3321111111,36.6037777778,5.85922222222,6.82511111111
573.51,8.69233333333,57.3246666666,43.6392222222,51.3371111111,4.96644444444,6.85055555556,26.1841111111,33.3826666667,36.6094444444,5.89766666667,6.853
573.85,8.74288888888,57.3946666667,43.7467777778,51.4198888889,5.03033333333,6.89,26.2437777778,33.507,36.6793333333,5.96833333333,6.92855555556
574.19,8.70911111111,57.4155555556,43.7198888889,51.4306666667,4.99988888889,6.86377777778,26.2316666667,33.5425555556,36.6795555556,5.95477777778,6.90266666667
574.53,8.67588888888,57.3881111111,43.6508888889,51.4237777778,4.96444444444,6.85488888889,26.2008888889,33.5238888889,36.6589444444,5.94311111111,6.88844444444
574.87,8.70233333332,57.4157777778,43.6391111111,51.4414444445,4.99833333333,6.908,26.2224444444,33.5398888889,36.6852222222,5.96411111111,6.91555555556
575.21,8.73555555556,57.468,43.6822222222,51.4973333333,5.02666666667,6.94444444445,26.2663333333,33.5703333333,36.71,6.00155555556,6.96977777778
575.55,8.81288888888,57.5784444445,43.769,51.6008888889,5.09288888889,7.01344444444,26.3435555555,33.7022222222,36.7950555555,6.07777777778,7.04788888889
575.89,8.84144444443,57.6103333333,43.7808888889,51.6444444444,5.12633333333,7.04477777778,26.3857777778,33.7263333333,36.7912222222,6.11288888889,7.07544444444
576.22,8.8808888889,57.6864444444,43.8052222222,51.7305555555,5.15566666667,7.06633333333,26.4204444445,33.8173333333,36.8521666667,6.14188888889,7.10855555555
576.56,8.88033333333,57.6956666667,43.7845555555,51.7964444444,5.171,7.07177777778,26.4234444444,33.884,36.8705555556,6.14477777778,7.15255555556
576.90,8.88599999999,57.6426666667,43.7552222222,51.7801111111,5.19266666667,7.08888888889,26.3947777778,33.9226666667,36.8675,6.14844444444,7.16211111111
577.24,8.91211111112,57.7425555556,43.8393333334,51.8453333333,5.22355555556,7.13677777778,26.4604444444,34.016,36.9440555556,6.16044444444,7.21222222222
577.58,8.89444444445,57.7078888889,43.7633333333,51.8898888889,5.18022222222,7.11766666667,26.4057777778,34.0353333333,36.9383333333,6.121,7.16433333334
577.92,8.95888888889,57.7951111111,43.8426666667,51.9844444444,5.23944444445,7.19311111111,26.4537777778,34.1377777778,36.9914444444,6.16577777778,7.23222222222
578.26,9.03511111112,57.9274444444,43.9403333333,52.0632222222,5.30266666667,7.24166666667,26.553,34.2208888889,37.0942222222,6.215,7.30333333333
578.60,9.04666666668,57.8885555555,43.9196666667,52.0661111111,5.29122222222,7.22366666667,26.5437777778,34.2082222222,37.0701111111,6.20933333334,7.31177777778
578.94,9.05844444445,58.0356666667,44.0097777778,52.2108888889,5.29466666667,7.21966666667,26.5956666667,34.3122222222,37.1693333333,6.19711111111,7.29166666667
579.28,9.01977777779,58.0685555555,44.0126666667,52.2234444445,5.273,7.19033333333,26.5927777778,34.3148888889,37.1853333333,6.16822222222,7.23388888889
579.61,9.02555555557,58.1796666666,44.116,52.3043333333,5.24333333333,7.16911111111,26.6401111111,34.4111111111,37.2691666667,6.17055555556,7.22777777778
579.95,9.05544444444,58.1616666667,44.1238888889,52.3266666667,5.27511111111,7.19622222222,26.6645555556,34.4165555555,37.2802777778,6.19188888889,7.24844444444
580.29,9.09288888889,58.1478888889,44.1421111111,52.3491111111,5.28944444445,7.23611111111,26.6633333333,34.4365555556,37.3089444445,6.22811111111,7.26311111111
580.63,9.0851111111,58.1554444445,44.183,52.3892222222,5.27044444444,7.22544444445,26.7393333334,34.4385555555,37.3207777778,6.23288888889,7.26755555555
580.97,9.09755555554,58.0955555555,44.1547777778,52.3861111111,5.26688888889,7.21766666667,26.7061111111,34.4103333334,37.2812777778,6.24944444444,7.27655555556
581.31,9.08677777777,58.1014444444,44.1532222222,52.3428888889,5.26711111111,7.20088888889,26.7041111111,34.3831111111,37.2822222222,6.27344444444,7.27511111111
581.65,8.99177777779,58.006,44.0912222222,52.3193333334,5.16433333333,7.10488888889,26.6364444445,34.3168888889,37.2289444444,6.18777777778,7.19533333333
581.98,8.9441111111,58.0265555556,44.0914444445,52.3748888889,5.10688888889,7.06811111111,26.6005555556,34.3308888889,37.1933888889,6.12644444445,7.14122222222
582.32,8.9368888889,58.0755555556,44.1328888889,52.4281111111,5.13022222222,7.073,26.6151111111,34.43,37.2279444444,6.16377777778,7.13611111111
