wavelength,Back_SalOrem,Belly_SalOrem,Breast_SalOrem,Crissum_SalOrem,Crown_SalOrem,DorTail_SalOrem,Patch10_SalOrem,Patch11_SalOrem,Rump_SalOrem,Throat_SalOrem,WingTip_SalOrem
370.38,8.7764,24.0066666667,24.97,7.1406,6.79006666667,6.97666666667,23.8402333333,5.0382,10.20265,25.9254666667,9.19753333333
370.74,8.87273333333,24.0821333333,25.1394666667,7.25113333333,6.90006666667,7.01266666667,23.9445,5.17886666667,10.2549166667,26.0994,9.28333333334
371.10,8.82646666667,24.1305333333,25.2302666667,7.31266666667,6.87513333333,6.9274,23.9987,5.1612,10.2738,26.1758666666,9.27833333334
371.46,8.81,24.2178,25.3962,7.2644,6.8739,6.93886666667,24.1342,5.1389,10.3912666667,26.2858666667,9.3248
371.83,8.8322,24.296,25.3785333334,7.21373333333,6.84616666667,6.92553333333,24.2024333333,5.08343333333,10.3681666667,26.3412,9.3334
372.19,8.8486,24.4619666667,25.5722666667,7.2008,6.79883333333,6.95853333333,24.3374666667,5.04856666667,10.3618,26.4608,9.38266666666
372.55,8.97026666666,24.6066333333,25.7322666667,7.31346666667,6.94593333334,7.17593333333,24.4000666667,5.1662,10.4686833333,26.5669333333,9.49886666668
372.92,8.9178,24.5780666667,25.7964,7.27753333333,6.90066666667,7.15586666667,24.3856333333,5.13766666667,10.48435,26.5422,9.489
373.28,8.79913333333,24.5092,25.7977333333,7.21806666667,6.7851,7.0044,24.3341666666,5.0309,10.3867,26.5261333333,9.44079999999
373.64,8.78166666667,24.5954666667,25.8749333333,7.2406,6.73883333333,6.95273333333,24.4125,4.9889,10.3784833333,26.5790666667,9.35473333332
374.00,8.84353333333,24.7468666667,26.0768,7.31793333333,6.75176666667,7.07966666667,24.6329666667,4.99576666667,10.4501,26.8069333333,9.34973333333
374.37,8.95066666667,24.8441,26.2378666667,7.42366666667,6.86423333333,7.13753333333,24.8681666667,5.11796666667,10.5281166667,26.9768,9.38639999999
374.73,8.80953333333,24.7241666667,26.1296,7.24273333333,6.70183333333,6.99413333333,24.7687,4.89103333333,10.4100333333,26.8725333333,9.23546666667
375.09,8.657,24.7031,26.1114,7.11226666667,6.56866666667,6.9086,24.7589333333,4.7472,10.2775666667,26.8288,9.09766666667
375.45,8.62113333333,24.6762,26.095,7.12573333333,6.51876666667,6.75886666667,24.7489,4.64536666667,10.2263666667,26.8364,8.9816
375.81,8.6774,24.825,26.1799333333,7.26686666667,6.6343,6.83766666667,24.8020666667,4.77016666667,10.3229666666,26.9121333333,8.9788
376.18,8.55693333333,24.7014666667,26.0486,7.1774,6.55486666667,6.7124,24.7213333333,4.65393333333,10.2382333333,26.8252,8.84046666667
376.54,8.27813333333,24.5802666667,25.9038,6.94986666667,6.3094,6.47166666667,24.6695333333,4.446,9.99943333335,26.7420666667,8.59859999999
376.90,8.28906666667,24.6186666667,25.9432666666,6.94173333333,6.2868,6.42293333333,24.6789666667,4.4158,9.95821666667,26.7804,8.51753333333
377.26,8.3796,24.7380333333,26.113,7.02686666667,6.33293333333,6.4664,24.8528333333,4.46826666667,10.0054666667,26.9498,8.51960000001
377.63,8.38666666667,24.7411333333,26.2110666667,7.04373333333,6.36603333333,6.531,24.8826666667,4.52703333333,10.0237333333,27.0157333333,8.49173333333
377.99,8.4692,24.9018,26.3234,7.17566666667,6.5122,6.5794,25.0027333333,4.65506666667,10.14,27.1480666667,8.59013333333
378.35,8.47746666667,25.0117,26.3738666667,7.12233333333,6.44483333333,6.56773333333,25.0529333333,4.56756666667,10.1203,27.1743333333,8.62106666667
378.71,8.6168,25.2202333333,26.5999333333,7.30700000001,6.61923333333,6.7228,25.3172666667,4.7367,10.2684833333,27.3762,8.77026666667
379.07,8.634,25.3825666667,26.7253333333,7.29320000001,6.62446666667,6.71726666667,25.4316666667,4.72306666667,10.2514,27.519,8.7924
379.44,8.712,25.5228,26.8569333333,7.33313333333,6.72456666667,6.8282,25.5185333333,4.8247,10.283,27.5978666666,8.84400000001
379.80,8.6836,25.5746,26.9579333333,7.24046666666,6.6226,6.7236,25.5753666667,4.7452,10.2286666667,27.6686666667,8.8092
380.16,8.85933333333,25.8257,27.2302666667,7.41186666666,6.77986666667,6.90846666667,25.7909,4.9332,10.3813333333,27.9419333333,8.93039999999
380.52,9.0044,25.9105,27.4094,7.54693333333,6.89456666667,7.03086666667,25.9395666667,5.0253,10.5267333333,28.081,9.06959999999
380.88,9.0094,26.0105333333,27.4987333333,7.61166666666,6.9274,7.1014,26.1372666667,5.0408,10.6098833333,28.2290666667,9.13106666667
381.24,8.96046666667,26.0929,27.4903333333,7.61959999999,6.94136666667,7.12453333333,26.0901,5.04336666667,10.6033333333,28.2486666667,9.12040000001
381.61,9.07406666665,26.2873666667,27.6392666667,7.72193333333,7.0568,7.2318,26.2792666667,5.08726666667,10.6905333333,28.3954,9.27673333333
381.97,8.9224,26.2960666667,27.5966666667,7.54193333333,6.84056666667,7.0878,26.2676,4.90416666667,10.51905,28.3789333333,9.14659999999
382.33,8.83673333333,26.2696666667,27.6866,7.60046666667,6.85233333333,7.0434,26.3424,4.89246666667,10.5004,28.4888,9.14346666667
382.69,8.69293333333,26.2352666667,27.6542,7.49046666667,6.7076,6.91673333333,26.3366,4.74833333333,10.4032,28.5163333333,9.03680000001
383.05,8.8894,26.3964333334,27.8363333333,7.70813333334,6.9122,7.0754,26.5391333333,4.98046666667,10.6321833333,28.7537333333,9.24373333333
383.41,8.93413333333,26.5481333333,27.9756666667,7.79633333333,6.98483333333,7.1738,26.7055666667,5.08296666666,10.7524166667,28.9209333333,9.32853333333
383.77,8.89746666667,26.6003333333,28.0424666667,7.77113333334,6.98686666667,7.18093333333,26.7880666667,5.0496,10.7528833333,29.0107333333,9.32160000001
384.14,8.82553333333,26.5141666667,27.9742,7.67593333333,6.93473333333,7.09833333333,26.7649,4.98773333333,10.6967,28.9476666667,9.30419999999
384.50,8.96819999999,26.7261,28.1782666667,7.81266666667,7.0652,7.1946,26.9321,5.13146666667,10.8301,29.1057333333,9.40586666667
384.86,8.9848,26.7696333333,28.2310666667,7.79,7.04686666667,7.19326666667,27.0190333333,5.14333333333,10.7984333333,29.1136666667,9.35853333333
385.22,9.05333333334,26.8331333333,28.3141333333,7.83260000001,7.09166666667,7.29026666667,27.0950666667,5.1984,10.82605,29.2038666667,9.41866666668
385.58,9.02253333333,26.8798666667,28.3931333334,7.79466666667,7.03583333333,7.2276,27.1252,5.15596666667,10.7923833333,29.2310666667,9.35959999999
385.94,9.11806666667,26.9435333333,28.4754666667,7.87739999999,7.13636666667,7.27973333333,27.1754666667,5.23156666667,10.8425833333,29.3126666667,9.44540000001
386.30,9.15820000001,27.0855333333,28.5698666667,7.8492,7.1327,7.29386666667,27.2793,5.2463,10.8840666667,29.416,9.42513333335
386.66,9.21666666667,27.2239666667,28.6421333333,7.88399999999,7.21706666667,7.33106666667,27.3592,5.32013333333,10.9338666667,29.5147333333,9.43719999999
387.03,9.09973333333,27.1321333333,28.5994666667,7.75146666667,7.11196666667,7.18426666667,27.3491333333,5.1843,10.82625,29.413,9.27853333333
387.39,8.9786,27.0249333333,28.5148666667,7.6094,6.9817,7.01526666667,27.2200333333,5.0459,10.6637,29.2848,9.14220000001
387.75,9.0792,27.1467333333,28.6419333333,7.72466666666,7.04103333333,7.0854,27.3456333333,5.13763333333,10.7681666667,29.3639333333,9.22146666668
388.11,9.11206666667,27.2076,28.7528,7.73333333333,7.05856666666,7.06486666667,27.4238,5.10536666667,10.7642,29.3740666667,9.16026666666
388.47,9.0404,27.2244,28.7648666667,7.62760000001,6.97283333333,6.95333333333,27.4519333333,5.00423333333,10.68015,29.4410666667,9.07926666667
388.83,9.00566666666,27.2796333333,28.8259333333,7.62413333334,6.97536666667,6.93066666667,27.4244333333,5.00916666667,10.68755,29.5116666667,9.05360000001
389.19,8.97206666667,27.3616333333,28.9074666667,7.63093333333,6.96143333333,6.8492,27.5122,4.97936666667,10.7109,29.5736666667,9.04986666667
389.55,8.91593333334,27.3532333333,28.8640666667,7.58886666667,6.87283333333,6.77246666667,27.4825666667,4.92543333333,10.6495166667,29.5540666667,8.96566666667
389.91,8.87706666666,27.4460666667,28.9778666667,7.55313333333,6.80796666667,6.75006666667,27.5767666667,4.88216666667,10.6539833333,29.6364666667,8.90173333334
390.27,8.86,27.4225,28.9572666667,7.5278,6.81263333333,6.7546,27.5525666667,4.8971,10.6247666667,29.5866666667,8.90146666667
390.63,8.9216,27.5182,29.0408,7.61973333333,6.86526666667,6.82426666667,27.6203333333,4.9954,10.6970166667,29.6203333333,8.99206666667
391.00,8.95506666667,27.6864333333,29.1154666667,7.65253333333,6.8551,6.82426666667,27.6798666667,4.96916666667,10.67085,29.7798666666,9.00833333333
391.36,9.03493333334,27.8618333333,29.2686,7.73093333333,6.89166666667,6.90306666667,27.8900666667,5.03213333333,10.7653333333,29.9735333333,9.11006666667
391.72,8.92646666667,27.8912666667,29.3108666667,7.63679999999,6.80813333333,6.7882,27.9308,4.91013333333,10.651,30.051,9.077
392.08,8.92693333333,27.9978,29.3850666667,7.66179999999,6.80866666667,6.8448,28.0081333333,4.95713333333,10.6765,30.2046,9.13226666667
392.44,8.942,27.9924666667,29.4303333333,7.69993333333,6.84903333333,6.87426666667,28.0038666667,5.00496666667,10.7019166666,30.216,9.14406666667
392.80,9.02553333333,28.1414333333,29.5247333333,7.76046666667,6.92456666667,6.91233333333,28.1472666667,5.05823333333,10.7594333333,30.3592,9.18093333333
393.16,9.0236,28.1290666667,29.5485333333,7.74593333333,6.91406666667,6.92013333333,28.1511333333,5.0458,10.71415,30.4127333333,9.1636
393.52,9.06593333333,28.2239,29.6480666667,7.80066666666,6.9931,6.9492,28.2753,5.09556666666,10.7742333333,30.5513333333,9.24966666666
393.88,8.98693333333,28.1684333333,29.6362666667,7.76793333333,6.964,6.85686666667,28.2084333333,5.03706666667,10.6992666667,30.5194666667,9.20613333333
394.24,9.07006666667,28.3349666667,29.7959333333,7.85866666667,7.0376,6.8832,28.3383,5.0852,10.7732,30.7192,9.22986666667
394.60,9.002,28.3694666667,29.9327333333,7.79633333333,6.9479,6.7814,28.3549666667,4.94736666667,10.69325,30.806,9.13573333333
394.96,9.05833333333,28.3758,30.0726,7.9068,7.03473333334,6.89466666667,28.3954,5.04966666667,10.7675166667,30.8487333333,9.23099999999
395.32,9.10580000001,28.4656,30.1672,7.97020000001,7.10776666667,6.9134,28.4365666667,5.06423333334,10.80235,30.9524,9.21773333334
395.68,9.14340000001,28.5345,30.1892666667,7.99113333334,7.14433333333,6.9714,28.4308666667,5.1078,10.80725,30.9652,9.18379999999
396.04,9.1256,28.5866,30.2186,7.98679999999,7.15213333333,6.88506666667,28.4504,5.07193333333,10.7759166667,30.9936666667,9.14693333333
396.40,9.15086666666,28.7702333334,30.3532666667,8.02539999999,7.1745,6.87606666667,28.5732666667,5.05743333333,10.7907666667,31.1392,9.19119999999
396.76,9.12566666667,28.7962,30.3794,8.01100000001,7.1374,6.83286666667,28.5785,4.9952,10.7395333333,31.1594666667,9.19326666667
397.12,9.12526666667,28.9550333333,30.5545333333,8.0204,7.12356666667,6.80666666667,28.7757,4.9883,10.7572833333,31.3049333333,9.13940000001
397.48,9.17080000001,29.0497333333,30.7182,8.02719999999,7.1527,6.84833333333,28.8678,5.01896666667,10.7546166666,31.4542,9.13286666668
397.84,9.28906666667,29.2464,30.9163333333,8.12506666667,7.25806666667,6.9826,29.0754666667,5.14393333333,10.8610166667,31.6392,9.22266666666
398.20,9.18486666667,29.1886,30.952,8.05453333334,7.1191,6.86073333333,29.0722666667,5.02376666667,10.7660833333,31.6321333333,9.13539999999
398.56,9.31766666667,29.364,31.0438,8.21046666667,7.25453333333,6.95353333333,29.256,5.16673333333,10.8891833333,31.778,9.25400000001
398.92,9.283,29.4485666667,31.1073333333,8.10673333333,7.1868,6.88106666667,29.3255,5.09986666667,10.8632833334,31.8034,9.15066666667
399.28,9.20573333333,29.4355666667,31.1376,8.02513333333,7.0871,6.78613333333,29.3922,5.03176666667,10.8219666667,31.8015333333,9.07873333334
399.64,9.22073333334,29.4794,31.2374,8.03646666667,7.07456666667,6.74333333333,29.4445,5.03243333333,10.8425,31.8484666667,9.05173333333
400.00,9.2708,29.6252666667,31.3676666667,8.08393333333,7.08816666667,6.81566666667,29.5602666667,5.04623333333,10.8893,32.0006666667,9.07306666667
400.36,9.23866666666,29.6374,31.3937333333,8.08660000001,7.07716666667,6.81306666667,29.5860666667,5.04296666667,10.8530166667,32.0336666667,9.01986666666
400.72,9.21553333334,29.7236,31.5162666667,8.08206666667,7.0297,6.69833333333,29.697,5.0093,10.8174,32.134,9.02179999999
401.08,9.25466666667,29.8401,31.593,8.09153333333,7.04336666667,6.68506666667,29.7106,5.02603333333,10.8573833333,32.1432666667,9.06146666667
401.44,9.22453333333,29.9175,31.632,8.13126666666,7.01436666667,6.66193333333,29.7455,5.0429,10.8703833333,32.1542666666,9.07753333333
401.80,9.24726666665,30.0039333333,31.6688666667,8.18273333333,7.02563333333,6.65653333333,29.8149,5.0613,10.9089166667,32.2149333333,9.09466666667
402.16,9.26720000001,30.132,31.7262,8.19779999999,7.09513333333,6.74173333333,29.9179666667,5.13633333333,10.9498833333,32.2826,9.17726666667
402.52,9.18786666667,30.1055333333,31.7644666667,8.13713333333,7.01836666667,6.68786666667,29.9282666667,5.07956666667,10.8613833333,32.2937333333,9.12053333334
402.88,9.24479999999,30.2577333333,31.8766666667,8.21466666667,7.06153333333,6.74586666667,30.0608333333,5.14186666667,10.9017833333,32.4877333333,9.17646666668
403.24,9.34586666668,30.4161333333,31.9793333333,8.30860000001,7.14433333333,6.86446666667,30.1297666667,5.22506666667,10.9843833333,32.6247333333,9.31480000001
403.60,9.391,30.5388,32.087,8.38873333332,7.21586666667,6.9422,30.2802,5.25113333333,11.06335,32.7947333333,9.39360000001
403.95,9.40653333333,30.5536333333,32.1644,8.42880000001,7.2023,6.91333333333,30.3576666667,5.2271,11.0445666667,32.8718666667,9.42026666667
404.31,9.45853333333,30.6137666667,32.2386,8.43786666667,7.21653333333,6.94666666667,30.4156666667,5.22973333333,11.0748833333,32.9496666667,9.45073333334
404.67,9.46986666667,30.6005666667,32.2842,8.47026666665,7.2469,7.02193333333,30.4200333334,5.25003333333,11.0940833333,32.9435333333,9.46306666667
405.03,9.4686,30.5886333333,32.3022,8.48346666667,7.2579,7.02066666667,30.4365,5.2377,11.0924,33.0008666667,9.44906666667
405.39,9.4396,30.6238666667,32.2893333334,8.44453333335,7.21496666667,6.9646,30.4234666667,5.13743333333,11.0409833333,33.0362666667,9.42273333332
405.75,9.43373333333,30.6368333333,32.3274,8.3996,7.21953333333,6.96653333333,30.4431333333,5.0898,11.0224833333,33.0926,9.39453333332
406.11,9.53759999999,30.8051,32.4825333333,8.50319999999,7.32923333333,7.04966666667,30.5566333333,5.19436666667,11.0974333333,33.2428,9.45399999999
406.47,9.57740000001,30.9035,32.5542,8.52086666665,7.36593333333,7.09793333333,30.5700666667,5.2168,11.1234666667,33.3673333333,9.47786666667
406.83,9.53353333333,30.8981,32.5767333333,8.50133333334,7.33433333333,7.00846666667,30.5507,5.1432,11.0691666667,33.3484666667,9.44893333333
407.19,9.57313333334,30.9519333333,32.6974666667,8.5422,7.38136666667,7.03933333333,30.6225666667,5.17043333333,11.0918666667,33.4131333333,9.44566666667
407.55,9.5848,30.9684666667,32.7544,8.54753333333,7.3589,7.03326666667,30.6298333333,5.16663333333,11.05465,33.4197333333,9.45793333333
407.90,9.57159999999,31.0446,32.8204,8.55393333333,7.3671,7.06066666667,30.6574333333,5.1867,11.0920833333,33.4354666667,9.46073333333
408.26,9.58560000001,31.1313666667,32.9283333333,8.57233333333,7.37496666667,7.0522,30.7475333333,5.19776666667,11.1018666667,33.5343333333,9.4884
408.62,9.58780000001,31.2860666667,33.0228666667,8.57360000001,7.3607,7.02766666667,30.8072333333,5.16856666667,11.0981333333,33.6486,9.43926666665
408.98,9.6314,31.4009,33.1398,8.63853333334,7.4014,7.07193333333,30.9364333334,5.18253333334,11.1307,33.77,9.4906
409.34,9.75126666666,31.5476666667,33.3950666667,8.74820000001,7.55236666667,7.1952,31.1704,5.3277,11.2825333333,33.9876666667,9.59873333334
409.70,9.79906666666,31.6686,33.5204666667,8.81086666668,7.57633333333,7.23386666667,31.2857666667,5.3802,11.3253166667,34.1062,9.656
410.06,9.75839999999,31.6679666667,33.5864,8.80926666666,7.50563333333,7.1994,31.3224666667,5.31056666667,11.2938166667,34.1122,9.59033333334
410.42,9.77833333333,31.7538,33.6570666667,8.82653333333,7.49696666667,7.18666666667,31.4091333333,5.31116666667,11.3241666667,34.1466666667,9.58046666668
410.77,9.87866666667,31.9145,33.7892666667,8.93653333333,7.59033333333,7.32493333333,31.5427666667,5.41953333333,11.44585,34.2898,9.62886666666
411.13,9.88926666664,32.0006666667,33.8646,8.97886666667,7.61223333333,7.33633333333,31.6361333333,5.4559,11.4639,34.3752666667,9.67246666666
411.49,9.89166666667,32.1305,33.9667333333,8.99053333333,7.6261,7.30346666667,31.7451333333,5.4859,11.5126833333,34.4755333333,9.68039999998
411.85,9.88406666668,32.1567,33.9751333334,8.98599999999,7.63246666667,7.30266666667,31.7302333333,5.49613333333,11.5107,34.4770666667,9.65886666666
412.21,9.80186666665,32.1592333333,33.9288,8.94013333332,7.52833333333,7.2258,31.7055,5.38686666667,11.45145,34.4382666667,9.55946666668
412.57,9.86666666667,32.2613,34.062,8.99333333334,7.56293333333,7.26133333333,31.8405333333,5.44666666667,11.5171166667,34.571,9.62006666668
412.92,9.95580000001,32.4081333333,34.2065333333,9.09619999999,7.64033333333,7.3564,31.9641,5.52826666667,11.6215833333,34.6924666667,9.69266666666
413.28,9.89973333332,32.4545666667,34.2014666667,9.06746666668,7.58263333333,7.30993333333,31.9812666667,5.5019,11.5709166667,34.6934666667,9.61353333334
413.64,9.85233333335,32.5201,34.3104666667,9.0644,7.56336666667,7.2848,32.0178333333,5.4733,11.5643166667,34.759,9.58986666666
414.00,9.86786666665,32.5904333333,34.3474,9.08713333333,7.58896666667,7.29513333333,32.0867333333,5.4815,11.5952666667,34.8844666667,9.62393333334
414.36,9.93680000001,32.7034666667,34.4796666667,9.18326666665,7.65993333333,7.36933333333,32.2591333333,5.52026666667,11.65865,35.009,9.68593333334
414.72,10.0090666667,32.8019333333,34.6372666667,9.28113333333,7.7463,7.4302,32.3982666667,5.60403333333,11.7427333333,35.1104,9.8152
415.07,10.1072,32.9417666667,34.7454666667,9.35933333333,7.79983333333,7.49886666667,32.5033333333,5.6335,11.81205,35.1992666667,9.86706666668
415.43,10.0975333333,32.9493,34.7756,9.37259999999,7.8136,7.52173333333,32.5261333334,5.61413333333,11.8034666667,35.2299333333,9.8462
415.79,10.1641333333,33.1121333333,34.9698666667,9.43120000001,7.8525,7.567,32.7108666667,5.65203333333,11.8509,35.4404666667,9.87793333334
416.15,10.2112,33.2079,35.0777333333,9.50973333333,7.92256666667,7.6184,32.8028333333,5.71603333333,11.9044833333,35.5109333333,9.9254
416.51,10.1851333333,33.2418666667,35.1069333333,9.50600000001,7.90246666667,7.60453333333,32.7952,5.69153333333,11.8742,35.51,9.9152
416.86,10.1185333333,33.2354333333,35.118,9.4812,7.86396666667,7.54753333333,32.7860333333,5.65856666667,11.8255,35.5307333333,9.88386666668
417.22,10.0942666667,33.2515666667,35.1350666667,9.48233333334,7.82966666667,7.49673333333,32.7546,5.61266666667,11.80335,35.5071333333,9.87513333332
417.58,10.1018666667,33.3111666667,35.2062,9.50326666667,7.8258,7.46773333333,32.8111,5.60206666666,11.7814,35.5853333333,9.84293333334
417.94,10.1021333333,33.4391,35.3212,9.51413333334,7.824,7.4356,32.8706666667,5.5794,11.77975,35.6294,9.8278
418.29,10.0494,33.4601333333,35.4040666667,9.48633333333,7.79803333333,7.39293333333,32.8823,5.55816666667,11.7489666667,35.6584666667,9.80426666668
418.65,9.96340000002,33.4541333333,35.4004,9.41826666666,7.7104,7.3188,32.8261,5.47506666667,11.6537833333,35.6392666667,9.72386666668
419.01,9.89153333334,33.4838,35.4554666667,9.39626666667,7.66046666667,7.24453333333,32.8310333333,5.43473333333,11.6044666667,35.6833333333,9.67786666668
419.37,9.93606666665,33.6145666667,35.5772,9.46573333333,7.67873333333,7.27966666667,32.9355666667,5.46513333333,11.6327833333,35.8068,9.70199999998
419.73,9.92873333332,33.6633333333,35.6128,9.47686666667,7.68046666667,7.25413333333,32.9754666667,5.45946666667,11.6347333333,35.8231333333,9.71353333332
420.08,9.94246666667,33.7396333333,35.7135333333,9.48160000001,7.6834,7.2476,33.0285,5.46126666667,11.6379666667,35.9072,9.73806666666
420.44,9.95146666668,33.7869333333,35.7753333333,9.50059999999,7.7031,7.25533333333,33.0802,5.47723333333,11.6624666667,35.972,9.73373333334
420.80,9.9528,33.8476333333,35.8445333333,9.50773333332,7.6864,7.2372,33.1468333333,5.4642,11.64155,36.011,9.73
421.16,9.98060000001,33.9509333333,35.9450666667,9.54346666667,7.71073333334,7.27666666667,33.2384,5.486,11.6781666667,36.1076666667,9.76146666668
421.51,10.0248666667,34.0335333333,36.0463333333,9.6036,7.7398,7.31373333333,33.3133666667,5.51726666667,11.7245,36.1752,9.80753333332
421.87,9.99113333332,34.0191333333,36.0648666667,9.60120000001,7.69636666667,7.30033333333,33.3278333334,5.48136666667,11.6948166667,36.1919333333,9.78953333334
422.23,9.99186666667,34.0814666667,36.1257333333,9.62186666666,7.69173333333,7.304,33.3845666667,5.4738,11.7016833333,36.2562,9.79693333334
422.58,10.0278,34.17,36.1908666667,9.66419999999,7.7261,7.327,33.4822666667,5.50316666667,11.7383166667,36.3454666667,9.81893333332
422.94,10.0382,34.2108333334,36.2308666667,9.68846666667,7.73223333333,7.3354,33.5232666667,5.51003333333,11.73295,36.399,9.81233333332
423.30,10.0202,34.1972666667,36.2470666667,9.67666666667,7.72056666667,7.31613333333,33.5258,5.48976666667,11.7152666667,36.3873333333,9.79166666668
423.66,10.0314666667,34.2687666667,36.3557333334,9.70106666666,7.72176666666,7.3318,33.6044,5.48983333333,11.71145,36.4812,9.79133333332
424.01,10.0584,34.3355666667,36.4374666667,9.76333333334,7.7417,7.3444,33.6935666666,5.52096666667,11.7369166667,36.5498666666,9.81933333334
424.37,10.0721333333,34.4344666667,36.5368,9.8124,7.7495,7.3528,33.7833,5.52523333333,11.7540166667,36.6376666667,9.84146666666
424.73,10.0878666667,34.4922666667,36.5989333333,9.83600000001,7.78503333333,7.36766666667,33.8259666667,5.56063333333,11.7863,36.7087333333,9.84453333334
425.08,10.1154,34.5441666667,36.6671333333,9.87133333332,7.8069,7.3858,33.8961333333,5.5789,11.8043833333,36.7731333333,9.85026666666
425.44,10.0840666667,34.5770666667,36.6786666667,9.8596,7.7784,7.37153333333,33.9412,5.5472,11.7978,36.7924666667,9.82586666668
425.80,10.1362666667,34.6659,36.7533333333,9.91279999999,7.83743333333,7.41153333333,34.0031333333,5.61076666667,11.8532166667,36.8829333333,9.87386666668
426.16,10.1641333333,34.7135,36.7970666667,9.94526666668,7.85816666667,7.41006666667,34.0573333333,5.6335,11.87085,36.924,9.86480000002
426.51,10.1454666667,34.7422333334,36.8674666666,9.951,7.82786666667,7.35833333333,34.0807,5.59373333333,11.8471833333,36.9856,9.82953333334
426.87,10.1031333333,34.837,36.9593333333,9.9292,7.77183333333,7.3238,34.1541333333,5.5367,11.8165166667,37.0556,9.79733333332
427.23,10.1008,34.9498333333,37.0498666667,9.93719999999,7.76143333333,7.30566666667,34.2430333333,5.52556666667,11.8186666667,37.1493333333,9.7894
427.58,10.097,35.0254333333,37.0924,10.0012666667,7.7813,7.31526666667,34.2993666667,5.54423333333,11.8566,37.189,9.8044
427.94,10.1421333333,35.1685333333,37.2054,10.0553333333,7.83496666667,7.37453333333,34.4214,5.58303333333,11.91165,37.3321333333,9.82713333334
428.30,10.1481333333,35.2120666667,37.2568,10.0592,7.8393,7.37166666667,34.4680666667,5.5743,11.9103333333,37.3629333334,9.79746666666
428.65,10.1661333333,35.3030666667,37.3343333333,10.1073333333,7.8369,7.391,34.5274333333,5.5665,11.9217333333,37.4257333333,9.81053333334
429.01,10.1708666667,35.4070333333,37.4544666667,10.1492,7.83533333333,7.37686666667,34.5922,5.56693333333,11.9223333333,37.5041333333,9.8312
429.37,10.233,35.5527666667,37.595,10.2212666667,7.90806666667,7.41193333333,34.7215333333,5.6452,11.96895,37.6612666667,9.88146666668
429.72,10.2508666667,35.6312666667,37.7202,10.2555333333,7.90976666667,7.39433333333,34.8300666667,5.6417,11.96915,37.7550666667,9.8682
430.08,10.2686666667,35.7539,37.8404666666,10.2726666667,7.9101,7.38933333333,34.9126333333,5.6307,11.9704833333,37.8438,9.91713333332
430.44,10.2614666667,35.8351,37.9096666667,10.285,7.90423333333,7.3928,35.0118666667,5.61896666667,11.9733166667,37.9007333333,9.92053333334
430.79,10.3198666667,35.9156666667,38.0218,10.3700666667,7.99473333334,7.4364,35.1237333333,5.69333333333,12.0527833333,38.0054,9.99766666668
431.15,10.3806666667,36.0305333333,38.1603333333,10.4503333333,8.03560000001,7.49773333333,35.2302,5.732,12.1090333333,38.1626666667,10.0799333333
431.50,10.4318,36.0823,38.2061333333,10.4858666667,8.04903333334,7.49893333333,35.2742666667,5.74776666667,12.1308,38.2246666667,10.1081333333
431.86,10.3852,36.0692,38.1990666667,10.4518666667,7.9746,7.43713333333,35.2411,5.67373333333,12.0644333333,38.1915333333,10.0426
432.22,10.4001333333,36.1457,38.2723333333,10.505,7.99286666666,7.4578,35.3139666667,5.70233333333,12.0929666667,38.27,10.0853333333
432.57,10.4069333333,36.2292333334,38.3358666666,10.5322666667,7.99656666667,7.44813333333,35.3967666667,5.69223333333,12.1035833333,38.3377333333,10.0792666667
432.93,10.3885333333,36.2579,38.3736,10.5232666667,7.99073333334,7.431,35.4659,5.6762,12.0929666667,38.3864666667,10.0532666667
433.29,10.3732666667,36.2745333333,38.4070666667,10.5399333333,7.99026666667,7.43646666667,35.4645333333,5.67266666667,12.0812166667,38.3826,10.0457333333
433.64,10.3924,36.3539333333,38.4913333333,10.5917333333,8.01790000001,7.47073333333,35.5259333333,5.7129,12.10005,38.456,10.1058666667
434.00,10.3653333333,36.3954,38.5072666667,10.6180666667,8.02506666667,7.4722,35.5383666667,5.7218,12.0964666667,38.4968,10.0953333333
434.35,10.3899333333,36.4558333333,38.5579333333,10.6716666667,8.05796666666,7.523,35.5791,5.76843333333,12.1375166667,38.5540666667,10.1214666667
434.71,10.3918,36.487,38.5648666667,10.6871333333,8.04466666667,7.5162,35.6115,5.77393333333,12.1199666667,38.5602,10.0988
435.07,10.3848,36.5093,38.6080666666,10.7192666667,8.06190000001,7.48473333333,35.6412,5.77463333333,12.1207833333,38.5796,10.0756666667
435.42,10.3515333333,36.5616333333,38.6754,10.7147333333,8.0446,7.46033333333,35.6921333333,5.76266666667,12.10275,38.6546,10.0288666667
435.78,10.3203333333,36.5820333333,38.728,10.708,8.02946666667,7.43626666667,35.7444666667,5.7518,12.09325,38.7027333333,10.0128666667
436.13,10.3041333333,36.6546666667,38.7986,10.7146666667,8.01373333333,7.42146666667,35.7897666667,5.72973333333,12.0627666667,38.7786,9.99233333334
436.49,10.2898666667,36.6700333333,38.8639333333,10.7508,8.00276666667,7.42306666667,35.8123,5.72463333333,12.0486333333,38.81,9.98926666666
436.84,10.3009333333,36.7524333333,38.9398666667,10.8000666667,8.0232,7.43386666667,35.8804666667,5.72826666667,12.0580833333,38.8982,10.004
437.20,10.2949333333,36.8124333333,39.0034,10.8077333333,8.0102,7.4174,35.9365,5.70673333333,12.0497333333,38.9729333333,9.99266666666
