wavelength,Back_ParHumf,Belly_ParHumf,Breast_ParHumf,Crissum_ParHumf,Crown_ParHumf,DorTail_ParHumf,Patch10_ParHumf,Patch11_ParHumf,Patch12_ParHumf,Patch13_ParHumf,Rump_ParHumf,Throat_ParHumf,WingTip_ParHumf
558.87,14.6586666667,55.3333333333,31.639,40.5176666667,9.78033333333,12.4313333333,12.6666666667,10.5333333333,37.6703333333,7.459,12.5723333333,33.6233333333,8.01566666667
559.21,14.7386666667,55.2536666667,31.6156666667,40.398,9.60966666667,12.4043333333,12.506,10.4763333333,37.6656666667,7.424,12.4983333333,33.6146666667,8.01733333333
559.55,14.716,55.3066666667,31.5813333333,40.458,9.538,12.4813333333,12.4503333333,10.4493333333,37.6076666667,7.38933333333,12.4503333333,33.699,8.05866666667
559.89,14.6273333333,55.313,31.5223333333,40.446,9.442,12.6536666667,12.4603333333,10.5256666667,37.6443333333,7.391,12.46,33.7046666667,8.18833333333
560.23,14.706,55.1393333333,31.5486666667,40.4336666667,9.56666666667,12.898,12.592,10.6846666667,37.7373333333,7.59066666667,12.6303333333,33.7086666667,8.387
560.58,14.7446666667,54.9823333333,31.4913333333,40.3366666667,9.584,12.7956666667,12.491,10.6566666667,37.6953333333,7.68066666667,12.4916666667,33.668,8.54066666667
560.92,14.829,55.0493333333,31.443,40.2126666667,9.52166666667,12.6953333333,12.5363333333,10.7673333333,37.912,7.71466666667,12.4903333333,33.6746666667,8.42066666667
561.26,14.8953333333,54.9286666667,31.4976666667,40.071,9.64533333333,12.6143333333,12.614,10.809,37.941,7.735,12.6143333333,33.5826666667,8.42966666667
561.60,15.111,55.1563333333,31.7513333333,40.2863333333,9.84566666667,12.6553333333,12.8513333333,11.0206666667,38.1773333333,7.86433333333,12.7006666667,33.8156666667,8.648
561.94,15.2506666667,55.2176666667,31.8683333333,40.3576666667,10.0593333333,12.779,13.0116666667,11.2386666667,38.3143333333,8.14366666667,12.8916666667,34.017,8.84966666667
562.28,15.19,54.9816666667,31.7226666667,40.2533333333,10.0146666667,12.7666666667,13.117,11.1633333333,38.2103333333,8.14333333333,12.7816666667,33.8626666667,8.85166666667
562.62,15.2703333333,55.089,31.8223333333,40.496,9.99166666667,12.8283333333,13.2156666667,11.1383333333,38.2476666667,8.16766666667,12.7316666667,34.0033333333,8.823
562.96,15.2886666667,55.106,31.7936666667,40.429,10.1976666667,12.9163333333,13.388,11.288,38.2553333333,8.27433333333,12.8646666667,34.1143333333,9.05533333333
563.30,15.426,55.1696666667,31.747,40.435,10.3106666667,12.9303333333,13.4613333333,11.3513333333,38.376,8.37533333333,12.9226666667,34.0973333333,9.081
563.64,15.6596666667,55.135,31.9216666667,40.5003333333,10.4133333333,12.936,13.581,11.4023333333,38.6223333333,8.378,12.9286666667,34.272,9.13066666667
563.99,15.6193333333,55.172,31.916,40.4626666667,10.3026666667,12.799,13.4546666667,11.2193333333,38.559,8.29266666667,12.8553333333,34.3133333333,9.08266666667
564.33,15.5326666667,54.8793333333,31.7593333333,40.2746666667,10.3573333333,12.8453333333,13.4776666667,11.2443333333,38.4606666667,8.22666666667,12.7903333333,34.103,9.02433333333
564.67,15.41,54.7716666667,31.7473333333,40.3026666667,10.3426666667,12.9703333333,13.4743333333,11.1693333333,38.3263333333,8.25933333333,12.8833333333,34.1063333333,9.066
565.01,15.4933333333,54.8613333333,31.8656666667,40.5183333333,10.3313333333,13.094,13.6096666667,11.2166666667,38.5416666667,8.401,12.929,34.2586666667,9.049
565.35,15.2626666667,54.6606666667,31.682,40.5356666667,10.1663333333,13.0006666667,13.4426666667,10.9983333333,38.3906666667,8.24233333333,12.7146666667,34.0936666667,8.81433333333
565.69,15.1256666667,54.4876666667,31.4073333333,40.4083333333,9.92566666667,12.7373333333,13.2446666667,10.7023333333,38.2126666667,7.99966666667,12.5706666667,33.8983333333,8.667
566.03,15.1463333333,54.612,31.351,40.3393333333,9.919,12.711,13.1253333333,10.652,38.2546666667,7.975,12.6346666667,34.0153333333,8.65033333333
566.37,15.0503333333,54.4063333333,31.1696666667,40.172,9.86266666667,12.678,13.0256666667,10.514,38.426,7.90133333333,12.6146666667,33.8706666667,8.62266666667
566.71,15.0396666667,54.4246666667,31.1936666667,40.2583333333,9.81766666667,12.647,13.0333333333,10.495,38.5933333333,7.849,12.5966666667,33.8776666667,8.558
567.05,14.9686666667,54.307,31.1623333333,40.3036666667,9.77566666667,12.639,13.064,10.3536666667,38.475,7.789,12.55,33.803,8.56333333333
567.39,14.8643333333,54.3006666667,31.071,40.3056666667,9.69466666667,12.5193333333,12.9536666667,10.3783333333,38.3943333333,7.84733333333,12.5126666667,33.691,8.55033333333
567.73,14.8906666667,54.3113333333,30.991,40.1543333333,9.749,12.5356666667,13.0116666667,10.412,38.372,7.80566666667,12.5096666667,33.6486666667,8.597
568.07,14.9196666667,54.5103333333,31.065,40.3336666667,9.65933333333,12.5733333333,12.997,10.4353333333,38.5086666667,7.84766666667,12.5473333333,33.796,8.56466666667
568.41,14.9713333333,54.5016666667,31.04,40.234,9.62133333333,12.3883333333,12.9203333333,10.4033333333,38.578,7.82733333333,12.3816666667,33.78,8.55033333333
568.75,14.9703333333,54.6333333333,30.9703333333,40.2243333333,9.69,12.284,12.8316666667,10.416,38.436,7.835,12.3563333333,33.769,8.54766666667
569.09,15.0183333333,54.714,31.0256666667,40.1373333333,9.784,12.2953333333,12.9943333333,10.5946666667,38.555,7.951,12.546,33.7883333333,8.68933333333
569.43,15.1253333333,54.939,31.215,40.3386666667,9.84533333333,12.541,13.1576666667,10.7306666667,38.725,7.94933333333,12.561,33.8973333333,8.72366666667
569.77,15.1276666667,54.8493333333,31.1436666667,40.4273333333,9.84766666667,12.4976666667,13.2493333333,10.7676666667,38.782,7.87833333333,12.5883333333,33.8906666667,8.662
570.11,15.113,55.0836666667,31.3216666667,40.483,9.879,12.4223333333,13.3063333333,10.814,38.7726666667,7.88,12.4993333333,34.0253333333,8.796
570.45,15.175,55.1196666667,31.317,40.633,9.86566666667,12.527,13.3676666667,10.8963333333,38.7183333333,7.91933333333,12.571,34.1233333333,8.804
570.79,15.1163333333,55.2326666667,31.3576666667,40.604,9.746,12.5466666667,13.2096666667,10.9463333333,38.7846666667,7.88933333333,12.5843333333,34.171,8.73933333333
571.13,15.1316666667,55.446,31.285,40.5496666667,9.797,12.644,13.275,10.9233333333,38.8413333333,7.823,12.6626666667,34.243,8.66433333333
571.47,15.0726666667,55.4573333333,31.288,40.747,9.78466666667,12.7386666667,13.2976666667,10.927,39.027,7.88666666667,12.7016666667,34.2606666667,8.65433333333
571.81,15.0563333333,55.3666666667,31.306,40.688,9.796,12.8156666667,13.2906666667,10.9283333333,39.0323333333,7.85366666667,12.7853333333,34.271,8.71233333333
572.15,15.106,55.4523333333,31.3026666667,40.6743333333,9.802,13.0086666667,13.3723333333,10.9836666667,39.1223333333,7.84366666667,12.8206666667,34.2546666667,8.77733333333
572.49,15.1493333333,55.3003333333,31.288,40.6093333333,9.82233333333,13.116,13.448,10.896,39.1373333333,7.72833333333,12.8026666667,34.2803333333,8.77833333333
572.83,15.2153333333,55.308,31.1663333333,40.6783333333,9.76533333333,13.1086666667,13.338,10.8393333333,39.236,7.653,12.759,34.3593333333,8.77533333333
573.17,15.2016666667,55.1476666667,31.091,40.5486666667,9.843,13.1403333333,13.3756666667,10.8196666667,39.168,7.74566666667,12.8026666667,34.358,8.84266666667
573.51,15.1583333333,55.0223333333,31.0796666667,40.3246666667,9.827,13.1406666667,13.286,10.8023333333,39.0826666667,7.73066666667,12.7466666667,34.1996666667,8.88766666667
573.85,15.285,55.0533333333,31.0703333333,40.3296666667,9.924,13.309,13.3576666667,10.8633333333,39.1156666667,7.789,12.937,34.157,8.81966666667
574.19,15.2603333333,55.0026666667,31.0263333333,40.2603333333,9.869,13.2496666667,13.3483333333,10.7573333333,39.144,7.74733333333,12.8423333333,34.117,8.85766666667
574.53,15.3433333333,55.0873333333,31.1173333333,40.3433333333,9.96233333333,13.2956666667,13.5893333333,10.83,39.2886666667,7.76533333333,12.8403333333,34.195,8.98866666667
574.87,15.3013333333,54.93,31.172,40.3363333333,9.87866666667,13.241,13.7023333333,10.8013333333,39.4513333333,7.78066666667,12.824,34.212,9.019
575.21,15.3436666667,54.898,31.2766666667,40.2783333333,9.87266666667,13.1976666667,13.742,10.8206666667,39.5346666667,7.75833333333,12.8193333333,34.288,9.059
575.55,15.4493333333,54.935,31.3216666667,40.384,9.948,13.1836666667,13.7696666667,10.8136666667,39.603,7.793,12.8773333333,34.277,9.01033333333
575.89,15.3123333333,54.838,31.3596666667,40.4726666667,9.994,13.1066666667,13.6766666667,10.7886666667,39.6053333333,7.77533333333,12.9413333333,34.3733333333,8.91433333333
576.22,15.2823333333,54.9373333333,31.4246666667,40.467,9.929,13.0086666667,13.746,10.8766666667,39.7223333333,7.86466666667,12.9946666667,34.4636666667,9.00166666667
576.56,15.2793333333,54.972,31.5686666667,40.447,9.97866666667,13.0303333333,13.8466666667,10.7746666667,39.644,7.93,13.0233333333,34.406,8.996
576.90,15.3346666667,55.0183333333,31.579,40.4503333333,9.98666666667,12.991,13.886,10.8886666667,39.79,7.92666666667,13.0763333333,34.4273333333,8.94966666667
577.24,15.5546666667,55.385,31.819,40.8253333333,10.1183333333,13.162,14.0473333333,10.9966666667,40.0716666667,8.063,13.1623333333,34.5846666667,9.02833333333
577.58,15.471,55.307,31.734,40.8013333333,10.025,13.012,13.9926666667,10.885,40.1596666667,7.98066666667,13.125,34.6003333333,8.939
577.92,15.3226666667,55.419,31.7996666667,40.8396666667,10.0473333333,12.9676666667,13.8586666667,10.8916666667,40.1426666667,7.863,13.1613333333,34.5106666667,8.81566666667
578.26,15.2466666667,55.2673333333,31.5883333333,40.7423333333,9.96366666667,12.7396666667,13.6363333333,10.7726666667,39.981,7.79766666667,13.065,34.4833333333,8.63066666667
578.60,15.187,55.382,31.5693333333,40.9103333333,9.943,12.6503333333,13.504,10.6993333333,39.7723333333,7.66666666667,12.9756666667,34.3496666667,8.53666666667
578.94,15.2113333333,55.6386666667,31.6533333333,41.068,10.0383333333,12.716,13.531,10.828,39.8203333333,7.59333333333,13.1736666667,34.456,8.63266666667
579.28,15.055,55.6946666667,31.5726666667,41.1756666667,9.841,12.767,13.5066666667,10.8533333333,39.823,7.485,13.039,34.5836666667,8.67533333333
579.61,15.2346666667,55.8266666667,31.5596666667,41.2496666667,9.811,12.804,13.669,10.9006666667,39.8303333333,7.544,13.0633333333,34.588,8.712
579.95,15.222,55.8716666667,31.4886666667,41.37,9.70566666667,12.894,13.4826666667,10.8476666667,39.7713333333,7.47466666667,13.0346666667,34.3963333333,8.634
580.29,15.0833333333,55.8113333333,31.2996666667,41.2986666667,9.5,12.7553333333,13.3436666667,10.8466666667,39.7553333333,7.28766666667,12.8983333333,34.2786666667,8.56333333333
580.63,15.0586666667,56.007,31.5083333333,41.2556666667,9.41266666667,12.7733333333,13.3876666667,10.7676666667,39.8553333333,7.26266666667,12.9266666667,34.318,8.6
580.97,14.7506666667,55.958,31.5316666667,41.1433333333,9.31866666667,12.7206666667,13.2786666667,10.6903333333,39.936,7.21566666667,13.1323333333,34.3576666667,8.61433333333
581.31,14.873,55.7856666667,31.494,41.0873333333,9.37233333333,12.7113333333,13.2543333333,10.8073333333,39.7993333333,7.26633333333,13.0793333333,34.3083333333,8.83
581.65,14.958,55.534,31.4623333333,40.9,9.33566666667,12.6056666667,13.2536666667,10.827,39.7613333333,7.34466666667,13.013,34.3333333333,8.89133333333
581.98,15.0026666667,55.646,31.632,40.7833333333,9.385,12.7873333333,13.4513333333,10.862,40.0823333333,7.37533333333,13.2733333333,34.3616666667,8.88033333333
582.32,14.96,55.2233333333,31.5093333333,40.555,9.309,12.694,13.305,10.7943333333,40.047,7.40966666667,13.3146666667,34.33,8.87633333333
582.66,14.9303333333,54.906,31.4503333333,40.316,9.14,12.6123333333,13.2843333333,10.701,39.9186666667,7.40866666667,13.1706666667,34.1376666667,8.63866666667
583.00,14.9713333333,54.9063333333,31.5,40.1826666667,9.32833333333,12.653,13.4036666667,10.715,39.964,7.59966666667,13.214,34.1313333333,8.78666666667
583.34,14.9826666667,55.224,31.6303333333,40.3176666667,9.424,12.811,13.4423333333,10.907,40.1073333333,7.721,13.3656666667,34.223,8.936
583.68,15.1636666667,55.504,31.8163333333,40.4173333333,9.55833333333,12.8443333333,13.598,10.989,40.5236666667,7.78966666667,13.4916666667,34.435,9.046
584.01,15.3206666667,55.7246666667,31.9386666667,40.55,9.70366666667,12.8826666667,13.6336666667,11.0296666667,40.7643333333,7.93833333333,13.4583333333,34.6403333333,8.98166666667
584.35,15.5573333333,55.732,32.0276666667,40.95,9.92333333333,13.1036666667,13.6926666667,11.2286666667,40.8226666667,8.078,13.6336666667,34.8253333333,9.197
584.69,15.7806666667,55.9463333333,32.211,41.1403333333,10.1003333333,13.1523333333,13.8413333333,11.4196666667,40.7853333333,8.161,13.5163333333,34.9673333333,9.23433333333
585.03,15.6693333333,56.0526666667,32.2766666667,41.173,10.0513333333,13.3986666667,13.8426666667,11.374,40.9063333333,8.215,13.517,34.8933333333,9.03433333333
585.37,15.7863333333,56.3303333333,32.374,41.266,10.1383333333,13.5706666667,13.8473333333,11.385,41.068,8.30866666667,13.7093333333,34.916,9.07033333333
585.70,15.768,56.2203333333,32.2766666667,41.3803333333,10.1796666667,13.6256666667,13.8526666667,11.3646666667,41.1336666667,8.32366666667,13.5466666667,34.992,9.22166666667
586.04,16.0356666667,56.6173333333,32.5246666667,41.578,10.4143333333,13.994,14.1223333333,11.568,41.3806666667,8.40266666667,13.6783333333,35.207,9.39833333333
586.38,16.033,56.7346666667,32.5376666667,41.5853333333,10.6196666667,14.0583333333,14.2056666667,11.4453333333,41.4283333333,8.62566666667,13.734,35.3373333333,9.43133333333
586.72,16.0646666667,56.838,32.5893333333,41.537,10.7686666667,14.048,14.1753333333,11.552,41.498,8.55566666667,13.901,35.2033333333,9.437
587.06,16.003,56.6063333333,32.572,41.393,10.6946666667,13.8856666667,14.188,11.4166666667,41.3936666667,8.40166666667,13.71,35.1676666667,9.34833333333
587.39,15.8373333333,56.5413333333,32.3343333333,41.3733333333,10.6586666667,13.9853333333,14.1403333333,11.415,41.218,8.36,13.6456666667,35.1276666667,9.31033333333
587.73,15.893,56.4046666667,32.3916666667,41.2413333333,10.5986666667,14.1056666667,14.096,11.4346666667,41.1456666667,8.283,13.827,35.111,9.34966666667
588.07,15.6316666667,56.5173333333,32.2406666667,41.0006666667,10.2933333333,13.782,13.8683333333,11.012,41.0676666667,7.88766666667,13.523,34.9146666667,8.99933333333
588.41,15.7073333333,56.3353333333,32.0346666667,41.077,10.15,13.597,13.74,10.9043333333,41.182,7.715,13.6063333333,34.8516666667,8.99466666667
588.74,15.785,56.5723333333,32.1323333333,41.2923333333,10.1803333333,13.4973333333,13.669,11.057,41.3023333333,7.721,13.6496666667,34.944,9.16
589.08,15.8163333333,56.5403333333,32.1556666667,41.2746666667,10.1926666667,13.5176666667,13.8026666667,11.0003333333,41.37,7.75166666667,13.679,34.9863333333,9.11
589.42,15.8976666667,56.663,32.2226666667,41.4386666667,10.2316666667,13.544,13.7336666667,11.0856666667,41.2206666667,7.81133333333,13.762,34.89,9.03566666667
589.76,15.851,56.5796666667,32.1863333333,41.354,10.201,13.3673333333,13.614,11.026,41.0316666667,7.78333333333,13.766,34.8406666667,9.04433333333
590.09,15.7886666667,56.516,31.979,41.3376666667,9.98866666667,13.1176666667,13.318,11.0763333333,40.9176666667,7.63233333333,13.566,34.612,8.98666666667
590.43,15.8976666667,56.68,32.0456666667,41.5033333333,9.92866666667,13.12,13.36,11.063,41.0033333333,7.72766666667,13.514,34.8326666667,8.97733333333
590.77,15.8703333333,56.608,32.059,41.6256666667,9.99133333333,13.1096666667,13.264,11.0146666667,41.3166666667,7.76133333333,13.4663333333,34.733,8.98733333333
591.11,15.7356666667,56.4086666667,32.0923333333,41.4966666667,9.76366666667,12.934,13.176,10.801,41.439,7.698,13.2633333333,34.565,8.83266666667
591.44,15.432,56.4763333333,32.0596666667,41.6816666667,9.66066666667,12.7863333333,13.0803333333,10.7093333333,41.3876666667,7.59366666667,13.0803333333,34.617,8.67133333333
591.78,15.4426666667,56.326,32.129,41.6863333333,9.75333333333,12.926,13.2883333333,10.938,41.5293333333,7.834,13.298,34.7143333333,8.774
592.12,15.3543333333,56.316,32.0503333333,41.5296666667,9.567,12.965,13.259,10.8403333333,41.2946666667,7.76533333333,13.0726666667,34.616,8.774
592.46,15.2536666667,56.0966666667,32.0523333333,41.371,9.602,13.0536666667,13.4153333333,10.697,41.0876666667,7.676,13.0436666667,34.6143333333,8.77133333333
592.79,15.164,56.3586666667,31.9236666667,41.4583333333,9.56433333333,13.108,13.4506666667,10.7393333333,41.1746666667,7.61633333333,12.961,34.6646666667,8.72233333333
593.13,15.1773333333,56.5873333333,32.083,41.342,9.51266666667,13.1456666667,13.4386666667,10.8016666667,41.2346666667,7.589,12.9603333333,34.7103333333,8.878
593.47,15.2183333333,56.6793333333,32.1323333333,41.4803333333,9.571,13.2323333333,13.591,10.8786666667,41.306,7.769,12.9706666667,34.7283333333,8.99933333333
593.80,15.3926666667,56.923,32.4646666667,41.6736666667,9.772,13.5506666667,13.8846666667,11.022,41.5116666667,7.79633333333,13.1406666667,35.0603333333,9.17066666667
594.14,15.5543333333,56.7396666667,32.5483333333,41.653,9.83366666667,13.5163333333,13.909,11.1423333333,41.55,7.721,13.1333333333,35.128,9.17
594.48,15.592,56.772,32.4276666667,41.5543333333,9.776,13.4796666667,13.8636666667,11.1293333333,41.3263333333,7.59033333333,13.123,35.208,9.15433333333
594.81,15.8163333333,56.8933333333,32.47,41.7803333333,10.129,13.6363333333,13.9563333333,11.3663333333,41.2906666667,7.73466666667,13.3956666667,35.327,9.45266666667
595.15,16.1736666667,57.1526666667,32.8143333333,42.095,10.4823333333,14.0456666667,14.2623333333,11.6326666667,41.6623333333,8.061,13.6136666667,35.582,9.82566666667
595.49,16.246,57.456,32.8996666667,42.4166666667,10.468,14.105,14.1896666667,11.7086666667,41.7026666667,8.13133333333,13.5613333333,35.738,9.85633333333
595.82,16.3616666667,57.6496666667,33.141,42.5096666667,10.6983333333,14.27,14.3706666667,11.8193333333,41.9826666667,8.281,13.7263333333,35.9516666667,9.879
596.16,16.4106666667,57.7013333333,33.1763333333,42.6213333333,10.676,14.196,14.419,11.9236666667,42.1003333333,8.33766666667,13.692,36.0273333333,10.0146666667
596.50,16.4856666667,57.5396666667,33.3333333333,42.7806666667,10.7793333333,14.1673333333,14.4713333333,12.0456666667,42.2296666667,8.37033333333,13.6573333333,36.0633333333,10.138
596.83,16.3956666667,57.402,33.227,42.7046666667,10.717,14.098,14.5166666667,11.948,42.204,8.34533333333,13.6303333333,36.0906666667,10.1266666667
597.17,16.444,57.2323333333,33.086,42.6193333333,10.787,14.135,14.4566666667,11.908,42.1573333333,8.321,13.607,36.1373333333,10.086
597.51,16.475,57.2166666667,33.0416666667,42.7666666667,10.7833333333,14.0916666667,14.3916666667,11.9083333333,42.1416666667,8.33333333333,13.5833333333,36.15,10.1
597.84,16.345,57.2106666667,32.9266666667,42.764,10.7863333333,14.0823333333,14.4383333333,11.8286666667,42.052,8.405,13.591,36.1803333333,10.0406666667
598.18,16.3243333333,57.361,33.004,42.7693333333,10.7963333333,14.0976666667,14.4183333333,11.9743333333,42.0673333333,8.53466666667,13.751,36.2013333333,10.1033333333
598.52,16.22,57.4173333333,33.1633333333,42.7883333333,10.7146666667,14.1466666667,14.3966666667,11.9033333333,42.1893333333,8.40066666667,13.664,36.2286666667,9.982
598.85,16.0076666667,57.1836666667,33.057,42.632,10.5243333333,13.8603333333,14.2476666667,11.7036666667,42.1253333333,8.193,13.5286666667,35.9783333333,9.93433333333
599.19,16.0333333333,56.873,32.8893333333,42.3896666667,10.55,13.755,14.2273333333,11.6183333333,41.9553333333,8.15833333333,13.4713333333,35.7156666667,10.049
599.53,15.9166666667,56.681,32.5303333333,42.3606666667,10.5563333333,13.6333333333,14.117,11.679,41.819,8.13733333333,13.4106666667,35.636,10.1403333333
599.86,15.9743333333,56.874,32.5126666667,42.374,10.5933333333,13.6796666667,14.1146666667,11.7803333333,41.9386666667,8.13066666667,13.4916666667,35.7466666667,10.089
600.20,16.003,56.943,32.5946666667,42.288,10.562,13.7263333333,14.096,11.8,41.7193333333,8.06633333333,13.607,35.7593333333,10.1526666667
600.53,16.156,57.1713333333,32.6223333333,42.558,10.697,13.9023333333,14.1326666667,12.0493333333,41.867,8.23333333333,13.762,35.9073333333,10.1663333333
600.87,16.247,57.374,32.8833333333,42.896,10.4713333333,13.969,14.2683333333,12.21,42.0466666667,8.19333333333,13.849,36.081,10.172
601.21,16.2426666667,57.471,32.8603333333,42.8443333333,10.349,14.0843333333,14.3503333333,12.2903333333,41.977,8.279,13.9363333333,36.014,10.27
601.54,16.3,57.5853333333,32.9376666667,42.897,10.3646666667,14.2443333333,14.3216666667,12.3143333333,42.0863333333,8.43466666667,14.0606666667,36.016,10.413
601.88,16.3763333333,57.5043333333,32.9493333333,43.0016666667,10.4456666667,14.3713333333,14.568,12.3383333333,42.0836666667,8.441,13.978,36.0593333333,10.418
602.21,16.4453333333,57.2423333333,32.8816666667,42.875,10.581,14.268,14.6383333333,12.5686666667,41.9353333333,8.575,14.0146666667,36.225,10.572
602.55,16.6446666667,57.224,32.758,42.724,10.594,14.4126666667,14.648,12.7646666667,41.756,8.68433333333,14.0026666667,36.3066666667,10.4543333333
602.88,16.709,57.5233333333,32.9683333333,42.8836666667,10.6613333333,14.5716666667,14.7753333333,12.9346666667,42.0523333333,8.677,14.0883333333,36.6156666667,10.543
603.22,16.8776666667,57.6696666667,33.3086666667,43.0083333333,10.659,14.686,14.9013333333,12.9913333333,42.1816666667,8.71566666667,14.1153333333,36.6656666667,10.5846666667
603.56,16.841,57.7236666667,33.3006666667,43.1023333333,10.5626666667,14.7263333333,14.783,12.8553333333,42.2516666667,8.68366666667,13.9813333333,36.7033333333,10.5303333333
603.89,16.782,57.6303333333,33.158,43.0553333333,10.495,14.6626666667,14.7263333333,12.8376666667,42.2343333333,8.71,13.953,36.6723333333,10.487
604.23,16.6786666667,57.463,33.1833333333,42.9236666667,10.3956666667,14.6736666667,14.737,12.7396666667,42.2053333333,8.66666666667,13.9003333333,36.5456666667,10.451
604.56,16.5756666667,57.593,33.1913333333,42.7703333333,10.432,14.6253333333,14.6256666667,12.6586666667,42.3756666667,8.71033333333,13.7726666667,36.587,10.3926666667
604.90,16.5626666667,57.7423333333,33.2536666667,42.8733333333,10.499,14.5573333333,14.5496666667,12.5916666667,42.6016666667,8.669,13.6863333333,36.681,10.2986666667
605.23,16.2976666667,57.7233333333,33.1226666667,42.7473333333,10.3946666667,14.368,14.4653333333,12.3976666667,42.463,8.43266666667,13.476,36.447,10.1596666667
605.57,16.3356666667,57.8403333333,33.234,42.772,10.573,14.4643333333,14.522,12.386,42.59,8.45366666667,13.537,36.43,10.258
605.90,16.3306666667,58.327,33.231,42.948,10.4226666667,14.5373333333,14.554,12.3096666667,42.6333333333,8.391,13.483,36.547,10.1506666667
606.24,16.2576666667,58.4466666667,33.2723333333,43.1556666667,10.519,14.5073333333,14.6986666667,12.2953333333,42.7203333333,8.40266666667,13.5493333333,36.6856666667,10.3103333333
606.58,16.2646666667,58.3753333333,33.1563333333,43.145,10.4923333333,14.3906666667,14.6383333333,12.2163333333,42.588,8.49466666667,13.5683333333,36.5156666667,10.28
606.91,16.1786666667,58.2373333333,33.1723333333,42.926,10.416,14.3533333333,14.5413333333,12.188,42.5146666667,8.501,13.4586666667,36.537,10.0403333333
607.25,16.1306666667,58.2186666667,33.153,42.7003333333,10.3486666667,14.185,14.6536666667,12.258,42.574,8.52033333333,13.564,36.4223333333,9.89833333333
607.58,16.0063333333,58.392,33.008,42.7926666667,10.3,14.08,14.46,12.0996666667,42.5123333333,8.41933333333,13.4383333333,36.2903333333,9.71233333333
607.92,15.9803333333,58.329,32.9356666667,42.773,10.3433333333,14.011,14.39,12.0863333333,42.3846666667,8.347,13.3513333333,36.432,9.747
608.25,15.886,58.0866666667,32.6873333333,42.6406666667,10.2136666667,13.8483333333,14.2166666667,12.0353333333,42.102,8.248,13.3013333333,36.2053333333,9.639
608.59,15.852,57.9216666667,32.5053333333,42.5946666667,10.1346666667,13.75,14.2043333333,12.0313333333,42.034,8.086,13.2156666667,36.2723333333,9.62666666667
608.92,15.9783333333,57.8826666667,32.605,42.748,10.0363333333,13.731,14.1576666667,12.1503333333,42.082,8.01166666667,13.083,36.2196666667,9.56533333333
609.26,15.9073333333,57.918,32.4896666667,42.7393333333,9.68133333333,13.536,13.98,12.035,42.0196666667,7.869,12.8696666667,36.22,9.379
609.59,15.8426666667,57.699,32.3003333333,42.4616666667,9.46666666667,13.3316666667,13.7946666667,11.9333333333,41.8826666667,7.73,12.6546666667,35.9156666667,9.119
609.93,15.7363333333,57.7783333333,32.282,42.3383333333,9.33766666667,13.283,13.6603333333,11.899,41.916,7.63933333333,12.555,35.796,9.05033333333
610.26,15.499,57.6173333333,32.193,42.109,9.22266666667,13.2093333333,13.5286666667,11.832,41.8173333333,7.41666666667,12.3243333333,35.833,8.876
610.60,15.237,57.5766666667,31.9273333333,42.1066666667,9.10866666667,13.0393333333,13.365,11.6793333333,41.7806666667,7.32033333333,12.1633333333,35.6806666667,8.86666666667
610.93,15.4396666667,57.5626666667,32.068,42.3326666667,9.39866666667,13.4323333333,13.451,11.7676666667,41.8376666667,7.44866666667,12.1766666667,35.8543333333,9.199
611.27,15.4976666667,57.374,32.0766666667,42.1973333333,9.546,13.5886666667,13.7053333333,11.8546666667,41.876,7.60766666667,12.1956666667,35.9733333333,9.332
611.60,15.5816666667,57.675,32.0976666667,42.3446666667,9.64466666667,13.693,13.8033333333,11.995,42.0636666667,7.76566666667,12.206,35.925,9.383
611.93,15.5906666667,57.8423333333,32.1436666667,42.4993333333,9.766,13.739,13.9456666667,12.0836666667,42.2613333333,7.76933333333,12.301,36.0543333333,9.45566666667
612.27,15.4453333333,57.7543333333,32.2286666667,42.4156666667,9.61333333333,13.8303333333,13.8836666667,12.2156666667,42.1816666667,7.765,12.3536666667,35.7873333333,9.433
612.60,15.5163333333,57.9653333333,32.1993333333,42.329,9.58466666667,13.837,13.9786666667,12.4743333333,42.3726666667,7.81833333333,12.4523333333,35.8956666667,9.35566666667
612.94,15.4713333333,58.1543333333,32.2833333333,42.404,9.66233333333,13.9523333333,13.9076666667,12.6003333333,42.4036666667,7.864,12.4106666667,35.9026666667,9.43933333333
613.27,15.4743333333,57.9703333333,32.2546666667,42.4953333333,9.85466666667,14.033,13.9303333333,12.5906666667,42.541,7.87933333333,12.4543333333,35.922,9.582
613.61,15.471,57.932,32.224,42.4496666667,9.72833333333,13.8876666667,14.0383333333,12.5476666667,42.5303333333,7.984,12.3396666667,35.8403333333,9.486
613.94,15.6093333333,57.799,32.1533333333,42.575,9.81433333333,13.8096666667,14.1136666667,12.6183333333,42.4353333333,8.15533333333,12.478,35.752,9.534
614.28,15.655,58.0996666667,32.1266666667,42.5986666667,9.845,13.9866666667,14.1996666667,12.7206666667,42.4916666667,8.09366666667,12.6496666667,35.9013333333,9.59666666667
614.61,15.453,57.888,31.8143333333,42.3513333333,9.47266666667,13.4313333333,13.898,12.4983333333,42.0403333333,7.84633333333,12.558,35.51,9.20933333333
614.94,15.5846666667,58.2516666667,31.8943333333,42.5706666667,9.50333333333,13.3596666667,13.8916666667,12.6706666667,42.2683333333,7.847,12.6586666667,35.7996666667,9.33366666667
