wavelength,Back_ParHumf,Belly_ParHumf,Breast_ParHumf,Crissum_ParHumf,Crown_ParHumf,DorTail_ParHumf,Patch10_ParHumf,Patch11_ParHumf,Patch12_ParHumf,Patch13_ParHumf,Rump_ParHumf,Throat_ParHumf,WingTip_ParHumf
356.20,9.86533333333,26.7926666667,17.6663333333,19.7086666667,6.845,7.562,6.82333333333,5.30233333333,8.97433333333,5.99733333333,6.41033333333,17.5793333333,5.30166666667
356.56,9.70766666667,26.8256666667,17.762,19.9526666667,6.95866666667,7.47433333333,6.83,5.09,8.74133333333,6.22866666667,6.29266666667,17.44,5.24066666667
356.93,9.469,26.5816666667,17.2826666667,19.4693333333,6.709,7.13366666667,6.624,4.798,8.429,6.17833333333,6.13566666667,17.431,5.159
357.29,9.50866666667,26.2803333333,17.0446666667,19.1646666667,6.73833333333,6.84266666667,6.738,4.534,8.41766666667,6.19266666667,5.98233333333,17.527,4.91166666667
357.66,9.81133333333,26.8616666667,17.2786666667,19.3946666667,7.011,7.094,6.99033333333,4.97833333333,8.774,6.18166666667,6.09833333333,17.9006666667,5.14433333333
358.02,9.841,26.895,17.2576666667,19.2746666667,6.98833333333,7.09033333333,6.80533333333,4.82866666667,8.68,6.072,6.17366666667,17.9296666667,5.19566666667
358.38,9.71466666667,26.97,17.036,19.0506666667,6.86233333333,7.14133333333,7.02166666667,4.78766666667,8.63766666667,6.084,6.12433333333,17.8733333333,5.44566666667
358.75,9.813,26.9273333333,16.9783333333,18.9056666667,6.97033333333,7.22333333333,7.20366666667,4.90633333333,8.43066666667,6.30833333333,6.26966666667,17.9516666667,5.52966666667
359.11,9.84766666667,27.0286666667,16.9143333333,19.0286666667,7.238,7.143,7.35233333333,4.819,8.64766666667,6.343,6.419,18.1143333333,5.6
359.48,9.85966666667,27.3953333333,17.1473333333,19.2376666667,7.67666666667,7.32533333333,7.45466666667,4.88333333333,8.731,6.69633333333,6.47433333333,18.0353333333,5.827
359.84,10.133,27.8796666667,17.6203333333,19.3843333333,8.279,7.703,7.84733333333,5.058,9.08933333333,7.10933333333,6.80333333333,18.4483333333,6.17366666667
360.20,10.2093333333,28.343,17.853,19.3813333333,8.11833333333,7.626,8.06533333333,5.13066666667,9.17233333333,7.25733333333,6.888,18.6783333333,6.43133333333
360.57,10.3573333333,28.2483333333,17.8403333333,19.2006666667,8.18066666667,7.94233333333,8.14633333333,5.442,9.13266666667,7.09166666667,7.19366666667,18.6736666667,6.68366666667
360.93,10.5483333333,28.3683333333,18.3383333333,19.4416666667,8.325,7.99066666667,8.24133333333,5.61666666667,9.22766666667,7.20466666667,7.372,18.7893333333,6.804
361.29,10.595,28.4106666667,18.6146666667,19.5763333333,8.45966666667,8.215,8.39433333333,5.90066666667,9.25833333333,7.22066666667,7.612,18.859,7.009
361.66,10.6236666667,28.2706666667,18.9326666667,19.5113333333,8.518,8.277,8.37366666667,5.88266666667,9.17733333333,7.345,7.74666666667,18.6756666667,7.02366666667
362.02,10.406,28.187,19.176,19.5446666667,8.41766666667,8.14466666667,8.30533333333,5.93266666667,9.027,7.29533333333,7.68,18.4066666667,6.91033333333
362.39,10.5136666667,28.4043333333,19.507,19.779,8.513,8.27333333333,8.24133333333,5.969,8.88166666667,7.297,7.921,18.5466666667,6.929
362.75,10.2326666667,28.4816666667,19.6306666667,19.6626666667,8.30533333333,8.08033333333,8.24066666667,5.81533333333,8.86766666667,7.03633333333,7.90366666667,18.3133333333,6.85933333333
363.11,10.115,28.3246666667,19.7446666667,19.68,8.289,8.14366666667,8.20766666667,5.88133333333,8.75733333333,7.10933333333,7.901,18.2256666667,6.96366666667
363.48,10.123,28.403,19.8526666667,19.7543333333,8.43566666667,8.272,8.174,6.24066666667,8.878,7.25666666667,8.15733333333,18.2966666667,7.19066666667
363.84,10.155,28.181,19.743,19.7266666667,8.204,8.171,8.08766666667,6.053,8.63766666667,7.08666666667,8.02066666667,18.0926666667,7.07
364.20,10.288,27.902,19.492,19.814,8.56166666667,8.34166666667,8.037,6.17566666667,8.47733333333,7.12333333333,8.18966666667,18.054,7.005
364.57,10.2656666667,28.123,19.6686666667,19.7033333333,8.41966666667,8.178,8.19533333333,5.91766666667,8.55766666667,7.31533333333,8.05733333333,18.0986666667,6.763
364.93,10.007,28.1303333333,19.3373333333,19.372,8.22066666667,8.25533333333,8.11633333333,5.914,8.30733333333,7.24933333333,7.87366666667,17.9153333333,6.69466666667
365.29,10.1443333333,28.6216666667,19.3913333333,19.4796666667,8.386,8.40366666667,8.017,6.03033333333,8.45633333333,7.47166666667,7.99933333333,18.038,6.892
365.66,9.94166666667,28.5386666667,19.214,19.3726666667,8.14366666667,8.35533333333,7.91466666667,5.94066666667,8.32,7.615,8.05566666667,18.244,6.91
366.02,9.87033333333,28.451,18.844,18.9673333333,7.956,8.35966666667,7.745,5.901,8.307,7.67433333333,8.11366666667,18.2996666667,6.814
366.38,10.0,28.5263333333,18.7896666667,18.737,7.965,8.40366666667,7.91233333333,6.193,8.421,7.98233333333,8.05266666667,18.2983333333,6.807
366.75,10.1483333333,28.6823333333,18.8516666667,18.9216666667,8.298,8.70333333333,7.87533333333,6.44833333333,8.31566666667,8.17466666667,8.22766666667,18.4283333333,6.67733333333
367.11,10.0353333333,28.9183333333,18.617,18.4396666667,8.085,8.493,7.624,6.20566666667,8.103,7.766,8.06733333333,18.2093333333,6.48933333333
367.47,9.813,28.729,18.3646666667,18.24,7.62666666667,8.19566666667,7.41366666667,5.88433333333,7.769,7.37766666667,7.698,17.9733333333,6.11566666667
367.84,9.67933333333,28.8236666667,18.2176666667,17.9503333333,7.558,8.11033333333,7.219,5.86466666667,7.78933333333,7.29033333333,7.647,17.9503333333,6.07866666667
368.20,9.25233333333,29.1556666667,18.182,17.608,7.15433333333,7.87166666667,7.13633333333,5.39733333333,7.67433333333,7.04666666667,7.28,17.877,5.917
368.56,9.05033333333,29.0503333333,17.9033333333,17.4373333333,6.88166666667,7.778,6.846,5.32266666667,7.33,6.77433333333,7.061,17.885,5.93166666667
368.93,8.94266666667,29.2293333333,17.8853333333,17.5086666667,6.79233333333,7.81366666667,6.61333333333,5.16166666667,7.45533333333,6.70266666667,6.95333333333,18.0823333333,6.03966666667
369.29,8.902,29.0156666667,17.7683333333,17.4306666667,6.521,7.56933333333,6.53866666667,5.01066666667,7.24966666667,6.592,6.76966666667,17.7503333333,5.97
369.65,8.79833333333,29.1906666667,17.791,17.5076666667,6.46166666667,7.39933333333,6.56766666667,4.939,7.01033333333,6.426,6.51466666667,17.7196666667,5.7
370.01,9.21366666667,29.4273333333,18.1816666667,17.919,6.779,7.56733333333,6.919,5.29,7.199,6.56833333333,6.93633333333,17.9893333333,5.95566666667
370.38,8.92166666667,29.4473333333,17.9996666667,17.843,6.482,7.19666666667,6.67366666667,4.86166666667,6.91766666667,6.13333333333,6.79533333333,17.9473333333,5.71533333333
370.74,8.99,29.651,18.119,17.9806666667,6.345,7.31333333333,6.72533333333,4.80666666667,7.08833333333,6.06866666667,6.708,18.05,5.94766666667
371.10,8.94666666667,29.7543333333,18.3706666667,18.03,6.49266666667,7.48133333333,6.919,4.94166666667,7.004,6.35633333333,6.73166666667,18.1323333333,6.04966666667
371.46,9.02333333333,30.049,18.5543333333,17.9106666667,6.687,7.669,6.924,5.11233333333,7.17766666667,6.43333333333,6.94066666667,18.419,6.28066666667
371.83,9.319,30.452,19.161,18.301,7.12866666667,8.03833333333,7.14533333333,5.359,7.54966666667,6.55533333333,7.21266666667,18.689,6.55566666667
372.19,9.38566666667,30.105,19.221,18.2723333333,7.12266666667,8.12133333333,7.18933333333,5.50833333333,7.472,6.47366666667,7.289,18.6056666667,6.62333333333
372.55,9.67066666667,30.2593333333,19.475,18.4446666667,7.428,8.12566666667,7.378,5.63333333333,7.594,6.49733333333,7.41133333333,18.8596666667,6.64666666667
372.92,9.82266666667,30.1643333333,19.8606666667,18.4173333333,7.483,7.931,7.61566666667,5.82366666667,7.58266666667,6.57033333333,7.682,18.882,6.58666666667
373.28,9.98666666667,30.3923333333,20.156,18.4613333333,7.69366666667,8.29166666667,7.66033333333,6.06533333333,7.69366666667,6.71333333333,7.79333333333,19.2256666667,6.43066666667
373.64,9.92566666667,30.4216666667,20.5623333333,18.6103333333,7.85766666667,8.48633333333,7.75833333333,6.41866666667,7.808,6.799,7.94033333333,19.3053333333,6.55066666667
374.00,9.54766666667,30.4756666667,20.4493333333,18.269,7.82933333333,8.57266666667,7.747,6.27666666667,7.69733333333,6.591,7.56533333333,19.4746666667,6.31
374.37,9.40433333333,30.412,20.5316666667,18.234,7.878,8.61666666667,7.86166666667,6.335,7.91066666667,6.54833333333,7.68066666667,19.5306666667,6.25333333333
374.73,9.00066666667,30.0943333333,20.3936666667,17.562,7.58466666667,8.187,7.63333333333,5.99,7.58466666667,6.299,7.22666666667,19.3196666667,5.778
375.09,8.96333333333,30.1036666667,20.494,17.2483333333,7.38066666667,8.075,7.332,5.83,7.54233333333,6.04033333333,7.235,19.5253333333,5.68466666667
375.45,8.929,30.1396666667,20.337,17.0006666667,7.118,7.81733333333,7.24466666667,5.656,7.43566666667,6.00566666667,7.05433333333,19.4946666667,5.44966666667
375.81,8.392,29.7436666667,19.7046666667,16.5813333333,6.356,7.195,6.74433333333,5.19033333333,6.962,5.672,6.63533333333,19.2073333333,4.988
376.18,8.44466666667,30.0323333333,19.822,16.4593333333,6.31033333333,7.109,6.587,5.159,7.04733333333,5.74266666667,6.66366666667,19.3153333333,4.75966666667
376.54,8.303,30.263,19.9483333333,16.4093333333,6.33666666667,7.13833333333,6.45833333333,5.157,7.10866666667,5.898,6.66966666667,19.2376666667,4.70366666667
376.90,8.15833333333,30.3263333333,19.8006666667,16.406,6.357,7.191,6.223,4.97266666667,7.01233333333,5.71666666667,6.47633333333,19.0113333333,4.407
377.26,7.98266666667,30.3526666667,19.8023333333,16.187,6.30066666667,6.90566666667,6.28633333333,4.75133333333,6.876,5.63666666667,6.44833333333,18.961,4.48566666667
377.63,7.82133333333,30.351,19.3423333333,15.6726666667,6.12566666667,6.608,6.00866666667,4.34233333333,6.60833333333,5.26333333333,5.921,18.5816666667,4.23966666667
377.99,7.768,30.1593333333,19.4493333333,15.6376666667,6.116,6.333,5.739,4.087,6.50733333333,5.29,5.768,18.406,4.21733333333
378.35,7.96933333333,30.336,19.5993333333,15.795,6.22566666667,6.49966666667,5.77866666667,4.035,6.54266666667,5.51933333333,5.69266666667,18.288,4.33766666667
378.71,8.24033333333,30.5723333333,19.6283333333,16.0516666667,6.352,6.66666666667,5.80833333333,4.17733333333,6.65233333333,5.66533333333,5.99433333333,18.3263333333,4.535
379.07,8.24766666667,30.513,19.5156666667,16.097,6.41,6.681,5.78366666667,4.17366666667,6.59533333333,5.62666666667,5.85466666667,18.4186666667,4.31633333333
379.44,8.53533333333,30.7103333333,19.7786666667,16.4326666667,6.66366666667,6.919,5.91233333333,4.438,6.77733333333,5.89833333333,6.13933333333,18.6586666667,4.43766666667
379.80,8.871,30.9846666667,19.949,16.5536666667,6.89033333333,7.20166666667,6.04133333333,4.69733333333,6.76333333333,6.06933333333,6.367,18.902,4.49933333333
380.16,8.886,31.08,19.983,16.624,6.817,7.228,5.93833333333,4.71933333333,6.71766666667,5.91,6.16466666667,19.019,4.45
380.52,8.872,31.052,19.772,16.6033333333,6.816,7.25266666667,6.01333333333,4.85866666667,6.675,5.971,6.19633333333,18.9833333333,4.50633333333
380.88,8.84333333333,30.972,19.838,16.569,6.77566666667,7.23666666667,6.119,4.94533333333,6.66366666667,6.007,6.25833333333,19.2653333333,4.778
381.24,8.662,30.967,19.759,16.7013333333,6.55866666667,7.19533333333,5.936,4.93966666667,6.60033333333,6.04666666667,6.17133333333,19.2886666667,4.78766666667
381.61,8.787,31.2293333333,19.9673333333,16.8316666667,6.477,7.31566666667,6.05066666667,5.088,6.82066666667,6.11933333333,6.43566666667,19.596,4.93666666667
381.97,8.96233333333,31.5926666667,20.0596666667,17.0406666667,6.46,7.33033333333,6.13366666667,5.331,7.004,6.21533333333,6.60966666667,19.7196666667,5.059
382.33,8.99966666667,31.619,20.2493333333,16.8876666667,6.33466666667,7.165,6.01333333333,5.43733333333,6.857,6.06666666667,6.64266666667,19.9406666667,5.06233333333
382.69,9.116,31.827,20.531,17.0563333333,6.39466666667,7.27966666667,6.22266666667,5.62833333333,7.14766666667,6.196,6.79066666667,20.2933333333,5.23166666667
383.05,9.34366666667,32.19,20.8316666667,17.362,6.40666666667,7.27766666667,6.32866666667,5.796,7.31666666667,6.52366666667,6.87466666667,20.2206666667,5.497
383.41,9.16866666667,32.1296666667,21.0013333333,17.2363333333,6.46666666667,7.184,6.313,5.737,7.15833333333,6.49233333333,6.77433333333,20.2843333333,5.50666666667
383.77,9.11833333333,32.0796666667,21.2513333333,17.1606666667,6.44633333333,7.07966666667,6.44633333333,5.74966666667,7.25666666667,6.39566666667,6.687,20.0736666667,5.57233333333
384.14,8.98766666667,32.1863333333,21.304,17.1653333333,6.457,6.91866666667,6.532,5.809,7.143,6.54466666667,6.70666666667,20.02,5.65933333333
384.50,8.86333333333,32.0213333333,21.2696666667,17.102,6.387,6.804,6.37466666667,5.45566666667,7.037,6.36266666667,6.58333333333,19.9093333333,5.48
384.86,8.98933333333,32.3293333333,21.3793333333,17.181,6.461,6.945,6.43666666667,5.51733333333,7.199,6.50933333333,6.66633333333,20.0363333333,5.505
385.22,9.07333333333,32.2753333333,21.489,17.1126666667,6.67166666667,7.09966666667,6.505,5.506,7.19433333333,6.54033333333,6.64766666667,20.0263333333,5.518
385.58,9.29,32.2803333333,21.5863333333,17.1286666667,6.915,7.336,6.56366666667,5.63966666667,7.289,6.85633333333,6.83266666667,20.0536666667,5.69766666667
385.94,9.14866666667,32.038,21.3623333333,16.9096666667,6.78933333333,7.36766666667,6.54633333333,5.44766666667,7.032,6.68533333333,6.708,19.9283333333,5.644
386.30,9.029,32.1903333333,21.4293333333,16.869,6.893,7.44733333333,6.51166666667,5.311,7.13533333333,6.75466666667,6.57,20.067,5.56533333333
386.66,8.974,32.2876666667,21.3026666667,16.7183333333,7.055,7.37666666667,6.492,5.29733333333,6.95166666667,6.71033333333,6.469,19.9356666667,5.61866666667
387.03,8.72866666667,32.1193333333,21.008,16.5176666667,7.09033333333,7.39966666667,6.38033333333,5.20033333333,6.804,6.51766666667,6.415,20.1033333333,5.45233333333
387.39,8.663,32.3006666667,20.9296666667,16.512,6.98766666667,7.32066666667,6.265,5.07166666667,6.816,6.36833333333,6.357,20.0113333333,5.32433333333
387.75,8.69666666667,32.349,20.9863333333,16.5576666667,7.026,7.40366666667,6.22533333333,5.10366666667,6.80866666667,6.52233333333,6.36233333333,20.151,5.29833333333
388.11,8.70466666667,32.346,20.9056666667,16.559,7.07066666667,7.44533333333,6.17433333333,4.99366666667,6.84366666667,6.401,6.356,20.0433333333,5.24333333333
388.47,8.73833333333,32.5636666667,21.064,16.514,7.08566666667,7.47033333333,6.16866666667,5.229,6.98366666667,6.47433333333,6.39533333333,20.2146666667,5.41033333333
388.83,8.67366666667,32.5793333333,21.116,16.436,7.14366666667,7.56,6.09733333333,5.265,6.89633333333,6.55866666667,6.27733333333,20.1596666667,5.456
389.19,8.836,33.0763333333,21.4143333333,16.5213333333,7.17166666667,7.62933333333,6.17766666667,5.373,7.02633333333,6.63533333333,6.36733333333,20.4313333333,5.507
389.55,8.80466666667,33.444,21.468,16.7553333333,7.18566666667,7.39633333333,6.14333333333,5.31166666667,7.04166666667,6.54233333333,6.376,20.6473333333,5.42233333333
389.91,8.99333333333,33.804,21.8426666667,16.869,7.416,7.50366666667,6.15633333333,5.43333333333,7.19666666667,6.73666666667,6.43,20.791,5.55366666667
390.27,8.806,33.798,21.675,16.5856666667,7.207,7.37966666667,5.94266666667,5.46733333333,6.74233333333,6.54766666667,6.21266666667,20.5513333333,5.42433333333
390.63,8.76633333333,33.8036666667,21.8303333333,16.517,7.07733333333,7.323,5.85866666667,5.45233333333,6.671,6.61766666667,6.20066666667,20.5796666667,5.23833333333
391.00,8.89533333333,33.977,22.0113333333,16.619,7.00666666667,7.27033333333,5.86666666667,5.40266666667,6.56333333333,6.65833333333,6.12033333333,20.4073333333,5.24433333333
391.36,8.91666666667,33.893,22.084,16.558,7.10233333333,7.30933333333,5.94066666667,5.412,6.60433333333,6.65633333333,6.15866666667,20.425,5.44333333333
391.72,8.85666666667,33.987,22.2903333333,16.4776666667,7.233,7.32466666667,5.94533333333,5.42466666667,6.56833333333,6.579,6.18033333333,20.5636666667,5.56766666667
392.08,9.11833333333,34.212,22.5993333333,16.591,7.523,7.53333333333,6.03866666667,5.73533333333,6.83633333333,6.86666666667,6.38166666667,21.1046666667,5.857
392.44,9.192,34.2763333333,22.7516666667,16.518,7.61366666667,7.63366666667,6.13433333333,5.797,6.81933333333,6.95833333333,6.43266666667,21.1336666667,5.84666666667
392.80,9.25933333333,34.141,22.8823333333,16.46,7.55533333333,7.496,6.08766666667,5.76233333333,6.72733333333,6.79666666667,6.383,21.237,5.723
393.16,9.18866666667,34.0296666667,22.7713333333,16.3283333333,7.49233333333,7.64933333333,6.06066666667,5.80533333333,6.71766666667,6.757,6.394,21.1926666667,5.73666666667
393.52,9.24633333333,33.841,22.8566666667,16.2373333333,7.479,7.78133333333,6.00466666667,5.858,6.776,6.766,6.33666666667,21.1576666667,5.79966666667
393.88,9.315,33.9026666667,23.037,16.2346666667,7.381,7.813,6.066,5.958,6.714,6.82166666667,6.50766666667,21.3583333333,5.70266666667
394.24,9.451,33.9716666667,23.2636666667,16.475,7.594,7.85966666667,6.20866666667,5.94366666667,7.01433333333,6.975,6.818,21.4066666667,5.914
394.60,9.397,33.975,23.3046666667,16.474,7.58066666667,7.88666666667,6.06033333333,5.78433333333,6.98833333333,6.90933333333,6.722,21.4586666667,5.87333333333
394.96,9.453,33.8,23.523,16.314,7.65566666667,7.90366666667,6.12633333333,5.908,7.21866666667,6.97066666667,6.87133333333,21.517,5.95766666667
395.32,9.43066666667,33.8343333333,23.652,16.2156666667,7.49666666667,8.05766666667,5.97333333333,5.943,7.15533333333,6.925,6.795,21.5873333333,5.87266666667
395.68,9.46466666667,33.9583333333,23.5056666667,16.2986666667,7.41866666667,8.114,5.91666666667,5.90633333333,7.116,7.02533333333,6.74333333333,21.54,5.937
396.04,9.29166666667,33.82,23.473,16.129,7.29366666667,8.07466666667,5.85333333333,5.701,6.87766666667,6.878,6.685,21.2823333333,5.80233333333
396.40,9.355,33.8983333333,23.475,16.0916666667,7.353,8.11266666667,5.81233333333,5.71966666667,6.85966666667,6.96266666667,6.716,21.5136666667,5.96633333333
396.76,9.24833333333,34.323,23.5283333333,15.9606666667,7.51633333333,8.207,5.89766666667,5.84633333333,6.918,7.114,6.712,21.5486666667,6.12433333333
397.12,9.17933333333,34.306,23.471,15.813,7.55466666667,7.886,5.71233333333,5.754,6.69566666667,7.172,6.57133333333,21.4323333333,5.94033333333
397.48,9.06166666667,34.3973333333,23.4446666667,15.5403333333,7.574,7.946,5.735,5.69366666667,6.50966666667,7.295,6.59266666667,21.3683333333,5.94166666667
397.84,8.95733333333,34.3093333333,23.215,15.3366666667,7.57066666667,7.92,5.588,5.506,6.451,7.252,6.41,21.1913333333,5.95766666667
398.20,9.03533333333,34.378,23.233,15.1813333333,7.63133333333,8.021,5.634,5.58266666667,6.36166666667,7.478,6.423,21.2556666667,6.013
398.56,9.14833333333,34.576,23.268,15.1693333333,7.75266666667,8.04833333333,5.73566666667,5.74566666667,6.43866666667,7.569,6.612,21.4953333333,6.09233333333
398.92,9.077,34.795,23.292,15.22,7.85866666667,8.11266666667,5.72633333333,5.76666666667,6.224,7.69633333333,6.72133333333,21.6266666667,6.163
399.28,9.02533333333,35.0166666667,23.2833333333,15.232,7.93,7.94033333333,5.71933333333,5.65866666667,6.11466666667,7.74733333333,6.72333333333,21.6303333333,6.115
399.64,8.95766666667,34.951,23.294,15.0943333333,7.92633333333,8.02766666667,5.65166666667,5.60133333333,6.02566666667,7.684,6.84466666667,21.6156666667,6.03566666667
400.00,9.03233333333,35.0993333333,23.3323333333,15.1073333333,7.94233333333,8.033,5.69166666667,5.561,6.01466666667,7.68,6.802,21.7476666667,6.00466666667
400.36,9.08633333333,35.1546666667,23.6066666667,15.241,8.07566666667,8.17533333333,5.74433333333,5.634,6.054,7.71533333333,6.84466666667,21.7453333333,5.99433333333
400.72,9.189,35.309,23.815,15.4243333333,8.121,8.281,5.79666666667,5.56733333333,6.02633333333,7.76233333333,6.984,21.9096666667,5.94633333333
401.08,9.25166666667,35.3583333333,23.9826666667,15.545,8.12966666667,8.28866666667,5.807,5.59866666667,5.996,7.584,7.07766666667,22.0766666667,6.075
401.44,9.24266666667,35.518,24.2093333333,15.658,8.12566666667,8.31366666667,5.71366666667,5.674,5.862,7.51266666667,7.02866666667,22.2223333333,6.03
401.80,9.12466666667,35.7363333333,24.3846666667,15.7093333333,8.216,8.36266666667,5.61733333333,5.588,5.754,7.454,7.06333333333,22.372,5.979
402.16,9.14766666667,35.9003333333,24.4926666667,15.661,8.18033333333,8.39066666667,5.565,5.56533333333,5.747,7.25066666667,7.069,22.682,5.977
402.52,9.126,35.9873333333,24.564,15.541,8.05666666667,8.46933333333,5.50566666667,5.50566666667,5.59933333333,7.18433333333,6.95933333333,22.5563333333,6.031
402.88,9.071,36.0453333333,24.574,15.4113333333,8.03566666667,8.42933333333,5.44266666667,5.342,5.571,7.11933333333,6.75266666667,22.4756666667,6.01066666667
403.24,9.01466666667,35.988,24.4256666667,15.259,8.035,8.45366666667,5.389,5.33566666667,5.47833333333,7.135,6.70733333333,22.5456666667,5.99533333333
403.60,8.89866666667,36.0473333333,24.4953333333,15.2053333333,8.02,8.342,5.32366666667,5.28033333333,5.393,7.133,6.62833333333,22.5643333333,5.93233333333
403.95,8.72333333333,35.845,24.4483333333,15.0713333333,7.943,8.206,5.168,5.17633333333,5.24433333333,7.09466666667,6.54266666667,22.395,5.932
404.31,8.54033333333,35.715,24.25,14.9073333333,7.75466666667,7.96333333333,4.997,5.01366666667,5.04733333333,6.944,6.41766666667,22.2446666667,5.69066666667
404.67,8.401,35.5463333333,24.0143333333,14.5806666667,7.606,7.819,4.89333333333,4.82733333333,4.942,6.76166666667,6.25366666667,22.0066666667,5.56533333333
405.03,8.362,35.6416666667,24.1243333333,14.4306666667,7.708,7.87733333333,4.98766666667,4.72966666667,4.97966666667,6.85233333333,6.239,21.9693333333,5.52066666667
405.39,8.29533333333,35.5773333333,24.02,14.2663333333,7.598,7.814,5.04133333333,4.61633333333,4.93733333333,6.78066666667,6.14733333333,22.0406666667,5.458
405.75,8.26933333333,35.5643333333,24.0403333333,14.1793333333,7.59733333333,7.74166666667,5.07,4.71033333333,4.85433333333,6.75766666667,6.142,22.017,5.44633333333
406.11,8.115,35.4963333333,24.017,14.2033333333,7.59433333333,7.68233333333,4.95866666667,4.64666666667,4.67833333333,6.80133333333,5.968,21.8776666667,5.36733333333
406.47,8.18666666667,35.5713333333,24.1726666667,14.28,7.8,7.832,5.10333333333,4.685,4.77333333333,6.93066666667,6.14966666667,22.104,5.522
406.83,8.26033333333,35.6956666667,24.3123333333,14.2396666667,7.78333333333,7.864,5.23466666667,4.77366666667,4.84633333333,6.91733333333,6.28633333333,22.1846666667,5.526
407.19,8.28833333333,35.7923333333,24.5646666667,14.2403333333,7.83266666667,7.955,5.36566666667,4.78766666667,4.94233333333,6.92066666667,6.34266666667,22.2196666667,5.56133333333
407.55,8.42566666667,35.9423333333,24.5713333333,14.1356666667,7.876,7.92533333333,5.349,4.79933333333,4.91433333333,6.90766666667,6.342,22.389,5.456
407.90,8.494,36.294,24.674,14.1263333333,7.90066666667,8.115,5.377,4.89033333333,4.89,6.919,6.43233333333,22.5133333333,5.484
408.26,8.46933333333,36.53,24.7816666667,14.1046666667,7.88466666667,8.049,5.38,4.762,4.836,6.82133333333,6.418,22.656,5.56966666667
408.62,8.49166666667,36.5753333333,24.7843333333,14.145,7.95666666667,7.98133333333,5.29933333333,4.78066666667,4.756,6.79666666667,6.49233333333,22.8256666667,5.57866666667
408.98,8.36633333333,36.5743333333,24.7533333333,13.96,7.82333333333,7.84,5.07566666667,4.681,4.59033333333,6.713,6.49066666667,22.746,5.42966666667
409.34,8.45566666667,36.6243333333,24.7963333333,14.117,8.07266666667,7.87733333333,5.083,4.74133333333,4.65966666667,6.77733333333,6.65533333333,22.7353333333,5.51466666667
409.70,8.46833333333,36.603,24.7196666667,14.0386666667,8.008,7.77433333333,5.05366666667,4.65,4.70666666667,6.733,6.636,22.564,5.47333333333
410.06,8.59633333333,36.7996666667,24.769,13.9606666667,7.95333333333,7.728,5.12233333333,4.70433333333,4.76066666667,6.715,6.81133333333,22.718,5.42033333333
410.42,8.473,36.71,24.596,13.874,7.849,7.449,4.905,4.585,4.65666666667,6.585,6.665,22.4676666667,5.233
410.77,8.415,36.6913333333,24.5436666667,13.9426666667,7.89666666667,7.31433333333,4.754,4.58633333333,4.475,6.51666666667,6.7,22.5173333333,5.24033333333
411.13,8.50666666667,36.618,24.4756666667,13.8003333333,7.869,7.15133333333,4.57633333333,4.58433333333,4.26566666667,6.43366666667,6.72066666667,22.403,5.294
411.49,8.52833333333,36.6536666667,24.5896666667,13.864,7.89933333333,7.18266666667,4.65033333333,4.57066666667,4.25233333333,6.506,6.77666666667,22.4003333333,5.43866666667
411.85,8.55633333333,36.6796666667,24.721,13.9103333333,7.959,7.09833333333,4.74833333333,4.549,4.24666666667,6.533,6.82766666667,22.307,5.32966666667
412.21,8.671,36.7886666667,24.7023333333,13.863,8.047,7.255,4.736,4.68,4.264,6.63966666667,6.91966666667,22.2703333333,5.29566666667
412.57,8.753,37.0676666667,24.9823333333,14.0123333333,8.01433333333,7.35566666667,4.794,4.762,4.28,6.80166666667,7.02633333333,22.34,5.42833333333
412.92,8.96,37.1446666667,24.95,14.1646666667,8.06333333333,7.60666666667,4.95633333333,4.83633333333,4.36366666667,6.90233333333,7.11833333333,22.54,5.565
413.28,8.92833333333,37.2303333333,25.068,14.0393333333,7.994,7.54666666667,4.87933333333,4.87966666667,4.29633333333,6.884,7.06766666667,22.6163333333,5.60633333333
413.64,9.035,37.464,25.1593333333,14.0113333333,8.03833333333,7.55166666667,4.88833333333,4.93633333333,4.27466666667,6.99366666667,7.14533333333,22.799,5.71766666667
414.00,9.02333333333,37.71,25.2376666667,14.09,8.14333333333,7.572,4.86066666667,4.89233333333,4.28166666667,6.97733333333,7.017,22.8276666667,5.796
414.36,9.05566666667,37.6706666667,25.212,14.0156666667,8.15233333333,7.65433333333,4.87433333333,4.999,4.251,6.98433333333,7.06233333333,22.8916666667,5.81633333333
414.72,9.107,37.6956666667,25.273,13.912,8.11366666667,7.73933333333,4.928,4.966,4.30866666667,6.99033333333,6.983,22.897,5.81433333333
415.07,8.969,37.662,25.2096666667,13.9053333333,8.10933333333,7.72366666667,4.89966666667,4.88466666667,4.34366666667,6.98233333333,6.85666666667,22.8373333333,5.7
415.43,8.82333333333,37.6343333333,25.0176666667,13.7756666667,8.02933333333,7.53533333333,4.73033333333,4.766,4.27966666667,6.81266666667,6.69133333333,22.6423333333,5.57466666667
415.79,8.76433333333,37.6053333333,24.962,13.6303333333,7.94366666667,7.43966666667,4.631,4.65866666667,4.189,6.72166666667,6.65266666667,22.795,5.542
416.15,8.734,37.5346666667,25.0363333333,13.524,7.953,7.40366666667,4.625,4.58533333333,4.13533333333,6.72866666667,6.57,22.8196666667,5.624
416.51,8.68166666667,37.427,24.854,13.3716666667,7.972,7.313,4.563,4.57533333333,4.081,6.635,6.40666666667,22.6996666667,5.47566666667
